Orthogroup	Aethionema_saxatile	Raphanus_sativus
OG0009459	As011G259020	XP_018457054.1
OG0009460	As011G259660	XP_018457007.1, XP_018474164.1, XP_018475896.1
OG0009461	As011G259670	XP_018493136.1
OG0009462	As011G260590	XP_018453031.1, XP_018486359.1
OG0009463	As011G260720	XP_018462406.1
OG0009464	As011G260730	XP_018493557.1, XP_018454663.1
OG0009465	As011G260910	XP_018456010.1, XP_018491586.1
OG0009466	As011G262610	XP_018442465.1, XP_018476281.1
OG0009467	As011G262870	XP_018491589.1, XP_018491587.1
OG0009468	As011G262880	XP_018491590.1, XP_018490571.1, XP_018433506.1
OG0009469	As011G262910	XP_018454562.1
OG0009470	As011G262920	XP_018440148.1, XP_018440149.1
OG0009471	As011G264240	XP_018452747.1, XP_018433432.1
OG0009472	As011G264430	XP_018493302.1, XP_018454775.1, XP_018457148.1
OG0009473	As011G264460	XP_018451963.1, XP_018437232.1
OG0009474	As011G264840	XP_018490480.1, XP_018435882.1
OG0009475	As011G265230	XP_018491776.1, XP_018437049.1
OG0009476	As011G265820	XP_018440983.1
OG0009477	As011G266250	XP_018456620.1
OG0009478	As011G266970	XP_018454373.1, XP_018454368.1, XP_018434047.1
OG0009479	As011G266990	XP_018439878.1, XP_018454360.1
OG0009480	As011G267060	XP_018437384.1, XP_018457936.1
OG0009481	As011G267130	XP_018440427.1, XP_018440481.1
OG0009482	As011G267450	XP_018440723.1, XP_018436831.1
OG0009483	As012G267870	XP_018441682.1
OG0009484	As012G268740	XP_018448004.1, XP_018448005.1
OG0009485	As012G268870	XP_018488548.1, XP_018447684.1
OG0009486	As012G269250	XP_018438185.1
OG0009487	As012G269450	XP_018489447.1, XP_018435647.1
OG0009488	As012G269470	XP_018450968.1, XP_018435630.1
OG0009489	As012G269690	XP_018491588.1, XP_018492077.1
OG0009490	As012G269960	XP_018489101.1, XP_018484131.1
OG0009491	As012G270110	XP_018447796.1, XP_018487183.1
OG0009492	As012G270180	XP_018490570.1, XP_018488780.1
OG0009493	As012G270670	XP_018468136.1, XP_018491379.1
OG0009494	As012G271610	XP_018485572.1, XP_018436162.1
OG0009495	As012G271760	XP_018469164.1, XP_018449519.1
OG0009496	As012G272230	XP_018481307.1
OG0009497	As012G272380	XP_018451764.1
OG0009498	As012G272420	XP_018493366.1, XP_018491233.1
OG0009499	As012G272570	XP_018448819.1, XP_018442844.1
OG0009500	As012G272670	XP_018447275.1, XP_018467836.1
OG0009501	As012G272770	XP_018491205.1, XP_018434296.1, XP_018487815.1, XP_018483121.1, XP_018473759.1
OG0009502	As012G272800	XP_018488852.1, XP_018453875.1
OG0009503	As012G273070	XP_018490129.1
OG0009504	As012G273290	XP_018489584.1, XP_018489531.1, XP_018458037.1
OG0009505	As012G273320	XP_018458038.1, XP_018488158.1
OG0009506	As012G273350	XP_018449388.1
OG0009507	As012G275130	XP_018461502.1, XP_018438639.1
OG0009508	As012G275230	XP_018461505.1, XP_018481130.1, XP_018439310.1, XP_018439311.1
OG0009509	As012G275440	XP_018439697.1, XP_018478434.1
OG0009510	As012G275450	XP_018477721.1, XP_018442022.1
OG0009511	As012G275640	XP_018482789.1, XP_018433563.1
OG0009512	As012G275710	XP_018458899.1
OG0009513	As012G276410	XP_018458102.1, XP_018477923.1
OG0009515	As012G276780	XP_018489728.1, XP_018461245.1, XP_018486797.1, XP_018461241.1
OG0009516	As012G277230	XP_018446433.1, XP_018463623.1, XP_018464021.1
OG0009517	As012G277710	XP_018464827.1, XP_018481182.1
OG0009518	As012G278120	XP_018485847.1, XP_018458885.1
OG0009519	As012G278300	XP_018492708.1, XP_018458882.1, XP_018458881.1
OG0009520	As012G278580	XP_018486350.1, XP_018481560.1
OG0009521	As012G279180, As012G279190	XP_018437914.1, XP_018481862.1, XP_018481871.1
OG0009522	As012G279430	XP_018443873.1, XP_018491306.1
OG0009523	As012G279850	XP_018477698.1
OG0009524	As012G280040	XP_018446131.1, XP_018443131.1
OG0009526	As012G280400	XP_018458420.1, XP_018474671.1
OG0009527	As012G280410	XP_018483041.1
OG0009528	As012G280980	XP_018492496.1, XP_018445863.1
OG0009529	As012G281780	XP_018477452.1, XP_018486435.1
OG0009530	As012G282470	XP_018490677.1, XP_018489659.1
OG0009531	As012G282490	XP_018446281.1
OG0009532	As012G282690	XP_018461230.1, XP_018461229.1
OG0009533	As012G282790	XP_018487252.1, XP_018462538.1
OG0009534	As012G283440	XP_018492480.1, XP_018446220.1
OG0009535	As012G283500	XP_018491158.1, XP_018443553.1
OG0009536	As012G283600	XP_018493410.1
OG0009537	As012G284410	XP_018481757.1, XP_018490237.1
OG0009538	As012G284550	XP_018486052.1, XP_018445165.1
OG0009539	As012G284620	XP_018461781.1, XP_018480145.1, XP_018490092.1
OG0009540	As012G285050	XP_018446596.1, XP_018492763.1
OG0009541	As012G285150	XP_018460419.1, XP_018484182.1
OG0009542	As012G285350	XP_018486548.1, XP_018486527.1
OG0009543	As012G285500	XP_018442925.1, XP_018487129.1
OG0009544	As012G286210	XP_018482696.1, XP_018482697.1
OG0009545	As012G286640	XP_018444198.1, XP_018432803.1
OG0009546	As012G286650	XP_018444168.1, XP_018487237.1
OG0009547	As012G286810	XP_018461534.1, XP_018481213.1
OG0009548	As012G287120	XP_018484570.1, XP_018492877.1
OG0009549	As012G287300	XP_018491665.1, XP_018491593.1
OG0009550	As012G287320	XP_018443600.1, XP_018491591.1, XP_018491663.1
OG0009551	As012G287580	XP_018446195.1, XP_018492823.1
OG0009552	As012G288340	XP_018445940.1, XP_018466607.1, XP_018485761.1
OG0009553	As012G288350	XP_018466606.1, XP_018485759.1, XP_018445939.1
OG0009554	As012G288980	XP_018481158.1, XP_018488663.1
OG0009555	As012G289080	XP_018459659.1
OG0009556	As012G289170	XP_018459633.1, XP_018432949.1
OG0009557	As012G289460	XP_018442155.1
OG0009635	As001G000140	XP_018435252.1, XP_018435254.1
OG0009635	As011G267520	XP_018440721.1
OG0009636	As001G000990, As003G056310	XP_018473359.1
OG0009637	As001G001220, As009G211040	XP_018469453.1, XP_018470106.1, XP_018472444.1
OG0009639	As001G001670	XP_018438948.1
OG0009640	As001G001770	XP_018481725.1, XP_018435683.1
OG0009641	As001G002120	XP_018471442.1, XP_018471443.1
OG0009642	As001G002360	XP_018472311.1, XP_018483808.1
OG0009643	As009G214200, As001G002400	XP_018480493.1
OG0009644	As001G002840	XP_018443117.1
OG0009645	As001G002950	XP_018460697.1, XP_018483611.1, XP_018449232.1
OG0009646	As001G003310	XP_018466374.1, XP_018449536.1
OG0009647	As001G003360	XP_018480699.1
OG0009648	As001G003970	XP_018450663.1, XP_018450662.1, XP_018460923.1
OG0009649	As001G004990	XP_018468062.1, XP_018481884.1, XP_018483577.1
OG0009650	As001G005880	XP_018447492.1, XP_018471819.1
OG0009651	As001G006070	XP_018470884.1
OG0009652	As001G006750	XP_018453639.1
OG0009653	As001G010190	XP_018469003.1, XP_018463523.1, XP_018483758.1
OG0009654	As001G012040, As001G012030	XP_018476486.1
OG0009655	As001G012270	XP_018477670.1
OG0009656	As001G012360	XP_018485105.1, XP_018482436.1
OG0009657	As001G013740	XP_018465433.1, XP_018450922.1, XP_018483648.1
OG0009658	As001G013800, As011G262930	XP_018433366.1
OG0009659	As001G013920	XP_018470042.1, XP_018451547.1
OG0009660	As001G014760	XP_018471414.1, XP_018447862.1
OG0009662	As001G015030	XP_018471324.1
OG0009663	As001G015490	XP_018472024.1, XP_018463778.1
OG0009664	As001G015670	XP_018458971.1
OG0009665	As001G016100, As001G016130, As001G016150, As001G016080	XP_018449417.1
OG0009666	As001G016360	XP_018492696.1, XP_018438129.1
OG0009667	As001G016380	XP_018486651.1, XP_018468667.1
OG0009668	As001G016450	XP_018486593.1
OG0009669	As001G016810	XP_018465889.1
OG0009670	As001G016890	XP_018436497.1, XP_018485969.1
OG0009671	As001G016980	XP_018486101.1
OG0009672	As001G017070	XP_018469060.1
OG0009673	As001G017110	XP_018478478.1, XP_018478464.1, XP_018444479.1
OG0009674	As004G079770	XP_018451259.1
OG0009675	As001G017170	XP_018489249.1
OG0009676	As001G017180	XP_018456328.1, XP_018448059.1
OG0009677	As001G017200	XP_018468993.1, XP_018488687.1
OG0009678	As001G017420	XP_018465246.1, XP_018468811.1
OG0009679	As001G017450	XP_018453189.1
OG0009680	As001G018100	XP_018471105.1
OG0009681	As001G018310	XP_018453437.1, XP_018470657.1
OG0009682	As001G018940	XP_018456702.1, XP_018456704.1
OG0009683	As001G019220	XP_018453355.1
OG0009684	As001G019250	XP_018437771.1, XP_018454171.1, XP_018455234.1, XP_018455229.1
OG0009685	As001G019270	XP_018478284.1, XP_018434350.1
OG0009686	As001G019540	XP_018441911.1, XP_018441916.1
OG0009687	As001G019710	XP_018466156.1, XP_018438729.1
OG0009688	As008G187290, As001G020180	XP_018446497.1, XP_018440574.1
OG0009689	As001G020190, As001G020200	XP_018434581.1, XP_018452328.1
OG0009690	As001G020470	XP_018453301.1, XP_018463779.1
OG0009691	As001G021300	XP_018433136.1
OG0009693	As001G021930	XP_018455411.1, XP_018437352.1
OG0009694	As001G022310	XP_018452017.1, XP_018441777.1
OG0009695	As001G022480	XP_018483019.1, XP_018436420.1
OG0009696	As001G022500	XP_018457190.1
OG0009697	As001G022550	XP_018484339.1, XP_018440009.1
OG0009698	As001G022560	XP_018441597.1, XP_018491126.1
OG0009699	As001G022610	XP_018453173.1, XP_018433705.1
OG0009700	As001G022760	XP_018439850.1, XP_018481470.1
OG0009701	As008G182830, As001G023290	XP_018443224.1, XP_018451216.1
OG0009702	As001G023360	XP_018440699.1
OG0009703	As001G023870	XP_018481143.1, XP_018433293.1
OG0009704	As001G024330	XP_018482592.1, XP_018455802.1
OG0009705	As001G024390	XP_018452850.1
OG0009706	As001G024410	XP_018456047.1, XP_018477575.1
OG0009707	As001G024720	XP_018441565.1
OG0009708	As001G024730	XP_018460865.1, XP_018433533.1
OG0009709	As001G024980	XP_018466024.1, XP_018442062.1, XP_018481518.1
OG0009710	As001G025370	XP_018481029.1
OG0009711	As001G025460	XP_018457685.1
OG0009712	As001G025650	XP_018482154.1
OG0009713	As001G025660	XP_018465058.1, XP_018435678.1
OG0009714	As001G026360	XP_018435670.1, XP_018482670.1
OG0009715	As001G026600	XP_018454714.1, XP_018437931.1
OG0009716	As001G027450	XP_018481496.1, XP_018437517.1
OG0009717	As001G027470	XP_018453118.1, XP_018482948.1, XP_018482949.1
OG0009718	As001G027540	XP_018463892.1, XP_018481288.1
OG0009719	As001G027780	XP_018433715.1
OG0009720	As001G027960	XP_018452825.1
OG0009721	As001G027970	XP_018438769.1
OG0009722	As001G028070	XP_018483291.1, XP_018452652.1
OG0009723	As001G028330	XP_018443090.1, XP_018466581.1, XP_018472221.1
OG0009724	As001G028340	XP_018445434.1
OG0009725	As001G028740	XP_018445029.1, XP_018459509.1
OG0009726	As001G029100	XP_018458720.1
OG0009727	As001G029130	XP_018446050.1, XP_018489208.1
OG0009728	As001G029400	XP_018453081.1, XP_018453477.1
OG0009729	As001G029460	XP_018470699.1, XP_018462715.1, XP_018446066.1
OG0009730	As001G029470	XP_018446415.1
OG0009731	As001G029660	XP_018462912.1, XP_018457700.1
OG0009732	As001G029700	XP_018446658.1, XP_018446655.1
OG0009733	As001G029770	XP_018444356.1
OG0009734	As001G030310	XP_018453180.1
OG0009735	As001G030340	XP_018452343.1
OG0009736	As001G030500	XP_018452968.1
OG0009737	As001G030590	XP_018453312.1, XP_018452046.1
OG0009738	As001G030870	XP_018455169.1
OG0009739	As001G031020	XP_018455675.1
OG0009740	As001G031150	XP_018457822.1
OG0009741	As001G031560	XP_018452909.1, XP_018452853.1
OG0009742	As001G031710	XP_018466907.1, XP_018469640.1
OG0009743	As001G031730	XP_018447274.1
OG0009744	As001G032270	XP_018452410.1
OG0009745	As002G032450	XP_018463024.1, XP_018434495.1
OG0009746	As002G032570	XP_018470638.1, XP_018484323.1, XP_018484459.1
OG0009747	As002G032640	XP_018447075.1, XP_018477258.1
OG0009748	As002G032950, As002G033130	XP_018482009.1
OG0009749	As002G033160	XP_018483310.1
OG0009750	As002G033590	XP_018477261.1, XP_018476048.1
OG0009751	As002G033610	XP_018476046.1
OG0009752	As002G033630	XP_018476959.1, XP_018439763.1
OG0009753	As002G033650	XP_018473999.1, XP_018472864.1
OG0009754	As002G033690	XP_018484458.1, XP_018484429.1, XP_018437898.1
OG0009755	As002G033700	XP_018484456.1, XP_018484427.1
OG0009756	As002G034150, As002G034120	XP_018490492.1
OG0009757	As002G034470, As002G034560, As002G034630	XP_018432648.1
OG0009758	As002G035300	XP_018487193.1
OG0009759	As002G036030	XP_018488905.1, XP_018488904.1
OG0009760	As002G036650	XP_018486926.1, XP_018462506.1
OG0009761	As002G036850	XP_018489770.1, XP_018488522.1
OG0009762	As002G037130	XP_018492650.1, XP_018493501.1
OG0009763	As002G037850	XP_018489940.1, XP_018489791.1
OG0009764	As002G038830	XP_018485911.1, XP_018490423.1
OG0009765	As002G040280	XP_018480521.1, XP_018466317.1
OG0009767	As002G041820	XP_018457154.1, XP_018459730.1
OG0009768	As002G041860	XP_018459723.1, XP_018457155.1
OG0009769	As002G041980	XP_018459261.1, XP_018459262.1, XP_018473008.1
OG0009770	As002G042120	XP_018459264.1, XP_018473580.1
OG0009771	As002G042740	XP_018474806.1
OG0009772	As002G043120	XP_018472736.1
OG0009773	As002G043130	XP_018472729.1
OG0009774	As002G043360	XP_018452707.1, XP_018469328.1
OG0009775	As002G043400	XP_018452737.1, XP_018451971.1
OG0009776	As002G043420	XP_018472545.1
OG0009777	As002G043720	XP_018454973.1, XP_018469097.1
OG0009778	As002G043920	XP_018476614.1
OG0009779	As002G044040	XP_018452794.1
OG0009780	As002G044130	XP_018471311.1
OG0009781	As002G044180	XP_018473284.1
OG0009782	As002G044290	XP_018457492.1
OG0009783	As002G044610	XP_018454573.1, XP_018454646.1
OG0009784	As002G044660	XP_018455774.1, XP_018452123.1
OG0009785	As002G044680	XP_018466994.1
OG0009786	As002G044700	XP_018456613.1
OG0009787	As002G044750	XP_018452843.1, XP_018476587.1
OG0009788	As002G044800	XP_018468923.1, XP_018452005.1
OG0009789	As002G045070	XP_018456554.1, XP_018444849.1
OG0009790	As002G045320	XP_018457459.1, XP_018468972.1
OG0009791	As002G045590	XP_018474795.1
OG0009792	As002G045710	XP_018471724.1, XP_018471731.1
OG0009793	As002G045760	XP_018453540.1
OG0009794	As002G045840	XP_018472963.1
OG0009795	As002G046060	XP_018471058.1, XP_018483734.1
OG0009796	As002G046380	XP_018452848.1, XP_018451539.1
OG0009797	As002G046480	XP_018452777.1
OG0009798	As002G046850	XP_018456101.1
OG0009799	As002G046990	XP_018468937.1, XP_018457192.1
OG0009800	As002G047380	XP_018476162.1
OG0009801	As002G047470	XP_018472573.1, XP_018472286.1
OG0009802	As002G047580	XP_018476346.1
OG0009803	As002G048050	XP_018476760.1
OG0009804	As002G048190	XP_018468096.1, XP_018457897.1
OG0009805	As002G048260	XP_018454629.1, XP_018454426.1, XP_018474208.1
OG0009806	As002G048460	XP_018473226.1, XP_018452826.1
OG0009807	As002G048510	XP_018473565.1, XP_018453193.1
OG0009808	As002G048640	XP_018471840.1
OG0009809	As002G049220	XP_018454937.1, XP_018458364.1, XP_018462723.1
OG0009810	As002G049380	XP_018456654.1, XP_018472016.1
OG0009811	As002G049420	XP_018454469.1
OG0009812	As002G049450	XP_018474220.1
OG0009813	As002G049820	XP_018457966.1
OG0009814	As002G049900	XP_018457784.1
OG0009815	As002G049920	XP_018456374.1
OG0009816	As002G050040	XP_018432854.1
OG0009817	As002G050200	XP_018439389.1
OG0009818	As002G050470	XP_018442268.1
OG0009819	As002G050500	XP_018464810.1
OG0009820	As002G050970	XP_018473111.1, XP_018472252.1
OG0009821	As002G050990	XP_018445632.1, XP_018474311.1
OG0009822	As002G051010	XP_018474866.1, XP_018446645.1
OG0009823	As002G051020	XP_018474883.1, XP_018446649.1
OG0009824	As002G051130	XP_018446891.1
OG0009825	As002G051230	XP_018473272.1, XP_018475875.1, XP_018455779.1, XP_018446332.1
OG0009826	As002G051260	XP_018444030.1
OG0009827	As002G051330	XP_018476285.1, XP_018442468.1
OG0009828	As002G051720	XP_018471188.1, XP_018446005.1, XP_018446004.1
OG0009829	As002G051770	XP_018491937.1
OG0009830	As002G052170	XP_018445719.1
OG0009831	As002G052250	XP_018474470.1, XP_018446975.1
OG0009832	As002G052330	XP_018444599.1, XP_018469173.1
OG0009833	As002G052390	XP_018444005.1, XP_018446422.1, XP_018472099.1
OG0009834	As002G052900, As002G052890	XP_018446626.1
OG0009835	As002G053130	XP_018472488.1
OG0009836	As002G053750	XP_018475995.1, XP_018442520.1
OG0009837	As002G053760	XP_018486712.1, XP_018485579.1
OG0009838	As002G053960	XP_018476201.1, XP_018445459.1
OG0009839	As002G054340	XP_018446307.1
OG0009840	As002G054480	XP_018474526.1
OG0009841	As002G054820	XP_018459317.1, XP_018459205.1, XP_018473255.1
OG0009842	As002G054900	XP_018468184.1, XP_018468179.1
OG0009843	As002G055110	XP_018468344.1
OG0009844	As002G055280	XP_018475004.1, XP_018445206.1
OG0009845	As003G055690	XP_018439616.1, XP_018485548.1
OG0009846	As003G055840	XP_018450313.1, XP_018467040.1, XP_018467679.1
OG0009847	As003G056160	XP_018481196.1, XP_018453264.1
OG0009848	As003G056710	XP_018462848.1, XP_018481873.1
OG0009849	As003G056730	XP_018454130.1, XP_018453897.1, XP_018462846.1
OG0009850	As003G056890	XP_018469734.1, XP_018469830.1
OG0009851	As003G057180	XP_018464706.1, XP_018449658.1
OG0009852	As003G057380	XP_018449477.1
OG0009853	As003G057640	XP_018449051.1, XP_018449246.1
OG0009854	As003G057760	XP_018451824.1
OG0009855	As003G058110	XP_018451684.1
OG0009856	As003G059000	XP_018449796.1, XP_018447573.1
OG0009857	As003G059080	XP_018484403.1, XP_018469998.1
OG0009858	As003G059810	XP_018469535.1
OG0009859	As003G059980	XP_018484110.1
OG0009860	As003G061010	XP_018477205.1
OG0009861	As003G061030	XP_018472364.1
OG0009862	As003G061410	XP_018484785.1
OG0009863	As003G061500	XP_018451937.1, XP_018448953.1, XP_018448950.1, XP_018468540.1
OG0009865	As003G062180	XP_018472374.1, XP_018471525.1, XP_018464771.1
OG0009866	As003G062290	XP_018489270.1, XP_018483348.1
OG0009867	As003G063000	XP_018490544.1, XP_018459719.1
OG0009868	As003G063240	XP_018434789.1
OG0009869	As003G063330	XP_018443470.1
OG0009870	As003G063340	XP_018451277.1
OG0009871	As003G063380	XP_018457892.1
OG0009872	As003G063940	XP_018434273.1, XP_018467516.1, XP_018446481.1, XP_018488967.1
OG0009873	As003G064790	XP_018485890.1, XP_018492119.1
OG0009874	As003G065500	XP_018440245.1
OG0009875	As003G066330	XP_018441300.1, XP_018477401.1
OG0009876	As003G066780	XP_018451307.1
OG0009877	As003G068460	XP_018459365.1
OG0009878	As003G069330, As008G190140	XP_018451803.1
OG0009879	As003G069930	XP_018447699.1
OG0009880	As003G070130	XP_018451056.1, XP_018490168.1
OG0009881	As003G070150	XP_018451055.1
OG0009882	As003G070330	XP_018463617.1
OG0009883	As003G070470	XP_018434046.1
OG0009884	As003G070480	XP_018434032.1
OG0009885	As003G070790	XP_018489748.1, XP_018485390.1
OG0009886	As003G070840	XP_018450789.1, XP_018449225.1, XP_018487890.1, XP_018487898.1
OG0009887	As003G070860	XP_018435097.1, XP_018450596.1, XP_018450593.1
OG0009888	As003G071070	XP_018488629.1
OG0009889	As003G071320	XP_018487079.1, XP_018487066.1
OG0009890	As003G071540	XP_018489861.1, XP_018458993.1
OG0009891	As003G071690	XP_018447515.1
OG0009892	As003G071730	XP_018471790.1
OG0009893	As003G072440	XP_018482614.1, XP_018470197.1
OG0009894	As003G072550	XP_018467840.1, XP_018478050.1
OG0009896	As003G072900	XP_018479020.1, XP_018449985.1
OG0009897	As003G072980	XP_018470423.1, XP_018458488.1
OG0009898	As003G073060	XP_018447383.1, XP_018470866.1
OG0009899	As003G073220	XP_018452664.1, XP_018452350.1
OG0009900	As003G073240	XP_018450123.1, XP_018470839.1
OG0009901	As007G179610	XP_018477990.1
OG0009902	As003G073540	XP_018452375.1, XP_018480946.1
OG0009903	As003G073680, As007G179700	XP_018441741.1
OG0009904	As003G073760	XP_018469221.1, XP_018469380.1
OG0009905	As003G073880	XP_018483407.1, XP_018451793.1
OG0009906	As003G074070	XP_018470277.1, XP_018470282.1
OG0009907	As003G074140	XP_018469671.1
OG0009908	As003G074260	XP_018449469.1, XP_018449470.1
OG0009909	As003G074390	XP_018468167.1
OG0009910	As003G074440	XP_018447144.1
OG0009912	As003G074970	XP_018465842.1, XP_018449295.1
OG0009913	As003G075040	XP_018451108.1
OG0009914	As003G075460	XP_018453337.1, XP_018447506.1
OG0009915	As003G075810	XP_018483774.1, XP_018451265.1
OG0009916	As003G075910	XP_018449394.1, XP_018450575.1, XP_018483853.1
OG0009917	As003G076650	XP_018470636.1
OG0009918	As004G076730	XP_018445488.1, XP_018443692.1
OG0009919	As004G076780	XP_018451789.1
OG0009920	As004G077800	XP_018484038.1
OG0009921	As004G078320	XP_018458375.1
OG0009922	As004G078370	XP_018483413.1, XP_018483406.1
OG0009923	As004G078480	XP_018458377.1, XP_018482726.1
OG0009925	As004G079050	XP_018439477.1, XP_018476003.1
OG0009926	As004G079100	XP_018437068.1, XP_018464023.1, XP_018454960.1
OG0009927	As004G079280	XP_018492411.1, XP_018492400.1
OG0009928	As004G079450	XP_018439772.1
OG0009929	As004G079460	XP_018483542.1
OG0009930	As004G079540	XP_018477998.1, XP_018438000.1
OG0009931	As004G079620	XP_018478947.1, XP_018477741.1
OG0009932	As004G079690	XP_018438039.1, XP_018463999.1
OG0009933	As004G080000	XP_018459683.1, XP_018458877.1
OG0009934	As004G080050	XP_018452164.1, XP_018459454.1
OG0009935	As004G080200	XP_018473245.1, XP_018473232.1, XP_018473276.1, XP_018473306.1
OG0009936	As004G080940	XP_018433385.1, XP_018433330.1
OG0009937	As004G081200	XP_018436342.1
OG0009938	As004G081590	XP_018485115.1, XP_018433030.1
OG0009939	As004G081680	XP_018466686.1, XP_018474919.1, XP_018485025.1
OG0009940	As004G081700	XP_018441315.1
OG0009941	As004G082390	XP_018456604.1, XP_018457896.1
OG0009942	As004G082500	XP_018458086.1
OG0009943	As004G082940	XP_018448159.1, XP_018447735.1
OG0009944	As004G083330	XP_018449910.1
OG0009945	As004G083400	XP_018468183.1, XP_018470879.1, XP_018454465.1
OG0009946	As004G083450	XP_018468813.1
OG0009947	As004G083860	XP_018487579.1, XP_018475405.1
OG0009948	As004G083900	XP_018475139.1
OG0009949	As004G084720	XP_018471867.1, XP_018457083.1
OG0009950	As004G084790	XP_018452170.1, XP_018476508.1, XP_018474568.1
OG0009951	As004G085280	XP_018460768.1, XP_018453805.1
OG0009952	As004G085560	XP_018472686.1
OG0009953	As004G085620	XP_018453137.1, XP_018476671.1
OG0009954	As004G085720	XP_018454627.1
OG0009955	As004G085740	XP_018475502.1, XP_018475501.1
OG0009956	As004G085750	XP_018457267.1
OG0009958	As004G086680	XP_018438325.1, XP_018482226.1
OG0009959	As004G087640	XP_018484183.1
OG0009960	As004G087760	XP_018477984.1
OG0009961	As004G087880	XP_018457923.1, XP_018457925.1, XP_018454742.1
OG0009962	As004G087890	XP_018457786.1, XP_018441543.1
OG0009963	As004G088530	XP_018483693.1, XP_018460119.1, XP_018483694.1
OG0009965	As004G089030	XP_018464470.1, XP_018483137.1
OG0009966	As004G089170	XP_018479253.1, XP_018462582.1, XP_018465618.1, XP_018443725.1, XP_018443727.1, XP_018435868.1, XP_018463213.1, XP_018475195.1, XP_018448739.1, XP_018465323.1, XP_018463608.1
OG0009967	As004G089600	XP_018463323.1, XP_018433418.1
OG0009968	As004G090120, As005G098720	XP_018440848.1, XP_018440839.1
OG0009969	As004G090320	XP_018461758.1, XP_018484017.1
OG0009970	As004G090670	XP_018434457.1, XP_018439537.1
OG0009971	As004G091000	XP_018482272.1, XP_018439045.1
OG0009972	As004G092850	XP_018478651.1
OG0009973	As011G255290, As004G093540	XP_018432764.1
OG0009974	As004G093580	XP_018448384.1, XP_018451261.1
OG0009975	As004G093990	XP_018440689.1, XP_018436592.1
OG0009976	As004G094060	XP_018432923.1, XP_018480119.1
OG0009977	As004G094460	XP_018481038.1, XP_018449995.1
OG0009978	As004G094580	XP_018450488.1, XP_018451372.1
OG0009979	As004G095220	XP_018447310.1, XP_018477228.1
OG0009980	As004G095710	XP_018475723.1, XP_018475732.1
OG0009981	As004G095890	XP_018444558.1, XP_018444511.1
OG0009982	As004G096640	XP_018486157.1
OG0009983	As004G096780	XP_018477717.1, XP_018477720.1
OG0009984	As004G096790	XP_018446242.1
OG0009985	As004G096800	XP_018485010.1
OG0009986	As004G096980	XP_018483744.1
OG0009987	As004G097010, As004G097000	XP_018455718.1, XP_018482644.1
OG0009988	As004G097220	XP_018481706.1
OG0009989	As004G097960	XP_018446958.1, XP_018483582.1
OG0009990	As004G098140	XP_018453079.1
OG0009991	As004G098340	XP_018484444.1
OG0009992	As005G098590	XP_018458879.1, XP_018466648.1
OG0009993	As005G098670	XP_018434538.1, XP_018434503.1
OG0009994	As005G099250	XP_018476080.1, XP_018465657.1
OG0009995	As005G099550	XP_018483575.1, XP_018434165.1
OG0009996	As005G099590	XP_018440985.1
OG0009997	As005G100260	XP_018481332.1, XP_018439286.1
OG0009998	As005G100280	XP_018484925.1, XP_018440366.1
OG0009999	As005G100360	XP_018434974.1, XP_018478213.1
OG0010000	As009G210800, As005G100840	XP_018434750.1, XP_018434757.1
OG0010001	As005G100870	XP_018441387.1, XP_018441386.1
OG0010002	As005G101290	XP_018439970.1
OG0010003	As005G101640	XP_018478861.1, XP_018434154.1
OG0010004	As005G101770	XP_018463786.1, XP_018481830.1
OG0010005	As005G101870	XP_018440033.1
OG0010006	As005G101880	XP_018441655.1, XP_018476827.1
OG0010007	As005G102230	XP_018456437.1, XP_018482275.1
OG0010008	As005G102250	XP_018435084.1
OG0010009	As005G103180, As011G267580	XP_018441172.1
OG0010010	As005G103230, As012G285850	XP_018439884.1
OG0010011	As005G103440	XP_018483228.1, XP_018440517.1
OG0010012	As005G103460	XP_018483227.1
OG0010013	As005G103590	XP_018472536.1
OG0010014	As005G103770	XP_018483080.1, XP_018483083.1, XP_018483084.1
OG0010015	As005G104190	XP_018434229.1
OG0010016	As005G104230	XP_018436774.1, XP_018478449.1
OG0010017	As005G104250	XP_018437447.1, XP_018480899.1
OG0010018	As005G104280	XP_018439966.1, XP_018475589.1, XP_018466483.1
OG0010019	As005G105100	XP_018433906.1
OG0010020	As005G105130	XP_018480606.1, XP_018480628.1, XP_018480672.1
OG0010021	As005G105320	XP_018442326.1, XP_018491618.1
OG0010022	As005G105500	XP_018440706.1, XP_018482942.1
OG0010023	As005G105750, As005G105730, As005G105760	XP_018433309.1
OG0010024	As005G106010	XP_018439304.1, XP_018476716.1
OG0010025	As005G106120	XP_018480883.1, XP_018480884.1
OG0010026	As005G107200	XP_018472604.1
OG0010027	As005G107210	XP_018474926.1
OG0010028	As005G107460	XP_018473028.1
OG0010029	As005G107630	XP_018444132.1
OG0010030	As005G107720	XP_018445006.1
OG0010031	As005G107830	XP_018476070.1, XP_018470055.1
OG0010032	As005G108150	XP_018442406.1, XP_018442321.1, XP_018447826.1
OG0010033	As005G108220	XP_018453959.1, XP_018463486.1, XP_018442461.1
OG0010034	As005G108260	XP_018474660.1
OG0010035	As005G108290	XP_018442562.1, XP_018443141.1, XP_018472185.1
OG0010036	As005G108390	XP_018468322.1, XP_018446037.1
OG0010037	As005G108410	XP_018446036.1, XP_018466945.1
OG0010038	As005G108840	XP_018456357.1, XP_018474622.1
