Orthogroup	Aethionema_saxatile	Brassica_napus
OG0009273	As009G212660	XP_048624565.1, XP_013682863.1, XP_013715513.3, XP_048623202.1
OG0009274	As009G212700	XP_022566328.1, XP_013678516.1, XP_013728493.2, XP_013715402.2
OG0009275	As009G212950	XP_013715692.2, XP_013728516.1, XP_013718872.1
OG0009276	As009G213350	XP_013715222.2, XP_013737855.1
OG0009277	As009G213860	XP_013737844.1, XP_013715202.2, XP_013718873.1
OG0009278	As009G213890	XP_013676148.2, XP_013678534.1, XP_013724214.1
OG0009279	As009G214220	XP_013738616.2, XP_013678545.1, XP_013739803.2, XP_048598566.1
OG0009280	As009G214270	XP_048598574.1, XP_013729399.1, XP_022563163.1
OG0009281	As009G215050	XP_013647241.1, XP_013705246.1, XP_048604012.1
OG0009282	As009G215100	XP_013644023.1, XP_013643763.2, XP_048623047.1, XP_048595357.1
OG0009283	As009G215260	XP_022561622.1, XP_013700042.2
OG0009284	As009G215360	XP_013645947.2, XP_013704975.1, XP_013721618.2, XP_013678132.2
OG0009285	As009G215430	XP_013660871.2, XP_048595363.1, XP_013700159.1, XP_013678121.2
OG0009286	As009G215500	XP_013660872.2, XP_013660974.2, XP_013700223.1, XP_013678111.2
OG0009287	As009G215670	XP_013700252.1, XP_013678105.2, XP_013706145.1, XP_013643709.2
OG0009288	As009G215690	XP_048617915.1, XP_013643712.2, XP_048595366.1, XP_013660884.2
OG0009289	As009G215870	XP_013643628.2, XP_048617923.1, XP_048595368.1, XP_048625704.1
OG0009290	As009G215930	XP_013643618.2, XP_013678097.2, XP_013700446.2
OG0009291	As009G215990	XP_013691038.1, XP_013746503.1, XP_013710434.2, XP_013710303.1
OG0009292	As009G216000	XP_013675329.2, XP_013721787.1, XP_048591065.1, XP_048617930.1
OG0009293	As009G216200	XP_013712077.3, XP_013643423.2, XP_022572995.1
OG0009294	As009G216710	XP_022562752.1, XP_048591021.1, XP_013700608.2, XP_048604341.1
OG0009295	As009G217070	XP_048625726.1, XP_022572844.2, XP_048617946.1, XP_013643503.2
OG0009296	As009G217120	XP_013643509.2, XP_013736871.2, XP_048626910.1, XP_013661054.2, XP_022566065.2
OG0009297	As009G217170	XP_013736878.1, XP_013643512.2, XP_013700748.2, XP_048602636.1
OG0009298	As009G217190	XP_048595404.1, XP_022564913.2, XP_013739574.3, XP_048637152.1
OG0009299	As009G217340	XP_048602658.1, XP_013700800.2, XP_013672939.1, XP_013736888.2
OG0009300	As009G217800	XP_013678238.2, XP_013741840.3, XP_013677629.2, XP_013661084.1
OG0009301	As009G218320	XP_048637816.1, XP_048607598.1, XP_013661103.2, XP_013749362.2
OG0009302	As009G218440	XP_048630225.1, XP_048630216.1, XP_048627953.1, XP_022555524.1, XP_048627444.1, XP_048627808.1, XP_013642806.2
OG0009303	As009G219260	XP_013647025.2, XP_048631132.1, XP_048629731.1, XP_013701419.2
OG0009304	As009G219350, As010G223030	XP_048638601.1, XP_048620463.1, XP_013716161.1, XP_013672120.3
OG0009305	As009G219410	XP_013719049.1, XP_013642934.2
OG0009306	As009G219580	XP_048606419.1, XP_013716831.2, XP_048624899.1
OG0009307	As009G219970	XP_013716766.2, XP_013671803.2, XP_013732177.2, XP_013682421.2
OG0009308	As010G220370	XP_048597004.1, XP_013663011.2
OG0009309	As010G220390	XP_013746517.2, XP_048596515.1, XP_022546782.1, NP_001303179.1, XP_022561141.1
OG0009310	As010G220400	XP_013672370.2, XP_013741289.1, XP_013659777.2, XP_048620497.1
OG0009311	As010G220520	XP_013741292.1, XP_013741265.1, XP_013690776.1, XP_013752399.1
OG0009312	As010G220620	XP_013670026.2, XP_013672104.1, XP_013752394.2, XP_013693801.1, XP_013737179.2, XP_013741260.1
OG0009313	As010G220860	XP_013701668.2, XP_048620482.1, XP_048632364.1, XP_048601909.1
OG0009314	As010G220970	XP_048620479.1, XP_048596978.1, XP_013730641.1, XP_013662736.1
OG0009315	As010G221350	XP_013639929.2
OG0009316	As010G221380	XP_022575083.1, XP_013699074.2, XP_013748570.1, XP_013686878.2
OG0009317	As010G221400	XP_048632520.1, XP_013686879.1, XP_013748567.1
OG0009318	As010G221660	XP_013642828.2, XP_048622051.1, XP_048638549.1
OG0009319	As010G222050	XP_013698174.2, XP_013642406.2, XP_048637808.1, XP_022566143.2
OG0009320	As010G222170	XP_013683215.2, XP_013642431.2, XP_013746281.2
OG0009321	As010G222430	XP_022552603.1, XP_013642451.1, XP_048607616.1, XP_048590840.1
OG0009322	As010G222580	XP_013724844.2, XP_013741152.1, XP_013710587.1, XP_013670331.1
OG0009323	As010G222710	XP_013727052.2, XP_048621925.1, XP_013642648.1, XP_022567723.2
OG0009325	As010G223160	XP_013698266.2, XP_013705074.1, XP_048621856.1
OG0009326	As010G223290	XP_013640147.1, XP_013706013.1, XP_022550738.1
OG0009328	As010G226210	XP_013749626.2, XP_013642718.2
OG0009329	As010G226500	XP_013670239.2, XP_013677550.1
OG0009330	As010G226860	XP_013700951.2, XP_013656265.1, XP_013658959.2, XP_013664249.1
OG0009331	As010G227410	XP_048591265.1, XP_013706302.3, XP_013660789.2, XP_048631008.1, XP_022566066.2
OG0009332	As010G228440	XP_022557680.1, XP_013671039.1, XP_048616871.1, XP_013649216.2
OG0009333	As010G230630	XP_048591940.1, XP_048617129.1, XP_013707572.1, XP_048616140.1
OG0009334	As010G231180	XP_022552193.2, XP_013689441.2, XP_013649108.1, XP_013703278.1
OG0009335	As010G231380	XP_013649337.1, XP_013698911.2, XP_013652234.1, XP_013682354.1
OG0009336	As010G231550	XP_013737223.1, XP_048611533.1, XP_013703070.2, XP_013649334.2
OG0009337	As010G232020	XP_048592013.1, XP_022561054.2, XP_013689617.2, XP_013724701.1
OG0009338	As010G232270	XP_013649098.2, XP_013693867.1, XP_048592018.1, XP_022559708.1
OG0009339	As010G232390	XP_013652437.2, XP_048602314.1, XP_013701629.2, XP_013649361.2
OG0009340	As010G232590	XP_013699213.2, NP_001302976.1, XP_013649091.2, XP_013693435.1
OG0009341	As010G232790	NP_001302925.1, NP_001303087.1, XP_013693052.1, XP_013662644.1
OG0009342	As010G232850	XP_048617242.1, XP_013717347.1, XP_013732507.1
OG0009343	As010G232860	XP_013732506.1, XP_013717326.1, NP_001302815.1, XP_013728850.2
OG0009344	As010G233030	XP_048615991.1, XP_048604160.1, XP_013743718.1, XP_013649240.1
OG0009345	As010G233310	XP_022551836.1, XP_013690703.1, XP_013714788.1, XP_048617260.1
OG0009346	As010G233620	XP_013698673.2, XP_048617276.1, XP_013691175.2, XP_013649033.1
OG0009347	As010G234080	XP_013652176.1, XP_013695781.1, XP_048604384.1, XP_013740197.2
OG0009348	As010G234210	XP_013647360.2, XP_013697908.1
OG0009349	As010G234400	XP_048591803.1, XP_013696369.2
OG0009350	As010G234680	XP_048613119.1, XP_013717690.1, XP_013649512.1, XP_013693956.2
OG0009351	As010G234770	XP_022566399.1, XP_013717799.1
OG0009352	As010G235040	XP_013666572.2, XP_022551854.1, XP_013688382.1
OG0009353	As010G235110	XP_048592138.1, XP_022557614.1, XP_048604484.1, XP_013659945.2
OG0009354	As010G235120	XP_013652350.1, XP_013681127.1, XP_013659946.1, XP_013713912.1
OG0009355	As010G235130	XP_013669350.1, XP_013652351.1, XP_048613254.1
OG0009356	As010G235220	XP_013649986.1, XP_048627423.1, XP_048617519.1, XP_048603161.1, XP_013648051.1
OG0009357	As010G236180	XP_013692928.2, XP_013685376.2, XP_013688413.2, XP_013650054.2
OG0009358	As010G236250	XP_022570444.1, XP_013650058.2, XP_013685381.2, XP_048611674.1
OG0009359	As010G236430	XP_048592284.1, XP_013737911.1, XP_013681412.2, XP_013648713.2
OG0009360	As010G236460	XP_022556445.1, XP_022575267.2, XP_013718183.1, XP_048600425.1, XP_013674696.1
OG0009361	As010G236520	XP_022558966.1, XP_013650084.2, XP_013681496.2, XP_013648718.2
OG0009362	As010G236590	XP_013650089.2, XP_013662972.2, XP_013641799.2
OG0009363	As010G237810	XP_013698725.1, XP_013717990.1, XP_022558818.2, XP_013686994.2
OG0009364	As010G238360	XP_013701194.3, XP_048592224.1, XP_013648903.2, XP_013701570.1
OG0009365	As010G238610	XP_022551908.1, XP_048613776.1, XP_013702580.1, XP_013649941.2
OG0009366	As010G238630	XP_013652451.2, XP_013700802.1, XP_013652155.2, XP_013682520.1
OG0009368	As010G239030	XP_048591581.1, XP_048617391.1, XP_048613685.1
OG0009369	As010G239050	XP_013726487.1, XP_013674870.1, XP_013726370.1, XP_013682500.2
OG0009370	As010G239700	XP_048604146.1, XP_048613527.1, XP_013705420.1, XP_022567487.1, XP_013652376.3
OG0009371	As010G240080	XP_048615998.1, XP_013676665.1, XP_013676707.2
OG0009372	As010G240120	XP_022566502.2, XP_013657278.1, XP_013723276.1, XP_013641818.2
OG0009373	As010G240130	XP_013652164.1, XP_013744355.2
OG0009374	As010G240160	XP_022559654.1, XP_048592166.1
OG0009375	As010G240260	XP_022566203.2, XP_013702430.2
OG0009376	As010G240650	XP_013708823.2, XP_013713109.2
OG0009377	As010G240790	XP_013695493.1, XP_022550818.1, XP_013649591.1, XP_013703013.1
OG0009378	As010G241100	XP_022551845.2, XP_048592150.1, XP_013702564.1
OG0009379	As010G241190	NP_001302724.1, XP_013701945.1, XP_013702241.1, XP_022546762.2
OG0009381	As010G241310	XP_013672291.1, XP_013743332.2, XP_048617333.1, XP_013649553.1
OG0009382	As010G241470	XP_013649540.1, XP_013702018.2, XP_013729339.1, XP_013663698.2
OG0009383	As010G241610	XP_048592336.1, XP_013652462.1, XP_013652086.2, XP_013674771.1
OG0009384	As010G241650	XP_013738325.2, XP_048631611.1
OG0009385	As010G241670	XP_013650155.1, XP_013649977.1, XP_048603366.1, XP_048630253.1
OG0009386	As010G241980	XP_013649962.1, XP_013650146.2, XP_013646279.1
OG0009387	As010G242010	XP_013650142.2, XP_022560444.1
OG0009388	As010G242030	XP_013650139.1, XP_022560442.1
OG0009389	As010G242110	XP_048606202.1, XP_048626744.1
OG0009390	As010G242300	XP_048603382.1, XP_048629886.1, XP_048628020.1, XP_048617551.1
OG0009391	As010G242490	XP_048617562.1, XP_013650250.1
OG0009392	As010G243160	XP_013699124.1, XP_013648600.2, XP_048592406.1, XP_013650302.2
OG0009393	As010G243180	XP_013650307.2, XP_022560433.1, XP_013648599.2, XP_013702413.2
OG0009394	As010G243320	XP_048617596.1, XP_048592412.1, XP_048591675.1, XP_013699067.1
OG0009395	As010G243620	XP_048592418.1, XP_022545362.1, XP_013719224.2, XP_048603429.1
OG0009396	As010G243980	XP_048592439.1, XP_022568528.1, XP_013652063.1, XP_013646727.1
OG0009397	As010G244080	XP_013686434.2, XP_013694621.2, XP_013648558.1, XP_013641963.1
OG0009398	As010G244290	XP_013678624.1, XP_022544681.1, XP_013646296.1, XP_048612146.1
OG0009399	As010G244310	XP_048617628.1, XP_013711882.2, XP_022567312.1, XP_013714879.1
OG0009400	As010G244450	XP_013714478.1, XP_013728366.1, XP_013714476.1, XP_013728360.1
OG0009401	As011G244680	XP_013685641.1, XP_013749912.2, XP_013648235.1, XP_013696543.1
OG0009402	As011G244840	XP_013686415.1, XP_048608971.1, XP_048600604.1, XP_013673200.1
OG0009403	As011G244890	XP_013749880.2, XP_022568994.1, XP_013673214.1, XP_048600595.1
OG0009404	As011G244900	XP_048600594.1, XP_048602625.1, XP_022569007.1, XP_013640071.2
OG0009405	As011G245090	XP_013640067.2, XP_022567884.2, XP_048608976.1, XP_022573369.1
OG0009406	As011G245260	XP_013723114.1, XP_048595845.1, XP_013684761.1, XP_013686398.2
OG0009407	As011G245500	XP_013642609.1, XP_013673132.1, XP_013640045.1, XP_013741458.1
OG0009408	As011G245700	XP_013646383.1, XP_013646241.2, XP_013749828.2, XP_013737789.1
OG0009410	As011G246370	XP_013675921.2, XP_013736237.2, XP_013644073.2, XP_013673298.1
OG0009411	As011G246460	XP_013644110.1, XP_013728954.1
OG0009412	As011G246510	XP_022555242.1, XP_013719739.2, XP_013690209.1
OG0009413	As011G246710	XP_013675890.2, XP_022543858.2, XP_013719714.1, XP_013675042.1
OG0009414	As011G246840	XP_048635803.1, XP_013719800.2, NP_001302592.1, XP_022550955.1, XP_013644623.2
OG0009415	As011G246860	XP_013719716.2, XP_048629480.1, XP_013675038.1, XP_048600902.1, XP_048597413.1
OG0009416	As011G247180	XP_048628051.1, XP_022575415.1, XP_013693333.1, XP_013736290.2, XP_013684847.1
OG0009417	As011G247210	XP_048600895.1
OG0009418	As011G247230	XP_013665161.1, XP_013675900.1, XP_022576093.2, XP_013695257.1
OG0009419	As011G247860	XP_013682812.2, XP_013645077.1, XP_013736314.1, XP_048609063.1
OG0009420	As011G247980	XP_013700807.1, XP_048635760.1, XP_048612950.1, XP_013676089.1, XP_013682807.1
OG0009421	As011G248000	XP_013645109.2, XP_013680640.1, XP_022576091.2, XP_048635757.1, XP_022558724.2
OG0009422	As011G248030	XP_013736318.2, XP_013702222.1, XP_048635756.1, XP_013697969.1
OG0009423	As011G248050	XP_048602186.1, XP_013683920.2, XP_013701688.2, XP_048635754.1, XP_013694921.2
OG0009424	As011G248300	XP_022575385.2, XP_022559434.1, XP_048599971.1, XP_048599970.1
OG0009425	As011G248320	XP_048627425.1, XP_048594923.1, XP_048635733.1, XP_048612943.1
OG0009426	As011G248370	XP_048635732.1, XP_013695783.1
OG0009427	As011G249000	XP_022543513.1, XP_013686739.2, XP_013695664.1, XP_048628509.1, XP_013639996.1, XP_048626477.1
OG0009428	As011G249040	XP_013736342.2, XP_013653357.1, XP_013697627.2, XP_013749548.1
OG0009429	As011G249060	XP_013736340.2, XP_013653358.1, XP_022559068.2, XP_013749544.2
OG0009430	As011G249350	XP_013730952.1, XP_013693039.1, XP_013693041.1, XP_013748962.2
OG0009431	As011G249400	XP_013670402.1, XP_013736523.1, XP_013681167.1
OG0009432	As012G276930, As011G249410	XP_013749568.2, XP_048635671.1, XP_022559661.1
OG0009433	As011G249500	XP_048595111.1, XP_013660410.2, XP_013735292.2, XP_013684320.1
OG0009434	As011G249700, As012G273820	XP_013681163.1, XP_013741099.1, XP_013719133.1, XP_048635656.1, XP_048631179.1
OG0009435	As011G250100	XP_022575330.2, XP_013685985.2, XP_048609113.1, XP_013736496.1
OG0009436	As011G250330	XP_013749396.2, XP_048635612.1, XP_022570439.1
OG0009437	As011G250440	XP_013749406.1, XP_022559725.1, XP_013730725.1, XP_013641981.1
OG0009438	As011G250680	XP_022569689.1, XP_013659736.1, XP_013675253.1, XP_013690465.2
OG0009439	As011G250720	XP_013684889.1, XP_013736478.1, XP_013708570.2, XP_013744085.1
OG0009440	As011G251070	XP_048635578.1, XP_013749355.2, XP_013744119.1, XP_013741076.1
OG0009441	As011G251480	XP_048600475.1, XP_013675114.2
OG0009442	As011G251590	XP_013732012.1, XP_013675089.1, XP_013670342.1, XP_048637022.1, XP_048630744.1
OG0009443	As011G251600	XP_013732009.1, XP_013641428.2, XP_013724583.2, XP_048637020.1, XP_013672850.1
OG0009444	As011G252010	XP_022574871.1, XP_048635346.1, XP_013721259.1, XP_013641036.2, XP_013648084.2
OG0009445	As011G252060	XP_013684967.1, XP_022555312.1, XP_013721332.1, XP_048635341.1
OG0009446	As011G252580	XP_048600447.1
OG0009447	As011G252730	XP_013651376.2, XP_048628482.1, XP_048627852.1, XP_048628514.1, XP_048635287.1, XP_013728648.1
OG0009448	As011G252750	XP_013728647.2, XP_013652609.1
OG0009449	As011G252840	XP_013684934.1, XP_013720656.2
OG0009450	As011G253130	XP_013639893.2, XP_013696199.2, XP_013674815.2, XP_013682397.2
OG0009451	As011G253280	XP_013720587.2, XP_013741145.2, XP_048635267.1, XP_013718243.2, XP_013695415.3
OG0009452	As011G253770	XP_013702667.2, XP_048593355.1, XP_013743110.1, XP_048635242.1, XP_013692608.1
OG0009453	As011G254280	XP_013736582.1, XP_022553928.2, XP_048629065.1, XP_048629981.1, XP_013651894.1, XP_013714137.1
OG0009454	As011G254450	XP_048635214.1, XP_013683722.3, XP_022550339.2
OG0009455	As011G254840	XP_013652853.1, XP_048593008.1, XP_048600345.1
OG0009456	As011G255370	XP_048607510.1, XP_048632533.1, XP_013714560.1, XP_013653053.2
OG0009457	As011G255380	XP_048592807.1, XP_048602236.1, XP_048592526.1, XP_048618731.1
OG0009458	As011G257650	XP_013657062.1, XP_013744780.1
OG0009459	As011G259020	XP_022557311.1, XP_048604062.1, XP_013701752.3, XP_022570067.2
OG0009460	As011G259660	XP_048598691.1, XP_048626122.1, XP_013683335.1, XP_013640558.1
OG0009461	As011G259670	XP_013685128.1, XP_013736747.2, XP_013686940.1, XP_013653051.2
OG0009462	As011G260590	XP_013661362.1, XP_013688475.1, XP_013736734.2, XP_013685106.1
OG0009463	As011G260720	XP_013681642.1, XP_013741181.2, XP_048623872.1, XP_013706043.1, XP_013660102.2
OG0009464	As011G260730	XP_013685097.2, XP_048632590.1, XP_048623873.1, XP_013706417.1, XP_013661413.1
OG0009465	As011G260910	XP_013705920.2, XP_013659259.2, XP_013739545.3, XP_013681806.1
OG0009466	As011G262610	XP_048625221.1, XP_013716471.2, XP_013653776.1
OG0009467	As011G262870	XP_022555429.1, XP_013736853.1
OG0009468	As011G262880	XP_022555430.1, XP_013736852.1, XP_013656859.1, XP_013742671.1
OG0009469	As011G262910	XP_013747106.1, XP_013705286.2
OG0009470	As011G262920	XP_048611636.1, XP_013746581.2, XP_048619685.1, XP_048619683.1, XP_013705598.1
OG0009471	As011G264240	XP_013655866.1, XP_048624830.1, XP_013664383.1, XP_013724874.1
OG0009472	As011G264430	XP_048590992.1, XP_013744344.2, XP_048624953.1, XP_013698390.2
OG0009473	As011G264460	XP_013697370.1, XP_022548110.2, XP_048593248.1, XP_013691176.1
OG0009474	As011G264840	XP_048590976.1, XP_013681276.2, XP_013745204.2, XP_013752531.1
OG0009475	As011G265230	XP_013647112.2, XP_048607654.1, XP_013651425.2, XP_013681402.1
OG0009476	As011G265820	XP_013702873.2, XP_013738889.1, XP_013687088.2, XP_013652754.2
OG0009477	As011G266250	XP_013664446.1, XP_013732464.2, XP_013670913.2, XP_013744440.1
OG0009478	As011G266970	XP_013664356.1, XP_013742401.1, XP_013682640.1, XP_013652709.1
OG0009479	As011G266990	XP_013682634.1, XP_013742402.1, XP_013664343.2
OG0009480	As011G267060	XP_013664473.2, XP_013660125.3, XP_048595628.1, XP_048625883.1
OG0009481	As011G267130	XP_013675974.1, XP_013652693.2, XP_022564624.1, XP_022547086.2
OG0009482	As011G267450	XP_048597524.1, XP_013711470.1, XP_022572438.1, XP_013652649.1
OG0009483	As012G267870	XP_048629881.1, XP_013708643.2, XP_013702985.1
OG0009484	As012G268740	XP_048607427.1, XP_013724299.2, XP_013729876.1
OG0009485	As012G268870	XP_048629869.1, XP_013727897.1, XP_013708065.2, XP_013740573.1
OG0009486	As012G269250	XP_013640466.1, XP_013643644.1, XP_048629876.1, XP_013732906.1, XP_048628095.1, XP_013727922.1
OG0009487	As012G269450	XP_013647120.1, XP_048628078.1, XP_013640441.1, XP_013662935.1
OG0009488	As012G269470	XP_013655437.2, XP_013672965.1, XP_013662920.1, XP_013640435.1
OG0009489	As012G269690	XP_013748863.2, XP_013640608.2, XP_013749014.2, XP_048628191.1, XP_022563827.1
OG0009490	As012G269960	XP_013705310.2, XP_022553806.2, XP_013752436.2, XP_013646322.1
OG0009491	As012G270110	XP_013734864.3, XP_013672325.1, XP_013746613.2, XP_048628491.1
OG0009492	As012G270180	XP_013747484.1, XP_048636935.1, XP_048637726.1, XP_013701152.1
OG0009493	As012G270670	XP_048637735.1, XP_048616426.1, XP_048630987.1, XP_048636925.1, XP_048616622.1
OG0009494	As012G271610	XP_013702365.2, XP_048616367.1
OG0009495	As012G271760	XP_013640766.2, XP_013731671.1, XP_048594445.1, XP_013723634.2, XP_013654630.1
OG0009496	As012G272230	XP_048606478.1, XP_013735827.1
OG0009497	As012G272380	XP_022559964.2, XP_013640868.2, XP_048606474.1, XP_013735844.1
OG0009498	As012G272420	XP_013640867.2, XP_022560878.1, XP_013696746.2, XP_048634894.1, XP_048612591.1
OG0009499	As012G272570	XP_013679803.1, XP_048598300.1, XP_013667903.1
OG0009500	As012G272670	XP_013715088.1, XP_048593518.1, XP_048637932.1, XP_013699107.1
OG0009501	As012G272770	XP_013720641.2, XP_013640850.1
OG0009502	As012G272800	XP_013721205.2, XP_048635537.1, XP_013642794.1
OG0009503	As012G273070	XP_013710612.2, XP_048597338.1
OG0009504	As012G273290	XP_013640827.1, XP_022565421.2, XP_013676680.2, XP_013715778.1
OG0009505	As012G273320	XP_022563693.1, XP_013715936.2, XP_048628236.1, XP_013646388.1
OG0009506	As012G273350	XP_048628234.1, XP_013698953.2, XP_048637943.1, XP_048593530.1, XP_013715856.1
OG0009507	As012G275130	XP_013744549.2, XP_048630441.1, XP_048636636.1, XP_013688190.2
OG0009508	As012G275230	XP_022573265.1, XP_013729075.1, XP_048636643.1, XP_013747383.1, XP_022574578.2
OG0009509	As012G275440	XP_048636652.1, XP_048610958.1, XP_048634416.1
OG0009510	As012G275450	XP_013737126.1, XP_013745703.1, NP_001303117.1, XP_048597028.1
OG0009511	As012G275640	XP_013703703.2, XP_013745754.2, XP_013698881.2, XP_013663163.1
OG0009512	As012G275710	XP_013663156.1, XP_013698809.2, XP_048597039.1, XP_013698819.2, XP_013686695.2
OG0009513	As012G276410	XP_013749991.3, XP_022560689.1, XP_013641547.1, XP_013712917.1
OG0009514	As012G276710	XP_048616996.1
OG0009515	As012G276780	XP_013665798.2, XP_013659842.1, XP_013659802.2, XP_013663236.1
OG0009516	As012G277230	XP_013651898.2, XP_013702283.1, XP_013746549.2, XP_013686884.2
OG0009517	As012G277710	XP_013675850.2, XP_013742572.1, XP_013651901.1, XP_048617010.1
OG0009518	As012G278120	XP_013678289.1, NP_001302741.1, XP_013742547.1, NP_001302992.1
OG0009519	As012G278300	XP_013707925.1, XP_013708094.1, XP_013717805.1
OG0009520	As012G278580	XP_013708367.1, XP_013712282.1, XP_048633939.1, XP_013717874.2
OG0009521	As012G279180, As012G279190	XP_013659792.2, XP_022564441.2, XP_013672476.1, XP_013741284.1, XP_013670340.2
OG0009522	As012G279430	XP_013648923.3, XP_048616590.1, XP_048597091.1, XP_013708622.2
OG0009523	As012G279850	XP_013681706.2, XP_013676601.1
OG0009524	As012G280040	XP_013707939.2, XP_013708354.1, XP_013703687.2, XP_013647968.2
OG0009525	As012G280100	XP_048611785.1
OG0009526	As012G280400	XP_048608539.1, XP_048631700.1, XP_048636468.1
OG0009527	As012G280410	XP_048620600.1, XP_013707966.1, XP_048630690.1, XP_048633923.1, XP_048610839.1
OG0009528	As012G280980	NP_001303093.1, XP_013711967.1, XP_013647978.2, XP_048616603.1
OG0009529	As012G281780	XP_022566925.1, XP_013742337.3, XP_048597118.1, XP_022569665.2
OG0009530	As012G282470	XP_022573658.1, XP_022550714.1, XP_013659882.2, XP_013654753.1
OG0009531	As012G282490	XP_013648010.2, XP_013677448.2, XP_013655935.2, XP_013663463.2
OG0009532	As012G282690	XP_013663441.2, XP_013663278.1, XP_048597139.1
OG0009533	As012G282790	XP_013698657.2, XP_013648023.2, XP_013659855.1, XP_013659877.2
OG0009534	As012G283440	XP_022563864.2, XP_013663370.2, XP_013743009.2, XP_013701677.1
OG0009535	As012G283500	XP_013708278.1, XP_013663363.2
OG0009536	As012G283600	XP_048620692.1, XP_048597163.1, XP_048633882.1, XP_013695219.1
OG0009537	As012G284410	XP_013691417.1, XP_048633866.1, XP_013658030.2, XP_013659895.1
OG0009538	As012G284550	XP_048597201.1, XP_013702582.1, XP_013648363.2, XP_022559794.1
OG0009539	As012G284620	XP_013691642.1, XP_013675497.1, XP_013659935.1, XP_013659892.1
OG0009540	As012G285050	XP_013648328.2, XP_048593055.1, XP_013686581.2, XP_048620745.1
OG0009541	As012G285150	XP_013648326.2, XP_013724429.1, XP_013742112.1, XP_048609675.1
OG0009542	As012G285350	XP_048617032.1, XP_022572067.1, XP_048597227.1, XP_048620755.1
OG0009543	As012G285500	XP_013648297.2, XP_013699100.1, XP_013663723.2, XP_022563243.1
OG0009544	As012G286210	XP_022561530.1, XP_013643492.2
OG0009545	As012G286640	XP_013640188.1, XP_013651979.1, XP_013709985.1, XP_013709959.2
OG0009546	As012G286650	XP_013648242.2, XP_013750183.1, XP_013677302.1, XP_013708598.1
OG0009547	As012G286810	XP_013710028.1, XP_013708432.1, XP_013746348.1, XP_022574221.2
OG0009548	As012G287120	XP_022573557.2, XP_013692754.2, XP_013711252.1, XP_013711567.2
OG0009549	As012G287300	XP_022545125.2, XP_048616204.1, XP_013707913.2, XP_013708613.1
OG0009550	As012G287320	XP_013648433.3, XP_013729001.2, XP_013710656.3
OG0009551	As012G287580	XP_013698670.2, XP_013648454.1, XP_013660008.1, XP_013710366.1
OG0009552	As012G288340	XP_013695161.1, XP_013648511.1, XP_013749446.1, XP_013658829.2
OG0009553	As012G288350	XP_048597333.1, XP_013749445.2
OG0009554	As012G288980	XP_013741847.1, XP_013660318.1, XP_013669717.1, XP_013709915.2
OG0009555	As012G289080	XP_013712363.3, XP_022564711.1, XP_013741834.1, XP_013687055.1
OG0009556	As012G289170	XP_013741831.1, XP_013692666.1, XP_048597365.1, XP_048620916.1
OG0009557	As012G289460	XP_013750190.1, XP_013648238.3, XP_048597298.1, XP_013708283.1
OG0009635	As011G267520	XP_013711469.1, XP_048597523.1
OG0009636	As001G000990, As003G056310	XP_013725795.1, XP_013734809.2
OG0009637	As001G001220, As009G211040	XP_048601346.1, XP_013681569.2
OG0009639	As001G001670	XP_013738245.1, XP_013707549.2
OG0009640	As001G001770	XP_013705395.2, XP_013738248.1
OG0009641	As001G002120	XP_013697498.1, XP_013686824.2
OG0009642	As001G002360	XP_013688715.1, XP_022570520.2, XP_013706603.1, XP_013738278.1
OG0009643	As009G214200, As001G002400	XP_013740852.2, XP_048621300.1, XP_048621339.1, XP_013705090.2
OG0009644	As001G002840	XP_048602447.1, XP_013721896.1, XP_048599071.1, XP_048623381.1
OG0009645	As001G002950	XP_013750779.2, XP_022561863.2, XP_013651920.1, XP_013720305.1
OG0009646	As001G003310	XP_022556153.2, XP_013669838.1, XP_013685860.1, XP_013720370.1
OG0009647	As001G003360	XP_022560932.1, XP_013673139.1
OG0009648	As001G003970	XP_013720417.2, XP_013685850.2
OG0009649	As001G004990	XP_013669751.2, XP_013663210.1, XP_013719585.1, XP_013705908.1
OG0009650	As001G005880	XP_048606379.1, XP_048594839.1, XP_013670651.2, XP_048635927.1
OG0009651	As001G006070	XP_013660682.1, XP_013670657.1
OG0009652	As001G006750	XP_048622035.1, XP_013703366.1, XP_013664246.1, XP_013658892.1
OG0009653	As001G010190	XP_013660103.2, XP_013735181.1, XP_013670167.1
OG0009654	As001G012040, As001G012030	XP_013738806.1, XP_048608090.1
OG0009655	As001G012270	XP_048635448.1, XP_013735204.2, XP_013656244.2, XP_013702996.2
OG0009656	As001G012360	XP_013666250.1, XP_048601136.1, XP_048619297.1, XP_013738419.1
OG0009657	As001G013740	XP_013640733.1, XP_013735217.2, NP_001302856.1
OG0009658	As001G013800, As011G262930	XP_013703149.1, XP_048629470.1, XP_013742668.1, XP_048619682.1, XP_048619684.1
OG0009659	As001G013920	XP_013651022.2, XP_013697631.1, XP_013730793.2, XP_013656186.2
OG0009660	As001G014760	XP_013731021.2, XP_013670605.2, XP_048594792.1
OG0009661	As001G014840	XP_013669725.1, XP_013669724.2
OG0009662	As001G015030	XP_048602521.1, XP_013679971.2
OG0009663	As001G015490	XP_048634772.1, XP_013670587.1, XP_013718082.2, XP_013730949.1
OG0009664	As001G015670	XP_013659421.2, XP_013647467.1
