Orthogroup	Cardamine_hirsuta	Camelina_sativa
OG0007926	CARHR286800	XP_010463521.2
OG0007926	CARHR259200	XP_010506092.1
OG0007927	CARHR131780	XP_019099872.1, XP_019102019.1, XP_019101266.1
OG0007928	CARHR131790	XP_010517050.1, XP_010505372.1, XP_010509282.1
OG0007929	CARHR131870	XP_010517041.1, XP_010505364.1, XP_010509290.1
OG0007930	CARHR132190	XP_010517010.1, XP_010505323.1, XP_010509341.1
OG0007931	CARHR132390	XP_010509366.1, XP_010516979.1, XP_010505297.1
OG0007932	CARHR131620	XP_010516957.1, XP_010509389.1, XP_010505276.1
OG0007933	CARHR131590	XP_010509393.1, XP_010505269.1, XP_010516954.1
OG0007934	CARHR131430, CARHR131440	XP_010516934.1, XP_010505248.1, XP_010509409.1
OG0007935	CARHR253660, CARHR253670	XP_010433356.1, XP_010456901.2, XP_019084659.1
OG0007936	CARHR253560	XP_010433223.1, XP_019084093.1
OG0007937	CARHR143960	XP_010430642.1, XP_010502121.1, XP_010513863.1
OG0007938	CARHR253060	XP_010455724.1, XP_010432828.1, XP_010496182.1
OG0007939	CARHR253030	XP_010496364.1, XP_010432779.1, XP_010455730.1
OG0007940	CARHR252870	XP_019090674.1, XP_010422290.1, XP_010432499.1
OG0007941	CARHR253790	XP_010422206.1, XP_010433480.1, XP_010455681.1
OG0007942	CARHR112390	XP_010416892.1, XP_010429058.1
OG0007943	CARHR112910	XP_010429105.1, XP_010472186.1, XP_010416940.1
OG0007944	CARHR113260	XP_010429129.1, XP_010416969.1
OG0007945	CARHR113590	XP_010472227.1, XP_010416997.1
OG0007946	CARHR113740	XP_010472243.1, XP_010417013.1, XP_010429176.1
OG0007947	CARHR113820	XP_010417018.1, XP_010429180.1, XP_019093160.1
OG0007948	CARHR114000	XP_010429202.1, XP_010472265.1, XP_010417029.1
OG0007949	CARHR026760	XP_010478028.1, XP_019099220.1, XP_010460467.1
OG0007950	CARHR114050	XP_010472274.1, XP_010417034.1, XP_010429210.1
OG0007951	CARHR114190	XP_010472286.1, XP_010429222.1, XP_010417047.1
OG0007952	CARHR114200	XP_010472285.1, XP_010429221.1, XP_010417046.1
OG0007953	CARHR114370	XP_010429257.1, XP_010472313.1
OG0007954	CARHR292950	XP_010429279.1, XP_010472331.1
OG0007955	CARHR292990	XP_010417090.1, XP_010429283.1, XP_010474423.1
OG0007956	CARHR184840	XP_010417125.1, XP_010472376.1, XP_010429337.1
OG0007957	CARHR184690	XP_010472395.1, XP_010417139.1, XP_010429352.1
OG0007958	CARHR118200	XP_010429368.1, XP_010472412.2, XP_010417156.1
OG0007959	CARHR287340	XP_010472624.1, XP_010417375.1, XP_010429614.1, XP_019082719.1
OG0007960	CARHR115820	XP_010472555.1, XP_010429550.1
OG0007961	CARHR115080	XP_010417407.1, XP_010472653.1
OG0007962	CARHR117630	XP_010472450.1, XP_010417199.1, XP_010429422.1
OG0007963	CARHR115490	XP_010417350.1, XP_010472592.1, XP_010429581.1
OG0007964	CARHR231960	XP_010439011.1, XP_010433753.1, XP_010448548.1
OG0007965	CARHR231950	XP_010448549.1, XP_010433754.1, XP_010439012.1
OG0007966	CARHR231720, CARHR033650	XP_019088774.1, XP_010448581.1, XP_010433790.1
OG0007967	CARHR035520	XP_010461428.1, XP_010500118.1, XP_010479666.1
OG0007968	CARHR035660	XP_010479032.1, XP_010500125.1, XP_010461429.1
OG0007969	CARHR035790	XP_010461434.1, XP_010500134.1
OG0007970	CARHR036060	XP_010479058.1, XP_010461452.1
OG0007971	CARHR036100	XP_010461461.1, XP_010479060.1, XP_010500164.1
OG0007972	CARHR034560	XP_010478957.1, XP_010500052.1, XP_010461335.1
OG0007973	CARHR034440	XP_010461325.1, XP_010500046.1, XP_010478954.1
OG0007974	CARHR034220	XP_010500031.1, XP_010478939.1, XP_010461311.1
OG0007975	CARHR033930	XP_010500002.1, XP_019098304.1, XP_010461276.1
OG0007976	CARHR033730	XP_019091857.1, XP_010499963.1, XP_010478853.1
OG0007977	CARHR033630	XP_019091740.1, XP_010499953.1, XP_010478833.1
OG0007978	CARHR033380	XP_010478813.1, XP_010499938.1, XP_010461217.1
OG0007979	CARHR033200	XP_010461205.1, XP_010499922.1
OG0007980	CARHR033170	XP_010461203.1, XP_010499920.1
OG0007981	CARHR260830	XP_010455374.1, XP_010421889.1, XP_010437962.1
OG0007982	CARHR260810	XP_010421888.1, XP_010455373.1, XP_010437974.1
OG0007983	CARHR256690, CARHR261240	XP_010437439.1, XP_010421936.1, XP_010455416.1
OG0007984	CARHR256400	XP_010455426.1, XP_010437320.1, XP_010421946.1
OG0007985	CARHR255830	XP_010436760.1, XP_010422002.1, XP_010455470.1
OG0007986	CARHR215800	XP_010440838.1, XP_010450485.1, XP_010435557.1, XP_010440834.1
OG0007987	CARHR254710	XP_010434580.1, XP_010455582.1, XP_010422122.1
OG0007988	CARHR254060	XP_010455655.1
OG0007989	CARHR193940	XP_010420692.1, XP_010454170.1, XP_010492945.1
OG0007990	CARHR193900	XP_010454174.1, XP_010420695.1, XP_010495294.1
OG0007991	CARHR193830	XP_010492960.1, XP_010420702.1, XP_010454178.1
OG0007992	CARHR193680	XP_010420728.1, XP_010492984.1, XP_010454199.1
OG0007993	CARHR193620	XP_010420734.1, XP_010420735.1, XP_019090459.1, XP_010492991.1
OG0007994	CARHR187140	XP_010421496.1, XP_010454976.1, XP_010493888.1
OG0007995	CARHR187060	XP_010454987.1, XP_010421503.1, XP_010493897.1
OG0007996	CARHR186680	XP_010493940.1, XP_010455044.1, XP_010421542.1
OG0007997	CARHR110700	XP_010416111.1, XP_010489081.1, XP_010495908.1
OG0007998	CARHR110850	XP_010467846.1, XP_010489059.1, XP_010415945.1
OG0007999	CARHR111040	XP_010489031.1, XP_010467812.1, XP_010415642.1
OG0008000	CARHR143520	XP_010507806.1, XP_010507803.1, XP_010507800.1, XP_010497021.1, XP_010497034.1, XP_019098729.1
OG0008001	CARHR143420	XP_010506851.1, XP_010512798.1, XP_019100695.1, XP_010496917.1, XP_010413115.2, XP_019101126.1
OG0008002	CARHR143250	XP_019100681.1, XP_019082453.1, XP_010507840.1
OG0008003	CARHR256290	XP_010455432.1, XP_010437178.1, XP_010421954.1
OG0008004	CARHR142810	XP_019101137.1, XP_019082441.1, XP_010506778.1
OG0008005	CARHR142740	XP_010506772.1, XP_010507897.1
OG0008006	CARHR142660	XP_010506761.1, XP_010507912.1, XP_010518421.1
OG0008007	CARHR141350	XP_010518273.1, XP_010506608.1, XP_010508063.1
OG0008008	CARHR141330	XP_019101155.1, XP_019082421.1, XP_010506603.1
OG0008009	CARHR141310	XP_019100648.1, XP_010518263.1, XP_010508068.2
OG0008010	CARHR141290	XP_010506595.1, XP_010518259.1, XP_010508073.1
OG0008012	CARHR141190	XP_010508094.1, XP_010506575.1, XP_010518237.1
OG0008013	CARHR141100	XP_010518228.1, XP_010506562.1, XP_010508102.1
OG0008014	CARHR140900	XP_019100702.1, XP_010518212.1, XP_010508127.1, XP_010506536.1
OG0008015	CARHR140590	XP_010508174.1, XP_010507752.1, XP_010518158.1
OG0008016	CARHR140090	XP_010518091.1, XP_010508240.1, XP_010506419.1
OG0008017	CARHR140050	XP_010518088.1, XP_010508244.1, XP_010507740.1
OG0008018	CARHR139860	XP_010506394.1, XP_010518069.1, XP_010508270.1
OG0008019	CARHR139600	XP_010506367.1, XP_019100705.1, XP_010518042.1
OG0008020	CARHR139220	XP_010506143.1, XP_010517839.1, XP_010508493.1
OG0008021	CARHR139210	XP_010506311.1, XP_010517989.1, XP_010508346.1
OG0008022	CARHR139200	XP_010508347.1, XP_010517988.1, XP_010506310.1
OG0008023	CARHR139080	XP_010508362.1, XP_010506294.1, XP_010413042.1
OG0008024	CARHR138680	XP_010517928.1, XP_010506241.1, XP_010506243.1, XP_019101201.1
OG0008025	CARHR138080	XP_010506156.1, XP_010508481.1
OG0008026	CARHR137950	XP_010506131.1, XP_010508512.1, XP_010517835.1
OG0008027	CARHR137240	XP_010506029.1, XP_010517734.1, XP_010508605.1
OG0008028	CARHR137180, CARHR228030	XP_010506014.1, XP_010517721.1, XP_010508614.1
OG0008029	CARHR137050	XP_010505994.1, XP_010517696.1, XP_010508641.1
OG0008030	CARHR136880	XP_010508664.1, XP_010517674.1, XP_010505975.1
OG0008031	CARHR136510	XP_010508723.1, XP_010508722.1
OG0008032	CARHR136470	XP_010505914.1, XP_010508727.1, XP_010517623.1
OG0008033	CARHR174540	XP_010481400.1, XP_019087553.1, XP_010494885.1
OG0008034	CARHR174130	XP_010481345.1, XP_010494954.1, XP_010441484.1
OG0008035	CARHR174460	XP_010481386.1, XP_010494909.1
OG0008036	CARHR075740	XP_010485516.1, XP_010511329.1, XP_010463546.1
OG0008037	CARHR075760	XP_010513594.1, XP_010463548.1, XP_010485518.1
OG0008038	CARHR075840	XP_010412871.1, XP_010485527.1, XP_010463560.1
OG0008039	CARHR075970	XP_019092680.1
OG0008040	CARHR076110	XP_019098608.1, XP_010448534.1, XP_010485451.1, XP_010463607.1
OG0008041	CARHR199850	XP_010419944.1, XP_010492120.1, XP_010453445.1
OG0008042	CARHR076580	XP_010463670.1, XP_010485568.1, XP_010499042.1
OG0008043	CARHR076900	XP_010463719.1, XP_010502431.1, XP_010485618.1
OG0008044	CARHR077080	XP_010463753.1, XP_010485643.1, XP_010506077.1
OG0008045	CARHR077170	XP_010485651.1, XP_010506826.1
OG0008046	CARHR077460	XP_010463794.1, XP_010510727.1
OG0008047	CARHR077700	XP_010467991.1, XP_010513039.1, XP_010489660.1, XP_010463819.1
OG0008048	CARHR077770	XP_010463832.1, XP_010513614.1, XP_010485723.1
OG0008049	CARHR078130	XP_010463870.1, XP_010485769.1, XP_010517275.1
OG0008050	CARHR078160	XP_010485773.1, XP_010463875.1, XP_010517765.1
OG0008051	CARHR078200	XP_010485778.1, XP_010518139.1, XP_010463881.1
OG0008052	CARHR078220	XP_010463883.1, XP_010518340.1, XP_010485780.1
OG0008054	CARHR079040	XP_010463966.1, XP_010418949.1, XP_010485863.1
OG0008055	CARHR079220	XP_010420329.1
OG0008056	CARHR079410	XP_010485910.1, XP_019099985.1
OG0008057	CARHR079460	XP_010423838.1, XP_010485916.1, XP_010464025.1
OG0008058	CARHR079670	XP_010464054.1, XP_010485974.1, XP_010425982.2
OG0008059	CARHR079720	XP_019100090.1, XP_010468020.1, XP_010485979.1
OG0008060	CARHR079850	XP_010464070.1, XP_010485995.1, XP_010427712.1
OG0008061	CARHR079910	XP_010486003.1, XP_010464078.2, XP_010428340.1
OG0008062	CARHR080420	XP_010434012.1, XP_010464153.1, XP_010486074.1
OG0008063	CARHR080470	XP_010464161.1, XP_010486078.1, XP_010434527.1
OG0008064	CARHR080520	XP_010435056.1, XP_010486084.1, XP_019092740.1, XP_010468041.1
OG0008065	CARHR080640	XP_010436263.1, XP_010464179.1, XP_010486103.1
OG0008066	CARHR082090	XP_010486297.1, XP_010464365.1, XP_010452065.1
OG0008067	CARHR081140	XP_010486176.1, XP_010464235.1
OG0008068	CARHR081150	XP_010442357.1, XP_010486177.1, XP_010464237.1
OG0008069	CARHR081260	XP_010486189.1, XP_010486190.1, XP_019091886.1, XP_019093847.1, XP_010464252.1
OG0008070	CARHR081400	XP_010418081.1, XP_010464268.1, XP_010486209.1
OG0008071	CARHR082470	XP_019092106.1, XP_019096258.1, XP_019100566.1
OG0008072	CARHR082910	XP_010486400.1, XP_010462875.1, XP_010464468.1
OG0008074	CARHR083340	XP_010464524.1, XP_010486450.1, XP_010467544.1
OG0008075	CARHR083520	XP_010464555.1, XP_010486477.1, XP_010469721.1
OG0008076	CARHR083430	XP_010468834.1, XP_010464543.1, XP_019096339.1
OG0008077	CARHR083470	XP_010486469.1, XP_010464546.1, XP_010469113.1
OG0008078	CARHR083570	XP_010486483.1, XP_010464561.1, XP_010470301.1
OG0008079	CARHR083910	XP_010464598.1, XP_010486524.1, XP_010473847.1
OG0008080	CARHR083970	XP_010474064.1, XP_010486529.1, XP_010464602.1
OG0008081	CARHR084170	XP_010476353.1, XP_010486546.1, XP_010464631.1
OG0008082	CARHR084520	XP_010486584.1, XP_010479942.1, XP_010464662.1
OG0008083	CARHR084600	XP_010486602.1, XP_010480673.1, XP_010464670.1
OG0008084	CARHR084860	XP_010483438.1
OG0008085	CARHR226340	XP_010449338.1, XP_010434396.1, XP_010439688.1
OG0008086	CARHR085050	XP_010485549.1, XP_010464730.1
OG0008087	CARHR085330	XP_010464753.1, XP_010493046.1, XP_010486691.1
OG0008088	CARHR085340	XP_010492872.1, XP_010486692.1, XP_010464754.1
OG0008089	CARHR085470	XP_010464780.1, XP_010491094.1, XP_019096834.1
OG0008090	CARHR085570	XP_010464791.1, XP_010486721.1, XP_010489944.1
OG0008091	CARHR085770	XP_010464821.1, XP_010487340.1, XP_010486764.1
OG0008092	CARHR085840	XP_010486776.1, XP_010418744.1, XP_010464831.1
OG0008093	CARHR086030	XP_010464857.1, XP_010464859.1, XP_010486810.1, XP_010496386.1
OG0008094	CARHR086080	XP_010496746.1
OG0008095	CARHR086090	XP_010464868.1, XP_010496861.1, XP_010486817.1
OG0008096	CARHR086240	XP_010497983.1, XP_010464901.1, XP_010486837.1
OG0008097	CARHR086250	XP_010486838.1, XP_010464900.1, XP_010497995.1
OG0008098	CARHR086350	XP_010464889.1, XP_010498123.1, XP_010486846.1
OG0008099	CARHR086370	XP_010464886.1, XP_010498135.1, XP_010486844.1
OG0008100	CARHR086490	XP_010486869.1, XP_010464939.1, XP_010498302.1
OG0008101	CARHR086500	XP_010486870.1, XP_010498314.1, XP_010464940.1
OG0008102	CARHR086630	XP_010498482.1, XP_010486896.1, XP_010464957.1
OG0008103	CARHR086820	XP_010486923.1, XP_010464990.1, XP_010498825.1
OG0008104	CARHR086860	XP_010486929.1, XP_010498891.1
OG0008105	CARHR086980	XP_010465016.1, XP_010486967.1, XP_010499035.1
OG0008106	CARHR087130	XP_010499254.1, XP_010486985.1, XP_010465036.1
OG0008107	CARHR087150	XP_010465039.1, XP_010499284.1, XP_010486987.1
OG0008108	CARHR087160	XP_010486986.1, XP_010499275.1, XP_010418906.1, XP_010465040.1
OG0008109	CARHR087210	XP_010468141.2, XP_010499345.1, XP_010486995.1
OG0008110	CARHR087500	XP_010465083.1, XP_010487034.1, XP_010499716.1
OG0008111	CARHR087610	XP_010421982.1, XP_010499865.1, XP_010421979.1, XP_019092198.1
OG0008112	CARHR087780	XP_010487066.1, XP_010465130.1, XP_010500155.1
OG0008113	CARHR087900, CARHR045420	XP_010500292.1
OG0008114	CARHR088090	XP_010500561.1, XP_010465184.1
OG0008115	CARHR088630	XP_019096286.1, XP_010465257.1, XP_010501352.1
OG0008116	CARHR088690	XP_019092221.1, XP_019092222.1, XP_010501406.1
OG0008117	CARHR088780	XP_010465272.1, XP_010419099.1, XP_010489819.1
OG0008118	CARHR088840	XP_010501323.1, XP_010465256.1, XP_010465283.1, XP_010487189.1, XP_010489817.1
OG0008119	CARHR088970	XP_010501624.1, XP_010465293.1, XP_010487198.1
OG0008120	CARHR089150	XP_010487223.1, XP_010501805.1, XP_010465314.1
OG0008121	CARHR265370, CARHR213460, CARHR089500	XP_010489829.1
OG0008121	CARHR109090, CARHR023610, CARHR150290, CARHR265360, CARHR213450	XP_019100604.1, XP_019087067.1
OG0008122	CARHR089380	XP_010465331.1, XP_010487240.1, XP_010501883.1
OG0008123	CARHR089750	XP_010502172.1, XP_010489834.1, XP_010465392.1
OG0008124	CARHR089830	XP_019101877.1, XP_010465410.1, XP_019096880.1
OG0008125	CARHR090050	XP_010502474.1, XP_010465450.1
OG0008126	CARHR090060	XP_019096925.1, XP_010502484.1, XP_010465451.1
OG0008127	CARHR090550	XP_010465519.1, XP_010503052.1, XP_010487376.1
OG0008128	CARHR090750	XP_010503274.1, XP_019096622.1, XP_010465541.1
OG0008129	CARHR090770	XP_010465545.1, XP_010487399.1, XP_010503326.1
OG0008130	CARHR090850	XP_010503402.1, XP_010465564.1, XP_010487413.1
OG0008131	CARHR090900	XP_010465573.1, XP_010487421.1, XP_010503481.1
OG0008132	CARHR091220	XP_010487449.1, XP_010503711.1, XP_010465609.1
OG0008133	CARHR091360	XP_010465628.1, XP_010487466.1, XP_010503915.1
OG0008134	CARHR091510	XP_010465650.1, XP_010504093.1, XP_010419302.1, XP_010487484.1
OG0008135	CARHR091660	XP_019101064.1, XP_019096190.1
OG0008135	CARHR091650	XP_010504265.1, XP_019096381.1
OG0008136	CARHR091720	XP_010465679.1, XP_010504403.1, XP_010487513.1
OG0008137	CARHR091990	XP_010487540.1, XP_010465697.1, XP_019102253.1
OG0008138	CARHR092310	XP_010465735.1, XP_010504935.1, XP_010487578.1
OG0008139	CARHR092600	XP_010465768.1, XP_010487603.1
OG0008140	CARHR092690	XP_010505438.1, XP_010465784.1, XP_019096393.1
OG0008141	CARHR092780	XP_010465795.1, XP_010487633.1, XP_010505247.1
OG0008142	CARHR092790	XP_010465796.1, XP_010487634.1, XP_010505235.1, XP_010487636.1
OG0008143	CARHR093140	XP_010505908.1, XP_010487676.1, XP_010465838.1
OG0008144	CARHR093150	XP_010487675.1, XP_010505920.1, XP_010465837.1
OG0008146	CARHR093280	XP_010465868.1, XP_010487705.1, XP_010506189.1
OG0008147	CARHR094240	XP_010490096.1, XP_019083282.1, XP_010466795.1, XP_010466726.1
OG0008149	CARHR093700	XP_010487749.1, XP_010465924.1, XP_010506779.1
OG0008150	CARHR093940	XP_010465966.1, XP_010507010.1, XP_010487782.1
OG0008151	CARHR094060	XP_010465979.1
OG0008152	CARHR240440, CARHR053370	XP_010432705.1, XP_010437901.1
OG0008153	CARHR094150	XP_010487795.1, XP_010507108.1, XP_010465984.1
OG0008154	CARHR094250	XP_010507195.1, XP_010465998.1, XP_010487804.1
OG0008155	CARHR094300	XP_010487809.1, XP_010507238.1, XP_010466017.1
OG0008156	CARHR094550	XP_010507472.1, XP_010487841.1
OG0008157	CARHR094670	XP_010466060.1, XP_010507578.1, XP_010487859.1
OG0008158	CARHR094890	XP_010507766.1, XP_010487890.1, XP_010466091.1
OG0008159	CARHR094910	XP_010507774.1, XP_010466092.1
OG0008160	CARHR094980	XP_010507799.1, XP_010487901.1, XP_010466107.1
OG0008161	CARHR245410	XP_010437279.1, XP_010432107.1, XP_010446717.1
OG0008162	CARHR212530	XP_010447029.1, XP_010436162.1
OG0008163	CARHR095850	XP_010508666.1, XP_010466203.1, XP_019096897.1
OG0008164	CARHR223560	XP_010440072.1, XP_010449689.1, XP_010434737.1
OG0008165	CARHR096220, CARHR096210	XP_010508937.1, XP_010466237.1, XP_010488021.1
OG0008166	CARHR133860	XP_019092399.1, XP_010432469.1, XP_010447148.1, XP_010437672.1
OG0008167	CARHR096770	XP_010488076.1, XP_010509492.1
OG0008168	CARHR096890	XP_010509632.1, XP_010488090.1, XP_010466323.1
OG0008169	CARHR097020	XP_010509758.1, XP_010466337.1
OG0008170	CARHR097060	XP_019082801.1, XP_010488108.1, XP_010466346.1
OG0008171	CARHR265850	XP_010482668.1, XP_010445358.1, XP_010442835.1
OG0008172	CARHR265590	XP_010482628.1, XP_010442796.1, XP_010445061.1
OG0008173	CARHR265650	XP_019091275.1, XP_010442806.1, XP_010482638.1
OG0008174	CARHR262620	XP_010441082.1, XP_010435866.1, XP_010450785.1
OG0008175	CARHR263670	XP_019086778.1, XP_010450858.1, XP_010441016.1
OG0008176	CARHR215780	XP_010450487.1, XP_010440841.1, XP_010435562.1
OG0008177	CARHR284360	XP_010438870.1, XP_010482026.1
OG0008178	CARHR099670	XP_010512743.1, XP_010466724.1, XP_010488446.1
OG0008179	CARHR099550	XP_010488440.1, XP_010512644.1, XP_010466711.1
OG0008181	CARHR099260	XP_010488385.1, XP_010512305.1, XP_010466654.1, XP_010488383.1
OG0008182	CARHR099000	XP_010512047.2, XP_010488347.1, XP_010466608.1
OG0008183	CARHR098890	XP_010488329.1, XP_010466589.1, XP_010511929.1
OG0008184	CARHR098860	XP_010488324.1, XP_010511883.1, XP_010466584.1
OG0008185	CARHR050050	XP_010488321.1, XP_010511844.1, XP_010466582.1
OG0008186	CARHR098600	XP_010511655.1, XP_010488307.1, XP_010466567.1
OG0008187	CARHR098380	XP_010511403.1, XP_010488279.1, XP_010466532.1
OG0008188	CARHR098260	XP_010488260.1, XP_010511278.1, XP_019098765.1, XP_010466517.1
OG0008190	CARHR098040	XP_010511002.1, XP_010466483.1, XP_010488229.1
OG0008191	CARHR098060	XP_010466484.1, XP_010488230.1, XP_010511011.1
OG0008192	CARHR097960	XP_010488224.1, XP_010466475.1
OG0008193	CARHR144180	XP_010513891.1, XP_010502142.1, XP_010424933.1
OG0008194	CARHR097420	XP_010488161.1, XP_010466389.1, XP_010510244.1
OG0008195	CARHR097390	XP_010466382.1, XP_010488155.1, XP_010510193.1
OG0008196	CARHR097370	XP_010488154.1, XP_010510179.1, XP_010466381.1
OG0008197	CARHR238150	XP_010433010.1, XP_010438200.1, XP_010447747.1
OG0008198	CARHR238140	XP_010438201.2, XP_010433012.1, XP_010447748.1
OG0008199	CARHR238110	XP_010438204.1, XP_010433015.1, XP_010447754.1
OG0008200	CARHR238080	XP_010447756.1, XP_010433018.1, XP_010438208.1
OG0008201	CARHR238020	XP_019086036.1, XP_019089551.1, XP_010438218.1
OG0008202	CARHR237990	XP_010433031.1, XP_010447772.1, XP_010438221.1
OG0008203	CARHR237930	XP_019098744.1, XP_019088947.1, XP_019086836.1, XP_010438233.1
OG0008205	CARHR058440	XP_010415193.1, XP_010511480.1, XP_010470526.1
OG0008206	CARHR057840	XP_010511516.1, XP_010415138.2
OG0008207	CARHR119180, CARHR057580	XP_010470451.1, XP_010511121.1, XP_010415118.1
OG0008208	CARHR056150	XP_010470324.1, XP_010414867.1, XP_010511138.1
OG0008209	CARHR054140	XP_010511379.1, XP_010414785.1
OG0008210	CARHR055580	XP_010414887.1, XP_019100891.1, XP_010470342.1
OG0008211	CARHR055770	XP_010469534.1, XP_010509951.1, XP_010413929.1, XP_010413930.1
OG0008212	CARHR055820	XP_019083181.1, XP_010511580.1, XP_010470367.1
OG0008213	CARHR055840	XP_010511574.1, XP_010418915.1, XP_010470368.1
OG0008214	CARHR193950	XP_010454167.1, XP_010420690.1, XP_010492943.1
OG0008215	CARHR194170	XP_010492920.1, XP_010420659.1, XP_019090710.1
OG0008216	CARHR194440	XP_010492873.1, XP_010454110.1, XP_010420633.1
OG0008217	CARHR194510	XP_010420613.1, XP_010492856.1, XP_010454092.1
OG0008218	CARHR194630	XP_010454077.1, XP_010492840.1, XP_010420589.1
OG0008219	CARHR194830	XP_010495274.1
OG0008220	CARHR185120	XP_019097717.1, XP_019084675.1, XP_019090112.1
OG0008221	CARHR180480	XP_019086495.1, XP_019086370.1, XP_019087538.1, XP_010442044.1, XP_010481880.1, XP_010494307.1
OG0008222	CARHR182860	XP_010442339.1, XP_010439778.1, XP_010482156.1
OG0008223	CARHR183600	XP_010482096.1, XP_010493671.1, XP_010442270.1
OG0008224	CARHR162260	XP_010426866.1, XP_010515714.1, XP_010503990.1
OG0008225	CARHR162150	XP_010515700.1, XP_010503983.1, XP_010426855.1
OG0008226	CARHR162120	XP_019084848.1, XP_019099867.1, XP_019099852.1, XP_019082483.1
OG0008227	CARHR162020	XP_010503961.1, XP_010515681.1, XP_010426837.1
OG0008228	CARHR161870	XP_019084846.1, XP_010515661.1
OG0008229	CARHR161560	XP_010515633.1, XP_010503902.1, XP_010426774.1
OG0008230	CARHR161380	XP_010503871.1, XP_010426755.1, XP_010515607.1
OG0008231	CARHR161360	XP_019085063.1, XP_010515601.1, XP_010503866.1
OG0008232	CARHR161260	XP_010515596.1, XP_010503861.1, XP_010426742.1
OG0008233	CARHR161100	XP_010426724.1, XP_010515570.1, XP_010503848.1
OG0008234	CARHR160750	XP_010515505.1, XP_010426656.1, XP_010503800.1
OG0008235	CARHR000190	XP_010496470.1, XP_019098287.1
OG0008236	CARHR001330	XP_010474701.1, XP_010480633.1, XP_010457170.1
OG0008237	CARHR001760	XP_010474657.1, XP_010474656.1, XP_010457222.1, XP_010480965.1, XP_010457221.1
OG0008238	CARHR001770	XP_010474660.1, XP_010480975.1, XP_010457224.1
OG0008239	CARHR001880	XP_010457240.1, XP_010481079.1, XP_010474670.1
OG0008240	CARHR002200	XP_010474869.1, XP_010457279.1, XP_010481261.1
OG0008241	CARHR002320	XP_010481429.1, XP_010474898.1, XP_010462542.1
OG0008242	CARHR002460	XP_010481572.1, XP_010474929.1, XP_010474919.1
OG0008243	CARHR002510	XP_010481668.1, XP_010457322.1, XP_010474936.1
OG0008244	CARHR002570	XP_010457333.1, XP_010474946.1, XP_010481801.1
OG0008245	CARHR005920, CARHR002620	XP_010474952.1, XP_010481853.1, XP_010457339.1
OG0008246	CARHR002720	XP_010457343.1, XP_010481925.1, XP_010474958.1
OG0008247	CARHR002910	XP_010474979.1, XP_010482193.1
OG0008248	CARHR002930	XP_010482259.1, XP_010457365.1, XP_010474982.1
OG0008249	CARHR002940	XP_010482270.1, XP_010457366.1, XP_010474983.1
OG0008250	CARHR003070	XP_010482461.1, XP_010457386.1, XP_010475001.1
OG0008251	CARHR003150	XP_010457398.1, XP_010475011.1, XP_010482550.1
OG0008252	CARHR003320	XP_010482885.1, XP_010457420.1, XP_010475032.1
OG0008253	CARHR003360	XP_010457424.1, XP_010482950.1, XP_010475037.1
OG0008254	CARHR003520	XP_010434105.1, XP_010457453.1, XP_010483239.1, XP_010475065.1
OG0008255	CARHR231670	XP_010448588.1, XP_010439065.1, XP_010433797.1
OG0008256	CARHR003770	XP_010457488.1, XP_010483777.1, XP_010475098.1
OG0008257	CARHR003900	XP_010475116.1, XP_010457506.1, XP_010483946.1
OG0008258	CARHR003910	XP_010475117.1, XP_010457507.1, XP_010483949.1
OG0008259	CARHR004270	XP_010475155.1, XP_010484352.1, XP_010457547.1
OG0008260	CARHR004450	XP_010457575.1, XP_010484563.1, XP_019098523.1, XP_010475177.1
OG0008261	CARHR004770	XP_010484864.2, XP_010480351.1, XP_019090958.1
OG0008262	CARHR004850	XP_010475225.1, XP_010457620.1, XP_010484916.1
OG0008263	CARHR004880	XP_010457623.1, XP_010475228.1, XP_010484935.1
OG0008264	CARHR004920, CARHR054160, CARHR054150	XP_010457631.1, XP_010484969.1, XP_010484961.1, XP_010475234.1
OG0008265	CARHR004960	XP_010475240.1, XP_010485008.1, XP_010457636.1
OG0008266	CARHR005270	XP_010485271.1, XP_010457671.1, XP_010475291.1
OG0008267	CARHR005310	XP_010485310.1, XP_010501329.1, XP_010475296.1
OG0008268	CARHR005390	XP_010475305.1, XP_010485424.1, XP_010457695.1
OG0008269	CARHR005400	XP_010475306.1, XP_019098791.1, XP_010485440.1, XP_010457691.1
OG0008270	CARHR005510	XP_010485596.1, XP_019098850.1, XP_010475321.1, XP_010457710.1, XP_010469024.1
OG0008271	CARHR005590	XP_010475328.1, XP_010485754.1, XP_010457722.1
OG0008272	CARHR005740	XP_010485879.1, XP_010457748.1, XP_010475349.1
OG0008273	CARHR006020	XP_010475368.1, XP_010486072.1, XP_010457769.1
OG0008274	CARHR006080	XP_010486162.1, XP_010475377.1, XP_010457774.1
OG0008275	CARHR006470	XP_010475427.1, XP_010486650.1, XP_010457827.1
OG0008276	CARHR006490	XP_010475430.1, XP_010457832.1
OG0008277	CARHR006740	XP_010487055.1, XP_010475457.1, XP_010457868.1
OG0008278	CARHR006920	XP_010475472.1, XP_010457886.1, XP_010487219.1
OG0008279	CARHR006940	XP_010487239.1, XP_010457887.1, XP_010475474.1
OG0008280	CARHR007010	XP_010457898.1, XP_010475482.1, XP_010487296.1
OG0008281	CARHR007040	XP_010487318.1, XP_010457903.1, XP_010475485.1
