Orthogroup	Cardamine_hirsuta	Conringia_planisiliqua
OG0011152	CARHR159900	CP3_g14338_DN3_SP0_c.t1
OG0011153	CARHR230920	CP19_g18306_DN3_SP0_c.t1
OG0011154	CARHR230750	CP19_g18320_DN3_SP4_c.t1
OG0011156	CARHR265420	CP8_g53196_DN3_SP7_c.t1
OG0011157	CARHR265000	CP8_g53160_DN3_SP6_c.t1
OG0011159	CARHR264310	CP8_g53058_DN3_SP8_c.t1
OG0011160	CARHR264090	CP8_g53039_DN3_SP6_c.t1
OG0011161	CARHR256990	CP8_g52994_DN3_SP8_c.t1
OG0011162	CARHR256900	CP8_g53010_DN3_SP8_c.t1
OG0011163	CARHR256960	CP8_g53005_DN3_SP8_c.t1
OG0011164	CARHR256840	CP8_g53014_DN3_SP5_c.t1
OG0011165	CARHR104810	CP15_g35309_DN3_SP0_c.t1
OG0011166	CARHR105160	CP15_g35556_DN3_SP8_c.t1
OG0011167	CARHR104050	CP8_g53102_DN3_SP8_c.t1
OG0011168	CARHR169830	CP3_g13444_DN3_SP0_c.t1
OG0011169	CARHR105170	CP15_g35558_DN3_SP0_c.t1
OG0011170	CARHR043820	CP15_g35247_DN3_SP3_c.t1
OG0011171	CARHR284800	CP15_g34507_DN3_SP7_c.t1
OG0011172	CARHR105400	CP17_g5089_DN3_SP8_c.t1
OG0011173	CARHR286460	CP15_g34551_DN3_SP8_c.t1
OG0011174	CARHR106150	CP10_g44030_DN3_SP0_c.t1, CP10_g44029_DN2_SP0_c.t1
OG0011175	CARHR106250	CP10_g44019_DN3_SP6_c.t1
OG0011176	CARHR106370	CP10_g44007_DN3_SP3_c.t1
OG0011177	CARHR153570	CP2_g48839_DN3_SP6_c.t1
OG0011178	CARHR106660	CP10_g43953_DN3_SP8_c.t1
OG0011179	CARHR106700	CP10_g43947_DN3_SP8_c.t1
OG0011180	CARHR107190	CP10_g43878_DN3_SP0_c.t1
OG0011181	CARHR107210	CP10_g43875_DN3_SP8_c.t1
OG0011182	CARHR231350	CP19_g18259_DN3_SP8_c.t1
OG0011183	CARHR231220	CP19_g18272_DN3_SP1_c.t1
OG0011184	CARHR281620	CP2_g47532_DN3_SP0_c.t1
OG0011185	CARHR229900	CP19_g18388_DN3_SP2_c.t1
OG0011187	CARHR229150	CP19_g18452_DN3_SP6_c.t1
OG0011188	CARHR229080	CP19_g18459_DN2_SP0_c.t1
OG0011189	CARHR228870	CP19_g18469_DN3_SP8_c.t1
OG0011190	CARHR228810	CP19_g18472_DN2_SP0_c.t1
OG0011192	CARHR091060	CP12_g29937_DN3_SP0_c.t1
OG0011194	CARHR292440	CP1_g39556_DN3_SP3_c.t1
OG0011195	CARHR226860	CP6_g6819_DN3_SP3_c.t1
OG0011196	CARHR227090	CP6_g6804_DN3_SP2_c.t1
OG0011197	CARHR227220	CP6_g6790_DN3_SP0_c.t1
OG0011198	CARHR227400	CP6_g6772_DN3_SP8_c.t1
OG0011199	CARHR227990	CP6_g6715_DN3_SP3_c.t1
OG0011200	CARHR104010	CP20_g4163_DN3_SP8_c.t1
OG0011201	CARHR228250	CP6_g6695_DN3_SP8_c.t1
OG0011202	CARHR228260, CARHR228270	CP6_g6693_DN3_SP8_c.t1
OG0011203	CARHR228450	CP19_g18515_DN3_SP3_c.t1
OG0011204	CARHR226600	CP6_g6839_DN3_SP0_c.t1
OG0011205	CARHR226450	CP6_g6851_DN3_SP0_c.t1
OG0011206	CARHR137760	CP4_g24463_DN3_SP0_c.t1
OG0011207	CARHR260450	CP20_g4048_DN3_SP8_c.t1
OG0011208	CARHR260470	CP20_g4065_DN3_SP6_c.t1
OG0011209	CARHR285110	CP22_g17339_DN3_SP1_c.t1
OG0011210	CARHR181930	CP22_g17281_DN3_SP2_c.t1
OG0011211	CARHR181820	CP22_g17101_DN3_SP4_c.t1
OG0011212	CARHR181510	CP13_g20824_DN3_SP8_c.t1
OG0011213	CARHR181620	CP13_g20730_DN3_SP0_c.t1
OG0011214	CARHR222770	CP6_g7206_DN3_SP8_c.t1
OG0011215	CARHR222850	CP6_g7198_DN3_SP0_c.t1
OG0011216	CARHR222730	CP6_g7213_DN3_SP8_c.t1
OG0011217	CARHR223190	CP6_g7171_DN3_SP0_c.t1
OG0011219	CARHR223430	CP6_g7154_DN3_SP0_c.t1
OG0011220	CARHR223480	CP6_g7153_DN3_SP0_c.t1
OG0011221	CARHR223610	CP6_g7136_DN3_SP8_c.t1
OG0011222	CARHR223640	CP6_g7130_DN3_SP0_c.t1
OG0011223	CARHR223700	CP6_g7124_DN3_SP6_c.t1
OG0011224	CARHR032110	CP7_g44623_DN3_SP2_c.t1
OG0011225	CARHR032090	CP7_g44625_DN3_SP8_c.t1
OG0011226	CARHR075240	CP10_g42128_DN3_SP8_c.t1
OG0011227	CARHR281630	CP2_g47531_DN3_SP8_c.t1
OG0011228	CARHR281730	CP2_g47522_DN3_SP7_c.t1
OG0011229	CARHR281770	CP2_g47518_DN2_SP8_c.t1
OG0011230	CARHR281780	CP2_g47517_DN2_SP8_c.t1
OG0011231	CARHR281800	CP2_g47515_DN3_SP0_c.t1
OG0011232	CARHR173500	CP3_g13083_DN3_SP0_c.t1
OG0011233	CARHR173450	CP3_g13088_DN3_SP0_c.t1
OG0011234	CARHR173410	CP3_g13091_DN2_SP0_c.t1
OG0011235	CARHR173070	CP3_g13122_DN3_SP0_c.t1
OG0011236	CARHR172840	CP3_g13143_DN3_SP8_c.t1
OG0011237	CARHR172810	CP3_g13145_DN3_SP8_c.t1
OG0011238	CARHR172800	CP3_g13146_DN3_SP0_c.t1
OG0011239	CARHR172790	CP3_g13147_DN2_SP5_c.t1
OG0011240	CARHR172590	CP3_g13162_DN3_SP3_c.t1
OG0011241	CARHR172310	CP3_g13195_DN3_SP0_c.t1
OG0011242	CARHR172240	CP3_g13201_DN3_SP1_c.t1
OG0011244	CARHR172150	CP3_g13210_DN3_SP0_c.t1
OG0011245	CARHR172090	CP3_g13216_DN3_SP8_c.t1
OG0011246	CARHR172080	CP3_g13217_DN3_SP7_c.t1
OG0011247	CARHR171820	CP3_g13248_DN3_SP8_c.t1
OG0011248	CARHR171680	CP3_g13266_DN3_SP0_c.t1
OG0011249	CARHR171500	CP3_g13283_DN3_SP0_c.t1
OG0011250	CARHR171230	CP3_g13309_DN3_SP2_c.t1
OG0011251	CARHR171220	CP3_g13310_DN3_SP8_c.t1
OG0011252	CARHR171090	CP3_g13322_DN2_SP0_c.t1
OG0011253	CARHR171080	CP3_g13323_DN3_SP0_c.t1
OG0011254	CARHR171010	CP3_g13328_DN3_SP5_c.t1
OG0011256	CARHR170530	CP3_g13369_DN3_SP0_c.t1
OG0011257	CARHR000090	CP3_g13377_DN3_SP1_c.t1
OG0011258	CARHR170240, CARHR147080	CP3_g13400_DN3_SP4_c.t1
OG0011259	CARHR170210	CP3_g13402_DN3_SP0_c.t1
OG0011260	CARHR170110	CP3_g13414_DN3_SP8_c.t1
OG0011261	CARHR170030	CP3_g13422_DN3_SP8_c.t1
OG0011262	CARHR237190	CP5_g1062_DN3_SP8_c.t1
OG0011263	CARHR169520	CP3_g13463_DN3_SP7_c.t1
OG0011264	CARHR169480	CP3_g13466_DN3_SP2_c.t1
OG0011265	CARHR169450	CP3_g13468_DN3_SP7_c.t1
OG0011266	CARHR169420	CP3_g13471_DN3_SP2_c.t1
OG0011267	CARHR114550	CP3_g15641_DN3_SP0_c.t1
OG0011268	CARHR168990	CP3_g13497_DN3_SP7_c.t1
OG0011269	CARHR168960	CP3_g13500_DN3_SP8_c.t1
OG0011270	CARHR168390	CP3_g13538_DN2_SP0_c.t1
OG0011271	CARHR167390	CP3_g13627_DN3_SP3_c.t1
OG0011272	CARHR255860	CP20_g4249_DN3_SP0_c.t1
OG0011273	CARHR237820	CP3_g13635_DN3_SP1_c.t1
OG0011274	CARHR061320	CP9_g28435_DN3_SP8_c.t1
OG0011276	CARHR167020	CP3_g13665_DN3_SP0_c.t1
OG0011277	CARHR166990	CP3_g13668_DN2_SP7_c.t1
OG0011278	CARHR166980	CP3_g13670_DN1_SP0_c.t1
OG0011279	CARHR166750, CARHR159510	CP3_g13686_DN3_SP0_c.t1
OG0011280	CARHR166710	CP3_g13690_DN2_SP0_c.t1
OG0011281	CARHR166690	CP3_g13692_DN3_SP0_c.t1
OG0011282	CARHR166480	CP3_g13713_DN3_SP4_c.t1
OG0011283	CARHR166460	CP3_g13715_DN3_SP8_c.t1
OG0011284	CARHR166270	CP3_g13738_DN3_SP8_c.t1
OG0011285	CARHR166260	CP3_g13739_DN2_SP0_c.t1
OG0011286	CARHR166070, CARHR166200	CP3_g13750_DN3_SP8_c.t1
OG0011287	CARHR165980	CP3_g13761_DN3_SP8_c.t1
OG0011288	CARHR165830	CP3_g13775_DN3_SP0_c.t1
OG0011289	CARHR165820	CP3_g13776_DN3_SP8_c.t1
OG0011290	CARHR165790	CP3_g13780_DN3_SP0_c.t1
OG0011291	CARHR237430, CARHR165720	CP3_g13781_DN3_SP8_c.t1
OG0011292	CARHR165630	CP3_g13790_DN3_SP8_c.t1
OG0011294	CARHR165090	CP3_g13841_DN3_SP4_c.t1
OG0011295	CARHR165070	CP3_g13843_DN3_SP6_c.t1
OG0011296	CARHR164820	CP3_g13864_DN3_SP8_c.t1
OG0011297	CARHR164760	CP3_g13868_DN3_SP8_c.t1
OG0011298	CARHR164730	CP3_g13871_DN3_SP3_c.t1
OG0011299	CARHR164610	CP3_g13885_DN3_SP8_c.t1
OG0011300	CARHR164580	CP3_g13889_DN3_SP8_c.t1
OG0011301	CARHR164560	CP3_g13890_DN3_SP8_c.t1
OG0011302	CARHR164510	CP3_g13895_DN3_SP8_c.t1
OG0011303	CARHR164390	CP3_g13911_DN3_SP0_c.t1
OG0011304	CARHR164380	CP3_g13912_DN3_SP6_c.t1
OG0011305	CARHR164330	CP3_g13917_DN3_SP3_c.t1
OG0011306	CARHR164110	CP3_g13937_DN3_SP8_c.t1
OG0011307	CARHR060190	CP9_g28321_DN3_SP1_c.t1
OG0011308	CARHR163910	CP3_g13959_DN3_SP8_c.t1
OG0011309	CARHR163880	CP3_g13963_DN2_SP1_c.t1
OG0011310	CARHR163800	CP3_g13969_DN3_SP1_c.t1
OG0011311	CARHR163480	CP3_g13997_DN3_SP8_c.t1
OG0011312	CARHR163400	CP3_g14010_DN3_SP8_c.t1
OG0011313	CARHR163370	CP3_g14013_DN3_SP2_c.t1
OG0011314	CARHR162990	CP3_g14045_DN3_SP8_c.t1
OG0011315	CARHR162820	CP3_g14068_DN3_SP8_c.t1
OG0011316	CARHR162780	CP3_g14072_DN3_SP8_c.t1
OG0011317	CARHR162600	CP3_g14089_DN3_SP7_c.t1
OG0011318	CARHR162480	CP3_g14093_DN3_SP5_c.t1
OG0011319	CARHR267570	CP8_g53404_DN3_SP8_c.t1
OG0011320	CARHR267140	CP8_g53372_DN3_SP0_c.t1
OG0011322	CARHR266970	CP8_g53351_DN3_SP0_c.t1
OG0011323	CARHR266900	CP8_g53342_DN3_SP2_c.t1
OG0011324	CARHR266660	CP8_g53318_DN3_SP6_c.t1
OG0011325	CARHR266400	CP8_g53298_DN3_SP8_c.t1
OG0011326	CARHR266290	CP8_g53289_DN3_SP0_c.t1
OG0011328	CARHR100970	CP12_g30856_DN3_SP8_c.t1
OG0011329	CARHR101070	CP12_g30863_DN1_SP0_c.t1
OG0011330	CARHR101130	CP12_g30866_DN2_SP0_c.t1
OG0011331	CARHR101330	CP12_g30878_DN3_SP3_c.t1
OG0011332	CARHR101420	CP12_g30887_DN3_SP8_c.t1
OG0011333	CARHR101540	CP12_g30906_DN2_SP6_c.t1
OG0011334	CARHR101770	CP12_g30987_DN3_SP6_c.t1
OG0011335	CARHR101870	CP12_g30862_DN3_SP8_c.t1
OG0011336	CARHR102070	CP12_g31056_DN3_SP5_c.t1
OG0011337	CARHR102090	CP12_g31049_DN3_SP0_c.t1
OG0011338	CARHR102690	CP12_g31113_DN3_SP8_c.t1
OG0011339	CARHR103280	CP12_g31656_DN3_SP7_c.t1
OG0011340	CARHR084080	CP10_g42927_DN3_SP8_c.t1
OG0011341	CARHR058720	CP9_g28201_DN3_SP7_c.t1
OG0011342	CARHR058960	CP9_g28225_DN3_SP0_c.t1
OG0011343	CARHR059060	CP9_g28232_DN3_SP7_c.t1
OG0011344	CARHR059520	CP39_g21144_DN3_SP3_c.t1
OG0011345	CARHR059800	CP9_g28276_DN3_SP8_c.t1
OG0011346	CARHR060260	CP9_g28327_DN2_SP2_c.t1
OG0011347	CARHR060290	CP9_g28331_DN3_SP5_c.t1
OG0011348	CARHR060360	CP9_g28340_DN3_SP1_c.t1
OG0011349	CARHR060570	CP9_g28364_DN3_SP8_c.t1
OG0011350	CARHR026440	CP7_g45196_DN3_SP0_c.t1
OG0011351	CARHR060610	CP9_g28365_DN3_SP6_c.t1
OG0011352	CARHR060730	CP9_g28379_DN3_SP3_c.t1
OG0011353	CARHR060830	CP9_g28388_DN3_SP1_c.t1
OG0011354	CARHR061190	CP9_g28416_DN3_SP2_c.t1
OG0011356	CARHR061280	CP9_g28430_DN1_SP0_c.t1
OG0011357	CARHR183260	CP2_g48760_DN3_SP0_c.t1
OG0011358	CARHR108520	CP10_g43714_DN3_SP7_c.t1
OG0011359	CARHR108540	CP10_g43711_DN3_SP1_c.t1
OG0011360	CARHR108570	CP10_g43708_DN3_SP2_c.t1
OG0011361	CARHR108760	CP10_g43690_DN3_SP8_c.t1
OG0011362	CARHR108780	CP10_g43688_DN3_SP2_c.t1
OG0011363	CARHR108940	CP10_g43678_DN2_SP0_c.t1
OG0011364	CARHR108970	CP10_g43675_DN3_SP0_c.t1
OG0011366	CARHR109160	CP10_g43656_DN3_SP2_c.t1
OG0011367	CARHR109260	CP10_g43646_DN3_SP0_c.t1
OG0011368	CARHR109450	CP10_g43629_DN3_SP8_c.t1
OG0011370	CARHR109530	CP10_g43621_DN3_SP0_c.t1
OG0011371	CARHR109610	CP10_g43616_DN3_SP8_c.t1
OG0011372	CARHR109840	CP10_g43586_DN3_SP1_c.t1
OG0011373	CARHR109900	CP10_g43581_DN2_SP0_c.t1
OG0011374	CARHR109940	CP10_g43577_DN3_SP0_c.t1
OG0011375	CARHR237330, CARHR110080	CP10_g43565_DN3_SP0_c.t1
OG0011376	CARHR110250	CP10_g43544_DN3_SP8_c.t1
OG0011378	CARHR136340	CP4_g24594_DN3_SP8_c.t1
OG0011379	CARHR136050	CP4_g24626_DN3_SP3_c.t1
OG0011380	CARHR135990	CP4_g24631_DN2_SP5_c.t1
OG0011381	CARHR135970	CP4_g24633_DN1_SP0_c.t1
OG0011382	CARHR135950	CP4_g24635_DN2_SP0_c.t1
OG0011383	CARHR135790	CP4_g24650_DN3_SP8_c.t1
OG0011384	CARHR135460	CP4_g24683_DN2_SP0_c.t1
OG0011385	CARHR135430	CP4_g24685_DN2_SP0_c.t1
OG0011386	CARHR135230	CP4_g24700_DN3_SP7_c.t1
OG0011387	CARHR134950	CP4_g24724_DN3_SP0_c.t1
OG0011388	CARHR134900	CP4_g24728_DN3_SP8_c.t1
OG0011389	CARHR134550	CP4_g24755_DN1_SP0_c.t1
OG0011390	CARHR177630	CP8_g53169_DN3_SP0_c.t1
OG0011390	CARHR265090	CP8_g53168_DN3_SP0_c.t1
OG0011391	CARHR134000	CP4_g24798_DN3_SP8_c.t1
OG0011392	CARHR133830	CP4_g24814_DN3_SP6_c.t1
OG0011393	CARHR133820	CP4_g24815_DN3_SP0_c.t1
OG0011394	CARHR133730	CP3_g13873_DN2_SP0_c.t1
OG0011395	CARHR133650	CP4_g24829_DN3_SP7_c.t1
OG0011397	CARHR213350	CP19_g17934_DN3_SP0_c.t1
OG0011398	CARHR133210	CP4_g24872_DN1_SP0_c.t1
OG0011399	CARHR294500	CP18_g11837_DN3_SP1_c.t1
OG0011400	CARHR133080	CP4_g24882_DN3_SP0_c.t1
OG0011401	CARHR132970	CP4_g24888_DN3_SP0_c.t1
OG0011402	CARHR103090, CARHR103080	CP12_g31488_DN3_SP4_c.t1
OG0011404	CARHR132660	CP4_g24917_DN3_SP8_c.t1
OG0011405	CARHR132650	CP4_g24918_DN3_SP0_c.t1
OG0011406	CARHR132560	CP4_g24925_DN3_SP8_c.t1
OG0011407	CARHR132460	CP4_g24935_DN3_SP0_c.t1
OG0011408	CARHR131930	CP4_g24966_DN3_SP0_c.t1
OG0011409	CARHR132030	CP4_g24976_DN3_SP8_c.t1
OG0011410	CARHR132330	CP4_g25014_DN3_SP1_c.t1
OG0011411	CARHR131660	CP4_g25026_DN3_SP0_c.t1
OG0011412	CARHR131470	CP4_g25043_DN3_SP8_c.t1
OG0011413	CARHR253450	CP11_g31809_DN3_SP0_c.t1, CP11_g31806_DN3_SP3_c.t1
OG0011414	CARHR253080	CP11_g31831_DN3_SP0_c.t1
OG0011415	CARHR252700	CP11_g31877_DN3_SP4_c.t1
OG0011416	CARHR252670	CP11_g31880_DN3_SP3_c.t1
OG0011417	CARHR252610	CP11_g31885_DN3_SP8_c.t1
OG0011418	CARHR254170	CP20_g4411_DN3_SP2_c.t1
OG0011419	CARHR254250	CP20_g4406_DN3_SP0_c.t1
OG0011420	CARHR254310	CP18_g11665_DN3_SP0_c.t1, CP20_g4403_DN3_SP5_c.t1
OG0011421	CARHR254320	CP20_g4402_DN3_SP3_c.t1
OG0011422	CARHR254370	CP20_g4397_DN3_SP4_c.t1
OG0011423	CARHR254010	CP20_g4431_DN3_SP0_c.t1
OG0011424	CARHR112010	CP16_g54741_DN3_SP8_c.t1
OG0011425	CARHR112020	CP16_g54742_DN3_SP8_c.t1
OG0011426	CARHR112420	CP16_g54778_DN3_SP0_c.t1
OG0011427	CARHR112650	CP16_g54795_DN2_SP2_c.t1
OG0011428	CARHR112770	CP16_g54802_DN3_SP2_c.t1
OG0011429	CARHR113220	CP16_g54838_DN2_SP0_c.t1
OG0011430	CARHR113250	CP16_g54841_DN3_SP0_c.t1
OG0011431	CARHR114170, CARHR114180	CP16_g54920_DN3_SP0_c.t1
OG0011432	CARHR114610	CP16_g55024_DN3_SP0_c.t1
OG0011433	CARHR117830	CP16_g55094_DN3_SP8_c.t1
OG0011434	CARHR116200	CP16_g55298_DN3_SP8_c.t1
OG0011435	CARHR116030	CP16_g55320_DN3_SP0_c.t1
OG0011436	CARHR116470	CP16_g55249_DN3_SP1_c.t1
OG0011437	CARHR116760	CP16_g55193_DN3_SP0_c.t1
OG0011438	CARHR117680	CP16_g55112_DN3_SP8_c.t1
OG0011439	CARHR026980	CP7_g45143_DN3_SP0_c.t1
OG0011440	CARHR026970	CP7_g45144_DN3_SP6_c.t1
OG0011441	CARHR035540	CP1_g40633_DN3_SP5_c.t1
OG0011442	CARHR035930	CP1_g38967_DN3_SP7_c.t1
OG0011444	CARHR036010	CP1_g39002_DN3_SP8_c.t1
OG0011445	CARHR034810	CP1_g41171_DN3_SP0_c.t1, CP1_g41173_DN1_SP0_c.t1
OG0011446	CARHR035040	CP21_g10921_DN3_SP0_c.t1
OG0011447	CARHR240220	CP5_g776_DN3_SP1_c.t1
OG0011448	CARHR288350, CARHR263530	CP7_g44410_DN3_SP6_c.t1
OG0011449	CARHR034060	CP7_g44421_DN3_SP1_c.t1
OG0011450	CARHR033760	CP7_g44470_DN3_SP7_c.t1
OG0011451	CARHR033750	CP7_g44471_DN3_SP0_c.t1
OG0011452	CARHR033550	CP7_g44490_DN3_SP7_c.t1
OG0011453	CARHR033180	CP7_g44521_DN3_SP6_c.t1
OG0011454	CARHR033110	CP7_g44526_DN3_SP8_c.t1
OG0011455	CARHR032920	CP7_g44544_DN3_SP5_c.t1
OG0011456	CARHR032740	CP7_g44557_DN3_SP8_c.t1
OG0011457	CARHR260630	CP20_g4100_DN3_SP0_c.t1
OG0011458	CARHR259410	CP14_g23473_DN3_SP0_c.t1
OG0011459	CARHR259940	CP20_g3865_DN3_SP7_c.t1
OG0011460	CARHR260020	CP20_g3902_DN3_SP5_c.t1
OG0011461	CARHR261030	CP20_g4154_DN3_SP7_c.t1
OG0011463	CARHR255950	CP20_g4240_DN3_SP2_c.t1
OG0011464	CARHR255850	CP20_g4250_DN3_SP7_c.t1, CP18_g12265_DN2_SP0_c.t1
OG0011465	CARHR262530	CP20_g4262_DN3_SP8_c.t1
OG0011466	CARHR255480	CP20_g4312_DN3_SP1_c.t1
OG0011467	CARHR255180	CP20_g4341_DN3_SP0_c.t1
OG0011468	CARHR255160	CP20_g4345_DN3_SP8_c.t1
OG0011469	CARHR193910	CP8_g54429_DN3_SP0_c.t1
OG0011470	CARHR193800	CP8_g54419_DN3_SP8_c.t1
OG0011471	CARHR193750	CP8_g54413_DN3_SP7_c.t1
OG0011472	CARHR193640	CP8_g54404_DN2_SP0_c.t1
OG0011473	CARHR186980	CP2_g48532_DN2_SP0_c.t1
OG0011474	CARHR186460	CP2_g48568_DN3_SP6_c.t1
OG0011475	CARHR186170	CP2_g48593_DN3_SP0_c.t1
OG0011476	CARHR186070	CP2_g48604_DN3_SP0_c.t1
OG0011477	CARHR186030	CP2_g48608_DN3_SP0_c.t1
OG0011478	CARHR185880	CP2_g48620_DN3_SP2_c.t1
OG0011479	CARHR185870, CARHR259100	CP2_g48622_DN3_SP0_c.t1
OG0011480	CARHR185700	CP2_g48635_DN3_SP8_c.t1
OG0011481	CARHR185100	CP2_g48647_DN3_SP1_c.t1
OG0011482	CARHR110520	CP10_g43525_DN3_SP8_c.t1
OG0011483	CARHR110690	CP10_g43517_DN3_SP8_c.t1
OG0011484	CARHR110740	CP10_g43511_DN3_SP0_c.t1, CP12_g29871_DN3_SP3_c.t1
OG0011485	CARHR110900	CP12_g29860_DN3_SP0_c.t1
OG0011486	CARHR256910	CP8_g53009_DN3_SP8_c.t1
OG0011487	CARHR111030	CP12_g29852_DN3_SP4_c.t1
OG0011488	CARHR111130	CP12_g29841_DN3_SP8_c.t1
OG0011489	CARHR111140	CP12_g29840_DN3_SP4_c.t1
OG0011490	CARHR111310	CP12_g29830_DN3_SP7_c.t1
OG0011491	CARHR053830, CARHR111540	CP12_g29813_DN3_SP0_c.t1
OG0011493	CARHR124900	CP4_g23915_DN3_SP7_c.t1
OG0011494	CARHR143490	CP4_g23920_DN3_SP0_c.t1
OG0011495	CARHR143370	CP4_g23926_DN3_SP0_c.t1
OG0011496	CARHR143110	CP4_g23950_DN3_SP4_c.t1
OG0011497	CARHR143020	CP4_g23959_DN3_SP1_c.t1
OG0011498	CARHR142900	CP4_g23971_DN3_SP8_c.t1
OG0011499	CARHR142860	CP4_g23975_DN3_SP8_c.t1
OG0011500	CARHR142780	CP4_g23982_DN3_SP8_c.t1
OG0011501	CARHR142760	CP4_g23985_DN2_SP0_c.t1
OG0011502	CARHR142690	CP6_g7565_DN3_SP0_c.t1
OG0011503	CARHR142520	CP4_g24008_DN3_SP6_c.t1
OG0011504	CARHR142350	CP4_g24023_DN3_SP0_c.t1
OG0011505	CARHR142110	CP4_g24042_DN3_SP8_c.t1
OG0011506	CARHR142000	CP4_g24053_DN3_SP4_c.t1
OG0011507	CARHR141890	CP4_g24063_DN2_SP0_c.t1
OG0011509	CARHR141430	CP4_g24107_DN3_SP0_c.t1
OG0011510	CARHR141170	CP4_g24133_DN3_SP8_c.t1
OG0011511	CARHR141140	CP1_g36480_DN2_SP1_c.t1, CP4_g24135_DN3_SP4_c.t1
OG0011512	CARHR141050	CP4_g24144_DN3_SP8_c.t1
OG0011513	CARHR140870	CP4_g24160_DN3_SP5_c.t1
OG0011514	CARHR140650	CP4_g24184_DN3_SP0_c.t1
OG0011515	CARHR140570	CP4_g24194_DN3_SP5_c.t1
OG0011516	CARHR139850	CP4_g24264_DN3_SP2_c.t1
OG0011517	CARHR139710	CP4_g24275_DN3_SP6_c.t1
OG0011518	CARHR139170	CP4_g24327_DN2_SP0_c.t1
OG0011519	CARHR139140	CP4_g24330_DN3_SP6_c.t1
OG0011520	CARHR138950	CP4_g24351_DN3_SP0_c.t1
OG0011521	CARHR138930	CP4_g24352_DN3_SP8_c.t1
OG0011522	CARHR138270	CP4_g24408_DN3_SP0_c.t1
OG0011523	CARHR138260	CP4_g24409_DN3_SP4_c.t1
OG0011524	CARHR138190	CP4_g24415_DN3_SP8_c.t1
OG0011525	CARHR138180	CP4_g24416_DN3_SP0_c.t1
OG0011527	CARHR138130	CP4_g24421_DN3_SP0_c.t1
OG0011528	CARHR138010	CP4_g24432_DN3_SP6_c.t1
OG0011529	CARHR137980	CP4_g24435_DN3_SP8_c.t1
OG0011530	CARHR111470	CP11_g32277_DN3_SP6_c.t1
OG0011531	CARHR137810	CP4_g24455_DN3_SP7_c.t1
OG0011532	CARHR137190	CP4_g24511_DN3_SP4_c.t1
OG0011533	CARHR137150	CP4_g24515_DN3_SP7_c.t1
OG0011534	CARHR136820	CP11_g32091_DN3_SP8_c.t1
OG0011535	CARHR136850	CP4_g24547_DN3_SP0_c.t1
OG0011536	CARHR136840	CP4_g24546_DN3_SP6_c.t1
OG0011537	CARHR136910	CP4_g24540_DN3_SP8_c.t1
OG0011538	CARHR136730	CP4_g24557_DN3_SP6_c.t1
OG0011539	CARHR136700	CP4_g24560_DN3_SP0_c.t1
OG0011540	CARHR136670	CP4_g24563_DN3_SP8_c.t1
OG0011541	CARHR136660	CP4_g24567_DN3_SP8_c.t1
OG0011542	CARHR136600	CP4_g24572_DN3_SP8_c.t1
OG0011543	CARHR136520	CP4_g24580_DN3_SP0_c.t1
OG0011544	CARHR173980	CP13_g19756_DN3_SP7_c.t1
OG0011545	CARHR174000	CP13_g19757_DN3_SP0_c.t1
OG0011546	CARHR174030	CP13_g19758_DN3_SP8_c.t1
OG0011547	CARHR174040	CP13_g19759_DN2_SP0_c.t1
OG0011548	CARHR174300	CP13_g19783_DN3_SP0_c.t1
OG0011549	CARHR075790	CP10_g42174_DN3_SP0_c.t1
OG0011550	CARHR075890	CP10_g42184_DN3_SP0_c.t1
OG0011551	CARHR075900	CP10_g42185_DN3_SP8_c.t1
OG0011552	CARHR076020	CP10_g42196_DN2_SP8_c.t1
OG0011553	CARHR076120	CP10_g42209_DN3_SP0_c.t1
OG0011554	CARHR076230	CP10_g42224_DN3_SP8_c.t1
OG0011556	CARHR077150	CP1_g38729_DN2_SP0_c.t1, CP10_g42307_DN3_SP0_c.t1
OG0011557	CARHR077230	CP10_g42315_DN2_SP0_c.t1
OG0011558	CARHR077650	CP10_g42354_DN3_SP8_c.t1
OG0011559	CARHR077710	CP10_g42359_DN3_SP3_c.t1
OG0011560	CARHR077820	CP10_g42368_DN3_SP8_c.t1
OG0011561	CARHR077870	CP10_g42375_DN3_SP8_c.t1
OG0011562	CARHR078150	CP10_g42401_DN3_SP3_c.t1
OG0011563	CARHR078300	CP10_g42414_DN3_SP0_c.t1
OG0011564	CARHR078390	CP10_g42417_DN3_SP8_c.t1
OG0011565	CARHR078440	CP10_g42420_DN3_SP8_c.t1
OG0011566	CARHR078630	CP10_g42435_DN3_SP5_c.t1
OG0011567	CARHR078910	CP1_g38290_DN2_SP0_c.t1, CP10_g42455_DN3_SP3_c.t1
OG0011568	CARHR078940	CP10_g42458_DN3_SP8_c.t1
OG0011569	CARHR079070	CP10_g42469_DN3_SP7_c.t1
OG0011570	CARHR079490, CARHR079500	CP10_g42505_DN3_SP3_c.t1
OG0011571	CARHR079520	CP10_g42507_DN3_SP2_c.t1
OG0011572	CARHR079730	CP10_g42529_DN2_SP0_c.t1
OG0011573	CARHR080030	CP10_g42550_DN3_SP5_c.t1
OG0011575	CARHR080140	CP10_g42560_DN3_SP0_c.t1
OG0011576	CARHR062320	CP9_g28536_DN3_SP0_c.t1, CP9_g28544_DN2_SP0_c.t1
OG0011578	CARHR080590	CP10_g42611_DN3_SP2_c.t1
