Orthogroup	Cardamine_hirsuta	Noccaea_praecox
OG0008156	CARHR094550	Np007G3958100
OG0008157	CARHR094670	Np007G3960100
OG0008158	CARHR094890	Np007G3964200
OG0008159	CARHR094910	Np007G3964400
OG0008160	CARHR094980	Np007G3967200
OG0008161	CARHR245410	Np005G2687100, Np005G3203100
OG0008162	CARHR212530	Np005G3202700
OG0008163	CARHR095850	Np007G3991500
OG0008164	CARHR223560	Np005G3193800
OG0008166	CARHR133860	Np007G4242100
OG0008167	CARHR096770	Np007G3806400
OG0008168	CARHR096890	Np007G3808200
OG0008169	CARHR097020	Np007G3809600
OG0008170	CARHR097060	Np007G3810800
OG0008171	CARHR265850	Np003G1649500
OG0008172	CARHR265590	Np003G1652900
OG0008173	CARHR265650	Np003G1652200
OG0008174	CARHR262620	Np005G3158500
OG0008176	CARHR215780	Np005G3113800
OG0008177	CARHR284360	Np001G0181800
OG0008178	CARHR099670	Np007G3852500
OG0008179	CARHR099550	Np007G3850000
OG0008181	CARHR099260	Np007G3844800
OG0008182	CARHR099000	Np007G3840500
OG0008183	CARHR098890	Np005G3045700, Np007G3839100
OG0008184	CARHR098860	Np007G3838500
OG0008185	CARHR050050	Np007G3837800
OG0008186	CARHR098600	Np007G3835800
OG0008187	CARHR098380	Np007G3832800
OG0008188	CARHR098260	Np007G3830800
OG0008190	CARHR098040	Np007G3827200
OG0008191	CARHR098060	Np007G3827300
OG0008192	CARHR097960	Np002G0966400
OG0008193	CARHR144180, CARHR144170	Np001G0270200
OG0008194	CARHR097420	Np007G3815300
OG0008195	CARHR097390	Np007G3814700
OG0008196	CARHR097370	Np007G3814500
OG0008197	CARHR238150	Np005G2738000, Np005G2735500
OG0008198	CARHR238140	Np005G2738600
OG0008199	CARHR238110	Np005G2739100
OG0008200	CARHR238080	Np005G2740600
OG0008201	CARHR238020	Np005G2742100
OG0008202	CARHR237990	Np005G2742500
OG0008203	CARHR237930	Np005G2744300
OG0008204	CARHR237840	Np005G2745200
OG0008205	CARHR058440	Np002G0946900
OG0008206	CARHR057840	Np002G0968600
OG0008207	CARHR119180, CARHR057580	Np002G0973500
OG0008208	CARHR056150	Np002G1023300
OG0008209	CARHR054140	Np007G3924000
OG0008210	CARHR055580	Np007G3766000
OG0008211	CARHR055770	Np002G1055700
OG0008212	CARHR055820	Np002G1051300
OG0008213	CARHR055840	Np002G1057000
OG0008214	CARHR193950	Np003G1469100
OG0008215	CARHR194170	Np003G1466900
OG0008216	CARHR194440	Np003G1464100
OG0008217	CARHR194510	Np003G1463400
OG0008218	CARHR194630	Np003G1459600
OG0008219	CARHR194830	Np003G1457800
OG0008220	CARHR185120	Np001G0156600
OG0008221	CARHR180480	Np002G1000300, Np005G3107300
OG0008222	CARHR182850, CARHR182860	Np001G0170700
OG0008223	CARHR183600	Np001G0176300
OG0008224	CARHR162260	Np001G0546200
OG0008225	CARHR162150	Np001G0544700
OG0008226	CARHR162120	Np001G0543700
OG0008227	CARHR162020	Np001G0542700
OG0008228	CARHR161870	Np001G0540800
OG0008229	CARHR161560	Np001G0538200
OG0008230	CARHR161380	Np001G0536000
OG0008231	CARHR161360	Np001G0535600
OG0008232	CARHR161260	Np001G0534800
OG0008233	CARHR161100	Np001G0533200
OG0008234	CARHR160750	Np001G0528900
OG0008235	CARHR000190	Np004G2598800
OG0008236	CARHR001330	Np004G2585400
OG0008237	CARHR001760	Np004G2579800
OG0008238	CARHR001770	Np004G2579700
OG0008239	CARHR001880	Np004G2578600
OG0008240	CARHR002200	Np004G2575700
OG0008241	CARHR002320	Np004G2574300
OG0008242	CARHR002460	Np004G2572900
OG0008243	CARHR002510	Np004G2572100
OG0008244	CARHR002570	Np004G2571400
OG0008245	CARHR005920, CARHR002620	Np004G2571100
OG0008246	CARHR002720	Np004G2570700
OG0008247	CARHR002910	Np004G2568500
OG0008248	CARHR002930	Np004G2568300
OG0008249	CARHR002940	Np004G2568200
OG0008250	CARHR003070	Np004G2566700
OG0008251	CARHR003150	Np004G2565600
OG0008252	CARHR003320	Np004G2563700
OG0008253	CARHR003360	Np004G2563200
OG0008254	CARHR003520	Np004G2561000
OG0008255	CARHR231670	Np005G2826100
OG0008256	CARHR003770	Np004G2558800
OG0008257	CARHR003900	Np004G2557300
OG0008258	CARHR003910	Np004G2557200
OG0008259	CARHR004270	Np004G2553200
OG0008260	CARHR004450	Np004G2550800
OG0008261	CARHR004770	Np004G2547500
OG0008262	CARHR004850	Np004G2546000
OG0008263	CARHR004880	Np004G2545700
OG0008264	CARHR004920, CARHR054160, CARHR054150	Np004G2545200
OG0008265	CARHR004960	Np004G2544700
OG0008266	CARHR005270	Np004G2541400, Np004G2572600, Np004G2541000, Np004G2541300, Np004G2572700
OG0008267	CARHR005310	Np004G2539700
OG0008268	CARHR005390	Np004G2538900
OG0008269	CARHR005400	Np004G2538800
OG0008270	CARHR005510	Np004G2537500
OG0008271	CARHR005590	Np004G2536900
OG0008272	CARHR005740	Np004G2535600
OG0008273	CARHR006020	Np004G2533400
OG0008274	CARHR006080	Np004G2532700
OG0008275	CARHR006470	Np004G2529500
OG0008276	CARHR006490	Np005G3139000, Np004G2529300
OG0008277	CARHR006740	Np004G2525900
OG0008278	CARHR006920	Np004G2523700
OG0008279	CARHR006940	Np004G2523500
OG0008280	CARHR007010	Np004G2522800
OG0008281	CARHR007040	Np004G2522500
OG0008282	CARHR007450	Np004G2518300
OG0008283	CARHR007970, CARHR007960	Np004G2512100
OG0008284	CARHR008070, CARHR008060	Np004G2511100, Np004G2332200
OG0008285	CARHR008440	Np004G2507600
OG0008286	CARHR008460	Np004G2507400
OG0008287	CARHR008510, CARHR008500	Np004G2506800
OG0008288	CARHR008710	Np004G2504600
OG0008289	CARHR008900	Np004G2502300
OG0008290	CARHR009000	Np004G2501100
OG0008291	CARHR009240	Np004G2498800
OG0008292	CARHR265560	Np005G3098900, Np005G3098700
OG0008293	CARHR009630	Np004G2494600
OG0008294	CARHR009760	Np004G2492900
OG0008295	CARHR009970	Np004G2491000
OG0008296	CARHR010100	Np004G2489200
OG0008297	CARHR010130	Np004G2488900
OG0008298	CARHR010150, CARHR010040	Np004G2488600
OG0008299	CARHR010230	Np004G2487600
OG0008300	CARHR010270	Np004G2487100
OG0008301	CARHR010300	Np004G2486800
OG0008302	CARHR010380	Np004G2486200
OG0008303	CARHR010550	Np004G2484100
OG0008304	CARHR010780	Np004G2481100
OG0008305	CARHR233460	Np005G2799400
OG0008306	CARHR034020, CARHR011250	Np004G2475700
OG0008307	CARHR011340	Np004G2474600
OG0008308	CARHR011710	Np004G2469500
OG0008309	CARHR011720	Np004G2469300
OG0008310	CARHR011780	Np004G2468700
OG0008311	CARHR050140	Np002G1193700
OG0008312	CARHR012170	Np004G2462600
OG0008313	CARHR012190	Np004G2462300
OG0008314	CARHR012290	Np004G2460500
OG0008315	CARHR012710	Np004G2454400
OG0008316	CARHR012740	Np004G2454100
OG0008317	CARHR012790	Np004G2453100
OG0008318	CARHR012820	Np004G2452700
OG0008319	CARHR012970	Np004G2450500, Np004G2449600
OG0008320	CARHR013330	Np004G2445100
OG0008321	CARHR013370	Np004G2444700
OG0008322	CARHR013380	Np004G2444600
OG0008323	CARHR013570	Np004G2441500
OG0008324	CARHR013710	Np004G2437700, Np004G2439600, Np004G2438400
OG0008325	CARHR013930	Np004G2433900
OG0008326	CARHR014370	Np004G2428400
OG0008327	CARHR014340	Np004G2428700
OG0008328	CARHR014580	Np004G2426300
OG0008329	CARHR014760	Np004G2424000
OG0008330	CARHR014860	Np004G2422900
OG0008331	CARHR014870	Np004G2422800
OG0008332	CARHR015030	Np004G2421200
OG0008333	CARHR015100	Np004G2420400
OG0008334	CARHR015160, CARHR015150	Np004G2418700
OG0008335	CARHR015270	Np004G2417400
OG0008336	CARHR100360	Np001G0591400, Np001G0591200
OG0008337	CARHR015320	Np004G2416800
OG0008338	CARHR015800	Np004G2411100
OG0008339	CARHR015430	Np004G2415500
OG0008340	CARHR144030	Np004G2414500
OG0008341	CARHR015540	Np004G2414100
OG0008342	CARHR015560	Np004G2413900
OG0008343	CARHR015630	Np004G2412800
OG0008344	CARHR015930	Np004G2409400
OG0008345	CARHR015940	Np004G2409300
OG0008346	CARHR016320	Np004G2404900
OG0008347	CARHR016740	Np004G2400200
OG0008348	CARHR017200	Np004G2394600
OG0008349	CARHR017310	Np004G2393700
OG0008350	CARHR056500	Np002G0916500
OG0008352	CARHR018790	Np004G2376800
OG0008353	CARHR018850	Np004G2376000
OG0008354	CARHR018890	Np004G2375800
OG0008355	CARHR018970	Np004G2375300
OG0008356	CARHR018990	Np004G2375100
OG0008357	CARHR019240	Np004G2371300
OG0008358	CARHR019280	Np004G2371000
OG0008359	CARHR019290	Np004G2370700
OG0008360	CARHR019510	Np004G2368100
OG0008361	CARHR019610	Np004G2366900
OG0008362	CARHR019620	Np004G2366800
OG0008363	CARHR019660	Np004G2366400
OG0008364	CARHR019890	Np004G2363600
OG0008365	CARHR020330	Np004G2357000
OG0008366	CARHR020360	Np004G2356500
OG0008367	CARHR020370	Np004G2356300
OG0008368	CARHR020420	Np004G2355700
OG0008369	CARHR020600	Np004G2353900
OG0008370	CARHR020790	Np004G2352100
OG0008371	CARHR020860	Np004G2351000
OG0008372	CARHR021120	Np004G2348400
OG0008373	CARHR021200	Np004G2347400
OG0008374	CARHR021270	Np004G2346100
OG0008375	CARHR021510	Np004G2343100
OG0008376	CARHR021730	Np004G2341200
OG0008377	CARHR021830	Np004G2339800
OG0008378	CARHR021860	Np004G2339200
OG0008379	CARHR021940	Np004G2337900
OG0008380	CARHR021950	Np004G2337800
OG0008381	CARHR022010	Np004G2336300
OG0008382	CARHR022060	Np004G2335300
OG0008383	CARHR022250	Np004G2332800
OG0008384	CARHR022430	Np004G2327400
OG0008385	CARHR022700	Np004G2324700
OG0008386	CARHR023420	Np004G2310600
OG0008387	CARHR255410	Np003G1801800
OG0008388	CARHR023540	Np004G2308700, Np004G2309400
OG0008389	CARHR290940	Np002G0834000
OG0008390	CARHR291160	Np002G0836000
OG0008391	CARHR064640	Np002G0837600
OG0008392	CARHR064610	Np002G0838100
OG0008393	CARHR064500	Np002G0839200
OG0008394	CARHR064470	Np002G0839500
OG0008395	CARHR064320	Np002G0841600
OG0008396	CARHR064300	Np002G0841800, Np002G0841900
OG0008397	CARHR064190	Np002G0843600
OG0008398	CARHR064060	Np002G0845800
OG0008399	CARHR063620	Np002G0853700
OG0008400	CARHR063530	Np002G0854400
OG0008401	CARHR063250	Np002G0857000
OG0008402	CARHR063240	Np002G0857300
OG0008403	CARHR231530	Np005G2827900
OG0008404	CARHR032330	Np004G2058500
OG0008405	CARHR054100, CARHR054090, CARHR032640	Np004G2061800
OG0008406	CARHR046870	Np002G1237100
OG0008407	CARHR048140	Np002G1222600
OG0008408	CARHR048150	Np002G1222500
OG0008409	CARHR048160	Np002G1222300
OG0008410	CARHR048380	Np002G1215500
OG0008411	CARHR048650	Np002G1213100
OG0008412	CARHR027030	Np004G2102400
OG0008413	CARHR049530	Np002G1199400
OG0008414	CARHR027900	Np004G2113600
OG0008415	CARHR050580, CARHR050590	Np002G1187100
OG0008416	CARHR050620	Np002G1186700
OG0008417	CARHR050660	Np002G1186400
OG0008418	CARHR051520	Np002G1176000
OG0008420	CARHR052630	Np002G1159700, Np002G1159600
OG0008421	CARHR053050	Np002G1152700
OG0008422	CARHR283800	Np002G1142600
OG0008423	CARHR283830	Np002G1142200
OG0008424	CARHR053640	Np002G1133500
OG0008425	CARHR054180	Np002G1127500
OG0008426	CARHR054490	Np002G1125300
OG0008427	CARHR026260, CARHR026250	Np004G2094200
OG0008428	CARHR046570	Np002G1241900
OG0008429	CARHR046540	Np002G1242900
OG0008430	CARHR046440	Np002G1244100
OG0008431	CARHR046330	Np002G1246500
OG0008432	CARHR046190	Np002G1248200
OG0008433	CARHR175320, CARHR175220	Np001G0352900, Np001G0346700
OG0008434	CARHR175020	Np001G0349800, Np001G0349700
OG0008435	CARHR174590	Np001G0340400
OG0008436	CARHR174520	Np001G0338000
OG0008437	CARHR173610	Np001G0326000
OG0008438	CARHR173580	Np001G0326400
OG0008439	CARHR178570	Np001G0395900
OG0008440	CARHR178590	Np001G0396100
OG0008441	CARHR178780	Np001G0399200
OG0008443	CARHR227820	Np003G1847700
OG0008444	CARHR252400	Np003G1846900
OG0008445	CARHR252520	Np003G1841000
OG0008446	CARHR252590	Np003G1839200
OG0008447	CARHR237790	Np005G2745800
OG0008448	CARHR222550	Np005G3009600
OG0008449	CARHR222560	Np005G3009200, Np005G3009500
OG0008450	CARHR037730	Np004G1999900
OG0008451	CARHR037770	Np004G1998800
OG0008452	CARHR037940	Np004G1996700
OG0008453	CARHR038670	Np004G1990700
OG0008454	CARHR038850	Np004G1989300, Np002G0809200
OG0008455	CARHR039240	Np004G1984500
OG0008456	CARHR068260	Np002G0786500
OG0008457	CARHR247210	Np005G2616800
OG0008458	CARHR247000	Np005G2619000
OG0008459	CARHR246830	Np005G2620900
OG0008460	CARHR246700	Np005G2622700
OG0008461	CARHR246540	Np005G2624600
OG0008462	CARHR246360	Np005G2626900
OG0008463	CARHR246260	Np005G2698900
OG0008464	CARHR246220	Np005G2698300
OG0008465	CARHR246130	Np005G2697200
OG0008467	CARHR246060	Np005G2696500
OG0008468	CARHR245680	Np005G2691300
OG0008469	CARHR245660	Np005G2691000
OG0008470	CARHR245510	Np005G2688500
OG0008471	CARHR245380	Np005G2686900
OG0008472	CARHR245240	Np005G2685900
OG0008473	CARHR245120	Np005G2684700
OG0008474	CARHR244960	Np005G2682800
OG0008475	CARHR244830	Np005G2681800
OG0008476	CARHR244660	Np005G2679500
OG0008477	CARHR244340	Np005G2675200
OG0008478	CARHR244060	Np005G2672000
OG0008479	CARHR243820	Np005G2665300
OG0008480	CARHR243600	Np005G2661400
OG0008481	CARHR243650	Np007G3980400, Np005G2662400
OG0008482	CARHR243660	Np005G2663100
OG0008483	CARHR243250	Np005G2656400
OG0008484	CARHR243140	Np005G2654800
OG0008485	CARHR242820, CARHR153010	Np005G2649600
OG0008486	CARHR242840	Np005G2649100
OG0008487	CARHR242300	Np005G2647900, Np005G2648200
OG0008488	CARHR242560	Np005G2645100
OG0008489	CARHR242690	Np005G2644100
OG0008490	CARHR240150, CARHR115030	Np005G2705700
OG0008491	CARHR240160	Np005G2705600
OG0008492	CARHR240170	Np005G2705500
OG0008493	CARHR240190	Np005G2705300
OG0008494	CARHR240510	Np005G2701300
OG0008495	CARHR240660	Np005G2699400
OG0008496	CARHR240990	Np005G2631100
OG0008497	CARHR241130	Np005G2632300
OG0008498	CARHR241190	Np005G2633000
OG0008499	CARHR241260	Np005G2633500
OG0008501	CARHR241870	Np005G2640000
OG0008502	CARHR242120	Np005G2642100
OG0008503	CARHR242170	Np005G2642600
OG0008504	CARHR242190	Np005G2642800
OG0008505	CARHR240110	Np005G2706100
OG0008506	CARHR240090	Np005G2707800
OG0008507	CARHR239810	Np005G2712100
OG0008508	CARHR239380	Np005G2717100, Np005G2737700, Np005G2736800
OG0008509	CARHR239290	Np005G2718100
OG0008510	CARHR239280	Np005G2718200
OG0008511	CARHR239160	Np005G2721700
OG0008512	CARHR239050	Np005G2723100
OG0008513	CARHR117930	Np006G3662300, Np006G3661500
OG0008514	CARHR099860	Np007G3856200
OG0008515	CARHR100030	Np007G3859200
OG0008516	CARHR100080	Np007G3860400
OG0008517	CARHR100090	Np007G3860500
OG0008518	CARHR100330	Np007G3863300
OG0008519	CARHR065570	Np002G0821200
OG0008520	CARHR065470	Np002G0822600
OG0008521	CARHR065450	Np002G0824000
OG0008522	CARHR065290	Np002G0825500
OG0008523	CARHR065200	Np002G0826300
OG0008524	CARHR065110	Np002G0827100
OG0008525	CARHR065100	Np002G0827200
OG0008526	CARHR065050	Np002G0827900
OG0008528	CARHR065010	Np002G0828300
OG0008529	CARHR023660	Np004G2306600
OG0008530	CARHR023780	Np004G2304500
OG0008531	CARHR023870	Np004G2302000
OG0008532	CARHR024630	Np004G2285400
OG0008533	CARHR024810	Np004G2279400
OG0008534	CARHR025410	Np004G2258900
OG0008536	CARHR026860	Np004G2101400
OG0008537	CARHR231880	Np005G2822300
OG0008538	CARHR249540	Np003G1870900
OG0008539	CARHR257570	Np003G1721100
OG0008540	CARHR250000	Np003G1876900
OG0008541	CARHR250070	Np003G1877600
OG0008542	CARHR250110	Np003G1878200
OG0008543	CARHR250270	Np003G1880700
OG0008544	CARHR249360	Np004G2587600
OG0008545	CARHR249270	Np003G1884100
OG0008546	CARHR249260	Np003G1884300
OG0008547	CARHR249000	Np003G1888800
OG0008548	CARHR248890	Np003G1891000
OG0008549	CARHR248740	Np003G1891900
OG0008550	CARHR248550	Np003G1893100
OG0008552	CARHR111890	Np006G3712200
OG0008553	CARHR026600	Np004G2097600
OG0008554	CARHR026100	Np004G2092500
OG0008555	CARHR025920	Np004G2090600
OG0008556	CARHR025860	Np004G2089800
OG0008557	CARHR025850	Np004G2089600
OG0008558	CARHR234050	Np005G2791900
OG0008559	CARHR234540	Np005G2786500
OG0008560	CARHR235090	Np005G2780300
OG0008561	CARHR235080	Np005G2780400
OG0008562	CARHR235150	Np005G2779600
OG0008563	CARHR235300	Np005G2775100
OG0008564	CARHR235350, CARHR168750	Np005G2774600
OG0008565	CARHR235630	Np005G2770700
OG0008567	CARHR235720	Np005G2769500
OG0008568	CARHR235740	Np005G2769300
OG0008569	CARHR235750	Np005G2769100
OG0008570	CARHR235780	Np005G2768700
OG0008571	CARHR236040	Np005G2765900
OG0008572	CARHR005900, CARHR005960	Np003G1800300
OG0008573	CARHR011260	Np004G2475600
OG0008574	CARHR015380, CARHR284510	Np004G2416300
OG0008575	CARHR024310	Np004G2294400
OG0008576	CARHR025350	Np004G2260000
OG0008577	CARHR026020	Np004G2091600
OG0008580	CARHR248630	Np004G1924800
OG0008581	CARHR035820	Np004G2028300
OG0008582	CARHR035900	Np004G2026300, Np004G1991100, Np004G2058800
OG0008583	CARHR089290	Np007G4054700
OG0008583	CARHR043920	Np004G1927600, Np004G1926400
OG0008584	CARHR047670	Np002G1228600
OG0008585	CARHR052710, CARHR052720	Np002G1157900
OG0008586	CARHR060940	Np002G0896800
OG0008587	CARHR061870	Np002G0876700
OG0008590	CARHR080000, CARHR079990, CARHR182590	Np007G4185900
OG0008593	CARHR104760	Np007G3733000
OG0008596	CARHR112830	Np006G3702200
OG0008597	CARHR113160, CARHR113100	Np006G3694100
OG0008598	CARHR114040	Np001G0366100, Np006G3684300
OG0008599	CARHR114070	Np006G3683600
OG0008600	CARHR292980	Np006G3674600
OG0008601	CARHR118140	Np006G3663300
OG0008602	CARHR117840	Np006G3660200
OG0008603	CARHR115560	Np006G3635600, Np006G3635900, Np006G3635100
OG0008604	CARHR124290	Np006G3469300, Np006G3539400
OG0008605	CARHR128290	Np006G3427000
OG0008607	CARHR148230	Np001G0216300
OG0008609	CARHR153060	Np001G0187300
OG0008611	CARHR199260	Np003G1409800
OG0008612	CARHR196210	Np003G1441500
OG0008613	CARHR189440	Np001G0113300
OG0008615	CARHR254410	Np003G1815400, Np003G1815300
OG0008616	CARHR240810	Np005G2629100
OG0008617	CARHR234000	Np005G2792400
OG0008618	CARHR231620	Np005G2826800
OG0008619	CARHR231590	Np005G2827200
OG0008620	CARHR226890	Np001G0390500
OG0008622	CARHR180750	Np001G0417400
OG0008623	CARHR183590	Np001G0176200
OG0008624	CARHR184190	Np001G0180100
OG0008625	CARHR183430	Np001G0174400
OG0008626	CARHR284640	Np006G3512700, Np002G0971000, Np001G0169800
OG0008627	CARHR182620	Np001G0167200
OG0008628	CARHR257710	Np003G1724900
OG0008629	CARHR266520	Np003G1639200
OG0008630	CARHR266720	Np003G1635400
OG0008631	CARHR204510	Np003G1348700
OG0008649	CARHR238310	Np005G2733400
OG0008650	CARHR238340	Np005G2732800
OG0008651	CARHR230110	Np005G2844100
OG0008652	CARHR230080	Np005G2844300
OG0008653	CARHR155170	Np001G0463900
OG0008654	CARHR154920	Np001G0465300
OG0008655	CARHR157390	Np001G0491800
OG0008656	CARHR157350	Np001G0491400
OG0008657	CARHR010560	Np004G2483700
OG0008658	CARHR157240	Np001G0487800
OG0008659	CARHR156720	Np001G0479500
OG0008660	CARHR156870	Np001G0480900
OG0008661	CARHR156910, CARHR162400	Np001G0481600
OG0008662	CARHR143610	Np001G0328500
OG0008663	CARHR144380	Np001G0265800
OG0008664	CARHR149540, CARHR261510	Np005G3177500
OG0008665	CARHR194950	Np003G1456000
OG0008666	CARHR195310	Np003G1452500
OG0008667	CARHR195320	Np003G1452400
OG0008668	CARHR195500	Np003G1450400
OG0008669	CARHR088160	Np007G4074800
OG0008670	CARHR195920	Np003G1444900
OG0008671	CARHR196400	Np003G1439300
OG0008672	CARHR196430	Np003G1439200
OG0008673	CARHR196480	Np003G1438600
OG0008674	CARHR196510	Np003G1438200
OG0008675	CARHR196530	Np003G1438000
OG0008676	CARHR196580	Np003G1437500
OG0008677	CARHR196740	Np003G1435800
OG0008678	CARHR196990	Np003G1434000
OG0008679	CARHR139750	Np006G3255600
OG0008681	CARHR197150	Np003G1431800
OG0008682	CARHR197190	Np003G1431400
OG0008683	CARHR197350	Np003G1429600
OG0008684	CARHR197520	Np003G1427400
OG0008685	CARHR197540	Np003G1427200
OG0008686	CARHR197550	Np003G1427100
OG0008687	CARHR103800	Np007G3897200
OG0008688	CARHR197680	Np003G1425700
OG0008689	CARHR197720	Np003G1425400
OG0008690	CARHR197980, CARHR032660, CARHR032730	Np003G1422800
OG0008691	CARHR198040	Np003G1422000
OG0008692	CARHR126800	Np006G3574400
OG0008693	CARHR198260	Np003G1419300
OG0008694	CARHR004260	Np003G1627400, Np007G4203100
OG0008695	CARHR090520	Np007G4036700
OG0008696	CARHR199080	Np003G1411500
OG0008697	CARHR199150	Np003G1410700
OG0008698	CARHR199510	Np003G1408000
OG0008699	CARHR199560	Np003G1407400
OG0008700	CARHR268810	Np003G1596300
OG0008701	CARHR199770	Np003G1405100
OG0008702	CARHR199880	Np003G1403800
OG0008703	CARHR200100	Np003G1400900
OG0008704	CARHR200160	Np003G1400200
OG0008705	CARHR200320	Np003G1398300
OG0008706	CARHR200330	Np003G1398200
OG0008707	CARHR200370	Np003G1397800
OG0008708	CARHR200400	Np003G1397400
OG0008709	CARHR200410	Np003G1397300
OG0008711	CARHR200670	Np003G1393000
OG0008712	CARHR200780	Np003G1391900
OG0008713	CARHR200790	Np003G1391700
OG0008714	CARHR200840	Np003G1391200
OG0008715	CARHR200930	Np003G1390400
OG0008716	CARHR201150	Np003G1387500, Np003G1388100
OG0008717	CARHR201170	Np003G1386900
OG0008718	CARHR201250	Np003G1386100
OG0008719	CARHR201260	Np003G1386000
OG0008720	CARHR201310	Np003G1385500
OG0008721	CARHR201660	Np003G1382100
OG0008722	CARHR201950	Np003G1379000
OG0008723	CARHR268480	Np003G1605600
OG0008724	CARHR202170	Np003G1377100
OG0008725	CARHR202290	Np003G1374300
OG0008726	CARHR202300	Np003G1374200
OG0008727	CARHR202590	Np003G1370900
OG0008728	CARHR202660	Np003G1370100
OG0008729	CARHR202810	Np003G1368200
OG0008730	CARHR203140	Np003G1364500
OG0008731	CARHR203280	Np003G1362900
OG0008732	CARHR203460	Np003G1361500
OG0008733	CARHR203710	Np003G1359400
OG0008734	CARHR204060	Np003G1354500
OG0008735	CARHR204090	Np003G1354200
OG0008736	CARHR204200	Np003G1353200, Np001G0052900
OG0008737	CARHR204380	Np003G1350800
OG0008738	CARHR204410	Np003G1350000
OG0008739	CARHR151710	Np001G0196100
OG0008740	CARHR258140	Np003G1729600
OG0008742	CARHR204930	Np003G1344200
OG0008743	CARHR205120	Np003G1342300
OG0008744	CARHR205240	Np003G1341000
OG0008745	CARHR205280	Np003G1340600
OG0008746	CARHR205360	Np003G1338400
OG0008747	CARHR205570	Np003G1335500
OG0008748	CARHR251180	Np003G1860100
OG0008749	CARHR251200	Np003G1859900
OG0008750	CARHR251540	Np003G1856400
OG0008751	CARHR251550	Np003G1856200
OG0008752	CARHR251730	Np003G1853900
OG0008753	CARHR232490	Np005G2812100, Np004G2253700
OG0008754	CARHR257170	Np005G2812400
OG0008755	CARHR232310	Np005G2815000
OG0008756	CARHR232300	Np005G2815100
OG0008757	CARHR249440	Np003G1882600
OG0008758	CARHR118570	Np006G3622300
OG0008759	CARHR118720	Np006G3621200, Np007G3961100
OG0008760	CARHR118980	Np006G3618500
OG0008761	CARHR119070	Np006G3617300
OG0008762	CARHR119730	Np006G3611300
OG0008763	CARHR119830	Np006G3610400
OG0008764	CARHR119940	Np006G3609100
OG0008765	CARHR119950	Np006G3609000
OG0008766	CARHR121470	Np006G3580200
OG0008768	CARHR120440	Np006G3581400
OG0008769	CARHR120490	Np005G3168900, Np006G3582800, Np005G3169500
OG0008770	CARHR120510	Np005G3169200, Np006G3583800
OG0008771	CARHR120570	Np006G3584700, Np003G1321700
OG0008772	CARHR120690	Np006G3586300
OG0008773	CARHR120830	Np006G3704400, Np006G3697200
OG0008774	CARHR120880	Np006G3588500
OG0008775	CARHR120960	Np006G3588700
OG0008776	CARHR121330	Np006G3591900
OG0008777	CARHR121380	Np006G3593000
OG0008778	CARHR121620	Np006G3595800
OG0008779	CARHR121740	Np006G3596200
OG0008780	CARHR121900	Np006G3598700
OG0008781	CARHR121930	Np006G3599000
OG0008782	CARHR121940	Np006G3599100
OG0008784	CARHR122030	Np006G3599900
OG0008786	CARHR122290	Np006G3601500
OG0008787	CARHR122680	Np006G3605900
OG0008788	CARHR122690	Np006G3424200
OG0008789	CARHR123260	Np006G3520200
OG0008790	CARHR123370	Np006G3517000
OG0008791	CARHR123410	Np006G3514300
OG0008792	CARHR123450	Np006G3523900
OG0008793	CARHR123600	Np006G3526300
OG0008794	CARHR123730	Np006G3530800, Np006G3477400
OG0008795	CARHR123970	Np006G3534200, Np006G3473100
OG0008796	CARHR123980	Np006G3534300, Np006G3472900
OG0008797	CARHR124210	Np006G3470400, Np006G3537600, Np001G0497000
OG0008798	CARHR124590	Np006G3545000, Np006G3485700
OG0008799	CARHR124690	Np006G3546400, Np006G3483000
OG0008800	CARHR124700	Np006G3546500, Np006G3482900
OG0008801	CARHR124790	Np006G3481800, Np006G3547600
OG0008802	CARHR124850	Np006G3548400
OG0008803	CARHR124870	Np006G3549300
OG0008804	CARHR124990	Np006G3550900
OG0008805	CARHR125040	Np006G3551600
OG0008806	CARHR125440	Np006G3555500
OG0008807	CARHR125510	Np006G3556000
OG0008809	CARHR125900	Np006G3561000
OG0008810	CARHR126340	Np006G3569500
OG0008811	CARHR126130	Np006G3565800
OG0008812	CARHR218470	Np005G3079500
OG0008814	CARHR126750	Np006G3573600
OG0008815	CARHR127160	Np006G3577500
OG0008816	CARHR127260	Np006G3578900
OG0008818	CARHR127320	Np008G4280300, Np006G3498100
OG0008820	CARHR127400	Np001G0641600
OG0008821	CARHR180420	Np001G0414600
OG0008822	CARHR180090	Np001G0412000
OG0008823	CARHR006300	Np007G3776800
OG0008824	CARHR179730	Np001G0408500
OG0008825	CARHR179590	Np001G0407300
OG0008826	CARHR179560, CARHR216610	Np001G0407000
OG0008827	CARHR231890	Np005G2822200
OG0008828	CARHR178950	Np001G0400800
OG0008829	CARHR251860, CARHR100500, CARHR004110	Np003G1851900
OG0008830	CARHR232560	Np005G2811400
OG0008831	CARHR232590	Np005G2811200
OG0008832	CARHR232750	Np005G2808900
OG0008833	CARHR037420	Np004G2003100
OG0008834	CARHR037350	Np004G2003200
OG0008835	CARHR037300	Np004G2004700, Np005G3086000
OG0008836	CARHR037240, CARHR037230	Np004G2006200
OG0008838	CARHR037030	Np004G2008000
OG0008839	CARHR036270	Np004G2019100
