Orthogroup	Cardamine_hirsuta	Arabidopsis_lyrata_Rawat
OG0008052	CARHR078220	AL3G14000
OG0008054	CARHR079040	AL3G14950
OG0008055	CARHR079220	AL3G15250
OG0008056	CARHR079410	AL3G15470
OG0008057	CARHR079460	AL3G15520
OG0008058	CARHR079670	AL3G15770
OG0008059	CARHR079720	AL3G15930
OG0008060	CARHR079850	AL3G16070
OG0008061	CARHR079910	AL3G16120
OG0008062	CARHR080420	AL3G16720
OG0008063	CARHR080470	AL3G16770
OG0008064	CARHR080520	AL3G16840
OG0008065	CARHR080640	AL3G16980
OG0008066	CARHR082090	AL8G21450, AL3G18750
OG0008067	CARHR081140	AL3G17650
OG0008068	CARHR081150	AL3G17660
OG0008069	CARHR081260	AL3G17770
OG0008070	CARHR081400	AL3G17900, AL504U10010
OG0008071	CARHR082470	AL3G19120
OG0008072	CARHR082910	AL3G19590
OG0008074	CARHR083340	AL3G20020
OG0008075	CARHR083520	AL3G20290
OG0008076	CARHR083430	AL3G20130, AL3G20140
OG0008077	CARHR083470	AL3G20170
OG0008078	CARHR083570	AL3G20340
OG0008079	CARHR083910	AL3G20700
OG0008080	CARHR083970	AL3G20730
OG0008081	CARHR084170	AL3G20970
OG0008082	CARHR084520	AL3G21330
OG0008083	CARHR084600	AL3G21460
OG0008084	CARHR084860	AL3G21710
OG0008085	CARHR226340	AL7G34590
OG0008086	CARHR085050	AL3G21930
OG0008087	CARHR085330	AL3G22260
OG0008088	CARHR085340	AL3G22270
OG0008089	CARHR085470	AL3G22400
OG0008090	CARHR085570	AL3G22540
OG0008091	CARHR085770	AL3G22730
OG0008092	CARHR085840	AL3G22800
OG0008093	CARHR086030	AL3G23020
OG0008095	CARHR086090	AL3G23090
OG0008096	CARHR086240	AL3G23250
OG0008097	CARHR086250	AL3G23260
OG0008098	CARHR086350	AL3G23370
OG0008099	CARHR086370	AL3G23380
OG0008100	CARHR086490	nbis-gene-694
OG0008101	CARHR086500	AL3G23550
OG0008102	CARHR086630	AL3G23670
OG0008103	CARHR086820	AL3G23930
OG0008104	CARHR086860	AL3G23970
OG0008105	CARHR086980	AL3G24110
OG0008106	CARHR087130	AL3G24290
OG0008107	CARHR087150	AL3G24310
OG0008108	CARHR087160	AL7G43500, AL3G24320
OG0008109	CARHR087210	AL3G24370
OG0008110	CARHR087500	AL3G24660
OG0008111	CARHR087610	AL3G24760
OG0008112	CARHR087780	AL3G24940
OG0008113	CARHR045420	nbis-gene-308
OG0008114	CARHR088090	AL3G25340
OG0008115	CARHR088630	AL3G26010
OG0008116	CARHR088690	AL3G26060
OG0008117	CARHR088780	AL3G26160
OG0008118	CARHR088840	AL3G25980
OG0008119	CARHR088970	AL3G26340
OG0008120	CARHR089150	AL3G26520
OG0008122	CARHR089380	AL3G26770
OG0008123	CARHR089750	AL3G27120
OG0008124	CARHR089830	AL3G27210
OG0008125	CARHR090050	AL3G27440
OG0008126	CARHR090060	AL3G27450
OG0008127	CARHR090550	AL3G28070
OG0008128	CARHR090750	AL3G28320
OG0008129	CARHR090770	AL3G28340
OG0008130	CARHR090850	AL3G28420
OG0008131	CARHR090900	AL3G28470
OG0008132	CARHR091220	AL3G28710
OG0008133	CARHR091360	AL3G28870
OG0008134	CARHR091510	AL3G29050
OG0008135	CARHR091660	AL3G29270
OG0008135	CARHR091650	AL3G29260
OG0008136	CARHR091720	AL3G29330
OG0008137	CARHR091990	AL3G29660
OG0008138	CARHR092310	AL3G30040
OG0008139	CARHR092600	AL3G30350
OG0008140	CARHR092690	AL3G30430
OG0008141	CARHR092780	AL3G30540
OG0008142	CARHR092790	AL3G30550
OG0008143	CARHR093140	AL3G30950
OG0008144	CARHR093150	AL3G30960
OG0008146	CARHR093280	AL3G31120
OG0008147	CARHR094240	AL3G31250
OG0008148	CARHR044240	AL1G62640
OG0008149	CARHR093700	AL3G31630
OG0008150	CARHR093940	AL3G31890
OG0008151	CARHR094060	AL3G32000, AL3G32020
OG0008152	CARHR240440, CARHR053370	AL7G19290
OG0008153	CARHR094150	AL3G32110
OG0008154	CARHR094250	AL3G32220
OG0008155	CARHR094300	AL3G32240
OG0008156	CARHR094550	AL3G32520
OG0008157	CARHR094670	AL3G32670
OG0008158	CARHR094890	AL3G32870
OG0008159	CARHR094910	AL3G32890
OG0008160	CARHR094980	AL3G32970
OG0008161	CARHR245410	AL7G13890
OG0008162	CARHR212530	AL7G47130
OG0008163	CARHR095850	AL3G33940
OG0008164	CARHR223560	AL7G37720
OG0008165	CARHR096220, CARHR096210	AL3G34190
OG0008166	CARHR133860	AL7G17320
OG0008167	CARHR096770	AL3G34850
OG0008168	CARHR096890	AL249U10010, AL3G35010
OG0008169	CARHR097020	AL3G35110
OG0008170	CARHR097060	AL3G35190
OG0008171	CARHR265850	AL8G27360
OG0008172	CARHR265590	AL8G27070
OG0008173	CARHR265650	AL8G27130
OG0008174	CARHR262620	AL7G50640
OG0008175	CARHR263670	AL7G51550
OG0008176	CARHR215780	AL7G45910
OG0008177	CARHR284360	AL8G19900
OG0008178	CARHR099670	AL3G38560
OG0008179	CARHR099550	AL3G38300
OG0008181	CARHR099260	AL3G37940
OG0008182	CARHR099000	AL3G37540
OG0008183	CARHR098890	AL3G37340
OG0008184	CARHR098860	AL3G37260
OG0008185	CARHR050050	AL3G37220
OG0008186	CARHR098600	AL3G37060
OG0008187	CARHR098380	AL3G36790
OG0008188	CARHR098260	AL3G36650
OG0008190	CARHR098040	AL3G36350
OG0008191	CARHR098060	AL3G36380
OG0008192	CARHR097960	AL3G36300
OG0008193	CARHR144180	AL5G10710
OG0008194	CARHR097420	AL662U10020, AL3G35570
OG0008195	CARHR097390	AL3G35500
OG0008196	CARHR097370	AL3G35480
OG0008197	CARHR238150	AL7G21910
OG0008198	CARHR238140	AL7G21920
OG0008199	CARHR238110	AL7G21950
OG0008200	CARHR238080	AL7G22010
OG0008201	CARHR238020	AL7G22090
OG0008202	CARHR237990	AL7G22120
OG0008203	CARHR237930	AL7G22230
OG0008205	CARHR058440	AL2G22970
OG0008207	CARHR119180, CARHR057580	AL2G22850
OG0008208	CARHR056150	AL2G19160
OG0008209	CARHR054140	AL2G17900
OG0008210	CARHR055580	AL1G64870
OG0008211	CARHR055770	AL4G28430
OG0008212	CARHR055820	AL1G65120, nbis-gene-1946
OG0008213	CARHR055840	AL1G65130
OG0008214	CARHR193950	AL6G30400
OG0008215	CARHR194170	AL6G30190
OG0008216	CARHR194440	AL6G29850
OG0008217	CARHR194510	AL6G29760
OG0008218	CARHR194630	AL6G29630
OG0008219	CARHR194830	AL6G29440
OG0008220	CARHR185120	AL6G40530
OG0008221	CARHR180480	AL7G47080
OG0008222	CARHR182860	AL8G22040
OG0008223	CARHR183600	AL8G21330
OG0008224	CARHR162260	AL5G33200
OG0008225	CARHR162150	AL5G33040
OG0008226	CARHR162120	AL5G33010
OG0008227	CARHR162020	AL5G32850
OG0008228	CARHR161870	AL5G32700
OG0008229	CARHR161560	AL5G32430
OG0008230	CARHR161380	AL5G32210
OG0008231	CARHR161360	AL5G32190
OG0008232	CARHR161260	AL5G32100
OG0008233	CARHR161100	AL5G31960
OG0008234	CARHR160750	AL5G31580
OG0008235	CARHR000190	AL1G10090
OG0008236	CARHR001330	AL1G11370
OG0008237	CARHR001760	AL5G32960
OG0008238	CARHR001770	AL1G11790
OG0008239	CARHR001880	AL1G11900
OG0008240	CARHR002200	AL1G12270
OG0008241	CARHR002320	AL1G12440
OG0008242	CARHR002460	AL1G12580
OG0008243	CARHR002510	AL1G12660
OG0008244	CARHR002570	AL1G12760
OG0008245	CARHR005920, CARHR002620	AL1G12820
OG0008246	CARHR002720	AL1G12870
OG0008247	CARHR002910	AL1G13060
OG0008248	CARHR002930	AL1G13090
OG0008249	CARHR002940	AL1G13100
OG0008250	CARHR003070	AL1G13280
OG0008251	CARHR003150	AL1G13380
OG0008252	CARHR003320	AL8G18130, AL7G25630, AL1G64620, AL1G13580
OG0008253	CARHR003360	AL1G13620
OG0008254	CARHR003520	AL1G13790
OG0008255	CARHR231670	AL7G29020
OG0008256	CARHR003770	AL1G14070
OG0008257	CARHR003900	AL1G14230
OG0008258	CARHR003910	AL1G14240
OG0008259	CARHR004270	AL1G14600
OG0008260	CARHR004450	AL1G14770
OG0008261	CARHR004770	nbis-gene-35
OG0008262	CARHR004850	AL1G15150
OG0008263	CARHR004880	AL1G15190
OG0008264	CARHR004920, CARHR054160, CARHR054150	AL1G15260
OG0008265	CARHR004960	AL1G15320
OG0008266	CARHR005270	AL1G15660
OG0008267	CARHR005310	AL1G15700
OG0008268	CARHR005390	AL1G15790
OG0008269	CARHR005400	AL1G15800
OG0008270	CARHR005510	AL1G15940
OG0008271	CARHR005590	AL1G16020
OG0008272	CARHR005740	AL1G16190
OG0008273	CARHR006020	AL1G16420
OG0008274	CARHR006080	AL1G16480
OG0008275	CARHR006470	AL1G16790
OG0008276	CARHR006490	AL1G16800
OG0008277	CARHR006740	AL1G17160
OG0008278	CARHR006920	AL1G17340
OG0008279	CARHR006940	AL1G17360
OG0008280	CARHR007010	AL1G17440
OG0008281	CARHR007040	AL1G17460
OG0008282	CARHR007450	AL1G17850
OG0008283	CARHR007970, CARHR007960	nbis-gene-50
OG0008284	CARHR008070, CARHR008060	AL1G18640
OG0008285	CARHR008440	AL1G18970
OG0008286	CARHR008460	AL1G18990
OG0008287	CARHR008510	AL1G19030
OG0008288	CARHR008710	AL1G19220
OG0008289	CARHR008900	AL1G19440
OG0008290	CARHR009000	AL1G19570
OG0008291	CARHR009240	AL1G19760
OG0008292	CARHR265560	AL8G27030
OG0008293	CARHR009630	AL1G20210
OG0008294	CARHR009760	AL1G20350
OG0008295	CARHR009970	AL1G20520
OG0008296	CARHR010100	AL1G20690
OG0008297	CARHR010130	AL1G20720
OG0008298	CARHR010150	AL1G20740
OG0008299	CARHR010230	AL1G20820
OG0008300	CARHR010270	AL1G20860
OG0008301	CARHR010300	AL1G20900
OG0008302	CARHR010380	AL1G21010
OG0008303	CARHR010550	AL1G21180
OG0008304	CARHR010780	AL1G21460
OG0008305	CARHR233460	AL7G27050
OG0008306	CARHR034020, CARHR011250	AL1G22040
OG0008307	CARHR011340	AL1G22130
OG0008308	CARHR011710	AL1G22520
OG0008309	CARHR011720	AL1G22530
OG0008310	CARHR011780	AL1G22610
OG0008311	CARHR050140	AL2G13860
OG0008312	CARHR012170	AL1G23030
OG0008313	CARHR012190	AL1G23040
OG0008314	CARHR012290	AL1G23160
OG0008315	CARHR012710	AL1G23750
OG0008316	CARHR012740	AL1G23790
OG0008317	CARHR012790	AL1G23850
OG0008318	CARHR012820	AL1G23880
OG0008319	CARHR012970	AL1G24120
OG0008320	CARHR013330	AL1G24640
OG0008321	CARHR013370	AL1G24690
OG0008322	CARHR013380	AL1G24700
OG0008323	CARHR013570	AL1G24880
OG0008324	CARHR013710	AL1G25090
OG0008325	CARHR013930	AL1G25340
OG0008326	CARHR014370	AL1G25840
OG0008327	CARHR014340	AL1G25810
OG0008328	CARHR014580	AL1G26050
OG0008329	CARHR014760	AL1G26210
OG0008330	CARHR014860	AL1G26310
OG0008331	CARHR014870	AL1G26320
OG0008332	CARHR015030	AL1G26510
OG0008333	CARHR015100	AL1G26570
OG0008334	CARHR015160	AL1G26630
OG0008334	CARHR015150	AL1G48790
OG0008335	CARHR015270	AL1G26750
OG0008336	CARHR100360	AL5G22230
OG0008336	CARHR015520	nbis-gene-86
OG0008337	CARHR015320	AL1G26810, AL7G45380
OG0008338	CARHR015800	AL1G27350
OG0008339	CARHR015430	AL1G26920
OG0008340	CARHR144040	AL5G10490
OG0008341	CARHR015540	AL1G27060
OG0008342	CARHR015560	AL1G27090
OG0008343	CARHR015630	AL1G27170
OG0008344	CARHR015930	AL1G27500
OG0008345	CARHR015940	AL1G27510
OG0008346	CARHR016320	AL1G27960
OG0008347	CARHR016740	AL1G28390
OG0008348	CARHR017200	AL1G28910
OG0008349	CARHR017310	AL1G29010
OG0008350	CARHR056500	AL2G19660
OG0008352	CARHR018790	AL1G30580
OG0008353	CARHR018850	AL1G30670
OG0008354	CARHR018890	nbis-gene-101
OG0008355	CARHR162310, CARHR018970	AL1G30790
OG0008356	CARHR018990	AL1G30800
OG0008357	CARHR019240	AL1G31060
OG0008358	CARHR019280	AL1G31090
OG0008359	CARHR019290	AL1G31110
OG0008360	CARHR019510	AL1G31400
OG0008361	CARHR019610	AL1G31550
OG0008362	CARHR019620	AL1G31560
OG0008363	CARHR019660	AL1G31620
OG0008364	CARHR019890	AL1G31890
OG0008365	CARHR020330	AL1G32550
OG0008366	CARHR020360	AL1G32590
OG0008367	CARHR020370	AL1G32600
OG0008368	CARHR020420	AL1G32660
OG0008369	CARHR020600	AL1G32920
OG0008370	CARHR020790	AL1G33140
OG0008371	CARHR020860	AL1G33260, AL1G33330
OG0008372	CARHR021120	AL1G33640
OG0008373	CARHR021200	AL1G33750
OG0008374	CARHR021270	AL1G33860
OG0008375	CARHR021510	AL1G34110
OG0008376	CARHR021730	AL1G34440
OG0008377	CARHR021830	AL1G34160
OG0008378	CARHR021860	AL1G34640
OG0008379	CARHR021940	AL1G34720
OG0008380	CARHR021950	AL1G34730
OG0008381	CARHR022010	AL1G34820
OG0008382	CARHR022060	AL1G34870
OG0008383	CARHR022250	AL1G35100
OG0008384	CARHR022430	AL1G35510
OG0008385	CARHR022700	AL1G35780
OG0008386	CARHR023420	AL1G36610
OG0008387	CARHR255410	AL6G45350
OG0008388	CARHR023540	AL1G36690
OG0008389	CARHR290940	AL2G31400
OG0008390	CARHR291160	AL2G31180
OG0008391	CARHR064640	AL2G31020
OG0008392	CARHR064610	AL1G12770, AL2G30920
OG0008393	CARHR064500	AL2G30810
OG0008394	CARHR064470	AL2G30770
OG0008395	CARHR064320	AL2G30600
OG0008396	CARHR064300	AL2G30580
OG0008397	CARHR064190	AL2G30450
OG0008399	CARHR063620	nbis-gene-584
OG0008400	CARHR063530	AL2G29660
OG0008401	CARHR063250	AL2G29460
OG0008402	CARHR063240	AL2G29440
OG0008403	CARHR231530	AL7G29160
OG0008404	CARHR032330	AL1G47290
OG0008405	CARHR054100, CARHR054090, CARHR032640	AL1G47670
OG0008406	CARHR046870	AL2G10990
OG0008407	CARHR048140	nbis-gene-375
OG0008408	CARHR048150	nbis-gene-376
OG0008409	CARHR048160	AL2G11980, AL2G12020
OG0008410	CARHR048380	AL2G12390
OG0008411	CARHR048650	AL2G12630
OG0008412	CARHR027030	AL1G40850
OG0008413	CARHR049530	nbis-gene-386
OG0008414	CARHR027900	AL1G42020
OG0008415	CARHR050580, CARHR050590	AL2G14350
OG0008416	CARHR050620	AL2G14400
OG0008417	CARHR050660	AL2G14520
OG0008418	CARHR051520	AL2G15200
OG0008420	CARHR052630	AL2G16280
OG0008421	CARHR053050	AL2G16750
OG0008422	CARHR283800	AL2G17480
OG0008423	CARHR283830	AL2G17530
OG0008424	CARHR053640	AL2G18350
OG0008425	CARHR054180	AL2G18660, AL2G18480
OG0008426	CARHR054490	AL1G67330
OG0008427	CARHR026260	AL1G40080
OG0008428	CARHR046570	AL2G10490
OG0008429	CARHR046540	AL2G10460
OG0008430	CARHR046440	AL2G10290
OG0008431	CARHR046330	AL2G10170
OG0008432	CARHR046190	AL2G10040, AL2G10050
OG0008433	CARHR175320, CARHR175220	nbis-gene-1983
OG0008434	CARHR175020	AL8G11790
OG0008435	CARHR174590	AL8G11440
OG0008436	CARHR174520	AL8G11370
OG0008437	CARHR173610	AL8G10240
OG0008438	CARHR173580	AL8G10210
OG0008440	CARHR178590	AL8G15300
OG0008441	CARHR178780	AL8G15540
OG0008442	CARHR178870	AL8G15670
OG0008443	CARHR227820	nbis-gene-1808
OG0008444	CARHR252400	AL6G48750
OG0008445	CARHR252520	AL6G48600
OG0008446	CARHR252590	AL6G48460
OG0008447	CARHR237790	AL7G22360
OG0008448	CARHR222550	AL7G38910
OG0008449	CARHR222560	AL7G38900
OG0008450	CARHR037730	AL1G54650
OG0008451	CARHR037770	AL1G54700
OG0008452	CARHR037940	AL1G54920
OG0008453	CARHR038670	AL1G55450
OG0008454	CARHR038850	AL1G55580
OG0008456	CARHR068260	AL2G34830
OG0008457	CARHR247210	AL7G11520
OG0008458	CARHR247000	AL7G11920
OG0008459	CARHR246830	AL7G12110
OG0008460	CARHR246700	AL7G12270
OG0008461	CARHR246540	AL7G12440
OG0008462	CARHR246360	AL7G12700
OG0008463	CARHR246260	AL7G12810
OG0008464	CARHR246220	nbis-gene-1699
OG0008465	CARHR246130	AL7G12940
OG0008467	CARHR246060	AL7G13090
OG0008469	CARHR245660	AL7G13580
OG0008470	CARHR245510	AL7G13760
OG0008471	CARHR245380	AL7G13910
OG0008472	CARHR245240	AL7G14110
OG0008473	CARHR245120	AL7G14240
OG0008474	CARHR244960	AL7G14450
OG0008475	CARHR244830	AL7G14550
OG0008476	CARHR244660	AL7G14770
OG0008477	CARHR244340	AL7G15100
OG0008478	CARHR244060	AL7G15380
OG0008479	CARHR243820	AL7G15680
OG0008480	CARHR243600	AL7G15890
OG0008481	CARHR243650	AL7G15830
OG0008482	CARHR243660	AL7G15820
OG0008483	CARHR243250	AL7G16250
OG0008484	CARHR243140	AL7G16360
OG0008485	CARHR242820, CARHR153010	AL7G16630
OG0008486	CARHR242840	AL7G16650
OG0008487	CARHR242300	AL7G16790
OG0008488	CARHR242560	AL7G17080
OG0008489	CARHR242690	AL7G17210
OG0008490	CARHR240150	AL7G19600
OG0008491	CARHR240160	AL7G19580
OG0008492	CARHR240170	AL7G19570
OG0008493	CARHR240190	AL7G19550
OG0008494	CARHR240510	AL7G19220
OG0008495	CARHR240660	AL7G19060
OG0008496	CARHR240990	AL7G18710
OG0008497	CARHR241130	AL7G18460
OG0008498	CARHR241190	AL7G18390
OG0008499	CARHR241260	AL7G18340
OG0008500	CARHR241540	AL7G18090
OG0008501	CARHR241870	AL7G17680
OG0008502	CARHR242120	AL7G17400
OG0008503	CARHR242170	AL7G17360
OG0008504	CARHR242190	AL7G17330
OG0008505	CARHR240110	AL7G19670
OG0008506	CARHR240090	AL7G19700
OG0008507	CARHR239810	AL7G20060
OG0008508	CARHR239380	AL7G20550
OG0008509	CARHR239290	AL7G20650
OG0008510	CARHR239280	AL1G32760, AL7G20660
OG0008511	CARHR239160	AL7G20790
OG0008512	CARHR239050	AL7G20930
OG0008513	CARHR117930	AL4G14460
OG0008514	CARHR099860	AL3G38890
OG0008515	CARHR100030	AL3G39090
OG0008516	CARHR100080	AL3G39150
OG0008517	CARHR100090	AL3G39160
OG0008518	CARHR100330	AL3G39610
OG0008519	CARHR065570	AL2G32330
OG0008520	CARHR065470	AL2G32220
OG0008521	CARHR065450	AL2G32200
OG0008522	CARHR065290	AL2G32060
OG0008523	CARHR065200	AL2G31990
OG0008524	CARHR065110	AL2G31920
OG0008525	CARHR065100	AL2G31910
OG0008526	CARHR065050	AL2G31860
OG0008527	CARHR065040	AL2G31850
OG0008528	CARHR065010	AL2G31820
OG0008529	CARHR023660	AL1G36920
OG0008530	CARHR023780	AL1G37120
OG0008531	CARHR023870	AL1G37230
OG0008532	CARHR024630	AL1G38240
OG0008533	CARHR024810	AL1G38400
OG0008534	CARHR025410	AL1G39170
OG0008535	CARHR025640	AL1G39470
OG0008536	CARHR026860	AL1G40690
OG0008537	CARHR231880	AL7G28730
OG0008538	CARHR249540	AL6G51130
OG0008539	CARHR257570	AL8G24920
OG0008540	CARHR250000	AL6G51680
OG0008541	CARHR250070	AL6G51740
OG0008542	CARHR250110	AL6G51780
OG0008543	CARHR250270	AL6G51990
OG0008545	CARHR249270	AL6G52350
OG0008546	CARHR249260	AL6G52330
OG0008547	CARHR249000	AL6G52080
OG0008548	CARHR248890	AL6G52750
OG0008549	CARHR248740	AL6G52860
OG0008550	CARHR248550	AL6G53010
OG0008551	CARHR234170	AL7G26300
OG0008552	CARHR111890	AL4G10140
OG0008553	CARHR026600	AL1G40420
OG0008554	CARHR026100	AL1G39940
OG0008555	CARHR025920	AL1G39760
OG0008556	CARHR025860	AL1G39720
OG0008557	CARHR025850	AL1G39700
OG0008558	CARHR234050	AL7G26470
OG0008559	CARHR234540	AL7G25900
OG0008560	CARHR235090	AL7G25370
OG0008561	CARHR235080	AL7G25380
OG0008562	CARHR235150	AL7G25300
OG0008563	CARHR235300	AL7G25120
OG0008564	CARHR235350	AL7G25070
OG0008565	CARHR235630	AL7G24700
OG0008566	CARHR025310	AL1G39070
OG0008567	CARHR235720	AL7G24590
OG0008568	CARHR235740	AL7G24570
OG0008569	CARHR235750	AL7G24560
OG0008570	CARHR235780	AL7G24530
OG0008571	CARHR236040	AL7G24270
OG0008572	CARHR005900, CARHR005960	AL1G16350
OG0008573	CARHR011260	AL1G22050
OG0008574	CARHR015380	AL1G26860, AL1G32100
OG0008575	CARHR024310	AL1G37740
OG0008576	CARHR025350	AL1G39110
OG0008577	CARHR026020	AL1G39860
OG0008579	CARHR149720	AL8G17330
OG0008580	CARHR248630	AL1G51900
OG0008581	CARHR035820	AL2G26140, AL1G52190
OG0008582	CARHR035900	AL1G52270
OG0008583	CARHR089290	AL3G26850
OG0008584	CARHR047670	AL2G11560
OG0008585	CARHR052710, CARHR052720	AL2G16410
OG0008586	CARHR060940	AL2G27090
OG0008587	CARHR061870	AL2G28040
OG0008590	CARHR080000, CARHR079990, CARHR182590	AL3G16200
OG0008592	CARHR088560	AL3G25880
OG0008593	CARHR104760	AL3G35900
OG0008596	CARHR112830	AL4G11050
OG0008597	CARHR113160, CARHR113100	AL4G11340
OG0008598	CARHR114040	AL4G12290
OG0008599	CARHR114070	AL4G12320
OG0008600	CARHR292980	AL4G13260
OG0008601	CARHR118140	AL4G14270
OG0008602	CARHR117840	AL4G14550
OG0008603	CARHR115560	AL4G17290
OG0008604	CARHR124290	AL4G25750
OG0008605	CARHR128290	AL4G30100
OG0008606	CARHR144110	AL5G10570, AL5G10590
OG0008607	CARHR148230	AL5G16060
OG0008609	CARHR153060	AL5G19600
OG0008610	CARHR201210	AL6G22700
OG0008611	CARHR199260	AL6G24750
OG0008612	CARHR196210	AL6G27950
OG0008613	CARHR189440	AL6G35500
OG0008615	CARHR254410	AL6G46610
OG0008616	CARHR240810	AL7G18910
OG0008617	CARHR234000	AL7G26510
OG0008618	CARHR231620	AL7G29070
OG0008619	CARHR231590	AL7G29100
OG0008620	CARHR226890	AL7G33770
OG0008622	CARHR180750	AL8G17490
OG0008623	CARHR183590	AL8G21350, AL8G21340
OG0008624	CARHR184190	AL8G20810
OG0008625	CARHR183430	AL43U10060, AL8G21570
OG0008626	CARHR284640	AL8G22150
OG0008627	CARHR182620	AL8G22630, AL167U10010
OG0008628	CARHR257710	AL8G24830
OG0008629	CARHR266520	AL8G28100, AL726U10010
OG0008630	CARHR266720	AL8G28330
OG0008649	CARHR238310	AL7G21740
OG0008650	CARHR238340	AL7G21710
OG0008651	CARHR230110	AL7G30450
OG0008652	CARHR230080	nbis-gene-1792
OG0008653	CARHR155170	AL5G25530
OG0008654	CARHR154920	AL5G25730
OG0008655	CARHR157390	AL5G28030
OG0008656	CARHR157350	AL5G28000
OG0008657	CARHR010560	AL1G21190
OG0008658	CARHR157240	AL5G27890
OG0008659	CARHR156720	AL5G27320
OG0008660	CARHR156870	AL5G27480
OG0008661	CARHR156910, CARHR162400	AL5G27520
OG0008662	CARHR143610	AL5G10010
OG0008663	CARHR144380	AL5G10940
OG0008664	CARHR261510	AL1G65850, AL7G49340
OG0008665	CARHR194950	AL6G29320
OG0008666	CARHR195310	AL6G28960
OG0008667	CARHR195320	AL6G28940
OG0008668	CARHR195500	AL6G28770
OG0008669	CARHR088160	AL3G25400, AL3G25920
OG0008670	CARHR195920	AL6G28370
OG0008671	CARHR196400	AL6G27770
OG0008672	CARHR196430	AL6G27760
OG0008673	CARHR196480	AL6G27710
OG0008674	CARHR196510	AL6G27690
OG0008675	CARHR196530	AL6G27670
OG0008676	CARHR196580	AL6G27590
OG0008677	CARHR196740	AL6G27430
OG0008678	CARHR196990	AL6G27220
OG0008679	CARHR139750	AL4G43560
OG0008680	CARHR197090	AL6G27110
OG0008681	CARHR197150	AL6G27030
OG0008682	CARHR197190	AL6G26990
OG0008683	CARHR197350	AL6G26830
OG0008684	CARHR197520	AL6G26650
OG0008685	CARHR197540	AL6G26630
OG0008686	CARHR197550	AL6G26620
OG0008687	CARHR103800	AL3G43760
OG0008688	CARHR197680	AL6G26490
OG0008689	CARHR197720	AL6G26460
OG0008691	CARHR198040	AL6G26140
OG0008692	CARHR126800	AL4G28350
OG0008693	CARHR198260	AL6G25870
OG0008694	CARHR004260	AL1G14590
OG0008695	CARHR090520	AL450U10010, AL3G28020
OG0008696	CARHR199080	AL6G24940
OG0008697	CARHR199150	AL6G24860
OG0008698	CARHR199510	AL6G24570
OG0008699	CARHR199560	AL6G24510
OG0008700	CARHR268810	AL8G31030
OG0008701	CARHR199770	AL6G24280
OG0008702	CARHR199880	AL6G24170
OG0008703	CARHR200100	AL6G23960
OG0008704	CARHR200160	AL6G23900
OG0008705	CARHR200320	AL6G23750
OG0008706	CARHR200330	AL6G23740
OG0008707	CARHR200370	AL6G23700
OG0008708	CARHR200400	AL6G23670
OG0008709	CARHR200410	AL6G23660
OG0008711	CARHR200670	AL6G23250
OG0008712	CARHR200780	AL6G23130
OG0008713	CARHR200790	AL6G23120
OG0008714	CARHR200840	AL6G23070
OG0008715	CARHR200930	AL6G22970
OG0008716	CARHR201150	AL6G22770
OG0008717	CARHR201170	AL6G22740
OG0008718	CARHR201250	AL6G22670
OG0008719	CARHR201260	AL6G22660
OG0008720	CARHR201310	AL6G22610
OG0008721	CARHR201660	AL6G22230
OG0008722	CARHR201950	AL6G21960
OG0008723	CARHR268480	AL8G30630
OG0008724	CARHR202170	AL6G21750
OG0008725	CARHR202290	AL6G21600
OG0008726	CARHR202300	AL6G21590
OG0008727	CARHR202590	AL6G21270
OG0008728	CARHR202660	AL6G21180
OG0008729	CARHR202810	AL6G21000
OG0008730	CARHR203140	AL6G20610, AL6G20640
OG0008731	CARHR203280	AL6G20480
OG0008732	CARHR203460	AL6G20300
OG0008733	CARHR203710	AL6G20110
OG0008734	CARHR204060	AL6G19730
OG0008735	CARHR204090	AL6G19700
OG0008736	CARHR204200	AL6G19610
OG0008737	CARHR204380	AL6G19310
OG0008738	CARHR204410	AL6G19280
OG0008739	CARHR151710	AL5G18450
OG0008740	CARHR258140	AL58U10010, nbis-gene-2082
OG0008741	CARHR204620	AL6G18880
OG0008742	CARHR204930	AL6G18640
OG0008743	CARHR205120	AL6G18430
OG0008744	CARHR205240	AL6G18290
OG0008745	CARHR205280	AL6G18250
OG0008746	CARHR205360	AL6G18160
OG0008747	CARHR205570	AL6G17890
OG0008748	CARHR251180	AL6G50120
OG0008749	CARHR251200	AL6G50100
OG0008750	CARHR251540	AL6G49840
OG0008751	CARHR251550	AL6G49830
OG0008752	CARHR251730	AL6G49650
OG0008753	CARHR232490	nbis-gene-1782
OG0008754	CARHR257170	AL8G25230
OG0008755	CARHR232310	AL7G28290
OG0008756	CARHR232300	AL7G28300
OG0008757	CARHR249440	AL6G52500
OG0008758	CARHR118570	AL4G19660
OG0008759	CARHR118720	AL4G19700
OG0008760	CARHR118980	AL4G19990
OG0008761	CARHR119070	AL4G20150
OG0008762	CARHR119730	AL4G21140
OG0008763	CARHR119830	AL4G21210
OG0008764	CARHR119940	AL4G21290, AL128U10030
OG0008765	CARHR119950	AL4G21320
OG0008766	CARHR121470	AL5G38350, AL4G22810
OG0008768	CARHR120440	AL4G22560
OG0008769	CARHR120490	AL4G22490
OG0008770	CARHR120510	AL4G22470
OG0008771	CARHR120570	AL4G22360
OG0008772	CARHR120690	AL4G22220
