Orthogroup	Cardamine_hirsuta	Rorippa_islandica
OG0006423	CARHR153180	Roisl.0054s0009.1.p
OG0006424	CARHR217060	Roisl.0213s0017.1.p
OG0006425	CARHR266070	Roisl.0031s0077.1.p
OG0006426	CARHR266130	Roisl.0031s0083.1.p
OG0006427	CARHR258780	Roisl.0214s0073.1.p
OG0006428	CARHR258180	Roisl.0214s0189.1.p
OG0006429	CARHR218740	Roisl.0058s0046.1.p
OG0006430	CARHR218900	Roisl.0058s0020.1.p
OG0006431	CARHR219090	Roisl.0053s0005.1.p
OG0006432	CARHR219510	Roisl.0075s0084.1.p
OG0006433	CARHR220130	Roisl.0075s0135.1.p
OG0006434	CARHR099250, CARHR220580	Roisl.0075s0182.1.p
OG0006436	CARHR222180	Roisl.0002s0163.1.p
OG0006437	CARHR222230	Roisl.0002s0156.1.p
OG0006438	CARHR290050	Roisl.0002s0135.1.p
OG0006439	CARHR290260	Roisl.0002s0105.1.p
OG0006440	CARHR290480	Roisl.0002s0087.1.p
OG0006441	CARHR065700	Roisl.0019s0217.1.p
OG0006442	CARHR066220	Roisl.0019s0163.1.p
OG0006443	CARHR066530	Roisl.0019s0131.1.p
OG0006445	CARHR066800	Roisl.0019s0103.1.p
OG0006446	CARHR066830	Roisl.0019s0100.1.p
OG0006447	CARHR067000	Roisl.0004s0519.1.p
OG0006448	CARHR067050	Roisl.0004s0514.1.p
OG0006449	CARHR071790	Roisl.0004s0061.1.p
OG0006449	CARHR251930, CARHR071810	Roisl.0004s0060.1.p
OG0006450	CARHR067750	Roisl.0004s0452.1.p
OG0006451	CARHR068120	Roisl.0004s0419.1.p
OG0006452	CARHR068150	Roisl.0004s0416.1.p
OG0006454	CARHR061690	Roisl.0019s0664.1.p
OG0006455	CARHR062110	Roisl.0019s0603.1.p
OG0006457	CARHR236470	Roisl.0044s0015.1.p
OG0006458	CARHR236610	Roisl.0044s0029.1.p
OG0006459	CARHR236670	Roisl.0044s0036.1.p
OG0006460	CARHR236680	Roisl.0044s0037.1.p
OG0006461	CARHR236990	Roisl.0044s0074.1.p
OG0006462	CARHR047010	Roisl.0050s0103.1.p
OG0006463	CARHR257410	Roisl.0012s0037.1.p
OG0006464	CARHR146220	Roisl.0011s0284.1.p
OG0006465	CARHR153960	Roisl.0184s0190.1.p
OG0006466	CARHR153430	Roisl.0185s0062.1.p
OG0006467	CARHR286640	Roisl.0025s0095.1.p
OG0006468	CARHR154110	Roisl.0037s0084.1.p
OG0006469	CARHR142600	Roisl.0035s0017.1.p
OG0006470	CARHR148930	Roisl.0011s0552.1.p
OG0006471	CARHR148730	Roisl.0011s0537.1.p
OG0006472	CARHR148670	Roisl.0011s0530.1.p
OG0006473	CARHR148400, CARHR148410	Roisl.0011s0511.1.p
OG0006474	CARHR148310	Roisl.0011s0502.1.p
OG0006475	CARHR147370	Roisl.0011s0414.1.p
OG0006476	CARHR147360	Roisl.0011s0413.1.p
OG0006477	CARHR147100	Roisl.0011s0382.1.p
OG0006478	CARHR231730	Roisl.0008s0247.1.p
OG0006479	CARHR146820	Roisl.0011s0350.1.p
OG0006480	CARHR149660	Roisl.0025s0034.1.p
OG0006481	CARHR146620	Roisl.0011s0325.1.p
OG0006482	CARHR062980	Roisl.0019s0544.1.p
OG0006483	CARHR062970	Roisl.0019s0545.1.p
OG0006484	CARHR062540	Roisl.0019s0579.1.p
OG0006485	CARHR062520	Roisl.0019s0581.1.p
OG0006486	CARHR062390	Roisl.0019s0593.1.p
OG0006487	CARHR062270	Roisl.0019s0621.1.p
OG0006488	CARHR175860	Roisl.0005s0220.1.p
OG0006489	CARHR176060	Roisl.0005s0245.1.p
OG0006490	CARHR176440	Roisl.0005s0290.1.p
OG0006491	CARHR259900, CARHR001380	Roisl.0210s0130.1.p
OG0006492	CARHR177510	Roisl.0012s0386.1.p
OG0006493	CARHR039640	Roisl.0006s0023.1.p
OG0006494	CARHR039720	Roisl.0006s0032.1.p
OG0006495	CARHR039900	Roisl.0006s0051.1.p
OG0006496	CARHR113150, CARHR040130	Roisl.0006s0067.1.p
OG0006497	CARHR040470	Roisl.0006s0100.1.p
OG0006498	CARHR265260	Roisl.0189s0129.1.p
OG0006499	CARHR041740	Roisl.0006s0214.1.p
OG0006500	CARHR041760	Roisl.0006s0216.1.p
OG0006501	CARHR042370	Roisl.0006s0289.1.p
OG0006502	CARHR042530	Roisl.0006s0272.1.p
OG0006503	CARHR268090	Roisl.0080s0863.1.p
OG0006504	CARHR128160	Roisl.0028s0811.1.p
OG0006505	CARHR128650	Roisl.0028s0863.1.p
OG0006506	CARHR128670	Roisl.0028s0865.1.p
OG0006507	CARHR128710	Roisl.0028s0869.1.p
OG0006508	CARHR128960	Roisl.0028s0893.1.p, Roisl.0028s0891.1.p
OG0006509	CARHR129070	Roisl.0028s0906.1.p
OG0006510	CARHR129350	Roisl.0028s0935.1.p
OG0006511	CARHR129800	Roisl.0028s0980.1.p
OG0006512	CARHR129900	Roisl.0028s0989.1.p
OG0006513	CARHR130000	Roisl.0028s1000.1.p
OG0006515	CARHR224720, CARHR246960, CARHR224730	Roisl.0115s0693.1.p
OG0006516	CARHR226120	Roisl.0091s0380.1.p
OG0006517	CARHR226090	Roisl.0091s0381.1.p
OG0006518	CARHR226030	Roisl.0074s0258.1.p, Roisl.0091s0387.1.p
OG0006519	CARHR226000	Roisl.0091s0392.1.p
OG0006520	CARHR225700	Roisl.0091s0426.1.p
OG0006521	CARHR225610	Roisl.0091s0436.1.p
OG0006522	CARHR225250	Roisl.0091s0474.1.p
OG0006523	CARHR153860	Roisl.0184s0175.1.p
OG0006524	CARHR225190	Roisl.0091s0479.1.p
OG0006525	CARHR224980	Roisl.0091s0502.1.p
OG0006526	CARHR224910	Roisl.0091s0510.1.p
OG0006527	CARHR224780	Roisl.0091s0524.1.p
OG0006528	CARHR224660	Roisl.0091s0532.1.p
OG0006529	CARHR224610	Roisl.0091s0540.1.p
OG0006530	CARHR224390	Roisl.0091s0562.1.p
OG0006531	CARHR224130, CARHR224110	Roisl.0091s0588.1.p
OG0006532	CARHR223840	Roisl.0091s0617.1.p
OG0006533	CARHR223810	Roisl.0091s0620.1.p
OG0006534	CARHR160640	Roisl.0046s1058.1.p
OG0006535	CARHR160570	Roisl.0046s1052.1.p
OG0006536	CARHR160480	Roisl.0046s1045.1.p
OG0006537	CARHR160420	Roisl.0046s1041.1.p
OG0006538	CARHR159920	Roisl.0046s0982.1.p
OG0006539	CARHR231010	Roisl.0008s0172.1.p
OG0006540	CARHR230800	Roisl.0008s0145.1.p
OG0006541	CARHR265520	Roisl.0031s0012.1.p
OG0006542	CARHR257370	Roisl.0012s0029.1.p
OG0006543	CARHR257000	Roisl.0189s0276.1.p
OG0006544	CARHR256940	Roisl.0189s0267.1.p
OG0006545	CARHR104950	Roisl.0188s0004.1.p
OG0006546	CARHR105630	Roisl.0045s0100.1.p
OG0006547	CARHR105660	Roisl.0045s0093.1.p, Roisl.0045s0091.1.p
OG0006548	CARHR106440	Roisl.0053s0146.1.p
OG0006549	CARHR293440	Roisl.0066s0233.1.p
OG0006550	CARHR231430	Roisl.0008s0212.1.p
OG0006551	CARHR231420	Roisl.0008s0210.1.p
OG0006552	CARHR231210	Roisl.0008s0191.1.p
OG0006553	CARHR231130	Roisl.0008s0184.1.p
OG0006554	CARHR229660	Roisl.0091s0051.1.p
OG0006555	CARHR229640	Roisl.0019s0031.1.p, Roisl.0214s0116.1.p, Roisl.0091s0055.1.p
OG0006556	CARHR229610	Roisl.0091s0058.1.p
OG0006557	CARHR229600	Roisl.0091s0059.1.p
OG0006558	CARHR221790, CARHR229160	Roisl.0091s0094.1.p
OG0006559	CARHR054960	Roisl.0008s0058.1.p
OG0006560	CARHR048180	Roisl.0010s0146.1.p, Roisl.0027s0010.1.p, Roisl.0050s0023.1.p
OG0006561	CARHR227140	Roisl.0091s0276.1.p
OG0006562	CARHR086150	Roisl.0074s0848.1.p
OG0006562	CARHR234280	Roisl.0022s0330.1.p
OG0006563	CARHR227500	Roisl.0091s0240.1.p
OG0006564	CARHR227600, CARHR036340, CARHR221100	Roisl.0091s0232.1.p, Roisl.0091s0231.1.p
OG0006565	CARHR115390	Roisl.0118s0003.1.p
OG0006566	CARHR227730	Roisl.0091s0217.1.p
OG0006567	CARHR227810	Roisl.0091s0209.1.p
OG0006568	CARHR228100	Roisl.0091s0189.1.p
OG0006569	CARHR228120	Roisl.0091s0187.1.p
OG0006570	CARHR228340	Roisl.0091s0167.1.p
OG0006571	CARHR228470	Roisl.0091s0152.1.p
OG0006572	CARHR228630	Roisl.0091s0137.1.p
OG0006573	CARHR226640	Roisl.0091s0319.1.p
OG0006574	CARHR226500	Roisl.0091s0330.1.p
OG0006576	CARHR223140	Roisl.0091s0685.1.p
OG0006577	CARHR223440	Roisl.0091s0676.1.p
OG0006578	CARHR223590	Roisl.0091s0641.1.p
OG0006579	CARHR281140	Roisl.0024s0619.1.p
OG0006580	CARHR281160	Roisl.0024s0621.1.p
OG0006581	CARHR281340	Roisl.0024s0641.1.p
OG0006582	CARHR291510	Roisl.0018s0487.1.p
OG0006583	CARHR291760	Roisl.0018s0460.1.p
OG0006584	CARHR173190	Roisl.0018s0429.1.p
OG0006585	CARHR172940	Roisl.0018s0400.1.p
OG0006586	CARHR172380	Roisl.0018s0332.1.p
OG0006587	CARHR172330	Roisl.0018s0327.1.p
OG0006588	CARHR172020	Roisl.0018s0297.1.p
OG0006589	CARHR172000	Roisl.0018s0295.1.p
OG0006590	CARHR171630	Roisl.0018s0250.1.p
OG0006591	CARHR171550	Roisl.0018s0241.1.p
OG0006593	CARHR171100	Roisl.0018s0193.1.p
OG0006594	CARHR181860	Roisl.0055s0037.1.p
OG0006595	CARHR170160	Roisl.0018s0091.1.p
OG0006596	CARHR169110	Roisl.0026s0013.1.p
OG0006597	CARHR169070	Roisl.0026s0017.1.p
OG0006598	CARHR169050	Roisl.0026s0019.1.p
OG0006599	CARHR257460	Roisl.0012s0040.1.p
OG0006600	CARHR167790	Roisl.0026s0137.1.p
OG0006601	CARHR167710	Roisl.0026s0143.1.p
OG0006602	CARHR167490	Roisl.0026s0166.1.p
OG0006603	CARHR167000	Roisl.0026s0214.1.p
OG0006604	CARHR166610	Roisl.0046s1651.1.p
OG0006605	CARHR166340	Roisl.0046s1622.1.p
OG0006606	CARHR166090	Roisl.0046s1602.1.p
OG0006607	CARHR165990	Roisl.0046s1587.1.p, Roisl.0046s1582.1.p
OG0006608	CARHR165490, CARHR165510, CARHR165500	Roisl.0046s1537.1.p
OG0006609	CARHR165460	Roisl.0046s1534.1.p
OG0006610	CARHR165180	Roisl.0046s1511.1.p
OG0006611	CARHR164870	Roisl.0046s1478.1.p
OG0006612	CARHR164770	Roisl.0046s1468.1.p
OG0006613	CARHR163560	Roisl.0046s1342.1.p
OG0006614	CARHR162760	Roisl.0046s1261.1.p
OG0006615	CARHR266980	Roisl.0184s0108.1.p
OG0006616	CARHR266920	Roisl.0184s0102.1.p
OG0006617	CARHR266860	Roisl.0184s0085.1.p
OG0006618	CARHR222500	Roisl.0002s0056.1.p
OG0006619	CARHR101030	Roisl.0053s0198.1.p
OG0006620	CARHR100510	Roisl.0053s0237.1.p
OG0006621	CARHR059730	Roisl.0024s0111.1.p
OG0006622	CARHR060440	Roisl.0019s0782.1.p
OG0006623	CARHR060490	Roisl.0019s0778.1.p
OG0006624	CARHR060860	Roisl.0019s0743.1.p
OG0006625	CARHR061000	Roisl.0019s0727.1.p
OG0006626	CARHR183170	Roisl.0014s0132.1.p
OG0006627	CARHR108630	Roisl.0066s0100.1.p
OG0006628	CARHR108990	Roisl.0066s0067.1.p
OG0006629	CARHR109000	Roisl.0066s0066.1.p
OG0006630	CARHR109590	Roisl.0206s0039.1.p
OG0006631	CARHR109720	Roisl.0206s0021.1.p
OG0006632	CARHR144360	Roisl.0011s0082.1.p
OG0006633	CARHR109890	Roisl.0214s0343.1.p
OG0006634	CARHR076000	Roisl.0016s0117.1.p
OG0006635	CARHR110020	Roisl.0214s0358.1.p
OG0006636	CARHR110030	Roisl.0214s0359.1.p
OG0006637	CARHR110240	Roisl.0214s0381.1.p
OG0006638	CARHR135760	Roisl.0028s0561.1.p
OG0006639	CARHR135570	Roisl.0028s0586.1.p
OG0006640	CARHR141300	Roisl.0035s0145.1.p
OG0006641	CARHR135300	Roisl.0028s0614.1.p
OG0006642	CARHR135240	Roisl.0017s0414.1.p
OG0006643	CARHR135130	Roisl.0017s0405.1.p
OG0006644	CARHR135010	Roisl.0017s0394.1.p
OG0006645	CARHR134720	Roisl.0017s0360.1.p
OG0006646	CARHR134620	Roisl.0017s0350.1.p
OG0006647	CARHR134470	Roisl.0017s0336.1.p
OG0006648	CARHR007400	Roisl.0091s1040.1.p
OG0006649	CARHR133340	Roisl.0017s0232.1.p
OG0006650	CARHR133240	Roisl.0017s0222.1.p
OG0006651	CARHR133160	Roisl.0017s0213.1.p
OG0006652	CARHR132950	Roisl.0017s0195.1.p
OG0006653	CARHR132900	Roisl.0017s0193.1.p
OG0006654	CARHR132860	Roisl.0017s0188.1.p
OG0006655	CARHR132830	Roisl.0017s0185.1.p
OG0006656	CARHR286700	Roisl.0025s0090.1.p
OG0006658	CARHR132580, CARHR132570	Roisl.0017s0160.1.p
OG0006659	CARHR132500	Roisl.0017s0152.1.p
OG0006660	CARHR132070	Roisl.0017s0098.1.p
OG0006661	CARHR132150	Roisl.0017s0087.1.p
OG0006662	CARHR132220	Roisl.0017s0079.1.p
OG0006663	CARHR131350	Roisl.0017s0023.1.p
OG0006664	CARHR253480	Roisl.0082s0170.1.p
OG0006665	CARHR252890	Roisl.0082s0218.1.p
OG0006666	CARHR254450	Roisl.0213s0537.1.p
OG0006667	CARHR254460	Roisl.0213s0538.1.p
OG0006668	CARHR193770	Roisl.0210s1637.1.p
OG0006669	CARHR112130	Roisl.0063s0046.1.p
OG0006670	CARHR112220	Roisl.0063s0053.1.p
OG0006671	CARHR112500	Roisl.0082s0125.1.p
OG0006672	CARHR112850, CARHR112860, CARHR293120, CARHR034070	Roisl.0046s0654.1.p
OG0006673	CARHR113080	Roisl.0046s0641.1.p
OG0006674	CARHR113340	Roisl.0046s0620.1.p
OG0006675	CARHR293150	Roisl.0006s0572.1.p
OG0006676	CARHR114870	Roisl.0082s0488.1.p
OG0006677	CARHR294570	Roisl.0214s0020.1.p
OG0006678	CARHR233960	Roisl.0022s0296.1.p
OG0006679	CARHR232010	Roisl.0022s0107.1.p
OG0006680	CARHR033790	Roisl.0056s0062.1.p
OG0006681	CARHR033390	Roisl.0193s0012.1.p
OG0006682	CARHR033350	Roisl.0193s0006.1.p
OG0006683	CARHR260570	Roisl.0184s0156.1.p
OG0006684	CARHR260930	Roisl.0020s0055.1.p
OG0006685	CARHR039490	Roisl.0006s0008.1.p
OG0006686	CARHR255340	Roisl.0213s0605.1.p
OG0006687	CARHR255330	Roisl.0213s0604.1.p
OG0006688	CARHR187000	Roisl.0046s0311.1.p
OG0006689	CARHR186320	Roisl.0046s0375.1.p
OG0006690	CARHR231830	Roisl.0008s0257.1.p
OG0006691	CARHR186150	Roisl.0046s0395.1.p
OG0006692	CARHR186110	Roisl.0046s0399.1.p
OG0006693	CARHR185970	Roisl.0046s0415.1.p
OG0006695	CARHR110400	Roisl.0214s0399.1.p
OG0006696	CARHR110770	Roisl.0214s0431.1.p
OG0006697	CARHR110920	Roisl.0214s0443.1.p
OG0006698	CARHR110970	Roisl.0214s0447.1.p
OG0006699	CARHR138600	Roisl.0028s0257.1.p
OG0006700	CARHR142030	Roisl.0035s0073.1.p
OG0006701	CARHR141960	Roisl.0035s0079.1.p
OG0006702	CARHR141940	Roisl.0035s0080.1.p
OG0006703	CARHR141680	Roisl.0035s0109.1.p
OG0006704	CARHR141580	Roisl.0035s0119.1.p
OG0006705	CARHR141490	Roisl.0035s0130.1.p, Roisl.0035s0128.1.p
OG0006706	CARHR141250	Roisl.0035s0150.1.p
OG0006707	CARHR141070	Roisl.0035s0167.1.p
OG0006708	CARHR140910	Roisl.0035s0182.1.p
OG0006709	CARHR140890	Roisl.0035s0187.1.p
OG0006710	CARHR140620	Roisl.0028s0037.1.p
OG0006711	CARHR140450	Roisl.0028s0062.1.p
OG0006712	CARHR140310	Roisl.0028s0079.1.p
OG0006713	CARHR140190	Roisl.0028s0088.1.p
OG0006714	CARHR140180	Roisl.0028s0089.1.p
OG0006715	CARHR139970	Roisl.0028s0110.1.p
OG0006716	CARHR139500	Roisl.0028s0156.1.p
OG0006717	CARHR139130, CARHR257120	Roisl.0028s0193.1.p
OG0006718	CARHR138900	Roisl.0028s0223.1.p
OG0006719	CARHR138870	Roisl.0028s0227.1.p
OG0006720	CARHR138800	Roisl.0028s0238.1.p
OG0006720	CARHR138790	Roisl.0028s0239.1.p
OG0006721	CARHR138780	Roisl.0209s0034.1.p, Roisl.0028s0240.1.p
OG0006722	CARHR138420	Roisl.0028s0274.1.p
OG0006723	CARHR138200	Roisl.0028s0298.1.p
OG0006724	CARHR137920	Roisl.0028s0331.1.p
OG0006725	CARHR137560	Roisl.0028s0368.1.p
OG0006726	CARHR137440	Roisl.0028s0376.1.p
OG0006727	CARHR137310	Roisl.0028s0393.1.p
OG0006729	CARHR136550	Roisl.0028s0477.1.p
OG0006730	CARHR136400	Roisl.0028s0492.1.p
OG0006731	CARHR136370	Roisl.0028s0495.1.p
OG0006732	CARHR174330	Roisl.0005s0075.1.p
OG0006733	CARHR241420	Roisl.0008s0276.1.p
OG0006734	CARHR075940	Roisl.0016s0113.1.p
OG0006735	CARHR267710	Roisl.0052s0010.1.p
OG0006736	CARHR076330	Roisl.0016s0163.1.p
OG0006737	CARHR076660	Roisl.0016s0198.1.p
OG0006738	CARHR076860	Roisl.0016s0216.1.p
OG0006739	CARHR076880	Roisl.0016s0218.1.p
OG0006740	CARHR077120	Roisl.0016s0245.1.p
OG0006741	CARHR077410	Roisl.0016s0274.1.p
OG0006742	CARHR077640	Roisl.0016s0297.1.p
OG0006743	CARHR077830	Roisl.0016s0314.1.p
OG0006744	CARHR077880	Roisl.0016s0320.1.p
OG0006745	CARHR078560	Roisl.0016s0380.1.p
OG0006746	CARHR079660	Roisl.0039s0055.1.p
OG0006747	CARHR079680	Roisl.0039s0057.1.p
OG0006748	CARHR079890	Roisl.0039s0072.1.p
OG0006749	CARHR079940	Roisl.0039s0081.1.p
OG0006750	CARHR026560	Roisl.0015s0067.1.p
OG0006751	CARHR080490	Roisl.0039s0138.1.p
OG0006752	CARHR080500	Roisl.0039s0139.1.p
OG0006753	CARHR081420	Roisl.0079s0068.1.p
OG0006754	CARHR081490	Roisl.0079s0075.1.p
OG0006755	CARHR081910	Roisl.0079s0116.1.p
OG0006756	CARHR081970	Roisl.0079s0126.1.p
OG0006757	CARHR081980	Roisl.0014s0084.1.p
OG0006758	CARHR082020	Roisl.0079s0130.1.p
OG0006759	CARHR082060	Roisl.0079s0134.1.p
OG0006760	CARHR082160	Roisl.0079s0144.1.p
OG0006761	CARHR082280, CARHR259910	Roisl.0079s0156.1.p
OG0006762	CARHR082460	Roisl.0079s0176.1.p
OG0006763	CARHR082500	Roisl.0079s0180.1.p
OG0006764	CARHR103500, CARHR082510	Roisl.0079s0181.1.p
OG0006765	CARHR083150	Roisl.0079s0239.1.p
OG0006766	CARHR083320	Roisl.0079s0256.1.p
OG0006767	CARHR083510	Roisl.0079s0273.1.p
OG0006768	CARHR083410	Roisl.0079s0265.1.p
OG0006769	CARHR083650	Roisl.0079s0286.1.p
OG0006770	CARHR084540	Roisl.0074s1020.1.p
OG0006771	CARHR085990	Roisl.0074s0863.1.p
OG0006772	CARHR085490	Roisl.0074s0919.1.p
OG0006773	CARHR085600	Roisl.0074s0906.1.p
OG0006774	CARHR085610	Roisl.0074s0905.1.p
OG0006775	CARHR085960	Roisl.0204s0104.1.p, Roisl.0074s0868.1.p
OG0006776	CARHR086160	Roisl.0074s0847.1.p
OG0006777	CARHR086170	Roisl.0074s0968.1.p
OG0006778	CARHR086200	Roisl.0074s0843.1.p
OG0006779	CARHR086270	Roisl.0074s0833.1.p
OG0006780	CARHR086280	Roisl.0074s0832.1.p
OG0006781	CARHR086740	Roisl.0074s0785.1.p
OG0006782	CARHR087000, CARHR151150	Roisl.0074s0760.1.p
OG0006783	CARHR087180	Roisl.0074s0740.1.p
OG0006784	CARHR087250	Roisl.0074s0733.1.p
OG0006785	CARHR087430	Roisl.0074s0717.1.p
OG0006786	CARHR087550	Roisl.0074s0698.1.p
OG0006787	CARHR124840, CARHR163730	Roisl.0033s0115.1.p
OG0006788	CARHR088370	Roisl.0074s0622.1.p
OG0006789	CARHR088460	Roisl.0074s0613.1.p
OG0006790	CARHR088740	Roisl.0074s0584.1.p
OG0006791	CARHR131260	Roisl.0020s0044.1.p
OG0006792	CARHR089040	Roisl.0074s0555.1.p
OG0006793	CARHR089070	Roisl.0074s0552.1.p
OG0006794	CARHR089320	Roisl.0074s0516.1.p
OG0006795	CARHR089560	Roisl.0074s0505.1.p
OG0006796	CARHR089700	Roisl.0074s0489.1.p
OG0006797	CARHR089860	Roisl.0074s0475.1.p
OG0006798	CARHR090180	Roisl.0074s0446.1.p
OG0006799	CARHR090410	Roisl.0074s0420.1.p
OG0006800	CARHR090570	Roisl.0074s0403.1.p
OG0006801	CARHR090940	Roisl.0074s0366.1.p
OG0006802	CARHR090990	Roisl.0074s0361.1.p
OG0006803	CARHR091390	Roisl.0074s0325.1.p
OG0006804	CARHR091450	Roisl.0074s0320.1.p
OG0006805	CARHR003540	Roisl.0210s0356.1.p
OG0006806	CARHR092350	Roisl.0074s0231.1.p
OG0006807	CARHR092470	Roisl.0074s0219.1.p
OG0006808	CARHR092740	Roisl.0074s0200.1.p
OG0006809	CARHR092850	Roisl.0074s0191.1.p
OG0006810	CARHR201190	Roisl.0022s0342.1.p, Roisl.0015s0081.1.p
OG0006811	CARHR092920	Roisl.0074s0182.1.p
OG0006812	CARHR092930	Roisl.0074s0181.1.p
OG0006813	CARHR093100	Roisl.0074s0162.1.p
OG0006814	CARHR093210	Roisl.0074s0150.1.p
OG0006815	CARHR093490	Roisl.0074s0121.1.p
OG0006816	CARHR093550	Roisl.0074s0112.1.p
OG0006817	CARHR093760	Roisl.0074s0090.1.p
OG0006818	CARHR093830	Roisl.0074s0084.1.p
OG0006819	CARHR094160	Roisl.0074s0056.1.p
OG0006820	CARHR219250, CARHR099950, CARHR094310	Roisl.0074s0044.1.p
OG0006821	CARHR019490	Roisl.0007s0247.1.p
OG0006822	CARHR095520	Roisl.0115s0314.1.p
OG0006823	CARHR095560	Roisl.0115s0318.1.p
OG0006824	CARHR095990	Roisl.0115s0356.1.p
OG0006825	CARHR096320	Roisl.0115s0383.1.p
OG0006826	CARHR096360	Roisl.0115s0386.1.p
OG0006827	CARHR096370	Roisl.0115s0387.1.p, Roisl.0020s0179.1.p
OG0006828	CARHR096680	Roisl.0115s0412.1.p
OG0006829	CARHR096790	Roisl.0115s0426.1.p
OG0006830	CARHR096930	Roisl.0115s0443.1.p
OG0006831	CARHR097080	Roisl.0115s0460.1.p, Roisl.0115s0458.1.p
OG0006832	CARHR009850	Roisl.0021s0028.1.p
OG0006834	CARHR215480	Roisl.0210s2214.1.p
OG0006835	CARHR184440	Roisl.0085s0002.1.p
OG0006836	CARHR184340	Roisl.0188s0127.1.p
OG0006837	CARHR099740	Roisl.0053s0305.1.p
OG0006838	CARHR098650, CARHR098640	Roisl.0115s0629.1.p
OG0006839	CARHR098290	Roisl.0115s0591.1.p
OG0006840	CARHR097500	Roisl.0115s0507.1.p
OG0006841	CARHR237880	Roisl.0003s0005.1.p
OG0006842	CARHR237850	Roisl.0003s0002.1.p
OG0006843	CARHR056470	Roisl.0195s0001.1.p
OG0006844	CARHR056380	Roisl.0195s0012.1.p
OG0006845	CARHR194300	Roisl.0210s1582.1.p
OG0006846	CARHR194330	Roisl.0210s1579.1.p
OG0006847	CARHR194560	Roisl.0210s1553.1.p
OG0006848	CARHR194790	Roisl.0210s1536.1.p
OG0006849	CARHR182170	Roisl.0036s0090.1.p
OG0006850	CARHR185350	Roisl.0046s0487.1.p
OG0006851	CARHR183810	Roisl.0014s0039.1.p
OG0006852	CARHR162270	Roisl.0046s1221.1.p
OG0006853	CARHR162030	Roisl.0046s1196.1.p
OG0006854	CARHR161940	Roisl.0046s1183.1.p
OG0006855	CARHR117420, CARHR161820	Roisl.0046s1174.1.p
OG0006856	CARHR161800	Roisl.0046s1171.1.p
OG0006857	CARHR161760	Roisl.0046s1169.1.p
OG0006858	CARHR161050	Roisl.0046s1096.1.p
OG0006859	CARHR161000	Roisl.0046s1090.1.p
OG0006860	CARHR160870	Roisl.0046s1078.1.p
OG0006861	CARHR160850	Roisl.0046s1076.1.p
OG0006862	CARHR000680	Roisl.0210s0067.1.p
OG0006864	CARHR000880	Roisl.0210s0089.1.p
OG0006865	CARHR001310	Roisl.0210s0124.1.p
OG0006866	CARHR001560	Roisl.0210s0152.1.p, Roisl.0213s0488.1.p
OG0006867	CARHR001740	Roisl.0210s0172.1.p
OG0006868	CARHR002250	Roisl.0210s0221.1.p
OG0006869	CARHR002300	Roisl.0210s0232.1.p
OG0006870	CARHR002390	Roisl.0210s0244.1.p
OG0006871	CARHR003180	Roisl.0210s0319.1.p
OG0006872	CARHR003610	Roisl.0210s0363.1.p
OG0006874	CARHR003940, CARHR171650	Roisl.0091s0699.1.p
OG0006875	CARHR004040	Roisl.0091s0708.1.p
OG0006876	CARHR004150	Roisl.0091s0719.1.p
OG0006877	CARHR150950	Roisl.0027s0103.1.p
OG0006878	CARHR004350	Roisl.0091s0742.1.p
OG0006879	CARHR004550	Roisl.0091s0760.1.p
OG0006880	CARHR004730	Roisl.0091s0778.1.p
OG0006881	CARHR005120	Roisl.0091s0822.1.p
OG0006882	CARHR005600	Roisl.0091s0876.1.p
OG0006883	CARHR005620	Roisl.0091s0878.1.p
OG0006884	CARHR006100	Roisl.0091s0916.1.p
OG0006885	CARHR006170	Roisl.0091s0924.1.p
OG0006886	CARHR006520	Roisl.0091s0948.1.p
OG0006887	CARHR006620	Roisl.0091s0960.1.p
OG0006888	CARHR006650	Roisl.0091s0963.1.p
OG0006889	CARHR231790	Roisl.0008s0253.1.p
OG0006890	CARHR107500, CARHR007900	Roisl.0091s1089.1.p
OG0006891	CARHR008040	Roisl.0091s1104.1.p
OG0006892	CARHR008140	Roisl.0091s1110.1.p
OG0006893	CARHR008250	Roisl.0091s1118.1.p
OG0006894	CARHR008370	Roisl.0091s1135.1.p
OG0006895	CARHR008720	Roisl.0091s1166.1.p
OG0006896	CARHR008810	Roisl.0091s1175.1.p
OG0006897	CARHR008880	Roisl.0091s1181.1.p
OG0006898	CARHR009070, CARHR009080	Roisl.0091s1196.1.p
OG0006899	CARHR009290	Roisl.0091s1214.1.p
OG0006900	CARHR009710	Roisl.0021s0011.1.p
OG0006901	CARHR010080	Roisl.0021s0045.1.p
OG0006902	CARHR010240	Roisl.0021s0066.1.p
OG0006903	CARHR053600	Roisl.0214s0682.1.p
OG0006904	CARHR010650	Roisl.0021s0115.1.p
OG0006905	CARHR010990	Roisl.0021s0152.1.p
OG0006906	CARHR011230	Roisl.0021s0178.1.p
OG0006907	CARHR011380	Roisl.0021s0192.1.p
OG0006908	CARHR011420	Roisl.0021s0195.1.p
OG0006909	CARHR011440	Roisl.0021s0197.1.p
OG0006910	CARHR011500	Roisl.0021s0203.1.p
OG0006911	CARHR011550	Roisl.0021s0208.1.p
OG0006912	CARHR011910	Roisl.0021s0243.1.p
OG0006913	CARHR011960	Roisl.0021s0247.1.p
OG0006914	CARHR012070	Roisl.0021s0261.1.p
OG0006915	CARHR012100	Roisl.0021s0263.1.p
