Orthogroup	Cardamine_hirsuta	Euclidium_syriacum
OG0009550	CARHR135750	ESY12_g50954_DN3_SP0_c0.t1
OG0009551	CARHR135610	ESY12_g50910_DN3_SP8_c0.t1
OG0009552	CARHR135600	ESY12_g50909_DN3_SP1_c0.t1
OG0009553	CARHR135450	ESY12_g50864_DN3_SP8_c8.t1
OG0009554	CARHR135410	ESY12_g50858_DN3_SP8_c0.t1
OG0009555	CARHR135250	ESY12_g50828_DN3_SP0_c0.t1
OG0009556	CARHR135090	ESY9_g45686_DN3_SP0_c0.t1
OG0009557	CARHR135060	ESY9_g45683_DN2_SP8_c0.t1
OG0009558	CARHR134790	ESY9_g45622_DN3_SP0_c0.t1
OG0009559	CARHR134740	ESY9_g45612_DN3_SP8_c0.t1
OG0009560	CARHR134700	ESY9_g45608_DN3_SP0_c0.t1
OG0009561	CARHR134690	ESY9_g45607_DN3_SP3_c0.t1
OG0009562	CARHR134540	ESY9_g45586_DN3_SP0_c0.t1
OG0009563	CARHR108980, CARHR148440	ESY1_g6821_DN3_SP0_c0.t1
OG0009564	CARHR134400	ESY9_g45537_DN3_SP6_c0.t1
OG0009565	CARHR134360	ESY9_g45534_DN2_SP0_c0.t1
OG0009566	CARHR134300, CARHR087370	ESY9_g45522_DN3_SP0_c0.t1
OG0009567	CARHR133980	ESY9_g45470_DN3_SP4_c0.t1
OG0009568	CARHR133890	ESY9_g45451_DN3_SP6_c0.t1
OG0009569	CARHR133610	ESY9_g45409_DN3_SP8_c0.t1
OG0009570	CARHR133500	ESY9_g45392_DN3_SP0_c0.t1
OG0009571	CARHR125840, CARHR133490	ESY9_g45391_DN3_SP0_c0.t1
OG0009572	CARHR133420	ESY9_g45375_DN2_SP8_c11.t1
OG0009573	CARHR133400	ESY9_g45371_DN3_SP7_c0.t1
OG0009574	CARHR133370	ESY9_g45368_DN3_SP1_c0.t1
OG0009575	CARHR133280	ESY9_g45357_DN3_SP8_c0.t1
OG0009576	CARHR133270	ESY9_g45356_DN3_SP0_c0.t1
OG0009577	CARHR133190	ESY9_g45333_DN3_SP0_c0.t1
OG0009578	CARHR133170	ESY9_g45329_DN3_SP0_c0.t1
OG0009579	CARHR132890	ESY9_g45273_DN3_SP5_c9.t1
OG0009580	CARHR132850	ESY9_g45252_DN3_SP0_c0.t1
OG0009581	CARHR132690	ESY9_g45199_DN2_SP8_c0.t1
OG0009582	CARHR132610	ESY9_g45164_DN3_SP0_c0.t1
OG0009583	CARHR132540	ESY9_g45157_DN3_SP8_c0.t1
OG0009584	CARHR143900	ESY10_g14632_DN3_SP0_c0.t1
OG0009585	CARHR132410	ESY9_g45122_DN3_SP3_c0.t1
OG0009586	CARHR131750	ESY9_g45084_DN2_SP0_c0.t1
OG0009587	CARHR132160	ESY9_g44820_DN2_SP0_c0.t1
OG0009588	CARHR132180	ESY9_g44818_DN2_SP0_c0.t1
OG0009589	CARHR132230	ESY9_g44799_DN3_SP4_c0.t1
OG0009590	CARHR144680	ESY10_g14470_DN3_SP0_c0.t1
OG0009591	CARHR132260	ESY9_g44793_DN3_SP8_c0.t1
OG0009592	CARHR259970	ESY19_g41269_DN2_SP0_c0.t1
OG0009593	CARHR132340	ESY9_g44778_DN3_SP6_c0.t1
OG0009594	CARHR131640	ESY9_g44741_DN3_SP8_c0.t1
OG0009595	CARHR131550	ESY9_g44687_DN3_SP5_c0.t1
OG0009596	CARHR131400	ESY9_g44628_DN3_SP5_c0.t1
OG0009597	CARHR131390	ESY9_g44622_DN3_SP8_c21.t1
OG0009598	CARHR253650	ESY7_g16072_DN3_SP0_c0.t1, ESY3_g27588_DN2_SP0_c0.t1
OG0009599	CARHR253590	ESY7_g16087_DN3_SP0_c0.t1
OG0009600	CARHR253300	ESY7_g16176_DN3_SP2_c0.t1
OG0009601	CARHR253070	ESY7_g16208_DN3_SP3_c0.t1
OG0009602	CARHR252900	ESY7_g16299_DN2_SP0_c0.t1
OG0009603	CARHR144010	ESY10_g14614_DN3_SP1_c0.t1
OG0009604	CARHR252690	ESY7_g16363_DN3_SP0_c0.t1
OG0009605	CARHR254160	ESY18_g63026_DN3_SP8_c0.t1
OG0009606	CARHR253880	ESY18_g62979_DN3_SP0_c0.t1, ESY18_g62980_DN3_SP0_c0.t1
OG0009607	CARHR253810	ESY18_g62972_DN3_SP0_c0.t1
OG0009608	CARHR253780	ESY18_g62938_DN3_SP8_c0.t1
OG0009610	CARHR112170	ESY8_g59879_DN3_SP8_c0.t1
OG0009611	CARHR112490	ESY8_g59831_DN3_SP0_c0.t1, ESY8_g59829_DN3_SP0_c0.t1
OG0009612	CARHR112620, CARHR131230	ESY8_g59817_DN3_SP6_c0.t1
OG0009613	CARHR112920	ESY8_g59768_DN3_SP4_c0.t1
OG0009614	CARHR112930	ESY8_g59766_DN3_SP0_c0.t1
OG0009615	CARHR293090	ESY8_g59572_DN3_SP0_c12.t1
OG0009616	CARHR184850	ESY8_g59522_DN3_SP4_c0.t1
OG0009617	CARHR263820, CARHR184800	ESY8_g59529_DN2_SP0_c0.t1
OG0009618	CARHR117780	ESY8_g59459_DN3_SP0_c0.t1
OG0009619	CARHR116260	ESY8_g59357_DN3_SP8_c0.t1
OG0009620	CARHR116580	ESY8_g59377_DN3_SP8_c0.t1
OG0009621	CARHR118390	ESY8_g59220_DN3_SP0_c0.t1
OG0009622	CARHR118480	ESY8_g59227_DN3_SP8_c15.t1
OG0009623	CARHR115120	ESY8_g59237_DN3_SP2_c0.t1
OG0009624	CARHR287840	ESY8_g59212_DN3_SP0_c0.t1
OG0009625	CARHR232030	ESY13_g57585_DN2_SP0_c0.t1
OG0009626	CARHR035410	ESY14_g21577_DN3_SP8_c0.t1
OG0009627	CARHR134910	ESY14_g21138_DN2_SP0_c0.t1
OG0009628	CARHR106320	ESY14_g21137_DN2_SP0_c0.t1
OG0009629	CARHR034970	ESY14_g21109_DN2_SP8_c0.t1
OG0009630	CARHR034240	ESY14_g20738_DN3_SP0_c0.t1
OG0009631	CARHR034050	ESY14_g20625_DN3_SP0_c0.t1
OG0009632	CARHR033980	ESY14_g20621_DN3_SP8_c0.t1
OG0009633	CARHR033810	ESY14_g20585_DN3_SP0_c0.t1
OG0009634	CARHR033220	ESY14_g20294_DN2_SP0_c0.t1, ESY14_g20158_DN3_SP5_c0.t1
OG0009635	CARHR032960	ESY14_g20388_DN2_SP0_c0.t1
OG0009636	CARHR260740	ESY16_g62217_DN3_SP3_c0.t1
OG0009637	CARHR260710	ESY25_g62826_DN3_SP8_c0.t1
OG0009638	CARHR259570	ESY19_g41778_DN3_SP0_c0.t1
OG0009639	CARHR259460	ESY19_g41723_DN3_SP5_c0.t1
OG0009640	CARHR256280	ESY25_g62577_DN3_SP2_c0.t1
OG0009641	CARHR255980	ESY18_g64053_DN3_SP5_c0.t1
OG0009642	CARHR255940	ESY18_g64038_DN3_SP0_c0.t1
OG0009643	CARHR255880	ESY18_g63990_DN3_SP0_c0.t1, ESY18_g63002_DN3_SP0_c0.t1
OG0009644	CARHR255810	ESY18_g63946_DN3_SP8_c0.t1
OG0009645	CARHR254520	ESY18_g63158_DN3_SP3_c0.t1
OG0009646	CARHR193700	ESY7_g16875_DN3_SP0_c0.t1
OG0009647	CARHR193690	ESY7_g16874_DN3_SP0_c0.t1
OG0009648	CARHR187070	ESY10_g15280_DN2_SP2_c0.t1
OG0009649	CARHR187040	ESY10_g15284_DN3_SP7_c0.t1
OG0009650	CARHR186990	ESY10_g15290_DN3_SP8_c0.t1
OG0009651	CARHR186900	ESY10_g15302_DN3_SP8_c0.t1
OG0009652	CARHR186800	ESY10_g15377_DN3_SP1_c0.t1
OG0009653	CARHR186630	ESY10_g15406_DN3_SP0_c0.t1
OG0009654	CARHR186520	ESY10_g15427_DN3_SP0_c0.t1
OG0009655	CARHR057990	ESY2_g35276_DN2_SP0_c0.t1
OG0009656	CARHR186260	ESY10_g15484_DN3_SP8_c0.t1
OG0009657	CARHR186140	ESY10_g15515_DN3_SP0_c0.t1
OG0009658	CARHR186060	ESY10_g15574_DN3_SP0_c0.t1
OG0009659	CARHR186040	ESY10_g15576_DN3_SP8_c0.t1
OG0009660	CARHR185090	ESY10_g15735_DN3_SP8_c0.t1
OG0009661	CARHR110500	ESY11_g54804_DN3_SP0_c0.t1
OG0009662	CARHR110580	ESY11_g54812_DN3_SP6_c0.t1
OG0009663	CARHR110680	ESY11_g54829_DN3_SP0_c12.t1
OG0009664	CARHR110800	ESY11_g54859_DN3_SP0_c0.t1
OG0009665	CARHR110890	ESY11_g54884_DN2_SP0_c0.t1
OG0009666	CARHR111020	ESY11_g54918_DN3_SP8_c0.t1
OG0009667	CARHR046100, CARHR111500	ESY11_g54981_DN3_SP0_c0.t1
OG0009668	CARHR154660	ESY1_g8029_DN3_SP8_c0.t1
OG0009669	CARHR154650	ESY1_g8028_DN3_SP5_c0.t1
OG0009670	CARHR154620	ESY1_g8027_DN3_SP0_c0.t1
OG0009671	CARHR143440	ESY12_g52323_DN3_SP8_c0.t1, ESY14_g19773_DN2_SP0_c0.t1
OG0009672	CARHR143410	ESY12_g52320_DN3_SP7_c0.t1, ESY12_g51915_DN3_SP0_c0.t1
OG0009673	CARHR143360	ESY12_g52313_DN3_SP0_c0.t1
OG0009674	CARHR143330	ESY12_g52308_DN3_SP7_c0.t1
OG0009675	CARHR143290	ESY12_g52304_DN3_SP8_c0.t1
OG0009676	CARHR143280	ESY12_g52300_DN3_SP0_c0.t1
OG0009677	CARHR143210, CARHR143230	ESY12_g52294_DN3_SP0_c0.t1
OG0009678	CARHR143060	ESY12_g52261_DN2_SP0_c0.t1
OG0009679	CARHR142080	ESY12_g51633_DN2_SP0_c0.t1
OG0009680	CARHR142060	ESY12_g51636_DN3_SP4_c0.t1
OG0009681	CARHR141970	ESY12_g51658_DN3_SP0_c0.t1
OG0009682	CARHR141840	ESY12_g51676_DN3_SP0_c0.t1
OG0009683	CARHR234770	ESY16_g62319_DN3_SP8_c0.t1
OG0009684	CARHR288620, CARHR141830	ESY12_g51678_DN2_SP0_c0.t1
OG0009685	CARHR141820	ESY12_g51681_DN3_SP0_c0.t1
OG0009687	CARHR035950	ESY14_g20874_DN3_SP8_c0.t1
OG0009688	CARHR141520	ESY12_g51728_DN3_SP0_c0.t1
OG0009689	CARHR141510	ESY12_g51731_DN3_SP7_c0.t1
OG0009690	CARHR141440	ESY12_g51740_DN3_SP0_c0.t1
OG0009691	CARHR141340	ESY12_g51754_DN1_SP0_c0.t1
OG0009692	CARHR141280	ESY12_g51771_DN3_SP8_c0.t1
OG0009693	CARHR141000	ESY12_g51829_DN3_SP3_c0.t1
OG0009694	CARHR140980	ESY12_g51831_DN3_SP0_c0.t1
OG0009695	CARHR140960	ESY12_g51832_DN3_SP0_c0.t1
OG0009696	CARHR140860	ESY12_g51845_DN3_SP0_c0.t1
OG0009697	CARHR140690	ESY12_g51882_DN3_SP7_c0.t1
OG0009698	CARHR140680	ESY12_g51883_DN3_SP0_c0.t1, ESY12_g51884_DN3_SP2_c0.t1
OG0009699	CARHR140610	ESY12_g51890_DN3_SP1_c0.t1
OG0009700	CARHR140480	ESY12_g51922_DN3_SP2_c0.t1
OG0009701	CARHR140470	ESY12_g51923_DN1_SP0_c0.t1
OG0009702	CARHR140420	ESY12_g51933_DN3_SP8_c0.t1
OG0009703	CARHR140360	ESY12_g51941_DN3_SP7_c0.t1
OG0009704	CARHR140300	ESY12_g51974_DN3_SP3_c0.t1
OG0009705	CARHR140280	ESY12_g51977_DN3_SP8_c0.t1
OG0009706	CARHR139940	ESY12_g52035_DN3_SP0_c0.t1
OG0009707	CARHR139580	ESY12_g52084_DN3_SP0_c0.t1
OG0009708	CARHR139350	ESY12_g52113_DN3_SP0_c0.t1
OG0009709	CARHR139310	ESY12_g52121_DN2_SP0_c0.t1
OG0009710	CARHR138990	ESY12_g52168_DN3_SP0_c0.t1
OG0009711	CARHR138580	ESY12_g51464_DN3_SP6_c0.t1
OG0009712	CARHR138450	ESY12_g51481_DN3_SP6_c0.t1
OG0009713	CARHR138390	ESY12_g51488_DN3_SP8_c0.t1
OG0009714	CARHR138380	ESY12_g51492_DN1_SP0_c0.t1
OG0009715	CARHR138120	ESY12_g51532_DN3_SP0_c0.t1
OG0009716	CARHR138090	ESY12_g51534_DN3_SP8_c0.t1
OG0009717	CARHR138000	ESY3_g30976_DN3_SP0_c0.t1, ESY3_g31423_DN3_SP0_c0.t1, ESY12_g51551_DN3_SP0_c0.t1
OG0009718	CARHR137960	ESY12_g51557_DN3_SP1_c0.t1
OG0009719	CARHR174770	ESY10_g14982_DN3_SP0_c0.t1
OG0009720	CARHR137900	ESY12_g51568_DN3_SP8_c0.t1
OG0009721	CARHR137710	ESY12_g51357_DN3_SP4_c0.t1
OG0009722	CARHR137700	ESY12_g51355_DN3_SP0_c0.t1
OG0009723	CARHR137470	ESY12_g51332_DN2_SP0_c0.t1
OG0009724	CARHR137460	ESY12_g51331_DN3_SP0_c0.t1
OG0009725	CARHR137410	ESY12_g51310_DN3_SP0_c0.t1
OG0009726	CARHR137360	ESY12_g51305_DN3_SP2_c0.t1
OG0009727	CARHR136810	ESY12_g51210_DN3_SP8_c0.t1
OG0009728	CARHR136900	ESY12_g51227_DN3_SP7_c9.t1
OG0009729	CARHR136940	ESY12_g51241_DN3_SP0_c0.t1
OG0009730	CARHR136590	ESY12_g51153_DN3_SP5_c0.t1
OG0009731	CARHR094830	ESY3_g29429_DN3_SP1_c0.t1
OG0009732	CARHR174450	ESY10_g14912_DN3_SP8_c0.t1
OG0009733	CARHR075930	ESY3_g32569_DN3_SP6_c0.t1
OG0009734	CARHR076140	ESY3_g32534_DN3_SP0_c0.t1
OG0009735	CARHR076340	ESY3_g32496_DN3_SP0_c16.t1
OG0009736	CARHR076380	ESY3_g32493_DN3_SP3_c0.t1
OG0009737	CARHR076550	ESY3_g32475_DN2_SP3_c0.t1
OG0009738	CARHR076620	ESY3_g32469_DN3_SP7_c0.t1
OG0009739	CARHR076850	ESY3_g32433_DN3_SP0_c0.t1
OG0009740	CARHR076940	ESY3_g32404_DN1_SP0_c0.t1
OG0009741	CARHR077160	ESY3_g32362_DN3_SP0_c0.t1
OG0009742	CARHR077220	ESY3_g32355_DN3_SP3_c0.t1
OG0009743	CARHR077240	ESY3_g32351_DN3_SP8_c0.t1
OG0009744	CARHR077440	ESY3_g32302_DN3_SP8_c0.t1
OG0009745	CARHR077580	ESY4_g26602_DN3_SP0_c0.t1
OG0009746	CARHR078080	ESY3_g32154_DN3_SP1_c0.t1
OG0009747	CARHR078180	ESY3_g32113_DN3_SP5_c0.t1
OG0009748	CARHR078520	ESY3_g32036_DN3_SP2_c0.t1
OG0009749	CARHR078590	ESY3_g32026_DN3_SP7_c0.t1
OG0009750	CARHR078750	ESY3_g31994_DN3_SP0_c0.t1
OG0009751	CARHR078760, CARHR104900	ESY3_g31993_DN3_SP8_c0.t1
OG0009752	CARHR078840	ESY3_g31976_DN3_SP0_c0.t1
OG0009753	CARHR185270, CARHR078900	ESY3_g31961_DN3_SP8_c0.t1
OG0009754	CARHR078930	ESY3_g31958_DN3_SP2_c0.t1
OG0009755	CARHR078980	ESY3_g31950_DN3_SP7_c0.t1
OG0009756	CARHR079190	ESY3_g31910_DN3_SP7_c0.t1
OG0009757	CARHR079310	ESY3_g31817_DN3_SP8_c0.t1
OG0009758	CARHR079400	ESY3_g31835_DN3_SP0_c0.t1
OG0009759	CARHR079480	ESY3_g31805_DN3_SP0_c0.t1
OG0009760	CARHR080110	ESY3_g31667_DN3_SP0_c0.t1
OG0009761	CARHR080550	ESY3_g31594_DN3_SP7_c0.t1
OG0009762	CARHR080580	ESY3_g31592_DN3_SP2_c0.t1
OG0009763	CARHR080740	ESY2_g37227_DN3_SP0_c0.t1, ESY3_g31566_DN3_SP0_c0.t1, ESY3_g31578_DN3_SP0_c0.t1, ESY3_g31577_DN1_SP0_c0.t1
OG0009764	CARHR080790	ESY3_g31556_DN3_SP8_c0.t1
OG0009765	CARHR080780	ESY3_g31555_DN3_SP0_c0.t1
OG0009766	CARHR080950	ESY3_g31532_DN3_SP8_c0.t1
OG0009767	CARHR081090	ESY3_g31515_DN3_SP1_c12.t1
OG0009768	CARHR081200	ESY3_g31494_DN3_SP7_c0.t1
OG0009769	CARHR081410	ESY3_g31442_DN3_SP6_c0.t1
OG0009770	CARHR234430	ESY16_g62395_DN3_SP7_c0.t1
OG0009771	CARHR081510	ESY3_g31452_DN3_SP0_c0.t1
OG0009773	CARHR081680	ESY3_g31482_DN3_SP2_c0.t1
OG0009774	CARHR081720	ESY3_g31421_DN1_SP0_c0.t1
OG0009775	CARHR081840	ESY3_g31411_DN3_SP0_c0.t1
OG0009776	CARHR081950	ESY3_g31396_DN3_SP8_c0.t1
OG0009777	CARHR081960	ESY3_g31393_DN3_SP3_c0.t1
OG0009778	CARHR082000	ESY3_g31387_DN3_SP0_c0.t1
OG0009779	CARHR082210	ESY3_g30661_DN3_SP0_c0.t1
OG0009780	CARHR082330	ESY3_g30688_DN3_SP8_c0.t1
OG0009781	CARHR082350	ESY3_g30692_DN3_SP6_c0.t1
OG0009782	CARHR082480	ESY3_g30707_DN3_SP8_c0.t1
OG0009783	CARHR082680	ESY3_g30732_DN3_SP8_c0.t1
OG0009784	CARHR082690	ESY3_g30733_DN3_SP8_c0.t1
OG0009785	CARHR082700	ESY3_g30734_DN3_SP8_c0.t1
OG0009786	CARHR082710	ESY3_g30735_DN3_SP2_c0.t1
OG0009787	CARHR235540	ESY4_g23807_DN3_SP0_c0.t1
OG0009788	CARHR082770	ESY10_g14328_DN3_SP0_c0.t1, ESY3_g30743_DN3_SP7_c0.t1
OG0009789	CARHR082800	ESY3_g30747_DN3_SP2_c0.t1
OG0009790	CARHR082920	ESY3_g30771_DN3_SP7_c0.t1, ESY3_g30773_DN3_SP1_c0.t1
OG0009792	CARHR083460	ESY3_g30850_DN3_SP0_c0.t1
OG0009793	CARHR083640	ESY3_g30906_DN2_SP0_c0.t1
OG0009794	CARHR083700	ESY3_g30914_DN3_SP0_c0.t1
OG0009795	CARHR083790	ESY3_g30929_DN3_SP0_c0.t1
OG0009796	CARHR084280	ESY3_g30998_DN3_SP8_c23.t1
OG0009797	CARHR084490	ESY6_g49323_DN3_SP8_c0.t1
OG0009798	CARHR084610	ESY3_g31035_DN3_SP1_c0.t1
OG0009799	CARHR084620, CARHR067400	ESY3_g31042_DN3_SP0_c0.t1
OG0009800	CARHR084830	ESY3_g31075_DN3_SP8_c0.t1
OG0009801	CARHR085030	ESY3_g31105_DN3_SP7_c0.t1
OG0009802	CARHR208660	ESY3_g31113_DN3_SP0_c18.t1
OG0009804	CARHR085260	ESY3_g31140_DN3_SP0_c0.t1
OG0009805	CARHR085450	ESY3_g31172_DN3_SP0_c0.t1
OG0009806	CARHR085540	ESY3_g31183_DN3_SP0_c30.t1
OG0009807	CARHR085620	ESY3_g31197_DN3_SP1_c0.t1
OG0009808	CARHR085980	ESY3_g31250_DN3_SP5_c0.t1
OG0009809	CARHR086040	ESY3_g31262_DN3_SP8_c0.t1
OG0009810	CARHR086420	ESY3_g31303_DN3_SP0_c0.t1
OG0009811	CARHR086510	ESY3_g31293_DN3_SP8_c0.t1
OG0009813	CARHR086620	ESY3_g31355_DN3_SP4_c0.t1
OG0009814	CARHR086730	ESY3_g31336_DN3_SP8_c0.t1
OG0009815	CARHR086780	ESY3_g30042_DN3_SP4_c0.t1
OG0009816	CARHR086840	ESY3_g30057_DN3_SP8_c0.t1
OG0009817	CARHR086890	ESY3_g30066_DN3_SP8_c0.t1
OG0009818	CARHR087060	ESY3_g30084_DN3_SP0_c0.t1
OG0009819	CARHR261140	ESY1_g10569_DN2_SP0_c0.t1
OG0009820	CARHR087230	ESY3_g30106_DN3_SP1_c0.t1
OG0009821	CARHR087330	ESY3_g30116_DN3_SP2_c0.t1
OG0009822	CARHR087350	ESY3_g30118_DN3_SP0_c0.t1
OG0009823	CARHR087520	ESY3_g30141_DN3_SP0_c0.t1
OG0009824	CARHR087620	ESY3_g30154_DN3_SP8_c0.t1
OG0009825	CARHR087640	ESY3_g30156_DN3_SP0_c0.t1
OG0009826	CARHR087650	ESY3_g30157_DN3_SP8_c0.t1
OG0009827	CARHR087850	ESY3_g30179_DN3_SP0_c0.t1
OG0009828	CARHR087890	ESY3_g30183_DN3_SP8_c0.t1
OG0009829	CARHR087980	ESY3_g30195_DN3_SP0_c0.t1
OG0009830	CARHR088210	ESY3_g30231_DN3_SP3_c0.t1
OG0009831	CARHR088320	ESY3_g30243_DN3_SP0_c0.t1
OG0009832	CARHR088470	ESY3_g30264_DN3_SP6_c0.t1
OG0009833	CARHR088480	ESY3_g30267_DN3_SP8_c0.t1
OG0009834	CARHR088930	ESY3_g30334_DN3_SP5_c0.t1
OG0009835	CARHR089120	ESY3_g30368_DN3_SP0_c0.t1
OG0009836	CARHR089160	ESY3_g30373_DN2_SP0_c0.t1
OG0009837	CARHR089190	ESY3_g30378_DN3_SP0_c0.t1
OG0009838	CARHR089200	ESY3_g30380_DN3_SP8_c0.t1
OG0009839	CARHR284700	ESY1_g12075_DN3_SP0_c0.t1
OG0009840	CARHR089440	ESY3_g30405_DN3_SP7_c0.t1
OG0009841	CARHR089340	ESY3_g30414_DN3_SP8_c0.t1
OG0009842	CARHR089680	ESY3_g30452_DN3_SP0_c0.t1
OG0009843	CARHR090080	ESY3_g30526_DN3_SP0_c0.t1
OG0009844	CARHR090090	ESY3_g30527_DN3_SP0_c0.t1
OG0009845	CARHR234350	ESY16_g62412_DN2_SP0_c0.t1
OG0009846	CARHR090240	ESY3_g30542_DN3_SP8_c0.t1
OG0009847	CARHR090250	ESY3_g30543_DN3_SP1_c0.t1
OG0009848	CARHR090280	ESY3_g30547_DN3_SP0_c0.t1
OG0009849	CARHR090380	ESY3_g30571_DN3_SP3_c0.t1
OG0009850	CARHR090640	ESY3_g30597_DN3_SP0_c0.t1
OG0009851	CARHR090930	ESY3_g30639_DN3_SP8_c0.t1
OG0009852	CARHR091290	ESY3_g30001_DN3_SP0_c0.t1
OG0009853	CARHR091310	ESY3_g29999_DN3_SP8_c0.t1
OG0009854	CARHR091330	ESY3_g29997_DN3_SP2_c0.t1
OG0009855	CARHR091400	ESY3_g29990_DN3_SP0_c0.t1
OG0009856	CARHR288860	ESY10_g14341_DN3_SP0_c0.t1
OG0009856	CARHR091530	ESY3_g29979_DN3_SP0_c0.t1
OG0009857	CARHR091580, CARHR091590	ESY3_g29965_DN3_SP3_c0.t1
OG0009858	CARHR092110	ESY3_g29885_DN3_SP0_c0.t1
OG0009859	CARHR092120	ESY3_g29884_DN3_SP4_c0.t1
OG0009860	CARHR092480, CARHR115180	ESY3_g29829_DN2_SP0_c0.t1
OG0009861	CARHR235260, CARHR235240, CARHR235250	ESY16_g62165_DN3_SP0_c0.t1, ESY16_g62164_DN2_SP0_c0.t1
OG0009862	CARHR093160	ESY3_g29752_DN3_SP8_c0.t1
OG0009863	CARHR093230	ESY3_g29738_DN3_SP7_c0.t1
OG0009864	CARHR093370	ESY3_g29722_DN3_SP3_c0.t1
OG0009866	CARHR093610	ESY3_g29695_DN2_SP0_c0.t1
OG0009867	CARHR093650	ESY3_g29691_DN3_SP8_c0.t1
OG0009868	CARHR283560	ESY10_g14399_DN3_SP8_c0.t1
OG0009869	CARHR093730	ESY3_g29680_DN3_SP1_c0.t1
OG0009870	CARHR093780	ESY3_g29676_DN3_SP0_c0.t1
OG0009871	CARHR093880	ESY3_g29666_DN3_SP1_c0.t1
OG0009872	CARHR093930	ESY3_g29653_DN2_SP0_c0.t1
OG0009873	CARHR094000	ESY3_g29640_DN3_SP0_c0.t1
OG0009874	CARHR094040, CARHR283750	ESY3_g29636_DN3_SP8_c0.t1
OG0009875	CARHR094200	ESY8_g58487_DN3_SP0_c0.t1, ESY8_g58488_DN3_SP0_c0.t1, ESY3_g29610_DN3_SP0_c0.t1
OG0009876	CARHR094380	ESY3_g29550_DN3_SP0_c0.t1
OG0009877	CARHR094430	ESY3_g29546_DN3_SP5_c0.t1
OG0009878	CARHR094490	ESY3_g29509_DN3_SP1_c0.t1
OG0009879	CARHR094520	ESY3_g29497_DN3_SP7_c0.t1
OG0009880	CARHR094560	ESY3_g29484_DN3_SP0_c17.t1
OG0009881	CARHR143720	ESY10_g14656_DN2_SP1_c0.t1
OG0009882	CARHR094920	ESY3_g29422_DN3_SP0_c0.t1
OG0009883	CARHR094940	ESY3_g29420_DN3_SP0_c0.t1
OG0009884	CARHR095110	ESY3_g29386_DN3_SP0_c0.t1
OG0009885	CARHR095130	ESY3_g29384_DN3_SP0_c0.t1
OG0009886	CARHR095370	ESY3_g29351_DN3_SP0_c0.t1
OG0009887	CARHR012140	ESY5_g3723_DN3_SP2_c0.t1
OG0009888	CARHR095500	ESY3_g29314_DN3_SP0_c0.t1
OG0009889	CARHR095780	ESY3_g29266_DN3_SP0_c0.t1
OG0009890	CARHR095790	ESY6_g48378_DN3_SP0_c12.t1, ESY3_g29262_DN3_SP0_c11.t1
OG0009891	CARHR095870	ESY3_g29255_DN3_SP4_c0.t1
OG0009892	CARHR095970	ESY3_g29242_DN3_SP8_c0.t1
OG0009893	CARHR096470	ESY3_g29182_DN3_SP2_c0.t1
OG0009894	CARHR096760	ESY3_g29152_DN2_SP4_c0.t1
OG0009895	CARHR263190	ESY8_g60891_DN3_SP7_c0.t1
OG0009896	CARHR263720	ESY8_g60953_DN2_SP0_c0.t1
OG0009897	CARHR117540	ESY8_g59423_DN3_SP4_c0.t1
OG0009898	CARHR262580, CARHR214100	ESY8_g61006_DN3_SP0_c0.t1
OG0009899	CARHR213930	ESY8_g61036_DN3_SP8_c0.t1
OG0009900	CARHR214480	ESY8_g61155_DN3_SP8_c0.t1
OG0009901	CARHR034680	ESY17_g40206_DN3_SP0_c0.t1
OG0009903	CARHR216390	ESY17_g40072_DN3_SP8_c0.t1
OG0009904	CARHR184350	ESY15_g65080_DN3_SP6_c0.t1
OG0009905	CARHR099390	ESY3_g28437_DN3_SP7_c0.t1
OG0009906	CARHR099380	ESY3_g28440_DN3_SP0_c0.t1
OG0009907	CARHR099060	ESY3_g28610_DN3_SP0_c0.t1
OG0009908	CARHR098880	ESY3_g28705_DN3_SP7_c0.t1
OG0009909	CARHR111600	ESY11_g54997_DN3_SP8_c0.t1
OG0009910	CARHR148840, CARHR098620	ESY3_g28842_DN3_SP0_c0.t1
OG0009911	CARHR098320	ESY3_g28770_DN3_SP7_c0.t1
OG0009912	CARHR098200	ESY3_g28886_DN3_SP0_c0.t1
OG0009913	CARHR098160	ESY3_g28890_DN3_SP8_c0.t1
OG0009914	CARHR097930	ESY3_g28940_DN2_SP0_c0.t1
OG0009916	CARHR097850	ESY3_g28968_DN3_SP0_c0.t1
OG0009918	CARHR097810	ESY3_g28971_DN3_SP2_c0.t1
OG0009919	CARHR097670	ESY3_g28983_DN3_SP8_c0.t1
OG0009920	CARHR097430	ESY3_g29044_DN3_SP0_c0.t1, ESY3_g29042_DN3_SP0_c0.t1
OG0009921	CARHR097250	ESY3_g29080_DN2_SP0_c0.t1
OG0009922	CARHR238270	ESY4_g24606_DN1_SP0_c0.t1
OG0009923	CARHR238230	ESY4_g24601_DN3_SP0_c0.t1
OG0009924	CARHR264290	ESY6_g46358_DN3_SP3_c0.t1
OG0009925	CARHR237950	ESY4_g24486_DN3_SP6_c0.t1
OG0009926	CARHR237860	ESY4_g24464_DN3_SP0_c0.t1
OG0009927	CARHR058210	ESY2_g35251_DN3_SP8_c0.t1
OG0009928	CARHR056370	ESY2_g34352_DN3_SP2_c0.t1
OG0009929	CARHR057100	ESY2_g34386_DN3_SP6_c0.t1
