Orthogroup	Cardamine_hirsuta	Brassica_oleracea
OG0006081	CARHR156860	XP_013615487.1, XP_013626169.1, XP_013614564.1, XP_013604542.1
OG0006082	CARHR143630	XP_013598484.1, XP_013614069.1
OG0006083	CARHR143670	XP_013598056.1
OG0006084	CARHR143970	XP_013621087.1, XP_013614550.1
OG0006085	CARHR144000	XP_013593018.1, XP_013621681.1
OG0006086	CARHR194940	XP_013622953.1, XP_013619451.1, XP_013615093.1
OG0006087	CARHR119680	XP_013615130.1, XP_013631114.1
OG0006088	CARHR195490	XP_013606425.1, XP_013620285.1
OG0006089	CARHR195600	XP_013610364.1
OG0006090	CARHR196070	XP_013630815.1, XP_013616481.1
OG0006091	CARHR196110	XP_013629602.1, XP_013616156.1
OG0006092	CARHR050730	XP_013587984.1
OG0006093	CARHR093920	XP_013585315.1, XP_013584816.1, XP_013626111.1
OG0006094	CARHR196870	XP_013625183.1, XP_013615949.1
OG0006095	CARHR197030	XP_013628189.1, XP_013611145.1
OG0006096	CARHR197130	XP_013616575.1, XP_013627270.1
OG0006097	CARHR197560	XP_013618376.1, XP_013611984.1
OG0006099	CARHR197650	XP_013628170.1, XP_013619283.1
OG0006101	CARHR197730	XP_013611590.1, XP_013620597.1
OG0006102	CARHR197910	XP_013620771.1, XP_013611998.1
OG0006103	CARHR197940	XP_013625514.1, XP_013608790.1
OG0006104	CARHR198000	XP_013607182.1, XP_013625855.1, XP_013616160.1
OG0006105	CARHR198120	XP_013619246.1, XP_013627168.1, XP_013614400.1
OG0006106	CARHR080130	XP_013628553.1
OG0006107	CARHR238180	XP_013598677.1, XP_013622915.1
OG0006108	CARHR266410	XP_013611914.1, XP_013597198.1
OG0006109	CARHR254050	XP_013608841.1
OG0006110	CARHR198590	XP_013621151.1, XP_013612470.1
OG0006111	CARHR198600	XP_013621152.1, XP_013610628.1, XP_013623463.1
OG0006112	CARHR185310	XP_013620467.1
OG0006113	CARHR143950	XP_013614549.1, XP_013619403.1
OG0006114	CARHR198960	XP_013626659.1, XP_013616131.1
OG0006115	CARHR198990	XP_013627652.1, XP_013610539.1, XP_013635711.1
OG0006116	CARHR199010	XP_013612722.1
OG0006117	CARHR116740	XP_013614888.1
OG0006118	CARHR199620	XP_013615381.1, XP_013622676.1
OG0006119	CARHR199720	XP_013621259.1, XP_013612357.1
OG0006120	CARHR199910	XP_013625507.1
OG0006121	CARHR199960	XP_013612879.1, XP_013629338.1
OG0006123	CARHR200150	XP_013612173.1
OG0006124	CARHR200200	XP_013626579.1, XP_013609826.1, XP_013619428.1
OG0006125	CARHR200470	XP_013611074.1, XP_013619472.1, XP_013628102.1
OG0006126	CARHR200520	XP_013618606.1, XP_013626675.1
OG0006127	CARHR200630	XP_013622452.1, XP_013611223.1
OG0006128	CARHR200660	XP_013622702.1, XP_013612545.1
OG0006129	CARHR200690	XP_013625712.1, XP_013608967.1
OG0006130	CARHR201400	XP_013622633.1, XP_013616334.1
OG0006131	CARHR201720	XP_013608836.1, XP_013621275.1, XP_013628724.1
OG0006132	CARHR202100, CARHR202090, CARHR202020, CARHR202030	XP_013612355.1
OG0006133	CARHR203240	XP_013629586.1
OG0006133	CARHR057930	XP_013619408.1
OG0006134	CARHR069360, CARHR203780	XP_013606468.1
OG0006135	CARHR204320	XP_013620644.1, XP_013611571.1
OG0006136	CARHR204360	XP_013611209.1
OG0006137	CARHR204460	XP_013629987.1, XP_013612086.1
OG0006138	CARHR204690	XP_013621570.1
OG0006138	CARHR204700, CARHR204680	XP_013622851.1
OG0006139	CARHR204840	XP_013625742.1, XP_013608791.1
OG0006140	CARHR205030	XP_013610657.1, XP_013619018.1
OG0006141	CARHR205310	XP_013623381.1, XP_013609017.1
OG0006142	CARHR129310, CARHR036390, CARHR205500	XP_013607217.1, XP_013612313.1
OG0006143	CARHR251350	XP_013607400.1, XP_013625849.1
OG0006144	CARHR251410	XP_013621862.1, XP_013611483.1
OG0006145	CARHR251530	XP_013623316.1
OG0006145	CARHR151030	XP_013612687.1
OG0006146	CARHR116160, CARHR116130, CARHR116120, CARHR251670	XP_013619463.1
OG0006147	CARHR251700	XP_013608630.1
OG0006148	CARHR251710	XP_013608628.1, XP_013629034.1
OG0006149	CARHR251740	XP_013627306.1, XP_013601880.1, XP_013608638.1
OG0006150	CARHR232520	XP_013598541.1, XP_013619504.1
OG0006151	CARHR232380	XP_013605225.1, XP_013602044.1
OG0006152	CARHR119340	XP_013633323.1, XP_013636662.1, XP_013636695.1
OG0006153	CARHR119400	XP_013631351.1, XP_013626245.1
OG0006154	CARHR119880	XP_013632009.1, XP_013625896.1
OG0006155	CARHR120110	XP_013636787.1, XP_013637637.1
OG0006156	CARHR120480	XP_013634817.1, XP_013634582.1
OG0006157	CARHR120820	XP_013622673.1, XP_013635578.1
OG0006158	CARHR121060	XP_013633299.1, XP_013633289.1
OG0006159	CARHR121150	XP_013633748.1
OG0006160	CARHR121340	XP_013631578.1, XP_013630559.1
OG0006161	CARHR121400	XP_013635863.1, XP_013635511.1
OG0006162	CARHR121840	XP_013635190.1, XP_013635319.1
OG0006163	CARHR064760	XP_013616004.1, XP_013588729.1
OG0006164	CARHR122700	XP_013631733.1
OG0006165	CARHR122870	XP_013636138.1
OG0006166	CARHR122880	XP_013636136.1
OG0006167	CARHR122960	XP_013632677.1
OG0006168	CARHR123270	XP_013630917.1, XP_013636841.1, XP_013622508.1
OG0006169	CARHR123530	XP_013634780.1, XP_013627753.1, XP_013635199.1
OG0006170	CARHR123660	XP_013634930.1, XP_013634737.1
OG0006171	CARHR123670	XP_013632182.1, XP_013622472.1
OG0006172	CARHR123750, CARHR123780	XP_013635742.1, XP_013634676.1
OG0006173	CARHR246560, CARHR124200	XP_013637522.1, XP_013629100.1
OG0006174	CARHR124340	XP_013622080.1, XP_013636508.1
OG0006175	CARHR124420, CARHR124890	XP_013632038.1
OG0006176	CARHR124490	XP_013631015.1, XP_013635897.1
OG0006177	CARHR125200	XP_013628158.1, XP_013633579.1
OG0006178	CARHR125250	XP_013628154.1
OG0006179	CARHR125470, CARHR125460	XP_013637460.1, XP_013637126.1
OG0006180	CARHR125500	XP_013631425.1, XP_013622377.1
OG0006181	CARHR156740, CARHR126410	XP_013635629.1, XP_013627842.1
OG0006182	CARHR126350	XP_013631653.1
OG0006183	CARHR126220	XP_013631355.1, XP_013628894.1, XP_013636170.1
OG0006184	CARHR125990	XP_013635289.1
OG0006185	CARHR126900	XP_013631835.1, XP_013632218.1
OG0006186	CARHR180360	XP_013612811.1, XP_013621426.1
OG0006187	CARHR099430	XP_013598843.1
OG0006188	CARHR179570	XP_013607336.1, XP_013616670.1
OG0006189	CARHR179470	XP_013599345.1, XP_013608575.1
OG0006190	CARHR179330	XP_013621479.1, XP_013597936.1
OG0006191	CARHR179220	XP_013610130.1, XP_013598130.1, XP_013620880.1
OG0006192	CARHR232720	XP_013596501.1, XP_013599709.1
OG0006193	CARHR037120	XP_013592335.1
OG0006194	CARHR036580	XP_013589911.1, XP_013603200.1
OG0006195	CARHR027250	XP_013584948.1, XP_013594644.1, XP_013627730.1
OG0006196	CARHR027340	XP_013629612.1
OG0006197	CARHR027800	XP_013593055.1, XP_013623457.1, XP_013638451.1
OG0006198	CARHR027990	XP_013625812.1, XP_013596774.1
OG0006199	CARHR028000	XP_013587025.1, XP_013629688.1
OG0006200	CARHR028150	XP_013627923.1, XP_013585289.1
OG0006201	CARHR028500	XP_013596024.1, XP_013626487.1
OG0006202	CARHR028610	XP_013596832.1, XP_013627768.1, XP_013584975.1
OG0006204	CARHR029130	XP_013622169.1, XP_013585513.1
OG0006205	CARHR029470	XP_013593759.1, XP_013611938.1
OG0006206	CARHR029350	XP_013627131.1, XP_013584942.1
OG0006207	CARHR029330	XP_013626369.1, XP_013584963.1
OG0006208	CARHR029240	XP_013585154.1
OG0006209	CARHR029700	XP_013623067.1, XP_013638733.1
OG0006210	CARHR029770	XP_013622986.1
OG0006211	CARHR029810	XP_013585906.1, XP_013635723.1
OG0006213	CARHR030770	XP_013595821.1, XP_013584442.1
OG0006214	CARHR031130	XP_013583838.1, XP_013584027.1, XP_013614488.1
OG0006216	CARHR278230	XP_013612678.1, XP_013629636.1
OG0006217	CARHR031600	XP_013586232.1, XP_013586275.1
OG0006219	CARHR145290	XP_013599420.1, XP_013621461.1
OG0006220	CARHR145780	XP_013596087.1, XP_013614368.1
OG0006221	CARHR145860	XP_013606519.1, XP_013618269.1
OG0006222	CARHR093590	XP_013637833.1
OG0006223	CARHR280830	XP_013607583.1
OG0006224	CARHR280800	XP_013597483.1, XP_013619750.1
OG0006225	CARHR280170	XP_013607417.1, XP_013587456.1, XP_013616335.1, XP_013593247.1
OG0006226	CARHR279970	XP_013619917.1, XP_013627015.1
OG0006227	CARHR279870	XP_013619048.1, XP_013626012.1
OG0006228	CARHR279550	XP_013625923.1, XP_013618886.1, XP_013606218.1
OG0006229	CARHR279510	XP_013628399.1, XP_013616541.1
OG0006230	CARHR279480	XP_013612082.1, XP_013628398.1
OG0006231	CARHR279270	XP_013613639.1, XP_013622099.1
OG0006232	CARHR279090	XP_013609268.1, XP_013613624.1, XP_013625690.1
OG0006233	CARHR279030	XP_013628100.1, XP_013609091.1
OG0006234	CARHR293770	XP_013608938.1, XP_013623003.1
OG0006235	CARHR278940	XP_013624405.1, XP_013619857.1
OG0006236	CARHR278800	XP_013619312.1, XP_013623106.1
OG0006237	CARHR278660	XP_013622378.1, XP_013610912.1, XP_013589679.1, XP_013618528.1
OG0006238	CARHR278180	XP_013610766.1, XP_013628988.1
OG0006239	CARHR277990	XP_013618321.1, XP_013622668.1
OG0006240	CARHR096010, CARHR277890	XP_013621375.1, XP_013629676.1
OG0006241	CARHR277760	XP_013611385.1, XP_013622013.1
OG0006242	CARHR277410	XP_013606008.1, XP_013622626.1
OG0006243	CARHR102350, CARHR276930	XP_013612552.1, XP_013622101.1
OG0006244	CARHR276820	XP_013621901.1
OG0006245	CARHR276770	XP_013623556.1, XP_013609034.1
OG0006246	CARHR278340, CARHR129140	XP_013631102.1, XP_013634117.1
OG0006247	CARHR276590	XP_013628571.1, XP_013613189.1
OG0006248	CARHR276570	XP_013606466.1, XP_013628573.1
OG0006249	CARHR185500	XP_013609285.1
OG0006250	CARHR276380	XP_013613229.1, XP_013630604.1
OG0006251	CARHR276370	XP_013609188.1, XP_013630255.1
OG0006252	CARHR276170	XP_013604579.1, XP_013621805.1
OG0006253	CARHR276130	XP_013625384.1, XP_013621690.1
OG0006254	CARHR276040	XP_013618995.1, XP_013610143.1, XP_013625897.1
OG0006255	CARHR276020	XP_013621797.1, XP_013610593.1
OG0006256	CARHR275980	XP_013613061.1, XP_013620975.1
OG0006257	CARHR275420	XP_013616587.1, XP_013596262.1
OG0006258	CARHR275040, CARHR275050	XP_013599223.1
OG0006259	CARHR274980	XP_013598291.1
OG0006261	CARHR274690	XP_013592952.1, XP_013612405.1, XP_013606823.1
OG0006262	CARHR274660	XP_013595689.1, XP_013618814.1
OG0006263	CARHR274630	XP_013597477.1
OG0006264	CARHR190450	XP_013598132.1, XP_013612503.1
OG0006265	CARHR190250	XP_013597846.1, XP_013606328.1
OG0006266	CARHR190240	XP_013597843.1, XP_013606327.1
OG0006267	CARHR190010	XP_013609082.1, XP_013595542.1
OG0006268	CARHR190170, CARHR189920	XP_013620526.1, XP_013611957.1
OG0006269	CARHR189470	XP_013608759.1, XP_013596670.1
OG0006270	CARHR189460	XP_013593585.1, XP_013612963.1
OG0006271	CARHR188660	XP_013618288.1, XP_013598287.1
OG0006272	CARHR188650	XP_013598286.1
OG0006273	CARHR188330	XP_013610006.1, XP_013618894.1
OG0006274	CARHR187890	XP_013598471.1, XP_013608799.1, XP_013621242.1
OG0006275	CARHR187620	XP_013620798.1, XP_013615246.1, XP_013595352.1
OG0006276	CARHR187610	XP_013595600.1, XP_013609293.1
OG0006277	CARHR187580	XP_013610011.1, XP_013593984.1
OG0006278	CARHR187470	XP_013619421.1, XP_013610699.1, XP_013596728.1
OG0006279	CARHR193460	XP_013607348.1
OG0006280	CARHR193570	XP_013620948.1, XP_013612228.1
OG0006281	CARHR193210, CARHR193200	XP_013619942.1, XP_013611248.1
OG0006282	CARHR192960	XP_013630006.1, XP_013612421.1
OG0006283	CARHR192800	XP_013616099.1, XP_013623282.1
OG0006284	CARHR192640	XP_013623705.1, XP_013614933.1
OG0006285	CARHR182100	XP_013609292.1, XP_013595315.1
OG0006286	CARHR192520	XP_013623828.1, XP_013611495.1
OG0006287	CARHR192190	XP_013620435.1, XP_013611559.1
OG0006289	CARHR191570	XP_013623518.1, XP_013619676.1, XP_013610222.1
OG0006290	CARHR191450	XP_013618505.1, XP_013630047.1, XP_013608737.1
OG0006291	CARHR191420	XP_013625490.1
OG0006292	CARHR191330	XP_013608798.1, XP_013622097.1
OG0006293	CARHR274340	XP_013609470.1, XP_013618778.1, XP_013630122.1
OG0006294	CARHR274240	XP_013613205.1
OG0006295	CARHR273870	XP_013610949.1, XP_013625777.1
OG0006296	CARHR110570	XP_013600448.1, XP_013614009.1
OG0006297	CARHR273380	XP_013610522.1, XP_013626246.1
OG0006298	CARHR272870	XP_013613306.1
OG0006299	CARHR272780	XP_013628101.1, XP_013620052.1
OG0006300	CARHR272180	XP_013620421.1, XP_013611021.1, XP_013629332.1
OG0006301	CARHR229490	XP_013593687.1
OG0006302	CARHR005750	XP_013604760.1, XP_013604589.1
OG0006303	CARHR272030	XP_013618211.1, XP_013612024.1, XP_013629089.1
OG0006304	CARHR271880	XP_013606579.1, XP_013623135.1
OG0006305	CARHR223920	XP_013599719.1, XP_013621274.1
OG0006306	CARHR271470	XP_013619395.1
OG0006307	CARHR271400	XP_013611796.1, XP_013607545.1, XP_013623102.1
OG0006308	CARHR271380	XP_013619303.1, XP_013610427.1, XP_013627144.1
OG0006309	CARHR064740	XP_013588357.1, XP_013616245.1
OG0006310	CARHR271070	XP_013622584.1, XP_013606186.1
OG0006311	CARHR270760	XP_013606590.1, XP_013621869.1, XP_013615663.1
OG0006312	CARHR270830	XP_013613292.1, XP_013606016.1
OG0006313	CARHR158690	XP_013629285.1
OG0006314	CARHR270680	XP_013620938.1
OG0006316	CARHR270170	XP_013610774.1
OG0006317	CARHR270150	XP_013621214.1, XP_013626198.1, XP_013610054.1
OG0006318	CARHR269670	XP_013623034.1, XP_013611485.1
OG0006319	CARHR269470	XP_013608218.1
OG0006320	CARHR268500	XP_013606663.1, XP_013619035.1
OG0006321	CARHR217130	XP_013622574.1, XP_013597525.1, XP_013638568.1, XP_013615080.1
OG0006322	CARHR267970	XP_013609873.1, XP_013618411.1
OG0006323	CARHR158540	XP_013622434.1, XP_013605626.1
OG0006324	CARHR158080	XP_013629102.1, XP_013604511.1, XP_013616735.1
OG0006325	CARHR158060	XP_013600015.1, XP_013637818.1
OG0006326	CARHR157700	XP_013603538.1, XP_013622618.1
OG0006327	CARHR157500	XP_013616833.1, XP_013604801.1
OG0006328	CARHR267320	XP_013609785.1, XP_013621672.1
OG0006329	CARHR267380	XP_013623452.1, XP_013606070.1
OG0006330	CARHR250560	XP_013618602.1, XP_013625327.1
OG0006331	CARHR251130, CARHR251120	XP_013608747.1
OG0006332	CARHR205870	XP_013606438.1
OG0006333	CARHR205840	XP_013619518.1, XP_013627875.1, XP_013610265.1
OG0006334	CARHR054670	XP_013633863.1, XP_013617804.1
OG0006335	CARHR206150	XP_013619808.1, XP_013611376.1
OG0006336	CARHR206420	XP_013609988.1, XP_013629850.1
OG0006337	CARHR206630	XP_013626387.1, XP_013610400.1
OG0006338	CARHR206670	XP_013621579.1, XP_013612616.1
OG0006339	CARHR285910, CARHR206180	XP_013609340.1
OG0006340	CARHR207110	XP_013618170.1, XP_013609081.1
OG0006341	CARHR207060	XP_013625501.1, XP_013606012.1
OG0006342	CARHR206970	XP_013625604.1
OG0006343	CARHR155240	XP_013609316.1, XP_013634496.1
OG0006344	CARHR207820	XP_013607127.1, XP_013625499.1
OG0006345	CARHR207880	XP_013609005.1
OG0006346	CARHR208080	XP_013608523.1, XP_013622269.1
OG0006348	CARHR208330	XP_013611031.1, XP_013628259.1
OG0006349	CARHR208380	XP_013618509.1, XP_013626903.1
OG0006350	CARHR208390	XP_013611937.1, XP_013626899.1
OG0006351	CARHR208740	XP_013614608.1, XP_013609983.1
OG0006352	CARHR208770	XP_013609546.1, XP_013619591.1
OG0006353	CARHR208780	XP_013607109.1, XP_013623340.1
OG0006354	CARHR208900	XP_013613101.1, XP_013628917.1
OG0006355	CARHR209320	XP_013610482.1, XP_013620671.1
OG0006356	CARHR209380	XP_013623803.1, XP_013606314.1, XP_013614445.1
OG0006357	CARHR209960, CARHR118050, CARHR118060	XP_013628236.1
OG0006358	CARHR210140	XP_013623495.1, XP_013610713.1, XP_013619473.1
OG0006359	CARHR210210	XP_013618949.1, XP_013623652.1, XP_013606415.1
OG0006360	CARHR210270	XP_013621313.1
OG0006361	CARHR210290	XP_013619807.1, XP_013611296.1, XP_013625989.1
OG0006362	CARHR210610	XP_013621183.1, XP_013612618.1
OG0006363	CARHR211030	XP_013622514.1, XP_013613177.1
OG0006364	CARHR210920	XP_013609578.1, XP_013625612.1, XP_013618455.1
OG0006365	CARHR210910	XP_013609001.1, XP_013625919.1
OG0006366	CARHR211090	XP_013609799.1
OG0006368	CARHR150840	XP_013606956.1
OG0006369	CARHR053730	XP_013620038.1, XP_013593056.1
OG0006370	CARHR211760	XP_013610158.1, XP_013626801.1, XP_013619736.1
OG0006371	CARHR093680	XP_013587552.1
OG0006372	CARHR212620	XP_013592519.1, XP_013636892.1
OG0006373	CARHR074230	XP_013621565.1
OG0006374	CARHR232180, CARHR291290, CARHR291220	XP_013591546.1
OG0006375	CARHR074830	XP_013591639.1, XP_013620330.1, XP_013587777.1
OG0006377	CARHR073810	XP_013590397.1, XP_013628060.1, XP_013588622.1
OG0006378	CARHR073330	XP_013620448.1, XP_013591701.1
OG0006379	CARHR073040	XP_013592657.1
OG0006380	CARHR073030	XP_013592498.1, XP_013592656.1
OG0006381	CARHR122790, CARHR071970	XP_013589711.1
OG0006382	CARHR071930	XP_013591230.1, XP_013619478.1
OG0006383	CARHR071620	XP_013620154.1, XP_013590703.1
OG0006384	CARHR071290	XP_013590627.1, XP_013588714.1, XP_013617350.1, XP_013618917.1
OG0006385	CARHR070820	XP_013618524.1
OG0006386	CARHR224620	XP_013593248.1, XP_013603427.1
OG0006387	CARHR070470	XP_013590088.1
OG0006388	CARHR070400	XP_013613390.1, XP_013592334.1
OG0006389	CARHR069980	XP_013619595.1, XP_013588851.1
OG0006390	CARHR069140	XP_013621243.1, XP_013588159.1
OG0006391	CARHR069110	XP_013616458.1, XP_013592738.1
OG0006392	CARHR068970	XP_013590458.1, XP_013590537.1
OG0006393	CARHR068710	XP_013619541.1, XP_013589800.1
OG0006394	CARHR068570	XP_013588123.1, XP_013616014.1, XP_013588453.1
OG0006395	CARHR050820	XP_013590481.1, XP_013590379.1
OG0006396	CARHR107480	XP_013625570.1, XP_013595898.1
OG0006397	CARHR108000	XP_013625373.1, XP_013593176.1
OG0006399	CARHR158860	XP_013603189.1, XP_013628809.1
OG0006400	CARHR267860	XP_013609202.1, XP_013625756.1
OG0006401	CARHR156330	XP_013639321.1, XP_013622890.1, XP_013630465.1
OG0006402	CARHR081010	XP_013621899.1, XP_013583716.1
OG0006403	CARHR045610	XP_013587839.1, XP_013629818.1
OG0006404	CARHR045460, CARHR045490	XP_013625017.1, XP_013591218.1
OG0006405	CARHR045450	XP_013621713.1, XP_013591179.1
OG0006406	CARHR051640, CARHR045250	XP_013588326.1, XP_013627960.1
OG0006407	CARHR146210	XP_013618188.1, XP_013593268.1
OG0006408	CARHR045000	XP_013589901.1, XP_013625539.1
OG0006409	CARHR044680	XP_013592730.1, XP_013629644.1
OG0006410	CARHR044510	XP_013592816.1, XP_013590436.1, XP_013622821.1
OG0006411	CARHR044470	XP_013627125.1, XP_013591099.1, XP_013591175.1
OG0006412	CARHR044360	XP_013588474.1, XP_013621780.1
OG0006413	CARHR043940	XP_013613485.1, XP_013590135.1
OG0006414	CARHR043840	XP_013587758.1
OG0006415	CARHR043300	XP_013589067.1, XP_013588410.1
OG0006416	CARHR043280	XP_013629794.1, XP_013592282.1
OG0006417	CARHR130200	XP_013629804.1, XP_013636674.1, XP_013633564.1
OG0006418	CARHR130290	XP_013634307.1, XP_013635023.1
OG0006420	CARHR225330	XP_013585566.1, XP_013594171.1
OG0006421	CARHR104550	XP_013614106.1, XP_013630536.1
OG0006422	CARHR104500	XP_013622599.1
OG0006423	CARHR153180	XP_013617839.1, XP_013595715.1
OG0006424	CARHR217060	XP_013605652.1
OG0006425	CARHR266070	XP_013623487.1, XP_013606750.1
OG0006426	CARHR266130	XP_013620751.1, XP_013611178.1
OG0006427	CARHR258780	XP_013614301.1, XP_013607046.1
OG0006428	CARHR258180	XP_013606833.1
OG0006429	CARHR218740	XP_013599490.1, XP_013636027.1
OG0006430	CARHR218900	XP_013614474.1, XP_013637108.1
OG0006431	CARHR219090	XP_013591027.1, XP_013635622.1
OG0006432	CARHR219510	XP_013633738.1
OG0006433	CARHR220130	XP_013633910.1, XP_013602508.1, XP_013623921.1
OG0006434	CARHR099250, CARHR220580	XP_013616463.1, XP_013626672.1
OG0006436	CARHR222180	XP_013619594.1, XP_013605779.1
OG0006437	CARHR222230	XP_013593081.1
OG0006438	CARHR290050	XP_013595048.1, XP_013601297.1
OG0006439	CARHR290260	XP_013636026.1, XP_013604344.1, XP_013598865.1
OG0006440	CARHR290480	XP_013599927.1, XP_013593520.1
OG0006441	CARHR065700	XP_013591673.1, XP_013588771.1
OG0006442	CARHR066220	XP_013590296.1, XP_013613910.1
OG0006443	CARHR066530	XP_013617250.1, XP_013590185.1
OG0006445	CARHR066800	XP_013588075.1, XP_013592375.1
OG0006446	CARHR066830	XP_013588278.1, XP_013592431.1
OG0006447	CARHR067000	XP_013588512.1, XP_013616210.1
OG0006448	CARHR067050	XP_013589489.1, XP_013591911.1
OG0006449	CARHR071790, CARHR251930, CARHR071810	XP_013590712.1, XP_013590575.1
OG0006450	CARHR067750	XP_013620980.1, XP_013591812.1
OG0006451	CARHR068120	XP_013592714.1, XP_013589732.1
OG0006452	CARHR068150	XP_013619062.1, XP_013589742.1
OG0006453	CARHR061550	XP_013588487.1, XP_013590908.1
OG0006454	CARHR061690	XP_013590992.1, XP_013590670.1, XP_013619309.1
OG0006455	CARHR062110	XP_013618366.1
OG0006456	CARHR236320	XP_013597626.1, XP_013604851.1
OG0006457	CARHR236470	XP_013594246.1, XP_013588990.1
OG0006458	CARHR236610	XP_013596365.1, XP_013617263.1
OG0006459	CARHR236670	XP_013583465.1, XP_013598904.1
OG0006460	CARHR236680	XP_013598905.1, XP_013605451.1
OG0006461	CARHR236990	XP_013609760.1, XP_013594184.1
OG0006462	CARHR047010	XP_013608952.1, XP_013608881.1
OG0006463	CARHR257410	XP_013622791.1, XP_013618314.1
OG0006464	CARHR146220	XP_013617772.1, XP_013607003.1, XP_013599406.1
OG0006465	CARHR153960	XP_013616382.1, XP_013595360.1
OG0006466	CARHR153430	XP_013609592.1, XP_013596925.1, XP_013619539.1
OG0006467	CARHR286640	XP_013618117.1
OG0006467	CARHR286610	XP_013613302.1
OG0006468	CARHR154110	XP_013626854.1, XP_013626798.1
OG0006469	CARHR142600	XP_013614237.1, XP_013614364.1
OG0006470	CARHR148930	XP_013593221.1
OG0006470	CARHR148920	XP_013616584.1
OG0006471	CARHR148730	XP_013621542.1, XP_013597825.1
OG0006472	CARHR148670	XP_013593801.1, XP_013618139.1
OG0006473	CARHR148400, CARHR148410	XP_013615984.1, XP_013599378.1
OG0006474	CARHR148310	XP_013621078.1, XP_013612175.1, XP_013598166.1
OG0006475	CARHR147370	XP_013618578.1, XP_013596002.1
OG0006476	CARHR147360	XP_013619200.1, XP_013596498.1
OG0006477	CARHR147100	XP_013615850.1, XP_013598662.1
OG0006478	CARHR231730	XP_013607403.1, XP_013603517.1
OG0006479	CARHR146820	XP_013598276.1, XP_013614746.1, XP_013610880.1
OG0006480	CARHR149660	XP_013597996.1
OG0006481	CARHR146620	XP_013619125.1, XP_013596100.1
OG0006482	CARHR062980	XP_013590110.1, XP_013615895.1
OG0006483	CARHR062970	XP_013587856.1, XP_013615896.1
OG0006484	CARHR062540	XP_013591035.1, XP_013619325.1, XP_013591116.1
OG0006485	CARHR062520	XP_013588706.1, XP_013588756.1
OG0006486	CARHR062390	XP_013588492.1
OG0006488	CARHR175860	XP_013611720.1, XP_013598099.1
OG0006489	CARHR176060	XP_013620300.1
OG0006490	CARHR176440	XP_013616627.1, XP_013596088.1
OG0006491	CARHR259900, CARHR001380	XP_013586384.1
OG0006492	CARHR177510	XP_013618514.1, XP_013592222.1, XP_013609702.1
OG0006493	CARHR039640	XP_013589857.1
OG0006494	CARHR039720	XP_013599649.1, XP_013587920.1
OG0006495	CARHR039900	XP_013602682.1, XP_013587396.1
OG0006496	CARHR113150, CARHR040130	XP_013628374.1, XP_013589852.1
OG0006497	CARHR040470	XP_013625618.1, XP_013587770.1, XP_013638211.1
OG0006498	CARHR265260	XP_013620851.1
OG0006499	CARHR041740	XP_013629321.1, XP_013592185.1
OG0006500	CARHR041760	XP_013590865.1, XP_013588325.1
OG0006501	CARHR042370	XP_013592400.1, XP_013592582.1
OG0006502	CARHR042530	XP_013588238.1, XP_013592781.1
OG0006503	CARHR268090	XP_013608953.1
OG0006504	CARHR128160	XP_013634589.1, XP_013622387.1, XP_013634353.1
OG0006505	CARHR128650	XP_013631841.1, XP_013622440.1
OG0006506	CARHR128670	XP_013633372.1, XP_013632560.1, XP_013637465.1
OG0006507	CARHR128710	XP_013635400.1, XP_013635326.1
OG0006508	CARHR128960	XP_013628261.1, XP_013628268.1, XP_013615393.1, XP_013637172.1
OG0006509	CARHR129070	XP_013635933.1, XP_013632140.1
OG0006510	CARHR129350	XP_013631985.1, XP_013629584.1, XP_013634295.1
OG0006511	CARHR129800	XP_013637587.1, XP_013637609.1
OG0006512	CARHR129900	XP_013636527.1
OG0006513	CARHR130000	XP_013625754.1, XP_013633730.1
OG0006515	CARHR224720, CARHR246960, CARHR224730	XP_013624352.1
OG0006516	CARHR226120	XP_013605877.1, XP_013598714.1
OG0006517	CARHR226090	XP_013611771.1, XP_013629673.1
OG0006518	CARHR226030	XP_013604963.1, XP_013622155.1
OG0006519	CARHR226000	XP_013598261.1, XP_013630306.1, XP_013601989.1
OG0006520	CARHR225700	XP_013607499.1
OG0006521	CARHR225610	XP_013623126.1
OG0006522	CARHR225250	XP_013587690.1, XP_013627495.1
OG0006523	CARHR153860	XP_013607090.1, XP_013593750.1
OG0006524	CARHR225190	XP_013599182.1, XP_013607827.1
OG0006525	CARHR224980	XP_013615757.1, XP_013593051.1
OG0006526	CARHR224910	XP_013593315.1, XP_013637664.1, XP_013601338.1
OG0006527	CARHR224780	XP_013593155.1, XP_013597562.1
OG0006528	CARHR224660	XP_013597019.1, XP_013589095.1
OG0006529	CARHR224610	XP_013607299.1, XP_013597537.1
OG0006530	CARHR224390	XP_013595578.1, XP_013584554.1
OG0006531	CARHR224130, CARHR224110	XP_013596516.1, XP_013603476.1
OG0006532	CARHR223840	XP_013602599.1, XP_013604917.1
OG0006533	CARHR223810	XP_013604919.1, XP_013601730.1, XP_013595438.1
OG0006534	CARHR160640	XP_013592914.1, XP_013602805.1
OG0006535	CARHR160570	XP_013635692.1, XP_013594161.1
OG0006536	CARHR160480	XP_013605897.1, XP_013593555.1
OG0006537	CARHR160420	XP_013603273.1, XP_013596593.1
OG0006538	CARHR159920	XP_013593582.1, XP_013591242.1, XP_013602377.1
OG0006539	CARHR231010	XP_013599073.1
