Orthogroup	Cardamine_hirsuta	Arabis_alpina
OG0006049	CARHR143700	Aa_G639530.h1.t1
OG0006050	CARHR146440	Aa_G309790.h1.t1
OG0006051	CARHR153230	Aa_G263530.h1.t1
OG0006052	CARHR153720, CARHR153700, CARHR216540, CARHR153740	Aa_G490450.h1.t1
OG0006056	CARHR224890	Aa_G176320.h1.t1
OG0006057	CARHR180440	Aa_G332180.h1.t1
OG0006059	CARHR266020, CARHR266010	Aa_G308690.h1.t1
OG0006061	CARHR077920	Aa_G339710.h1.t1
OG0006062	CARHR184710, CARHR184700	Aa_G166790.h1.t1
OG0006076	CARHR238470	Aa_G673440.h1.t1
OG0006077	CARHR238510	Aa_G262480.h1.t1
OG0006078	CARHR230090	Aa_G171500.h1.t1
OG0006079	CARHR156000	Aa_G458640.h1.t1
OG0006080	CARHR156770	Aa_G331100.h1.t1
OG0006081	CARHR156860	Aa_G710690.h1.t1
OG0006083	CARHR143670	Aa_G623720.h1.t1, Aa_G177220.h1.t1
OG0006084	CARHR143970	Aa_G278060.h1.t1
OG0006085	CARHR144000	Aa_G278100.h1.t1
OG0006086	CARHR194940	Aa_G144970.h1.t1
OG0006087	CARHR119680	Aa_G766750.h1.t1, Aa_G312670.h1.t1
OG0006088	CARHR195490	Aa_G325610.h1.t1
OG0006089	CARHR195600	Aa_G220350.h1.t1
OG0006090	CARHR196070	Aa_G781200.h1.t1
OG0006091	CARHR196110	Aa_G499310.h1.t1
OG0006092	CARHR050730	Aa_G587090.h1.t1
OG0006093	CARHR093920	Aa_G104730.h1.t1
OG0006094	CARHR196870	Aa_G539780.h1.t1
OG0006095	CARHR197030	Aa_G96810.h1.t1
OG0006096	CARHR197130	Aa_G59220.h1.t1
OG0006097	CARHR197560	Aa_G383510.h1.t1
OG0006098	CARHR262500, CARHR152050, CARHR152060	Aa_G486910.h1.t1
OG0006099	CARHR197650	Aa_G376870.h1.t1, Aa_G896670.h1.t1, Aa_G528830.h1.t1
OG0006100	CARHR197700	Aa_G421100.h1.t1
OG0006101	CARHR197730	Aa_G431370.h1.t1
OG0006102	CARHR197910	Aa_G236970.h1.t1
OG0006103	CARHR197940	Aa_G236990.h1.t1
OG0006105	CARHR198120	Aa_G320970.h1.t1
OG0006106	CARHR080130	Aa_G51120.h1.t1
OG0006107	CARHR238180	Aa_G156070.h1.t1
OG0006108	CARHR110390	Aa_G64280.h1.t1
OG0006109	CARHR254050	Aa_G35060.h1.t1
OG0006110	CARHR198590	Aa_G7880.h1.t1
OG0006111	CARHR198600	Aa_G7870.h1.t1
OG0006112	CARHR185310	Aa_G106820.h1.t1, Aa_G414170.h1.t1, Aa_G675610.h1.t1
OG0006113	CARHR143950	Aa_G278030.h1.t1
OG0006114	CARHR198960	Aa_G258200.h1.t1
OG0006116	CARHR199010	Aa_G72670.h1.t1
OG0006117	CARHR116740	Aa_G393100.h1.t1
OG0006119	CARHR199720	Aa_G209510.h1.t1
OG0006120	CARHR199910	Aa_G388250.h1.t1
OG0006121	CARHR199960	Aa_G19770.h1.t1
OG0006123	CARHR200150	Aa_G19540.h1.t1
OG0006124	CARHR200200	Aa_G19500.h1.t1
OG0006125	CARHR200470	Aa_G155190.h1.t1
OG0006126	CARHR200520	Aa_G155130.h1.t1
OG0006127	CARHR200630	Aa_G155000.h1.t1
OG0006128	CARHR200660	Aa_G491620.h1.t1
OG0006129	CARHR200690	Aa_G138310.h1.t1
OG0006130	CARHR201400	Aa_G267670.h1.t1
OG0006131	CARHR201720	Aa_G116840.h1.t1
OG0006132	CARHR202100, CARHR202090, CARHR202020, CARHR202030	Aa_G84500.h1.t1
OG0006133	CARHR203240	Aa_G458430.h1.t1
OG0006134	CARHR069360, CARHR203780	Aa_G231110.h1.t1
OG0006135	CARHR204320	Aa_G521460.h1.t1
OG0006136	CARHR204360	Aa_G635940.h1.t1
OG0006137	CARHR204460	Aa_G210810.h1.t1
OG0006138	CARHR204690, CARHR204700, CARHR204680	Aa_G210610.h1.t1
OG0006139	CARHR204840	Aa_G319200.h1.t1
OG0006141	CARHR205310	Aa_G611210.h1.t1, Aa_G611210.h2.t1
OG0006143	CARHR251350	Aa_G189070.h1.t1
OG0006144	CARHR251410	Aa_G189110.h1.t1
OG0006145	CARHR251530	Aa_G189230.h1.t1
OG0006146	CARHR116160, CARHR116130, CARHR116120	Aa_G187710.h1.t1
OG0006147	CARHR251700	Aa_G187740.h1.t1
OG0006148	CARHR251710	Aa_G187750.h1.t1
OG0006149	CARHR251740	Aa_G187790.h1.t1
OG0006150	CARHR232520	Aa_G442030.h1.t1
OG0006151	CARHR232380	Aa_G130020.h1.t1
OG0006152	CARHR119340	Aa_G90650.h1.t1
OG0006153	CARHR119400	Aa_G606200.h1.t1
OG0006154	CARHR119880	Aa_G611340.h1.t1, Aa_G342480.h1.t1
OG0006155	CARHR120110	Aa_G150850.h1.t1, Aa_G575100.h1.t1
OG0006156	CARHR120480	Aa_G151780.h1.t1
OG0006158	CARHR121060	Aa_G182070.h1.t1
OG0006159	CARHR121150	Aa_G477590.h1.t1
OG0006160	CARHR121340	Aa_G18160.h1.t1
OG0006161	CARHR121400	Aa_G18210.h1.t1
OG0006162	CARHR121840	Aa_G294180.h1.t1
OG0006163	CARHR064760	Aa_G259700.h1.t1, Aa_G259690.h1.t1
OG0006164	CARHR122700	Aa_G465380.h1.t1
OG0006165	CARHR122870	Aa_G199740.h1.t1
OG0006166	CARHR122880	Aa_G199750.h1.t1
OG0006167	CARHR122960	Aa_G154120.h1.t1
OG0006168	CARHR123270	Aa_G85550.h1.t1
OG0006169	CARHR123530	Aa_G35420.h1.t1
OG0006170	CARHR123660	Aa_G119300.h1.t1
OG0006171	CARHR123670	Aa_G119290.h1.t1
OG0006173	CARHR246560, CARHR124200	Aa_G365410.h1.t1
OG0006174	CARHR124340	Aa_G85970.h1.t1
OG0006175	CARHR124420, CARHR124890	Aa_G86080.h1.t1
OG0006176	CARHR124490	Aa_G555100.h1.t1
OG0006177	CARHR125200	Aa_G640480.h1.t1
OG0006178	CARHR125250	Aa_G640500.h1.t1
OG0006179	CARHR125470, CARHR125460	Aa_G154830.h1.t1
OG0006180	CARHR125500	Aa_G154810.h1.t1
OG0006181	CARHR156740, CARHR126410	Aa_G346510.h1.t1
OG0006182	CARHR126350	Aa_G117130.h1.t1, Aa_G165020.h1.t1
OG0006183	CARHR126220	Aa_G243650.h1.t1
OG0006184	CARHR125990	Aa_G700810.h1.t1, Aa_G424930.h1.t1, Aa_G1093830.h2.t1, Aa_G1093830.h1.t1, Aa_G424900.h1.t1
OG0006185	CARHR126900	Aa_G404550.h1.t1
OG0006186	CARHR180360	Aa_G520350.h1.t1
OG0006187	CARHR099430	Aa_G87550.h1.t1
OG0006188	CARHR179570	Aa_G756670.h1.t1
OG0006189	CARHR179470	Aa_G89690.h1.t1
OG0006190	CARHR179330	Aa_G89640.h1.t1, Aa_G236400.h1.t1
OG0006191	CARHR179220	Aa_G89530.h1.t1
OG0006192	CARHR232720	Aa_G90900.h1.t1
OG0006193	CARHR037120	Aa_G332860.h1.t1
OG0006194	CARHR036580	Aa_G171180.h1.t1
OG0006195	CARHR027250	Aa_G130840.h1.t1
OG0006196	CARHR027340	Aa_G130750.h1.t1
OG0006197	CARHR027800	Aa_G329900.h1.t1
OG0006198	CARHR027990	Aa_G498740.h1.t1
OG0006199	CARHR028000	Aa_G650820.h1.t1
OG0006200	CARHR028150	Aa_G205050.h1.t1
OG0006201	CARHR028500	Aa_G689000.h1.t1
OG0006204	CARHR029130	Aa_G108330.h1.t1
OG0006205	CARHR029470	Aa_G248890.h1.t1
OG0006206	CARHR029350	Aa_G679310.h1.t1
OG0006207	CARHR029330	Aa_G679290.h1.t1
OG0006208	CARHR029240	Aa_G538620.h1.t1
OG0006209	CARHR029700	Aa_G28320.h1.t1
OG0006210	CARHR029770	Aa_G389870.h1.t1
OG0006211	CARHR029810	Aa_G138670.h1.t1
OG0006213	CARHR030770	Aa_G414320.h1.t1
OG0006214	CARHR031130	Aa_G462980.h1.t1
OG0006215	CARHR031430, CARHR291910	Aa_G302460.h1.t1
OG0006216	CARHR278230	Aa_G51610.h1.t1
OG0006217	CARHR031600, CARHR129670	Aa_G542350.h1.t1
OG0006218	CARHR145160	Aa_G344870.h1.t1
OG0006219	CARHR145290	Aa_G146280.h1.t1
OG0006220	CARHR145780	Aa_G480440.h1.t1
OG0006221	CARHR145860	Aa_G282040.h1.t1
OG0006222	CARHR093590	Aa_G601210.h1.t1
OG0006223	CARHR280830	Aa_G180720.h1.t1
OG0006224	CARHR280800	Aa_G180750.h1.t1
OG0006225	CARHR280170	Aa_G23700.h1.t1
OG0006226	CARHR279970	Aa_G23500.h1.t1
OG0006227	CARHR279870	Aa_G23410.h1.t1
OG0006228	CARHR279550	Aa_G81430.h1.t1
OG0006229	CARHR279510	Aa_G81480.h1.t1
OG0006230	CARHR279480	Aa_G527040.h1.t1, Aa_G1018040.h1.t1
OG0006231	CARHR279270	Aa_G37390.h1.t1
OG0006232	CARHR279090	Aa_G37160.h1.t1
OG0006233	CARHR279030	Aa_G681060.h1.t1
OG0006234	CARHR293770	Aa_G20680.h1.t1
OG0006235	CARHR278940	Aa_G20760.h1.t1
OG0006236	CARHR278800	Aa_G20870.h1.t1
OG0006237	CARHR278660	Aa_G21000.h1.t1
OG0006238	CARHR278180	Aa_G51640.h1.t1, Aa_G202620.h1.t1
OG0006239	CARHR277990	Aa_G268320.h1.t1
OG0006240	CARHR096010, CARHR277890	Aa_G268210.h1.t1
OG0006241	CARHR277760	Aa_G524540.h1.t1, Aa_G76120.h1.t1
OG0006242	CARHR277410	Aa_G559290.h1.t1, Aa_G559290.h2.t1
OG0006243	CARHR276930	Aa_G320920.h1.t1
OG0006244	CARHR276820	Aa_G406340.h1.t1
OG0006245	CARHR276770	Aa_G406300.h1.t1
OG0006246	CARHR278340, CARHR129140	Aa_G264030.h1.t1
OG0006247	CARHR276590	Aa_G406140.h1.t1
OG0006248	CARHR276570	Aa_G406130.h1.t1
OG0006249	CARHR185500	Aa_G148380.h1.t1, Aa_G577970.h1.t1
OG0006250	CARHR276380	Aa_G13720.h1.t1
OG0006251	CARHR276370	Aa_G13710.h1.t1, Aa_G654520.h1.t1
OG0006252	CARHR276170	Aa_G13460.h1.t1
OG0006253	CARHR276130	Aa_G13390.h1.t1
OG0006255	CARHR276020	Aa_G315940.h1.t1
OG0006256	CARHR275980	Aa_G131010.h1.t1
OG0006257	CARHR275420	Aa_G583400.h1.t1, Aa_G51810.h1.t1, Aa_G7700.h1.t1
OG0006258	CARHR275040, CARHR275050	Aa_G448760.h1.t1
OG0006259	CARHR274980	Aa_G620770.h1.t1
OG0006260	CARHR274940	Aa_G908890.h2.t1, Aa_G908890.h1.t1, Aa_G144310.h2.t1, Aa_G144310.h1.t1
OG0006261	CARHR274690	Aa_G94830.h1.t1
OG0006262	CARHR274660	Aa_G94810.h1.t1
OG0006263	CARHR274630	Aa_G94780.h1.t1
OG0006264	CARHR190450	Aa_G97960.h1.t1
OG0006265	CARHR190250	Aa_G104850.h1.t1
OG0006266	CARHR190240	Aa_G104840.h1.t1
OG0006267	CARHR190010	Aa_G143270.h1.t1
OG0006268	CARHR190170, CARHR189920	Aa_G143160.h1.t1
OG0006269	CARHR189470	Aa_G46220.h1.t1
OG0006270	CARHR189460	Aa_G46210.h1.t1
OG0006271	CARHR188660	Aa_G719340.h1.t1
OG0006272	CARHR188650	Aa_G169100.h1.t1
OG0006273	CARHR188330	Aa_G398050.h1.t1
OG0006274	CARHR187890	Aa_G552730.h1.t1
OG0006275	CARHR187620	Aa_G539350.h1.t1
OG0006276	CARHR187610	Aa_G539370.h1.t1
OG0006277	CARHR187580	Aa_G539400.h1.t1
OG0006278	CARHR187470	Aa_G112890.h1.t1
OG0006279	CARHR193460	Aa_G181440.h1.t1
OG0006280	CARHR193570	Aa_G181370.h1.t1
OG0006282	CARHR192960	Aa_G68430.h1.t1, Aa_G68450.h1.t1
OG0006283	CARHR192800	Aa_G68300.h1.t1
OG0006284	CARHR192640	Aa_G68150.h1.t1
OG0006285	CARHR182100	Aa_G91520.h1.t1
OG0006286	CARHR192520	Aa_G662220.h1.t1
OG0006287	CARHR192190	Aa_G15440.h1.t1
OG0006288	CARHR191760	Aa_G444280.h1.t1
OG0006290	CARHR191450	Aa_G8800.h1.t1
OG0006292	CARHR191330	Aa_G8690.h1.t1
OG0006294	CARHR274240	Aa_G127100.h1.t1
OG0006295	CARHR273870	Aa_G234740.h1.t1
OG0006296	CARHR110570	Aa_G640990.h1.t1
OG0006297	CARHR273380	Aa_G33750.h1.t1
OG0006298	CARHR272870	Aa_G246220.h1.t1
OG0006299	CARHR272780	Aa_G246300.h1.t1
OG0006300	CARHR272180	Aa_G344310.h1.t1
OG0006301	CARHR229490	Aa_G42760.h1.t1
OG0006302	CARHR005750	Aa_G469750.h1.t1
OG0006303	CARHR272030	Aa_G31430.h1.t1
OG0006304	CARHR271880	Aa_G31580.h1.t1
OG0006305	CARHR223920	Aa_G96220.h1.t1
OG0006306	CARHR271470	Aa_G227660.h1.t1
OG0006307	CARHR271400	Aa_G228190.h1.t1
OG0006308	CARHR271380	Aa_G228160.h1.t1
OG0006309	CARHR064740	Aa_G344030.h1.t1
OG0006310	CARHR271070	Aa_G69140.h1.t1
OG0006311	CARHR270760	Aa_G168130.h1.t1
OG0006312	CARHR270830	Aa_G168060.h1.t1
OG0006313	CARHR158690	Aa_G225280.h1.t1
OG0006314	CARHR270680	Aa_G197830.h1.t1
OG0006316	CARHR270170	Aa_G232900.h1.t1
OG0006317	CARHR270150	Aa_G232910.h1.t1
OG0006318	CARHR269670	Aa_G216570.h1.t1
OG0006319	CARHR269470	Aa_G253220.h1.t1
OG0006320	CARHR268500	Aa_G441980.h1.t1
OG0006321	CARHR217130	Aa_G241660.h1.t1
OG0006322	CARHR267970	Aa_G123360.h1.t1
OG0006323	CARHR158540	Aa_G315210.h1.t1
OG0006324	CARHR158080	Aa_G102580.h1.t1
OG0006325	CARHR158060	Aa_G102630.h1.t1
OG0006326	CARHR157700	Aa_G106870.h1.t1
OG0006327	CARHR157500	Aa_G426100.h1.t1
OG0006328	CARHR267320	Aa_G610770.h1.t1, Aa_G88110.h1.t1
OG0006329	CARHR267380	Aa_G578840.h1.t1
OG0006330	CARHR250560	Aa_G99700.h1.t1
OG0006331	CARHR251130, CARHR251120	Aa_G188850.h1.t1
OG0006332	CARHR205870	Aa_G56650.h1.t1
OG0006333	CARHR205840	Aa_G504180.h1.t1
OG0006334	CARHR054670	Aa_G496270.h1.t1
OG0006335	CARHR206150	Aa_G672350.h1.t1
OG0006336	CARHR206420	Aa_G386370.h1.t1
OG0006337	CARHR206630	Aa_G494050.h1.t1
OG0006338	CARHR206670	Aa_G326000.h1.t1, Aa_G508350.h1.t1
OG0006339	CARHR285910, CARHR206180	Aa_G414700.h1.t1
OG0006340	CARHR207110	Aa_G414770.h1.t1
OG0006341	CARHR207060	Aa_G414820.h1.t1
OG0006342	CARHR206970	Aa_G209770.h1.t1, Aa_G209770.h2.t1, Aa_G403150.h1.t1, Aa_G403150.h2.t1
OG0006344	CARHR207820	Aa_G170430.h1.t1
OG0006345	CARHR207880	Aa_G170500.h2.t1, Aa_G170500.h1.t1
OG0006346	CARHR208080	Aa_G353320.h1.t1
OG0006347	CARHR208190	Aa_G634240.h1.t1
OG0006348	CARHR208330	Aa_G303970.h1.t1
OG0006349	CARHR208380	Aa_G304030.h1.t1
OG0006350	CARHR208390	Aa_G304050.h1.t1
OG0006351	CARHR208740	Aa_G73230.h1.t1
OG0006352	CARHR208770	Aa_G73190.h1.t1, Aa_G73160.h1.t1
OG0006353	CARHR208780	Aa_G73150.h1.t1
OG0006354	CARHR208900	Aa_G73080.h1.t1
OG0006356	CARHR209380	Aa_G337160.h1.t1
OG0006357	CARHR209960, CARHR118050, CARHR118060	Aa_G170210.h1.t1
OG0006358	CARHR210140	Aa_G456260.h1.t1
OG0006359	CARHR210210	Aa_G451890.h1.t1
OG0006360	CARHR210270	Aa_G456490.h1.t1
OG0006361	CARHR210290	Aa_G456470.h1.t1
OG0006362	CARHR210610	Aa_G260690.h1.t1
OG0006363	CARHR211030	Aa_G85250.h1.t1
OG0006364	CARHR210920	Aa_G85330.h1.t1
OG0006365	CARHR210910	Aa_G85340.h1.t1
OG0006366	CARHR211090	Aa_G85210.h1.t1
OG0006368	CARHR150840	Aa_G672720.h1.t1
OG0006369	CARHR053730, CARHR184150	Aa_G420180.h1.t1
OG0006370	CARHR211760	Aa_G54100.h1.t1
OG0006371	CARHR093680	Aa_G434820.h1.t1, Aa_G170920.h1.t1, Aa_G492350.h1.t1
OG0006372	CARHR212620	Aa_G184980.h1.t1
OG0006373	CARHR074230	Aa_G497460.h1.t1
OG0006374	CARHR232180, CARHR291290, CARHR291220	Aa_G497410.h1.t1
OG0006375	CARHR074830	Aa_G312070.h1.t1
OG0006376	CARHR074090	Aa_G21450.h1.t1
OG0006377	CARHR073810	Aa_G21640.h1.t1
OG0006378	CARHR073330	Aa_G265790.h1.t1
OG0006379	CARHR073040	Aa_G145290.h1.t1, Aa_G145290.h2.t1
OG0006380	CARHR073030	Aa_G145280.h1.t1
OG0006381	CARHR036490, CARHR122790, CARHR071970	Aa_G343770.h1.t1
OG0006382	CARHR071930	Aa_G470680.h1.t1
OG0006383	CARHR071620	Aa_G485940.h1.t1
OG0006384	CARHR071290	Aa_G121600.h1.t1
OG0006386	CARHR224620	Aa_G152210.h1.t1
OG0006388	CARHR070400	Aa_G164970.h1.t1
OG0006389	CARHR069980	Aa_G111160.h1.t1
OG0006390	CARHR069140	Aa_G64950.h1.t1
OG0006391	CARHR069110	Aa_G64920.h1.t1
OG0006392	CARHR068970	Aa_G64770.h1.t1
OG0006393	CARHR068710	Aa_G348720.h1.t1
OG0006394	CARHR068570	Aa_G348840.h1.t1
OG0006395	CARHR050820	Aa_G184820.h1.t1
OG0006396	CARHR107480	Aa_G296670.h2.t1, Aa_G383760.h1.t1, Aa_G296670.h1.t1, Aa_G383760.h2.t1
OG0006397	CARHR108000	Aa_G329690.h1.t1
OG0006399	CARHR158860	Aa_G690750.h1.t1
OG0006400	CARHR267860	Aa_G123480.h1.t1
OG0006401	CARHR156330	Aa_G296320.h1.t1
OG0006402	CARHR081010	Aa_G49920.h1.t1
OG0006403	CARHR045610	Aa_G109020.h1.t1
OG0006404	CARHR045460, CARHR045490	Aa_G420930.h1.t1
OG0006406	CARHR051640, CARHR045250	Aa_G193220.h1.t1
OG0006407	CARHR146210	Aa_G560130.h1.t1
OG0006408	CARHR045000	Aa_G231440.h1.t1
OG0006409	CARHR044680	Aa_G602160.h1.t1
OG0006410	CARHR044510	Aa_G118270.h1.t1
OG0006411	CARHR044470	Aa_G118310.h1.t1
OG0006412	CARHR044360	Aa_G729760.h1.t1
OG0006413	CARHR043940	Aa_G667600.h1.t1
OG0006414	CARHR043840	Aa_G74300.h1.t1
OG0006415	CARHR043300	Aa_G860390.h1.t1, Aa_G860390.h2.t1
OG0006416	CARHR043280	Aa_G396740.h1.t1
OG0006417	CARHR130200	Aa_G354270.h1.t1
OG0006418	CARHR130290	Aa_G354160.h1.t1
OG0006419	CARHR025240	Aa_G579750.h1.t1, Aa_G579760.h1.t1
OG0006420	CARHR225330	Aa_G339980.h1.t1
OG0006421	CARHR104550	Aa_G192390.h1.t1
OG0006422	CARHR104500	Aa_G192420.h1.t1
OG0006423	CARHR153180	Aa_G263510.h1.t1
OG0006424	CARHR217060	Aa_G280790.h1.t1
OG0006425	CARHR266070	Aa_G636580.h1.t1
OG0006426	CARHR266130, CARHR266140	Aa_G381540.h1.t1
OG0006427	CARHR258780	Aa_G201670.h1.t1
OG0006428	CARHR258180	Aa_G125860.h1.t1
OG0006429	CARHR218740	Aa_G183960.h1.t1
OG0006430	CARHR218900	Aa_G66730.h1.t1
OG0006431	CARHR219090	Aa_G67610.h1.t1
OG0006432	CARHR219510	Aa_G79770.h1.t1
OG0006433	CARHR220130	Aa_G115730.h1.t1
OG0006434	CARHR099250	Aa_G523910.h1.t1, Aa_G523890.h1.t1
OG0006436	CARHR222180	Aa_G496640.h1.t1, Aa_G71990.h1.t1
OG0006437	CARHR222230	Aa_G573930.h1.t1
OG0006438	CARHR290050	Aa_G448610.h1.t1
OG0006439	CARHR290260	Aa_G565110.h1.t1
OG0006440	CARHR290480	Aa_G327190.h1.t1
OG0006441	CARHR065700	Aa_G433620.h1.t1
OG0006442	CARHR066220	Aa_G634060.h1.t1
OG0006443	CARHR066530	Aa_G577490.h1.t1
OG0006445	CARHR066800	Aa_G342660.h1.t1
OG0006446	CARHR066830	Aa_G567810.h1.t1
OG0006447	CARHR067000	Aa_G30410.h1.t1
OG0006448	CARHR067050	Aa_G30460.h1.t1
OG0006449	CARHR071790, CARHR251930, CARHR071810	Aa_G730810.h1.t1
OG0006450	CARHR067750	Aa_G547200.h1.t1
OG0006451	CARHR068120	Aa_G64470.h1.t1
OG0006452	CARHR068150	Aa_G64440.h1.t1
OG0006453	CARHR061550	Aa_G182970.h1.t1
OG0006454	CARHR061690	Aa_G304210.h1.t1
OG0006455	CARHR062110	Aa_G733650.h1.t1, Aa_G92120.h1.t1
OG0006456	CARHR236320	Aa_G387120.h1.t1
OG0006457	CARHR236470	Aa_G397430.h1.t1
OG0006458	CARHR236610	Aa_G23880.h1.t1
OG0006459	CARHR236670	Aa_G251770.h1.t1
OG0006460	CARHR236680	Aa_G251780.h1.t1
OG0006461	CARHR236990	Aa_G69600.h1.t1
OG0006462	CARHR047010	Aa_G361570.h1.t1
OG0006463	CARHR257410	Aa_G124270.h1.t1
OG0006464	CARHR146220	Aa_G560140.h1.t1
OG0006465	CARHR153960	Aa_G247700.h1.t1
OG0006466	CARHR153430	Aa_G263610.h1.t1
OG0006467	CARHR286640	Aa_G142390.h1.t1
OG0006468	CARHR154110	Aa_G337680.h1.t1
OG0006469	CARHR142600	Aa_G249950.h1.t1
OG0006470	CARHR148930	Aa_G27420.h1.t1
OG0006471	CARHR148730	Aa_G437770.h1.t1
OG0006472	CARHR148670	Aa_G437810.h1.t1
OG0006473	CARHR148400, CARHR148410	Aa_G508030.h1.t1
OG0006474	CARHR148310	Aa_G120810.h1.t1
OG0006475	CARHR147370	Aa_G276780.h1.t1
OG0006476	CARHR147360	Aa_G276770.h1.t1
OG0006477	CARHR147100	Aa_G83310.h1.t1
OG0006478	CARHR231730	Aa_G92240.h1.t1
OG0006479	CARHR146820	Aa_G207030.h1.t1
OG0006480	CARHR149660	Aa_G34300.h1.t1
OG0006481	CARHR146620	Aa_G227150.h1.t1
OG0006482	CARHR062980	Aa_G144480.h1.t1, Aa_G144470.h1.t1
OG0006483	CARHR062970	Aa_G144500.h1.t1
OG0006484	CARHR062540	Aa_G540910.h1.t1
OG0006485	CARHR062520	Aa_G347580.h1.t1
OG0006486	CARHR062390	Aa_G75320.h1.t1
OG0006487	CARHR062270	Aa_G553960.h1.t1
OG0006488	CARHR175860	Aa_G592180.h1.t1
OG0006489	CARHR176060	Aa_G207270.h1.t1
OG0006490	CARHR176440	Aa_G118020.h1.t1
OG0006491	CARHR259900, CARHR001380	Aa_G290600.h1.t1
OG0006492	CARHR177510	Aa_G98740.h1.t1
OG0006493	CARHR039640	Aa_G362430.h1.t1
OG0006494	CARHR039720	Aa_G408300.h1.t1, Aa_G362330.h1.t1
OG0006495	CARHR039900	Aa_G92580.h1.t1
OG0006496	CARHR113150, CARHR040130	Aa_G181000.h1.t1
OG0006497	CARHR040470	Aa_G178290.h1.t1
OG0006498	CARHR265260	Aa_G411480.h1.t1
OG0006499	CARHR041740	Aa_G225060.h1.t1
OG0006500	CARHR041760	Aa_G225080.h1.t1, Aa_G209570.h1.t1
OG0006501	CARHR042370	Aa_G568090.h1.t1
OG0006502	CARHR042530	Aa_G255970.h1.t1
OG0006503	CARHR268090	Aa_G309820.h1.t1
OG0006505	CARHR128650	Aa_G291630.h1.t1
OG0006506	CARHR128670	Aa_G439320.h1.t1, Aa_G720980.h1.t1, Aa_G229230.h1.t1, Aa_G291610.h1.t1
OG0006508	CARHR128960	Aa_G528020.h1.t1
OG0006509	CARHR129070	Aa_G406000.h1.t1
OG0006511	CARHR129800	Aa_G24900.h1.t1
OG0006512	CARHR129900	Aa_G24760.h1.t1
OG0006513	CARHR130000	Aa_G24640.h1.t1
OG0006516	CARHR226120	Aa_G357020.h1.t1
OG0006517	CARHR226090	Aa_G78250.h1.t1
OG0006518	CARHR226030	Aa_G190820.h1.t1, Aa_G78180.h1.t1
OG0006519	CARHR226000	Aa_G78140.h1.t1
OG0006520	CARHR225700	Aa_G533730.h1.t1
OG0006522	CARHR225250	Aa_G423120.h1.t1
OG0006523	CARHR153860	Aa_G247650.h1.t1
OG0006524	CARHR225190	Aa_G423060.h1.t1
OG0006525	CARHR224980	Aa_G176420.h1.t1
OG0006526	CARHR224910	Aa_G176330.h1.t1
OG0006527	CARHR224780	Aa_G287450.h1.t1
OG0006528	CARHR224660	Aa_G152170.h1.t1
OG0006529	CARHR224610	Aa_G152220.h1.t1
OG0006530	CARHR224390	Aa_G604460.h1.t1
OG0006531	CARHR224130, CARHR224110	Aa_G607230.h1.t1
OG0006532	CARHR223840	Aa_G96300.h1.t1
OG0006533	CARHR223810	Aa_G96360.h1.t1
OG0006534	CARHR160640	Aa_G309450.h1.t1
OG0006535	CARHR160570	Aa_G309390.h1.t1
OG0006536	CARHR160480	Aa_G11490.h1.t1
OG0006537	CARHR160420	Aa_G11450.h1.t1
OG0006538	CARHR159920	Aa_G109750.h1.t1
OG0006540	CARHR230800	Aa_G55650.h1.t1
OG0006541	CARHR265520	Aa_G238110.h1.t1
OG0006542	CARHR257370	Aa_G124230.h1.t1
OG0006543	CARHR257000, CARHR257010	Aa_G153090.h1.t1
OG0006544	CARHR256940	Aa_G498080.h1.t1
OG0006545	CARHR104950	Aa_G105540.h1.t1
OG0006546	CARHR105630	Aa_G61080.h1.t1
OG0006547	CARHR105660	Aa_G284880.h1.t1
OG0006549	CARHR293440	Aa_G542190.h1.t1, Aa_G542200.h1.t1
OG0006550	CARHR231430	Aa_G626720.h1.t1
OG0006551	CARHR231420	Aa_G703180.h1.t1, Aa_G522010.h1.t1
OG0006552	CARHR231210	Aa_G124500.h1.t1
OG0006553	CARHR231130	Aa_G417300.h1.t1
OG0006554	CARHR229660	Aa_G585510.h1.t1
OG0006555	CARHR113970, CARHR229640	Aa_G292450.h1.t1
OG0006556	CARHR229610	Aa_G689240.h1.t1
OG0006557	CARHR229600	Aa_G147730.h1.t1
OG0006558	CARHR221790, CARHR229160	Aa_G517290.h1.t1
OG0006559	CARHR054960	Aa_G7640.h1.t1
OG0006560	CARHR048180	Aa_G72450.h1.t1
OG0006561	CARHR227140	Aa_G221250.h1.t1, Aa_G202740.h1.t1, Aa_G221260.h1.t1
OG0006562	CARHR234280	Aa_G618300.h1.t1
OG0006563	CARHR227500	Aa_G621200.h1.t1
OG0006564	CARHR227600, CARHR036340, CARHR221100	Aa_G297820.h1.t1
OG0006565	CARHR115390	Aa_G480970.h1.t1
OG0006566	CARHR227730	Aa_G37590.h1.t1
OG0006567	CARHR227810	Aa_G37670.h1.t1
OG0006568	CARHR228100	Aa_G317990.h1.t1
OG0006569	CARHR228120	Aa_G318030.h1.t1
OG0006570	CARHR228340	Aa_G599230.h1.t1
OG0006571	CARHR228470	Aa_G672870.h1.t1
OG0006572	CARHR228630	Aa_G213390.h1.t1
OG0006573	CARHR226640	Aa_G448140.h1.t1, Aa_G448100.h1.t1, Aa_G448120.h1.t1
OG0006574	CARHR226500	Aa_G148250.h1.t1
OG0006576	CARHR223140	Aa_G406720.h1.t1
