Orthogroup	Cardamine_hirsuta	Alyssum_gmelinii
OG0008272	CARHR005740	Ag034G3725300
OG0008273	CARHR006020	Ag034G3727500
OG0008274	CARHR006080	Ag034G3728100
OG0008275	CARHR006470	Ag034G3731300
OG0008276	CARHR006490	Ag034G3731500
OG0008277	CARHR006740	Ag034G3734300
OG0008278	CARHR006920	Ag034G3737600
OG0008279	CARHR006940	Ag034G3737900
OG0008280	CARHR007010	Ag034G3739400
OG0008281	CARHR007040	Ag034G3739800
OG0008282	CARHR007450	Ag034G3744800
OG0008283	CARHR007970, CARHR007960	Ag034G3752500, Ag034G3752400
OG0008284	CARHR008070, CARHR008060	Ag034G3753700, Ag034G3753500
OG0008285	CARHR008440	Ag034G3757600
OG0008286	CARHR008460	Ag034G3757800
OG0008287	CARHR008510, CARHR008500	Ag034G3758200
OG0008288	CARHR008710	Ag034G3760600
OG0008289	CARHR008900	Ag034G3763200
OG0008290	CARHR009000	Ag034G3764200
OG0008292	CARHR265560	Ag034G3772900
OG0008293	CARHR009630	Ag034G3775400
OG0008294	CARHR009760	Ag034G3776700
OG0008295	CARHR009970	Ag034G3778800
OG0008296	CARHR010100	Ag034G3780200
OG0008297	CARHR010130	Ag034G3780600
OG0008298	CARHR010150, CARHR010040	Ag034G3780900
OG0008299	CARHR010230	Ag034G3782200
OG0008300	CARHR010270	Ag034G3782600
OG0008301	CARHR010300	Ag034G3783400
OG0008302	CARHR010380	Ag034G3784700
OG0008303	CARHR010550	Ag034G3787500
OG0008304	CARHR010780	Ag034G3791500
OG0008305	CARHR233460	Ag034G3793400
OG0008306	CARHR034020, CARHR011250	Ag034G3799100
OG0008307	CARHR011340	Ag034G3800100
OG0008308	CARHR011710	Ag034G3806600
OG0008309	CARHR011720	Ag034G3806700
OG0008310	CARHR011780	Ag034G3807400
OG0008311	CARHR050140	Ag002G0190800
OG0008311	CARHR012050	Ag034G3812400
OG0008312	CARHR012170	Ag034G3815100
OG0008313	CARHR012190	Ag034G3815300
OG0008314	CARHR012290	Ag034G3817300
OG0008315	CARHR012710	Ag034G3823400
OG0008316	CARHR012740	Ag034G3824100
OG0008317	CARHR012790	Ag034G3824900
OG0008318	CARHR012820	Ag034G3825100
OG0008319	CARHR012970	Ag034G3828200
OG0008320	CARHR013330	Ag034G3835000
OG0008321	CARHR013370	Ag034G3835500
OG0008322	CARHR013380	Ag034G3835600
OG0008323	CARHR013570	Ag034G3838600
OG0008324	CARHR013710	Ag034G3841500
OG0008325	CARHR013930	Ag034G3845100
OG0008326	CARHR014370	Ag034G3853000
OG0008327	CARHR014340	Ag034G3853300
OG0008328	CARHR014580	Ag034G3856000
OG0008329	CARHR014760	Ag034G3860000
OG0008330	CARHR014860	Ag034G3863400
OG0008331	CARHR014870	Ag034G3863600
OG0008332	CARHR015030	Ag034G3865900, Ag034G3865800
OG0008333	CARHR015100	Ag034G3866500
OG0008334	CARHR015160, CARHR015150	Ag034G3867400
OG0008335	CARHR015270	Ag034G3869100
OG0008336	CARHR100360	Ag034G3870400, Ag034G3870100, Ag034G3869900, Ag034G3869200, Ag034G3869600
OG0008337	CARHR015320	Ag034G3871200
OG0008338	CARHR015800	Ag034G3872500, Ag034G3881400
OG0008339	CARHR015430	Ag034G3874300
OG0008340	CARHR144030	Ag034G3876600
OG0008341	CARHR015540	Ag034G3877000
OG0008342	CARHR015560	Ag034G3877200
OG0008343	CARHR015630	Ag034G3879200
OG0008344	CARHR015930	Ag034G3883200
OG0008345	CARHR015940	Ag034G3883300
OG0008346	CARHR016320	Ag034G3891200
OG0008347	CARHR016740	Ag034G3900300
OG0008348	CARHR017200	Ag034G3905800
OG0008349	CARHR017310	Ag034G3907300
OG0008350	CARHR056500	Ag034G3928400
OG0008352	CARHR018790	Ag034G3940000
OG0008353	CARHR018850	Ag034G3942000
OG0008354	CARHR018890	Ag034G3942200
OG0008355	CARHR162310, CARHR018970	Ag034G3943200
OG0008356	CARHR018990	Ag034G3943300
OG0008357	CARHR019240	Ag034G3948100
OG0008358	CARHR019280	Ag034G3948400
OG0008359	CARHR019290	Ag034G3949000
OG0008360	CARHR019510	Ag034G3955100
OG0008361	CARHR019610	Ag034G3957700
OG0008362	CARHR019620	Ag034G3957800
OG0008363	CARHR019660	Ag034G3958200
OG0008364	CARHR019890	Ag034G3961700
OG0008365	CARHR020330	Ag034G3968800
OG0008366	CARHR020360	Ag034G3970200
OG0008367	CARHR020370	Ag034G3970300
OG0008368	CARHR020420	Ag034G3972600
OG0008369	CARHR020600	Ag034G3975200
OG0008370	CARHR020790	Ag034G3978600
OG0008371	CARHR020860	Ag034G3980100
OG0008372	CARHR021120	Ag034G3985400
OG0008373	CARHR021200	Ag034G3987200
OG0008374	CARHR021270	Ag034G3989700
OG0008375	CARHR021510	Ag034G3995700
OG0008376	CARHR021730	Ag034G4001100
OG0008377	CARHR021830	Ag034G4003200
OG0008378	CARHR021860	Ag034G4004200
OG0008379	CARHR021940	Ag034G4006800
OG0008380	CARHR021950	Ag034G4006900
OG0008381	CARHR022010	Ag034G4008200
OG0008382	CARHR022060	Ag034G4009100
OG0008383	CARHR022250	Ag034G4011300
OG0008384	CARHR022430	Ag034G4014400
OG0008385	CARHR022700	Ag034G4019000
OG0008386	CARHR023420	Ag034G4034500
OG0008387	CARHR255410	Ag034G4035100
OG0008388	CARHR023540	Ag034G4036000
OG0008389	CARHR290940	Ag034G4040800
OG0008390	CARHR291160	Ag034G4043800
OG0008391	CARHR064640	Ag034G4046700
OG0008392	CARHR064610	Ag034G4047100
OG0008393	CARHR064500	Ag034G4048700
OG0008394	CARHR064470	Ag034G4049000
OG0008395	CARHR064320	Ag034G4051600
OG0008396	CARHR064300	Ag034G4051800
OG0008397	CARHR064190	Ag034G4054100
OG0008399	CARHR063620	Ag034G4064000
OG0008400	CARHR063530	Ag034G4064800
OG0008401	CARHR063250	Ag034G4069400, Ag016G2345600
OG0008402	CARHR063240	Ag034G4069800
OG0008403	CARHR231530	Ag052G4849600
OG0008404	CARHR032330, CARHR151050	Ag052G4854500
OG0008405	CARHR054100, CARHR054090, CARHR032640	Ag052G4857700
OG0008406	CARHR046870	Ag024G2861700, Ag024G2861500, Ag002G0091800, Ag002G0091400, Ag024G2858600
OG0008407	CARHR048140	Ag019G2542200, Ag002G0133900
OG0008408	CARHR048150	Ag019G2542100, Ag002G0134000
OG0008409	CARHR048160	Ag002G0134700
OG0008411	CARHR048650	Ag002G0164400
OG0008412	CARHR027030	Ag002G0176300
OG0008413	CARHR049530	Ag002G0181600
OG0008414	CARHR027900	Ag002G0197300
OG0008415	CARHR050580, CARHR050590	Ag002G0197900
OG0008416	CARHR050620	Ag002G0198600
OG0008417	CARHR050660	Ag002G0199600
OG0008418	CARHR051520	Ag002G0214900
OG0008419	CARHR102060, CARHR180410	Ag002G0229800
OG0008420	CARHR052630	Ag002G0236300
OG0008421	CARHR053050	Ag002G0244600
OG0008422	CARHR283800	Ag002G0251000
OG0008423	CARHR283830	Ag002G0251300
OG0008424	CARHR053640	Ag002G0255700
OG0008425	CARHR054180	Ag002G0259900
OG0008426	CARHR054490	Ag002G0264000
OG0008427	CARHR026260	Ag024G2882000
OG0008427	CARHR026250	Ag024G2882700
OG0008428	CARHR046570	Ag024G2884600
OG0008429	CARHR046540	Ag024G2885400
OG0008430	CARHR046440	Ag024G2892000
OG0008431	CARHR046330	Ag024G2896200
OG0008432	CARHR046190	Ag024G2898900
OG0008433	CARHR175320, CARHR175220	Ag016G2286000, Ag016G2285600
OG0008434	CARHR175020	Ag016G2293700
OG0008435	CARHR174590	Ag016G2311900
OG0008436	CARHR174520	Ag016G2313100
OG0008437	CARHR173610	Ag016G2334000
OG0008438	CARHR173580	Ag016G2334300
OG0008439	CARHR178570	Ag016G2354600
OG0008440	CARHR178590	Ag016G2355000
OG0008441	CARHR178780	Ag016G2359700
OG0008442	CARHR178870	Ag016G2364200
OG0008443	CARHR227820	Ag016G2371900
OG0008444	CARHR252400	Ag016G2385800
OG0008445	CARHR252520	Ag016G2390400
OG0008446	CARHR252590	Ag016G2397100
OG0008447	CARHR237790	Ag065G5127900
OG0008448	CARHR222550	Ag025G2909100
OG0008449	CARHR222560	Ag025G2909200
OG0008450	CARHR037730	Ag025G2922400
OG0008451	CARHR037770	Ag025G2924700
OG0008452	CARHR037940	Ag025G2931200
OG0008453	CARHR038670	Ag025G2943400
OG0008454	CARHR038850	Ag025G2945400
OG0008455	CARHR039240	Ag025G2965500
OG0008456	CARHR068260	Ag072G5255000
OG0008457	CARHR247210	Ag011G1049800
OG0008458	CARHR247000	Ag011G1054800
OG0008459	CARHR246830	Ag011G1059100
OG0008460	CARHR246700, CARHR217900	Ag011G1060900
OG0008461	CARHR246530, CARHR246540	Ag011G1064000
OG0008462	CARHR246360	Ag011G1067500
OG0008463	CARHR246260	Ag011G1069100
OG0008464	CARHR246220	Ag011G1070300
OG0008465	CARHR246130	Ag011G1072100
OG0008467	CARHR246060	Ag011G1075800
OG0008468	CARHR245680	Ag011G1080700
OG0008469	CARHR245660	Ag011G1081000
OG0008470	CARHR245510	Ag011G1084600
OG0008471	CARHR245380	Ag011G1089400
OG0008473	CARHR245120	Ag011G1093800
OG0008474	CARHR244960	Ag011G1097000
OG0008475	CARHR244830	Ag011G1098800
OG0008476	CARHR244660	Ag011G1101300
OG0008477	CARHR244340	Ag011G1113000
OG0008478	CARHR244060	Ag011G1117500
OG0008479	CARHR243820	Ag011G1226700, Ag011G1123400
OG0008480	CARHR243600	Ag011G1126800
OG0008481	CARHR243650	Ag011G1130100
OG0008482	CARHR243660	Ag011G1130200
OG0008483	CARHR243250	Ag011G1144000
OG0008484	CARHR243140	Ag011G1146100
OG0008485	CARHR242820, CARHR153010	Ag011G1150600
OG0008486	CARHR242840	Ag011G1150800
OG0008487	CARHR242300	Ag011G1153000
OG0008488	CARHR242560	Ag011G1160100
OG0008489	CARHR242690	Ag011G1164700
OG0008490	CARHR240150, CARHR115030	Ag011G1169500
OG0008491	CARHR240160	Ag011G1169600
OG0008492	CARHR240170	Ag011G1169800
OG0008493	CARHR240190	Ag011G1170700
OG0008494	CARHR240510	Ag011G1176300
OG0008495	CARHR240660	Ag011G1181500
OG0008496	CARHR240990	Ag011G1187600
OG0008497	CARHR241130	Ag011G1190900
OG0008498	CARHR241190	Ag011G1192500
OG0008500	CARHR241540	Ag011G1198800, Ag011G1199200
OG0008501	CARHR241870	Ag011G1213300
OG0008502	CARHR242120	Ag011G1219800
OG0008503	CARHR242170	Ag011G1220300
OG0008504	CARHR242190	Ag011G1220600
OG0008505	CARHR240110	Ag011G1223800
OG0008506	CARHR240090	Ag011G1224000
OG0008507	CARHR239810	Ag011G1235400
OG0008508	CARHR239380	Ag011G1251300
OG0008509	CARHR239290	Ag011G1255600
OG0008510	CARHR239280	Ag011G1256200
OG0008511	CARHR239160	Ag011G1260100
OG0008512	CARHR239050	Ag011G1262100
OG0008513	CARHR117930	Ag011G1271100
OG0008514	CARHR099860	Ag064G5104400
OG0008515	CARHR100030	Ag064G5106800
OG0008516	CARHR100080	Ag064G5108400
OG0008517	CARHR100090	Ag064G5108500
OG0008518	CARHR100330	Ag064G5111600
OG0008519	CARHR065570	Ag018G2436600
OG0008520	CARHR065470	Ag018G2437800
OG0008521	CARHR065450	Ag018G2438700
OG0008522	CARHR065290	Ag018G2441400
OG0008523	CARHR065200	Ag018G2442900
OG0008524	CARHR065110	Ag018G2443500
OG0008526	CARHR065050	Ag018G2446100
OG0008527	CARHR065040	Ag018G2446200
OG0008528	CARHR065010	Ag018G2446800
OG0008529	CARHR023660	Ag018G2453600
OG0008530	CARHR023780	Ag018G2456200
OG0008531	CARHR023870	Ag018G2458200
OG0008532	CARHR024630	Ag018G2467100
OG0008533	CARHR024810	Ag018G2470000
OG0008534	CARHR025410	Ag018G2478400
OG0008535	CARHR025640	Ag018G2481200
OG0008536	CARHR026860	Ag018G2483500
OG0008537	CARHR231880	Ag019G2488800
OG0008538	CARHR249540	Ag019G2494800
OG0008539	CARHR257570	Ag019G2502400
OG0008540	CARHR250000	Ag019G2505000
OG0008541	CARHR250070	Ag019G2506200
OG0008542	CARHR250110	Ag019G2507800
OG0008543	CARHR250270	Ag019G2512300
OG0008545	CARHR249270	Ag019G2517700
OG0008546	CARHR249260	Ag019G2517900
OG0008547	CARHR249000	Ag019G2525800
OG0008548	CARHR248890	Ag019G2529200
OG0008549	CARHR248740	Ag019G2530400
OG0008550	CARHR248550	Ag019G2532700
OG0008551	CARHR234170	Ag019G2534100, Ag019G2548200, Ag019G2539700
OG0008552	CARHR111890	Ag019G2551500
OG0008553	CARHR026600	Ag010G0982800
OG0008554	CARHR026100	Ag010G0984700
OG0008555	CARHR025920	Ag010G0987000
OG0008556	CARHR025860	Ag010G0988100
OG0008557	CARHR025850	Ag010G0988200
OG0008558	CARHR234050	Ag010G0992000
OG0008559	CARHR234540	Ag010G1004500
OG0008560	CARHR235090	Ag010G1007000
OG0008561	CARHR235080	Ag010G1007200
OG0008562	CARHR235150	Ag010G1009900
OG0008563	CARHR235300	Ag010G1013600
OG0008564	CARHR235350, CARHR168750	Ag010G1014200
OG0008565	CARHR235630	Ag010G1017500
OG0008567	CARHR235720	Ag010G1019500
OG0008568	CARHR235740	Ag010G1019900
OG0008569	CARHR235750	Ag010G1020800
OG0008570	CARHR235780	Ag010G1021100
OG0008571	CARHR236040	Ag010G1024800
OG0008649	CARHR238310	Ag046G4526800, Ag047G4537900
OG0008650	CARHR238340	Ag047G4539700, Ag046G4528800
OG0008651	CARHR230110	Ag033G3503300, Ag093G5463100, Ag033G3503500, Ag093G5463200
OG0008652	CARHR230080	Ag093G5464000
OG0008653	CARHR155170	Ag055G4902400
OG0008654	CARHR154920	Ag055G4903200
OG0008655	CARHR157390	Ag055G4912900
OG0008656	CARHR157350	Ag055G4913500
OG0008657	CARHR010560	Ag055G4914800
OG0008658	CARHR157240	Ag055G4917900
OG0008659	CARHR156720	Ag055G4924700
OG0008660	CARHR156870	Ag055G4927900, Ag013G1488500
OG0008661	CARHR156910, CARHR162400	Ag055G4929800
OG0008662	CARHR143610	Ag074G5266300, Ag035G4082500
OG0008663	CARHR144380	Ag074G5276500
OG0008664	CARHR149540, CARHR261510	Ag005G0786200
OG0008665	CARHR194950	Ag013G1341300
OG0008666	CARHR195310	Ag013G1345300
OG0008667	CARHR195320	Ag013G1346000
OG0008668	CARHR195500, CARHR077630	Ag013G1355500
OG0008669	CARHR088160	Ag019G2542800, Ag013G1357200
OG0008670	CARHR195920	Ag013G1368500
OG0008671	CARHR196400	Ag013G1380400
OG0008672	CARHR196430	Ag013G1380500
OG0008673	CARHR196480	Ag013G1382200
OG0008674	CARHR196510	Ag013G1382500
OG0008675	CARHR196530	Ag013G1382700
OG0008676	CARHR196580	Ag013G1383300
OG0008677	CARHR196740	Ag013G1386800
OG0008678	CARHR196990	Ag013G1391500
OG0008679	CARHR139750	Ag013G1392600, Ag003G0341200
OG0008680	CARHR197090	Ag013G1394600
OG0008681	CARHR197150	Ag013G1395900
OG0008682	CARHR197190	Ag013G1396500
OG0008683	CARHR197350	Ag013G1400800
OG0008684	CARHR197520	Ag013G1404900
OG0008685	CARHR197540	Ag013G1405300
OG0008686	CARHR197550	Ag013G1405500
OG0008687	CARHR103800	Ag013G1408800, Ag029G3123900
OG0008688	CARHR197680	Ag013G1409100
OG0008689	CARHR197720	Ag013G1410000
OG0008690	CARHR197980, CARHR032660, CARHR032730	Ag013G1416500
OG0008691	CARHR198040	Ag013G1418300
OG0008692	CARHR126800	Ag013G1424500, Ag013G1669600
OG0008693	CARHR198260	Ag013G1424700
OG0008694	CARHR004260	Ag013G1438100
OG0008695	CARHR090520	Ag013G1443600, Ag014G2011700
OG0008696	CARHR199080	Ag013G1449400
OG0008697	CARHR199150	Ag013G1450800, Ag013G1450900
OG0008698	CARHR199510	Ag013G1455400
OG0008699	CARHR199560	Ag013G1455900
OG0008700	CARHR268810	Ag013G1461300, Ag004G0740400
OG0008701	CARHR199770	Ag013G1462500
OG0008702	CARHR199880	Ag013G1464000
OG0008703	CARHR200100	Ag013G1468700
OG0008704	CARHR200160	Ag013G1469900
OG0008705	CARHR200320	Ag013G1476100
OG0008706	CARHR200330	Ag068G5230600, Ag013G1476200
OG0008707	CARHR200370	Ag013G1477700
OG0008708	CARHR200400	Ag013G1478500
OG0008709	CARHR200410	Ag013G1478900
OG0008711	CARHR200670	Ag052G4837500, Ag013G1485500
OG0008712	CARHR200780	Ag013G1486900
OG0008713	CARHR200790	Ag013G1487000
OG0008714	CARHR200840	Ag013G1487900
OG0008715	CARHR200930	Ag013G1489000
OG0008716	CARHR201150	Ag013G1491400
OG0008717	CARHR201170	Ag013G1494000
OG0008718	CARHR201250	Ag013G1495100
OG0008719	CARHR201260	Ag013G1495200
OG0008720	CARHR201310	Ag013G1495800
OG0008721	CARHR201660	Ag013G1500500
OG0008722	CARHR201950	Ag013G1505600
OG0008723	CARHR268480	Ag013G1509200, Ag004G0746500
OG0008724	CARHR202170	Ag013G1511200
OG0008725	CARHR202290	Ag013G1513600
OG0008726	CARHR202300	Ag013G1513700
OG0008727	CARHR202590	Ag013G1518900
OG0008728	CARHR202660	Ag013G1520300
OG0008729	CARHR202810	Ag013G1523900
OG0008730	CARHR203140	Ag013G1529700
OG0008731	CARHR203280	Ag013G1532000
OG0008732	CARHR203460	Ag013G1536800
OG0008733	CARHR203710	Ag013G1540700
OG0008734	CARHR204060	Ag013G1547200
OG0008735	CARHR204090	Ag013G1547600
OG0008736	CARHR204200	Ag013G1548400
OG0008737	CARHR204380	Ag013G1551900
OG0008738	CARHR204410	Ag013G1552400
OG0008739	CARHR151710	Ag042G4406400, Ag013G1553500
OG0008740	CARHR258140	Ag013G1554900
OG0008741	CARHR204620	Ag013G1555900
OG0008742	CARHR204930	Ag013G1559400
OG0008743	CARHR205120	Ag013G1561600
OG0008744	CARHR205240	Ag013G1562900
OG0008745	CARHR205280	Ag013G1563200
OG0008746	CARHR205360	Ag013G1564900
OG0008747	CARHR205570	Ag013G1568500
OG0008748	CARHR251180	Ag013G1570800
OG0008749	CARHR251200	Ag013G1571000
OG0008750	CARHR251540	Ag013G1573900
OG0008751	CARHR251550	Ag013G1574000
OG0008752	CARHR251730	Ag013G1576400
OG0008753	CARHR232490	Ag013G1578100
OG0008754	CARHR257170	Ag013G1578400
OG0008755	CARHR232310	Ag013G1580200
OG0008756	CARHR232300	Ag013G1580300
OG0008757	CARHR249440	Ag019G2514900
OG0008758	CARHR118570	Ag013G1584200
OG0008759	CARHR118720	Ag013G1584600
OG0008760	CARHR118980	Ag013G1586500
OG0008761	CARHR119070	Ag013G1587400
OG0008762	CARHR119730	Ag013G1591600
OG0008763	CARHR119830	Ag013G1593000
OG0008764	CARHR119940	Ag013G1593500
OG0008765	CARHR119950	Ag013G1593600
OG0008766	CARHR121470	Ag013G1596200
OG0008768	CARHR120440	Ag013G1597400, Ag013G1597300
OG0008769	CARHR120490	Ag013G1598000
OG0008770	CARHR120510	Ag013G1598200
OG0008771	CARHR120570	Ag013G1598900
OG0008772	CARHR120690	Ag013G1600200
OG0008773	CARHR120830	Ag013G1601700
OG0008774	CARHR120880	Ag013G1602000
OG0008775	CARHR120960	Ag013G1602100
OG0008776	CARHR121330	Ag013G1605200
OG0008777	CARHR121380	Ag013G1605900
OG0008778	CARHR121620	Ag013G1607700
OG0008779	CARHR121740	Ag013G1608400
OG0008780	CARHR121900	Ag013G1610200
OG0008781	CARHR121930	Ag013G1610300
OG0008782	CARHR121940	Ag013G1610400, Ag023G2845300
OG0008783	CARHR122020	Ag013G1611400
OG0008784	CARHR122030	Ag013G1611500
OG0008786	CARHR122290	Ag013G1613800
OG0008787	CARHR122680	Ag013G1619000
OG0008788	CARHR122690	Ag013G1619100
OG0008789	CARHR123260	Ag013G1625100
OG0008790	CARHR123370	Ag013G1625600
OG0008791	CARHR123410	Ag013G1626100, Ag026G2995800, Ag013G1626300
OG0008792	CARHR123450	Ag013G1630700
OG0008793	CARHR123600	Ag013G1633100
OG0008794	CARHR123730	Ag013G1634300
OG0008795	CARHR123970	Ag013G1636000
OG0008796	CARHR123980	Ag013G1636200
OG0008797	CARHR124210	Ag013G1638000
OG0008798	CARHR124590	Ag013G1642300
OG0008799	CARHR124690	Ag013G1642800
OG0008800	CARHR124700	Ag013G1642900
OG0008801	CARHR124790	Ag013G1643900
OG0008802	CARHR124850	Ag013G1644900
OG0008803	CARHR124870	Ag013G1645200
OG0008804	CARHR124990	Ag013G1646300
OG0008805	CARHR125040	Ag013G1647100
OG0008806	CARHR125440	Ag013G1652600
OG0008807	CARHR125510	Ag013G1653400
OG0008809	CARHR125900	Ag013G1659200
OG0008810	CARHR126340	Ag013G1661300
OG0008811	CARHR126130	Ag013G1663700
OG0008812	CARHR218470	Ag013G1665700
OG0008813	CARHR127040	Ag058G4978800, Ag006G0803700, Ag083G5411400, Ag001G0001500
OG0008814	CARHR126750, CARHR126760	Ag013G1669100
OG0008815	CARHR127160	Ag013G1672400
OG0008816	CARHR127260	Ag013G1673300
OG0008817	CARHR127310	Ag013G1674200
OG0008818	CARHR127320	Ag013G1674400
OG0008819	CARHR127350	Ag013G1674700
OG0008820	CARHR127400	Ag013G1675200
OG0008821	CARHR180420	Ag013G1676100
OG0008822	CARHR180090	Ag013G1679300
OG0008823	CARHR006300	Ag013G1680700
OG0008824	CARHR179730	Ag013G1682300
OG0008825	CARHR179590	Ag013G1683300
OG0008826	CARHR179560, CARHR216610	Ag013G1683500
OG0008827	CARHR231890	Ag013G1688200
OG0008828	CARHR178950	Ag013G1689500
OG0008829	CARHR251860	Ag013G1691000
OG0008829	CARHR100500, CARHR004110	Ag034G3687300
OG0008830	CARHR232560	Ag013G1693100
OG0008831	CARHR232590	Ag013G1693300
OG0008832	CARHR232750	Ag013G1694800
OG0008833	CARHR037420	Ag013G1701800
OG0008834	CARHR037350	Ag013G1702000
OG0008835	CARHR037300	Ag013G1702700
OG0008836	CARHR037240	Ag013G1703700
OG0008838	CARHR037030	Ag013G1704800
OG0008839	CARHR036270	Ag013G1708800
OG0008840	CARHR036570	Ag013G1710400
OG0008841	CARHR036740	Ag013G1711800
OG0008842	CARHR027240	Ag013G1713000
OG0008843	CARHR027360	Ag013G1714400
OG0008844	CARHR027620	Ag013G1717200
OG0008846	CARHR027790	Ag013G1719600
OG0008847	CARHR027910	Ag013G1721200
OG0008848	CARHR028270	Ag013G1726200
OG0008849	CARHR028550	Ag013G1728600
OG0008850	CARHR028560	Ag013G1728700
OG0008851	CARHR028600	Ag013G1729300
OG0008852	CARHR029020	Ag013G1734100
OG0008853	CARHR182370, CARHR182330	Ag013G1734900
OG0008854	CARHR029120	Ag013G1735700
OG0008855	CARHR029500	Ag013G1738000
OG0008856	CARHR029400	Ag013G1740300
OG0008857	CARHR029710	Ag013G1743700
OG0008858	CARHR030130	Ag013G1748100
OG0008859	CARHR030160	Ag013G1748400
OG0008860	CARHR054980	Ag013G1749800, Ag013G1749000
OG0008861	CARHR030290	Ag013G1751600
OG0008862	CARHR030350	Ag013G1752500
OG0008863	CARHR258260, CARHR030480	Ag013G1753000
OG0008864	CARHR030510	Ag013G1753400
OG0008865	CARHR158120, CARHR030720	Ag013G1755900
OG0008866	CARHR030760	Ag013G1756700
OG0008867	CARHR258010	Ag013G1757900
OG0008868	CARHR287040	Ag013G1759000
OG0008869	CARHR031150	Ag013G1761900
OG0008870	CARHR031300	Ag013G1763500
OG0008871	CARHR031710	Ag013G1767100
OG0008872	CARHR032000	Ag013G1769500
OG0008873	CARHR129450	Ag013G1769600
OG0008874	CARHR145020, CARHR145040	Ag062G5051300
OG0008875	CARHR145280	Ag062G5054700
OG0008876	CARHR145730	Ag062G5061100
OG0008878	CARHR280950	Ag004G0417500
OG0008879	CARHR280920	Ag034G3843700, Ag004G0418000
OG0008880	CARHR280900	Ag004G0418200
OG0008881	CARHR280750	Ag004G0420000
OG0008882	CARHR280730	Ag004G0420200
OG0008883	CARHR280710	Ag004G0420400
OG0008884	CARHR036590, CARHR280630	Ag004G0420900
OG0008885	CARHR280540	Ag004G0421900
OG0008886	CARHR280350	Ag004G0423900
OG0008887	CARHR280310	Ag004G0424300
OG0008888	CARHR280120	Ag004G0426700
OG0008889	CARHR280040	Ag004G0427500
OG0008890	CARHR279940	Ag004G0429500
OG0008891	CARHR279640	Ag004G0433000
OG0008892	CARHR279610	Ag004G0433400
OG0008893	CARHR279520	Ag004G0435000
OG0008894	CARHR279200	Ag004G0440200
OG0008895	CARHR279050	Ag004G0441600
OG0008896	CARHR279040	Ag004G0441900
OG0008897	CARHR279020	Ag004G0442100
OG0008898	CARHR293750	Ag004G0443900
OG0008899	CARHR293840	Ag004G0445600
OG0008900	CARHR278830	Ag004G0447300
OG0008901	CARHR278610	Ag004G0450000
OG0008902	CARHR278260	Ag004G0454500
OG0008903	CARHR278150	Ag014G1994500, Ag004G0456100
OG0008904	CARHR277970	Ag004G0457900, Ag004G0458100
OG0008905	CARHR277850	Ag004G0460200
OG0008906	CARHR277790	Ag004G0461200
OG0008907	CARHR277710	Ag004G0462200
OG0008908	CARHR277550, CARHR277560, CARHR214160, CARHR262570, CARHR277580	Ag004G0465000
OG0008909	CARHR277330	Ag004G0467700
OG0008910	CARHR277190	Ag004G0470600
OG0008911	CARHR277070	Ag004G0471700
OG0008912	CARHR276750	Ag004G0476200
OG0008913	CARHR276660	Ag004G0477200
OG0008914	CARHR276600	Ag004G0478400
OG0008915	CARHR276530	Ag004G0479000
OG0008916	CARHR276450, CARHR156590	Ag004G0480200
OG0008917	CARHR276340	Ag004G0482100
OG0008918	CARHR276300	Ag004G0482800
OG0008919	CARHR276210	Ag004G0484100
OG0008920	CARHR276140	Ag004G0486000
OG0008921	CARHR276070	Ag004G0486400
OG0008922	CARHR275920	Ag004G0488100
OG0008923	CARHR275840	Ag004G0489300
OG0008924	CARHR275810	Ag004G0489600
OG0008925	CARHR275780	Ag004G0490000
OG0008926	CARHR275620	Ag004G0492000
OG0008927	CARHR275530	Ag004G0493500
OG0008928	CARHR275200	Ag004G0498200
OG0008929	CARHR274840	Ag004G0503200
OG0008930	CARHR190490	Ag004G0509800
OG0008931	CARHR190380	Ag004G0511100
OG0008932	CARHR190350	Ag004G0511700
OG0008933	CARHR190230	Ag004G0512900
OG0008934	CARHR190200	Ag004G0513200
OG0008935	CARHR190060	Ag004G0515500
OG0008936	CARHR190030	Ag004G0515800
OG0008937	CARHR189940	Ag004G0516500
OG0008938	CARHR189620	Ag004G0521100
OG0008939	CARHR189310	Ag004G0526200
OG0008940	CARHR189020	Ag004G0528800
OG0008942	CARHR188870	Ag004G0532200
OG0008943	CARHR188850	Ag004G0532600
OG0008944	CARHR188770	Ag004G0533500
OG0008945	CARHR188510	Ag004G0536500
OG0008946	CARHR188480, CARHR150640, CARHR188460	Ag004G0536700
OG0008947	CARHR188340	Ag004G0539100
OG0008948	CARHR188320	Ag004G0539300
OG0008949	CARHR188220	Ag004G0540500
OG0008950	CARHR188060	Ag004G0541800
OG0008951	CARHR187630	Ag002G0174300, Ag004G0547300
OG0008952	CARHR187560	Ag004G0548100
OG0008953	CARHR187150	Ag004G0552100
OG0008954	CARHR193340	Ag004G0554500
OG0008955	CARHR193260	Ag004G0555400
OG0008956	CARHR064710	Ag004G0555900
OG0008957	CARHR193300	Ag004G0556000
OG0008958	CARHR193310	Ag004G0556100
OG0008959	CARHR193330	Ag004G0556500
OG0008960	CARHR193170	Ag004G0557000
OG0008961	CARHR193160	Ag004G0557100
OG0008962	CARHR233770, CARHR193150	Ag004G0557200
OG0008963	CARHR192970	Ag004G0559100
OG0008964	CARHR192940	Ag004G0559900
OG0008965	CARHR192700	Ag004G0564400
