Orthogroup	Cardamine_hirsuta	Arabidopsis_thaliana
OG0006828	CARHR096680	AT3G20820.1
OG0006829	CARHR096790	AT3G20910.1
OG0006830	CARHR096930	AT3G21100.3
OG0006831	CARHR097080	AT3G21200.1
OG0006832	CARHR009850	AT1G09830.1
OG0006833	CARHR291840	AT5G38470.1
OG0006834	CARHR215480	AT5G37478.1
OG0006835	CARHR184440	AT5G47870.1
OG0006836	CARHR184340	AT5G47820.1
OG0006837	CARHR099740	AT3G23750.1
OG0006838	CARHR098650, CARHR098640	AT3G22800.1
OG0006839	CARHR098290	AT3G22400.1
OG0006840	CARHR097500	AT3G21550.1
OG0006841	CARHR237880	AT4G29960.1
OG0006842	CARHR237850	AT4G29930.3
OG0006843	CARHR056470	AT1G65020.1
OG0006844	CARHR056380	AT1G64980.2
OG0006845	CARHR194300	AT5G18700.1, AT1G33940.1
OG0006846	CARHR194330	AT5G18670.1
OG0006847	CARHR194560	AT5G18460.1
OG0006848	CARHR194790	AT5G18270.1
OG0006849	CARHR182170	AT5G49360.1
OG0006850	CARHR185350	AT5G28840.1
OG0006851	CARHR183810	AT5G48385.1
OG0006852	CARHR162270	AT3G52500.1
OG0006853	CARHR162030	AT3G52270.1
OG0006854	CARHR161940	AT3G52180.1
OG0006855	CARHR117420, CARHR161820	AT3G52110.1
OG0006856	CARHR161800	AT3G52090.2
OG0006857	CARHR161760	AT3G21640.1
OG0006858	CARHR161050	AT3G51470.1
OG0006859	CARHR161000	AT3G51400.1
OG0006860	CARHR160870	AT3G51290.2
OG0006861	CARHR160850	AT3G51270.1
OG0006862	CARHR000680	AT1G01680.1
OG0006864	CARHR000880	AT1G01490.4
OG0006865	CARHR001310	AT1G01160.2
OG0006866	CARHR001560	AT1G02270.1
OG0006867	CARHR001740	AT1G02410.1
OG0006868	CARHR002250	AT1G02900.1
OG0006869	CARHR002300	AT1G02970.1
OG0006870	CARHR002390	AT1G03050.1
OG0006871	CARHR003180	AT1G03850.1
OG0006872	CARHR003610	AT1G04280.1
OG0006873	CARHR106040	AT2G15690.1
OG0006874	CARHR003940, CARHR171650	AT1G04590.2
OG0006875	CARHR004040	AT1G04660.1
OG0006876	CARHR004150	AT1G04770.1
OG0006877	CARHR150950	AT3G45020.1
OG0006878	CARHR004350	AT1G04945.3
OG0006879	CARHR004550	AT1G05087.1, AT1G05090.1, AT4G20720.1
OG0006880	CARHR004730	AT1G05260.1
OG0006882	CARHR005600	AT1G06080.1
OG0006883	CARHR005620	AT1G06110.1
OG0006884	CARHR006100	AT1G06490.1
OG0006885	CARHR006170	AT1G06560.1
OG0006886	CARHR006520	AT1G06830.1
OG0006887	CARHR006620	AT1G06950.1
OG0006888	CARHR006650	AT1G06980.1
OG0006889	CARHR231790	AT4G24380.3
OG0006890	CARHR107500, CARHR007900	AT1G08080.1
OG0006891	CARHR008040	AT1G08210.3
OG0006891	CARHR035120	AT3G42550.1
OG0006892	CARHR008140	AT1G08290.1
OG0006893	CARHR008250	AT1G08370.1
OG0006894	CARHR008370	AT1G08480.1
OG0006895	CARHR008720	AT1G08800.1
OG0006896	CARHR008810	AT1G08910.1
OG0006897	CARHR008880	AT1G08980.1
OG0006898	CARHR009070, CARHR009080	AT1G09155.1
OG0006899	CARHR009290	AT1G09310.1
OG0006900	CARHR009710	AT1G09740.1
OG0006901	CARHR010080	AT1G09960.1
OG0006902	CARHR010240	AT1G10140.1
OG0006903	CARHR053600	AT1G59640.2
OG0006904	CARHR010650	AT1G10510.1
OG0006905	CARHR010990	AT1G10770.1
OG0006906	CARHR011230	AT1G11040.1
OG0006907	CARHR011380	AT1G11170.1
OG0006908	CARHR011420	AT1G11190.1
OG0006909	CARHR011440	AT1G11210.1
OG0006910	CARHR011500	AT1G11260.1
OG0006911	CARHR011550	AT1G11300.1, AT1G11303.1
OG0006912	CARHR011910	AT1G11600.1
OG0006913	CARHR011960	AT1G11655.1
OG0006914	CARHR012070	AT1G11755.1
OG0006915	CARHR012100	AT1G11765.1
OG0006916	CARHR012470	AT1G12110.1
OG0006917	CARHR012570	AT1G12260.1
OG0006918	CARHR012700	AT1G12410.1
OG0006919	CARHR248290	AT4G00230.1
OG0006920	CARHR012920	AT1G12630.1
OG0006921	CARHR013300	AT1G12950.1
OG0006922	CARHR013360	AT1G13030.1
OG0006923	CARHR014110	AT1G13710.1
OG0006924	CARHR014250	AT1G13880.2
OG0006925	CARHR014270	AT1G13900.1
OG0006926	CARHR014330	AT1G13960.1
OG0006927	CARHR014810	AT1G14370.1
OG0006928	CARHR015070	AT1G14570.1
OG0006929	CARHR015330	AT1G14790.1
OG0006930	CARHR015340	AT1G14810.1
OG0006931	CARHR015620	AT1G15100.1
OG0006932	CARHR015750	AT1G15220.1
OG0006933	CARHR015890	AT1G15360.1
OG0006934	CARHR015980	AT1G15420.1
OG0006935	CARHR016270	AT1G15780.2
OG0006936	CARHR016330	AT1G15820.1
OG0006937	CARHR016490	AT1G19780.1, AT1G15990.1
OG0006938	CARHR016660	AT1G16180.1
OG0006939	CARHR149680	AT3G28050.1
OG0006940	CARHR017320	AT1G16850.1
OG0006941	CARHR017370	AT1G16900.1
OG0006942	CARHR017750	AT1G17180.1
OG0006943	CARHR017940	AT1G17345.1
OG0006944	CARHR018230	AT1G17620.1
OG0006945	CARHR018290	AT1G17690.1
OG0006946	CARHR018410	AT1G17800.1
OG0006947	CARHR018430	AT1G17820.1
OG0006948	CARHR018450	AT1G17840.1
OG0006949	CARHR018570	AT1G17950.1
OG0006950	CARHR138110, CARHR018930	AT1G18340.1
OG0006951	CARHR019100	AT1G18480.1
OG0006952	CARHR019230	AT1G18610.1
OG0006953	CARHR019530	AT1G18880.1
OG0006954	CARHR019820, CARHR035530	AT1G19220.1
OG0006955	CARHR020080	AT1G19510.1
OG0006957	CARHR020630	AT1G20132.1
OG0006958	CARHR021080	AT1G20620.6
OG0006959	CARHR021250	AT1G20823.1
OG0006960	CARHR021330	AT1G20900.1
OG0006961	CARHR021490	AT1G21050.2
OG0006962	CARHR021790	AT5G34780.1, AT1G21400.5
OG0006963	CARHR021850	AT1G21480.1
OG0006964	CARHR022190	AT1G21830.1
OG0006965	CARHR022230	AT1G21880.2
OG0006966	CARHR022260	AT1G21910.1
OG0006967	CARHR022420	AT1G22065.1
OG0006968	CARHR177390	AT5G45140.1
OG0006969	CARHR220750	AT4G14540.1
OG0006970	CARHR291000	AT1G71780.1
OG0006971	CARHR064590	AT1G71270.1, AT1G71300.1
OG0006972	CARHR064290	AT1G71010.1
OG0006973	CARHR063070	AT1G69970.1
OG0006974	CARHR231520	AT4G24120.1
OG0006975	CARHR231550	AT4G24150.1
OG0006977	CARHR048410	AT1G63100.2
OG0006979	CARHR049430	AT1G62450.1
OG0006980	CARHR049790	AT1G62310.1
OG0006981	CARHR050600	AT1G61740.1
OG0006982	CARHR050750	AT1G61620.1
OG0006983	CARHR026880	AT1G27310.1
OG0006984	CARHR052240	AT1G61080.5
OG0006985	CARHR052070	AT1G61000.1
OG0006986	CARHR053740	AT1G58250.2
OG0006987	CARHR046800	AT1G64140.1
OG0006988	CARHR062900, CARHR062890	AT1G69825.1, AT1G69818.1
OG0006989	CARHR046210	AT1G64680.1
OG0006990	CARHR212440	AT5G42090.1
OG0006991	CARHR174990	AT5G46590.1
OG0006992	CARHR174880	AT5G46630.2
OG0006993	CARHR174760	AT5G46740.1
OG0006994	CARHR173790	AT5G47560.1
OG0006995	CARHR173670	AT5G47640.1
OG0006996	CARHR173520	AT5G47780.1
OG0006997	CARHR178240	AT5G44660.1
OG0006998	CARHR252170	AT4G05410.1
OG0006999	CARHR109770, CARHR237350	AT4G29520.1
OG0007000	CARHR237520	AT4G29670.2
OG0007001	CARHR037660	AT1G48020.1
OG0007002	CARHR037780	AT1G48140.1
OG0007003	CARHR068330	AT1G75020.1
OG0007004	CARHR068290	AT1G74970.1
OG0007005	CARHR068230	AT1G74910.1
OG0007006	CARHR294190	AT4G38470.1
OG0007007	CARHR247860	AT4G38900.1
OG0007008	CARHR247610	AT4G39140.1
OG0007009	CARHR247310	AT4G39400.1
OG0007010	CARHR247300	AT4G39410.1
OG0007011	CARHR246550	AT4G40070.1
OG0007012	CARHR246180	AT4G37790.1
OG0007013	CARHR246000	AT4G37610.1
OG0007014	CARHR067690, CARHR245780	AT4G37400.1
OG0007015	CARHR245580, CARHR153410	AT4G36930.1
OG0007016	CARHR245290	AT4G37210.1
OG0007017	CARHR245080	AT4G36730.1
OG0007018	CARHR245070	AT4G36720.1
OG0007019	CARHR244620	AT4G36220.1
OG0007020	CARHR244370	AT4G35985.1
OG0007021	CARHR244090	AT4G35750.1
OG0007022	CARHR244050	AT4G35720.1
OG0007023	CARHR243860	AT4G35530.1
OG0007024	CARHR050920	AT1G61520.1
OG0007025	CARHR243390	AT4G35110.3
OG0007027	CARHR243270	AT4G34990.1
OG0007028	CARHR243150	AT4G34860.1
OG0007029	CARHR243070	AT4G34770.1
OG0007030	CARHR242990	AT4G34680.1
OG0007031	CARHR115700, CARHR240120	AT4G32190.1
OG0007032	CARHR240130	AT4G32250.1, AT4G32230.1
OG0007033	CARHR240200	AT4G32295.1
OG0007034	CARHR240520	AT4G32551.2
OG0007035	CARHR240540, CARHR240550	AT4G32570.1
OG0007036	CARHR240720	AT4G32720.1
OG0007037	CARHR240790	AT4G32800.1
OG0007038	CARHR127900	AT2G33793.1
OG0007039	CARHR286490, CARHR286480	AT2G25930.1
OG0007040	CARHR241120	AT4G33090.1
OG0007041	CARHR241300	AT4G33250.1
OG0007042	CARHR241650	AT4G33550.1
OG0007043	CARHR105020	AT2G12400.1
OG0007044	CARHR241760	AT4G33670.1
OG0007045	CARHR241840	AT4G33740.1
OG0007046	CARHR242010	AT4G33920.1
OG0007047	CARHR242040	AT4G33940.1
OG0007048	CARHR242090	AT4G33960.1
OG0007049	CARHR242210	AT4G34100.1
OG0007050	CARHR242730, CARHR242240	AT4G34120.1
OG0007051	CARHR239920	AT4G32020.1
OG0007052	CARHR239890	AT4G31990.3
OG0007053	CARHR239200	AT4G31330.1
OG0007054	CARHR239190	AT4G31320.1
OG0007055	CARHR239070	AT4G31160.1
OG0007056	CARHR239030	AT4G31120.1
OG0007057	CARHR238860	AT4G30960.1
OG0007058	CARHR238820	AT4G30930.1
OG0007059	CARHR238650	AT4G30810.1
OG0007060	CARHR099820	AT3G23820.1
OG0007061	CARHR100260	AT3G23980.1
OG0007062	CARHR065480	AT1G72540.1
OG0007063	CARHR065270	AT1G72360.2
OG0007064	CARHR065060	AT1G72200.1
OG0007065	CARHR023860	AT1G23420.2
OG0007066	CARHR023960	AT1G23540.1
OG0007067	CARHR024640	AT1G27200.1
OG0007068	CARHR290840, CARHR290820, CARHR290830	AT2G25920.1
OG0007069	CARHR249730	AT4G01950.2
OG0007070	CARHR250180	AT4G01500.1
OG0007071	CARHR249490	AT4G00840.1
OG0007073	CARHR249180	AT4G01110.1
OG0007074	CARHR249020	AT4G01290.1
OG0007075	CARHR248820	AT4G00700.1
OG0007076	CARHR248270	AT4G00220.1
OG0007077	CARHR248050	AT4G00026.1
OG0007078	CARHR292840	AT2G23240.1, AT2G42000.2
OG0007079	CARHR026670	AT1G24460.1
OG0007080	CARHR231610	AT4G24200.1
OG0007081	CARHR235850	AT4G28140.1
OG0007082	CARHR254420, CARHR256520, CARHR001890	AT1G02580.1
OG0007083	CARHR014190	AT1G13800.1
OG0007084	CARHR017460	AT1G16950.1
OG0007085	CARHR017990	AT1G17400.1
OG0007086	CARHR023880	AT1G23450.1
OG0007087	CARHR025380	AT1G26590.2
OG0007088	CARHR026500	AT1G24575.1
OG0007089	CARHR026690	AT1G24440.1
OG0007090	CARHR026850	AT1G24260.2
OG0007093	CARHR065430	AT1G72490.3
OG0007095	CARHR284630	AT2G20070.1
OG0007095	CARHR013970	AT2G25295.1
OG0007096	CARHR143770	AT2G01240.1
OG0007097	CARHR146700	AT3G25790.1
OG0007098	CARHR152120	AT3G29030.1
OG0007099	CARHR153310	AT3G30260.1
OG0007100	CARHR152950	AT3G44170.1
OG0007101	CARHR155420	AT3G46850.1, AT3G46840.1
OG0007102	CARHR161830	AT3G52105.2
OG0007103	CARHR163130, CARHR060240	AT3G53180.1
OG0007105	CARHR194470	AT5G18550.1
OG0007106	CARHR107860, CARHR058520, CARHR186730, CARHR186740	AT5G26805.1
OG0007107	CARHR260460	AT4G09610.1, AT4G09600.1
OG0007108	CARHR254530	AT4G11780.1
OG0007110	CARHR233550	AT4G26050.1
OG0007111	CARHR230160	AT4G10210.1, AT4G23080.1, AT4G10220.1
OG0007112	CARHR225900	AT4G18960.1
OG0007113	CARHR214600	AT5G38140.1
OG0007114	CARHR175390, CARHR175400	AT5G46380.2
OG0007115	CARHR184040	AT5G48250.1
OG0007116	CARHR182420	AT5G49220.1
OG0007117	CARHR282000	ATCG00340.1
OG0007117	CARHR282010	ATCG00350.1
OG0007119	CARHR258100	AT5G50620.1, AT5G50510.1
OG0007129	CARHR230130	AT4G23070.1
OG0007130	CARHR267670	AT5G54390.1
OG0007131	CARHR277180	AT5G63310.1
OG0007132	CARHR157220	AT3G48460.1
OG0007134	CARHR156970	AT3G48210.1
OG0007135	CARHR156660	AT3G47940.1
OG0007136	CARHR156610	AT3G47870.1
OG0007137	CARHR143650	AT2G01100.1
OG0007138	CARHR143810	AT2G01275.3
OG0007139	CARHR237380	AT4G29560.1
OG0007140	CARHR144280	AT2G01720.1
OG0007141	CARHR144830	AT2G02160.1
OG0007142	CARHR132420	AT2G37870.1
OG0007143	CARHR174750	AT5G46750.1
OG0007144	CARHR071600	AT1G78140.1
OG0007145	CARHR195470	AT5G17710.2
OG0007146	CARHR195530	AT5G17650.1
OG0007147	CARHR195760	AT5G17450.1
OG0007148	CARHR195780	AT5G17430.1
OG0007149	CARHR195950	AT5G17260.1
OG0007150	CARHR196000	AT5G17210.1
OG0007151	CARHR196220	AT5G16930.1
OG0007152	CARHR196410, CARHR196390	AT5G16770.1
OG0007153	CARHR196620	AT5G16600.1
OG0007154	CARHR196630	AT5G16590.1
OG0007155	CARHR196700	AT5G16530.1
OG0007156	CARHR196790	AT5G16460.1
OG0007157	CARHR197000	AT5G16310.1
OG0007158	CARHR197180	AT5G16120.4
OG0007159	CARHR130730	AT2G36430.1
OG0007160	CARHR197510	AT5G15810.1
OG0007161	CARHR197580	AT5G15750.1
OG0007162	CARHR197770	AT5G15540.1
OG0007163	CARHR197780	AT5G15530.1
OG0007164	CARHR198080	AT5G15230.1
OG0007165	CARHR198290	AT5G15020.1
OG0007166	CARHR198360	AT5G14950.1
OG0007167	CARHR198370	AT5G14940.1
OG0007168	CARHR198430	AT5G14910.1
OG0007169	CARHR198510	AT5G14800.1
OG0007170	CARHR198560	AT5G14750.1
OG0007172	CARHR256000	AT4G10600.1
OG0007173	CARHR103230, CARHR199100	AT5G14240.1
OG0007174	CARHR199110	AT5G14230.1
OG0007175	CARHR199130	AT5G14210.2
OG0007176	CARHR199240	AT5G14105.1
OG0007177	CARHR199310	AT5G14050.1
OG0007178	CARHR199360	AT5G14020.1
OG0007179	CARHR199380	AT5G14000.3
OG0007180	CARHR199390	AT5G13980.1
OG0007181	CARHR199440, CARHR199430	AT5G13960.1
OG0007182	CARHR199450	AT5G13950.3
OG0007183	CARHR199680	AT5G13760.1
OG0007184	CARHR199710	AT5G13720.1
OG0007185	CARHR199730	AT5G13710.1
OG0007186	CARHR199790	AT5G13650.2
OG0007189	CARHR199870	AT5G13570.2
OG0007190	CARHR199930	AT5G13510.1
OG0007191	CARHR199940	AT5G13500.1
OG0007192	CARHR200040	AT5G13390.2
OG0007193	CARHR200140	AT5G13300.1
OG0007194	CARHR269190	AT5G55820.1
OG0007195	CARHR200390	AT5G13080.1
OG0007196	CARHR200430	AT5G13030.1
OG0007197	CARHR200720	AT5G12390.1
OG0007198	CARHR201000	AT5G12120.1
OG0007199	CARHR201090	AT5G12040.1
OG0007200	CARHR201220	AT5G11930.1
OG0007202	CARHR201450	AT5G11760.1
OG0007203	CARHR201740	AT5G11480.1
OG0007204	CARHR201790	AT5G11440.1
OG0007205	CARHR231650	AT4G24230.6
OG0007206	CARHR201910, CARHR201920	AT5G11340.1
OG0007207	CARHR202650	AT5G10660.2
OG0007208	CARHR202700	AT5G10580.3
OG0007209	CARHR184160	AT5G48170.1
OG0007210	CARHR202800	AT5G10490.1
OG0007211	CARHR202990	AT5G10310.2
OG0007212	CARHR203130	AT5G10160.1
OG0007213	CARHR203160	AT5G10130.1
OG0007214	CARHR203230	AT5G10060.1
OG0007215	CARHR203540	AT5G09850.1
OG0007216	CARHR203840	AT5G09550.1
OG0007217	CARHR204140	AT5G09270.1
OG0007218	CARHR204350	AT5G08630.1
OG0007219	CARHR204440	AT5G08540.1
OG0007220	CARHR204770	AT5G08330.1
OG0007221	CARHR205010	AT5G08170.1
OG0007222	CARHR205050	AT5G08139.1
OG0007223	CARHR205290	AT5G07910.1
OG0007224	CARHR251270	AT4G02880.2
OG0007225	CARHR251500	AT4G03080.1
OG0007226	CARHR251520	AT4G03090.1
OG0007227	CARHR251660	AT4G03210.1
OG0007228	CARHR232450	AT4G25050.2
OG0007229	CARHR232280	AT4G24880.1
OG0007230	CARHR232060	AT4G24680.1
OG0007231	CARHR118880	AT2G26730.1
OG0007232	CARHR119140	AT2G26960.1
OG0007233	CARHR119520	AT2G27140.1
OG0007234	CARHR119850	AT2G27300.1
OG0007235	CARHR120000	AT2G27389.1
OG0007236	CARHR120160	AT2G27500.1
OG0007237	CARHR120400	AT2G27730.1
OG0007238	CARHR120590	AT2G27900.1
OG0007239	CARHR121240	AT2G28315.1
OG0007240	CARHR121360	AT2G28410.1
OG0007241	CARHR121420	AT2G28470.1
OG0007242	CARHR121640	AT2G28610.1
OG0007243	CARHR122000	AT2G28840.1
OG0007244	CARHR122080	AT2G28910.1
OG0007245	CARHR122250	AT2G29020.1
OG0007246	CARHR122260	AT2G29040.1
OG0007247	CARHR122990	AT2G29660.1
OG0007248	CARHR123000	AT2G29670.1
OG0007249	CARHR123340	AT2G30040.1
OG0007250	CARHR123390	AT2G30090.1
OG0007251	CARHR190980	AT5G22570.1
OG0007252	CARHR123720	AT2G30370.1
OG0007253	CARHR123960	AT2G30505.1
OG0007254	CARHR124530	AT2G30990.1
OG0007255	CARHR124540	AT2G31010.1
OG0007256	CARHR124710	AT2G31130.1
OG0007257	CARHR125010	AT2G31380.1
OG0007258	CARHR125100	AT2G31450.1
OG0007259	CARHR125810	AT2G32020.1
OG0007260	CARHR126290	AT2G32460.1
OG0007261	CARHR126180	AT2G32360.1
OG0007262	CARHR126090	AT2G32280.1
OG0007263	CARHR126590	AT2G32700.7
OG0007265	CARHR126840	AT2G32900.1
OG0007266	CARHR126870, CARHR126000, CARHR120930, CARHR126010	AT2G32940.1
OG0007267	CARHR126920	AT2G32970.2
OG0007268	CARHR127100	AT2G33100.1
OG0007269	CARHR127360	AT2G33360.1
OG0007270	CARHR127390	AT2G33385.2
OG0007271	CARHR179520, CARHR179510	AT5G43910.2
OG0007272	CARHR179070	AT5G44190.1
OG0007273	CARHR232600, CARHR292920	AT4G25200.1
OG0007274	CARHR232740	AT4G25320.1
OG0007275	CARHR233060	AT4G25640.2
OG0007276	CARHR233170	AT4G25720.1
OG0007277	CARHR036850	AT1G47278.2
OG0007278	CARHR036810	AT1G47260.1
OG0007279	CARHR036510	AT1G45688.1
OG0007280	CARHR036790	AT1G47230.2
OG0007281	CARHR036780	AT1G47240.1
OG0007282	CARHR027210	AT1G27710.1
OG0007283	CARHR105350, CARHR229380, CARHR035110, CARHR027410	AT1G27980.1
OG0007284	CARHR027570	AT1G28100.4
OG0007285	CARHR027860	AT1G28370.2
OG0007286	CARHR028060	AT1G28560.3
OG0007287	CARHR028440	AT1G29120.5
OG0007288	CARHR028460	AT1G29150.1
OG0007289	CARHR028530	AT1G29240.1
OG0007290	CARHR028620	AT1G29300.1, AT2G32130.1
OG0007292	CARHR029360	AT1G30040.1
OG0007293	CARHR029630	AT1G30240.2
OG0007294	CARHR029690	AT1G30300.1
OG0007295	CARHR029750	AT1G30360.1
OG0007296	CARHR029820	AT1G30450.1
OG0007297	CARHR029900	AT5G32670.1
OG0007297	CARHR029860	AT1G30490.1
OG0007299	CARHR030240	AT1G30760.2
OG0007300	CARHR030360	AT1G30870.1
OG0007301	CARHR030370	AT1G30880.1
OG0007302	CARHR030560	AT1G31040.1
OG0007303	CARHR030750	AT1G31290.1, AT1G31280.1
OG0007304	CARHR030830	AT1G31350.2
OG0007305	CARHR287020	AT1G31500.7
OG0007306	CARHR031460	AT1G32120.1
OG0007307	CARHR031490	AT1G32130.1
OG0007308	CARHR031530	AT1G32170.1
OG0007310	CARHR031810, CARHR031820	AT1G32400.1
OG0007311	CARHR031900	AT1G32450.1
OG0007312	CARHR145090	AT2G02560.1
OG0007313	CARHR145410	AT2G02990.1
OG0007314	CARHR145430	AT2G03060.2
OG0007315	CARHR145530	AT2G03200.1
OG0007316	CARHR145680	AT2G03340.1
OG0007317	CARHR280990	AT5G66730.1
OG0007318	CARHR280410	AT5G67220.1
OG0007319	CARHR280260	AT5G67350.1
OG0007320	CARHR280240	AT5G67370.1
OG0007321	CARHR235960	AT4G28250.1
OG0007322	CARHR280150	AT5G67440.1
OG0007323	CARHR279770	AT5G65780.2, AT5G65770.2
OG0007324	CARHR279660	AT5G65687.1
OG0007325	CARHR279650	AT5G65690.2
OG0007326	CARHR279450	AT5G65470.1
OG0007327	CARHR279300	AT5G65340.1
OG0007328	CARHR279250	AT5G65290.1
OG0007329	CARHR279000	AT5G65090.1
OG0007330	CARHR278810	AT5G64813.1
OG0007331	CARHR278780	AT5G64790.1
OG0007332	CARHR278650	AT5G64670.1
OG0007333	CARHR278510	AT5G64540.1
OG0007334	CARHR278440	AT5G64490.1
OG0007335	CARHR278410	AT5G64440.1
OG0007336	CARHR278400	AT5G64430.1
OG0007337	CARHR278330	AT5G64390.3
OG0007338	CARHR278290	AT5G64350.1
OG0007339	CARHR278040	AT5G64130.3
OG0007340	CARHR277920	AT5G64000.1
OG0007341	CARHR277900	AT5G63980.1
OG0007342	CARHR277800	AT5G63900.1
OG0007343	CARHR277740	AT5G63840.2
OG0007344	CARHR277700	AT5G63790.2
OG0007345	CARHR277030	AT5G63180.1
OG0007346	CARHR277000	AT5G63160.1
OG0007347	CARHR276970	AT5G63135.1
OG0007348	CARHR276960	AT5G63130.1
OG0007349	CARHR276920	AT5G63090.1
OG0007350	CARHR276560	AT5G62770.1
OG0007351	CARHR276240	AT5G62440.1
OG0007352	CARHR276230	AT5G62430.1
OG0007353	CARHR276050	AT5G62270.2
OG0007354	CARHR275750	AT5G61960.1
OG0007355	CARHR219740	AT4G13830.2
OG0007356	CARHR275460	AT5G61660.1
OG0007357	CARHR275380	AT5G61590.1
OG0007358	CARHR275330	AT5G61560.3
OG0007359	CARHR275300	AT5G61530.1
OG0007360	CARHR275100	AT5G61340.2
OG0007361	CARHR274740	AT5G61030.1
OG0007362	CARHR274610	AT5G60930.2
OG0007363	CARHR274600	AT5G60920.1
OG0007364	CARHR190430	AT5G23100.1
OG0007365	CARHR189980	AT5G23590.1
OG0007366	CARHR189840	AT5G23710.1
OG0007367	CARHR189780	AT5G23750.3
OG0007368	CARHR189650	AT5G23910.2
OG0007369	CARHR189350	AT5G24165.1
OG0007370	CARHR189260	AT5G24270.1
OG0007371	CARHR189120	AT5G24330.1
OG0007372	CARHR188940	AT5G24470.1
OG0007373	CARHR158420	AT5G24510.1
OG0007374	CARHR188830	AT5G24620.3
OG0007375	CARHR188820	AT5G24630.6
OG0007376	CARHR188780	AT5G24690.1
OG0007377	CARHR188440	AT5G25040.2, AT5G25050.1
OG0007378	CARHR188420	AT5G25080.1
OG0007379	CARHR188410	AT5G25090.1
OG0007380	CARHR188090	AT5G25370.1
OG0007381	CARHR187900	AT5G25490.1
OG0007382	CARHR187840	AT5G25540.1
OG0007383	CARHR187650	AT5G25760.1
OG0007384	CARHR193550	AT5G19400.1
OG0007385	CARHR193610	AT5G19350.1
OG0007386	CARHR193230	AT5G19680.1
OG0007387	CARHR193220	AT5G19690.1
OG0007388	CARHR193100	AT5G19790.1
OG0007389	CARHR193020	AT5G19855.1
OG0007390	CARHR193000	AT5G19860.1
OG0007391	CARHR192910	AT5G19940.1
OG0007392	CARHR192730	AT5G20100.1
OG0007393	CARHR192680	AT5G20150.1
OG0007394	CARHR192290	AT5G20520.1
OG0007395	CARHR192070	AT5G20740.2
OG0007396	CARHR191950	AT5G20900.1
OG0007397	CARHR191910	AT5G20935.1
OG0007398	CARHR191880	AT5G20960.1
OG0007399	CARHR191710	AT5G21160.3
OG0007400	CARHR191590	AT5G21940.1
OG0007401	CARHR191540	AT5G21990.1
OG0007402	CARHR191080	AT5G22450.1
OG0007403	CARHR190990	AT5G22560.1
OG0007404	CARHR190830	AT5G22760.1
OG0007405	CARHR190810	AT5G22790.1
OG0007407	CARHR274470	AT5G60790.1
OG0007408	CARHR274390	AT5G60710.1
OG0007409	CARHR274190	AT5G60530.1
OG0007410	CARHR038030	AT1G48410.2
OG0007411	CARHR055210, CARHR273680	AT5G60060.1
OG0007412	CARHR264420	AT5G51660.1
OG0007413	CARHR273630	AT5G59990.1
OG0007414	CARHR273590	AT5G59960.1
OG0007415	CARHR129220	AT2G35050.1
OG0007416	CARHR273280	AT5G59710.1
OG0007417	CARHR285700	AT5G59340.1
OG0007418	CARHR285470, CARHR285440, CARHR285520	AT5G59110.1
OG0007419	CARHR285320	AT5G59220.1
OG0007420	CARHR285230	AT5G59000.1
OG0007421	CARHR272790	AT5G58860.1
OG0007422	CARHR272680	AT5G58770.1
OG0007423	CARHR272620	AT5G58710.1
OG0007424	CARHR272340	AT5G58510.1
OG0007425	CARHR272330	AT5G58500.1
OG0007426	CARHR272280	AT5G37055.1
OG0007427	CARHR271820	AT5G58010.1
OG0007428	CARHR271600	AT5G57860.1
OG0007429	CARHR271580	AT5G57840.1
OG0007430	CARHR271550	AT5G57810.1
OG0007431	CARHR271420	AT5G57660.1
OG0007432	CARHR271220	AT5G57420.1
OG0007433	CARHR257660	AT5G50600.1, AT5G50700.1
OG0007434	CARHR270750	AT5G57010.1
OG0007435	CARHR270780	AT5G57030.1
OG0007436	CARHR270880	AT5G57110.1
OG0007437	CARHR270890	AT5G57120.1
OG0007438	CARHR270930	AT5G57150.4
OG0007439	CARHR270640	AT5G56890.1
OG0007440	CARHR270180	AT5G56530.1
OG0007441	CARHR269590	AT5G56190.7
OG0007442	CARHR269480	AT5G56110.1
OG0007443	CARHR269310	AT5G55940.1
OG0007444	CARHR236410	AT4G28630.1, AT4G28620.1
OG0007445	CARHR268900	AT5G55590.1
OG0007446	CARHR268430	AT5G55090.2
OG0007447	CARHR268350	AT5G55020.1
OG0007448	CARHR268270	AT5G54930.1
OG0007449	CARHR158620	AT3G49600.1
OG0007450	CARHR158000	AT3G49142.1
OG0007451	CARHR157520	AT3G48760.1
OG0007452	CARHR267310	AT5G54110.1
OG0007453	CARHR267530	AT5G54250.1
OG0007454	CARHR267540	AT5G54260.2
OG0007455	CARHR250500	AT4G02290.1
OG0007456	CARHR250530	AT4G02340.1
OG0007457	CARHR251020	AT4G02715.1
OG0007458	CARHR251160	AT4G02790.1
OG0007459	CARHR205680	AT5G07460.1
OG0007460	CARHR205850	AT5G07300.1
OG0007461	CARHR205900	AT5G07240.2
OG0007462	CARHR206120	AT5G07030.1
OG0007463	CARHR206500	AT5G06700.1
OG0007464	CARHR206700, CARHR206690	AT5G06490.1
OG0007465	CARHR206720	AT5G06470.1
OG0007467	CARHR207420	AT5G05830.1
OG0007468	CARHR207650	AT5G05630.1
OG0007469	CARHR207990	AT5G05240.1
