Orthogroup	Cardamine_hirsuta	Raphanus_sativus
OG0007598	CARHR065990	XP_018444656.1, XP_018457934.1
OG0007599	CARHR066090	XP_018469699.1, XP_018455504.1
OG0007601	CARHR066410	XP_018445004.1, XP_018457296.1
OG0007602	CARHR066870	XP_018452462.1, XP_018445749.1
OG0007603	CARHR066900	XP_018443528.1
OG0007604	CARHR067760	XP_018460348.1, XP_018460357.1, XP_018446924.1
OG0007605	CARHR067800	XP_018469455.1, XP_018461852.1
OG0007606	CARHR068050, CARHR103880	XP_018445816.1, XP_018469815.1
OG0007607	CARHR061300	XP_018443039.1, XP_018459113.1
OG0007608	CARHR240270, CARHR240280	XP_018457316.1
OG0007609	CARHR061780	XP_018457417.1
OG0007610	CARHR061880	XP_018456859.1, XP_018472094.1
OG0007611	CARHR236260	XP_018444988.1, XP_018477450.1
OG0007612	CARHR236300	XP_018469192.1
OG0007613	CARHR236400	XP_018450710.1, XP_018447353.1, XP_018469653.1
OG0007614	CARHR236510	XP_018449557.1, XP_018468600.1
OG0007615	CARHR236960	XP_018478086.1, XP_018460076.1, XP_018471338.1
OG0007616	CARHR266220	XP_018467303.1, XP_018466670.1, XP_018466669.1
OG0007617	CARHR147460	XP_018481029.1
OG0007618	CARHR160600	XP_018436106.1, XP_018479269.1
OG0007619	CARHR047690	XP_018453023.1, XP_018453342.1
OG0007620	CARHR047000	XP_018454276.1, XP_018454734.1
OG0007621	CARHR262240	XP_018477717.1, XP_018477720.1
OG0007622	CARHR262230	XP_018446242.1
OG0007623	CARHR154040	XP_018440115.1, XP_018484566.1, XP_018458469.1
OG0007624	CARHR150370	XP_018454180.1, XP_018467525.1, XP_018489465.1
OG0007625	CARHR182120	XP_018437323.1
OG0007626	CARHR148520	XP_018482740.1, XP_018482741.1, XP_018482738.1, XP_018457666.1
OG0007627	CARHR148360	XP_018462283.1, XP_018452637.1
OG0007628	CARHR147880	XP_018438470.1, XP_018461421.1
OG0007629	CARHR147760	XP_018453036.1, XP_018439683.1
OG0007630	CARHR147730	XP_018434931.1, XP_018483624.1, XP_018483626.1
OG0007631	CARHR147380	XP_018480764.1, XP_018477647.1, XP_018477629.1
OG0007632	CARHR147170, CARHR147160	XP_018433532.1, XP_018481850.1
OG0007633	CARHR257090	XP_018455075.1
OG0007634	CARHR063020	XP_018444226.1, XP_018444233.1, XP_018454683.1, XP_018467551.1, XP_018468630.1
OG0007635	CARHR062950	XP_018471201.1, XP_018464480.1
OG0007636	CARHR062920	XP_018472347.1, XP_018452182.1
OG0007637	CARHR062880	XP_018468146.1, XP_018454553.1
OG0007638	CARHR062870	XP_018467985.1, XP_018452574.1, XP_018456447.1
OG0007639	CARHR218240, CARHR103610	XP_018485789.1
OG0007641	CARHR175520	XP_018462515.1, XP_018434455.1, XP_018440262.1
OG0007642	CARHR175570	XP_018435781.1, XP_018480927.1
OG0007643	CARHR183470	XP_018478337.1
OG0007644	CARHR175640	XP_018453037.1, XP_018453015.1
OG0007645	CARHR175740	XP_018433163.1, XP_018483695.1
OG0007646	CARHR175750	XP_018483693.1, XP_018460119.1, XP_018483694.1
OG0007647	CARHR175850	XP_018456578.1, XP_018480880.1, XP_018461309.1
OG0007649	CARHR176710	XP_018457929.1, XP_018478349.1
OG0007650	CARHR216980	XP_018449644.1, XP_018458123.1
OG0007651	CARHR176880	XP_018477984.1
OG0007652	CARHR039570	XP_018450042.1, XP_018437230.1
OG0007653	CARHR039600	XP_018453875.1, XP_018488852.1
OG0007654	CARHR233270	XP_018468602.1, XP_018481457.1
OG0007655	CARHR040180	XP_018451764.1
OG0007656	CARHR040300	XP_018451400.1
OG0007657	CARHR039580, CARHR039560	XP_018458191.1
OG0007658	CARHR040660	XP_018485096.1, XP_018490275.1
OG0007659	CARHR040960	XP_018436162.1, XP_018485572.1
OG0007660	CARHR041270	XP_018488000.1, XP_018478217.1
OG0007661	CARHR041560	XP_018483133.1, XP_018491277.1, XP_018449520.1
OG0007663	CARHR041820	XP_018466034.1, XP_018449142.1, XP_018491990.1
OG0007664	CARHR041900	XP_018440257.1, XP_018492036.1
OG0007665	CARHR042100	XP_018449392.1, XP_018443652.1
OG0007666	CARHR004360	XP_018451320.1, XP_018440686.1
OG0007667	CARHR042240	XP_018450613.1
OG0007668	CARHR042280	XP_018436929.1, XP_018451524.1, XP_018460807.1
OG0007669	CARHR042480	XP_018466604.1
OG0007670	CARHR042920	XP_018442456.1, XP_018442443.1
OG0007671	CARHR018250	XP_018468555.1, XP_018490948.1
OG0007672	CARHR181650, CARHR204890, CARHR213980	XP_018456604.1, XP_018457896.1
OG0007673	CARHR113830	XP_018440416.1
OG0007674	CARHR181400, CARHR181320	XP_018475825.1, XP_018436531.1
OG0007675	CARHR181270	XP_018454161.1, XP_018484953.1, XP_018484930.1
OG0007676	CARHR127500	XP_018484901.1, XP_018441864.1
OG0007677	CARHR127560	XP_018433876.1, XP_018478342.1
OG0007678	CARHR127940	XP_018433651.1, XP_018467463.1, XP_018473355.1
OG0007679	CARHR127950	XP_018442058.1, XP_018474753.1
OG0007680	CARHR128010	XP_018441819.1, XP_018460521.1, XP_018484350.1
OG0007681	CARHR128070	XP_018438183.1
OG0007682	CARHR128480	XP_018478434.1, XP_018439697.1
OG0007683	CARHR128540	XP_018483128.1
OG0007684	CARHR128660	XP_018476612.1, XP_018476613.1
OG0007685	CARHR128940	XP_018462905.1, XP_018460980.1, XP_018479886.1, XP_018441058.1
OG0007686	CARHR287970	XP_018454915.1, XP_018466620.1, XP_018454737.1, XP_018483031.1
OG0007687	CARHR129620	XP_018482138.1, XP_018434612.1, XP_018434613.1
OG0007688	CARHR129940	XP_018467469.1, XP_018474831.1, XP_018480751.1
OG0007689	CARHR008630	XP_018492455.1, XP_018479958.1
OG0007690	CARHR130130	XP_018441720.1
OG0007691	CARHR130150	XP_018474909.1, XP_018483003.1, XP_018482920.1
OG0007692	CARHR226220	XP_018467905.1, XP_018482111.1, XP_018468769.1
OG0007693	CARHR226040	XP_018447153.1, XP_018462862.1
OG0007695	CARHR225400	XP_018449386.1, XP_018470233.1
OG0007696	CARHR225280	XP_018469830.1, XP_018469734.1
OG0007697	CARHR225140	XP_018462846.1, XP_018453897.1, XP_018454130.1
OG0007698	CARHR224840	XP_018451787.1, XP_018477218.1
OG0007699	CARHR224790	XP_018471641.1, XP_018477633.1, XP_018460906.1
OG0007700	CARHR224690	XP_018470545.1, XP_018451512.1
OG0007701	CARHR224560	XP_018467885.1, XP_018467871.1, XP_018483856.1
OG0007702	CARHR224540	XP_018481481.1, XP_018469071.1
OG0007703	CARHR224440	XP_018477311.1, XP_018456052.1
OG0007704	CARHR224420	XP_018448088.1, XP_018448085.1, XP_018453976.1
OG0007705	CARHR224350	XP_018482979.1, XP_018452516.1
OG0007706	CARHR224030	XP_018470585.1
OG0007707	CARHR175410, CARHR175420, CARHR175430	XP_018455139.1
OG0007708	CARHR160740	XP_018482662.1, XP_018480374.1
OG0007709	CARHR160690, CARHR160680	XP_018480365.1, XP_018480380.1
OG0007710	CARHR160670	XP_018478987.1, XP_018480366.1, XP_018468624.1
OG0007711	CARHR160610	XP_018437117.1, XP_018459326.1
OG0007712	CARHR160370	XP_018433138.1, XP_018480593.1
OG0007713	CARHR160350	XP_018464856.1, XP_018482433.1, XP_018436956.1
OG0007714	CARHR230980	XP_018447682.1, XP_018450536.1
OG0007715	CARHR230840	XP_018444042.1, XP_018485342.1
OG0007716	CARHR265430	XP_018457445.1, XP_018474612.1
OG0007717	CARHR265410	XP_018452194.1, XP_018467980.1
OG0007718	CARHR265300	XP_018468489.1
OG0007719	CARHR264540	XP_018459054.1, XP_018454392.1, XP_018454768.1
OG0007720	CARHR150020, CARHR264160	XP_018457054.1
OG0007722	CARHR257290	XP_018474806.1
OG0007723	CARHR257360	XP_018476895.1, XP_018470974.1
OG0007724	CARHR103980	XP_018493136.1
OG0007726	CARHR105960	XP_018461390.1, XP_018452109.1, XP_018440753.1
OG0007727	CARHR106200	XP_018485405.1, XP_018440093.1
OG0007728	CARHR106580, CARHR106560	XP_018441298.1, XP_018491463.1
OG0007729	CARHR106850	XP_018438969.1, XP_018455805.1
OG0007730	CARHR107200, CARHR107170	XP_018492422.1, XP_018437310.1
OG0007731	CARHR107360	XP_018464588.1
OG0007733	CARHR231500	XP_018471525.1, XP_018472374.1, XP_018464771.1
OG0007734	CARHR231360	XP_018470459.1
OG0007735	CARHR231380	XP_018469940.1, XP_018482581.1
OG0007736	CARHR231120	XP_018483565.1, XP_018472130.1
OG0007737	CARHR230820	XP_018468540.1, XP_018448953.1, XP_018451937.1, XP_018448950.1
OG0007738	CARHR229970	XP_018478478.1, XP_018478464.1, XP_018444479.1
OG0007739	CARHR229910	XP_018477962.1, XP_018472441.1
OG0007740	CARHR229690	XP_018447534.1
OG0007741	CARHR229430	XP_018461286.1, XP_018463995.1, XP_018470986.1
OG0007742	CARHR229220	XP_018478503.1
OG0007743	CARHR229140	XP_018480971.1, XP_018472452.1, XP_018467868.1
OG0007744	CARHR046310	XP_018452343.1
OG0007745	CARHR226750	XP_018469266.1
OG0007746	CARHR226820	XP_018458512.1, XP_018470428.1
OG0007747	CARHR226980	XP_018447126.1, XP_018480503.1
OG0007748	CARHR227100	XP_018484533.1, XP_018451302.1, XP_018471945.1
OG0007749	CARHR251100	XP_018464030.1, XP_018473434.1
OG0007750	CARHR227150	XP_018480807.1, XP_018467964.1
OG0007751	CARHR227280	XP_018449914.1, XP_018443861.1
OG0007752	CARHR228130	XP_018471658.1, XP_018447263.1
OG0007753	CARHR228400	XP_018481922.1, XP_018448026.1
OG0007754	CARHR228510	XP_018469535.1
OG0007755	CARHR195210	XP_018476115.1, XP_018445559.1
OG0007756	CARHR281030	XP_018437154.1, XP_018454972.1
OG0007757	CARHR260430	XP_018473276.1, XP_018473306.1, XP_018473232.1, XP_018473245.1
OG0007758	CARHR284720	XP_018447735.1, XP_018448159.1
OG0007759	CARHR181560	XP_018458086.1
OG0007760	CARHR222820	XP_018469637.1
OG0007761	CARHR223130	XP_018449082.1
OG0007762	CARHR223320	XP_018481906.1, XP_018450005.1, XP_018457809.1
OG0007763	CARHR223410	XP_018449086.1, XP_018452951.1, XP_018460061.1
OG0007764	CARHR223450	XP_018457312.1, XP_018460064.1, XP_018449078.1, XP_018464854.1
OG0007765	CARHR081100	XP_018440181.1, XP_018486595.1
OG0007766	CARHR075040	XP_018438070.1
OG0007767	CARHR075400	XP_018489878.1, XP_018490235.1
OG0007768	CARHR075490	XP_018439172.1, XP_018436452.1, XP_018453925.1, XP_018488766.1, XP_018461474.1
OG0007769	CARHR075500	XP_018439170.1
OG0007770	CARHR075520	XP_018461471.1, XP_018465434.1
OG0007771	CARHR281060	XP_018437070.1
OG0007772	CARHR281320	XP_018467062.1, XP_018452983.1
OG0007773	CARHR281390	XP_018444819.1, XP_018452766.1
OG0007774	CARHR281420	XP_018437505.1, XP_018463817.1
OG0007775	CARHR160990	XP_018433830.1, XP_018458444.1
OG0007776	CARHR291700	XP_018459636.1
OG0007777	CARHR291740	XP_018459659.1
OG0007778	CARHR173490	XP_018462960.1, XP_018480203.1, XP_018483466.1, XP_018492311.1
OG0007779	CARHR173230	XP_018486197.1, XP_018486240.1, XP_018478402.1
OG0007781	CARHR172750	XP_018445939.1
OG0007782	CARHR172520	XP_018463298.1, XP_018489612.1
OG0007783	CARHR172510	XP_018445440.1, XP_018491082.1, XP_018463299.1
OG0007784	CARHR172450	XP_018488408.1, XP_018446964.1
OG0007785	CARHR172420	XP_018493593.1
OG0007786	CARHR172280	XP_018488796.1, XP_018488805.1
OG0007787	CARHR172100	XP_018465477.1, XP_018444922.1, XP_018489278.1
OG0007788	CARHR172070	XP_018460097.1, XP_018460086.1, XP_018444911.1
OG0007789	CARHR171920	XP_018492823.1, XP_018446195.1
OG0007790	CARHR171850	XP_018445584.1, XP_018466981.1, XP_018459064.1
OG0007791	CARHR171810	XP_018445588.1, XP_018477240.1, XP_018488064.1
OG0007792	CARHR171610	XP_018477706.1, XP_018485644.1, XP_018485719.1
OG0007793	CARHR171570	XP_018443600.1, XP_018491591.1, XP_018491663.1
OG0007794	CARHR171530	XP_018478633.1, XP_018478618.1
OG0007795	CARHR171050	XP_018489981.1, XP_018489985.1, XP_018465352.1, XP_018482608.1
OG0007796	CARHR170960	XP_018482269.1, XP_018458426.1
OG0007797	CARHR170700	XP_018444890.1, XP_018488326.1, XP_018460388.1
OG0007798	CARHR170520	XP_018491416.1, XP_018476781.1
OG0007799	CARHR170420	XP_018487154.1, XP_018461319.1, XP_018459094.1
OG0007800	CARHR138940	XP_018440513.1
OG0007801	CARHR170080	XP_018489948.1, XP_018444780.1
OG0007802	CARHR170040	XP_018444823.1, XP_018485750.1
OG0007803	CARHR169910	XP_018465569.1, XP_018432577.1, XP_018460705.1
OG0007804	CARHR169890	XP_018466146.1, XP_018460712.1, XP_018442143.1
OG0007805	CARHR169790	XP_018492107.1, XP_018446978.1
OG0007806	CARHR138440	XP_018434089.1, XP_018475326.1
OG0007807	CARHR169510	XP_018459986.1, XP_018486274.1
OG0007808	CARHR169430	XP_018460419.1, XP_018484182.1
OG0007809	CARHR169260	XP_018466785.1, XP_018466594.1, XP_018489517.1
OG0007810	CARHR169250	XP_018466236.1
OG0007811	CARHR169150	XP_018486242.1, XP_018464595.1, XP_018480576.1
OG0007812	CARHR169090	XP_018485906.1, XP_018481277.1, XP_018481436.1
OG0007813	CARHR169020	XP_018488434.1, XP_018445504.1
OG0007814	CARHR168530	XP_018484512.1, XP_018461789.1, XP_018461782.1, XP_018446267.1
OG0007815	CARHR258210	XP_018459261.1, XP_018459262.1, XP_018473008.1
OG0007817	CARHR167900	XP_018442326.1, XP_018491618.1
OG0007818	CARHR167950	XP_018464974.1, XP_018489369.1
OG0007819	CARHR167310	XP_018443895.1, XP_018490194.1
OG0007820	CARHR155690, CARHR167150	XP_018491158.1
OG0007821	CARHR167140	XP_018491157.1, XP_018445265.1
OG0007822	CARHR166600	XP_018446235.1, XP_018463766.1, XP_018432539.1
OG0007823	CARHR166350	XP_018461229.1, XP_018461230.1
OG0007824	CARHR183830	XP_018483969.1, XP_018461202.1, XP_018439709.1
OG0007825	CARHR163150, CARHR165560	XP_018488491.1, XP_018462839.1
OG0007826	CARHR166120	XP_018491343.1, XP_018485003.1
OG0007828	CARHR165470	XP_018485997.1
OG0007830	CARHR164540	XP_018446979.1, XP_018491964.1
OG0007831	CARHR164370	XP_018477092.1, XP_018486309.1, XP_018489709.1
OG0007832	CARHR164350	XP_018489708.1, XP_018486308.1
OG0007833	CARHR164310	XP_018484437.1, XP_018491554.1
OG0007834	CARHR164250	XP_018488892.1, XP_018480988.1
OG0007835	CARHR164240	XP_018486700.1, XP_018443867.1
OG0007837	CARHR164220	XP_018490977.1, XP_018480418.1
OG0007838	CARHR164010	XP_018458881.1, XP_018458882.1, XP_018492708.1
OG0007839	CARHR012770	XP_018437315.1, XP_018451244.1
OG0007840	CARHR163810	XP_018446381.1, XP_018458833.1, XP_018488669.1
OG0007841	CARHR163680	XP_018486428.1, XP_018478846.1, XP_018464153.1
OG0007842	CARHR163550	XP_018486530.1, XP_018478229.1
OG0007843	CARHR163440	XP_018491491.1, XP_018446580.1
OG0007844	CARHR162980	XP_018442532.1
OG0007845	CARHR162860	XP_018485642.1, XP_018477799.1, XP_018482842.1
OG0007846	CARHR162610	XP_018488982.1, XP_018481290.1
OG0007847	CARHR267090	XP_018469361.1, XP_018449846.1
OG0007850	CARHR266640	XP_018453073.1, XP_018457552.1
OG0007851	CARHR266560	XP_018476119.1
OG0007852	CARHR266540	XP_018472883.1, XP_018454741.1, XP_018453010.1
OG0007853	CARHR266330	XP_018474690.1, XP_018468106.1
OG0007854	CARHR266320	XP_018452843.1, XP_018476587.1
OG0007855	CARHR114900	XP_018478833.1
OG0007856	CARHR100660	XP_018487209.1, XP_018490603.1
OG0007857	CARHR100920	XP_018486597.1, XP_018486876.1
OG0007858	CARHR100930	XP_018455412.1, XP_018489892.1, XP_018489935.1
OG0007859	CARHR101460	XP_018492356.1, XP_018491509.1
OG0007860	CARHR102100	XP_018486400.1
OG0007861	CARHR102760	XP_018489168.1
OG0007862	CARHR103860	XP_018432646.1, XP_018432647.1
OG0007863	CARHR058950	XP_018469946.1, XP_018464125.1, XP_018445077.1
OG0007864	CARHR058970	XP_018468714.1, XP_018445078.1, XP_018444658.1
OG0007865	CARHR059440	XP_018469873.1, XP_018469874.1, XP_018442833.1
OG0007867	CARHR059680	XP_018443473.1, XP_018470345.1
OG0007868	CARHR059690	XP_018445592.1, XP_018445547.1
OG0007869	CARHR059860	XP_018444900.1, XP_018459237.1
OG0007871	CARHR186950	XP_018481333.1, XP_018465745.1
OG0007872	CARHR058050, CARHR059910	XP_018461683.1, XP_018445126.1
OG0007873	CARHR059930	XP_018443999.1, XP_018471345.1
OG0007874	CARHR059950	XP_018443052.1, XP_018461680.1, XP_018443164.1
OG0007875	CARHR060030	XP_018442270.1, XP_018442382.1, XP_018472297.1
OG0007876	CARHR060170	XP_018470272.1, XP_018461898.1, XP_018445684.1
OG0007877	CARHR060300	XP_018445766.1, XP_018446001.1
OG0007879	CARHR060410	XP_018468134.1, XP_018462377.1, XP_018444009.1, XP_018444669.1, XP_018444003.1
OG0007880	CARHR026490	XP_018442521.1
OG0007881	CARHR060650	XP_018456189.1, XP_018442125.1
OG0007882	CARHR055340, CARHR060980	XP_018457596.1
OG0007883	CARHR061080	XP_018453322.1, XP_018444928.1, XP_018444438.1
OG0007884	CARHR061180	XP_018470120.1, XP_018466213.1, XP_018454758.1
OG0007885	CARHR109110	XP_018491776.1, XP_018437049.1
OG0007886	CARHR178080	XP_018454942.1, XP_018483585.1
OG0007887	CARHR109250	XP_018464792.1
OG0007888	CARHR109340	XP_018492462.1, XP_018457683.1
OG0007889	CARHR109660	XP_018456143.1, XP_018434007.1
OG0007890	CARHR144980, CARHR215280	XP_018434666.1, XP_018433755.1
OG0007891	CARHR292530	XP_018441622.1, XP_018433220.1, XP_018439241.1
OG0007892	CARHR110050	XP_018441762.1, XP_018441796.1, XP_018441390.1
OG0007893	CARHR136330	XP_018482009.1
OG0007894	CARHR136270	XP_018437313.1, XP_018439610.1, XP_018474784.1
OG0007895	CARHR136220	XP_018478749.1, XP_018474832.1
OG0007896	CARHR136180	XP_018483469.1, XP_018436883.1
OG0007897	CARHR161330	XP_018433324.1
OG0007899	CARHR135820	XP_018476350.1, XP_018484509.1
OG0007901	CARHR135580	XP_018438046.1
OG0007902	CARHR135210	XP_018459957.1, XP_018474957.1
OG0007903	CARHR135170	XP_018472599.1
OG0007904	CARHR135140	XP_018476901.1, XP_018462981.1, XP_018459970.1
OG0007905	CARHR135050	XP_018473398.1, XP_018434893.1
OG0007906	CARHR134930	XP_018434505.1, XP_018461648.1, XP_018478204.1
OG0007907	CARHR057510	XP_018468348.1
OG0007908	CARHR134430	XP_018436866.1, XP_018480735.1
OG0007909	CARHR134340	XP_018439500.1, XP_018439492.1
OG0007910	CARHR134230	XP_018437542.1, XP_018437189.1
OG0007911	CARHR134220	XP_018481828.1, XP_018438784.1
OG0007912	CARHR133810	XP_018472935.1
OG0007913	CARHR081250	XP_018434900.1, XP_018434770.1
OG0007914	CARHR133570	XP_018476934.1, XP_018477518.1, XP_018484975.1
OG0007915	CARHR133530	XP_018484981.1, XP_018479940.1, XP_018473181.1
OG0007916	CARHR133480, CARHR288720	XP_018439730.1
OG0007917	CARHR133450	XP_018474739.1, XP_018480532.1
OG0007918	CARHR133440	XP_018482166.1, XP_018473440.1
OG0007919	CARHR133430	XP_018474576.1
OG0007920	CARHR133360	XP_018439225.1
OG0007921	CARHR026360	XP_018448306.1
OG0007922	CARHR132910	XP_018480722.1, XP_018441899.1
OG0007923	CARHR132840	XP_018436632.1
OG0007924	CARHR132550	XP_018483357.1, XP_018473208.1
OG0007925	CARHR132430	XP_018475146.1, XP_018481752.1, XP_018460911.1
OG0007926	CARHR259200	XP_018453685.1
OG0007927	CARHR131780	XP_018459361.1, XP_018481827.1, XP_018437174.1
OG0007928	CARHR131790	XP_018482438.1, XP_018459362.1, XP_018437707.1
OG0007929	CARHR131870	XP_018435029.1
OG0007930	CARHR132190	XP_018483445.1, XP_018483446.1
OG0007931	CARHR132390	XP_018482444.1, XP_018439647.1, XP_018439900.1
OG0007932	CARHR131620	XP_018472989.1, XP_018461238.1, XP_018477293.1
OG0007933	CARHR131590	XP_018476823.1, XP_018439720.1
OG0007934	CARHR131430, CARHR131440	XP_018433465.1
OG0007935	CARHR253670	XP_018475478.1
OG0007936	CARHR253560	XP_018453803.1, XP_018455547.1, XP_018476583.1
OG0007937	CARHR143960	XP_018440009.1, XP_018484339.1
OG0007938	CARHR253060	XP_018455064.1, XP_018462370.1, XP_018473199.1
OG0007939	CARHR253030	XP_018475308.1, XP_018455710.1, XP_018462164.1
OG0007940	CARHR252870	XP_018475502.1, XP_018475501.1
OG0007941	CARHR253790	XP_018455054.1, XP_018474953.1
OG0007942	CARHR112390	XP_018478467.1, XP_018463934.1, XP_018441793.1
OG0007943	CARHR112910	XP_018478163.1, XP_018441908.1
OG0007944	CARHR113260	XP_018482688.1, XP_018438836.1
OG0007945	CARHR113590	XP_018484800.1, XP_018484787.1, XP_018441419.1
OG0007946	CARHR113740	XP_018484701.1, XP_018485055.1, XP_018433810.1
OG0007947	CARHR113820	XP_018441709.1, XP_018481639.1, XP_018481654.1
OG0007948	CARHR114000	XP_018460818.1, XP_018483540.1, XP_018441318.1
OG0007949	CARHR026760	XP_018432876.1
OG0007950	CARHR114050	XP_018440234.1, XP_018480991.1
OG0007951	CARHR114190	XP_018483161.1, XP_018478823.1
OG0007952	CARHR114200	XP_018439160.1, XP_018438062.1
OG0007953	CARHR114370	XP_018482671.1, XP_018482668.1, XP_018462926.1, XP_018440828.1
OG0007954	CARHR292950	XP_018477990.1
OG0007955	CARHR292990	XP_018480293.1, XP_018441944.1, XP_018437823.1
OG0007956	CARHR184840	XP_018460421.1, XP_018459567.1, XP_018433017.1
OG0007957	CARHR184690	XP_018438231.1, XP_018482316.1
OG0007958	CARHR118200	XP_018441336.1, XP_018441308.1, XP_018485230.1
OG0007959	CARHR287340	XP_018440125.1, XP_018483519.1
OG0007960	CARHR115820	XP_018477332.1, XP_018436181.1
OG0007961	CARHR115080	XP_018486265.1, XP_018489952.1, XP_018485104.1
OG0007962	CARHR117630	XP_018481176.1, XP_018437172.1, XP_018437752.1
OG0007963	CARHR115490	XP_018434160.1, XP_018475712.1, XP_018463278.1
OG0007964	CARHR231960	XP_018477726.1, XP_018461365.1, XP_018470663.1
OG0007965	CARHR231950	XP_018470664.1, XP_018447656.1
OG0007966	CARHR231720, CARHR033650	XP_018449042.1, XP_018472246.1
OG0007967	CARHR035520	XP_018437240.1
OG0007968	CARHR035660	XP_018491362.1
OG0007969	CARHR035790	XP_018487235.1, XP_018447783.1
OG0007970	CARHR036060	XP_018482826.1, XP_018460069.1, XP_018460838.1
OG0007971	CARHR036100	XP_018469484.1, XP_018462564.1
OG0007972	CARHR034560	XP_018447148.1, XP_018492765.1
OG0007973	CARHR034440	XP_018434273.1, XP_018467516.1, XP_018446481.1, XP_018488967.1
OG0007974	CARHR034220	XP_018487262.1, XP_018447615.1
OG0007975	CARHR033930	XP_018487082.1, XP_018458428.1
OG0007976	CARHR033730	XP_018451704.1
OG0007977	CARHR033630	XP_018434789.1
OG0007978	CARHR033380	XP_018490591.1, XP_018436447.1
OG0007979	CARHR033200	XP_018459720.1, XP_018490491.1, XP_018463049.1
OG0007980	CARHR033170	XP_018439458.1, XP_018489069.1
OG0007981	CARHR260830	XP_018458877.1, XP_018459683.1
OG0007982	CARHR260810	XP_018458879.1, XP_018466648.1
OG0007983	CARHR256690, CARHR261240	XP_018468813.1
OG0007984	CARHR256400	XP_018473373.1
OG0007985	CARHR255830	XP_018467254.1
OG0007986	CARHR215800	XP_018488992.1
OG0007987	CARHR254710	XP_018456504.1, XP_018477009.1, XP_018477011.1
OG0007988	CARHR254060	XP_018452562.1, XP_018461043.1, XP_018474966.1, XP_018474914.1
OG0007989	CARHR193940, CARHR122530	XP_018443153.1
OG0007990	CARHR193900	XP_018471576.1, XP_018446479.1
OG0007991	CARHR193830	XP_018462328.1, XP_018446751.1, XP_018473139.1
OG0007992	CARHR193680	XP_018472480.1
OG0007993	CARHR193620	XP_018475296.1, XP_018444219.1
OG0007994	CARHR187140	XP_018454955.1, XP_018454961.1, XP_018479315.1
OG0007995	CARHR187060	XP_018452422.1
OG0007996	CARHR186680	XP_018471902.1, XP_018456685.1
OG0007997	CARHR174390, CARHR110700	XP_018434108.1
OG0007998	CARHR110850	XP_018439878.1, XP_018454360.1
OG0007999	CARHR111040	XP_018440484.1, XP_018454696.1, XP_018440430.1
OG0008000	CARHR143520	XP_018481088.1
OG0008001	CARHR143420	XP_018434503.1, XP_018434538.1
OG0008002	CARHR143250	XP_018441444.1
OG0008003	CARHR256290	XP_018475542.1, XP_018456855.1, XP_018456850.1
OG0008004	CARHR142810	XP_018474833.1, XP_018433397.1
OG0008005	CARHR142740	XP_018461796.1, XP_018473100.1, XP_018434187.1, XP_018466790.1
OG0008006	CARHR142660	XP_018434279.1, XP_018434303.1, XP_018478508.1
OG0008007	CARHR141350	XP_018464998.1, XP_018480452.1
OG0008008	CARHR141330	XP_018464997.1, XP_018480785.1, XP_018433988.1
OG0008009	CARHR141310	XP_018441544.1, XP_018482507.1, XP_018479147.1
OG0008010	CARHR141290	XP_018479152.1, XP_018482511.1, XP_018475754.1
OG0008012	CARHR141190	XP_018436609.1, XP_018484256.1, XP_018479132.1
OG0008013	CARHR141100	XP_018479126.1, XP_018478178.1, XP_018436460.1
OG0008014	CARHR140900	XP_018434269.1, XP_018434255.1
OG0008015	CARHR140590	XP_018481043.1, XP_018466942.1, XP_018436971.1
OG0008016	CARHR140090	XP_018437343.1, XP_018478704.1
OG0008017	CARHR140050	XP_018440713.1
OG0008018	CARHR139860	XP_018480921.1, XP_018440449.1
OG0008019	CARHR139600	XP_018467273.1, XP_018433763.1, XP_018472750.1
OG0008020	CARHR139220	XP_018475948.1, XP_018484030.1, XP_018484375.1
OG0008021	CARHR139210	XP_018484378.1, XP_018484031.1, XP_018475951.1
OG0008022	CARHR139200	XP_018473419.1, XP_018478962.1, XP_018478971.1
OG0008023	CARHR139080	XP_018478049.1, XP_018478045.1, XP_018438669.1
OG0008024	CARHR138680	XP_018483080.1, XP_018483084.1, XP_018483083.1
OG0008025	CARHR138080	XP_018439969.1, XP_018485151.1
OG0008026	CARHR137950	XP_018440680.1, XP_018465143.1, XP_018473221.1
OG0008027	CARHR137240	XP_018433730.1, XP_018478659.1, XP_018478746.1
OG0008028	CARHR137180, CARHR228030	XP_018480606.1, XP_018480628.1, XP_018480672.1
OG0008029	CARHR137050	XP_018474595.1
OG0008030	CARHR136880	XP_018436444.1, XP_018481916.1, XP_018479953.1
OG0008031	CARHR136510	XP_018477884.1
OG0008032	CARHR136470	XP_018462469.1
OG0008033	CARHR174540	XP_018455882.1, XP_018482944.1
OG0008034	CARHR174130	XP_018478145.1, XP_018454634.1
OG0008035	CARHR174460	XP_018463323.1, XP_018433418.1
OG0008036	CARHR075740	XP_018488811.1, XP_018492790.1
OG0008037	CARHR075760	XP_018489269.1, XP_018444431.1
OG0008038	CARHR075840	XP_018433025.1, XP_018486617.1
OG0008039	CARHR075970	XP_018488828.1, XP_018485961.1, XP_018433503.1
OG0008040	CARHR076110	XP_018462868.1, XP_018489321.1
OG0008041	CARHR199850	XP_018445842.1, XP_018470677.1, XP_018470682.1
OG0008042	CARHR076580	XP_018493260.1, XP_018440951.1, XP_018441410.1
