Orthogroup	Cardamine_hirsuta	Arabidopsis_lyrata_NCBI
OG0011130	CARHR225420	XP_020873059.1
OG0011131	CARHR225370	XP_002867987.1
OG0011132	CARHR225290	XP_020872694.1
OG0011133	CARHR225240	XP_020873919.1
OG0011134	CARHR225220	XP_020873918.1
OG0011135	CARHR225090	XP_002870057.1
OG0011136	CARHR224640	XP_020875457.1
OG0011137	CARHR224510	XP_020872424.1
OG0011138	CARHR223930	XP_002879317.1
OG0011139	CARHR224170	XP_002870100.2
OG0011140	CARHR224070	XP_002870101.1
OG0011141	CARHR223910	XP_002868075.2
OG0011142	CARHR223820	XP_002870116.1
OG0011143	CARHR160660	XP_002876069.1
OG0011144	CARHR160520	XP_020882342.1
OG0011145	CARHR160460	XP_020881625.1
OG0011146	CARHR160340	XP_002877772.1
OG0011147	CARHR060890	XP_020889723.1
OG0011148	CARHR065130	XP_020865776.1
OG0011149	CARHR160120	XP_020882221.1
OG0011150	CARHR160110	XP_002877754.2
OG0011151	CARHR077790	XP_002884409.1
OG0011152	CARHR159900	XP_020879914.1
OG0011153	CARHR230920	XP_002869776.1
OG0011154	CARHR230750	XP_002869781.1
OG0011155	CARHR151870	XP_002877137.1
OG0011156	CARHR265420	XP_020888598.1
OG0011157	CARHR265000	XP_020890672.1
OG0011158	CARHR264690	XP_020871832.1
OG0011159	CARHR264310	XP_002864117.1
OG0011160	CARHR264090	XP_002864105.1
OG0011161	CARHR256990	XP_002865842.1
OG0011162	CARHR256900	XP_002864099.1
OG0011163	CARHR256960	XP_020883755.1
OG0011164	CARHR256840	XP_020877578.1
OG0011165	CARHR104810	XP_002885881.1
OG0011166	CARHR105160	XP_020886779.1
OG0011167	CARHR104050	XP_020889548.1
OG0011168	CARHR169830	XP_002878272.1
OG0011169	CARHR105170	XP_002885870.1
OG0011170	CARHR043820	XP_020867144.1
OG0011171	CARHR284800	XP_020886833.1
OG0011172	CARHR105400	XP_020887709.1
OG0011173	CARHR286460	XP_020888469.1
OG0011174	CARHR106150	XP_002885981.1
OG0011175	CARHR106250	XP_020886987.1
OG0011177	CARHR153570	XP_020880456.1
OG0011178	CARHR106660	XP_020886223.1
OG0011179	CARHR106700	XP_002886229.1
OG0011180	CARHR107190	XP_020888122.1
OG0011181	CARHR107210	XP_020889371.1
OG0011182	CARHR231350	XP_002869753.1
OG0011183	CARHR231220	XP_020873391.1
OG0011184	CARHR281620	XP_002866772.1
OG0011185	CARHR229900	XP_020873428.1
OG0011186	CARHR001440	XP_020872907.1
OG0011187	CARHR229150	XP_002867779.1
OG0011188	CARHR229080	XP_002867785.1
OG0011189	CARHR228870	XP_002867796.1
OG0011190	CARHR228810	XP_020873812.1
OG0011191	CARHR226680	XP_020874051.1
OG0011192	CARHR292930, CARHR091060	XP_020889474.1
OG0011193	CARHR226770	XP_020872705.1
OG0011194	CARHR292440	XP_002891240.1
OG0011195	CARHR226860	XP_020875611.1
OG0011196	CARHR227090	XP_002869944.1
OG0011197	CARHR227220	XP_020874737.1
OG0011198	CARHR227400	XP_020872370.1
OG0011199	CARHR227990	XP_002867851.1
OG0011200	CARHR104010	XP_020889552.1
OG0011201	CARHR228250	XP_020873649.1
OG0011202	CARHR228260, CARHR228270	XP_020873613.1
OG0011203	CARHR228450	XP_002869869.1
OG0011204	CARHR226600	XP_020875675.1
OG0011205	CARHR226450	XP_020872410.1
OG0011206	CARHR137760	XP_002879997.1
OG0011207	CARHR260450	XP_002874575.1
OG0011208	CARHR260470	XP_020879097.1
OG0011209	CARHR285110	XP_020869432.1
OG0011210	CARHR181930	XP_002865515.1
OG0011211	CARHR181820	XP_020871551.1
OG0011212	CARHR181510	XP_020888717.1
OG0011213	CARHR181620	XP_020878400.1
OG0011214	CARHR222770	XP_020873971.1
OG0011215	CARHR222850	XP_020873986.1
OG0011216	CARHR222730	XP_002870164.2
OG0011217	CARHR223190	XP_002870139.1
OG0011218	CARHR223220	XP_002870138.1
OG0011219	CARHR223430	XP_020875275.1
OG0011220	CARHR223480	XP_020875366.1
OG0011221	CARHR223610	XP_020873205.1
OG0011222	CARHR223640	XP_002868087.2
OG0011223	CARHR223700	XP_020874547.1
OG0011224	CARHR032110	XP_020870566.1
OG0011225	CARHR032090	XP_002891004.1
OG0011226	CARHR075240	XP_020887863.1
OG0011227	CARHR281630	XP_002865086.1
OG0011228	CARHR281730	XP_020882796.1
OG0011229	CARHR281770	XP_002866779.1
OG0011230	CARHR281780	XP_002866780.1
OG0011231	CARHR281800	XP_002866782.1
OG0011232	CARHR173500	XP_020880691.1
OG0011233	CARHR173450	XP_002876710.1
OG0011235	CARHR173070	XP_020881115.1
OG0011236	CARHR172840	XP_020879848.1
OG0011237	CARHR172810	XP_020882444.1
OG0011238	CARHR172800	XP_020880949.1
OG0011239	CARHR172790	XP_002876675.1
OG0011240	CARHR172590	XP_020880149.1
OG0011241	CARHR172310	XP_020880824.1
OG0011242	CARHR172240	XP_020880841.1
OG0011243	CARHR172230	XP_020880817.1
OG0011244	CARHR172150	XP_020880820.1
OG0011245	CARHR172090	XP_020880815.1
OG0011246	CARHR172080	XP_002878410.1
OG0011247	CARHR171820	XP_020880139.1, XP_020880137.1
OG0011248	CARHR171680	XP_020881569.1, XP_020869452.1
OG0011249	CARHR171500	XP_020882508.1
OG0011250	CARHR171230	XP_002878351.2
OG0011251	CARHR171220	XP_020880474.1
OG0011252	CARHR171090	XP_020882513.1
OG0011253	CARHR171080	XP_002876575.1
OG0011254	CARHR171010	XP_020881915.1
OG0011255	CARHR170800	XP_002876557.1
OG0011256	CARHR170530	XP_020882474.1
OG0011257	CARHR000090	XP_002876539.1
OG0011258	CARHR170240	XP_020880396.1
OG0011259	CARHR170210	XP_020879667.1
OG0011260	CARHR170110	XP_002878289.1
OG0011261	CARHR170030	XP_020880264.1
OG0011262	CARHR237190	XP_020875341.1
OG0011263	CARHR169520	XP_020880477.1
OG0011264	CARHR169480	XP_002878258.1
OG0011265	CARHR169450	XP_002878256.1
OG0011266	CARHR169420	XP_002878254.1
OG0011267	CARHR114550	XP_002877294.1
OG0011268	CARHR168990	XP_002878229.1
OG0011269	CARHR168960	XP_020880496.1
OG0011270	CARHR168390	XP_020881354.1
OG0011271	CARHR167390	XP_020880193.1
OG0011272	CARHR255860	XP_002872535.1
OG0011273	CARHR237820	XP_002867380.1
OG0011274	CARHR061320	XP_002887188.1
OG0011275	CARHR167030	XP_020881114.1
OG0011276	CARHR167020	XP_002876383.1
OG0011277	CARHR166990	XP_020880087.1
OG0011278	CARHR166980	XP_020880090.1
OG0011279	CARHR166750, CARHR159510	XP_002876376.2
OG0011280	CARHR166710	XP_002876374.1
OG0011281	CARHR166690	XP_020881193.1
OG0011282	CARHR166480	XP_002876362.1
OG0011283	CARHR166460	XP_002876361.2
OG0011284	CARHR166270	XP_020882509.1
OG0011285	CARHR166260	XP_002878068.1
OG0011286	CARHR166070, CARHR166200	XP_002876345.1
OG0011287	CARHR165980	XP_020882492.1
OG0011288	CARHR165830	XP_020881975.1
OG0011289	CARHR165820	XP_020881974.1
OG0011290	CARHR165790	XP_002876325.1
OG0011291	CARHR165720	XP_002878043.1
OG0011292	CARHR165630	XP_002876312.1
OG0011293	CARHR165240	XP_020882549.1
OG0011294	CARHR165090	XP_002876284.1
OG0011295	CARHR165070	XP_002878013.1
OG0011296	CARHR164820	XP_002876273.1
OG0011297	CARHR164760	XP_020880471.1
OG0011298	CARHR164730	XP_002878000.1
OG0011299	CARHR164610	XP_002876265.1
OG0011300	CARHR164580	XP_020880886.1
OG0011301	CARHR164560	XP_002877993.1
OG0011302	CARHR164510	XP_020881310.1
OG0011303	CARHR164390	XP_020879948.1
OG0011304	CARHR164380	XP_002877981.1
OG0011305	CARHR164330	XP_020879621.1
OG0011306	CARHR164110	XP_002877962.1
OG0011307	CARHR060190	XP_020891599.1
OG0011308	CARHR163910	XP_020880911.1
OG0011309	CARHR163880	XP_020881464.1
OG0011310	CARHR163800	XP_002877947.1
OG0011311	CARHR163480	XP_002877927.1
OG0011312	CARHR163400	XP_002877922.1
OG0011313	CARHR163370	XP_020882455.1
OG0011314	CARHR162990	XP_020881161.1
OG0011315	CARHR162820	XP_002877894.1
OG0011316	CARHR162780	XP_002876173.1
OG0011317	CARHR162600	XP_002877880.1
OG0011318	CARHR162480	XP_020880195.1
OG0011319	CARHR267570	XP_020870600.1
OG0011320	CARHR267140	XP_020879304.1
OG0011321	CARHR267010	XP_020885260.1
OG0011322	CARHR266970	XP_002864285.2
OG0011323	CARHR266900	XP_002864270.1
OG0011324	CARHR266660	XP_020888687.1
OG0011325	CARHR266400	XP_020866435.1
OG0011326	CARHR266290	XP_020871764.1
OG0011328	CARHR100970	XP_002883542.1
OG0011329	CARHR101070	XP_020886069.1
OG0011330	CARHR101130	XP_020886075.1
OG0011331	CARHR101330	XP_002883570.1
OG0011332	CARHR101420	XP_020887624.1
OG0011333	CARHR101540	XP_020888747.1, XP_020888688.1
OG0011334	CARHR101770	XP_002883618.1
OG0011335	CARHR101870	XP_020887311.1
OG0011336	CARHR102070	XP_002885743.1
OG0011337	CARHR102090	XP_002883629.1
OG0011338	CARHR102690	XP_020888455.1
OG0011339	CARHR103280	XP_020888053.1
OG0011340	CARHR084080	XP_020887912.1
OG0011341	CARHR058720	XP_002888528.1
OG0011342	CARHR058960	XP_002888550.1
OG0011343	CARHR059060	XP_002887087.2
OG0011344	CARHR059520	XP_002887099.1
OG0011345	CARHR059800	XP_020889599.1
OG0011346	CARHR060260	XP_002887137.1
OG0011347	CARHR060290	XP_020890574.1
OG0011348	CARHR060360	XP_020890756.1
OG0011349	CARHR060570	XP_002888635.1
OG0011350	CARHR026440	XP_020870299.1
OG0011351	CARHR060610	XP_002887162.1
OG0011352	CARHR060730	XP_002887158.1
OG0011353	CARHR060830	XP_020891773.1
OG0011354	CARHR061190	XP_002888661.1
OG0011355	CARHR061240	XP_020889603.1
OG0011356	CARHR061280	XP_002887184.1
OG0011357	CARHR183260	XP_002865659.1
OG0011358	CARHR108520	XP_020887468.1
OG0011359	CARHR108540	XP_002884107.2
OG0011360	CARHR108570	XP_002884113.1
OG0011361	CARHR108760	XP_020887498.1
OG0011362	CARHR108780	XP_020887657.1
OG0011363	CARHR108940	XP_002886165.1
OG0011364	CARHR108970	XP_002886168.1
OG0011365	CARHR109070	XP_002886173.1
OG0011366	CARHR109160	XP_002886182.2
OG0011367	CARHR109260	XP_020887456.1
OG0011368	CARHR109450	XP_002886254.1
OG0011369	CARHR109470	XP_002884186.1
OG0011370	CARHR109530	XP_002886247.1
OG0011371	CARHR109610	XP_020887857.1
OG0011372	CARHR109840	XP_020887289.1
OG0011373	CARHR109900	XP_020887629.1
OG0011374	CARHR109940	XP_002883987.1
OG0011375	CARHR237330, CARHR110080	XP_020886858.1
OG0011376	CARHR110250	XP_020889302.1
OG0011377	CARHR110260	XP_002883969.1
OG0011378	CARHR136340	XP_002881764.2
OG0011379	CARHR136050	XP_020885386.1
OG0011380	CARHR135990	XP_020883151.1
OG0011381	CARHR135970	XP_002879895.2
OG0011382	CARHR135950	XP_020883149.1
OG0011383	CARHR135790	XP_002879885.1
OG0011384	CARHR135460	XP_020883743.1
OG0011385	CARHR135430	XP_002881716.1
OG0011386	CARHR135230	XP_020873458.1, XP_020885381.1
OG0011387	CARHR134950	XP_020883692.1
OG0011388	CARHR134900	XP_020885074.1
OG0011389	CARHR134550	XP_020885493.1
OG0011390	CARHR265090	XP_020871109.1
OG0011391	CARHR134000	XP_002881640.1
OG0011392	CARHR133830	XP_002862305.2, XP_002881628.1
OG0011393	CARHR133820	XP_002879782.2, XP_002862306.2
OG0011394	CARHR133730	XP_020884556.1
OG0011395	CARHR133650	XP_002881625.1
OG0011396	CARHR196800	XP_020878351.1
OG0011397	CARHR213350	XP_002868619.1
OG0011398	CARHR133210	XP_002879750.1
OG0011399	CARHR294500	XP_002880802.1
OG0011400	CARHR133080	XP_002879744.2
OG0011401	CARHR132970	XP_020882757.1
OG0011402	CARHR103090, CARHR103080	XP_002885795.1
OG0011403	CARHR132750	XP_002881568.1, XP_020883119.1
OG0011404	CARHR132660	XP_020884796.1
OG0011405	CARHR132650	XP_020884792.1
OG0011406	CARHR132560	XP_020884797.1
OG0011407	CARHR132460	XP_020884802.1
OG0011408	CARHR131930	XP_002879690.2
OG0011409	CARHR132030	XP_002879682.1
OG0011410	CARHR132330	XP_020885179.1
OG0011411	CARHR131660	XP_020883317.1
OG0011412	CARHR131470	XP_020883891.1
OG0011413	CARHR253450	XP_020877683.1
OG0011414	CARHR253080	XP_002874797.1
OG0011415	CARHR252700	XP_002874816.1
OG0011416	CARHR252670	XP_020876361.1
OG0011417	CARHR252610	XP_020876346.1
OG0011418	CARHR254170	XP_002874745.1
OG0011419	CARHR254250	XP_002874741.1
OG0011420	CARHR254310	XP_020877709.1
OG0011421	CARHR254320	XP_020877687.1
OG0011422	CARHR254370	XP_020877714.1
OG0011423	CARHR254010	XP_020877685.1
OG0011424	CARHR112010	XP_002878536.1
OG0011425	CARHR112020	XP_002880361.1
OG0011426	CARHR112420	XP_020884885.1
OG0011428	CARHR112770	XP_020884329.1
OG0011429	CARHR113220	XP_002880416.2
OG0011430	CARHR113250	XP_020884924.1
OG0011431	CARHR114170, CARHR114180	XP_002878639.1
OG0011432	CARHR114610	XP_020883261.1
OG0011433	CARHR117830	XP_020883583.1
OG0011434	CARHR116200	XP_020883371.1
OG0011435	CARHR116030	XP_020885371.1
OG0011436	CARHR116470	XP_020885218.1
OG0011437	CARHR116760	XP_020885417.1
OG0011438	CARHR117680	XP_020884158.1
OG0011439	CARHR026980	XP_002893465.1
OG0011440	CARHR026970	XP_020866467.1
OG0011441	CARHR035540	XP_002891267.1
OG0011442	CARHR035930	XP_020869082.1
OG0011443	CARHR036000	XP_020869228.1
OG0011444	CARHR036010	XP_002893992.1
OG0011445	CARHR034810	XP_002891222.1
OG0011446	CARHR035040	XP_020870054.1
OG0011447	CARHR240220	XP_020872797.1
OG0011448	CARHR288350, CARHR263530	XP_002893857.1
OG0011449	CARHR034060	XP_020868807.1
OG0011450	CARHR033760	XP_002893820.1
OG0011451	CARHR033750	XP_002891093.1
OG0011452	CARHR033550	XP_020868478.1
OG0011453	CARHR033180	XP_020868512.1
OG0011454	CARHR033110	XP_020867036.1
OG0011455	CARHR032920	XP_020866357.1
OG0011456	CARHR032740	XP_020866631.1
OG0011457	CARHR260630	XP_020879291.1
OG0011458	CARHR259410	XP_020877469.1
OG0011459	CARHR259940	XP_002874505.2
OG0011460	CARHR260020	XP_020877471.1
OG0011461	CARHR261030	XP_020878564.1
OG0011462	CARHR256210	XP_002874627.1
OG0011463	CARHR255950	XP_002872528.1
OG0011464	CARHR255850	XP_002874646.1
OG0011465	CARHR262530	XP_020877817.1
OG0011466	CARHR255480	XP_002872549.1
OG0011467	CARHR255180	XP_020879313.1
OG0011468	CARHR255160	XP_002874690.1
OG0011469	CARHR193910	XP_002871858.2
OG0011470	CARHR193800	XP_002873934.1
OG0011471	CARHR193750	XP_020876549.1
OG0011472	CARHR193640	XP_020878275.1
OG0011473	CARHR186980	XP_020878437.1
OG0011474	CARHR186460	XP_020876872.1
OG0011475	CARHR186170	XP_020876868.1
OG0011476	CARHR186070	XP_002872270.1
OG0011477	CARHR186030	XP_002874373.1
OG0011478	CARHR259090, CARHR185880	XP_020876871.1
OG0011479	CARHR185870, CARHR259100	XP_020876867.1
OG0011480	CARHR185700	XP_020876859.1
OG0011481	CARHR185100	XP_020878175.1
OG0011482	CARHR110520	XP_020887116.1
OG0011483	CARHR110690	XP_002883939.1
OG0011484	CARHR110740	XP_002883936.1
OG0011485	CARHR110900	XP_020886975.1
OG0011486	CARHR256910	XP_002865844.1
OG0011487	CARHR111030	XP_002886282.1
OG0011488	CARHR111130	XP_002886288.1
OG0011489	CARHR111140	XP_020888082.1
OG0011490	CARHR111310	XP_002886297.1
OG0011491	CARHR053830, CARHR111540	XP_002886308.1
OG0011492	CARHR143530	XP_020882837.1
OG0011493	CARHR124900	XP_020883658.1
OG0011494	CARHR143490	XP_020884430.1
OG0011495	CARHR143370	XP_002882139.1
OG0011496	CARHR143110	XP_002880321.2
OG0011497	CARHR143020	XP_002880316.1
OG0011498	CARHR142900	XP_002880308.1
OG0011499	CARHR142860	XP_002880305.1
OG0011500	CARHR142780	XP_002882118.2
OG0011501	CARHR142760	XP_002880297.1
OG0011502	CARHR142690	XP_020885513.1
OG0011503	CARHR142520	XP_020885331.1
OG0011504	CARHR142350	XP_020885614.1
OG0011505	CARHR142110	XP_002882089.2
OG0011506	CARHR142000	XP_020885068.1
OG0011507	CARHR141890	XP_020882705.1
OG0011508	CARHR141470	XP_020884503.1
OG0011509	CARHR141430	XP_020882838.1
OG0011510	CARHR141170	XP_020885385.1, XP_020870261.1
OG0011511	CARHR141140	XP_020883210.1
OG0011512	CARHR141050	XP_020885255.1
OG0011513	CARHR140870	XP_020884706.1
OG0011514	CARHR140650	XP_020885066.1
OG0011515	CARHR140570	XP_020882827.1
OG0011516	CARHR139850	XP_002880127.1
OG0011517	CARHR139710	XP_020883491.1
OG0011518	CARHR139170	XP_020882654.1
OG0011519	CARHR139140	XP_002881943.1
OG0011520	CARHR138950	XP_002880066.1
OG0011521	CARHR138930	XP_002881929.1
OG0011522	CARHR138270	XP_020879709.1, XP_020883351.1
OG0011523	CARHR138260	XP_002880030.1
OG0011524	CARHR138190	XP_002880027.1
OG0011525	CARHR138180	XP_002862502.1, XP_002880026.1
OG0011527	CARHR138130	XP_020885395.1
OG0011528	CARHR138010	XP_020885408.1
OG0011529	CARHR137980	XP_020885409.1
OG0011530	CARHR111470	XP_002886305.1
OG0011531	CARHR137810	XP_002880001.1
OG0011532	CARHR137190	XP_020884528.1
OG0011533	CARHR137150	XP_020884630.1
OG0011534	CARHR136820	XP_002881793.2
OG0011535	CARHR136850	XP_002881795.1
OG0011536	CARHR136840	XP_002879951.1
OG0011537	CARHR136910	XP_020884029.1
OG0011538	CARHR136730	XP_020883282.1
OG0011539	CARHR136700	XP_020885525.1
OG0011540	CARHR136670	XP_020884162.1
OG0011541	CARHR136660	XP_002881781.1
OG0011542	CARHR136600	XP_002881778.1
OG0011543	CARHR136520	XP_002881773.1
OG0011544	CARHR173980	XP_002865122.1
OG0011546	CARHR174030	XP_020871204.1
OG0011547	CARHR174040	XP_002863348.1
OG0011548	CARHR174300	XP_002865145.1
OG0011549	CARHR075790	XP_020888152.1
OG0011550	CARHR075890	XP_002882196.1
OG0011551	CARHR075900	XP_002884293.1
OG0011552	CARHR076020	XP_002884296.1
OG0011553	CARHR076120	XP_020886906.1
OG0011554	CARHR076230	XP_020886888.1
OG0011555	CARHR076820	XP_020889327.1
OG0011556	CARHR077150	XP_020887189.1
OG0011557	CARHR077230	XP_020885938.1
OG0011558	CARHR077650	XP_020888934.1
OG0011559	CARHR077710	XP_020888937.1
OG0011560	CARHR077820	XP_002882305.1
OG0011561	CARHR077870	XP_020887022.1
OG0011562	CARHR078150	XP_002882326.2
OG0011563	CARHR078300	XP_020887009.1
OG0011564	CARHR078390	XP_002884434.1
OG0011565	CARHR078440	XP_020888614.1
OG0011566	CARHR078630	XP_020886790.1
OG0011567	CARHR078910	XP_002884458.1
OG0011568	CARHR078940	XP_020888960.1
OG0011569	CARHR079070	XP_020889397.1
OG0011570	CARHR079490, CARHR079500	XP_020888188.1
OG0011571	CARHR079520	XP_002884494.1
OG0011572	CARHR079730	XP_020887240.1
OG0011573	CARHR080030	XP_002884518.1
OG0011574	CARHR080120	XP_020887076.1
OG0011575	CARHR080140	XP_020888748.1
OG0011576	CARHR062320	XP_002887236.1
OG0011578	CARHR080590	XP_020887652.1
OG0011579	CARHR080890	XP_002884574.1
OG0011580	CARHR081060	XP_020886774.1
OG0011581	CARHR081430	XP_020888895.1
OG0011582	CARHR081500	XP_020888426.1
OG0011583	CARHR081520	XP_002884614.1
OG0011584	CARHR081590	XP_020887473.1
OG0011585	CARHR081860	XP_002884633.1
OG0011586	CARHR082740	XP_002884675.2
OG0011587	CARHR082810	XP_020889252.1
OG0011588	CARHR083050	XP_020887095.1
OG0011589	CARHR083100	XP_020887215.1
OG0011590	CARHR083290	XP_020886941.1
OG0011591	CARHR083630	XP_002884725.1
OG0011592	CARHR083680	XP_020886599.1
OG0011593	CARHR083840	XP_020887258.1
OG0011594	CARHR083880, CARHR083890	XP_002884738.1
OG0011595	CARHR084090	XP_020885880.1
OG0011596	CARHR084380	XP_020888379.1
OG0011597	CARHR084400	XP_020888376.1
OG0011598	CARHR084450	XP_002884765.1
OG0011599	CARHR084640	XP_020887295.1
OG0011600	CARHR084740	XP_020886431.1
OG0011601	CARHR084790	XP_020887594.1
OG0011602	CARHR084940	XP_020887375.1
OG0011603	CARHR085230	XP_002884804.1
OG0011604	CARHR085310	XP_020886843.1, XP_020887446.1
OG0011605	CARHR085550	XP_020888353.1
OG0011606	CARHR085690	XP_002882716.1
OG0011607	CARHR085880	XP_020888257.1
OG0011608	CARHR086070	XP_020888271.1
OG0011609	CARHR086220	XP_002862712.1, XP_002884857.1
OG0011610	CARHR149420, CARHR086430	XP_002882754.1
OG0011611	CARHR086450	XP_020888229.1
OG0011612	CARHR086520	XP_020888199.1
OG0011613	CARHR086650	XP_002884881.1
OG0011614	CARHR086720	XP_002884889.1
OG0011615	CARHR215420, CARHR086770	XP_020888238.1
OG0011616	CARHR086900	XP_002884900.1
OG0011617	CARHR086990	XP_002884906.2
OG0011618	CARHR087120	XP_002884914.1
OG0011619	CARHR087240	XP_002884922.1
OG0011620	CARHR087450	XP_002882797.1
OG0011621	CARHR087730	XP_002884946.1
OG0011622	CARHR087760	XP_002884950.1
OG0011623	CARHR087830	XP_020888745.1
OG0011624	CARHR087840	XP_020887515.1
OG0011625	CARHR088570	XP_002882849.1
OG0011626	CARHR063310	XP_020865861.1
OG0011627	CARHR088830	XP_002862614.2, XP_002882866.1
OG0011628	CARHR089050	XP_002885017.1
OG0011629	CARHR089210	XP_020889366.1
OG0011630	CARHR089430	XP_002882876.1
OG0011631	CARHR089520	XP_002882882.1
OG0011632	CARHR089660	XP_020886334.1
OG0011633	CARHR089850	XP_020888815.1
OG0011634	CARHR089920, CARHR089940	XP_020887453.1
OG0011635	CARHR090030	XP_020887448.1
OG0011636	CARHR090160	XP_020886884.1
OG0011637	CARHR090310	XP_020886017.1
OG0011638	CARHR090590	XP_020887162.1
OG0011639	CARHR090870	XP_002882962.1
OG0011640	CARHR090890	XP_002882964.1
OG0011641	CARHR090950, CARHR090960	XP_002885112.1
OG0011642	CARHR091230	XP_002885123.1
OG0011643	CARHR091420	XP_020887317.1
OG0011644	CARHR091570	XP_002883002.2
OG0011645	CARHR092100, CARHR293710	XP_020889101.1
OG0011646	CARHR092170	XP_002885175.1
OG0011647	CARHR092990	XP_002883076.2
OG0011648	CARHR093270	XP_020889188.1
OG0011649	CARHR093530	XP_002885242.1
OG0011650	CARHR093580	XP_020887520.1
OG0011651	CARHR093620	XP_020886619.1
OG0011652	CARHR093710	XP_002885253.1
OG0011653	CARHR093740	XP_002883129.1
OG0011654	CARHR093900	XP_002883138.1
OG0011655	CARHR094010	XP_020887094.1
OG0011656	CARHR094120	XP_002885276.1
OG0011658	CARHR143920	XP_020880999.1
OG0011659	CARHR094350	XP_020886741.1
OG0011660	CARHR094360	XP_020889370.1
OG0011661	CARHR094590	XP_020887707.1
OG0011662	CARHR094820	XP_020887476.1
OG0011663	CARHR094930	XP_002885312.1
OG0011664	CARHR095160	XP_020887916.1
OG0011665	CARHR095440	XP_020888116.1
OG0011666	CARHR095980	XP_002885367.1
OG0011667	CARHR096100	XP_002885370.1
OG0011668	CARHR097010	XP_020887856.1
OG0011669	CARHR097110	XP_020886951.1
OG0011670	CARHR097160	XP_002885432.1
OG0011671	CARHR265820	XP_002865935.1
OG0011672	CARHR262610	XP_020872920.1
OG0011673	CARHR262630	XP_002870770.1
OG0011674	CARHR262830	XP_020872915.1
OG0011675	CARHR262930	XP_020872929.1
OG0011676	CARHR262960	XP_002870781.1
OG0011677	CARHR263640	XP_002870814.1
OG0011678	CARHR263780	XP_002870819.2
OG0011679	CARHR291790	XP_002868754.1
OG0011680	CARHR214080	XP_020874231.1
OG0011681	CARHR213910	XP_020874801.1
OG0011682	CARHR214970	XP_020875185.1
OG0011683	CARHR215720	XP_002870520.1
OG0011684	CARHR216000	XP_002868503.1
OG0011685	CARHR216130	XP_002868485.1
OG0011686	CARHR291780	XP_020871317.1
OG0011687	CARHR099730	XP_020888504.1
OG0011688	CARHR099510	XP_002883436.1
OG0011689	CARHR099490	XP_020885970.1
OG0011690	CARHR099160	XP_020889077.1
OG0011691	CARHR099120	XP_002885556.1
OG0011693	CARHR099010	XP_002883399.1
OG0011694	CARHR098950	XP_002863007.2, XP_002885540.1
OG0011695	CARHR098900	XP_020887194.1
OG0011696	CARHR165870	XP_020879804.1
OG0011698	CARHR098390	XP_002885505.1
OG0011699	CARHR058260	XP_002887025.1
OG0011700	CARHR098190	XP_020886711.1
OG0011701	CARHR098080	XP_002885486.1
OG0011702	CARHR097800	XP_020887137.1
OG0011703	CARHR097610	XP_002885459.1
OG0011704	CARHR097570	XP_002885452.1
OG0011705	CARHR025950	XP_002890686.1
OG0011706	CARHR238290	XP_020875671.1
OG0011707	CARHR238160	XP_020872199.1
OG0011708	CARHR238050	XP_002869394.1
OG0011709	CARHR237810	XP_020874869.1
OG0011710	CARHR058490	XP_020891551.1
OG0011711	CARHR058420	XP_002887038.1
OG0011712	CARHR057900	XP_020865635.1
OG0011713	CARHR057910	XP_002886996.1
OG0011714	CARHR056280	XP_020890907.1
OG0011715	CARHR057060	XP_020891211.1
OG0011716	CARHR249560, CARHR055590	XP_020867477.1
OG0011717	CARHR055790	XP_002894598.1
OG0011718	CARHR056030	XP_002894608.1
OG0011719	CARHR284480	XP_002891920.2
OG0011720	CARHR284430	XP_002891931.1
OG0011721	CARHR193990	XP_020876338.1
OG0011722	CARHR194320	XP_002873910.1
OG0011723	CARHR194410	XP_002871824.1
OG0011724	CARHR194580	XP_020879127.1
OG0011725	CARHR194750	XP_020878955.1
OG0011726	CARHR185160	XP_020878779.1
OG0011728	CARHR182130	XP_020869963.1
OG0011729	CARHR183330	XP_020891782.1
OG0011730	CARHR162230	XP_002876145.1
OG0011731	CARHR162160	XP_020880040.1
OG0011732	CARHR161890	XP_020881888.1
OG0011733	CARHR161860	XP_020880276.1
OG0011734	CARHR161790	XP_020881279.1
OG0011735	CARHR161770	XP_002876122.2
OG0011736	CARHR161670	XP_002877839.1
OG0011737	CARHR161590	XP_020882554.1
OG0011738	CARHR161510	XP_020881528.1
OG0011739	CARHR212600	XP_002870605.1
OG0011740	CARHR161320	XP_002876099.2
OG0011741	CARHR161180	XP_020880407.1
OG0011742	CARHR161090	XP_002876091.1
OG0011743	CARHR161080	XP_020880081.1
OG0011744	CARHR000160	XP_020866293.1
OG0011745	CARHR000200	XP_002889333.1
OG0011746	CARHR000430	XP_002889345.1
OG0011747	CARHR000540	XP_002892043.1
OG0011748	CARHR000720	XP_020866659.1
OG0011749	CARHR000860	XP_020867496.1
OG0011750	CARHR000870	XP_020867497.1
OG0011751	CARHR000890	XP_002892062.1
OG0011752	CARHR000910	XP_002892064.1
OG0011753	CARHR000990	XP_020869448.1
OG0011754	CARHR001120	XP_020870172.1
OG0011755	CARHR001180	XP_002892075.1
OG0011756	CARHR001200	XP_020870176.1
OG0011757	CARHR001270	XP_020866680.1
OG0011758	CARHR001480	XP_020870149.1
OG0011759	CARHR001750	XP_002889402.2
OG0011760	CARHR001790	XP_020869936.1
OG0011761	CARHR001960	XP_002889412.1
OG0011762	CARHR001980	XP_020869120.1
