Orthogroup	Cardamine_hirsuta	Arabidopsis_arenosa
OG0006269	CARHR189470	jg6263
OG0006270	CARHR189460	jg6264
OG0006271	CARHR188660	jg6350
OG0006272	CARHR188650	jg6351
OG0006273	CARHR188330	jg6388
OG0006274	CARHR187890	jg6436
OG0006275	CARHR187620	jg6458
OG0006276	CARHR187610	jg6461
OG0006277	CARHR187580	jg6467
OG0006278	CARHR187470	jg6516
OG0006279	CARHR193460	jg5806
OG0006280	CARHR193570	jg5798
OG0006281	CARHR193210, CARHR193200	jg5832
OG0006282	CARHR192960	jg5854
OG0006283	CARHR192800	jg5868, jg19377
OG0006284	CARHR192640	jg5883
OG0006285	CARHR182100	jg21578
OG0006286	CARHR192520	jg5896
OG0006287	CARHR192190	jg5926
OG0006288	CARHR191760	jg5976
OG0006289	CARHR191570	jg5996
OG0006290	CARHR191450	jg6010
OG0006291	CARHR191420	jg6013
OG0006292	CARHR191330	jg6031
OG0006293	CARHR274340	jg23005
OG0006294	CARHR274240	jg22996
OG0006295	CARHR273870	jg22964
OG0006296	CARHR110570	jg28217
OG0006297	CARHR273380	jg22917, jg21624
OG0006298	CARHR272870	jg22817
OG0006299	CARHR272780	jg22802
OG0006300	CARHR272180	jg22740
OG0006301	CARHR229490	jg10271
OG0006302	CARHR005750	jg28972
OG0006303	CARHR272030	jg22729
OG0006304	CARHR271880	jg22711
OG0006305	CARHR223920	jg10889
OG0006306	CARHR271470	jg7265, jg22675
OG0006307	CARHR271400	jg22666
OG0006308	CARHR271380	jg22664
OG0006309	CARHR064740	jg2819
OG0006310	CARHR271070	jg22624, jg22626
OG0006311	CARHR270760	jg22592
OG0006312	CARHR270830	jg22600
OG0006313	CARHR158690	jg14821
OG0006314	CARHR270680	jg22582
OG0006316	CARHR270170	jg22531
OG0006317	CARHR270150	jg22530
OG0006318	CARHR269670	jg22477
OG0006319	CARHR269470	jg22457, jg2115
OG0006320	CARHR268500	jg22340
OG0006321	CARHR217130	jg11835
OG0006322	CARHR267970	jg22290
OG0006323	CARHR158540	jg14805
OG0006324	CARHR158080	jg14761
OG0006325	CARHR158060	jg14757
OG0006326	CARHR157700	jg14713
OG0006327	CARHR157500	jg14700
OG0006328	CARHR267320	jg22192
OG0006329	CARHR267380	jg22202
OG0006330	CARHR250560	jg7981
OG0006331	CARHR251120	jg7858
OG0006332	CARHR205870	jg4565
OG0006333	CARHR205840	jg4568
OG0006334	CARHR054670	jg1333
OG0006335	CARHR206150	jg4525
OG0006336	CARHR206420	jg4497
OG0006337	CARHR206630	jg4454, jg4437
OG0006338	CARHR206670	jg4432
OG0006339	CARHR206180	jg4422, jg4508
OG0006340	CARHR207110	jg4412
OG0006341	CARHR207060	jg4406
OG0006342	CARHR206970	jg4387
OG0006344	CARHR207820	jg4299
OG0006345	CARHR207880	jg4291
OG0006346	CARHR208080	jg4273
OG0006347	CARHR208190	jg4258
OG0006348	CARHR208330	jg4243
OG0006351	CARHR208740	jg4204
OG0006352	CARHR208770	jg4201
OG0006353	CARHR208780	jg4200
OG0006354	CARHR208900	jg4190
OG0006355	CARHR209320	jg4142
OG0006356	CARHR209380	jg4133
OG0006357	CARHR209960, CARHR118050, CARHR118060	jg4072
OG0006359	CARHR210210	jg4045
OG0006360	CARHR210270	jg4039
OG0006361	CARHR210290	jg4037
OG0006362	CARHR210610	jg4009
OG0006363	CARHR211030	jg3971
OG0006364	CARHR210920	jg3981
OG0006365	CARHR210910	jg3982
OG0006366	CARHR211090	jg3963
OG0006367	CARHR211300	jg3935
OG0006368	CARHR150840	jg14273, jg17675
OG0006369	CARHR053730	jg21350
OG0006370	CARHR211760	jg3888
OG0006371	CARHR093680	jg25956, jg25955
OG0006372	CARHR212620	jg12842
OG0006373	CARHR074230	jg30597
OG0006374	CARHR232180, CARHR291290, CARHR291220	jg3739, jg12411
OG0006375	CARHR074830	jg3728
OG0006376	CARHR125340, CARHR074090	jg3708, jg17235
OG0006377	CARHR073810	jg3693
OG0006378	CARHR073330	jg3651
OG0006379	CARHR073040	jg3628
OG0006380	CARHR073030	jg3627
OG0006381	CARHR036490, CARHR122790, CARHR071970	jg3523
OG0006382	CARHR071930	jg3517
OG0006383	CARHR071620	jg3490
OG0006384	CARHR071290	jg3449
OG0006385	CARHR070820	jg3401
OG0006386	CARHR224620	jg10820
OG0006387	CARHR070470	jg3359
OG0006388	CARHR070400	jg3351
OG0006389	CARHR069980	jg3304
OG0006390	CARHR069140	jg3230
OG0006391	CARHR069110	jg3228
OG0006392	CARHR068970	jg3214
OG0006393	CARHR068710	jg3192
OG0006394	CARHR068570	jg3177
OG0006395	CARHR050820	jg33045
OG0006396	CARHR107480	jg27863
OG0006397	CARHR108000	jg27905
OG0006399	CARHR158860	jg14837
OG0006400	CARHR267860	jg22281
OG0006401	CARHR156330	jg14569
OG0006402	CARHR081010	jg24592
OG0006403	CARHR045610	jg33771
OG0006404	CARHR045460, CARHR045490	jg33756
OG0006405	CARHR045450	jg33755
OG0006406	CARHR051640, CARHR045250	jg33716
OG0006407	CARHR146210	jg27007, jg13182
OG0006408	CARHR045000	jg33694
OG0006409	CARHR044680	jg33666
OG0006410	CARHR044510	jg33648
OG0006411	CARHR044470	jg33644
OG0006412	CARHR044360	jg33631
OG0006413	CARHR043940	jg33592
OG0006414	CARHR043840	jg33573, jg33571
OG0006415	CARHR043300	jg33509
OG0006416	CARHR043280	jg33507
OG0006417	CARHR130200	jg18728
OG0006418	CARHR130290	jg18736
OG0006419	CARHR025240	jg31085, jg31084
OG0006420	CARHR225330	jg10743
OG0006421	CARHR104550	jg14148
OG0006422	CARHR104500	jg14151
OG0006423	CARHR153180	jg13829
OG0006424	CARHR217060	jg11861
OG0006425	CARHR266070	jg22029
OG0006426	CARHR266130, CARHR266140	jg22035
OG0006427	CARHR258780	jg21644
OG0006428	CARHR258180	jg21694
OG0006429	CARHR218740	jg11562
OG0006430	CARHR218900	jg11527
OG0006431	CARHR219090	jg11508
OG0006432	CARHR219510	jg11440
OG0006433	CARHR220130	jg11380
OG0006434	CARHR099250	jg11340
OG0006436	CARHR222180	jg11171
OG0006437	CARHR222230	jg11166
OG0006438	CARHR290050	jg11138
OG0006439	CARHR290260	jg11110
OG0006440	CARHR290480	jg11090
OG0006441	CARHR065700	jg2913
OG0006442	CARHR066220	jg2963
OG0006443	CARHR066530	jg2991
OG0006445	CARHR066800	jg3015
OG0006446	CARHR066830	jg3018
OG0006447	CARHR067000	jg3032
OG0006448	CARHR067050	jg3038
OG0006449	CARHR071790, CARHR251930, CARHR071810	jg3510
OG0006450	CARHR067750	jg3100
OG0006451	CARHR068120	jg3131
OG0006452	CARHR068150	jg3135
OG0006453	CARHR061550	jg2446
OG0006454	CARHR061690	jg2466
OG0006455	CARHR062110	jg2502
OG0006456	CARHR236320	jg9578
OG0006457	CARHR236470	jg9562
OG0006458	CARHR236610	jg9549
OG0006459	CARHR236670	jg9543
OG0006460	CARHR236680	jg9542
OG0006461	CARHR236990	jg9512
OG0006462	CARHR047010	jg465
OG0006463	CARHR257410	jg21743
OG0006464	CARHR146220	jg13183
OG0006465	CARHR153960	jg13751
OG0006466	CARHR153430	jg13864
OG0006467	CARHR286640	jg13642
OG0006468	CARHR154110	jg14077
OG0006469	CARHR142600	jg20130
OG0006470	CARHR148930	jg13511
OG0006471	CARHR148730	jg13474
OG0006472	CARHR148670	jg13469
OG0006473	CARHR148400, CARHR148410	jg13425
OG0006474	CARHR148310	jg13412
OG0006476	CARHR147360	jg13323
OG0006477	CARHR147100	jg13293
OG0006478	CARHR231730	jg10047, jg10049
OG0006479	CARHR146820	jg13253
OG0006480	CARHR149660	jg13565
OG0006481	CARHR146620	jg13224
OG0006482	CARHR062980	jg2589
OG0006483	CARHR062970	jg2588, jg13738
OG0006484	CARHR062540	jg2547
OG0006485	CARHR062520	jg2544
OG0006486	CARHR062390	jg2529
OG0006487	CARHR062270	jg2522
OG0006488	CARHR175860	jg20464
OG0006489	CARHR176060	jg20488
OG0006490	CARHR176440	jg20527
OG0006491	CARHR259900, CARHR001380	jg28520
OG0006492	CARHR177510	jg20607
OG0006493	CARHR039640	jg33078
OG0006494	CARHR039720	jg33088
OG0006495	CARHR039900	jg33112
OG0006496	CARHR040130	jg33126, jg33134
OG0006497	CARHR040470	jg33183
OG0006498	CARHR265260	jg21921
OG0006499	CARHR041740	jg33318
OG0006500	CARHR041760	jg33320
OG0006501	CARHR042370	jg33408
OG0006502	CARHR042530	jg33428
OG0006503	CARHR268090	jg22299
OG0006504	CARHR128160	jg18509
OG0006505	CARHR128650	jg18558
OG0006506	CARHR128670	jg18560
OG0006507	CARHR128710	jg18564
OG0006508	CARHR128960	jg18597
OG0006509	CARHR129070	jg18609
OG0006510	CARHR129350	jg18638
OG0006511	CARHR129800	jg18688
OG0006512	CARHR129900	jg17994, jg18698
OG0006513	CARHR130000	jg18708
OG0006515	CARHR224720, CARHR246960, CARHR224730	jg10651
OG0006516	CARHR226120	jg10655
OG0006517	CARHR226090	jg8174, jg10656
OG0006518	CARHR226030	jg10662
OG0006519	CARHR226000	jg10666
OG0006520	CARHR225700	jg10705
OG0006521	CARHR225610	jg10712
OG0006522	CARHR225250	jg10751
OG0006523	CARHR153860	jg13740
OG0006524	CARHR225190	jg10754
OG0006525	CARHR224980	jg10782
OG0006526	CARHR224910	jg10792
OG0006527	CARHR224780	jg10807
OG0006528	CARHR224660	jg10815
OG0006529	CARHR224610	jg10821, jg6349
OG0006530	CARHR224390	jg10849
OG0006531	CARHR224130, CARHR224110	jg10872
OG0006532	CARHR223840	jg10896
OG0006533	CARHR223810	jg10899
OG0006534	CARHR160640	jg14989
OG0006535	CARHR160570	jg14983
OG0006536	CARHR160480	jg14968
OG0006537	CARHR160420	jg14963
OG0006538	CARHR159920	jg14906
OG0006539	CARHR231010	jg10131
OG0006540	CARHR230800	jg10155
OG0006541	CARHR265520	jg21951
OG0006542	CARHR257370	jg21747
OG0006543	CARHR257010	jg21768
OG0006544	CARHR256940	jg21773
OG0006545	CARHR104950	jg27356
OG0006546	CARHR105630	jg27552
OG0006547	CARHR105660	jg27558
OG0006548	CARHR106440	jg27654, jg27658, jg27656, jg27653
OG0006549	CARHR293440	jg27833
OG0006550	CARHR231430	jg10084
OG0006551	CARHR231420	jg10085
OG0006552	CARHR231210	jg10107
OG0006553	CARHR231130	jg10116
OG0006554	CARHR229660	jg10255
OG0006555	CARHR229640	jg28258, jg10258
OG0006556	CARHR229610	jg10261
OG0006557	CARHR229600	jg10262
OG0006558	CARHR221790, CARHR229160	jg10306
OG0006559	CARHR054960	jg1363
OG0006560	CARHR048180	jg548, jg551
OG0006561	CARHR227140	jg10538
OG0006563	CARHR227500	jg10480
OG0006564	CARHR227600, CARHR036340, CARHR221100	jg10472
OG0006565	CARHR115390	jg17199
OG0006566	CARHR227730	jg10453
OG0006567	CARHR227810	jg10444
OG0006568	CARHR228100	jg10422
OG0006569	CARHR228120	jg10420
OG0006570	CARHR228340	jg10400
OG0006571	CARHR228470	jg10385
OG0006572	CARHR228630	jg10367
OG0006573	CARHR226640	jg10594
OG0006574	CARHR226500	jg10609
OG0006576	CARHR223140	jg10957
OG0006577	CARHR223440	jg10931
OG0006578	CARHR223590	jg10917
OG0006579	CARHR281140	jg23734
OG0006580	CARHR281160	jg23736
OG0006581	CARHR281340	jg23756
OG0006582	CARHR291510	jg16442
OG0006583	CARHR291760	jg16406, jg16397, jg16390
OG0006584	CARHR173190	jg16360
OG0006585	CARHR172940	jg16334
OG0006586	CARHR172380	jg16271
OG0006587	CARHR172330	jg16260
OG0006588	CARHR172020	jg16233
OG0006589	CARHR172000	jg16231
OG0006590	CARHR171630	jg16183
OG0006591	CARHR171550	jg16177
OG0006593	CARHR171100	jg16129
OG0006594	CARHR181860	jg21069
OG0006595	CARHR170160	jg16030
OG0006596	CARHR169110	jg15900
OG0006597	CARHR169070	jg15896
OG0006599	CARHR232420, CARHR257460	jg21740
OG0006600	CARHR167790	jg15768
OG0006601	CARHR167710	jg15761
OG0006602	CARHR167490	jg15740
OG0006603	CARHR167000	jg15701
OG0006604	CARHR166610	jg15621
OG0006605	CARHR166340	jg15588
OG0006606	CARHR166090	jg15570
OG0006607	CARHR165990	jg15551, jg15544
OG0006608	CARHR165490, CARHR165510, CARHR165500	jg15485
OG0006609	CARHR165460	jg15483
OG0006610	CARHR165180	jg15453
OG0006611	CARHR164870	jg15426
OG0006612	CARHR164770	jg15419
OG0006613	CARHR163560	jg15298
OG0006614	CARHR162760	jg15212
OG0006615	CARHR266980	jg22147
OG0006616	CARHR266920	jg22136
OG0006617	CARHR266860	jg22131
OG0006618	CARHR222500	jg11049
OG0006619	CARHR101030	jg26801
OG0006620	CARHR100510	jg26748
OG0006621	CARHR059730	jg2247
OG0006622	CARHR060440	jg2326
OG0006623	CARHR060490	jg2335, jg2330
OG0006624	CARHR060860	jg2379
OG0006625	CARHR061000	jg2392
OG0006626	CARHR183170	jg21439
OG0006627	CARHR108630	jg27962
OG0006628	CARHR108990	jg28002
OG0006629	CARHR109000	jg28003
OG0006630	CARHR109590, CARHR109580	jg28090
OG0006631	CARHR109720	jg28113
OG0006632	CARHR144360	jg12985
OG0006633	CARHR109890	jg28129
OG0006634	CARHR076000	jg24000
OG0006635	CARHR110020	jg28148
OG0006636	CARHR110030	jg28149
OG0006637	CARHR110240	jg28173
OG0006638	CARHR135760	jg19331
OG0006639	CARHR135570	jg19309
OG0006640	CARHR141300	jg20002
OG0006641	CARHR135300	jg19276
OG0006642	CARHR135240	jg19270
OG0006643	CARHR135130	jg19254
OG0006644	CARHR135010	jg19243
OG0006645	CARHR134720, CARHR033570	jg19212
OG0006646	CARHR134620	jg19198
OG0006647	CARHR134470	jg19183
OG0006648	CARHR007400	jg29114
OG0006649	CARHR133340	jg19047
OG0006650	CARHR133240	jg19040
OG0006651	CARHR133160	jg19031
OG0006652	CARHR132950	jg19010
OG0006653	CARHR132900	jg19008
OG0006654	CARHR132860	jg19004, jg18997
OG0006655	CARHR132830	jg18993
OG0006656	CARHR286700	jg13633
OG0006658	CARHR132580, CARHR132570	jg18967
OG0006659	CARHR132500	jg18961
OG0006660	CARHR132070	jg18911
OG0006661	CARHR132150	jg18899
OG0006662	CARHR132220	jg18886
OG0006663	CARHR131350	jg18829
OG0006664	CARHR264340, CARHR253480	jg7675
OG0006665	CARHR252890	jg7718
OG0006666	CARHR254450	jg7583, jg7582
OG0006667	CARHR254460	jg7581
OG0006668	CARHR193770	jg5779
OG0006669	CARHR112120	jg16539
OG0006670	CARHR112220	jg16547
OG0006671	CARHR112500	jg16574
OG0006672	CARHR112850, CARHR112860, CARHR293120, CARHR034070	jg16602
OG0006673	CARHR113080	jg16626
OG0006674	CARHR113340	jg16649
OG0006675	CARHR293150	jg16815
OG0006676	CARHR114870	jg10823, jg17261
OG0006677	CARHR294570	jg17015
OG0006678	CARHR233960	jg9815
OG0006679	CARHR232010	jg10016
OG0006680	CARHR033790	jg32113
OG0006681	CARHR033390	jg32071
OG0006682	CARHR033350	jg32067
OG0006683	CARHR260570	jg7277
OG0006684	CARHR260930	jg7328
OG0006685	CARHR039490	jg33069
OG0006686	CARHR255340	jg7490
OG0006687	CARHR255330	jg7491
OG0006688	CARHR187000	jg6545
OG0006689	CARHR186320	jg6612
OG0006690	CARHR231830	jg10033
OG0006691	CARHR186150	jg6642
OG0006692	CARHR186110	jg6647
OG0006694	CARHR185840	jg6687
OG0006695	CARHR110400	jg28196
OG0006696	CARHR110770	jg28239
OG0006697	CARHR110920	jg28256
OG0006698	CARHR110970	jg28259
OG0006699	CARHR138600	jg12665
OG0006700	CARHR142030	jg20073
OG0006701	CARHR141960	jg20067
OG0006702	CARHR141940	jg20066
OG0006703	CARHR141680	jg20040
OG0006704	CARHR141580	jg20032
OG0006705	CARHR141490	jg20021
OG0006706	CARHR141250	jg19997
OG0006707	CARHR141070	jg19977
OG0006708	CARHR140910	jg19963
OG0006709	CARHR140890	jg19961
OG0006710	CARHR140620	jg19935
OG0006711	CARHR140450	jg19910
OG0006712	CARHR140310	jg19873
OG0006713	CARHR140190	jg19862
OG0006714	CARHR140180	jg19861
OG0006715	CARHR139970	jg19835
OG0006716	CARHR139500	jg19784
OG0006717	CARHR139130, CARHR257120	jg19743
OG0006718	CARHR138900	jg19714
OG0006719	CARHR138870	jg19709
OG0006720	CARHR138800, CARHR138790	jg19702, jg19703
OG0006721	CARHR138780	jg19701
OG0006722	CARHR138420	jg19664
OG0006723	CARHR138200	jg19638
OG0006724	CARHR137920	jg19605
OG0006725	CARHR137560	jg19565
OG0006726	CARHR137440, CARHR269810	jg19543
OG0006727	CARHR137310	jg19529
OG0006729	CARHR136550	jg19428
OG0006730	CARHR136400	jg19411
OG0006731	CARHR136370	jg19407, jg19409
OG0006732	CARHR174330	jg20351
OG0006733	CARHR241420	jg9046
OG0006734	CARHR075940	jg23995
OG0006735	CARHR267710	jg22245, jg22249
OG0006736	CARHR076330	jg24050
OG0006737	CARHR076660	jg24086
OG0006738	CARHR076860	jg24107
OG0006739	CARHR076880	jg24110
OG0006740	CARHR077120	jg24139
OG0006741	CARHR077410	jg24180
OG0006742	CARHR077640	jg24207
OG0006743	CARHR077830	jg24225
OG0006744	CARHR077880	jg24234
OG0006745	CARHR078560	jg24316
OG0006746	CARHR079660	jg24431
OG0006747	CARHR079680	jg24434
OG0006748	CARHR079890	jg24455
OG0006749	CARHR079940	jg24464
OG0006750	CARHR026560	jg31223
OG0006751	CARHR080490	jg24528
OG0006752	CARHR080500	jg24529
OG0006753	CARHR081420	jg24628
OG0006754	CARHR081490	jg24637
OG0006755	CARHR081910	jg24678
OG0006756	CARHR081970	jg24685
OG0006757	CARHR081980	jg24687
OG0006758	CARHR082020	jg24691
OG0006759	CARHR082060	jg24695
OG0006760	CARHR082160	jg24706
OG0006761	CARHR082280, CARHR259910	jg24715
OG0006762	CARHR082460	jg24733
OG0006763	CARHR082500	jg24736
OG0006764	CARHR103500, CARHR082510	jg24737
OG0006765	CARHR083150	jg24797
OG0006766	CARHR083320	jg24816
OG0006767	CARHR083510	jg24837
OG0006768	CARHR083410	jg24826
OG0006769	CARHR083650	jg24852
OG0006770	CARHR084540	jg24935
OG0006771	CARHR085990	jg25095
OG0006772	CARHR085490	jg25037
OG0006773	CARHR085600	jg25051
OG0006774	CARHR085610	jg25052
OG0006775	CARHR085960	jg25092
OG0006776	CARHR086160	jg25112
OG0006777	CARHR086170	jg25113
OG0006778	CARHR086200	jg25116
OG0006779	CARHR086270	jg25125
OG0006780	CARHR086280	jg25126
OG0006781	CARHR086740	jg25175
OG0006782	CARHR087000, CARHR151150	jg25204
OG0006783	CARHR087180	jg25222
OG0006784	CARHR087250	jg25229
OG0006785	CARHR087430	jg25246
OG0006786	CARHR087550	jg25264
OG0006787	CARHR124840, CARHR163730	jg18179, jg18183
OG0006788	CARHR088370	jg25355
OG0006789	CARHR088460	jg25366
OG0006790	CARHR088740	jg25397
OG0006791	CARHR131260	jg7314, jg7312
OG0006792	CARHR089040	jg25425
OG0006793	CARHR089070	jg25427
OG0006794	CARHR089320	jg25457
OG0006795	CARHR089570, CARHR089560	jg25475
OG0006796	CARHR089700	jg25493
OG0006797	CARHR089860	jg25509
OG0006798	CARHR090180	jg25543
OG0006799	CARHR090410	jg25575
OG0006800	CARHR090570	jg25597
OG0006801	CARHR090940	jg25629
OG0006802	CARHR090990	jg25632
OG0006803	CARHR091390	jg25666
OG0006804	CARHR091450	jg25672
OG0006805	CARHR003540	jg28738
OG0006806	CARHR092350	jg25791
OG0006807	CARHR092470	jg25813
OG0006808	CARHR092740	jg25846
OG0006809	CARHR092850	jg25855
OG0006810	CARHR201190	jg12075, jg12093
OG0006811	CARHR092920	jg25862
OG0006812	CARHR092930	jg25863
OG0006813	CARHR093100	jg25885
OG0006814	CARHR093210	jg25902
OG0006815	CARHR093490	jg25936
OG0006816	CARHR093550	jg25943
OG0006817	CARHR093760	jg25971
OG0006818	CARHR093830	jg25978
OG0006819	CARHR094160	jg26009
OG0006820	CARHR219250, CARHR099950, CARHR094310	jg26022
OG0006821	CARHR019490	jg30412
OG0006822	CARHR095520	jg26148
OG0006823	CARHR095560	jg26151
OG0006824	CARHR095990	jg26189
OG0006825	CARHR096320	jg26212, jg16924
OG0006826	CARHR096360	jg26216
OG0006827	CARHR096370	jg26217
OG0006828	CARHR096680	jg26251, jg12323
OG0006829	CARHR096790	jg26261
OG0006830	CARHR096930	jg26284
OG0006831	CARHR097080	jg26301
OG0006832	CARHR009850	jg29357
OG0006833	CARHR291840	jg12380, jg1252
OG0006835	CARHR184440	jg21273
OG0006836	CARHR184340	jg21244
OG0006837	CARHR099740	jg26638
OG0006838	CARHR098650, CARHR098640	jg26515
OG0006839	CARHR098290	jg26467
OG0006840	CARHR097500	jg26351
OG0006841	CARHR237880	jg9423
OG0006842	CARHR237850	jg9426
OG0006843	CARHR056470	jg1798
OG0006844	CARHR056380	jg1765
OG0006845	CARHR194300	jg5718
OG0006846	CARHR194330	jg5715
OG0006847	CARHR194560	jg5690
OG0006848	CARHR194790	jg5671
OG0006849	CARHR182170	jg21569
OG0006850	CARHR185350	jg6862
OG0006851	CARHR183810	jg21374
OG0006852	CARHR162270	jg15168
OG0006853	CARHR162030	jg15135
OG0006854	CARHR161940	jg15126
OG0006855	CARHR117420, CARHR161820	jg15121
OG0006856	CARHR161800	jg15118
OG0006857	CARHR161760	jg26361
OG0006858	CARHR161050	jg15033
OG0006859	CARHR161000	jg15026
OG0006860	CARHR160870	jg15012
OG0006861	CARHR160850	jg15010
OG0006862	CARHR000680	jg28453
OG0006864	CARHR000880	jg28473
OG0006865	CARHR001310	jg28511
OG0006866	CARHR001560	jg28533
OG0006867	CARHR001740	jg28550
OG0006868	CARHR002250	jg28604
OG0006869	CARHR002300	jg10967
OG0006870	CARHR002390	jg28619
OG0006871	CARHR003180	jg28703
OG0006872	CARHR003610	jg28745
OG0006873	CARHR106040	jg27600
OG0006874	CARHR003940, CARHR171650	jg28779
OG0006875	CARHR004040	jg28788
OG0006876	CARHR004150	jg28798
OG0006877	CARHR150950	jg14254
OG0006878	CARHR004350	jg28818
OG0006879	CARHR004550	jg28844
OG0006880	CARHR004730	jg28861
OG0006882	CARHR005600	jg28956
OG0006883	CARHR005620	jg28959
OG0006884	CARHR006100	jg28999
OG0006885	CARHR006170	jg29007
OG0006886	CARHR006520	jg29030
OG0006887	CARHR006620	jg29047
OG0006888	CARHR006650	jg29051
OG0006889	CARHR231790	jg10041, jg10039
OG0006890	CARHR107500, CARHR007900	jg29170
OG0006891	CARHR008040	jg29183
OG0006891	CARHR035120	jg12050
OG0006892	CARHR008140	jg29191
OG0006893	CARHR008250	jg29199
OG0006894	CARHR008370	jg29211
OG0006895	CARHR008720	jg29241
OG0006896	CARHR008810	jg29251
OG0006897	CARHR008880	jg29256
OG0006898	CARHR009070, CARHR009080	jg29272
OG0006899	CARHR009290	jg29293
OG0006900	CARHR009710	jg29344
OG0006901	CARHR010080	jg29373
OG0006902	CARHR010240	jg29391
OG0006903	CARHR053600	jg1091
OG0006904	CARHR010650	jg29442
OG0006905	CARHR010990	jg29481
OG0006906	CARHR011230	jg29512
OG0006907	CARHR011380	jg29531
OG0006908	CARHR011420	jg29535
OG0006909	CARHR011440	jg29537
OG0006910	CARHR011500	jg29542, jg29544
OG0006911	CARHR011550	jg29553, jg29554
OG0006912	CARHR011910	jg29599
OG0006913	CARHR011960	jg29605
OG0006914	CARHR012070	jg29615
OG0006915	CARHR012100	jg29617
OG0006916	CARHR012470	jg29654
OG0006917	CARHR012570	jg29669
OG0006918	CARHR012700	jg1304, jg29685
OG0006919	CARHR248290	jg8223
OG0006920	CARHR012920	jg29713
OG0006921	CARHR013300	jg29753
OG0006922	CARHR013360	jg29760
OG0006923	CARHR014110	jg29837
OG0006924	CARHR014250	jg29857
OG0006925	CARHR014270	jg29859
OG0006926	CARHR014330	jg29865
OG0006927	CARHR014810	jg29912
OG0006928	CARHR015070	jg29937
OG0006929	CARHR015330	jg29965
OG0006930	CARHR015340	jg29966
OG0006931	CARHR015620	jg29995
OG0006932	CARHR015750	jg30009
OG0006933	CARHR015890	jg30022
OG0006934	CARHR015980	jg30031
OG0006935	CARHR016270	jg30068
OG0006936	CARHR016330	jg30072
OG0006937	CARHR016490	jg30502, jg30090
OG0006938	CARHR016660	jg30107
OG0006939	CARHR149680	jg13566
OG0006940	CARHR017320	jg30203, jg30191
OG0006941	CARHR017370	jg30209
OG0006942	CARHR017750	jg30242
OG0006943	CARHR017940	jg30259
OG0006944	CARHR018230	jg30288
OG0006945	CARHR018290	jg30294
OG0006946	CARHR018410	jg30305
OG0006947	CARHR018430	jg30307
OG0006948	CARHR018450	jg30309
OG0006949	CARHR018570	jg30321
OG0006950	CARHR138110, CARHR018930	jg30356
OG0006951	CARHR019100	jg6068, jg30370
OG0006952	CARHR019230	jg30384
OG0006953	CARHR019530	jg30416
OG0006954	CARHR019820, CARHR035530	jg30449
OG0006955	CARHR020080	jg30479
OG0006956	CARHR020110	jg13463
OG0006958	CARHR021080	jg30601
OG0006959	CARHR021250	jg30627
OG0006960	CARHR021330	jg30635
OG0006961	CARHR021490	jg30647
OG0006962	CARHR021790	jg30687
OG0006963	CARHR021850	jg30695
OG0006964	CARHR022190	jg30735
OG0006965	CARHR022230	jg30739
OG0006966	CARHR022260	jg30742
OG0006967	CARHR022420	jg30766
OG0006968	CARHR177390	jg20600
OG0006969	CARHR220750	jg11312
OG0006970	CARHR291000	jg2800
OG0006971	CARHR064590	jg2751, jg2753
OG0006972	CARHR064290	jg2720
OG0006973	CARHR063070	jg2598
OG0006974	CARHR231520	jg10071
OG0006975	CARHR231550	jg10068
OG0006977	CARHR048410	jg578
OG0006978	CARHR048580	jg592
OG0006979	CARHR049430	jg677
OG0006980	CARHR049790	jg693
OG0006981	CARHR050600	jg773
OG0006982	CARHR050750	jg794
OG0006983	CARHR026880	jg31258
OG0006984	CARHR052240	jg867
OG0006985	CARHR052070	jg877, jg876
OG0006986	CARHR053740	jg1178
OG0006987	CARHR046800	jg430
OG0006988	CARHR062900, CARHR062890	jg2578, jg2576
OG0006989	CARHR046210	jg361
OG0006990	CARHR212440	jg12863
OG0006991	CARHR174990	jg20401
OG0006992	CARHR174880	jg20397
OG0006993	CARHR174760	jg20388
OG0006994	CARHR173790	jg20282
OG0006995	CARHR173670	jg20272
OG0006996	CARHR173520	jg8249, jg25371
OG0006997	CARHR178240	jg20670
OG0006998	CARHR252170	jg7805
OG0006999	CARHR109770, CARHR237350	jg9484
OG0007000	CARHR237520	jg9461
OG0007001	CARHR037660	jg32877
OG0007002	CARHR037780	jg32891
OG0007003	CARHR068330	jg3153
OG0007004	CARHR068290	jg3149
OG0007006	CARHR294190	jg8302, jg8309
OG0007007	CARHR247860	jg8357
OG0007008	CARHR247610	jg8384
OG0007009	CARHR247310	jg8410
OG0007010	CARHR247300	jg8411
OG0007011	CARHR246550	jg8514
OG0007012	CARHR246180	jg8555
OG0007013	CARHR246000	jg8573
OG0007014	CARHR067690, CARHR245780	jg8596
OG0007015	CARHR245580, CARHR153410	jg8617
OG0007016	CARHR245290	jg8646
OG0007017	CARHR245080	jg8664
OG0007018	CARHR245070	jg8665
OG0007019	CARHR244620	jg8708
OG0007020	CARHR244370	jg8735
OG0007021	CARHR244090	jg8764
OG0007022	CARHR244050	jg8771
OG0007023	CARHR243860	jg8794
OG0007024	CARHR050920	jg813
OG0007025	CARHR243390	jg8845
OG0007027	CARHR243270	jg8857
OG0007028	CARHR243150	jg8867
OG0007029	CARHR243070	jg8874
OG0007030	CARHR242990	jg8882
OG0007031	CARHR115700, CARHR240120	jg9171
OG0007032	CARHR240130	jg9170
