Orthogroup	Cardamine_hirsuta	Eutrema_salsugineum
OG0008912	CARHR276750	XP_006394333.2
OG0008913	CARHR276660	XP_006394343.1
OG0008914	CARHR276600	XP_006394348.1
OG0008915	CARHR276530	XP_006394355.1
OG0008916	CARHR276450, CARHR156590	XP_006394366.1
OG0008917	CARHR276340	XP_006394379.1
OG0008918	CARHR276300	XP_006394384.1
OG0008919	CARHR276210	XP_006394396.1
OG0008920	CARHR276140	XP_006394407.1
OG0008921	CARHR276070	XP_006394412.1
OG0008922	CARHR275920	XP_006394428.1
OG0008923	CARHR275840	XP_006394440.1
OG0008924	CARHR275810	XP_006394443.1
OG0008925	CARHR275780	XP_006394446.1
OG0008926	CARHR275620	XP_024007446.1
OG0008927	CARHR275530	XP_006394476.1
OG0008928	CARHR275200	XP_006394505.2
OG0008929	CARHR274840	XP_024007020.1
OG0008930	CARHR190490	XP_006394569.1
OG0008931	CARHR190380	XP_006394583.1
OG0008932	CARHR190350	XP_006394587.1
OG0008933	CARHR190230	XP_006394599.1
OG0008934	CARHR190200	XP_006394600.1
OG0008935	CARHR190060	XP_006394611.1
OG0008936	CARHR190030	XP_006394614.1
OG0008937	CARHR189940	XP_006394619.1
OG0008938	CARHR189620	XP_006394655.1
OG0008939	CARHR189310	XP_006394678.1
OG0008940	CARHR189020	XP_006394697.1
OG0008942	CARHR188870	XP_006394713.1
OG0008943	CARHR188850	XP_006394716.1
OG0008944	CARHR188770	XP_006394724.1
OG0008945	CARHR188510	XP_006394745.2
OG0008946	CARHR188480, CARHR150640, CARHR188460	XP_006394747.2
OG0008947	CARHR188340	XP_006394764.1
OG0008948	CARHR188320	XP_006394766.1
OG0008949	CARHR188220	XP_006394773.1
OG0008950	CARHR188060	XP_006394784.1
OG0008951	CARHR187630	XP_024006995.1
OG0008952	CARHR187560	XP_006394836.1
OG0008953	CARHR187150	XP_024007083.1
OG0008954	CARHR193340	XP_006400516.2
OG0008955	CARHR193260	XP_006400526.1
OG0008956	CARHR064710	XP_006400522.1
OG0008957	CARHR193300	XP_006400521.1
OG0008958	CARHR193310	XP_006400520.1
OG0008959	CARHR193330	XP_006400517.1
OG0008960	CARHR193170	XP_006400534.1
OG0008961	CARHR193160	XP_006400535.1
OG0008962	CARHR233770, CARHR193150	XP_006400537.1
OG0008963	CARHR192970	XP_006400553.1
OG0008964	CARHR192940	XP_006400556.1
OG0008965	CARHR192700	XP_006400581.1
OG0008966	CARHR192660	XP_006400584.1
OG0008967	CARHR192620	XP_024012184.1
OG0008968	CARHR192580	XP_006400592.2
OG0008969	CARHR192310	XP_006400614.1
OG0008970	CARHR192110	XP_006400639.1
OG0008971	CARHR192000	XP_006400650.1
OG0008972	CARHR191980	XP_006400652.1
OG0008973	CARHR191890	XP_006400664.1
OG0008974	CARHR191860	XP_006400670.1
OG0008975	CARHR191820	XP_006400676.1
OG0008976	CARHR191800	XP_006400677.1
OG0008977	CARHR191620	XP_006400697.1
OG0008978	CARHR191500	XP_006400708.1
OG0008980	CARHR191190	XP_006400740.1
OG0008981	CARHR191140	XP_006400743.1
OG0008982	CARHR190950	XP_006400768.1
OG0008983	CARHR267210	XP_006401633.1
OG0008984	CARHR190720	XP_024012493.1
OG0008985	CARHR190530	XP_006400810.1
OG0008986	CARHR274380	XP_006400820.2
OG0008987	CARHR274010	XP_006400856.1
OG0008988	CARHR118670, CARHR273890	XP_024012212.1
OG0008989	CARHR273620	XP_024011949.1
OG0008990	CARHR273580	XP_006400896.1
OG0008991	CARHR273370	XP_006400915.1
OG0008992	CARHR273470, CARHR273450	XP_024012538.1
OG0008993	CARHR273340	XP_024012631.1
OG0008994	CARHR285400	XP_006400994.1
OG0008995	CARHR285370	XP_006400998.1
OG0008996	CARHR285240	XP_006401013.1
OG0008997	CARHR285200	XP_006401020.1
OG0008998	CARHR272880	XP_024012711.1
OG0008999	CARHR272510	XP_006401057.1
OG0009000	CARHR272240	XP_006401085.1
OG0009001	CARHR272110	XP_006401105.1
OG0009002	CARHR271970	XP_024012614.1, XP_024012611.1
OG0009003	CARHR021430	XP_024007893.1
OG0009004	CARHR271850	XP_024012712.1
OG0009005	CARHR072010	XP_006389979.1
OG0009006	CARHR271660	XP_006401157.1
OG0009007	CARHR271390	XP_006401187.1
OG0009008	CARHR271320	XP_006401195.2
OG0009009	CARHR271170	XP_024011954.1
OG0009010	CARHR271100	XP_006401218.1
OG0009011	CARHR271080	XP_006401221.1
OG0009012	CARHR270990	XP_006401230.1
OG0009013	CARHR270970	XP_024011522.1
OG0009014	CARHR270940, CARHR270960	XP_006401235.1
OG0009015	CARHR270720	XP_006401260.1
OG0009016	CARHR270710	XP_006401261.1
OG0009017	CARHR270630	XP_006401274.1
OG0009018	CARHR270590	XP_006401279.2
OG0009019	CARHR270540	XP_006401286.1
OG0009020	CARHR270500	XP_006401289.1
OG0009021	CARHR270270	XP_006401306.1
OG0009022	CARHR270230	XP_006401309.1
OG0009023	CARHR269800	XP_006401342.1
OG0009024	CARHR269780	XP_006401344.1
OG0009025	CARHR269620	XP_006401363.1
OG0009026	CARHR269690	XP_006401353.1
OG0009027	CARHR269340	XP_006401395.1
OG0009028	CARHR269330	XP_006401396.1
OG0009029	CARHR269240	XP_006401404.1
OG0009030	CARHR268930	XP_006401432.1
OG0009031	CARHR268920	XP_006401433.1
OG0009032	CARHR268860	XP_006401445.1
OG0009033	CARHR268850	XP_006401446.1
OG0009034	CARHR268570	XP_006401479.1
OG0009035	CARHR268490	XP_006401490.1
OG0009036	CARHR268470	XP_006401491.1
OG0009038	CARHR268320	XP_006401503.1
OG0009039	CARHR158550	XP_006404131.1
OG0009040	CARHR158130	XP_006404161.1
OG0009041	CARHR158100	XP_006404163.1
OG0009042	CARHR157930	XP_006404179.1
OG0009043	CARHR157850	XP_006404187.1
OG0009044	CARHR157710	XP_006404204.1
OG0009045	CARHR157530	XP_024013474.1
OG0009047	CARHR267560	XP_006401590.1
OG0009048	CARHR250540	XP_006396442.2
OG0009049	CARHR251150	XP_024010098.1
OG0009050	CARHR115500	XP_006405251.1
OG0009051	CARHR205740	XP_006399225.1
OG0009053	CARHR046320	XP_006391603.1
OG0009054	CARHR206330	XP_006399160.2
OG0009055	CARHR206520	XP_006399141.1
OG0009056	CARHR206750, CARHR206760	XP_006399117.1
OG0009057	CARHR207160	XP_006399113.2
OG0009058	CARHR207010	XP_006399098.1
OG0009059	CARHR206950	XP_024012344.1
OG0009060	CARHR194530	XP_006400396.1
OG0009061	CARHR194540	XP_006397463.2, XP_006403586.1
OG0009062	CARHR026320	XP_006415837.2
OG0009063	CARHR206770	XP_006399066.2
OG0009064	CARHR026460	XP_006415823.1
OG0009065	CARHR207220	XP_006399061.1
OG0009066	CARHR207210	XP_006399062.1
OG0009067	CARHR207490	XP_006399035.2
OG0009068	CARHR207590	XP_006399027.1
OG0009069	CARHR034480	XP_006399018.1
OG0009070	CARHR207790	XP_006399008.1
OG0009071	CARHR207840	XP_006399003.1
OG0009072	CARHR207950	XP_006398992.1
OG0009073	CARHR208040	XP_006398982.1
OG0009074	CARHR208070	XP_006398981.1
OG0009075	CARHR137850	XP_006411546.1
OG0009076	CARHR208200	XP_006398962.1
OG0009077	CARHR208270	XP_006398956.1
OG0009078	CARHR208280	XP_006398955.1
OG0009079	CARHR208450	XP_006398935.1
OG0009080	CARHR208820	XP_006398904.1
OG0009081	CARHR208960	XP_024011531.1
OG0009082	CARHR209030	XP_024012504.1
OG0009083	CARHR209060	XP_006398876.1
OG0009084	CARHR248490	XP_006396238.1
OG0009085	CARHR209260	XP_024011467.1
OG0009086	CARHR209330	XP_006398854.1
OG0009087	CARHR209390	XP_006398847.1
OG0009088	CARHR209470	XP_006398838.1
OG0009089	CARHR209540	XP_006398833.1
OG0009090	CARHR209570	XP_006398831.1
OG0009091	CARHR257380	XP_006402053.1
OG0009092	CARHR209630	XP_006398824.1
OG0009093	CARHR209810, CARHR209800	XP_006398806.1
OG0009094	CARHR209820	XP_006398804.1
OG0009095	CARHR210020	XP_006398776.1
OG0009096	CARHR210120	XP_006398768.1
OG0009097	CARHR210180	XP_006398764.1
OG0009098	CARHR210440	XP_006398746.1
OG0009099	CARHR035480	XP_006393768.1
OG0009100	CARHR210840	XP_006398710.2
OG0009101	CARHR211020	XP_006398699.1
OG0009102	CARHR211140	XP_006398686.1
OG0009103	CARHR211230	XP_006398676.1
OG0009104	CARHR211340	XP_006398664.1
OG0009105	CARHR211940	XP_006398603.1
OG0009106	CARHR212000	XP_006398598.1
OG0009107	CARHR212060	XP_006398591.1
OG0009108	CARHR212120	XP_006398583.1
OG0009109	CARHR229670	XP_006398579.1
OG0009110	CARHR212150	XP_006398580.1
OG0009111	CARHR212340	XP_006398552.1
OG0009112	CARHR261350	XP_024014633.1
OG0009113	CARHR213690	XP_006405422.1
OG0009114	CARHR213670	XP_006405421.1
OG0009115	CARHR148250	XP_024006778.1
OG0009116	CARHR213320	XP_006405402.1
OG0009117	CARHR213290	XP_006405395.1
OG0009118	CARHR213270	XP_006405393.1
OG0009119	CARHR082660, CARHR082670	XP_024015197.1
OG0009120	CARHR212590	XP_006405290.1
OG0009121	CARHR074500	XP_006389703.1
OG0009122	CARHR074540	XP_006389707.1
OG0009123	CARHR074580	XP_006389711.1
OG0009124	CARHR074660	XP_006389718.1, XP_024010943.1
OG0009125	CARHR074440	XP_024012506.1
OG0009126	CARHR074390	XP_024015551.1
OG0009127	CARHR074370	XP_006389755.1
OG0009128	CARHR074340	XP_006389761.2
OG0009129	CARHR074290	XP_006389766.1
OG0009130	CARHR074250	XP_006389772.1
OG0009131	CARHR074160	XP_006389783.1
OG0009132	CARHR074060	XP_006389808.1
OG0009133	CARHR073930	XP_006389813.1, XP_006405093.2
OG0009134	CARHR073890	XP_006389817.2
OG0009135	CARHR073880	XP_006389818.1
OG0009136	CARHR073710	XP_006389832.1
OG0009137	CARHR073620	XP_024008913.1
OG0009138	CARHR073510	XP_006389849.1
OG0009139	CARHR073490	XP_006389854.1
OG0009140	CARHR073460	XP_024009979.1
OG0009141	CARHR073140	XP_006389885.1
OG0009142	CARHR072760	XP_006389922.1
OG0009143	CARHR072550	XP_006389938.1
OG0009144	CARHR072340	XP_006389958.2
OG0009145	CARHR072240	XP_006389962.2
OG0009146	CARHR072080	XP_006389972.1
OG0009147	CARHR071940	XP_006389985.1
OG0009148	CARHR071900	XP_006389988.2
OG0009149	CARHR071880	XP_006389991.1
OG0009150	CARHR071560	XP_006390021.1
OG0009151	CARHR071510	XP_006390030.1
OG0009152	CARHR071330	XP_006390047.1
OG0009153	CARHR049880	XP_006404521.1
OG0009154	CARHR071260	XP_006390059.1
OG0009155	CARHR071200	XP_006390066.1
OG0009156	CARHR070880	XP_006390094.1
OG0009157	CARHR070870	XP_006390095.1
OG0009158	CARHR070770	XP_006390104.1
OG0009159	CARHR256330, CARHR070690	XP_006390113.2
OG0009161	CARHR070530	XP_006390133.1
OG0009162	CARHR070450	XP_006390138.1
OG0009163	CARHR070040	XP_006390188.1
OG0009164	CARHR070000	XP_006390197.1
OG0009165	CARHR069870	XP_006390211.1
OG0009166	CARHR069690	XP_006390232.1
OG0009168	CARHR088750	XP_006407147.1
OG0009169	CARHR069540	XP_024011243.1
OG0009170	CARHR069480	XP_024011118.1
OG0009171	CARHR069090	XP_006390283.1
OG0009172	CARHR105000	XP_006408661.2
OG0009173	CARHR068690	XP_024012531.1
OG0009174	CARHR068580	XP_006390328.1
OG0009175	CARHR068540	XP_006390334.1
OG0009176	CARHR107770	XP_024016625.1, XP_006409278.1
OG0009177	CARHR107810	XP_006409275.1
OG0009178	CARHR107960	XP_006409261.1
OG0009179	CARHR108390	XP_006409223.1
OG0009180	CARHR158980	XP_024013852.1
OG0009181	CARHR267890	XP_006401555.1
OG0009182	CARHR267880	XP_006401557.1
OG0009183	CARHR267850	XP_024012089.1
OG0009184	CARHR046000	XP_006392555.1
OG0009185	CARHR045730	XP_006392579.1
OG0009186	CARHR045630	XP_006392586.2
OG0009187	CARHR045560	XP_024006025.1, XP_006392594.1
OG0009188	CARHR045370	XP_024006171.1
OG0009189	CARHR044980	XP_006392648.1
OG0009190	CARHR044910	XP_006392665.1
OG0009191	CARHR044380	XP_006392725.1
OG0009192	CARHR044090	XP_006392750.1
OG0009193	CARHR044070	XP_006392752.1
OG0009194	CARHR044040	XP_006392758.1
OG0009196	CARHR043740	XP_006392783.1
OG0009197	CARHR043720	XP_006392785.1
OG0009198	CARHR043680	XP_006392787.1
OG0009199	CARHR070940, CARHR061250	XP_006391136.1
OG0009200	CARHR043420	XP_006392818.1
OG0009201	CARHR130260	XP_006410773.1
OG0009203	CARHR130440	XP_006410791.1
OG0009204	CARHR130470	XP_006410795.1
OG0009205	CARHR130750	XP_006410822.1
OG0009206	CARHR233750	XP_006413213.1
OG0009207	CARHR131240, CARHR131250, CARHR131310	XP_006410857.1
OG0009208	CARHR150500, CARHR150490, CARHR150470	XP_006419040.1
OG0009209	CARHR150990	XP_006419084.1
OG0009210	CARHR151500	XP_006419115.1
OG0009211	CARHR152070	XP_024007011.1
OG0009212	CARHR260070	XP_006397365.1
OG0009213	CARHR258440	XP_006402173.1
OG0009214	CARHR266040	XP_006401754.1
OG0009215	CARHR216730	XP_006395927.1
OG0009216	CARHR217140	XP_006408641.1
OG0009217	CARHR217810	XP_006395952.1
OG0009218	CARHR218110	XP_024005575.1
OG0009219	CARHR218150	XP_006414990.1
OG0009220	CARHR218970	XP_024005182.1, XP_024005309.1
OG0009221	CARHR220270	XP_006414625.1
OG0009222	CARHR220290	XP_006414767.1
OG0009223	CARHR246460	XP_006411822.1
OG0009224	CARHR221250	XP_024005649.1
OG0009225	CARHR221330	XP_006414642.1
OG0009226	CARHR221870	XP_006414562.2
OG0009227	CARHR221930	XP_006414555.1
OG0009228	CARHR222220	XP_006414507.1
OG0009229	CARHR222330	XP_006414490.1
OG0009230	CARHR065980	XP_006390603.1
OG0009231	CARHR066020	XP_024005926.1
OG0009232	CARHR066070	XP_006390593.1
OG0009233	CARHR066150	XP_006390586.1
OG0009234	CARHR066510	XP_006390550.1
OG0009235	CARHR066540	XP_006390545.1
OG0009236	CARHR066750	XP_006390526.1
OG0009237	CARHR066930	XP_006390501.1
OG0009238	CARHR067030	XP_006390492.1
OG0009239	CARHR067260	XP_006390466.1
OG0009240	CARHR067270	XP_024005561.1
OG0009241	CARHR186440, CARHR286000	XP_024006845.1
OG0009242	CARHR067520	XP_006390444.1
OG0009243	CARHR067630	XP_006390434.1
OG0009244	CARHR061380	XP_006391119.1
OG0009245	CARHR061640	XP_006391094.1
OG0009246	CARHR061790	XP_006391072.1
OG0009247	CARHR061910	XP_006391062.1
OG0009248	CARHR062150	XP_006391038.1
OG0009249	CARHR236280	XP_006412946.1
OG0009250	CARHR236420	XP_006412928.1
OG0009251	CARHR236440	XP_006412926.1
OG0009252	CARHR236520	XP_006412917.1
OG0009253	CARHR236620	XP_006412906.1
OG0009254	CARHR236730	XP_006412891.1
OG0009255	CARHR266240	XP_006401737.1
OG0009257	CARHR047280, CARHR047310	XP_024016091.1
OG0009258	CARHR046980	XP_006391687.1
OG0009259	CARHR262180	XP_006405568.1
OG0009260	CARHR102650	XP_006405543.1, XP_006395372.1
OG0009261	CARHR261850	XP_024014785.1
OG0009262	CARHR261830, CARHR261840	XP_006405516.1
OG0009263	CARHR261820	XP_024014723.1
OG0009264	CARHR257390	XP_006402054.1
OG0009265	CARHR153160	XP_006395266.1, XP_024014351.1
OG0009266	CARHR149240	XP_006395401.1
OG0009267	CARHR149170	XP_006395407.1
OG0009268	CARHR149060	XP_006395412.1
OG0009269	CARHR142580	XP_006397911.1
OG0009270	CARHR148950	XP_006395418.1
OG0009271	CARHR148660	XP_024007337.1
OG0009272	CARHR148190	XP_006395495.1
OG0009273	CARHR148150	XP_006395497.1
OG0009274	CARHR148140	XP_006395498.1
OG0009275	CARHR148100	XP_006395500.1
OG0009276	CARHR148080	XP_006395502.1
OG0009277	CARHR148000	XP_006395505.1
OG0009278	CARHR147980	XP_006395510.1
OG0009279	CARHR147840	XP_006395524.1
OG0009280	CARHR147680	XP_006395536.1
OG0009281	CARHR147450	XP_024007169.1
OG0009282	CARHR147440	XP_024007170.1
OG0009283	CARHR147430	XP_006395559.1
OG0009284	CARHR146920	XP_024006879.1
OG0009285	CARHR146910	XP_006395611.1
OG0009286	CARHR146790	XP_024006763.1
OG0009287	CARHR258450	XP_006402174.1
OG0009288	CARHR146640	XP_006395631.1
OG0009289	CARHR257520	XP_024012318.1
OG0009290	CARHR062420	XP_006391010.1
OG0009291	CARHR062250	XP_006391026.1
OG0009292	CARHR285010, CARHR184470	XP_024014642.1
OG0009293	CARHR175960	XP_006398281.1
OG0009294	CARHR176130	XP_024011020.1
OG0009295	CARHR183510	XP_006395172.1
OG0009296	CARHR176250	XP_006398256.1
OG0009297	CARHR176260	XP_006398255.1
OG0009298	CARHR176750	XP_006398205.1
OG0009300	CARHR177470	XP_006398160.1
OG0009301	CARHR177680	XP_024011010.1
OG0009302	CARHR039780	XP_006393219.1
OG0009303	CARHR040290	XP_006393172.1
OG0009304	CARHR040350	XP_006393164.2
OG0009305	CARHR040400	XP_024006046.1
OG0009306	CARHR040440	XP_006393153.1
OG0009307	CARHR015810	XP_024008431.1
OG0009308	CARHR041570	XP_006393056.1
OG0009309	CARHR041860	XP_006393008.1
OG0009310	CARHR041890	XP_024005996.1
OG0009311	CARHR042090	XP_006392978.1
OG0009312	CARHR042690	XP_006392905.1
OG0009313	CARHR042710	XP_006392901.1
OG0009314	CARHR042810	XP_024006360.1
OG0009315	CARHR043220	XP_006392844.1
OG0009316	CARHR181050	XP_006403318.1
OG0009318	CARHR127730	XP_006410514.1
OG0009319	CARHR127910	XP_024016812.1
OG0009320	CARHR128060	XP_006410544.1
OG0009321	CARHR128130	XP_006410549.1
OG0009322	CARHR128270	XP_006410560.1
OG0009323	CARHR128610	XP_006410598.1
OG0009324	CARHR128640	XP_006410601.1
OG0009325	CARHR128730	XP_006410611.1
OG0009326	CARHR128750	XP_006410613.1
OG0009327	CARHR128890	XP_024003700.1
OG0009328	CARHR128990	XP_006410636.2
OG0009329	CARHR129020	XP_006410640.1
OG0009330	CARHR129060	XP_006410646.1
OG0009331	CARHR129300	XP_006410674.1
OG0009332	CARHR129420	XP_006410686.1
OG0009333	CARHR129580	XP_024003733.1
OG0009335	CARHR129890	XP_024016683.1
OG0009336	CARHR130010	XP_006410745.1
OG0009337	CARHR130040	XP_006410748.1
OG0009338	CARHR130060	XP_006410750.1
OG0009339	CARHR226210	XP_024004540.1
OG0009340	CARHR134640, CARHR134650	XP_024005867.1
OG0009341	CARHR226010	XP_006414004.1
OG0009342	CARHR225770	XP_006414043.1
OG0009343	CARHR225860	XP_006414028.2
OG0009344	CARHR288450, CARHR225840	XP_006414024.1, XP_006402128.2
OG0009345	CARHR224810	XP_006414158.1
OG0009346	CARHR224680	XP_006414170.1
OG0009347	CARHR224530	XP_006414185.1
OG0009348	CARHR224520	XP_006414186.1
OG0009349	CARHR224370	XP_006414203.1
OG0009350	CARHR223890	XP_006414249.1, XP_006414250.1
OG0009351	CARHR223850	XP_006414256.1
OG0009352	CARHR223830	XP_006414258.1
OG0009353	CARHR152450	XP_006419137.1
OG0009354	CARHR160530	XP_006403969.1
OG0009355	CARHR160470	XP_006403984.1
OG0009356	CARHR261670, CARHR017820	XP_024007684.1
OG0009357	CARHR160290	XP_006404002.1
OG0009359	CARHR160070	XP_006404023.1
OG0009360	CARHR160030	XP_024013480.1
OG0009361	CARHR159950, CARHR159960	XP_006404029.2
OG0009362	CARHR159930	XP_024013584.1
OG0009363	CARHR230810	XP_006413551.1
OG0009364	CARHR258380	XP_006402157.2
OG0009365	CARHR265330	XP_006401833.1
OG0009366	CARHR265170, CARHR265200	XP_006401847.1
OG0009367	CARHR264720	XP_006401904.1
OG0009368	CARHR264120	XP_006401983.1
OG0009369	CARHR152390	XP_006419171.1
OG0009370	CARHR105010	XP_024016645.1
OG0009371	CARHR105360	XP_006409665.1
OG0009372	CARHR105830	XP_006409546.1
OG0009373	CARHR106070	XP_006409532.1
OG0009374	CARHR106090	XP_006409529.1
OG0009375	CARHR106470	XP_006409462.2
OG0009376	CARHR107010	XP_024016633.1
OG0009377	CARHR172660	XP_006402384.1
OG0009378	CARHR293520	XP_006409336.1
OG0009379	CARHR293590	XP_006409332.1
OG0009380	CARHR231490	XP_006413475.1
OG0009381	CARHR231450	XP_006413481.1
OG0009382	CARHR231280	XP_006413503.1
OG0009383	CARHR231330, CARHR231320	XP_006413495.1
OG0009384	CARHR230070	XP_024004705.1
OG0009385	CARHR230040	XP_006413593.1
OG0009386	CARHR229680	XP_024005478.1
OG0009387	CARHR229500	XP_006413639.1
OG0009388	CARHR229230	XP_024005282.1
OG0009389	CARHR228960	XP_006413689.1
OG0009390	CARHR212680	XP_006405298.1
OG0009391	CARHR228720	XP_006413711.1
OG0009392	CARHR212820	XP_006405312.1
OG0009393	CARHR226780	XP_006413911.1
OG0009394	CARHR227010	XP_006413893.1
OG0009395	CARHR227110	XP_006413886.1
OG0009396	CARHR227230	XP_006413869.1
OG0009397	CARHR227240	XP_006413868.1
OG0009398	CARHR227290	XP_006413862.1
OG0009399	CARHR257470	XP_006419068.1
OG0009400	CARHR017480	XP_006416754.1
OG0009401	CARHR227660	XP_024005686.1
OG0009402	CARHR227780	XP_024005583.1
OG0009403	CARHR227920	XP_006413791.1
OG0009404	CARHR145700	XP_006395711.1
OG0009405	CARHR228190	XP_006413770.1
OG0009406	CARHR111430	XP_006409013.1
OG0009407	CARHR194620	XP_006395475.1
OG0009408	CARHR222690	XP_006414366.1
OG0009409	CARHR222840	XP_006414346.1
OG0009410	CARHR222950	XP_006414336.1
OG0009411	CARHR223080, CARHR223070	XP_006414328.1
OG0009412	CARHR223160	XP_006414318.1
OG0009413	CARHR223240	XP_006414313.1
OG0009414	CARHR223600	XP_006414281.1
OG0009415	CARHR223650	XP_006414276.1
OG0009416	CARHR075140	XP_006408548.1
OG0009417	CARHR075250	XP_006408536.1
OG0009418	CARHR075270	XP_006408532.1
OG0009419	CARHR075480	XP_006408510.1
OG0009420	CARHR075590	XP_006409235.1, XP_006408496.2
OG0009421	CARHR281040	XP_006393861.1
OG0009422	CARHR281280	XP_006393841.1
OG0009423	CARHR281290	XP_006393839.1
OG0009424	CARHR156560	XP_006393838.2
OG0009425	CARHR281310	XP_006393836.1
OG0009426	CARHR281520	XP_006393810.1
OG0009427	CARHR281570	XP_024007388.1
OG0009428	CARHR291690	XP_006402293.1
OG0009429	CARHR291710	XP_006402295.1
OG0009430	CARHR173420	XP_006402308.1
OG0009431	CARHR173270	XP_006402320.1
OG0009432	CARHR173210	XP_006402326.1
OG0009433	CARHR172760	XP_006402378.1
OG0009434	CARHR172730	XP_006402380.1
OG0009435	CARHR172620	XP_006402391.1
OG0009436	CARHR172320	XP_006402425.1
OG0009437	CARHR172290	XP_006402428.1
OG0009438	CARHR079780, CARHR079800	XP_006408074.1
OG0009439	CARHR172180	XP_006402435.1
OG0009440	CARHR172160	XP_006402437.1
OG0009441	CARHR171980	XP_006402458.1
OG0009442	CARHR171700	XP_006402489.1
OG0009443	CARHR128210	XP_024004134.1
OG0009444	CARHR171510	XP_006402509.1
OG0009445	CARHR171410	XP_006402518.1
OG0009446	CARHR171370	XP_006402525.1
OG0009447	CARHR171060	XP_006402557.1
OG0009448	CARHR171000	XP_024013009.1
OG0009449	CARHR170930	XP_006402573.1
OG0009450	CARHR170920	XP_006402574.1
OG0009451	CARHR170860	XP_024012956.1
OG0009452	CARHR170810	XP_006402579.2
OG0009453	CARHR170260	XP_006402637.1
OG0009454	CARHR169870	XP_006402685.1
OG0009455	CARHR169850	XP_006402686.1
OG0009456	CARHR169730	XP_024012762.1
OG0009457	CARHR169680	XP_006402701.1
OG0009458	CARHR169640	XP_006402705.1
OG0009459	CARHR169330	XP_006402738.1
OG0009460	CARHR169180	XP_006402747.1
OG0009461	CARHR169100	XP_006402756.1
OG0009462	CARHR169030	XP_024012859.1
OG0009463	CARHR168940	XP_006402776.1
OG0009464	CARHR168840	XP_006402787.1
OG0009465	CARHR168570	XP_006402799.1
OG0009466	CARHR168500	XP_006402805.1
OG0009467	CARHR168320	XP_006402817.1
OG0009468	CARHR168170	XP_006402834.1
OG0009469	CARHR119890	XP_024013025.1
OG0009470	CARHR167300	XP_006402904.1
OG0009471	CARHR167250	XP_006402916.1
OG0009472	CARHR167090	XP_006402929.1
OG0009473	CARHR167080	XP_006402931.1
OG0009474	CARHR166630	XP_006402980.2
OG0009475	CARHR166450	XP_006403001.1
OG0009476	CARHR166050	XP_006403040.2
OG0009478	CARHR165610	XP_006403447.1
OG0009479	CARHR165440	XP_006403460.1
OG0009480	CARHR165380	XP_006403466.1
OG0009481	CARHR165270	XP_006403479.1
OG0009482	CARHR165250	XP_006403481.1
OG0009483	CARHR164930	XP_006403512.1
OG0009484	CARHR164900	XP_006403515.2
OG0009485	CARHR164690	XP_006403542.2
OG0009486	CARHR164640	XP_006403544.1
OG0009487	CARHR164600	XP_006403548.1
OG0009488	CARHR164270	XP_006403583.1
OG0009489	CARHR164260	XP_006403584.1
OG0009490	CARHR164190	XP_006403596.1
OG0009491	CARHR164140	XP_006403603.1
OG0009492	CARHR082370	XP_006403609.1
OG0009493	CARHR164060, CARHR164070	XP_006403611.1
OG0009494	CARHR164000	XP_006403616.1
OG0009495	CARHR021320	XP_006416352.1
OG0009496	CARHR163950	XP_006403622.1
OG0009497	CARHR163770	XP_006403645.1
OG0009498	CARHR163390	XP_006403680.1
OG0009499	CARHR163080	XP_006403715.1
OG0009500	CARHR163100	XP_024013780.1
OG0009501	CARHR163110	XP_024013733.1
OG0009502	CARHR163000	XP_024003663.1, XP_006403720.1
OG0009503	CARHR162740	XP_006403760.1
OG0009504	CARHR162730	XP_006403763.1
OG0009505	CARHR162390, CARHR162360	XP_024013834.1
OG0009507	CARHR266820	XP_006401675.1
OG0009508	CARHR266700	XP_006401689.1
OG0009510	CARHR266620	XP_006401699.1
OG0009511	CARHR286540, CARHR266580	XP_024011475.1
OG0009512	CARHR266480	XP_006401716.1
OG0009513	CARHR266390	XP_006401719.1
OG0009514	CARHR290740	XP_006414393.1
OG0009515	CARHR100640	XP_006418733.1
OG0009516	CARHR100800	XP_006418722.1
OG0009517	CARHR101520	XP_006418652.1
OG0009518	CARHR103410	XP_006396133.1
OG0009519	CARHR100350	XP_006418770.1
OG0009520	CARHR100410	XP_006418761.1
OG0009521	CARHR058730	XP_006391413.1
OG0009522	CARHR217530	XP_006391480.1
OG0009523	CARHR059820	XP_024007379.1
OG0009524	CARHR059890	XP_024006730.1
OG0009525	CARHR059900	XP_006391288.1
OG0009526	CARHR060130	XP_006391256.1
OG0009527	CARHR060280	XP_006391236.1
OG0009528	CARHR060580, CARHR182750	XP_024011940.1
OG0009529	CARHR060620	XP_006391198.1
OG0009530	CARHR060780	XP_006391184.1
OG0009531	CARHR060800	XP_006391182.1
OG0009532	CARHR060880	XP_006391173.1
OG0009533	CARHR060920	XP_006391166.1
OG0009534	CARHR061220	XP_006391140.1
OG0009535	CARHR216560	XP_006395913.1
OG0009536	CARHR216490, CARHR257530	XP_006395907.1
OG0009537	CARHR182910	XP_006395124.1
OG0009538	CARHR108490	XP_006409209.1
OG0009539	CARHR108620	XP_024016468.1
OG0009540	CARHR109220	XP_006409128.1
OG0009541	CARHR109520	XP_006409092.1
OG0009542	CARHR109960	XP_006409038.1
OG0009543	CARHR109970	XP_006409037.1
OG0009544	CARHR110150, CARHR110140	XP_006408887.1
OG0009545	CARHR136310	XP_024003952.1
OG0009546	CARHR136100	XP_006411364.1
