Orthogroup	Cardamine_hirsuta	Capsella_rubella
OG0005865	CARHR091210	XP_006299634.1
OG0005867	CARHR091700	XP_006297850.1
OG0005868	CARHR284980	XP_006280258.1
OG0005869	CARHR092270	XP_006298702.1
OG0005870	CARHR092490	XP_006299452.1
OG0005871	CARHR092840	XP_023642231.1
OG0005872	CARHR093040	XP_006299424.1
OG0005873	CARHR093190	XP_006299778.1
OG0005874	CARHR093320	XP_023642285.1
OG0005875	CARHR093520	XP_006299414.1
OG0005876	CARHR093540	XP_006297861.1
OG0005877	CARHR093790	XP_006300163.1
OG0005878	CARHR094080	XP_006299814.1
OG0005879	CARHR094170	XP_006299288.1
OG0005880	CARHR094370	XP_006297564.1
OG0005881	CARHR094410	XP_006299472.1
OG0005882	CARHR291720	XP_006299791.2
OG0005883	CARHR094760	XP_006297872.1
OG0005884	CARHR097510	XP_006297509.1
OG0005885	CARHR094970	XP_006298849.1
OG0005886	CARHR095450	XP_006297645.1
OG0005887	CARHR095480	XP_006297993.2
OG0005888	CARHR095600	XP_006298273.1
OG0005890	CARHR095940	XP_006296699.1
OG0005891	CARHR095950	XP_006297578.2
OG0005892	CARHR096440	XP_006297611.2
OG0005893	CARHR154030	XP_006292942.1
OG0005894	CARHR216670	XP_006286274.1
OG0005895	CARHR098610	XP_006299680.1
OG0005896	CARHR099580	XP_006298111.1
OG0005897	CARHR099440	XP_006299834.1
OG0005898	CARHR099180	XP_006299256.1
OG0005900	CARHR098690	XP_006297773.1
OG0005901	CARHR098560	XP_006298700.1
OG0005902	CARHR098500	XP_006299850.1
OG0005903	CARHR098410	XP_006297264.1
OG0005904	CARHR098300	XP_006297830.1
OG0005905	CARHR098090	XP_023641088.1
OG0005906	CARHR238670, CARHR238130	XP_023634929.1
OG0005907	CARHR289580	XP_006302299.1
OG0005908	CARHR185230	XP_006288662.1
OG0005909	CARHR185530	XP_006279350.1
OG0005910	CARHR182870	XP_006279665.1
OG0005911	CARHR110320	XP_023642686.1
OG0005912	CARHR161880	XP_023637771.1
OG0005913	CARHR161470	XP_023637974.1
OG0005914	CARHR161450	XP_006292505.1
OG0005915	CARHR248690	XP_023636725.1
OG0005916	CARHR000670	XP_023632606.1
OG0005917	CARHR001260	XP_006298860.1
OG0005918	CARHR001580	XP_006303523.1
OG0005919	CARHR001660	XP_006305278.2
OG0005920	CARHR002230	XP_023645463.1, XP_006285889.1, XP_006279282.2
OG0005921	CARHR002690, CARHR002640	XP_006305805.1
OG0005922	CARHR003390	XP_006304095.1
OG0005923	CARHR003740	XP_023645141.1
OG0005924	CARHR004060	XP_006307575.1
OG0005925	CARHR005240	XP_006304227.2
OG0005926	CARHR005690	XP_006303295.1
OG0005927	CARHR006570	XP_006303778.2
OG0005928	CARHR006780	XP_023632671.1
OG0005929	CARHR102160	XP_023645704.1
OG0005930	CARHR007650	XP_006305282.1
OG0005932	CARHR007290	XP_006305860.2
OG0005933	CARHR007500, CARHR007510	XP_006304468.1
OG0005934	CARHR007770	XP_023632553.1
OG0005935	CARHR008100	XP_006306574.1
OG0005936	CARHR008270	XP_006305762.1
OG0005937	CARHR008580	XP_006305485.1
OG0005938	CARHR008740	XP_006305005.1
OG0005939	CARHR008800	XP_006306375.1
OG0005940	CARHR054560, CARHR009560	XP_006305565.2
OG0005941	CARHR009580	XP_006306924.1
OG0005942	CARHR009700	XP_006306713.1
OG0005943	CARHR009900	XP_006307357.1
OG0005944	CARHR010140, CARHR010030	XP_023645736.1
OG0005945	CARHR010370	XP_006304865.1
OG0005946	CARHR010470, CARHR009040	XP_006304481.2
OG0005947	CARHR011040	XP_023632565.1
OG0005948	CARHR011060	XP_006304871.1
OG0005950	CARHR011560	XP_006307103.1, XP_023645614.1
OG0005951	CARHR012240	XP_006303952.2
OG0005952	CARHR012370	XP_006304168.1
OG0005953	CARHR012670	XP_006304458.1
OG0005954	CARHR012860	XP_006307242.1
OG0005955	CARHR015370	XP_006306978.1
OG0005956	CARHR015680	XP_006305465.1
OG0005957	CARHR016620	XP_023645700.1
OG0005958	CARHR218830, CARHR016870	XP_006304976.2, XP_006305874.2
OG0005959	CARHR017050	XP_023645068.1
OG0005960	CARHR017130	XP_006304968.1
OG0005962	CARHR017280	XP_006303877.1
OG0005963	CARHR017640	XP_006304166.1
OG0005964	CARHR018280	XP_006306735.1
OG0005965	CARHR018710	XP_023633134.1
OG0005966	CARHR018900	XP_006305253.2
OG0005967	CARHR019190	XP_006305192.1
OG0005968	CARHR019740	XP_006305169.2
OG0005969	CARHR019920	XP_006303306.1
OG0005970	CARHR020240	XP_023644882.1
OG0005971	CARHR020550	XP_023645594.1
OG0005972	CARHR021980	XP_023644743.1
OG0005973	CARHR022310	XP_006303459.1
OG0005974	CARHR022460	XP_006303556.1
OG0005975	CARHR022570	XP_006305384.1
OG0005976	CARHR022670	XP_006304083.1
OG0005977	CARHR022830	XP_006304982.1
OG0005978	CARHR022870	XP_006303849.1
OG0005979	CARHR023170	XP_006304697.1
OG0005980	CARHR291020	XP_006301512.1
OG0005981	CARHR291200	XP_006302798.1
OG0005982	CARHR064360	XP_023642852.1
OG0005983	CARHR063960	XP_006302673.1
OG0005984	CARHR032240	XP_006303476.1
OG0005985	CARHR047910	XP_006300388.2
OG0005986	CARHR051530	XP_006300585.2
OG0005987	CARHR053940	XP_006302442.1
OG0005988	CARHR212560	XP_006284679.1
OG0005989	CARHR060320	XP_006301374.1
OG0005990	CARHR174800	XP_006281989.1
OG0005991	CARHR174680	XP_006280877.1
OG0005992	CARHR173780	XP_006281322.1
OG0005993	CARHR173710	XP_006279501.1
OG0005994	CARHR173590	XP_006280763.1
OG0005995	CARHR252020	XP_006288147.2
OG0005996	CARHR237570	XP_006283498.1
OG0005997	CARHR037580, CARHR037570	XP_023632605.1
OG0005998	CARHR247400	XP_006286302.1
OG0005999	CARHR027050	XP_023632888.1
OG0006000	CARHR039070	XP_006304539.1
OG0006001	CARHR039320	XP_006306539.2
OG0006002	CARHR246890	XP_006284376.1
OG0006003	CARHR246760	XP_006285007.1
OG0006004	CARHR246030	XP_006283511.1
OG0006005	CARHR245690	XP_006285787.1
OG0006006	CARHR245460	XP_006285080.1
OG0006007	CARHR245090	XP_006285103.1
OG0006008	CARHR244810	XP_006283951.1
OG0006009	CARHR244760	XP_006284092.1
OG0006010	CARHR244510	XP_006282477.1
OG0006011	CARHR244080	XP_023635447.1
OG0006012	CARHR243350	XP_006284334.1
OG0006013	CARHR106920	XP_006296785.1
OG0006013	CARHR243260	XP_006283144.1
OG0006014	CARHR243000	XP_006284711.2
OG0006015	CARHR242360	XP_006282971.1
OG0006016	CARHR240890	XP_006284030.2
OG0006017	CARHR241450	XP_006283309.1
OG0006018	CARHR241710	XP_006283169.1
OG0006019	CARHR241720	XP_006285495.1
OG0006020	CARHR241730	XP_006283255.1
OG0006021	CARHR239940	XP_006283917.1
OG0006022	CARHR239170	XP_006284457.1
OG0006023	CARHR239110	XP_006285818.1
OG0006024	CARHR238790	XP_006283288.1
OG0006025	CARHR238630	XP_006283029.1
OG0006026	CARHR064820	XP_006301977.1
OG0006027	CARHR064790	XP_006302793.1
OG0006028	CARHR023890	XP_023633052.1
OG0006029	CARHR024200	XP_006307216.1
OG0006030	CARHR025480	XP_006303557.1
OG0006031	CARHR249090	XP_006286696.1
OG0006032	CARHR249040	XP_006287558.1
OG0006033	CARHR248090	XP_023635805.1
OG0006034	CARHR260320	XP_023637725.1
OG0006035	CARHR234230	XP_023633666.1
OG0006036	CARHR235310	XP_006284069.1
OG0006037	CARHR146030	XP_006291635.1
OG0006038	CARHR005250	XP_006304284.1
OG0006040	CARHR017620	XP_023645914.1
OG0006041	CARHR025370	XP_006304248.1
OG0006042	CARHR026120	XP_006304090.1
OG0006043	CARHR026240	XP_006307530.1
OG0006045	CARHR234240	XP_006299347.1, XP_006303784.2
OG0006046	CARHR055300	XP_006300407.1, XP_023643461.1
OG0006047	CARHR084900	XP_006299685.1
OG0006049	CARHR143700	XP_006291966.1
OG0006050	CARHR146440	XP_006292701.1
OG0006051	CARHR153230	XP_023638692.1
OG0006052	CARHR153720	XP_023639013.1
OG0006052	CARHR153700	XP_006281920.1
OG0006053	CARHR160080	XP_006292956.1
OG0006055	CARHR225360	XP_006282863.1
OG0006056	CARHR224890	XP_023635327.1
OG0006057	CARHR180440	XP_006280856.2
OG0006058	CARHR182780, CARHR183110, CARHR182790, CARHR106230	XP_006281552.1
OG0006061	CARHR077920	XP_006299174.1, XP_006300185.2, XP_023642634.1
OG0006062	CARHR184710	XP_006296368.2
OG0006062	CARHR184700	XP_023640642.1
OG0006076	CARHR238470	XP_006283330.1
OG0006077	CARHR238510	XP_006285720.1
OG0006078	CARHR230090	XP_006284940.1
OG0006079	CARHR156000	XP_006291868.1, XP_006291874.1
OG0006081	CARHR156860	XP_006290288.1
OG0006082	CARHR143630	XP_023638782.1
OG0006083	CARHR143670	XP_006293033.1
OG0006084	CARHR143970	XP_006291000.1
OG0006085	CARHR144000	XP_006290827.1
OG0006086	CARHR194940	XP_006288472.1
OG0006087	CARHR119680	XP_006294169.1
OG0006088	CARHR195490	XP_006287722.1
OG0006089	CARHR195600	XP_023637340.1
OG0006090	CARHR196070	XP_006287470.1
OG0006091	CARHR196110	XP_006289489.1
OG0006092	CARHR050730	XP_006301000.1
OG0006093	CARHR093920	XP_023642531.1
OG0006094	CARHR196870	XP_006286538.1
OG0006095	CARHR197030	XP_023636321.1
OG0006096	CARHR197130	XP_006287845.1
OG0006097	CARHR197560	XP_006289166.1
OG0006098	CARHR152050, CARHR152060	XP_006291203.2
OG0006099	CARHR197650	XP_006286878.1
OG0006100	CARHR197700	XP_006287794.1
OG0006101	CARHR197730	XP_006287012.1
OG0006102	CARHR197910	XP_006289759.1
OG0006103	CARHR197940	XP_006288784.1
OG0006104	CARHR198000	XP_023636800.1
OG0006105	CARHR198120	XP_006288918.1
OG0006106	CARHR080130	XP_006299015.1
OG0006107	CARHR238180	XP_006284057.2
OG0006108	CARHR110390, CARHR266410	XP_006297075.1
OG0006109	CARHR254050	XP_006287903.1
OG0006110	CARHR198590	XP_006289291.1
OG0006111	CARHR198600	XP_006289437.1
OG0006112	CARHR185310	XP_023635881.1
OG0006113	CARHR143950	XP_006290380.2
OG0006114	CARHR198960	XP_006286583.1
OG0006115	CARHR198990	XP_006289133.1
OG0006116	CARHR199010	XP_006288790.1
OG0006117	CARHR116740	XP_006293967.1
OG0006118	CARHR199620	XP_006287238.1
OG0006119	CARHR199720	XP_006287834.1
OG0006120	CARHR199910	XP_023636695.1
OG0006121	CARHR199960	XP_006287212.1
OG0006123	CARHR200150	XP_006289522.1
OG0006124	CARHR200200	XP_006289857.2
OG0006125	CARHR200470	XP_006289366.1
OG0006126	CARHR200520	XP_006287724.1
OG0006127	CARHR200630	XP_023636187.1
OG0006128	CARHR200660	XP_006287244.1
OG0006129	CARHR200690	XP_006286516.2
OG0006130	CARHR201400	XP_006289197.1
OG0006131	CARHR201720	XP_023637325.1
OG0006132	CARHR202100, CARHR202090, CARHR202020, CARHR202030	XP_006287304.1
OG0006133	CARHR203240	XP_006288396.1
OG0006134	CARHR069360, CARHR203780	XP_006298528.1, XP_006288635.1
OG0006135	CARHR204320	XP_006287236.1
OG0006136	CARHR204360	XP_006289881.1
OG0006137	CARHR204460	XP_006287433.2
OG0006138	CARHR204680	XP_023637469.1
OG0006139	CARHR204840	XP_006288859.1
OG0006140	CARHR205030	XP_023637349.1
OG0006141	CARHR205310	XP_023637480.1
OG0006142	CARHR129310, CARHR036390, CARHR205500	XP_006287649.1
OG0006143	CARHR251350	XP_006288698.2
OG0006144	CARHR251410	XP_006287594.1
OG0006145	CARHR251530	XP_006287671.2
OG0006146	CARHR251670	XP_006289383.1
OG0006147	CARHR251700	XP_006289467.1
OG0006148	CARHR251710	XP_023637211.1
OG0006149	CARHR251740	XP_006286433.1
OG0006150	CARHR232520	XP_006284394.1
OG0006151	CARHR232380	XP_006284781.1
OG0006152	CARHR119340	XP_006293644.1
OG0006153	CARHR119400	XP_006294822.1
OG0006154	CARHR119880	XP_006295959.1
OG0006155	CARHR120110	XP_006293742.1
OG0006156	CARHR120480	XP_006295314.1
OG0006157	CARHR120820	XP_006295618.1
OG0006158	CARHR121060	XP_006293415.2
OG0006159	CARHR121150	XP_006293517.1, XP_006295763.1, XP_006286730.1
OG0006160	CARHR121340	XP_006296175.1
OG0006161	CARHR121400	XP_006296284.1
OG0006162	CARHR121840	XP_006295104.2
OG0006163	CARHR064760	XP_006301750.2
OG0006164	CARHR122700	XP_006294944.1
OG0006165	CARHR122870	XP_006295337.1
OG0006166	CARHR122880	XP_006295244.1
OG0006167	CARHR122960	XP_023640033.1
OG0006168	CARHR123270	XP_006293478.1
OG0006169	CARHR123530	XP_006295044.1
OG0006170	CARHR123660	XP_023640753.1
OG0006171	CARHR123670	XP_006294402.2
OG0006172	CARHR123750, CARHR123780	XP_006295535.1
OG0006173	CARHR124200	XP_023640248.1
OG0006174	CARHR124340	XP_006295885.1
OG0006175	CARHR124420, CARHR124890	XP_006295576.1
OG0006177	CARHR125200	XP_006294867.2
OG0006178	CARHR125250	XP_006294593.2
OG0006179	CARHR125470, CARHR125460	XP_006296254.1
OG0006180	CARHR125500	XP_023640141.1
OG0006181	CARHR156740, CARHR126410	XP_006295515.1
OG0006183	CARHR126220	XP_006293358.1
OG0006184	CARHR125990	XP_023640592.1
OG0006185	CARHR126900	XP_006294836.1
OG0006186	CARHR180360	XP_023637734.1, XP_023638596.1
OG0006187	CARHR099430	XP_006296683.1
OG0006188	CARHR179570	XP_006282250.1
OG0006189	CARHR179470	XP_006280634.1
OG0006190	CARHR179330	XP_023638898.1
OG0006191	CARHR179220	XP_006280379.1
OG0006192	CARHR232720	XP_006281357.1, XP_023634075.1
OG0006193	CARHR037120	XP_023645221.1
OG0006194	CARHR036580	XP_006305155.2
OG0006195	CARHR027250	XP_006304444.1
OG0006196	CARHR027340	XP_006306828.1
OG0006197	CARHR027800	XP_006305356.2
OG0006198	CARHR027990	XP_006304249.1
OG0006199	CARHR028000	XP_006303989.1
OG0006200	CARHR028150	XP_006305866.2
OG0006201	CARHR028500	XP_006304398.1
OG0006202	CARHR028610	XP_006303448.1
OG0006204	CARHR029130	XP_006307238.1
OG0006205	CARHR029470	XP_023645006.1
OG0006206	CARHR029350	XP_006305027.1
OG0006207	CARHR029330	XP_006304941.1
OG0006208	CARHR029240	XP_006304081.1
OG0006209	CARHR029700	XP_023645521.1
OG0006210	CARHR029770	XP_006303422.1
OG0006211	CARHR029810	XP_006306918.1
OG0006213	CARHR030770	XP_023632634.1
OG0006214	CARHR031130	XP_006303193.1
OG0006215	CARHR031430, CARHR291910	XP_006307262.1
OG0006216	CARHR278230	XP_006279609.1
OG0006217	CARHR031600, CARHR129670	XP_006303942.1
OG0006218	CARHR145160	XP_023637792.1
OG0006219	CARHR145290	XP_006290789.1
OG0006220	CARHR145780	XP_006292753.1
OG0006221	CARHR145860	XP_006291384.1
OG0006222	CARHR093590	XP_006297776.1
OG0006223	CARHR280830	XP_006280305.1
OG0006224	CARHR280800	XP_006280835.1
OG0006225	CARHR280170	XP_006281433.1
OG0006226	CARHR279970	XP_006281181.1
OG0006227	CARHR279870	XP_006279718.1
OG0006228	CARHR279550	XP_023640922.1
OG0006229	CARHR279510	XP_023636781.1
OG0006230	CARHR279480	XP_006279476.2
OG0006231	CARHR279270	XP_006280832.1
OG0006232	CARHR279090	XP_006280731.1
OG0006233	CARHR279030	XP_006280815.1
OG0006234	CARHR293770	XP_023639017.1
OG0006236	CARHR278800	XP_006281145.1
OG0006237	CARHR278660	XP_023638776.1
OG0006238	CARHR278180	XP_006282032.1, XP_023634156.1
OG0006239	CARHR277990	XP_023638183.1
OG0006240	CARHR096010, CARHR277890	XP_006280668.1
OG0006241	CARHR277760	XP_006280478.1
OG0006242	CARHR277410	XP_023633277.1
OG0006243	CARHR276930	XP_006281489.2
OG0006244	CARHR276820	XP_006281521.1
OG0006245	CARHR276770	XP_006279846.1, XP_006280732.1
OG0006246	CARHR278340, CARHR129140	XP_023639962.1
OG0006247	CARHR276590	XP_006280321.1
OG0006248	CARHR276570	XP_006280395.1
OG0006249	CARHR185500	XP_023643110.1
OG0006250	CARHR276380	XP_006281969.1
OG0006251	CARHR276370	XP_006280220.1
OG0006252	CARHR276170	XP_006280427.1
OG0006253	CARHR276130	XP_006281134.1
OG0006254	CARHR276040	XP_006279635.1
OG0006255	CARHR276020	XP_023632690.1
OG0006256	CARHR275980	XP_006279587.1
OG0006257	CARHR275420	XP_006282324.1
OG0006258	CARHR275040, CARHR275050	XP_006280431.1
OG0006259	CARHR274980	XP_006281203.1
OG0006261	CARHR274690	XP_023643421.1
OG0006262	CARHR274660	XP_006280693.1
OG0006263	CARHR274630	XP_006281938.1
OG0006264	CARHR190450	XP_006287009.1
OG0006265	CARHR190250	XP_006288850.1
OG0006266	CARHR190240	XP_006287711.1
OG0006267	CARHR190010	XP_006288138.1
OG0006268	CARHR190170, CARHR189920	XP_006289897.1
OG0006269	CARHR189470	XP_006288314.2
OG0006270	CARHR189460	XP_006287402.2
OG0006271	CARHR188660	XP_006288231.1
OG0006272	CARHR188650	XP_006286769.1
OG0006273	CARHR188330	XP_006288555.1
OG0006274	CARHR187890	XP_006287577.1
OG0006275	CARHR187620	XP_006287378.1
OG0006276	CARHR187610	XP_006289163.1
OG0006277	CARHR187580	XP_006288129.1
OG0006278	CARHR187470	XP_006288778.1
OG0006279	CARHR193460	XP_006287950.1
OG0006280	CARHR193570	XP_006287044.1
OG0006281	CARHR193210, CARHR193200	XP_006289719.1
OG0006282	CARHR192960	XP_006289344.1
OG0006283	CARHR192800	XP_006287693.1
OG0006284	CARHR192640	XP_006288954.1
OG0006285	CARHR182100	XP_006281254.1
OG0006286	CARHR192520	XP_006289386.1
OG0006287	CARHR192190	XP_006286910.2
OG0006288	CARHR191760	XP_006287369.1
OG0006289	CARHR191570	XP_006288608.1
OG0006290	CARHR191450	XP_006288502.1
OG0006291	CARHR191420	XP_023637189.1
OG0006292	CARHR191330	XP_006289493.1
OG0006293	CARHR274340	XP_006280883.2
OG0006294	CARHR274240	XP_006282160.1
OG0006295	CARHR273870	XP_006281054.1
OG0006296	CARHR110570	XP_006298209.1
OG0006297	CARHR273380	XP_006280768.2
OG0006298	CARHR272870	XP_006281961.1
OG0006299	CARHR272780	XP_006282192.1
OG0006300	CARHR272180	XP_006282057.2
OG0006301	CARHR229490	XP_006285440.1
OG0006302	CARHR005750	XP_006286997.1
OG0006303	CARHR272030	XP_006282322.1
OG0006304	CARHR271880	XP_006281161.1
OG0006305	CARHR223920	XP_023633859.1
OG0006306	CARHR271470	XP_023633150.1
OG0006307	CARHR271400	XP_006280546.1
OG0006308	CARHR271380	XP_006280778.1
OG0006309	CARHR064740	XP_006302324.1
OG0006310	CARHR271070	XP_006280548.1
OG0006311	CARHR270760	XP_006282246.1
OG0006312	CARHR270830	XP_023641323.1
OG0006313	CARHR158690	XP_006290602.1
OG0006314	CARHR270680	XP_006281308.1
OG0006316	CARHR270170	XP_006281368.1
OG0006317	CARHR270150	XP_006279759.1
OG0006318	CARHR269670	XP_006280109.1
OG0006319	CARHR269470	XP_006280439.1
OG0006320	CARHR268500	XP_006281358.1
OG0006321	CARHR217130	XP_006284327.1
OG0006322	CARHR267970	XP_006281153.1
OG0006323	CARHR158540	XP_006291082.1
OG0006324	CARHR158080	XP_006290776.1
OG0006325	CARHR158060	XP_006291163.1
OG0006326	CARHR157700	XP_006291794.1
OG0006327	CARHR157500	XP_006291593.1
OG0006328	CARHR267320	XP_023635607.1
OG0006329	CARHR267380	XP_006280456.1
OG0006330	CARHR250560	XP_006286580.1
OG0006331	CARHR251120	XP_006289099.2
OG0006332	CARHR205870	XP_023637023.1
OG0006333	CARHR205840	XP_006289257.1
OG0006334	CARHR054670	XP_006302637.1
OG0006335	CARHR206150	XP_006289710.1
OG0006336	CARHR206420	XP_006288803.1
OG0006337	CARHR206630	XP_006288164.1
OG0006338	CARHR206670	XP_006287123.1
OG0006339	CARHR206180	XP_006289054.1, XP_006290095.1
OG0006340	CARHR207110	XP_006288389.2
OG0006341	CARHR207060	XP_006289999.1
OG0006342	CARHR206970	XP_006286812.1
OG0006343	CARHR155240	XP_006298875.1
OG0006344	CARHR207820	XP_006288690.1
OG0006345	CARHR207880	XP_006282317.2, XP_023636136.1, XP_006289188.1
OG0006346	CARHR208080	XP_006287700.1
OG0006348	CARHR208330	XP_006289521.1
OG0006349	CARHR208380	XP_006288003.1
OG0006350	CARHR208390	XP_006287219.1
OG0006351	CARHR208740	XP_006287689.1
OG0006352	CARHR208770	XP_006289714.1
OG0006353	CARHR208780	XP_006288296.1
OG0006354	CARHR208900	XP_023635793.1
OG0006355	CARHR209320	XP_023637328.1
OG0006356	CARHR209380	XP_006288128.1
OG0006357	CARHR209960, CARHR118050, CARHR118060	XP_023636757.1
OG0006358	CARHR210140	XP_023637196.1
OG0006359	CARHR210210	XP_006287530.1
OG0006360	CARHR210270	XP_006288868.1
OG0006361	CARHR210290	XP_006288928.1
OG0006362	CARHR210610	XP_023635967.1
OG0006363	CARHR211030	XP_006289880.1
OG0006364	CARHR210920	XP_006287887.1
OG0006365	CARHR210910	XP_006288373.1
OG0006366	CARHR211090	XP_006288865.1
OG0006367	CARHR211300	XP_006288471.1
OG0006368	CARHR150840	XP_006292759.2
OG0006369	CARHR053730	XP_006280811.1
OG0006370	CARHR211760	XP_006288194.1
OG0006371	CARHR093680	XP_006299498.2
OG0006372	CARHR212620	XP_006283370.2
OG0006373	CARHR074230	XP_006303727.1
OG0006374	CARHR232180, CARHR291290, CARHR291220	XP_006301132.2
OG0006375	CARHR074830	XP_023644377.1
OG0006376	CARHR125340, CARHR074090	XP_006302184.1
OG0006377	CARHR073810	XP_006302811.1
OG0006378	CARHR073330	XP_006301913.1
OG0006379	CARHR073040	XP_006302952.2
OG0006380	CARHR073030	XP_006300360.1
OG0006381	CARHR036490, CARHR122790, CARHR071970	XP_006302765.2
OG0006382	CARHR071930	XP_006303023.1
OG0006383	CARHR071620	XP_006301657.2
OG0006384	CARHR071290	XP_023643958.1
OG0006385	CARHR070820	XP_006302591.1
OG0006386	CARHR224620	XP_023633852.1, XP_006283229.1
OG0006387	CARHR070470	XP_006303082.1
OG0006388	CARHR070400	XP_006300884.2
OG0006389	CARHR069980	XP_006301620.1
OG0006390	CARHR069140	XP_023643459.1
OG0006391	CARHR069110	XP_023643874.1
OG0006392	CARHR068970	XP_006303028.1
OG0006393	CARHR068710	XP_006302653.1
OG0006394	CARHR068570	XP_006302600.1
OG0006395	CARHR050820	XP_006303064.1
OG0006396	CARHR107480	XP_006298842.1
OG0006397	CARHR108000	XP_006300131.1
OG0006399	CARHR158860	XP_006292132.1
OG0006400	CARHR267860	XP_006281245.1
OG0006401	CARHR156330	XP_006292030.1
OG0006402	CARHR081010	XP_006297962.1
OG0006403	CARHR045610	XP_006307696.2
OG0006404	CARHR045460, CARHR045490	XP_023645891.1
OG0006405	CARHR045450	XP_006303750.1
OG0006406	CARHR051640, CARHR045250	XP_006303152.1
OG0006407	CARHR146210	XP_023639026.1
OG0006408	CARHR045000	XP_023645252.1
OG0006409	CARHR044680	XP_006303224.1
OG0006410	CARHR044510	XP_006305462.1
OG0006411	CARHR044470	XP_006305783.1
OG0006412	CARHR044360	XP_006305008.1
OG0006413	CARHR043940	XP_006304029.1
OG0006414	CARHR043840	XP_006304058.1
OG0006415	CARHR043300	XP_006305531.1
OG0006416	CARHR043280	XP_006303921.1
OG0006417	CARHR130200	XP_023639678.1
OG0006418	CARHR130290	XP_006296415.1
OG0006419	CARHR025240	XP_006304770.1
OG0006420	CARHR225330	XP_023635313.1
OG0006421	CARHR104550	XP_006292677.1
OG0006422	CARHR104500	XP_006290866.1
OG0006423	CARHR153180	XP_006291277.1
OG0006424	CARHR217060	XP_023634586.1
OG0006425	CARHR266070	XP_006280593.1
OG0006426	CARHR266130, CARHR266140	XP_006280571.2
OG0006427	CARHR258780	XP_023634777.1
OG0006428	CARHR258180	XP_023639271.1
OG0006429	CARHR218740	XP_006283586.1
OG0006430	CARHR218900	XP_006286186.1
OG0006431	CARHR219090	XP_006285346.1
OG0006432	CARHR219510	XP_023635135.1, XP_023634252.1
OG0006433	CARHR220130	XP_006284562.1
OG0006434	CARHR099250	XP_006283992.1
OG0006436	CARHR222180	XP_006285697.1
OG0006437	CARHR222230	XP_006283360.1
OG0006438	CARHR290050	XP_023635119.1
OG0006439	CARHR290260	XP_006282934.1
OG0006440	CARHR290480	XP_006284766.1
OG0006441	CARHR065700	XP_006302100.1
OG0006442	CARHR066220	XP_006302743.2
OG0006443	CARHR066530	XP_023643108.1, XP_023643105.1, XP_006303119.2, XP_006290234.2, XP_006302888.1
OG0006445	CARHR066800	XP_006302057.1
OG0006446	CARHR066830	XP_006300512.1
OG0006447	CARHR067000	XP_023643329.1
OG0006448	CARHR067050	XP_006302961.1
OG0006449	CARHR071790, CARHR251930, CARHR071810	XP_006302806.1
OG0006450	CARHR067750	XP_023642846.1
OG0006451	CARHR068120	XP_023643684.1
OG0006452	CARHR068150	XP_006302562.2
OG0006453	CARHR061550	XP_023644109.1
OG0006454	CARHR061690	XP_006302433.2
OG0006455	CARHR062110	XP_006303022.1
OG0006456	CARHR236320	XP_006282920.1
OG0006457	CARHR236470	XP_006285981.1
OG0006458	CARHR236610	XP_023634851.1
OG0006459	CARHR236670	XP_023634890.1
OG0006460	CARHR236680	XP_006283796.1
OG0006461	CARHR236990	XP_023635395.1
OG0006462	CARHR047010	XP_006302770.1
OG0006463	CARHR257410	XP_023639779.1
OG0006464	CARHR146220	XP_006291111.1
OG0006465	CARHR153960	XP_006291690.1
OG0006466	CARHR153430	XP_006291358.1
OG0006467	CARHR286640	XP_006291020.1
OG0006468	CARHR154110	XP_006290429.1
OG0006469	CARHR142600	XP_006296560.2, XP_006293545.2
OG0006470	CARHR148930	XP_006290840.2
OG0006471	CARHR148730	XP_023638765.1
OG0006472	CARHR148670	XP_006291590.1
OG0006473	CARHR148400, CARHR148410	XP_006291939.1
OG0006474	CARHR148310	XP_006291586.1
OG0006475	CARHR147370	XP_023638112.1
OG0006476	CARHR147360	XP_006292610.1
OG0006477	CARHR147100	XP_006290883.1
OG0006478	CARHR231730	XP_006282893.1
OG0006479	CARHR146820	XP_006291003.1
OG0006480	CARHR149660	XP_006290541.1
OG0006481	CARHR146620	XP_006290275.2
OG0006482	CARHR062980	XP_023644301.1
OG0006484	CARHR062540	XP_006300337.1
OG0006485	CARHR062520	XP_006302342.1
OG0006486	CARHR062390	XP_006302617.2
OG0006487	CARHR062270	XP_023644088.1
OG0006488	CARHR175860	XP_006279925.1
OG0006489	CARHR176060	XP_006279569.1
OG0006490	CARHR176440	XP_006281156.2
OG0006491	CARHR259900, CARHR001380	XP_006305480.1
OG0006492	CARHR177510	XP_006280793.2
OG0006493	CARHR039640	XP_006303310.1
OG0006494	CARHR039720	XP_006306999.1
OG0006495	CARHR039900	XP_006305474.2
OG0006496	CARHR113150, CARHR040130	XP_006305613.1
OG0006497	CARHR040470	XP_006307314.1
OG0006498	CARHR265260	XP_006280002.1
OG0006499	CARHR041740	XP_006307147.1
OG0006500	CARHR041760	XP_006304879.1
OG0006501	CARHR042370	XP_006303216.2
OG0006502	CARHR042530	XP_006307544.1
OG0006503	CARHR268090	XP_006281165.1
OG0006504	CARHR128160	XP_006294394.1
OG0006505	CARHR128650	XP_023639844.1
OG0006506	CARHR128670	XP_006296464.1
OG0006507	CARHR128710	XP_006296047.1
OG0006508	CARHR128960	XP_006293953.1
OG0006509	CARHR129070	XP_023640216.1
OG0006510	CARHR129350	XP_006294812.1
