Orthogroup	Cardamine_hirsuta	Cochlearia_excelsa
OG0010469	CARHR195990	g4999
OG0010470	CARHR006580	g26993
OG0010471	CARHR216530	g29176
OG0010472	CARHR196520	g45738
OG0010473	CARHR196710	g45735
OG0010474	CARHR196730	g45734, g5043
OG0010475	CARHR196880	g5047
OG0010476	CARHR113410, CARHR152480, CARHR197120	g45721
OG0010477	CARHR197140	g5061
OG0010478	CARHR197250	g45717
OG0010479	CARHR128900	g51469
OG0010480	CARHR197870	g29245
OG0010481	CARHR197890	g5114
OG0010482	CARHR198220	g45681
OG0010483	CARHR053450, CARHR198440	g38328
OG0010485	CARHR198580	g5169
OG0010486	CARHR198610	g29292, g5175
OG0010487	CARHR198680	g29300, g5178
OG0010488	CARHR219920	g24577
OG0010489	CARHR198970	g5193
OG0010490	CARHR199530	g29330
OG0010491	CARHR199630	g29335
OG0010492	CARHR199640	g29336
OG0010493	CARHR199650	g5242
OG0010494	CARHR199740	g5253
OG0010495	CARHR199780	g5257
OG0010496	CARHR199920	g29348
OG0010497	CARHR199970	g29353
OG0010498	CARHR200270	g29370, g53780
OG0010499	CARHR200280	g5286
OG0010500	CARHR200460	g5295
OG0010501	CARHR200540	g29389
OG0010502	CARHR051620	g50577
OG0010503	CARHR200600	g5302
OG0010504	CARHR284310	g45859
OG0010505	CARHR200820	g5314
OG0010506	CARHR200870	g5317
OG0010507	CARHR200990	g29406
OG0010508	CARHR201020	g5327
OG0010509	CARHR201330	g5345
OG0010510	CARHR201340	g5347
OG0010511	CARHR201510	g45574
OG0010512	CARHR201670	g29438
OG0010513	CARHR201710	g5369
OG0010514	CARHR201770	g5372, g45568, g29445
OG0010515	CARHR202140	g5385
OG0010517	CARHR202370	g29473, g45556
OG0010518	CARHR202390	g5395
OG0010519	CARHR202850	g45538
OG0010520	CARHR202890	g29500
OG0010521	CARHR202970, CARHR202960, CARHR202980	g5418
OG0010522	CARHR203190	g5428
OG0010523	CARHR203550	g5445
OG0010524	CARHR203650	g29548
OG0010525	CARHR203790, CARHR069350	g45518, g5451
OG0010526	CARHR203900	g29558
OG0010527	CARHR203980	g5456
OG0010528	CARHR204030	g29564
OG0010529	CARHR102200	g13533
OG0010530	CARHR097680	g6626
OG0010531	CARHR204500	g29580
OG0010532	CARHR204520	g29582
OG0010533	CARHR204580	g5499
OG0010534	CARHR204640	g45500
OG0010535	CARHR204650	g29587
OG0010537	CARHR205230	g5525
OG0010538	CARHR205380	g29609
OG0010539	CARHR205550	g29619, g29620
OG0010540	CARHR251290	g39623
OG0010541	CARHR251310	g39626, g25492
OG0010542	CARHR251380	g39628
OG0010543	CARHR251570	g25503
OG0010544	CARHR251590	g45194
OG0010545	CARHR251580	g25507
OG0010546	CARHR251620	g39636
OG0010547	CARHR251720	g39642
OG0010548	CARHR251750	g25515
OG0010549	CARHR232500	g23796
OG0010550	CARHR232470	g23800
OG0010552	CARHR232170	g47523
OG0010553	CARHR119210, CARHR119110	g40150
OG0010554	CARHR119150	g40148
OG0010555	CARHR119330	g40142
OG0010556	CARHR119760, CARHR119750	g40122
OG0010557	CARHR120040	g40108
OG0010558	CARHR120270	g37803
OG0010559	CARHR120460	g37810
OG0010560	CARHR120500	g40085
OG0010561	CARHR120530	g40082
OG0010562	CARHR120640	g40078
OG0010563	CARHR121090	g40059
OG0010564	CARHR121160	g40057
OG0010565	CARHR121290	g43769
OG0010566	CARHR121390	g40032
OG0010567	CARHR121630	g39976
OG0010568	CARHR122070	g40010, g51114
OG0010569	CARHR122460	g37870
OG0010570	CARHR122470	g40018
OG0010571	CARHR122900	g39969
OG0010572	CARHR123130	g39961
OG0010574	CARHR123930	g39912
OG0010575	CARHR124180	g39897
OG0010576	CARHR113230, CARHR109820	g50891
OG0010577	CARHR124450	g51230
OG0010578	CARHR124480	g51231
OG0010579	CARHR124570	g39876
OG0010581	CARHR124810	g39858
OG0010582	CARHR125170	g39836
OG0010583	CARHR125410	g51264
OG0010584	CARHR125490	g37915
OG0010586	CARHR125690	g51278
OG0010587	CARHR125880	g39815
OG0010588	CARHR118450	g38282
OG0010590	CARHR126440	g51305, g35972
OG0010591	CARHR126240	g39797
OG0010593	CARHR126170	g39794
OG0010594	CARHR126740	g51315
OG0010595	CARHR126830	g51319
OG0010596	CARHR126880, CARHR126890	g39763
OG0010597	CARHR126940	g39759
OG0010598	CARHR127440	g39742
OG0010599	CARHR180120	g46867
OG0010600	CARHR294330	g18344
OG0010601	CARHR006240	g46869
OG0010602	CARHR179550	g39703
OG0010603	CARHR179100	g39678
OG0010604	CARHR251990	g39668
OG0010605	CARHR251970	g3053
OG0010606	CARHR251950, CARHR251870	g39650
OG0010607	CARHR251830	g7745
OG0010608	CARHR251790	g39647
OG0010609	CARHR037490	g36268
OG0010610	CARHR037340	g28113
OG0010611	CARHR037330	g36264
OG0010612	CARHR036900	g53987
OG0010613	CARHR134170	g32291, g50420
OG0010614	CARHR036350	g36194
OG0010615	CARHR027200	g50430
OG0010616	CARHR027550	g32313
OG0010617	CARHR027740	g50456
OG0010618	CARHR027890	g50467
OG0010619	CARHR027950	g32353
OG0010620	CARHR028020	g50488
OG0010621	CARHR028250	g32373
OG0010622	CARHR028950	g32404, g32403
OG0010623	CARHR029030	g32410, g27688
OG0010624	CARHR029580, CARHR029570	g27691
OG0010625	CARHR029490	g32422
OG0010626	CARHR029390	g32430
OG0010627	CARHR029310	g32443, g50523
OG0010630	CARHR029650	g32451
OG0010631	CARHR029760	g50531
OG0010632	CARHR029880	g27703
OG0010633	CARHR029890	g32470
OG0010634	CARHR212610	g16766
OG0010636	CARHR030340	g50567
OG0010637	CARHR030500	g32509
OG0010638	CARHR030540, CARHR005150	g50571, g24905
OG0010639	CARHR030610	g27757
OG0010640	CARHR030660	g27756
OG0010641	CARHR286980	g27735
OG0010642	CARHR031050	g32533
OG0010645	CARHR031210	g50615
OG0010646	CARHR031290	g50618, g32548
OG0010647	CARHR031480	g27769
OG0010649	CARHR031730	g50634
OG0010650	CARHR031930	g17521, g50648
OG0010651	CARHR032040, CARHR032050	g50656
OG0010652	CARHR032060	g32631
OG0010653	CARHR032080	g32633
OG0010654	CARHR145110	g10705
OG0010655	CARHR145240	g10695
OG0010656	CARHR145260	g10693
OG0010657	CARHR137830	g37461
OG0010658	CARHR145440	g1526
OG0010659	CARHR145490	g1529
OG0010660	CARHR145840	g10661
OG0010661	CARHR280980	g40
OG0010663	CARHR280820	g9652
OG0010664	CARHR280760	g9661
OG0010665	CARHR280700	g60
OG0010666	CARHR280510	g67
OG0010667	CARHR280440	g72
OG0010668	CARHR280430	g73
OG0010669	CARHR280400	g75
OG0010670	CARHR280220	g88
OG0010673	CARHR260360	g25854
OG0010674	CARHR279840	g9692
OG0010675	CARHR279760	g130
OG0010676	CARHR279740	g132
OG0010677	CARHR279630	g9700
OG0010679	CARHR215690, CARHR279470	g9710
OG0010680	CARHR279150	g9722
OG0010681	CARHR293730	g187
OG0010682	CARHR278760	g9746
OG0010683	CARHR278710	g208
OG0010684	CARHR278600	g215
OG0010685	CARHR278310	g236
OG0010686	CARHR278200	g9774
OG0010687	CARHR278110	g246
OG0010688	CARHR278090	g9781
OG0010689	CARHR277940	g9790
OG0010690	CARHR277870	g260
OG0010691	CARHR277770	g268
OG0010692	CARHR277730	g271
OG0010693	CARHR277720	g9800
OG0010694	CARHR277680	g9801
OG0010695	CARHR277310	g297, g9815
OG0010696	CARHR277230	g302
OG0010697	CARHR212500	g14048
OG0010698	CARHR276510	g9844
OG0010699	CARHR276390	g345
OG0010700	CARHR276310	g354, g9853
OG0010701	CARHR276030	g9867, g368
OG0010702	CARHR275930	g9870
OG0010703	CARHR275520	g9885
OG0010704	CARHR275430	g408
OG0010705	CARHR275140	g424
OG0010706	CARHR274500	g453, g9950
OG0010707	CARHR204870, CARHR190340	g469
OG0010709	CARHR190300	g471
OG0010710	CARHR266750	g18634
OG0010711	CARHR190100	g9961, g488
OG0010712	CARHR189950	g18586
OG0010713	CARHR207760	g29723
OG0010714	CARHR189670	g508
OG0010715	CARHR189560	g513
OG0010716	CARHR189540	g514
OG0010718	CARHR189450	g18573
OG0010719	CARHR189340	g9998
OG0010720	CARHR188960	g10014
OG0010721	CARHR188950	g10017
OG0010722	CARHR188900	g18568
OG0010724	CARHR188790	g35793, g18566
OG0010725	CARHR188570	g10027, g568
OG0010726	CARHR187850	g604
OG0010727	CARHR187790	g607
OG0010728	CARHR187780	g10065, g608
OG0010729	CARHR102260	g13536
OG0010730	CARHR187540	g622
OG0010731	CARHR187520	g10086, g623
OG0010732	CARHR193400	g29120
OG0010733	CARHR193590	g29110
OG0010734	CARHR193280	g28982
OG0010737	CARHR192780	g41412
OG0010738	CARHR192770	g41411
OG0010739	CARHR192760	g701
OG0010741	CARHR192650	g28949
OG0010742	CARHR192510	g715
OG0010743	CARHR192210	g28927
OG0010744	CARHR192120	g28922
OG0010746	CARHR191920	g41381
OG0010747	CARHR191770	g755
OG0010748	CARHR191690	g760
OG0010749	CARHR191650	g763
OG0010750	CARHR191640	g41369, g28898
OG0010751	CARHR191580	g28895
OG0010752	CARHR191520	g768
OG0010753	CARHR191270	g28877
OG0010754	CARHR191220	g790, g43749
OG0010755	CARHR191100	g796
OG0010756	CARHR191040	g28867, g41356
OG0010757	CARHR191030	g800
OG0010758	CARHR151360	g802
OG0010759	CARHR190970	g41353
OG0010760	CARHR190770	g41351
OG0010761	CARHR274440	g28849
OG0010762	CARHR274160	g844
OG0010763	CARHR274110	g846
OG0010764	CARHR274040	g41321
OG0010765	CARHR135530	g51884
OG0010766	CARHR273090	g1276
OG0010767	CARHR266600, CARHR273020	g28746
OG0010768	CARHR285850	g28742
OG0010769	CARHR285840	g28741
OG0010770	CARHR285800	g39236, g1273, g28732
OG0010771	CARHR060400, CARHR285790	g39237, g1270
OG0010772	CARHR285340	g28708
OG0010773	CARHR285250	g39255
OG0010774	CARHR285190	g1235
OG0010775	CARHR272740	g1224
OG0010777	CARHR272640	g28716
OG0010778	CARHR272190	g1163
OG0010779	CARHR272070	g28696
OG0010780	CARHR272050	g28695
OG0010781	CARHR272060	g28694
OG0010782	CARHR271990	g28689
OG0010783	CARHR271910	g28685
OG0010784	CARHR271810	g28677
OG0010785	CARHR271840	g28680
OG0010786	CARHR271830	g28679
OG0010788	CARHR271670	g28667
OG0010789	CARHR271560	g28661
OG0010790	CARHR271530	g1136
OG0010791	CARHR271500	g1134
OG0010792	CARHR271460	g28655
OG0010793	CARHR271250	g39304
OG0010794	CARHR271000	g28625
OG0010795	CARHR270670	g39331
OG0010796	CARHR270510	g1083
OG0010797	CARHR270490	g39338
OG0010798	CARHR152790	g1076
OG0010800	CARHR269580	g39355
OG0010801	CARHR269490, CARHR054630	g28544
OG0010802	CARHR269420	g1043
OG0010803	CARHR269040	g28527
OG0010804	CARHR269020	g39365
OG0010805	CARHR268910	g39366
OG0010806	CARHR065370	g45997
OG0010808	CARHR268730	g1012
OG0010809	CARHR268510	g998
OG0010810	CARHR268450	g28505
OG0010812	CARHR268250	g28495, g983
OG0010813	CARHR157890	g2647
OG0010814	CARHR157770	g2676
OG0010815	CARHR157640	g19438
OG0010816	CARHR267100	g28449
OG0010817	CARHR267330	g946
OG0010818	CARHR267390	g39432
OG0010819	CARHR267640	g955
OG0010820	CARHR250490	g39556
OG0010821	CARHR287080	g41148
OG0010822	CARHR250730	g25469
OG0010823	CARHR250840	g39590
OG0010824	CARHR250850	g39591
OG0010825	CARHR250980	g39601
OG0010826	CARHR251010	g25479
OG0010827	CARHR251060	g39605
OG0010828	CARHR205880	g29639
OG0010829	CARHR036420	g45474
OG0010830	CARHR026200, CARHR026220, CARHR026230	g32211
OG0010831	CARHR206130	g45468
OG0010832	CARHR206160	g45466
OG0010833	CARHR206170	g5576
OG0010834	CARHR206230	g5580
OG0010835	CARHR206350	g45462, g29655
OG0010836	CARHR206620	g29669
OG0010837	CARHR206960	g29690
OG0010838	CARHR206940	g45449
OG0010839	CARHR153190, CARHR206840	g45446
OG0010840	CARHR206820	g5613
OG0010842	CARHR207770	g29724
OG0010843	CARHR290790, CARHR207780	g29725
OG0010844	CARHR207850	g5639
OG0010845	CARHR207920	g5643
OG0010847	CARHR208260	g29757
OG0010848	CARHR208310	g5656
OG0010849	CARHR208470	g45414, g40769
OG0010850	CARHR118160	g38396
OG0010851	CARHR208790	g5684
OG0010852	CARHR025120	g27583
OG0010853	CARHR208950	g45395, g5693
OG0010855	CARHR209530, CARHR208850, CARHR208870	g29820
OG0010856	CARHR208840, CARHR209560	g29821
OG0010857	CARHR209670	g5720
OG0010858	CARHR209920	g5733
OG0010860	CARHR040510	g29839
OG0010861	CARHR210230	g5756
OG0010862	CARHR210600	g45341
OG0010863	CARHR210660	g45337
OG0010864	CARHR210780	g45329
OG0010865	CARHR210820	g45317
OG0010866	CARHR211130	g5793
OG0010868	CARHR211220	g5797
OG0010869	CARHR211350	g45302, g5801
OG0010871	CARHR211480	g45300
OG0010872	CARHR211610	g5818
OG0010873	CARHR211670	g45290
OG0010874	CARHR211970	g5845
OG0010875	CARHR212180	g5863
OG0010876	CARHR212250	g3249
OG0010877	CARHR212310	g39333, g45282
OG0010878	CARHR261410	g16836
OG0010879	CARHR261360	g16834
OG0010880	CARHR213430	g46657, g16808
OG0010881	CARHR213220	g16800
OG0010882	CARHR212970	g16787
OG0010883	CARHR212910	g16784
OG0010884	CARHR287630	g16779, g16781
OG0010885	CARHR046110	g23993
OG0010886	CARHR212480	g46621
OG0010887	CARHR143590, CARHR212390	g44269
OG0010888	CARHR262750, CARHR074700, CARHR262770	g13829
OG0010889	CARHR074670	g44264
OG0010890	CARHR074190	g13598
OG0010891	CARHR074820	g46581
OG0010892	CARHR073820	g46560
OG0010893	CARHR073650	g46548
OG0010894	CARHR073340	g44312
OG0010895	CARHR073020	g46518
OG0010896	CARHR072700	g44343
OG0010897	CARHR155250	g2873, g19551
OG0010898	CARHR072180	g44354
OG0010899	CARHR246240	g18286
OG0010900	CARHR071920	g46450
OG0010901	CARHR071750	g46436
OG0010902	CARHR071690	g46431
OG0010903	CARHR071550	g46417
OG0010904	CARHR071530	g46415
OG0010905	CARHR071350	g46393
OG0010906	CARHR071230	g14076
OG0010907	CARHR071110	g46374
OG0010908	CARHR070910, CARHR070950	g44363
OG0010909	CARHR070890	g46353
OG0010910	CARHR070730	g46337
OG0010911	CARHR070570	g46322
OG0010912	CARHR070130	g46289
OG0010914	CARHR153710	g11548
OG0010915	CARHR069840	g44407
OG0010916	CARHR118020	g38395
OG0010918	CARHR002120	g26900
OG0010919	CARHR069100	g46229
OG0010920	CARHR068670	g44468, g46193
OG0010921	CARHR068490	g44479
OG0010922	CARHR068440, CARHR068450	g46182
OG0010923	CARHR107660	g14024, g6086
OG0010924	CARHR107670	g14023
OG0010925	CARHR107880	g14008
OG0010926	CARHR094700	g6814
OG0010927	CARHR267800	g28483
OG0010928	CARHR156160	g2729
OG0010929	CARHR156180	g19513, g2731
OG0010930	CARHR046060	g27970, g5
OG0010931	CARHR045820	g54382, g54377, g54381
OG0010932	CARHR044950	g27984
OG0010933	CARHR044440	g36683
OG0010934	CARHR036120	g28143
OG0010935	CARHR044000	g28000
OG0010936	CARHR043910	g36659
OG0010937	CARHR043760	g54298
OG0010938	CARHR043690	g54296, g36633
OG0010939	CARHR043410	g36610
OG0010940	CARHR118440	g38281
OG0010942	CARHR130370	g37149
OG0010943	CARHR130450	g37156
OG0010944	CARHR130460	g38029
OG0010946	CARHR130770	g51587
OG0010947	CARHR130920	g51599
OG0010948	CARHR150920	g19594
OG0010949	CARHR151120	g11449
OG0010950	CARHR104350	g3138
OG0010952	CARHR217090	g17890
OG0010953	CARHR216920	g13527, g46864
OG0010954	CARHR265920	g41249
OG0010955	CARHR258460	g1421
OG0010956	CARHR258760	g1455
OG0010957	CARHR286850	g17920
OG0010958	CARHR218670	g46977
OG0010959	CARHR218870	g24705
OG0010960	CARHR219170	g47002
OG0010961	CARHR219860	g24579
OG0010962	CARHR220020, CARHR220010	g17777
OG0010963	CARHR103900	g13596
OG0010964	CARHR220300	g17756
OG0010965	CARHR220450, CARHR220440	g24539
OG0010966	CARHR220180	g47038
OG0010967	CARHR220830	g47057
OG0010968	CARHR221340	g47078
OG0010969	CARHR263390	g46714
OG0010970	CARHR221540	g47083
OG0010971	CARHR147580	g1594
OG0010972	CARHR221910	g47092
OG0010973	CARHR221960	g24466
OG0010974	CARHR222200	g24457
OG0010975	CARHR290010	g17647
OG0010976	CARHR022120	g27499
OG0010977	CARHR258820	g1461
OG0010978	CARHR290420	g24407
OG0010979	CARHR290520	g24403
OG0010980	CARHR290380	g24410
OG0010981	CARHR065940	g46025
OG0010984	CARHR066420	g44572
OG0010986	CARHR066580	g44564, g46068
OG0010987	CARHR066610	g46076
OG0010988	CARHR066730	g46083
OG0010989	CARHR130140	g51550
OG0010990	CARHR066890	g46095
OG0010991	CARHR066920	g46098
OG0010992	CARHR066960	g46101
OG0010993	CARHR067040	g44555
OG0010994	CARHR067090	g46109
OG0010995	CARHR067300	g44544
OG0010996	CARHR067500	g46131
OG0010997	CARHR067650	g44532
OG0010998	CARHR067730	g17987
OG0010999	CARHR067740	g44520
OG0011001	CARHR068160	g44497
OG0011002	CARHR068180	g46169
OG0011003	CARHR068190	g46170
OG0011004	CARHR061370	g44826
OG0011005	CARHR061470	g44821
OG0011006	CARHR061890	g45770
OG0011007	CARHR061940, CARHR061930	g45776
OG0011009	CARHR062100	g44773
OG0011010	CARHR286840	g36055
OG0011011	CARHR236500	g23532, g17026
OG0011013	CARHR236640	g23523, g23522
OG0011014	CARHR236720	g23513
OG0011015	CARHR236800	g23509
OG0011016	CARHR236810	g17016
OG0011017	CARHR102920	g11645
OG0011019	CARHR047640	g40792
OG0011020	CARHR047610	g50758, g40793
OG0011021	CARHR047410	g44261
OG0011022	CARHR047050	g40803
OG0011023	CARHR047030	g40804
OG0011024	CARHR047020	g1737, g43525
OG0011025	CARHR262220	g16871
OG0011026	CARHR102570	g16859
OG0011027	CARHR102620	g16855
OG0011028	CARHR261970	g16852
OG0011029	CARHR261930	g16853
OG0011030	CARHR261960	g16850
OG0011031	CARHR261910	g4318
OG0011032	CARHR222340	g18099
OG0011033	CARHR292480	g10359
OG0011034	CARHR149650	g10442
OG0011035	CARHR292520	g10415
OG0011036	CARHR152720	g3435
OG0011037	CARHR149260	g10458
OG0011038	CARHR040910	g10498
OG0011040	CARHR148200	g10527
OG0011041	CARHR147810	g10551
OG0011042	CARHR147660	g10558
OG0011043	CARHR147500	g10567
OG0011045	CARHR147090	g10588
OG0011046	CARHR146860	g10602
OG0011047	CARHR146800	g1579
OG0011049	CARHR288560	g1572
OG0011050	CARHR288550	g10621
OG0011051	CARHR062800	g44735, g44730
OG0011053	CARHR028160	g44747
OG0011054	CARHR062550	g45809
OG0011055	CARHR062500	g45805
OG0011056	CARHR062380, CARHR062370	g44762
OG0011060	CARHR175650	g10956
OG0011061	CARHR259680	g40228
OG0011062	CARHR175870	g40598
OG0011063	CARHR259340	g40205
OG0011064	CARHR175940	g40595
OG0011065	CARHR176020	g40589
OG0011066	CARHR176150	g40581
OG0011067	CARHR176280	g40574
OG0011068	CARHR176430	g10978, g40570
OG0011071	CARHR176680	g40556
OG0011072	CARHR176690	g10984
OG0011073	CARHR176700	g10985
OG0011074	CARHR057110	g45083
OG0011075	CARHR039540	g28077
OG0011076	CARHR170050	g2030
OG0011077	CARHR039760	g54148
OG0011078	CARHR039860	g36410, g54152
OG0011079	CARHR039940	g36413
OG0011080	CARHR040000	g28064
OG0011081	CARHR040140	g36428, g28062
OG0011082	CARHR040480	g28055
OG0011083	CARHR040540	g28053
OG0011084	CARHR040710	g54199
OG0011085	CARHR040720	g36460
OG0011086	CARHR040810	g54198
OG0011087	CARHR040830	g28049
OG0011088	CARHR040970	g36164
OG0011089	CARHR041010	g36482
OG0011090	CARHR041150	g36487
OG0011091	CARHR041190	g36489
OG0011092	CARHR041380	g28040
OG0011093	CARHR041540	g28034
OG0011094	CARHR041730	g54216
OG0011095	CARHR041800	g36514
OG0011096	CARHR041910	g54230
OG0011097	CARHR042040, CARHR042030	g28027
OG0011098	CARHR042120	g54249
OG0011099	CARHR042490	g54262
OG0011101	CARHR042560, CARHR260380	g36571
OG0011102	CARHR181730	g37030
OG0011103	CARHR181740	g49150
OG0011104	CARHR181470	g37033
OG0011105	CARHR127550	g37960
OG0011106	CARHR127580	g51367
OG0011107	CARHR127590	g51368
OG0011108	CARHR127840	g51391
OG0011109	CARHR127850	g51394, g37074, g37967
OG0011110	CARHR128020	g37075
OG0011111	CARHR128000	g51404
OG0011112	CARHR128040	g51406
OG0011113	CARHR128360	g23749, g37087
OG0011114	CARHR128620	g37079
OG0011115	CARHR128630	g37078
OG0011116	CARHR128680	g51455
OG0011117	CARHR128720	g51457
OG0011118	CARHR128830	g51462
OG0011119	CARHR128880	g37983
OG0011120	CARHR128980	g51476
OG0011121	CARHR129440	g38000
OG0011122	CARHR129460	g37132
OG0011123	CARHR144330	g1506
OG0011124	CARHR226290	g24124
OG0011125	CARHR226150	g3831, g17434
OG0011126	CARHR111330	g13844
OG0011127	CARHR225830	g24154
OG0011128	CARHR055600	g43837
OG0011129	CARHR225560	g17465
OG0011130	CARHR225420	g47277
OG0011131	CARHR225370	g24179
OG0011132	CARHR225290	g47274, g44156
OG0011134	CARHR225220	g24185
OG0011135	CARHR225090	g24193
OG0011136	CARHR224640	g52221
OG0011137	CARHR224510	g24235
OG0011138	CARHR223930, CARHR223870	g24281
OG0011139	CARHR224170	g47212
OG0011140	CARHR224070	g24264
OG0011141	CARHR223910	g24277
OG0011142	CARHR223820	g17554
OG0011146	CARHR160340	g19343
OG0011147	CARHR060890	g41569
OG0011148	CARHR065130	g11602
OG0011149	CARHR160120	g19358
OG0011150	CARHR160110	g2553
OG0011151	CARHR077790	g7812
OG0011152	CARHR159900	g19362
OG0011153	CARHR230920	g47461
OG0011154	CARHR230750	g23898
OG0011155	CARHR151870	g10397
OG0011156	CARHR265420	g41223
OG0011157	CARHR265000	g1301, g28359
OG0011158	CARHR264690	g28351, g1319
OG0011159	CARHR264310	g1330
OG0011160	CARHR264090	g28332
OG0011161	CARHR256990	g28313
OG0011162	CARHR256900	g28321
OG0011163	CARHR256960	g28316
OG0011164	CARHR256840	g28323, g1340
OG0011165	CARHR104810	g14691
OG0011166	CARHR105160	g6245
OG0011167	CARHR104050	g6338
OG0011168	CARHR169830	g18893
OG0011169	CARHR105170	g6254
OG0011170	CARHR043820	g13668
OG0011171	CARHR284800	g6191
OG0011172	CARHR105400	g6187
OG0011173	CARHR286460	g14345
OG0011174	CARHR106150	g13700
OG0011175	CARHR106250	g14216, g6148
OG0011176	CARHR106370	g6143
OG0011177	CARHR153570	g10308
OG0011178	CARHR106660	g6387
OG0011179	CARHR106700	g6140, g14194
OG0011180	CARHR107190	g14060
OG0011181	CARHR107210	g6120
OG0011182	CARHR231350	g23859
OG0011183	CARHR231220	g47476
OG0011184	CARHR281620	g19627
OG0011185	CARHR229900	g17275
OG0011187	CARHR229150	g17306
OG0011188	CARHR229080	g23968
OG0011189	CARHR228870	g17310, g47410
OG0011190	CARHR228810	g47407
OG0011192	CARHR091060	g12105
OG0011193	CARHR226770	g17395
OG0011194	CARHR292440	g28247
OG0011195	CARHR226860	g47329, g24073
OG0011196	CARHR227090	g24066, g47336
OG0011197	CARHR227220	g24059
OG0011198	CARHR227400	g17373
OG0011199	CARHR227990	g47373, g1733
OG0011200	CARHR104010	g6333
OG0011201	CARHR228250	g47384
OG0011202	CARHR228260, CARHR228270	g24002
OG0011203	CARHR228450	g47396
OG0011204	CARHR226600	g24095
OG0011205	CARHR226450	g24119
OG0011206	CARHR137760	g52076
OG0011207	CARHR260450	g25850
OG0011208	CARHR260470	g40265
OG0011209	CARHR285110	g18449
OG0011210	CARHR181930	g36997
OG0011211	CARHR181820	g37008
OG0011212	CARHR181510	g37014
OG0011213	CARHR181620	g18440
OG0011214	CARHR222770	g24357
OG0011215	CARHR222850	g17582, g24349
OG0011216	CARHR222730	g17590
OG0011217	CARHR223190	g16410, g47175
OG0011218	CARHR223220	g24323
OG0011219	CARHR223430	g47185
OG0011220	CARHR223480	g47187
OG0011221	CARHR223610	g47195
OG0011222	CARHR223640	g47196, g24302
OG0011223	CARHR223700	g17557
OG0011224	CARHR032110	g27786
OG0011225	CARHR032090	g50659
OG0011226	CARHR075240	g7942
OG0011227	CARHR281630	g19626
OG0011228	CARHR281730	g19622
OG0011229	CARHR281770	g10
OG0011231	CARHR257450, CARHR281810, CARHR281800	g24055
OG0011232	CARHR173500	g18769
OG0011233	CARHR173450	g18765
OG0011234	CARHR173410	g11146, g1742
OG0011235	CARHR173070	g1744
OG0011236	CARHR172840	g18795
OG0011237	CARHR172810	g18796
OG0011238	CARHR172800	g1758
OG0011239	CARHR172790	g11150
OG0011240	CARHR172590	g1766
OG0011241	CARHR172310	g1787
OG0011242	CARHR172240	g1796
OG0011243	CARHR172230	g1802
OG0011244	CARHR172150	g11161
OG0011245	CARHR172090	g1816
OG0011247	CARHR171820	g11167
OG0011249	CARHR171500	g18689
OG0011250	CARHR171230	g1887
OG0011251	CARHR171220	g1888
OG0011252	CARHR171090	g18800
OG0011253	CARHR171080	g1897, g18801
OG0011254	CARHR171010	g1901
OG0011255	CARHR170800	g18821, g1916
OG0011256	CARHR170530	g1930
OG0011257	CARHR000090	g18856
OG0011258	CARHR170240, CARHR147080	g1952
OG0011259	CARHR170210	g1957
OG0011260	CARHR170110	g1965
OG0011261	CARHR170030	g18880
OG0011262	CARHR237190	g47695
OG0011263	CARHR169520	g2005
OG0011264	CARHR169480	g18911
OG0011265	CARHR169450	g2004
OG0011266	CARHR169420	g18914
OG0011267	CARHR114550	g3495
OG0011268	CARHR168990	g1986
OG0011269	CARHR168960	g1983, g18946
OG0011270	CARHR168390	g2042
OG0011271	CARHR167390	g18995
OG0011272	CARHR255860	g40331
OG0011273	CARHR237820	g47717
OG0011274	CARHR061320	g44835
OG0011275	CARHR167030	g2062
OG0011276	CARHR167020	g19007
OG0011277	CARHR166990	g19009
OG0011278	CARHR166980	g19010
OG0011279	CARHR166750, CARHR159510	g2136
OG0011280	CARHR166710	g19018
OG0011281	CARHR166690	g19020
OG0011282	CARHR166480	g2158
OG0011283	CARHR166460	g6211, g19033
OG0011284	CARHR166270	g19044
OG0011285	CARHR166260	g11267
OG0011286	CARHR166070, CARHR166200	g2174
OG0011287	CARHR165980	g19057
OG0011288	CARHR165830	g28268, g11273, g2186
OG0011289	CARHR165820	g19067
OG0011290	CARHR165790	g19069
OG0011291	CARHR165720	g19070
OG0011292	CARHR165630	g19074
OG0011293	CARHR165240	g2232
OG0011294	CARHR165090	g2236
OG0011296	CARHR164820	g2241
OG0011297	CARHR164760	g2266
OG0011298	CARHR164730	g19134
OG0011299	CARHR164610	g2272
OG0011300	CARHR164580	g2273
OG0011301	CARHR164560	g19146
OG0011302	CARHR164510	g2276
OG0011303	CARHR164390	g2286
OG0011304	CARHR164380	g19150
OG0011305	CARHR164330	g2291
OG0011306	CARHR164110	g19162
OG0011307	CARHR060190	g41652
OG0011308	CARHR163910	g2318
OG0011309	CARHR163880	g2321
OG0011310	CARHR163800	g2325
OG0011311	CARHR163480	g2341
OG0011312	CARHR163400	g19194, g11309
OG0011313	CARHR163370	g11311
OG0011314	CARHR162990	g2378
OG0011315	CARHR162820	g2391
OG0011316	CARHR162780	g19216
OG0011318	CARHR162480	g19226
OG0011319	CARHR267570	g28471
OG0011320	CARHR267140	g941
OG0011321	CARHR267010	g28442
OG0011322	CARHR266970	g933
OG0011323	CARHR266900	g28440
OG0011324	CARHR266660	g28427
