Orthogroup	Cardamine_hirsuta	Cardamine_glauca
OG0007050	CARHR242240	Cg001G0060400
OG0007051	CARHR239920	Cg001G0082700
OG0007052	CARHR239890	Cg001G0083100
OG0007053	CARHR239200	Cg001G0090000
OG0007054	CARHR239190	Cg001G0090100
OG0007055	CARHR239070	Cg001G0091300
OG0007056	CARHR239030	Cg001G0091700
OG0007057	CARHR238860	Cg001G0093200
OG0007058	CARHR238820	Cg001G0093600
OG0007059	CARHR238650	Cg001G0094900
OG0007060	CARHR099820	Cg004G1307700
OG0007061	CARHR100260	Cg004G1311100
OG0007062	CARHR065480	Cg007G2495700
OG0007063	CARHR065270	Cg007G2493500
OG0007064	CARHR065060	Cg007G2491800
OG0007065	CARHR023860	Cg006G2031900
OG0007066	CARHR023960	Cg006G2030900
OG0007067	CARHR024640	Cg006G2024400
OG0007068	CARHR290840, CARHR290820, CARHR290830	Cg005G1716700
OG0007069	CARHR249730	Cg014G3042700, Cg003G0713200
OG0007070	CARHR250180	Cg003G0717100, Cg014G3038500
OG0007071	CARHR249490	Cg003G0711000, Cg014G3044800
OG0007072	CARHR267120	Cg003G0924800
OG0007073	CARHR249180	Cg003G0707900, Cg014G3047600
OG0007074	CARHR249020	Cg003G0706500, Cg014G3049000
OG0007075	CARHR248820	Cg014G3050900, Cg003G0704700
OG0007076	CARHR248270	Cg003G0700200
OG0007077	CARHR248050	Cg003G0698100
OG0007079	CARHR026670	Cg006G2004300
OG0007080	CARHR231610	Cg001G0161900
OG0007081	CARHR235850	Cg001G0120900
OG0007085	CARHR017990	Cg006G2090700
OG0007086	CARHR023880	Cg006G2031700
OG0007087	CARHR025380	Cg006G2016600
OG0007088	CARHR026500	Cg006G2005700
OG0007089	CARHR026690	Cg006G2004100
OG0007090	CARHR026850	Cg006G2002500
OG0007096	CARHR143770	Cg002G0695600
OG0007097	CARHR146700	Cg002G0670500, Cg002G0670300
OG0007098	CARHR152120	Cg002G0643900
OG0007099	CARHR153310	Cg002G0605500
OG0007101	CARHR155420	Cg002G0558900
OG0007102	CARHR161830	Cg002G0507500
OG0007103	CARHR163130, CARHR060240	Cg002G0495500
OG0007105	CARHR194470	Cg008G2749600
OG0007107	CARHR260460	Cg003G0785800
OG0007108	CARHR254530	Cg003G0755400
OG0007110	CARHR233550	Cg001G0142700
OG0007111	CARHR230150	Cg001G0173200
OG0007111	CARHR230160	Cg001G0173000
OG0007114	CARHR175390	Cg008G2972400
OG0007114	CARHR175400	Cg008G2972500
OG0007115	CARHR184040	Cg008G2879100
OG0007116	CARHR182420	Cg008G2860300, Cg008G2845400
OG0007117	CARHR282010	Cg025G3077400
OG0007119	CARHR258100	Cg003G0830400, Cg003G0879100, Cg003G0879000, Cg003G0879600, Cg003G0831000, Cg003G0879400, Cg003G0830700, Cg003G0879200, Cg003G0879300, Cg003G0830900
OG0007122	CARHR287670, CARHR159340, CARHR218180, CARHR154170, CARHR104970	Cg008G2878900
OG0007129	CARHR230130	Cg001G0173500
OG0007130	CARHR267670	Cg003G0932300
OG0007131	CARHR277180	Cg003G1024000
OG0007132	CARHR157220	Cg002G0543100
OG0007134	CARHR156970	Cg002G0545200
OG0007135	CARHR156660	Cg002G0548000
OG0007136	CARHR156610	Cg002G0548400
OG0007137	CARHR143650	Cg002G0696800
OG0007138	CARHR143810	Cg002G0695100
OG0007139	CARHR237380	Cg001G0106800
OG0007140	CARHR144280	Cg002G0690500
OG0007141	CARHR144830	Cg002G0685900
OG0007142	CARHR132420	Cg005G1554500
OG0007143	CARHR174750	Cg008G2976900
OG0007144	CARHR071600	Cg007G2551900
OG0007145	CARHR195470	Cg008G2741000
OG0007146	CARHR195530	Cg008G2740300
OG0007147	CARHR195760	Cg008G2738200
OG0007148	CARHR195780	Cg008G2738000
OG0007149	CARHR195950	Cg008G2736400
OG0007150	CARHR196000	Cg008G2735900
OG0007151	CARHR196220	Cg008G2733300
OG0007152	CARHR196410, CARHR196390	Cg008G2731700
OG0007153	CARHR196620	Cg008G2730000
OG0007154	CARHR196630	Cg008G2729900
OG0007155	CARHR196700	Cg008G2729500
OG0007156	CARHR196790	Cg008G2728700
OG0007157	CARHR197000	Cg008G2727500
OG0007158	CARHR197180	Cg008G2725600
OG0007159	CARHR130730	Cg005G1568900
OG0007160	CARHR197510	Cg008G2722600
OG0007161	CARHR197580	Cg008G2721900
OG0007162	CARHR197770	Cg008G2719900
OG0007163	CARHR197780	Cg008G2719700
OG0007164	CARHR198080	Cg008G2716600
OG0007165	CARHR198290	Cg008G2714300
OG0007166	CARHR198360	Cg008G2713600
OG0007167	CARHR198370	Cg008G2713500
OG0007168	CARHR198430	Cg008G2713100
OG0007169	CARHR198510	Cg008G2712300
OG0007170	CARHR198560	Cg008G2711800
OG0007171	CARHR052220	Cg002G0563700
OG0007172	CARHR256000	Cg003G0770200
OG0007173	CARHR103230, CARHR199100	Cg008G2706300
OG0007174	CARHR199110	Cg008G2706200
OG0007175	CARHR199130	Cg008G2706000
OG0007176	CARHR199240	Cg008G2705000
OG0007177	CARHR199310	Cg008G2704300
OG0007178	CARHR199360	Cg008G2703900
OG0007179	CARHR199380	Cg008G2703700
OG0007180	CARHR199390	Cg008G2703500
OG0007181	CARHR199440	Cg008G2703300
OG0007182	CARHR199450	Cg008G2703200
OG0007183	CARHR199680	Cg008G2701300
OG0007184	CARHR199710	Cg008G2700900
OG0007185	CARHR199730	Cg008G2700800
OG0007186	CARHR199790	Cg008G2700200
OG0007187	CARHR199800	Cg008G2700100
OG0007189	CARHR199870	Cg008G2699400
OG0007190	CARHR199930	Cg008G2698900
OG0007191	CARHR199940	Cg008G2698800
OG0007192	CARHR200040	Cg008G2697800
OG0007193	CARHR200140	Cg008G2697000
OG0007194	CARHR269190	Cg003G0946800
OG0007195	CARHR200390	Cg008G2694300
OG0007196	CARHR200430	Cg008G2693900
OG0007197	CARHR200720	Cg008G2690800
OG0007198	CARHR201000	Cg008G2688100
OG0007199	CARHR201090	Cg008G2687400
OG0007200	CARHR201220	Cg008G2686400
OG0007202	CARHR201450	Cg008G2684700
OG0007203	CARHR201740	Cg008G2681800
OG0007204	CARHR201790	Cg008G2681400
OG0007205	CARHR231650	Cg001G0161500
OG0007206	CARHR201910, CARHR201920	Cg008G2680500
OG0007207	CARHR202650	Cg008G2674000
OG0007208	CARHR202700	Cg008G2673400
OG0007209	CARHR184160	Cg008G2880900
OG0007210	CARHR202800	Cg008G2672300
OG0007211	CARHR202990	Cg008G2670000
OG0007212	CARHR203130	Cg008G2668500
OG0007213	CARHR203160	Cg008G2668200
OG0007214	CARHR203230	Cg008G2667600
OG0007215	CARHR203540	Cg008G2665200
OG0007216	CARHR203840	Cg008G2662600
OG0007217	CARHR204140	Cg008G2660100
OG0007218	CARHR204350	Cg008G2658500
OG0007219	CARHR204440	Cg008G2657700
OG0007220	CARHR204770	Cg008G2655100
OG0007221	CARHR205010	Cg008G2653600
OG0007222	CARHR205050	Cg008G2653300
OG0007223	CARHR205290	Cg008G2650800
OG0007224	CARHR251270	Cg003G0727500, Cg003G0870400
OG0007225	CARHR251500	Cg003G0729400, Cg003G0868800
OG0007226	CARHR251520	Cg003G0729500, Cg003G0868700
OG0007227	CARHR251660	Cg003G0867600, Cg003G0730700
OG0007228	CARHR232450	Cg001G0153300
OG0007229	CARHR232280	Cg001G0155100
OG0007230	CARHR232060	Cg001G0157100
OG0007231	CARHR118880	Cg005G1687000
OG0007232	CARHR119140	Cg005G1682700
OG0007233	CARHR119520	Cg005G1678300
OG0007234	CARHR119850	Cg005G1672300
OG0007235	CARHR120000	Cg005G1669900
OG0007236	CARHR120160	Cg005G1666700
OG0007237	CARHR120400	Cg005G1660000
OG0007238	CARHR120590	Cg005G1658600
OG0007239	CARHR121240	Cg005G1653300
OG0007240	CARHR121360	Cg005G1652000
OG0007241	CARHR121420	Cg005G1651500
OG0007242	CARHR121640	Cg005G1649600
OG0007243	CARHR122000	Cg005G1646000
OG0007244	CARHR122080	Cg005G1645400
OG0007245	CARHR122250	Cg005G1643400
OG0007246	CARHR122260	Cg005G1643300
OG0007247	CARHR122990	Cg005G1637200
OG0007248	CARHR123000	Cg005G1637100
OG0007249	CARHR123340	Cg005G1633200
OG0007250	CARHR123390	Cg005G1632700
OG0007251	CARHR190980	Cg008G2783200
OG0007252	CARHR123720	Cg005G1629100
OG0007253	CARHR123960	Cg005G1627400
OG0007254	CARHR124530	Cg005G1622800
OG0007255	CARHR124540	Cg005G1622700
OG0007256	CARHR124710	Cg005G1621300
OG0007257	CARHR125010	Cg005G1618400
OG0007259	CARHR125810	Cg005G1612100
OG0007260	CARHR126290	Cg005G1608300
OG0007261	CARHR126180	Cg005G1609300
OG0007262	CARHR126090	Cg005G1609900
OG0007263	CARHR126590	Cg005G1606100
OG0007265	CARHR126840	Cg005G1603900
OG0007266	CARHR126870	Cg005G1603500
OG0007266	CARHR126000, CARHR120930, CARHR126010	Cg005G1610500
OG0007267	CARHR126920	Cg005G1603200
OG0007268	CARHR127100	Cg005G1602200
OG0007269	CARHR127360	Cg005G1599200
OG0007270	CARHR127390	Cg005G1598900
OG0007271	CARHR179520, CARHR179510	Cg008G2936500
OG0007272	CARHR179070	Cg008G2941700
OG0007273	CARHR232600	Cg001G0151800
OG0007274	CARHR232740	Cg001G0150500
OG0007275	CARHR233060	Cg001G0147100
OG0007276	CARHR233170	Cg001G0146100
OG0007277	CARHR036850	Cg006G1860700
OG0007278	CARHR036810	Cg006G1861300
OG0007279	CARHR036510	Cg006G1864400
OG0007280	CARHR036790	Cg006G1861500
OG0007281	CARHR036780	Cg006G1861600
OG0007282	CARHR027210	Cg006G1998600
OG0007283	CARHR105350, CARHR229380, CARHR035110, CARHR027410	Cg006G1996600
OG0007284	CARHR027570	Cg006G1995200
OG0007285	CARHR027860	Cg006G1991400
OG0007286	CARHR028060	Cg006G1989300
OG0007287	CARHR028440	Cg006G1986100
OG0007288	CARHR028460	Cg006G1985900
OG0007289	CARHR028530	Cg006G1984900
OG0007290	CARHR028620	Cg006G1983700
OG0007292	CARHR029360	Cg006G1973700
OG0007293	CARHR029630	Cg006G1972200
OG0007294	CARHR029690	Cg006G1971400
OG0007295	CARHR029750	Cg006G1971000
OG0007296	CARHR029820	Cg006G1970300
OG0007297	CARHR029900, CARHR029860	Cg006G1969500
OG0007299	CARHR030240	Cg006G1967000
OG0007300	CARHR030360	Cg006G1964300
OG0007301	CARHR030370	Cg006G1964200
OG0007302	CARHR030560	Cg006G1962900
OG0007303	CARHR030750	Cg006G1961100
OG0007304	CARHR030830	Cg006G1960000
OG0007305	CARHR287020	Cg006G1957900
OG0007306	CARHR031460	Cg006G1952400
OG0007307	CARHR031490	Cg006G1952100
OG0007308	CARHR031530	Cg006G1951300
OG0007309	CARHR031610	Cg006G1950500
OG0007310	CARHR031810, CARHR031820	Cg006G1948600
OG0007311	CARHR031900	Cg006G1947800
OG0007312	CARHR145090	Cg002G0684000
OG0007313	CARHR145410	Cg002G0681300
OG0007314	CARHR145430	Cg002G0681100
OG0007315	CARHR145530	Cg002G0680300
OG0007316	CARHR145680	Cg002G0678100
OG0007317	CARHR280990	Cg003G1062200
OG0007318	CARHR280410	Cg003G1056700
OG0007319	CARHR280260	Cg003G1055300
OG0007320	CARHR280240	Cg003G1055100
OG0007321	CARHR235960	Cg001G0119500
OG0007322	CARHR280150	Cg003G1054100
OG0007323	CARHR279770	Cg003G1050200
OG0007324	CARHR279660	Cg003G1049000
OG0007325	CARHR279650	Cg003G1048900
OG0007326	CARHR279450	Cg003G1046800
OG0007327	CARHR279300	Cg003G1045500
OG0007328	CARHR279250	Cg003G1045100
OG0007329	CARHR279000	Cg003G1043100
OG0007330	CARHR278810	Cg003G1039900
OG0007331	CARHR278780	Cg003G1039600
OG0007332	CARHR278650	Cg003G1038300
OG0007333	CARHR278510	Cg003G1036900
OG0007335	CARHR278410	Cg003G1036000
OG0007336	CARHR278400	Cg003G1035900
OG0007337	CARHR278330	Cg003G1035400
OG0007338	CARHR278290	Cg003G1034700
OG0007339	CARHR278040	Cg003G1032000
OG0007340	CARHR277920	Cg003G1030700
OG0007341	CARHR277900	Cg003G1030400
OG0007342	CARHR277800	Cg003G1029600
OG0007343	CARHR277740	Cg003G1029000
OG0007344	CARHR277700	Cg003G1028600
OG0007345	CARHR277030	Cg003G1022800
OG0007346	CARHR277000	Cg003G1022600
OG0007347	CARHR276970	Cg003G1022300
OG0007348	CARHR276960	Cg003G1022200
OG0007349	CARHR276920	Cg003G1021800
OG0007350	CARHR276560	Cg003G1018100
OG0007351	CARHR276240	Cg003G1015200
OG0007352	CARHR276230	Cg003G1015100
OG0007353	CARHR276050	Cg003G1013400
OG0007354	CARHR275750	Cg003G1010300
OG0007355	CARHR219740	Cg001G0275700
OG0007356	CARHR275460	Cg003G1007300
OG0007357	CARHR275380	Cg003G1006700
OG0007358	CARHR275330	Cg003G1006400
OG0007359	CARHR275300	Cg003G1006100
OG0007360	CARHR275100	Cg003G1004000
OG0007361	CARHR274740	Cg003G1000900
OG0007362	CARHR274610	Cg003G0999800
OG0007363	CARHR274600	Cg003G0999700
OG0007364	CARHR190430	Cg008G2788200
OG0007365	CARHR189980	Cg008G2792500
OG0007366	CARHR189840	Cg008G2793600
OG0007367	CARHR189780	Cg008G2794100
OG0007368	CARHR189650	Cg008G2795400
OG0007369	CARHR189350	Cg008G2798400
OG0007370	CARHR189260	Cg008G2799100
OG0007371	CARHR189120	Cg008G2800000
OG0007372	CARHR188940	Cg008G2801400
OG0007373	CARHR158420	Cg002G0533600
OG0007374	CARHR188830	Cg008G2802600
OG0007375	CARHR188820	Cg008G2802700
OG0007376	CARHR188780	Cg008G2803100
OG0007377	CARHR188440	Cg008G2806100
OG0007378	CARHR188420	Cg008G2806300
OG0007379	CARHR188410	Cg008G2806400
OG0007380	CARHR188090	Cg008G2810100
OG0007381	CARHR187900	Cg008G2812000
OG0007382	CARHR187840	Cg008G2812500
OG0007383	CARHR187650	Cg008G2813800
OG0007384	CARHR193550	Cg008G2759200
OG0007385	CARHR193610	Cg008G2758200
OG0007386	CARHR193230	Cg008G2762200
OG0007387	CARHR193220	Cg008G2762300
OG0007388	CARHR193100	Cg008G2763100
OG0007389	CARHR193020	Cg008G2763700
OG0007390	CARHR193000	Cg008G2763800
OG0007391	CARHR192910	Cg008G2764700
OG0007392	CARHR192730	Cg008G2766100
OG0007393	CARHR192680	Cg008G2766600
OG0007394	CARHR192290	Cg008G2769800
OG0007395	CARHR192070	Cg008G2771900
OG0007396	CARHR191950	Cg008G2773400
OG0007397	CARHR191910	Cg008G2773800
OG0007398	CARHR191880	Cg008G2774100
OG0007399	CARHR191710	Cg008G2776000
OG0007400	CARHR191590	Cg008G2777100
OG0007401	CARHR191540	Cg008G2777600
OG0007402	CARHR191080	Cg008G2782600
OG0007404	CARHR190830	Cg008G2784500
OG0007405	CARHR190810	Cg008G2784900
OG0007406	CARHR190590	Cg008G2786600
OG0007407	CARHR274470	Cg003G0998200
OG0007408	CARHR274390	Cg003G0997500
OG0007409	CARHR274190	Cg003G0995800
OG0007410	CARHR038030	Cg006G1849000
OG0007411	CARHR055210, CARHR273680	Cg003G0991800
OG0007412	CARHR264420	Cg003G0898300
OG0007413	CARHR273630	Cg003G0990500
OG0007414	CARHR273590	Cg003G0990200
OG0007415	CARHR129220	Cg005G1582700
OG0007416	CARHR273280	Cg003G0987500
OG0007417	CARHR285700	Cg003G0983600
OG0007419	CARHR285320	Cg003G0981000
OG0007420	CARHR285230	Cg003G0980100
OG0007421	CARHR272790	Cg003G0978700
OG0007422	CARHR272680	Cg003G0977800
OG0007423	CARHR272620	Cg003G0977200
OG0007424	CARHR272340	Cg003G0975100
OG0007426	CARHR272280	Cg003G0974400
OG0007427	CARHR271820	Cg003G0970000
OG0007428	CARHR271600	Cg003G0968400
OG0007429	CARHR271580	Cg003G0968200
OG0007430	CARHR271550	Cg003G0967900
OG0007431	CARHR271420	Cg003G0966600
OG0007432	CARHR271220	Cg003G0964500
OG0007433	CARHR257660	Cg003G0884500
OG0007434	CARHR270750	Cg003G0959500
OG0007435	CARHR270780	Cg003G0959800
OG0007436	CARHR270880	Cg003G0960700
OG0007437	CARHR270890	Cg003G0960800
OG0007438	CARHR270930	Cg003G0961500
OG0007439	CARHR270640	Cg003G0957800
OG0007440	CARHR270180	Cg003G0954500
OG0007441	CARHR269590	Cg003G0950300
OG0007442	CARHR269480	Cg003G0949400
OG0007443	CARHR269310	Cg003G0947800
OG0007444	CARHR236410	Cg001G0115300
OG0007445	CARHR268900	Cg003G0944800
OG0007446	CARHR268430	Cg003G0939300
OG0007447	CARHR268350	Cg003G0938800
OG0007448	CARHR268270	Cg003G0938000
OG0007449	CARHR158620	Cg002G0531900
OG0007450	CARHR158000	Cg002G0536200
OG0007451	CARHR157520	Cg002G0540300, Cg002G0540100
OG0007452	CARHR267310	Cg003G0926300
OG0007453	CARHR267530	Cg003G0928200
OG0007454	CARHR267540	Cg003G0931200, Cg003G0928300
OG0007455	CARHR250500	Cg003G0720400, Cg014G3035200
OG0007456	CARHR250530	Cg014G3034800, Cg003G0720800
OG0007457	CARHR251020	Cg003G0725500, Cg014G3029100
OG0007458	CARHR251160	Cg003G0871300, Cg003G0726600
OG0007459	CARHR205680	Cg008G2646700
OG0007460	CARHR205850	Cg008G2644900
OG0007461	CARHR205900	Cg008G2644400
OG0007462	CARHR206120	Cg008G2642400
OG0007463	CARHR206500	Cg008G2639000
OG0007464	CARHR206700, CARHR206690	Cg008G2637200
OG0007465	CARHR206720	Cg008G2637000
OG0007466	CARHR207040	Cg008G2635400
OG0007467	CARHR207420	Cg008G2630200
OG0007468	CARHR207650	Cg008G2628000
OG0007469	CARHR207990	Cg008G2624700
OG0007470	CARHR208030	Cg008G2624400
OG0007471	CARHR208460	Cg008G2620200
OG0007472	CARHR208720	Cg008G2618100
OG0007473	CARHR208980	Cg008G2614800
OG0007474	CARHR209080	Cg008G2613200
OG0007475	CARHR084670	Cg004G1160900
OG0007476	CARHR209360	Cg008G2610800
OG0007477	CARHR209420	Cg008G2610000
OG0007478	CARHR209760	Cg008G2607000
OG0007479	CARHR209930	Cg008G2605300
OG0007480	CARHR209940	Cg008G2605200
OG0007482	CARHR210170	Cg008G2602800
OG0007483	CARHR210200	Cg008G2602500
OG0007484	CARHR210250	Cg008G2602000
OG0007485	CARHR210630	Cg008G2599000
OG0007486	CARHR210700	Cg008G2598500
OG0007487	CARHR210830	Cg008G2597100
OG0007488	CARHR211000	Cg008G2595800
OG0007489	CARHR210990	Cg008G2595900
OG0007490	CARHR210980	Cg008G2596000
OG0007491	CARHR210900	Cg008G2596400
OG0007493	CARHR211410	Cg008G2592100
OG0007494	CARHR211420	Cg008G2592000
OG0007495	CARHR211550	Cg008G2591000
OG0007496	CARHR211600	Cg008G2590500
OG0007497	CARHR211700	Cg008G2589300
OG0007498	CARHR212210	Cg008G2584500
OG0007499	CARHR213330	Cg001G0382900
OG0007500	CARHR212770	Cg001G0391200
OG0007501	CARHR212660	Cg001G0392300
OG0007502	CARHR212520	Cg001G0394000
OG0007503	CARHR074620	Cg007G2581200
OG0007504	CARHR074050	Cg007G2571900
OG0007505	CARHR073940	Cg007G2572600
OG0007506	CARHR073920	Cg007G2572800
OG0007507	CARHR073840	Cg007G2573600
OG0007508	CARHR073730	Cg007G2570700
OG0007509	CARHR073500, CARHR153930	Cg007G2568600
OG0007510	CARHR073370	Cg007G2567700
OG0007511	CARHR293670	Cg004G1408100
OG0007512	CARHR072940	Cg007G2564100
OG0007513	CARHR072770	Cg007G2562800
OG0007514	CARHR072730	Cg007G2562000
OG0007515	CARHR072710	Cg007G2561900
OG0007516	CARHR072690	Cg007G2561600
OG0007517	CARHR072670	Cg007G2561400
OG0007518	CARHR072320	Cg007G2558700
OG0007519	CARHR072230	Cg007G2558200
OG0007520	CARHR072220	Cg007G2558100
OG0007521	CARHR072110	Cg008G2880800
OG0007521	CARHR072140	Cg007G2557200
OG0007522	CARHR071760	Cg007G2553500
OG0007523	CARHR071580	Cg007G2551700
OG0007524	CARHR071490	Cg007G2550900
OG0007525	CARHR071300	Cg007G2548900
OG0007526	CARHR071280	Cg007G2548600
OG0007527	CARHR071130	Cg007G2547000
OG0007528	CARHR070990	Cg007G2545600
OG0007529	CARHR070720	Cg007G2543500
OG0007530	CARHR070670	Cg007G2543100
OG0007531	CARHR070640	Cg007G2542800
OG0007532	CARHR070580	Cg007G2541800
OG0007533	CARHR070410	Cg007G2540000
OG0007534	CARHR070290	Cg007G2538600
OG0007535	CARHR069810	Cg007G2533900
OG0007536	CARHR069610	Cg007G2531800
OG0007537	CARHR069600	Cg007G2531600
OG0007538	CARHR069510	Cg007G2530900
OG0007539	CARHR069230	Cg007G2529000
OG0007540	CARHR069220	Cg007G2528900
OG0007541	CARHR069070	Cg007G2527500
OG0007542	CARHR037400	Cg006G1854100
OG0007543	CARHR068530	Cg007G2522700
OG0007544	CARHR068400	Cg007G2521400
OG0007545	CARHR107580	Cg004G1409600
OG0007546	CARHR107620	Cg004G1410200
OG0007547	CARHR107650	Cg004G1410400
OG0007548	CARHR108130	Cg004G1413600
OG0007549	CARHR159020	Cg002G0528600
OG0007550	CARHR159010	Cg002G0528700
OG0007551	CARHR158960	Cg002G0529100
OG0007552	CARHR267870	Cg003G0934000
OG0007553	CARHR267820	Cg003G0933600
OG0007554	CARHR156320	Cg002G0551400
OG0007555	CARHR045890	Cg006G1781100
OG0007555	CARHR115860	Cg006G1781200
OG0007556	CARHR045540	Cg006G1784400
OG0007557	CARHR143710	Cg002G0696200
OG0007558	CARHR044940	Cg006G1788900
OG0007559	CARHR044820	Cg006G1789800
OG0007560	CARHR044760	Cg006G1790200, Cg003G0794300
OG0007561	CARHR044520	Cg006G1792700
OG0007562	CARHR044210	Cg006G1796100
OG0007563	CARHR043610	Cg006G1801300
OG0007564	CARHR043530	Cg006G1802300
OG0007565	CARHR258470, CARHR043270	Cg006G1804900
OG0007566	CARHR130320	Cg005G1572600
OG0007567	CARHR130540	Cg005G1571000
OG0007568	CARHR130600	Cg005G1570200
OG0007569	CARHR150930	Cg002G0579300
OG0007570	CARHR151580	Cg002G0586400
OG0007571	CARHR258410	Cg016G3060000, Cg003G0873100
OG0007572	CARHR229310, CARHR258040	Cg003G0831100, Cg003G0879700
OG0007573	CARHR265900	Cg003G0912000
OG0007574	CARHR266080	Cg003G0913500
OG0007575	CARHR266090	Cg003G0913600
OG0007576	CARHR266160	Cg003G0914200
OG0007577	CARHR258840	Cg003G0837500
OG0007578	CARHR258130	Cg003G0878100, Cg003G0830000
OG0007579	CARHR274730	Cg003G1000800
OG0007581	CARHR217790	Cg001G0313200
OG0007582	CARHR218120	Cg001G0300400
OG0007583	CARHR218630	Cg001G0288400
OG0007584	CARHR126310, CARHR218700	Cg005G1608200, Cg001G0287200
OG0007585	CARHR218940	Cg001G0283400
OG0007586	CARHR253130, CARHR253120, CARHR219100	Cg001G0282400
OG0007587	CARHR219490	Cg001G0277200, Cg001G0277000
OG0007588	CARHR220530	Cg001G0268900
OG0007589	CARHR220540	Cg001G0268800
OG0007590	CARHR220820	Cg001G0264600
OG0007591	CARHR221240	Cg001G0262000
OG0007591	CARHR221230	Cg001G0262100
OG0007592	CARHR216030	Cg001G0261700
OG0007593	CARHR221390	Cg001G0261100
OG0007594	CARHR221830	Cg001G0258300
OG0007595	CARHR221920	Cg001G0257400
OG0007598	CARHR065990	Cg007G2500200
OG0007599	CARHR066090	Cg007G2501200
OG0007600	CARHR066400	Cg007G2503600
OG0007601	CARHR066410	Cg007G2503700
OG0007602	CARHR066870	Cg007G2508000
OG0007603	CARHR066900	Cg007G2508200
OG0007604	CARHR067760	Cg007G2515600
OG0007605	CARHR067800	Cg007G2515900
OG0007606	CARHR068050, CARHR103880	Cg007G2518000
OG0007607	CARHR061300	Cg007G2454200
OG0007608	CARHR240270	Cg001G0079300
OG0007609	CARHR061780	Cg007G2458800
OG0007610	CARHR061880	Cg007G2459500
OG0007611	CARHR236260	Cg001G0117000
OG0007612	CARHR236300	Cg001G0116500
OG0007613	CARHR236400	Cg001G0115400
OG0007614	CARHR236510	Cg001G0114300
OG0007615	CARHR236960	Cg001G0109800
OG0007616	CARHR266220	Cg003G0915300
OG0007617	CARHR147460	Cg002G0662600
OG0007618	CARHR160600	Cg002G0518000
OG0007619	CARHR047690	Cg007G2268100
OG0007620	CARHR047000	Cg007G2264800
OG0007621	CARHR262240	Cg001G0370400
OG0007622	CARHR262230	Cg001G0370500
OG0007623	CARHR154040	Cg002G0623500
OG0007624	CARHR150370	Cg002G0596200
OG0007625	CARHR182120	Cg008G2841600
OG0007626	CARHR148520	Cg002G0653900
OG0007627	CARHR148360	Cg002G0655300
OG0007628	CARHR147880	Cg002G0658800
OG0007629	CARHR147760	Cg002G0674500, Cg002G0659800
OG0007630	CARHR147730	Cg002G0660100
OG0007631	CARHR147380	Cg002G0663300
OG0007632	CARHR147170	Cg002G0666000
OG0007632	CARHR147160	Cg002G0666100
OG0007633	CARHR257090	Cg003G0892200
OG0007634	CARHR063020	Cg007G2469700
OG0007635	CARHR062950	Cg007G2469000
OG0007636	CARHR062920	Cg007G2468600
OG0007637	CARHR062880	Cg007G2468200, Cg007G2468300
OG0007638	CARHR062870	Cg007G2468100
OG0007639	CARHR218240	Cg001G0294900
OG0007639	CARHR103610	Cg004G1348800
OG0007641	CARHR175520	Cg008G2970900
OG0007642	CARHR175570	Cg008G2970400
OG0007643	CARHR183470	Cg008G2871900, Cg008G2856400
OG0007644	CARHR175640	Cg008G2969500
OG0007645	CARHR175740	Cg008G2968500
OG0007646	CARHR175750	Cg008G2968400
OG0007647	CARHR175850	Cg008G2968100
OG0007649	CARHR176710	Cg008G2960500
OG0007650	CARHR216980	Cg001G0314600
OG0007651	CARHR176880	Cg008G2958700
OG0007652	CARHR039570	Cg006G1836500
OG0007653	CARHR039600	Cg006G1836400
OG0007654	CARHR233270	Cg001G0145100
OG0007655	CARHR040180	Cg006G1831500
OG0007656	CARHR040300	Cg003G0765200, Cg006G1831000
OG0007657	CARHR039580, CARHR039560	Cg006G1830200
OG0007658	CARHR040660	Cg006G1827700
OG0007659	CARHR040960	Cg006G1825400
OG0007660	CARHR041270	Cg006G1822200
OG0007661	CARHR041560	Cg006G1820800
OG0007662	CARHR041790	Cg006G1818700
OG0007663	CARHR041820	Cg006G1818400
OG0007664	CARHR041900	Cg006G1817500
OG0007666	CARHR004360	Cg006G2216800
OG0007667	CARHR042240	Cg006G1813600
OG0007668	CARHR042280	Cg006G1813300
OG0007669	CARHR042480	Cg006G1811700
OG0007670	CARHR042920	Cg006G1807700
OG0007671	CARHR018250	Cg006G2088400
OG0007672	CARHR181650, CARHR204890, CARHR213980	Cg008G2897000
OG0007673	CARHR113830	Cg005G1762600
OG0007674	CARHR181400	Cg008G2891400
OG0007674	CARHR181320	Cg008G2891200
OG0007675	CARHR181270	Cg008G2919900
OG0007676	CARHR127500	Cg005G1597800
OG0007677	CARHR127560	Cg005G1597300
OG0007678	CARHR127940	Cg005G1594300
OG0007679	CARHR127950	Cg005G1594200
OG0007680	CARHR128010	Cg005G1593400
OG0007681	CARHR128070	Cg005G1592600
OG0007682	CARHR128480	Cg005G1589000
OG0007684	CARHR128660	Cg005G1587500
OG0007685	CARHR128940	Cg005G1585000
OG0007686	CARHR287970	Cg008G2838800
OG0007687	CARHR129620	Cg005G1578500
OG0007688	CARHR129940	Cg005G1576300
OG0007689	CARHR008630	Cg006G2176700
OG0007690	CARHR130130	Cg005G1574600
OG0007691	CARHR130150	Cg005G1574400
OG0007692	CARHR226220	Cg001G0206600
OG0007693	CARHR226040	Cg001G0208600
OG0007695	CARHR225400	Cg001G0215600
