Orthogroup	Cardamine_hirsuta	Brassica_rapa
OG0008369	CARHR020600	XP_009110240.1
OG0008370	CARHR020790	XP_009103346.1, XP_033128067.1
OG0008371	CARHR020860	XP_009149523.1, XP_033131306.1
OG0008372	CARHR021120	XP_009110217.1, XP_009149547.1
OG0008373	CARHR021200	XP_009103329.2, XP_009149556.1
OG0008374	CARHR021270	XP_009110209.1, XP_009149562.1
OG0008375	CARHR021510	XP_009149585.1, XP_018509361.1
OG0008376	CARHR021730	XP_033131457.1, XP_009149653.2
OG0008377	CARHR021830	XP_009103294.1, XP_009149661.2
OG0008378	CARHR021860	XP_009103293.1, XP_009149667.1
OG0008379	CARHR021940	XP_009110181.1, XP_033128553.1
OG0008380	CARHR021950	XP_009149675.1, XP_009110180.1
OG0008381	CARHR022010	XP_009149683.1, XP_009103287.2
OG0008382	CARHR022060	XP_009149690.1, XP_009110173.1
OG0008383	CARHR022250	XP_009110165.1
OG0008384	CARHR022430	XP_009110151.1, XP_033137044.1
OG0008385	CARHR022700	XP_009103243.1, XP_009145348.1
OG0008386	CARHR023420	XP_009115566.1, XP_009103204.1
OG0008387	CARHR255410	XP_009128682.1, XP_033142033.1
OG0008388	CARHR023540	XP_009110119.1, XP_009110122.2
OG0008389	CARHR290940	XP_009105840.1, XP_009104892.1
OG0008390	CARHR291160	XP_009105819.1, XP_033130511.1, XP_009127863.1
OG0008391	CARHR064640	XP_009105799.1, XP_033130516.1
OG0008392	CARHR064610	XP_009104918.1
OG0008393	CARHR064500	XP_009127854.1, XP_018508288.1
OG0008394	CARHR064470	XP_009104926.2, XP_009127852.1
OG0008395	CARHR064320	XP_009127842.2, XP_009105772.1
OG0008396	CARHR064300	XP_009105768.1
OG0008397	CARHR064190	XP_009105759.1, XP_009127836.1
OG0008398	CARHR064060	NP_001288871.1
OG0008399	CARHR063620	XP_009127796.1, XP_009105707.1
OG0008400	CARHR063530	XP_009104954.1, XP_009127789.1
OG0008401	CARHR063250	XP_009127776.2, XP_009104966.1
OG0008402	CARHR063240	XP_009105692.1, XP_009127775.1
OG0008404	CARHR032330	XP_009114843.1
OG0008405	CARHR054100, CARHR054090, CARHR032640	XP_009107942.1, XP_009124380.1
OG0008406	CARHR046870	XP_033135377.1
OG0008407	CARHR048140	XP_009112745.1
OG0008408	CARHR048150	XP_009112963.1
OG0008409	CARHR048160	XP_009112743.1
OG0008411	CARHR048650	XP_009112719.1, XP_009113030.2
OG0008412	CARHR027030	XP_009109806.1, XP_033130349.1
OG0008413	CARHR049530	XP_009113082.1, XP_009112690.1
OG0008414	CARHR027900	XP_033135415.1, XP_009109727.1
OG0008415	CARHR050580, CARHR050590	XP_033130774.1, XP_033144393.1
OG0008416	CARHR050620	XP_009113238.1, XP_009105139.1
OG0008417	CARHR050660	XP_018511285.1
OG0008418	CARHR051520	XP_009104420.1
OG0008419	CARHR217330	XP_018509949.2
OG0008420	CARHR052630	XP_009103743.1
OG0008421	CARHR053050	XP_009113260.1
OG0008422	CARHR283800	XP_033135476.1, XP_009103021.1
OG0008423	CARHR283830	XP_009113296.1
OG0008424	CARHR053640	XP_009102805.1
OG0008425	CARHR054180	XP_009102588.1
OG0008426	CARHR054490	XP_009113340.1, XP_009102548.2
OG0008427	CARHR026260, CARHR026250	XP_009109869.1
OG0008428	CARHR046570	XP_009112884.1, XP_009112831.1
OG0008429	CARHR046540	XP_009112877.1, XP_009112832.2
OG0008430	CARHR046440	XP_009112871.1, XP_009124663.2
OG0008431	CARHR046330	XP_009112844.1, XP_009112866.1
OG0008432	CARHR046190	XP_009117378.1
OG0008433	CARHR175320, CARHR175220	XP_009101511.2
OG0008434	CARHR175020	XP_009101510.1
OG0008435	CARHR174590	XP_009101480.1, XP_009128908.1
OG0008436	CARHR174520	XP_009128909.2, XP_009114312.1
OG0008437	CARHR173610	XP_009128994.1, XP_009101389.1
OG0008438	CARHR173580	XP_009101387.1, XP_009128998.1
OG0008439	CARHR178570	XP_009113909.1, XP_009123602.1, XP_009101702.1
OG0008440	CARHR178590	XP_009101704.1
OG0008441	CARHR178780	XP_009113924.1, XP_033128309.1, XP_009123592.1
OG0008444	CARHR252400	XP_033136423.1, XP_009144519.1
OG0008445	CARHR252520	XP_009134327.1, XP_009114516.1
OG0008446	CARHR252590	XP_018510664.2, XP_009134326.1
OG0008447	CARHR237790	XP_009137872.1
OG0008448	CARHR222550	XP_009136750.2, XP_018509642.1
OG0008449	CARHR222560	XP_009146338.1, XP_009136751.1
OG0008450	CARHR037730	XP_033132750.1, XP_033128618.1, XP_009147999.2
OG0008451	CARHR037770	XP_009144794.2, XP_009145023.1
OG0008452	CARHR037940	XP_009147973.1, XP_009107366.1, XP_009145011.1, XP_009129432.1
OG0008453	CARHR038670	XP_033133219.1, XP_009141077.1
OG0008454	CARHR038850	XP_009144998.1, XP_009107334.1
OG0008455	CARHR039240	XP_009147913.1, XP_009107312.1
OG0008456	CARHR068260	XP_009104736.1, XP_009106150.1
OG0008457	CARHR247210	XP_009124356.1, XP_033129889.1
OG0008458	CARHR247000	XP_033133095.1, XP_009127014.1
OG0008459	CARHR246830	XP_033143637.1
OG0008460	CARHR246700, CARHR217900	XP_009129472.2
OG0008461	CARHR246540	XP_009109423.1, XP_009130877.1
OG0008462	CARHR246360	XP_009131941.1, XP_033133098.1
OG0008463	CARHR246260	XP_009138534.1, XP_009132424.2
OG0008464	CARHR246220	XP_009132836.1, XP_009109396.2
OG0008465	CARHR246130	XP_009133704.1, XP_009138528.2
OG0008467	CARHR246060	XP_009133930.1, XP_033144007.1
OG0008468	CARHR245680	XP_009137358.1, XP_033133160.1, XP_009138488.1
OG0008469	CARHR245660	XP_009137661.1, XP_009109365.1
OG0008470	CARHR245510	XP_009138469.1, XP_009138768.1
OG0008471	CARHR245380	XP_009109352.1, XP_009140235.1
OG0008472	CARHR245240	XP_009109344.2, XP_009141155.1
OG0008473	CARHR245120	XP_009142233.1, XP_009109341.1
OG0008474	CARHR244960	XP_009109327.1, XP_009143303.1, XP_018513001.1
OG0008475	CARHR244830	XP_009144043.1
OG0008476	CARHR244660	XP_009138417.1, XP_009145510.1
OG0008477	CARHR244340	XP_009138400.2, XP_009148617.1
OG0008478	CARHR244060	XP_009150864.1, XP_009109280.2
OG0008479	CARHR243820	XP_033142174.1, XP_009138364.1
OG0008480	CARHR243600	XP_033142688.1, XP_033135410.1
OG0008481	CARHR243650	XP_009102917.1
OG0008482	CARHR243660	XP_009109292.1, XP_009102562.1, XP_009138357.1
OG0008483	CARHR243250	XP_033145006.1, XP_009107450.1
OG0008484	CARHR243140	XP_009108697.1, XP_009108194.1, XP_009138330.2
OG0008485	CARHR242820, CARHR153010	XP_009111282.2, XP_009108722.1
OG0008486	CARHR242840	XP_009111625.1, XP_009138300.1
OG0008487	CARHR242300	XP_033142455.1, XP_033132786.1
OG0008488	CARHR242560	XP_009115174.1, XP_009138274.1
OG0008489	CARHR242690	XP_009108745.1, XP_009116335.2, XP_009138263.1
OG0008490	CARHR240150, CARHR115030	XP_009108886.1, XP_009126288.2
OG0008491	CARHR240160	XP_009108888.1, XP_009138071.1
OG0008492	CARHR240170	XP_009126243.1, XP_009138073.1
OG0008493	CARHR240190	XP_009126222.1, XP_009138074.1
OG0008494	CARHR240510	XP_009108870.1, XP_009125871.1
OG0008495	CARHR240660	XP_009108862.2, XP_009125616.1
OG0008496	CARHR240990	XP_018513609.1, XP_033141679.1
OG0008497	CARHR241130	XP_009108813.1, XP_009124998.1
OG0008498	CARHR241190	XP_018512647.1, XP_009124566.2
OG0008499	CARHR241260	XP_009123745.2
OG0008500	CARHR241540	XP_009122233.1, XP_009138192.1
OG0008501	CARHR241870	XP_009138246.1, XP_009119341.1
OG0008502	CARHR242120	XP_009108762.1
OG0008503	CARHR242170	XP_009108760.1, XP_009138257.1
OG0008504	CARHR242190	XP_009108759.2, XP_009138259.1
OG0008505	CARHR240110	XP_009126332.1, XP_009108890.1
OG0008506	CARHR240090	XP_009126325.1
OG0008507	CARHR239810	XP_009126573.1, XP_009138048.2
OG0008508	CARHR239380	XP_009105415.1, XP_009108923.1, XP_009138017.1
OG0008509	CARHR239290	XP_009127004.1, XP_009108930.1
OG0008510	CARHR239280	XP_009108931.1, XP_009138008.1
OG0008511	CARHR239160	XP_009108936.2, XP_009127116.1
OG0008512	CARHR239050	XP_009127212.1, XP_009137993.1
OG0008513	CARHR117930	XP_009117235.1
OG0008514	CARHR099860	XP_009102571.1
OG0008515	CARHR100030	XP_009135878.1, NP_001288954.1
OG0008516	CARHR100080	XP_009135872.1, XP_009106163.1
OG0008517	CARHR100090	XP_009106153.1, XP_009102544.2
OG0008518	CARHR100330	XP_009102531.1, XP_009106030.1
OG0008519	CARHR065570	XP_009105924.1, XP_009105586.2
OG0008520	CARHR065470	XP_033131950.1, XP_009104853.1
OG0008521	CARHR065450	XP_009127938.1, XP_009105913.1
OG0008522	CARHR065290	XP_009127929.1, XP_033131727.1
OG0008523	CARHR065200	XP_009105892.1, XP_009127926.1
OG0008524	CARHR065110	XP_009105884.1, XP_009127915.1
OG0008525	CARHR065100	XP_033140723.1, XP_009105883.1
OG0008526	CARHR065050	XP_009104867.1
OG0008527	CARHR065040	XP_009104866.1, XP_009105878.1
OG0008528	CARHR065010	XP_009104870.1, XP_009127906.1
OG0008529	CARHR023660	XP_009103189.1, XP_009115553.1
OG0008530	CARHR023780	XP_009110104.1, XP_009115540.1
OG0008531	CARHR023870	XP_018508274.1, XP_018510322.2
OG0008532	CARHR024630	XP_009110066.1, XP_009115456.1
OG0008533	CARHR024810	XP_009110060.2, XP_009115436.1
OG0008534	CARHR025410	XP_009110017.1, XP_009115373.1
OG0008535	CARHR025640	XP_009109913.1, XP_009115351.1
OG0008537	CARHR231880	XP_009138101.1, XP_009137449.2
OG0008538	CARHR249540	XP_009134446.1, XP_009111317.1
OG0008539	CARHR257570	XP_033144860.1, XP_033143895.1
OG0008540	CARHR250000	XP_009111347.1, XP_009134475.1
OG0008541	CARHR250070	XP_009111353.1
OG0008542	CARHR250110	XP_033135577.1
OG0008543	CARHR250270	XP_009111383.1, XP_009134485.1
OG0008544	CARHR249360	XP_009134500.1
OG0008545	CARHR249270	XP_033136162.1
OG0008546	CARHR249260	XP_009111413.1, XP_033142098.1
OG0008547	CARHR249000	XP_009134526.1, XP_009111448.1
OG0008548	CARHR248890	XP_009134534.1, XP_009111468.1
OG0008549	CARHR248740	XP_009134543.2, XP_009111474.2
OG0008550	CARHR248550	XP_009134551.1, XP_009111484.2
OG0008551	CARHR234170	XP_009137603.1, XP_009142514.1
OG0008552	CARHR111890	XP_009117443.1, XP_009134011.2
OG0008553	CARHR026600	XP_009113806.2
OG0008554	CARHR026100	XP_009115307.1, XP_009109874.1
OG0008555	CARHR025920	XP_009115336.2, XP_009109890.1
OG0008556	CARHR025860	XP_033130308.1, XP_009115341.2
OG0008557	CARHR025850	XP_009109896.2, XP_009115342.1
OG0008558	CARHR234050	XP_009142368.1, XP_009137599.1
OG0008559	CARHR234540	XP_009109161.1
OG0008560	CARHR235090	XP_009137658.1, XP_009143407.1
OG0008561	CARHR235080	XP_009143398.1, XP_009137656.2
OG0008562	CARHR235150	XP_009137662.1, XP_009143488.1
OG0008563	CARHR235300	XP_009143609.1, XP_009137672.1
OG0008564	CARHR235350, CARHR168750	XP_009137676.1
OG0008565	CARHR235630	XP_009109120.1, XP_009144053.2
OG0008566	CARHR025310	XP_033135159.1
OG0008567	CARHR235720	XP_009137751.1
OG0008568	CARHR235740	XP_009144146.1
OG0008569	CARHR235750	XP_009144138.1, XP_009137756.2
OG0008570	CARHR235780	XP_009109111.2, XP_009137758.2
OG0008571	CARHR236040	XP_033133144.1
OG0008572	CARHR005900, CARHR005960	XP_009118543.1
OG0008573	CARHR011260	XP_009118230.1, XP_033128852.1
OG0008574	CARHR015380, CARHR284510	XP_009117870.2, XP_009148871.1
OG0008575	CARHR024310	XP_018509363.2, XP_009115485.1
OG0008576	CARHR025350	XP_009103098.1, XP_009115381.1
OG0008577	CARHR026020	XP_009103068.1, XP_009109881.2, XP_009115317.1
OG0008579	CARHR149720	XP_033144895.1
OG0008580	CARHR248630	XP_009123656.1
OG0008581	CARHR035820	XP_033137954.1
OG0008582	CARHR035900	XP_009123052.1
OG0008583	CARHR089290	XP_033148646.1
OG0008584	CARHR047670	XP_009112758.2, XP_009112929.1
OG0008585	CARHR052710, CARHR052720	XP_009105503.2
OG0008586	CARHR060940	XP_033139602.1
OG0008587	CARHR061870	XP_009105451.2, XP_009105015.2
OG0008589	CARHR079250	XP_018511527.1, XP_018514573.1, XP_033140933.1, XP_033142512.1
OG0008590	CARHR080000, CARHR079990, CARHR182590	XP_033148216.1, XP_009110576.2, XP_009124874.1, XP_033132109.1, XP_009124876.2
OG0008591	CARHR088270, CARHR088280, CARHR088290	XP_033133344.1, XP_033142269.1
OG0008592	CARHR088560	XP_009117459.1, XP_009146448.1
OG0008593	CARHR104760	XP_033130146.1
OG0008596	CARHR112830	XP_009140304.1, XP_033137142.1
OG0008598	CARHR114040	XP_009117332.1, XP_033145393.1
OG0008599	CARHR114070	XP_009117326.1, XP_009140391.1
OG0008600	CARHR292980	XP_009140459.2, XP_009117286.2
OG0008601	CARHR118140	XP_009117243.1, XP_009133985.1
OG0008602	CARHR117840	XP_033136694.1, XP_009140529.1
OG0008603	CARHR115560	XP_009117041.1, XP_009133958.1
OG0008604	CARHR124290	XP_009132753.1, XP_033138628.1, XP_009141103.1
OG0008605	CARHR128290	XP_033141976.1, XP_009143795.1
OG0008606	CARHR144110	XP_033136314.1, XP_009101334.1
OG0008607	CARHR148230	XP_033141413.1, XP_033129175.1
OG0008609	CARHR153060	XP_009151771.1, XP_009129291.1
OG0008610	CARHR201210	XP_009125836.1
OG0008611	CARHR199260	XP_009131385.1, XP_009121698.1
OG0008612	CARHR196210	XP_009112423.1, XP_009131572.1
OG0008613	CARHR189440	XP_018515015.1, XP_009130087.2
OG0008615	CARHR254410	XP_033134842.1, XP_009134247.2
OG0008616	CARHR240810	XP_009125414.2
OG0008617	CARHR234000	NP_001288909.1, XP_033139950.1
OG0008618	CARHR231620	XP_009137784.1, XP_033142228.1
OG0008619	CARHR231590	XP_009137424.1, XP_009137765.1
OG0008623	CARHR183590	XP_009129731.1
OG0008624	CARHR184190	XP_009151614.1, XP_009111821.2, XP_009129708.1
OG0008625	CARHR183430	XP_009129737.2, XP_009151656.1
OG0008626	CARHR284640	XP_009111861.2, XP_033129461.1
OG0008627	CARHR182620	XP_009111864.1, XP_009151711.1
OG0008628	CARHR257710	XP_009132698.1
OG0008629	CARHR266520	XP_009127172.1, XP_009132482.1
OG0008630	CARHR266720	XP_009119910.1, XP_009127151.1
OG0008631	CARHR204510	XP_009131073.1, XP_033137489.1
OG0008649	CARHR238310	XP_033148676.1, XP_009108986.1
OG0008650	CARHR238340	XP_009127808.2, XP_009137920.2
OG0008651	CARHR230110	XP_009137308.1
OG0008652	CARHR230080	XP_009136627.1
OG0008653	CARHR155170	XP_009149967.1, XP_009150431.1
OG0008654	CARHR154920	XP_033129851.1, XP_033140920.1
OG0008655	CARHR157390	XP_009151440.1, XP_009150185.1
OG0008656	CARHR157350	XP_009151413.1, XP_009149810.1
OG0008657	CARHR010560	XP_018515011.1
OG0008658	CARHR157240	XP_009150192.1
OG0008659	CARHR156720	XP_009149853.1
OG0008660	CARHR156870	XP_009150835.1, XP_009149844.1
OG0008661	CARHR156910, CARHR162400	XP_009149839.1
OG0008662	CARHR143610	XP_009101377.1, XP_009107092.1
OG0008663	CARHR144380	XP_033139657.1, XP_009101318.2
OG0008664	CARHR149540, CARHR261510	XP_009125142.1
OG0008665	CARHR194950	XP_009121010.1, XP_009131638.1
OG0008666	CARHR195310	XP_009126214.1, XP_009121045.1
OG0008667	CARHR195320	XP_033141640.1, XP_009121047.1
OG0008668	CARHR195500, CARHR077630	XP_033138562.1, XP_033140157.1
OG0008669	CARHR088160	XP_009146484.2
OG0008670	CARHR195920	XP_009126174.1, XP_009121401.1
OG0008671	CARHR196400	XP_009131556.2, XP_018511033.2
OG0008672	CARHR196430	XP_009121454.1, XP_009126138.1
OG0008673	CARHR196480	XP_009126134.1, XP_009121459.1
OG0008674	CARHR196510	XP_009121462.1
OG0008675	CARHR196530	XP_009121465.1, XP_009131552.1
OG0008676	CARHR196580	XP_033138576.1, XP_009126128.1
OG0008677	CARHR196740	XP_009126123.1, XP_009121486.1
OG0008678	CARHR196990	XP_009121492.1
OG0008679	CARHR139750	XP_009142270.1
OG0008680	CARHR197090	XP_033143162.1, XP_009121504.1
OG0008681	CARHR197150	XP_009131524.1, XP_009121509.2
OG0008682	CARHR197190	XP_009131520.2, XP_033138818.1
OG0008683	CARHR197350	XP_009132246.2, XP_009121533.3
OG0008684	CARHR197520	XP_009121544.1
OG0008685	CARHR197540	XP_033142895.1, XP_009121546.1
OG0008686	CARHR197550	XP_033140090.1, XP_009121547.2
OG0008687	CARHR103800	XP_009136188.1
OG0008688	CARHR197680	XP_009131487.1, XP_009126061.1
OG0008689	CARHR197720	XP_009121557.1, XP_009126059.1
OG0008690	CARHR197980, CARHR032660, CARHR032730	XP_033137546.1
OG0008691	CARHR198040	XP_009121588.1, XP_009131456.1
OG0008692	CARHR126800	XP_009143925.1, XP_009132906.1
OG0008693	CARHR198260	XP_009126027.1
OG0008694	CARHR004260	XP_009127093.1
OG0008695	CARHR090520	XP_009146242.1
OG0008696	CARHR199080	XP_009125968.1, XP_009121680.1
OG0008697	CARHR199150	XP_009121689.3
OG0008698	CARHR199510	XP_009131368.2
OG0008699	CARHR199560	XP_009121720.2, XP_009131365.1
OG0008700	CARHR268810	XP_009132382.1
OG0008701	CARHR199770	XP_009125930.1, XP_009121742.2
OG0008702	CARHR199880	XP_009125921.1, XP_009121754.1
OG0008703	CARHR200100	XP_009121769.1
OG0008704	CARHR200160	XP_009125901.1, XP_009121776.1
OG0008705	CARHR200320	XP_009131320.1, XP_009122877.1
OG0008706	CARHR200330	XP_009125887.1, XP_009121794.2
OG0008707	CARHR200370	XP_009121799.1, XP_009131317.1
OG0008708	CARHR200400	XP_009125886.1, XP_009121802.1
OG0008709	CARHR200410	XP_009125884.1, XP_009121805.2
OG0008711	CARHR200670	XP_009121848.1
OG0008712	CARHR200780	XP_009125857.1, XP_009121858.1
OG0008713	CARHR200790	XP_009121859.1
OG0008714	CARHR200840	XP_009121861.1, XP_009131269.1
OG0008715	CARHR200930	XP_009131259.1, XP_009121873.1
OG0008716	CARHR201150	XP_009125841.1, XP_009131249.1
OG0008717	CARHR201170	XP_009125839.1, XP_033137886.1
OG0008718	CARHR201250	XP_009121902.1, XP_009131244.1
OG0008719	CARHR201260	XP_009121904.2, XP_033144991.1
OG0008720	CARHR201310	XP_009131237.2, XP_009125833.2
OG0008721	CARHR201660	XP_009121935.2
OG0008722	CARHR201950	XP_009121966.1, XP_009125799.1
OG0008723	CARHR268480	XP_009120034.1, XP_009127027.1
OG0008724	CARHR202170	XP_033138524.1, XP_009125787.1
OG0008725	CARHR202290	XP_009122005.1, XP_033140346.1
OG0008726	CARHR202300	XP_009122007.1, XP_009125262.1
OG0008727	CARHR202590	XP_033140347.1, XP_009122031.1
OG0008728	CARHR202660	XP_009131171.1, XP_009122034.2
OG0008729	CARHR202810	XP_009122049.2, XP_009131162.1
OG0008730	CARHR203140	XP_009125325.1
OG0008731	CARHR203280	XP_009125331.1, XP_033137440.1
OG0008732	CARHR203460	XP_009125340.1, XP_009122113.1
OG0008733	CARHR203710	XP_009125352.1, XP_009122534.1
OG0008734	CARHR204060	XP_033142795.1, XP_009125756.2, XP_009122507.1
OG0008735	CARHR204090	XP_009131107.1, XP_009122505.1
OG0008736	CARHR204200	XP_009125750.1
OG0008737	CARHR204380	XP_009122475.1, XP_009131091.1
OG0008738	CARHR204410	XP_009131082.1, XP_009122471.1
OG0008739	CARHR151710	XP_009151852.1, XP_009129361.1
OG0008740	CARHR258140	XP_009127360.1
OG0008741	CARHR204620	XP_018513601.1
OG0008742	CARHR204930	XP_009122434.1, XP_018513277.1
OG0008743	CARHR205120	XP_009125716.1, XP_009122416.1, XP_018513428.1
OG0008744	CARHR205240	XP_009125711.1, XP_033138444.1
OG0008745	CARHR205280	XP_009125705.1, XP_009131024.1
OG0008746	CARHR205360	XP_009122401.1, XP_009131014.1
OG0008747	CARHR205570	XP_009122325.2, XP_033141825.1
OG0008748	CARHR251180	XP_009111252.2
OG0008749	CARHR251200	XP_009144539.1, XP_033142103.1
OG0008750	CARHR251540	XP_009122154.1, XP_009144523.3
OG0008751	CARHR251550	XP_009122116.1
OG0008752	CARHR251730	XP_009121951.1
OG0008753	CARHR232490	XP_009138864.2
OG0008754	CARHR257170	XP_009138839.1
OG0008755	CARHR232310	XP_009137480.1, XP_009138628.1
OG0008756	CARHR232300	XP_009138618.1
OG0008757	CARHR249440	XP_009128508.1
OG0008758	CARHR118570	XP_009103548.1, XP_009123176.1
OG0008759	CARHR118720	XP_009103552.1
OG0008760	CARHR118980	XP_009133925.1, XP_009103559.1
OG0008761	CARHR119070	XP_009140751.2
OG0008762	CARHR119730	XP_009140783.2, XP_009103583.1
OG0008763	CARHR119830	XP_009140791.1
OG0008764	CARHR119940	XP_009140795.1, XP_009103593.1
OG0008765	CARHR119950	XP_009140798.1, XP_033143929.1
OG0008766	CARHR121470	XP_009140812.2
OG0008768	CARHR120440	XP_009140819.1, XP_009103619.1
OG0008769	CARHR120490	XP_033130149.1
OG0008770	CARHR120510	XP_018514141.1
OG0008771	CARHR120570	XP_009103628.1
OG0008772	CARHR120690	XP_033130350.1, XP_009140837.2
OG0008773	CARHR120830	XP_009103643.1
OG0008774	CARHR120880	XP_009140845.2, XP_009103648.1
OG0008775	CARHR120960	XP_009140846.1, XP_009103645.1
OG0008776	CARHR121330	XP_009140900.1, XP_009103683.1
OG0008777	CARHR121380	XP_009140903.1, XP_009103686.1
OG0008778	CARHR121620	XP_009106885.1
OG0008779	CARHR121740	XP_009140927.1, XP_009103702.1
OG0008780	CARHR121900	XP_009103713.1, XP_009140941.1
OG0008781	CARHR121930	XP_009103714.1, XP_009140942.1
OG0008782	CARHR121940	XP_009140943.1
OG0008783	CARHR122020	XP_009133861.1, XP_009140951.1, XP_033130326.1
OG0008784	CARHR122030	XP_009103719.1, XP_033145277.1
OG0008786	CARHR122290	XP_009140961.1, XP_033131578.1
OG0008787	CARHR122680	XP_009144380.2
OG0008788	CARHR122690	XP_009140999.1
OG0008789	CARHR123260	XP_009144338.1, XP_009141031.1
OG0008790	CARHR123370	XP_009144333.2, XP_009132711.2
OG0008791	CARHR123410	XP_009141036.1
OG0008792	CARHR123450	XP_009132714.1, XP_009141041.1, XP_009144327.1
OG0008793	CARHR123600	XP_009144312.1
OG0008794	CARHR123730	XP_009144307.1
OG0008795	CARHR123970	XP_009132742.1, XP_009144295.1
OG0008796	CARHR123980	XP_009132743.1, XP_009141428.1
OG0008797	CARHR124210	XP_009141093.1
OG0008798	CARHR124590	XP_009141128.2
OG0008799	CARHR124690	XP_009144598.1, XP_009132769.1
OG0008800	CARHR124700	XP_009132768.1
OG0008801	CARHR124790	XP_009141139.1
OG0008802	CARHR124850	XP_009141144.1
OG0008803	CARHR124870	XP_009144244.1, XP_009141146.2
OG0008804	CARHR124990	XP_009141172.1, XP_009132780.1, XP_009144215.1
OG0008805	CARHR125040	XP_033145508.1, XP_009132782.1
OG0008806	CARHR125440	XP_009141176.1, XP_009132814.1
OG0008807	CARHR125510	XP_018514509.2, XP_009141191.2
OG0008809	CARHR125900	XP_033147699.1
OG0008810	CARHR126340	XP_009141244.1, XP_009143997.1
OG0008811	CARHR126130	XP_009143966.1, XP_009132835.1
OG0008812	CARHR218470	XP_009107672.1
OG0008814	CARHR126750	XP_009141278.2
OG0008815	CARHR127160	XP_009141292.1
OG0008816	CARHR127260	XP_009141299.2, XP_009132919.1
OG0008817	CARHR127310	XP_033147712.1, XP_009132920.1
OG0008818	CARHR127320	XP_009141305.2, XP_009143873.1
OG0008819	CARHR127350	XP_009141307.1, XP_033147806.1
OG0008820	CARHR127400	XP_009143862.1, XP_009141311.1
OG0008821	CARHR180420	XP_009123880.1, XP_009101794.1
OG0008822	CARHR180090	XP_033129183.1, XP_033136288.1
OG0008823	CARHR006300	XP_009113983.1, XP_009101773.1
OG0008824	CARHR179730	XP_009123905.1
OG0008825	CARHR179590	XP_009113978.2, XP_033140625.1
OG0008826	CARHR179560, CARHR216610	XP_009101757.1, XP_009123920.1
OG0008827	CARHR231890	XP_009137452.1, XP_009138109.1
OG0008828	CARHR178950	XP_009101727.2, XP_009113932.1
OG0008829	CARHR251860	XP_009121833.1
OG0008829	CARHR100500, CARHR004110	XP_033138175.1
OG0008830	CARHR232560	XP_009138932.1
OG0008831	CARHR232590	XP_033142983.1
OG0008832	CARHR232750	XP_009137516.1, XP_009139151.1
OG0008833	CARHR037420	XP_009118942.1
OG0008834	CARHR037350	XP_009145032.1, XP_009107407.2
OG0008835	CARHR037300	XP_009107414.1, XP_009145029.1
OG0008836	CARHR037240, CARHR037230	XP_009145027.1
OG0008838	CARHR037030	XP_009107423.2, XP_009123161.1
OG0008839	CARHR036270	XP_009107452.1
OG0008840	CARHR036570	XP_009123523.1, XP_009107443.1
OG0008841	CARHR036740	XP_009123449.1, XP_009124593.1
OG0008842	CARHR027240	XP_009109781.1, XP_009113736.1
OG0008843	CARHR027360	XP_009102942.2, XP_009113726.1
OG0008844	CARHR027620	XP_009102929.2, XP_009113696.1
OG0008845	CARHR101480	XP_009136104.1
OG0008846	CARHR027790	XP_009102920.1, XP_033135652.1
OG0008847	CARHR027910	XP_009109726.1, XP_009113666.2
OG0008848	CARHR028270	XP_009102887.1, XP_009123178.1
OG0008849	CARHR028550	XP_009115261.1
OG0008850	CARHR028560	XP_009102867.1, XP_009115262.1
OG0008851	CARHR028600	XP_009115259.2, NP_001306245.1
OG0008852	CARHR029020, CARHR028980	XP_033132865.1, XP_009102833.1
OG0008853	CARHR182370, CARHR182330	XP_009111871.1
OG0008854	CARHR029120	XP_009109644.1, XP_009115218.1
OG0008855	CARHR029500	XP_009102799.2
OG0008856	CARHR029400	XP_018508312.1, XP_009115200.1
OG0008857	CARHR029710	XP_009115164.2, XP_009109594.2
OG0008858	CARHR030130	XP_009124606.1, XP_009144762.1
OG0008859	CARHR030160	XP_009115058.1, XP_009144742.1
OG0008860	CARHR030220, CARHR054980	XP_009115050.1
OG0008861	CARHR030290	XP_009115042.1, XP_009102685.1
OG0008862	CARHR030350	XP_009115029.1, XP_009107758.2
OG0008863	CARHR030480	XP_033135807.1, XP_033135689.1
OG0008864	CARHR030510	XP_009107749.1
OG0008865	CARHR158120, CARHR030720	XP_009115005.1
OG0008866	CARHR030760	XP_009115000.1, XP_009102670.1
OG0008867	CARHR258010	XP_033138103.1
OG0008868	CARHR287040	XP_018510450.1, XP_009108116.1
OG0008869	CARHR031150	XP_009114957.1
OG0008870	CARHR031300	XP_009114931.1, XP_009108001.1
OG0008871	CARHR031710	XP_009151423.1
OG0008872	CARHR032000	XP_009114873.1
OG0008873	CARHR129450	XP_009143683.1
OG0008874	CARHR145020	XP_009101252.2
OG0008874	CARHR145040	XP_033141041.1
OG0008875	CARHR145280	XP_009101233.1
OG0008876	CARHR145730	XP_009152195.1
OG0008877	CARHR172360	XP_009116873.2
OG0008878	CARHR280950	XP_009112331.1, XP_009103490.2
OG0008879	CARHR280920	XP_009130551.1, XP_009103486.1
OG0008880	CARHR280900	XP_009103484.1, XP_009112334.1
OG0008881	CARHR280750	XP_009112345.1, XP_009103465.1
OG0008882	CARHR280730	XP_009112348.1
OG0008883	CARHR280710	XP_009112350.1, XP_033131421.1
