Erysimum_linariifolium	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
El004G213730	838	AT1G65800.1, AT1G65790.1	AT1G65800.1	orthologue	GO:0004675;GO:0005829;GO:0004674;GO:0031625;GO:0006468;GO:0004672;GO:0046777;GO:0009507;GO:0005576;GO:0007178;GO:0007165;GO:0005886;GO:0006955;GO:0048544;GO:0071215;GO:0016020;GO:0019199;GO:0005634;GO:0005524;GO:0009738;GO:0030246;GO:0106310	Receptor-like serine/threonine-protein kinase SD1-6 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 2) (S-domain-1 (SD1) receptor kinase 6) (SD1-6);Receptor-like serine/threonine-protein kinase SD1-7 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 1) (S-domain-1 (SD1) receptor kinase 7) (SD1-7);non-specific serine/threonine protein kinase (EC 2.7.11.1)
El004G213750	105					
El004G213760	512	AT3G14690.2, AT3G14650.1, AT3G14660.1, AT3G14640.2, AT3G14680.1	AT3G14690.2	other	GO:0005506;GO:0016705;GO:0004497;GO:0005575;GO:0020037;GO:0005829;GO:0009507;GO:0008150;GO:0005739;GO:0016020	Cytochrome P450 72A11 (EC 1.14.-.-);Cytochrome P450 72A13 (EC 1.14.-.-);Cytochrome P450 72A14 (EC 1.14.-.-);Cytochrome P450 72A15 (EC 1.14.-.-);Cytochrome P450, family 72, subfamily A, polypeptide 10;Cytochrome P450, family 72, subfamily A, polypeptide 13;Cytochrome P450, family 72, subfamily A, polypeptide 15
El004G213770	397	AT1G65570.1	AT1G65570.1	orthologue	GO:0005576;GO:0004650;GO:0048046;GO:0009506;GO:0005975;GO:0048829;GO:0016829;GO:0071555	F5I14.10 (Pectin lyase-like superfamily protein) (Polygalacturonase/pectinase)
El004G213780	1105	AT1G65580.1	AT1G65580.1	orthologue	GO:0004439;GO:0005634;GO:0005737;GO:0046856;GO:0034485;GO:0016791;GO:0046872;GO:0052658;GO:0004519;GO:0009846;GO:0005515	Endonuclease/exonuclease/phosphatase family protein;Type II inositol polyphosphate 5-phosphatase 15 (At5PTase15) (EC 3.1.3.36) (EC 3.1.3.86) (Protein FRAGILE FIBER 3)
El004G213790	263	AT1G18050.1	AT1G18050.1	orthologue	GO:0003723;GO:0005686;GO:0071004;GO:0045292;GO:0071013;GO:0005634	SWAP/surp RNA-binding domain protein
El004G213800	535	AT1G65590.1	AT1G65590.1	orthologue	GO:0004563;GO:0006491;GO:0030203;GO:0005975;GO:0016020;GO:0009505;GO:0015929;GO:0005634;GO:0005886;GO:0004553	Beta-hexosaminidase 3 (EC 3.2.1.52) (Beta-GlcNAcase 3) (Beta-N-acetylhexosaminidase 3) (Beta-hexosaminidase 1) (AtHEX1) (N-acetyl-beta-glucosaminidase 3)
El004G213810	140	AT1G73220.1	AT1G73220.1	other	GO:0010150;GO:0015144;GO:0005886;GO:0015226;GO:0015839;GO:0005524;GO:0006811;GO:0016020;GO:0022857;GO:0055085	Organic cation/carnitine transporter 1 (AtOCT1)
El004G213830	539	AT1G73220.1	AT1G73220.1	other	GO:0010150;GO:0015144;GO:0005886;GO:0015226;GO:0015839;GO:0005524;GO:0006811;GO:0016020;GO:0022857;GO:0055085	Organic cation/carnitine transporter 1 (AtOCT1)
El004G213840	624	AT1G65610.1	AT1G65610.1	orthologue	GO:0008810;GO:0005634;GO:0016020;GO:0030245;GO:0071555;GO:0005975;GO:0004553	Endoglucanase 7 (EC 3.2.1.4) (Endo-1,4-beta glucanase 7)
El004G213860	201	AT1G65620.1	AT1G65620.1	orthologue	GO:0005634;GO:0009943;GO:0009944;GO:0001216;GO:0009799;GO:0048441;GO:0005515;GO:0009954;GO:0005654	Protein ASYMMETRIC LEAVES 2 (LOB domain-containing protein 6)
El004G213870	581	AT1G65630.1	AT1G65630.1	orthologue	GO:0004252;GO:0005634;GO:0006508;GO:0005759;GO:0005515	Putative protease Do-like 3, mitochondrial (EC 3.4.21.-)
El004G213880	586	AT1G65630.1	AT1G65630.1	orthologue	GO:0004252;GO:0005634;GO:0006508;GO:0005759;GO:0005515	Putative protease Do-like 3, mitochondrial (EC 3.4.21.-)
El004G213890	548	AT1G65630.1	AT1G65630.1	orthologue	GO:0004252;GO:0005634;GO:0006508;GO:0005759;GO:0005515	Putative protease Do-like 3, mitochondrial (EC 3.4.21.-)
El004G213900	494	AT1G65630.1, AT1G65640.2	AT1G65640.2	other	GO:0004252;GO:0005634;GO:0006508;GO:0008150;GO:0005759;GO:0031966;GO:0005515	Protease Do-like 4, mitochondrial (EC 3.4.21.-);Putative protease Do-like 3, mitochondrial (EC 3.4.21.-)
El004G213910	107	AT1G60170.1	AT1G60170.1	other	GO:0000398;GO:0046540;GO:0006346;GO:0000244;GO:0008380;GO:0005515;GO:0005687;GO:0070417;GO:0009793;GO:0097526;GO:0005634;GO:0009409;GO:0009845;GO:0015030;GO:0071011;GO:0003723;GO:0005681	U4/U6 small nuclear ribonucleoprotein Prp31 homolog (Pre-mRNA-processing factor 31 homolog) (Protein EMBRYO DEFECTIVE 1220)
El004G213930	101					
El004G213940	118				GO:0003723;GO:0003676	
El004G213950	546	AT1G65630.1	AT1G65630.1	orthologue	GO:0004252;GO:0005634;GO:0006508;GO:0005759;GO:0005515	Putative protease Do-like 3, mitochondrial (EC 3.4.21.-)
El004G213960	118				GO:0003676;GO:0003723	
El004G213970	451	AT1G60170.1	AT1G60170.1	other	GO:0000398;GO:0046540;GO:0006346;GO:0000244;GO:0008380;GO:0005515;GO:0005687;GO:0070417;GO:0009793;GO:0097526;GO:0005634;GO:0009409;GO:0009845;GO:0015030;GO:0071011;GO:0003723;GO:0005681	U4/U6 small nuclear ribonucleoprotein Prp31 homolog (Pre-mRNA-processing factor 31 homolog) (Protein EMBRYO DEFECTIVE 1220)
El004G213980	223	AT1G72800.1	AT1G72800.1	orthologue	GO:0003723;GO:0005730;GO:0000785;GO:0005654;GO:0010468;GO:0003676	RNA-binding (RRM/RBD/RNP motifs) family protein
El004G213990	325	AT1G65650.1	AT1G65650.1	orthologue	GO:0006511;GO:0016579;GO:0004843;GO:0005634;GO:0005737;GO:0048366;GO:0048367;GO:0005515;GO:0010016;GO:0031011	Ubiquitin carboxyl-terminal hydrolase 2 (EC 3.4.19.12)
El004G214000	536	AT1G65660.1	AT1G65660.1	orthologue	GO:0008380;GO:0000398;GO:0003727;GO:0005681;GO:0005634;GO:0008284;GO:0030628;GO:0008270	Pre-mRNA-splicing factor SLU7-A (Protein SWELLMAP 1)
El004G214010	127	AT1G65670.1	AT1G65670.1	other	GO:0016132;GO:0004497;GO:0010268;GO:0005506;GO:0005576;GO:0020037;GO:0016705;GO:0016020;GO:0007275;GO:0016125;GO:0016491	Cytochrome P450 family protein (Cytochrome P450, family 702, subfamily A, polypeptide 1)
El004G214020	268	AT1G65670.1	AT1G65670.1	orthologue	GO:0016132;GO:0004497;GO:0010268;GO:0005506;GO:0005576;GO:0020037;GO:0016705;GO:0016020;GO:0007275;GO:0016125;GO:0016491	Cytochrome P450 family protein (Cytochrome P450, family 702, subfamily A, polypeptide 1)
El004G214030	134					
El004G214040	276	AT4G01380.1, AT1G45063.1	AT1G45063.1	other	GO:0005886;GO:0005576;GO:0008150;GO:0009055	Copper ion binding / electron carrier protein;Plastocyanin-like domain-containing protein (Putative copper-containing glycoprotein)
El004G214050	252	AT1G65690.1	AT1G65690.1	orthologue	GO:0003674;GO:0005886;GO:0010116;GO:0005829;GO:0006970;GO:0009737;GO:1902074;GO:0009738;GO:0098542	NDR1/HIN1-like protein 6
El004G214060	337	AT3G24070.1	AT3G24070.1	other	GO:0008270;GO:0005737;GO:0003676	At3g24060 (Zinc knuckle (CCHC-type) family protein)
El004G214070	130	AT2G05600.1	AT2G05600.1	orthologue	GO:0003674;GO:0008150;GO:0005575	F-box associated ubiquitination effector family protein
El004G214080	136	AT3G24070.1	AT3G24070.1	other	GO:0008270;GO:0005737;GO:0003676	At3g24060 (Zinc knuckle (CCHC-type) family protein)
El004G214090	86					
El004G214100	130	AT2G05600.1	AT2G05600.1	orthologue	GO:0003674;GO:0008150;GO:0005575	F-box associated ubiquitination effector family protein
El004G214140	339	AT2G05600.1	AT2G05600.1	orthologue	GO:0003674;GO:0008150;GO:0005575	F-box associated ubiquitination effector family protein
El004G214150	73	AT3G24070.1	AT3G24070.1	other	GO:0008270;GO:0005737;GO:0003676	At3g24060 (Zinc knuckle (CCHC-type) family protein)
El004G214160	130	AT2G05600.1	AT2G05600.1	orthologue	GO:0003674;GO:0008150;GO:0005575	F-box associated ubiquitination effector family protein
El004G214170	106	AT3G24070.1	AT3G24070.1	other	GO:0008270;GO:0005737;GO:0003676	At3g24060 (Zinc knuckle (CCHC-type) family protein)
El004G214180	328	AT3G24070.1	AT3G24070.1	other	GO:0008270;GO:0005737;GO:0003676	At3g24060 (Zinc knuckle (CCHC-type) family protein)
El004G214190	136	AT3G24070.1	AT3G24070.1	other	GO:0008270;GO:0005737;GO:0003676	At3g24060 (Zinc knuckle (CCHC-type) family protein)
El004G214200	414	AT2G05600.1	AT2G05600.1	orthologue	GO:0003674;GO:0008150;GO:0005575;;GO:0005515	F-box associated ubiquitination effector family protein
El004G214210	98	AT1G65700.3	AT1G65700.3	orthologue	GO:0005515;GO:0005634;GO:0005688;GO:0000398;GO:0071011;GO:0016070;GO:0003729;GO:0046540;GO:0003723;GO:0005681;GO:0120115	Sm-like protein LSM8 (AtLSM8) (U6 snRNA-associated Sm-like protein LSM8);U6 snRNA-associated Sm-like protein LSm8
El004G214220	196	AT2G05600.1	AT2G05600.1	orthologue	GO:0003674;GO:0008150;GO:0005575	F-box associated ubiquitination effector family protein
El004G214230	490	AT1G65710.1	AT1G65710.1	orthologue	GO:0005634;GO:0003674	Uncharacterized protein At1g65710
El004G214240	804	AT5G37020.1	AT5G37020.1	other	GO:0005515;GO:0003700;GO:0000976;GO:0009733;GO:0005634;GO:0006355;GO:0010154;GO:0009908;GO:0009734;GO:0003677;GO:0009725	Auxin response factor;Auxin response factor 8 (Protein FRUIT WITHOUT FERTILIZATION)
El004G214250	173	AT1G65720.1	AT1G65720.1	orthologue	GO:0009507;GO:0003674;GO:0016020	At1g65720/F1E22_13 (F1E22.9) (Transmembrane protein)
El004G214260	143					
El004G214270	653	AT5G35810.1, AT3G54065.1	AT5G35810.1	orthologue	GO:0016020;GO:0003674;GO:0008150;GO:0005739;GO:0005515	Ankyrin repeat family protein (Emb|CAB70981.1);LOW protein: ankyrin repeat protein
El004G214280	691	AT1G65730.1	AT1G65730.1	orthologue	GO:0005634;GO:0016020;GO:0035673	Probable metal-nicotianamine transporter YSL7 (Protein YELLOW STRIPE LIKE 7) (AtYSL7)
El004G214290	267	AT1G05930.1	AT1G05930.1	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0003677	B3 domain-containing protein At1g05930
El004G214310	203	AT1G48690.1	AT1G48690.1	other	GO:0005575;GO:0003674;;GO:0005737;GO:0016881	At1g48690 (Auxin-regulated protein, putative) (Auxin-responsive GH3 family protein)
El004G214320	114	AT3G56560.1, AT5G39540.1, AT3G55210.1	AT3G55210.1	orthologue	GO:0003674;GO:0008150;GO:0005634;GO:0003700;GO:0006355;GO:0003677;GO:0016020	F-box associated ubiquitination effector family protein;NAC domain containing protein 63 (NAM (No apical meristem)-like protein);NAC domain containing protein 65
El004G214360	312	AT3G56560.1, AT5G39540.1, AT3G55210.1	AT3G55210.1	orthologue	GO:0003674;GO:0008150;GO:0005634;GO:0003700;GO:0006355;GO:0003677;GO:0016020	F-box associated ubiquitination effector family protein;NAC domain containing protein 63 (NAM (No apical meristem)-like protein);NAC domain containing protein 65
El004G214370	320	AT5G11250.2	AT5G11250.2	other	GO:0005634;GO:0043531;GO:0007165;GO:0080135;GO:0006952;GO:0016787;GO:0098542	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6)
El004G214390	308	AT3G56560.1, AT5G39540.1, AT3G55210.1	AT3G55210.1	orthologue	GO:0003674;GO:0008150;GO:0005634;GO:0003700;GO:0006355;GO:0003677;GO:0016020	F-box associated ubiquitination effector family protein;NAC domain containing protein 63 (NAM (No apical meristem)-like protein);NAC domain containing protein 65
El004G214420	375	AT1G65760.1, AT1G65740.1	AT1G65740.1	orthologue	GO:0003674;GO:0008150;GO:0005576;GO:0005515;GO:0005575	Probable F-box protein At1g65740;Uncharacterized protein At1g65760
El004G214430	371	AT1G65760.1, AT1G65740.1	AT1G65740.1	orthologue	GO:0003674;GO:0008150;GO:0005576;GO:0005515;GO:0005575	Probable F-box protein At1g65740;Uncharacterized protein At1g65760
El004G214440	364	AT1G65770.1	AT1G65770.1	orthologue	GO:2000083;GO:0005575;GO:0005515	Putative F-box protein At1g65770
El004G214470	164	AT1G48730.1	AT1G48730.1	orthologue	GO:0003674;GO:0005575;GO:0008150	Uncharacterized protein F11I4_10
El004G214490	114	AT2G18530.1, AT3G46160.1	AT3G46160.1	other	GO:0005524;GO:0004672;GO:0007165;GO:0016310;GO:0005575;GO:0005634;GO:0016020;GO:0006468	Protein kinase superfamily protein;Protein kinase superfamily protein (Protein kinase-like)
El004G214500	1177	AT4G16960.1, AT4G16940.2, AT4G16900.1, AT4G16857.2, AT4G16957.1, AT4G16950.1, AT4G16860.1, AT4G16920.2, AT4G16890.1, AT5G51630.1, AT5G17970.1	AT5G51630.1	other	GO:0005515;GO:0009733;GO:0005737;GO:0042742;GO:0002758;GO:0009862;GO:0005634;GO:0007165;GO:0005829;GO:0006952;GO:0043531;GO:0000166;GO:0061809;GO:0043231;GO:0005575;GO:0003674;GO:0008150;GO:0009507;GO:0009409;GO:0030275;GO:0016887;GO:0005739;GO:0005524;GO:0005783;GO:0050832;GO:0016787	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6);Disease resistance protein (TIR-NBS-LRR class) family;Disease resistance protein (TIR-NBS-LRR class) family protein;Disease resistance protein RPP4 (EC 3.2.2.6) (Protein CHILLING-SENSITIVE 2) (Protein RECOGNITION OF PERONOSPORA PARASITICA 4);Disease resistance protein RPP5 (EC 3.2.2.6) (Protein RECOGNITION OF PERONOSPORA PARASITICA 5);Protein SUPPRESSOR OF npr1-1, CONSTITUTIVE 1 (AtSNC1) (Disease resistance RPP5-like protein) (Probable NAD(+) hydrolase SNC1) (EC 3.2.2.6);SUPPRESSOR OF, CONSTITUTIVE protein
El004G214510	75	AT4G16850.1	AT4G16850.1	orthologue	GO:0048441;GO:0008284;GO:0005886;GO:0003674;GO:0016020	Transmembrane protein
El004G214530	837	AT1G65800.1, AT1G65790.1	AT1G65790.1	orthologue	GO:0004675;GO:0005829;GO:0004674;GO:0031625;GO:0006468;GO:0004672;GO:0046777;GO:0009507;GO:0005576;GO:0007178;GO:0007165;GO:0005886;GO:0006955;GO:0048544;GO:0071215;GO:0016020;GO:0019199;GO:0005634;GO:0005524;GO:0009738;GO:0030246;GO:0106310	Receptor-like serine/threonine-protein kinase SD1-6 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 2) (S-domain-1 (SD1) receptor kinase 6) (SD1-6);Receptor-like serine/threonine-protein kinase SD1-7 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 1) (S-domain-1 (SD1) receptor kinase 7) (SD1-7);non-specific serine/threonine protein kinase (EC 2.7.11.1)
El004G214540	1063	AT1G65810.1	AT1G65810.1	orthologue	GO:0005634;GO:0004386;GO:0003723;GO:0008150;GO:0005524;GO:0005694;GO:0016787	P-loop containing nucleoside triphosphate hydrolases superfamily protein
El004G214550	145	AT1G65820.3	AT1G65820.3	orthologue	GO:0005783;GO:0005773;GO:0005794;GO:0000325;GO:0005634;GO:0005635;GO:0004602;GO:0000137;GO:0004364;GO:0005741;GO:0006629;GO:0006691;GO:0016829;GO:0016491;GO:0016740;GO:0016020	Glutathione S-transferase 3, mitochondrial (EC 4.4.1.20) (Glutathione peroxidase MGST3) (LTC4 synthase MGST3)
El004G214560	496	AT1G65840.1	AT1G65840.1	orthologue	GO:0006598;GO:1903602;GO:0046208;GO:0046592;GO:0005777;GO:0046203;GO:0052901;GO:0016491	Probable polyamine oxidase 4 (AtPAO4) (EC 1.5.3.16) (Amine oxidase 2)
El004G214580	146					
El004G214590	842	AT1G65800.1, AT1G65790.1	AT1G65800.1	orthologue	GO:0004675;GO:0005829;GO:0004674;GO:0031625;GO:0006468;GO:0004672;GO:0046777;GO:0009507;GO:0005576;GO:0007178;GO:0007165;GO:0005886;GO:0006955;GO:0048544;GO:0071215;GO:0016020;GO:0019199;GO:0005634;GO:0005524;GO:0009738;GO:0030246;GO:0106310	Receptor-like serine/threonine-protein kinase SD1-6 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 2) (S-domain-1 (SD1) receptor kinase 6) (SD1-6);Receptor-like serine/threonine-protein kinase SD1-7 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 1) (S-domain-1 (SD1) receptor kinase 7) (SD1-7);non-specific serine/threonine protein kinase (EC 2.7.11.1)
El004G214600	69					
El004G214660	79	AT1G66465.1	AT1G66465.1	other	GO:0003674;GO:0005576	Transmembrane protein
El004G214700	584	AT1G65890.1, AT1G65880.1	AT1G65890.1	orthologue	GO:0005777;GO:0019761;GO:0009507;GO:0018858;GO:0003674;GO:0006631;GO:0016874;GO:0006952	Benzoate--CoA ligase, peroxisomal (EC 6.2.1.25) (Acyl-activating enzyme 20) (Protein BENZOYLOXYGLUCOSINOLATE 1);Probable acyl-activating enzyme 12, peroxisomal (EC 6.2.1.-)
El004G214720	584	AT1G65890.1, AT1G65880.1	AT1G65890.1	orthologue	GO:0005777;GO:0019761;GO:0009507;GO:0018858;GO:0003674;GO:0006631;GO:0016874;GO:0006952	Benzoate--CoA ligase, peroxisomal (EC 6.2.1.25) (Acyl-activating enzyme 20) (Protein BENZOYLOXYGLUCOSINOLATE 1);Probable acyl-activating enzyme 12, peroxisomal (EC 6.2.1.-)
El004G214730	479	AT1G72110.1	AT1G72110.1	orthologue	GO:0019432;GO:0005886;GO:0008374;GO:0004144;GO:0047196;GO:0005789;GO:0045017	O-acyltransferase (WSD1-like) family protein;Wax ester synthase/diacylglycerol acyltransferase 2 (WS/DGAT 2) (Diacylglycerol O-acyltransferase WSD2) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase WSD2) (EC 2.3.1.75)
El004G214740	479	AT1G72110.1	AT1G72110.1	orthologue	GO:0019432;GO:0005886;GO:0008374;GO:0004144;GO:0047196;GO:0005789;GO:0045017	O-acyltransferase (WSD1-like) family protein;Wax ester synthase/diacylglycerol acyltransferase 2 (WS/DGAT 2) (Diacylglycerol O-acyltransferase WSD2) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase WSD2) (EC 2.3.1.75)
El004G214760	301	AT2G05410.2	AT2G05410.2	orthologue	GO:0005634;GO:0009507;GO:0008150;GO:0003674;;GO:0005515	MATH domain and coiled-coil domain-containing protein At2g05410 (RTM3-like protein At2g05410)
El004G214800	279	AT1G72110.1	AT1G72110.1	other	GO:0019432;GO:0005886;GO:0008374;GO:0004144;GO:0047196;GO:0005789;GO:0045017	O-acyltransferase (WSD1-like) family protein;Wax ester synthase/diacylglycerol acyltransferase 2 (WS/DGAT 2) (Diacylglycerol O-acyltransferase WSD2) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase WSD2) (EC 2.3.1.75)
El004G214810	412	AT1G65900.1	AT1G65900.1	orthologue	GO:0009507;GO:0003674	At1g65900/F12P19_7 (Plant/protein);Plant/protein
El004G214830	628	AT1G65910.1	AT1G65910.1	orthologue	GO:0006355;GO:0003677;GO:0003700;GO:0005634	F12P19.8 protein (NAC domain containing protein 28)
El004G214840	334	AT1G05240.1, AT1G05250.1	AT1G05250.1	other	GO:0005576;GO:0009505;GO:0006979;GO:0009664;GO:0004601;GO:0009808;GO:0006950;GO:0020037;GO:0098869;GO:0140825;GO:0035618;GO:0009506;GO:0042744;GO:0046872	Peroxidase 1 (EC 1.11.1.7) (ATP11a) (Atperox P1);Peroxidase 2 (EC 1.11.1.7) (ATP12a) (Atperox P2)
El004G214850	998	AT1G65920.1	AT1G65920.1	orthologue	GO:0005794;GO:0005773;GO:0003674;GO:0008270;GO:0046872	F12P19.9 protein (Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein);Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein
El004G214860	678					
El004G214870	90	AT3G62630.1	AT3G62630.1	other	GO:0005634;GO:0003674	Stress response NST1-like protein (DUF1645)
El004G214880	214					
El004G214890	141	AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1	AT1G05250.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0004523;GO:0003676;GO:0005739;GO:0009507;GO:0016740;GO:0003964	Beta-galactosidase related protein;Polynucleotidyl transferase, ribonuclease H-like superfamily protein;RNA-directed DNA polymerase (Reverse transcriptase)-related family protein;RNase H type-1 domain-containing protein;Ribonuclease H-like superfamily protein;Uncharacterized mitochondrial protein AtMg01250 (ORF102);Uncharacterized protein
El004G214900	1032	AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1	AT1G10000.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0004523;GO:0003676;GO:0005739;GO:0009507;GO:0016740;GO:0003964	Beta-galactosidase related protein;Polynucleotidyl transferase, ribonuclease H-like superfamily protein;RNA-directed DNA polymerase (Reverse transcriptase)-related family protein;RNase H type-1 domain-containing protein;Ribonuclease H-like superfamily protein;Uncharacterized mitochondrial protein AtMg01250 (ORF102);Uncharacterized protein
El004G214910	412	AT1G65930.1	AT1G65930.1	orthologue	GO:0005507;GO:0000287;GO:0005515;GO:0051287;GO:0005829;GO:0004450;GO:0048046;GO:0005739;GO:0006739;GO:0042742;GO:0009570;GO:0005634;GO:0010043;GO:0006102;GO:0005886;GO:0009506;GO:0009507;GO:0006099;GO:0016616	Cytosolic isocitrate dehydrogenase [NADP] (EC 1.1.1.42)
El004G214930	372	AT1G62160.1, AT1G62170.2, AT1G64010.2, AT1G64020.1, AT1G64030.1, AT2G14540.1	AT2G14540.1	other	GO:0005575;GO:0003674;GO:0005576;GO:0004867;GO:0005615;GO:0008150;GO:0005515;GO:0006281;GO:0006974;GO:0005829;GO:0005634;GO:0010951	Probable non-inhibitory serpin-Z5 (ArathZ5);Putative serpin/serine protease inhibitor (Serine protease inhibitor (SERPIN) family protein);Serine protease inhibitor (SERPIN) family protein;Serine protease inhibitor (SERPIN) family protein (Serpin-related);Serpin-Z1 (ArathZ1);Serpin-Z2 (ArathZ2)
El004G214940	137	AT1G65950.1	AT1G65950.1	orthologue	GO:0005576;GO:0005524;GO:0004672;GO:0016301	Protein kinase superfamily protein
El004G214950	367	AT1G62160.1, AT1G62170.2, AT1G64010.2, AT1G64020.1, AT1G64030.1, AT2G14540.1	AT2G14540.1	other	GO:0005575;GO:0003674;GO:0005576;GO:0004867;GO:0005615;GO:0008150;GO:0005515;GO:0006281;GO:0006974;GO:0005829;GO:0005634;GO:0010951	Probable non-inhibitory serpin-Z5 (ArathZ5);Putative serpin/serine protease inhibitor (Serine protease inhibitor (SERPIN) family protein);Serine protease inhibitor (SERPIN) family protein;Serine protease inhibitor (SERPIN) family protein (Serpin-related);Serpin-Z1 (ArathZ1);Serpin-Z2 (ArathZ2)
El004G214960	548	AT1G65950.1	AT1G65950.1	orthologue	GO:0005576;GO:0005524;GO:0004672;GO:0016301	Protein kinase superfamily protein
El004G214980	494	AT1G65960.2	AT1G65960.2	orthologue	GO:0006536;GO:0005634;GO:0004351;GO:0005516;GO:0005829;GO:0006538;GO:0030170;GO:0016830;GO:0019752	Glutamate decarboxylase (EC 4.1.1.15);Glutamate decarboxylase 2 (GAD 2) (EC 4.1.1.15)
El004G214990	162	AT1G60740.1, AT1G65970.1	AT1G65970.1	orthologue	GO:0004601;GO:0034599;GO:0005737;GO:0042744;GO:0045454;GO:0008379;GO:0005886;GO:0016491	Peroxiredoxin-2C (EC 1.11.1.25) (Glutaredoxin-dependent peroxiredoxin) (Peroxiredoxin IIC) (Peroxiredoxin TPx2) (Thioredoxin peroxidase 2C) (Thioredoxin-dependent peroxidase 2);Peroxiredoxin-2D (EC 1.11.1.25) (Glutaredoxin-dependent peroxiredoxin) (Peroxiredoxin IID) (Thioredoxin peroxidase 2D)
El004G215020	162	AT1G60740.1, AT1G65970.1	AT1G65970.1	orthologue	GO:0004601;GO:0034599;GO:0005737;GO:0042744;GO:0045454;GO:0008379;GO:0005886;GO:0016491	Peroxiredoxin-2C (EC 1.11.1.25) (Glutaredoxin-dependent peroxiredoxin) (Peroxiredoxin IIC) (Peroxiredoxin TPx2) (Thioredoxin peroxidase 2C) (Thioredoxin-dependent peroxidase 2);Peroxiredoxin-2D (EC 1.11.1.25) (Glutaredoxin-dependent peroxiredoxin) (Peroxiredoxin IID) (Thioredoxin peroxidase 2D)
El004G215040	184	AT1G66060.1, AT1G66000.1	AT1G66000.1	orthologue	GO:0003674;GO:0008150;GO:0009507	F12P19.17 protein;Uncharacterized protein F15E12.9
El004G215050	82	AT1G66060.1, AT1G66000.1	AT1G66060.1	orthologue	GO:0003674;GO:0008150;GO:0009507	F12P19.17 protein;Uncharacterized protein F15E12.9
El004G215060	118	AT1G66060.1, AT1G66000.1	AT1G66000.1	orthologue	GO:0003674;GO:0008150;GO:0009507	F12P19.17 protein;Uncharacterized protein F15E12.9
El004G215080	637	AT5G39550.1, AT1G66040.1, AT1G66050.1	AT5G39550.1	orthologue	GO:0005634;GO:0044027;GO:0061630;GO:0010428;GO:0016567;GO:0004842;GO:0042393;GO:0008327;GO:0010429;GO:0010228;GO:0006325;GO:0008270;GO:0046872	E3 ubiquitin-protein ligase ORTHRUS 1 (EC 2.3.2.27) (Protein VARIANT IN METHYLATION 3) (RING-type E3 ubiquitin transferase ORTHRUS 1);E3 ubiquitin-protein ligase ORTHRUS 5 (EC 2.3.2.27) (Protein VARIANT IN METHYLATION 2) (RING-type E3 ubiquitin transferase ORTHRUS 5);Putative E3 ubiquitin-protein ligase ORTHRUS 4 (EC 2.3.2.27) (Protein VARIANT IN METHYLATION 4) (RING-type E3 ubiquitin transferase ORTHRUS 4)
El004G215090	226	AT1G66070.1, AT5G37475.1	AT1G66070.1	other	GO:0005634;GO:0005852;GO:0003674;GO:0008150;GO:0009536;GO:0009506;GO:0001732;GO:0003743;GO:0016282;GO:0033290;GO:0005737	Eukaryotic translation initiation factor 3 subunit J (eIF3j)
El004G215110	77	AT1G32060.1	AT1G32060.1	other	GO:0019253;GO:0009535;GO:0009570;GO:0005737;GO:0005515;GO:0009409;GO:0009941;GO:0009579;GO:0009507;GO:0010319;GO:0048046;GO:0018119;GO:0005634;GO:0005524;GO:0008974;GO:0042803;GO:0097718;GO:0099080	Phosphoribulokinase, chloroplastic (PRK) (PRKase) (EC 2.7.1.19) (Phosphopentokinase)
El004G215130	190	AT1G66080.1	AT1G66080.1	orthologue	GO:0006606;GO:0061608;GO:0010286;GO:0071456;GO:0005737;GO:1990837;GO:0005829;GO:0005634	At1g66080 (Hikeshi-like protein)
El004G215140	361	AT1G66110.1	AT1G66110.1	orthologue	GO:0003674;GO:0009507	Uncharacterized protein F15E12.15
El004G215150	340	AT1G66110.1	AT1G66110.1	orthologue	GO:0003674;GO:0009507	Uncharacterized protein F15E12.15
El004G215160	340	AT1G66110.1	AT1G66110.1	orthologue	GO:0003674;GO:0009507	Uncharacterized protein F15E12.15
