Orthogroup	Conringia_planisiliqua	Alyssum_gmelinii
OG0009014	CP8_g53712_DN3_SP6_c.t1	Ag004G0696400
OG0009015	CP8_g53690_DN3_SP0_c.t1	Ag004G0703000
OG0009016	CP8_g53689_DN3_SP3_c.t1	Ag004G0703600
OG0009017	CP8_g53677_DN3_SP0_c.t1	Ag004G0706500
OG0009018	CP8_g53673_DN3_SP3_c.t1	Ag004G0707300
OG0009019	CP8_g53669_DN3_SP8_c.t1	Ag004G0709500
OG0009020	CP8_g53666_DN3_SP8_c.t1	Ag004G0710400
OG0009021	CP8_g53651_DN3_SP8_c.t1	Ag004G0712200
OG0009022	CP8_g53650_DN3_SP0_c.t1	Ag004G0712600
OG0009023	CP8_g53625_DN3_SP3_c.t1	Ag004G0720100
OG0009024	CP8_g53623_DN3_SP0_c.t1	Ag004G0720300
OG0009025	CP8_g53607_DN3_SP0_c.t1	Ag004G0723000
OG0009026	CP8_g53614_DN3_SP8_c.t1	Ag004G0724000
OG0009027	CP8_g53580_DN3_SP3_c.t1	Ag004G0730800
OG0009028	CP8_g53579_DN3_SP8_c.t1	Ag004G0731200
OG0009029	CP8_g53572_DN3_SP3_c.t1	Ag004G0733000
OG0009030	CP8_g53547_DN2_SP0_c.t1	Ag004G0736500
OG0009031	CP8_g53546_DN3_SP2_c.t1	Ag004G0736900
OG0009032	CP8_g53536_DN3_SP0_c.t1, CP8_g53535_DN3_SP0_c.t1	Ag004G0739200
OG0009034	CP8_g53497_DN3_SP4_c.t1	Ag004G0745600
OG0009035	CP8_g53490_DN3_SP0_c.t1	Ag004G0746200
OG0009036	CP8_g53489_DN3_SP7_c.t1	Ag004G0746400
OG0009037	CP8_g53480_DN3_SP6_c.t1	Ag004G0748700
OG0009038	CP8_g53470_DN3_SP3_c.t1	Ag004G0750400
OG0009039	CP3_g14422_DN3_SP0_c.t1	Ag004G0759000
OG0009040	CP3_g14450_DN3_SP7_c.t1	Ag004G0764100
OG0009042	CP3_g14468_DN3_SP8_c.t1	Ag004G0768200
OG0009043	CP3_g14474_DN3_SP8_c.t1	Ag011G1241200, Ag004G0768900
OG0009044	CP3_g14486_DN3_SP4_c.t1	Ag004G0772100
OG0009045	CP13_g19848_DN3_SP1_c.t1	Ag004G0775200
OG0009046	CP8_g53396_DN3_SP7_c.t1	Ag004G0780500, Ag020G2557300
OG0009047	CP8_g53403_DN3_SP8_c.t1	Ag020G2555900, Ag004G0782600
OG0009048	CP11_g32075_DN3_SP0_c.t1	Ag022G2631500
OG0009049	CP11_g32018_DN3_SP3_c.t1	Ag022G2651000
OG0009050	CP16_g55683_DN3_SP5_c.t1	Ag022G2652300
OG0009052	CP5_g2135_DN1_SP0_c.t1	Ag022G2660700
OG0009053	CP13_g19055_DN3_SP2_c.t1	Ag024G2896300, Ag022G2667800, Ag016G2310000
OG0009054	CP11_g33277_DN3_SP8_c.t1	Ag022G2674900
OG0009055	CP11_g33257_DN2_SP8_c.t1	Ag022G2679200
OG0009056	CP11_g33236_DN3_SP0_c.t1	Ag022G2683500
OG0009057	CP11_g33233_DN3_SP0_c.t1	Ag022G2685100, Ag022G2685200, Ag002G0169300
OG0009058	CP11_g33221_DN3_SP0_c.t1	Ag022G2689200
OG0009059	CP11_g33214_DN3_SP4_c.t1	Ag022G2690000
OG0009060	CP8_g54490_DN3_SP8_c.t1	Ag060G5009800, Ag022G2693900
OG0009061	CP8_g54491_DN2_SP0_c.t1	Ag022G2694000, Ag060G5010000
OG0009062	CP7_g45204_DN2_SP0_c.t1	Ag022G2695100
OG0009063	CP11_g33299_DN2_SP0_c.t1	Ag022G2697400
OG0009064	CP7_g45193_DN3_SP6_c.t1	Ag022G2700700
OG0009065	CP11_g33303_DN3_SP2_c.t1	Ag022G2702800
OG0009066	CP11_g33304_DN3_SP8_c.t1	Ag022G2702900
OG0009067	CP11_g33328_DN3_SP3_c.t1	Ag022G2707400, Ag022G2707000
OG0009068	CP11_g33335_DN3_SP8_c.t1	Ag022G2708700
OG0009069	CP11_g33342_DN3_SP5_c.t1	Ag022G2710000
OG0009070	CP11_g33352_DN3_SP3_c.t1	Ag022G2713500
OG0009071	CP11_g33356_DN3_SP8_c.t1	Ag022G2714300
OG0009072	CP11_g33365_DN3_SP3_c.t1	Ag022G2716100
OG0009073	CP11_g33374_DN3_SP8_c.t1	Ag022G2718700
OG0009074	CP11_g33375_DN3_SP0_c.t1	Ag022G2718800
OG0009075	CP4_g24452_DN3_SP6_c.t1	Ag022G2720100, Ag002G0158700
OG0009076	CP11_g33391_DN3_SP2_c.t1	Ag022G2720900
OG0009077	CP11_g33394_DN3_SP1_c.t1	Ag022G2722700
OG0009078	CP11_g33395_DN3_SP8_c.t1	Ag022G2723300
OG0009080	CP11_g33447_DN3_SP8_c.t1	Ag022G2732900
OG0009081	CP11_g33461_DN3_SP0_c.t1	Ag022G2734900
OG0009082	CP11_g33467_DN3_SP4_c.t1	Ag022G2737100, Ag003G0318300
OG0009083	CP11_g33472_DN3_SP0_c.t1	Ag022G2738300
OG0009084	CP8_g54643_DN3_SP8_c.t1	Ag022G2739000
OG0009085	CP11_g33490_DN2_SP0_c.t1	Ag022G2741900
OG0009086	CP11_g33497_DN3_SP8_c.t1	Ag022G2742900
OG0009087	CP11_g33503_DN3_SP0_c.t1	Ag022G2744200
OG0009088	CP11_g33511_DN3_SP5_c.t1	Ag022G2745200
OG0009089	CP11_g33514_DN3_SP8_c.t1	Ag022G2745600
OG0009090	CP11_g33516_DN3_SP8_c.t1	Ag022G2746200
OG0009091	CP8_g52962_DN3_SP8_c.t1	Ag015G2212700, Ag022G2748100
OG0009092	CP11_g33521_DN3_SP3_c.t1	Ag022G2748900
OG0009093	CP11_g33538_DN3_SP8_c.t1	Ag022G2752400
OG0009094	CP11_g33539_DN3_SP8_c.t1	Ag022G2752600
OG0009096	CP11_g33569_DN3_SP0_c.t1	Ag022G2758400
OG0009097	CP11_g33575_DN3_SP0_c.t1	Ag022G2760100
OG0009098	CP11_g33593_DN3_SP1_c.t1	Ag022G2766700
OG0009100	CP11_g33626_DN3_SP0_c.t1	Ag022G2772700
OG0009101	CP11_g33639_DN3_SP0_c.t1	Ag022G2774100
OG0009102	CP11_g33651_DN3_SP8_c.t1	Ag022G2777300
OG0009103	CP11_g33661_DN3_SP7_c.t1	Ag022G2778400
OG0009104	CP11_g33673_DN2_SP2_c.t1	Ag022G2781400
OG0009105	CP11_g33728_DN3_SP5_c.t1	Ag022G2790300
OG0009106	CP11_g33734_DN1_SP0_c.t1	Ag022G2791000
OG0009107	CP11_g33741_DN3_SP8_c.t1	Ag022G2791800
OG0009108	CP11_g33746_DN3_SP0_c.t1	Ag022G2792900
OG0009110	CP11_g33748_DN1_SP0_c.t1	Ag022G2794300
OG0009111	CP11_g33770_DN3_SP8_c.t1	Ag022G2796500
OG0009112	CP5_g1353_DN3_SP8_c.t1	Ag075G5282800
OG0009113	CP5_g1329_DN3_SP0_c.t1	Ag075G5289100
OG0009114	CP5_g1328_DN3_SP8_c.t1	Ag075G5289200
OG0009115	CP19_g17937_DN3_SP0_c.t1	Ag075G5293100
OG0009116	CP19_g17931_DN3_SP0_c.t1	Ag075G5293500
OG0009117	CP19_g17919_DN3_SP3_c.t1	Ag075G5294500
OG0009118	CP19_g17917_DN3_SP3_c.t1	Ag075G5294700
OG0009119	CP5_g2685_DN3_SP0_c.t1	Ag075G5302000
OG0009120	CP19_g17831_DN3_SP8_c.t1	Ag075G5307200
OG0009122	CP9_g29727_DN3_SP8_c.t1	Ag048G4554700
OG0009123	CP9_g29730_DN3_SP0_c.t1	Ag033G3584100, Ag048G4555200
OG0009124	CP9_g29737_DN2_SP0_c.t1	Ag048G4556900
OG0009126	CP9_g29708_DN3_SP0_c.t1	Ag048G4560700, Ag048G4560600
OG0009127	CP9_g29706_DN3_SP0_c.t1	Ag048G4561400
OG0009128	CP9_g29704_DN2_SP0_c.t1	Ag048G4561700
OG0009129	CP9_g29699_DN3_SP0_c.t1	Ag048G4562100, Ag023G2823100
OG0009130	CP9_g29692_DN3_SP6_c.t1	Ag048G4562600
OG0009131	CP9_g29681_DN3_SP8_c.t1	Ag048G4564100
OG0009132	CP9_g29660_DN3_SP8_c.t1	Ag048G4569200
OG0009133	CP2_g50693_DN1_SP0_c.t1	Ag048G4569900
OG0009134	CP9_g29647_DN3_SP0_c.t1	Ag048G4572400, Ag048G4572100
OG0009135	CP9_g29645_DN3_SP8_c.t1	Ag048G4572500
OG0009136	CP9_g29632_DN3_SP7_c.t1	Ag048G4577600, Ag011G1251400
OG0009137	CP9_g29624_DN3_SP6_c.t1	Ag048G4578700
OG0009138	CP9_g29613_DN3_SP8_c.t1	Ag048G4580900
OG0009139	CP9_g29610_DN3_SP0_c.t1	Ag048G4581200
OG0009140	CP9_g29607_DN3_SP8_c.t1	Ag048G4583000
OG0009141	CP9_g29584_DN3_SP4_c.t1	Ag048G4587300
OG0009142	CP9_g29550_DN3_SP2_c.t1	Ag048G4592300
OG0009143	CP9_g29534_DN3_SP8_c.t1	Ag048G4595300
OG0009144	CP9_g29515_DN3_SP6_c.t1	Ag048G4598300
OG0009145	CP9_g29508_DN3_SP0_c.t1	Ag048G4602700, Ag048G4602600
OG0009146	CP9_g29496_DN3_SP8_c.t1	Ag048G4605700
OG0009147	CP9_g29480_DN3_SP8_c.t1	Ag048G4612200
OG0009148	CP9_g29477_DN3_SP0_c.t1	Ag048G4612800
OG0009150	CP5_g2288_DN1_SP0_c.t1, CP9_g29451_DN3_SP0_c.t1	Ag048G4619500
OG0009151	CP9_g29446_DN3_SP5_c.t1	Ag048G4620800
OG0009152	CP9_g29426_DN3_SP0_c.t1	Ag048G4623800
OG0009153	CP3_g15568_DN3_SP0_c.t1	Ag048G4624700
OG0009154	CP9_g29417_DN3_SP8_c.t1	Ag048G4627000
OG0009155	CP9_g29411_DN3_SP8_c.t1	Ag048G4631400
OG0009156	CP9_g29383_DN3_SP0_c.t1	Ag048G4641500
OG0009157	CP9_g29382_DN3_SP1_c.t1	Ag048G4641600
OG0009158	CP9_g29371_DN3_SP1_c.t1	Ag048G4645200
OG0009160	CP9_g29354_DN3_SP8_c.t1	Ag048G4647200
OG0009161	CP9_g29345_DN3_SP8_c.t1	Ag048G4648400
OG0009162	CP9_g29338_DN3_SP8_c.t1	Ag048G4650000
OG0009163	CP9_g29292_DN3_SP8_c.t1	Ag048G4660400
OG0009164	CP9_g29287_DN3_SP6_c.t1	Ag048G4662200
OG0009165	CP9_g29274_DN3_SP8_c.t1	Ag048G4669100
OG0009166	CP9_g29258_DN3_SP8_c.t1	Ag048G4677200
OG0009167	CP7_g46355_DN3_SP0_c.t1, CP1_g39813_DN2_SP0_c.t1	Ag048G4679200
OG0009168	CP10_g43360_DN3_SP0_c.t1	Ag002G0214300, Ag014G1977000, Ag048G4680600
OG0009169	CP9_g29243_DN3_SP4_c.t1	Ag048G4681700
OG0009170	CP9_g29237_DN3_SP0_c.t1	Ag048G4685500
OG0009171	CP9_g29210_DN3_SP8_c.t1	Ag048G4696700
OG0009172	CP15_g35790_DN3_SP0_c.t1	Ag048G4709200, Ag026G2977500, Ag039G4228700
OG0009173	CP9_g29171_DN3_SP1_c.t1	Ag048G4711600
OG0009174	CP9_g29163_DN2_SP2_c.t1	Ag048G4715100
OG0009175	CP9_g29158_DN3_SP8_c.t1	Ag048G4715800
OG0009176	CP10_g43786_DN3_SP0_c.t1	Ag040G4344200
OG0009177	CP10_g43783_DN3_SP7_c.t1	Ag040G4344700
OG0009178	CP10_g43770_DN3_SP8_c.t1	Ag040G4345900
OG0009179	CP10_g43730_DN3_SP8_c.t1	Ag040G4351100
OG0009180	CP3_g14386_DN3_SP1_c.t1	Ag049G4725700
OG0009181	CP8_g53428_DN3_SP8_c.t1	Ag049G4731200
OG0009182	CP8_g53427_DN3_SP8_c.t1	Ag049G4731900
OG0009183	CP8_g53424_DN3_SP6_c.t1	Ag049G4732900
OG0009184	CP7_g46475_DN3_SP6_c.t1	Ag032G3419100
OG0009185	CP7_g46450_DN3_SP8_c.t1	Ag032G3423300
OG0009186	CP7_g46443_DN3_SP1_c.t1	Ag032G3425400
OG0009187	CP27_g41943_DN2_SP0_c.t1, CP7_g46434_DN3_SP7_c.t1	Ag032G3426100
OG0009188	CP7_g46417_DN3_SP2_c.t1	Ag032G3428200
OG0009189	CP7_g46382_DN3_SP8_c.t1	Ag032G3444300, Ag032G3436700
OG0009190	CP7_g46374_DN3_SP0_c.t1	Ag032G3438400
OG0009191	CP7_g46322_DN3_SP3_c.t1	Ag032G3449100
OG0009192	CP7_g46300_DN3_SP1_c.t1	Ag032G3457400
OG0009193	CP7_g46298_DN3_SP8_c.t1	Ag032G3457700
OG0009194	CP7_g46296_DN3_SP8_c.t1	Ag032G3458000
OG0009195	CP7_g46279_DN2_SP0_c.t1	Ag032G3464000
OG0009196	CP7_g46272_DN3_SP7_c.t1	Ag032G3467500
OG0009197	CP7_g46270_DN3_SP8_c.t1	Ag032G3467700
OG0009198	CP7_g46265_DN3_SP2_c.t1	Ag032G3467900
OG0009199	CP9_g28426_DN3_SP1_c.t1	Ag032G3469100
OG0009200	CP7_g46240_DN3_SP3_c.t1	Ag032G3472300
OG0009201	CP4_g25141_DN2_SP0_c.t1	Ag054G4877000
OG0009202	CP4_g25136_DN2_SP0_c.t1	Ag054G4878000
OG0009203	CP4_g25126_DN3_SP8_c.t1	Ag054G4880700
OG0009204	CP4_g25123_DN3_SP8_c.t1	Ag054G4881900, Ag038G4159600
OG0009205	CP4_g25094_DN2_SP0_c.t1	Ag054G4888700
OG0009206	CP19_g18015_DN3_SP8_c.t1	Ag054G4892100, Ag033G3526900
OG0009207	CP4_g25058_DN3_SP8_c.t1	Ag054G4897500
OG0009209	CP3_g14949_DN3_SP6_c.t1	Ag009G0976900, Ag041G4359100
OG0009210	CP3_g15138_DN3_SP7_c.t1	Ag041G4360700, Ag009G0975300
OG0009211	CP13_g19147_DN3_SP0_c.t1	Ag041G4363800, Ag009G0970400
OG0009212	CP8_g53007_DN3_SP5_c.t1	Ag041G4369600, Ag076G5309500
OG0009213	CP8_g52603_DN3_SP8_c.t1	Ag041G4376800
OG0009214	CP8_g53257_DN1_SP0_c.t1	Ag082G5406200
OG0009215	CP5_g2057_DN3_SP1_c.t1	Ag007G0858000
OG0009216	CP4_g25388_DN3_SP2_c.t1	Ag007G0861000
OG0009218	CP6_g9598_DN3_SP1_c.t1	Ag007G0866000
OG0009219	CP6_g8658_DN3_SP8_c.t1	Ag007G0866800
OG0009220	CP6_g8022_DN3_SP2_c.t1	Ag007G0882200
OG0009221	CP6_g7548_DN3_SP0_c.t1, CP6_g7521_DN1_SP0_c.t1	Ag007G0893400
OG0009222	CP6_g7547_DN3_SP8_c.t1	Ag007G0893500
OG0009223	CP5_g207_DN3_SP8_c.t1	Ag063G5086000
OG0009224	CP6_g7449_DN3_SP5_c.t1	Ag007G0906700
OG0009225	CP6_g7445_DN3_SP3_c.t1	Ag007G0907600
OG0009226	CP6_g7392_DN3_SP8_c.t1	Ag007G0914700
OG0009227	CP6_g7383_DN3_SP7_c.t1	Ag007G0916500
OG0009228	CP6_g7352_DN3_SP8_c.t1	Ag007G0919900
OG0009229	CP6_g7340_DN3_SP8_c.t1	Ag007G0921400
OG0009231	CP9_g28936_DN2_SP8_c.t1	Ag078G5333700
OG0009232	CP9_g28941_DN3_SP0_c.t1	Ag078G5335300
OG0009233	CP9_g28948_DN3_SP2_c.t1	Ag078G5339100
OG0009234	CP9_g28981_DN3_SP7_c.t1	Ag078G5345400
OG0009235	CP9_g28986_DN3_SP5_c.t1	Ag078G5349900
OG0009236	CP9_g29003_DN3_SP8_c.t1	Ag078G5354000
OG0009237	CP9_g29021_DN3_SP4_c.t1	Ag078G5360600
OG0009238	CP9_g29029_DN3_SP8_c.t1	Ag078G5363700
OG0009239	CP9_g29052_DN3_SP0_c.t1	Ag078G5369700
OG0009240	CP9_g29053_DN3_SP2_c.t1	Ag078G5370000
OG0009241	CP2_g48720_DN3_SP1_c.t1	Ag078G5376900
OG0009242	CP9_g29067_DN3_SP8_c.t1	Ag078G5378600
OG0009243	CP9_g29076_DN3_SP0_c.t1	Ag078G5380000
OG0009244	CP9_g28442_DN3_SP2_c.t1	Ag056G4935200
OG0009245	CP9_g28470_DN3_SP8_c.t1	Ag056G4941400
OG0009246	CP9_g28483_DN3_SP7_c.t1	Ag056G4944000
OG0009247	CP9_g28491_DN3_SP8_c.t1	Ag056G4944700
OG0009248	CP9_g28517_DN3_SP2_c.t1	Ag056G4948900
OG0009249	CP5_g1147_DN3_SP8_c.t1	Ag045G4507500
OG0009250	CP5_g1132_DN3_SP2_c.t1	Ag045G4511500
OG0009251	CP5_g1130_DN2_SP4_c.t1	Ag045G4512000
OG0009252	CP5_g1121_DN3_SP5_c.t1	Ag045G4514200
OG0009253	CP5_g1111_DN3_SP8_c.t1	Ag045G4516200
OG0009254	CP5_g1098_DN3_SP2_c.t1	Ag045G4518700
OG0009255	CP8_g53280_DN3_SP8_c.t1	Ag092G5457300
OG0009256	CP2_g48897_DN3_SP8_c.t1	Ag063G5084500, Ag002G0108900
OG0009257	CP2_g48896_DN3_SP6_c.t1	Ag063G5085100, Ag002G0108300
OG0009258	CP2_g48883_DN3_SP6_c.t1	Ag063G5090200, Ag002G0102600
OG0009259	CP5_g1455_DN3_SP0_c.t1	Ag071G5237700
OG0009260	CP13_g19204_DN3_SP2_c.t1	Ag071G5242900
OG0009261	CP5_g1396_DN3_SP0_c.t1	Ag071G5246300
OG0009262	CP5_g1394_DN3_SP1_c.t1	Ag071G5246500
OG0009263	CP5_g1393_DN3_SP8_c.t1	Ag071G5246900
OG0009264	CP8_g52961_DN3_SP7_c.t1	Ag012G1273900
OG0009266	CP13_g19231_DN2_SP8_c.t1	Ag012G1296400
OG0009267	CP13_g19237_DN3_SP0_c.t1	Ag012G1297900
OG0009268	CP13_g19244_DN3_SP5_c.t1	Ag012G1300000
OG0009269	CP4_g24001_DN3_SP3_c.t1	Ag012G1302100, Ag003G0294200
OG0009270	CP13_g19247_DN3_SP1_c.t1	Ag012G1303500
OG0009271	CP13_g19270_DN3_SP6_c.t1	Ag012G1307600
OG0009272	CP13_g19311_DN3_SP8_c.t1	Ag012G1314100
OG0009273	CP13_g19313_DN3_SP8_c.t1	Ag012G1316000
OG0009274	CP13_g19314_DN3_SP2_c.t1	Ag012G1316100
OG0009276	CP13_g19318_DN3_SP5_c.t1	Ag012G1316900
OG0009277	CP13_g19320_DN3_SP2_c.t1	Ag012G1317100
OG0009278	CP13_g19322_DN3_SP2_c.t1	Ag012G1317300
OG0009279	CP13_g19335_DN3_SP1_c.t1	Ag012G1320000
OG0009280	CP13_g19346_DN3_SP8_c.t1	Ag012G1321600
OG0009281	CP13_g19366_DN3_SP3_c.t1	Ag002G0153100, Ag012G1324800
OG0009282	CP13_g19367_DN3_SP1_c.t1	Ag012G1325200
OG0009283	CP13_g19368_DN3_SP8_c.t1	Ag012G1325300
OG0009284	CP13_g19412_DN3_SP0_c.t1	Ag012G1331300
OG0009285	CP13_g19413_DN3_SP6_c.t1	Ag012G1332200
OG0009286	CP13_g19422_DN3_SP3_c.t1	Ag012G1334500
OG0009287	CP8_g52599_DN1_SP0_c.t1	Ag012G1338500
OG0009288	CP13_g19439_DN3_SP8_c.t1	Ag012G1338800
OG0009289	CP8_g52931_DN3_SP1_c.t1	Ag057G4952000
OG0009290	CP9_g28545_DN3_SP7_c.t1	Ag057G4964000
OG0009291	CP9_g28530_DN3_SP8_c.t1	Ag057G4966600
OG0009292	CP22_g17633_DN3_SP4_c.t1	Ag006G0793700, Ag058G4992800
OG0009293	CP13_g19920_DN3_SP8_c.t1	Ag006G0805300, Ag058G4977800
OG0009294	CP13_g19930_DN3_SP2_c.t1	Ag058G4970300, Ag006G0812300
OG0009295	CP2_g48778_DN3_SP8_c.t1	Ag006G0818000
OG0009296	CP13_g19945_DN3_SP0_c.t1	Ag006G0818800
OG0009297	CP13_g19946_DN3_SP1_c.t1	Ag024G2889500, Ag024G2889700, Ag024G2889300, Ag024G2889100, Ag006G0819200
OG0009298	CP13_g19994_DN3_SP0_c.t1	Ag006G0833500
OG0009299	CP9_g28298_DN3_SP0_c.t1, CP9_g28305_DN3_SP0_c.t1	Ag019G2500700, Ag006G0839000
OG0009300	CP13_g20049_DN3_SP3_c.t1	Ag006G0840200
OG0009301	CP13_g20057_DN3_SP8_c.t1	Ag006G0842400
OG0009302	CP1_g38131_DN3_SP2_c.t1	Ag001G0008500
OG0009303	CP1_g38087_DN3_SP8_c.t1	Ag001G0024900
OG0009304	CP1_g38082_DN3_SP7_c.t1	Ag001G0025900
OG0009305	CP1_g38076_DN3_SP7_c.t1	Ag001G0029400, Ag001G0029500
OG0009306	CP1_g38072_DN3_SP8_c.t1	Ag001G0030300
OG0009307	CP1_g37833_DN3_SP0_c.t1	Ag001G0041300, Ag001G0041200, Ag034G3881700
OG0009309	CP1_g37957_DN3_SP0_c.t1	Ag001G0062800
OG0009310	CP1_g37954_DN3_SP8_c.t1	Ag001G0063300
OG0009311	CP1_g37929_DN3_SP8_c.t1	Ag001G0067800
OG0009312	CP1_g37869_DN2_SP4_c.t1	Ag001G0080900
OG0009313	CP1_g37867_DN3_SP8_c.t1	Ag001G0081100
OG0009314	CP1_g37859_DN3_SP3_c.t1	Ag001G0082800
OG0009315	CP7_g46218_DN3_SP8_c.t1	Ag001G0089500
OG0009316	CP13_g20444_DN3_SP8_c.t1	Ag023G2801800
OG0009317	CP4_g25387_DN3_SP1_c.t1	Ag023G2807000
OG0009319	CP4_g25359_DN3_SP7_c.t1	Ag023G2810200
OG0009320	CP4_g25343_DN3_SP2_c.t1	Ag023G2813100
OG0009321	CP4_g25337_DN3_SP6_c.t1	Ag019G2503300, Ag019G2502900, Ag023G2813900
OG0009323	CP4_g25290_DN2_SP0_c.t1	Ag034G3838200, Ag023G2819600
OG0009324	CP4_g25287_DN3_SP0_c.t1	Ag023G2820200
OG0009325	CP4_g25278_DN3_SP5_c.t1	Ag023G2821400
OG0009326	CP4_g25276_DN3_SP8_c.t1	Ag023G2822000
OG0009327	CP4_g25267_DN3_SP1_c.t1	Ag023G2824400
OG0009328	CP4_g25259_DN3_SP2_c.t1	Ag023G2825900
OG0009329	CP4_g25256_DN3_SP6_c.t1	Ag023G2827000
OG0009330	CP4_g25251_DN3_SP0_c.t1	Ag023G2828200
OG0009331	CP4_g25227_DN3_SP8_c.t1	Ag023G2833200
OG0009332	CP4_g25217_DN3_SP7_c.t1	Ag023G2835000
OG0009333	CP4_g25202_DN3_SP0_c.t1	Ag023G2837500
OG0009334	CP4_g25179_DN3_SP8_c.t1	Ag023G2843100
OG0009335	CP4_g25176_DN3_SP8_c.t1	Ag023G2843600
OG0009336	CP4_g25163_DN1_SP1_c.t1	Ag023G2846400
OG0009337	CP4_g25160_DN3_SP1_c.t1	Ag023G2847000
OG0009338	CP4_g25158_DN3_SP8_c.t1	Ag023G2847200
OG0009339	CP6_g6872_DN3_SP8_c.t1	Ag050G4742100
OG0009340	CP6_g8329_DN3_SP6_c.t1	Ag050G4743800
OG0009341	CP6_g6893_DN3_SP2_c.t1	Ag050G4748800
OG0009342	CP6_g6919_DN3_SP8_c.t1	Ag050G4753500
OG0009343	CP6_g6908_DN3_SP7_c.t1	Ag050G4756400
OG0009344	CP6_g6906_DN3_SP8_c.t1	Ag050G4756800
OG0009345	CP6_g7021_DN3_SP7_c.t1	Ag050G4783200
OG0009346	CP6_g7030_DN3_SP3_c.t1	Ag050G4785900
OG0009347	CP6_g7045_DN2_SP0_c.t1	Ag050G4791100
OG0009348	CP6_g7046_DN3_SP7_c.t1	Ag050G4791200
OG0009349	CP6_g7065_DN3_SP4_c.t1	Ag050G4794000
OG0009350	CP6_g7108_DN3_SP8_c.t1	Ag050G4798500
OG0009351	CP6_g7113_DN3_SP2_c.t1	Ag050G4798700
OG0009352	CP6_g7115_DN3_SP6_c.t1	Ag050G4798900
OG0009354	CP3_g14273_DN3_SP0_c.t1	Ag024G2894800, Ag008G0962800
OG0009355	CP3_g14285_DN2_SP0_c.t1	Ag008G0941700
OG0009357	CP3_g14300_DN3_SP7_c.t1	Ag008G0944900
OG0009359	CP3_g14320_DN3_SP8_c.t1	Ag008G0952100
OG0009360	CP3_g14322_DN3_SP8_c.t1	Ag008G0952500
OG0009361	CP3_g14333_DN3_SP2_c.t1	Ag008G0953700
OG0009362	CP3_g14335_DN3_SP0_c.t1	Ag008G0953900
OG0009364	CP8_g52627_DN3_SP8_c.t1	Ag051G4819600, Ag051G4800500
OG0009365	CP8_g53190_DN3_SP8_c.t1	Ag051G4805100
OG0009366	CP8_g53176_DN3_SP6_c.t1	Ag051G4807500
OG0009367	CP8_g53123_DN3_SP8_c.t1	Ag051G4810100
OG0009368	CP8_g53042_DN3_SP7_c.t1	Ag051G4817200
OG0009369	CP3_g16613_DN3_SP5_c.t1	Ag051G4826200
OG0009370	CP15_g35789_DN3_SP0_c.t1	Ag044G4473400
OG0009371	CP15_g34895_DN3_SP8_c.t1	Ag044G4477800
OG0009372	CP10_g44077_DN1_SP0_c.t1	Ag044G4484700
OG0009373	CP10_g44041_DN3_SP8_c.t1	Ag044G4485700
OG0009374	CP10_g44036_DN3_SP0_c.t1	Ag044G4486200
OG0009375	CP10_g43989_DN3_SP0_c.t1	Ag044G4490200
OG0009376	CP10_g43892_DN3_SP1_c.t1	Ag044G4496200
OG0009377	CP3_g13156_DN3_SP7_c.t1	Ag044G4502500, Ag031G3185600
OG0009378	CP10_g43832_DN3_SP4_c.t1	Ag044G4503900
OG0009379	CP10_g43825_DN3_SP3_c.t1	Ag044G4504600
OG0009380	CP19_g18244_DN3_SP4_c.t1	Ag033G3476100, Ag052G4848600
OG0009381	CP19_g18247_DN3_SP8_c.t1	Ag033G3477500, Ag052G4845900
OG0009382	CP19_g18267_DN3_SP3_c.t1, CP4_g26462_DN2_SP0_c.t1	Ag033G3480600
OG0009383	CP19_g18263_DN3_SP0_c.t1, CP19_g18264_DN3_SP0_c.t1	Ag033G3481300, Ag052G4842700
OG0009384	CP19_g18370_DN3_SP8_c.t1	Ag033G3504700
OG0009385	CP19_g18372_DN3_SP0_c.t1	Ag033G3505200
OG0009386	CP19_g18403_DN3_SP2_c.t1	Ag033G3513700
OG0009387	CP19_g18421_DN3_SP0_c.t1	Ag033G3517400
OG0009388	CP19_g18444_DN3_SP1_c.t1	Ag033G3524800
OG0009389	CP19_g18463_DN3_SP8_c.t1	Ag033G3533700
OG0009390	CP19_g17838_DN3_SP7_c.t1	Ag033G3540500
OG0009391	CP19_g18483_DN3_SP0_c.t1	Ag033G3544900, Ag033G3545000, Ag033G3545100
OG0009392	CP19_g17849_DN3_SP8_c.t1	Ag033G3566600
OG0009393	CP6_g6824_DN3_SP0_c.t1	Ag033G3567500
OG0009394	CP6_g6809_DN3_SP0_c.t1	Ag033G3572400
OG0009395	CP6_g6802_DN3_SP3_c.t1	Ag033G3577600, Ag061G5037700, Ag033G3578000, Ag033G3578300
OG0009396	CP6_g6789_DN3_SP1_c.t1	Ag033G3581900
OG0009397	CP6_g6788_DN3_SP8_c.t1	Ag033G3582000
OG0009398	CP6_g6782_DN3_SP0_c.t1	Ag033G3583600
OG0009399	CP3_g14926_DN3_SP0_c.t1	Ag033G3586900
OG0009400	CP7_g46049_DN3_SP8_c.t1	Ag033G3593900, Ag034G3911300
OG0009401	CP6_g6751_DN3_SP0_c.t1	Ag033G3597800
OG0009403	CP6_g6724_DN3_SP1_c.t1	Ag033G3604500
OG0009404	CP13_g19511_DN3_SP7_c.t1	Ag033G3611500
OG0009405	CP6_g6701_DN3_SP4_c.t1	Ag033G3612400
