Orthogroup	Conringia_planisiliqua	Camelina_sativa
OG0007821	CP3_g13654_DN3_SP0_c.t1, CP3_g13648_DN3_SP5_c.t1	XP_010427554.1, XP_010504612.1
OG0007822	CP3_g13700_DN3_SP6_c.t1	XP_010427475.1, XP_010504553.1, XP_010516253.1
OG0007823	CP3_g13727_DN3_SP0_c.t1, CP3_g13728_DN3_SP6_c.t1	XP_010516225.1, XP_010504516.1, XP_010427437.1, XP_010516226.1
OG0007824	CP2_g48792_DN3_SP1_c.t1	XP_010482086.1, XP_019097588.1
OG0007825	CP3_g13799_DN3_SP2_c.t1	XP_010427325.1, XP_010504409.1, XP_010516125.1
OG0007826	CP3_g13745_DN3_SP1_c.t1	XP_010504482.1, XP_010516201.1, XP_010427410.1
OG0007827	CP3_g13768_DN3_SP8_c.t1	XP_010504450.1, XP_010427373.1
OG0007828	CP3_g13804_DN3_SP8_c.t1	XP_010516114.1, XP_010504399.1, XP_010427316.1
OG0007829	CP3_g13888_DN3_SP5_c.t1	XP_010516004.1, XP_010427175.1, XP_010504281.1
OG0007830	CP3_g13892_DN3_SP0_c.t1	XP_019102354.1, XP_010517676.1, XP_010504274.1, XP_010427171.1
OG0007831	CP3_g13913_DN3_SP8_c.t1	XP_010504250.1, XP_010515974.1, XP_010427149.1
OG0007832	CP3_g13915_DN3_SP6_c.t1	XP_010515972.1, XP_010427147.1, XP_010504249.1
OG0007833	CP3_g13919_DN3_SP8_c.t1	XP_010515967.1, XP_010427138.1, XP_010504244.1
OG0007834	CP3_g13924_DN3_SP8_c.t1	XP_010427128.1, XP_010504236.1, XP_010515958.1
OG0007835	CP3_g13925_DN3_SP4_c.t1	XP_010504232.1, XP_010515955.1, XP_010427124.1
OG0007836	CP3_g13926_DN3_SP0_c.t1	XP_010431345.1, XP_010412766.1, XP_010427106.1, XP_010427123.1, XP_010515952.1
OG0007837	CP3_g13928_DN3_SP5_c.t1	XP_010427102.1, XP_010515950.1, XP_010504229.1
OG0007838	CP3_g13947_DN3_SP6_c.t1	XP_010504204.1, XP_010515929.1, XP_010427082.1
OG0007839	CP1_g37548_DN3_SP8_c.t1	XP_010476221.1, XP_010494232.1, XP_010458676.1
OG0007840	CP3_g13970_DN3_SP7_c.t1	XP_010515894.1, XP_010427049.1, XP_010504167.1
OG0007841	CP3_g13980_DN3_SP8_c.t1	XP_010504149.1, XP_010427037.1, XP_010515879.1
OG0007842	CP3_g13992_DN3_SP8_c.t1	XP_010427018.1, XP_010504130.1, XP_010515860.1
OG0007843	CP3_g14002_DN3_SP3_c.t1	XP_010515849.1, XP_010427006.1, XP_010504121.1
OG0007844	CP3_g14046_DN3_SP7_c.t1	XP_010515801.1, XP_010504071.1, XP_010426945.1
OG0007845	CP3_g14065_DN3_SP0_c.t1	XP_010426929.1, XP_010504050.1, XP_010515778.1
OG0007846	CP3_g14088_DN2_SP0_c.t1	XP_010507411.1, XP_010426895.1, XP_010515747.1, XP_010507412.1
OG0007847	CP8_g53370_DN3_SP3_c.t1	XP_010446314.1, XP_010446095.1, XP_010482805.1
OG0007849	CP8_g53324_DN3_SP8_c.t1	XP_010442922.1, XP_010482755.1, XP_010445905.1
OG0007850	CP8_g53316_DN3_SP3_c.t1	XP_010445864.1, XP_010442916.1, XP_010482750.1
OG0007851	CP8_g53307_DN3_SP0_c.t1	XP_010445803.1, XP_019088420.1, XP_010497238.1, XP_010482734.1
OG0007852	CP8_g53305_DN3_SP6_c.t1	XP_010442902.1, XP_010445781.1, XP_010482732.1
OG0007853	CP8_g53293_DN3_SP0_c.t1	XP_010442886.1, XP_010482718.1, XP_010474103.1
OG0007854	CP8_g53292_DN3_SP0_c.t1	XP_010442885.1, XP_010445681.1
OG0007855	CP6_g7262_DN3_SP4_c.t1	XP_010434887.1, XP_010440212.1, XP_010449854.1
OG0007856	CP12_g30842_DN3_SP7_c.t1	XP_019085425.1, XP_010488563.1, XP_010466868.1, XP_010513559.1
OG0007857	CP12_g30851_DN3_SP7_c.t1	XP_010493921.1, XP_010488569.1, XP_010466876.1, XP_010513627.1
OG0007858	CP12_g30852_DN3_SP8_c.t1	XP_010488570.1
OG0007859	CP12_g30893_DN3_SP8_c.t1	XP_010488624.1, XP_010513952.1, XP_010466934.1
OG0007860	CP12_g31047_DN3_SP0_c.t1	XP_010488669.1, XP_010466987.1, XP_010466984.1, XP_010514349.1, XP_019098773.1
OG0007861	CP12_g31127_DN3_SP0_c.t1	XP_010488720.1, XP_010412392.1, XP_010518652.1, XP_010467032.1
OG0007862	CP17_g5414_DN3_SP8_c.t1	XP_010467127.1, XP_010488799.1, XP_010412961.1
OG0007863	CP9_g28223_DN3_SP0_c.t1	XP_010415217.1, XP_010470554.1, XP_010511584.1
OG0007864	CP9_g28227_DN2_SP0_c.t1	XP_010511588.1, XP_010419026.1, XP_010474155.1
OG0007865	CP39_g21141_DN3_SP0_c.t1	XP_010470596.1, XP_010415250.1, XP_010511618.1
OG0007866	CP9_g28253_DN3_SP7_c.t1, CP39_g21151_DN3_SP0_c.t1, CP39_g21153_DN3_SP0_c.t1, CP39_g21152_DN3_SP0_c.t1	XP_010419035.1, XP_010470610.1, XP_010511629.1
OG0007867	CP9_g28261_DN3_SP0_c.t1	XP_019100938.1, XP_010474175.1, XP_010419036.1
OG0007868	CP9_g28262_DN3_SP1_c.t1	XP_010415288.1, XP_010470621.1, XP_010511638.1, XP_010511639.1
OG0007869	CP9_g28278_DN1_SP0_c.t1	XP_010470638.1, XP_010511661.1, XP_010415308.1
OG0007871	CP2_g48536_DN2_SP0_c.t1	XP_019084590.1, XP_019090460.1, XP_010493913.1
OG0007872	CP9_g28283_DN3_SP4_c.t1	XP_010415312.1, XP_010511664.1, XP_010470642.1
OG0007873	CP9_g28287_DN3_SP4_c.t1	XP_010511671.1, XP_010511670.1, XP_010470646.1
OG0007874	CP9_g28288_DN3_SP3_c.t1	XP_019092989.1, XP_019101596.1, XP_010415318.1
OG0007875	CP9_g28297_DN3_SP3_c.t1	XP_010511677.1, XP_010415321.1, XP_010470651.1
OG0007876	CP9_g28319_DN3_SP7_c.t1	XP_010511707.1, XP_010415337.1, XP_010470670.1
OG0007877	CP9_g28332_DN3_SP6_c.t1	XP_010470687.1, XP_010415351.1, XP_010511720.1
OG0007878	CP9_g28338_DN3_SP8_c.t1	XP_010415354.1, XP_010511727.1, XP_010470690.1, XP_010470694.1
OG0007879	CP9_g28343_DN2_SP6_c.t1	XP_019083229.1, XP_019083230.1, XP_019101605.1, XP_019093016.1
OG0007880	CP7_g45190_DN3_SP0_c.t1	XP_010477992.1, XP_010460427.1, XP_010499154.1, XP_019098801.1
OG0007881	CP9_g28371_DN3_SP8_c.t1	XP_010415415.1, XP_010511787.1, XP_010470749.1
OG0007882	CP9_g28405_DN3_SP3_c.t1	XP_010470770.1, XP_010415445.1
OG0007883	CP9_g28411_DN3_SP0_c.t1	XP_010415456.1, XP_010470783.1, XP_010511826.1
OG0007884	CP9_g28415_DN3_SP1_c.t1	XP_010470788.1, XP_019101029.1, XP_010415458.1
OG0007885	CP10_g43663_DN3_SP0_c.t1	XP_010414369.1, XP_010467669.1, XP_010489554.1
OG0007886	CP13_g20096_DN3_SP8_c.t1	XP_010481705.1, XP_010441824.1, XP_010494533.1
OG0007887	CP10_g43647_DN3_SP0_c.t1	XP_010489573.1, XP_010489575.1, XP_010489576.1, XP_010414521.1, XP_010467695.1
OG0007888	CP10_g43641_DN3_SP8_c.t1	XP_010489590.1, XP_010467708.1, XP_010414641.1
OG0007889	CP10_g43610_DN3_SP0_c.t1	XP_010467870.1, XP_010425608.1, XP_010489469.1
OG0007890	CP13_g19574_DN3_SP6_c.t1	XP_010514011.1, XP_010514015.1, XP_010502253.1, XP_010425018.1
OG0007891	CP10_g43595_DN3_SP7_c.t1	XP_010514547.1, XP_010502844.1, XP_010425625.1
OG0007892	CP10_g43567_DN3_SP8_c.t1	XP_010495931.1, XP_010489146.1, XP_010416839.1
OG0007893	CP4_g24595_DN3_SP0_c.t1	XP_010507675.1, XP_010507676.1, XP_010507673.1, XP_010507674.1, XP_010412993.1, XP_010512914.1
OG0007894	CP4_g24602_DN3_SP0_c.t1	XP_010508749.1, XP_010505883.1, XP_010517606.1
OG0007895	CP4_g24607_DN3_SP8_c.t1	XP_010508757.1, XP_010517596.1, XP_010505877.1
OG0007896	CP4_g24611_DN3_SP5_c.t1	XP_010505871.1, XP_010508770.1, XP_010517591.1
OG0007897	CP3_g14198_DN3_SP1_c.t1	XP_010503865.1, XP_010515599.1, XP_010426745.1
OG0007898	CP4_g24641_DN3_SP8_c.t1	XP_010508809.1
OG0007899	CP4_g24647_DN3_SP8_c.t1	XP_010517510.1, XP_010505824.1
OG0007900	CP4_g24663_DN3_SP8_c.t1, CP7_g44701_DN2_SP0_c.t1	XP_010508841.1, XP_010517486.1, XP_010505795.1
OG0007901	CP4_g24670_DN3_SP8_c.t1	XP_010508856.1, XP_010505785.1, XP_010517473.1
OG0007902	CP4_g24701_DN3_SP0_c.t1	XP_010508896.1, XP_010505741.1, XP_010517433.1
OG0007903	CP4_g24704_DN3_SP5_c.t1	XP_010505740.1, XP_010508898.1, XP_010517431.1
OG0007904	CP4_g24706_DN2_SP0_c.t1	XP_010505734.1, XP_010517425.1, XP_010508902.1
OG0007905	CP4_g24714_DN3_SP8_c.t1	XP_010508917.1, XP_010505713.1, XP_010517404.1
OG0007906	CP4_g24726_DN2_SP0_c.t1	XP_010505699.1, XP_010517384.1, XP_010512943.1
OG0007907	CP9_g28053_DN3_SP8_c.t1	XP_010511118.1, XP_010470447.1, XP_010415113.1
OG0007908	CP4_g24768_DN3_SP0_c.t1	XP_010509001.1, XP_010517311.1, XP_010505640.1
OG0007909	CP4_g24775_DN3_SP7_c.t1, CP28_g33974_DN3_SP0_c.t1	XP_010509010.1, XP_010505624.1, XP_010517300.1
OG0007910	CP4_g24785_DN3_SP0_c.t1	XP_010505607.1, XP_010509024.1, XP_010517282.1
OG0007911	CP4_g24786_DN3_SP0_c.t1	XP_010517281.1, XP_010505605.1, XP_010509025.1
OG0007912	CP4_g24818_DN3_SP0_c.t1	XP_010509079.1, XP_010505566.1, XP_010517238.1
OG0007913	CP10_g42675_DN3_SP1_c.t1	XP_010443504.1, XP_010464253.1, XP_010486192.1
OG0007914	CP4_g24838_DN3_SP7_c.t1	XP_010517207.1, XP_010509111.1, XP_010505540.1
OG0007915	CP4_g24840_DN3_SP0_c.t1	XP_019102528.1, XP_019099874.1, XP_010509112.1
OG0007916	CP4_g24845_DN3_SP8_c.t1	XP_010517198.1, XP_010509176.1, XP_010505533.1
OG0007917	CP4_g24847_DN3_SP4_c.t1	XP_010509173.1, XP_010505530.1, XP_010517193.1
OG0007918	CP4_g24848_DN3_SP3_c.t1	XP_010505529.1, XP_010517192.1, XP_010509172.1
OG0007919	CP4_g24849_DN3_SP8_c.t1	XP_010517190.1, XP_010505528.1, XP_010509171.1
OG0007920	CP4_g24856_DN3_SP0_c.t1	XP_010512982.2, XP_010517179.1, XP_010517184.1, XP_010517178.1, XP_010518532.1, XP_010505517.1
OG0007921	CP7_g45201_DN3_SP1_c.t1	XP_010499141.1, XP_010477982.1, XP_010460410.1
OG0007922	CP4_g24893_DN2_SP8_c.t1	XP_010509191.1, XP_010517121.1, XP_010505452.1
OG0007923	CP4_g24902_DN3_SP5_c.t1	XP_010505443.1, XP_010509204.1, XP_010517113.1
OG0007924	CP4_g24926_DN3_SP4_c.t1	XP_010509239.1, XP_010517081.1, XP_010505409.1
OG0007925	CP4_g24939_DN3_SP0_c.t1	XP_019102512.1, XP_010505386.1, XP_010509265.1
OG0007926	CP10_g42965_DN3_SP0_c.t1	XP_019096343.1, XP_010468090.1, XP_010463521.2, XP_010506092.1
OG0007927	CP4_g24953_DN3_SP0_c.t1	XP_019099872.1, XP_019102019.1, XP_019101266.1
OG0007928	CP4_g24954_DN3_SP0_c.t1	XP_010517050.1, XP_010505372.1, XP_010509282.1
OG0007929	CP4_g24962_DN2_SP0_c.t1	XP_010517041.1, XP_010505364.1, XP_010509290.1
OG0007930	CP4_g24997_DN3_SP0_c.t1	XP_010517010.1, XP_010505323.1, XP_010509341.1
OG0007931	CP4_g25020_DN2_SP5_c.t1	XP_010509366.1, XP_010516979.1, XP_010505297.1
OG0007932	CP4_g25029_DN3_SP8_c.t1	XP_010516957.1, XP_010509389.1, XP_010505276.1
OG0007933	CP4_g25032_DN3_SP5_c.t1	XP_010509393.1, XP_010505269.1, XP_010516954.1
OG0007934	CP4_g25045_DN2_SP6_c.t1	XP_010516934.1, XP_010505248.1, XP_010509409.1
OG0007935	CP11_g31776_DN3_SP0_c.t1	XP_010433356.1, XP_010456901.2, XP_019084659.1
OG0007936	CP11_g31789_DN3_SP6_c.t1	XP_010433223.1, XP_019084093.1
OG0007937	CP13_g19673_DN3_SP5_c.t1	XP_010430642.1, XP_010502121.1, XP_010513863.1
OG0007938	CP11_g31833_DN3_SP1_c.t1	XP_010455724.1, XP_010432828.1, XP_010496182.1
OG0007939	CP11_g31836_DN3_SP0_c.t1	XP_010496364.1, XP_010432779.1, XP_010455730.1
OG0007940	CP11_g31863_DN3_SP2_c.t1	XP_019090674.1, XP_010422290.1, XP_010432499.1
OG0007941	CP20_g4452_DN1_SP0_c.t1	XP_010422206.1, XP_010433480.1, XP_010455681.1
OG0007942	CP16_g54774_DN3_SP8_c.t1	XP_010416892.1, XP_010429058.1
OG0007943	CP16_g54817_DN3_SP7_c.t1	XP_010429105.1, XP_010472186.1, XP_010416940.1
OG0007944	CP5_g150_DN3_SP0_c.t1, CP16_g54842_DN3_SP8_c.t1	XP_010429129.1, XP_010416969.1
OG0007945	CP16_g54870_DN3_SP4_c.t1	XP_010472227.1, XP_010416997.1
OG0007946	CP16_g54888_DN3_SP6_c.t1	XP_010472243.1, XP_010417013.1, XP_010429176.1
OG0007947	CP16_g54892_DN3_SP1_c.t1	XP_010417018.1, XP_010429180.1, XP_019093160.1
OG0007948	CP16_g54901_DN3_SP0_c.t1	XP_010429202.1, XP_010472265.1, XP_010417029.1
OG0007949	CP7_g45166_DN3_SP2_c.t1	XP_010478028.1, XP_019099220.1, XP_010460467.1
OG0007950	CP16_g54906_DN3_SP1_c.t1	XP_010472274.1, XP_010417034.1, XP_010429210.1
OG0007951	CP16_g54921_DN3_SP8_c.t1	XP_010472286.1, XP_010429222.1, XP_010417047.1
OG0007952	CP16_g54922_DN3_SP0_c.t1	XP_010472285.1, XP_010429221.1, XP_010417046.1
OG0007953	CP16_g54952_DN3_SP8_c.t1	XP_010429257.1, XP_010472313.1
OG0007954	CP16_g54984_DN3_SP6_c.t1	XP_010429279.1, XP_010472331.1
OG0007955	CP16_g54991_DN3_SP0_c.t1	XP_010417090.1, XP_010429283.1, XP_010474423.1
OG0007956	CP16_g55033_DN3_SP5_c.t1	XP_010417125.1, XP_010472376.1, XP_010429337.1
OG0007957	CP16_g55046_DN2_SP0_c.t1	XP_010472395.1, XP_010417139.1, XP_010429352.1
OG0007958	CP16_g55068_DN3_SP8_c.t1	XP_010429368.1, XP_010472412.2, XP_010417156.1
OG0007959	CP18_g12554_DN3_SP6_c.t1	XP_010472624.1, XP_010417375.1, XP_010429614.1, XP_019082719.1
OG0007961	CP18_g12175_DN3_SP8_c.t1	XP_010417407.1, XP_010472653.1
OG0007962	CP16_g55118_DN3_SP7_c.t1	XP_010472450.1, XP_010417199.1, XP_010429422.1
OG0007963	CP16_g55684_DN3_SP2_c.t1	XP_010417350.1, XP_010472592.1, XP_010429581.1
OG0007964	CP19_g18193_DN3_SP0_c.t1	XP_010439011.1, XP_010433753.1, XP_010448548.1
OG0007965	CP19_g18194_DN3_SP8_c.t1	XP_010448549.1, XP_010433754.1, XP_010439012.1
OG0007966	CP19_g18219_DN3_SP7_c.t1	XP_019088774.1, XP_010448581.1, XP_010433790.1
OG0007967	CP1_g40650_DN3_SP0_c.t1	XP_010461428.1, XP_010500118.1, XP_010479666.1, XP_019094322.1
OG0007968	CP1_g40907_DN3_SP8_c.t1	XP_010479032.1, XP_010500125.1, XP_010461429.1
OG0007969	CP1_g41047_DN3_SP6_c.t1	XP_010461434.1, XP_010500134.1
OG0007970	CP1_g39031_DN3_SP8_c.t1	XP_010479058.1, XP_010461452.1
OG0007971	CP1_g39062_DN3_SP1_c.t1	XP_010461461.1, XP_010479060.1, XP_010500164.1
OG0007972	CP21_g11186_DN3_SP8_c.t1	XP_010478957.1, XP_010500052.1, XP_010461335.1
OG0007973	CP7_g44159_DN3_SP1_c.t1, CP10_g44091_DN2_SP0_c.t1	XP_010461325.1, XP_010500046.1, XP_010478954.1
OG0007974	CP7_g44281_DN3_SP6_c.t1	XP_010500031.1, XP_010478939.1, XP_010461311.1
OG0007975	CP7_g44436_DN3_SP8_c.t1	XP_010500002.1, XP_019098304.1, XP_010461276.1
OG0007976	CP7_g44476_DN3_SP2_c.t1	XP_019091857.1, XP_010499963.1, XP_010478853.1
OG0007977	CP7_g44486_DN3_SP8_c.t1	XP_019091740.1, XP_010499953.1, XP_010478833.1
OG0007978	CP7_g44501_DN3_SP5_c.t1	XP_010478813.1, XP_010499938.1, XP_010461217.1
OG0007979	CP7_g44519_DN3_SP8_c.t1	XP_010461205.1, XP_010499922.1
OG0007980	CP7_g44522_DN3_SP8_c.t1	XP_010461203.1, XP_010499920.1
OG0007981	CP20_g4125_DN3_SP7_c.t1	XP_010455374.1, XP_010421889.1, XP_010437962.1
OG0007982	CP20_g4124_DN3_SP2_c.t1, CP5_g3151_DN2_SP0_c.t1, CP5_g3150_DN2_SP0_c.t1	XP_010421888.1, XP_010455373.1, XP_010437974.1
OG0007983	CP20_g4187_DN3_SP1_c.t1	XP_010437439.1, XP_010421936.1, XP_010455416.1
OG0007984	CP20_g4202_DN3_SP1_c.t1	XP_010455426.1, XP_010437320.1, XP_010421946.1
OG0007985	CP20_g4251_DN3_SP8_c.t1	XP_010436760.1, XP_010422002.1, XP_010455470.1
OG0007986	CP21_g11019_DN3_SP7_c.t1, CP7_g44461_DN3_SP1_c.t1	XP_010440838.1, XP_010450485.1, XP_010435557.1, XP_010440834.1
OG0007987	CP20_g4376_DN3_SP2_c.t1	XP_010434580.1, XP_010455582.1, XP_010422122.1
OG0007988	CP20_g4422_DN3_SP8_c.t1	XP_010455655.1
OG0007990	CP8_g54428_DN3_SP3_c.t1	XP_010454174.1, XP_010420695.1, XP_010495294.1
OG0007991	CP8_g54422_DN3_SP0_c.t1	XP_010492960.1, XP_010420702.1, XP_010454178.1
OG0007992	CP8_g54408_DN3_SP0_c.t1	XP_010420728.1, XP_010492984.1, XP_010454199.1
OG0007993	CP8_g54400_DN2_SP0_c.t1	XP_010420734.1, XP_010420735.1, XP_019090459.1, XP_010492991.1
OG0007994	CP2_g48519_DN3_SP0_c.t1	XP_010421496.1, XP_010454976.1, XP_010493888.1
OG0007996	CP2_g48559_DN3_SP8_c.t1	XP_010493940.1, XP_010455044.1, XP_010421542.1
OG0007997	CP10_g43514_DN3_SP0_c.t1, CP10_g43518_DN2_SP0_c.t1	XP_010416111.1, XP_010489081.1, XP_010495908.1
OG0007998	CP12_g29867_DN3_SP7_c.t1	XP_010467846.1, XP_010489059.1, XP_010415945.1
OG0007999	CP12_g29851_DN3_SP7_c.t1	XP_010489031.1, XP_010467812.1, XP_010415642.1
OG0008001	CP4_g23925_DN3_SP7_c.t1	XP_010506851.1, XP_010512798.1, XP_019100695.1, XP_010496917.1, XP_010413115.2, XP_019101126.1
OG0008002	CP4_g23938_DN3_SP8_c.t1	XP_019100681.1, XP_019082453.1, XP_010507840.1
OG0008003	CP20_g4213_DN3_SP8_c.t1	XP_010455432.1, XP_010437178.1, XP_010421954.1
OG0008004	CP4_g23979_DN3_SP7_c.t1	XP_019101137.1, XP_019082441.1, XP_010506778.1
OG0008005	CP4_g23986_DN3_SP0_c.t1	XP_010506772.1, XP_010507897.1
OG0008006	CP4_g23992_DN3_SP3_c.t1	XP_010506761.1, XP_010507912.1, XP_010518421.1
OG0008007	CP4_g24113_DN3_SP6_c.t1	XP_010518273.1, XP_010506608.1, XP_010508063.1
OG0008008	CP4_g24115_DN3_SP8_c.t1	XP_019101155.1, XP_019082421.1, XP_010506603.1
OG0008009	CP4_g24116_DN3_SP5_c.t1	XP_019100648.1, XP_010518263.1, XP_010508068.2
OG0008010	CP4_g24119_DN3_SP8_c.t1	XP_010506595.1, XP_010518259.1, XP_010508073.1
OG0008012	CP4_g24131_DN3_SP7_c.t1	XP_010508094.1, XP_010506575.1, XP_010518237.1
OG0008013	CP4_g24139_DN3_SP3_c.t1	XP_010518228.1, XP_010506562.1, XP_010508102.1
OG0008014	CP4_g24157_DN3_SP0_c.t1	XP_019100702.1, XP_010518212.1, XP_010508127.1, XP_010506536.1
OG0008015	CP4_g24191_DN3_SP7_c.t1	XP_010508174.1, XP_010507752.1, XP_010518158.1
OG0008016	CP4_g24240_DN3_SP0_c.t1	XP_010518091.1, XP_010508240.1, XP_010506419.1
OG0008017	CP4_g24243_DN3_SP8_c.t1	XP_010518088.1, XP_010508244.1, XP_010507740.1
OG0008019	CP4_g24286_DN3_SP2_c.t1	XP_010506367.1, XP_019100705.1, XP_010518042.1
OG0008020	CP4_g24322_DN2_SP1_c.t1	XP_010506143.1, XP_010517839.1, XP_010508493.1
OG0008021	CP4_g24323_DN3_SP8_c.t1	XP_010506311.1, XP_010517989.1, XP_010508346.1
OG0008022	CP4_g24324_DN3_SP6_c.t1	XP_010508347.1, XP_010517988.1, XP_010506310.1
OG0008023	CP4_g24337_DN3_SP8_c.t1	XP_010508362.1, XP_010506294.1, XP_010413042.1
OG0008024	CP4_g24375_DN3_SP2_c.t1	XP_010517928.1, XP_010506241.1, XP_010506243.1, XP_019101201.1
OG0008025	CP4_g24425_DN3_SP8_c.t1	XP_010506156.1, XP_010508481.1
OG0008026	CP4_g24440_DN3_SP8_c.t1	XP_010506131.1, XP_010508512.1, XP_010517835.1
OG0008027	CP4_g24504_DN3_SP5_c.t1	XP_010506029.1, XP_010517734.1, XP_010508605.1
OG0008028	CP4_g24512_DN3_SP8_c.t1	XP_010506014.1, XP_010517721.1, XP_010508614.1
OG0008029	CP4_g24524_DN3_SP8_c.t1	XP_010505994.1, XP_010517696.1, XP_010508641.1
OG0008030	CP4_g24543_DN3_SP4_c.t1	XP_010508664.1, XP_010517674.1, XP_010505975.1
OG0008031	CP4_g24581_DN3_SP0_c.t1	XP_010508723.1, XP_010508722.1
OG0008032	CP4_g24583_DN3_SP8_c.t1	XP_010505914.1, XP_010508727.1, XP_010517623.1
OG0008033	CP13_g19816_DN3_SP3_c.t1	XP_010481400.1, XP_019087553.1, XP_010494885.1
OG0008034	CP13_g19768_DN3_SP0_c.t1	XP_010481345.1, XP_010494954.1, XP_010441484.1
OG0008035	CP13_g19792_DN3_SP8_c.t1	XP_010481386.1, XP_010494909.1
OG0008036	CP10_g42170_DN3_SP8_c.t1	XP_010485516.1, XP_010511329.1, XP_010463546.1
OG0008037	CP10_g42172_DN3_SP5_c.t1	XP_010513594.1, XP_010463548.1, XP_010485518.1
OG0008038	CP10_g42179_DN3_SP6_c.t1	XP_010412871.1, XP_010485527.1, XP_010463560.1
OG0008039	CP10_g42192_DN3_SP8_c.t1	XP_019092680.1
OG0008040	CP10_g42208_DN3_SP0_c.t1	XP_019098608.1, XP_010448534.1, XP_010485451.1, XP_010463607.1
OG0008041	CP11_g32611_DN3_SP0_c.t1	XP_010419944.1, XP_010492120.1, XP_010453445.1
OG0008042	CP10_g42252_DN3_SP7_c.t1	XP_010463670.1, XP_010485568.1, XP_010499042.1
OG0008043	CP10_g42281_DN3_SP3_c.t1	XP_010463719.1, XP_010502431.1, XP_010485618.1
OG0008044	CP10_g42302_DN3_SP8_c.t1	XP_010463753.1, XP_010485643.1, XP_010506077.1
OG0008045	CP10_g42309_DN3_SP0_c.t1	XP_010485651.1, XP_010506826.1
OG0008046	CP10_g42337_DN3_SP8_c.t1	XP_010463794.1, XP_010510727.1
OG0008047	CP10_g42358_DN3_SP3_c.t1	XP_010467991.1, XP_010513039.1, XP_010489660.1, XP_010463819.1
OG0008048	CP10_g42364_DN3_SP8_c.t1	XP_010463832.1, XP_010513614.1, XP_010485723.1
OG0008049	CP10_g42398_DN3_SP0_c.t1	XP_010463870.1, XP_010485769.1, XP_010517275.1
OG0008050	CP10_g42402_DN3_SP8_c.t1	XP_010485773.1, XP_010463875.1, XP_010517765.1
OG0008051	CP10_g42406_DN3_SP1_c.t1	XP_010485778.1, XP_010518139.1, XP_010463881.1
OG0008052	CP10_g42408_DN3_SP6_c.t1	XP_010463883.1, XP_010518340.1, XP_010485780.1
OG0008053	CP10_g42436_DN3_SP8_c.t1	XP_010463926.1, XP_010417645.1, XP_010485825.1
OG0008054	CP10_g42467_DN3_SP0_c.t1	XP_010463966.1, XP_010418949.1, XP_010485863.1
OG0008055	CP10_g42480_DN3_SP3_c.t1	XP_010420329.1
OG0008056	CP2_g48632_DN3_SP1_c.t1, CP10_g42495_DN3_SP8_c.t1	XP_010485910.1, XP_019099985.1
OG0008057	CP10_g42502_DN3_SP4_c.t1	XP_010423838.1, XP_010485916.1, XP_010464025.1
OG0008058	CP10_g42522_DN3_SP0_c.t1	XP_010464054.1, XP_010485974.1, XP_010425982.2
OG0008059	CP10_g42528_DN3_SP1_c.t1	XP_019100090.1, XP_010468020.1, XP_010485979.1
OG0008060	CP10_g42537_DN3_SP6_c.t1	XP_010464070.1, XP_010485995.1, XP_010427712.1
OG0008061	CP10_g42542_DN3_SP8_c.t1	XP_010486003.1, XP_010464078.2, XP_010428340.1
OG0008062	CP10_g42594_DN3_SP0_c.t1	XP_010434012.1, XP_010464153.1, XP_010486074.1
OG0008063	CP10_g42599_DN3_SP8_c.t1	XP_010464161.1, XP_010486078.1, XP_010434527.1
OG0008064	CP10_g42604_DN3_SP0_c.t1	XP_010435056.1, XP_010486084.1, XP_019092740.1, XP_010468041.1
OG0008065	CP10_g42615_DN3_SP2_c.t1	XP_010436263.1, XP_010464179.1, XP_010486103.1
OG0008066	CP2_g48777_DN3_SP6_c.t1	XP_010486297.1, XP_010464365.1, XP_010452065.1
OG0008067	CP10_g42663_DN3_SP0_c.t1	XP_010486176.1, XP_010464235.1
OG0008069	CP10_g42674_DN3_SP0_c.t1	XP_010486189.1, XP_010486190.1, XP_019091886.1, XP_019093847.1, XP_010464252.1
OG0008070	CP10_g42685_DN3_SP6_c.t1	XP_010418081.1, XP_010464268.1, XP_010486209.1
OG0008071	CP10_g42787_DN3_SP8_c.t1	XP_019092106.1, XP_019096258.1, XP_019100566.1
OG0008072	CP10_g42824_DN3_SP7_c.t1	XP_010486400.1, XP_010462875.1, XP_010464468.1
OG0008073	CP10_g42853_DN3_SP8_c.t1	XP_010486437.1, XP_010455418.1, XP_010421937.1
OG0008074	CP10_g42867_DN3_SP8_c.t1	XP_010464524.1, XP_010486450.1, XP_010467544.1
OG0008075	CP10_g42873_DN3_SP4_c.t1	XP_010464555.1, XP_010486477.1, XP_010469721.1
OG0008076	CP10_g42877_DN2_SP0_c.t1	XP_010468834.1, XP_010464543.1, XP_019096339.1
OG0008077	CP10_g42880_DN3_SP8_c.t1	XP_010486469.1, XP_010464546.1, XP_010469113.1
OG0008078	CP10_g42887_DN3_SP0_c.t1	XP_010486483.1, XP_010464561.1, XP_010470301.1
OG0008079	CP10_g42912_DN2_SP0_c.t1	XP_010464598.1, XP_010486524.1, XP_010473847.1
OG0008080	CP10_g42916_DN3_SP3_c.t1	XP_010474064.1, XP_010486529.1, XP_010464602.1
OG0008081	CP10_g42936_DN3_SP8_c.t1	XP_010476353.1, XP_010486546.1, XP_010464631.1
