Orthogroup	Conringia_planisiliqua	Capsella_rubella
OG0007315	CP13_g19527_DN3_SP0_c.t1	XP_006291078.1
OG0007316	CP13_g19512_DN3_SP8_c.t1	XP_006290926.1
OG0007317	CP2_g47597_DN3_SP8_c.t1	XP_006280348.1
OG0007318	CP2_g47651_DN3_SP8_c.t1	XP_006280438.2
OG0007319	CP2_g47665_DN2_SP0_c.t1	XP_006280866.1
OG0007320	CP2_g47668_DN3_SP8_c.t1	XP_023636839.1
OG0007321	CP5_g1178_DN3_SP8_c.t1	XP_006284345.1
OG0007323	CP2_g47715_DN3_SP3_c.t1	XP_006279944.1
OG0007324	CP2_g47725_DN3_SP7_c.t1	XP_006280337.2
OG0007325	CP2_g47726_DN3_SP8_c.t1	XP_006279483.1
OG0007326	CP2_g47748_DN3_SP8_c.t1	XP_023645010.1
OG0007327	CP2_g47762_DN3_SP0_c.t1	XP_006282319.1
OG0007328	CP2_g47767_DN3_SP8_c.t1	XP_006280072.1
OG0007329	CP2_g47789_DN3_SP8_c.t1	XP_006280422.2
OG0007330	CP2_g47816_DN3_SP8_c.t1	XP_006280757.1
OG0007331	CP2_g47818_DN3_SP8_c.t1	XP_006281667.1
OG0007332	CP2_g47832_DN3_SP8_c.t1	XP_006280921.1
OG0007333	CP2_g47845_DN3_SP0_c.t1	XP_006282086.1
OG0007335	CP2_g47856_DN3_SP2_c.t1	XP_006279853.1
OG0007336	CP2_g47857_DN3_SP0_c.t1	XP_006279847.1
OG0007337	CP2_g47862_DN3_SP0_c.t1	XP_006279993.1
OG0007338	CP2_g47867_DN3_SP8_c.t1	XP_023637322.1
OG0007339	CP2_g47890_DN3_SP8_c.t1	XP_006281329.1
OG0007340	CP2_g49281_DN3_SP0_c.t1, CP2_g47905_DN3_SP1_c.t1	XP_006281488.1
OG0007341	CP2_g47907_DN3_SP8_c.t1	XP_006279637.1
OG0007342	CP2_g47918_DN3_SP0_c.t1	XP_006282266.1
OG0007343	CP2_g47927_DN3_SP8_c.t1	XP_006279958.2
OG0007344	CP2_g47931_DN3_SP8_c.t1	XP_006280952.1
OG0007345	CP2_g47990_DN3_SP7_c.t1	XP_006280553.1
OG0007346	CP2_g47993_DN3_SP8_c.t1	XP_006280654.1
OG0007347	CP2_g47996_DN3_SP4_c.t1	XP_006281376.1
OG0007348	CP2_g47997_DN3_SP0_c.t1	XP_006281149.1
OG0007349	CP2_g48001_DN1_SP0_c.t1	XP_006282142.1
OG0007350	CP2_g48028_DN2_SP0_c.t1	XP_006280949.1
OG0007351	CP2_g48059_DN3_SP3_c.t1	XP_006281035.2
OG0007352	CP2_g48060_DN1_SP0_c.t1	XP_006280864.1
OG0007353	CP2_g48077_DN3_SP0_c.t1	XP_006280610.1
OG0007354	CP2_g48108_DN3_SP5_c.t1	XP_023635731.1
OG0007355	CP6_g7638_DN3_SP3_c.t1	XP_006284542.1
OG0007356	CP2_g48136_DN2_SP0_c.t1	XP_006281764.1
OG0007357	CP2_g48144_DN3_SP0_c.t1	XP_006281687.2
OG0007358	CP2_g48148_DN3_SP4_c.t1	XP_006280030.1
OG0007359	CP2_g48151_DN3_SP8_c.t1	XP_023632559.1
OG0007360	CP2_g48170_DN1_SP0_c.t1	XP_006280822.1
OG0007361	CP2_g48207_DN3_SP1_c.t1	XP_023637329.1
OG0007362	CP2_g48217_DN3_SP7_c.t1	XP_023633535.1
OG0007363	CP2_g48218_DN3_SP8_c.t1	XP_006280281.2
OG0007364	CP2_g48242_DN3_SP0_c.t1	XP_006288391.1
OG0007365	CP2_g48288_DN3_SP5_c.t1	XP_006288359.1
OG0007366	CP2_g48298_DN2_SP0_c.t1	XP_006286557.1
OG0007367	CP2_g48303_DN3_SP8_c.t1	XP_006288585.1
OG0007368	CP2_g48313_DN3_SP1_c.t1	XP_023635927.1
OG0007369	CP2_g48339_DN3_SP8_c.t1	XP_006289001.1
OG0007370	CP2_g48345_DN3_SP8_c.t1	XP_006288613.1
OG0007371	CP2_g48356_DN3_SP6_c.t1	XP_006288072.1
OG0007372	CP2_g48373_DN3_SP1_c.t1	XP_006287394.1
OG0007374	CP2_g48383_DN3_SP5_c.t1	XP_023637708.1
OG0007375	CP2_g48384_DN3_SP0_c.t1	XP_023637707.1
OG0007376	CP2_g48388_DN3_SP7_c.t1	XP_023635958.1
OG0007378	CP2_g48416_DN3_SP1_c.t1	XP_006288628.1
OG0007379	CP2_g48417_DN3_SP3_c.t1	XP_006288745.1
OG0007380	CP2_g48444_DN3_SP8_c.t1	XP_006287080.1
OG0007381	CP2_g48456_DN2_SP1_c.t1	XP_006288767.1
OG0007382	CP2_g48462_DN3_SP0_c.t1	XP_006286384.1
OG0007383	CP2_g48477_DN3_SP8_c.t1	XP_006288826.1
OG0007384	CP8_g54394_DN3_SP1_c.t1	XP_023635832.1
OG0007385	CP8_g54399_DN3_SP8_c.t1	XP_006287675.2
OG0007386	CP8_g54364_DN3_SP8_c.t1	XP_006288189.1
OG0007387	CP8_g54363_DN3_SP8_c.t1	XP_006287100.1
OG0007388	CP8_g54348_DN3_SP0_c.t1	XP_006289267.1
OG0007389	CP8_g54341_DN3_SP4_c.t1	XP_006289190.1
OG0007390	CP8_g54340_DN3_SP1_c.t1	XP_006289623.2
OG0007391	CP8_g54329_DN3_SP6_c.t1	XP_006288554.1
OG0007392	CP8_g54314_DN3_SP0_c.t1	XP_006290058.1
OG0007393	CP8_g54310_DN3_SP8_c.t1	XP_006288232.2
OG0007394	CP8_g54272_DN3_SP7_c.t1	XP_023637303.1
OG0007395	CP8_g54248_DN3_SP0_c.t1	XP_006288672.1
OG0007396	CP8_g54236_DN3_SP0_c.t1	XP_006288695.1
OG0007397	CP8_g54232_DN3_SP3_c.t1	XP_023636170.1
OG0007398	CP8_g54229_DN3_SP2_c.t1	XP_006286896.1
OG0007399	CP8_g54211_DN3_SP0_c.t1	XP_006286832.1
OG0007400	CP8_g54199_DN3_SP1_c.t1	XP_006288462.1
OG0007401	CP8_g54194_DN3_SP8_c.t1	XP_006287376.1
OG0007402	CP8_g54153_DN3_SP7_c.t1	XP_023636153.1
OG0007403	CP8_g54144_DN3_SP0_c.t1	XP_006290167.1
OG0007404	CP8_g54133_DN3_SP1_c.t1	XP_006289692.1
OG0007405	CP8_g54130_DN3_SP7_c.t1	XP_006287779.1
OG0007406	CP8_g54107_DN3_SP5_c.t1	XP_023637354.1
OG0007407	CP8_g54101_DN3_SP8_c.t1	XP_006280175.2
OG0007408	CP8_g54093_DN2_SP1_c.t1	XP_023639542.1
OG0007409	CP8_g54074_DN3_SP1_c.t1	XP_006281551.1
OG0007410	CP1_g38289_DN3_SP8_c.t1	XP_023644589.1
OG0007411	CP8_g54029_DN3_SP0_c.t1	XP_006281434.2
OG0007412	CP8_g53100_DN3_SP8_c.t1	XP_006282172.1
OG0007413	CP8_g54022_DN3_SP2_c.t1	XP_006280933.2
OG0007414	CP8_g54020_DN3_SP8_c.t1	XP_006280985.1
OG0007415	CP4_g25235_DN3_SP1_c.t1	XP_023640944.1
OG0007416	CP8_g53993_DN3_SP8_c.t1	XP_023640880.1
OG0007419	CP1_g39622_DN2_SP0_c.t1, CP8_g53918_DN3_SP1_c.t1	XP_006279627.1
OG0007420	CP8_g53911_DN3_SP3_c.t1	XP_023645705.1
OG0007421	CP8_g53891_DN3_SP8_c.t1	XP_006280320.1
OG0007422	CP8_g53880_DN3_SP5_c.t1	XP_006280863.1
OG0007423	CP8_g53874_DN3_SP8_c.t1	XP_006281118.1
OG0007424	CP8_g53851_DN3_SP8_c.t1	XP_006279957.1
OG0007425	CP8_g53850_DN3_SP0_c.t1	XP_006281173.1
OG0007427	CP8_g53800_DN3_SP8_c.t1	XP_006282219.1
OG0007428	CP8_g53783_DN3_SP7_c.t1	XP_006281381.1
OG0007429	CP8_g53782_DN3_SP1_c.t1	XP_006280408.2
OG0007430	CP8_g53776_DN3_SP1_c.t1	XP_006279741.1
OG0007431	CP8_g53761_DN2_SP5_c.t1	XP_006280689.1
OG0007432	CP8_g53739_DN2_SP0_c.t1	XP_006281929.1
OG0007433	CP8_g52919_DN3_SP2_c.t1	XP_006282100.1
OG0007434	CP8_g53693_DN3_SP4_c.t1	XP_006280349.1
OG0007435	CP8_g53695_DN3_SP8_c.t1	XP_006280298.1
OG0007436	CP8_g53705_DN3_SP8_c.t1	XP_023635075.1
OG0007437	CP8_g53706_DN3_SP0_c.t1	XP_006280860.1
OG0007438	CP8_g53710_DN3_SP8_c.t1	XP_023645056.1
OG0007439	CP8_g53678_DN3_SP4_c.t1	XP_006279916.1
OG0007440	CP8_g53647_DN3_SP8_c.t1	XP_006279626.1
OG0007441	CP8_g53604_DN3_SP8_c.t1	XP_023637306.1
OG0007442	CP8_g53595_DN3_SP8_c.t1	XP_006281519.1
OG0007444	CP5_g1133_DN3_SP4_c.t1	XP_006285528.1
OG0007445	CP8_g53544_DN3_SP1_c.t1	XP_006282268.1
OG0007446	CP8_g53483_DN3_SP0_c.t1	XP_023633407.1
OG0007447	CP8_g53473_DN3_SP4_c.t1	XP_006279592.2
OG0007448	CP8_g53464_DN2_SP0_c.t1	XP_023640493.1
OG0007449	CP3_g14416_DN3_SP2_c.t1	XP_006292916.1
OG0007451	CP3_g14499_DN3_SP5_c.t1	XP_006291034.1
OG0007452	CP8_g53382_DN3_SP8_c.t1	XP_006280953.1
OG0007453	CP8_g53401_DN3_SP8_c.t1	XP_023641170.1
OG0007454	CP8_g53402_DN3_SP8_c.t1	XP_023645845.1
OG0007455	CP11_g32080_DN3_SP8_c.t1	XP_006287533.1
OG0007456	CP11_g32076_DN3_SP5_c.t1	XP_006288215.1
OG0007457	CP11_g32030_DN3_SP0_c.t1	XP_006288678.1
OG0007458	CP11_g32017_DN3_SP8_c.t1	XP_006287974.1
OG0007459	CP11_g33149_DN3_SP3_c.t1	XP_006288596.1, XP_006286566.1
OG0007460	CP11_g33168_DN3_SP7_c.t1	XP_023636279.1
OG0007461	CP11_g33173_DN2_SP2_c.t1	XP_006287883.1
OG0007462	CP11_g33295_DN3_SP8_c.t1	XP_006287717.1
OG0007463	CP11_g33259_DN3_SP6_c.t1	XP_006287297.1
OG0007464	CP11_g33241_DN3_SP0_c.t1	XP_006290100.1
OG0007465	CP11_g33239_DN2_SP0_c.t1	XP_006290093.1
OG0007467	CP11_g33322_DN3_SP4_c.t1	XP_006288654.1
OG0007468	CP11_g33339_DN3_SP0_c.t1	XP_006287622.1
OG0007469	CP11_g33370_DN3_SP1_c.t1	XP_006286489.1
OG0007470	CP11_g33373_DN1_SP0_c.t1	XP_006287970.1
OG0007471	CP11_g33414_DN3_SP0_c.t1	XP_006288265.2
OG0007472	CP11_g33435_DN3_SP0_c.t1	XP_006286481.1
OG0007473	CP11_g33462_DN3_SP7_c.t1	XP_006287516.1
OG0007474	CP11_g33474_DN3_SP1_c.t1	XP_006286833.1
OG0007475	CP10_g42980_DN3_SP0_c.t1	XP_006288691.2, XP_006296622.1
OG0007476	CP11_g33500_DN3_SP4_c.t1	XP_006289149.1
OG0007477	CP11_g33508_DN3_SP8_c.t1	XP_006289547.1
OG0007478	CP11_g33535_DN3_SP3_c.t1	XP_006289785.1
OG0007479	CP11_g33552_DN3_SP8_c.t1	XP_023636453.1
OG0007480	CP6_g7553_DN3_SP8_c.t1	XP_006290989.1
OG0007482	CP11_g33574_DN3_SP0_c.t1	XP_006287667.1
OG0007483	CP11_g33576_DN3_SP8_c.t1	XP_006287634.1
OG0007485	CP11_g33607_DN3_SP0_c.t1	XP_006288341.2
OG0007486	CP10_g42919_DN3_SP1_c.t1	XP_023641544.1
OG0007487	CP11_g33625_DN3_SP5_c.t1	XP_023635850.1
OG0007488	CP11_g33637_DN3_SP1_c.t1	XP_006287552.1
OG0007489	CP11_g33636_DN3_SP0_c.t1	XP_023637182.1
OG0007490	CP11_g33635_DN3_SP5_c.t1	XP_023636751.1
OG0007491	CP11_g33629_DN2_SP0_c.t1	XP_023635974.1
OG0007492	CP11_g33652_DN3_SP0_c.t1	XP_006289002.1
OG0007493	CP11_g33680_DN2_SP0_c.t1	XP_006288058.1
OG0007494	CP11_g33681_DN3_SP4_c.t1	XP_006287256.1
OG0007495	CP11_g33691_DN3_SP8_c.t1	XP_006287534.1
OG0007496	CP11_g33696_DN3_SP0_c.t1	XP_006287885.1
OG0007497	CP11_g33706_DN3_SP8_c.t1	XP_006288271.1
OG0007498	CP11_g33754_DN2_SP0_c.t1	XP_006279345.1
OG0007499	CP19_g17932_DN3_SP8_c.t1	XP_006283644.2
OG0007500	CP19_g17844_DN3_SP7_c.t1	XP_006283718.1
OG0007501	CP19_g17836_DN3_SP5_c.t1	XP_006283614.2
OG0007502	CP19_g17821_DN3_SP7_c.t1	XP_006284002.1
OG0007503	CP9_g29734_DN3_SP7_c.t1	XP_006300949.1
OG0007504	CP9_g29661_DN3_SP0_c.t1	XP_006302052.2
OG0007505	CP9_g29654_DN1_SP0_c.t1	XP_006302189.2
OG0007506	CP9_g29650_DN3_SP6_c.t1	XP_006302240.1
OG0007507	CP9_g29641_DN3_SP3_c.t1	XP_006300673.1
OG0007508	CP9_g29634_DN3_SP2_c.t1	XP_023643632.1
OG0007509	CP9_g29612_DN3_SP7_c.t1	XP_006300498.1
OG0007510	CP9_g29602_DN3_SP8_c.t1	XP_006300815.1
OG0007511	CP5_g1629_DN3_SP4_c.t1	XP_006298318.1
OG0007512	CP9_g29567_DN3_SP5_c.t1	XP_023643056.1
OG0007513	CP9_g29551_DN3_SP0_c.t1	XP_006302502.1
OG0007514	CP9_g29547_DN3_SP0_c.t1	XP_023644153.1
OG0007515	CP9_g29546_DN3_SP8_c.t1	XP_006301561.1
OG0007516	CP9_g29543_DN3_SP7_c.t1	XP_023643035.1
OG0007517	CP9_g29541_DN3_SP8_c.t1	XP_006301292.1
OG0007518	CP9_g29514_DN3_SP7_c.t1	XP_006302731.2
OG0007519	CP9_g29507_DN3_SP5_c.t1	XP_006302567.1
OG0007520	CP9_g29506_DN3_SP4_c.t1	XP_006301840.1
OG0007521	CP9_g29499_DN3_SP8_c.t1	XP_006302525.1
OG0007522	CP9_g29469_DN3_SP7_c.t1	XP_006302488.1
OG0007523	CP9_g29453_DN3_SP2_c.t1	XP_006302124.1
OG0007524	CP9_g29444_DN3_SP1_c.t1	XP_006302909.1
OG0007525	CP1_g39157_DN2_SP0_c.t1, CP9_g29422_DN3_SP0_c.t1	XP_023643424.1
OG0007526	CP9_g29419_DN3_SP0_c.t1	XP_006301166.2
OG0007527	CP9_g29405_DN3_SP0_c.t1	XP_006300594.1
OG0007528	CP9_g29390_DN3_SP8_c.t1	XP_006302393.1
OG0007529	CP9_g29367_DN3_SP0_c.t1	XP_006302133.1
OG0007530	CP9_g29362_DN1_SP0_c.t1	XP_006300367.1
OG0007531	CP9_g29359_DN3_SP0_c.t1	XP_006302710.1
OG0007532	CP9_g29352_DN3_SP0_c.t1	XP_006301250.1
OG0007533	CP9_g29334_DN3_SP8_c.t1	XP_006302213.1
OG0007535	CP9_g29268_DN3_SP0_c.t1	XP_006301451.1
OG0007536	CP9_g29250_DN3_SP0_c.t1	XP_006302690.1
OG0007537	CP9_g29249_DN3_SP0_c.t1	XP_006301363.1
OG0007538	CP9_g29241_DN3_SP7_c.t1	XP_006291987.1
OG0007539	CP9_g29226_DN1_SP0_c.t1	XP_006301599.1
OG0007540	CP9_g29225_DN2_SP3_c.t1	XP_006301887.1
OG0007541	CP9_g29208_DN3_SP6_c.t1	XP_006302134.1
OG0007542	CP13_g19152_DN3_SP8_c.t1	XP_006290511.1
OG0007543	CP9_g29157_DN3_SP7_c.t1	XP_006300630.1
OG0007544	CP9_g29143_DN3_SP8_c.t1	XP_006302529.1
OG0007545	CP10_g43805_DN3_SP1_c.t1	XP_006296985.1
OG0007546	CP10_g43798_DN3_SP0_c.t1	XP_006298646.1
OG0007547	CP10_g43796_DN3_SP6_c.t1	XP_006299646.1
OG0007548	CP10_g43747_DN3_SP6_c.t1	XP_006299902.1
OG0007549	CP3_g14382_DN3_SP8_c.t1	XP_006291765.1
OG0007550	CP3_g14383_DN3_SP0_c.t1	XP_006291812.1
OG0007551	CP3_g14388_DN3_SP7_c.t1	XP_006293131.1
OG0007552	CP8_g53426_DN2_SP0_c.t1	XP_006281306.1
OG0007553	CP8_g53423_DN3_SP0_c.t1	XP_006280901.1
OG0007554	CP3_g14637_DN3_SP4_c.t1	XP_006291760.1
OG0007555	CP7_g46467_DN3_SP5_c.t1	XP_006306665.1
OG0007556	CP7_g46431_DN3_SP8_c.t1	XP_006305348.1
OG0007557	CP13_g19697_DN3_SP8_c.t1	XP_023638260.1
OG0007558	CP7_g46377_DN3_SP0_c.t1	XP_006307597.2
OG0007559	CP7_g46368_DN3_SP0_c.t1	XP_006305837.1
OG0007560	CP7_g46361_DN3_SP0_c.t1	XP_006304226.1
OG0007561	CP7_g46336_DN3_SP0_c.t1	XP_006307069.2
OG0007562	CP7_g46308_DN3_SP3_c.t1	XP_006303363.2
OG0007563	CP7_g46261_DN3_SP7_c.t1	XP_006304315.1
OG0007564	CP7_g46251_DN3_SP8_c.t1	XP_006306910.1
OG0007565	CP7_g46225_DN3_SP8_c.t1	XP_006307191.1
OG0007566	CP4_g25135_DN3_SP7_c.t1	XP_006294872.1
OG0007567	CP4_g25118_DN3_SP8_c.t1	XP_006296104.1
OG0007568	CP4_g25112_DN3_SP8_c.t1	XP_023639835.1
OG0007569	CP4_g25501_DN3_SP6_c.t1, CP3_g14933_DN3_SP3_c.t1	XP_006290826.1
OG0007570	CP3_g15151_DN3_SP8_c.t1	XP_006290745.1, XP_006279395.2
OG0007571	CP8_g52624_DN3_SP6_c.t1	XP_023641416.1
OG0007572	CP8_g52847_DN3_SP0_c.t1	XP_023634813.1
OG0007573	CP8_g53242_DN3_SP0_c.t1	XP_006279561.1
OG0007574	CP8_g53266_DN3_SP3_c.t1	XP_006279485.1
OG0007576	CP8_g53276_DN3_SP8_c.t1	XP_006280090.1
OG0007577	CP8_g52168_DN3_SP8_c.t1	XP_006280044.1
OG0007578	CP8_g52826_DN3_SP0_c.t1	XP_006280184.1
OG0007579	CP14_g22989_DN3_SP1_c.t1	XP_006280367.1
OG0007580	CP5_g2287_DN3_SP2_c.t1	XP_006306789.2, XP_006282564.1
OG0007581	CP5_g2149_DN3_SP5_c.t1	XP_006284506.2
OG0007582	CP6_g9625_DN3_SP2_c.t1	XP_006282600.2
OG0007583	CP6_g8629_DN1_SP0_c.t1	XP_006284212.1
OG0007584	CP6_g8654_DN3_SP3_c.t1	XP_006284538.2
OG0007585	CP6_g8033_DN3_SP1_c.t1	XP_006283246.1
OG0007586	CP6_g7968_DN3_SP0_c.t1	XP_006283302.1
OG0007587	CP345_g23894_DN3_SP0_c.t1, CP6_g7676_DN3_SP4_c.t1, CP6_g7673_DN3_SP1_c.t1	XP_006283531.2
OG0007588	CP6_g7516_DN3_SP8_c.t1	XP_006282443.1
OG0007589	CP6_g7515_DN3_SP8_c.t1	XP_006283701.1
OG0007590	CP6_g7484_DN1_SP0_c.t1	XP_006285669.2
OG0007591	CP6_g7451_DN3_SP0_c.t1	XP_023634954.1
OG0007592	CP6_g7446_DN3_SP0_c.t1	XP_006282514.1
OG0007593	CP6_g7439_DN3_SP0_c.t1	XP_006285217.1
OG0007595	CP6_g7387_DN3_SP2_c.t1	XP_023635013.1
OG0007598	CP9_g28933_DN3_SP8_c.t1	XP_006300826.1
OG0007599	CP9_g28943_DN3_SP4_c.t1	XP_006303029.1
OG0007600	CP9_g28971_DN3_SP5_c.t1	XP_006302810.1
OG0007601	CP9_g28972_DN3_SP7_c.t1	XP_006301097.1
OG0007602	CP9_g29016_DN3_SP0_c.t1	XP_006302251.1
OG0007603	CP9_g29018_DN2_SP8_c.t1	XP_006300550.2
OG0007604	CP9_g29088_DN3_SP0_c.t1	XP_006301143.1
OG0007605	CP9_g29092_DN3_SP8_c.t1	XP_006302897.1
OG0007606	CP9_g29110_DN3_SP3_c.t1	XP_006302742.2
OG0007607	CP9_g28433_DN3_SP0_c.t1	XP_006302328.1
OG0007608	CP8_g52968_DN3_SP8_c.t1	XP_006283639.1
OG0007610	CP9_g28488_DN3_SP1_c.t1	XP_006302571.1
OG0007611	CP5_g1149_DN3_SP1_c.t1	XP_023633694.1
OG0007612	CP5_g1145_DN3_SP3_c.t1	XP_006282820.1
OG0007613	CP5_g1134_DN3_SP5_c.t1	XP_023635659.1
OG0007615	CP5_g1077_DN3_SP1_c.t1	XP_006283327.1
OG0007616	CP8_g53278_DN3_SP0_c.t1	XP_023645995.1, XP_023640900.1
OG0007617	CP13_g19365_DN3_SP5_c.t1	XP_006291140.2
OG0007618	CP3_g14263_DN3_SP2_c.t1	XP_006292560.1
OG0007619	CP2_g48914_DN3_SP8_c.t1	XP_006300873.2
OG0007620	CP2_g48885_DN3_SP4_c.t1	XP_006301318.1
OG0007621	CP5_g1467_DN3_SP5_c.t1	XP_006282843.1
OG0007622	CP5_g1466_DN2_SP0_c.t1	XP_006284753.1
OG0007623	CP13_g19118_DN3_SP8_c.t1	XP_023638261.1
OG0007624	CP3_g15595_DN3_SP0_c.t1	XP_023639032.1
OG0007625	CP2_g48695_DN3_SP8_c.t1	XP_006281215.2
OG0007626	CP13_g19284_DN3_SP6_c.t1	XP_006290601.1
OG0007627	CP13_g19295_DN3_SP7_c.t1	XP_006290382.1
OG0007628	CP13_g19331_DN3_SP2_c.t1, CP13_g19332_DN3_SP3_c.t1	XP_006293066.1
OG0007629	CP13_g19339_DN3_SP0_c.t1	XP_006292029.1
OG0007630	CP13_g19342_DN3_SP6_c.t1	XP_023638373.1
OG0007631	CP13_g19371_DN3_SP8_c.t1	XP_006290838.1
OG0007632	CP13_g19393_DN3_SP0_c.t1	XP_006292902.2
OG0007633	CP8_g52987_DN3_SP2_c.t1	XP_006281168.1
OG0007635	CP9_g28595_DN3_SP5_c.t1	XP_006302005.1
OG0007636	CP9_g28592_DN3_SP8_c.t1	XP_006302641.1
OG0007637	CP9_g28590_DN3_SP1_c.t1	XP_006301936.1
OG0007638	CP9_g28589_DN3_SP7_c.t1	XP_006302260.1
OG0007639	CP17_g5965_DN3_SP8_c.t1	XP_023642319.1
OG0007641	CP13_g19887_DN3_SP8_c.t1	XP_023637149.1
OG0007642	CP13_g19892_DN3_SP4_c.t1	XP_006280347.2
OG0007643	CP2_g48775_DN2_SP6_c.t1	XP_006281137.1
OG0007644	CP13_g19900_DN3_SP8_c.t1	XP_006281117.2
OG0007645	CP13_g19906_DN3_SP8_c.t1	XP_006280560.1
OG0007647	CP13_g19910_DN3_SP0_c.t1	XP_006280800.1
OG0007649	CP13_g19991_DN3_SP1_c.t1	XP_023639323.1
OG0007650	CP5_g2121_DN3_SP8_c.t1	XP_006285336.1
OG0007651	CP13_g20001_DN2_SP8_c.t1	XP_006280245.1
OG0007652	CP1_g38156_DN3_SP6_c.t1	XP_006306346.1, XP_006279513.1
OG0007653	CP1_g38153_DN3_SP2_c.t1	XP_023645453.1
OG0007654	CP19_g18060_DN3_SP4_c.t1	XP_006285002.1
OG0007655	CP1_g38095_DN3_SP3_c.t1	XP_006306237.1
OG0007656	CP1_g38086_DN3_SP7_c.t1	XP_006306595.1
OG0007657	CP1_g38080_DN3_SP1_c.t1	XP_006304231.1
OG0007658	CP1_g38058_DN3_SP3_c.t1	XP_006304574.1
OG0007659	CP1_g38030_DN3_SP1_c.t1	XP_006304507.1
OG0007661	CP1_g37984_DN3_SP2_c.t1	XP_006307335.1
OG0007662	CP1_g37964_DN3_SP8_c.t1	XP_006307609.1
OG0007663	CP1_g37960_DN3_SP0_c.t1	XP_006304800.1
OG0007664	CP1_g37952_DN3_SP1_c.t1	XP_006304889.1
OG0007665	CP1_g37928_DN3_SP2_c.t1	XP_006305524.1
OG0007666	CP1_g36581_DN3_SP8_c.t1	XP_006307177.1
OG0007667	CP1_g37912_DN3_SP0_c.t1	XP_006307107.1
OG0007668	CP1_g37908_DN3_SP8_c.t1	XP_006306297.1
OG0007669	CP1_g37886_DN1_SP0_c.t1	XP_006304343.1
OG0007670	CP1_g37851_DN3_SP8_c.t1	XP_006305362.1, XP_006306194.1
OG0007671	CP7_g45984_DN3_SP3_c.t1	XP_006304958.1
OG0007672	CP13_g20636_DN3_SP7_c.t1	XP_006281946.1
OG0007673	CP16_g54893_DN3_SP7_c.t1	XP_006293595.1
OG0007675	CP13_g20469_DN3_SP1_c.t1	XP_006279965.1
OG0007676	CP4_g25399_DN3_SP2_c.t1	XP_023639507.1
OG0007677	CP4_g25392_DN3_SP0_c.t1	XP_006294638.1
OG0007678	CP4_g25356_DN3_SP7_c.t1	XP_006295284.1
OG0007679	CP4_g25355_DN3_SP0_c.t1	XP_006293825.2
OG0007680	CP4_g25349_DN3_SP8_c.t1	XP_006296039.1
OG0007681	CP4_g25342_DN3_SP0_c.t1	XP_006295172.1
OG0007683	CP4_g25297_DN3_SP4_c.t1	XP_006295160.1
OG0007684	CP4_g25285_DN3_SP0_c.t1, CP6_g7570_DN3_SP2_c.t1	XP_006294696.2
OG0007685	CP4_g25263_DN3_SP0_c.t1	XP_006293570.1
OG0007686	CP2_g48684_DN3_SP8_c.t1	XP_006281348.1
OG0007687	CP4_g25197_DN3_SP2_c.t1	XP_006295109.1
OG0007689	CP1_g37154_DN3_SP1_c.t1	XP_006304035.1
OG0007690	CP4_g25152_DN3_SP0_c.t1	XP_006295617.1
OG0007691	CP4_g25149_DN3_SP0_c.t1	XP_006295062.1
OG0007692	CP6_g6871_DN3_SP0_c.t1	XP_006282736.2
OG0007693	CP6_g6891_DN2_SP0_c.t1	XP_006282800.1
OG0007694	CP6_g6915_DN3_SP4_c.t1	XP_006282471.1
OG0007695	CP6_g6954_DN3_SP4_c.t1	XP_006282609.1
OG0007696	CP6_g6967_DN2_SP0_c.t1	XP_006282804.2
OG0007697	CP6_g6977_DN3_SP4_c.t1	XP_023635261.1
OG0007698	CP6_g7018_DN3_SP0_c.t1	XP_023634532.1
OG0007699	CP6_g7023_DN3_SP1_c.t1	XP_006283488.1
OG0007700	CP6_g7029_DN3_SP3_c.t1	XP_006283799.1
OG0007701	CP6_g7041_DN3_SP8_c.t1	XP_006283775.1
OG0007702	CP6_g7044_DN2_SP0_c.t1	XP_006285463.1
OG0007703	CP6_g7053_DN3_SP8_c.t1	XP_006284139.1
OG0007704	CP6_g7060_DN3_SP2_c.t1	XP_006284129.1
OG0007705	CP6_g7067_DN3_SP7_c.t1	XP_006283484.1
OG0007706	CP6_g7092_DN3_SP2_c.t1	XP_006285372.1
OG0007707	CP13_g19876_DN3_SP0_c.t1	XP_006279620.1
OG0007708	CP3_g14250_DN3_SP6_c.t1	XP_023638341.1
OG0007709	CP3_g14255_DN3_SP3_c.t1	XP_006291860.1
OG0007710	CP3_g14256_DN3_SP8_c.t1	XP_006290377.1
OG0007711	CP3_g14262_DN3_SP8_c.t1	XP_006292776.1
OG0007712	CP3_g14293_DN3_SP3_c.t1	XP_006291865.1
OG0007713	CP3_g14295_DN2_SP1_c.t1	XP_006291985.1
OG0007714	CP19_g18295_DN3_SP8_c.t1	XP_006284373.1
OG0007715	CP19_g18311_DN3_SP8_c.t1	XP_006283603.1
OG0007716	CP8_g53197_DN3_SP3_c.t1	XP_006279826.1
OG0007717	CP8_g53195_DN2_SP0_c.t1	XP_006282311.1
OG0007718	CP8_g53189_DN3_SP8_c.t1	XP_006280174.1
OG0007719	CP8_g53109_DN3_SP4_c.t1	XP_023640639.1
OG0007720	CP8_g53045_DN3_SP8_c.t1	XP_006280007.1
OG0007722	CP8_g52973_DN3_SP7_c.t1	XP_006281278.1
OG0007723	CP8_g52965_DN3_SP0_c.t1	XP_006280262.1
