Orthogroup	Conringia_planisiliqua	Cardamine_hirsuta
OG0006330	CP11_g32073_DN2_SP0_c.t1	CARHR250560
OG0006331	CP11_g32020_DN3_SP0_c.t1	CARHR251130, CARHR251120
OG0006334	CP2_g49718_DN2_SP0_c.t1	CARHR054670
OG0006335	CP11_g33292_DN3_SP0_c.t1	CARHR206150
OG0006336	CP11_g33266_DN3_SP3_c.t1	CARHR206420
OG0006337	CP11_g33248_DN1_SP1_c.t1	CARHR206630
OG0006338	CP11_g33244_DN3_SP8_c.t1	CARHR206670
OG0006339	CP11_g33235_DN2_SP2_c.t1	CARHR285910, CARHR206180
OG0006340	CP11_g33229_DN3_SP8_c.t1	CARHR207110
OG0006341	CP11_g33225_DN2_SP0_c.t1	CARHR207060
OG0006342	CP11_g33215_DN3_SP0_c.t1	CARHR206970
OG0006343	CP2_g48992_DN3_SP8_c.t1	CARHR155240
OG0006344	CP11_g33354_DN3_SP0_c.t1	CARHR207820
OG0006346	CP11_g33376_DN3_SP0_c.t1	CARHR208080
OG0006347	CP11_g33389_DN3_SP8_c.t1	CARHR208190
OG0006348	CP11_g33401_DN3_SP8_c.t1	CARHR208330
OG0006349	CP11_g33407_DN3_SP0_c.t1	CARHR208380
OG0006350	CP11_g33408_DN3_SP7_c.t1	CARHR208390
OG0006351	CP11_g33437_DN3_SP0_c.t1	CARHR208740
OG0006352	CP11_g33441_DN3_SP0_c.t1, CP4_g24092_DN3_SP1_c.t1	CARHR208770
OG0006353	CP11_g33442_DN3_SP0_c.t1	CARHR208780
OG0006354	CP11_g33450_DN3_SP3_c.t1	CARHR208900
OG0006355	CP11_g33496_DN3_SP5_c.t1	CARHR209320
OG0006356	CP11_g33502_DN3_SP8_c.t1	CARHR209380
OG0006357	CP11_g33554_DN2_SP1_c.t1	CARHR209960, CARHR118050, CARHR118060
OG0006358	CP11_g33571_DN2_SP0_c.t1	CARHR210140
OG0006359	CP11_g33577_DN3_SP8_c.t1	CARHR210210
OG0006360	CP11_g33585_DN3_SP5_c.t1	CARHR210270
OG0006361	CP11_g33587_DN3_SP6_c.t1	CARHR210290
OG0006362	CP11_g33605_DN3_SP3_c.t1	CARHR210610
OG0006363	CP11_g33641_DN3_SP0_c.t1	CARHR211030
OG0006364	CP11_g33631_DN3_SP4_c.t1	CARHR210920
OG0006365	CP11_g33630_DN3_SP8_c.t1	CARHR210910
OG0006366	CP11_g33646_DN3_SP8_c.t1	CARHR211090
OG0006368	CP11_g33633_DN3_SP8_c.t1	CARHR150840
OG0006369	CP2_g48808_DN3_SP2_c.t1	CARHR053730
OG0006370	CP11_g33711_DN3_SP4_c.t1	CARHR211760
OG0006371	CP12_g30170_DN3_SP0_c.t1	CARHR093680
OG0006372	CP19_g17834_DN3_SP4_c.t1	CARHR212620
OG0006373	CP9_g29690_DN3_SP3_c.t1	CARHR074230
OG0006374	CP9_g29685_DN2_SP0_c.t1	CARHR232180, CARHR291290, CARHR291220
OG0006375	CP9_g29675_DN3_SP8_c.t1	CARHR074830
OG0006377	CP9_g29638_DN3_SP0_c.t1	CARHR073810
OG0006378	CP9_g29598_DN3_SP8_c.t1	CARHR073330
OG0006379	CP9_g29576_DN3_SP7_c.t1	CARHR073040
OG0006380	CP9_g29575_DN3_SP4_c.t1	CARHR073030
OG0006381	CP9_g29487_DN3_SP0_c.t1	CARHR122790, CARHR071970
OG0006382	CP9_g29479_DN1_SP0_c.t1	CARHR071930
OG0006383	CP9_g29457_DN3_SP7_c.t1	CARHR071620
OG0006384	CP9_g29420_DN3_SP0_c.t1	CARHR071290
OG0006386	CP6_g7036_DN3_SP0_c.t1	CARHR224620
OG0006387	CP9_g29340_DN3_SP1_c.t1	CARHR070470
OG0006388	CP9_g29333_DN2_SP2_c.t1	CARHR070400
OG0006389	CP9_g29285_DN3_SP4_c.t1	CARHR069980
OG0006390	CP9_g29215_DN3_SP0_c.t1	CARHR069140
OG0006391	CP9_g29212_DN3_SP8_c.t1	CARHR069110
OG0006393	CP9_g29173_DN3_SP0_c.t1	CARHR068710
OG0006395	CP9_g29153_DN2_SP0_c.t1	CARHR050820
OG0006396	CP10_g43816_DN3_SP8_c.t1	CARHR107480
OG0006397	CP10_g43766_DN3_SP3_c.t1	CARHR108000
OG0006399	CP3_g14397_DN3_SP1_c.t1	CARHR158860
OG0006400	CP8_g53425_DN3_SP6_c.t1	CARHR267860
OG0006401	CP3_g14636_DN3_SP1_c.t1	CARHR156330
OG0006402	CP10_g42653_DN3_SP8_c.t1	CARHR081010
OG0006403	CP7_g46440_DN3_SP2_c.t1	CARHR045610
OG0006404	CP7_g46423_DN3_SP0_c.t1	CARHR045460, CARHR045490
OG0006405	CP7_g46422_DN3_SP0_c.t1	CARHR045450
OG0006406	CP7_g46404_DN3_SP0_c.t1	CARHR051640, CARHR045250
OG0006408	CP7_g46384_DN3_SP8_c.t1	CARHR045000
OG0006409	CP7_g46354_DN3_SP8_c.t1	CARHR044680
OG0006410	CP7_g46334_DN3_SP1_c.t1	CARHR044510
OG0006411	CP7_g46330_DN3_SP0_c.t1	CARHR044470
OG0006412	CP7_g46318_DN3_SP0_c.t1	CARHR044360
OG0006413	CP7_g46289_DN3_SP7_c.t1	CARHR043940
OG0006414	CP7_g46276_DN3_SP8_c.t1	CARHR043840
OG0006415	CP7_g46227_DN3_SP0_c.t1	CARHR043300
OG0006416	CP7_g46226_DN3_SP8_c.t1	CARHR043280
OG0006417	CP4_g25145_DN3_SP8_c.t1	CARHR130200
OG0006418	CP4_g25138_DN2_SP0_c.t1	CARHR130290
OG0006419	CP7_g45307_DN2_SP0_c.t1	CARHR025240
OG0006420	CP6_g6962_DN3_SP0_c.t1	CARHR225330
OG0006421	CP3_g15267_DN3_SP8_c.t1	CARHR104550
OG0006422	CP3_g15246_DN3_SP4_c.t1	CARHR104500
OG0006423	CP2_g48864_DN3_SP8_c.t1	CARHR153180
OG0006424	CP6_g8888_DN3_SP7_c.t1	CARHR217060
OG0006425	CP5_g1219_DN3_SP0_c.t1	CARHR266070
OG0006426	CP8_g53274_DN3_SP0_c.t1	CARHR266130
OG0006427	CP8_g52221_DN3_SP7_c.t1	CARHR258780
OG0006428	CP8_g52811_DN3_SP8_c.t1	CARHR258180
OG0006429	CP6_g8298_DN3_SP8_c.t1	CARHR218740
OG0006430	CP6_g8035_DN3_SP2_c.t1	CARHR218900
OG0006431	CP6_g7969_DN1_SP0_c.t1	CARHR219090
OG0006432	CP6_g7668_DN3_SP8_c.t1	CARHR219510
OG0006433	CP6_g7567_DN3_SP6_c.t1	CARHR220130
OG0006434	CP6_g7510_DN3_SP0_c.t1	CARHR099250, CARHR220580
OG0006436	CP6_g7358_DN3_SP8_c.t1	CARHR222180
OG0006437	CP6_g7351_DN3_SP2_c.t1	CARHR222230
OG0006438	CP6_g7330_DN3_SP0_c.t1	CARHR290050
OG0006440	CP6_g7278_DN3_SP8_c.t1	CARHR290480
OG0006441	CP9_g28917_DN3_SP0_c.t1	CARHR065700
OG0006442	CP9_g28953_DN3_SP2_c.t1	CARHR066220
OG0006443	CP9_g28985_DN3_SP1_c.t1	CARHR066530
OG0006446	CP9_g29012_DN3_SP1_c.t1	CARHR066830
OG0006447	CP9_g29026_DN3_SP1_c.t1	CARHR067000
OG0006448	CP9_g29031_DN3_SP2_c.t1	CARHR067050
OG0006450	CP9_g29087_DN3_SP8_c.t1	CARHR067750
OG0006451	CP9_g29117_DN3_SP8_c.t1	CARHR068120
OG0006453	CP9_g28461_DN3_SP0_c.t1	CARHR061550
OG0006454	CP9_g28475_DN3_SP7_c.t1	CARHR061690
OG0006455	CP9_g28511_DN3_SP5_c.t1	CARHR062110
OG0006456	CP5_g1141_DN3_SP8_c.t1	CARHR236320
OG0006457	CP5_g1126_DN2_SP0_c.t1	CARHR236470
OG0006458	CP5_g1112_DN3_SP0_c.t1	CARHR236610
OG0006459	CP5_g1105_DN3_SP0_c.t1	CARHR236670
OG0006460	CP5_g1104_DN3_SP6_c.t1	CARHR236680
OG0006461	CP5_g1075_DN3_SP8_c.t1	CARHR236990
OG0006462	CP2_g48886_DN3_SP7_c.t1	CARHR047010
OG0006464	CP13_g19472_DN3_SP0_c.t1	CARHR146220
OG0006465	CP13_g19124_DN1_SP0_c.t1	CARHR153960
OG0006466	CP5_g1596_DN2_SP0_c.t1, CP2_g48852_DN3_SP3_c.t1	CARHR153430
OG0006467	CP13_g19179_DN3_SP8_c.t1	CARHR286640
OG0006468	CP3_g15573_DN3_SP6_c.t1	CARHR154110
OG0006469	CP4_g23999_DN3_SP8_c.t1	CARHR142600
OG0006470	CP13_g19249_DN3_SP7_c.t1	CARHR148930
OG0006471	CP13_g19266_DN3_SP2_c.t1	CARHR148730
OG0006472	CP13_g19269_DN3_SP5_c.t1	CARHR148670
OG0006473	CP13_g19290_DN3_SP4_c.t1	CARHR148400, CARHR148410
OG0006474	CP13_g19300_DN3_SP8_c.t1	CARHR148310
OG0006475	CP13_g19372_DN2_SP0_c.t1	CARHR147370
OG0006476	CP13_g19373_DN2_SP0_c.t1	CARHR147360
OG0006477	CP13_g19399_DN3_SP8_c.t1	CARHR147100
OG0006478	CP19_g18218_DN3_SP0_c.t1	CARHR231730
OG0006479	CP13_g19420_DN3_SP8_c.t1	CARHR146820
OG0006480	CP13_g19213_DN3_SP6_c.t1	CARHR149660
OG0006481	CP13_g19445_DN3_SP0_c.t1	CARHR146620
OG0006482	CP9_g28598_DN3_SP0_c.t1	CARHR062980
OG0006483	CP9_g28597_DN3_SP3_c.t1	CARHR062970
OG0006484	CP9_g28561_DN3_SP0_c.t1	CARHR062540
OG0006485	CP9_g28559_DN3_SP0_c.t1	CARHR062520
OG0006486	CP9_g28541_DN3_SP3_c.t1	CARHR062390
OG0006488	CP13_g19911_DN3_SP8_c.t1	CARHR175860
OG0006489	CP13_g19924_DN3_SP5_c.t1	CARHR176060
OG0006490	CP13_g19959_DN3_SP7_c.t1	CARHR176440
OG0006491	CP1_g36509_DN3_SP5_c.t1	CARHR259900, CARHR001380
OG0006492	CP13_g20054_DN3_SP0_c.t1	CARHR177510
OG0006493	CP1_g38147_DN3_SP6_c.t1	CARHR039640
OG0006494	CP1_g38138_DN3_SP3_c.t1	CARHR039720
OG0006495	CP1_g38118_DN3_SP0_c.t1	CARHR039900
OG0006496	CP1_g38102_DN3_SP4_c.t1	CARHR113150, CARHR040130
OG0006497	CP1_g38069_DN3_SP8_c.t1	CARHR040470
OG0006498	CP8_g53183_DN3_SP4_c.t1	CARHR265260
OG0006499	CP1_g37969_DN3_SP8_c.t1	CARHR041740
OG0006500	CP1_g37967_DN3_SP8_c.t1	CARHR041760
OG0006501	CP1_g37898_DN3_SP8_c.t1	CARHR042370
OG0006502	CP1_g37883_DN3_SP0_c.t1	CARHR042530
OG0006503	CP13_g20466_DN3_SP7_c.t1, CP4_g26021_DN3_SP2_c.t1	CARHR268090
OG0006504	CP4_g25335_DN3_SP2_c.t1	CARHR128160
OG0006505	CP6_g7569_DN3_SP0_c.t1, CP4_g25286_DN3_SP8_c.t1	CARHR128650
OG0006506	CP4_g25284_DN3_SP2_c.t1	CARHR128670
OG0006507	CP4_g25280_DN1_SP0_c.t1	CARHR128710
OG0006508	CP4_g25261_DN3_SP0_c.t1	CARHR128960
OG0006509	CP4_g25250_DN3_SP0_c.t1	CARHR129070
OG0006510	CP4_g25224_DN3_SP8_c.t1	CARHR129350
OG0006511	CP4_g25184_DN3_SP8_c.t1	CARHR129800
OG0006512	CP4_g25175_DN3_SP3_c.t1	CARHR129900
OG0006513	CP4_g25164_DN3_SP3_c.t1	CARHR130000
OG0006516	CP6_g6883_DN3_SP8_c.t1	CARHR226120
OG0006517	CP6_g6886_DN3_SP7_c.t1	CARHR226090
OG0006518	CP6_g6892_DN3_SP1_c.t1	CARHR226030
OG0006519	CP6_g6897_DN3_SP8_c.t1	CARHR226000
OG0006520	CP6_g6923_DN1_SP0_c.t1	CARHR225700
OG0006521	CP6_g6934_DN3_SP0_c.t1	CARHR225610
OG0006522	CP6_g6970_DN3_SP0_c.t1	CARHR225250
OG0006523	CP13_g19127_DN3_SP7_c.t1	CARHR153860
OG0006524	CP6_g6974_DN3_SP0_c.t1	CARHR225190
OG0006525	CP6_g6997_DN3_SP4_c.t1	CARHR224980
OG0006526	CP6_g7006_DN3_SP7_c.t1	CARHR224910
OG0006527	CP6_g7024_DN3_SP7_c.t1	CARHR224780
OG0006528	CP6_g7031_DN3_SP0_c.t1	CARHR224660
OG0006529	CP6_g7037_DN3_SP8_c.t1	CARHR224610
OG0006530	CP6_g7063_DN3_SP2_c.t1	CARHR224390
OG0006531	CP6_g7085_DN3_SP1_c.t1	CARHR224130, CARHR224110
OG0006532	CP6_g7114_DN3_SP0_c.t1	CARHR223840
OG0006533	CP6_g7118_DN1_SP1_c.t1	CARHR223810
OG0006534	CP3_g14259_DN3_SP3_c.t1	CARHR160640
OG0006535	CP3_g14265_DN3_SP2_c.t1, CP3_g14269_DN3_SP0_c.t1	CARHR160570
OG0006536	CP3_g14284_DN3_SP2_c.t1	CARHR160480
OG0006537	CP3_g14288_DN3_SP2_c.t1	CARHR160420
OG0006538	CP3_g14336_DN3_SP0_c.t1	CARHR159920
OG0006539	CP19_g18293_DN3_SP8_c.t1	CARHR231010
OG0006540	CP19_g18315_DN3_SP4_c.t1	CARHR230800
OG0006541	CP8_g53206_DN3_SP6_c.t1	CARHR265520
OG0006542	CP8_g52964_DN2_SP8_c.t1	CARHR257370
OG0006543	CP8_g52993_DN3_SP0_c.t1	CARHR257000, CARHR257010
OG0006544	CP8_g53008_DN3_SP1_c.t1	CARHR256940
OG0006545	CP15_g35833_DN3_SP3_c.t1	CARHR104950
OG0006546	CP17_g5004_DN3_SP7_c.t1	CARHR105630
OG0006547	CP17_g4849_DN3_SP6_c.t1	CARHR105660
OG0006549	CP10_g43843_DN3_SP0_c.t1	CARHR293440
OG0006550	CP19_g18250_DN3_SP8_c.t1	CARHR231430
OG0006551	CP19_g18251_DN3_SP7_c.t1	CARHR231420
OG0006552	CP19_g18273_DN3_SP8_c.t1	CARHR231210
OG0006553	CP19_g18281_DN3_SP5_c.t1	CARHR231130
OG0006554	CP19_g18407_DN3_SP0_c.t1	CARHR229660
OG0006555	CP22_g17375_DN1_SP0_c.t1	CARHR229640
OG0006556	CP19_g18414_DN2_SP3_c.t1	CARHR229610
OG0006557	CP19_g18415_DN3_SP7_c.t1	CARHR229600
OG0006558	CP19_g18451_DN3_SP4_c.t1	CARHR221790, CARHR229160
OG0006559	CP2_g49847_DN3_SP0_c.t1	CARHR054960
OG0006560	CP2_g48951_DN3_SP0_c.t1	CARHR048180
OG0006561	CP6_g6799_DN3_SP8_c.t1	CARHR227140
OG0006562	CP10_g43121_DN1_SP0_c.t1	CARHR086150
OG0006562	CP19_g17969_DN3_SP0_c.t1	CARHR049680, CARHR234280
OG0006563	CP6_g6764_DN3_SP8_c.t1	CARHR227500
OG0006564	CP6_g6759_DN3_SP3_c.t1	CARHR227600, CARHR036340, CARHR221100
OG0006565	CP8_g53220_DN3_SP4_c.t1	CARHR115390
OG0006566	CP6_g6744_DN3_SP6_c.t1	CARHR227730
OG0006567	CP6_g6737_DN3_SP2_c.t1	CARHR227810
OG0006568	CP6_g6711_DN3_SP0_c.t1	CARHR228100
OG0006569	CP6_g6709_DN3_SP1_c.t1	CARHR228120
OG0006570	CP6_g6688_DN1_SP0_c.t1	CARHR228340
OG0006571	CP19_g18514_DN3_SP0_c.t1	CARHR228470
OG0006572	CP19_g18497_DN3_SP3_c.t1	CARHR228630
OG0006573	CP6_g6836_DN3_SP5_c.t1	CARHR226640
OG0006574	CP6_g6846_DN3_SP2_c.t1	CARHR226500
OG0006576	CP6_g7174_DN3_SP0_c.t1	CARHR223140
OG0006577	CP6_g7152_DN3_SP0_c.t1	CARHR223440
OG0006578	CP6_g7138_DN3_SP3_c.t1	CARHR223590
OG0006579	CP2_g47583_DN3_SP4_c.t1	CARHR281140
OG0006580	CP2_g47581_DN2_SP0_c.t1	CARHR281160
OG0006581	CP2_g47552_DN3_SP8_c.t1	CARHR281340
OG0006582	CP3_g13053_DN3_SP8_c.t1	CARHR291510
OG0006583	CP3_g13081_DN3_SP5_c.t1	CARHR291760
OG0006584	CP3_g13111_DN3_SP8_c.t1	CARHR173190
OG0006585	CP5_g1793_DN3_SP0_c.t1	CARHR172940
OG0006586	CP3_g13188_DN3_SP7_c.t1	CARHR172380
OG0006587	CP3_g13193_DN3_SP0_c.t1	CARHR172330
OG0006588	CP3_g13222_DN3_SP6_c.t1	CARHR172020, CARHR263800, CARHR263810
OG0006589	CP3_g13224_DN3_SP2_c.t1	CARHR172000
OG0006590	CP3_g13267_DN3_SP7_c.t1	CARHR171630
OG0006591	CP3_g13274_DN3_SP3_c.t1	CARHR171550
OG0006593	CP3_g13321_DN3_SP7_c.t1	CARHR171100
OG0006594	CP3_g13366_DN3_SP6_c.t1	CARHR181860
OG0006595	CP3_g13408_DN3_SP5_c.t1	CARHR170160
OG0006596	CP3_g13483_DN3_SP0_c.t1	CARHR169110
OG0006597	CP3_g13487_DN3_SP8_c.t1	CARHR169070
OG0006599	CP8_g52950_DN2_SP0_c.t1	CARHR257460
OG0006600	CP3_g13591_DN3_SP0_c.t1	CARHR167790
OG0006601	CP3_g13597_DN2_SP0_c.t1	CARHR167710
OG0006602	CP3_g13619_DN3_SP8_c.t1	CARHR167490
OG0006603	CP3_g13667_DN3_SP8_c.t1	CARHR167000
OG0006604	CP3_g13698_DN3_SP8_c.t1	CARHR166610
OG0006605	CP3_g13729_DN3_SP8_c.t1	CARHR166340
OG0006606	CP3_g13748_DN3_SP2_c.t1	CARHR166090
OG0006607	CP3_g13760_DN3_SP0_c.t1	CARHR165990
OG0006609	CP3_g13805_DN3_SP8_c.t1	CARHR165460
OG0006610	CP3_g13833_DN3_SP0_c.t1	CARHR165180
OG0006611	CP3_g13859_DN3_SP8_c.t1	CARHR164870
OG0006612	CP3_g13867_DN3_SP0_c.t1	CARHR164770
OG0006613	CP3_g13991_DN1_SP0_c.t1	CARHR163560
OG0006615	CP8_g53352_DN3_SP8_c.t1	CARHR266980
OG0006616	CP8_g53344_DN3_SP3_c.t1	CARHR266920
OG0006617	CP8_g53341_DN3_SP0_c.t1	CARHR266860
OG0006618	CP6_g7237_DN3_SP0_c.t1	CARHR222500
OG0006619	CP6_g8653_DN3_SP4_c.t1	CARHR101020
OG0006620	CP12_g30829_DN3_SP6_c.t1	CARHR100510
OG0006621	CP9_g28268_DN3_SP0_c.t1	CARHR059730
OG0006622	CP9_g28352_DN1_SP0_c.t1	CARHR060440
OG0006623	CP9_g28356_DN3_SP8_c.t1	CARHR060490
OG0006624	CP9_g28391_DN1_SP0_c.t1	CARHR060860
OG0006625	CP9_g28407_DN3_SP6_c.t1	CARHR061000
OG0006626	CP2_g48754_DN3_SP3_c.t1	CARHR183170
OG0006627	CP10_g43701_DN3_SP6_c.t1	CARHR108630
OG0006628	CP1_g39402_DN3_SP8_c.t1	CARHR108990
OG0006629	CP10_g43674_DN3_SP0_c.t1	CARHR109000
OG0006630	CP10_g43618_DN3_SP0_c.t1	CARHR109590, CARHR109580
OG0006631	CP10_g43602_DN3_SP0_c.t1	CARHR109720
OG0006632	CP13_g19632_DN3_SP0_c.t1	CARHR144360
OG0006633	CP10_g43582_DN3_SP8_c.t1	CARHR109890
OG0006634	CP10_g42193_DN3_SP0_c.t1	CARHR076000
OG0006635	CP10_g43569_DN2_SP8_c.t1	CARHR110020
OG0006636	CP10_g43568_DN3_SP3_c.t1	CARHR110030
OG0006637	CP10_g43545_DN3_SP0_c.t1	CARHR110240
OG0006638	CP4_g24653_DN3_SP6_c.t1	CARHR135760
OG0006640	CP4_g24118_DN3_SP0_c.t1	CARHR141300
OG0006641	CP4_g24695_DN3_SP1_c.t1	CARHR135300
OG0006642	CP4_g24699_DN3_SP1_c.t1	CARHR135240
OG0006643	CP4_g24707_DN3_SP8_c.t1	CARHR135130
OG0006644	CP4_g24718_DN3_SP8_c.t1	CARHR135010
OG0006645	CP4_g24742_DN3_SP8_c.t1	CARHR134720
OG0006646	CP4_g24748_DN3_SP0_c.t1	CARHR134620
OG0006647	CP4_g24764_DN3_SP5_c.t1	CARHR134470
OG0006648	CP1_g37042_DN3_SP5_c.t1	CARHR007400
OG0006649	CP4_g24858_DN3_SP8_c.t1	CARHR133340
OG0006650	CP4_g24866_DN3_SP2_c.t1	CARHR133240
OG0006651	CP4_g24876_DN3_SP6_c.t1	CARHR133160
OG0006652	CP4_g24890_DN3_SP8_c.t1	CARHR132950
OG0006653	CP4_g24892_DN3_SP0_c.t1	CARHR132900
OG0006654	CP4_g24900_DN3_SP8_c.t1	CARHR132860
OG0006655	CP4_g24903_DN3_SP3_c.t1	CARHR132830
OG0006656	CP13_g19185_DN3_SP0_c.t1, CP2_g49762_DN3_SP0_c.t1	CARHR286700
OG0006658	CP4_g24924_DN3_SP8_c.t1	CARHR132580, CARHR132570
OG0006659	CP4_g24931_DN3_SP1_c.t1	CARHR132500
OG0006660	CP4_g24980_DN3_SP4_c.t1	CARHR132070
OG0006661	CP4_g24991_DN3_SP6_c.t1	CARHR132150
OG0006662	CP4_g25000_DN2_SP0_c.t1	CARHR132220
OG0006663	CP4_g25053_DN3_SP3_c.t1	CARHR131350
OG0006664	CP19_g18450_DN3_SP2_c.t1, CP11_g31804_DN3_SP7_c.t1	CARHR253480
OG0006665	CP11_g31862_DN2_SP0_c.t1	CARHR252890
OG0006666	CP20_g4391_DN3_SP8_c.t1	CARHR254450
OG0006667	CP20_g4390_DN3_SP8_c.t1	CARHR254460
OG0006668	CP8_g54416_DN3_SP5_c.t1	CARHR193770
OG0006669	CP6_g8277_DN3_SP0_c.t1	CARHR112120
OG0006670	CP16_g54760_DN3_SP8_c.t1	CARHR112220
OG0006671	CP16_g54786_DN3_SP0_c.t1	CARHR112500
OG0006672	CP16_g54813_DN2_SP0_c.t1	CARHR112860, CARHR293120, CARHR034070
OG0006673	CP16_g54827_DN3_SP0_c.t1	CARHR113080
OG0006674	CP16_g54845_DN3_SP0_c.t1	CARHR113340
OG0006675	CP16_g55007_DN3_SP8_c.t1	CARHR293150
OG0006676	CP18_g12478_DN3_SP8_c.t1	CARHR114870
OG0006677	CP16_g55178_DN3_SP8_c.t1	CARHR294570
OG0006678	CP19_g18002_DN3_SP7_c.t1	CARHR233960
OG0006679	CP19_g18188_DN3_SP8_c.t1	CARHR232010
OG0006680	CP7_g44463_DN3_SP2_c.t1	CARHR033790
OG0006682	CP7_g44504_DN3_SP2_c.t1	CARHR033350
OG0006683	CP20_g4079_DN3_SP0_c.t1	CARHR260570
OG0006684	CP20_g4142_DN3_SP7_c.t1	CARHR260930
OG0006685	CP1_g38162_DN3_SP4_c.t1	CARHR039490
OG0006686	CP20_g4325_DN3_SP8_c.t1	CARHR255340
OG0006687	CP20_g4326_DN3_SP7_c.t1	CARHR255330
OG0006688	CP2_g48530_DN3_SP8_c.t1	CARHR187000
OG0006689	CP2_g48580_DN3_SP2_c.t1	CARHR186320
OG0006690	CP19_g18209_DN3_SP7_c.t1	CARHR231830
OG0006691	CP2_g48595_DN3_SP6_c.t1	CARHR186150
OG0006692	CP2_g48599_DN3_SP5_c.t1	CARHR186110
OG0006693	CP2_g48612_DN3_SP5_c.t1	CARHR185970
OG0006694	CP2_g48623_DN3_SP0_c.t1	CARHR185840
OG0006695	CP10_g43531_DN3_SP0_c.t1	CARHR110400
OG0006696	CP12_g29870_DN3_SP8_c.t1	CARHR110770
OG0006697	CP12_g29858_DN3_SP0_c.t1	CARHR110920
OG0006698	CP12_g29857_DN3_SP8_c.t1	CARHR110970
OG0006700	CP4_g24051_DN3_SP1_c.t1	CARHR142030
OG0006701	CP4_g24058_DN3_SP0_c.t1	CARHR141960
OG0006702	CP4_g24059_DN1_SP5_c.t1	CARHR141940
OG0006703	CP4_g24082_DN3_SP0_c.t1	CARHR141680
OG0006704	CP4_g24093_DN2_SP0_c.t1	CARHR141580
OG0006705	CP4_g24101_DN3_SP1_c.t1	CARHR141490
OG0006706	CP4_g24123_DN3_SP2_c.t1	CARHR141250
OG0006707	CP4_g24142_DN3_SP8_c.t1	CARHR141070
OG0006708	CP4_g24156_DN3_SP4_c.t1	CARHR140910
OG0006709	CP4_g24158_DN3_SP4_c.t1	CARHR140890
OG0006710	CP4_g24187_DN3_SP0_c.t1	CARHR140620
OG0006712	CP4_g24224_DN3_SP1_c.t1	CARHR140310
OG0006713	CP4_g24232_DN3_SP8_c.t1	CARHR140190
OG0006716	CP4_g24296_DN1_SP0_c.t1	CARHR139500
OG0006717	CP4_g24331_DN3_SP3_c.t1	CARHR139130, CARHR257120
OG0006718	CP4_g24357_DN3_SP8_c.t1	CARHR138900
OG0006719	CP4_g24359_DN3_SP1_c.t1	CARHR138870
OG0006720	CP4_g24364_DN3_SP5_c.t1	CARHR138800, CARHR138790
OG0006721	CP4_g24365_DN3_SP6_c.t1, CP4_g24366_DN3_SP0_c.t1	CARHR138780
OG0006722	CP4_g24396_DN3_SP4_c.t1	CARHR138420
OG0006723	CP4_g24414_DN2_SP8_c.t1, CP14_g23163_DN2_SP0_c.t1	CARHR138200
OG0006725	CP4_g24477_DN3_SP8_c.t1	CARHR137560
OG0006726	CP4_g24487_DN3_SP4_c.t1	CARHR137440, CARHR269810
OG0006727	CP4_g24497_DN3_SP5_c.t1	CARHR137310
OG0006729	CP4_g24577_DN3_SP5_c.t1	CARHR136550
OG0006730	CP4_g24589_DN3_SP7_c.t1	CARHR136400
OG0006731	CP4_g24592_DN3_SP1_c.t1	CARHR136370
OG0006732	CP13_g19786_DN3_SP5_c.t1	CARHR174330
OG0006733	CP5_g680_DN3_SP5_c.t1	CARHR241420
OG0006734	CP10_g42189_DN3_SP8_c.t1	CARHR075940
OG0006735	CP8_g53414_DN3_SP8_c.t1	CARHR267710
OG0006736	CP10_g42232_DN3_SP8_c.t1	CARHR076330
OG0006737	CP10_g42260_DN2_SP0_c.t1	CARHR076660
OG0006738	CP10_g42277_DN3_SP8_c.t1	CARHR076860
OG0006739	CP10_g42279_DN3_SP8_c.t1	CARHR076880
OG0006741	CP10_g42333_DN3_SP8_c.t1	CARHR077410
OG0006742	CP10_g42353_DN2_SP0_c.t1	CARHR077640
OG0006743	CP10_g42369_DN3_SP8_c.t1	CARHR077830
OG0006744	CP10_g42376_DN3_SP8_c.t1	CARHR077880
OG0006745	CP10_g42430_DN3_SP1_c.t1	CARHR078560
OG0006746	CP10_g42521_DN3_SP0_c.t1	CARHR079660
OG0006747	CP10_g42523_DN3_SP3_c.t1	CARHR079680
OG0006748	CP10_g42540_DN3_SP8_c.t1	CARHR079890
OG0006749	CP10_g42544_DN3_SP6_c.t1	CARHR079940
OG0006750	CP7_g45183_DN3_SP0_c.t1	CARHR026560
OG0006751	CP10_g42601_DN3_SP0_c.t1	CARHR080490
OG0006752	CP10_g42602_DN3_SP2_c.t1	CARHR080500
OG0006753	CP10_g42686_DN1_SP0_c.t1	CARHR081420
OG0006755	CP10_g42732_DN3_SP0_c.t1	CARHR081910
OG0006756	CP10_g42740_DN3_SP6_c.t1	CARHR081970
OG0006757	CP10_g42741_DN3_SP8_c.t1	CARHR081980
OG0006758	CP10_g42746_DN3_SP3_c.t1	CARHR082020
OG0006759	CP10_g42749_DN3_SP0_c.t1	CARHR082060
OG0006760	CP10_g42758_DN2_SP2_c.t1	CARHR082160
OG0006761	CP10_g42772_DN3_SP0_c.t1	CARHR082280, CARHR259910
OG0006762	CP10_g42786_DN3_SP8_c.t1	CARHR082460
OG0006763	CP10_g42790_DN3_SP0_c.t1	CARHR082500
OG0006764	CP10_g42791_DN3_SP7_c.t1	CARHR103500, CARHR082510
