Orthogroup	Conringia_planisiliqua	Noccaea_praecox
OG0009838	CP10_g43402_DN3_SP8_c.t1	Np007G4058000
OG0009839	CP22_g17391_DN3_SP3_c.t1	Np001G0429600
OG0009840	CP10_g43410_DN3_SP8_c.t1	Np007G4056800
OG0009841	CP10_g43420_DN3_SP7_c.t1	Np007G4055600
OG0009842	CP10_g43442_DN3_SP2_c.t1	Np007G4051600
OG0009843	CP10_g43478_DN3_SP1_c.t1	Np007G4046600, Np004G2079200
OG0009844	CP10_g43479_DN3_SP0_c.t1	Np007G4046500
OG0009845	CP19_g17963_DN3_SP0_c.t1	Np005G2788600
OG0009846	CP10_g43492_DN3_SP8_c.t1	Np007G4044700
OG0009847	CP10_g43493_DN3_SP2_c.t1	Np007G4044600
OG0009848	CP10_g43496_DN3_SP0_c.t1	Np007G4044200
OG0009849	CP10_g43508_DN3_SP0_c.t1	Np007G4040800, Np007G4041400
OG0009850	CP12_g29896_DN3_SP7_c.t1	Np007G4031100
OG0009851	CP12_g29928_DN3_SP8_c.t1	Np007G3900700
OG0009852	CP12_g29965_DN3_SP1_c.t1	Np007G3903800
OG0009853	CP12_g29967_DN3_SP8_c.t1	Np007G3904000
OG0009854	CP12_g29969_DN3_SP5_c.t1	Np007G3904100
OG0009855	CP12_g29974_DN3_SP0_c.t1	Np007G3904700
OG0009856	CP12_g29985_DN3_SP0_c.t1	Np007G3906000
OG0009858	CP12_g30029_DN3_SP5_c.t1	Np007G3916100
OG0009859	CP12_g30030_DN3_SP8_c.t1	Np007G3916200
OG0009860	CP12_g30063_DN3_SP7_c.t1	Np007G3922200
OG0009862	CP12_g30116_DN3_SP8_c.t1	Np007G3931200
OG0009863	CP12_g30124_DN3_SP8_c.t1	Np007G3932900
OG0009864	CP12_g30142_DN3_SP4_c.t1	Np007G3936700
OG0009866	CP12_g30163_DN3_SP0_c.t1	Np007G3940800
OG0009867	CP12_g30167_DN3_SP8_c.t1	Np007G3941300
OG0009868	CP13_g19576_DN3_SP7_c.t1	Np001G0256600
OG0009869	CP12_g30174_DN3_SP6_c.t1	Np007G3943000
OG0009870	CP12_g30180_DN3_SP0_c.t1	Np007G3943400
OG0009871	CP12_g30187_DN3_SP2_c.t1	Np007G3945200
OG0009872	CP12_g30193_DN3_SP0_c.t1	Np007G3945700
OG0009873	CP12_g30199_DN3_SP6_c.t1	Np007G3946900
OG0009874	CP12_g30203_DN3_SP8_c.t1	Np007G3947300
OG0009875	CP12_g30218_DN3_SP0_c.t1	Np007G3950500
OG0009876	CP12_g30236_DN3_SP0_c.t1	Np007G3953800
OG0009877	CP12_g30240_DN3_SP6_c.t1	Np007G3955300
OG0009878	CP12_g30246_DN3_SP2_c.t1	Np007G3955900
OG0009879	CP12_g30248_DN3_SP8_c.t1	Np007G3957400
OG0009880	CP12_g30255_DN3_SP0_c.t1	Np007G3958200
OG0009881	CP13_g19696_DN3_SP1_c.t1	Np001G0281900
OG0009882	CP12_g30292_DN3_SP0_c.t1	Np007G3964500
OG0009883	CP12_g30294_DN3_SP0_c.t1	Np007G3964700
OG0009884	CP12_g30310_DN3_SP0_c.t1	Np007G3969700
OG0009885	CP12_g30312_DN3_SP0_c.t1	Np007G3970300
OG0009886	CP12_g30329_DN3_SP1_c.t1	Np007G3975900
OG0009887	CP1_g37481_DN3_SP3_c.t1	Np004G2463200, Np004G2463000
OG0009888	CP12_g30341_DN3_SP8_c.t1	Np007G3978700
OG0009890	CP12_g30370_DN3_SP3_c.t1	Np007G3989300
OG0009891	CP12_g30376_DN3_SP5_c.t1	Np007G3991700
OG0009892	CP12_g30384_DN3_SP8_c.t1	Np007G3993400
OG0009893	CP12_g30424_DN3_SP7_c.t1, CP12_g30461_DN3_SP0_c.t1	Np007G3803400
OG0009894	CP12_g30444_DN3_SP6_c.t1	Np007G3806200
OG0009895	CP5_g1559_DN3_SP8_c.t1	Np005G3149100
OG0009896	CP5_g1594_DN3_SP0_c.t1	Np005G3144100
OG0009898	CP5_g1617_DN3_SP7_c.t1	Np005G3138800
OG0009899	CP5_g1632_DN3_SP8_c.t1	Np005G3135700
OG0009900	CP5_g1673_DN3_SP8_c.t1	Np005G3131100
OG0009901	CP5_g1810_DN1_SP0_c.t1	Np005G3115900
OG0009903	CP5_g1951_DN3_SP8_c.t1	Np005G3109400
OG0009904	CP2_g48836_DN2_SP1_c.t1	Np001G0182800
OG0009905	CP12_g30707_DN3_SP8_c.t1	Np007G3846900
OG0009906	CP12_g30706_DN3_SP2_c.t1	Np007G3846800
OG0009907	CP12_g30670_DN3_SP0_c.t1	Np007G3841200
OG0009908	CP12_g30654_DN3_SP7_c.t1	Np007G3839000
OG0009909	CP2_g47505_DN1_SP0_c.t1, CP2_g47506_DN2_SP0_c.t1, CP12_g29808_DN3_SP8_c.t1	Np007G3715700
OG0009910	CP12_g30637_DN3_SP0_c.t1	Np007G3836000
OG0009911	CP12_g30608_DN3_SP5_c.t1	Np007G3831700
OG0009912	CP12_g30599_DN3_SP0_c.t1	Np007G3830100
OG0009913	CP12_g30595_DN3_SP8_c.t1	Np007G3829600
OG0009914	CP12_g30566_DN2_SP0_c.t1	Np007G3824800
OG0009916	CP12_g30552_DN3_SP0_c.t1	Np007G3824000
OG0009917	CP12_g30549_DN3_SP0_c.t1, CP12_g30551_DN3_SP0_c.t1	Np007G3823800
OG0009918	CP12_g30546_DN3_SP7_c.t1	Np007G3822900, Np007G3823500
OG0009919	CP12_g30535_DN3_SP8_c.t1	Np007G3820600
OG0009920	CP12_g30512_DN2_SP1_c.t1	Np007G3815400
OG0009921	CP12_g30489_DN2_SP0_c.t1	Np007G3813200, Np007G3813300
OG0009922	CP5_g965_DN2_SP0_c.t1	Np005G2733900
OG0009923	CP5_g970_DN3_SP0_c.t1	Np005G2734300
OG0009924	CP8_g53054_DN3_SP1_c.t1	Np004G2254100
OG0009925	CP5_g1003_DN3_SP8_c.t1	Np005G2742800
OG0009926	CP5_g1012_DN3_SP0_c.t1	Np005G2744900
OG0009927	CP9_g28174_DN3_SP8_c.t1	Np002G0954200
OG0009928	CP14_g22933_DN3_SP6_c.t1	Np002G0868900
OG0009929	CP9_g27758_DN3_SP8_c.t1	Np002G0985500
OG0009930	CP28_g33951_DN3_SP1_c.t1	Np006G3617100
OG0009931	CP8_g54442_DN3_SP8_c.t1	Np003G1468200
OG0009932	CP8_g54449_DN3_SP7_c.t1	Np003G1467500
OG0009933	CP2_g48674_DN3_SP8_c.t1	Np001G0161500
OG0009934	CP2_g48662_DN3_SP3_c.t1	Np001G0158100
OG0009935	CP2_g48663_DN3_SP5_c.t1	Np001G0158200
OG0009936	CP2_g48664_DN3_SP0_c.t1	Np001G0158400
OG0009937	CP2_g48733_DN3_SP8_c.t1	Np001G0169100
OG0009938	CP2_g48735_DN3_SP8_c.t1	Np001G0169300
OG0009939	CP8_g52817_DN3_SP6_c.t1	Np003G1730000
OG0009940	CP3_g14148_DN3_SP7_c.t1	Np001G0541500
OG0009941	CP3_g14157_DN3_SP0_c.t1	Np001G0540600
OG0009942	CP3_g14160_DN3_SP1_c.t1	Np001G0539900
OG0009943	CP3_g14165_DN3_SP0_c.t1	Np001G0539400
OG0009944	CP3_g14180_DN3_SP8_c.t1	Np001G0537700
OG0009945	CP3_g14219_DN3_SP8_c.t1	Np001G0532900
OG0009946	CP3_g14228_DN3_SP6_c.t1	Np001G0531500
OG0009947	CP3_g14238_DN3_SP8_c.t1	Np001G0530200
OG0009948	CP3_g14244_DN3_SP2_c.t1	Np001G0529500
OG0009949	CP1_g36400_DN2_SP8_c.t1	Np004G2598900
OG0009950	CP1_g36409_DN3_SP8_c.t1	Np004G2598000
OG0009951	CP1_g36411_DN3_SP7_c.t1	Np004G2597800
OG0009952	CP1_g38066_DN2_SP1_c.t1	Np004G2031900
OG0009953	CP1_g36451_DN3_SP8_c.t1	Np004G2592500
OG0009954	CP1_g36459_DN3_SP1_c.t1	Np004G2591100
OG0009955	CP1_g39461_DN3_SP8_c.t1	Np004G2040200
OG0009956	CP1_g36486_DN3_SP0_c.t1	Np004G2587400
OG0009957	CP1_g36491_DN3_SP0_c.t1	Np004G2586700
OG0009959	CP1_g36504_DN2_SP0_c.t1	Np004G2585300
OG0009960	CP1_g36513_DN3_SP0_c.t1	Np004G2584400
OG0009961	CP1_g36543_DN3_SP8_c.t1	Np004G2580700
OG0009962	CP1_g36815_DN3_SP8_c.t1	Np004G2579600
OG0009963	CP1_g36796_DN3_SP1_c.t1	Np004G2577000
OG0009964	CP1_g36795_DN3_SP1_c.t1	Np004G2576900
OG0009965	CP1_g36790_DN1_SP0_c.t1	Np004G2576300
OG0009967	CP1_g36766_DN3_SP0_c.t1	Np004G2574000
OG0009968	CP1_g36759_DN3_SP0_c.t1	Np004G2573300
OG0009969	CP1_g36757_DN3_SP0_c.t1	Np004G2573100
OG0009970	CP1_g36747_DN3_SP8_c.t1	Np004G2571900
OG0009971	CP1_g36725_DN3_SP1_c.t1	Np004G2569700
OG0009972	CP1_g36720_DN3_SP0_c.t1	Np004G2569000
OG0009973	CP1_g36713_DN3_SP8_c.t1	Np004G2568000
OG0009974	CP1_g36712_DN3_SP8_c.t1	Np004G2567900
OG0009975	CP1_g36693_DN3_SP5_c.t1	Np004G2565400
OG0009976	CP1_g36688_DN3_SP1_c.t1	Np004G2565000
OG0009977	CP1_g36681_DN3_SP8_c.t1	Np004G2564000
OG0009978	CP1_g36676_DN2_SP0_c.t1	Np004G2563300
OG0009979	CP1_g36647_DN3_SP2_c.t1	Np004G2559800
OG0009980	CP1_g36627_DN3_SP5_c.t1	Np004G2557900
OG0009981	CP1_g36623_DN3_SP0_c.t1	Np004G2557500
OG0009982	CP1_g36610_DN3_SP0_c.t1	Np004G2555800, Np004G2542100, Np004G2554100
OG0009983	CP1_g36608_DN2_SP8_c.t1	Np004G2555600
OG0009984	CP1_g36605_DN3_SP2_c.t1	Np004G2555100
OG0009985	CP1_g36597_DN3_SP8_c.t1	Np004G2554200
OG0009986	CP1_g36596_DN3_SP0_c.t1	Np004G2554000
OG0009987	CP1_g36555_DN3_SP5_c.t1	Np004G2549000
OG0009988	CP1_g36554_DN3_SP8_c.t1	Np004G2548900
OG0009989	CP1_g36832_DN3_SP0_c.t1	Np004G2545300
OG0009990	CP1_g36836_DN3_SP0_c.t1	Np004G2544900
OG0009991	CP1_g36840_DN3_SP8_c.t1	Np004G2544500
OG0009992	CP1_g36849_DN3_SP0_c.t1	Np004G2543500
OG0009994	CP1_g36896_DN3_SP6_c.t1	Np004G2537000, Np004G2282800
OG0009995	CP1_g36915_DN3_SP4_c.t1	Np004G2535100
OG0009996	CP1_g36918_DN2_SP0_c.t1	Np004G2534700
OG0009997	CP1_g36924_DN3_SP0_c.t1	Np004G2533700
OG0009998	CP1_g36939_DN2_SP0_c.t1	Np004G2531600
OG0009999	CP1_g36943_DN3_SP8_c.t1	Np004G2531200
OG0010000	CP1_g36948_DN3_SP0_c.t1	Np004G2530800
OG0010002	CP1_g37024_DN3_SP8_c.t1	Np004G2521300
OG0010003	CP1_g37043_DN3_SP0_c.t1	Np004G2518800
OG0010004	CP1_g37076_DN3_SP2_c.t1	Np004G2514400
OG0010005	CP1_g37080_DN3_SP4_c.t1	Np004G2514000
OG0010007	CP1_g37103_DN3_SP0_c.t1	Np004G2511200, Np004G2332300
OG0010008	CP1_g37114_DN3_SP8_c.t1	Np004G2510300
OG0010009	CP1_g37115_DN3_SP6_c.t1	Np004G2510200
OG0010010	CP1_g37125_DN3_SP8_c.t1	Np004G2509100
OG0010011	CP1_g37132_DN2_SP0_c.t1	Np004G2508300
OG0010012	CP1_g37138_DN3_SP5_c.t1	Np004G2507300
OG0010013	CP1_g37139_DN3_SP3_c.t1	Np004G2507200
OG0010014	CP1_g37144_DN3_SP2_c.t1	Np004G2506600
OG0010015	CP7_g45154_DN3_SP0_c.t1	Np004G2101300
OG0010016	CP1_g37149_DN3_SP8_c.t1	Np004G2505900
OG0010017	CP1_g37153_DN3_SP8_c.t1	Np004G2505600, Np004G2129800
OG0010018	CP1_g37160_DN3_SP3_c.t1	Np004G2504700
OG0010019	CP9_g27755_DN3_SP1_c.t1	Np002G0986400
OG0010020	CP1_g37165_DN3_SP8_c.t1	Np004G2504100
OG0010022	CP1_g37184_DN3_SP0_c.t1	Np004G2501600
OG0010023	CP4_g26802_DN3_SP0_c.t1	Np003G1350200
OG0010024	CP1_g37211_DN3_SP0_c.t1	Np004G2498300
OG0010025	CP1_g37216_DN2_SP0_c.t1	Np004G2497800
OG0010026	CP2_g49775_DN3_SP0_c.t1	Np002G1115100
OG0010027	CP1_g37232_DN3_SP3_c.t1	Np004G2496600
OG0010028	CP1_g37233_DN3_SP5_c.t1	Np004G2496400
OG0010029	CP1_g37340_DN3_SP6_c.t1	Np004G2482600
OG0010030	CP1_g37362_DN3_SP5_c.t1	Np004G2480400
OG0010031	CP1_g37363_DN3_SP4_c.t1	Np004G2480100
OG0010032	CP1_g37364_DN3_SP3_c.t1	Np004G2480000
OG0010033	CP1_g37373_DN3_SP8_c.t1	Np004G2479100
OG0010034	CP1_g37375_DN3_SP8_c.t1	Np004G2478600
OG0010036	CP1_g37388_DN2_SP4_c.t1	Np004G2477300
OG0010037	CP13_g19709_DN3_SP1_c.t1	Np001G0328100
OG0010038	CP1_g37408_DN3_SP0_c.t1	Np004G2474700
OG0010039	CP1_g37410_DN3_SP1_c.t1	Np004G2464700
OG0010039	CP1_g37411_DN3_SP0_c.t1	Np004G2474500
OG0010040	CP1_g37433_DN3_SP8_c.t1	Np004G2470300
OG0010041	CP1_g37434_DN3_SP2_c.t1	Np004G2470100
OG0010042	CP1_g37449_DN3_SP1_c.t1	Np004G2468500
OG0010043	CP1_g37456_DN3_SP1_c.t1	Np004G2467600, Np004G2467300
OG0010044	CP2_g49089_DN3_SP8_c.t1	Np002G1188400, Np002G1188500
OG0010045	CP1_g37469_DN3_SP7_c.t1	Np004G2465000
OG0010046	CP1_g37482_DN3_SP7_c.t1	Np004G2462800
OG0010047	CP1_g37483_DN3_SP6_c.t1	Np004G2462700
OG0010048	CP1_g37498_DN3_SP5_c.t1	Np004G2460900
OG0010049	CP1_g37522_DN3_SP8_c.t1	Np004G2457400
OG0010050	CP1_g37538_DN3_SP8_c.t1	Np004G2455400
OG0010051	CP1_g37596_DN3_SP7_c.t1	Np004G2445500
OG0010052	CP1_g37599_DN3_SP0_c.t1	Np004G2445200
OG0010053	CP1_g37602_DN2_SP2_c.t1	Np004G2444900
OG0010054	CP1_g37628_DN3_SP8_c.t1	Np004G2440400
OG0010055	CP1_g37635_DN3_SP0_c.t1	Np004G2437600
OG0010056	CP1_g37677_DN3_SP0_c.t1	Np004G2431400
OG0010057	CP1_g37689_DN3_SP0_c.t1	Np004G2430100
OG0010058	CP1_g37707_DN3_SP0_c.t1	Np004G2427800
OG0010059	CP1_g37696_DN3_SP1_c.t1	Np004G2429000
OG0010060	CP1_g37722_DN3_SP0_c.t1	Np004G2426000
OG0010061	CP1_g37725_DN3_SP1_c.t1	Np004G2425300, Np004G2425200, Np004G2425700
OG0010062	CP1_g37731_DN3_SP6_c.t1	Np004G2424800
OG0010063	CP7_g45179_DN3_SP4_c.t1	Np004G2098000
OG0010064	CP1_g37770_DN3_SP2_c.t1	Np004G2419000
OG0010065	CP1_g37804_DN3_SP8_c.t1	Np004G2414400
OG0010066	CP1_g37806_DN3_SP8_c.t1	Np004G2414200
OG0010067	CP1_g37808_DN3_SP0_c.t1	Np004G2414000
OG0010068	CP1_g37811_DN3_SP1_c.t1	Np004G2413700
OG0010069	CP1_g37829_DN3_SP2_c.t1	Np004G2411300
OG0010070	CP7_g46186_DN3_SP2_c.t1	Np004G2409000
OG0010071	CP7_g46183_DN3_SP6_c.t1	Np004G2408700
OG0010072	CP7_g46172_DN3_SP3_c.t1	Np004G2407400
OG0010073	CP7_g46167_DN3_SP0_c.t1	Np004G2406800
OG0010074	CP7_g46137_DN3_SP5_c.t1	Np004G2402700
OG0010076	CP7_g46109_DN3_SP2_c.t1	Np004G2399600
OG0010077	CP7_g46106_DN3_SP0_c.t1	Np004G2399100
OG0010078	CP7_g46104_DN3_SP0_c.t1	Np004G2398900
OG0010079	CP7_g46093_DN2_SP0_c.t1	Np004G2396900
OG0010080	CP7_g46090_DN2_SP2_c.t1	Np004G2396500
OG0010081	CP10_g43694_DN3_SP0_c.t1, CP16_g54938_DN3_SP0_c.t1	Np007G3747800
OG0010082	CP7_g46060_DN3_SP8_c.t1	Np004G2393300
OG0010083	CP7_g46036_DN3_SP8_c.t1	Np004G2390700
OG0010085	CP7_g46007_DN3_SP0_c.t1	Np004G2387000
OG0010087	CP7_g45982_DN3_SP1_c.t1	Np004G2383400
OG0010088	CP7_g45937_DN3_SP1_c.t1	Np004G2377100
OG0010090	CP7_g45928_DN3_SP4_c.t1	Np004G2375900
OG0010091	CP7_g45911_DN3_SP7_c.t1, CP1_g39322_DN3_SP0_c.t1	Np004G2373600
OG0010092	CP7_g45897_DN3_SP1_c.t1	Np004G2372100
OG0010093	CP7_g45891_DN3_SP0_c.t1	Np004G2371200
OG0010094	CP7_g45887_DN3_SP8_c.t1	Np004G2370600
OG0010095	CP7_g45879_DN3_SP0_c.t1	Np004G2369700
OG0010096	CP7_g45864_DN3_SP8_c.t1	Np004G2367800
OG0010098	CP7_g45829_DN3_SP7_c.t1	Np004G2363800
OG0010099	CP7_g45814_DN3_SP0_c.t1	Np004G2361400
OG0010100	CP7_g45812_DN3_SP0_c.t1	Np004G2361200
OG0010101	CP7_g45809_DN3_SP2_c.t1	Np004G2360800
OG0010102	CP7_g45794_DN3_SP0_c.t1, CP10_g43785_DN3_SP0_c.t1	Np004G2358900
OG0010103	CP7_g45789_DN3_SP3_c.t1	Np004G2358100
OG0010104	CP7_g45781_DN3_SP5_c.t1	Np004G2357200
OG0010105	CP7_g45771_DN3_SP8_c.t1	Np004G2355800
OG0010106	CP7_g45768_DN3_SP0_c.t1	Np004G2355500
OG0010107	CP7_g45765_DN3_SP0_c.t1	Np004G2355000
OG0010108	CP7_g45764_DN3_SP0_c.t1	Np004G2354900
OG0010109	CP7_g45742_DN3_SP0_c.t1	Np004G2353000
OG0010110	CP7_g45741_DN3_SP8_c.t1	Np004G2352900
OG0010111	CP7_g45702_DN3_SP8_c.t1	Np004G2348600
OG0010112	CP7_g45684_DN3_SP8_c.t1	Np004G2346000
OG0010114	CP7_g45669_DN3_SP4_c.t1	Np004G2344100
OG0010115	CP7_g45661_DN3_SP7_c.t1	Np004G2342800
OG0010116	CP7_g45584_DN3_SP2_c.t1	Np004G2328500
OG0010117	CP7_g45583_DN3_SP8_c.t1	Np004G2328100
OG0010118	CP7_g45582_DN3_SP0_c.t1	Np004G2327900
OG0010119	CP13_g19651_DN3_SP0_c.t1	Np001G0269700
OG0010120	CP7_g45560_DN3_SP0_c.t1	Np004G2325200
OG0010121	CP7_g45523_DN3_SP8_c.t1	Np004G2319700
OG0010122	CP7_g45515_DN3_SP8_c.t1	Np004G2318500
OG0010123	CP7_g45514_DN3_SP8_c.t1	Np004G2318000
OG0010124	CP7_g45486_DN3_SP3_c.t1	Np004G2311700, Np004G2311600
OG0010125	CP7_g45476_DN3_SP8_c.t1	Np004G2309800
OG0010126	CP9_g28812_DN3_SP8_c.t1	Np002G0832200
OG0010127	CP9_g28806_DN3_SP8_c.t1	Np002G0833000
OG0010128	CP9_g28802_DN2_SP0_c.t1	Np002G0833300
OG0010129	CP9_g28780_DN3_SP8_c.t1	Np002G0835600
OG0010130	CP9_g28690_DN2_SP0_c.t1	Np002G0847300
OG0010131	CP9_g28677_DN3_SP8_c.t1	Np002G0851100
OG0010132	CP9_g28664_DN3_SP1_c.t1	Np002G0852300
OG0010133	CP9_g28655_DN3_SP5_c.t1	Np002G0853900
OG0010134	CP9_g28654_DN3_SP0_c.t1	Np002G0854000
OG0010135	CP9_g28652_DN3_SP7_c.t1	Np002G0854100
OG0010136	CP9_g28651_DN2_SP3_c.t1	Np002G0854200
OG0010137	CP9_g28639_DN3_SP8_c.t1	Np002G0855600
OG0010139	CP9_g28609_DN3_SP6_c.t1	Np002G0860200
OG0010140	CP7_g44572_DN3_SP8_c.t1	Np004G2061300
OG0010141	CP3_g15820_DN3_SP2_c.t1	Np003G1751200, Np001G0432800, Np001G0423500
OG0010142	CP27_g41953_DN2_SP0_c.t1, CP27_g41915_DN3_SP0_c.t1, CP22_g17128_DN3_SP1_c.t1	Np004G2423800
OG0010143	CP2_g48904_DN3_SP8_c.t1	Np002G1231400
OG0010144	CP2_g48955_DN3_SP6_c.t1	Np002G1217800, Np002G0976600
OG0010145	CP2_g48974_DN3_SP1_c.t1	Np002G1213500
OG0010146	CP2_g48975_DN3_SP8_c.t1	Np002G1213400
OG0010147	CP2_g49019_DN3_SP8_c.t1	Np002G1205300
OG0010148	CP2_g49049_DN3_SP8_c.t1	Np002G1198000
OG0010149	CP7_g44553_DN3_SP3_c.t1	Np004G2063300
OG0010150	CP2_g49108_DN3_SP2_c.t1	Np002G1185000
OG0010152	CP2_g49116_DN3_SP8_c.t1	Np002G1182500
OG0010153	CP2_g49147_DN3_SP0_c.t1	Np002G1179000
OG0010154	CP2_g49152_DN3_SP1_c.t1	Np002G1177900
OG0010155	CP2_g49156_DN3_SP8_c.t1	Np002G1177600
OG0010156	CP2_g49200_DN3_SP4_c.t1	Np002G1171500
OG0010157	CP2_g49237_DN3_SP5_c.t1	Np002G1164700
OG0010158	CP2_g49240_DN3_SP0_c.t1	Np002G1164400
OG0010159	CP2_g49288_DN3_SP8_c.t1	Np002G1157000
OG0010160	CP2_g49302_DN3_SP8_c.t1	Np002G1155900
OG0010161	CP2_g49307_DN3_SP3_c.t1	Np002G1153800
OG0010162	CP2_g49363_DN3_SP8_c.t1	Np002G1147300
OG0010163	CP2_g49376_DN3_SP7_c.t1	Np002G1144400
OG0010164	CP3_g15694_DN1_SP0_c.t1, CP2_g49417_DN3_SP0_c.t1	Np002G1138100
OG0010165	CP2_g49422_DN3_SP6_c.t1	Np002G1136100
OG0010167	CP8_g54592_DN3_SP0_c.t1	Np003G1887300
OG0010168	CP2_g49489_DN3_SP2_c.t1	Np002G1131700
OG0010169	CP2_g49512_DN2_SP0_c.t1	Np002G1130900
OG0010170	CP2_g49745_DN3_SP7_c.t1	Np002G1117300
OG0010171	CP6_g7344_DN3_SP5_c.t1	Np005G3028100
OG0010172	CP2_g48876_DN3_SP3_c.t1	Np002G1237600
OG0010173	CP13_g19080_DN3_SP0_c.t1	Np002G1242200
OG0010174	CP13_g19077_DN3_SP8_c.t1	Np002G1243000
OG0010175	CP14_g23588_DN2_SP8_c.t1	Np003G1846200, Np003G1753600
OG0010176	CP13_g19836_DN3_SP0_c.t1	Np001G0344900
OG0010177	CP13_g19825_DN3_SP0_c.t1	Np001G0342800
OG0010179	CP13_g19725_DN3_SP3_c.t1	Np001G0321600
OG0010180	CP13_g19724_DN3_SP3_c.t1	Np001G0321700
OG0010183	CP13_g20656_DN3_SP2_c.t1	Np001G0423600
OG0010184	CP13_g20147_DN3_SP3_c.t1	Np001G0395800
OG0010185	CP13_g20151_DN3_SP8_c.t1	Np001G0396300
OG0010186	CP19_g18222_DN2_SP0_c.t1	Np005G2825700
OG0010187	CP11_g31893_DN3_SP2_c.t1	Np003G1840300
OG0010188	CP5_g1064_DN3_SP8_c.t1	Np005G2752300
OG0010189	CP5_g1042_DN2_SP0_c.t1	Np005G2749200
OG0010190	CP5_g1025_DN3_SP8_c.t1	Np005G2746400
OG0010192	CP1_g38233_DN3_SP3_c.t1	Np004G1990000
OG0010193	CP1_g38220_DN3_SP7_c.t1	Np004G1987200
OG0010194	CP1_g38214_DN3_SP0_c.t1	Np004G1986500
OG0010196	CP1_g38172_DN3_SP2_c.t1	Np004G1983200
OG0010197	CP9_g29132_DN3_SP2_c.t1	Np002G0786400
OG0010199	CP5_g12_DN3_SP8_c.t1	Np005G2600900
OG0010200	CP5_g13_DN2_SP0_c.t1	Np005G2601000
OG0010201	CP12_g30784_DN3_SP6_c.t1	Np005G2602600
OG0010202	CP5_g36_DN3_SP7_c.t1	Np005G2603700
OG0010204	CP5_g45_DN3_SP8_c.t1	Np005G2605000
OG0010205	CP5_g79_DN3_SP8_c.t1	Np005G2609200
OG0010206	CP5_g102_DN3_SP0_c.t1	Np005G2612400
OG0010207	CP5_g110_DN3_SP0_c.t1	Np005G2613500
OG0010208	CP5_g116_DN3_SP8_c.t1	Np005G2614500
OG0010209	CP5_g126_DN3_SP0_c.t1	Np005G2616400
OG0010210	CP5_g155_DN3_SP0_c.t1	Np005G2619200
OG0010211	CP5_g163_DN3_SP0_c.t1	Np005G2620200
OG0010212	CP5_g167_DN3_SP0_c.t1	Np005G2620600
OG0010213	CP5_g172_DN2_SP0_c.t1	Np005G2621000
OG0010214	CP5_g199_DN3_SP0_c.t1	Np006G3513600
OG0010215	CP5_g205_DN2_SP0_c.t1	Np005G2625700
OG0010216	CP5_g206_DN2_SP3_c.t1	Np005G2625800
OG0010217	CP5_g208_DN3_SP8_c.t1	Np005G2626000
OG0010218	CP5_g231_DN3_SP4_c.t1	Np005G2697900
OG0010219	CP5_g239_DN2_SP0_c.t1	Np005G2697100
OG0010220	CP5_g245_DN3_SP0_c.t1	Np005G2696200
OG0010221	CP5_g257_DN3_SP8_c.t1	Np005G2694700
OG0010222	CP5_g265_DN3_SP0_c.t1	Np005G2693500
OG0010223	CP5_g278_DN3_SP1_c.t1	Np005G2691500
OG0010224	CP5_g287_DN3_SP4_c.t1	Np005G2690700
OG0010225	CP5_g297_DN3_SP7_c.t1	Np005G2689000
OG0010226	CP3_g14485_DN3_SP0_c.t1	Np005G3072900
OG0010227	CP5_g341_DN3_SP8_c.t1	Np005G2684600
OG0010228	CP5_g361_DN3_SP0_c.t1	Np005G2682300
OG0010229	CP5_g363_DN3_SP2_c.t1	Np005G2682000
OG0010230	CP5_g380_DN3_SP8_c.t1	Np005G2679900
OG0010231	CP5_g410_DN3_SP3_c.t1	Np005G2675800, Np005G2668100
OG0010232	CP5_g429_DN3_SP8_c.t1	Np005G2673400
OG0010233	CP5_g435_DN3_SP5_c.t1	Np005G2672400
OG0010235	CP5_g492_DN3_SP8_c.t1	Np005G2660300
OG0010236	CP5_g506_DN3_SP8_c.t1	Np005G2657500
OG0010237	CP5_g517_DN3_SP0_c.t1	Np005G2655800
OG0010238	CP5_g535_DN3_SP7_c.t1	Np005G2653500
OG0010239	CP5_g541_DN3_SP8_c.t1	Np005G2652700
OG0010240	CP5_g554_DN3_SP0_c.t1	Np005G2648900
OG0010241	CP5_g558_DN3_SP8_c.t1	Np005G2648400
OG0010242	CP5_g559_DN3_SP4_c.t1	Np005G2648300
OG0010243	CP5_g563_DN3_SP1_c.t1	Np005G2647800
OG0010244	CP7_g45187_DN3_SP3_c.t1	Np004G2096900
OG0010245	CP5_g565_DN3_SP0_c.t1	Np005G2647400
OG0010246	CP5_g705_DN3_SP8_c.t1	Np005G2631900
OG0010247	CP5_g748_DN3_SP8_c.t1	Np005G2700400
OG0010248	CP5_g742_DN3_SP1_c.t1	Np005G2699800
OG0010249	CP5_g738_DN3_SP7_c.t1	Np005G2699200
OG0010250	CP5_g716_DN3_SP8_c.t1	Np005G2630700
OG0010251	CP5_g714_DN3_SP3_c.t1	Np005G2630900
OG0010252	CP5_g704_DN3_SP8_c.t1	Np005G2632000
OG0010253	CP5_g701_DN3_SP8_c.t1	Np005G2632400
OG0010254	CP5_g694_DN3_SP4_c.t1	Np005G2633200
OG0010255	CP5_g684_DN3_SP6_c.t1	Np005G2634400
OG0010256	CP5_g682_DN3_SP0_c.t1	Np005G2634600
OG0010257	CP5_g677_DN3_SP8_c.t1	Np005G2635200
