Orthogroup	Conringia_planisiliqua	Cochlearia_excelsa
OG0008172	CP8_g53212_DN3_SP3_c.t1	g41227
OG0008173	CP8_g53216_DN3_SP8_c.t1	g888, g28385
OG0008174	CP5_g1506_DN2_SP0_c.t1	g46691
OG0008175	CP2_g48854_DN3_SP5_c.t1	g46726
OG0008176	CP9_g28128_DN3_SP0_c.t1	g45037
OG0008176	CP5_g1818_DN3_SP8_c.t1	g46819
OG0008177	CP2_g48827_DN3_SP8_c.t1	g10301
OG0008178	CP12_g30746_DN3_SP8_c.t1	g11750
OG0008180	CP12_g30718_DN3_SP8_c.t1	g13470
OG0008181	CP12_g30691_DN3_SP8_c.t1	g11761
OG0008182	CP12_g30668_DN3_SP3_c.t1	g11768
OG0008183	CP6_g7475_DN3_SP8_c.t1	g24515
OG0008185	CP12_g30647_DN3_SP8_c.t1	g6564
OG0008186	CP12_g30634_DN3_SP8_c.t1	g13434
OG0008187	CP12_g30615_DN1_SP0_c.t1	g13425
OG0008190	CP12_g30576_DN2_SP0_c.t1	g6596, g13410
OG0008191	CP12_g30578_DN3_SP8_c.t1	g6595
OG0008192	CP12_g30570_DN3_SP0_c.t1	g13406, g11844
OG0008193	CP13_g19652_DN3_SP0_c.t1	g10775
OG0008194	CP12_g30511_DN3_SP0_c.t1	g11867
OG0008195	CP12_g30503_DN3_SP8_c.t1	g6672
OG0008196	CP12_g30498_DN3_SP3_c.t1	g6673
OG0008197	CP5_g978_DN3_SP1_c.t1, CP44_g20909_DN3_SP0_c.t1, CP59_g6662_DN3_SP0_c.t1	g23421
OG0008198	CP5_g979_DN2_SP0_c.t1	g23422
OG0008199	CP5_g982_DN3_SP4_c.t1	g47734, g23425
OG0008200	CP5_g985_DN3_SP0_c.t1	g23427
OG0008201	CP5_g994_DN3_SP7_c.t1	g23435, g23431
OG0008202	CP5_g998_DN3_SP8_c.t1	g23439
OG0008203	CP5_g1006_DN3_SP0_c.t1	g47724
OG0008204	CP5_g1014_DN3_SP3_c.t1	g23453
OG0008205	CP9_g28196_DN3_SP7_c.t1	g44976
OG0008206	CP9_g28122_DN3_SP8_c.t1	g45041
OG0008207	CP9_g28073_DN3_SP0_c.t1	g45049
OG0008208	CP25_g55790_DN3_SP8_c.t1	g45140
OG0008209	CP13_g19054_DN3_SP8_c.t1	g43701
OG0008210	CP11_g31807_DN3_SP2_c.t1	g43827
OG0008211	CP2_g50575_DN3_SP0_c.t1	g43893
OG0008212	CP2_g50501_DN3_SP2_c.t1	g41134
OG0008213	CP2_g50483_DN3_SP6_c.t1	g41135
OG0008214	CP8_g54434_DN2_SP0_c.t1	g41730, g41445
OG0008215	CP8_g54459_DN3_SP5_c.t1	g29073
OG0008216	CP8_g54481_DN3_SP8_c.t1	g29060
OG0008217	CP8_g54488_DN3_SP8_c.t1	g29047
OG0008218	CP8_g54500_DN3_SP2_c.t1	g4921
OG0008219	CP8_g54511_DN3_SP8_c.t1	g29036
OG0008221	CP5_g2055_DN3_SP0_c.t1	g25107, g25018
OG0008222	CP2_g48742_DN3_SP8_c.t1	g10224
OG0008224	CP3_g14109_DN3_SP6_c.t1	g19242
OG0008225	CP3_g14130_DN3_SP1_c.t1	g19258
OG0008226	CP3_g14132_DN3_SP8_c.t1	g19262
OG0008227	CP3_g14141_DN3_SP1_c.t1	g2417
OG0008228	CP3_g14155_DN1_SP0_c.t1	g11335, g2426
OG0008229	CP3_g14176_DN3_SP0_c.t1	g19285
OG0008230	CP3_g14195_DN3_SP0_c.t1	g2460
OG0008231	CP3_g14197_DN3_SP1_c.t1	g19294
OG0008232	CP3_g14202_DN3_SP7_c.t1	g19295
OG0008233	CP3_g14216_DN3_SP3_c.t1	g19306
OG0008234	CP3_g14249_DN3_SP1_c.t1	g19322
OG0008235	CP1_g36401_DN2_SP8_c.t1	g49277, g26856, g30725
OG0008236	CP1_g36503_DN3_SP8_c.t1	g30769, g49346
OG0008237	CP1_g36817_DN3_SP0_c.t1	g49369
OG0008238	CP1_g36816_DN2_SP0_c.t1	g30772
OG0008239	CP1_g36809_DN3_SP0_c.t1	g49378
OG0008240	CP1_g36783_DN3_SP3_c.t1	g30796, g49390
OG0008242	CP1_g36755_DN3_SP2_c.t1	g49402
OG0008243	CP1_g36749_DN3_SP0_c.t1	g26903
OG0008245	CP1_g36739_DN3_SP0_c.t1	g30815
OG0008246	CP1_g36735_DN2_SP0_c.t1	g30818, g49414
OG0008247	CP1_g36718_DN3_SP8_c.t1	g49422
OG0008248	CP1_g36716_DN3_SP5_c.t1	g30833
OG0008249	CP1_g36715_DN3_SP0_c.t1	g30834, g26920
OG0008250	CP1_g36703_DN3_SP0_c.t1	g49427
OG0008251	CP1_g36695_DN3_SP0_c.t1	g49430
OG0008252	CP1_g36680_DN3_SP0_c.t1	g49437
OG0008253	CP1_g36675_DN3_SP8_c.t1	g30845
OG0008254	CP1_g36659_DN3_SP8_c.t1	g49445
OG0008255	CP19_g18226_DN3_SP3_c.t1	g47497
OG0008257	CP1_g36621_DN3_SP1_c.t1	g49456
OG0008258	CP1_g36620_DN3_SP8_c.t1	g30877
OG0008259	CP1_g36590_DN3_SP1_c.t1	g30899, g49469
OG0008260	CP1_g36572_DN3_SP0_c.t1	g30906
OG0008261	CP1_g36546_DN3_SP0_c.t1	g30924
OG0008262	CP1_g36827_DN3_SP8_c.t1	g49492
OG0008263	CP1_g36829_DN3_SP8_c.t1	g30927, g49493
OG0008264	CP1_g36833_DN3_SP1_c.t1	g49496, g30930
OG0008265	CP1_g36838_DN3_SP8_c.t1	g49500
OG0008266	CP1_g36868_DN3_SP0_c.t1	g30952
OG0008267	CP1_g36871_DN3_SP8_c.t1	g49515
OG0008268	CP1_g36879_DN3_SP8_c.t1	g49517
OG0008269	CP1_g36880_DN3_SP1_c.t1	g26963
OG0008270	CP1_g36890_DN3_SP0_c.t1	g49527
OG0008271	CP1_g36897_DN3_SP5_c.t1	g49532, g30974
OG0008272	CP1_g36910_DN3_SP6_c.t1	g26970
OG0008273	CP1_g36927_DN3_SP8_c.t1	g30997, g26975
OG0008274	CP1_g36932_DN3_SP8_c.t1	g26977, g31003
OG0008275	CP1_g36966_DN3_SP1_c.t1	g49552
OG0008276	CP1_g36967_DN3_SP1_c.t1	g31025
OG0008277	CP1_g36990_DN2_SP1_c.t1	g49561
OG0008278	CP1_g37003_DN3_SP0_c.t1	g27001
OG0008279	CP1_g37005_DN3_SP7_c.t1	g31050
OG0008280	CP1_g37014_DN3_SP8_c.t1	g31055
OG0008281	CP1_g37016_DN2_SP0_c.t1	g27004, g31056
OG0008282	CP1_g37048_DN3_SP8_c.t1	g49583
OG0008283	CP1_g37095_DN3_SP0_c.t1	g31107
OG0008284	CP1_g37104_DN3_SP4_c.t1	g49613
OG0008285	CP1_g37135_DN3_SP5_c.t1	g31124, g49672
OG0008286	CP1_g37137_DN3_SP7_c.t1	g31126, g49671
OG0008287	CP1_g37142_DN3_SP6_c.t1	g31128
OG0008288	CP1_g37161_DN3_SP3_c.t1	g49657
OG0008289	CP1_g37180_DN3_SP8_c.t1	g31154
OG0008290	CP1_g37188_DN3_SP8_c.t1	g49638
OG0008292	CP16_g55370_DN3_SP8_c.t1	g38331
OG0008293	CP1_g37248_DN3_SP8_c.t1	g27094
OG0008294	CP1_g37260_DN3_SP5_c.t1	g49702
OG0008295	CP1_g37277_DN3_SP8_c.t1	g49713, g31226
OG0008296	CP1_g37285_DN3_SP8_c.t1	g49720
OG0008297	CP1_g37288_DN3_SP8_c.t1	g31233
OG0008298	CP1_g37290_DN3_SP5_c.t1	g27102
OG0008299	CP1_g37298_DN3_SP8_c.t1	g49723
OG0008300	CP1_g37303_DN2_SP0_c.t1	g31238
OG0008301	CP1_g37306_DN3_SP8_c.t1	g31241
OG0008302	CP1_g37312_DN3_SP8_c.t1	g31243
OG0008303	CP1_g37330_DN3_SP6_c.t1	g31249
OG0008304	CP1_g37358_DN3_SP0_c.t1	g31264
OG0008305	CP19_g18047_DN3_SP7_c.t1	g47566
OG0008306	CP1_g37402_DN3_SP3_c.t1	g27137
OG0008307	CP1_g37409_DN3_SP8_c.t1	g27142
OG0008308	CP1_g37441_DN3_SP8_c.t1	g31316, g27155
OG0008309	CP1_g37442_DN1_SP0_c.t1	g49777
OG0008310	CP1_g37447_DN3_SP0_c.t1	g31321
OG0008311	CP2_g49069_DN2_SP0_c.t1	g31332
OG0008312	CP1_g37485_DN3_SP8_c.t1	g31338, g49784
OG0008313	CP1_g37487_DN3_SP8_c.t1	g31339, g49785
OG0008314	CP1_g37503_DN3_SP2_c.t1	g27178
OG0008315	CP1_g37543_DN3_SP8_c.t1	g27188, g31383
OG0008316	CP1_g37546_DN3_SP8_c.t1	g49821
OG0008317	CP1_g37550_DN3_SP8_c.t1	g49823, g31388
OG0008318	CP1_g37552_DN3_SP5_c.t1	g27190
OG0008320	CP1_g37600_DN3_SP7_c.t1	g49859
OG0008322	CP1_g37605_DN1_SP0_c.t1	g49862
OG0008323	CP1_g37623_DN3_SP8_c.t1	g27210, g49871
OG0008324	CP1_g37634_DN3_SP6_c.t1, CP2_g49877_DN3_SP0_c.t1	g31451
OG0008325	CP1_g37657_DN3_SP0_c.t1	g31465
OG0008326	CP1_g37702_DN3_SP8_c.t1	g31487, g27256
OG0008327	CP1_g37699_DN3_SP8_c.t1	g31486
OG0008328	CP1_g37720_DN3_SP1_c.t1	g31506
OG0008329	CP1_g37737_DN3_SP0_c.t1	g27264, g31519
OG0008330	CP1_g37747_DN3_SP1_c.t1	g27268
OG0008331	CP1_g37749_DN3_SP0_c.t1	g27269, g31527
OG0008332	CP1_g37762_DN3_SP8_c.t1	g27280
OG0008333	CP1_g37767_DN2_SP7_c.t1	g31537
OG0008334	CP1_g37773_DN3_SP1_c.t1	g49913
OG0008335	CP9_g27795_DN2_SP0_c.t1, CP1_g37784_DN3_SP7_c.t1	g31550
OG0008337	CP1_g37788_DN3_SP8_c.t1	g31553
OG0008338	CP1_g37831_DN3_SP0_c.t1	g31586
OG0008339	CP1_g37798_DN3_SP0_c.t1	g31561
OG0008340	CP13_g19666_DN3_SP0_c.t1	g31565
OG0008341	CP1_g37807_DN3_SP0_c.t1	g31569
OG0008342	CP1_g37809_DN3_SP4_c.t1	g49928
OG0008343	CP1_g37816_DN3_SP8_c.t1	g31574
OG0008344	CP7_g46190_DN3_SP6_c.t1	g31596, g27302
OG0008346	CP7_g46153_DN3_SP1_c.t1	g31618
OG0008347	CP7_g46115_DN3_SP3_c.t1	g49965, g31642
OG0008348	CP7_g46074_DN3_SP8_c.t1	g31661
OG0008349	CP7_g46064_DN3_SP3_c.t1	g27352
OG0008350	CP9_g28306_DN3_SP7_c.t1	g41687, g44897
OG0008352	CP7_g45935_DN3_SP0_c.t1	g31756
OG0008353	CP7_g45929_DN3_SP0_c.t1	g31763
OG0008354	CP7_g45925_DN3_SP2_c.t1	g31766
OG0008355	CP7_g45920_DN3_SP8_c.t1	g31772
OG0008356	CP7_g45918_DN3_SP0_c.t1	g50039
OG0008357	CP7_g45892_DN3_SP0_c.t1	g31795
OG0008359	CP7_g45888_DN3_SP8_c.t1	g31797
OG0008360	CP7_g45867_DN3_SP0_c.t1	g27421
OG0008361	CP7_g45856_DN2_SP2_c.t1	g50061
OG0008362	CP7_g45855_DN3_SP3_c.t1	g50062
OG0008363	CP7_g45849_DN3_SP8_c.t1	g31816
OG0008364	CP7_g45826_DN3_SP0_c.t1	g50079, g31835
OG0008365	CP7_g45779_DN3_SP6_c.t1	g50099, g27442
OG0008366	CP7_g45776_DN3_SP1_c.t1	g31887
OG0008367	CP7_g45775_DN3_SP0_c.t1	g50105
OG0008369	CP7_g45754_DN3_SP5_c.t1	g50119, g27450
OG0008370	CP7_g45732_DN3_SP0_c.t1	g31915, g50131
OG0008371	CP7_g45726_DN3_SP2_c.t1	g50134
OG0008372	CP7_g45700_DN3_SP7_c.t1	g31946
OG0008373	CP7_g45694_DN3_SP8_c.t1	g50150
OG0008374	CP7_g45685_DN3_SP8_c.t1	g50157
OG0008375	CP7_g45664_DN3_SP6_c.t1	g31964
OG0008376	CP7_g45645_DN2_SP0_c.t1	g31985
OG0008377	CP7_g45635_DN2_SP0_c.t1	g50192
OG0008378	CP7_g45631_DN3_SP1_c.t1	g31997
OG0008379	CP7_g45622_DN3_SP0_c.t1	g50201
OG0008380	CP7_g45621_DN3_SP0_c.t1	g50202
OG0008381	CP7_g45613_DN3_SP6_c.t1	g27491
OG0008382	CP7_g45608_DN3_SP2_c.t1	g27492
OG0008383	CP7_g45590_DN3_SP5_c.t1	g50211
OG0008384	CP7_g45578_DN3_SP8_c.t1	g27512
OG0008385	CP7_g45555_DN3_SP6_c.t1	g32027
OG0008386	CP7_g45480_DN3_SP0_c.t1	g32046, g50278
OG0008387	CP20_g4318_DN3_SP3_c.t1	g40354
OG0008389	CP9_g28797_DN3_SP8_c.t1	g45949
OG0008390	CP9_g28776_DN3_SP8_c.t1	g44649
OG0008391	CP9_g28763_DN2_SP0_c.t1	g45921
OG0008392	CP9_g28759_DN3_SP0_c.t1	g45917, g44656
OG0008393	CP9_g28746_DN3_SP0_c.t1	g45911
OG0008394	CP9_g28743_DN3_SP0_c.t1	g44662
OG0008395	CP9_g28730_DN3_SP0_c.t1	g45896
OG0008396	CP9_g28728_DN3_SP4_c.t1	g45894
OG0008397	CP9_g28721_DN2_SP2_c.t1	g45884
OG0008398	CP9_g28702_DN3_SP8_c.t1	g18009
OG0008399	CP9_g28657_DN3_SP2_c.t1	g45854, g22228
OG0008400	CP9_g28647_DN3_SP1_c.t1, CP9_g28650_DN2_SP1_c.t1	g45850
OG0008401	CP9_g28630_DN3_SP0_c.t1	g45833
OG0008402	CP9_g28627_DN3_SP8_c.t1	g45831
OG0008403	CP19_g18240_DN3_SP6_c.t1	g17228
OG0008404	CP7_g44605_DN3_SP8_c.t1	g32648
OG0008405	CP7_g44566_DN3_SP2_c.t1	g50690
OG0008406	CP2_g48878_DN2_SP0_c.t1	g40815
OG0008407	CP2_g48945_DN3_SP0_c.t1	g40846
OG0008408	CP2_g48946_DN3_SP8_c.t1	g44248
OG0008409	CP2_g48947_DN3_SP3_c.t1	g40847
OG0008410	CP2_g48960_DN3_SP8_c.t1	g40853
OG0008411	CP2_g48977_DN3_SP8_c.t1	g40866
OG0008412	CP7_g45136_DN3_SP5_c.t1	g27633
OG0008414	CP7_g45050_DN3_SP7_c.t1	g50468
OG0008415	CP2_g49098_DN3_SP0_c.t1	g44195
OG0008416	CP2_g49103_DN3_SP4_c.t1	g40946
OG0008417	CP2_g49106_DN3_SP5_c.t1	g38262
OG0008418	CP2_g49165_DN3_SP8_c.t1	g44154
OG0008420	CP2_g49278_DN3_SP1_c.t1	g44124
OG0008421	CP2_g49327_DN3_SP8_c.t1	g41187, g41202
OG0008422	CP2_g49387_DN2_SP0_c.t1	g41050
OG0008423	CP2_g49389_DN3_SP3_c.t1	g44069
OG0008424	CP2_g49477_DN2_SP0_c.t1, CP2_g49474_DN3_SP4_c.t1	g41061
OG0008425	CP2_g49534_DN3_SP0_c.t1	g41076
OG0008426	CP2_g49558_DN2_SP0_c.t1	g41078, g44021
OG0008427	CP7_g45211_DN3_SP6_c.t1	g50389
OG0008428	CP13_g19082_DN3_SP0_c.t1	g40775
OG0008429	CP13_g19078_DN3_SP8_c.t1	g40768
OG0008430	CP13_g19068_DN3_SP8_c.t1	g40759
OG0008431	CP13_g19056_DN3_SP7_c.t1	g40749
OG0008432	CP13_g19043_DN3_SP8_c.t1	g40732
OG0008433	CP13_g19863_DN1_SP0_c.t1	g40633
OG0008434	CP13_g19849_DN3_SP0_c.t1	g40635
OG0008435	CP13_g19818_DN3_SP8_c.t1	g10914, g40663
OG0008436	CP13_g19811_DN3_SP6_c.t1	g10912
OG0008437	CP13_g19723_DN3_SP8_c.t1	g40723
OG0008438	CP13_g19720_DN3_SP0_c.t1	g10841
OG0008439	CP13_g20148_DN3_SP0_c.t1	g40494, g11050
OG0008440	CP13_g20150_DN3_SP0_c.t1	g18419, g16317
OG0008441	CP13_g20167_DN2_SP0_c.t1	g40486
OG0008442	CP13_g20171_DN3_SP0_c.t1	g40482
OG0008443	CP11_g31913_DN3_SP2_c.t1	g25542
OG0008444	CP11_g31906_DN3_SP4_c.t1	g40464
OG0008445	CP11_g31896_DN3_SP0_c.t1	g40460
OG0008447	CP5_g1019_DN3_SP1_c.t1	g16995
OG0008448	CP6_g7230_DN3_SP7_c.t1	g17594, g24387
OG0008450	CP1_g38335_DN3_SP8_c.t1	g42114, g54040
OG0008451	CP1_g38322_DN3_SP8_c.t1	g54047
OG0008453	CP1_g38245_DN2_SP0_c.t1, CP1_g38243_DN1_SP0_c.t1	g28098, g36356
OG0008454	CP1_g38230_DN3_SP8_c.t1	g54099
OG0008455	CP1_g38185_DN3_SP0_c.t1	g54122
OG0008456	CP9_g29131_DN3_SP3_c.t1	g46174
OG0008457	CP5_g132_DN3_SP8_c.t1	g22713
OG0008458	CP5_g153_DN3_SP0_c.t1	g22732
OG0008459	CP5_g171_DN3_SP6_c.t1	g22746
OG0008460	CP5_g185_DN3_SP8_c.t1	g22764
OG0008461	CP5_g198_DN3_SP1_c.t1	g22779
OG0008462	CP5_g216_DN3_SP8_c.t1	g22800, g18290
OG0008463	CP5_g225_DN3_SP8_c.t1	g18287
OG0008464	CP5_g229_DN3_SP5_c.t1	g22803
OG0008465	CP5_g238_DN3_SP1_c.t1	g22812
OG0008466	CP5_g242_DN3_SP0_c.t1	g18284
OG0008467	CP5_g243_DN3_SP8_c.t1	g22818
OG0008468	CP5_g280_DN2_SP0_c.t1	g22846
OG0008469	CP5_g284_DN2_SP0_c.t1	g22849
OG0008470	CP5_g299_DN3_SP3_c.t1	g22870
OG0008471	CP5_g312_DN3_SP1_c.t1	g47979
OG0008472	CP5_g328_DN3_SP2_c.t1	g22892
OG0008473	CP5_g340_DN3_SP8_c.t1	g22902
OG0008474	CP5_g356_DN3_SP1_c.t1	g22916
OG0008475	CP5_g366_DN3_SP0_c.t1	g22922
OG0008476	CP5_g384_DN2_SP6_c.t1	g47965, g22938
OG0008477	CP5_g415_DN3_SP0_c.t1	g47946
OG0008478	CP5_g438_DN3_SP4_c.t1	g47932
OG0008479	CP5_g462_DN3_SP0_c.t1	g22998
OG0008480	CP5_g481_DN3_SP0_c.t1	g23014
OG0008481	CP5_g476_DN3_SP0_c.t1	g23010
OG0008482	CP5_g475_DN3_SP8_c.t1	g47918
OG0008483	CP5_g514_DN3_SP8_c.t1	g23038
OG0008484	CP5_g525_DN3_SP8_c.t1	g23042
OG0008485	CP5_g549_DN3_SP8_c.t1	g23075
OG0008486	CP5_g551_DN1_SP0_c.t1	g47883
OG0008488	CP5_g586_DN3_SP8_c.t1	g23116
OG0008490	CP5_g783_DN3_SP1_c.t1	g47804
OG0008491	CP5_g782_DN3_SP8_c.t1	g23278, g16930
OG0008492	CP5_g781_DN3_SP0_c.t1	g16929
OG0008493	CP5_g779_DN3_SP0_c.t1	g16926
OG0008494	CP5_g753_DN3_SP7_c.t1	g23260
OG0008495	CP5_g739_DN3_SP0_c.t1	g23248
OG0008496	CP5_g712_DN3_SP2_c.t1	g23213, g47829
OG0008497	CP5_g702_DN3_SP6_c.t1	g23205
OG0008498	CP5_g696_DN2_SP0_c.t1	g23201, g47837
OG0008500	CP5_g671_DN3_SP0_c.t1	g18159
OG0008501	CP5_g634_DN3_SP3_c.t1	g23155
OG0008502	CP5_g617_DN3_SP8_c.t1	g47862, g23140
OG0008503	CP5_g614_DN3_SP8_c.t1	g47863
OG0008504	CP5_g612_DN3_SP8_c.t1	g23137
OG0008505	CP5_g786_DN3_SP8_c.t1	g23282
OG0008506	CP5_g787_DN3_SP8_c.t1	g16932, g23284
OG0008507	CP5_g813_DN3_SP0_c.t1	g47796
OG0008509	CP5_g857_DN2_SP0_c.t1	g47782, g16955
OG0008510	CP5_g858_DN3_SP0_c.t1	g23329
OG0008511	CP5_g870_DN3_SP8_c.t1	g16959
OG0008512	CP5_g880_DN3_SP6_c.t1	g47769
OG0008513	CP16_g55085_DN1_SP0_c.t1	g50976
OG0008514	CP12_g30767_DN3_SP5_c.t1	g11741
OG0008515	CP12_g30794_DN3_SP8_c.t1	g6486, g11734
OG0008516	CP12_g30787_DN3_SP8_c.t1	g6478
OG0008517	CP12_g30786_DN3_SP7_c.t1	g6477
OG0008518	CP12_g30814_DN3_SP8_c.t1	g11728
OG0008519	CP9_g28904_DN3_SP0_c.t1	g46008
OG0008520	CP9_g28893_DN3_SP1_c.t1	g46004
OG0008521	CP9_g28891_DN3_SP0_c.t1	g46002
OG0008522	CP9_g28876_DN3_SP1_c.t1	g44608
OG0008523	CP9_g28863_DN3_SP0_c.t1	g44611
OG0008524	CP9_g28858_DN3_SP3_c.t1	g44615
OG0008525	CP9_g28857_DN3_SP0_c.t1	g18007, g44616
OG0008526	CP9_g28852_DN3_SP1_c.t1	g44617
OG0008527	CP9_g28851_DN3_SP1_c.t1	g45961
OG0008528	CP9_g28848_DN3_SP7_c.t1	g45963
OG0008529	CP7_g45462_DN2_SP0_c.t1	g32064
OG0008530	CP7_g45448_DN3_SP6_c.t1	g50291
OG0008531	CP7_g45439_DN3_SP8_c.t1	g32101
OG0008532	CP7_g45369_DN3_SP2_c.t1	g50325, g27566
OG0008533	CP7_g45353_DN3_SP0_c.t1	g27573, g32123
OG0008534	CP7_g45291_DN3_SP8_c.t1	g50364
OG0008535	CP7_g45273_DN2_SP0_c.t1	g32170
OG0008536	CP7_g45155_DN1_SP0_c.t1	g50403, g27629
OG0008537	CP19_g18203_DN3_SP1_c.t1	g23834
OG0008538	CP11_g32108_DN3_SP8_c.t1	g39538
OG0008539	CP8_g52926_DN2_SP0_c.t1	g28286, g1382
OG0008540	CP11_g32154_DN3_SP2_c.t1	g25423
OG0008541	CP8_g54521_DN3_SP0_c.t1	g39511
OG0008542	CP8_g54525_DN3_SP4_c.t1	g39508
OG0008543	CP8_g54542_DN3_SP0_c.t1	g39492
OG0008544	CP8_g54570_DN3_SP2_c.t1	g45261
OG0008545	CP8_g54575_DN3_SP0_c.t1	g25401, g39468
OG0008546	CP8_g54577_DN3_SP7_c.t1	g25400
OG0008547	CP8_g54603_DN3_SP8_c.t1	g39487
OG0008548	CP8_g54614_DN3_SP8_c.t1	g25371
OG0008549	CP8_g54626_DN3_SP8_c.t1	g25368
OG0008550	CP8_g54639_DN3_SP8_c.t1	g25363
OG0008551	CP19_g17979_DN3_SP1_c.t1, CP19_g17978_DN3_SP5_c.t1	g47590
OG0008552	CP16_g54732_DN3_SP8_c.t1	g50849
OG0008553	CP7_g45182_DN3_SP0_c.t1	g50397
OG0008554	CP7_g45226_DN3_SP6_c.t1	g50384
OG0008555	CP7_g45242_DN3_SP8_c.t1	g50376
OG0008556	CP7_g45246_DN3_SP3_c.t1	g32190, g50373
OG0008557	CP7_g45251_DN3_SP8_c.t1	g50372
OG0008558	CP19_g17993_DN3_SP8_c.t1	g23696
OG0008559	CP5_g1317_DN3_SP8_c.t1	g17109
OG0008560	CP5_g1270_DN3_SP3_c.t1	g17088, g23637
OG0008561	CP5_g1271_DN3_SP8_c.t1	g23638, g17089
OG0008562	CP5_g1261_DN1_SP0_c.t1	g47629
OG0008563	CP5_g1247_DN3_SP8_c.t1	g17079, g23622
OG0008564	CP5_g1242_DN3_SP8_c.t1	g23618
OG0008565	CP5_g1207_DN3_SP5_c.t1	g23589
OG0008567	CP5_g1201_DN3_SP1_c.t1	g17070, g17115
OG0008568	CP5_g1199_DN3_SP3_c.t1	g17067
OG0008569	CP5_g1198_DN2_SP5_c.t1	g23581
OG0008570	CP5_g1195_DN3_SP3_c.t1	g17064
OG0008571	CP5_g1169_DN3_SP0_c.t1	g47662
OG0008572	CP8_g53049_DN1_SP0_c.t1, CP8_g53048_DN2_SP0_c.t1	g30993
OG0008573	CP1_g37403_DN3_SP0_c.t1	g27138, g31298
OG0008574	CP1_g37793_DN3_SP8_c.t1	g31557
OG0008575	CP7_g45394_DN2_SP0_c.t1	g32085, g50308
OG0008576	CP7_g45297_DN3_SP0_c.t1	g50361, g32152
OG0008577	CP7_g45232_DN3_SP3_c.t1	g32200
OG0008581	CP1_g39128_DN3_SP0_c.t1	g53833
OG0008582	CP1_g38912_DN3_SP3_c.t1	g36358, g36354
OG0008584	CP2_g48912_DN3_SP0_c.t1	g40785
OG0008585	CP2_g49295_DN2_SP0_c.t1	g44123
OG0008586	CP9_g28399_DN3_SP0_c.t1	g18022, g18025, g44851
OG0008587	CP9_g28487_DN3_SP2_c.t1	g36533
OG0008588	CP9_g29421_DN1_SP0_c.t1	g17959
OG0008592	CP10_g43343_DN3_SP7_c.t1	g7210
OG0008594	CP12_g30664_DN3_SP0_c.t1, CP12_g30665_DN3_SP0_c.t1	g6553, g13452
OG0008596	CP16_g54807_DN2_SP0_c.t1	g50883, g38520
OG0008598	CP16_g54905_DN3_SP0_c.t1	g38472, g43539
OG0008599	CP16_g54911_DN3_SP0_c.t1	g38470
OG0008600	CP16_g54987_DN3_SP8_c.t1	g50952, g38437
OG0008601	CP16_g55071_DN3_SP1_c.t1	g50973
OG0008602	CP16_g55092_DN3_SP6_c.t1	g50979
OG0008603	CP16_g55545_DN2_SP0_c.t1	g38319, g51067
OG0008604	CP4_g25680_DN3_SP0_c.t1	g39892
OG0008605	CP4_g25325_DN2_SP0_c.t1	g37088, g51432
OG0008607	CP13_g19308_DN3_SP0_c.t1	g10525
OG0008609	CP13_g19109_DN2_SP0_c.t1	g10350
OG0008611	CP11_g32559_DN3_SP1_c.t1	g29322
OG0008612	CP11_g32268_DN3_SP0_c.t1	g13733, g29154
OG0008615	CP20_g4394_DN3_SP0_c.t1	g25675
OG0008616	CP5_g727_DN3_SP2_c.t1	g23239
OG0008617	CP19_g17998_DN3_SP0_c.t1	g23701
OG0008618	CP19_g18231_DN1_SP1_c.t1	g23846
OG0008619	CP19_g18234_DN3_SP4_c.t1	g17222, g47489
OG0008620	CP13_g20105_DN3_SP0_c.t1	g40514
OG0008622	CP13_g20353_DN3_SP0_c.t1	g37059, g6790
OG0008623	CP2_g48780_DN3_SP0_c.t1	g1665
OG0008624	CP2_g48811_DN3_SP6_c.t1	g10290
OG0008627	CP2_g48722_DN2_SP1_c.t1	g10212
OG0008628	CP8_g52916_DN3_SP5_c.t1	g28281
OG0008629	CP8_g53303_DN3_SP7_c.t1	g917
OG0008630	CP8_g53328_DN2_SP0_c.t1	g927, g28433
OG0008631	CP11_g33039_DN1_SP0_c.t1	g29581
OG0008649	CP5_g959_DN2_SP0_c.t1	g23398
OG0008650	CP5_g954_DN3_SP0_c.t1	g47746
OG0008651	CP19_g18367_DN3_SP3_c.t1	g23919
OG0008653	CP3_g14739_DN3_SP0_c.t1	g19544
OG0008654	CP3_g14729_DN3_SP0_c.t1	g2822
OG0008655	CP3_g14517_DN3_SP0_c.t1	g19423
OG0008656	CP3_g14520_DN3_SP8_c.t1	g2704
OG0008657	CP1_g37331_DN3_SP1_c.t1, CP7_g45348_DN3_SP0_c.t1	g27118
OG0008658	CP3_g14536_DN3_SP0_c.t1, CP3_g14535_DN3_SP0_c.t1	g2708
OG0008659	CP3_g14587_DN3_SP8_c.t1	g19496
OG0008660	CP3_g14572_DN3_SP8_c.t1	g19486
OG0008661	CP3_g14568_DN2_SP0_c.t1	g19483
OG0008662	CP13_g19707_DN3_SP8_c.t1	g10829
OG0008663	CP13_g19630_DN3_SP1_c.t1	g10761
OG0008664	CP5_g1368_DN3_SP3_c.t1	g6156
OG0008665	CP11_g32159_DN3_SP4_c.t1	g29031
OG0008666	CP11_g32187_DN3_SP0_c.t1	g4950, g29017
OG0008667	CP11_g32188_DN3_SP0_c.t1	g29016
