Orthogroup	Conringia_planisiliqua	Euclidium_syriacum
OG0008515	CP12_g30794_DN3_SP8_c.t1	ESY3_g28152_DN3_SP8_c0.t1
OG0008516	CP12_g30787_DN3_SP8_c.t1	ESY3_g28099_DN3_SP8_c0.t1
OG0008517	CP12_g30786_DN3_SP7_c.t1	ESY3_g28098_DN3_SP5_c0.t1
OG0008518	CP12_g30814_DN3_SP8_c.t1	ESY3_g28084_DN3_SP8_c0.t1
OG0008519	CP9_g28904_DN3_SP0_c.t1	ESY2_g35838_DN3_SP0_c0.t1
OG0008520	CP9_g28893_DN3_SP1_c.t1	ESY2_g35824_DN3_SP0_c0.t1
OG0008521	CP9_g28891_DN3_SP0_c.t1	ESY2_g35822_DN3_SP0_c0.t1
OG0008522	CP9_g28876_DN3_SP1_c.t1	ESY2_g35806_DN3_SP0_c0.t1
OG0008523	CP9_g28863_DN3_SP0_c.t1	ESY2_g35798_DN3_SP0_c0.t1
OG0008524	CP9_g28858_DN3_SP3_c.t1	ESY2_g35782_DN3_SP0_c0.t1
OG0008525	CP9_g28857_DN3_SP0_c.t1	ESY2_g35780_DN3_SP0_c0.t1
OG0008526	CP9_g28852_DN3_SP1_c.t1	ESY2_g35774_DN3_SP0_c0.t1
OG0008527	CP9_g28851_DN3_SP1_c.t1	ESY2_g35773_DN3_SP0_c7.t1
OG0008528	CP9_g28848_DN3_SP7_c.t1	ESY2_g35769_DN3_SP8_c0.t1
OG0008529	CP7_g45462_DN2_SP0_c.t1	ESY5_g2110_DN2_SP0_c0.t1
OG0008530	CP7_g45448_DN3_SP6_c.t1	ESY5_g2086_DN3_SP4_c0.t1
OG0008531	CP7_g45439_DN3_SP8_c.t1	ESY5_g2035_DN2_SP3_c0.t1
OG0008532	CP7_g45369_DN3_SP2_c.t1	ESY5_g1766_DN3_SP1_c0.t1
OG0008533	CP7_g45353_DN3_SP0_c.t1	ESY5_g1707_DN3_SP1_c0.t1
OG0008534	CP7_g45291_DN3_SP8_c.t1	ESY5_g1363_DN3_SP8_c0.t1
OG0008535	CP7_g45273_DN2_SP0_c.t1	ESY12_g51327_DN1_SP0_c0.t1
OG0008536	CP7_g45155_DN1_SP0_c.t1	ESY13_g57751_DN1_SP0_c0.t1
OG0008537	CP19_g18203_DN3_SP1_c.t1	ESY3_g32015_DN3_SP0_c0.t1, ESY3_g32017_DN3_SP0_c0.t1
OG0008538	CP11_g32108_DN3_SP8_c.t1	ESY20_g13178_DN3_SP8_c0.t1
OG0008539	CP8_g52926_DN2_SP0_c.t1	ESY24_g32842_DN2_SP0_c0.t1
OG0008540	CP11_g32154_DN3_SP2_c.t1	ESY20_g13129_DN3_SP0_c0.t1
OG0008541	CP8_g54521_DN3_SP0_c.t1	ESY20_g13122_DN3_SP0_c0.t1
OG0008542	CP8_g54525_DN3_SP4_c.t1	ESY20_g13117_DN3_SP8_c0.t1
OG0008543	CP8_g54542_DN3_SP0_c.t1	ESY20_g13089_DN3_SP0_c0.t1
OG0008544	CP8_g54570_DN3_SP2_c.t1	ESY20_g13050_DN3_SP0_c0.t1
OG0008545	CP8_g54575_DN3_SP0_c.t1	ESY20_g13043_DN3_SP0_c0.t1
OG0008546	CP8_g54577_DN3_SP7_c.t1	ESY20_g13041_DN3_SP0_c0.t1
OG0008547	CP8_g54603_DN3_SP8_c.t1	ESY20_g13005_DN3_SP8_c0.t1
OG0008548	CP8_g54614_DN3_SP8_c.t1	ESY20_g12986_DN3_SP8_c0.t1
OG0008549	CP8_g54626_DN3_SP8_c.t1	ESY20_g12963_DN3_SP8_c0.t1
OG0008550	CP8_g54639_DN3_SP8_c.t1	ESY20_g12948_DN3_SP0_c0.t1
OG0008552	CP16_g54732_DN3_SP8_c.t1	ESY8_g59922_DN3_SP8_c0.t1
OG0008553	CP7_g45182_DN3_SP0_c.t1	ESY5_g591_DN3_SP0_c0.t1
OG0008554	CP7_g45226_DN3_SP6_c.t1	ESY5_g1076_DN3_SP6_c0.t1
OG0008555	CP7_g45242_DN3_SP8_c.t1	ESY5_g966_DN3_SP1_c0.t1
OG0008556	CP7_g45246_DN3_SP3_c.t1	ESY5_g1038_DN3_SP0_c11.t1
OG0008557	CP7_g45251_DN3_SP8_c.t1	ESY5_g1039_DN3_SP8_c16.t1
OG0008558	CP19_g17993_DN3_SP8_c.t1	ESY16_g62532_DN3_SP8_c0.t1
OG0008559	CP5_g1317_DN3_SP8_c.t1	ESY16_g62362_DN3_SP8_c0.t1
OG0008560	CP5_g1270_DN3_SP3_c.t1	ESY16_g62211_DN3_SP0_c14.t1
OG0008561	CP5_g1271_DN3_SP8_c.t1	ESY16_g62216_DN3_SP7_c0.t1
OG0008562	CP5_g1261_DN1_SP0_c.t1	ESY16_g62194_DN2_SP0_c0.t1
OG0008563	CP5_g1247_DN3_SP8_c.t1	ESY16_g62156_DN3_SP8_c0.t1
OG0008564	CP5_g1242_DN3_SP8_c.t1	ESY16_g62146_DN3_SP8_c0.t1
OG0008565	CP5_g1207_DN3_SP5_c.t1	ESY4_g23861_DN3_SP2_c0.t1
OG0008566	CP7_g45301_DN3_SP4_c.t1	ESY5_g2730_DN2_SP6_c0.t1
OG0008567	CP5_g1201_DN3_SP1_c.t1	ESY4_g23878_DN2_SP4_c0.t1
OG0008568	CP5_g1199_DN3_SP3_c.t1	ESY4_g23880_DN3_SP1_c0.t1
OG0008569	CP5_g1198_DN2_SP5_c.t1	ESY4_g23881_DN1_SP7_c0.t1
OG0008570	CP5_g1195_DN3_SP3_c.t1	ESY4_g23889_DN3_SP0_c0.t1
OG0008571	CP5_g1169_DN3_SP0_c.t1	ESY4_g23952_DN3_SP0_c0.t1
OG0008572	CP8_g53049_DN1_SP0_c.t1, CP8_g53048_DN2_SP0_c.t1	ESY5_g4687_DN3_SP0_c0.t1
OG0008573	CP1_g37403_DN3_SP0_c.t1	ESY5_g3591_DN3_SP0_c0.t1
OG0008574	CP1_g37793_DN3_SP8_c.t1	ESY5_g2854_DN3_SP3_c0.t1
OG0008575	CP7_g45394_DN2_SP0_c.t1	ESY5_g1901_DN3_SP0_c0.t1
OG0008582	CP1_g38912_DN3_SP3_c.t1	ESY1_g12255_DN3_SP1_c0.t1
OG0008583	CP10_g43424_DN3_SP0_c.t1	ESY3_g30429_DN2_SP0_c0.t1
OG0008584	CP2_g48912_DN3_SP0_c.t1	ESY2_g33444_DN3_SP0_c0.t1
OG0008585	CP2_g49295_DN2_SP0_c.t1	ESY2_g36423_DN2_SP0_c0.t1, ESY2_g33998_DN2_SP0_c0.t1, ESY2_g34014_DN2_SP0_c0.t1, ESY2_g33999_DN3_SP0_c15.t1
OG0008586	CP9_g28399_DN3_SP0_c.t1	ESY2_g34485_DN3_SP0_c0.t1
OG0008587	CP9_g28487_DN3_SP2_c.t1	ESY2_g35352_DN3_SP0_c0.t1
OG0008588	CP9_g29421_DN1_SP0_c.t1	ESY2_g35082_DN3_SP0_c0.t1, ESY2_g35081_DN2_SP0_c0.t1
OG0008592	CP10_g43343_DN3_SP7_c.t1	ESY3_g30275_DN3_SP8_c0.t1
OG0008596	CP16_g54807_DN2_SP0_c.t1	ESY8_g59791_DN3_SP0_c0.t1
OG0008598	CP16_g54905_DN3_SP0_c.t1	ESY7_g16488_DN3_SP0_c0.t1
OG0008599	CP16_g54911_DN3_SP0_c.t1	ESY8_g59647_DN2_SP0_c0.t1
OG0008600	CP16_g54987_DN3_SP8_c.t1	ESY8_g59582_DN3_SP6_c0.t1
OG0008601	CP16_g55071_DN3_SP1_c.t1	ESY8_g59488_DN3_SP0_c0.t1
OG0008602	CP16_g55092_DN3_SP6_c.t1	ESY8_g59471_DN3_SP0_c0.t1
OG0008603	CP16_g55545_DN2_SP0_c.t1	ESY8_g59289_DN3_SP0_c0.t1
OG0008604	CP4_g25680_DN3_SP0_c.t1	ESY8_g58571_DN3_SP0_c0.t1, ESY8_g58569_DN3_SP0_c0.t1
OG0008607	CP13_g19308_DN3_SP0_c.t1	ESY10_g13781_DN3_SP0_c0.t1
OG0008609	CP13_g19109_DN2_SP0_c.t1	ESY2_g35105_DN3_SP0_c0.t1, ESY12_g51720_DN3_SP0_c0.t1
OG0008611	CP11_g32559_DN3_SP1_c.t1	ESY7_g17661_DN3_SP0_c0.t1
OG0008612	CP11_g32268_DN3_SP0_c.t1	ESY7_g17235_DN3_SP0_c0.t1
OG0008613	CP2_g48334_DN3_SP1_c.t1	ESY6_g50102_DN3_SP0_c0.t1
OG0008616	CP5_g727_DN3_SP2_c.t1	ESY4_g25141_DN3_SP0_c0.t1
OG0008617	CP19_g17998_DN3_SP0_c.t1	ESY16_g62561_DN3_SP0_c0.t1
OG0008618	CP19_g18231_DN1_SP1_c.t1	ESY1_g11340_DN2_SP0_c0.t1
OG0008619	CP19_g18234_DN3_SP4_c.t1	ESY4_g22354_DN3_SP0_c0.t1
OG0008620	CP13_g20105_DN3_SP0_c.t1	ESY7_g16672_DN3_SP0_c0.t1
OG0008624	CP2_g48811_DN3_SP6_c.t1	ESY15_g64551_DN3_SP6_c0.t1
OG0008627	CP2_g48722_DN2_SP1_c.t1	ESY15_g64373_DN3_SP0_c0.t1
OG0008629	CP8_g53303_DN3_SP7_c.t1	ESY6_g47371_DN3_SP5_c0.t1
OG0008630	CP8_g53328_DN2_SP0_c.t1	ESY6_g47481_DN1_SP0_c0.t1
OG0008631	CP11_g33039_DN1_SP0_c.t1	ESY7_g18703_DN1_SP0_c0.t1
OG0008649	CP5_g959_DN2_SP0_c.t1	ESY4_g24618_DN2_SP0_c0.t1
OG0008650	CP5_g954_DN3_SP0_c.t1	ESY4_g24625_DN3_SP0_c0.t1
OG0008651	CP19_g18367_DN3_SP3_c.t1	ESY26_g42409_DN3_SP1_c0.t1
OG0008652	CP19_g18369_DN3_SP0_c.t1	ESY26_g42380_DN2_SP0_c0.t1
OG0008653	CP3_g14739_DN3_SP0_c.t1	ESY1_g8170_DN3_SP0_c0.t1
OG0008654	CP3_g14729_DN3_SP0_c.t1	ESY1_g8173_DN3_SP0_c0.t1
OG0008655	CP3_g14517_DN3_SP0_c.t1	ESY1_g9273_DN3_SP0_c0.t1
OG0008657	CP1_g37331_DN3_SP1_c.t1, CP7_g45348_DN3_SP0_c.t1	ESY5_g3473_DN3_SP0_c0.t1
OG0008658	CP3_g14536_DN3_SP0_c.t1, CP3_g14535_DN3_SP0_c.t1	ESY1_g9196_DN3_SP0_c0.t1
OG0008659	CP3_g14587_DN3_SP8_c.t1	ESY1_g8890_DN3_SP8_c0.t1
OG0008660	CP3_g14572_DN3_SP8_c.t1	ESY1_g8997_DN3_SP8_c0.t1
OG0008661	CP3_g14568_DN2_SP0_c.t1	ESY1_g9074_DN2_SP0_c0.t1, ESY1_g9075_DN1_SP0_c0.t1
OG0008662	CP13_g19707_DN3_SP8_c.t1	ESY10_g14670_DN3_SP8_c0.t1
OG0008663	CP13_g19630_DN3_SP1_c.t1	ESY10_g14549_DN3_SP1_c5.t1
OG0008664	CP5_g1368_DN3_SP3_c.t1	ESY8_g60288_DN3_SP0_c0.t1
OG0008665	CP11_g32159_DN3_SP4_c.t1	ESY7_g17077_DN3_SP0_c0.t1
OG0008666	CP11_g32187_DN3_SP0_c.t1	ESY7_g17111_DN3_SP0_c0.t1
OG0008667	CP11_g32188_DN3_SP0_c.t1	ESY7_g17112_DN2_SP0_c0.t1
OG0008669	CP10_g43313_DN3_SP8_c.t1	ESY3_g30225_DN3_SP8_c0.t1
OG0008670	CP11_g32246_DN3_SP4_c.t1	ESY7_g17191_DN3_SP4_c0.t1
OG0008671	CP11_g32289_DN3_SP0_c.t1	ESY7_g17255_DN3_SP0_c0.t1
OG0008672	CP11_g32290_DN3_SP6_c.t1	ESY7_g17257_DN3_SP6_c0.t1
OG0008673	CP11_g32297_DN3_SP7_c.t1	ESY7_g17262_DN3_SP6_c0.t1
OG0008674	CP11_g32300_DN3_SP4_c.t1	ESY7_g17264_DN3_SP1_c0.t1
OG0008675	CP11_g32302_DN3_SP2_c.t1	ESY7_g17267_DN3_SP0_c0.t1
OG0008676	CP11_g32308_DN3_SP8_c.t1	ESY7_g17278_DN3_SP5_c0.t1
OG0008677	CP11_g32322_DN3_SP3_c.t1	ESY7_g17296_DN3_SP1_c0.t1
OG0008678	CP11_g32339_DN3_SP0_c.t1	ESY7_g17318_DN3_SP0_c0.t1
OG0008679	CP4_g24273_DN3_SP8_c.t1	ESY12_g52067_DN3_SP8_c0.t1
OG0008680	CP11_g32350_DN3_SP0_c.t1	ESY7_g17334_DN3_SP0_c0.t1, ESY7_g17338_DN1_SP0_c0.t1, ESY7_g17339_DN2_SP0_c6.t1
OG0008681	CP11_g32357_DN3_SP8_c.t1	ESY7_g17351_DN3_SP8_c0.t1
OG0008682	CP11_g32361_DN3_SP7_c.t1	ESY7_g17356_DN3_SP3_c0.t1
OG0008683	CP11_g32376_DN1_SP0_c.t1	ESY7_g17380_DN3_SP0_c0.t1
OG0008684	CP11_g32391_DN3_SP1_c.t1	ESY7_g17402_DN3_SP2_c0.t1
OG0008685	CP11_g32393_DN3_SP2_c.t1	ESY7_g17405_DN3_SP0_c0.t1
OG0008686	CP11_g32394_DN3_SP0_c.t1	ESY7_g17407_DN1_SP0_c0.t1
OG0008687	CP17_g5290_DN3_SP8_c.t1	ESY11_g52666_DN3_SP8_c0.t1
OG0008688	CP11_g32407_DN3_SP8_c.t1	ESY7_g17424_DN3_SP8_c0.t1
OG0008689	CP11_g32410_DN3_SP2_c.t1	ESY7_g17427_DN3_SP1_c0.t1
OG0008690	CP11_g32435_DN3_SP1_c.t1	ESY7_g17462_DN3_SP0_c0.t1, ESY7_g17461_DN3_SP0_c0.t1, ESY1_g10426_DN3_SP0_c0.t1
OG0008691	CP11_g32442_DN3_SP8_c.t1	ESY7_g17471_DN3_SP7_c0.t1
OG0008692	CP4_g25469_DN3_SP3_c.t1	ESY20_g12739_DN3_SP0_c0.t1
OG0008693	CP11_g32464_DN3_SP8_c.t1	ESY7_g17522_DN3_SP8_c0.t1
OG0008694	CP8_g53411_DN3_SP8_c.t1	ESY8_g59156_DN3_SP7_c0.t1
OG0008695	CP12_g29884_DN3_SP8_c.t1	ESY3_g30583_DN3_SP7_c0.t1
OG0008696	CP11_g32542_DN3_SP7_c.t1	ESY7_g17635_DN3_SP5_c0.t1
OG0008697	CP11_g32549_DN3_SP5_c.t1	ESY7_g17648_DN3_SP0_c0.t1
OG0008698	CP11_g32577_DN3_SP0_c.t1	ESY7_g17681_DN3_SP0_c0.t1
OG0008699	CP11_g32582_DN3_SP6_c.t1	ESY7_g17687_DN3_SP6_c0.t1
OG0008700	CP8_g53528_DN3_SP8_c.t1	ESY6_g48053_DN3_SP2_c0.t1
OG0008701	CP11_g32603_DN3_SP1_c.t1	ESY7_g17718_DN3_SP0_c0.t1
OG0008702	CP11_g32614_DN3_SP8_c.t1	ESY7_g17732_DN3_SP7_c0.t1
OG0008703	CP11_g32632_DN3_SP7_c.t1	ESY7_g18434_DN3_SP6_c0.t1
OG0008704	CP11_g32639_DN3_SP8_c.t1	ESY7_g18426_DN3_SP8_c0.t1
OG0008705	CP11_g32651_DN3_SP0_c.t1	ESY7_g18411_DN3_SP0_c0.t1
OG0008706	CP11_g32652_DN3_SP3_c.t1	ESY7_g18409_DN3_SP0_c0.t1
OG0008707	CP11_g32657_DN3_SP8_c.t1	ESY7_g18403_DN3_SP8_c0.t1
OG0008708	CP11_g32660_DN3_SP8_c.t1	ESY7_g18397_DN3_SP8_c0.t1
OG0008709	CP11_g32661_DN3_SP3_c.t1	ESY7_g18395_DN3_SP0_c0.t1
OG0008711	CP11_g32689_DN3_SP1_c.t1	ESY7_g18351_DN3_SP0_c0.t1
OG0008712	CP11_g32700_DN3_SP8_c.t1	ESY7_g18337_DN3_SP5_c0.t1
OG0008713	CP11_g32701_DN3_SP5_c.t1	ESY7_g18336_DN3_SP0_c0.t1
OG0008714	CP11_g32706_DN3_SP0_c.t1	ESY7_g18327_DN3_SP0_c0.t1
OG0008715	CP11_g32714_DN3_SP0_c.t1	ESY7_g18317_DN3_SP0_c0.t1
OG0008716	CP11_g32732_DN3_SP8_c.t1	ESY7_g18284_DN3_SP8_c0.t1
OG0008717	CP11_g32734_DN3_SP8_c.t1	ESY7_g18281_DN3_SP8_c0.t1
OG0008718	CP11_g32739_DN3_SP1_c.t1	ESY7_g18266_DN3_SP0_c0.t1
OG0008719	CP11_g32740_DN3_SP8_c.t1	ESY7_g18262_DN3_SP8_c0.t1
OG0008720	CP11_g32745_DN3_SP8_c.t1	ESY7_g18257_DN3_SP8_c0.t1
OG0008721	CP11_g32778_DN3_SP8_c.t1	ESY7_g18203_DN3_SP8_c0.t1
OG0008722	CP11_g32799_DN3_SP4_c.t1	ESY7_g18165_DN3_SP3_c0.t1
OG0008723	CP8_g53488_DN3_SP0_c.t1	ESY10_g14437_DN2_SP0_c0.t1
OG0008724	CP11_g32817_DN3_SP2_c.t1	ESY7_g18139_DN3_SP2_c0.t1
OG0008725	CP11_g32830_DN3_SP0_c.t1	ESY7_g18116_DN3_SP0_c0.t1
OG0008726	CP11_g32831_DN3_SP0_c.t1	ESY7_g18115_DN3_SP0_c0.t1
OG0008727	CP11_g32855_DN3_SP8_c.t1	ESY7_g18077_DN3_SP8_c0.t1
OG0008728	CP11_g32862_DN3_SP0_c.t1	ESY7_g18068_DN3_SP0_c0.t1
OG0008729	CP11_g32879_DN3_SP8_c.t1	ESY7_g18043_DN3_SP0_c0.t1
OG0008730	CP11_g32914_DN3_SP0_c.t1	ESY7_g17981_DN3_SP0_c0.t1
OG0008731	CP11_g32926_DN3_SP6_c.t1	ESY7_g17949_DN3_SP6_c0.t1
OG0008732	CP11_g32943_DN3_SP2_c.t1	ESY7_g17931_DN3_SP1_c0.t1
OG0008733	CP11_g32960_DN3_SP1_c.t1	ESY7_g17896_DN3_SP0_c0.t1
OG0008734	CP11_g32994_DN3_SP0_c.t1	ESY7_g17821_DN3_SP2_c0.t1
OG0008735	CP11_g32997_DN2_SP3_c.t1	ESY7_g17818_DN3_SP5_c0.t1
OG0008736	CP11_g33004_DN3_SP6_c.t1	ESY7_g17807_DN3_SP6_c0.t1
OG0008737	CP11_g33025_DN3_SP8_c.t1	ESY7_g17771_DN3_SP8_c0.t1
OG0008738	CP11_g33030_DN3_SP7_c.t1	ESY7_g17768_DN3_SP0_c0.t1
OG0008739	CP13_g19174_DN3_SP6_c.t1	ESY21_g55279_DN3_SP8_c0.t1, ESY2_g33546_DN3_SP0_c0.t1
OG0008740	CP8_g52830_DN3_SP0_c.t1	ESY3_g31557_DN3_SP0_c0.t1
OG0008741	CP11_g33047_DN3_SP8_c.t1	ESY7_g18688_DN3_SP8_c0.t1
OG0008742	CP11_g33068_DN3_SP0_c.t1	ESY7_g18659_DN3_SP0_c0.t1
OG0008743	CP11_g33086_DN3_SP0_c.t1	ESY7_g18636_DN1_SP0_c0.t1
OG0008744	CP11_g33098_DN3_SP0_c.t1	ESY7_g18616_DN3_SP0_c0.t1
OG0008745	CP11_g33101_DN3_SP8_c.t1	ESY7_g18613_DN3_SP8_c0.t1
OG0008746	CP11_g33113_DN3_SP0_c.t1	ESY7_g18603_DN2_SP0_c0.t1
OG0008747	CP11_g33135_DN3_SP0_c.t1	ESY7_g18563_DN3_SP0_c0.t1
OG0008748	CP11_g32015_DN3_SP0_c.t1	ESY20_g13315_DN3_SP0_c0.t1
OG0008749	CP11_g32013_DN3_SP0_c.t1	ESY20_g13317_DN3_SP0_c0.t1
OG0008750	CP11_g31984_DN3_SP8_c.t1	ESY8_g58317_DN3_SP5_c0.t1
OG0008751	CP11_g31983_DN3_SP8_c.t1	ESY8_g58316_DN3_SP1_c0.t1
OG0008752	CP11_g31966_DN3_SP8_c.t1	ESY8_g58293_DN3_SP7_c0.t1
OG0008753	CP19_g18138_DN3_SP8_c.t1	ESY5_g3360_DN3_SP7_c0.t1
OG0008754	CP8_g52979_DN3_SP8_c.t1, CP19_g18140_DN3_SP3_c.t1	ESY24_g33217_DN3_SP8_c0.t1
OG0008755	CP19_g18158_DN3_SP0_c.t1	ESY13_g56931_DN2_SP0_c0.t1
OG0008756	CP19_g18159_DN3_SP0_c.t1	ESY3_g31478_DN3_SP0_c0.t1
OG0008757	CP8_g54557_DN3_SP0_c.t1	ESY20_g13067_DN2_SP0_c0.t1
OG0008758	CP24_g47105_DN3_SP6_c.t1	ESY8_g59172_DN3_SP7_c0.t1
OG0008759	CP24_g47172_DN3_SP8_c.t1	ESY8_g59167_DN3_SP7_c0.t1
OG0008760	CP4_g26662_DN3_SP8_c.t1	ESY8_g59135_DN3_SP6_c0.t1
OG0008762	CP4_g26134_DN3_SP6_c.t1	ESY8_g59064_DN3_SP4_c0.t1
OG0008763	CP4_g26110_DN3_SP6_c.t1	ESY8_g59056_DN3_SP5_c16.t1
OG0008764	CP4_g26096_DN3_SP4_c.t1	ESY8_g59051_DN3_SP3_c0.t1
OG0008765	CP4_g26095_DN3_SP8_c.t1	ESY8_g59049_DN3_SP8_c0.t1
OG0008766	CP4_g26029_DN3_SP8_c.t1	ESY8_g59019_DN3_SP7_c0.t1
OG0008767	CP3_g14837_DN2_SP0_c.t1	ESY10_g13801_DN1_SP0_c0.t1, ESY6_g48995_DN2_SP0_c0.t1
OG0008768	CP4_g25997_DN3_SP6_c.t1	ESY8_g59010_DN3_SP6_c0.t1
OG0008769	CP14_g23162_DN3_SP3_c.t1, CP14_g23081_DN3_SP0_c.t1, CP14_g23167_DN3_SP1_c.t1, CP14_g23172_DN3_SP1_c.t1, CP14_g23094_DN3_SP1_c.t1	ESY8_g59005_DN3_SP1_c0.t1
OG0008770	CP4_g25987_DN3_SP8_c.t1	ESY8_g59000_DN3_SP8_c5.t1
OG0008771	CP4_g25974_DN3_SP2_c.t1	ESY3_g30762_DN3_SP0_c4.t1
OG0008772	CP4_g25967_DN3_SP0_c.t1, CP4_g25966_DN3_SP0_c.t1	ESY8_g58988_DN3_SP0_c0.t1
OG0008773	CP4_g25949_DN3_SP0_c.t1	ESY8_g58976_DN3_SP0_c0.t1
OG0008774	CP4_g25946_DN3_SP3_c.t1	ESY8_g58972_DN2_SP0_c0.t1
OG0008775	CP4_g25944_DN2_SP0_c.t1	ESY8_g58970_DN1_SP0_c0.t1
OG0008776	CP4_g25913_DN3_SP8_c.t1	ESY8_g58934_DN3_SP8_c0.t1
OG0008777	CP4_g25907_DN2_SP2_c.t1	ESY8_g58928_DN3_SP6_c0.t1
OG0008778	CP4_g25885_DN3_SP0_c.t1	ESY8_g58904_DN3_SP0_c0.t1
OG0008779	CP4_g25879_DN3_SP0_c.t1	ESY8_g58898_DN2_SP0_c0.t1
OG0008780	CP4_g25864_DN2_SP2_c.t1	ESY8_g58875_DN2_SP4_c0.t1
OG0008781	CP4_g25863_DN3_SP0_c.t1	ESY8_g58872_DN3_SP0_c0.t1
OG0008782	CP4_g25862_DN3_SP8_c.t1	ESY8_g58871_DN3_SP8_c0.t1
OG0008783	CP4_g25857_DN1_SP0_c.t1, CP4_g25858_DN1_SP0_c.t1	ESY8_g58862_DN1_SP0_c0.t1
OG0008784	CP4_g25856_DN3_SP3_c.t1	ESY8_g58861_DN3_SP1_c0.t1
OG0008785	CP4_g25849_DN3_SP8_c.t1	ESY8_g58853_DN3_SP8_c0.t1
OG0008786	CP4_g25838_DN3_SP0_c.t1	ESY8_g58829_DN2_SP0_c0.t1
OG0008787	CP4_g25811_DN3_SP7_c.t1	ESY8_g58790_DN3_SP7_c0.t1
OG0008788	CP4_g25808_DN1_SP2_c.t1	ESY8_g58788_DN2_SP0_c0.t1
OG0008789	CP4_g25762_DN3_SP7_c.t1	ESY8_g58717_DN3_SP6_c0.t1
OG0008790	CP4_g25757_DN3_SP8_c.t1	ESY8_g58710_DN3_SP8_c11.t1
OG0008791	CP4_g25753_DN3_SP3_c.t1	ESY8_g58704_DN3_SP0_c0.t1
OG0008792	CP4_g25748_DN3_SP6_c.t1	ESY8_g58693_DN3_SP6_c0.t1
OG0008793	CP4_g25728_DN3_SP0_c.t1	ESY8_g58669_DN3_SP0_c0.t1
OG0008794	CP4_g25718_DN3_SP0_c.t1	ESY8_g58659_DN2_SP0_c0.t1
OG0008795	CP4_g25705_DN3_SP8_c.t1	ESY8_g58612_DN3_SP8_c0.t1
OG0008796	CP4_g25704_DN3_SP8_c.t1	ESY8_g58611_DN3_SP7_c0.t1
OG0008797	CP4_g25687_DN3_SP8_c.t1	ESY8_g58579_DN3_SP8_c0.t1
OG0008798	CP4_g25652_DN3_SP8_c.t1	ESY8_g58516_DN3_SP8_c0.t1
OG0008799	CP4_g25645_DN3_SP3_c.t1	ESY8_g58524_DN3_SP0_c0.t1
OG0008800	CP4_g25644_DN3_SP6_c.t1	ESY8_g58525_DN3_SP3_c0.t1
OG0008801	CP4_g25630_DN3_SP8_c.t1	ESY8_g58538_DN3_SP7_c0.t1
OG0008802	CP4_g25624_DN3_SP5_c.t1	ESY8_g58549_DN3_SP7_c0.t1
OG0008803	CP4_g25621_DN3_SP1_c.t1	ESY8_g58551_DN3_SP0_c0.t1
OG0008804	CP4_g25613_DN3_SP8_c.t1	ESY8_g58483_DN3_SP3_c15.t1
OG0008805	CP4_g25607_DN3_SP0_c.t1	ESY8_g58477_DN3_SP0_c0.t1
OG0008806	CP4_g25577_DN3_SP3_c.t1	ESY8_g58414_DN2_SP1_c0.t1
OG0008807	CP4_g25572_DN3_SP8_c.t1	ESY8_g58407_DN3_SP8_c0.t1
OG0008809	CP4_g25539_DN3_SP0_c.t1	ESY8_g58347_DN3_SP0_c0.t1
OG0008810	CP4_g25525_DN3_SP0_c.t1	ESY20_g12684_DN3_SP0_c0.t1
OG0008811	CP4_g25507_DN2_SP1_c.t1	ESY20_g13339_DN2_SP1_c0.t1
OG0008812	CP6_g8544_DN3_SP7_c.t1	ESY17_g39505_DN3_SP0_c0.t1
OG0008814	CP4_g25474_DN3_SP8_c.t1	ESY20_g12733_DN3_SP6_c0.t1
OG0008815	CP4_g25435_DN3_SP3_c.t1	ESY20_g12793_DN3_SP2_c0.t1
OG0008816	CP4_g25424_DN3_SP6_c.t1	ESY20_g12810_DN3_SP5_c0.t1
OG0008818	CP4_g25417_DN3_SP0_c.t1	ESY20_g12828_DN3_SP0_c0.t1
OG0008819	CP4_g25414_DN3_SP0_c.t1	ESY20_g12832_DN3_SP0_c0.t1
OG0008820	CP4_g25409_DN2_SP7_c.t1	ESY20_g12837_DN3_SP2_c0.t1
OG0008821	CP13_g20316_DN3_SP2_c.t1	ESY20_g12853_DN3_SP0_c0.t1
OG0008822	CP13_g20274_DN3_SP0_c.t1	ESY20_g12885_DN3_SP0_c0.t1
OG0008823	CP13_g20256_DN3_SP0_c.t1	ESY20_g12905_DN3_SP0_c0.t1
OG0008824	CP13_g20244_DN3_SP3_c.t1	ESY20_g12666_DN3_SP3_c0.t1
OG0008825	CP13_g20232_DN3_SP4_c.t1	ESY8_g58108_DN3_SP8_c0.t1
OG0008826	CP13_g20230_DN3_SP8_c.t1	ESY8_g58110_DN3_SP8_c0.t1
OG0008827	CP19_g18202_DN3_SP0_c.t1	ESY8_g58191_DN2_SP0_c0.t1, ESY8_g58189_DN3_SP0_c0.t1
OG0008829	CP11_g31938_DN3_SP0_c.t1	ESY8_g58236_DN3_SP0_c0.t1
OG0008829	CP11_g31941_DN2_SP0_c.t1	ESY5_g5114_DN3_SP0_c4.t1, ESY5_g5112_DN3_SP0_c0.t1
OG0008830	CP19_g18131_DN3_SP2_c.t1	ESY13_g56744_DN3_SP0_c0.t1
OG0008831	CP19_g18128_DN3_SP0_c.t1	ESY13_g56746_DN2_SP0_c0.t1
