Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_NCBI
OG0009983	CP1_g36608_DN2_SP8_c.t1	XP_020866004.1
OG0009984	CP1_g36605_DN3_SP2_c.t1	XP_020867116.1
OG0009985	CP1_g36597_DN3_SP8_c.t1	XP_020867675.1
OG0009986	CP1_g36596_DN3_SP0_c.t1	XP_002889524.1
OG0009987	CP1_g36555_DN3_SP5_c.t1	XP_020870781.1
OG0009988	CP1_g36554_DN3_SP8_c.t1	XP_002892274.1
OG0009989	CP1_g36832_DN3_SP0_c.t1	XP_002892288.1
OG0009990	CP1_g36836_DN3_SP0_c.t1	XP_020868615.1
OG0009991	CP1_g36840_DN3_SP8_c.t1	XP_020866808.1
OG0009992	CP1_g36849_DN3_SP0_c.t1	XP_020866557.1
OG0009993	CP1_g36892_DN2_SP1_c.t1	XP_002889580.1
OG0009994	CP1_g36896_DN3_SP6_c.t1	XP_020867849.1
OG0009995	CP1_g36915_DN3_SP4_c.t1	XP_020868982.1
OG0009996	CP1_g36918_DN2_SP0_c.t1	XP_002892332.1
OG0009997	CP1_g36924_DN3_SP0_c.t1	XP_002889600.1
OG0009998	CP1_g36939_DN2_SP0_c.t1	XP_020869236.1
OG0009999	CP1_g36943_DN3_SP8_c.t1	XP_002892349.1
OG0010000	CP1_g36948_DN3_SP0_c.t1	XP_002892352.1
OG0010002	CP1_g37024_DN3_SP8_c.t1	XP_020869763.1
OG0010003	CP1_g37043_DN3_SP0_c.t1	XP_020868455.1
OG0010004	CP1_g37076_DN3_SP2_c.t1	XP_020870250.1
OG0010005	CP1_g37080_DN3_SP4_c.t1	XP_020870049.1
OG0010006	CP1_g37094_DN2_SP0_c.t1	XP_020867842.1
OG0010007	CP1_g37103_DN3_SP0_c.t1	XP_020870699.1
OG0010008	CP1_g37114_DN3_SP8_c.t1	XP_020870852.1
OG0010009	CP1_g37115_DN3_SP6_c.t1	XP_020867508.1
OG0010010	CP1_g37125_DN3_SP8_c.t1	XP_002892457.1
OG0010011	CP1_g37132_DN2_SP0_c.t1	XP_020866923.1
OG0010012	CP1_g37138_DN3_SP5_c.t1	XP_020868473.1
OG0010013	CP1_g37139_DN3_SP3_c.t1	XP_002892463.1
OG0010014	CP1_g37144_DN3_SP2_c.t1	XP_020866312.1
OG0010015	CP7_g45154_DN3_SP0_c.t1	XP_002890719.1
OG0010016	CP1_g37149_DN3_SP8_c.t1	XP_002892467.1
OG0010017	CP1_g37153_DN3_SP8_c.t1	XP_020869693.1
OG0010018	CP1_g37160_DN3_SP3_c.t1	XP_020867231.1
OG0010019	CP9_g27755_DN3_SP1_c.t1	XP_002888405.1
OG0010020	CP1_g37165_DN3_SP8_c.t1	XP_002889716.1
OG0010022	CP1_g37184_DN3_SP0_c.t1	XP_020867301.1
OG0010023	CP4_g26802_DN3_SP0_c.t1	XP_020870653.1, XP_002884411.1
OG0010024	CP1_g37211_DN3_SP0_c.t1	XP_002892499.1
OG0010025	CP1_g37216_DN2_SP0_c.t1	XP_002889746.2
OG0010026	CP2_g49775_DN3_SP0_c.t1	XP_020869077.1, XP_020868945.1
OG0010027	CP1_g37232_DN3_SP3_c.t1	XP_020869902.1
OG0010028	CP1_g37233_DN3_SP5_c.t1	XP_002889757.1
OG0010029	CP1_g37340_DN3_SP6_c.t1	XP_002892574.2
OG0010030	CP1_g37362_DN3_SP5_c.t1	XP_020870799.1
OG0010031	CP1_g37363_DN3_SP4_c.t1	XP_020870807.1
OG0010032	CP1_g37364_DN3_SP3_c.t1	XP_002889823.1
OG0010033	CP1_g37373_DN3_SP8_c.t1	XP_002892595.1
OG0010034	CP1_g37375_DN3_SP8_c.t1	XP_002892597.1
OG0010036	CP1_g37388_DN2_SP4_c.t1	XP_020868541.1
OG0010037	CP13_g19709_DN3_SP1_c.t1	XP_020874333.1
OG0010038	CP1_g37408_DN3_SP0_c.t1	XP_020870433.1
OG0010039	CP1_g37410_DN3_SP1_c.t1, CP1_g37411_DN3_SP0_c.t1	XP_020870619.1
OG0010040	CP1_g37433_DN3_SP8_c.t1	XP_002892642.1
OG0010041	CP1_g37434_DN3_SP2_c.t1	XP_020866057.1
OG0010042	CP1_g37449_DN3_SP1_c.t1	XP_020870712.1
OG0010043	CP1_g37456_DN3_SP1_c.t1	XP_020869929.1
OG0010044	CP2_g49089_DN3_SP8_c.t1	XP_020891306.1
OG0010045	CP1_g37469_DN3_SP7_c.t1	XP_002889891.2
OG0010046	CP1_g37482_DN3_SP7_c.t1	XP_020869317.1
OG0010047	CP1_g37483_DN3_SP6_c.t1	XP_002889897.2
OG0010048	CP1_g37498_DN3_SP5_c.t1	XP_020869797.1
OG0010049	CP1_g37522_DN3_SP8_c.t1	XP_002892677.1
OG0010050	CP1_g37538_DN3_SP8_c.t1	XP_002889930.1
OG0010052	CP1_g37599_DN3_SP0_c.t1	XP_002889978.1
OG0010053	CP1_g37602_DN2_SP2_c.t1	XP_002892724.1
OG0010054	CP1_g37628_DN3_SP8_c.t1	XP_002889997.1
OG0010055	CP1_g37635_DN3_SP0_c.t1	XP_020867538.1
OG0010056	CP1_g37677_DN3_SP0_c.t1	XP_020868218.1
OG0010057	CP1_g37689_DN3_SP0_c.t1	XP_002892778.1
OG0010058	CP1_g37707_DN3_SP0_c.t1	XP_020869725.1
OG0010059	CP1_g37696_DN3_SP1_c.t1	XP_002892780.1
OG0010060	CP1_g37722_DN3_SP0_c.t1	XP_002892794.1
OG0010061	CP1_g37725_DN3_SP1_c.t1	XP_002892796.1
OG0010062	CP1_g37731_DN3_SP6_c.t1	XP_020867067.1
OG0010063	CP7_g45179_DN3_SP4_c.t1	XP_020884536.1
OG0010064	CP1_g37770_DN3_SP2_c.t1	XP_020868994.1
OG0010065	CP1_g37804_DN3_SP8_c.t1	XP_020868587.1
OG0010066	CP1_g37806_DN3_SP8_c.t1	XP_020868588.1
OG0010067	CP1_g37808_DN3_SP0_c.t1	XP_002890083.1
OG0010068	CP1_g37811_DN3_SP1_c.t1	XP_020867283.1
OG0010069	CP1_g37829_DN3_SP2_c.t1	XP_020866383.1
OG0010070	CP7_g46186_DN3_SP2_c.t1	XP_002892866.1
OG0010071	CP7_g46183_DN3_SP6_c.t1	XP_002892868.1
OG0010072	CP7_g46172_DN3_SP3_c.t1	XP_002892873.1
OG0010073	CP7_g46167_DN3_SP0_c.t1	XP_020870107.1
OG0010074	CP7_g46137_DN3_SP5_c.t1	XP_020867563.1
OG0010075	CP7_g46131_DN2_SP0_c.t1	XP_002892892.1
OG0010076	CP7_g46109_DN3_SP2_c.t1	XP_020869372.1
OG0010077	CP7_g46106_DN3_SP0_c.t1	XP_002890161.1
OG0010078	CP7_g46104_DN3_SP0_c.t1	XP_020868846.1
OG0010079	CP7_g46093_DN2_SP0_c.t1	XP_020866011.1
OG0010080	CP7_g46090_DN2_SP2_c.t1	XP_020869105.1
OG0010081	CP10_g43694_DN3_SP0_c.t1, CP16_g54938_DN3_SP0_c.t1	XP_020865831.1
OG0010082	CP7_g46060_DN3_SP8_c.t1	XP_020867454.1
OG0010083	CP7_g46036_DN3_SP8_c.t1	XP_020867096.1
OG0010084	CP7_g46031_DN3_SP0_c.t1	XP_020868944.1
OG0010085	CP7_g46007_DN3_SP0_c.t1	XP_002892948.1
OG0010087	CP7_g45982_DN3_SP1_c.t1	XP_002892962.2
OG0010090	CP7_g45928_DN3_SP4_c.t1	XP_002890268.1
OG0010091	CP7_g45911_DN3_SP7_c.t1, CP1_g39322_DN3_SP0_c.t1	XP_020867084.1
OG0010092	CP7_g45897_DN3_SP1_c.t1	XP_002890286.1
OG0010093	CP7_g45891_DN3_SP0_c.t1	XP_020867623.1
OG0010094	CP7_g45887_DN3_SP8_c.t1	XP_020867615.1
OG0010095	CP7_g45879_DN3_SP0_c.t1	XP_020867391.1
OG0010096	CP7_g45864_DN3_SP8_c.t1	XP_002893022.1
OG0010098	CP7_g45829_DN3_SP7_c.t1	XP_020866500.1
OG0010099	CP7_g45814_DN3_SP0_c.t1	XP_020868102.1
OG0010100	CP7_g45812_DN3_SP0_c.t1	XP_020867722.1
OG0010101	CP7_g45809_DN3_SP2_c.t1	XP_020870085.1
OG0010102	CP7_g45794_DN3_SP0_c.t1, CP10_g43785_DN3_SP0_c.t1	XP_002893057.1
OG0010103	CP7_g45789_DN3_SP3_c.t1	XP_020870163.1
OG0010104	CP7_g45781_DN3_SP5_c.t1	XP_020867749.1
OG0010105	CP7_g45771_DN3_SP8_c.t1	XP_020867392.1
OG0010106	CP7_g45768_DN3_SP0_c.t1	XP_020870430.1
OG0010107	CP7_g45765_DN3_SP0_c.t1	XP_020866481.1
OG0010108	CP7_g45764_DN3_SP0_c.t1	XP_020866483.1
OG0010109	CP7_g45742_DN3_SP0_c.t1	XP_020869772.1
OG0010110	CP7_g45741_DN3_SP8_c.t1	XP_020869773.1
OG0010111	CP7_g45702_DN3_SP8_c.t1	XP_020866685.1
OG0010112	CP7_g45684_DN3_SP8_c.t1	XP_020870744.1
OG0010114	CP7_g45669_DN3_SP4_c.t1	XP_002893147.1
OG0010115	CP7_g45661_DN3_SP7_c.t1	XP_020870759.1
OG0010116	CP7_g45584_DN3_SP2_c.t1	XP_002894028.2, XP_020866420.1
OG0010117	CP7_g45583_DN3_SP8_c.t1	XP_002893207.1
OG0010118	CP7_g45582_DN3_SP0_c.t1	XP_020867952.1
OG0010119	CP13_g19651_DN3_SP0_c.t1	XP_020881066.1
OG0010120	CP7_g45560_DN3_SP0_c.t1	XP_002890505.1
OG0010121	CP7_g45523_DN3_SP8_c.t1	XP_020867351.1
OG0010122	CP7_g45515_DN3_SP8_c.t1	XP_020870983.1
OG0010123	CP7_g45514_DN3_SP8_c.t1	XP_002893246.2
OG0010124	CP7_g45486_DN3_SP3_c.t1	XP_002893254.1
OG0010125	CP7_g45476_DN3_SP8_c.t1	XP_020869169.1
OG0010126	CP9_g28812_DN3_SP8_c.t1	XP_002887401.1
OG0010127	CP9_g28806_DN3_SP8_c.t1	XP_002888851.1
OG0010128	CP9_g28802_DN2_SP0_c.t1	XP_002887395.1
OG0010129	CP9_g28780_DN3_SP8_c.t1	XP_002888841.1
OG0010130	CP9_g28690_DN2_SP0_c.t1	XP_020865957.1
OG0010131	CP9_g28677_DN3_SP8_c.t1	XP_002887310.1
OG0010132	CP9_g28664_DN3_SP1_c.t1	XP_002887304.2
OG0010133	CP9_g28655_DN3_SP5_c.t1	XP_020891125.1
OG0010135	CP9_g28652_DN3_SP7_c.t1	XP_020891150.1
OG0010136	CP9_g28651_DN2_SP3_c.t1	XP_002888771.2
OG0010137	CP9_g28639_DN3_SP8_c.t1	XP_002888763.1
OG0010139	CP9_g28609_DN3_SP6_c.t1	XP_020891771.1
OG0010140	CP7_g44572_DN3_SP8_c.t1	XP_020868150.1
OG0010141	CP3_g15820_DN3_SP2_c.t1	XP_002877272.1
OG0010142	CP22_g17128_DN3_SP1_c.t1	XP_020891142.1
OG0010143	CP2_g48904_DN3_SP8_c.t1	XP_020891284.1
OG0010144	CP2_g48955_DN3_SP6_c.t1	XP_002887973.1
OG0010145	CP2_g48974_DN3_SP1_c.t1	XP_002886441.1
OG0010146	CP2_g48975_DN3_SP8_c.t1	XP_020890578.1
OG0010147	CP2_g49019_DN3_SP8_c.t1	XP_020891587.1
OG0010148	CP2_g49049_DN3_SP8_c.t1	XP_002886475.1
OG0010149	CP7_g44553_DN3_SP3_c.t1	XP_002893764.1
OG0010150	CP2_g49108_DN3_SP2_c.t1	XP_020890088.1
OG0010152	CP2_g49116_DN3_SP8_c.t1	XP_020890084.1
OG0010153	CP2_g49147_DN3_SP0_c.t1	XP_020890122.1
OG0010154	CP2_g49152_DN3_SP1_c.t1	XP_002886553.1
OG0010155	CP2_g49156_DN3_SP8_c.t1	XP_020890081.1
OG0010156	CP2_g49200_DN3_SP4_c.t1	XP_002886573.1
OG0010157	CP2_g49237_DN3_SP5_c.t1	XP_002888126.1
OG0010158	CP2_g49240_DN3_SP0_c.t1	XP_020890104.1
OG0010159	CP2_g49288_DN3_SP8_c.t1	XP_002886634.1
OG0010160	CP2_g49302_DN3_SP8_c.t1	XP_020890497.1
OG0010161	CP2_g49307_DN3_SP3_c.t1	XP_020890168.1
OG0010162	CP2_g49363_DN3_SP8_c.t1	XP_020890290.1
OG0010163	CP2_g49376_DN3_SP7_c.t1	XP_020890294.1
OG0010164	CP3_g15694_DN1_SP0_c.t1, CP2_g49417_DN3_SP0_c.t1	XP_002888216.2
OG0010165	CP2_g49422_DN3_SP6_c.t1	XP_020865585.1
OG0010167	CP8_g54592_DN3_SP0_c.t1	XP_002872905.2
OG0010168	CP2_g49489_DN3_SP2_c.t1	XP_020890872.1
OG0010169	CP2_g49512_DN2_SP0_c.t1	XP_002886704.1
OG0010170	CP2_g49745_DN3_SP7_c.t1	XP_002894676.1
OG0010171	CP6_g7344_DN3_SP5_c.t1	XP_020872068.1
OG0010172	CP2_g48876_DN3_SP3_c.t1	XP_002887921.1
OG0010173	CP13_g19080_DN3_SP0_c.t1	XP_020891690.1
OG0010174	CP13_g19077_DN3_SP8_c.t1	XP_020889951.1
OG0010175	CP14_g23588_DN2_SP8_c.t1	XP_020877532.1
OG0010176	CP13_g19836_DN3_SP0_c.t1	XP_002865171.1
OG0010177	CP13_g19825_DN3_SP0_c.t1	XP_002865162.1
OG0010179	CP13_g19725_DN3_SP3_c.t1	XP_002863326.1
OG0010180	CP13_g19724_DN3_SP3_c.t1	XP_020884195.1
OG0010181	CP13_g20108_DN3_SP8_c.t1	XP_020891092.1
OG0010183	CP13_g20656_DN3_SP2_c.t1	XP_020871193.1
OG0010184	CP13_g20147_DN3_SP3_c.t1	XP_002863566.1
OG0010185	CP13_g20151_DN3_SP8_c.t1	XP_002865365.1
OG0010186	CP19_g18222_DN2_SP0_c.t1	XP_002869728.2
OG0010187	CP11_g31893_DN3_SP2_c.t1	XP_020876360.1
OG0010188	CP5_g1064_DN3_SP8_c.t1	XP_002867412.2
OG0010189	CP5_g1042_DN2_SP0_c.t1	XP_020872537.1
OG0010190	CP5_g1025_DN3_SP8_c.t1	XP_002869408.1
OG0010192	CP1_g38233_DN3_SP3_c.t1	XP_002894133.1
OG0010193	CP1_g38220_DN3_SP7_c.t1	XP_020868445.1
OG0010194	CP1_g38214_DN3_SP0_c.t1	XP_020866597.1
OG0010196	CP1_g38172_DN3_SP2_c.t1	XP_020866186.1, XP_020870906.1
OG0010197	CP9_g29132_DN3_SP2_c.t1	XP_020891435.1
OG0010199	CP5_g12_DN3_SP8_c.t1	XP_020872523.1
OG0010200	CP5_g13_DN2_SP0_c.t1	XP_020872525.1
OG0010201	CP12_g30784_DN3_SP6_c.t1	XP_020874960.1
OG0010202	CP5_g36_DN3_SP7_c.t1	XP_020873875.1
OG0010203	CP5_g44_DN3_SP8_c.t1	XP_020872408.1
OG0010204	CP5_g45_DN3_SP8_c.t1	XP_020872407.1
OG0010205	CP5_g79_DN3_SP8_c.t1	XP_002866826.1
OG0010206	CP5_g102_DN3_SP0_c.t1	XP_002868892.1
OG0010207	CP5_g110_DN3_SP0_c.t1	XP_020872550.1
OG0010208	CP5_g116_DN3_SP8_c.t1	XP_020872778.1
OG0010209	CP5_g126_DN3_SP0_c.t1	XP_020875148.1
OG0010210	CP5_g155_DN3_SP0_c.t1	XP_020875651.1
OG0010211	CP5_g163_DN3_SP0_c.t1	XP_002866884.1
OG0010212	CP5_g167_DN3_SP0_c.t1	XP_020874393.1
OG0010213	CP5_g172_DN2_SP0_c.t1	XP_020872230.1
OG0010214	CP5_g199_DN3_SP0_c.t1	XP_002868943.1
OG0010215	CP5_g205_DN2_SP0_c.t1	XP_020875560.1
OG0010216	CP5_g206_DN2_SP3_c.t1	XP_020872847.1
OG0010217	CP5_g208_DN3_SP8_c.t1	XP_020872846.1
OG0010218	CP5_g231_DN3_SP4_c.t1	XP_002868962.1
OG0010219	CP5_g239_DN2_SP0_c.t1	XP_020875486.1
OG0010220	CP5_g245_DN3_SP0_c.t1	XP_002868977.2
OG0010221	CP5_g257_DN3_SP8_c.t1	XP_020872732.1, XP_020881400.1
OG0010222	CP5_g265_DN3_SP0_c.t1	XP_020874667.1
OG0010223	CP5_g278_DN3_SP1_c.t1	XP_002868994.1
OG0010224	CP5_g287_DN3_SP4_c.t1	XP_020875640.1
OG0010225	CP5_g297_DN3_SP7_c.t1	XP_002869002.1
OG0010226	CP3_g14485_DN3_SP0_c.t1	XP_020876182.1
OG0010227	CP5_g341_DN3_SP8_c.t1	XP_002869025.1
OG0010228	CP5_g361_DN3_SP0_c.t1	XP_002869031.1
OG0010229	CP5_g363_DN3_SP2_c.t1	XP_020873066.1
OG0010230	CP5_g380_DN3_SP8_c.t1	XP_020873208.1
OG0010231	CP5_g410_DN3_SP3_c.t1	XP_002869047.1
OG0010232	CP5_g429_DN3_SP8_c.t1	XP_020873010.1
OG0010233	CP5_g435_DN3_SP5_c.t1	XP_020874956.1
OG0010235	CP5_g492_DN3_SP8_c.t1	XP_002869102.1
OG0010236	CP5_g506_DN3_SP8_c.t1	XP_002867093.1
OG0010237	CP5_g517_DN3_SP0_c.t1	XP_002869116.1
OG0010238	CP5_g535_DN3_SP7_c.t1	XP_020872645.1
OG0010239	CP5_g541_DN3_SP8_c.t1	XP_020872145.1
OG0010240	CP5_g554_DN3_SP0_c.t1	XP_002869141.1
OG0010241	CP5_g558_DN3_SP8_c.t1	XP_020875514.1
OG0010242	CP5_g559_DN3_SP4_c.t1	XP_020875513.1
OG0010243	CP5_g563_DN3_SP1_c.t1	XP_020873110.1
OG0010244	CP7_g45187_DN3_SP3_c.t1	XP_020870570.1
OG0010245	CP5_g565_DN3_SP0_c.t1	XP_020875244.1
OG0010246	CP5_g705_DN3_SP8_c.t1	XP_020873186.1
OG0010247	CP5_g748_DN3_SP8_c.t1	XP_020875743.1
OG0010248	CP5_g742_DN3_SP1_c.t1	XP_020872745.1
OG0010249	CP5_g738_DN3_SP7_c.t1	XP_002869254.1
OG0010250	CP5_g716_DN3_SP8_c.t1	XP_002869232.1
OG0010251	CP5_g714_DN3_SP3_c.t1	XP_002867218.1
OG0010252	CP5_g704_DN3_SP8_c.t1	XP_002869224.1
OG0010253	CP5_g701_DN3_SP8_c.t1	XP_002867201.1
OG0010254	CP5_g694_DN3_SP4_c.t1	XP_020875432.1
OG0010255	CP5_g684_DN3_SP6_c.t1	XP_002867186.2
OG0010256	CP5_g682_DN3_SP0_c.t1	XP_002869218.1
OG0010257	CP5_g677_DN3_SP8_c.t1	XP_002869215.1
OG0010258	CP5_g676_DN3_SP4_c.t1	XP_002869214.1
OG0010259	CP5_g674_DN3_SP8_c.t1	XP_002869213.1
OG0010260	CP5_g673_DN3_SP0_c.t1	XP_002867181.1
OG0010261	CP12_g30781_DN3_SP0_c.t1	XP_020884777.1, XP_002869204.2
OG0010262	CP8_g52864_DN3_SP5_c.t1	XP_002865800.1
OG0010263	CP5_g621_DN3_SP8_c.t1	XP_002869183.1
OG0010264	CP5_g616_DN3_SP2_c.t1	XP_020874468.1
OG0010265	CP5_g789_DN3_SP8_c.t1	XP_020873160.1
OG0010266	CP5_g818_DN3_SP0_c.t1	XP_002867277.1
OG0010267	CP5_g827_DN3_SP8_c.t1	XP_020872059.1
OG0010268	CP5_g829_DN3_SP0_c.t1	XP_002869316.1
OG0010269	CP5_g844_DN3_SP3_c.t1	XP_020871143.1
OG0010270	CP5_g846_DN3_SP0_c.t1	XP_020873892.1
OG0010271	CP5_g847_DN3_SP7_c.t1	XP_002869322.1
OG0010272	CP5_g855_DN3_SP1_c.t1	XP_020872386.1
OG0010273	CP5_g861_DN3_SP0_c.t1	XP_020874759.1
OG0010274	CP5_g988_DN3_SP2_c.t1, CP5_g909_DN2_SP0_c.t1	XP_020872221.1
OG0010275	CP5_g912_DN2_SP8_c.t1	XP_020872120.1
OG0010276	CP12_g30796_DN3_SP7_c.t1	XP_002883477.1
OG0010277	CP12_g30792_DN3_SP3_c.t1	XP_020887633.1
OG0010278	CP9_g28911_DN2_SP0_c.t1	XP_002888889.1
OG0010281	CP9_g28856_DN3_SP1_c.t1	XP_002887423.1
OG0010282	CP9_g28855_DN3_SP0_c.t1	XP_002888863.1
OG0010283	CP9_g28829_DN3_SP7_c.t1	XP_002887411.1
OG0010284	CP9_g28823_DN3_SP2_c.t1	XP_020891258.1
OG0010285	CP9_g28813_DN3_SP8_c.t1	XP_020891236.1
OG0010287	CP7_g45344_DN3_SP0_c.t1	XP_002893358.1
OG0010288	CP7_g45331_DN3_SP8_c.t1	XP_002893370.1
OG0010289	CP7_g45310_DN3_SP3_c.t1	XP_020868966.1
OG0010290	CP7_g45285_DN3_SP8_c.t1	XP_020869573.1
OG0010291	CP7_g45263_DN3_SP8_c.t1	XP_002890671.1
OG0010292	CP7_g45149_DN3_SP3_c.t1	XP_002890723.1
OG0010293	CP11_g32082_DN3_SP3_c.t1	XP_020879162.1
OG0010294	CP11_g32083_DN3_SP8_c.t1	XP_020879158.1
OG0010295	CP11_g32087_DN3_SP0_c.t1	XP_020876316.1
OG0010296	CP11_g32089_DN3_SP8_c.t1	XP_020876320.1
OG0010297	CP11_g32097_DN2_SP0_c.t1	XP_002872852.1
OG0010298	CP10_g43550_DN3_SP0_c.t1, CP11_g32107_DN3_SP0_c.t1	XP_020878397.1
OG0010299	CP11_g32113_DN3_SP8_c.t1	XP_002874943.1
OG0010300	CP11_g32116_DN3_SP8_c.t1	XP_002874945.1
OG0010301	CP11_g32137_DN3_SP2_c.t1	XP_020876300.1
OG0010302	CP13_g19197_DN3_SP0_c.t1	XP_020879744.1
OG0010303	CP11_g32152_DN3_SP7_c.t1	XP_002874964.1
OG0010304	CP8_g54534_DN3_SP0_c.t1	XP_002872891.1
OG0010305	CP8_g54535_DN3_SP2_c.t1	XP_002874978.1
OG0010306	CP8_g54539_DN3_SP6_c.t1	XP_020879030.1
OG0010307	CP8_g54576_DN3_SP4_c.t1	XP_020877997.1
OG0010308	CP8_g54598_DN3_SP6_c.t1	XP_002872898.1
OG0010309	CP8_g54602_DN3_SP8_c.t1	XP_002872896.1
OG0010310	CP8_g54612_DN3_SP8_c.t1	XP_020879298.1
OG0010311	CP8_g54621_DN3_SP0_c.t1	XP_020878087.1
OG0010312	CP8_g54622_DN3_SP8_c.t1	XP_020878086.1
OG0010313	CP8_g54624_DN3_SP1_c.t1	XP_002875021.1
OG0010314	CP29_g22037_DN1_SP0_c.t1, CP8_g54628_DN3_SP8_c.t1	XP_020878064.1
OG0010315	CP8_g54636_DN3_SP0_c.t1	XP_020879440.1
OG0010316	CP8_g54652_DN1_SP0_c.t1	XP_020878834.1
OG0010317	CP8_g54662_DN3_SP7_c.t1	XP_020873045.1
OG0010318	CP16_g54730_DN3_SP8_c.t1	XP_020884337.1
OG0010319	CP16_g54734_DN3_SP2_c.t1	XP_020883422.1
OG0010320	CP7_g45180_DN3_SP6_c.t1	XP_020867104.1
OG0010321	CP7_g45241_DN3_SP8_c.t1	XP_002890685.1
OG0010322	CP7_g45256_DN3_SP8_c.t1	XP_002890677.1
OG0010323	CP4_g25962_DN3_SP8_c.t1	XP_020868340.1
OG0010324	CP19_g18004_DN3_SP8_c.t1	XP_002867567.1
OG0010325	CP5_g1314_DN3_SP4_c.t1	XP_020873765.1
OG0010327	CP5_g1301_DN3_SP7_c.t1	XP_002869580.1
OG0010328	CP5_g1280_DN3_SP0_c.t1	XP_020872368.1
OG0010329	CP5_g1268_DN3_SP8_c.t1	XP_002869564.1
OG0010330	CP5_g1263_DN3_SP8_c.t1	XP_002867503.1
OG0010331	CP5_g1260_DN3_SP8_c.t1	XP_020874347.1
OG0010332	CP5_g1255_DN3_SP0_c.t1	XP_002867499.1
OG0010333	CP5_g1194_DN2_SP0_c.t1	XP_020872775.1
OG0010334	CP5_g1183_DN3_SP0_c.t1	XP_002867461.1
OG0010335	CP5_g1176_DN3_SP0_c.t1	XP_020874474.1
OG0010336	CP5_g1173_DN3_SP0_c.t1	XP_020875579.1
OG0010337	CP13_g19484_DN3_SP8_c.t1	XP_002875227.2
OG0010338	CP13_g19482_DN3_SP8_c.t1	XP_002876893.1
OG0010339	CP13_g19471_DN3_SP0_c.t1	XP_020881651.1
OG0010340	CP13_g19448_DN3_SP0_c.t1	XP_002875265.1
OG0010341	CP1_g36520_DN3_SP0_c.t1	XP_002889393.1
OG0010344	CP7_g45677_DN3_SP4_c.t1	XP_020870741.1
OG0010345	CP7_g45455_DN3_SP0_c.t1	XP_020867347.1, XP_002893038.1
OG0010346	CP7_g45230_DN2_SP0_c.t1	XP_020866477.1
OG0010347	CP7_g45205_DN3_SP1_c.t1	XP_002893430.1
OG0010351	CP10_g43423_DN3_SP0_c.t1	XP_002885046.1
OG0010352	CP7_g46305_DN3_SP4_c.t1	XP_020866324.1
OG0010353	CP10_g42121_DN3_SP1_c.t1	XP_002886552.1, XP_002884261.1
OG0010354	CP2_g49273_DN3_SP3_c.t1, CP2_g49272_DN3_SP0_c.t1	XP_002886618.1
OG0010356	CP4_g24382_DN3_SP1_c.t1	XP_020884214.1, XP_020875552.1
OG0010359	CP6_g7424_DN3_SP0_c.t1, CP10_g42410_DN3_SP0_c.t1	XP_020887006.1
OG0010360	CP9_g28395_DN3_SP0_c.t1, CP9_g28417_DN3_SP0_c.t1	XP_020865809.1
OG0010361	CP9_g28884_DN3_SP0_c.t1	XP_020890976.1
OG0010362	CP9_g28999_DN3_SP5_c.t1	XP_020891508.1
OG0010363	CP10_g42778_DN3_SP1_c.t1	XP_002884662.1
OG0010364	CP10_g43207_DN3_SP0_c.t1	XP_020888322.1
OG0010365	CP10_g43357_DN2_SP0_c.t1	XP_020888695.1
OG0010368	CP16_g54848_DN2_SP8_c.t1	XP_020883580.1
OG0010369	CP16_g54877_DN3_SP0_c.t1	XP_020885636.1
OG0010371	CP16_g55134_DN3_SP0_c.t1	XP_020885202.1
OG0010372	CP16_g55139_DN3_SP8_c.t1	XP_020885197.1
OG0010374	CP16_g55321_DN3_SP0_c.t1	XP_002878853.2
OG0010377	CP4_g25148_DN3_SP0_c.t1	XP_002881418.2
OG0010378	CP3_g13906_DN1_SP0_c.t1	XP_020885506.1
OG0010380	CP8_g53972_DN3_SP0_c.t1	XP_020882991.1, XP_020868202.1, XP_002881842.1
OG0010381	CP9_g28800_DN3_SP0_c.t1	XP_002882096.1
OG0010382	CP13_g19617_DN3_SP1_c.t1	XP_020880019.1
OG0010383	CP13_g19419_DN3_SP0_c.t1	XP_002876935.1
OG0010384	CP13_g19242_DN2_SP3_c.t1	XP_020882520.1
OG0010385	CP13_g19161_DN3_SP0_c.t1	XP_002875475.1
OG0010386	CP3_g14512_DN3_SP2_c.t1	XP_020880959.1
OG0010387	CP3_g14373_DN3_SP0_c.t1	XP_002877724.1
OG0010388	CP3_g14034_DN2_SP0_c.t1	XP_020880458.1
OG0010389	CP5_g587_DN3_SP5_c.t1	XP_002876404.2
OG0010390	CP11_g32556_DN2_SP0_c.t1	XP_020878712.1
OG0010391	CP8_g54110_DN3_SP0_c.t1, CP8_g54111_DN3_SP0_c.t1	XP_002874103.1
OG0010392	CP2_g48670_DN3_SP1_c.t1	XP_020877765.1
OG0010395	CP19_g18052_DN3_SP1_c.t1	XP_002869646.1
OG0010396	CP19_g18227_DN3_SP6_c.t1	XP_002869730.1
OG0010398	CP19_g18457_DN2_SP0_c.t1	XP_002869833.1
OG0010399	CP6_g6858_DN3_SP0_c.t1	XP_020872406.1
OG0010400	CP6_g7109_DN2_SP0_c.t1	XP_002870114.2
OG0010402	CP6_g7528_DN3_SP8_c.t1	XP_002868296.1
OG0010404	CP5_g1704_DN3_SP1_c.t1	XP_002870880.2, XP_002870878.1
