Orthogroup	Conringia_planisiliqua	Eutrema_salsugineum
OG0008364	CP7_g45826_DN3_SP0_c.t1	XP_006416520.1
OG0008365	CP7_g45779_DN3_SP6_c.t1	XP_006416460.1
OG0008366	CP7_g45776_DN3_SP1_c.t1	XP_024008790.1
OG0008367	CP7_g45775_DN3_SP0_c.t1	XP_006416456.1
OG0008368	CP7_g45770_DN3_SP7_c.t1	XP_006416450.1
OG0008369	CP7_g45754_DN3_SP5_c.t1	XP_006416433.1
OG0008370	CP7_g45732_DN3_SP0_c.t1	XP_024008838.1
OG0008371	CP7_g45726_DN3_SP2_c.t1	XP_024008370.1
OG0008372	CP7_g45700_DN3_SP7_c.t1	XP_006416374.1
OG0008373	CP7_g45694_DN3_SP8_c.t1	XP_006416367.1
OG0008374	CP7_g45685_DN3_SP8_c.t1	XP_006416357.1
OG0008375	CP7_g45664_DN3_SP6_c.t1	XP_024008128.1
OG0008376	CP7_g45645_DN2_SP0_c.t1	XP_006416313.1
OG0008377	CP7_g45635_DN2_SP0_c.t1	XP_006416300.1
OG0008378	CP7_g45631_DN3_SP1_c.t1	XP_006416295.1
OG0008379	CP7_g45622_DN3_SP0_c.t1	XP_006416288.1
OG0008380	CP7_g45621_DN3_SP0_c.t1	XP_006416287.1
OG0008381	CP7_g45613_DN3_SP6_c.t1	XP_006416279.1
OG0008382	CP7_g45608_DN3_SP2_c.t1	XP_006416274.1
OG0008383	CP7_g45590_DN3_SP5_c.t1	XP_006416253.1
OG0008384	CP7_g45578_DN3_SP8_c.t1	XP_006416233.2
OG0008385	CP7_g45555_DN3_SP6_c.t1	XP_006416209.1
OG0008386	CP7_g45480_DN3_SP0_c.t1	XP_024008538.1
OG0008387	CP20_g4318_DN3_SP3_c.t1	XP_006396940.1
OG0008388	CP7_g45472_DN3_SP2_c.t1	XP_006416122.1
OG0008389	CP9_g28797_DN3_SP8_c.t1	XP_006390739.1
OG0008390	CP9_g28776_DN3_SP8_c.t1	XP_006390761.1
OG0008391	CP9_g28763_DN2_SP0_c.t1	XP_006390778.1
OG0008392	CP9_g28759_DN3_SP0_c.t1	XP_006390782.1
OG0008393	CP9_g28746_DN3_SP0_c.t1	XP_006390794.1
OG0008394	CP9_g28743_DN3_SP0_c.t1	XP_006390797.1
OG0008395	CP9_g28730_DN3_SP0_c.t1	XP_006390813.1
OG0008396	CP9_g28728_DN3_SP4_c.t1	XP_006390815.1
OG0008397	CP9_g28721_DN2_SP2_c.t1	XP_006390823.1
OG0008398	CP9_g28702_DN3_SP8_c.t1	XP_006390839.1
OG0008399	CP9_g28657_DN3_SP2_c.t1	XP_006390888.1
OG0008400	CP9_g28647_DN3_SP1_c.t1, CP9_g28650_DN2_SP1_c.t1	XP_006390896.1
OG0008401	CP9_g28630_DN3_SP0_c.t1	XP_006390918.1
OG0008402	CP9_g28627_DN3_SP8_c.t1	XP_006390921.1
OG0008403	CP19_g18240_DN3_SP6_c.t1	XP_006413471.1
OG0008404	CP7_g44605_DN3_SP8_c.t1	XP_006415134.1
OG0008405	CP7_g44566_DN3_SP2_c.t1	XP_006415113.1
OG0008406	CP2_g48878_DN2_SP0_c.t1	XP_006391674.1
OG0008407	CP2_g48945_DN3_SP0_c.t1	XP_006391756.1
OG0008408	CP2_g48946_DN3_SP8_c.t1	XP_006391758.1
OG0008409	CP2_g48947_DN3_SP3_c.t1	XP_024013280.1
OG0008410	CP2_g48960_DN3_SP8_c.t1	XP_006391778.1
OG0008411	CP2_g48977_DN3_SP8_c.t1	XP_006391797.1
OG0008412	CP7_g45136_DN3_SP5_c.t1	XP_006415762.1
OG0008414	CP7_g45050_DN3_SP7_c.t1	XP_006415660.1
OG0008415	CP2_g49098_DN3_SP0_c.t1	XP_006391968.1
OG0008416	CP2_g49103_DN3_SP4_c.t1	XP_006391973.1
OG0008417	CP2_g49106_DN3_SP5_c.t1	XP_006391980.1
OG0008418	CP2_g49165_DN3_SP8_c.t1	XP_006392047.1
OG0008420	CP2_g49278_DN3_SP1_c.t1	XP_006392168.1
OG0008421	CP2_g49327_DN3_SP8_c.t1	XP_006392209.1
OG0008422	CP2_g49387_DN2_SP0_c.t1	XP_006392275.1
OG0008423	CP2_g49389_DN3_SP3_c.t1	XP_006392277.1
OG0008424	CP2_g49477_DN2_SP0_c.t1, CP2_g49474_DN3_SP4_c.t1	XP_006392311.1
OG0008425	CP2_g49534_DN3_SP0_c.t1	XP_024005385.1
OG0008426	CP2_g49558_DN2_SP0_c.t1	XP_006392366.1
OG0008427	CP7_g45211_DN3_SP6_c.t1	XP_006415845.1
OG0008428	CP13_g19082_DN3_SP0_c.t1	XP_006391626.1
OG0008429	CP13_g19078_DN3_SP8_c.t1	XP_006391621.1
OG0008430	CP13_g19068_DN3_SP8_c.t1	XP_006391611.1
OG0008431	CP13_g19056_DN3_SP7_c.t1	XP_006391604.1
OG0008432	CP13_g19043_DN3_SP8_c.t1	XP_006391590.1
OG0008433	CP13_g19863_DN1_SP0_c.t1	XP_006398338.2
OG0008434	CP13_g19849_DN3_SP0_c.t1	XP_024011001.1
OG0008435	CP13_g19818_DN3_SP8_c.t1	XP_006398380.1
OG0008436	CP13_g19811_DN3_SP6_c.t1	XP_006398387.1
OG0008437	CP13_g19723_DN3_SP8_c.t1	XP_006398469.1
OG0008438	CP13_g19720_DN3_SP0_c.t1	XP_006398475.1
OG0008439	CP13_g20148_DN3_SP0_c.t1	XP_006398064.1
OG0008440	CP13_g20150_DN3_SP0_c.t1	XP_024011056.1
OG0008441	CP13_g20167_DN2_SP0_c.t1	XP_006403106.1
OG0008443	CP11_g31913_DN3_SP2_c.t1	XP_024005539.1
OG0008444	CP11_g31906_DN3_SP4_c.t1	XP_006396628.2
OG0008445	CP11_g31896_DN3_SP0_c.t1	XP_006396636.1
OG0008447	CP5_g1019_DN3_SP1_c.t1	XP_006412796.1
OG0008448	CP6_g7230_DN3_SP7_c.t1	XP_006414380.1
OG0008450	CP1_g38335_DN3_SP8_c.t1	XP_006393484.2
OG0008451	CP1_g38322_DN3_SP8_c.t1	XP_006393475.1
OG0008453	CP1_g38245_DN2_SP0_c.t1, CP1_g38243_DN1_SP0_c.t1	XP_006393363.1
OG0008454	CP1_g38230_DN3_SP8_c.t1	XP_006393348.1
OG0008455	CP1_g38185_DN3_SP0_c.t1	XP_006393284.1
OG0008456	CP9_g29131_DN3_SP3_c.t1	XP_006390368.1
OG0008457	CP5_g132_DN3_SP8_c.t1	XP_006411751.1
OG0008458	CP5_g153_DN3_SP0_c.t1	XP_006411768.1
OG0008459	CP5_g171_DN3_SP6_c.t1	XP_024005853.1
OG0008460	CP5_g185_DN3_SP8_c.t1	XP_006411801.1
OG0008461	CP5_g198_DN3_SP1_c.t1	XP_006411812.1
OG0008462	CP5_g216_DN3_SP8_c.t1	XP_006411833.1
OG0008463	CP5_g225_DN3_SP8_c.t1	XP_024004583.1
OG0008464	CP5_g229_DN3_SP5_c.t1	XP_024004578.1
OG0008465	CP5_g238_DN3_SP1_c.t1	XP_006411855.1
OG0008466	CP5_g242_DN3_SP0_c.t1	XP_006411860.2
OG0008467	CP5_g243_DN3_SP8_c.t1	XP_006411861.1
OG0008468	CP5_g280_DN2_SP0_c.t1	XP_006411906.1
OG0008469	CP5_g284_DN2_SP0_c.t1	XP_006411909.1
OG0008470	CP5_g299_DN3_SP3_c.t1	XP_006411927.1
OG0008471	CP5_g312_DN3_SP1_c.t1	XP_006411941.1
OG0008472	CP5_g328_DN3_SP2_c.t1	XP_006411954.1
OG0008473	CP5_g340_DN3_SP8_c.t1	XP_006411964.1
OG0008474	CP5_g356_DN3_SP1_c.t1	XP_006411982.1
OG0008475	CP5_g366_DN3_SP0_c.t1	XP_024005683.1
OG0008476	CP5_g384_DN2_SP6_c.t1	XP_006412014.1
OG0008477	CP5_g415_DN3_SP0_c.t1	XP_024004537.1
OG0008478	CP5_g438_DN3_SP4_c.t1	XP_024005286.1
OG0008479	CP5_g462_DN3_SP0_c.t1	XP_006412097.1
OG0008480	CP5_g481_DN3_SP0_c.t1	XP_006412124.1
OG0008481	CP5_g476_DN3_SP0_c.t1	XP_006412115.1
OG0008482	CP5_g475_DN3_SP8_c.t1	XP_006412114.1
OG0008483	CP5_g514_DN3_SP8_c.t1	XP_006412167.1
OG0008484	CP5_g525_DN3_SP8_c.t1	XP_006412179.1
OG0008485	CP5_g549_DN3_SP8_c.t1	XP_006412209.2
OG0008486	CP5_g551_DN1_SP0_c.t1	XP_006412211.1
OG0008488	CP5_g586_DN3_SP8_c.t1	XP_006412253.1
OG0008489	CP5_g596_DN3_SP2_c.t1	XP_006412266.1
OG0008490	CP5_g783_DN3_SP1_c.t1	XP_006412499.1
OG0008491	CP5_g782_DN3_SP8_c.t1	XP_006412497.1
OG0008492	CP5_g781_DN3_SP0_c.t1	XP_006412496.1
OG0008493	CP5_g779_DN3_SP0_c.t1	XP_006412494.1
OG0008494	CP5_g753_DN3_SP7_c.t1	XP_024005688.1
OG0008495	CP5_g739_DN3_SP0_c.t1	XP_006412443.1
OG0008496	CP5_g712_DN3_SP2_c.t1	XP_006412405.1
OG0008497	CP5_g702_DN3_SP6_c.t1	XP_006412392.1
OG0008498	CP5_g696_DN2_SP0_c.t1	XP_006412385.1
OG0008500	CP5_g671_DN3_SP0_c.t1	XP_024005682.1
OG0008501	CP5_g634_DN3_SP3_c.t1	XP_006412313.1
OG0008502	CP5_g617_DN3_SP8_c.t1	XP_006412287.1
OG0008503	CP5_g614_DN3_SP8_c.t1	XP_006412284.1
OG0008504	CP5_g612_DN3_SP8_c.t1	XP_006412281.1
OG0008505	CP5_g786_DN3_SP8_c.t1	XP_006412505.1
OG0008506	CP5_g787_DN3_SP8_c.t1	XP_006412507.1
OG0008507	CP5_g813_DN3_SP0_c.t1	XP_024004662.1
OG0008509	CP5_g857_DN2_SP0_c.t1	XP_006412596.1
OG0008510	CP5_g858_DN3_SP0_c.t1	XP_006412597.1
OG0008512	CP5_g880_DN3_SP6_c.t1	XP_006412625.1
OG0008513	CP16_g55085_DN1_SP0_c.t1	XP_006404923.2
OG0008514	CP12_g30767_DN3_SP5_c.t1	XP_024009729.1
OG0008515	CP12_g30794_DN3_SP8_c.t1	XP_006418813.1
OG0008516	CP12_g30787_DN3_SP8_c.t1	XP_024009232.1
OG0008517	CP12_g30786_DN3_SP7_c.t1	XP_006418801.2
OG0008518	CP12_g30814_DN3_SP8_c.t1	XP_006418772.1
OG0008519	CP9_g28904_DN3_SP0_c.t1	XP_006390637.1
OG0008521	CP9_g28891_DN3_SP0_c.t1	XP_006390649.1
OG0008522	CP9_g28876_DN3_SP1_c.t1	XP_024011219.1
OG0008523	CP9_g28863_DN3_SP0_c.t1	XP_006390676.1
OG0008524	CP9_g28858_DN3_SP3_c.t1	XP_024007701.1
OG0008525	CP9_g28857_DN3_SP0_c.t1	XP_006390682.1
OG0008526	CP9_g28852_DN3_SP1_c.t1	XP_006390689.2
OG0008527	CP9_g28851_DN3_SP1_c.t1	XP_006390688.1
OG0008528	CP9_g28848_DN3_SP7_c.t1	XP_006390693.1
OG0008529	CP7_g45462_DN2_SP0_c.t1	XP_024008682.1
OG0008530	CP7_g45448_DN3_SP6_c.t1	XP_006416095.1
OG0008531	CP7_g45439_DN3_SP8_c.t1	XP_006416083.1
OG0008532	CP7_g45369_DN3_SP2_c.t1	XP_006416014.1
OG0008533	CP7_g45353_DN3_SP0_c.t1	XP_006415997.1
OG0008534	CP7_g45291_DN3_SP8_c.t1	XP_006415932.1
OG0008535	CP7_g45273_DN2_SP0_c.t1	XP_006415909.1
OG0008536	CP7_g45155_DN1_SP0_c.t1	XP_006415781.1
OG0008537	CP19_g18203_DN3_SP1_c.t1	XP_006413422.1
OG0008538	CP11_g32108_DN3_SP8_c.t1	XP_006396409.1
OG0008539	CP8_g52926_DN2_SP0_c.t1	XP_024011294.1
OG0008540	CP11_g32154_DN3_SP2_c.t1	XP_006396363.1
OG0008541	CP8_g54521_DN3_SP0_c.t1	XP_006396357.1
OG0008542	CP8_g54525_DN3_SP4_c.t1	XP_006396353.1
OG0008543	CP8_g54542_DN3_SP0_c.t1	XP_006396341.1
OG0008544	CP8_g54570_DN3_SP2_c.t1	XP_006396314.1
OG0008545	CP8_g54575_DN3_SP0_c.t1	XP_024009808.1
OG0008546	CP8_g54577_DN3_SP7_c.t1	XP_006396307.1
OG0008548	CP8_g54614_DN3_SP8_c.t1	XP_006396267.1
OG0008549	CP8_g54626_DN3_SP8_c.t1	XP_024009839.1
OG0008550	CP8_g54639_DN3_SP8_c.t1	XP_024010006.1
OG0008551	CP19_g17979_DN3_SP1_c.t1, CP19_g17978_DN3_SP5_c.t1	XP_024005403.1
OG0008552	CP16_g54732_DN3_SP8_c.t1	XP_006404544.1
OG0008554	CP7_g45226_DN3_SP6_c.t1	XP_006415866.1
OG0008555	CP7_g45242_DN3_SP8_c.t1	XP_006415884.1
OG0008556	CP7_g45246_DN3_SP3_c.t1	XP_006415888.1
OG0008557	CP7_g45251_DN3_SP8_c.t1	XP_006415890.1
OG0008558	CP19_g17993_DN3_SP8_c.t1	XP_006413177.1
OG0008559	CP5_g1317_DN3_SP8_c.t1	XP_006413124.1
OG0008560	CP5_g1270_DN3_SP3_c.t1	XP_006413078.1
OG0008561	CP5_g1271_DN3_SP8_c.t1	XP_006413079.1
OG0008562	CP5_g1261_DN1_SP0_c.t1	XP_006413071.1
OG0008563	CP5_g1247_DN3_SP8_c.t1	XP_006413058.1
OG0008564	CP5_g1242_DN3_SP8_c.t1	XP_006413051.1
OG0008565	CP5_g1207_DN3_SP5_c.t1	XP_006413011.1
OG0008566	CP7_g45301_DN3_SP4_c.t1	XP_024008560.1
OG0008567	CP5_g1201_DN3_SP1_c.t1	XP_006413003.2
OG0008568	CP5_g1199_DN3_SP3_c.t1	XP_006413000.1
OG0008569	CP5_g1198_DN2_SP5_c.t1	XP_006412999.1
OG0008570	CP5_g1195_DN3_SP3_c.t1	XP_006412996.1
OG0008571	CP5_g1169_DN3_SP0_c.t1	XP_006412970.1
OG0008572	CP8_g53049_DN1_SP0_c.t1	XP_006417933.1
OG0008573	CP1_g37403_DN3_SP0_c.t1	XP_024008731.1
OG0008574	CP1_g37793_DN3_SP8_c.t1	XP_006416965.1
OG0008575	CP7_g45394_DN2_SP0_c.t1	XP_006416042.1
OG0008576	CP7_g45297_DN3_SP0_c.t1	XP_006415939.1
OG0008577	CP7_g45232_DN3_SP3_c.t1	XP_006415872.1
OG0008581	CP1_g39128_DN3_SP0_c.t1	XP_006393742.1
OG0008582	CP1_g38912_DN3_SP3_c.t1	XP_024006623.1
OG0008584	CP2_g48912_DN3_SP0_c.t1	XP_006391730.1
OG0008585	CP2_g49295_DN2_SP0_c.t1	XP_006392175.1
OG0008586	CP9_g28399_DN3_SP0_c.t1	XP_006391161.1, XP_006391165.1
OG0008587	CP9_g28487_DN3_SP2_c.t1	XP_024009885.1
OG0008588	CP9_g29421_DN1_SP0_c.t1	XP_006390054.2
OG0008592	CP10_g43343_DN3_SP7_c.t1	XP_024015655.1
OG0008596	CP16_g54807_DN2_SP0_c.t1	XP_006404634.1
OG0008598	CP16_g54905_DN3_SP0_c.t1	XP_006404739.1
OG0008599	CP16_g54911_DN3_SP0_c.t1	XP_006404743.1
OG0008600	CP16_g54987_DN3_SP8_c.t1	XP_006404818.1
OG0008601	CP16_g55071_DN3_SP1_c.t1	XP_006404918.1
OG0008602	CP16_g55092_DN3_SP6_c.t1	XP_006404930.1
OG0008603	CP16_g55545_DN2_SP0_c.t1	XP_006405241.1
OG0008604	CP4_g25680_DN3_SP0_c.t1	XP_006410181.2
OG0008605	CP4_g25325_DN2_SP0_c.t1	XP_006410562.1
OG0008606	CP13_g19659_DN3_SP0_c.t1, CP13_g19760_DN3_SP0_c.t1	XP_006395882.1
OG0008607	CP13_g19308_DN3_SP0_c.t1	XP_006395491.1
OG0008609	CP13_g19109_DN2_SP0_c.t1	XP_006395275.1
OG0008611	CP11_g32559_DN3_SP1_c.t1	XP_006399919.1
OG0008612	CP11_g32268_DN3_SP0_c.t1	XP_006409320.1, XP_006400237.1
OG0008613	CP2_g48334_DN3_SP1_c.t1	XP_006394672.1
OG0008615	CP20_g4394_DN3_SP0_c.t1	XP_024010085.1
OG0008616	CP5_g727_DN3_SP2_c.t1	XP_006412428.2
OG0008617	CP19_g17998_DN3_SP0_c.t1	XP_006413182.1
OG0008618	CP19_g18231_DN1_SP1_c.t1	XP_024005869.1
OG0008619	CP19_g18234_DN3_SP4_c.t1	XP_006413465.2
OG0008620	CP13_g20105_DN3_SP0_c.t1	XP_006398108.2
OG0008623	CP2_g48780_DN3_SP0_c.t1	XP_006395174.2
OG0008624	CP2_g48811_DN3_SP6_c.t1	XP_006395212.1
OG0008627	CP2_g48722_DN2_SP1_c.t1	XP_006395093.1
OG0008628	CP8_g52916_DN3_SP5_c.t1	XP_006402078.1
OG0008629	CP8_g53303_DN3_SP7_c.t1	XP_006401711.1
OG0008630	CP8_g53328_DN2_SP0_c.t1	XP_006401686.1
OG0008631	CP11_g33039_DN1_SP0_c.t1	XP_006399346.1
OG0008649	CP5_g959_DN2_SP0_c.t1	XP_006412709.1
OG0008650	CP5_g954_DN3_SP0_c.t1	XP_006412706.2
OG0008651	CP19_g18367_DN3_SP3_c.t1	XP_006413585.1
OG0008652	CP19_g18369_DN3_SP0_c.t1	XP_006413587.1
OG0008653	CP3_g14739_DN3_SP0_c.t1	XP_006418876.1
OG0008654	CP3_g14729_DN3_SP0_c.t1	XP_006418865.1
OG0008655	CP3_g14517_DN3_SP0_c.t1	XP_006404235.1
OG0008656	CP3_g14520_DN3_SP8_c.t1	XP_006404239.1
OG0008657	CP1_g37331_DN3_SP1_c.t1, CP7_g45348_DN3_SP0_c.t1	XP_024008824.1
OG0008658	CP3_g14535_DN3_SP0_c.t1	XP_006404254.1
OG0008659	CP3_g14587_DN3_SP8_c.t1	XP_006404308.1
OG0008660	CP3_g14572_DN3_SP8_c.t1	XP_006404293.1
OG0008661	CP3_g14568_DN2_SP0_c.t1	XP_024013825.1
OG0008662	CP13_g19707_DN3_SP8_c.t1	XP_006398489.1
OG0008663	CP13_g19630_DN3_SP1_c.t1	XP_006395848.1
OG0008664	CP5_g1368_DN3_SP3_c.t1	XP_006405489.1
OG0008665	CP11_g32159_DN3_SP4_c.t1	XP_006400357.1
OG0008666	CP11_g32187_DN3_SP0_c.t1	XP_006400329.1
OG0008667	CP11_g32188_DN3_SP0_c.t1	XP_006400328.1
OG0008668	CP11_g32203_DN3_SP0_c.t1	XP_006400310.1
OG0008669	CP10_g43313_DN3_SP8_c.t1	XP_006407210.1
OG0008670	CP11_g32246_DN3_SP4_c.t1	XP_006400261.1
OG0008671	CP11_g32289_DN3_SP0_c.t1	XP_006400218.1
OG0008672	CP11_g32290_DN3_SP6_c.t1	XP_006400217.1
OG0008673	CP11_g32297_DN3_SP7_c.t1	XP_006400210.1
OG0008674	CP11_g32300_DN3_SP4_c.t1	XP_024012219.1
OG0008675	CP11_g32302_DN3_SP2_c.t1	XP_006400204.1
OG0008676	CP11_g32308_DN3_SP8_c.t1	XP_006400200.1
OG0008677	CP11_g32322_DN3_SP3_c.t1	XP_006400187.2
OG0008678	CP11_g32339_DN3_SP0_c.t1	XP_006400170.1
OG0008679	CP4_g24273_DN3_SP8_c.t1	XP_006397634.1
OG0008681	CP11_g32357_DN3_SP8_c.t1	XP_024011780.1
OG0008682	CP11_g32361_DN3_SP7_c.t1	XP_006400143.2
OG0008683	CP11_g32376_DN1_SP0_c.t1	XP_006400122.1
OG0008684	CP11_g32391_DN3_SP1_c.t1	XP_006400106.1
OG0008685	CP11_g32393_DN3_SP2_c.t1	XP_006400103.1
OG0008686	CP11_g32394_DN3_SP0_c.t1	XP_006400102.1
OG0008687	CP17_g5290_DN3_SP8_c.t1	XP_006396117.1
OG0008688	CP11_g32407_DN3_SP8_c.t1	XP_006400086.1
OG0008689	CP11_g32410_DN3_SP2_c.t1	XP_006400083.1
OG0008690	CP11_g32435_DN3_SP1_c.t1	XP_006400054.1
OG0008691	CP11_g32442_DN3_SP8_c.t1	XP_006400046.1
OG0008692	CP4_g25469_DN3_SP3_c.t1	XP_006410418.1
OG0008693	CP11_g32464_DN3_SP8_c.t1	XP_006400024.1
OG0008694	CP8_g53411_DN3_SP8_c.t1	XP_006401579.1
OG0008695	CP12_g29884_DN3_SP8_c.t1	XP_006406965.1
OG0008696	CP11_g32542_DN3_SP7_c.t1	XP_006399937.1
OG0008697	CP11_g32549_DN3_SP5_c.t1	XP_006399929.2
OG0008698	CP11_g32577_DN3_SP0_c.t1	XP_006399895.1
OG0008699	CP11_g32582_DN3_SP6_c.t1	XP_024011511.1
OG0008700	CP8_g53528_DN3_SP8_c.t1	XP_006401450.1
OG0008701	CP11_g32603_DN3_SP1_c.t1	XP_006399861.1
OG0008702	CP11_g32614_DN3_SP8_c.t1	XP_006399850.1
OG0008703	CP11_g32632_DN3_SP7_c.t1	XP_006399826.1
OG0008704	CP11_g32639_DN3_SP8_c.t1	XP_024011622.1
OG0008705	CP11_g32651_DN3_SP0_c.t1	XP_006399803.1
OG0008706	CP11_g32652_DN3_SP3_c.t1	XP_006399802.1
OG0008707	CP11_g32657_DN3_SP8_c.t1	XP_006399796.1
OG0008708	CP11_g32660_DN3_SP8_c.t1	XP_006399793.1
OG0008709	CP11_g32661_DN3_SP3_c.t1	XP_006399792.1
OG0008711	CP11_g32689_DN3_SP1_c.t1	XP_006399760.1
OG0008712	CP11_g32700_DN3_SP8_c.t1	XP_006399749.1
OG0008713	CP11_g32701_DN3_SP5_c.t1	XP_006399748.1
OG0008714	CP11_g32706_DN3_SP0_c.t1	XP_006399741.1
OG0008715	CP11_g32714_DN3_SP0_c.t1	XP_006399735.1
OG0008716	CP11_g32732_DN3_SP8_c.t1	XP_006399718.1
OG0008717	CP11_g32734_DN3_SP8_c.t1	XP_006399716.1
OG0008718	CP11_g32739_DN3_SP1_c.t1	XP_006399709.2
OG0008719	CP11_g32740_DN3_SP8_c.t1	XP_006399708.1
OG0008720	CP11_g32745_DN3_SP8_c.t1	XP_006399702.1
OG0008721	CP11_g32778_DN3_SP8_c.t1	XP_006399663.1
OG0008722	CP11_g32799_DN3_SP4_c.t1	XP_006399634.1
OG0008723	CP8_g53488_DN3_SP0_c.t1	XP_006401492.1
OG0008724	CP11_g32817_DN3_SP2_c.t1	XP_006399613.1
OG0008725	CP11_g32830_DN3_SP0_c.t1	XP_006399599.1
OG0008726	CP11_g32831_DN3_SP0_c.t1	XP_006399598.1
OG0008727	CP11_g32855_DN3_SP8_c.t1	XP_006399570.1
OG0008728	CP11_g32862_DN3_SP0_c.t1	XP_006399562.1
OG0008729	CP11_g32879_DN3_SP8_c.t1	XP_006399546.1
OG0008730	CP11_g32914_DN3_SP0_c.t1	XP_006399508.1
OG0008731	CP11_g32926_DN3_SP6_c.t1	XP_006399493.1
OG0008732	CP11_g32943_DN3_SP2_c.t1	XP_024011564.1
OG0008733	CP11_g32960_DN3_SP1_c.t1	XP_006399453.1
OG0008734	CP11_g32994_DN3_SP0_c.t1	XP_006399407.1
OG0008735	CP11_g32997_DN2_SP3_c.t1	XP_006399405.1
OG0008736	CP11_g33004_DN3_SP6_c.t1	XP_006399394.1, XP_006394234.1
OG0008737	CP11_g33025_DN3_SP8_c.t1	XP_006399364.1
OG0008738	CP11_g33030_DN3_SP7_c.t1	XP_006399358.1
OG0008739	CP13_g19174_DN3_SP6_c.t1	XP_006395347.1
OG0008740	CP8_g52830_DN3_SP0_c.t1	XP_006402126.1
OG0008742	CP11_g33068_DN3_SP0_c.t1	XP_006399310.1
OG0008743	CP11_g33086_DN3_SP0_c.t1	XP_006399293.1
OG0008744	CP11_g33098_DN3_SP0_c.t1	XP_006399280.1
OG0008745	CP11_g33101_DN3_SP8_c.t1	XP_006399274.1
OG0008746	CP11_g33113_DN3_SP0_c.t1	XP_006399264.1
OG0008747	CP11_g33135_DN3_SP0_c.t1	XP_006399241.1
OG0008748	CP11_g32015_DN3_SP0_c.t1	XP_006396506.1
OG0008749	CP11_g32013_DN3_SP0_c.t1	XP_006396508.1
OG0008750	CP11_g31984_DN3_SP8_c.t1	XP_006396539.1
OG0008751	CP11_g31983_DN3_SP8_c.t1	XP_006396540.1
OG0008752	CP11_g31966_DN3_SP8_c.t1	XP_006396557.1
OG0008753	CP19_g18138_DN3_SP8_c.t1	XP_006413341.1
OG0008754	CP19_g18140_DN3_SP3_c.t1	XP_024005334.1
OG0008755	CP19_g18158_DN3_SP0_c.t1	XP_006413372.1
OG0008756	CP19_g18159_DN3_SP0_c.t1	XP_024005811.1
OG0008757	CP8_g54557_DN3_SP0_c.t1	XP_006396323.1
OG0008758	CP24_g47105_DN3_SP6_c.t1	XP_006408720.1
OG0008759	CP24_g47172_DN3_SP8_c.t1	XP_006408724.1
OG0008760	CP4_g26662_DN3_SP8_c.t1	XP_024010558.1
OG0008761	CP4_g26800_DN3_SP8_c.t1	XP_006408607.1
OG0008762	CP4_g26134_DN3_SP6_c.t1	XP_006408683.1
OG0008763	CP4_g26110_DN3_SP6_c.t1	XP_006408700.1
OG0008764	CP4_g26096_DN3_SP4_c.t1	XP_024016047.1
OG0008765	CP4_g26095_DN3_SP8_c.t1	XP_006408711.1
OG0008766	CP4_g26029_DN3_SP8_c.t1	XP_006409756.2
OG0008767	CP3_g14837_DN2_SP0_c.t1	XP_024006294.1
OG0008768	CP4_g25997_DN3_SP6_c.t1	XP_006409782.1
OG0008769	CP14_g23162_DN3_SP3_c.t1, CP14_g23081_DN3_SP0_c.t1, CP14_g23167_DN3_SP1_c.t1, CP14_g23172_DN3_SP1_c.t1, CP14_g23094_DN3_SP1_c.t1	XP_006409787.1
OG0008770	CP4_g25987_DN3_SP8_c.t1	XP_006409791.1
OG0008771	CP4_g25974_DN3_SP2_c.t1	XP_006409803.1
OG0008772	CP4_g25966_DN3_SP0_c.t1	XP_006409814.1
OG0008773	CP4_g25949_DN3_SP0_c.t1	XP_024004965.1, XP_006409828.2
OG0008774	CP4_g25946_DN3_SP3_c.t1	XP_006409832.1
OG0008775	CP4_g25944_DN2_SP0_c.t1	XP_024003803.1
OG0008776	CP4_g25913_DN3_SP8_c.t1	XP_006409863.1
OG0008777	CP4_g25907_DN2_SP2_c.t1	XP_006409868.1
OG0008778	CP4_g25885_DN3_SP0_c.t1	XP_006409889.1
OG0008779	CP4_g25879_DN3_SP0_c.t1	XP_006409896.1
OG0008780	CP4_g25864_DN2_SP2_c.t1	XP_006409909.1
OG0008781	CP4_g25863_DN3_SP0_c.t1	XP_006409911.1
OG0008782	CP4_g25862_DN3_SP8_c.t1	XP_006409913.1
OG0008783	CP4_g25857_DN1_SP0_c.t1, CP4_g25858_DN1_SP0_c.t1	XP_006409922.1
OG0008784	CP4_g25856_DN3_SP3_c.t1	XP_006409923.1
OG0008785	CP4_g25849_DN3_SP8_c.t1	XP_006409928.1
OG0008786	CP4_g25838_DN3_SP0_c.t1	XP_006409947.1
OG0008787	CP4_g25811_DN3_SP7_c.t1	XP_006409987.1
OG0008788	CP4_g25808_DN1_SP2_c.t1	XP_006409998.1
OG0008789	CP4_g25762_DN3_SP7_c.t1	XP_006410052.1
OG0008790	CP4_g25757_DN3_SP8_c.t1	XP_006410060.1
OG0008791	CP4_g25753_DN3_SP3_c.t1	XP_006410064.1
OG0008792	CP4_g25748_DN3_SP6_c.t1	XP_006410082.2
OG0008793	CP4_g25728_DN3_SP0_c.t1	XP_006410135.1
OG0008794	CP4_g25718_DN3_SP0_c.t1	XP_006410117.1, XP_006410104.1
OG0008795	CP4_g25705_DN3_SP8_c.t1	XP_006410156.2
