Orthogroup	Conringia_planisiliqua	Cardamine_glauca
OG0009233	CP9_g28948_DN3_SP2_c.t1	Cg007G2501700
OG0009235	CP9_g28986_DN3_SP5_c.t1	Cg007G2505000
OG0009236	CP9_g29003_DN3_SP8_c.t1	Cg007G2506600
OG0009237	CP9_g29021_DN3_SP4_c.t1	Cg007G2508500
OG0009238	CP9_g29029_DN3_SP8_c.t1	Cg007G2509800
OG0009239	CP9_g29052_DN3_SP0_c.t1	Cg007G2512000
OG0009240	CP9_g29053_DN3_SP2_c.t1	Cg007G2512100
OG0009241	CP2_g48720_DN3_SP1_c.t1	Cg008G2861100, Cg008G2846300
OG0009242	CP9_g29067_DN3_SP8_c.t1	Cg007G2513100
OG0009243	CP9_g29076_DN3_SP0_c.t1	Cg007G2514000
OG0009244	CP9_g28442_DN3_SP2_c.t1	Cg007G2454900
OG0009245	CP9_g28470_DN3_SP8_c.t1	Cg007G2457700
OG0009246	CP9_g28483_DN3_SP7_c.t1	Cg007G2458900
OG0009247	CP9_g28491_DN3_SP8_c.t1	Cg007G2459800
OG0009248	CP9_g28517_DN3_SP2_c.t1	Cg007G2463400
OG0009249	CP5_g1147_DN3_SP8_c.t1	Cg001G0116700
OG0009250	CP5_g1132_DN3_SP2_c.t1	Cg001G0115200
OG0009251	CP5_g1130_DN2_SP4_c.t1	Cg001G0115000
OG0009252	CP5_g1121_DN3_SP5_c.t1	Cg001G0114200
OG0009253	CP5_g1111_DN3_SP8_c.t1	Cg001G0113300
OG0009254	CP5_g1098_DN3_SP2_c.t1	Cg001G0111900
OG0009255	CP8_g53280_DN3_SP8_c.t1	Cg003G0915500
OG0009257	CP2_g48896_DN3_SP6_c.t1	Cg007G2265700
OG0009258	CP2_g48883_DN3_SP6_c.t1	Cg007G2264600
OG0009259	CP5_g1455_DN3_SP0_c.t1	Cg001G0371000
OG0009260	CP13_g19204_DN3_SP2_c.t1, CP5_g1417_DN3_SP8_c.t1	Cg004G1333900
OG0009261	CP5_g1396_DN3_SP0_c.t1	Cg001G0374200
OG0009262	CP5_g1394_DN3_SP1_c.t1	Cg001G0374300
OG0009263	CP5_g1393_DN3_SP8_c.t1	Cg001G0374400
OG0009264	CP8_g52961_DN3_SP7_c.t1	Cg003G0888700
OG0009265	CP2_g48866_DN3_SP0_c.t1	Cg002G0619700
OG0009266	CP13_g19231_DN2_SP8_c.t1	Cg002G0647700
OG0009267	CP13_g19237_DN3_SP0_c.t1	Cg002G0648500
OG0009268	CP13_g19244_DN3_SP5_c.t1	Cg002G0649100
OG0009269	CP4_g24001_DN3_SP3_c.t1	Cg005G1457700
OG0009270	CP13_g19247_DN3_SP1_c.t1	Cg002G0649700
OG0009271	CP13_g19270_DN3_SP6_c.t1	Cg002G0652300
OG0009272	CP13_g19311_DN3_SP8_c.t1	Cg002G0656900
OG0009273	CP13_g19313_DN3_SP8_c.t1	Cg002G0657100
OG0009274	CP13_g19314_DN3_SP2_c.t1	Cg002G0657200
OG0009276	CP13_g19318_DN3_SP5_c.t1	Cg002G0657700
OG0009277	CP13_g19320_DN3_SP2_c.t1	Cg002G0657900
OG0009278	CP13_g19322_DN3_SP2_c.t1	Cg002G0658100
OG0009279	CP13_g19335_DN3_SP1_c.t1	Cg002G0659300
OG0009280	CP13_g19346_DN3_SP8_c.t1	Cg002G0660600
OG0009281	CP13_g19366_DN3_SP3_c.t1	Cg002G0662700
OG0009282	CP13_g19367_DN3_SP1_c.t1	Cg002G0662800
OG0009283	CP13_g19368_DN3_SP8_c.t1	Cg002G0662900
OG0009284	CP13_g19412_DN3_SP0_c.t1	Cg002G0668400
OG0009285	CP13_g19413_DN3_SP6_c.t1	Cg002G0668500
OG0009286	CP13_g19422_DN3_SP3_c.t1	Cg002G0669700
OG0009287	CP8_g52599_DN1_SP0_c.t1	Cg016G3059600, Cg003G0872600
OG0009288	CP13_g19439_DN3_SP8_c.t1	Cg002G0671100
OG0009289	CP8_g52931_DN3_SP1_c.t1	Cg003G0886900
OG0009290	CP9_g28545_DN3_SP7_c.t1	Cg007G2464800
OG0009291	CP9_g28530_DN3_SP8_c.t1	Cg007G2461900
OG0009292	CP22_g17633_DN3_SP4_c.t1	Cg008G2914600
OG0009293	CP13_g19920_DN3_SP8_c.t1	Cg008G2967100
OG0009294	CP13_g19930_DN3_SP2_c.t1	Cg008G2965700
OG0009295	CP2_g48778_DN3_SP8_c.t1	Cg008G2872400
OG0009296	CP13_g19945_DN3_SP0_c.t1	Cg008G2964500
OG0009297	CP13_g19946_DN3_SP1_c.t1	Cg008G2964400
OG0009298	CP13_g19994_DN3_SP0_c.t1	Cg008G2959900
OG0009300	CP13_g20049_DN3_SP3_c.t1	Cg008G2954800
OG0009301	CP13_g20057_DN3_SP8_c.t1	Cg008G2953500
OG0009302	CP1_g38131_DN3_SP2_c.t1	Cg006G1834800
OG0009303	CP1_g38087_DN3_SP8_c.t1	Cg006G1831100
OG0009304	CP1_g38082_DN3_SP7_c.t1	Cg006G1830400
OG0009305	CP1_g38076_DN3_SP7_c.t1	Cg006G1829800
OG0009306	CP1_g38072_DN3_SP8_c.t1	Cg006G1829400
OG0009307	CP1_g37833_DN3_SP0_c.t1	Cg006G2110800
OG0009309	CP1_g37957_DN3_SP0_c.t1	Cg006G1818000
OG0009310	CP1_g37954_DN3_SP8_c.t1	Cg006G1817700
OG0009311	CP1_g37929_DN3_SP8_c.t1	Cg006G1815700
OG0009312	CP1_g37869_DN2_SP4_c.t1	Cg006G1810100
OG0009313	CP1_g37867_DN3_SP8_c.t1	Cg006G1809800
OG0009314	CP1_g37859_DN3_SP3_c.t1	Cg006G1809000
OG0009315	CP7_g46218_DN3_SP8_c.t1	Cg006G1805400
OG0009316	CP13_g20444_DN3_SP8_c.t1	Cg008G2922900
OG0009317	CP4_g25387_DN3_SP1_c.t1	Cg005G1596900
OG0009319	CP4_g25359_DN3_SP7_c.t1	Cg005G1594600
OG0009320	CP4_g25343_DN3_SP2_c.t1	Cg005G1592700
OG0009321	CP4_g25337_DN3_SP6_c.t1	Cg005G1592200
OG0009323	CP4_g25290_DN2_SP0_c.t1	Cg005G1588000
OG0009324	CP4_g25287_DN3_SP0_c.t1	Cg005G1587700
OG0009325	CP4_g25278_DN3_SP5_c.t1	Cg005G1586900
OG0009326	CP4_g25276_DN3_SP8_c.t1	Cg005G1586400
OG0009327	CP4_g25267_DN3_SP1_c.t1	Cg005G1585600
OG0009328	CP4_g25259_DN3_SP2_c.t1	Cg005G1584600
OG0009329	CP4_g25256_DN3_SP6_c.t1	Cg005G1584500
OG0009330	CP4_g25251_DN3_SP0_c.t1	Cg005G1584100
OG0009331	CP4_g25227_DN3_SP8_c.t1	Cg005G1581800
OG0009332	CP4_g25217_DN3_SP7_c.t1	Cg005G1580500
OG0009333	CP4_g25202_DN3_SP0_c.t1	Cg005G1579100
OG0009335	CP4_g25176_DN3_SP8_c.t1	Cg005G1576800
OG0009337	CP4_g25160_DN3_SP1_c.t1	Cg005G1575300
OG0009338	CP4_g25158_DN3_SP8_c.t1	Cg005G1575100
OG0009339	CP6_g6872_DN3_SP8_c.t1	Cg001G0206700
OG0009340	CP6_g8329_DN3_SP6_c.t1	Cg005G1534300
OG0009341	CP6_g6893_DN3_SP2_c.t1	Cg001G0208900
OG0009342	CP6_g6919_DN3_SP8_c.t1	Cg001G0212200
OG0009343	CP6_g6908_DN3_SP7_c.t1	Cg001G0211000
OG0009344	CP6_g6906_DN3_SP8_c.t1	Cg001G0210600
OG0009345	CP6_g7021_DN3_SP7_c.t1	Cg001G0221400
OG0009346	CP6_g7030_DN3_SP3_c.t1	Cg001G0222400
OG0009347	CP6_g7045_DN2_SP0_c.t1	Cg001G0224400
OG0009348	CP6_g7046_DN3_SP7_c.t1	Cg001G0224500
OG0009349	CP6_g7065_DN3_SP4_c.t1	Cg001G0226100
OG0009350	CP6_g7108_DN3_SP8_c.t1	Cg001G0230300
OG0009351	CP6_g7113_DN3_SP2_c.t1	Cg001G0230700
OG0009352	CP6_g7115_DN3_SP6_c.t1	Cg001G0230900
OG0009354	CP3_g14273_DN3_SP0_c.t1	Cg002G0518500
OG0009355	CP3_g14285_DN2_SP0_c.t1	Cg002G0519100
OG0009357	CP3_g14300_DN3_SP7_c.t1	Cg002G0520700
OG0009359	CP3_g14320_DN3_SP8_c.t1	Cg002G0522800
OG0009360	CP3_g14322_DN3_SP8_c.t1	Cg002G0523100
OG0009361	CP3_g14333_DN3_SP2_c.t1	Cg002G0523800
OG0009362	CP3_g14335_DN3_SP0_c.t1	Cg002G0524000
OG0009364	CP8_g52627_DN3_SP8_c.t1	Cg016G3060300, Cg003G0873600, Cg005G1696700
OG0009365	CP8_g53190_DN3_SP8_c.t1	Cg003G0906700
OG0009366	CP8_g53176_DN3_SP6_c.t1	Cg003G0905300
OG0009367	CP8_g53123_DN3_SP8_c.t1	Cg003G0900500
OG0009368	CP8_g53042_DN3_SP7_c.t1	Cg003G0896000
OG0009369	CP3_g16613_DN3_SP5_c.t1	Cg002G0613300
OG0009370	CP15_g35789_DN3_SP0_c.t1	Cg004G1358300
OG0009371	CP15_g34895_DN3_SP8_c.t1	Cg007G2364400, Cg004G1367200
OG0009372	CP10_g44077_DN1_SP0_c.t1	Cg004G1390500
OG0009373	CP10_g44041_DN3_SP8_c.t1	Cg004G1393000
OG0009374	CP10_g44036_DN3_SP0_c.t1	Cg004G1393300
OG0009375	CP10_g43989_DN3_SP0_c.t1	Cg004G1397000
OG0009376	CP10_g43892_DN3_SP1_c.t1	Cg004G1402800
OG0009377	CP3_g13156_DN3_SP7_c.t1	Cg002G0406400
OG0009378	CP10_g43832_DN3_SP4_c.t1	Cg004G1407100
OG0009379	CP10_g43825_DN3_SP3_c.t1	Cg004G1407700
OG0009380	CP19_g18244_DN3_SP4_c.t1	Cg001G0163300
OG0009381	CP19_g18247_DN3_SP8_c.t1	Cg001G0163600
OG0009382	CP19_g18267_DN3_SP3_c.t1, CP4_g26462_DN2_SP0_c.t1	Cg001G0165000
OG0009383	CP19_g18263_DN3_SP0_c.t1, CP19_g18264_DN3_SP0_c.t1	Cg001G0164700
OG0009384	CP19_g18370_DN3_SP8_c.t1	Cg001G0174100
OG0009385	CP19_g18372_DN3_SP0_c.t1	Cg001G0174400
OG0009386	CP19_g18403_DN3_SP2_c.t1	Cg001G0177000
OG0009387	CP19_g18421_DN3_SP0_c.t1	Cg001G0178200
OG0009388	CP19_g18444_DN3_SP1_c.t1	Cg001G0180800
OG0009389	CP19_g18463_DN3_SP8_c.t1	Cg001G0182600
OG0009390	CP19_g17838_DN3_SP7_c.t1	Cg001G0392100
OG0009391	CP19_g18483_DN3_SP0_c.t1	Cg001G0184700
OG0009392	CP19_g17849_DN3_SP8_c.t1	Cg001G0390700
OG0009393	CP6_g6824_DN3_SP0_c.t1	Cg001G0201300
OG0009394	CP6_g6809_DN3_SP0_c.t1	Cg001G0199600
OG0009395	CP6_g6802_DN3_SP3_c.t1	Cg001G0198900
OG0009396	CP6_g6789_DN3_SP1_c.t1	Cg001G0197700
OG0009397	CP6_g6788_DN3_SP8_c.t1	Cg001G0197600
OG0009398	CP6_g6782_DN3_SP0_c.t1	Cg001G0197100
OG0009400	CP7_g46049_DN3_SP8_c.t1	Cg006G2094700
OG0009401	CP6_g6751_DN3_SP0_c.t1	Cg001G0193700
OG0009403	CP6_g6724_DN3_SP1_c.t1	Cg001G0191100
OG0009404	CP13_g19511_DN3_SP7_c.t1	Cg002G0678000
OG0009405	CP6_g6701_DN3_SP4_c.t1	Cg001G0189200
OG0009406	CP12_g29821_DN3_SP4_c.t1	Cg004G1444900
OG0009407	CP13_g19292_DN1_SP0_c.t1	Cg011G3012700, Cg008G2912300
OG0009408	CP6_g7218_DN3_SP4_c.t1	Cg001G0241900
OG0009409	CP6_g7200_DN3_SP7_c.t1	Cg001G0240300
OG0009410	CP6_g7188_DN3_SP0_c.t1	Cg001G0239500
OG0009411	CP6_g7180_DN3_SP0_c.t1	Cg001G0238800
OG0009412	CP6_g7172_DN3_SP8_c.t1	Cg001G0237900
OG0009413	CP6_g7166_DN3_SP4_c.t1	Cg001G0237200
OG0009414	CP6_g7137_DN3_SP8_c.t1	Cg001G0233000
OG0009415	CP6_g7129_DN3_SP0_c.t1	Cg001G0232300
OG0009416	CP10_g42117_DN3_SP8_c.t1	Cg004G1073600
OG0009417	CP10_g42129_DN3_SP7_c.t1	Cg004G1074600
OG0009419	CP10_g42149_DN3_SP7_c.t1	Cg004G1077000
OG0009421	CP2_g47592_DN3_SP8_c.t1	Cg003G1062800
OG0009422	CP2_g47568_DN3_SP7_c.t1	Cg003G1065000, Cg008G2734700
OG0009423	CP2_g47567_DN3_SP5_c.t1	Cg003G1065100
OG0009425	CP2_g47564_DN3_SP0_c.t1	Cg003G1065600
OG0009426	CP2_g47541_DN3_SP8_c.t1	Cg003G1067400
OG0009427	CP2_g47537_DN3_SP1_c.t1	Cg003G1067900
OG0009428	CP3_g13073_DN3_SP7_c.t1	Cg002G0398100
OG0009429	CP3_g13076_DN3_SP8_c.t1	Cg007G2369200, Cg002G0398300
OG0009430	CP3_g13090_DN1_SP0_c.t1	Cg002G0399900
OG0009432	CP3_g13110_DN2_SP1_c.t1	Cg002G0401600
OG0009433	CP3_g13150_DN3_SP0_c.t1	Cg002G0405800
OG0009434	CP3_g13152_DN3_SP2_c.t1	Cg002G0406000
OG0009436	CP3_g13194_DN3_SP5_c.t1	Cg002G0410200
OG0009438	CP10_g42536_DN3_SP0_c.t1	Cg004G1116200
OG0009439	CP3_g13207_DN1_SP5_c.t1	Cg002G0411500
OG0009440	CP3_g13209_DN3_SP2_c.t1	Cg002G0411700
OG0009441	CP3_g13229_DN3_SP2_c.t1	Cg002G0413800
OG0009442	CP3_g13265_DN3_SP0_c.t1	Cg002G0416600
OG0009443	CP4_g25332_DN3_SP0_c.t1	Cg005G1648400
OG0009444	CP3_g13281_DN3_SP0_c.t1, CP3_g13277_DN3_SP2_c.t1	Cg002G0418100
OG0009445	CP3_g13291_DN3_SP8_c.t1	Cg002G0419000
OG0009446	CP3_g13296_DN3_SP4_c.t1	Cg002G0419400
OG0009447	CP3_g13325_DN3_SP5_c.t1	Cg002G0422000
OG0009448	CP3_g13331_DN2_SP0_c.t1	Cg002G0422400
OG0009449	CP3_g13336_DN3_SP3_c.t1	Cg002G0423000
OG0009450	CP3_g13337_DN3_SP7_c.t1	Cg002G0423100
OG0009451	CP3_g13341_DN3_SP1_c.t1	Cg002G0423500
OG0009452	CP3_g13343_DN3_SP1_c.t1	Cg002G0423800
OG0009453	CP3_g13393_DN3_SP0_c.t1	Cg002G0428300
OG0009454	CP3_g13440_DN3_SP8_c.t1	Cg002G0432000
OG0009455	CP3_g13442_DN3_SP8_c.t1	Cg002G0432200
OG0009457	CP3_g13453_DN3_SP8_c.t1	Cg002G0433500
OG0009459	CP3_g13472_DN3_SP6_c.t1	Cg002G0436600
OG0009460	CP3_g13477_DN3_SP8_c.t1	Cg002G0437500
OG0009461	CP3_g13484_DN3_SP0_c.t1	Cg002G0438300
OG0009462	CP3_g13492_DN3_SP8_c.t1	Cg002G0439100
OG0009463	CP3_g13502_DN3_SP2_c.t1	Cg002G0440000
OG0009464	CP3_g13513_DN3_SP6_c.t1	Cg002G0440900
OG0009465	CP3_g13521_DN3_SP3_c.t1	Cg002G0442500
OG0009466	CP3_g13528_DN3_SP8_c.t1	Cg002G0443000
OG0009467	CP3_g13549_DN3_SP0_c.t1	Cg002G0444600
OG0009468	CP3_g13565_DN3_SP0_c.t1	Cg002G0445900
OG0009469	CP3_g13629_DN3_SP2_c.t1	Cg005G1671800
OG0009470	CP3_g13634_DN3_SP0_c.t1	Cg002G0452800
OG0009471	CP3_g13641_DN3_SP8_c.t1	Cg002G0453500
OG0009472	CP3_g13657_DN3_SP8_c.t1	Cg002G0454900
OG0009473	CP3_g13658_DN3_SP6_c.t1	Cg002G0455000
OG0009474	CP3_g13696_DN3_SP4_c.t1	Cg002G0459700
OG0009475	CP3_g13717_DN3_SP5_c.t1	Cg002G0461500
OG0009476	CP3_g13754_DN3_SP3_c.t1	Cg002G0465100
OG0009477	CP3_g13763_DN3_SP5_c.t1	Cg002G0466200
OG0009478	CP3_g13795_DN3_SP0_c.t1	Cg002G0470300
OG0009479	CP3_g13807_DN2_SP0_c.t1	Cg002G0471800
OG0009480	CP3_g13812_DN2_SP0_c.t1	Cg002G0472700
OG0009481	CP3_g13823_DN3_SP5_c.t1	Cg002G0473500
OG0009482	CP3_g13825_DN3_SP8_c.t1	Cg002G0473800
OG0009483	CP3_g13854_DN3_SP8_c.t1	Cg002G0477100
OG0009484	CP3_g13857_DN3_SP3_c.t1	Cg002G0477400
OG0009485	CP3_g13880_DN3_SP0_c.t1	Cg004G1398800, Cg002G0479500
OG0009486	CP3_g13882_DN3_SP4_c.t1	Cg002G0479800
OG0009487	CP3_g13887_DN2_SP0_c.t1	Cg002G0480200
OG0009488	CP3_g13922_DN3_SP8_c.t1	Cg002G0483300
OG0009489	CP3_g13923_DN3_SP1_c.t1	Cg002G0483400
OG0009490	CP3_g13930_DN3_SP1_c.t1	Cg002G0484100
OG0009491	CP3_g13936_DN3_SP8_c.t1	Cg002G0484500
OG0009492	CP3_g13942_DN3_SP3_c.t1	Cg004G1141100
OG0009493	CP3_g13945_DN3_SP4_c.t1	Cg002G0485300
OG0009494	CP3_g13948_DN3_SP1_c.t1	Cg002G0485900
OG0009495	CP7_g45679_DN3_SP1_c.t1	Cg006G2057600
OG0009496	CP3_g13954_DN3_SP8_c.t1	Cg002G0486400
OG0009497	CP3_g13973_DN3_SP4_c.t1	Cg002G0488200
OG0009498	CP3_g14011_DN3_SP0_c.t1	Cg002G0491800
OG0009499	CP3_g14038_DN3_SP1_c.t1	Cg002G0495000
OG0009500	CP3_g14039_DN3_SP0_c.t1	Cg002G0495300
OG0009501	CP3_g14040_DN3_SP7_c.t1	Cg002G0495400
OG0009503	CP3_g14075_DN3_SP7_c.t1	Cg002G0499200
OG0009504	CP3_g14076_DN3_SP7_c.t1	Cg002G0499300, Cg002G0499500, Cg002G0499600
OG0009506	CP8_g53348_DN3_SP5_c.t1	Cg003G0922100
OG0009507	CP8_g53337_DN3_SP0_c.t1	Cg003G0920800
OG0009508	CP8_g53326_DN3_SP8_c.t1	Cg003G0919600
OG0009509	CP8_g53325_DN3_SP8_c.t1	Cg003G0919500
OG0009510	CP8_g53313_DN2_SP0_c.t1	Cg003G0918300
OG0009511	CP8_g53310_DN3_SP8_c.t1, CP2_g49742_DN2_SP0_c.t1	Cg003G0918000
OG0009512	CP8_g53299_DN3_SP7_c.t1	Cg003G0917100
OG0009513	CP8_g53297_DN3_SP2_c.t1	Cg003G0916900
OG0009514	CP6_g7261_DN3_SP1_c.t1	Cg001G0244600
OG0009515	CP12_g30841_DN3_SP0_c.t1	Cg004G1315900
OG0009518	CP17_g6027_DN3_SP7_c.t1	Cg004G1347100
OG0009519	CP12_g30816_DN3_SP8_c.t1	Cg004G1312800
OG0009520	CP12_g30822_DN3_SP8_c.t1	Cg004G1313200
OG0009521	CP9_g28202_DN3_SP8_c.t1	Cg007G2430500
OG0009522	CP9_g28254_DN3_SP1_c.t1	Cg007G2438300
OG0009523	CP9_g28277_DN3_SP7_c.t1	Cg007G2440100
OG0009524	CP9_g28281_DN3_SP0_c.t1	Cg007G2440600
OG0009525	CP9_g28282_DN3_SP0_c.t1	Cg002G0585200, Cg007G2440700
OG0009526	CP9_g28315_DN3_SP6_c.t1	Cg007G2442500
OG0009527	CP9_g28330_DN3_SP3_c.t1	Cg007G2443900
OG0009529	CP9_g28368_DN3_SP2_c.t1	Cg007G2446900
OG0009530	CP9_g28383_DN3_SP0_c.t1	Cg007G2448400
OG0009531	CP9_g28386_DN3_SP8_c.t1	Cg007G2448600
OG0009532	CP9_g28393_DN3_SP0_c.t1	Cg007G2450300
OG0009533	CP9_g28397_DN2_SP1_c.t1	Cg007G2450600
OG0009534	CP9_g28421_DN2_SP0_c.t1	Cg007G2453000
OG0009535	CP5_g2005_DN3_SP8_c.t1	Cg001G0320800
OG0009536	CP5_g2001_DN3_SP8_c.t1	Cg001G0321200
OG0009537	CP2_g48745_DN3_SP2_c.t1	Cg008G2866800, Cg008G2851000
OG0009538	CP10_g43720_DN3_SP0_c.t1	Cg004G1416000
OG0009539	CP10_g43702_DN3_SP3_c.t1	Cg004G1417500
OG0009540	CP10_g43650_DN3_SP4_c.t1	Cg004G1422500
OG0009542	CP10_g43574_DN3_SP0_c.t1	Cg004G1432300
OG0009543	CP10_g43573_DN3_SP5_c.t1	Cg004G1432400
OG0009544	CP10_g43562_DN3_SP0_c.t1	Cg004G1434200
OG0009545	CP4_g24598_DN3_SP8_c.t1	Cg005G1518200
OG0009546	CP4_g24621_DN3_SP3_c.t1	Cg005G1520200
OG0009547	CP4_g24636_DN3_SP6_c.t1	Cg005G1521700
OG0009548	CP4_g24642_DN3_SP2_c.t1	Cg005G1522400
OG0009549	CP4_g24646_DN3_SP0_c.t1	Cg005G1523300
OG0009550	CP4_g24654_DN3_SP3_c.t1	Cg005G1524100
OG0009551	CP4_g24667_DN3_SP8_c.t1	Cg005G1525700
OG0009552	CP4_g24668_DN3_SP1_c.t1	Cg005G1525800
OG0009553	CP4_g24684_DN3_SP8_c.t1	Cg005G1527200
OG0009554	CP4_g24687_DN3_SP8_c.t1	Cg005G1527900
OG0009555	CP4_g24698_DN3_SP0_c.t1	Cg005G1529300
OG0009556	CP4_g24710_DN3_SP2_c.t1	Cg005G1530500
OG0009557	CP4_g24713_DN2_SP8_c.t1	Cg005G1530800
OG0009558	CP4_g24739_DN3_SP1_c.t1	Cg005G1533300
OG0009559	CP4_g24741_DN3_SP8_c.t1	Cg005G1533600
OG0009560	CP4_g24743_DN3_SP0_c.t1	Cg005G1533800
OG0009561	CP4_g24744_DN3_SP7_c.t1	Cg005G1533900
OG0009562	CP4_g24756_DN2_SP0_c.t1	Cg005G1535400
OG0009563	CP3_g14613_DN3_SP0_c.t1	Cg002G0651800
OG0009564	CP4_g24771_DN3_SP5_c.t1	Cg005G1536900
OG0009565	CP4_g24773_DN3_SP0_c.t1	Cg005G1537200
OG0009566	CP4_g24779_DN3_SP0_c.t1	Cg005G1537800
OG0009567	CP4_g24801_DN3_SP8_c.t1	Cg005G1539900
OG0009568	CP4_g24808_DN3_SP8_c.t1	Cg005G1540700
OG0009569	CP4_g24833_DN3_SP8_c.t1	Cg005G1543000
OG0009570	CP4_g24843_DN3_SP0_c.t1	Cg005G1543900
OG0009571	CP4_g24844_DN3_SP2_c.t1	Cg005G1544100
OG0009572	CP4_g24850_DN3_SP8_c.t1	Cg005G1544800
OG0009573	CP4_g24852_DN3_SP8_c.t1	Cg005G1545000
OG0009574	CP4_g24854_DN3_SP6_c.t1	Cg005G1545200
OG0009575	CP4_g24862_DN3_SP8_c.t1	Cg005G1546100
OG0009576	CP4_g24863_DN3_SP2_c.t1	Cg005G1546300
OG0009577	CP4_g24874_DN3_SP0_c.t1	Cg005G1547100
OG0009578	CP4_g24875_DN3_SP0_c.t1	Cg005G1547300
OG0009579	CP4_g24891_DN3_SP5_c.t1	Cg005G1549400
OG0009580	CP4_g24901_DN3_SP3_c.t1	Cg005G1550100
OG0009581	CP4_g24914_DN3_SP8_c.t1	Cg005G1551700
OG0009582	CP4_g24921_DN3_SP3_c.t1	Cg005G1552400
OG0009583	CP4_g24927_DN3_SP8_c.t1	Cg005G1553300
OG0009584	CP13_g19679_DN3_SP1_c.t1	Cg002G0694400
OG0009585	CP4_g24941_DN3_SP5_c.t1	Cg005G1554600
OG0009586	CP4_g24950_DN2_SP0_c.t1	Cg005G1555700
OG0009587	CP4_g24992_DN3_SP0_c.t1	Cg005G1559300
OG0009588	CP4_g24996_DN3_SP0_c.t1	Cg005G1559500
OG0009589	CP4_g25001_DN3_SP5_c.t1	Cg005G1560000
OG0009590	CP13_g19602_DN3_SP0_c.t1	Cg002G0687300
OG0009591	CP4_g25004_DN3_SP8_c.t1	Cg005G1560300
OG0009592	CP20_g3891_DN2_SP5_c.t1	Cg003G0792700
OG0009593	CP4_g25015_DN3_SP8_c.t1	Cg005G1561100
OG0009594	CP4_g25027_DN3_SP8_c.t1	Cg005G1562400
OG0009595	CP4_g25035_DN3_SP6_c.t1	Cg005G1563200
OG0009596	CP4_g25049_DN3_SP5_c.t1	Cg005G1564600
OG0009597	CP4_g25050_DN3_SP8_c.t1	Cg005G1564700
OG0009598	CP11_g31777_DN3_SP0_c.t1	Cg003G0748300
OG0009599	CP11_g31786_DN2_SP0_c.t1	Cg003G0747900
OG0009600	CP11_g31823_DN3_SP6_c.t1	Cg003G0745000
OG0009601	CP11_g31830_DN3_SP3_c.t1	Cg003G0743600
OG0009602	CP11_g31861_DN2_SP0_c.t1	Cg003G0741800, Cg003G0855600
OG0009603	CP13_g19667_DN3_SP8_c.t1	Cg002G0693100
OG0009604	CP11_g31878_DN3_SP3_c.t1	Cg003G0858000, Cg003G0739700
OG0009605	CP20_g4412_DN3_SP8_c.t1	Cg003G0752500
OG0009607	CP20_g4450_DN1_SP0_c.t1	Cg003G0749700
OG0009608	CP20_g4453_DN3_SP8_c.t1	Cg003G0749400
OG0009610	CP16_g54757_DN3_SP8_c.t1	Cg005G1776100
OG0009611	CP16_g54785_DN3_SP0_c.t1	Cg005G1773300
OG0009613	CP16_g54818_DN3_SP7_c.t1	Cg005G1770600
OG0009614	CP16_g54820_DN3_SP0_c.t1	Cg005G1770500
OG0009615	CP16_g54998_DN3_SP0_c.t1	Cg005G1754800
OG0009616	CP16_g55034_DN3_SP5_c.t1	Cg005G1751900
OG0009617	CP16_g55027_DN3_SP0_c.t1	Cg005G1752800
OG0009618	CP16_g55098_DN3_SP0_c.t1	Cg005G1745200
OG0009619	CP16_g55279_DN3_SP8_c.t1	Cg005G1730600
OG0009620	CP16_g55235_DN3_SP8_c.t1	Cg005G1734400
OG0009621	CP18_g12077_DN3_SP1_c.t1	Cg005G1707300
OG0009622	CP18_g12120_DN3_SP8_c.t1	Cg005G1708000
OG0009623	CP18_g12164_DN3_SP3_c.t1	Cg005G1709900
OG0009624	CP18_g11728_DN3_SP0_c.t1	Cg005G1703700
OG0009625	CP19_g18186_DN3_SP0_c.t1	Cg001G0157400
OG0009626	CP1_g40823_DN3_SP8_c.t1	Cg006G1884400
OG0009627	CP1_g39358_DN1_SP0_c.t1	Cg005G1532200
OG0009628	CP1_g39359_DN2_SP0_c.t1	Cg004G1393400
OG0009629	CP21_g10992_DN3_SP8_c.t1	Cg006G1899100, Cg006G1899400
OG0009630	CP7_g44273_DN3_SP3_c.t1	Cg006G1912700
OG0009631	CP7_g44425_DN3_SP7_c.t1	Cg006G1919100
OG0009632	CP7_g44428_DN3_SP8_c.t1	Cg006G1920000
OG0009633	CP7_g44460_DN3_SP0_c.t1	Cg006G1923400
OG0009634	CP7_g44515_DN3_SP8_c.t1, CP7_g44512_DN3_SP0_c.t1	Cg006G1933000
OG0009635	CP7_g44537_DN3_SP0_c.t1	Cg006G1935800
OG0009636	CP20_g4119_DN3_SP8_c.t1	Cg003G0784000
OG0009637	CP20_g4116_DN3_SP8_c.t1	Cg003G0784200
OG0009638	CP14_g23203_DN3_SP3_c.t1	Cg003G0802200
OG0009639	CP14_g23414_DN3_SP6_c.t1	Cg003G0804300
OG0009640	CP20_g4214_DN3_SP3_c.t1	Cg003G0773300
OG0009641	CP20_g4239_DN3_SP6_c.t1	Cg003G0770000
OG0009642	CP20_g4242_DN2_SP1_c.t1	Cg003G0769700
OG0009643	CP20_g4423_DN1_SP0_c.t1	Cg003G0751800
OG0009644	CP20_g4253_DN3_SP5_c.t1	Cg003G0767100
