Orthogroup	Conringia_planisiliqua	Rorippa_islandica
OG0010646	CP7_g44711_DN3_SP3_c.t1	Roisl.0213s0475.1.p
OG0010647	CP7_g44688_DN3_SP6_c.t1	Roisl.0213s0499.1.p
OG0010648	CP7_g44680_DN3_SP8_c.t1	Roisl.0213s0511.1.p
OG0010649	CP7_g44655_DN3_SP4_c.t1	Roisl.0209s0189.1.p
OG0010650	CP7_g44645_DN3_SP0_c.t1	Roisl.0209s0176.1.p
OG0010651	CP7_g44632_DN2_SP0_c.t1	Roisl.0209s0159.1.p
OG0010652	CP7_g44630_DN3_SP0_c.t1	Roisl.0209s0158.1.p
OG0010653	CP7_g44627_DN3_SP0_c.t1	Roisl.0209s0156.1.p
OG0010655	CP13_g19550_DN3_SP8_c.t1	Roisl.0011s0172.1.p
OG0010656	CP13_g19548_DN3_SP2_c.t1	Roisl.0011s0174.1.p
OG0010657	CP4_g24454_DN3_SP8_c.t1	Roisl.0028s0061.1.p, Roisl.0028s0341.1.p
OG0010658	CP13_g19533_DN3_SP8_c.t1	Roisl.0011s0196.1.p
OG0010659	CP13_g19529_DN3_SP1_c.t1	Roisl.0011s0201.1.p
OG0010660	CP13_g19500_DN3_SP8_c.t1	Roisl.0011s0253.1.p
OG0010661	CP2_g47598_DN3_SP8_c.t1	Roisl.0024s0601.1.p
OG0010662	CP2_g47610_DN3_SP0_c.t1	Roisl.0024s0589.1.p
OG0010663	CP2_g47615_DN3_SP7_c.t1	Roisl.0024s0583.1.p
OG0010664	CP2_g47624_DN3_SP0_c.t1	Roisl.0024s0574.1.p
OG0010665	CP2_g47628_DN1_SP0_c.t1	Roisl.0024s0569.1.p
OG0010666	CP2_g47641_DN3_SP8_c.t1	Roisl.0024s0552.1.p
OG0010668	CP2_g47649_DN3_SP6_c.t1	Roisl.0024s0546.1.p
OG0010669	CP2_g47652_DN3_SP0_c.t1	Roisl.0024s0543.1.p
OG0010670	CP2_g47670_DN3_SP8_c.t1	Roisl.0024s0525.1.p
OG0010671	CP2_g47673_DN3_SP0_c.t1	Roisl.0024s0522.1.p
OG0010673	CP20_g4032_DN3_SP1_c.t1	Roisl.0214s0051.1.p
OG0010674	CP4_g24196_DN3_SP1_c.t1, CP2_g47708_DN2_SP0_c.t1, CP2_g47709_DN3_SP3_c.t1	Roisl.0024s0483.1.p
OG0010675	CP2_g47716_DN3_SP7_c.t1	Roisl.0024s0475.1.p
OG0010676	CP2_g47718_DN3_SP2_c.t1	Roisl.0024s0473.1.p
OG0010677	CP2_g47728_DN3_SP8_c.t1	Roisl.0024s0462.1.p
OG0010678	CP9_g29008_DN2_SP0_c.t1	Roisl.0019s0484.1.p, Roisl.0019s0269.1.p, Roisl.0209s0074.1.p, Roisl.0019s0257.1.p
OG0010679	CP2_g47746_DN3_SP3_c.t1	Roisl.0024s0441.1.p
OG0010680	CP2_g47775_DN3_SP4_c.t1	Roisl.0024s0413.1.p
OG0010681	CP2_g47794_DN3_SP0_c.t1	Roisl.0024s0395.1.p
OG0010682	CP2_g47820_DN3_SP0_c.t1	Roisl.0024s0364.1.p
OG0010683	CP2_g47826_DN2_SP0_c.t1	Roisl.0024s0359.1.p
OG0010684	CP2_g47837_DN3_SP6_c.t1	Roisl.0024s0347.1.p
OG0010685	CP2_g47864_DN3_SP8_c.t1	Roisl.0024s0318.1.p
OG0010686	CP2_g47874_DN3_SP8_c.t1	Roisl.0024s0309.1.p
OG0010688	CP2_g47885_DN3_SP8_c.t1	Roisl.0024s0298.1.p
OG0010689	CP2_g47902_DN3_SP7_c.t1	Roisl.0024s0283.1.p
OG0010690	CP2_g47909_DN3_SP8_c.t1	Roisl.0024s0276.1.p
OG0010691	CP2_g47922_DN3_SP8_c.t1	Roisl.0024s0265.1.p
OG0010692	CP2_g47928_DN2_SP0_c.t1	Roisl.0024s0260.1.p
OG0010693	CP2_g47929_DN3_SP8_c.t1	Roisl.0024s0259.1.p
OG0010694	CP2_g47933_DN3_SP8_c.t1	Roisl.0024s0255.1.p
OG0010695	CP2_g47965_DN3_SP8_c.t1	Roisl.0024s0223.1.p
OG0010696	CP2_g47970_DN3_SP8_c.t1	Roisl.0024s0214.1.p
OG0010697	CP19_g17820_DN3_SP0_c.t1	Roisl.0200s0020.1.p
OG0010698	CP2_g48033_DN3_SP7_c.t1	Roisl.0024s0141.1.p
OG0010699	CP2_g48042_DN3_SP8_c.t1	Roisl.0024s0129.1.p
OG0010700	CP2_g48049_DN3_SP8_c.t1	Roisl.0024s0120.1.p
OG0010701	CP2_g48079_DN3_SP4_c.t1	Roisl.0080s0021.1.p
OG0010702	CP2_g48089_DN3_SP1_c.t1	Roisl.0080s0034.1.p
OG0010703	CP2_g48128_DN3_SP0_c.t1	Roisl.0080s0076.1.p
OG0010704	CP2_g48139_DN3_SP6_c.t1	Roisl.0080s0087.1.p
OG0010705	CP2_g48166_DN3_SP6_c.t1	Roisl.0080s0117.1.p
OG0010706	CP2_g48229_DN3_SP0_c.t1	Roisl.0080s0187.1.p
OG0010707	CP2_g48252_DN3_SP5_c.t1	Roisl.0210s1984.1.p
OG0010708	CP2_g48254_DN3_SP0_c.t1	Roisl.0210s1987.1.p
OG0010709	CP2_g48255_DN3_SP1_c.t1	Roisl.0210s1988.1.p
OG0010710	CP2_g47983_DN3_SP0_c.t1	Roisl.0082s0106.1.p
OG0010712	CP2_g48285_DN3_SP1_c.t1	Roisl.0210s2026.1.p
OG0010713	CP11_g33348_DN3_SP2_c.t1	Roisl.0042s0115.1.p
OG0010714	CP2_g48311_DN3_SP0_c.t1	Roisl.0210s2056.1.p
OG0010715	CP2_g48320_DN3_SP0_c.t1	Roisl.0046s0073.1.p
OG0010716	CP2_g48322_DN3_SP8_c.t1	Roisl.0046s0074.1.p
OG0010717	CP2_g48329_DN3_SP1_c.t1	Roisl.0046s0080.1.p
OG0010718	CP2_g48333_DN3_SP5_c.t1	Roisl.0046s0083.1.p
OG0010719	CP2_g48340_DN3_SP2_c.t1	Roisl.0046s0089.1.p
OG0010721	CP2_g48372_DN3_SP0_c.t1	Roisl.0046s0125.1.p
OG0010723	CP2_g48378_DN3_SP0_c.t1	Roisl.0046s0137.1.p
OG0010724	CP2_g48387_DN3_SP2_c.t1	Roisl.0046s0146.1.p
OG0010725	CP2_g48405_DN3_SP0_c.t1	Roisl.0046s0168.1.p
OG0010726	CP2_g48461_DN3_SP8_c.t1	Roisl.0046s0237.1.p
OG0010727	CP2_g48468_DN3_SP0_c.t1	Roisl.0046s0242.1.p
OG0010728	CP2_g48469_DN3_SP8_c.t1	Roisl.0046s0243.1.p
OG0010729	CP12_g31014_DN3_SP6_c.t1	Roisl.0049s0013.1.p
OG0010730	CP2_g48488_DN2_SP3_c.t1	Roisl.0046s0269.1.p
OG0010731	CP2_g48489_DN3_SP7_c.t1	Roisl.0046s0270.1.p
OG0010732	CP8_g54383_DN3_SP4_c.t1	Roisl.0210s1669.1.p
OG0010733	CP8_g54397_DN3_SP5_c.t1	Roisl.0210s1654.1.p
OG0010735	CP8_g54345_DN3_SP8_c.t1	Roisl.0210s1703.1.p
OG0010736	CP8_g54337_DN3_SP2_c.t1	Roisl.0210s1711.1.p
OG0010738	CP8_g54318_DN3_SP7_c.t1	Roisl.0210s1730.1.p
OG0010739	CP8_g54317_DN3_SP5_c.t1	Roisl.0210s1732.1.p
OG0010740	CP8_g54313_DN1_SP7_c.t1	Roisl.0210s1736.1.p
OG0010741	CP8_g54304_DN3_SP7_c.t1	Roisl.0210s1745.1.p
OG0010742	CP8_g54289_DN3_SP3_c.t1	Roisl.0210s1760.1.p
OG0010743	CP8_g54265_DN3_SP0_c.t1	Roisl.0210s1786.1.p
OG0010744	CP268_g6518_DN3_SP0_c.t1, CP8_g54257_DN3_SP0_c.t1	Roisl.0210s1794.1.p
OG0010746	CP8_g54233_DN3_SP8_c.t1	Roisl.0210s1817.1.p
OG0010747	CP8_g54217_DN3_SP0_c.t1	Roisl.0210s1837.1.p
OG0010748	CP8_g54209_DN3_SP3_c.t1	Roisl.0210s1845.1.p
OG0010749	CP8_g54205_DN3_SP8_c.t1	Roisl.0210s1849.1.p
OG0010750	CP8_g54203_DN3_SP0_c.t1	Roisl.0210s1850.1.p
OG0010751	CP8_g54198_DN2_SP1_c.t1	Roisl.0210s1855.1.p
OG0010752	CP8_g54192_DN3_SP8_c.t1	Roisl.0210s1861.1.p
OG0010753	CP8_g54170_DN3_SP0_c.t1	Roisl.0210s1886.1.p
OG0010754	CP8_g54166_DN3_SP0_c.t1	Roisl.0210s1892.1.p
OG0010755	CP8_g54155_DN3_SP0_c.t1	Roisl.0210s1907.1.p
OG0010757	CP8_g54147_DN3_SP8_c.t1	Roisl.0210s1916.1.p
OG0010758	CP8_g54145_DN2_SP0_c.t1	Roisl.0189s0268.1.p, Roisl.0027s0045.1.p
OG0010759	CP8_g54142_DN2_SP4_c.t1	Roisl.0210s1921.1.p
OG0010760	CP8_g54126_DN3_SP8_c.t1	Roisl.0210s1939.1.p
OG0010761	CP8_g54098_DN3_SP8_c.t1	Roisl.0080s0193.1.p
OG0010762	CP8_g54071_DN3_SP0_c.t1	Roisl.0080s0223.1.p
OG0010763	CP8_g54066_DN3_SP8_c.t1	Roisl.0080s0226.1.p
OG0010764	CP8_g54060_DN3_SP1_c.t1	Roisl.0080s0233.1.p
OG0010765	CP4_g24677_DN3_SP3_c.t1	Roisl.0028s0590.1.p
OG0010766	CP8_g53973_DN3_SP3_c.t1	Roisl.0080s0318.1.p
OG0010767	CP8_g53968_DN3_SP0_c.t1	Roisl.0080s0324.1.p
OG0010768	CP8_g53959_DN3_SP4_c.t1	Roisl.0080s0333.1.p
OG0010769	CP8_g53958_DN3_SP1_c.t1	Roisl.0080s0334.1.p
OG0010770	CP8_g53954_DN3_SP0_c.t1	Roisl.0080s0339.1.p
OG0010771	CP8_g53953_DN3_SP8_c.t1	Roisl.0080s0340.1.p
OG0010772	CP8_g53919_DN3_SP7_c.t1	Roisl.0080s0377.1.p
OG0010773	CP8_g53913_DN2_SP0_c.t1	Roisl.0080s0385.1.p
OG0010774	CP8_g53906_DN3_SP8_c.t1	Roisl.0080s0392.1.p
OG0010775	CP8_g53884_DN3_SP8_c.t1	Roisl.0080s0407.1.p
OG0010777	CP8_g53876_DN3_SP2_c.t1	Roisl.0080s0416.1.p
OG0010778	CP8_g53837_DN2_SP0_c.t1	Roisl.0080s0459.1.p
OG0010779	CP8_g53828_DN3_SP8_c.t1	Roisl.0080s0468.1.p
OG0010780	CP8_g53827_DN3_SP5_c.t1	Roisl.0080s0469.1.p
OG0010781	CP8_g53826_DN3_SP4_c.t1	Roisl.0080s0470.1.p
OG0010782	CP8_g53820_DN3_SP0_c.t1	Roisl.0080s0476.1.p
OG0010783	CP8_g53810_DN3_SP8_c.t1	Roisl.0080s0484.1.p
OG0010784	CP8_g53799_DN3_SP5_c.t1	Roisl.0080s0494.1.p
OG0010785	CP8_g53802_DN3_SP8_c.t1	Roisl.0080s0491.1.p
OG0010786	CP8_g53801_DN3_SP0_c.t1	Roisl.0080s0492.1.p
OG0010787	CP8_g53797_DN3_SP0_c.t1	Roisl.0080s0496.1.p
OG0010788	CP8_g53787_DN3_SP4_c.t1	Roisl.0080s0506.1.p
OG0010789	CP8_g53777_DN3_SP0_c.t1	Roisl.0080s0514.1.p
OG0010790	CP8_g53774_DN2_SP0_c.t1	Roisl.0080s0518.1.p
OG0010791	CP8_g53771_DN3_SP8_c.t1	Roisl.0080s0521.1.p
OG0010792	CP8_g53766_DN3_SP6_c.t1	Roisl.0080s0528.1.p
OG0010793	CP8_g53742_DN3_SP0_c.t1	Roisl.0080s0554.1.p
OG0010794	CP8_g53717_DN3_SP7_c.t1	Roisl.0080s0583.1.p
OG0010795	CP8_g53682_DN3_SP0_c.t1	Roisl.0080s0615.1.p
OG0010796	CP8_g53667_DN3_SP8_c.t1	Roisl.0080s0633.1.p
OG0010797	CP8_g53665_DN3_SP8_c.t1	Roisl.0080s0640.1.p
OG0010798	CP8_g53656_DN3_SP2_c.t1	Roisl.0080s0654.1.p
OG0010799	CP8_g53636_DN3_SP8_c.t1	Roisl.0080s0672.1.p
OG0010800	CP8_g53603_DN3_SP3_c.t1	Roisl.0080s0709.1.p
OG0010801	CP8_g53597_DN3_SP8_c.t1	Roisl.0080s0715.1.p
OG0010802	CP8_g53587_DN3_SP0_c.t1	Roisl.0080s0725.1.p
OG0010803	CP8_g53557_DN3_SP3_c.t1	Roisl.0080s0761.1.p
OG0010804	CP8_g53555_DN3_SP8_c.t1	Roisl.0080s0763.1.p
OG0010805	CP8_g53545_DN3_SP2_c.t1	Roisl.0080s0773.1.p
OG0010806	CP9_g28880_DN3_SP3_c.t1	Roisl.0019s0254.1.p
OG0010807	CP3_g14296_DN3_SP0_c.t1	Roisl.0046s1033.1.p
OG0010808	CP8_g53517_DN3_SP0_c.t1	Roisl.0080s0794.1.p
OG0010809	CP8_g53492_DN3_SP0_c.t1	Roisl.0080s0818.1.p
OG0010810	CP8_g53486_DN2_SP0_c.t1	Roisl.0080s0827.1.p
OG0010811	CP8_g53471_DN2_SP0_c.t1	Roisl.0080s0839.1.p
OG0010812	CP8_g53463_DN3_SP3_c.t1	Roisl.0080s0846.1.p
OG0010813	CP3_g14471_DN3_SP3_c.t1	Roisl.0046s0828.1.p
OG0010814	CP3_g14481_DN3_SP6_c.t1	Roisl.0046s0820.1.p
OG0010815	CP3_g14494_DN3_SP8_c.t1	Roisl.0046s0805.1.p
OG0010817	CP8_g53386_DN3_SP2_c.t1	Roisl.0052s0040.1.p
OG0010818	CP8_g53394_DN3_SP1_c.t1	Roisl.0052s0047.1.p
OG0010820	CP11_g32081_DN3_SP8_c.t1	Roisl.0191s0678.1.p
OG0010821	CP30_g9986_DN3_SP6_c.t1	Roisl.0020s0015.1.p
OG0010822	CP11_g32061_DN3_SP3_c.t1	Roisl.0082s0430.1.p
OG0010823	CP11_g32051_DN3_SP0_c.t1	Roisl.0082s0421.1.p
OG0010824	CP11_g32050_DN3_SP0_c.t1	Roisl.0082s0420.1.p
OG0010825	CP11_g32034_DN3_SP8_c.t1	Roisl.0082s0407.1.p
OG0010826	CP11_g32031_DN3_SP0_c.t1	Roisl.0082s0404.1.p
OG0010827	CP11_g32027_DN3_SP1_c.t1	Roisl.0082s0401.1.p
OG0010828	CP11_g33171_DN3_SP8_c.t1	Roisl.0210s0464.1.p
OG0010830	CP7_g45214_DN3_SP2_c.t1	Roisl.0191s0448.1.p
OG0010831	CP11_g33294_DN3_SP5_c.t1	Roisl.0210s0437.1.p
OG0010832	CP11_g33291_DN3_SP0_c.t1	Roisl.0210s0434.1.p
OG0010833	CP11_g33290_DN3_SP8_c.t1	Roisl.0210s0433.1.p
OG0010834	CP11_g33284_DN2_SP0_c.t1	Roisl.0210s0428.1.p
OG0010835	CP11_g33275_DN3_SP8_c.t1	Roisl.0210s0415.1.p
OG0010836	CP11_g33249_DN3_SP6_c.t1	Roisl.0042s0004.1.p
OG0010837	CP11_g33216_DN3_SP5_c.t1	Roisl.0042s0037.1.p
OG0010838	CP11_g33213_DN3_SP7_c.t1	Roisl.0042s0040.1.p
OG0010839	CP11_g33202_DN3_SP6_c.t1	Roisl.0042s0050.1.p
OG0010840	CP11_g33200_DN3_SP8_c.t1	Roisl.0042s0052.1.p
OG0010841	CP11_g33344_DN3_SP5_c.t1	Roisl.0042s0108.1.p
OG0010842	CP11_g33349_DN2_SP0_c.t1	Roisl.0042s0116.1.p
OG0010843	CP11_g33350_DN3_SP1_c.t1	Roisl.0042s0117.1.p
OG0010844	CP11_g33357_DN2_SP0_c.t1	Roisl.0042s0125.1.p
OG0010845	CP11_g33362_DN3_SP0_c.t1	Roisl.0042s0132.1.p
OG0010848	CP11_g33398_DN3_SP0_c.t1	Roisl.0042s0159.1.p
OG0010849	CP11_g33415_DN3_SP7_c.t1	Roisl.0030s0205.1.p
OG0010850	CP16_g55069_DN3_SP4_c.t1	Roisl.0021s0601.1.p
OG0010851	CP11_g33444_DN3_SP6_c.t1	Roisl.0030s0176.1.p
OG0010852	CP3_g15183_DN1_SP0_c.t1, CP5_g2373_DN2_SP0_c.t1, CP7_g45319_DN3_SP8_c.t1	Roisl.0191s0329.1.p
OG0010853	CP11_g33458_DN3_SP0_c.t1	Roisl.0030s0162.1.p
OG0010854	CP11_g33501_DN2_SP0_c.t1	Roisl.0030s0116.1.p
OG0010855	CP11_g33513_DN3_SP2_c.t1	Roisl.0030s0101.1.p
OG0010856	CP11_g33515_DN3_SP0_c.t1	Roisl.0030s0098.1.p
OG0010857	CP11_g33525_DN3_SP3_c.t1	Roisl.0030s0086.1.p
OG0010858	CP11_g33551_DN3_SP2_c.t1	Roisl.0030s0064.1.p
OG0010859	CP11_g33567_DN3_SP8_c.t1	Roisl.0030s0045.1.p
OG0010860	CP11_g33568_DN3_SP8_c.t1	Roisl.0006s0104.1.p
OG0010861	CP11_g33579_DN2_SP2_c.t1	Roisl.0030s0027.1.p
OG0010862	CP11_g33604_DN3_SP2_c.t1	Roisl.0034s0169.1.p
OG0010864	CP11_g33620_DN2_SP7_c.t1	Roisl.0034s0162.1.p
OG0010865	CP11_g33624_DN3_SP8_c.t1	Roisl.0034s0158.1.p
OG0010866	CP11_g33650_DN3_SP8_c.t1	Roisl.0034s0129.1.p
OG0010867	CP11_g33656_DN3_SP0_c.t1, CP11_g33657_DN3_SP0_c.t1	Roisl.0034s0123.1.p
OG0010868	CP11_g33660_DN3_SP6_c.t1	Roisl.0034s0120.1.p
OG0010869	CP11_g33674_DN3_SP8_c.t1	Roisl.0034s0106.1.p
OG0010871	CP11_g33684_DN3_SP6_c.t1	Roisl.0034s0093.1.p
OG0010872	CP11_g33697_DN3_SP4_c.t1	Roisl.0034s0081.1.p
OG0010873	CP11_g33704_DN3_SP0_c.t1	Roisl.0034s0072.1.p, Roisl.0034s0077.1.p
OG0010874	CP11_g33731_DN3_SP6_c.t1	Roisl.0034s0044.1.p
OG0010875	CP10_g43886_DN3_SP0_c.t1	Roisl.0028s0212.1.p, Roisl.0034s0023.1.p
OG0010876	CP11_g33760_DN3_SP3_c.t1	Roisl.0034s0015.1.p
OG0010877	CP11_g33767_DN3_SP8_c.t1	Roisl.0034s0009.1.p
OG0010878	CP5_g1357_DN3_SP2_c.t1	Roisl.0009s0176.1.p
OG0010879	CP5_g1354_DN3_SP0_c.t1	Roisl.0009s0173.1.p
OG0010880	CP19_g17939_DN3_SP8_c.t1	Roisl.0009s0132.1.p
OG0010881	CP19_g17913_DN3_SP8_c.t1	Roisl.0009s0110.1.p
OG0010882	CP19_g17889_DN3_SP5_c.t1	Roisl.0009s0090.1.p
OG0010883	CP19_g17884_DN3_SP5_c.t1	Roisl.0009s0085.1.p
OG0010884	CP19_g17868_DN3_SP0_c.t1	Roisl.0009s0068.1.p
OG0010885	CP5_g3245_DN3_SP0_c.t1, CP44_g20918_DN3_SP0_c.t1	Roisl.0214s0510.1.p
OG0010886	CP19_g17819_DN3_SP8_c.t1	Roisl.0200s0022.1.p
OG0010887	CP9_g29739_DN3_SP4_c.t1	Roisl.0115s0007.1.p
OG0010888	CP9_g29748_DN3_SP0_c.t1	Roisl.0115s0016.1.p
OG0010890	CP9_g29684_DN3_SP1_c.t1	Roisl.0115s0068.1.p, Roisl.0115s0067.1.p
OG0010891	CP9_g29674_DN3_SP3_c.t1	Roisl.0115s0078.1.p
OG0010893	CP9_g29627_DN3_SP8_c.t1	Roisl.0115s0131.1.p
OG0010894	CP9_g29599_DN3_SP8_c.t1	Roisl.0115s0160.1.p
OG0010895	CP9_g29574_DN3_SP0_c.t1	Roisl.0115s0192.1.p
OG0010896	CP9_g29544_DN3_SP8_c.t1	Roisl.0115s0221.1.p
OG0010897	CP3_g14753_DN1_SP0_c.t1	Roisl.0209s0356.1.p
OG0010898	CP9_g29502_DN3_SP0_c.t1	Roisl.0004s0026.1.p, Roisl.0209s0665.1.p
OG0010899	CP5_g227_DN3_SP1_c.t1	Roisl.0001s0415.1.p
OG0010900	CP9_g29478_DN3_SP0_c.t1	Roisl.0004s0052.1.p
OG0010901	CP9_g29468_DN3_SP7_c.t1	Roisl.0004s0066.1.p
OG0010902	CP9_g29465_DN3_SP0_c.t1	Roisl.0004s0074.1.p
OG0010903	CP9_g29450_DN3_SP6_c.t1	Roisl.0004s0089.1.p
OG0010904	CP9_g29447_DN3_SP2_c.t1	Roisl.0004s0091.1.p
OG0010905	CP9_g29428_DN3_SP3_c.t1	Roisl.0004s0108.1.p
OG0010906	CP9_g29414_DN3_SP2_c.t1	Roisl.0004s0126.1.p
OG0010907	CP9_g29402_DN3_SP1_c.t1	Roisl.0004s0139.1.p
OG0010908	CP9_g29386_DN3_SP4_c.t1	Roisl.0004s0155.1.p
OG0010909	CP9_g29384_DN2_SP0_c.t1	Roisl.0004s0157.1.p
OG0010910	CP9_g29368_DN3_SP8_c.t1	Roisl.0004s0172.1.p
OG0010911	CP9_g29351_DN3_SP7_c.t1	Roisl.0004s0188.1.p
OG0010912	CP9_g29302_DN3_SP0_c.t1, CP9_g29301_DN3_SP1_c.t1	Roisl.0004s0232.1.p
OG0010913	CP12_g30364_DN3_SP0_c.t1	Roisl.0115s0330.1.p
OG0010914	CP3_g16538_DN3_SP2_c.t1	Roisl.0087s0015.1.p
OG0010915	CP9_g29271_DN3_SP2_c.t1	Roisl.0004s0263.1.p
OG0010916	CP16_g55076_DN3_SP2_c.t1	Roisl.0021s0612.1.p, Roisl.0021s0613.1.p
OG0010917	CP2_g48867_DN3_SP1_c.t1	Roisl.0004s0287.1.p
OG0010918	CP1_g36791_DN2_SP0_c.t1	Roisl.0210s0208.1.p
OG0010919	CP9_g29211_DN3_SP2_c.t1	Roisl.0004s0324.1.p
OG0010920	CP9_g29170_DN3_SP8_c.t1	Roisl.0004s0363.1.p
OG0010921	CP9_g29151_DN2_SP8_c.t1	Roisl.0004s0382.1.p
OG0010922	CP9_g29147_DN2_SP0_c.t1	Roisl.0004s0386.1.p
OG0010923	CP10_g43795_DN3_SP8_c.t1	Roisl.0066s0194.1.p
OG0010924	CP10_g43794_DN3_SP8_c.t1	Roisl.0066s0193.1.p
OG0010925	CP10_g43780_DN3_SP6_c.t1	Roisl.0066s0177.1.p
OG0010926	CP12_g30270_DN3_SP5_c.t1	Roisl.0074s0003.1.p
OG0010927	CP8_g53421_DN3_SP0_c.t1	Roisl.0080s0887.1.p, Roisl.0015s0181.1.p
OG0010928	CP3_g14652_DN3_SP0_c.t1	Roisl.0209s0459.1.p
OG0010929	CP3_g14649_DN3_SP8_c.t1	Roisl.0209s0462.1.p
OG0010930	CP7_g46481_DN1_SP8_c.t1	Roisl.0007s0813.1.p
OG0010931	CP7_g46462_DN3_SP6_c.t1	Roisl.0007s0779.1.p
OG0010932	CP7_g46378_DN3_SP7_c.t1	Roisl.0006s0540.1.p
OG0010933	CP7_g46328_DN3_SP8_c.t1	Roisl.0006s0488.1.p
OG0010934	CP1_g39067_DN3_SP8_c.t1	Roisl.0179s0024.1.p
OG0010935	CP7_g46293_DN3_SP0_c.t1	Roisl.0006s0448.1.p
OG0010936	CP7_g46288_DN3_SP1_c.t1	Roisl.0006s0441.1.p
OG0010937	CP7_g46273_DN3_SP1_c.t1	Roisl.0006s0425.1.p
OG0010938	CP7_g46267_DN3_SP5_c.t1	Roisl.0006s0421.1.p
OG0010939	CP7_g46238_DN3_SP0_c.t1	Roisl.0006s0390.1.p
OG0010940	CP18_g12108_DN3_SP8_c.t1	Roisl.0198s0054.1.p
OG0010941	CP7_g46234_DN3_SP4_c.t1	Roisl.0006s0385.1.p
OG0010942	CP4_g25130_DN3_SP8_c.t1	Roisl.0028s1043.1.p
OG0010943	CP4_g25125_DN3_SP0_c.t1	Roisl.0028s1049.1.p
OG0010944	CP4_g25124_DN1_SP0_c.t1	Roisl.0028s1050.1.p
OG0010945	CP4_g25101_DN3_SP8_c.t1	Roisl.0054s0017.1.p
OG0010946	CP4_g25092_DN3_SP0_c.t1	Roisl.0054s0025.1.p
OG0010947	CP4_g25078_DN3_SP0_c.t1	Roisl.0054s0038.1.p
OG0010948	CP3_g14932_DN3_SP3_c.t1	Roisl.0027s0105.1.p
OG0010949	CP3_g14960_DN3_SP6_c.t1	Roisl.0027s0089.1.p
OG0010950	CP3_g15212_DN3_SP5_c.t1	Roisl.0037s0003.1.p
OG0010951	CP13_g19130_DN3_SP6_c.t1	Roisl.0188s0054.1.p
OG0010952	CP5_g3311_DN3_SP2_c.t1	Roisl.0213s0010.1.p
OG0010953	CP5_g2119_DN3_SP8_c.t1	Roisl.0053s0069.1.p
OG0010954	CP8_g53244_DN3_SP0_c.t1	Roisl.0031s0060.1.p
OG0010955	CP8_g52594_DN3_SP3_c.t1	Roisl.0214s0176.1.p
OG0010956	CP8_g52223_DN3_SP5_c.t1	Roisl.0214s0075.1.p
OG0010957	CP6_g8903_DN3_SP8_c.t1	Roisl.0213s0020.1.p
OG0010958	CP6_g8643_DN3_SP0_c.t1	Roisl.0058s0050.1.p
OG0010959	CP6_g8267_DN3_SP4_c.t1	Roisl.0058s0014.1.p
OG0010960	CP6_g7762_DN3_SP0_c.t1	Roisl.0075s0056.1.p
OG0010961	CP6_g7598_DN3_SP0_c.t1	Roisl.0075s0106.1.p
OG0010962	CP6_g7589_DN3_SP0_c.t1	Roisl.0075s0123.1.p, Roisl.0075s0122.1.p
OG0010963	CP7_g46266_DN3_SP6_c.t1	Roisl.0038s0019.1.p
OG0010964	CP6_g7545_DN3_SP1_c.t1	Roisl.0075s0151.1.p
OG0010965	CP6_g7529_DN3_SP0_c.t1	Roisl.0075s0168.1.p
OG0010966	CP6_g7557_DN3_SP8_c.t1	Roisl.0082s0090.1.p
OG0010967	CP6_g7483_DN3_SP6_c.t1	Roisl.0075s0216.1.p
OG0010968	CP6_g7444_DN3_SP2_c.t1	Roisl.0002s0248.1.p
OG0010969	CP5_g1574_DN3_SP8_c.t1	Roisl.0213s0854.1.p
OG0010970	CP6_g7420_DN3_SP4_c.t1	Roisl.0002s0226.1.p
OG0010971	CP13_g19357_DN3_SP8_c.t1	Roisl.0011s0433.1.p
OG0010973	CP6_g7378_DN3_SP8_c.t1	Roisl.0002s0194.1.p
OG0010974	CP6_g7354_DN1_SP1_c.t1	Roisl.0002s0161.1.p
OG0010975	CP6_g7332_DN2_SP2_c.t1	Roisl.0002s0138.1.p
OG0010976	CP7_g45595_DN3_SP0_c.t1	Roisl.0191s0009.1.p
OG0010977	CP8_g52175_DN3_SP8_c.t1	Roisl.0214s0066.1.p
OG0010978	CP1_g39175_DN3_SP0_c.t1, CP6_g7282_DN3_SP6_c.t1	Roisl.0002s0091.1.p
OG0010979	CP6_g7277_DN3_SP8_c.t1	Roisl.0002s0085.1.p
OG0010980	CP6_g7289_DN3_SP5_c.t1	Roisl.0002s0094.1.p
OG0010981	CP9_g28928_DN3_SP8_c.t1	Roisl.0019s0193.1.p
OG0010982	CP9_g28946_DN3_SP0_c.t1	Roisl.0019s0172.1.p
OG0010983	CP9_g28947_DN3_SP0_c.t1	Roisl.0019s0171.1.p
OG0010984	CP9_g28973_DN3_SP8_c.t1	Roisl.0019s0145.1.p
OG0010985	CP9_g28977_DN3_SP7_c.t1	Roisl.0019s0141.1.p
OG0010986	CP9_g28988_DN1_SP0_c.t1	Roisl.0019s0126.1.p
OG0010987	CP9_g28992_DN3_SP8_c.t1	Roisl.0019s0123.1.p
OG0010988	CP9_g29001_DN3_SP5_c.t1	Roisl.0019s0112.1.p
OG0010989	CP4_g25150_DN3_SP5_c.t1	Roisl.0028s1015.1.p
OG0010990	CP9_g29017_DN3_SP0_c.t1	Roisl.0019s0095.1.p
