Orthogroup	Conringia_planisiliqua	Brassica_rapa
OG0006757	CP2_g48773_DN3_SP0_c.t1, CP10_g42741_DN3_SP8_c.t1	XP_009134962.1
OG0006758	CP10_g42746_DN3_SP3_c.t1	XP_009147082.2
OG0006759	CP10_g42749_DN3_SP0_c.t1	XP_009147078.1, XP_009134965.2
OG0006760	CP10_g42758_DN2_SP2_c.t1	XP_009147068.1, XP_009134973.1
OG0006761	CP10_g42772_DN3_SP0_c.t1	XP_009147053.1
OG0006762	CP10_g42786_DN3_SP8_c.t1	XP_018512056.2, XP_009147036.1
OG0006763	CP10_g42790_DN3_SP0_c.t1	XP_009124144.1, XP_009147027.2
OG0006764	CP10_g42791_DN3_SP7_c.t1	XP_009134993.1, XP_009124140.1
OG0006765	CP2_g49223_DN3_SP1_c.t1	XP_033133401.1
OG0006765	CP10_g42844_DN3_SP3_c.t1	XP_009135088.1
OG0006766	CP10_g42865_DN3_SP3_c.t1	XP_009123532.1
OG0006767	CP10_g42883_DN3_SP2_c.t1	XP_009146945.1, XP_009135067.1
OG0006768	CP10_g42875_DN3_SP6_c.t1	XP_009123494.2, XP_009146951.1
OG0006769	CP10_g42894_DN3_SP0_c.t1	XP_033147552.1, XP_033142209.1
OG0006770	CP10_g42968_DN1_SP0_c.t1	XP_009146876.1, XP_009135031.1
OG0006771	CP10_g43103_DN3_SP0_c.t1	XP_009146724.1, XP_009121136.1
OG0006772	CP10_g43058_DN3_SP4_c.t1	XP_009146795.1, XP_009122540.1
OG0006773	CP10_g43070_DN3_SP0_c.t1	XP_009146782.1, XP_009122438.1
OG0006774	CP10_g43071_DN3_SP8_c.t1	XP_009146781.1
OG0006775	CP10_g43100_DN3_SP5_c.t1	XP_009121141.1, XP_009146731.2
OG0006776	CP10_g43122_DN3_SP0_c.t1	XP_009121284.1, XP_009135175.1
OG0006777	CP10_g43123_DN3_SP3_c.t1	XP_009135176.1
OG0006778	CP10_g43126_DN3_SP0_c.t1	XP_009121266.1, XP_033148390.1
OG0006779	CP10_g43134_DN3_SP0_c.t1	XP_009135179.1, XP_009146688.1
OG0006780	CP10_g43136_DN3_SP8_c.t1	XP_009121203.1, XP_009135180.1
OG0006782	CP10_g43205_DN3_SP0_c.t1, CP10_g43206_DN2_SP7_c.t1	XP_009146610.1
OG0006783	CP10_g43225_DN3_SP8_c.t1	XP_009146601.1, XP_009120415.1
OG0006784	CP10_g43231_DN3_SP6_c.t1	XP_009146592.1
OG0006785	CP10_g43247_DN3_SP6_c.t1	XP_009124687.1, XP_009146571.2
OG0006786	CP10_g43257_DN3_SP8_c.t1	XP_009135270.1, XP_009146560.1
OG0006787	CP4_g25625_DN3_SP6_c.t1	XP_009141143.1
OG0006788	CP10_g43328_DN3_SP8_c.t1	XP_009146466.2, XP_009117581.2, XP_033142297.1
OG0006789	CP10_g43333_DN3_SP8_c.t1	XP_009117496.1, XP_009146458.1
OG0006790	CP10_g43359_DN3_SP8_c.t1	XP_009146432.1, XP_009135345.2
OG0006792	CP10_g43385_DN3_SP0_c.t1	XP_009135364.1, XP_009146403.1
OG0006793	CP10_g43388_DN3_SP2_c.t1	XP_009117117.1, XP_009135366.1
OG0006794	CP10_g43421_DN3_SP0_c.t1	XP_009146365.1, XP_033142300.1, XP_009116867.2
OG0006796	CP10_g43445_DN3_SP6_c.t1	XP_033148717.1, XP_033148718.1, XP_033128170.1
OG0006797	CP10_g43459_DN3_SP0_c.t1	XP_009116572.1, XP_009135412.1
OG0006798	CP10_g43486_DN3_SP7_c.t1	XP_009146279.2, XP_009116457.1, XP_009135430.1
OG0006799	CP12_g29874_DN3_SP8_c.t1	XP_033148715.1
OG0006800	CP12_g29889_DN3_SP0_c.t1	XP_033148728.1, XP_009115479.1
OG0006801	CP12_g29929_DN3_SP7_c.t1	XP_009135459.1, XP_009146193.1
OG0006802	CP12_g29934_DN3_SP8_c.t1	XP_009135464.1, XP_009115193.1
OG0006803	CP12_g29973_DN3_SP8_c.t1	XP_009146160.1
OG0006804	CP12_g29978_DN3_SP8_c.t1	XP_009114819.1, XP_009146157.1
OG0006805	CP1_g36657_DN3_SP0_c.t1	XP_009118659.3, XP_009119326.1
OG0006806	CP12_g30051_DN3_SP0_c.t1	XP_009114331.1, XP_009146040.1
OG0006807	CP12_g30060_DN3_SP8_c.t1	XP_009114441.1, XP_009146032.1
OG0006808	CP12_g30081_DN3_SP8_c.t1	XP_009114030.1
OG0006809	CP12_g30090_DN3_SP0_c.t1	XP_009135533.1, XP_009146007.1
OG0006810	CP2_g50502_DN3_SP0_c.t1	XP_018512381.1
OG0006811	CP12_g30094_DN3_SP8_c.t1	XP_009145999.1, XP_009113925.1, XP_009135537.1
OG0006812	CP12_g30095_DN3_SP5_c.t1	XP_009145998.1, XP_009113905.2
OG0006813	CP12_g30110_DN3_SP8_c.t1	XP_009145979.2, XP_009113773.2
OG0006814	CP12_g30121_DN3_SP3_c.t1	XP_009113665.1, XP_009145964.1
OG0006815	CP12_g30151_DN3_SP8_c.t1	XP_009145929.1, XP_009113484.1
OG0006816	CP12_g30156_DN3_SP7_c.t1	XP_009113425.2
OG0006817	CP12_g30176_DN3_SP6_c.t1	XP_009135577.1, XP_009112744.2, XP_009145897.2
OG0006818	CP12_g30184_DN3_SP8_c.t1	XP_009112712.2
OG0006819	CP12_g30214_DN3_SP1_c.t1	XP_009112490.1, XP_033148592.1
OG0006820	CP12_g30228_DN3_SP8_c.t1	XP_009145848.1, XP_009135602.2
OG0006821	CP7_g45869_DN3_SP1_c.t1	XP_009110314.1, XP_009149366.1
OG0006822	CP12_g30343_DN3_SP6_c.t1	XP_009145697.1, XP_009111322.1
OG0006823	CP12_g30347_DN3_SP7_c.t1	XP_009135663.1, XP_009145692.1
OG0006824	CP12_g30386_DN3_SP0_c.t1	XP_009111145.2
OG0006825	CP12_g30412_DN3_SP3_c.t1	XP_009135695.1
OG0006826	CP12_g30415_DN2_SP3_c.t1	XP_009145613.1
OG0006827	CP12_g30416_DN3_SP8_c.t1	XP_009110350.1, XP_009135699.1
OG0006828	CP12_g30437_DN3_SP0_c.t1	XP_009145581.1, XP_033131748.1
OG0006829	CP12_g30447_DN3_SP4_c.t1	XP_033142090.1, XP_033142900.1, XP_009145530.1
OG0006830	CP12_g30459_DN3_SP3_c.t1	XP_009109876.1, XP_009145520.1
OG0006831	CP12_g30469_DN3_SP8_c.t1	XP_009109747.1, XP_009145507.1
OG0006832	CP1_g37268_DN3_SP7_c.t1	XP_009110798.1, XP_009148290.2
OG0006833	CP5_g1636_DN3_SP7_c.t1	XP_009139789.1, XP_009125074.1
OG0006834	CP5_g1799_DN3_SP8_c.t1	XP_018513717.2, XP_009139723.1, XP_033146342.1, XP_033146169.1
OG0006835	CP2_g48832_DN3_SP8_c.t1	XP_009151583.1, XP_009111816.1
OG0006836	CP2_g48837_DN3_SP8_c.t1	XP_033136576.1, XP_009151578.2
OG0006837	CP12_g30752_DN3_SP2_c.t1	XP_009102585.1, XP_009106355.1
OG0006840	CP12_g30517_DN3_SP0_c.t1	XP_009145473.2, XP_009109446.1
OG0006841	CP5_g1010_DN3_SP3_c.t1	XP_009109013.1, XP_033143332.1, XP_009128201.1
OG0006842	CP5_g1013_DN3_SP3_c.t1	XP_009128255.1
OG0006843	CP31_g46763_DN3_SP1_c.t1	XP_009105142.1, XP_009127380.1
OG0006844	CP36_g50964_DN2_SP0_c.t1	XP_009105140.1, XP_009127376.1
OG0006845	CP8_g54469_DN3_SP8_c.t1	XP_018512579.2, XP_009120947.1
OG0006846	CP8_g54472_DN3_SP4_c.t1	XP_009131684.1, XP_009120950.1
OG0006847	CP8_g54493_DN3_SP7_c.t1	XP_009126253.1, XP_009120971.1, XP_018511255.1
OG0006848	CP8_g54507_DN3_SP8_c.t1	XP_009131648.1, XP_009126247.1, XP_009120991.2
OG0006849	CP2_g48698_DN3_SP8_c.t1	XP_009111875.2
OG0006849	CP59_g6677_DN3_SP0_c.t1	XP_009129779.2
OG0006850	CP2_g48665_DN3_SP8_c.t1	XP_009151267.1, XP_009129811.1
OG0006851	CP2_g48791_DN3_SP8_c.t1	XP_009151640.1, XP_018510474.1, XP_009129722.1
OG0006852	CP3_g14108_DN3_SP0_c.t1	XP_009136683.1, XP_009139447.1
OG0006853	CP3_g14140_DN3_SP1_c.t1	XP_009136667.3, XP_009115936.1
OG0006854	CP3_g14149_DN3_SP5_c.t1	XP_009115921.1, XP_009139476.1
OG0006855	CP3_g14158_DN3_SP2_c.t1	XP_033137054.1
OG0006856	CP3_g14161_DN3_SP8_c.t1	XP_009139489.1, XP_009115912.1
OG0006857	CP3_g14163_DN3_SP5_c.t1	XP_009136650.1, XP_009115909.2
OG0006858	CP3_g14221_DN3_SP8_c.t1	XP_009115833.1, XP_009148992.2
OG0006859	CP3_g14226_DN3_SP0_c.t1	XP_009115819.1, XP_009136615.1, XP_009149060.1
OG0006860	CP3_g14237_DN3_SP8_c.t1	XP_009115808.1
OG0006861	CP3_g14239_DN3_SP8_c.t1	XP_009136607.1, XP_009115804.2, XP_009149195.1
OG0006862	CP1_g36448_DN3_SP0_c.t1	XP_009119719.1, XP_009133761.1
OG0006863	CP1_g36449_DN3_SP0_c.t1	XP_009119717.1
OG0006864	CP1_g36469_DN3_SP0_c.t1	XP_009119700.1, XP_009118812.1
OG0006865	CP1_g36501_DN3_SP6_c.t1	XP_009119676.1, XP_009118795.1
OG0006866	CP1_g36527_DN3_SP3_c.t1	XP_009118783.1, XP_009119651.1
OG0006867	CP1_g36819_DN3_SP8_c.t1	XP_009118769.2, XP_009111199.1, XP_009119634.1
OG0006868	CP1_g36777_DN2_SP0_c.t1	XP_009119598.3, XP_009111178.1
OG0006869	CP1_g36772_DN3_SP7_c.t1	XP_018509127.2, XP_009118739.2
OG0006870	CP1_g36763_DN3_SP8_c.t1	XP_009119579.1, XP_009111170.1, XP_009118718.1
OG0006871	CP1_g36692_DN3_SP0_c.t1	XP_009118687.1, XP_009119356.1, XP_009111139.1
OG0006872	CP1_g36651_DN3_SP3_c.t1	XP_009111226.3, XP_009119320.1
OG0006873	CP10_g44047_DN2_SP0_c.t1	XP_009136277.1
OG0006873	CP10_g44043_DN3_SP0_c.t1	XP_033131786.1
OG0006874	CP1_g36617_DN3_SP1_c.t1	XP_009118633.2, XP_033138335.1
OG0006876	CP1_g36599_DN3_SP7_c.t1	XP_009119257.1
OG0006877	CP3_g14934_DN2_SP0_c.t1	XP_033136887.1, XP_009150319.1
OG0006878	CP1_g36583_DN3_SP0_c.t1	XP_009111071.1, XP_009147941.1
OG0006879	CP1_g36565_DN3_SP0_c.t1	XP_009119209.1, XP_009111064.1
OG0006880	CP1_g36549_DN3_SP8_c.t1	XP_009119172.1, XP_009118603.1
OG0006881	CP1_g36854_DN3_SP7_c.t1, CP10_g44061_DN2_SP0_c.t1	XP_009111046.1
OG0006882	CP1_g36898_DN3_SP8_c.t1	XP_009118557.1, XP_009119090.1
OG0006883	CP1_g36900_DN3_SP2_c.t1	XP_033132331.1, XP_009119088.1
OG0006884	CP1_g36934_DN3_SP5_c.t1	XP_009118535.2, XP_009119057.2
OG0006885	CP1_g36942_DN3_SP5_c.t1	XP_009119048.2, XP_009110979.1
OG0006886	CP1_g36971_DN3_SP0_c.t1	XP_009119027.1, XP_009118476.1
OG0006887	CP1_g36981_DN3_SP8_c.t1	XP_009119009.1, XP_009110969.2
OG0006888	CP1_g36983_DN3_SP0_c.t1	XP_033132340.1, XP_009118467.1, XP_033138399.1
OG0006889	CP19_g18213_DN3_SP2_c.t1	XP_009109248.1, XP_009138021.1
OG0006890	CP13_g20137_DN3_SP0_c.t1, CP1_g37088_DN3_SP2_c.t1	XP_033128425.1, XP_009148224.2
OG0006891	CP1_g37102_DN3_SP6_c.t1	XP_009110902.2, XP_018510627.1
OG0006892	CP1_g37109_DN3_SP7_c.t1	XP_033129904.1, XP_009118382.2
OG0006893	CP4_g25800_DN2_SP0_c.t1	XP_009118378.1
OG0006893	CP1_g37118_DN3_SP2_c.t1	XP_009148096.1
OG0006894	CP1_g37129_DN3_SP6_c.t1	XP_009148105.1, XP_009110890.1
OG0006895	CP1_g37162_DN2_SP0_c.t1	XP_033132226.1, XP_009110874.2, XP_009148133.1
OG0006896	CP1_g37171_DN3_SP0_c.t1	XP_033133677.1, XP_033136771.1, XP_009148147.1
OG0006897	CP1_g37177_DN3_SP2_c.t1	XP_009118331.1
OG0006898	CP1_g37192_DN3_SP0_c.t1	XP_009148169.1, XP_009110852.2
OG0006899	CP1_g37210_DN1_SP0_c.t1	XP_033133464.1, XP_033130079.1
OG0006900	CP1_g37255_DN3_SP5_c.t1	XP_009148276.1, XP_033133423.1
OG0006901	CP1_g37283_DN3_SP8_c.t1	XP_009148315.1, XP_009118285.1
OG0006902	CP1_g37299_DN3_SP0_c.t1	XP_009148336.1
OG0006903	CP1_g37332_DN3_SP6_c.t1	XP_009148369.1
OG0006904	CP1_g37341_DN3_SP7_c.t1	XP_033132794.1, XP_009148380.1
OG0006905	CP1_g37376_DN3_SP0_c.t1	XP_009118210.1, XP_009148416.1
OG0006906	CP1_g37400_DN3_SP7_c.t1	XP_009144402.2, XP_009148438.1
OG0006907	CP1_g37412_DN3_SP5_c.t1	XP_009148446.1
OG0006908	CP1_g37415_DN3_SP8_c.t1	XP_009110740.2, XP_018509649.1
OG0006909	CP1_g37417_DN3_SP0_c.t1	XP_009148450.1
OG0006910	CP1_g37421_DN3_SP8_c.t1	XP_009148457.1, XP_009118196.1
OG0006912	CP1_g37458_DN3_SP0_c.t1	XP_033133761.1, XP_009118184.2
OG0006913	CP1_g37462_DN2_SP0_c.t1	XP_033136606.1, XP_009148493.1
OG0006914	CP1_g37475_DN3_SP0_c.t1	XP_018509496.1
OG0006915	CP1_g37477_DN3_SP0_c.t1	XP_009118177.1
OG0006916	CP1_g37519_DN3_SP8_c.t1	XP_009118113.1, XP_009110669.1
OG0006917	CP1_g37528_DN3_SP8_c.t1	XP_009110661.2, XP_033128160.1, XP_018509748.1
OG0006918	CP1_g37542_DN3_SP8_c.t1	XP_018510663.1, XP_009148594.1
OG0006919	CP8_g54661_DN3_SP5_c.t1	XP_009111502.1
OG0006920	CP1_g37564_DN3_SP0_c.t1	XP_009110631.1
OG0006921	CP1_g37597_DN3_SP8_c.t1	XP_009118041.1, XP_009110609.1
OG0006922	CP1_g37603_DN3_SP0_c.t1	XP_009118035.1, XP_009148550.2
OG0006923	CP1_g37675_DN3_SP5_c.t1	XP_009123953.2, XP_009117978.2
OG0006924	CP1_g37690_DN2_SP0_c.t1	XP_009110572.1, XP_009117958.1
OG0006925	CP1_g37692_DN3_SP3_c.t1	XP_033133747.1, XP_009117956.1, XP_009148672.2
OG0006926	CP1_g37698_DN3_SP7_c.t1	XP_033133768.1, XP_009117949.1, XP_009148678.1
OG0006927	CP1_g37742_DN3_SP7_c.t1	XP_009117905.1, XP_009148734.1
OG0006928	CP1_g37764_DN3_SP3_c.t1	XP_009110537.2, XP_009148836.1
OG0006929	CP1_g37789_DN3_SP3_c.t1	XP_009148868.1
OG0006930	CP1_g37790_DN3_SP8_c.t1	XP_009110515.1, XP_009148869.1
OG0006931	CP1_g37815_DN3_SP0_c.t1	XP_033128878.1, XP_009117848.1
OG0006932	CP1_g37827_DN3_SP5_c.t1	XP_033129075.1, XP_009110501.2
OG0006933	CP7_g46194_DN2_SP5_c.t1	XP_009110488.2
OG0006934	CP7_g46185_DN3_SP1_c.t1	XP_033132724.1, XP_009148935.1
OG0006935	CP7_g46157_DN3_SP6_c.t1	XP_009110473.2, XP_009148973.2, XP_033134666.1
OG0006936	CP7_g46152_DN3_SP8_c.t1	XP_009149012.1, XP_009117802.1, XP_009110471.1
OG0006937	CP9_g29621_DN3_SP8_c.t1	XP_009149039.1
OG0006938	CP7_g46121_DN3_SP8_c.t1	XP_009117776.1
OG0006939	CP13_g19212_DN3_SP8_c.t1	XP_009129384.1, XP_009111588.1
OG0006940	CP7_g46063_DN3_SP0_c.t1	XP_009149120.1, XP_033136147.1
OG0006941	CP7_g46058_DN3_SP8_c.t1	XP_009110435.1, XP_009149126.1
OG0006942	CP7_g46027_DN3_SP0_c.t1	XP_009149163.1, XP_009117716.1
OG0006943	CP7_g46011_DN2_SP0_c.t1	XP_033129817.1, XP_009110414.1
OG0006944	CP7_g45986_DN3_SP0_c.t1	XP_009110398.1, XP_009149214.1
OG0006945	CP8_g53026_DN3_SP0_c.t1, CP7_g45980_DN3_SP1_c.t1, CP8_g53027_DN3_SP0_c.t1	XP_009110396.1
OG0006947	CP7_g45967_DN3_SP1_c.t1	XP_009149234.1, XP_009117641.1
OG0006948	CP7_g45965_DN3_SP8_c.t1	XP_009110383.1, XP_009149237.2
OG0006949	CP7_g45955_DN3_SP5_c.t1	XP_009110374.1, XP_009117637.1
OG0006950	CP7_g45922_DN3_SP5_c.t1	XP_009110347.2, XP_009149277.1
OG0006951	CP7_g45909_DN3_SP0_c.t1	XP_009149289.1, XP_033132670.1
OG0006952	CP7_g45894_DN3_SP3_c.t1	XP_009110336.2, XP_009149338.1
OG0006953	CP7_g45865_DN3_SP7_c.t1	XP_009117579.2, XP_009110311.1, XP_033128967.1
OG0006954	CP7_g45834_DN3_SP8_c.t1	XP_009149398.1, XP_009110292.2
OG0006955	CP7_g45805_DN2_SP0_c.t1	XP_009149439.1, XP_009103382.1
OG0006956	CP7_g45801_DN3_SP1_c.t1	XP_009149444.1
OG0006957	CP7_g45749_DN3_SP0_c.t1	XP_009110239.1
OG0006957	CP7_g45748_DN3_SP0_c.t1	XP_009149502.1
OG0006958	CP7_g45704_DN3_SP8_c.t1	XP_009110221.1, XP_009149539.1, XP_009103334.1
OG0006959	CP7_g45687_DN3_SP0_c.t1	XP_009103326.1, XP_009149561.1, XP_033132216.1
OG0006960	CP7_g45678_DN3_SP0_c.t1	XP_033129834.1, XP_033132214.1, XP_009103319.1
OG0006961	CP7_g45666_DN2_SP0_c.t1	XP_009107493.1
OG0006962	CP7_g45639_DN3_SP8_c.t1	XP_009110187.1, XP_009149658.1
OG0006963	CP7_g45633_DN3_SP8_c.t1	XP_009110183.1
OG0006965	CP7_g45592_DN3_SP8_c.t1	XP_009110166.1, XP_009149705.1
OG0006967	CP7_g45579_DN3_SP0_c.t1	XP_033133630.1, XP_009145377.1
OG0006968	CP13_g20043_DN3_SP8_c.t1	XP_009101620.2
OG0006969	CP12_g29943_DN2_SP0_c.t1	XP_009135466.2, XP_009146189.1, XP_009115140.2
OG0006970	CP9_g28792_DN3_SP1_c.t1	XP_009105836.1
OG0006971	CP9_g28757_DN3_SP8_c.t1	XP_009105798.1
OG0006972	CP9_g28727_DN3_SP5_c.t1	XP_033130196.1, XP_009127840.1
OG0006973	CP9_g28606_DN2_SP0_c.t1	XP_033140080.1, XP_009105675.1
OG0006974	CP19_g18241_DN3_SP8_c.t1	XP_009137417.1, XP_009137708.2, XP_009109309.1
OG0006975	CP19_g18238_DN3_SP1_c.t1	XP_018513242.2, XP_033144160.1
OG0006976	CP5_g595_DN2_SP0_c.t1	XP_009115826.1, XP_009138264.1
OG0006977	CP2_g48963_DN3_SP0_c.t1	XP_033135333.1, XP_033135574.1
OG0006978	CP2_g48971_DN3_SP0_c.t1	XP_033134469.1
OG0006978	CP2_g48972_DN3_SP0_c.t1	XP_033135373.1
OG0006979	CP2_g49034_DN3_SP8_c.t1	XP_009112691.1, XP_033143580.1, XP_009113076.1
OG0006980	CP2_g49050_DN3_SP0_c.t1	XP_009123379.1, XP_033134581.1
OG0006981	CP2_g49101_DN3_SP0_c.t1	XP_009105161.2, XP_009113117.1
OG0006982	CP2_g49112_DN3_SP8_c.t1	XP_009104840.1
OG0006983	CP7_g45152_DN3_SP0_c.t1	XP_009109823.2, XP_009102992.2, XP_009113780.2
OG0006984	CP2_g49194_DN3_SP0_c.t1, CP2_g49180_DN3_SP1_c.t1	XP_009113149.2, XP_033133473.1
OG0006986	CP2_g49481_DN3_SP8_c.t1	XP_033133332.1, XP_009113328.1
OG0006987	CP2_g48874_DN2_SP0_c.t1	XP_009112807.1, XP_009112900.1
OG0006989	CP4_g26404_DN1_SP0_c.t1, CP4_g26405_DN2_SP0_c.t1	XP_009112776.1
OG0006990	CP19_g17818_DN3_SP0_c.t1	XP_009105371.1, XP_009104916.1
OG0006991	CP13_g19843_DN3_SP3_c.t1	XP_009128881.1, XP_009101506.1
OG0006992	CP13_g19839_DN3_SP8_c.t1	XP_009128888.1
OG0006993	CP13_g19829_DN3_SP0_c.t1	XP_009101495.1, XP_009128893.2
OG0006994	CP13_g19736_DN3_SP8_c.t1	XP_009114268.1, XP_009128981.1, XP_009101409.1
OG0006995	CP13_g19729_DN3_SP0_c.t1	XP_009128989.1
OG0006996	CP13_g19708_DN3_SP8_c.t1	XP_009107093.1, XP_033128859.1
OG0006997	CP13_g20124_DN1_SP0_c.t1	XP_033128299.1
OG0006998	CP11_g31922_DN3_SP0_c.t1	XP_033136410.1, XP_009134334.1
OG0006999	CP5_g1048_DN3_SP6_c.t1	XP_009128627.1, XP_009109031.2
OG0007000	CP5_g1041_DN3_SP8_c.t1	XP_009137856.1, XP_009128576.1
OG0007001	CP1_g38339_DN3_SP0_c.t1	XP_033147970.1, XP_009107396.1
OG0007002	CP10_g42730_DN3_SP2_c.t1, CP1_g38321_DN3_SP8_c.t1	XP_009107392.1
OG0007003	CP9_g29138_DN3_SP5_c.t1	XP_018512357.2, XP_009104729.1
OG0007004	CP9_g29134_DN3_SP8_c.t1	XP_009106154.1
OG0007005	CP9_g29128_DN3_SP8_c.t1	XP_033130327.1, XP_009128070.1, XP_009106146.1
OG0007006	CP5_g28_DN3_SP8_c.t1	XP_009109554.1, XP_009126908.2, XP_009119416.1
OG0007007	CP5_g73_DN3_SP5_c.t1	XP_009101923.2, XP_009109518.1
OG0007008	CP5_g96_DN3_SP4_c.t1	XP_009109495.1, XP_009101899.1, XP_009103839.2
OG0007009	CP5_g122_DN3_SP0_c.t1	XP_009101880.2
OG0007011	CP5_g197_DN3_SP0_c.t1	XP_009109425.1
OG0007012	CP5_g233_DN3_SP7_c.t1	XP_009109392.1, XP_009138531.1, XP_009133094.1
OG0007013	CP5_g249_DN3_SP3_c.t1	XP_009134339.1, XP_009138501.1
OG0007015	CP5_g292_DN3_SP0_c.t1	XP_033133053.1, XP_033142263.1
OG0007016	CP5_g322_DN3_SP1_c.t1	XP_009140872.1, XP_009109349.2
OG0007017	CP5_g343_DN3_SP5_c.t1	XP_033146406.1
OG0007018	CP5_g344_DN3_SP5_c.t1	XP_009109340.1, XP_009142559.1
OG0007019	CP5_g389_DN3_SP8_c.t1	XP_009138414.1
OG0007020	CP5_g411_DN3_SP1_c.t1	XP_009138401.1
OG0007021	CP5_g436_DN3_SP6_c.t1	XP_009150792.2
OG0007022	CP5_g439_DN1_SP0_c.t1	XP_018512701.1, XP_009109283.1
OG0007023	CP5_g457_DN3_SP1_c.t1	XP_009152141.1, XP_009138369.1
OG0007024	CP2_g49125_DN3_SP8_c.t1	XP_009113128.1, XP_009104717.1
OG0007025	CP5_g501_DN3_SP0_c.t1	XP_009108680.1, XP_009105657.1
OG0007027	CP5_g512_DN3_SP3_c.t1	XP_009107363.1, XP_009138333.1
OG0007028	CP5_g524_DN3_SP8_c.t1	XP_009108701.1, XP_009108292.1
OG0007029	CP5_g531_DN2_SP0_c.t1	XP_009108953.1
OG0007030	CP5_g539_DN3_SP5_c.t1	XP_009138318.1, XP_009108711.1, XP_009110121.1
OG0007031	CP5_g785_DN3_SP5_c.t1	XP_033138693.1, XP_009126311.1
OG0007032	CP5_g784_DN3_SP8_c.t1	XP_009126259.1
OG0007033	CP5_g778_DN3_SP4_c.t1	XP_009138075.1, XP_009126211.1
OG0007034	CP5_g752_DN3_SP8_c.t1	XP_009108869.2, XP_009125844.1, XP_009138136.2
OG0007035	CP5_g750_DN3_SP1_c.t1	XP_009108868.1, XP_009125824.1
OG0007036	CP5_g736_DN3_SP6_c.t1	XP_009125551.1, XP_033143752.1
OG0007039	CP18_g12568_DN3_SP0_c.t1	XP_018509556.1, XP_009140718.1
OG0007040	CP5_g703_DN3_SP8_c.t1	XP_009108815.1, XP_033148320.1
OG0007041	CP5_g688_DN3_SP8_c.t1	XP_009108810.2, XP_009123672.1, XP_009138176.1
OG0007042	CP5_g660_DN3_SP3_c.t1	XP_009108795.1, XP_009108798.1
OG0007043	CP15_g35782_DN3_SP4_c.t1	XP_009112252.1, XP_009136203.1
OG0007044	CP5_g644_DN3_SP8_c.t1	XP_009138204.1
OG0007045	CP5_g637_DN2_SP0_c.t1	XP_009119695.1, XP_009138213.1
OG0007046	CP5_g625_DN3_SP8_c.t1	XP_009138217.1, XP_009108767.1
OG0007047	CP5_g623_DN3_SP3_c.t1	XP_009118500.1, XP_009138249.1
OG0007048	CP5_g620_DN3_SP0_c.t1	XP_009138253.1, XP_009108766.1, XP_009118175.1
OG0007049	CP5_g607_DN3_SP8_c.t1	XP_009117224.1
OG0007050	CP5_g603_DN3_SP8_c.t1	XP_009116941.1, XP_009138261.1, XP_009108754.1
OG0007051	CP5_g800_DN2_SP0_c.t1	XP_009126459.1
OG0007052	CP5_g804_DN3_SP8_c.t1	XP_033144918.1
OG0007053	CP5_g867_DN3_SP6_c.t1	XP_033144481.1, XP_009127086.1
OG0007054	CP5_g868_DN2_SP0_c.t1	XP_033135840.1, XP_033144482.1
OG0007055	CP5_g878_DN3_SP4_c.t1	XP_033132368.1, XP_009137994.2
OG0007056	CP5_g882_DN3_SP8_c.t1	XP_033133496.1, XP_009137992.2
OG0007057	CP5_g902_DN3_SP0_c.t1	XP_033135492.1, XP_009108957.1, XP_009137980.1
OG0007058	CP5_g905_DN3_SP2_c.t1	XP_009127405.1, XP_009137978.1, XP_033133505.1
OG0007059	CP5_g918_DN3_SP4_c.t1	XP_009137969.1, XP_009127511.2
OG0007060	CP12_g30762_DN3_SP0_c.t1	XP_009135867.2, XP_009106288.1, XP_009102574.1
OG0007061	CP12_g30811_DN3_SP1_c.t1	XP_009135883.1, XP_009102535.2
OG0007062	CP9_g28894_DN3_SP5_c.t1	XP_009127940.1, XP_009104852.1, XP_009105915.2
OG0007064	CP9_g28853_DN3_SP0_c.t1	XP_033140910.1, XP_033140909.1
OG0007065	CP7_g45440_DN3_SP7_c.t1	XP_033132091.1, XP_009115528.1
OG0007066	CP7_g45426_DN3_SP2_c.t1	XP_009115513.2, XP_009110097.1
OG0007067	CP7_g45368_DN1_SP0_c.t1, CP1_g39216_DN3_SP0_c.t1, CP1_g39208_DN2_SP0_c.t1	XP_009115454.1, XP_033132531.1
OG0007068	CP11_g32102_DN3_SP4_c.t1	XP_009102819.1, XP_018508405.2
OG0007069	CP11_g32125_DN3_SP2_c.t1	XP_009134459.2, XP_009111331.1
OG0007070	CP8_g54532_DN2_SP0_c.t1	XP_009111377.1, XP_009128517.2
OG0007071	CP8_g54552_DN3_SP8_c.t1	XP_009134494.2, XP_009111388.2
OG0007072	CP8_g54565_DN3_SP0_c.t1	XP_009111405.1
OG0007073	CP8_g54586_DN2_SP0_c.t1	XP_033142093.1, XP_033141468.1
OG0007074	CP8_g54601_DN3_SP0_c.t1	XP_009111445.1
OG0007075	CP8_g54619_DN3_SP0_c.t1	XP_009134537.2, XP_033140938.1
OG0007076	CP8_g54664_DN2_SP3_c.t1	XP_009128476.1, XP_009111504.1
OG0007077	CP7_g46482_DN2_SP5_c.t1	XP_033136955.1, XP_033136729.1
OG0007078	CP16_g55365_DN2_SP0_c.t1, CP16_g54717_DN2_SP0_c.t1	XP_009134020.1
OG0007079	CP7_g45175_DN3_SP0_c.t1	XP_033132610.1, XP_009113797.1
