Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_Rawat
OG0009274	CP13_g19314_DN3_SP2_c.t1	AL5G15990
OG0009276	CP13_g19318_DN3_SP5_c.t1	AL5G15950
OG0009277	CP13_g19320_DN3_SP2_c.t1	AL5G15890
OG0009278	CP13_g19322_DN3_SP2_c.t1	AL5G15870
OG0009279	CP13_g19335_DN3_SP1_c.t1	AL5G15640
OG0009280	CP13_g19346_DN3_SP8_c.t1	AL5G15510
OG0009281	CP13_g19366_DN3_SP3_c.t1	AL5G15200
OG0009282	CP13_g19367_DN3_SP1_c.t1	AL5G15190
OG0009283	CP13_g19368_DN3_SP8_c.t1	AL5G15180
OG0009284	CP13_g19412_DN3_SP0_c.t1	AL5G14590
OG0009285	CP13_g19413_DN3_SP6_c.t1	AL5G14580
OG0009286	CP13_g19422_DN3_SP3_c.t1	AL5G14460
OG0009287	CP8_g52599_DN1_SP0_c.t1	AL8G24190
OG0009288	CP13_g19439_DN3_SP8_c.t1	AL5G14250
OG0009289	CP8_g52931_DN3_SP1_c.t1	AL8G24940
OG0009290	CP9_g28545_DN3_SP7_c.t1	AL2G28610
OG0009291	CP9_g28530_DN3_SP8_c.t1	AL2G28480
OG0009292	CP22_g17633_DN3_SP4_c.t1	AL8G19350
OG0009293	CP13_g19920_DN3_SP8_c.t1	AL8G12550
OG0009294	CP13_g19930_DN3_SP2_c.t1	AL8G12730
OG0009295	CP2_g48778_DN3_SP8_c.t1	AL8G21420
OG0009296	CP13_g19945_DN3_SP0_c.t1	AL8G12920
OG0009297	CP13_g19946_DN3_SP1_c.t1	AL8G12940
OG0009298	CP13_g19994_DN3_SP0_c.t1	AL8G13470
OG0009299	CP9_g28298_DN3_SP0_c.t1, CP9_g28305_DN3_SP0_c.t1	AL2G19670
OG0009300	CP13_g20049_DN3_SP3_c.t1	AL8G14110
OG0009301	CP13_g20057_DN3_SP8_c.t1	AL8G14200, AL8G14380
OG0009302	CP1_g38131_DN3_SP2_c.t1	AL1G57180
OG0009303	CP1_g38087_DN3_SP8_c.t1	AL1G57820
OG0009304	CP1_g38082_DN3_SP7_c.t1	AL1G57940
OG0009305	CP1_g38076_DN3_SP7_c.t1	AL1G58020
OG0009306	CP1_g38072_DN3_SP8_c.t1	AL1G58070
OG0009307	CP1_g37833_DN3_SP0_c.t1	AL1G27370
OG0009309	CP1_g37957_DN3_SP0_c.t1	AL1G59640
OG0009310	CP1_g37954_DN3_SP8_c.t1	AL1G59670
OG0009311	CP1_g37929_DN3_SP8_c.t1	AL1G59980
OG0009312	CP1_g37869_DN2_SP4_c.t1	AL1G60820
OG0009313	CP1_g37867_DN3_SP8_c.t1	AL1G60860
OG0009314	CP1_g37859_DN3_SP3_c.t1	AL1G60950
OG0009315	CP7_g46218_DN3_SP8_c.t1	AL1G61340
OG0009316	CP13_g20444_DN3_SP8_c.t1	AL8G17800
OG0009317	CP4_g25387_DN3_SP1_c.t1	AL4G29260
OG0009319	CP4_g25359_DN3_SP7_c.t1	AL4G29560
OG0009320	CP4_g25343_DN3_SP2_c.t1	AL4G29870
OG0009321	CP4_g25337_DN3_SP6_c.t1	AL4G29930
OG0009323	CP4_g25290_DN2_SP0_c.t1	AL4G30490
OG0009324	CP4_g25287_DN3_SP0_c.t1	AL4G30520
OG0009325	CP4_g25278_DN3_SP5_c.t1	AL4G30620
OG0009326	CP4_g25276_DN3_SP8_c.t1	AL4G30640
OG0009327	CP4_g25267_DN3_SP1_c.t1	AL4G30720
OG0009328	CP4_g25259_DN3_SP2_c.t1	AL924U10010, AL4G30850
OG0009329	CP4_g25256_DN3_SP6_c.t1	AL4G30870
OG0009330	CP4_g25251_DN3_SP0_c.t1	AL4G30920
OG0009331	CP4_g25227_DN3_SP8_c.t1	AL4G31170
OG0009332	CP4_g25217_DN3_SP7_c.t1	AL716U10010, AL4G31300
OG0009333	CP4_g25202_DN3_SP0_c.t1	AL4G31460
OG0009335	CP4_g25176_DN3_SP8_c.t1	AL4G31730
OG0009336	CP4_g25163_DN1_SP1_c.t1	AL4G31870
OG0009337	CP4_g25160_DN3_SP1_c.t1	AL4G31900
OG0009338	CP4_g25158_DN3_SP8_c.t1	AL4G31920
OG0009339	CP6_g6872_DN3_SP8_c.t1	AL7G34690
OG0009340	CP6_g8329_DN3_SP6_c.t1	AL4G37260
OG0009341	CP6_g6893_DN3_SP2_c.t1	AL7G34950
OG0009342	CP6_g6919_DN3_SP8_c.t1	AL7G35290
OG0009343	CP6_g6908_DN3_SP7_c.t1	AL7G35170
OG0009344	CP6_g6906_DN3_SP8_c.t1	AL7G35150
OG0009345	CP6_g7021_DN3_SP7_c.t1	AL7G36400
OG0009346	CP6_g7030_DN3_SP3_c.t1	AL7G36570
OG0009347	CP6_g7045_DN2_SP0_c.t1	AL7G36720
OG0009348	CP6_g7046_DN3_SP7_c.t1	AL7G36730
OG0009349	CP6_g7065_DN3_SP4_c.t1	AL7G36940
OG0009350	CP6_g7108_DN3_SP8_c.t1	AL7G37440
OG0009351	CP6_g7113_DN3_SP2_c.t1	AL7G37470
OG0009352	CP6_g7115_DN3_SP6_c.t1	AL7G37490
OG0009353	CP12_g30732_DN3_SP3_c.t1	AL5G21010
OG0009354	CP3_g14273_DN3_SP0_c.t1	AL5G31350
OG0009355	CP3_g14285_DN2_SP0_c.t1	AL5G31260
OG0009357	CP3_g14300_DN3_SP7_c.t1	nbis-gene-1343
OG0009359	CP3_g14320_DN3_SP8_c.t1	AL5G30700
OG0009360	CP3_g14322_DN3_SP8_c.t1	AL5G30680
OG0009361	CP3_g14333_DN3_SP2_c.t1	AL5G30590
OG0009362	CP3_g14335_DN3_SP0_c.t1	AL5G30570
OG0009364	CP8_g52627_DN3_SP8_c.t1	AL8G24250
OG0009365	CP8_g53190_DN3_SP8_c.t1	AL8G26780
OG0009366	CP8_g53176_DN3_SP6_c.t1	AL8G26620
OG0009367	CP8_g53123_DN3_SP8_c.t1	AL8G26130, AL8G30000
OG0009368	CP8_g53042_DN3_SP7_c.t1	AL8G25690
OG0009369	CP3_g16613_DN3_SP5_c.t1	AL5G21120
OG0009370	CP15_g35789_DN3_SP0_c.t1	AL3G44860
OG0009371	CP15_g34895_DN3_SP8_c.t1	AL3G41850, AL3G45850
OG0009372	CP10_g44077_DN1_SP0_c.t1	AL3G47290
OG0009373	CP10_g44041_DN3_SP8_c.t1	AL3G47470
OG0009374	CP10_g44036_DN3_SP0_c.t1	AL3G47510
OG0009375	CP10_g43989_DN3_SP0_c.t1	AL3G52340
OG0009376	CP10_g43892_DN3_SP1_c.t1	AL3G49480
OG0009377	CP3_g13156_DN3_SP7_c.t1	AL5G45080, AL2G23460
OG0009378	CP10_g43832_DN3_SP4_c.t1	AL3G50080
OG0009379	CP10_g43825_DN3_SP3_c.t1	AL3G50110
OG0009380	CP19_g18244_DN3_SP4_c.t1	AL7G29200
OG0009381	CP19_g18247_DN3_SP8_c.t1	AL7G29230
OG0009383	CP19_g18263_DN3_SP0_c.t1, CP19_g18264_DN3_SP0_c.t1	AL7G29420
OG0009384	CP19_g18370_DN3_SP8_c.t1	AL7G30510
OG0009385	CP19_g18372_DN3_SP0_c.t1	AL7G30540
OG0009386	CP19_g18403_DN3_SP2_c.t1	AL7G30830
OG0009387	CP19_g18421_DN3_SP0_c.t1	AL7G30970
OG0009388	CP19_g18444_DN3_SP1_c.t1	AL7G31290
OG0009389	CP19_g18463_DN3_SP8_c.t1	AL7G31560
OG0009390	CP19_g17838_DN3_SP7_c.t1	AL7G47340
OG0009391	CP19_g18483_DN3_SP0_c.t1	AL7G31910
OG0009392	CP19_g17849_DN3_SP8_c.t1	AL7G47530
OG0009393	CP6_g6824_DN3_SP0_c.t1	AL7G33860
OG0009394	CP6_g6809_DN3_SP0_c.t1	AL7G33650
OG0009395	CP6_g6802_DN3_SP3_c.t1	AL7G33620
OG0009396	CP6_g6789_DN3_SP1_c.t1	AL7G33490
OG0009397	CP6_g6788_DN3_SP8_c.t1	AL7G33480
OG0009398	CP6_g6782_DN3_SP0_c.t1	AL7G33400
OG0009399	CP3_g14926_DN3_SP0_c.t1	AL5G23610, AL5G23670
OG0009400	CP7_g46049_DN3_SP8_c.t1	AL1G29150
OG0009401	CP6_g6751_DN3_SP0_c.t1	AL7G33060
OG0009403	CP6_g6724_DN3_SP1_c.t1	AL7G32770
OG0009404	CP13_g19511_DN3_SP7_c.t1	AL5G13070
OG0009405	CP6_g6701_DN3_SP4_c.t1	nbis-gene-1585, AL7G32500, AL7G32520
OG0009406	CP12_g29821_DN3_SP4_c.t1	AL3G53870
OG0009407	CP13_g19292_DN1_SP0_c.t1	AL8G19750
OG0009408	CP6_g7218_DN3_SP4_c.t1	AL7G38720
OG0009409	CP6_g7200_DN3_SP7_c.t1	AL7G38530
OG0009410	CP6_g7188_DN3_SP0_c.t1	AL7G38350, AL7G38400
OG0009411	CP6_g7180_DN3_SP0_c.t1	AL7G38190
OG0009412	CP6_g7172_DN3_SP8_c.t1	AL7G38090
OG0009413	CP6_g7166_DN3_SP4_c.t1	AL7G38020
OG0009414	CP6_g7137_DN3_SP8_c.t1	AL7G37670
OG0009415	CP6_g7129_DN3_SP0_c.t1	AL7G37640
OG0009416	CP10_g42117_DN3_SP8_c.t1	AL3G10340
OG0009417	CP10_g42129_DN3_SP7_c.t1	AL3G10480
OG0009419	CP10_g42149_DN3_SP7_c.t1	AL3G10690
OG0009421	CP2_g47592_DN3_SP8_c.t1	AL8G44800
OG0009422	CP2_g47568_DN3_SP7_c.t1	AL8G45060
OG0009423	CP2_g47567_DN3_SP5_c.t1	AL8G45070
OG0009425	CP2_g47564_DN3_SP0_c.t1	AL8G45100
OG0009426	CP2_g47541_DN3_SP8_c.t1	AL8G45320
OG0009427	CP2_g47537_DN3_SP1_c.t1	AL8G45420
OG0009428	CP3_g13073_DN3_SP7_c.t1	AL5G46110
OG0009429	CP3_g13076_DN3_SP8_c.t1	AL5G46090
OG0009430	CP3_g13090_DN1_SP0_c.t1	AL5G45940
OG0009432	CP3_g13110_DN2_SP1_c.t1	AL5G45700
OG0009433	CP3_g13150_DN3_SP0_c.t1	AL5G45210
OG0009434	CP3_g13152_DN3_SP2_c.t1	AL213U10020, AL5G45190, AL5G24490
OG0009435	CP3_g13160_DN3_SP5_c.t1	AL5G45030, AL2G23530
OG0009436	CP3_g13194_DN3_SP5_c.t1	AL5G44560
OG0009437	CP3_g13197_DN3_SP0_c.t1	AL5G44530
OG0009438	CP10_g42536_DN3_SP0_c.t1	AL304U10010
OG0009439	CP3_g13207_DN1_SP5_c.t1	AL5G44430
OG0009440	CP3_g13209_DN3_SP2_c.t1	AL5G44410
OG0009441	CP3_g13229_DN3_SP2_c.t1	AL5G44130, AL5G44070
OG0009442	CP3_g13265_DN3_SP0_c.t1	AL1G53570, AL5G43620
OG0009443	CP4_g25332_DN3_SP0_c.t1	AL4G30010
OG0009444	CP3_g13281_DN3_SP0_c.t1, CP3_g13277_DN3_SP2_c.t1	AL5G43470
OG0009445	CP3_g13291_DN3_SP8_c.t1	AL5G43370
OG0009446	CP3_g13296_DN3_SP4_c.t1	AL5G43270
OG0009447	CP3_g13325_DN3_SP5_c.t1	AL5G42970
OG0009449	CP3_g13336_DN3_SP3_c.t1	AL5G42830
OG0009450	CP3_g13337_DN3_SP7_c.t1	AL5G42820
OG0009451	CP3_g13341_DN3_SP1_c.t1	AL5G42750
OG0009452	CP3_g13343_DN3_SP1_c.t1	AL5G42720
OG0009453	CP3_g13393_DN3_SP0_c.t1	AL5G42130
OG0009454	CP3_g13440_DN3_SP8_c.t1	AL5G41400
OG0009455	CP3_g13442_DN3_SP8_c.t1	AL5G41380
OG0009457	CP3_g13453_DN3_SP8_c.t1	AL5G41180
OG0009459	CP3_g13472_DN3_SP6_c.t1	AL5G40770
OG0009460	CP3_g13477_DN3_SP8_c.t1	AL5G40570
OG0009461	CP3_g13484_DN3_SP0_c.t1	AL5G40490
OG0009462	CP3_g13492_DN3_SP8_c.t1	AL5G40400
OG0009463	CP3_g13502_DN3_SP2_c.t1	AL5G40310
OG0009464	CP3_g13513_DN3_SP6_c.t1	AL5G40210
OG0009465	CP3_g13521_DN3_SP3_c.t1	AL5G39890
OG0009466	CP3_g13528_DN3_SP8_c.t1	AL5G39830
OG0009467	CP3_g13549_DN3_SP0_c.t1	AL5G39650
OG0009468	CP3_g13565_DN3_SP0_c.t1	AL5G39520
OG0009469	CP3_g13629_DN3_SP2_c.t1	AL5G38660
OG0009470	CP3_g13634_DN3_SP0_c.t1	AL5G38600
OG0009471	CP3_g13641_DN3_SP8_c.t1	AL5G38540
OG0009472	CP3_g13657_DN3_SP8_c.t1	AL5G38370
OG0009473	CP3_g13658_DN3_SP6_c.t1	AL5G38360
OG0009474	CP3_g13696_DN3_SP4_c.t1	AL5G37860
OG0009475	CP3_g13717_DN3_SP5_c.t1	AL5G37620
OG0009476	CP3_g13754_DN3_SP3_c.t1	AL5G37250
OG0009477	CP3_g13763_DN3_SP5_c.t1	AL5G37140
OG0009478	CP3_g13795_DN3_SP0_c.t1	AL5G36720
OG0009479	CP3_g13807_DN2_SP0_c.t1	AL5G36570
OG0009480	CP3_g13812_DN2_SP0_c.t1	AL5G36510
OG0009481	CP3_g13823_DN3_SP5_c.t1	AL5G36410
OG0009482	CP3_g13825_DN3_SP8_c.t1	AL5G36370
OG0009483	CP3_g13854_DN3_SP8_c.t1	AL5G36060
OG0009484	CP3_g13857_DN3_SP3_c.t1	AL5G36030
OG0009485	CP3_g13880_DN3_SP0_c.t1	AL5G35820
OG0009486	CP3_g13882_DN3_SP4_c.t1	AL5G35800
OG0009487	CP3_g13887_DN2_SP0_c.t1	AL5G35760
OG0009488	CP3_g13922_DN3_SP8_c.t1	AL5G35420
OG0009489	CP3_g13923_DN3_SP1_c.t1	AL5G35390
OG0009490	CP3_g13930_DN3_SP1_c.t1	AL5G35310
OG0009491	CP3_g13936_DN3_SP8_c.t1	AL5G35260
OG0009492	CP3_g13942_DN3_SP3_c.t1	AL5G35210
OG0009493	CP3_g13945_DN3_SP4_c.t1	AL5G35190
OG0009494	CP3_g13948_DN3_SP1_c.t1	AL5G35140
OG0009495	CP7_g45679_DN3_SP1_c.t1	AL1G33910
OG0009496	CP3_g13954_DN3_SP8_c.t1	AL5G35060
OG0009497	CP3_g13973_DN3_SP4_c.t1	AL5G34830
OG0009498	CP3_g14011_DN3_SP0_c.t1	AL5G34410
OG0009499	CP3_g14038_DN3_SP1_c.t1	AL5G34100
OG0009500	CP3_g14039_DN3_SP0_c.t1	AL5G34080
OG0009501	CP3_g14040_DN3_SP7_c.t1	AL5G34070
OG0009503	CP3_g14075_DN3_SP7_c.t1	AL5G33640
OG0009504	CP3_g14076_DN3_SP7_c.t1	AL5G33630, AL6G51120
OG0009505	CP3_g14101_DN3_SP8_c.t1	AL5G33350
OG0009506	CP8_g53348_DN3_SP5_c.t1	AL8G28840
OG0009507	CP8_g53337_DN3_SP0_c.t1	AL8G28610
OG0009508	CP8_g53326_DN3_SP8_c.t1	AL8G28300
OG0009509	CP8_g53325_DN3_SP8_c.t1	AL8G28290
OG0009510	CP8_g53313_DN2_SP0_c.t1	AL8G28190
OG0009511	CP8_g53310_DN3_SP8_c.t1, CP2_g49742_DN2_SP0_c.t1	AL8G28160
OG0009512	CP8_g53299_DN3_SP7_c.t1	AL8G28060
OG0009513	CP8_g53297_DN3_SP2_c.t1	AL8G28040
OG0009514	CP6_g7261_DN3_SP1_c.t1	AL7G39060
OG0009515	CP12_g30841_DN3_SP0_c.t1	AL3G40050
OG0009518	CP17_g6027_DN3_SP7_c.t1	AL3G43360
OG0009519	CP12_g30816_DN3_SP8_c.t1	AL3G39630
OG0009520	CP12_g30822_DN3_SP8_c.t1	AL3G39760
OG0009521	CP9_g28202_DN3_SP8_c.t1	AL2G24640
OG0009522	CP9_g28254_DN3_SP1_c.t1	AL2G25670
OG0009523	CP9_g28277_DN3_SP7_c.t1	AL2G25860
OG0009524	CP9_g28281_DN3_SP0_c.t1	AL2G25900
OG0009525	CP9_g28282_DN3_SP0_c.t1	AL2G25910
OG0009526	CP9_g28315_DN3_SP6_c.t1	AL2G26230
OG0009527	CP9_g28330_DN3_SP3_c.t1	AL2G26390
OG0009528	CP9_g28366_DN3_SP2_c.t1	AL2G26970
OG0009529	CP9_g28368_DN3_SP2_c.t1	AL2G26950
OG0009530	CP9_g28383_DN3_SP0_c.t1	AL2G26800
OG0009531	CP9_g28386_DN3_SP8_c.t1	AL2G26780
OG0009532	CP9_g28393_DN3_SP0_c.t1	AL2G27030
OG0009533	CP9_g28397_DN2_SP1_c.t1	AL2G27070
OG0009534	CP9_g28421_DN2_SP0_c.t1	AL2G27300
OG0009535	CP5_g2005_DN3_SP8_c.t1	AL7G45140
OG0009536	CP5_g2001_DN3_SP8_c.t1	AL7G45180
OG0009537	CP2_g48745_DN3_SP2_c.t1	AL8G22000
OG0009538	CP10_g43720_DN3_SP0_c.t1	AL3G51070
OG0009539	CP10_g43702_DN3_SP3_c.t1	AL3G51320
OG0009540	CP10_g43650_DN3_SP4_c.t1	AL3G51980
OG0009541	CP10_g43622_DN3_SP0_c.t1	AL3G52910
OG0009542	CP10_g43574_DN3_SP0_c.t1	AL3G48720
OG0009543	CP10_g43573_DN3_SP5_c.t1	AL3G48710
OG0009544	CP10_g43562_DN3_SP0_c.t1	AL3G48550
OG0009545	CP4_g24598_DN3_SP8_c.t1	AL4G39190
OG0009546	CP4_g24621_DN3_SP3_c.t1	AL4G38960
OG0009547	CP4_g24636_DN3_SP6_c.t1	AL4G38770
OG0009548	CP4_g24642_DN3_SP2_c.t1	AL4G34440, AL4G38660
OG0009549	CP4_g24646_DN3_SP0_c.t1	AL4G38600
OG0009550	CP4_g24654_DN3_SP3_c.t1	AL4G38510
OG0009551	CP4_g24667_DN3_SP8_c.t1	AL4G38340
OG0009552	CP4_g24668_DN3_SP1_c.t1	AL4G38330
OG0009553	CP4_g24684_DN3_SP8_c.t1	AL4G38190
OG0009554	CP4_g24687_DN3_SP8_c.t1	AL4G38150
OG0009555	CP4_g24698_DN3_SP0_c.t1	AL4G37940
OG0009556	CP4_g24710_DN3_SP2_c.t1	AL4G37770
OG0009557	CP4_g24713_DN2_SP8_c.t1	AL4G37740
OG0009558	CP4_g24739_DN3_SP1_c.t1	AL4G37440
OG0009560	CP4_g24743_DN3_SP0_c.t1	AL4G37360
OG0009561	CP4_g24744_DN3_SP7_c.t1	AL4G37350
OG0009562	CP4_g24756_DN2_SP0_c.t1	AL4G37150
OG0009563	CP3_g14613_DN3_SP0_c.t1	AL5G21540
OG0009564	CP4_g24771_DN3_SP5_c.t1	AL4G36930
OG0009565	CP4_g24773_DN3_SP0_c.t1	AL4G36880, AL938U10010
OG0009566	CP4_g24779_DN3_SP0_c.t1	AL4G36810
OG0009567	CP4_g24801_DN3_SP8_c.t1	AL4G36530
OG0009568	CP4_g24808_DN3_SP8_c.t1	AL4G36430
OG0009569	CP4_g24833_DN3_SP8_c.t1	AL4G36190
OG0009570	CP4_g24843_DN3_SP0_c.t1	AL4G36090
OG0009571	CP4_g24844_DN3_SP2_c.t1	AL4G36080
OG0009572	CP4_g24850_DN3_SP8_c.t1	AL4G36030
OG0009573	CP4_g24852_DN3_SP8_c.t1	AL4G36010
OG0009574	CP4_g24854_DN3_SP6_c.t1	AL4G35990
OG0009575	CP4_g24862_DN3_SP8_c.t1	AL4G35880
OG0009576	CP4_g24863_DN3_SP2_c.t1	AL4G35870
OG0009577	CP4_g24874_DN3_SP0_c.t1	AL4G35780
OG0009578	CP4_g24875_DN3_SP0_c.t1	AL4G35760
OG0009579	CP4_g24891_DN3_SP5_c.t1	AL4G35510
OG0009580	CP4_g24901_DN3_SP3_c.t1	AL4G35350, AL4G35310
OG0009581	CP4_g24914_DN3_SP8_c.t1	AL4G35110
OG0009582	CP4_g24921_DN3_SP3_c.t1	AL4G35040
OG0009583	CP4_g24927_DN3_SP8_c.t1	AL4G34960
OG0009584	CP13_g19679_DN3_SP1_c.t1	AL5G10350
OG0009585	CP4_g24941_DN3_SP5_c.t1	AL4G34800
OG0009586	CP4_g24950_DN2_SP0_c.t1	AL4G34710
OG0009587	CP4_g24992_DN3_SP0_c.t1	AL4G33830
OG0009588	CP4_g24996_DN3_SP0_c.t1	AL4G33800
OG0009589	CP4_g25001_DN3_SP5_c.t1	AL4G33740
OG0009590	CP13_g19602_DN3_SP0_c.t1	AL5G11260
OG0009591	CP4_g25004_DN3_SP8_c.t1	AL4G33710
OG0009592	CP20_g3891_DN2_SP5_c.t1	AL6G41550
OG0009593	CP4_g25015_DN3_SP8_c.t1	AL4G33630
OG0009594	CP4_g25027_DN3_SP8_c.t1	AL4G33480
OG0009595	CP4_g25035_DN3_SP6_c.t1	AL4G33390
OG0009596	CP4_g25049_DN3_SP5_c.t1	AL4G33170
OG0009597	CP4_g25050_DN3_SP8_c.t1	AL4G33140
OG0009598	CP11_g31777_DN3_SP0_c.t1	AL6G47480
OG0009599	CP11_g31786_DN2_SP0_c.t1	AL6G47520
OG0009600	CP11_g31823_DN3_SP6_c.t1	AL6G47830
OG0009602	CP11_g31861_DN2_SP0_c.t1	AL6G48100
OG0009603	CP13_g19667_DN3_SP8_c.t1	AL5G10480
OG0009604	CP11_g31878_DN3_SP3_c.t1	AL6G48370
OG0009605	CP20_g4412_DN3_SP8_c.t1	AL6G46900
OG0009606	CP20_g4443_DN3_SP0_c.t1, CP20_g4442_DN3_SP0_c.t1	AL6G47220
OG0009607	CP20_g4450_DN1_SP0_c.t1	AL6G47260
OG0009608	CP20_g4453_DN3_SP8_c.t1	AL6G47310
OG0009610	CP16_g54757_DN3_SP8_c.t1	AL4G10440
OG0009611	CP16_g54785_DN3_SP0_c.t1	AL4G10740
OG0009612	CP16_g54792_DN3_SP7_c.t1	AL4G11550
OG0009613	CP16_g54818_DN3_SP7_c.t1	AL4G11190
OG0009614	CP16_g54820_DN3_SP0_c.t1	AL4G11200
OG0009615	CP16_g54998_DN3_SP0_c.t1	AL4G13440
OG0009616	CP16_g55034_DN3_SP5_c.t1	AL4G13860
OG0009617	CP16_g55027_DN3_SP0_c.t1	AL4G13790
OG0009618	CP16_g55098_DN3_SP0_c.t1	AL4G14660
OG0009619	CP16_g55279_DN3_SP8_c.t1	AL4G16610
OG0009620	CP16_g55235_DN3_SP8_c.t1	AL4G16270
OG0009621	CP18_g12077_DN3_SP1_c.t1	AL4G19100
OG0009622	CP18_g12120_DN3_SP8_c.t1	AL4G18950
OG0009623	CP18_g12164_DN3_SP3_c.t1	AL4G18860
OG0009624	CP18_g11728_DN3_SP0_c.t1	AL4G19310
OG0009625	CP19_g18186_DN3_SP0_c.t1	AL7G28560
OG0009626	CP1_g40823_DN3_SP8_c.t1	AL1G51990
OG0009627	CP1_g39358_DN1_SP0_c.t1	AL4G17330
OG0009628	CP1_g39359_DN2_SP0_c.t1	AL1G51240
OG0009629	CP21_g10992_DN3_SP8_c.t1	AL1G50930
OG0009630	CP7_g44273_DN3_SP3_c.t1	AL1G50340
OG0009631	CP7_g44425_DN3_SP7_c.t1	AL1G49810
OG0009632	CP7_g44428_DN3_SP8_c.t1	AL1G49170
OG0009633	CP7_g44460_DN3_SP0_c.t1	AL1G48910
OG0009634	CP7_g44515_DN3_SP8_c.t1, CP7_g44512_DN3_SP0_c.t1	AL1G48280
OG0009635	CP7_g44537_DN3_SP0_c.t1	AL1G47900
OG0009636	CP20_g4119_DN3_SP8_c.t1	AL6G43390
OG0009637	CP20_g4116_DN3_SP8_c.t1	AL6G43350
OG0009638	CP14_g23203_DN3_SP3_c.t1	AL6G42350
OG0009639	CP14_g23414_DN3_SP6_c.t1	AL6G45620, AL6G42220
OG0009640	CP20_g4214_DN3_SP3_c.t1	AL6G44260
OG0009641	CP20_g4239_DN3_SP6_c.t1	AL6G44680
OG0009642	CP20_g4242_DN2_SP1_c.t1	AL6G44720
OG0009643	CP20_g4247_DN3_SP0_c.t1	AL6G44770
OG0009644	CP20_g4253_DN3_SP5_c.t1	AL6G44840
OG0009645	CP20_g4388_DN3_SP3_c.t1	AL6G46500
OG0009646	CP8_g54410_DN3_SP0_c.t1	AL6G30720
OG0009647	CP8_g54409_DN3_SP3_c.t1	AL6G30760
OG0009648	CP2_g48524_DN2_SP5_c.t1	AL6G38290
OG0009649	CP2_g48527_DN3_SP8_c.t1	AL6G38320
OG0009650	CP2_g48531_DN3_SP8_c.t1	AL6G38390
OG0009651	CP2_g48541_DN3_SP8_c.t1	AL6G38520
OG0009652	CP2_g48553_DN3_SP5_c.t1	AL6G38640
OG0009653	CP2_g48564_DN3_SP1_c.t1	AL6G38850
OG0009654	CP2_g48573_DN3_SP4_c.t1	AL6G39000
OG0009655	CP9_g28132_DN1_SP0_c.t1	AL5G13610
OG0009657	CP2_g48596_DN3_SP0_c.t1	AL6G39420
OG0009658	CP2_g48605_DN3_SP3_c.t1	AL6G39560
OG0009659	CP2_g48607_DN3_SP8_c.t1	AL6G39580
OG0009660	CP2_g48646_DN3_SP8_c.t1	AL6G40490
OG0009661	CP10_g43527_DN3_SP4_c.t1	AL3G48070
OG0009662	CP10_g43523_DN3_SP6_c.t1	AL3G48010
OG0009663	CP12_g31286_DN1_SP0_c.t1, CP10_g43520_DN3_SP0_c.t1	AL3G47910
OG0009665	CP12_g29861_DN2_SP0_c.t1	AL3G53330
OG0009666	CP12_g29853_DN3_SP8_c.t1	AL3G53470
OG0009667	CP12_g29817_DN1_SP0_c.t1	AL3G53930
OG0009668	CP3_g14803_DN3_SP8_c.t1	AL1G56500, AL1G56480
OG0009669	CP3_g14804_DN3_SP8_c.t1	AL5G25000
OG0009670	CP3_g14805_DN3_SP4_c.t1	AL5G24960
OG0009671	CP4_g23924_DN3_SP8_c.t1	AL4G47650
OG0009672	CP10_g43590_DN3_SP8_c.t1	AL4G47620
OG0009673	CP4_g23927_DN3_SP7_c.t1	AL4G47570, AL7G17990
OG0009674	CP4_g23929_DN3_SP8_c.t1	AL39U10130, AL4G47530
OG0009675	CP4_g23933_DN3_SP8_c.t1	AL39U10100, AL4G47490
OG0009676	CP4_g23935_DN3_SP1_c.t1	AL39U10080, AL4G47470
OG0009677	CP4_g23941_DN3_SP0_c.t1	AL4G47400
OG0009678	CP4_g23955_DN2_SP0_c.t1	AL4G47240
OG0009679	CP4_g24046_DN2_SP0_c.t1	AL4G46200
OG0009680	CP4_g24048_DN3_SP8_c.t1	AL4G46180
OG0009681	CP4_g24055_DN3_SP0_c.t1	AL4G46060
OG0009682	CP4_g24068_DN3_SP0_c.t1	AL4G45930
OG0009683	CP5_g1295_DN3_SP8_c.t1	AL7G25680
OG0009684	CP4_g24069_DN2_SP0_c.t1	AL4G45920
OG0009685	CP4_g24071_DN3_SP3_c.t1	AL4G45910
OG0009687	CP1_g38983_DN3_SP8_c.t1	AL1G52370
OG0009688	CP4_g24096_DN3_SP0_c.t1	AL4G45520
OG0009689	CP4_g24100_DN3_SP8_c.t1	AL4G45490
OG0009690	CP4_g24106_DN3_SP0_c.t1	AL4G45410
OG0009691	CP4_g24114_DN2_SP0_c.t1	AL4G45310
OG0009692	CP4_g24120_DN3_SP8_c.t1	AL4G45240
OG0009693	CP4_g24149_DN3_SP6_c.t1	AL4G44940
OG0009694	CP4_g24151_DN3_SP5_c.t1	AL4G44920
OG0009695	CP4_g24152_DN3_SP0_c.t1	AL4G44910
OG0009696	CP4_g24161_DN3_SP5_c.t1	AL4G44810
OG0009697	CP4_g24180_DN3_SP8_c.t1	AL4G44670
OG0009698	CP4_g24181_DN3_SP7_c.t1	AL4G44660
OG0009699	CP4_g24188_DN3_SP8_c.t1	AL4G44590
OG0009700	CP4_g24205_DN3_SP5_c.t1	AL4G44370
