Orthogroup	Conringia_planisiliqua	Brassica_oleracea
OG0006263	CP2_g48215_DN3_SP0_c.t1	XP_013597477.1
OG0006264	CP2_g48240_DN3_SP3_c.t1	XP_013598132.1
OG0006265	CP2_g48261_DN3_SP7_c.t1	XP_013597846.1, XP_013606328.1
OG0006266	CP2_g48262_DN3_SP8_c.t1	XP_013597843.1, XP_013606327.1
OG0006267	CP2_g48281_DN3_SP0_c.t1	XP_013609082.1, XP_013595542.1
OG0006268	CP2_g48290_DN3_SP8_c.t1	XP_013620526.1
OG0006269	CP2_g48330_DN3_SP0_c.t1	XP_013608759.1, XP_013596670.1
OG0006270	CP2_g48332_DN3_SP5_c.t1	XP_013593585.1, XP_013612963.1
OG0006271	CP2_g48396_DN3_SP0_c.t1	XP_013618288.1, XP_013598287.1
OG0006272	CP2_g48397_DN3_SP8_c.t1	XP_013598286.1
OG0006273	CP2_g48424_DN3_SP0_c.t1	XP_013610006.1, XP_013618894.1
OG0006274	CP2_g48458_DN3_SP8_c.t1	XP_013598471.1, XP_013608799.1, XP_013621242.1
OG0006275	CP2_g48481_DN3_SP2_c.t1	XP_013620798.1, XP_013615246.1, XP_013595352.1
OG0006277	CP2_g48485_DN3_SP5_c.t1	XP_013610011.1, XP_013593984.1
OG0006278	CP2_g48514_DN3_SP0_c.t1	XP_013596728.1
OG0006279	CP8_g54388_DN3_SP2_c.t1	XP_013607348.1
OG0006280	CP8_g54395_DN3_SP8_c.t1	XP_013620948.1, XP_013612228.1
OG0006281	CP8_g54362_DN3_SP0_c.t1	XP_013619942.1, XP_013611248.1
OG0006282	CP8_g54334_DN3_SP0_c.t1	XP_013630006.1, XP_013612421.1
OG0006283	CP8_g54321_DN3_SP1_c.t1	XP_013616099.1, XP_013623282.1
OG0006284	CP8_g54303_DN3_SP1_c.t1	XP_013623705.1, XP_013614933.1
OG0006285	CP2_g48692_DN3_SP0_c.t1	XP_013609292.1, XP_013595315.1
OG0006286	CP8_g54290_DN3_SP0_c.t1	XP_013623828.1, XP_013611495.1
OG0006287	CP8_g54264_DN3_SP1_c.t1	XP_013620435.1, XP_013611559.1
OG0006288	CP8_g54216_DN3_SP3_c.t1	XP_013612643.1, XP_013612233.1
OG0006289	CP8_g54197_DN3_SP0_c.t1	XP_013623518.1, XP_013619676.1, XP_013610222.1
OG0006290	CP8_g54185_DN3_SP8_c.t1	XP_013618505.1
OG0006291	CP4_g26148_DN3_SP1_c.t1	XP_013625490.1
OG0006292	CP8_g54176_DN3_SP2_c.t1	XP_013608798.1, XP_013622097.1
OG0006293	CP8_g54087_DN3_SP8_c.t1	XP_013609470.1, XP_013618778.1, XP_013630122.1
OG0006294	CP8_g54079_DN3_SP5_c.t1	XP_013621262.1, XP_013613205.1
OG0006295	CP8_g54043_DN2_SP0_c.t1	XP_013610949.1, XP_013625777.1
OG0006296	CP10_g43524_DN3_SP8_c.t1	XP_013600448.1, XP_013614009.1
OG0006297	CP8_g54004_DN3_SP0_c.t1	XP_013610522.1
OG0006298	CP8_g53901_DN3_SP0_c.t1	XP_013613306.1
OG0006299	CP8_g53890_DN3_SP1_c.t1	XP_013628101.1, XP_013620052.1
OG0006300	CP8_g53836_DN3_SP3_c.t1	XP_013620421.1, XP_013611021.1, XP_013629332.1
OG0006301	CP19_g18422_DN3_SP0_c.t1	XP_013593687.1
OG0006302	CP1_g36911_DN3_SP8_c.t1	XP_013604760.1, XP_013604589.1
OG0006303	CP8_g53824_DN3_SP8_c.t1	XP_013618211.1, XP_013612024.1, XP_013629089.1
OG0006304	CP8_g53806_DN3_SP4_c.t1	XP_013606579.1, XP_013623135.1
OG0006305	CP6_g7103_DN3_SP8_c.t1	XP_013599719.1, XP_013621274.1
OG0006306	CP8_g53767_DN3_SP0_c.t1	XP_013619395.1
OG0006307	CP8_g53759_DN3_SP8_c.t1	XP_013611796.1, XP_013607545.1
OG0006308	CP8_g53757_DN3_SP8_c.t1	XP_013619303.1, XP_013610427.1, XP_013627144.1
OG0006309	CP9_g28811_DN3_SP8_c.t1	XP_013588357.1, XP_013616245.1
OG0006310	CP8_g53724_DN3_SP8_c.t1	XP_013622584.1, XP_013606186.1
OG0006312	CP8_g53700_DN3_SP0_c.t1	XP_013613292.1, XP_013606016.1
OG0006313	CP3_g14411_DN3_SP8_c.t1	XP_013629285.1
OG0006314	CP8_g53683_DN3_SP8_c.t1	XP_013620938.1
OG0006315	CP5_g1860_DN2_SP0_c.t1, CP5_g1858_DN3_SP0_c.t1	XP_013634897.1
OG0006316	CP8_g53646_DN2_SP0_c.t1	XP_013621216.1, XP_013610774.1
OG0006317	CP8_g53645_DN3_SP0_c.t1	XP_013621214.1, XP_013626198.1, XP_013610054.1
OG0006318	CP8_g53612_DN3_SP3_c.t1	XP_013623034.1, XP_013611485.1
OG0006319	CP8_g53593_DN3_SP8_c.t1	XP_013608218.1
OG0006320	CP8_g53491_DN3_SP8_c.t1	XP_013606663.1, XP_013619035.1
OG0006321	CP7_g44963_DN3_SP3_c.t1	XP_013622574.1, XP_013597525.1, XP_013638568.1, XP_013615080.1
OG0006322	CP8_g53434_DN3_SP7_c.t1	XP_013609873.1, XP_013618411.1
OG0006323	CP3_g14424_DN3_SP0_c.t1	XP_013622434.1, XP_013605626.1
OG0006325	CP3_g14458_DN3_SP0_c.t1	XP_013600015.1, XP_013637818.1
OG0006326	CP6_g7740_DN2_SP0_c.t1, CP3_g14487_DN3_SP2_c.t1	XP_013603538.1, XP_013622618.1
OG0006328	CP8_g53383_DN3_SP8_c.t1	XP_013609785.1, XP_013621672.1
OG0006329	CP8_g53393_DN3_SP2_c.t1	XP_013623452.1, XP_013606070.1
OG0006330	CP11_g32073_DN2_SP0_c.t1	XP_013618602.1, XP_013625327.1
OG0006331	CP11_g32020_DN3_SP0_c.t1	XP_013608747.1
OG0006334	CP2_g49718_DN2_SP0_c.t1	XP_013633863.1, XP_013617804.1
OG0006335	CP11_g33292_DN3_SP0_c.t1	XP_013619808.1, XP_013611376.1
OG0006336	CP11_g33266_DN3_SP3_c.t1	XP_013609988.1, XP_013629850.1
OG0006337	CP11_g33248_DN1_SP1_c.t1	XP_013626387.1, XP_013610400.1
OG0006338	CP11_g33244_DN3_SP8_c.t1	XP_013621579.1, XP_013612616.1
OG0006339	CP11_g33235_DN2_SP2_c.t1	XP_013609340.1
OG0006340	CP11_g33229_DN3_SP8_c.t1	XP_013618170.1, XP_013609081.1
OG0006341	CP11_g33225_DN2_SP0_c.t1	XP_013625501.1
OG0006342	CP11_g33215_DN3_SP0_c.t1	XP_013625604.1
OG0006343	CP2_g48992_DN3_SP8_c.t1	XP_013609316.1, XP_013634496.1
OG0006344	CP11_g33354_DN3_SP0_c.t1	XP_013625499.1
OG0006346	CP11_g33376_DN3_SP0_c.t1	XP_013608523.1
OG0006347	CP44_g20916_DN3_SP0_c.t1	XP_013625184.1
OG0006348	CP11_g33401_DN3_SP8_c.t1	XP_013611031.1, XP_013628259.1
OG0006349	CP11_g33407_DN3_SP0_c.t1	XP_013618509.1, XP_013626903.1
OG0006350	CP11_g33408_DN3_SP7_c.t1	XP_013611937.1, XP_013626899.1
OG0006351	CP11_g33437_DN3_SP0_c.t1	XP_013614608.1, XP_013609983.1
OG0006352	CP11_g33441_DN3_SP0_c.t1, CP4_g24092_DN3_SP1_c.t1	XP_013609546.1, XP_013619591.1
OG0006353	CP11_g33442_DN3_SP0_c.t1	XP_013607109.1, XP_013623340.1
OG0006354	CP11_g33450_DN3_SP3_c.t1	XP_013613101.1, XP_013628917.1
OG0006355	CP11_g33496_DN3_SP5_c.t1	XP_013610482.1, XP_013620671.1
OG0006356	CP11_g33502_DN3_SP8_c.t1	XP_013623803.1, XP_013606314.1, XP_013614445.1
OG0006357	CP11_g33554_DN2_SP1_c.t1	XP_013628236.1
OG0006358	CP11_g33571_DN2_SP0_c.t1	XP_013623495.1, XP_013610713.1, XP_013619473.1
OG0006359	CP11_g33577_DN3_SP8_c.t1	XP_013618949.1, XP_013623652.1, XP_013606415.1
OG0006360	CP11_g33585_DN3_SP5_c.t1	XP_013621313.1
OG0006361	CP11_g33587_DN3_SP6_c.t1	XP_013619807.1, XP_013611296.1, XP_013625989.1
OG0006362	CP11_g33605_DN3_SP3_c.t1	XP_013621183.1, XP_013612618.1
OG0006363	CP11_g33641_DN3_SP0_c.t1	XP_013622514.1, XP_013613177.1
OG0006364	CP11_g33631_DN3_SP4_c.t1	XP_013609578.1, XP_013625612.1, XP_013618455.1
OG0006365	CP11_g33630_DN3_SP8_c.t1	XP_013609001.1, XP_013625919.1
OG0006366	CP11_g33646_DN3_SP8_c.t1	XP_013609799.1
OG0006367	CP11_g33669_DN3_SP2_c.t1	XP_013621997.1, XP_013608739.1
OG0006368	CP11_g33633_DN3_SP8_c.t1	XP_013606956.1
OG0006369	CP2_g48808_DN3_SP2_c.t1	XP_013620038.1, XP_013593056.1
OG0006370	CP11_g33711_DN3_SP4_c.t1	XP_013610158.1, XP_013626801.1, XP_013619736.1
OG0006371	CP12_g30170_DN3_SP0_c.t1	XP_013587552.1
OG0006372	CP19_g17834_DN3_SP4_c.t1	XP_013592519.1, XP_013636892.1
OG0006373	CP9_g29690_DN3_SP3_c.t1	XP_013621565.1
OG0006374	CP9_g29685_DN2_SP0_c.t1	XP_013591546.1
OG0006375	CP9_g29675_DN3_SP8_c.t1	XP_013591639.1, XP_013620330.1, XP_013587777.1
OG0006376	CP9_g29655_DN3_SP8_c.t1	XP_013620405.1
OG0006377	CP9_g29638_DN3_SP0_c.t1	XP_013590397.1, XP_013628060.1, XP_013588622.1
OG0006378	CP9_g29598_DN3_SP8_c.t1	XP_013620448.1, XP_013591701.1
OG0006379	CP9_g29576_DN3_SP7_c.t1	XP_013592657.1, XP_013592499.1
OG0006380	CP9_g29575_DN3_SP4_c.t1	XP_013592498.1, XP_013592656.1
OG0006381	CP9_g29487_DN3_SP0_c.t1	XP_013589711.1
OG0006382	CP9_g29479_DN1_SP0_c.t1	XP_013619478.1
OG0006383	CP9_g29457_DN3_SP7_c.t1	XP_013620154.1, XP_013590703.1
OG0006384	CP9_g29420_DN3_SP0_c.t1	XP_013590627.1, XP_013588714.1, XP_013617350.1, XP_013618917.1
OG0006386	CP6_g7036_DN3_SP0_c.t1	XP_013593248.1, XP_013603427.1
OG0006387	CP9_g29340_DN3_SP1_c.t1	XP_013590088.1
OG0006388	CP9_g29333_DN2_SP2_c.t1	XP_013613390.1, XP_013592334.1
OG0006389	CP9_g29285_DN3_SP4_c.t1	XP_013619595.1, XP_013588851.1
OG0006390	CP9_g29215_DN3_SP0_c.t1	XP_013621243.1, XP_013588159.1
OG0006391	CP9_g29212_DN3_SP8_c.t1	XP_013616458.1, XP_013592738.1
OG0006392	CP9_g29198_DN3_SP0_c.t1	XP_013619058.1
OG0006393	CP9_g29173_DN3_SP0_c.t1	XP_013619541.1, XP_013589800.1
OG0006395	CP9_g29153_DN2_SP0_c.t1	XP_013590481.1, XP_013590379.1
OG0006396	CP10_g43816_DN3_SP8_c.t1	XP_013625570.1, XP_013595898.1
OG0006397	CP10_g43766_DN3_SP3_c.t1	XP_013625373.1, XP_013593176.1
OG0006398	CP3_g14396_DN2_SP0_c.t1	XP_013620416.1, XP_013602922.1, XP_013598093.1
OG0006399	CP3_g14397_DN3_SP1_c.t1	XP_013603189.1, XP_013628809.1
OG0006400	CP8_g53425_DN3_SP6_c.t1	XP_013609202.1, XP_013625756.1
OG0006401	CP3_g14636_DN3_SP1_c.t1	XP_013639321.1, XP_013622890.1
OG0006402	CP10_g42653_DN3_SP8_c.t1	XP_013621899.1, XP_013583716.1
OG0006403	CP7_g46440_DN3_SP2_c.t1	XP_013587839.1, XP_013629818.1
OG0006404	CP7_g46423_DN3_SP0_c.t1	XP_013625017.1, XP_013591218.1
OG0006405	CP7_g46422_DN3_SP0_c.t1	XP_013621713.1, XP_013591179.1
OG0006406	CP7_g46404_DN3_SP0_c.t1	XP_013588326.1, XP_013627960.1
OG0006408	CP7_g46384_DN3_SP8_c.t1	XP_013589901.1, XP_013625539.1
OG0006409	CP7_g46354_DN3_SP8_c.t1	XP_013592730.1, XP_013629644.1
OG0006410	CP7_g46334_DN3_SP1_c.t1	XP_013592816.1, XP_013590436.1, XP_013622821.1
OG0006411	CP7_g46330_DN3_SP0_c.t1	XP_013591099.1, XP_013591175.1
OG0006412	CP7_g46318_DN3_SP0_c.t1	XP_013588474.1, XP_013621780.1
OG0006413	CP7_g46289_DN3_SP7_c.t1	XP_013613485.1, XP_013590135.1
OG0006414	CP7_g46276_DN3_SP8_c.t1	XP_013587758.1
OG0006415	CP7_g46227_DN3_SP0_c.t1	XP_013589067.1, XP_013588410.1
OG0006416	CP7_g46226_DN3_SP8_c.t1	XP_013629794.1, XP_013592282.1
OG0006417	CP4_g25145_DN3_SP8_c.t1	XP_013629804.1, XP_013636674.1, XP_013633564.1
OG0006418	CP4_g25138_DN2_SP0_c.t1	XP_013634307.1, XP_013635023.1
OG0006420	CP6_g6962_DN3_SP0_c.t1	XP_013594171.1
OG0006421	CP3_g15267_DN3_SP8_c.t1	XP_013614106.1, XP_013630536.1
OG0006422	CP3_g15246_DN3_SP4_c.t1	XP_013622599.1
OG0006423	CP2_g48864_DN3_SP8_c.t1	XP_013595715.1
OG0006424	CP6_g8888_DN3_SP7_c.t1	XP_013605652.1
OG0006425	CP5_g1219_DN3_SP0_c.t1	XP_013623487.1, XP_013606750.1
OG0006426	CP8_g53274_DN3_SP0_c.t1	XP_013620751.1, XP_013611178.1
OG0006427	CP8_g52221_DN3_SP7_c.t1	XP_013614301.1, XP_013607046.1
OG0006428	CP8_g52811_DN3_SP8_c.t1	XP_013606833.1
OG0006429	CP6_g8298_DN3_SP8_c.t1	XP_013599490.1, XP_013636027.1
OG0006430	CP6_g8035_DN3_SP2_c.t1	XP_013614474.1
OG0006431	CP6_g7969_DN1_SP0_c.t1	XP_013635622.1
OG0006432	CP6_g7668_DN3_SP8_c.t1	XP_013633738.1
OG0006433	CP6_g7567_DN3_SP6_c.t1	XP_013633910.1, XP_013602508.1, XP_013623921.1
OG0006434	CP6_g7510_DN3_SP0_c.t1	XP_013616463.1, XP_013626672.1
OG0006435	CP9_g29091_DN3_SP0_c.t1	XP_013592477.1, XP_013592858.1
OG0006436	CP6_g7358_DN3_SP8_c.t1	XP_013619594.1, XP_013605779.1
OG0006437	CP6_g7351_DN3_SP2_c.t1	XP_013593081.1
OG0006438	CP6_g7330_DN3_SP0_c.t1	XP_013595048.1, XP_013601297.1
OG0006440	CP6_g7278_DN3_SP8_c.t1	XP_013599927.1, XP_013593520.1
OG0006441	CP9_g28917_DN3_SP0_c.t1	XP_013591673.1, XP_013588771.1
OG0006442	CP9_g28953_DN3_SP2_c.t1	XP_013590296.1, XP_013613910.1
OG0006443	CP9_g28985_DN3_SP1_c.t1	XP_013617250.1, XP_013590185.1
OG0006444	CP12_g30919_DN3_SP0_c.t1, CP12_g30918_DN3_SP0_c.t1	XP_013597189.1
OG0006446	CP9_g29012_DN3_SP1_c.t1	XP_013588278.1, XP_013592431.1
OG0006447	CP9_g29026_DN3_SP1_c.t1	XP_013616210.1
OG0006448	CP9_g29031_DN3_SP2_c.t1	XP_013589489.1, XP_013591911.1
OG0006450	CP9_g29087_DN3_SP8_c.t1	XP_013620980.1, XP_013591812.1
OG0006451	CP9_g29117_DN3_SP8_c.t1	XP_013592714.1, XP_013589732.1
OG0006453	CP9_g28461_DN3_SP0_c.t1	XP_013588487.1, XP_013590908.1
OG0006454	CP9_g28475_DN3_SP7_c.t1	XP_013590992.1, XP_013590670.1, XP_013619309.1
OG0006455	CP9_g28511_DN3_SP5_c.t1	XP_013618366.1
OG0006456	CP5_g1141_DN3_SP8_c.t1	XP_013597626.1, XP_013604851.1
OG0006457	CP5_g1126_DN2_SP0_c.t1	XP_013594246.1, XP_013588990.1
OG0006458	CP5_g1112_DN3_SP0_c.t1	XP_013596365.1, XP_013617263.1
OG0006459	CP5_g1105_DN3_SP0_c.t1	XP_013583465.1, XP_013598904.1
OG0006460	CP5_g1104_DN3_SP6_c.t1	XP_013598905.1, XP_013605451.1
OG0006461	CP5_g1075_DN3_SP8_c.t1	XP_013609760.1
OG0006462	CP2_g48886_DN3_SP7_c.t1	XP_013608952.1, XP_013608881.1
OG0006464	CP13_g19472_DN3_SP0_c.t1	XP_013617772.1, XP_013607003.1, XP_013599406.1
OG0006465	CP13_g19124_DN1_SP0_c.t1	XP_013616382.1, XP_013595360.1
OG0006466	CP5_g1596_DN2_SP0_c.t1	XP_013609592.1
OG0006466	CP2_g48852_DN3_SP3_c.t1	XP_013596925.1
OG0006467	CP13_g19179_DN3_SP8_c.t1	XP_013618117.1
OG0006468	CP3_g15573_DN3_SP6_c.t1	XP_013626798.1
OG0006469	CP4_g23999_DN3_SP8_c.t1	XP_013614237.1, XP_013614364.1
OG0006470	CP13_g19249_DN3_SP7_c.t1	XP_013593221.1
OG0006471	CP13_g19266_DN3_SP2_c.t1	XP_013597825.1
OG0006472	CP13_g19269_DN3_SP5_c.t1	XP_013593801.1, XP_013618139.1
OG0006473	CP13_g19290_DN3_SP4_c.t1	XP_013615984.1, XP_013599378.1
OG0006474	CP13_g19300_DN3_SP8_c.t1	XP_013621078.1, XP_013612175.1, XP_013598166.1
OG0006475	CP13_g19372_DN2_SP0_c.t1	XP_013618578.1, XP_013596002.1
OG0006476	CP13_g19373_DN2_SP0_c.t1	XP_013619200.1, XP_013596498.1
OG0006477	CP13_g19399_DN3_SP8_c.t1	XP_013615850.1, XP_013598662.1
OG0006478	CP19_g18218_DN3_SP0_c.t1	XP_013603517.1
OG0006479	CP13_g19420_DN3_SP8_c.t1	XP_013598276.1, XP_013614746.1, XP_013610880.1
OG0006480	CP13_g19213_DN3_SP6_c.t1	XP_013597996.1
OG0006481	CP13_g19445_DN3_SP0_c.t1	XP_013596100.1
OG0006482	CP9_g28598_DN3_SP0_c.t1	XP_013590110.1
OG0006483	CP9_g28597_DN3_SP3_c.t1	XP_013587856.1
OG0006484	CP9_g28561_DN3_SP0_c.t1	XP_013591035.1, XP_013619325.1, XP_013591116.1
OG0006485	CP9_g28559_DN3_SP0_c.t1	XP_013588706.1, XP_013588756.1
OG0006486	CP9_g28541_DN3_SP3_c.t1	XP_013588492.1
OG0006488	CP13_g19911_DN3_SP8_c.t1	XP_013611720.1, XP_013598099.1
OG0006489	CP13_g19924_DN3_SP5_c.t1	XP_013620300.1
OG0006490	CP13_g19959_DN3_SP7_c.t1	XP_013616627.1, XP_013596088.1
OG0006491	CP1_g36509_DN3_SP5_c.t1	XP_013586384.1
OG0006492	CP13_g20054_DN3_SP0_c.t1	XP_013618514.1, XP_013592222.1, XP_013609702.1
OG0006493	CP1_g38147_DN3_SP6_c.t1	XP_013589857.1
OG0006494	CP1_g38138_DN3_SP3_c.t1	XP_013599649.1, XP_013587920.1
OG0006495	CP1_g38118_DN3_SP0_c.t1	XP_013602682.1, XP_013587396.1
OG0006496	CP1_g38102_DN3_SP4_c.t1	XP_013628374.1, XP_013589852.1
OG0006497	CP1_g38069_DN3_SP8_c.t1	XP_013625618.1, XP_013587770.1, XP_013638211.1
OG0006498	CP8_g53183_DN3_SP4_c.t1	XP_013620851.1
OG0006499	CP1_g37969_DN3_SP8_c.t1	XP_013629321.1, XP_013592185.1
OG0006500	CP1_g37967_DN3_SP8_c.t1	XP_013588325.1
OG0006501	CP1_g37898_DN3_SP8_c.t1	XP_013592400.1, XP_013592582.1
OG0006502	CP1_g37883_DN3_SP0_c.t1	XP_013588238.1, XP_013592781.1
OG0006503	CP13_g20466_DN3_SP7_c.t1, CP4_g26021_DN3_SP2_c.t1	XP_013608953.1
OG0006504	CP4_g25335_DN3_SP2_c.t1	XP_013634589.1, XP_013622387.1, XP_013634353.1
OG0006505	CP6_g7569_DN3_SP0_c.t1, CP4_g25286_DN3_SP8_c.t1	XP_013631841.1
OG0006506	CP4_g25284_DN3_SP2_c.t1	XP_013632560.1, XP_013637465.1
OG0006507	CP4_g25280_DN1_SP0_c.t1	XP_013635400.1, XP_013635326.1
OG0006508	CP4_g25261_DN3_SP0_c.t1	XP_013628261.1, XP_013628268.1, XP_013615393.1, XP_013637172.1
OG0006509	CP4_g25250_DN3_SP0_c.t1	XP_013635933.1, XP_013632140.1
OG0006510	CP4_g25224_DN3_SP8_c.t1	XP_013631985.1, XP_013629584.1, XP_013634295.1
OG0006511	CP4_g25184_DN3_SP8_c.t1	XP_013637587.1, XP_013637609.1
OG0006512	CP4_g25175_DN3_SP3_c.t1	XP_013636527.1
OG0006513	CP4_g25164_DN3_SP3_c.t1	XP_013625754.1, XP_013633730.1
OG0006516	CP6_g6883_DN3_SP8_c.t1	XP_013598714.1
OG0006517	CP6_g6886_DN3_SP7_c.t1	XP_013629673.1
OG0006518	CP6_g6892_DN3_SP1_c.t1	XP_013604963.1, XP_013622155.1
OG0006519	CP6_g6897_DN3_SP8_c.t1	XP_013598261.1, XP_013630306.1, XP_013601989.1
OG0006520	CP6_g6923_DN1_SP0_c.t1	XP_013607499.1
OG0006521	CP6_g6934_DN3_SP0_c.t1	XP_013623126.1
OG0006522	CP6_g6970_DN3_SP0_c.t1	XP_013587690.1, XP_013627495.1
OG0006523	CP13_g19127_DN3_SP7_c.t1	XP_013607090.1, XP_013593750.1
OG0006524	CP6_g6974_DN3_SP0_c.t1	XP_013599182.1, XP_013607827.1
OG0006525	CP6_g6997_DN3_SP4_c.t1	XP_013615757.1, XP_013593051.1
OG0006526	CP6_g7006_DN3_SP7_c.t1	XP_013593315.1, XP_013637664.1, XP_013601338.1
OG0006527	CP6_g7024_DN3_SP7_c.t1	XP_013597562.1
OG0006528	CP6_g7031_DN3_SP0_c.t1	XP_013597019.1, XP_013589095.1
OG0006529	CP6_g7037_DN3_SP8_c.t1	XP_013607299.1, XP_013597537.1
OG0006530	CP6_g7063_DN3_SP2_c.t1	XP_013595578.1, XP_013584554.1
OG0006531	CP6_g7085_DN3_SP1_c.t1	XP_013596516.1, XP_013603476.1
OG0006532	CP6_g7114_DN3_SP0_c.t1	XP_013602599.1, XP_013604917.1
OG0006533	CP6_g7118_DN1_SP1_c.t1	XP_013595438.1
OG0006534	CP3_g14259_DN3_SP3_c.t1	XP_013592914.1, XP_013602805.1
OG0006535	CP3_g14265_DN3_SP2_c.t1	XP_013635692.1, XP_013594161.1
OG0006536	CP3_g14284_DN3_SP2_c.t1	XP_013605897.1, XP_013593555.1
OG0006537	CP3_g14288_DN3_SP2_c.t1	XP_013603273.1, XP_013596593.1
OG0006538	CP3_g14336_DN3_SP0_c.t1	XP_013593582.1, XP_013591242.1, XP_013602377.1
OG0006539	CP19_g18293_DN3_SP8_c.t1	XP_013599073.1
OG0006540	CP19_g18315_DN3_SP4_c.t1	XP_013603310.1, XP_013598847.1
OG0006541	CP8_g53206_DN3_SP6_c.t1	XP_013614676.1
OG0006542	CP8_g52964_DN2_SP8_c.t1	XP_013616408.1, XP_013612224.1
OG0006543	CP8_g52993_DN3_SP0_c.t1	XP_013629499.1, XP_013606319.1
OG0006544	CP8_g53008_DN3_SP1_c.t1	XP_013622421.1, XP_013613704.1
OG0006545	CP15_g35833_DN3_SP3_c.t1	XP_013606256.1, XP_013622308.1
OG0006546	CP17_g5004_DN3_SP7_c.t1	XP_013593597.1, XP_013607184.1
OG0006547	CP17_g4849_DN3_SP6_c.t1	XP_013593672.1, XP_013608700.1
OG0006548	CP10_g43996_DN3_SP0_c.t1	XP_013609973.1
OG0006549	CP10_g43843_DN3_SP0_c.t1	XP_013593789.1, XP_013623132.1
OG0006550	CP19_g18250_DN3_SP8_c.t1	XP_013599767.1
OG0006551	CP19_g18251_DN3_SP7_c.t1	XP_013639493.1
OG0006552	CP19_g18273_DN3_SP8_c.t1	XP_013599207.1
OG0006553	CP19_g18281_DN3_SP5_c.t1	XP_013602836.1
OG0006554	CP19_g18407_DN3_SP0_c.t1	XP_013625198.1, XP_013593596.1
OG0006555	CP22_g17375_DN1_SP0_c.t1	XP_013617569.1
OG0006556	CP19_g18414_DN2_SP3_c.t1	XP_013596589.1, XP_013627209.1, XP_013586436.1
OG0006558	CP19_g18451_DN3_SP4_c.t1	XP_013593270.1, XP_013598646.1
OG0006560	CP2_g48951_DN3_SP0_c.t1	XP_013613902.1
OG0006561	CP6_g6799_DN3_SP8_c.t1	XP_013608613.1, XP_013593746.1
OG0006562	CP10_g43121_DN1_SP0_c.t1	XP_013589339.1
OG0006563	CP6_g6764_DN3_SP8_c.t1	XP_013628404.1, XP_013608064.1, XP_013608216.1
OG0006564	CP6_g6759_DN3_SP3_c.t1	XP_013614740.1
OG0006565	CP8_g53220_DN3_SP4_c.t1	XP_013635908.1, XP_013625362.1
OG0006566	CP6_g6744_DN3_SP6_c.t1	XP_013599197.1, XP_013598343.1
OG0006567	CP6_g6737_DN3_SP2_c.t1	XP_013636386.1
OG0006568	CP6_g6711_DN3_SP0_c.t1	XP_013599308.1, XP_013607763.1
OG0006569	CP6_g6709_DN3_SP1_c.t1	XP_013638797.1, XP_013615438.1, XP_013595929.1
OG0006570	CP6_g6688_DN1_SP0_c.t1	XP_013599270.1, XP_013625837.1
OG0006571	CP19_g18514_DN3_SP0_c.t1	XP_013598219.1
OG0006572	CP19_g18497_DN3_SP3_c.t1	XP_013611449.1, XP_013627428.1
OG0006573	CP6_g6836_DN3_SP5_c.t1	XP_013597658.1, XP_013597733.1
OG0006574	CP6_g6846_DN3_SP2_c.t1	XP_013589315.1
OG0006575	CP6_g7209_DN3_SP0_c.t1, CP6_g7208_DN3_SP0_c.t1	XP_013595050.1
OG0006576	CP6_g7174_DN3_SP0_c.t1	XP_013596617.1, XP_013589261.1
OG0006577	CP6_g7152_DN3_SP0_c.t1	XP_013596625.1, XP_013593481.1
OG0006578	CP6_g7138_DN3_SP3_c.t1	XP_013596220.1, XP_013596310.1
OG0006579	CP2_g47583_DN3_SP4_c.t1	XP_013612759.1
OG0006579	CP12_g30985_DN2_SP0_c.t1	XP_013593008.1
OG0006580	CP2_g47581_DN2_SP0_c.t1	XP_013609804.1, XP_013596739.1
OG0006581	CP2_g47552_DN3_SP8_c.t1	XP_013607110.1
OG0006582	CP3_g13053_DN3_SP8_c.t1	XP_013636172.1, XP_013604674.1, XP_013591687.1
OG0006583	CP3_g13081_DN3_SP5_c.t1	XP_013602528.1, XP_013631282.1
OG0006584	CP3_g13111_DN3_SP8_c.t1	XP_013637476.1, XP_013600743.1
OG0006585	CP5_g1793_DN3_SP0_c.t1	XP_013603444.1
OG0006586	CP3_g13188_DN3_SP7_c.t1	XP_013605925.1, XP_013631362.1
OG0006587	CP3_g13193_DN3_SP0_c.t1	XP_013600770.1, XP_013633974.1
OG0006588	CP3_g13222_DN3_SP6_c.t1	XP_013588917.1
OG0006589	CP3_g13224_DN3_SP2_c.t1	XP_013588907.1, XP_013604577.1
OG0006590	CP3_g13267_DN3_SP7_c.t1	XP_013605889.1, XP_013636667.1
OG0006591	CP3_g13274_DN3_SP3_c.t1	XP_013605766.1, XP_013591018.1
OG0006592	CP3_g13295_DN3_SP8_c.t1	XP_013591977.1
OG0006593	CP3_g13321_DN3_SP7_c.t1	XP_013603429.1, XP_013634135.1
OG0006594	CP3_g13366_DN3_SP6_c.t1	XP_013587903.1
OG0006595	CP3_g13408_DN3_SP5_c.t1	XP_013599754.1, XP_013636187.1, XP_013636184.1
OG0006596	CP3_g13483_DN3_SP0_c.t1	XP_013631584.1, XP_013592769.1, XP_013604795.1
OG0006597	CP3_g13487_DN3_SP8_c.t1	XP_013590012.1, XP_013600058.1
OG0006598	CP3_g13489_DN3_SP8_c.t1	XP_013602328.1, XP_013633660.1
OG0006599	CP8_g52950_DN2_SP0_c.t1	XP_013626227.1
