HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N12.HOG0009501	OG0004784	n1																						Om004G163490	
N12.HOG0009502	OG0004784	n17		Ag006G554020																				Om002G086480, Om003G116810	
N12.HOG0009503	OG0004785	n5		Ag008G729680, Ag007G621870																				Om006G234050	
N12.HOG0009504	OG0004786	n0		Ag008G711500																				Om006G245170	
N12.HOG0009505	OG0004788	n7																						Om008G345570, Om008G346900, Om008G346880, Om004G173170, Om004G173150, Om008G345550, Om007G313220, Om007G313240	
N12.HOG0009506	OG0004801	n0		Ag003G253870																				Om001G022350	
N12.HOG0009507	OG0004802	n0		Ag003G253890																				Om001G022370	
N12.HOG0009508	OG0004803	n0		Ag003G254000, Ag019G743040																				Om001G022520	
N12.HOG0009509	OG0004804	n0		Ag003G254110																				Om001G022700	
N12.HOG0009510	OG0004805	n0		Ag003G256410																				Om001G023820	
N12.HOG0009511	OG0004806	n0		Ag003G260750																				Om001G025630	
N12.HOG0009512	OG0004807	n0		Ag003G266760																				Om001G026770	
N12.HOG0009513	OG0004808	n5		Ag003G271090																				Om001G028370	
N12.HOG0009514	OG0004809	n0		Ag003G271430																				Om001G028490	
N12.HOG0009515	OG0004810	n2		Ag006G533300																				Om008G334670	
N12.HOG0009516	OG0004810	n28		Ag007G579690																					
N12.HOG0009517	OG0004811	n0		Ag003G278020																				Om001G029940	
N12.HOG0009518	OG0004812	n0		Ag003G278220																				Om001G029760	
N12.HOG0009519	OG0004813	n0		Ag003G277330																				Om001G030290	
N12.HOG0009520	OG0004814	n5		Ag003G280380																				Om001G032140	
N12.HOG0009521	OG0004815	n0		Ag003G282400																				Om001G033160	
N12.HOG0009522	OG0004816	n18																						Om007G292480	
N12.HOG0009523	OG0004816	n22		Ag007G578830																				Om007G292490	
N12.HOG0009524	OG0004817	n0		Ag001G101740																				Om007G276030	
N12.HOG0009525	OG0004818	n0		Ag001G101790																				Om007G275990	
N12.HOG0009526	OG0004819	n0		Ag001G102000																				Om007G275720	
N12.HOG0009527	OG0004821	n0		Ag004G309200																				Om005G187010	
N12.HOG0009528	OG0004822	n1		Ag004G313530																				Om005G190140	
N12.HOG0009529	OG0004822	n18		Ag004G375510																				Om005G222890	
N12.HOG0009530	OG0004823	n0		Ag004G376200																				Om005G222960	
N12.HOG0009531	OG0004824	n0		Ag004G382650																				Om005G225660	
N12.HOG0009532	OG0004826	n0		Ag008G660410																				Om006G274690	
N12.HOG0009533	OG0004827	n0		Ag008G665490																				Om006G272780	
N12.HOG0009534	OG0004828	n3		Ag007G598890, Ag002G169480																				Om006G272330	
N12.HOG0009535	OG0004828	n21																						Om008G336390	
N12.HOG0009536	OG0004829	n0		Ag008G667200																				Om006G272150	
N12.HOG0009537	OG0004830	n7		Ag007G654150																				Om007G317350, Om007G317330, Om007G317340	
N12.HOG0009538	OG0004831	n0		Ag008G669500																				Om006G271210	
N12.HOG0009539	OG0004832	n7																						Om006G271040	
N12.HOG0009540	OG0004832	n13		Ag008G670730																					
N12.HOG0009541	OG0004833	n0		Ag001G049110, Ag010G739240																				Om006G269510	
N12.HOG0009542	OG0004834	n0		Ag008G672570																				Om006G269490	
N12.HOG0009543	OG0004835	n0		Ag006G552840																				Om006G269380	
N12.HOG0009544	OG0004836	n19		Ag007G648270																				Om007G315440	
N12.HOG0009545	OG0004838	n0		Ag008G674140																				Om006G268220	
N12.HOG0009546	OG0004839	n0		Ag001G089100																				Om003G122720	
N12.HOG0009547	OG0004840	n0		Ag002G105660, Ag004G400850, Ag004G400870, Ag004G400820, Ag001G073040, Ag003G235750, Ag004G358530																				Om005G213540	
N12.HOG0009548	OG0004841	n24																						Om005G226860	
N12.HOG0009549	OG0004842	n4		Ag004G381850																				Om005G225430	
N12.HOG0009550	OG0004842	n23		Ag004G315880																					
N12.HOG0009551	OG0004843	n0																						Om005G191430	
N12.HOG0009552	OG0004844	n0		Ag002G190260																				Om008G328320	
N12.HOG0009553	OG0004845	n0		Ag005G477630																				Om002G051900	
N12.HOG0009554	OG0004846	n22		Ag005G475740, Ag006G497450																					
N12.HOG0009555	OG0004847	n0		Ag005G475290																				Om002G053460	
N12.HOG0009556	OG0004848	n0		Ag005G472700																				Om002G055060	
N12.HOG0009557	OG0004849	n0		Ag005G471440																				Om002G055960	
N12.HOG0009558	OG0004850	n0		Ag008G676530																				Om003G112100	
N12.HOG0009559	OG0004851	n0		Ag001G033590																					
N12.HOG0009560	OG0004852	n0		Ag001G065500																				Om003G113070	
N12.HOG0009561	OG0004853	n2		Ag008G703770																					
N12.HOG0009562	OG0004853	n5		Ag008G681860																				Om003G113500	
N12.HOG0009563	OG0004854	n0																						Om003G114070	
N12.HOG0009564	OG0004855	n0		Ag008G684530																				Om003G114130	
N12.HOG0009565	OG0004856	n1		Ag008G684850																				Om003G114310	
N12.HOG0009566	OG0004857	n0		Ag008G687710																				Om003G115460	
N12.HOG0009567	OG0004858	n0		Ag008G693570																				Om003G116360	
N12.HOG0009568	OG0004859	n2		Ag008G694050																				Om003G116920	
N12.HOG0009569	OG0004860	n0		Ag008G701680																				Om006G249880	
N12.HOG0009570	OG0004861	n0		Ag008G704220																				Om005G206970, Om006G248640	
N12.HOG0009571	OG0004862	n0		Ag008G705200, Ag006G570730																				Om006G248130	
N12.HOG0009572	OG0004863	n0		Ag007G611510																				Om004G161510	
N12.HOG0009573	OG0004864	n0		Ag007G611280																				Om004G161650	
N12.HOG0009574	OG0004865	n0		Ag007G610810																				Om004G161700	
N12.HOG0009575	OG0004866	n0		Ag007G610760																				Om004G161730	
N12.HOG0009576	OG0004867	n0		Ag007G607420																				Om004G163770	
N12.HOG0009577	OG0004868	n0		Ag007G619030																				Om007G299690	
N12.HOG0009578	OG0004869	n0		Ag007G606300, Ag004G401380																				Om004G164370	
N12.HOG0009579	OG0004870	n0		Ag007G605040																				Om004G165320	
N12.HOG0009580	OG0004871	n17																						Om006G232360	
N12.HOG0009581	OG0004871	n20		Ag007G604030																				Om004G166080	
N12.HOG0009582	OG0004872	n0		Ag007G602270																				Om004G166810	
N12.HOG0009583	OG0004873	n0		Ag006G577450																				Om001G000410	
N12.HOG0009584	OG0004874	n12		Ag002G117610																				Om008G360920	
N12.HOG0009585	OG0004875	n0		Ag006G575650																				Om001G001760	
N12.HOG0009586	OG0004876	n0		Ag002G109300, Ag002G113280																				Om008G359830	
N12.HOG0009587	OG0004877	n0		Ag006G573670																				Om001G002950	
N12.HOG0009588	OG0004878	n0		Ag006G572600																				Om001G002980	
N12.HOG0009589	OG0004879	n0		Ag006G571140																				Om001G004130	
N12.HOG0009590	OG0004880	n0		Ag006G559350																				Om001G005400	
N12.HOG0009591	OG0004881	n0		Ag006G569770, Ag006G560800																				Om001G005770	
N12.HOG0009592	OG0004882	n0		Ag006G561580																				Om001G006230	
N12.HOG0009593	OG0004883	n34		Ag006G563780																				Om001G006830	
N12.HOG0009594	OG0004883	n35		Ag006G563760																				Om001G006800	
N12.HOG0009595	OG0004884	n0		Ag006G565180																				Om001G007260	
N12.HOG0009596	OG0004885	n0		Ag008G719570																				Om006G241010	
N12.HOG0009597	OG0004886	n7		Ag006G566910																				Om001G007900	
N12.HOG0009598	OG0004887	n0		Ag006G567130																				Om001G007960	
N12.HOG0009599	OG0004888	n0		Ag003G233100																				Om001G009010	
N12.HOG0009600	OG0004889	n0		Ag006G550710																				Om001G009820	
N12.HOG0009601	OG0004890	n0		Ag006G546520, Ag006G548170																				Om001G010670	
N12.HOG0009602	OG0004891	n0		Ag006G543160, Ag006G544420																				Om001G011200	
N12.HOG0009603	OG0004892	n2		Ag006G543890, Ag006G543620																				Om001G011540, Om007G295550	
N12.HOG0009604	OG0004892	n27		Ag006G554500																					
N12.HOG0009605	OG0004893	n10		Ag004G386300																				Om005G226240	
N12.HOG0009606	OG0004893	n13																						Om001G028980	
N12.HOG0009607	OG0004893	n32		Ag006G533050																				Om001G015080	
N12.HOG0009608	OG0004894	n0		Ag007G584900																				Om007G287270	
N12.HOG0009609	OG0004895	n0		Ag007G583900																				Om007G288210	
N12.HOG0009610	OG0004896	n0		Ag007G583630																				Om007G288450	
N12.HOG0009611	OG0004897	n0		Ag007G583400																				Om007G288610	
N12.HOG0009612	OG0004898	n3		Ag007G580820																				Om007G290830	
N12.HOG0009613	OG0004899	n34		Ag006G496970																				Om004G173490	
N12.HOG0009614	OG0004900	n0		Ag003G289280																				Om001G036710	
N12.HOG0009615	OG0004901	n4		Ag003G291320																				Om001G038290	
N12.HOG0009616	OG0004901	n30																						Om008G342740, Om001G038300	
N12.HOG0009617	OG0004902	n0		Ag003G291990																				Om001G038630	
N12.HOG0009618	OG0004903	n6																						Om004G153940	
N12.HOG0009619	OG0004903	n31		Ag003G292810																				Om001G039290	
N12.HOG0009620	OG0004904	n23		Ag003G296910																				Om001G041700	
N12.HOG0009621	OG0004905	n22		Ag002G162940																					
N12.HOG0009622	OG0004906	n3		Ag002G131970																				Om008G354880	
N12.HOG0009623	OG0004906	n23		Ag004G312910																					
N12.HOG0009624	OG0004907	n0		Ag002G130120																				Om008G355480	
N12.HOG0009625	OG0004908	n0		Ag004G353130, Ag002G125100																				Om008G356710	
N12.HOG0009626	OG0004909	n25		Ag002G103860																				Om008G358130	
N12.HOG0009627	OG0004910	n0		Ag002G107760, Ag002G111300																				Om008G359160	
N12.HOG0009628	OG0004911	n18		Ag002G107860, Ag002G111400																				Om008G359200	
N12.HOG0009629	OG0004911	n20		Ag001G088380, Ag001G088340																				Om002G060020	
N12.HOG0009630	OG0004912	n0		Ag002G120180																				Om008G361500	
N12.HOG0009631	OG0004913	n0		Ag002G123540																				Om008G362760	
N12.HOG0009632	OG0004914	n0		Ag002G114250, Ag002G121930																				Om008G362190	
N12.HOG0009633	OG0004915	n0		Ag002G123420																				Om008G362630	
N12.HOG0009634	OG0004916	n14		Ag005G427560																					
N12.HOG0009635	OG0004917	n14																						Om003G093910	
N12.HOG0009636	OG0004918	n2		Ag001G034530																				Om003G102070	
N12.HOG0009637	OG0004919	n0		Ag007G655810																				Om007G318030	
N12.HOG0009638	OG0004920	n1		Ag008G733840																				Om006G231090	
N12.HOG0009639	OG0004920	n26																						Om003G123990	
N12.HOG0009640	OG0004921	n6		Ag001G098320																				Om003G128760	
N12.HOG0009641	OG0004921	n25		Ag002G206570																				Om008G318790	
N12.HOG0009642	OG0004922	n0		Ag001G097790																				Om003G128190	
N12.HOG0009643	OG0004923	n0		Ag002G203110																				Om008G321130	
N12.HOG0009644	OG0004924	n0		Ag002G202970																				Om008G321230	
N12.HOG0009645	OG0004925	n0		Ag001G094790																				Om003G126570	
N12.HOG0009646	OG0004926	n0		Ag002G202820																				Om008G321340	
N12.HOG0009647	OG0004927	n0		Ag002G202570																				Om008G321580	
N12.HOG0009648	OG0004928	n0		Ag002G202230																				Om008G321710	
N12.HOG0009649	OG0004929	n0		Ag002G200170																				Om008G323020	
N12.HOG0009650	OG0004930	n12		Ag002G197590, Ag002G197580																					
N12.HOG0009651	OG0004930	n14		Ag002G197610																					
N12.HOG0009652	OG0004930	n15		Ag002G197620, Ag002G103760, Ag002G197670																					
N12.HOG0009653	OG0004931	n4		Ag002G196340																				Om008G325670	
N12.HOG0009654	OG0004932	n0		Ag002G196060																				Om008G325820	
N12.HOG0009655	OG0004933	n0		Ag002G193990																				Om008G326690	
N12.HOG0009656	OG0004934	n2		Ag002G193330																				Om008G326950	
N12.HOG0009657	OG0004934	n30		Ag001G085720																				Om003G121150, Om008G320480	
N12.HOG0009658	OG0004935	n22		Ag007G585530																				Om007G286720	
N12.HOG0009659	OG0004936	n0		Ag006G493100																				Om004G175700	
N12.HOG0009660	OG0004937	n0		Ag006G495680																				Om004G174260	
N12.HOG0009661	OG0004938	n0		Ag003G266110, Ag003G265320, Ag002G199540																				Om008G323310	
N12.HOG0009662	OG0004939	n0		Ag006G497240																				Om004G173340	
N12.HOG0009663	OG0004940	n0		Ag008G718230																				Om006G241910	
N12.HOG0009664	OG0004941	n0		Ag008G719000																				Om006G241530	
N12.HOG0009665	OG0004942	n3		Ag008G717650																				Om006G242370	
N12.HOG0009666	OG0004943	n0		Ag008G716970																				Om006G242650	
N12.HOG0009667	OG0004944	n0		Ag008G716210																				Om006G243280	
N12.HOG0009668	OG0004945	n0		Ag008G715140																				Om006G243730	
N12.HOG0009669	OG0004946	n0		Ag008G713640																				Om006G244370	
N12.HOG0009670	OG0004948	n0		Ag008G710580																				Om006G245430	
N12.HOG0009671	OG0004949	n0		Ag008G708560																				Om006G246350	
N12.HOG0009672	OG0004950	n0		Ag008G708160																				Om006G246490	
N12.HOG0009673	OG0004951	n0		Ag008G707450																				Om006G246880	
N12.HOG0009674	OG0004952	n4		Ag008G729120																				Om006G234490	
N12.HOG0009675	OG0004952	n25		Ag001G056090																				Om006G262580	
N12.HOG0009676	OG0004953	n0		Ag002G203560																				Om008G320800	
N12.HOG0009677	OG0004954	n0		Ag008G729540																				Om006G234160	
N12.HOG0009678	OG0004955	n0		Ag008G731430																				Om006G232860	
N12.HOG0009679	OG0004956	n0		Ag008G732740																				Om006G231940	
N12.HOG0009680	OG0004958	n0		Ag008G733350																				Om006G231530	
N12.HOG0009681	OG0004959	n0		Ag008G733590																				Om006G231300	
N12.HOG0009682	OG0004960	n0		Ag008G734090																				Om006G230880	
N12.HOG0009683	OG0004961	n0		Ag008G734170																				Om006G230790	
N12.HOG0009684	OG0004962	n0		Ag008G734650																				Om006G230330	
N12.HOG0009685	OG0004963	n0		Ag008G735120																				Om006G229860	
N12.HOG0009686	OG0004964	n10		Ag001G099600																				Om006G229400	
N12.HOG0009687	OG0004964	n15		Ag001G059410, Ag001G059590																				Om006G257700	
N12.HOG0009688	OG0004965	n1		Ag004G298380																					
N12.HOG0009689	OG0004965	n26		Ag006G515750																					
N12.HOG0009690	OG0004966	n0		Ag007G587000																				Om007G277430	
N12.HOG0009691	OG0004967	n1		Ag004G302240																				Om005G181300	
N12.HOG0009692	OG0004967	n25		Ag007G587530																				Om007G277830	
N12.HOG0009693	OG0004968	n3		Ag007G588100																				Om007G278230	
N12.HOG0009694	OG0004969	n0		Ag007G589810, Ag007G589790																				Om007G279590	
N12.HOG0009695	OG0004970	n0		Ag007G592230																				Om007G281350	
N12.HOG0009696	OG0004971	n0		Ag007G592300																				Om007G281420	
N12.HOG0009697	OG0004972	n0		Ag007G592700																				Om007G281770	
N12.HOG0009698	OG0004973	n0		Ag007G593680																				Om007G282240	
N12.HOG0009699	OG0004974	n26		Ag007G593810																				Om007G282350	
N12.HOG0009700	OG0004975	n0		Ag007G595560																				Om007G283530	
N12.HOG0009701	OG0004976	n0		Ag007G596290																				Om007G284140	
N12.HOG0009702	OG0004977	n2		Ag007G597740																				Om007G285160	
N12.HOG0009703	OG0004977	n31		Ag004G308610																				Om005G186510	
N12.HOG0009704	OG0004978	n0		Ag007G613070																				Om007G301920	
N12.HOG0009705	OG0004979	n26		Ag005G478670, Ag001G020020, Ag005G415110, Ag002G116250																				Om002G051090	
N12.HOG0009706	OG0004980	n1		Ag006G490900																				Om004G177300	
N12.HOG0009707	OG0004980	n11		Ag005G478590																				Om002G051160	
N12.HOG0009708	OG0004981	n0		Ag005G490450																				Om002G042940	
N12.HOG0009709	OG0004982	n0		Ag005G488540																				Om002G044190	
N12.HOG0009710	OG0004983	n0		Ag007G623880																				Om007G297710	
N12.HOG0009711	OG0004984	n17		Ag002G147330, Ag007G628350																				Om007G296280	
N12.HOG0009712	OG0004985	n3		Ag007G636510																				Om007G293880	
N12.HOG0009713	OG0004985	n18		Ag005G483470																				Om002G047640	
N12.HOG0009714	OG0004986	n0		Ag007G634480																				Om007G294510	
N12.HOG0009715	OG0004987	n6		Ag007G633840																				Om007G294700	
N12.HOG0009716	OG0004988	n0		Ag005G481940																				Om002G048760	
N12.HOG0009717	OG0004989	n15		Ag001G083800																				Om003G120260	
N12.HOG0009718	OG0004990	n0		Ag005G480520																				Om002G049760	
N12.HOG0009719	OG0004991	n0		Ag005G479490																				Om002G050320	
N12.HOG0009720	OG0004992	n0		Ag005G479080																				Om002G050730	
N12.HOG0009721	OG0004993	n0		Ag005G478700																				Om002G051060	
N12.HOG0009722	OG0004994	n0		Ag002G186310																				Om008G330080	
N12.HOG0009723	OG0004995	n0		Ag002G184680, Ag008G700320, Ag002G117420, Ag002G117430																				Om008G330820	
N12.HOG0009724	OG0004996	n13		Ag002G183130																				Om008G331430	
N12.HOG0009725	OG0004997	n0		Ag001G076800																				Om006G252480	
N12.HOG0009726	OG0004998	n0		Ag002G165140																				Om008G337940	
N12.HOG0009727	OG0004999	n0		Ag002G165630																				Om008G337740	
N12.HOG0009728	OG0005000	n0		Ag007G582550																				Om007G289280	
N12.HOG0009729	OG0005001	n0		Ag002G174820																				Om008G334690	
N12.HOG0009730	OG0005002	n0		Ag002G175200																				Om008G334400	
N12.HOG0009731	OG0005003	n0		Ag002G175530																				Om008G334220, Om008G334230	
N12.HOG0009732	OG0005004	n2		Ag007G630520																				Om007G307660, Om007G313000	
N12.HOG0009733	OG0005004	n7		Ag007G630510																				Om001G018320, Om001G018340, Om001G018330, Om001G018350, Om001G018310	
N12.HOG0009734	OG0005005	n2																						Om004G130040	
N12.HOG0009735	OG0005005	n30		Ag004G322890																				Om005G196040	
N12.HOG0009736	OG0005006	n0		Ag004G325480																				Om005G197710	
N12.HOG0009737	OG0005007	n7		Ag004G311080																				Om005G188500	
N12.HOG0009738	OG0005007	n27		Ag004G327470																				Om005G198730	
N12.HOG0009739	OG0005008	n0		Ag004G327600																				Om005G198850	
N12.HOG0009740	OG0005009	n0		Ag004G328950																				Om005G199520	
N12.HOG0009741	OG0005010	n0		Ag004G330180																				Om005G200240	
N12.HOG0009742	OG0005011	n0		Ag004G331830																				Om005G201050	
N12.HOG0009743	OG0005012	n0		Ag004G332960																				Om005G201900	
N12.HOG0009744	OG0005013	n0		Ag003G215650																				Om004G134180	
N12.HOG0009745	OG0005014	n0		Ag004G338580																				Om005G204570	
N12.HOG0009746	OG0005015	n0		Ag004G339900																				Om005G205150	
N12.HOG0009747	OG0005016	n1																						Om008G352730	
N12.HOG0009748	OG0005016	n20																						Om004G144710, Om004G144730	
N12.HOG0009749	OG0005018	n0		Ag003G243500																				Om004G144950	
N12.HOG0009750	OG0005019	n20																						Om004G145200	
N12.HOG0009751	OG0005019	n26		Ag003G244160																					
N12.HOG0009752	OG0005020	n2		Ag003G245270																				Om004G146200	
N12.HOG0009753	OG0005021	n0																						Om004G147440	
N12.HOG0009754	OG0005022	n0		Ag003G246550																				Om004G147650	
N12.HOG0009755	OG0005023	n0		Ag001G081010, Ag001G101840																				Om003G116910, Om004G161910	
N12.HOG0009756	OG0005024	n0		Ag004G356140																				Om005G212460	
N12.HOG0009757	OG0005025	n0		Ag007G598410																				Om007G285680	
N12.HOG0009758	OG0005026	n0		Ag007G586020																				Om007G286350	
N12.HOG0009759	OG0005027	n8																						Om001G030430	
N12.HOG0009760	OG0005027	n18		Ag003G276960																				Om007G275570, Om001G030420	
N12.HOG0009761	OG0005028	n4		Ag003G222870, Ag003G222890																				Om004G136880	
N12.HOG0009762	OG0005029	n0		Ag004G318740																				Om005G193720	
N12.HOG0009763	OG0005030	n3		Ag003G209680																				Om004G130920	
N12.HOG0009764	OG0005031	n0		Ag004G315740																				Om005G191800	
N12.HOG0009765	OG0005032	n0		Ag004G315350																				Om005G191490	
N12.HOG0009766	OG0005033	n0		Ag004G314150																				Om005G190630	
N12.HOG0009767	OG0005034	n0		Ag004G312260																				Om005G189240	
N12.HOG0009768	OG0005035	n0		Ag004G311510																				Om005G188780	
N12.HOG0009769	OG0005036	n0		Ag004G311220																				Om005G188580	
N12.HOG0009770	OG0005037	n0		Ag004G309270, Ag004G309280																				Om005G187080	
N12.HOG0009771	OG0005038	n0		Ag002G162080																				Om008G339360, Om002G072530	
N12.HOG0009772	OG0005039	n0		Ag004G308140																				Om005G186090	
N12.HOG0009773	OG0005040	n0		Ag004G308580																				Om005G186460	
N12.HOG0009774	OG0005041	n3		Ag004G305430																				Om005G183780	
N12.HOG0009775	OG0005042	n0		Ag004G305350																				Om005G183690	
N12.HOG0009776	OG0005043	n0		Ag004G305100																				Om005G183460	
N12.HOG0009777	OG0005044	n1		Ag004G303620																				Om005G182440	
N12.HOG0009778	OG0005045	n3		Ag004G303500																				Om005G182330	
N12.HOG0009779	OG0005046	n0		Ag004G300020																					
N12.HOG0009780	OG0005047	n0		Ag004G298440, Ag004G298450																				Om005G178510	
N12.HOG0009781	OG0005048	n25		Ag004G297960																				Om003G101850	
N12.HOG0009782	OG0005048	n26		Ag004G297970																				Om008G335000, Om005G178000, Om004G144190	
N12.HOG0009783	OG0005049	n15		Ag004G297910, Ag004G298130																				Om004G144170, Om005G178010	
N12.HOG0009784	OG0005050	n0		Ag007G617330																				Om007G300330	
N12.HOG0009785	OG0005051	n3		Ag002G140640, Ag003G239210																				Om004G142440	
N12.HOG0009786	OG0005052	n0		Ag007G620990																				Om007G298950	
N12.HOG0009787	OG0005053	n4		Ag007G621220																				Om007G298750, Om007G298780	
N12.HOG0009788	OG0005053	n31																						Om007G298740	
N12.HOG0009789	OG0005054	n11		Ag007G622800																				Om007G298150	
N12.HOG0009790	OG0005055	n0		Ag007G624670																				Om007G297330	
N12.HOG0009791	OG0005056	n0		Ag007G624770																				Om007G297250	
N12.HOG0009792	OG0005057	n0		Ag007G627590																				Om007G296540, Om003G097450	
N12.HOG0009793	OG0005058	n0		Ag007G631280																				Om007G295990	
N12.HOG0009794	OG0005059	n0		Ag007G630680																				Om007G295820	
N12.HOG0009795	OG0005060	n0		Ag007G629240																				Om007G295020	
N12.HOG0009796	OG0005061	n0		Ag007G632660																				Om007G294830	
N12.HOG0009797	OG0005062	n0		Ag007G634370																				Om007G294540	
N12.HOG0009798	OG0005063	n4		Ag005G484470																				Om002G047010	
N12.HOG0009799	OG0005063	n18		Ag007G637510																				Om007G293420	
N12.HOG0009800	OG0005064	n2		Ag007G637670																				Om007G293370	
N12.HOG0009801	OG0005065	n0		Ag007G640740																				Om007G303590	
N12.HOG0009802	OG0005066	n0		Ag005G448230																				Om002G067330	
N12.HOG0009803	OG0005067	n0		Ag007G642790																				Om007G305830, Om009G362970	
N12.HOG0009804	OG0005068	n0		Ag007G605000, Ag007G643550																				Om007G307830, Om007G307840, Om007G307820	
N12.HOG0009805	OG0005069	n34		Ag003G231720, Ag003G286420																				Om007G307880	
N12.HOG0009806	OG0005070	n0		Ag008G678250, Ag001G074880																				Om006G253530	
N12.HOG0009807	OG0005071	n15		Ag006G504230																				Om004G170360	
N12.HOG0009808	OG0005071	n27																						Om002G050780, Om004G144270	
N12.HOG0009809	OG0005072	n0		Ag006G499700																				Om004G172080	
N12.HOG0009810	OG0005073	n0		Ag008G692940																				Om006G260280	
N12.HOG0009811	OG0005074	n7		Ag008G722430																				Om006G239070, Om006G239150	
N12.HOG0009812	OG0005075	n0		Ag008G724710																				Om006G237390	
N12.HOG0009813	OG0005076	n0		Ag008G724890																				Om006G237310	
N12.HOG0009814	OG0005077	n0		Ag008G725740																				Om006G236780	
N12.HOG0009815	OG0005078	n0		Ag008G725820																				Om006G236690	
N12.HOG0009816	OG0005079	n0		Ag008G727150																				Om006G235690	
N12.HOG0009817	OG0005080	n0		Ag008G706330																				Om006G247450	
N12.HOG0009818	OG0005081	n0		Ag008G705950																				Om006G247700	
N12.HOG0009819	OG0005082	n0		Ag008G705730																				Om006G247870	
N12.HOG0009820	OG0005083	n0		Ag008G705720																				Om006G247880	
N12.HOG0009821	OG0005084	n0																						Om006G259230	
N12.HOG0009822	OG0005085	n0		Ag008G692930																				Om006G260310, Om002G079950	
N12.HOG0009823	OG0005086	n0		Ag008G692830																				Om006G260350	
N12.HOG0009824	OG0005087	n0		Ag008G692260																				Om006G260580	
N12.HOG0009825	OG0005088	n0		Ag008G691650, Ag003G270820, Ag001G078680																				Om006G261030	
N12.HOG0009826	OG0005089	n5		Ag001G053150																				Om006G266100	
N12.HOG0009827	OG0005089	n6		Ag002G103920																				Om008G358200	
N12.HOG0009828	OG0005090	n0		Ag008G718010																				Om006G242060	
N12.HOG0009829	OG0005091	n0		Ag004G355190																				Om005G211990	
N12.HOG0009830	OG0005092	n0		Ag004G352520																				Om005G210830	
N12.HOG0009831	OG0005093	n0		Ag004G352060																				Om005G210740	
N12.HOG0009832	OG0005094	n0		Ag004G351860																				Om005G210680	
N12.HOG0009833	OG0005095	n0		Ag008G658450, Ag012G741200																				Om001G039270	
N12.HOG0009834	OG0005096	n33		Ag004G351340																				Om005G210430	
N12.HOG0009835	OG0005097	n0		Ag004G350390																				Om005G209850	
N12.HOG0009836	OG0005098	n0		Ag004G348200																				Om005G209010	
N12.HOG0009837	OG0005099	n0		Ag003G240950																				Om004G143250	
N12.HOG0009838	OG0005100	n0		Ag003G215010																				Om004G133890	
N12.HOG0009839	OG0005101	n0		Ag003G215410, Ag003G215440																				Om004G134130, Om004G134140, Om004G134120	
N12.HOG0009840	OG0005102	n0		Ag006G543370, Ag006G544140																				Om001G011440, Om004G164760	
N12.HOG0009841	OG0005103	n25		Ag003G219440																				Om004G135500	
N12.HOG0009842	OG0005104	n2		Ag003G221120																				Om004G136300	
N12.HOG0009843	OG0005105	n0		Ag003G222240																				Om004G136670	
N12.HOG0009844	OG0005106	n0		Ag003G226290, Ag002G183340																				Om004G137990	
N12.HOG0009845	OG0005107	n0		Ag003G211590																				Om004G131750	
N12.HOG0009846	OG0005108	n0		Ag003G208560																				Om004G130420	
N12.HOG0009847	OG0005109	n0		Ag003G208430																				Om078G377250, Om004G130310	
N12.HOG0009848	OG0005110	n1		Ag005G461910																					
N12.HOG0009849	OG0005110	n13		Ag004G322780																				Om005G195950	
N12.HOG0009850	OG0005111	n1		Ag001G001110																				Om003G089970	
N12.HOG0009851	OG0005112	n0		Ag005G468880																				Om002G057890	
N12.HOG0009852	OG0005113	n0		Ag005G469330, Ag005G468520																				Om002G058000	
N12.HOG0009853	OG0005114	n15		Ag005G468050																				Om002G058400	
N12.HOG0009854	OG0005114	n16		Ag001G003000																				Om003G091030	
N12.HOG0009855	OG0005115	n0		Ag005G467820																				Om002G058590, Om003G091310	
N12.HOG0009856	OG0005116	n0		Ag005G465730																				Om002G059440	
N12.HOG0009857	OG0005117	n0		Ag005G464350																				Om002G060380	
N12.HOG0009858	OG0005118	n0		Ag005G463830																				Om002G060710	
N12.HOG0009859	OG0005119	n21		Ag005G463480																				Om002G060880	
N12.HOG0009860	OG0005120	n0		Ag005G462920																				Om002G061300	
N12.HOG0009861	OG0005121	n0		Ag005G462300																				Om002G061730	
N12.HOG0009862	OG0005122	n0		Ag005G461420																				Om002G062300	
N12.HOG0009863	OG0005123	n0		Ag005G461000																				Om002G062660	
N12.HOG0009864	OG0005124	n0		Ag007G623830, Ag004G375420, Ag005G454510, Ag005G453630																				Om002G065580	
N12.HOG0009865	OG0005125	n0		Ag005G452450																				Om002G066150	
N12.HOG0009866	OG0005126	n3		Ag004G371390, Ag004G371280, Ag005G446830																				Om002G067460, Om002G067690	
N12.HOG0009867	OG0005127	n0		Ag005G445100																				Om002G068400	
N12.HOG0009868	OG0005128	n0		Ag005G444850																				Om002G068510	
