HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N15.HOG0016991	OG0006602	n0								XP_013741300.2, XP_013737342.2, XP_013721599.2, XP_013669899.2	XP_013596625.1, XP_013593481.1	XP_009136810.1, XP_033145786.1							CP6_g7152_DN3_SP0_c.t1			XP_024005473.1			XP_018481901.1, XP_018460058.1, XP_018460060.1, XP_018469636.1
N15.HOG0016992	OG0006603	n0								XP_013705506.1, XP_048632755.1, XP_013646639.1, XP_013731302.2	XP_013596617.1, XP_013589261.1	XP_033144788.1, XP_009145660.1							CP6_g7174_DN3_SP0_c.t1			XP_006414320.1			XP_018479233.1, XP_018470266.1
N15.HOG0016993	OG0006604	n0								XP_013683547.2, XP_013740514.1, XP_013680528.1, XP_013662092.2	XP_013625754.1, XP_013633730.1	XP_009133041.1, XP_009141516.1							CP4_g25164_DN3_SP3_c.t1			XP_006410744.1			XP_018474629.1, XP_018480448.1, XP_018464074.1
N15.HOG0016994	OG0006605	n4								XP_022568423.1, XP_022548025.2	XP_013609285.1	XP_009111916.1							CP2_g48672_DN3_SP0_c.t1			XP_024006977.1			XP_018461284.1, XP_018454514.1
N15.HOG0016995	OG0006606	n0								XP_013657705.1, XP_013750851.1, XP_013693437.1, XP_013640982.2	XP_013604450.1, XP_013638154.1	XP_009110811.1, XP_009148265.1							CP1_g37248_DN3_SP8_c.t1			XP_006417550.1			XP_018460004.1, XP_018450849.1, XP_018483290.1
N15.HOG0016996	OG0006607	n0								XP_013670174.1, XP_013748752.2, XP_048610621.1, XP_048595850.1, XP_013651543.1	XP_013586469.1, XP_013613192.1	XP_009103021.1, XP_033135476.1							CP2_g49387_DN2_SP0_c.t1			XP_006392275.1			XP_018436865.1, XP_018454711.1, XP_018463220.1
N15.HOG0016997	OG0006608	n0								XP_048638077.1, XP_013653087.2, XP_013657763.1, XP_013750783.2	XP_013638094.1, XP_013600366.1	XP_009148380.1, XP_033132794.1							CP1_g37341_DN3_SP7_c.t1			XP_006417459.1			XP_018472175.1, XP_018437584.1, XP_018434029.1
N15.HOG0016998	OG0006609	n0								XP_013672279.3, XP_013670394.1, XP_048601761.1	XP_013609456.1, XP_013586239.1	XP_009113149.2, XP_033133473.1							CP2_g49194_DN3_SP0_c.t1, CP2_g49180_DN3_SP1_c.t1			XP_024015511.1			XP_018456333.1, XP_018435522.1, XP_018438330.1
N15.HOG0016999	OG0006610	n8								XP_048638121.1, XP_048613946.1, XP_013712449.2, XP_013712364.2	XP_013583498.1, XP_013599665.1	XP_009148469.1, XP_009118188.1							CP1_g37433_DN3_SP8_c.t1			XP_006417362.1			XP_018435134.1, XP_018485592.1
N15.HOG0017000	OG0006611	n19								XP_048613951.1, XP_048638132.1	XP_013587164.1	XP_009148480.1													XP_018454103.1
N15.HOG0017001	OG0006611	n24								XP_013657437.1, XP_013662136.2	XP_013605513.1	XP_009110725.1													XP_018447764.1
N15.HOG0017002	OG0006611	n30																	CP1_g37441_DN3_SP8_c.t1			XP_006417357.1			
N15.HOG0017003	OG0006612	n0								XP_048594203.1, XP_013711553.1, XP_013641203.2, XP_013675412.2	XP_013605104.1, XP_013583840.1	XP_018509496.1, XP_009148510.1							CP1_g37475_DN3_SP0_c.t1			XP_006417316.1			XP_018449120.1, XP_018470337.1, XP_018492672.1
N15.HOG0017004	OG0006613	n0								XP_013669455.2, XP_048614063.1, XP_048597676.1, XP_013712182.2	XP_013585093.1, XP_013602400.1	XP_033128878.1, XP_009117848.1							CP1_g37815_DN3_SP0_c.t1			XP_006416944.1			XP_018434985.1, XP_018434947.1, XP_018466612.1
N15.HOG0017005	OG0006614	n0								XP_013714064.1, XP_048605117.1, XP_022551258.1, XP_013674496.1, XP_013714057.2, XP_022551257.1	XP_013617717.1, XP_013620233.1, XP_013620234.1	XP_009107122.1, XP_033139710.1, XP_009107118.1							CP13_g19691_DN3_SP0_c.t1			XP_024011139.1			XP_018438710.1, XP_018435727.1
N15.HOG0017006	OG0006615	n0								XP_013712923.1, XP_013699324.2, XP_013714105.1, XP_013670183.1	XP_013614549.1, XP_013619403.1	XP_018515064.1, XP_009129242.1							CP13_g19674_DN3_SP8_c.t1			XP_006398531.2			XP_018481701.1, XP_018455112.1, XP_018455149.1, XP_018437349.1
N15.HOG0017007	OG0006616	n0								XP_048619760.1, XP_013684754.1, XP_013729244.1, XP_013729222.2	XP_013599372.1, XP_013621679.1	XP_009101319.1, XP_009129211.1							CP13_g19642_DN3_SP8_c.t1			XP_006395859.1			XP_018485310.1, XP_018441252.1
N15.HOG0017008	OG0006617	n0								XP_048637226.1, XP_013705517.2, XP_013647320.1, XP_013740626.2, XP_022552738.1	XP_013596609.1, XP_013618767.1	XP_009152222.1, XP_009129105.1							CP13_g19537_DN3_SP4_c.t1			XP_006395743.1			XP_018481142.1, XP_018437027.1, XP_018436961.1
N15.HOG0017009	OG0006618	n6																				XP_024008358.1			
N15.HOG0017010	OG0006618	n20								XP_013657358.1, XP_013677812.2	XP_013599717.1	XP_009110574.1													XP_018448235.1
N15.HOG0017011	OG0006618	n25								XP_013664668.2, XP_013712420.1	XP_013600157.1	XP_009117959.1							CP1_g37689_DN3_SP0_c.t1						XP_018434354.1
N15.HOG0017012	OG0006619	n0								XP_013641372.2, XP_013676299.1, XP_048627118.1, XP_013712286.2, XP_048621253.1, XP_013664661.2	XP_013583643.1, XP_013605499.1	XP_009148664.1, XP_009117975.1							CP1_g37677_DN3_SP0_c.t1			XP_006417093.1			XP_018470098.1, XP_018440583.1
N15.HOG0017013	OG0006620	n0								XP_013644800.2, XP_013750556.1, XP_013714527.2	XP_013598451.1, XP_013617777.1, XP_013612297.1	XP_009152136.1, XP_033136386.1							CP13_g19461_DN3_SP8_c.t1			XP_006395659.1			XP_018458385.1, XP_018484585.1, XP_018457251.1
N15.HOG0017014	OG0006621	n0								XP_048600321.1, XP_048602866.1, XP_013705352.1, XP_013647531.2	XP_013619125.1, XP_013596100.1	XP_033139874.1, XP_009152125.1							CP13_g19445_DN3_SP0_c.t1			XP_006395638.1			XP_018437141.1, XP_018460921.1
N15.HOG0017015	OG0006622	n0								XP_048624658.1, XP_022570852.1, XP_013677407.2, XP_013644822.1	XP_013610880.1, XP_013614746.1, XP_013598276.1	XP_009114107.1, XP_009152104.1							CP13_g19420_DN3_SP8_c.t1			XP_006395617.1			XP_018452235.1, XP_018483330.1, XP_018463592.1
N15.HOG0017016	OG0006623	n0								XP_013644745.1, XP_013705136.2, XP_013677529.1, XP_013721036.1	XP_013596002.1, XP_013618578.1	XP_009152063.1, XP_009129511.1							CP13_g19372_DN2_SP0_c.t1			XP_006395562.1, XP_006395564.1			XP_018480765.1, XP_018481724.1, XP_018436779.1, XP_018460539.1
N15.HOG0017017	OG0006624	n0								XP_048631557.1, XP_048600486.1, XP_022560354.1, XP_013644741.2, XP_013706614.2, XP_048602883.1	XP_013613398.1, XP_013597546.1	XP_009129508.1, XP_009152059.1							CP13_g19368_DN3_SP8_c.t1			XP_006395559.1			XP_018434637.1, XP_018480760.1
N15.HOG0017018	OG0006625	n0								XP_013698472.1, XP_048631551.1, XP_013662306.1, XP_013644716.2, XP_013705708.2	XP_013613395.1, XP_013597304.1	XP_009129489.1, XP_009152027.2							CP13_g19342_DN3_SP6_c.t1			XP_006395531.1			XP_018434931.1, XP_018483626.1, XP_018483624.1
N15.HOG0017019	OG0006626	n0								XP_013655410.2, XP_013711141.2, XP_013662305.1, XP_013698461.1, XP_048631552.1	XP_013606378.1, XP_013613426.1	NP_001288919.1, XP_033141877.1							CP13_g19339_DN3_SP0_c.t1			XP_006395528.1			XP_018453036.1, XP_018439683.1
N15.HOG0017020	OG0006627	n2								XP_048625576.1, XP_013710169.2	XP_013611943.1	XP_009111548.1													
N15.HOG0017021	OG0006627	n6								XP_013710607.1	XP_013619762.1	XP_033141195.1													XP_018484624.1, XP_018456601.1
N15.HOG0017022	OG0006627	n20								XP_013644698.2, XP_013672571.1	XP_013595477.1	XP_009152001.1							CP13_g19313_DN3_SP8_c.t1			XP_006395497.1			
N15.HOG0017023	OG0006628	n0								XP_013681198.2, XP_048628346.1, XP_048600635.1, XP_048618049.1, XP_048591351.1	XP_013619555.1, XP_013596665.1	XP_033141413.1, XP_033129175.1							CP13_g19308_DN3_SP0_c.t1			XP_006395491.1			XP_018434963.1, XP_018438137.1, XP_018470883.1, XP_018481848.1, XP_018464156.1
N15.HOG0017024	OG0006629	n0								XP_048591332.1, XP_048618058.1, XP_013677548.2, XP_013697844.2	XP_013598305.1, XP_013614466.1, XP_013621350.1	XP_033129840.1, XP_009129406.2							CP13_g19251_DN3_SP8_c.t1			XP_006395424.1			XP_018483918.1, XP_018441646.1, XP_018441891.1
N15.HOG0017025	OG0006630	n0								XP_048600877.1, XP_048602932.1, XP_013703554.2, XP_048618060.1	XP_013616584.1, XP_013593221.1	XP_009129403.3, XP_009151946.1							CP13_g19249_DN3_SP7_c.t1			XP_006395420.2			XP_018434355.1, XP_018434370.1, XP_018478189.1
N15.HOG0017026	OG0006631	n0								XP_013697623.2, XP_013692197.2, XP_048618094.1, XP_013711222.2	XP_013612057.1, XP_013597996.1	XP_009111587.1, XP_009151898.1							CP13_g19213_DN3_SP6_c.t1			XP_006395381.1			XP_018456984.1, XP_018464594.1, XP_018481774.1, XP_018481772.1
N15.HOG0017027	OG0006632	n18								XP_013690116.1, XP_048591295.1, XP_013698075.2, XP_013692437.1	XP_013593649.1, XP_013612962.1	XP_009151858.1, XP_009111621.1							CP13_g19185_DN3_SP0_c.t1			XP_024006935.1			XP_018482460.1, XP_018484710.1, XP_018457474.1
N15.HOG0017028	OG0006632	n31																	CP2_g49762_DN3_SP0_c.t1						
N15.HOG0017029	OG0006633	n3								XP_013644537.2, XP_022565631.1, XP_048631470.1, XP_013717889.2, XP_048627528.1	XP_013598237.1, XP_013618114.1	XP_009151852.1, XP_009129361.1							CP13_g19174_DN3_SP6_c.t1						XP_018439290.1
N15.HOG0017030	OG0006633	n19																				XP_006395347.1			
N15.HOG0017031	OG0006634	n0								XP_013659103.2, XP_022564926.2, XP_048630508.1, XP_048627525.1, XP_013675257.2	XP_013610068.1, XP_013618782.1	XP_009111779.1, XP_009129333.2							CP13_g19138_DN3_SP7_c.t1			XP_006395311.1			XP_018455148.1, XP_018437726.1
N15.HOG0017032	OG0006635	n0								XP_013719411.1, XP_048598784.1, XP_048607487.1, XP_013733641.1, XP_013640714.1	XP_013614974.1, XP_013619365.1, XP_013623101.1	XP_009119985.1, XP_009132434.1							CP8_g53427_DN3_SP8_c.t1			XP_006401557.1			XP_018457881.1, XP_018473190.1
N15.HOG0017033	OG0006636	n0								XP_013685957.1, XP_013688306.1, XP_013751812.1, XP_048616489.1, XP_048616493.1	XP_013616208.1, XP_013592350.1	XP_033139581.1, XP_009105293.1							CP9_g28306_DN3_SP7_c.t1			XP_006391263.1			XP_018449656.1, XP_018446652.1
N15.HOG0017034	OG0006637	n0								XP_013722379.2, XP_048616147.1, XP_013698526.1, XP_022559682.1	XP_013589940.1, XP_013620345.1	XP_009105142.1, XP_009127380.1							CP31_g46763_DN3_SP1_c.t1			XP_006397395.1			XP_018488715.1, XP_018445648.1, XP_018470920.1, XP_018451951.1
N15.HOG0017035	OG0006638	n0								XP_013722374.1, XP_048591901.1, XP_013641942.2, XP_013703058.2	XP_013588270.1, XP_013614528.1	XP_009105140.1, XP_009127376.1							CP36_g50964_DN2_SP0_c.t1			XP_006391584.1			XP_018471906.1
N15.HOG0017036	OG0006639	n0								XP_013744444.1, XP_013670908.1	XP_013605955.1	XP_009112609.1							CP10_g43576_DN3_SP8_c.t1			XP_024016419.1			XP_018451983.1
N15.HOG0017037	OG0006640	n0								XP_013706946.1, XP_013722458.1, XP_013686316.2, XP_048630979.1, XP_013683660.2	XP_013587785.1, XP_013621299.1	XP_009105135.1, XP_009128467.1							CP14_g22989_DN3_SP1_c.t1			XP_006397414.1			XP_018445647.1, XP_018444128.1, XP_018460963.1
N15.HOG0017038	OG0006641	n0								XP_048595684.1, XP_013664522.1, XP_013661508.2, XP_022568896.1	XP_013612746.1, XP_013611832.1	XP_009112865.1, XP_009112846.1							CP13_g19054_DN3_SP8_c.t1			XP_006391601.1			XP_018457868.1, XP_018456814.1, XP_018456799.1
N15.HOG0017039	OG0006642	n0								XP_022569485.2, XP_013649298.2, XP_013648978.2, XP_013696853.1	XP_013592244.1, XP_013592344.1	XP_009105371.1, XP_009104916.1							CP19_g17818_DN3_SP0_c.t1			XP_006405277.1			XP_018460182.1, XP_018446416.1
N15.HOG0017040	OG0006643	n0								XP_013743483.2, XP_013672019.1, XP_048592934.1, XP_022567643.1	XP_013636892.1, XP_013592519.1	XP_009140133.1, XP_033130475.1							CP19_g17834_DN3_SP4_c.t1			XP_006405293.1			XP_018484298.1, XP_018442137.1
N15.HOG0017041	OG0006644	n0								XP_013686114.1, XP_013747682.1, XP_013661551.2, XP_013688462.1	XP_013608881.1, XP_013608952.1	XP_009112907.1, XP_009112788.2							CP2_g48886_DN3_SP7_c.t1			XP_024004397.1			XP_018454282.1, XP_018454735.1
N15.HOG0017042	OG0006645	n0								XP_013659334.1, XP_013673443.1	XP_013613904.1, XP_013612882.1	XP_009112738.1, XP_009112965.1							CP2_g48952_DN3_SP3_c.t1, CP10_g43863_DN3_SP2_c.t1			XP_006391765.1			XP_018457698.1, XP_018454668.1
N15.HOG0017043	OG0006646	n0								XP_013716597.1, XP_013726431.1, XP_013673463.1, XP_048625913.1	XP_013609898.1	XP_033135373.1, XP_033134469.1							CP2_g48971_DN3_SP0_c.t1, CP2_g48972_DN3_SP0_c.t1			XP_006391788.1			XP_018454835.1, XP_018455023.1
N15.HOG0017044	OG0006647	n1								XP_013687750.2, XP_048634619.1	XP_013632148.1	XP_009141927.1													XP_018481323.1
N15.HOG0017045	OG0006647	n6								XP_013683634.2, XP_013734505.2	XP_013622413.1	XP_009133447.1							CP4_g24653_DN3_SP6_c.t1			XP_024016725.1			XP_018472645.1
N15.HOG0017046	OG0006648	n0								XP_048635995.1, XP_022575603.2, XP_013724076.3, XP_048612497.1	XP_013586118.1, XP_013634920.1	XP_009146951.1, XP_009123494.2							CP10_g42875_DN3_SP6_c.t1			XP_006407715.1			XP_018492178.1, XP_018438714.1, XP_018439326.1
N15.HOG0017047	OG0006649	n0								XP_048600758.1, XP_013724134.2, XP_022575599.1, XP_048615288.1	XP_013616699.1, XP_013586116.1	XP_009123462.2, XP_009146952.1							CP10_g42880_DN3_SP8_c.t1			XP_006407710.1			XP_018433604.1, XP_018439325.1, XP_018492177.1
N15.HOG0017048	OG0006650	n0								XP_013643267.1, XP_022561138.1, XP_048619344.1	XP_013595554.1, XP_013597276.1	XP_009138364.1, XP_033142174.1							CP5_g462_DN3_SP0_c.t1			XP_006412097.1			XP_018478225.1
N15.HOG0017049	OG0006651	n0								XP_048611859.1, XP_013724138.2, XP_048606145.1, XP_013736062.2	XP_013594322.1, XP_013627627.1	XP_033147552.1, XP_033142209.1							CP10_g42894_DN3_SP0_c.t1			XP_006407692.1			XP_018438650.1, XP_018490394.1
N15.HOG0017050	OG0006652	n1								XP_013707500.1, XP_013668322.1	XP_013606397.1	XP_009122732.1							CP11_g33576_DN3_SP8_c.t1						XP_018442222.1
N15.HOG0017051	OG0006652	n12																				XP_006398763.1			
N15.HOG0017052	OG0006653	n0								XP_013736019.2, XP_013684607.1, XP_048635968.1, XP_013703757.1	XP_013625871.1, XP_013583548.1	XP_009135031.1, XP_009146876.1							CP10_g42968_DN1_SP0_c.t1			XP_006407612.1			XP_018462976.1, XP_018490180.1, XP_018485821.1
N15.HOG0017053	OG0006654	n0								XP_048632326.1, XP_013672776.1, XP_013750225.2	XP_013626657.1, XP_013637893.1	XP_009135117.1, XP_009146824.1							CP10_g43022_DN3_SP0_c.t1			XP_006407538.1			XP_018488902.1
N15.HOG0017054	OG0006655	n0								XP_013714647.1, XP_048613330.1, XP_013750329.1, XP_013750237.2	XP_013617928.1, XP_013583855.1	XP_009122638.1, XP_009146808.2							CP10_g43044_DN3_SP0_c.t1			XP_024015707.1			XP_018437337.1, XP_018461709.1, XP_018486345.1
N15.HOG0017055	OG0006656	n3																				XP_006407490.1			
N15.HOG0017056	OG0006656	n19								XP_013750247.2, XP_013750344.1	XP_013583911.1	XP_009146795.1													XP_018485417.1, XP_018460976.1
N15.HOG0017057	OG0006656	n25								XP_013714572.1, XP_013730876.2	XP_013637291.1	XP_009122540.1													XP_018433956.1, XP_018433517.1
N15.HOG0017058	OG0006657	n0								XP_048635933.1, XP_013750157.1, XP_013675196.1, XP_048609224.1	XP_013587545.1, XP_013587237.1	XP_009146782.1, XP_009122438.1							CP10_g43070_DN3_SP0_c.t1			XP_006407478.1			XP_018486927.1, XP_018436576.1
N15.HOG0017059	OG0006658	n22								XP_013647549.2, XP_013640204.2, XP_013640177.1	XP_013585417.1, XP_013584563.1	XP_009122450.1, XP_009146784.1							CP10_g43069_DN3_SP0_c.t1			XP_006407480.1			XP_018437385.1, XP_018487472.1
N15.HOG0017060	OG0006659	n0								XP_013750130.1, XP_022575517.2, XP_013719061.1, XP_013732104.2	XP_013585870.1, XP_013616281.1	XP_009146724.1, XP_009121136.1							CP10_g43103_DN3_SP0_c.t1			XP_006407447.1			XP_018441909.1, XP_018462121.1
N15.HOG0017061	OG0006660	n0								XP_048607921.1, XP_013673265.2, XP_022575496.2, XP_013750085.1	XP_013594801.1, XP_013585712.1	XP_009121266.1, XP_033148390.1							CP10_g43126_DN3_SP0_c.t1			XP_006407426.1			XP_018487040.1
N15.HOG0017062	OG0006661	n0								XP_013708022.2, XP_013750092.1, XP_013644764.1, XP_013651954.1	XP_013639028.1, XP_013626950.1	XP_009146688.1, XP_009135179.1							CP10_g43134_DN3_SP0_c.t1			XP_024015427.1			XP_018491083.1, XP_018491318.1, XP_018491317.1
N15.HOG0017063	OG0006662	n0								XP_013644776.1, XP_013648194.2, XP_013712477.1, XP_013750097.1	XP_013628468.1, XP_013637969.1	XP_009135185.1							CP10_g43145_DN3_SP8_c.t1			XP_006407406.1			XP_018491319.1, XP_018489793.1, XP_018491089.1
N15.HOG0017064	OG0006663	n0								XP_013676669.1, XP_013714074.2, XP_013640164.1, XP_013710444.1	XP_013591696.1, XP_013585008.1	XP_009120981.1, XP_009146650.1							CP10_g43171_DN3_SP2_c.t1			XP_006407376.1			XP_018438431.1, XP_018489873.1
N15.HOG0017065	OG0006664	n0								XP_013697708.2, XP_013648206.1, XP_013714909.1, XP_013646963.1	XP_013628864.1, XP_013583800.1	XP_009135208.1, XP_033136077.1							CP10_g43179_DN3_SP8_c.t1			XP_006407362.1			XP_018491213.1, XP_018463389.1
N15.HOG0017066	OG0006665	n0								XP_013646822.2, XP_022567038.2, XP_013648221.1, XP_013693309.1	XP_013611468.1, XP_013623357.1	XP_009120643.2, XP_009135231.1							CP10_g43203_DN3_SP5_c.t1			XP_006407330.1			XP_018441086.1, XP_018490426.1
N15.HOG0017067	OG0006666	n0								XP_013712308.1, XP_013730738.1, XP_022571835.1, XP_013684025.1	XP_013607046.1, XP_013614301.1	XP_009118906.1, XP_009134034.1							CP8_g52221_DN3_SP7_c.t1			XP_006402207.1			XP_018466523.1, XP_018455804.1, XP_018461567.1, XP_018467035.1
N15.HOG0017068	OG0006667	n0								XP_013730861.2, NP_001302619.1, XP_048605604.1, XP_013675995.1	XP_013623282.1, XP_013616099.1	XP_009131765.1, XP_009126411.2							CP8_g54321_DN3_SP1_c.t1			XP_006400569.1			XP_018475604.1, XP_018467979.1, XP_018468442.1
N15.HOG0017069	OG0006668	n16								XP_013656503.1, XP_013735585.1	XP_013602044.1	XP_009109232.1													XP_018447554.1
N15.HOG0017070	OG0006668	n21								XP_013739604.2, XP_013671264.1	XP_013605225.1	XP_009138735.1													XP_018472244.1
N15.HOG0017071	OG0006669	n0								XP_013682859.1, XP_013683307.1, XP_013671079.1, XP_013702961.2	XP_013629499.1, XP_013606319.1	NP_001289004.1, XP_009140880.1							CP8_g52993_DN3_SP0_c.t1			XP_024011819.1			XP_018476912.1, XP_018457678.1, XP_018457680.1
N15.HOG0017072	OG0006670	n0								XP_013708231.2, XP_048604064.1, XP_048598178.1	XP_013618744.1	XP_033140886.1, XP_009119430.2							CP8_g53038_DN3_SP0_c.t1			XP_006401988.2			XP_018467007.1, XP_018467981.1, XP_018467952.1, XP_018453028.1, XP_018454604.1
N15.HOG0017073	OG0006671	n0								XP_013702696.1, XP_013688309.1, XP_013714930.2, XP_013687506.2	XP_013612390.1, XP_013620515.1	XP_009106753.1, XP_009127240.1							CP8_g53195_DN2_SP0_c.t1			XP_006401826.1			XP_018452194.1, XP_018467980.1
N15.HOG0017074	OG0006672	n0								XP_013714262.1, XP_013687550.2, XP_013702352.1	XP_013614676.1	XP_009127235.1, XP_009119801.1, XP_009132525.1							CP8_g53206_DN3_SP6_c.t1			XP_006401813.1			XP_018472116.1, XP_018470559.1, XP_018452002.1
N15.HOG0017075	OG0006673	n19								XP_013710479.1, XP_013687878.2, XP_013662781.1	XP_013606576.1, XP_013620484.1	XP_009119852.1, XP_009127192.1							CP8_g53275_DN3_SP8_c.t1			XP_006401743.1			XP_018453051.1, XP_018452560.1, XP_018471313.1, XP_018462463.1
N15.HOG0017076	OG0006674	n0								XP_013715613.2, XP_022551722.2, XP_013710116.1, XP_013726797.2	XP_013620751.1, XP_013611178.1	XP_009127194.1, XP_009119849.1							CP8_g53274_DN3_SP0_c.t1			XP_006401744.1			XP_018462466.1, XP_018468391.1, XP_018454724.1
N15.HOG0017077	OG0006675	n0								XP_013715030.2, XP_048604525.1, XP_013682790.2, XP_022570427.2	XP_013616312.1, XP_013627785.1	XP_009127172.1, XP_009132482.1							CP8_g53303_DN3_SP7_c.t1			XP_006401711.1			XP_018468920.1, XP_018475066.1
N15.HOG0017078	OG0006676	n0								XP_013733529.1, XP_013733892.2, XP_048624710.1, XP_013730839.2	XP_013623452.1, XP_013606070.1	XP_009132450.1, XP_009119952.1							CP8_g53393_DN3_SP2_c.t1			XP_006401611.1			XP_018473490.1, XP_018484751.1
N15.HOG0017079	OG0006677	n0								XP_013676258.2, XP_048607686.1, XP_013714574.1, XP_013666774.1	XP_013615858.1, XP_013611313.1	XP_009127138.1, XP_009119923.1							CP8_g53352_DN3_SP8_c.t1			XP_006401656.1			XP_018445779.1, XP_018448047.1, XP_018447236.1, XP_018452971.1
N15.HOG0017080	OG0006678	n0								XP_048598771.1, XP_013719409.1, XP_048607516.1, XP_048603132.1	XP_013612054.1, XP_013620914.1	XP_033138683.1, XP_009127089.1							CP8_g53414_DN3_SP8_c.t1			XP_006401573.1			XP_018458022.1, XP_018460455.1, XP_018470417.1
N15.HOG0017081	OG0006679	n0								XP_022548713.1, XP_022566733.1	XP_013608172.1	XP_033138688.1							CP8_g53417_DN3_SP0_c.t1			XP_024011199.1			XP_018454204.1, XP_018454202.1
N15.HOG0017082	OG0006680	n4																				XP_006401559.1			
N15.HOG0017083	OG0006680	n6																							XP_018463075.1, XP_018465666.1
N15.HOG0017084	OG0006680	n8								XP_022548976.1, XP_013719358.1, XP_013640715.1, XP_013733631.1	XP_013609202.1, XP_013625756.1	XP_009119982.1, XP_009132436.1							CP8_g53425_DN3_SP6_c.t1						XP_018476940.1
N15.HOG0017085	OG0006681	n0								XP_013719363.1, XP_048598789.1, XP_013675665.1, XP_013717134.1	XP_013609873.1, XP_013618411.1	XP_009119996.1, XP_009127077.1							CP8_g53434_DN3_SP7_c.t1			XP_006401548.1			XP_018464601.1, XP_018455720.1, XP_018468220.1
N15.HOG0017086	OG0006682	n0								XP_048624588.1, XP_048598799.1, XP_048607407.1, XP_048608293.1, XP_013646825.1	XP_013608183.1, XP_013628926.1	XP_009120026.2, XP_033140847.1, XP_033144441.1							CP8_g53473_DN3_SP4_c.t1			XP_006401500.1			XP_018465275.1, XP_018475832.1
N15.HOG0017087	OG0006683	n6								XP_048593601.1		XP_033132450.1										XP_006415914.2			XP_018453278.1
N15.HOG0017088	OG0006683	n27																				XP_024008101.1			
N15.HOG0017089	OG0006683	n28																				XP_024006426.1			XP_018466223.1
N15.HOG0017090	OG0006684	n6																				XP_006401420.1			
N15.HOG0017091	OG0006684	n11								XP_013714543.2		XP_009126981.2													
N15.HOG0017092	OG0006684	n13								XP_013666908.1, XP_013686889.1	XP_013613161.1	XP_009120095.1													XP_018457515.1
N15.HOG0017093	OG0006684	n19								XP_048621019.1	XP_013623870.1	XP_009132640.2													
N15.HOG0017094	OG0006685	n0								XP_048624670.1, XP_048598841.1, XP_048608262.1, XP_022569866.2	XP_013611485.1, XP_013623034.1	NP_001288958.1, XP_009132317.1							CP8_g53612_DN3_SP3_c.t1			XP_006401355.1			XP_018456972.1, XP_018472516.1
N15.HOG0017095	OG0006686	n0								XP_048603088.1, XP_013685206.2, XP_013677517.1, XP_013666989.2	XP_013621215.1, XP_013606659.1	XP_009126934.1, XP_009120166.1							CP8_g53647_DN3_SP8_c.t1			XP_006401311.1			XP_018445486.1, XP_018453116.1, XP_018453556.1, XP_018452165.1
N15.HOG0017096	OG0006687	n0								XP_013667042.1, XP_013712703.1, XP_013684566.2, XP_048608214.1, XP_048628815.1	XP_013613139.1, XP_013627238.1	XP_033138482.1, XP_009126855.1, XP_033144590.1							CP8_g53710_DN3_SP8_c.t1			XP_024012563.1			XP_018464656.1, XP_018460883.1
N15.HOG0017097	OG0006688	n0								XP_013667054.1, XP_013698109.1, XP_013732972.1, XP_013682605.2	XP_013606186.1, XP_013622584.1	XP_009120251.1, XP_009132138.1							CP8_g53724_DN3_SP8_c.t1			XP_006401222.1			XP_018454328.1, XP_018454331.1, XP_018476956.1
N15.HOG0017098	OG0006689	n0								XP_013740321.1, XP_022566625.1, XP_013665825.1	XP_013627315.1	XP_009132123.1, XP_033137780.1							CP8_g53747_DN3_SP7_c.t1			XP_006401199.1			XP_018474968.1, XP_018455899.1, XP_018455900.1
N15.HOG0017099	OG0006690	n5								XP_048628717.1, NP_001302783.1	XP_013623102.1	XP_009132114.1													XP_018474412.1
N15.HOG0017100	OG0006690	n14								XP_013693855.1, XP_013656868.1	XP_013607545.1, XP_013611796.1	XP_018510743.1							CP8_g53759_DN3_SP8_c.t1						XP_018452880.1
N15.HOG0017101	OG0006691	n0								XP_013707033.2, XP_013644252.1, XP_022547388.2, XP_048625604.1	XP_013597667.1, XP_013594375.1, XP_013609577.1	XP_009151583.1, XP_009111816.1							CP2_g48832_DN3_SP8_c.t1			XP_006395235.1			XP_018484594.1, XP_018454483.1
N15.HOG0017102	OG0006692	n0								XP_048625840.1, XP_013674566.1, XP_048625198.1, XP_013666230.1, XP_013706050.1, XP_013712665.1	XP_013628102.1, XP_013611074.1, XP_013619472.1	XP_009131309.1, XP_009121817.1, XP_009125874.1							CP11_g32667_DN3_SP0_c.t1			XP_006399784.1			XP_018475578.1, XP_018444808.1, XP_018469181.1
N15.HOG0017103	OG0006693	n0								XP_022554484.1, XP_022566397.2, XP_013728218.1, XP_013674556.2	XP_013618606.1, XP_013626675.1	XP_009125870.1, XP_009131302.1							CP11_g32672_DN3_SP1_c.t1			XP_006399779.1			XP_018468299.1, XP_018468289.1, XP_018474602.1
