HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N10.HOG0013478	OG0007390	n2													evm.model.RL_8.2191		CARHR274940								
N10.HOG0013479	OG0007392	n16													evm.model.RL_2.32		CARHR289570, CARHR261540								
N10.HOG0013480	OG0007392	n20													evm.model.RL_2.33		CARHR261550								
N10.HOG0013481	OG0007392	n25															CARHR287000								
N10.HOG0013482	OG0007393	n2													evm.model.RL_1.3039		CARHR109180								
N10.HOG0013483	OG0007393	n20													evm.model.RL_1.3040										
N10.HOG0013484	OG0007394	n14													evm.model.RL_5.2728, evm.model.RL_5.2727										
N10.HOG0013485	OG0007394	n19													evm.model.RL_6.154		CARHR113730								
N10.HOG0013486	OG0007395	n12															CARHR067320, CARHR067420								
N10.HOG0013487	OG0007395	n16															CARHR067360, CARHR218490, CARHR183930								
N10.HOG0013488	OG0007395	n25															CARHR115420								
N10.HOG0013489	OG0007396	n1															CARHR146160								
N10.HOG0013490	OG0007396	n2													evm.model.RL_7.2496		CARHR146140								
N10.HOG0013491	OG0007397	n25													evm.model.RL_1.2602										
N10.HOG0013492	OG0007400	n0													evm.model.RL_8.1300		CARHR264950								
N10.HOG0013493	OG0007402	n0													evm.model.RL_2.1844										
N10.HOG0013494	OG0007404	n3													evm.model.RL_7.1661										
N10.HOG0013495	OG0007404	n24															CARHR152820								
N10.HOG0013496	OG0007413	n0													evm.model.RL_2.2337		CARHR235960								
N10.HOG0013497	OG0007414	n0													evm.model.RL_2.2365		CARHR236260								
N10.HOG0013498	OG0007415	n0													evm.model.RL_2.2367		CARHR236280								
N10.HOG0013499	OG0007416	n0													evm.model.RL_2.2382		CARHR236440								
N10.HOG0013500	OG0007417	n0													evm.model.RL_2.2392		CARHR236510								
N10.HOG0013501	OG0007418	n0															CARHR236610								
N10.HOG0013502	OG0007419	n3															CARHR109770								
N10.HOG0013503	OG0007419	n18													evm.model.RL_2.2473		CARHR237350								
N10.HOG0013504	OG0007420	n0													evm.model.RL_2.2490		CARHR237570								
N10.HOG0013505	OG0007421	n5													evm.model.RL_2.2503		CARHR237730								
N10.HOG0013506	OG0007422	n0													evm.model.RL_2.2522		CARHR237930								
N10.HOG0013507	OG0007423	n0													evm.model.RL_2.2526		CARHR237990								
N10.HOG0013508	OG0007424	n0															CARHR238180								
N10.HOG0013509	OG0007425	n0													evm.model.RL_2.2572		CARHR238470								
N10.HOG0013510	OG0007426	n0													evm.model.RL_2.2620		CARHR239050								
N10.HOG0013511	OG0007427	n0													evm.model.RL_2.2635		CARHR239160								
N10.HOG0013512	OG0007428	n0													evm.model.RL_2.2650		CARHR239250								
N10.HOG0013513	OG0007429	n0													evm.model.RL_2.2654		CARHR239290								
N10.HOG0013514	OG0007430	n0													evm.model.RL_2.2662		CARHR239380								
N10.HOG0013515	OG0007431	n0													evm.model.RL_2.2629, evm.model.RL_2.2665		CARHR239420								
N10.HOG0013516	OG0007432	n0													evm.model.RL_2.2683										
N10.HOG0013517	OG0007433	n29													evm.model.RL_2.2312		CARHR235710								
N10.HOG0013518	OG0007434	n0													evm.model.RL_2.2727		CARHR240110								
N10.HOG0013519	OG0007435	n0													evm.model.RL_2.2728, evm.model.RL_2.2646, evm.model.RL_2.2644		CARHR240120								
N10.HOG0013520	OG0007436	n17															CARHR115030								
N10.HOG0013521	OG0007436	n19													evm.model.RL_2.2731		CARHR240150								
N10.HOG0013522	OG0007437	n0													evm.model.RL_2.2733		CARHR240170								
N10.HOG0013523	OG0007438	n22													evm.model.RL_2.2740		CARHR240280								
N10.HOG0013524	OG0007438	n26															CARHR240270								
N10.HOG0013525	OG0007439	n0													evm.model.RL_2.2767		CARHR240510								
N10.HOG0013526	OG0007440	n0													evm.model.RL_2.2787		CARHR240720								
N10.HOG0013527	OG0007441	n0													evm.model.RL_2.2836		CARHR241260								
N10.HOG0013528	OG0007442	n0													evm.model.RL_2.2827		CARHR241140								
N10.HOG0013529	OG0007443	n0													evm.model.RL_2.2854		CARHR241510								
N10.HOG0013530	OG0007444	n0													evm.model.RL_2.2853		CARHR241500								
N10.HOG0013531	OG0007445	n0													evm.model.RL_2.2892		CARHR241870								
N10.HOG0013532	OG0007446	n0													evm.model.RL_2.2944		CARHR242560								
N10.HOG0013533	OG0007448	n0													evm.model.RL_2.2920		CARHR242190								
N10.HOG0013534	OG0007449	n0													evm.model.RL_2.2918		CARHR242170								
N10.HOG0013535	OG0007450	n7													evm.model.RL_2.2914		CARHR242120								
N10.HOG0013536	OG0007451	n0													evm.model.RL_2.2969		CARHR242300								
N10.HOG0013537	OG0007452	n0													evm.model.RL_2.2974		CARHR242770								
N10.HOG0013538	OG0007453	n0													evm.model.RL_2.2983		CARHR242840								
N10.HOG0013539	OG0007454	n0													evm.model.RL_2.2985		CARHR242820, CARHR153010								
N10.HOG0013540	OG0007455	n0													evm.model.RL_2.3001		CARHR243070								
N10.HOG0013541	OG0007456	n0													evm.model.RL_2.3020		CARHR243250								
N10.HOG0013542	OG0007457	n12													evm.model.RL_5.2824		CARHR030610								
N10.HOG0013543	OG0007458	n0													evm.model.RL_5.2797.4.687c88bd		CARHR287040								
N10.HOG0013544	OG0007459	n0													evm.model.RL_5.2795.1.687c88bd		CARHR287020								
N10.HOG0013545	OG0007460	n0													evm.model.RL_5.2764.1.687c88bd		CARHR031270								
N10.HOG0013546	OG0007461	n4													evm.model.RL_5.2748		CARHR031470								
N10.HOG0013547	OG0007461	n9															CARHR031480								
N10.HOG0013548	OG0007462	n0													evm.model.RL_5.2743		CARHR031530								
N10.HOG0013549	OG0007463	n6													evm.model.RL_5.2737		CARHR031600								
N10.HOG0013550	OG0007463	n17															CARHR129670								
N10.HOG0013551	OG0007464	n0													evm.model.RL_2.1242		CARHR223410								
N10.HOG0013552	OG0007465	n0													evm.model.RL_2.1220		CARHR223130								
N10.HOG0013553	OG0007466	n0													evm.model.RL_2.1196		CARHR222820								
N10.HOG0013554	OG0007467	n0													evm.model.RL_2.1185		CARHR222730								
N10.HOG0013555	OG0007468	n0													evm.model.RL_3.771.1.687c84bb		CARHR055580								
N10.HOG0013556	OG0007469	n0													evm.model.RL_3.748.2.687c84bb		CARHR055840								
N10.HOG0013557	OG0007470	n0													evm.model.RL_2.1076		CARHR222300								
N10.HOG0013558	OG0007471	n0													evm.model.RL_3.658		CARHR054960								
N10.HOG0013559	OG0007472	n0															CARHR205680								
N10.HOG0013560	OG0007473	n0													evm.model.RL_3.567		CARHR053740								
N10.HOG0013561	OG0007474	n2													evm.model.RL_3.535		CARHR053600								
N10.HOG0013562	OG0007475	n0													evm.model.RL_3.411		CARHR052070								
N10.HOG0013563	OG0007476	n20													evm.model.RL_3.363										
N10.HOG0013564	OG0007476	n22															CARHR051540, CARHR048850								
N10.HOG0013565	OG0007477	n0													evm.model.RL_5.976		CARHR011340								
N10.HOG0013566	OG0007478	n0													evm.model.RL_3.332		CARHR050770								
N10.HOG0013567	OG0007479	n0													evm.model.RL_3.317		CARHR050620								
N10.HOG0013568	OG0007480	n17															CARHR050590								
N10.HOG0013569	OG0007480	n18													evm.model.RL_3.313		CARHR050580								
N10.HOG0013570	OG0007481	n0													evm.model.RL_5.7		CARHR143610								
N10.HOG0013571	OG0007482	n0													evm.model.RL_7.2666		CARHR143710								
N10.HOG0013572	OG0007483	n0													evm.model.RL_7.2675		CARHR143810								
N10.HOG0013573	OG0007484	n0													evm.model.RL_7.2639		CARHR144380								
N10.HOG0013574	OG0007485	n0													evm.model.RL_5.1325		CARHR015270								
N10.HOG0013575	OG0007486	n0													evm.model.RL_7.2565		CARHR145290								
N10.HOG0013576	OG0007487	n0													evm.model.RL_7.2553.2.687c84bd		CARHR145430								
N10.HOG0013577	OG0007488	n0													evm.model.RL_7.2544		CARHR145530								
N10.HOG0013578	OG0007489	n0													evm.model.RL_7.2526		CARHR145680								
N10.HOG0013579	OG0007490	n0													evm.model.RL_7.2514		CARHR145860								
N10.HOG0013580	OG0007491	n0															CARHR019790								
N10.HOG0013581	OG0007492	n0													evm.model.RL_7.2461		CARHR146570								
N10.HOG0013582	OG0007493	n0													evm.model.RL_7.2442		CARHR146700								
N10.HOG0013583	OG0007494	n0													evm.model.RL_7.2428		CARHR146890								
N10.HOG0013584	OG0007495	n0													evm.model.RL_7.2384		CARHR147380								
N10.HOG0013585	OG0007496	n0													evm.model.RL_7.2379		CARHR147440								
N10.HOG0013586	OG0007497	n0													evm.model.RL_7.2347		CARHR147880								
N10.HOG0013587	OG0007498	n0													evm.model.RL_7.2334		CARHR148080								
N10.HOG0013588	OG0007499	n0													evm.model.RL_7.2326		CARHR148190								
N10.HOG0013589	OG0007500	n1													evm.model.RL_2.93		CARHR213410								
N10.HOG0013590	OG0007500	n12													evm.model.RL_7.2322		CARHR148250								
N10.HOG0013591	OG0007501	n8													evm.model.RL_7.2308		CARHR148410								
N10.HOG0013592	OG0007501	n9															CARHR148400								
N10.HOG0013593	OG0007502	n0													evm.model.RL_7.2307		CARHR148420								
N10.HOG0013594	OG0007503	n0													evm.model.RL_7.2280		CARHR148660								
N10.HOG0013595	OG0007504	n0													evm.model.RL_7.2247		CARHR149170								
N10.HOG0013596	OG0007505	n0													evm.model.RL_7.2115.2.687c84bb		CARHR152330								
N10.HOG0013597	OG0007506	n0													evm.model.RL_7.2108		CARHR153860								
N10.HOG0013598	OG0007507	n13															CARHR263170								
N10.HOG0013599	OG0007508	n0													evm.model.RL_7.2075		CARHR153060								
N10.HOG0013600	OG0007509	n0													evm.model.RL_7.2045		CARHR153430								
N10.HOG0013601	OG0007510	n0													evm.model.RL_3.1097		CARHR059690								
N10.HOG0013602	OG0007511	n0													evm.model.RL_3.1081		CARHR059440								
N10.HOG0013603	OG0007512	n0													evm.model.RL_3.1049		CARHR058950								
N10.HOG0013604	OG0007513	n0													evm.model.RL_3.993		CARHR292300								
N10.HOG0013605	OG0007514	n0													evm.model.RL_3.989		CARHR058110								
N10.HOG0013606	OG0007515	n0													evm.model.RL_3.960		CARHR057580, CARHR119180								
N10.HOG0013607	OG0007516	n0													evm.model.RL_3.914		CARHR056980								
N10.HOG0013608	OG0007517	n3													evm.model.RL_4.1864		CARHR195380								
N10.HOG0013609	OG0007518	n0													evm.model.RL_3.20		CARHR046330								
N10.HOG0013610	OG0007519	n0													evm.model.RL_5.3894		CARHR044680								
N10.HOG0013611	OG0007520	n0													evm.model.RL_3.70		CARHR046800								
N10.HOG0013612	OG0007521	n0													evm.model.RL_3.89		CARHR047000								
N10.HOG0013613	OG0007522	n0													evm.model.RL_3.132		CARHR047690								
N10.HOG0013614	OG0007523	n0													evm.model.RL_3.165		CARHR048160								
N10.HOG0013615	OG0007524	n0													evm.model.RL_3.167		CARHR048180								
N10.HOG0013616	OG0007525	n0													evm.model.RL_3.180		CARHR048410								
N10.HOG0013617	OG0007526	n0													evm.model.RL_3.187		CARHR048630								
N10.HOG0013618	OG0007527	n0													evm.model.RL_3.244		CARHR049430								
N10.HOG0013619	OG0007528	n0													evm.model.RL_3.253		CARHR049530								
N10.HOG0013620	OG0007529	n0													evm.model.RL_3.262		CARHR049790								
N10.HOG0013621	OG0007530	n0													evm.model.RL_1.1162		CARHR087150								
N10.HOG0013622	OG0007531	n0													evm.model.RL_1.1160		CARHR087130								
N10.HOG0013623	OG0007532	n0													evm.model.RL_1.1159		CARHR087120								
N10.HOG0013624	OG0007533	n1													evm.model.RL_1.1149		CARHR087000, CARHR151150								
N10.HOG0013625	OG0007534	n0													evm.model.RL_2.2314		CARHR235720								
N10.HOG0013626	OG0007535	n0													evm.model.RL_2.2097		CARHR233270								
N10.HOG0013627	OG0007536	n0													evm.model.RL_2.2113		CARHR233460								
N10.HOG0013628	OG0007537	n2													evm.model.RL_2.2122		CARHR233550								
N10.HOG0013629	OG0007538	n0													evm.model.RL_6.2210		CARHR135940								
N10.HOG0013630	OG0007539	n21													evm.model.RL_6.2202		CARHR135850								
N10.HOG0013631	OG0007540	n0													evm.model.RL_6.2196		CARHR135820								
N10.HOG0013632	OG0007541	n2													evm.model.RL_1.824		CARHR083510								
N10.HOG0013633	OG0007542	n2													evm.model.RL_1.825		CARHR083520								
N10.HOG0013634	OG0007543	n0													evm.model.RL_1.830		CARHR083570								
N10.HOG0013635	OG0007544	n0													evm.model.RL_1.858		CARHR083910								
N10.HOG0013636	OG0007545	n0													evm.model.RL_1.862		CARHR083970								
N10.HOG0013637	OG0007546	n0													evm.model.RL_1.884		CARHR084170								
N10.HOG0013638	OG0007547	n0													evm.model.RL_1.893.1.687c87eb		CARHR084280								
N10.HOG0013639	OG0007548	n0													evm.model.RL_4.3158		CARHR209570								
N10.HOG0013640	OG0007549	n0													evm.model.RL_1.911		CARHR084520								
N10.HOG0013641	OG0007550	n0													evm.model.RL_1.919, evm.model.RL_1.871		CARHR084600								
N10.HOG0013642	OG0007551	n0													evm.model.RL_1.941		CARHR084830								
N10.HOG0013643	OG0007552	n0													evm.model.RL_1.959		CARHR085030								
N10.HOG0013644	OG0007553	n0															CARHR208690								
N10.HOG0013645	OG0007554	n0													evm.model.RL_1.988		CARHR085340								
N10.HOG0013646	OG0007555	n0													evm.model.RL_1.1027		CARHR085770								
N10.HOG0013647	OG0007556	n0													evm.model.RL_1.1034.1.687c87ec		CARHR085840								
N10.HOG0013648	OG0007557	n0													evm.model.RL_1.1047		CARHR085960								
N10.HOG0013649	OG0007558	n12															CARHR086080								
N10.HOG0013650	OG0007558	n19													evm.model.RL_1.1059										
N10.HOG0013651	OG0007559	n0													evm.model.RL_1.1068		CARHR086170								
N10.HOG0013652	OG0007560	n0													evm.model.RL_1.1080		CARHR086240								
N10.HOG0013653	OG0007561	n0													evm.model.RL_1.1084		CARHR086280								
N10.HOG0013654	OG0007562	n0													evm.model.RL_1.1091		CARHR086350								
N10.HOG0013655	OG0007563	n0													evm.model.RL_2.2320.1.687c86e5		CARHR235780								
N10.HOG0013656	OG0007564	n0													evm.model.RL_1.1105		CARHR086490								
N10.HOG0013657	OG0007565	n0													evm.model.RL_1.1106		CARHR086500								
N10.HOG0013658	OG0007566	n0													evm.model.RL_1.1110		CARHR086540								
N10.HOG0013659	OG0007567	n0													evm.model.RL_1.1135		CARHR086840								
N10.HOG0013660	OG0007568	n0													evm.model.RL_1.1137		CARHR086860								
N10.HOG0013661	OG0007569	n3													evm.model.RL_7.644		CARHR167420								
N10.HOG0013662	OG0007569	n15													evm.model.RL_4.1094		CARHR186750								
N10.HOG0013663	OG0007570	n0													evm.model.RL_8.1058		CARHR258840								
N10.HOG0013664	OG0007571	n0													evm.model.RL_4.120		CARHR174600								
N10.HOG0013665	OG0007572	n0													evm.model.RL_5.2258		CARHR037030								
N10.HOG0013666	OG0007573	n0													evm.model.RL_8.1174		CARHR257660								
N10.HOG0013667	OG0007574	n0													evm.model.RL_8.1181		CARHR257570								
N10.HOG0013668	OG0007575	n12															CARHR232420								
N10.HOG0013669	OG0007575	n17															CARHR257460								
N10.HOG0013670	OG0007576	n0													evm.model.RL_8.1189		CARHR257410								
N10.HOG0013671	OG0007577	n0													evm.model.RL_2.2848		CARHR241420								
N10.HOG0013672	OG0007578	n0													evm.model.RL_8.1342		CARHR265430								
N10.HOG0013673	OG0007579	n0													evm.model.RL_8.1425, evm.model.RL_8.1427		CARHR266390								
N10.HOG0013674	OG0007580	n0															CARHR266300								
N10.HOG0013675	OG0007581	n0													evm.model.RL_8.1408		CARHR266160								
N10.HOG0013676	OG0007582	n0													evm.model.RL_8.1401.1.687c855b		CARHR266080								
N10.HOG0013677	OG0007583	n14															CARHR287010								
N10.HOG0013678	OG0007583	n17													evm.model.RL_8.1398		CARHR266050								
N10.HOG0013679	OG0007584	n0													evm.model.RL_8.1431.1.687c855b		CARHR266480								
N10.HOG0013680	OG0007585	n0													evm.model.RL_8.1436		CARHR266540								
N10.HOG0013681	OG0007586	n0													evm.model.RL_8.1503		CARHR267320								
N10.HOG0013682	OG0007587	n0													evm.model.RL_8.1485		CARHR267090								
N10.HOG0013683	OG0007588	n0													evm.model.RL_8.1530		CARHR267670								
N10.HOG0013684	OG0007589	n0													evm.model.RL_8.1545		CARHR267870								
N10.HOG0013685	OG0007590	n0													evm.model.RL_8.1584		CARHR268270								
N10.HOG0013686	OG0007591	n0													evm.model.RL_8.1643		CARHR268900								
N10.HOG0013687	OG0007592	n0													evm.model.RL_8.1672		CARHR269240								
N10.HOG0013688	OG0007593	n0													evm.model.RL_8.1687		CARHR269470								
N10.HOG0013689	OG0007594	n0													evm.model.RL_8.1697		CARHR269590								
N10.HOG0013690	OG0007595	n0													evm.model.RL_5.1021		CARHR011860								
N10.HOG0013691	OG0007596	n2													evm.model.RL_8.1763		CARHR270640								
N10.HOG0013692	OG0007597	n2													evm.model.RL_8.1777		CARHR270750								
N10.HOG0013693	OG0007598	n0													evm.model.RL_8.1779		CARHR270780								
N10.HOG0013694	OG0007599	n0													evm.model.RL_8.1784		CARHR270830								
N10.HOG0013695	OG0007600	n0													evm.model.RL_8.1815		CARHR271170								
N10.HOG0013696	OG0007601	n0													evm.model.RL_8.1820		CARHR271220								
N10.HOG0013697	OG0007602	n0													evm.model.RL_8.1841		CARHR271420								
N10.HOG0013698	OG0007603	n0													evm.model.RL_8.1855		CARHR271550								
N10.HOG0013699	OG0007604	n0													evm.model.RL_8.1891		CARHR271970								
N10.HOG0013700	OG0007605	n0													evm.model.RL_4.1040		CARHR186070								
N10.HOG0013701	OG0007606	n0													evm.model.RL_4.2285		CARHR200040								
N10.HOG0013702	OG0007607	n0													evm.model.RL_4.2310		CARHR200320								
N10.HOG0013703	OG0007608	n0													evm.model.RL_4.2316		CARHR200390								
N10.HOG0013704	OG0007609	n0													evm.model.RL_4.2320		CARHR200430								
N10.HOG0013705	OG0007610	n0													evm.model.RL_4.2330		CARHR200540								
N10.HOG0013706	OG0007611	n0													evm.model.RL_4.2346		CARHR200720								
N10.HOG0013707	OG0007612	n0													evm.model.RL_4.2358		CARHR200830								
N10.HOG0013708	OG0007613	n0													evm.model.RL_4.2374		CARHR201000								
N10.HOG0013709	OG0007614	n2													evm.model.RL_4.2381		CARHR201090								
N10.HOG0013710	OG0007615	n0													evm.model.RL_4.2394		CARHR201220								
N10.HOG0013711	OG0007616	n0													evm.model.RL_4.2407		CARHR201400								
N10.HOG0013712	OG0007617	n0													evm.model.RL_4.2442		CARHR201740								
N10.HOG0013713	OG0007618	n0													evm.model.RL_4.2444		CARHR201770								
N10.HOG0013714	OG0007619	n0													evm.model.RL_4.2464		CARHR202090, CARHR202030, CARHR202020, CARHR202100								
N10.HOG0013715	OG0007620	n0													evm.model.RL_4.2484		CARHR202280								
N10.HOG0013716	OG0007621	n0													evm.model.RL_4.2521.1.687c86da		CARHR202690								
N10.HOG0013717	OG0007622	n0													evm.model.RL_4.2660		CARHR204140								
N10.HOG0013718	OG0007623	n0													evm.model.RL_4.2677		CARHR204350								
N10.HOG0013719	OG0007624	n0													evm.model.RL_4.2687		CARHR204440								
N10.HOG0013720	OG0007625	n0													evm.model.RL_4.2694		CARHR204510								
N10.HOG0013721	OG0007626	n0													evm.model.RL_4.2732		CARHR205010								
N10.HOG0013722	OG0007627	n0													evm.model.RL_4.2736		CARHR205050								
N10.HOG0013723	OG0007628	n0													evm.model.RL_4.2762.2.687c86db		CARHR205290								
N10.HOG0013724	OG0007629	n0													evm.model.RL_4.2819		CARHR205850								
N10.HOG0013725	OG0007630	n0													evm.model.RL_4.2824		CARHR205900								
N10.HOG0013726	OG0007631	n7													evm.model.RL_2.1294		CARHR224030								
N10.HOG0013727	OG0007632	n0													evm.model.RL_2.1334		CARHR224560								
N10.HOG0013728	OG0007633	n0													evm.model.RL_2.1352		CARHR224690								
N10.HOG0013729	OG0007634	n0													evm.model.RL_2.1357.6.687c86e2		CARHR224790								
N10.HOG0013730	OG0007635	n0													evm.model.RL_2.1362		CARHR224840								
N10.HOG0013731	OG0007636	n0															CARHR225240								
N10.HOG0013732	OG0007637	n0													evm.model.RL_8.497		CARHR253330								
N10.HOG0013733	OG0007638	n0													evm.model.RL_2.1446		CARHR225770								
N10.HOG0013734	OG0007639	n0													evm.model.RL_2.1454		CARHR225880								
N10.HOG0013735	OG0007640	n0													evm.model.RL_2.1476		CARHR226030								
N10.HOG0013736	OG0007641	n0													evm.model.RL_2.1496		CARHR226220								
N10.HOG0013737	OG0007642	n0													evm.model.RL_2.1546		CARHR226750								
N10.HOG0013738	OG0007643	n1															CARHR226890								
N10.HOG0013739	OG0007644	n0													evm.model.RL_8.2290		CARHR275930								
N10.HOG0013740	OG0007645	n0													evm.model.RL_2.1587		CARHR227280								
N10.HOG0013741	OG0007646	n0													evm.model.RL_2.1605		CARHR227500								
N10.HOG0013742	OG0007647	n0													evm.model.RL_8.417		CARHR252390								
N10.HOG0013743	OG0007648	n0													evm.model.RL_2.1646		CARHR228100								
N10.HOG0013744	OG0007649	n0													evm.model.RL_2.1673		CARHR228400								
N10.HOG0013745	OG0007650	n0													evm.model.RL_2.1716		CARHR228890								
N10.HOG0013746	OG0007651	n0													evm.model.RL_2.1721		CARHR228960								
N10.HOG0013747	OG0007652	n0													evm.model.RL_2.1729		CARHR229140								
N10.HOG0013748	OG0007653	n0													evm.model.RL_2.1736		CARHR229230								
N10.HOG0013749	OG0007654	n0													evm.model.RL_2.1758		CARHR229430								
N10.HOG0013750	OG0007655	n0													evm.model.RL_2.1765		CARHR229500								
N10.HOG0013751	OG0007656	n0													evm.model.RL_2.1776		CARHR229660								
N10.HOG0013752	OG0007657	n0													evm.model.RL_2.1795		CARHR229920								
N10.HOG0013753	OG0007658	n0															CARHR230090								
N10.HOG0013754	OG0007659	n0													evm.model.RL_2.1814		CARHR230120								
N10.HOG0013755	OG0007660	n0															CARHR230980								
N10.HOG0013756	OG0007661	n0													evm.model.RL_2.1886		CARHR231120								
N10.HOG0013757	OG0007662	n0													evm.model.RL_2.1908		CARHR231360								
N10.HOG0013758	OG0007663	n0													evm.model.RL_5.2642		CARHR032600								
N10.HOG0013759	OG0007664	n0													evm.model.RL_5.2638		CARHR032640, CARHR054090, CARHR054100								
N10.HOG0013760	OG0007665	n4													evm.model.RL_5.2626		CARHR032830								
N10.HOG0013761	OG0007665	n24															CARHR032840								
N10.HOG0013762	OG0007666	n0													evm.model.RL_5.2571		CARHR033380								
N10.HOG0013763	OG0007667	n0													evm.model.RL_5.2530, evm.model.RL_5.2528		CARHR033930								
N10.HOG0013764	OG0007668	n0													evm.model.RL_5.2435		CARHR034970								
N10.HOG0013765	OG0007669	n0													evm.model.RL_5.2323		CARHR036060								
N10.HOG0013766	OG0007670	n0													evm.model.RL_5.2245		CARHR037300								
N10.HOG0013767	OG0007671	n0													evm.model.RL_5.2267		CARHR036810								
N10.HOG0013768	OG0007672	n0													evm.model.RL_5.2239		CARHR037350								
N10.HOG0013769	OG0007673	n0													evm.model.RL_1.710		CARHR082330								
N10.HOG0013770	OG0007674	n0													evm.model.RL_5.3086		CARHR027570								
N10.HOG0013771	OG0007675	n0													evm.model.RL_5.3066		CARHR027790								
N10.HOG0013772	OG0007676	n0													evm.model.RL_6.395		CARHR116740								
N10.HOG0013773	OG0007677	n0													evm.model.RL_5.3053		CARHR027930								
N10.HOG0013774	OG0007678	n0															CARHR028000								
N10.HOG0013775	OG0007679	n0													evm.model.RL_5.3005		CARHR028530								
N10.HOG0013776	OG0007680	n0													evm.model.RL_5.2943		CARHR029250								
N10.HOG0013777	OG0007681	n0													evm.model.RL_5.2898		CARHR029750								
N10.HOG0013778	OG0007682	n0													evm.model.RL_5.2865		CARHR030160								
N10.HOG0013779	OG0007683	n0													evm.model.RL_5.2863										
N10.HOG0013780	OG0007684	n20													evm.model.RL_5.2857		CARHR030240								
N10.HOG0013781	OG0007685	n2															CARHR243870								
N10.HOG0013782	OG0007685	n3													evm.model.RL_2.3075		CARHR243860								
N10.HOG0013783	OG0007686	n0													evm.model.RL_5.1994		CARHR040510								
N10.HOG0013784	OG0007687	n0													evm.model.RL_2.3105		CARHR244170								
N10.HOG0013785	OG0007688	n0													evm.model.RL_2.3121		CARHR244340								
N10.HOG0013786	OG0007689	n0													evm.model.RL_2.3125		CARHR244370								
N10.HOG0013787	OG0007690	n0													evm.model.RL_2.3154		CARHR244660								
N10.HOG0013788	OG0007691	n0													evm.model.RL_2.3171		CARHR289500								
N10.HOG0013789	OG0007692	n0															CARHR244870								
N10.HOG0013790	OG0007693	n0													evm.model.RL_2.3191		CARHR245120								
N10.HOG0013791	OG0007694	n0													evm.model.RL_2.3218		CARHR245380								
N10.HOG0013792	OG0007695	n0													evm.model.RL_6.238		CARHR293090								
N10.HOG0013793	OG0007696	n0													evm.model.RL_2.3231		CARHR245510								
N10.HOG0013794	OG0007697	n0													evm.model.RL_2.3269		CARHR245930								
N10.HOG0013795	OG0007698	n0													evm.model.RL_2.3279.2.687c86e8		CARHR246060								
N10.HOG0013796	OG0007699	n0													evm.model.RL_2.3284		CARHR246120								
N10.HOG0013797	OG0007700	n0													evm.model.RL_2.3285		CARHR246130								
N10.HOG0013798	OG0007701	n2													evm.model.RL_2.3298		CARHR246260								
N10.HOG0013799	OG0007702	n0													evm.model.RL_2.3317		CARHR246470								
N10.HOG0013800	OG0007703	n6													evm.model.RL_2.3325		CARHR246540								
N10.HOG0013801	OG0007703	n30															CARHR246530								
N10.HOG0013802	OG0007704	n0													evm.model.RL_2.3350		CARHR246820								
N10.HOG0013803	OG0007705	n0													evm.model.RL_2.3369		CARHR247000								
N10.HOG0013804	OG0007706	n0													evm.model.RL_2.3386.1.687c86e9		CARHR247210								
N10.HOG0013805	OG0007707	n0													evm.model.RL_2.3474		CARHR294250								
N10.HOG0013806	OG0007708	n0													evm.model.RL_2.629		CARHR217470								
N10.HOG0013807	OG0007709	n0													evm.model.RL_2.483		CARHR215480								
N10.HOG0013808	OG0007710	n0													evm.model.RL_2.333		CARHR263720								
N10.HOG0013809	OG0007711	n2													evm.model.RL_8.2522		CARHR129140								
N10.HOG0013810	OG0007711	n29													evm.model.RL_6.1585		CARHR278340								
N10.HOG0013811	OG0007712	n0													evm.model.RL_6.1592		CARHR129220								
N10.HOG0013812	OG0007713	n0													evm.model.RL_6.1600		CARHR129300								
N10.HOG0013813	OG0007714	n0													evm.model.RL_5.878		CARHR010270								
N10.HOG0013814	OG0007715	n0													evm.model.RL_5.2816		CARHR030700								
N10.HOG0013815	OG0007716	n0													evm.model.RL_3.490, evm.model.RL_4.1841		CARHR195050								
N10.HOG0013816	OG0007717	n0													evm.model.RL_6.1612		CARHR129420								
N10.HOG0013817	OG0007718	n0													evm.model.RL_6.1608		CARHR129380								
N10.HOG0013818	OG0007719	n0													evm.model.RL_8.822		CARHR260570								
N10.HOG0013819	OG0007720	n0													evm.model.RL_8.863		CARHR259970								
N10.HOG0013820	OG0007721	n0													evm.model.RL_8.915		CARHR259500								
N10.HOG0013821	OG0007722	n0													evm.model.RL_1.2809, evm.model.RL_1.2810, evm.model.RL_5.2926		CARHR029470								
N10.HOG0013822	OG0007723	n0													evm.model.RL_6.1507		CARHR128270								
N10.HOG0013823	OG0007724	n0													evm.model.RL_6.1793, evm.model.RL_6.1494		CARHR128130								
N10.HOG0013824	OG0007725	n0													evm.model.RL_6.1483		CARHR128010								
