HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N8.HOG0013235	OG0006474	n0		Ag005G437330					Aa_G265530.h1.t1															Om002G071140	
N8.HOG0013236	OG0006475	n15		Ag005G437020					Aa_G413600.h1.t1																
N8.HOG0013237	OG0006476	n6		Ag005G435710																				Om002G071820	
N8.HOG0013238	OG0006476	n16							Aa_G460860.h1.t1																
N8.HOG0013239	OG0006477	n0		Ag005G435650					Aa_G664320.h1.t1															Om002G071870	
N8.HOG0013240	OG0006478	n0		Ag005G433700, Ag005G434470					Aa_G87560.h1.t1															Om002G072460	
N8.HOG0013241	OG0006479	n32		Ag005G431130																				Om002G073360	
N8.HOG0013242	OG0006480	n0		Ag002G127570, Ag004G354910, Ag005G426110					Aa_G230.h1.t1															Om002G076130	
N8.HOG0013243	OG0006481	n0		Ag005G419380					Aa_G405240.h1.t1															Om002G081660	
N8.HOG0013244	OG0006482	n17							Aa_G421710.h1.t1																
N8.HOG0013245	OG0006482	n18							Aa_G306380.h1.t1																
N8.HOG0013246	OG0006482	n30		Ag005G416350																				Om002G042140, Om003G099620, Om002G083790	
N8.HOG0013247	OG0006483	n13		Ag004G349460, Ag004G349450, Ag005G415340					Aa_G344740.h1.t1															Om002G084250	
N8.HOG0013248	OG0006484	n0		Ag005G414710					Aa_G249600.h1.t1															Om002G084560	
N8.HOG0013249	OG0006485	n2		Ag005G410060, Ag005G410030					Aa_G426610.h1.t1															Om002G086040	
N8.HOG0013250	OG0006485	n31							Aa_G968190.h1.t1																
N8.HOG0013251	OG0006486	n0		Ag005G410780					Aa_G415470.h1.t1															Om002G085690, Om006G261250	
N8.HOG0013252	OG0006487	n0		Ag005G411260					Aa_G148000.h1.t1, Aa_G99910.h1.t1															Om002G085550	
N8.HOG0013253	OG0006488	n0		Ag005G406610					Aa_G143440.h1.t1															Om002G087020	
N8.HOG0013254	OG0006489	n3							Aa_G143480.h1.t1																
N8.HOG0013255	OG0006489	n28		Ag005G406390																				Om002G087070	
N8.HOG0013256	OG0006490	n0		Ag005G403590					Aa_G194820.h1.t1															Om002G088240	
N8.HOG0013257	OG0006491	n0		Ag005G403920					Aa_G194710.h1.t1															Om002G088400	
N8.HOG0013258	OG0006492	n0		Ag001G001080																					
N8.HOG0013259	OG0006493	n1		Ag004G353440					Aa_G278660.h1.t1															Om005G209640	
N8.HOG0013260	OG0006493	n21																						Om001G004000	
N8.HOG0013261	OG0006494	n0		Ag001G002300					Aa_G231440.h1.t1															Om003G090570	
N8.HOG0013262	OG0006495	n0		Ag004G383150, Ag001G003510					Aa_G118220.h1.t1															Om003G091240	
N8.HOG0013263	OG0006496	n0		Ag001G003640					Aa_G118290.h1.t1															Om003G091380	
N8.HOG0013264	OG0006497	n0		Ag001G003730					Aa_G118310.h1.t1															Om003G091470	
N8.HOG0013265	OG0006498	n0		Ag001G006230					Aa_G74150.h1.t1															Om003G092870	
N8.HOG0013266	OG0006499	n0		Ag001G006330					Aa_G74100.h1.t1, Aa_G144610.h1.t1															Om003G093120	
N8.HOG0013267	OG0006500	n0		Ag001G009300					Aa_G219760.h1.t1															Om003G094890	
N8.HOG0013268	OG0006501	n0		Ag001G009940					Aa_G677550.h1.t1															Om003G095240	
N8.HOG0013269	OG0006502	n31							Aa_G415010.h1.t1															Om003G096030	
N8.HOG0013270	OG0006503	n0		Ag001G011190					Aa_G582120.h1.t1															Om003G095920	
N8.HOG0013271	OG0006504	n0		Ag001G015140					Aa_G334890.h1.t1															Om003G097110	
N8.HOG0013272	OG0006505	n0		Ag001G017540					Aa_G92580.h1.t1															Om003G097750	
N8.HOG0013273	OG0006506	n29		Ag001G018290					Aa_G408300.h1.t1															Om003G097930	
N8.HOG0013274	OG0006506	n31		Ag001G018270					Aa_G362330.h1.t1															Om003G097920	
N8.HOG0013275	OG0006507	n0		Ag001G027320					Aa_G57500.h1.t1															Om003G099950	
N8.HOG0013276	OG0006508	n0		Ag001G029460, Ag001G030830					Aa_G139300.h1.t1															Om003G100340	
N8.HOG0013277	OG0006509	n0		Ag002G160950					Aa_G713000.h1.t1															Om008G339850	
N8.HOG0013278	OG0006510	n0		Ag002G160930																				Om008G339870	
N8.HOG0013279	OG0006511	n0		Ag002G160820					Aa_G291630.h1.t1															Om008G339940	
N8.HOG0013280	OG0006512	n0		Ag002G160810					Aa_G291640.h1.t1															Om008G339960	
N8.HOG0013281	OG0006513	n0		Ag001G064590					Aa_G300320.h1.t1															Om006G256470	
N8.HOG0013282	OG0006514	n0		Ag001G064540					Aa_G1083490.h1.t1, Aa_G721100.h1.t1, Aa_G300370.h1.t1															Om006G256430	
N8.HOG0013283	OG0006515	n0		Ag001G076200, Ag006G512630					Aa_G381330.h1.t1															Om006G252780, Om005G213580	
N8.HOG0013284	OG0006516	n5		Ag001G078600																				Om006G251930	
N8.HOG0013285	OG0006517	n0		Ag001G078620					Aa_G462060.h1.t1															Om006G251920	
N8.HOG0013286	OG0006518	n0		Ag001G080030					Aa_G302300.h1.t1, Aa_G432000.h1.t1															Om006G251200	
N8.HOG0013287	OG0006519	n0		Ag001G081300					Aa_G654550.h1.t1															Om006G250480	
N8.HOG0013288	OG0006520	n0		Ag001G081920					Aa_G559680.h1.t1															Om003G119500	
N8.HOG0013289	OG0006521	n0		Ag001G084310					Aa_G369750.h1.t1															Om003G120390	
N8.HOG0013290	OG0006522	n0		Ag001G088620					Aa_G114200.h1.t1															Om003G122520	
N8.HOG0013291	OG0006523	n0		Ag001G092340					Aa_G103300.h1.t1, Aa_G103310.h1.t1															Om003G124680	
N8.HOG0013292	OG0006524	n19							Aa_G353940.h1.t1																
N8.HOG0013293	OG0006525	n4		Ag001G093850																				Om003G126020	
N8.HOG0013294	OG0006525	n9							Aa_G57990.h1.t1																
N8.HOG0013295	OG0006526	n0		Ag001G095510					Aa_G33500.h1.t1															Om003G127090	
N8.HOG0013296	OG0006527	n3		Ag001G096270																				Om003G127500	
N8.HOG0013297	OG0006528	n0		Ag001G098300					Aa_G163540.h1.t1															Om003G128740	
N8.HOG0013298	OG0006529	n0		Ag001G098660					Aa_G336790.h1.t1															Om003G129060	
N8.HOG0013299	OG0006530	n0		Ag005G450640					Aa_G240120.h1.t1															Om002G066600	
N8.HOG0013300	OG0006531	n0		Ag001G098970					Aa_G273160.h1.t1															Om003G129300	
N8.HOG0013301	OG0006532	n0		Ag001G064600					Aa_G300310.h1.t1															Om006G256480	
N8.HOG0013302	OG0006533	n1		Ag001G066960					Aa_G122910.h1.t1															Om006G257120	
N8.HOG0013303	OG0006533	n27							Aa_G503760.h1.t1																
N8.HOG0013304	OG0006534	n10		Ag006G494680, Ag002G130650, Ag006G494670, Ag006G494660, Ag006G505250, Ag002G130640																				Om004G174780, Om004G174800	
N8.HOG0013305	OG0006534	n18		Ag006G494620, Ag006G494630, Ag006G494640, Ag006G494610, Ag008G660270																					
N8.HOG0013306	OG0006535	n0		Ag002G131150																				Om008G347130, Om008G347280	
N8.HOG0013307	OG0006536	n2		Ag005G460410, Ag002G177530, Ag007G618680, Ag007G621970, Ag007G618820, Ag007G618890																				Om002G062860	
N8.HOG0013308	OG0006536	n17							Aa_G292300.h1.t1																
N8.HOG0013309	OG0006537	n3		Ag002G197960																					
N8.HOG0013310	OG0006537	n10		Ag002G197940																				Om008G324630	
N8.HOG0013311	OG0006537	n28		Ag002G198050																					
N8.HOG0013312	OG0006538	n0		Ag003G215930					Aa_G121590.h1.t1															Om004G134260	
N8.HOG0013313	OG0006539	n0		Ag003G256140					Aa_G186630.h1.t1															Om001G023730	
N8.HOG0013314	OG0006540	n0		Ag004G307320					Aa_G257660.h1.t1															Om005G185430	
N8.HOG0013315	OG0006541	n0		Ag004G335950					Aa_G60690.h1.t1															Om005G203250	
N8.HOG0013316	OG0006542	n0		Ag004G353620					Aa_G286710.h1.t1															Om005G211090	
N8.HOG0013317	OG0006543	n0		Ag006G577380, Ag007G640600, Ag006G512600, Ag005G413920					Aa_G191390.h1.t1															Om004G159260	
N8.HOG0013318	OG0006544	n0		Ag005G433920, Ag005G437470					Aa_G265500.h1.t1															Om002G071100	
N8.HOG0013319	OG0006545	n1		Ag005G442200, Ag005G443520, Ag006G552300, Ag008G663410																					
N8.HOG0013320	OG0006546	n6		Ag005G459900																					
N8.HOG0013321	OG0006546	n10		Ag005G467760					Aa_G20420.h1.t1																
N8.HOG0013322	OG0006547	n0		Ag005G477330																				Om002G071190, Om006G266290, Om008G350830, Om002G079540, Om006G269710, Om005G191650, Om003G115220, Om002G082220, Om004G161200, Om005G209260, Om005G211420, Om006G245650, Om002G052560, Om002G080920, Om002G066000, Om001G015460, Om008G332760, Om007G300720, Om005G224930, Om005G227730, Om006G265850, Om001G016330, Om005G227130, Om001G016320, Om007G296890	
N8.HOG0013323	OG0006548	n0		Ag006G528310					Aa_G827850.h1.t1															Om005G220480	
N8.HOG0013324	OG0006549	n0		Ag006G551680					Aa_G689240.h1.t1															Om001G009360	
N8.HOG0013325	OG0006551	n1							Aa_G826060.h1.t1, Aa_G524570.h1.t1															Om005G186670	
N8.HOG0013326	OG0006554	n0							Aa_G639530.h1.t1																
N8.HOG0013327	OG0006555	n3																						Om002G071150	
N8.HOG0013328	OG0006555	n27							Aa_G356880.h1.t1																
N8.HOG0013329	OG0006556	n16																						Om001G002450	
N8.HOG0013330	OG0006556	n20							Aa_G339970.h1.t1																
N8.HOG0013331	OG0006558	n1							Aa_G163130.h1.t1															Om002G048530	
N8.HOG0013332	OG0006558	n16																						Om008G351470	
N8.HOG0013333	OG0006564	n0																						Om001G014730	
N8.HOG0013334	OG0006569	n0																						Om008G353380, Om005G216130, Om003G106940, Om006G258840, Om005G222450, Om005G214080, Om008G345790, Om002G076320, Om005G214090, Om003G112730, Om001G020950, Om004G147470, Om002G081800, Om004G149330, Om008G344420, Om004G173270, Om001G004710, Om005G195470, Om007G313280, Om002G080900, Om006G267020, Om002G076340, Om003G105440, Om003G106920, Om004G149190, Om007G314680, Om008G348770, Om002G080570, Om005G221580, Om011G365670, Om003G125730, Om005G225500, Om004G144680, Om001G020440	
N8.HOG0013335	OG0006570	n16		Ag003G254410																				Om001G022810	
N8.HOG0013336	OG0006571	n0		Ag003G254820					Aa_G339360.h1.t1															Om001G023050	
N8.HOG0013337	OG0006572	n0		Ag003G255070					Aa_G397430.h1.t1															Om001G023250	
N8.HOG0013338	OG0006573	n0		Ag003G255260																				Om001G023350	
N8.HOG0013339	OG0006574	n0		Ag003G257010					Aa_G69560.h1.t1															Om001G024010, Om001G024000	
N8.HOG0013340	OG0006575	n0		Ag003G257060					Aa_G69600.h1.t1															Om001G024070	
N8.HOG0013341	OG0006576	n0		Ag003G258510					Aa_G134300.h1.t1															Om001G024720	
N8.HOG0013342	OG0006577	n4		Ag003G259680					Aa_G402280.h1.t1															Om001G025200	
N8.HOG0013343	OG0006578	n0		Ag006G491910					Aa_G420180.h1.t1															Om004G176550	
N8.HOG0013344	OG0006579	n0		Ag003G266280, Ag003G265500					Aa_G849050.h1.t1, Aa_G190620.h1.t1															Om001G026240	
N8.HOG0013345	OG0006580	n0		Ag003G268110					Aa_G33050.h1.t1															Om001G027460	
N8.HOG0013346	OG0006581	n0		Ag003G268500					Aa_G32910.h1.t1															Om001G027670	
N8.HOG0013347	OG0006582	n0		Ag001G019100, Ag003G268980					Aa_G59730.h1.t1															Om001G027830	
N8.HOG0013348	OG0006583	n0		Ag003G272170					Aa_G324980.h1.t1															Om001G028730	
N8.HOG0013349	OG0006584	n4							Aa_G394980.h1.t1																
N8.HOG0013350	OG0006584	n31		Ag003G279920																				Om001G029020	
N8.HOG0013351	OG0006585	n0		Ag003G278760					Aa_G424870.h1.t1, Aa_G596830.h1.t1															Om001G029520	
N8.HOG0013352	OG0006586	n0		Ag004G330620					Aa_G308370.h1.t1															Om005G200570	
N8.HOG0013353	OG0006587	n0		Ag003G278290					Aa_G425190.h1.t1															Om001G029700	
N8.HOG0013354	OG0006588	n0																						Om005G218180, Om011G365790, Om008G344840, Om004G161860, Om008G345040, Om007G308890, Om001G015400, Om003G109060, Om004G151010, Om006G269400, Om008G359410, Om007G292050, Om002G079930, Om009G363680, Om005G221350, Om008G341770, Om003G112810, Om007G302040, Om005G220130, Om004G150940, Om004G143340, Om003G110760, Om008G347070	
N8.HOG0013355	OG0006589	n0		Ag003G274550					Aa_G214610.h1.t1															Om001G031480	
N8.HOG0013356	OG0006590	n0		Ag003G273950					Aa_G776400.h1.t1															Om001G031740	
N8.HOG0013357	OG0006591	n6		Ag005G439070, Ag003G273530, Ag005G445130, Ag006G516710					Aa_G64110.h1.t1															Om001G031950	
N8.HOG0013358	OG0006592	n0		Ag003G282360					Aa_G483320.h1.t1															Om001G033050	
N8.HOG0013359	OG0006593	n0		Ag003G282840					Aa_G385140.h1.t1															Om001G033390	
N8.HOG0013360	OG0006594	n0		Ag003G283140					Aa_G180420.h1.t1															Om001G033590	
N8.HOG0013361	OG0006595	n0		Ag003G283170					Aa_G180410.h1.t1															Om001G033600	
N8.HOG0013362	OG0006596	n7		Ag003G283540																				Om001G033740	
N8.HOG0013363	OG0006597	n0		Ag003G284750					Aa_G118810.h1.t1															Om001G034250	
N8.HOG0013364	OG0006598	n0		Ag007G579680					Aa_G355800.h1.t1															Om007G291740	
N8.HOG0013365	OG0006599	n0		Ag007G578120					Aa_G109360.h1.t1															Om007G276820	
N8.HOG0013366	OG0006600	n0		Ag001G101200					Aa_G16660.h1.t1															Om007G276490	
N8.HOG0013367	OG0006601	n0		Ag001G101440					Aa_G295980.h1.t1															Om007G276260	
N8.HOG0013368	OG0006602	n0		Ag001G101450					Aa_G295990.h1.t1															Om007G276250	
N8.HOG0013369	OG0006603	n0		Ag001G101760					Aa_G406720.h1.t1															Om007G276020	
N8.HOG0013370	OG0006604	n0		Ag002G164680					Aa_G24640.h1.t1															Om008G338150	
N8.HOG0013371	OG0006605	n4		Ag008G728150					Aa_G577970.h1.t1, Aa_G148380.h1.t1															Om003G098950	
N8.HOG0013372	OG0006606	n0		Ag004G310480					Aa_G161020.h1.t1															Om005G187910	
N8.HOG0013373	OG0006607	n0		Ag004G369220					Aa_G282490.h1.t1															Om005G219630	
N8.HOG0013374	OG0006608	n0		Ag004G312030					Aa_G563990.h1.t1															Om005G189090	
N8.HOG0013375	OG0006609	n0		Ag004G374210					Aa_G8550.h1.t1															Om005G222120	
N8.HOG0013376	OG0006610	n3		Ag004G313690					Aa_G89340.h1.t1															Om005G190310	
N8.HOG0013377	OG0006611	n0		Ag004G313890					Aa_G688400.h1.t1															Om005G190410	
N8.HOG0013378	OG0006612	n0		Ag004G314630					Aa_G338980.h1.t1															Om005G190930	
N8.HOG0013379	OG0006613	n0		Ag004G322570					Aa_G121040.h1.t1															Om005G195750	
N8.HOG0013380	OG0006614	n0		Ag006G574940					Aa_G251380.h1.t1																
N8.HOG0013381	OG0006615	n0		Ag007G614370					Aa_G278030.h1.t1															Om003G096600	
N8.HOG0013382	OG0006616	n0		Ag008G659530, Ag008G658930					Aa_G244060.h1.t1															Om006G275090, Om008G351110	
N8.HOG0013383	OG0006617	n0		Ag008G661630					Aa_G279500.h1.t1															Om006G274260	
N8.HOG0013384	OG0006618	n0		Ag004G319150					Aa_G569530.h1.t1															Om005G193840	
N8.HOG0013385	OG0006619	n0		Ag004G318730					Aa_G118640.h1.t1															Om005G193710	
N8.HOG0013386	OG0006620	n0		Ag008G663340					Aa_G408170.h1.t1															Om006G273510	
N8.HOG0013387	OG0006621	n0		Ag008G663760					Aa_G227150.h1.t1															Om006G273310	
N8.HOG0013388	OG0006622	n0		Ag008G664930					Aa_G207030.h1.t1															Om006G272900	
N8.HOG0013389	OG0006623	n0		Ag008G666340					Aa_G276780.h1.t1															Om006G272530	
N8.HOG0013390	OG0006624	n0		Ag008G666380					Aa_G276820.h1.t1															Om006G272490	
N8.HOG0013391	OG0006625	n0		Ag008G667210					Aa_G25580.h1.t1															Om006G272140	
N8.HOG0013392	OG0006626	n0		Ag008G667240					Aa_G25550.h1.t1															Om006G272100	
N8.HOG0013393	OG0006627	n6		Ag008G667970																				Om006G271820	
N8.HOG0013394	OG0006627	n20							Aa_G247900.h1.t1																
N8.HOG0013395	OG0006628	n0		Ag008G668410					Aa_G120880.h1.t1																
N8.HOG0013396	OG0006629	n0		Ag008G669760					Aa_G27440.h1.t1															Om006G271140	
N8.HOG0013397	OG0006630	n0		Ag008G669840					Aa_G27420.h1.t1															Om006G271120	
N8.HOG0013398	OG0006631	n0		Ag008G664200					Aa_G34300.h1.t1															Om006G269840	
N8.HOG0013399	OG0006632	n0		Ag002G175540					Aa_G270250.h1.t1															Om008G334190	
N8.HOG0013400	OG0006633	n19		Ag005G408640, Ag007G601500																				Om004G167380	
N8.HOG0013401	OG0006634	n0		Ag010G739180, Ag001G049060					Aa_G486780.h1.t1															Om006G269520	
N8.HOG0013402	OG0006635	n0		Ag001G057990					Aa_G123460.h1.t1															Om003G116210	
N8.HOG0013403	OG0006636	n0		Ag004G327950					Aa_G560590.h1.t1															Om005G215510	
N8.HOG0013404	OG0006637	n0		Ag004G363460					Aa_G560610.h1.t1, Aa_G182410.h1.t1															Om005G215570	
N8.HOG0013405	OG0006638	n0		Ag004G363510					Aa_G407560.h1.t1															Om005G215600	
N8.HOG0013406	OG0006639	n0		Ag005G406030					Aa_G143500.h1.t1															Om002G087180	
N8.HOG0013407	OG0006640	n0		Ag001G041520					Aa_G266910.h1.t1															Om003G106420	
N8.HOG0013408	OG0006641	n0		Ag004G364300					Aa_G669770.h1.t1, Aa_G882550.h1.t1															Om005G215810	
N8.HOG0013409	OG0006642	n0		Ag004G402030, Ag004G402000																				Om006G232080	
N8.HOG0013410	OG0006643	n0		Ag007G657420, Ag006G563860					Aa_G184980.h1.t1															Om007G318450	
N8.HOG0013411	OG0006644	n0		Ag004G390580, Ag004G395360					Aa_G361570.h1.t1															Om005G227190	
N8.HOG0013412	OG0006645	n0		Ag004G385530, Ag004G385230					Aa_G72420.h1.t1															Om005G225980	
N8.HOG0013413	OG0006646	n0		Ag004G382450, Ag004G382380					Aa_G327990.h1.t1															Om005G225620	
N8.HOG0013414	OG0006647	n6		Ag002G187870					Aa_G401730.h1.t1															Om008G329330	
N8.HOG0013415	OG0006648	n0		Ag005G478100					Aa_G101450.h1.t1															Om002G051570	
N8.HOG0013416	OG0006649	n0		Ag005G478030					Aa_G101400.h1.t1															Om002G051620	
N8.HOG0013417	OG0006650	n0		Ag003G285750, Ag003G272740					Aa_G426370.h1.t1, Aa_G396490.h1.t1															Om001G034740	
N8.HOG0013418	OG0006651	n0		Ag005G477730					Aa_G403720.h1.t1															Om002G051800	
N8.HOG0013419	OG0006652	n7							Aa_G34630.h1.t1																
N8.HOG0013420	OG0006652	n12		Ag006G494780					Aa_G451900.h1.t1															Om004G174710	
N8.HOG0013421	OG0006653	n0		Ag005G476020					Aa_G569330.h1.t1															Om002G052870	
N8.HOG0013422	OG0006654	n0		Ag005G475130					Aa_G137170.h1.t1															Om002G053610	
N8.HOG0013423	OG0006655	n0		Ag005G474560					Aa_G136970.h1.t1															Om002G053880	
N8.HOG0013424	OG0006656	n0		Ag005G474230					Aa_G136820.h1.t1															Om002G054200	
N8.HOG0013425	OG0006657	n0		Ag005G474130					Aa_G333320.h1.t1															Om002G054310	
N8.HOG0013426	OG0006658	n3		Ag005G474140, Ag004G322520																				Om002G054300	
N8.HOG0013427	OG0006658	n10							Aa_G333330.h1.t1																
N8.HOG0013428	OG0006658	n12							Aa_G151400.h1.t1																
N8.HOG0013429	OG0006659	n0		Ag005G473120, Ag005G475540					Aa_G800120.h1.t1, Aa_G936500.h1.t1															Om002G054870	
N8.HOG0013430	OG0006660	n0		Ag005G472450					Aa_G397570.h1.t1															Om002G055200	
N8.HOG0013431	OG0006661	n0		Ag005G472330					Aa_G102840.h1.t1															Om002G055290	
N8.HOG0013432	OG0006662	n0		Ag005G472150					Aa_G5610.h1.t1															Om002G055430	
N8.HOG0013433	OG0006663	n0		Ag005G471760					Aa_G5340.h1.t1, Aa_G5330.h1.t1															Om002G055680	
N8.HOG0013434	OG0006664	n0		Ag005G471640					Aa_G5240.h3.t1, Aa_G5240.h2.t1, Aa_G5240.h1.t1															Om002G055780	
N8.HOG0013435	OG0006665	n0		Ag005G471200					Aa_G40410.h1.t1															Om002G056180	
N8.HOG0013436	OG0006666	n0		Ag001G040290					Aa_G201670.h1.t1															Om003G109350	
N8.HOG0013437	OG0006667	n0		Ag008G718530					Aa_G68300.h1.t1															Om006G241740	
N8.HOG0013438	OG0006668	n0		Ag007G598660					Aa_G130020.h1.t1															Om007G285870	
N8.HOG0013439	OG0006669	n0		Ag008G676960					Aa_G153090.h1.t1															Om003G112030	
N8.HOG0013440	OG0006670	n0		Ag008G679730					Aa_G84110.h1.t1															Om003G112450	
N8.HOG0013441	OG0006671	n0		Ag008G682930, Ag008G682030					Aa_G629820.h1.t1															Om003G113640	
N8.HOG0013442	OG0006672	n0		Ag008G683390, Ag008G682180					Aa_G238110.h1.t1															Om003G113730	
N8.HOG0013443	OG0006673	n5		Ag008G685000																				Om003G114400	
N8.HOG0013444	OG0006673	n19							Aa_G381530.h1.t1																
N8.HOG0013445	OG0006674	n0		Ag008G684950					Aa_G381540.h1.t1															Om003G114380	
N8.HOG0013446	OG0006675	n0							Aa_G134160.h1.t1															Om003G114850	
N8.HOG0013447	OG0006676	n0		Ag008G689970, Ag008G688480					Aa_G578840.h1.t1															Om003G115850	
N8.HOG0013448	OG0006677	n0		Ag008G687640					Aa_G231660.h1.t1															Om003G115440	
N8.HOG0013449	OG0006678	n0		Ag005G490040					Aa_G650150.h1.t1															Om002G043340	
N8.HOG0013450	OG0006679	n0		Ag001G057340, Ag005G486130					Aa_G52290.h1.t1, Aa_G531300.h1.t1															Om003G116100	
N8.HOG0013451	OG0006680	n0		Ag001G057890					Aa_G123480.h1.t1															Om003G116180	
N8.HOG0013452	OG0006681	n0		Ag008G693410					Aa_G123360.h1.t1															Om003G116340	
N8.HOG0013453	OG0006682	n0		Ag008G694340					Aa_G701990.h1.t1															Om003G116780	
N8.HOG0013454	OG0006683	n6		Ag008G734700, Ag008G720570																					
N8.HOG0013455	OG0006684	n0		Ag008G696350					Aa_G417980.h1.t1															Om003G117780	
N8.HOG0013456	OG0006685	n0		Ag002G171260, Ag008G697980					Aa_G216570.h1.t1															Om003G118550	
N8.HOG0013457	OG0006686	n0		Ag008G699560					Aa_G232860.h1.t1															Om003G119160	
N8.HOG0013458	OG0006687	n0		Ag008G701220					Aa_G69010.h1.t1															Om006G249660	
N8.HOG0013459	OG0006688	n0		Ag008G702270					Aa_G69140.h1.t1															Om006G249540	
N8.HOG0013460	OG0006689	n0		Ag002G108730, Ag008G703030					Aa_G307710.h1.t1															Om006G249250	
N8.HOG0013461	OG0006690	n5		Ag008G703900					Aa_G228190.h1.t1															Om006G249040	
N8.HOG0013462	OG0006691	n0		Ag007G644310					Aa_G90170.h1.t1															Om007G313250	
N8.HOG0013463	OG0006692	n0		Ag007G610210					Aa_G155190.h1.t1															Om004G161990	
N8.HOG0013464	OG0006693	n0		Ag007G610150					Aa_G155130.h1.t1															Om004G162060	
N8.HOG0013465	OG0006694	n0		Ag007G609620					Aa_G155000.h1.t1															Om004G162190	
N8.HOG0013466	OG0006695	n0		Ag007G609490					Aa_G138310.h1.t1															Om004G162270	
N8.HOG0013467	OG0006696	n29							Aa_G711460.h1.t1															Om004G165180	
N8.HOG0013468	OG0006696	n31							Aa_G98340.h1.t1															Om004G165200	
N8.HOG0013469	OG0006697	n0		Ag007G604960					Aa_G98240.h1.t1															Om004G165370	
N8.HOG0013470	OG0006698	n0		Ag007G604320					Aa_G356470.h1.t1															Om004G165860	
N8.HOG0013471	OG0006699	n1		Ag005G451060																					
N8.HOG0013472	OG0006699	n2		Ag007G604170					Aa_G458480.h1.t1															Om004G165960	
N8.HOG0013473	OG0006700	n0		Ag007G603380					Aa_G152800.h1.t1															Om004G166310	
N8.HOG0013474	OG0006701	n0		Ag008G730790					Aa_G268370.h1.t1															Om006G233320	
N8.HOG0013475	OG0006702	n2		Ag007G602100, Ag003G221050, Ag003G231030					Aa_G130470.h2.t1, Aa_G130470.h1.t1															Om004G167010	
N8.HOG0013476	OG0006702	n30							Aa_G789280.h1.t1																
N8.HOG0013477	OG0006703	n0		Ag007G601530					Aa_G210810.h1.t1															Om004G167350	
N8.HOG0013478	OG0006704	n0		Ag007G601200					Aa_G210620.h1.t1															Om004G167640	
N8.HOG0013479	OG0006705	n11							Aa_G319200.h1.t1																
N8.HOG0013480	OG0006705	n21		Ag007G600950																				Om004G167760	
N8.HOG0013481	OG0006706	n0		Ag007G600680					Aa_G392820.h1.t1															Om004G168000	
N8.HOG0013482	OG0006707	n0		Ag007G600020																				Om004G168480	
N8.HOG0013483	OG0006708	n0		Ag006G577800					Aa_G96300.h1.t1															Om001G000070	
N8.HOG0013484	OG0006709	n0		Ag008G705050					Aa_G96220.h1.t1															Om001G000120	
N8.HOG0013485	OG0006710	n0		Ag006G577250					Aa_G520170.h1.t1															Om001G000600	
N8.HOG0013486	OG0006711	n0		Ag006G577210					Aa_G604460.h1.t1															Om001G000640	
N8.HOG0013487	OG0006712	n0		Ag006G576180					Aa_G287450.h1.t1															Om001G001320	
N8.HOG0013488	OG0006713	n0		Ag006G576130					Aa_G287490.h1.t1															Om001G001360	
N8.HOG0013489	OG0006714	n0		Ag006G575450					Aa_G176420.h1.t1															Om001G001840	
N8.HOG0013490	OG0006715	n5		Ag003G256970																					
N8.HOG0013491	OG0006715	n6		Ag006G574670																				Om001G002440	
N8.HOG0013492	OG0006716	n0		Ag006G572870					Aa_G244630.h1.t1															Om001G003210	
N8.HOG0013493	OG0006717	n0		Ag006G571810					Aa_G78250.h1.t1															Om001G003750	
N8.HOG0013494	OG0006718	n0		Ag006G569910					Aa_G148350.h1.t1															Om001G004570	
N8.HOG0013495	OG0006719	n0		Ag006G569820					Aa_G148250.h1.t1															Om001G004660	
N8.HOG0013496	OG0006720	n0		Ag005G410450, Ag002G124450					Aa_G123660.h1.t1															Om008G356910	
N8.HOG0013497	OG0006721	n0		Ag006G560780					Aa_G201470.h1.t1															Om001G005750	
N8.HOG0013498	OG0006722	n0		Ag006G560920					Aa_G221230.h1.t1															Om001G005840	
N8.HOG0013499	OG0006723	n0		Ag006G577760					Aa_G96260.h1.t1															Om003G120900, Om001G000090, Om008G353620	
N8.HOG0013500	OG0006724	n0		Ag006G565210					Aa_G318030.h1.t1															Om001G007270	
N8.HOG0013501	OG0006725	n0		Ag006G566830					Aa_G672870.h1.t1															Om001G007870	
N8.HOG0013502	OG0006726	n0		Ag006G567560					Aa_G213390.h1.t1															Om001G008090	
N8.HOG0013503	OG0006727	n0		Ag006G551720					Aa_G147730.h1.t1															Om001G009350	
N8.HOG0013504	OG0006728	n0		Ag006G548190, Ag006G546480					Aa_G55650.h1.t1															Om001G010650	
N8.HOG0013505	OG0006729	n0		Ag006G548290, Ag006G546400					Aa_G55690.h1.t1															Om001G010620	
N8.HOG0013506	OG0006730	n8							Aa_G240860.h1.t1																
N8.HOG0013507	OG0006730	n29		Ag006G546930, Ag006G542030																				Om001G010840	
