Orthogroup	Brassica_rapa	Noccaea_praecox
OG0007664	XP_009147732.1, XP_009144882.1	Np004G1952300
OG0007665	XP_009107162.1, XP_009147721.1	Np004G1949900
OG0007666	XP_009111070.1, XP_009119229.1	Np004G2552400
OG0007667	XP_009107152.1, XP_009144860.1	Np004G1949100
OG0007668	XP_009147709.2, XP_009107147.1	Np004G1948200
OG0007669	XP_009144853.1, XP_009107136.1	Np004G1944900
OG0007670	XP_009147666.1	Np004G1940800
OG0007671	XP_009149216.1	Np004G2383700
OG0007672	XP_009114042.1	Np001G0423400
OG0007673	XP_009112507.1	Np006G3686400
OG0007674	XP_009123701.1	Np001G0422000
OG0007675	XP_009114031.1, XP_009101832.1	Np001G0421600
OG0007676	XP_033146275.1, XP_009143852.2	Np009G4320900, Np006G3450700
OG0007677	XP_009143846.1, XP_009141327.1	Np006G3448300, Np009G4325500
OG0007678	XP_009143828.1, XP_009132955.2	Np006G3433300
OG0007679	XP_009143827.1, XP_033144109.1	Np006G3433200
OG0007680	XP_009143823.1, XP_033146283.1	Np006G3431900
OG0007681	XP_009141356.2, XP_009143816.1, XP_033147734.1	Np006G3430800
OG0007682	XP_009141379.1, XP_033147631.1	Np006G3423200, Np006G3422600, Np006G3422100, Np006G3421300
OG0007683	XP_009141382.1	Np006G3420500
OG0007684	XP_009132992.1	Np006G3419000
OG0007685	XP_009143740.1	Np006G3414400
OG0007686	XP_009111887.1, XP_009151292.1	Np001G0162400
OG0007687	XP_009141486.1, XP_009143666.1	Np006G3405700
OG0007688	XP_009143633.1, XP_009133039.1, XP_009141508.1	Np006G3401100
OG0007689	XP_009148127.1	Np004G2505500
OG0007690	XP_009133052.1	Np006G3374100, Np006G3398900
OG0007691	XP_009133054.1, XP_009141529.1	Np006G3398700
OG0007692	XP_009132805.1, XP_009137008.1	Np005G2899200
OG0007693	XP_009108417.1, XP_009132578.1	Np005G2902100
OG0007694	XP_009132328.1	Np005G2906300
OG0007695	XP_009108369.1, XP_009131946.1	Np005G2914700
OG0007696	XP_009131743.1	Np005G2821300
OG0007697	XP_009131633.1	Np005G2918900
OG0007699	XP_009131264.1, XP_009136894.1	Np005G2927200
OG0007700	XP_009131185.2, XP_009108348.1	Np005G2928900
OG0007701	XP_009131074.1, XP_009136877.1	Np005G2933800
OG0007702	XP_009136875.2, XP_018512318.1	Np005G2934300
OG0007703	XP_033142013.1, XP_009130911.1	Np005G2937000
OG0007704	XP_009130900.1	Np005G2937300
OG0007705	XP_033144030.1, XP_009130831.2	Np005G2939300
OG0007706	XP_033144195.1	Np005G2953900
OG0007707	XP_009114359.1	Np001G0354000
OG0007708	XP_009136591.1, XP_009115791.1	Np001G0528600
OG0007709	XP_009136585.1	Np001G0528300
OG0007710	XP_009136584.1	Np001G0528200
OG0007711	XP_009115784.1, XP_009136581.1	Np001G0527200
OG0007712	XP_009136563.1	Np001G0524600
OG0007713	XP_018509755.1	Np001G0524400
OG0007714	XP_009109294.1, XP_009137240.1	Np005G2834500
OG0007715	XP_009137085.1, XP_009137356.1	Np005G2836000
OG0007716	XP_018512633.1	Np003G1659200
OG0007717	XP_009106753.1, XP_009127240.1	Np003G1659400
OG0007718	XP_009127247.1	Np003G1660400
OG0007719	XP_009127275.1, XP_009107247.1	Np004G2035800
OG0007720	XP_009127310.1, XP_009107451.3	Np003G1845700
OG0007722	XP_033144703.1	Np003G1710400
OG0007723	XP_009132685.1, XP_009127330.2	Np003G1715700
OG0007724	XP_033131101.1	Np007G3899500
OG0007725	XP_009136260.2, XP_009123224.2, XP_009102324.1	Np007G3785700
OG0007726	XP_018511356.1, XP_009119404.1	Np007G3781000
OG0007727	XP_009136283.1, XP_018510993.1	Np007G3778900
OG0007728	XP_033132103.1, XP_009136298.1	Np007G3774500
OG0007729	XP_009121209.1, XP_033134141.1	Np007G3770700
OG0007730	XP_009136343.1, XP_009121197.2	Np007G3766200
OG0007731	XP_009136361.1	Np007G3764500
OG0007732	XP_009121145.1, XP_009150850.1	Np007G3761500
OG0007733	XP_009137694.1	Np005G2828300
OG0007734	XP_009137406.1, XP_009137519.2	Np005G2830500
OG0007735	XP_009137577.2, XP_033144434.1	Np005G2830200
OG0007736	XP_009137386.1, XP_009137352.1	Np005G2832800
OG0007737	XP_009137060.1, XP_009108604.1	Np005G2835700
OG0007738	XP_009137300.1, XP_009136467.1	Np005G2846200
OG0007739	XP_033143987.1, XP_009136276.1	Np005G2846700
OG0007740	XP_009136100.1	Np005G2848200
OG0007741	XP_009108566.2, XP_009135969.1	Np005G2852400
OG0007742	XP_009135828.1, XP_009137252.1	Np005G2856000
OG0007743	XP_033144984.1	Np005G2857200
OG0007744	XP_009112864.1	Np002G1246700
OG0007745	XP_009133332.1	Np005G2888400
OG0007746	XP_009133425.1	Np005G2887400
OG0007747	XP_009108461.1	Np005G2886200
OG0007748	XP_009137141.1, XP_009108464.1, XP_009133589.1	Np005G2885000
OG0007750	XP_009137142.1, XP_009133685.1	Np005G2884300
OG0007751	XP_009108477.1, XP_009133895.1	Np005G2882400
OG0007752	XP_009134790.1, XP_033134042.1	Np005G2880700
OG0007754	XP_009135200.1	Np005G2864900, Np005G2865500, Np005G2865700
OG0007755	XP_009131618.1, XP_009121038.2	Np004G2310100
OG0007756	XP_033131224.1, XP_009112325.3	Np001G0009900
OG0007757	XP_009134148.1	Np003G1770400
OG0007758	XP_009123676.1	Np001G0429800, Np001G0430100
OG0007759	XP_009123690.2	Np001G0424900
OG0007760	XP_009136767.1	Np005G3000300
OG0007761	XP_009123028.1, XP_033130672.1	Np005G2991600
OG0007762	XP_033144813.1, XP_009145506.1	Np005G2985800
OG0007763	XP_033133302.1, XP_009145457.2	Np005G2980800
OG0007764	XP_009145362.1, XP_009108276.1	Np005G2973900
OG0007765	XP_009124836.1, XP_018514259.1	Np007G4168500
OG0007766	XP_009148929.1, XP_009128941.1	Np007G4253200
OG0007767	XP_009134610.1, XP_009147443.1	Np007G4248500
OG0007768	XP_009125018.1, XP_009147435.1	Np007G4247600
OG0007769	XP_009147433.2, XP_009125020.2	Np007G4247500
OG0007770	XP_009125021.1, XP_009147432.1	Np007G4247300
OG0007772	XP_009130567.1, XP_009112289.1	Np001G0004600
OG0007773	XP_009138942.1	Np001G0005800
OG0007774	XP_009112298.1, XP_009103535.1	Np001G0006100
OG0007775	XP_009115820.1, XP_009149040.1	Np001G0531600
OG0007776	XP_009116990.1, XP_009138647.1	Np001G0697300
OG0007777	XP_009116986.1, XP_009138694.1	Np001G0696500
OG0007778	XP_009138644.1	Np001G0696200
OG0007779	XP_033135535.1, XP_009138703.1	Np001G0693300
OG0007782	XP_033146735.1, XP_009116896.1, XP_009104376.2	Np001G0684300
OG0007783	XP_009104375.1, XP_009116895.1, XP_009138737.2	Np001G0684200
OG0007784	XP_009116890.1, XP_009104368.1	Np001G0683300
OG0007785	XP_009116885.1	Np001G0682900
OG0007786	XP_009116861.1	Np001G0680700
OG0007787	XP_009104347.1, XP_009116844.1	Np001G0678200
OG0007788	XP_009104342.1	Np001G0677500
OG0007789	XP_009116828.1, XP_033130914.1	Np001G0675000
OG0007790	XP_009104313.2	Np001G0673900
OG0007791	XP_009138769.1	Np001G0673300
OG0007792	XP_018513919.2, XP_009116796.1	Np001G0670900
OG0007793	XP_009104298.1, XP_009116790.1	Np001G0670600
OG0007794	XP_009138785.1	Np001G0670100
OG0007795	XP_009116745.2, XP_009138822.2	Np001G0664700
OG0007796	XP_009138830.2	Np001G0663300
OG0007797	XP_018508443.1, XP_009138837.2	Np001G0661300
OG0007798	XP_009116697.1, XP_009138863.1	Np001G0656500
OG0007799	XP_009116686.1, XP_009138871.1	Np001G0655000
OG0007800	XP_009142963.1	Np006G3264700
OG0007801	XP_033136061.1, XP_033130972.1	Np001G0649800
OG0007802	XP_009104216.1, XP_009116635.1	Np001G0649100
OG0007803	XP_009138906.1	Np001G0647800
OG0007804	XP_009104211.1	Np001G0647500
OG0007805	XP_009116599.1, XP_009104203.2	Np001G0646600
OG0007806	XP_009142928.1	Np006G3270800
OG0007807	XP_009104183.1, XP_009116580.1	Np001G0643600
OG0007808	XP_009104179.2, XP_009138930.1	Np001G0642600
OG0007809	XP_033145456.1, XP_033136058.1	Np001G0640800
OG0007811	XP_018510668.2, XP_009138936.1	Np001G0637000
OG0007812	XP_009116551.1, XP_009138938.1	Np001G0636600
OG0007813	XP_009116540.1, XP_009104155.1	Np001G0635700
OG0007814	XP_033146061.1, XP_033131110.1	Np001G0630000
OG0007815	XP_009134057.1	Np003G1730900
OG0007816	XP_009139017.1, XP_033136012.1	Np001G0624900
OG0007817	XP_033131301.1, XP_009116470.2	Np001G0624400
OG0007818	XP_033146475.1, XP_033136033.1	Np001G0623700
OG0007819	XP_009104042.1, XP_009116421.1	Np001G0616700
OG0007820	XP_009116403.1	Np002G0742700, Np001G0064500, Np001G0615000
OG0007821	XP_009116402.1, XP_009104036.1	Np001G0614900
OG0007822	XP_009104005.1, XP_009116348.1	Np001G0606500
OG0007823	XP_009116319.1	Np001G0602300
OG0007824	XP_009151638.1, XP_033140530.1	Np001G0177800
OG0007825	XP_009116248.1	Np001G0592900
OG0007826	XP_009116300.1, XP_009139123.1	Np001G0600500
OG0007827	XP_009103971.2, XP_009139135.1	Np001G0597500
OG0007828	XP_018513898.1, XP_009116239.1	Np001G0591900
OG0007829	XP_033144182.1, XP_009116144.1	Np001G0577900
OG0007830	XP_009116139.1	Np001G0577500
OG0007831	XP_009139237.1, XP_033131980.1	Np001G0575500
OG0007832	XP_009116130.1	Np001G0575300
OG0007833	XP_009139245.1, XP_009116125.1	Np001G0574900
OG0007834	XP_009116122.1, XP_009139246.1	Np001G0574300
OG0007835	XP_009116120.1, XP_009103913.1	Np001G0574200
OG0007836	XP_009116119.1	Np001G0574100
OG0007837	XP_009116117.1, XP_009139249.1	Np001G0573800, Np007G3929800
OG0007838	XP_009139265.1, XP_009116101.1	Np001G0572100
OG0007839	XP_009148586.1, XP_009110642.1	Np004G2453300
OG0007840	XP_009103884.1, XP_009116085.1	Np001G0568000
OG0007841	XP_009116075.1, XP_033146228.1	Np001G0566100
OG0007842	XP_009116059.2, XP_009139385.1	Np001G0564700
OG0007843	XP_009116049.1, XP_009103868.2	Np001G0563700
OG0007844	XP_009125249.1	Np001G0558800, Np001G0555000, Np001G0556300
OG0007845	XP_009117152.2, XP_009148754.1	Np010G4348800, Np001G0552600
OG0007846	XP_009115970.1, XP_009148738.1	Np001G0549500
OG0007847	XP_009127127.1, XP_033138219.1	Np003G1620000
OG0007849	XP_009119903.1	Np003G1637200
OG0007850	XP_009127162.1, XP_009119898.1	Np003G1637900
OG0007851	XP_009132476.1	Np003G1638800
OG0007852	XP_009132477.1, XP_009119885.1	Np003G1639000
OG0007853	XP_033139994.1, XP_033137960.1	Np003G1642300
OG0007854	XP_033137961.1, XP_033143121.1	Np003G1642400
OG0007856	XP_009102502.2, XP_009136076.1	Np007G3871600
OG0007857	XP_009136080.1, XP_009102491.1	Np007G3873500
OG0007858	XP_009112680.1, XP_009136081.1, XP_033131782.1	Np007G3873600
OG0007859	XP_009136103.1, XP_009102430.1	Np007G3878200
OG0007860	XP_009136131.1, XP_009102398.2	Np007G3885200
OG0007861	XP_009136149.1	Np007G3888100
OG0007862	XP_009136187.1	Np007G3898200
OG0007863	XP_009127490.1	Np002G0939700
OG0007864	XP_009127492.1, XP_009105236.2	Np002G0939300
OG0007865	XP_009127513.1, XP_009105248.1	Np002G0934600
OG0007866	XP_009105251.1	Np002G0928400
OG0007867	XP_009127535.1	Np002G0926100
OG0007868	XP_009127537.1, XP_009105259.1	Np002G0926000
OG0007869	XP_033131513.1, XP_009127546.1	Np002G0920500
OG0007871	XP_009129931.1, XP_018508099.1	Np001G0140700
OG0007872	XP_009105282.1	Np002G0919500
OG0007873	XP_009105121.3, XP_009127554.1	Np002G0919200
OG0007874	XP_009105283.1, XP_009105120.1	Np002G0919100
OG0007875	XP_009105286.1, XP_009127556.1	Np002G0917700
OG0007876	XP_009105302.1	Np002G0913100
OG0007877	XP_009105107.1, XP_009105312.1	Np002G0911700
OG0007878	XP_009105320.1, XP_009127574.1	Np002G0911300
OG0007879	XP_018511813.2, XP_018508310.1, XP_018508285.1	Np002G0909200
OG0007880	XP_009105080.1	Np002G0906100
OG0007881	XP_009105353.1, XP_009105069.1	Np002G0902400
OG0007882	XP_009105374.1	Np002G0896200, Np002G0896100
OG0007883	XP_009105380.2, XP_009127624.2	Np002G0895200
OG0007884	XP_009127627.1, XP_009105384.1	Np002G0894600
OG0007885	XP_033129531.1, XP_009102240.1	Np007G3744400
OG0007886	XP_009113893.1, XP_033128234.1	Np001G0388300
OG0007887	XP_009114707.1	Np007G3742200
OG0007888	XP_009150718.1, XP_009112562.1	Np007G3741100
OG0007889	XP_009112597.1, XP_009103406.1	Np007G3737300
OG0007890	XP_009129149.2	Np001G0255200
OG0007891	XP_009102184.1, XP_009103394.1	Np002G0921000
OG0007892	XP_009117527.2, XP_033131175.1	Np007G3731300
OG0007893	XP_009142733.1, XP_009141976.1	Np006G3305200
OG0007894	XP_009142729.1, XP_033144386.1	Np006G3305800
OG0007895	XP_009142723.2	Np006G3306400
OG0007896	XP_009141966.1, XP_009142721.1	Np006G3306800
OG0007897	XP_033134871.1, XP_009115859.2	Np001G0535500
OG0007899	XP_009133450.2, XP_009141929.1	Np006G3311500
OG0007900	XP_009141916.1	Np006G3314500
OG0007901	XP_009142693.1, XP_033144144.1, XP_009141907.1	Np006G3315700
OG0007902	XP_033146931.1, XP_009133419.2	Np006G3320800
OG0007903	XP_009133414.1	Np006G3321400
OG0007904	XP_009133411.2, XP_009143242.2	Np006G3321600
OG0007905	XP_009133408.1, XP_009143254.2	Np006G3324400
OG0007906	XP_009143263.1, XP_033146499.1	Np006G3327200
OG0007907	XP_009127450.1	Np002G0975000
OG0007908	XP_009143301.1, XP_033145119.1	Np006G3336200, Np006G3335800
OG0007909	XP_009143309.1	Np006G3337200
OG0007911	XP_033146416.1, XP_033148010.1	Np006G3338900
OG0007912	XP_009133328.1	Np006G3344900
OG0007913	XP_009134916.1, XP_009124748.1	Np007G4166200
OG0007914	XP_009133304.1, XP_009141769.1	Np006G3347200
OG0007915	XP_009141765.1, XP_009133301.1	Np006G3348600
OG0007916	XP_009143362.1	Np006G3349000
OG0007917	XP_009133293.1, XP_009141763.1	Np006G3349200
OG0007918	XP_009141762.1, NP_001288920.1	Np006G3349400, Np007G3915900
OG0007919	XP_009133289.1	Np006G3349500, Np006G3349600
OG0007920	XP_009143366.2	Np006G3350700
OG0007921	XP_009109862.1	Np004G2096000
OG0007922	XP_009141732.2, XP_009143399.1	Np006G3356600
OG0007923	XP_009133240.1, XP_009143406.2	Np006G3358000
OG0007924	XP_009133225.1, XP_009141713.1	Np006G3362200
OG0007925	XP_009133213.1, XP_009141693.1	Np006G3365200
OG0007927	XP_009141692.1, XP_009143452.1, XP_009133203.1	Np006G3367700
OG0007928	XP_033146005.1, XP_033146947.1	Np006G3367800
OG0007929	XP_009141681.1, XP_009143458.1	Np006G3368600
OG0007930	XP_009133150.1, XP_009141655.1	Np006G3373700, Np006G3373800, Np006G3373900
OG0007931	XP_009141637.1, XP_009143523.2	Np006G3376800
OG0007932	XP_009133117.1, XP_009141628.1	Np006G3377900
OG0007933	XP_018512542.1, XP_009143528.1	Np006G3378500
OG0007934	XP_009143540.1, XP_009143541.2	Np006G3381100
OG0007935	XP_009133571.1	Np003G1572300, Np003G1826300
OG0007936	XP_009114609.1, XP_009134283.2	Np003G1827400
OG0007937	XP_009101351.1	Np001G0277500, Np006G3395600
OG0007938	XP_009114575.2, NP_001288972.1	Np003G1833200
OG0007939	XP_009134302.2, XP_009114570.2	Np003G1833600
OG0007940	XP_009134316.1	Np003G1836100
OG0007941	XP_033134846.1, XP_033142106.1	Np003G1823700
OG0007942	XP_009140282.1, XP_009117402.1	Np006G3705700
OG0007943	XP_009140308.1, XP_009117365.1	Np006G3703300
OG0007944	XP_009140324.2, XP_009117347.2	Np006G3693000
OG0007945	XP_009140350.1, XP_009112531.1	Np006G3689800
OG0007946	XP_018514207.1, XP_033134504.1	Np006G3687500
OG0007947	XP_009112510.1, XP_009140367.1	Np006G3686500
OG0007948	XP_009140383.1, XP_009117337.1	Np006G3684800
OG0007949	XP_009103006.1	Np004G2099400
OG0007950	XP_009117331.1, XP_009140388.1	Np006G3683900
OG0007951	XP_033145394.1	Np006G3681100
OG0007952	XP_009117320.1	Np006G3681000
OG0007953	XP_009117298.1	Np006G3677600
OG0007955	XP_009140461.1, XP_009117285.1	Np006G3674300
OG0007956	XP_009133989.1, XP_009117265.1	Np006G3666700
OG0007957	XP_009117260.1, XP_009140513.2	Np006G3665200
OG0007958	XP_009117246.1, XP_033146394.1	Np006G3663700
OG0007959	XP_009117037.1, XP_009140721.1	Np006G3631000
OG0007960	XP_009140680.1, XP_009117051.1	Np006G3637900, Np001G0219100
OG0007961	XP_009117027.1, XP_009140735.2	Np006G3628000
OG0007962	XP_009140553.1, XP_033136697.1	Np006G3657200
OG0007963	XP_033136672.1, XP_009133963.2	Np006G3633400
OG0007964	XP_009137457.1, XP_009138224.1	Np005G2820600
OG0007965	XP_009138216.2, XP_009109246.1	Np005G2820700
OG0007966	XP_009109250.1, XP_009137933.1	Np005G2825100
OG0007967	XP_009147897.1	Np004G2031500
OG0007968	XP_009145057.1, XP_009107647.1	Np004G2030000
OG0007969	XP_009145051.1, XP_009126172.1	Np004G2028800
OG0007970	XP_009107474.1	Np004G2024900
OG0007971	XP_009124431.1, XP_009107473.1	Np004G2024000
OG0007972	XP_033135853.1, XP_009107912.1, XP_009145116.1	Np004G2046500
OG0007973	XP_009147750.2	Np004G2045900
OG0007974	XP_009114710.1, XP_009145131.1, XP_033132365.1	Np004G2043500
OG0007975	XP_009145144.1, XP_009114729.1	Np004G2245300
OG0007976	XP_009107933.1	Np004G2086400
OG0007977	XP_018510031.2	Np004G2085000, Np004G2084900
OG0007978	XP_009107938.1, XP_009114774.1	Np004G2083600
OG0007979	XP_033147546.1, XP_009114783.1	Np004G2068800
OG0007980	XP_009114785.1, XP_009151479.1	Np004G2068500
OG0007981	XP_009134168.1, XP_009113575.1	Np003G1775200
OG0007982	XP_009113574.1	Np003G1775100
OG0007983	XP_009128720.2	Np003G1780200
OG0007984	XP_009134186.2	Np003G1781800
OG0007985	XP_009108224.1	Np003G1788700
OG0007986	XP_009133903.1	Np005G3113600
OG0007987	XP_009124795.1, XP_009134244.1	Np003G1811600
OG0007988	XP_009114636.1, XP_009134254.1	Np003G1818500
OG0007989	XP_009120924.1	Np003G1469300
OG0007990	XP_009126294.2, XP_009120919.1	Np003G1469800
OG0007991	XP_009120915.1	Np003G1470100
OG0007992	XP_009120902.1	Np003G1472400
OG0007993	XP_009131733.1, XP_009120897.1	Np003G1473000
OG0007994	XP_009111693.1, XP_009151131.1	Np001G0138500
OG0007995	XP_009111698.1	Np001G0139500
OG0007996	XP_009151505.2, XP_009111721.1	Np001G0143800
OG0007997	XP_033130302.1, XP_009102053.2	Np007G3723600
OG0007998	XP_009102043.1, XP_009112657.1	Np007G3722200
OG0007999	XP_009117487.1, XP_009112675.1, XP_009102023.1	Np007G3720300
OG0008000	XP_009118134.1	Np003G1778400
OG0008001	XP_009142487.1	Np006G3205800
OG0008002	XP_009133833.1, XP_009142498.1	Np006G3207900
OG0008003	XP_009134191.1, XP_009113605.1	Np003G1783600
OG0008004	XP_009133814.2, XP_009142538.1	Np006G3213700
OG0008005	XP_009133809.2, XP_009142545.1	Np006G3214500
OG0008006	NP_001288832.1, NP_001288959.1	Np006G3215400
OG0008007	XP_033146820.1, XP_033146348.1	Np006G3232900
OG0008008	XP_009142405.1, XP_033146816.1	Np006G3233100
OG0008009	XP_009143207.1, XP_009142403.1	Np006G3233200
OG0008010	XP_009142401.1, XP_009133760.2	Np006G3233500
OG0008011	XP_033142436.1	Np006G3234900, Np006G3235000
OG0008012	XP_033146972.1, XP_009142380.1	Np006G3235300
OG0008013	XP_009142372.1, XP_033146976.1	Np006G3236200
OG0008014	XP_009143160.1, XP_009133741.1	Np006G3239300
OG0008015	XP_033146222.1, XP_009143137.1	Np006G3244200
OG0008016	XP_033148375.1, XP_009142287.1	Np006G3251300
OG0008017	XP_009143076.1	Np006G3251500
OG0008018	NP_001288850.1, XP_033148380.1	Np006G3254300
OG0008019	XP_009143024.1, XP_033144395.1	Np006G3257200
OG0008020	XP_009133654.1, XP_033146055.1	Np006G3260600
OG0008021	XP_009142240.1, XP_009133653.2	Np006G3260700, Np005G2793300
OG0008022	XP_009133652.1, XP_009142239.1	Np006G3260800
OG0008025	XP_009133564.1, XP_009142900.1, XP_009142155.1	Np006G3276100
OG0008026	XP_009142884.1, XP_009133552.1	Np006G3278700
OG0008027	XP_009142812.2, XP_009142046.1	Np006G3288800
OG0008028	XP_009142037.2	Np006G3289700
OG0008030	XP_009142778.1, XP_009142006.1	Np006G3296100
OG0008031	XP_009141988.2	Np006G3302000
OG0008032	XP_009133485.1	Np006G3303100, Np006G3303500
OG0008033	XP_009114317.1, XP_009101472.2	Np001G0338300
OG0008035	XP_009128922.1	Np001G0335100
OG0008036	XP_009147413.1, XP_009134619.1	Np007G4245200
OG0008037	XP_009134622.2, XP_009125036.2	Np007G4245000
OG0008038	XP_009117666.1, XP_009147406.1	Np007G4244300
OG0008039	NP_001288975.1, XP_018513302.1, XP_009123850.1	Np007G4241700
OG0008040	XP_009147379.1, XP_033144677.1	Np007G4238400
OG0008041	XP_009121748.1, XP_033139749.1	Np003G1404200
OG0008042	XP_009147339.1, XP_009118359.1	Np007G4232400
OG0008043	XP_009147309.1, XP_009118618.1	Np007G4229100
OG0008044	XP_009119025.1, XP_009130328.1	Np007G4226300
OG0008045	XP_009130339.1	Np007G4225700
OG0008046	XP_009130365.1, XP_009119259.2	Np007G4221300
OG0008047	XP_009130380.1	Np007G4217400
OG0008048	XP_009134738.1	Np007G4216600
OG0008049	XP_009130408.1	Np007G4212500
OG0008050	XP_009130413.1, XP_009102100.1	Np007G4212200
OG0008051	XP_009130419.2, XP_009125011.1	Np007G4210200, Np007G4210900
OG0008052	XP_009130422.1, XP_009125009.1	Np007G4209800
OG0008053	XP_033146828.1	Np007G4205200
OG0008054	XP_009124979.1, XP_009124198.1	Np007G4200500
OG0008055	XP_009134800.1	Np007G4195800
OG0008056	XP_033147774.1, XP_018513427.2	Np007G4193600
OG0008057	XP_009134811.1, XP_009147272.1	Np007G4192900
OG0008058	XP_009147251.1, XP_009124077.1	Np007G4190100, Np003G1889900
OG0008059	XP_033146527.1, XP_018514552.2	Np007G4189300
OG0008060	XP_009134824.1, XP_009147237.1	Np007G4188000
OG0008061	XP_009124019.2, XP_009134828.1	Np007G4187200
OG0008062	XP_009134861.1	Np007G4178600
OG0008063	XP_009129620.3, XP_009134866.3	Np007G4177800
OG0008064	XP_009129631.1, XP_009134867.1	Np007G4176900
OG0008065	XP_009129644.1, XP_009134874.1	Np007G4175000
OG0008066	XP_009151649.1	Np001G0175900
OG0008067	XP_009147144.1, XP_009124789.1	Np007G4167600
OG0008068	XP_009147142.1, XP_009124799.1	Np007G4167500
OG0008069	XP_009124757.1	Np007G4166300
OG0008070	XP_009134927.1, XP_009124658.1	Np007G4164400
OG0008071	XP_018511772.2	Np007G4150500
OG0008072	XP_009135099.1, XP_009123912.2, XP_009146997.1	Np007G4144100
OG0008073	XP_009135081.1, XP_009146975.2	Np007G4140600
OG0008074	XP_009123519.1, XP_009146960.1	Np007G4138900
OG0008075	XP_009135074.2, XP_009146955.1	Np007G4136800
OG0008076	XP_009123482.1, XP_009135068.1	Np007G4137800
OG0008077	XP_009123462.2, XP_009146952.1	Np007G4137300
OG0008078	XP_009135065.1, XP_009123435.1	Np007G4136400
OG0008079	XP_009146924.1, XP_033146722.1	Np007G4133300
OG0008080	XP_009123319.1, XP_009146922.1	Np007G4132900
OG0008081	XP_009146904.1, XP_009123204.1	Np007G4130500
OG0008082	XP_033147912.1, XP_009135032.1	Np007G4125800
OG0008083	XP_033146331.1, XP_033147911.1	Np007G4122300
OG0008084	XP_009135105.2, XP_009122939.1, XP_009146846.2	Np007G4119300
OG0008085	XP_009132889.1, XP_009108436.1	Np005G2897200, Np005G2897400
OG0008086	XP_009122803.2, XP_009146829.2	Np007G4117000
OG0008087	XP_009122638.1, XP_009146808.2	Np007G4112900
OG0008088	XP_009146806.2, XP_009135130.1	Np007G4112800
OG0008089	XP_033147876.1	Np007G4111400, Np007G4111300
OG0008091	XP_009146746.1, XP_009122322.1	Np007G4106500
OG0008092	XP_009122287.1, XP_009146740.1	Np007G4105700
OG0008093	XP_009135166.1, XP_033148393.1, XP_018514318.2	Np007G4103200
OG0008094	XP_009135168.1	Np007G4102600
OG0008095	XP_009146709.2, XP_009135170.1	Np007G4102500
OG0008096	XP_009121232.1	Np007G4100400
OG0008097	XP_009146690.2, XP_033129115.1	Np007G4100300
OG0008098	XP_009135184.1, XP_009146681.1	Np007G4099000
OG0008099	XP_009135185.1	Np007G4098600
OG0008100	XP_033144157.1, XP_033147415.1	Np007G4096300
OG0008101	XP_009146664.1, XP_009135199.1	Np007G4096200
OG0008102	XP_009120981.1, XP_009146650.1	Np007G4093900
OG0008103	XP_018514653.1	Np007G4091200
OG0008104	XP_009146617.1, XP_009135226.1	Np007G4090800
OG0008105	XP_009120643.2, XP_009135231.1	Np007G4089600
OG0008106	XP_009120474.1, XP_009146605.1	Np007G4088000
OG0008107	XP_009135244.1, XP_009120435.1	Np007G4087500
OG0008108	XP_009146603.1, XP_009135243.1	Np007G4087400
OG0008109	XP_009120393.1, XP_009146597.1	Np007G4086900
OG0008110	XP_009146564.1	Np007G4083000
OG0008111	XP_009135279.1, XP_009124704.1	Np007G4082000
OG0008112	XP_009146545.1	Np007G4079300, Np007G4191000
OG0008113	XP_033142351.1, XP_033148263.1	Np007G4078200
OG0008114	XP_033147503.1, XP_033143254.1, XP_033132888.1	Np004G2028400, Np007G4075600
OG0008115	XP_009117399.2, XP_033147817.1	Np007G4065700
OG0008116	XP_009146436.1, XP_009117379.1	Np007G4065000
OG0008117	XP_009146519.1, XP_009136010.1	Np007G4063600
OG0008118	XP_009146421.3	Np007G4062800
OG0008119	XP_009146413.1, XP_009135358.1	Np007G4060200
OG0008120	XP_033141166.1, XP_009146390.1	Np007G4058500
OG0008122	XP_009146372.1	Np007G4055900
OG0008123	XP_009135395.1	Np007G4050500
OG0008124	XP_009135410.1	Np007G4049500
OG0008125	XP_009135425.1, XP_009146288.2	Np007G4046800
OG0008127	XP_009115498.1, XP_009146239.1	Np007G4036100
OG0008128	XP_009146213.1, XP_009115348.1	Np007G4028600
OG0008129	XP_009115315.1, NP_001288943.1	Np007G4028100
OG0008130	XP_009115275.1, XP_009146199.1	Np007G3900000
OG0008131	XP_009135456.1, XP_009146197.1	Np007G3900400
OG0008132	XP_009115031.1, XP_009146175.2	Np007G3903300
OG0008133	XP_009146163.2, XP_009114876.1	Np007G3904300
OG0008134	XP_009146151.1	Np007G3905800
OG0008137	XP_009146064.1, XP_033136361.1	Np007G3914700
OG0008138	XP_009135518.1, XP_009146044.2	Np007G3919100
OG0008139	XP_009114136.1, XP_009135525.1	Np007G3924400
OG0008140	XP_009114089.1, XP_009135524.1	Np007G3925300
OG0008141	XP_009113999.1	Np007G3926400
OG0008142	XP_009113949.1, XP_009146010.1	Np007G3926500
OG0008143	XP_009113741.2, XP_009145976.1	Np007G3931000
OG0008144	XP_009145975.2, XP_009135549.1	Np007G3931100
OG0008146	XP_009135556.1, XP_009113593.1	Np007G3935200
OG0008147	XP_009145936.1	Np003G1493100, Np004G2402300
OG0008148	XP_033128664.1	Np004G1922000
