Orthogroup	Brassica_rapa	Raphanus_sativus
OG0004886	XP_009122516.1	XP_018443974.1
OG0004886	XP_018511872.1	XP_018469492.1
OG0004886	XP_009131110.1	XP_018476540.1
OG0004887	XP_009122504.1	XP_018470727.1
OG0004888	XP_009125751.1	XP_018444001.1, XP_018471851.1
OG0004889	XP_009122461.1	XP_018446593.1
OG0004889	XP_009132223.2	XP_018474513.1
OG0004890	XP_009131070.1	XP_018474520.1
OG0004890	XP_033137472.1, XP_033137480.1, XP_033137476.1	XP_018444597.1
OG0004891	XP_033138830.1	XP_018443170.1, XP_018444065.1
OG0004891	XP_009131005.1	XP_018473209.1
OG0004892	XP_009152046.1	XP_018483326.1
OG0004893	XP_009134350.1	XP_018461071.1, XP_018473328.1
OG0004893	XP_009121906.1	XP_018457702.1
OG0004894	XP_009138776.1	XP_018467517.1
OG0004894	XP_009137490.1	XP_018477152.1, XP_018480338.1
OG0004895	XP_009138751.2	XP_018468730.1
OG0004895	XP_009137488.1	XP_018481526.1, XP_018481306.1
OG0004895	XP_009109231.1	XP_018449805.1
OG0004896	XP_009138709.1	XP_018471123.1
OG0004896	XP_009137486.2	XP_018479097.1, XP_018480553.1
OG0004897	XP_009109240.1	XP_018450886.1
OG0004897	XP_009138497.2	XP_018452222.1
OG0004897	XP_009137471.1	XP_018477446.1
OG0004898	XP_033130906.1	XP_018436564.1, XP_018437672.1
OG0004899	XP_009133874.1	XP_018473502.1
OG0004899	XP_009140911.2	XP_018484906.1
OG0004899	XP_009103695.2	XP_018440945.1
OG0004900	XP_009140912.1	XP_018485171.1
OG0004900	XP_009103696.1	XP_018440735.1
OG0004901	XP_009133847.1	XP_018472617.1
OG0004901	XP_009144374.1	XP_018434580.1
OG0004902	XP_009141048.1	XP_018480514.1
OG0004902	XP_009144320.1	XP_018438536.1, XP_018438263.1, XP_018434494.1
OG0004903	XP_009132720.2	XP_018473508.1
OG0004903	NP_001288877.1	XP_018465503.1, XP_018441600.1
OG0004903	XP_009141053.1	XP_018478533.1
OG0004904	XP_033146218.1	XP_018477579.1
OG0004904	XP_009144292.1	XP_018437067.1
OG0004905	XP_009144287.1	XP_018434233.1
OG0004905	XP_033145619.1	XP_018482350.1
OG0004905	XP_018513624.1	XP_018472547.1
OG0004906	XP_033143485.1, XP_009132777.1	XP_018474579.1
OG0004906	XP_009144242.1	XP_018439029.1
OG0004907	XP_009141199.2, XP_009141198.2, XP_009132822.1	XP_018476018.1, XP_018476010.1
OG0004908	XP_009141211.1	XP_018478524.1
OG0004909	XP_009143859.1	XP_018438423.1
OG0004909	XP_009141315.1	XP_018483169.1, XP_018462138.1
OG0004910	XP_009101743.2	XP_018477878.1
OG0004910	XP_009113955.1	XP_018452217.1, XP_018452645.1
OG0004910	XP_009123928.2	XP_018464885.1
OG0004911	XP_009113930.1	XP_018457021.1
OG0004911	XP_009123938.1	XP_018481523.1, XP_018440992.1
OG0004912	XP_009109215.1	XP_018450176.1
OG0004912	XP_009137525.2	XP_018482233.1, XP_018481571.1
OG0004912	XP_009139189.1	XP_018468915.1
OG0004913	XP_009118934.1	XP_018459498.1
OG0004913	XP_009107415.1	XP_018463870.1
OG0004914	XP_033132473.1	XP_018448312.1, XP_018450237.1
OG0004914	XP_033131618.1	XP_018459366.1
OG0004914	XP_033135134.1	XP_018489506.1, XP_018489516.1
OG0004915	XP_033132471.1	XP_018449431.1, XP_018449934.1
OG0004915	XP_009113695.1	XP_018441329.1, XP_018469316.1, XP_018490365.1, XP_018489222.1
OG0004916	XP_009109716.2	XP_018451088.1, XP_018451089.1
OG0004916	XP_009113661.1	XP_018437625.1
OG0004917	XP_009139726.2	XP_018483629.1
OG0004918	XP_009142435.1	XP_018471404.1
OG0004919	XP_009115232.1	XP_018448816.1
OG0004919	XP_009109659.1	XP_018447916.1, XP_018447903.1
OG0004919	XP_009102850.1	XP_018488711.1
OG0004920	XP_009109599.1	XP_018447986.1
OG0004920	XP_009102708.1	XP_018489068.1
OG0004920	XP_009115171.2	XP_018480978.1, XP_018458893.1
OG0004921	XP_009111891.1	XP_018455316.1, XP_018465979.1
OG0004921	XP_009151290.1	XP_018483029.1, XP_018483028.1
OG0004922	XP_009115007.1	XP_018492381.1, XP_018490849.1
OG0004923	XP_009114992.1	XP_018492364.1
OG0004923	XP_009102665.1	XP_018492615.1
OG0004923	XP_009108124.1	XP_018449299.1
OG0004924	XP_009151437.1	XP_018487241.1, XP_018486322.1
OG0004925	XP_009112356.1	XP_018454513.1
OG0004925	XP_009115825.1	XP_018463170.1
OG0004926	XP_009103424.1	XP_018439238.1
OG0004926	XP_033140802.1	XP_018465932.1
OG0004926	XP_009112377.1	XP_018452677.1
OG0004927	NP_001288995.1	XP_018488959.1
OG0004927	XP_033135193.1, XP_033135191.1	XP_018464297.1
OG0004928	XP_009150669.1	XP_018488781.1, XP_018491201.1
OG0004928	XP_009130527.1	XP_018436906.1
OG0004929	XP_009130511.1	XP_018437622.1
OG0004929	XP_009150629.1	XP_018490482.1, XP_018490604.1
OG0004930	XP_009130499.1	XP_018434759.1
OG0004930	XP_033136254.1, XP_033134815.1	XP_018452633.1
OG0004930	XP_018515521.1	XP_018492457.1
OG0004931	XP_009107217.1	XP_018457037.1
OG0004932	XP_009150470.2	XP_018488482.1
OG0004932	XP_009130431.2	XP_018441430.1
OG0004933	XP_009150430.1	XP_018491029.1
OG0004933	XP_009112106.1	XP_018452912.1
OG0004933	XP_009130272.1	XP_018439404.1, XP_018439403.1
OG0004934	XP_009130209.1	XP_018462434.1, XP_018437642.1
OG0004934	XP_009151357.1	XP_018489053.1
OG0004934	XP_033135237.1	XP_018455145.1
OG0004935	XP_009130138.1, XP_009136412.2, XP_009111964.1	XP_018454622.1
OG0004936	XP_009136402.1	XP_018485182.1
OG0004936	XP_009130136.1	XP_018437379.1, XP_018463728.1
OG0004936	XP_009111960.1	XP_018454582.1
OG0004937	XP_009150861.2	XP_018485264.1, XP_018485270.1
OG0004937	XP_009141469.1	XP_018456989.1
OG0004937	XP_009130117.2	XP_018436782.1
OG0004938	XP_009130105.2	XP_018459025.1, XP_018439508.1
OG0004938	XP_009141623.1	XP_018455972.1
OG0004938	XP_009150893.1	XP_018482691.1
OG0004939	XP_033134465.1	XP_018470270.1
OG0004939	XP_009117042.1	XP_018437247.1
OG0004940	XP_009126370.1	XP_018470488.1
OG0004941	XP_009120886.1	XP_018443959.1
OG0004942	XP_009131758.1	XP_018473575.1
OG0004942	XP_009120852.1	XP_018446724.1
OG0004943	XP_009131786.1	XP_018474618.1
OG0004943	XP_018511860.2	XP_018468560.1, XP_018468565.1
OG0004943	XP_009120826.1	XP_018444984.1
OG0004944	XP_018513163.1	XP_018476188.1
OG0004944	XP_009120814.1	XP_018443855.1
OG0004944	XP_009126441.1	XP_018447919.1
OG0004945	XP_009126453.1	XP_018464151.1, XP_018464152.1, XP_018468464.1
OG0004945	XP_009131800.1	XP_018474895.1
OG0004946	XP_009126456.1	XP_018470864.1
OG0004946	XP_009120792.1	XP_018444101.1, XP_018444242.1
OG0004946	XP_009131804.1	XP_018474890.1
OG0004947	XP_009120787.1	XP_018465057.1, XP_018444207.1
OG0004947	XP_033145012.1	XP_018475122.1
OG0004947	XP_009126464.1	XP_018468758.1
OG0004948	XP_009131811.1	XP_018472889.1
OG0004948	XP_009120774.1	XP_018445244.1
OG0004948	XP_009126472.1	XP_018451806.1
OG0004949	XP_033138632.1	XP_018444750.1, XP_018463175.1
OG0004949	XP_033141490.1	XP_018465531.1
OG0004949	XP_009131817.1	XP_018474993.1
OG0004950	XP_009118938.1	XP_018460424.1
OG0004950	XP_009107405.1	XP_018447842.1
OG0004951	XP_009126538.1	XP_018471143.1, XP_018471142.1, XP_018456084.1
OG0004951	XP_009131876.1	XP_018474505.1
OG0004952	XP_009126539.1	XP_018471145.1, XP_018468914.1
OG0004952	XP_009131877.2	XP_018474504.1
OG0004952	XP_009120664.2	XP_018445781.1, XP_018444377.1
OG0004953	XP_009126650.1	XP_018461615.1, XP_018468807.1
OG0004954	XP_033137999.1	XP_018462057.1, XP_018462056.1, XP_018456200.1
OG0004955	XP_009126725.1	XP_018469416.1, XP_018469418.1
OG0004955	XP_009132023.1	XP_018476627.1
OG0004956	XP_009120385.1	XP_018453341.1, XP_018465273.1
OG0004956	XP_009126743.1	XP_018468943.1, XP_018468945.1
OG0004957	XP_009132032.1	XP_018475912.1
OG0004957	XP_033138848.1	XP_018472112.1, XP_018463587.1
OG0004957	XP_009120383.1	XP_018456446.1
OG0004958	XP_033138863.1	XP_018468474.1
OG0004958	XP_033137395.1	XP_018454816.1
OG0004958	XP_033144585.1	XP_018473738.1, XP_018473447.1
OG0004959	XP_033137707.1	XP_018456697.1
OG0004959	XP_009126750.1, XP_009132050.2	XP_018473191.1, XP_018473733.1
OG0004960	XP_009120339.2	XP_018457071.1
OG0004960	XP_033144557.1	XP_018476432.1, XP_018473729.1
OG0004960	XP_033140251.1	XP_018470907.1
OG0004961	XP_009126786.1	XP_018471814.1
OG0004961	XP_033144526.1	XP_018476144.1
OG0004961	XP_009120327.1	XP_018457233.1
OG0004962	XP_009132094.2	XP_018474971.1
OG0004962	XP_009120309.1	XP_018464320.1
OG0004962	XP_009126805.1	XP_018468612.1
OG0004963	XP_009126846.1	XP_018468820.1
OG0004963	XP_009132131.1	XP_018476307.1
OG0004963	XP_009120258.1	XP_018454335.1, XP_018454334.1
OG0004964	XP_009120214.1	XP_018453196.1
OG0004964	XP_009132157.1	XP_018476341.1
OG0004964	XP_009126910.1	XP_018469029.1
OG0004965	XP_009120105.2	XP_018456290.1, XP_018456122.1
OG0004965	XP_009126979.1, XP_009132350.2	XP_018475844.1
OG0004966	XP_009126980.1, XP_009132351.1	XP_018452893.1
OG0004966	XP_009120102.1	XP_018475847.1
OG0004967	XP_009120001.1	XP_018461974.1, XP_018452791.1
OG0004967	XP_009132430.1	XP_018446126.1
OG0004968	XP_009149725.1	XP_018440720.1
OG0004969	XP_009150141.1	XP_018492263.1
OG0004969	XP_009152124.1	XP_018464577.1
OG0004969	XP_009149733.1	XP_018440436.1
OG0004970	XP_009144550.1	XP_018468310.1
OG0004970	XP_009111270.1	XP_018457893.1
OG0004971	XP_009130990.2	XP_018476264.1
OG0004971	XP_009122339.2	XP_018442150.1
OG0004971	XP_009125690.2	XP_018472461.1
OG0004972	XP_033130722.1, XP_009117918.1, XP_009118009.1	XP_018451736.1
OG0004973	XP_009130920.1	XP_018476675.1
OG0004973	XP_009122905.3	XP_018442679.1
OG0004974	XP_018508996.1	XP_018481754.1, XP_018449556.1
OG0004974	XP_018514881.1	XP_018493347.1
OG0004975	XP_009125621.2	XP_018458903.1
OG0004975	XP_018511288.1	XP_018442589.1
OG0004976	XP_009130887.1	XP_018463179.1
OG0004976	XP_009125604.1	XP_018445382.1
OG0004977	XP_009125600.1	XP_018453064.1
OG0004977	XP_033137774.1	XP_018443116.1, XP_018443097.1
OG0004978	XP_009122124.1	XP_018446659.1
OG0004978	XP_033145066.1	XP_018472866.1
OG0004978	XP_009125589.1	XP_018456657.1
OG0004979	XP_009125560.1	XP_018468320.1
OG0004979	XP_033137792.1	XP_018443135.1
OG0004980	XP_009122658.2	XP_018445903.1
OG0004980	XP_009125527.1	XP_018472101.1
OG0004981	XP_009109918.1	XP_018487946.1
OG0004981	XP_009115357.1	XP_018447252.1
OG0004982	XP_009122682.2	XP_018447020.1
OG0004982	XP_009125515.1	XP_018444892.1
OG0004982	XP_009130776.1	XP_018473305.1
OG0004983	XP_009125503.1	XP_018472184.1
OG0004983	XP_009130755.2	XP_018473569.1
OG0004983	XP_009122699.2	XP_018446217.1, XP_018446212.1
OG0004984	XP_009140241.1	XP_018478437.1
OG0004984	XP_009140033.1	XP_018482923.1, XP_018478538.1
OG0004985	XP_009125155.1	XP_018444448.1, XP_018462953.1
OG0004985	XP_009140035.1	XP_018481085.1, XP_018466958.1
OG0004986	XP_009140078.1, XP_009125179.1	XP_018446234.1
OG0004987	XP_009101523.1	XP_018465927.1, XP_018480614.1
OG0004988	XP_033128392.1, XP_009144786.2	XP_018493114.1
OG0004989	XP_018509457.1	XP_018447235.1, XP_018451680.1
OG0004989	XP_009117840.1	XP_018438303.1
OG0004990	XP_009104456.1	XP_018443575.1
OG0004990	XP_033132058.1	XP_018465359.1, XP_018478722.1
OG0004990	XP_033141836.1	XP_018470993.1
OG0004991	XP_009106746.1	XP_018452998.1
OG0004991	XP_009104464.1	XP_018446915.1
OG0004992	XP_009106739.2	XP_018452108.1
OG0004992	XP_033131984.1	XP_018442395.1
OG0004993	XP_009106731.2	XP_018457376.1
OG0004993	XP_009128402.2	XP_018470243.1
OG0004994	XP_009106727.1	XP_018452035.1
OG0004994	XP_009104475.1	XP_018444201.1
OG0004994	XP_009128399.1	XP_018471663.1, XP_018470246.1
OG0004995	XP_009106719.1	XP_018452651.1
OG0004995	XP_009128393.1	XP_018455849.1
OG0004996	XP_009106706.1	XP_018461895.1
OG0004996	XP_009128381.1	XP_018492118.1, XP_018459708.1
OG0004996	XP_009104496.1	XP_018446484.1
OG0004997	XP_009106520.1	XP_018454712.1, XP_018456647.1
OG0004997	XP_009104587.1	XP_018444235.1
OG0004997	XP_033140052.1	XP_018469005.1
OG0004998	XP_033148698.1	XP_018490975.1
OG0004998	XP_018512471.1	XP_018439284.1, XP_018440026.1
OG0004999	XP_009106382.1	XP_018456548.1
OG0005000	XP_009104654.2	XP_018446335.1
OG0005000	XP_009106347.1	XP_018446456.1
OG0005000	XP_033141382.1	XP_018477782.1, XP_018477779.1
OG0005001	XP_033132175.1	XP_018446875.1
OG0005001	XP_033140664.1	XP_018468684.1
OG0005001	XP_009104672.2	XP_018444745.1
OG0005002	XP_009104688.1	XP_018442442.1, XP_018462507.1
OG0005002	XP_009106273.1	XP_018445324.1
OG0005002	XP_009128158.1	XP_018470684.1
OG0005003	XP_009128149.1	XP_018464868.1, XP_018460091.1, XP_018472228.1
OG0005003	XP_009106251.1	XP_018442984.1
OG0005004	XP_009106247.1	XP_018443426.1, XP_018464648.1, XP_018463926.1
OG0005004	XP_009104692.1	XP_018442839.1
OG0005005	XP_009128116.2	XP_018463186.1
OG0005005	XP_009106213.1	XP_018444332.1
OG0005006	XP_009128107.1	XP_018472327.1, XP_018472355.1
OG0005006	XP_009104704.1	XP_018446642.1
OG0005006	XP_009106202.1	XP_018446909.1
OG0005007	XP_009128098.1	XP_018468999.1
OG0005007	XP_009104708.1	XP_018442139.1
OG0005007	XP_033131087.1	XP_018442788.1
OG0005008	XP_009150784.1	XP_018486604.1
OG0005009	XP_009146541.1	XP_018465166.1
OG0005010	XP_009106841.1	XP_018451798.1
OG0005010	XP_009147495.1	XP_018439595.1
OG0005011	XP_009135341.2, XP_009135336.2	XP_018432631.1, XP_018459556.1
OG0005012	XP_009106935.1	XP_018451747.1
OG0005013	XP_009107062.1	XP_018485421.1
OG0005013	XP_033129117.1	XP_018468217.1
OG0005013	XP_009106943.2	XP_018448887.1
OG0005014	XP_033128362.1	XP_018489595.1
OG0005015	XP_009121995.1	XP_018443930.1
OG0005015	XP_033142810.1	XP_018475582.1
OG0005016	XP_009133060.1	XP_018475574.1
OG0005016	XP_009143623.2	XP_018441723.1
OG0005016	XP_009141555.1	XP_018477560.1, XP_018477590.1
OG0005017	XP_009133067.1, XP_033139049.1	XP_018475751.1
OG0005017	XP_009141565.1	XP_018484912.1
OG0005018	XP_009141592.1	XP_018477255.1
OG0005018	XP_009133085.1	XP_018475815.1
OG0005018	XP_009143586.2	XP_018434602.1
OG0005019	XP_009143563.1	XP_018433707.1
OG0005020	XP_009129330.1	XP_018439109.1
OG0005020	XP_009111780.1	XP_018455436.1
OG0005021	XP_009136158.1	XP_018491222.1
OG0005022	XP_009119838.2	XP_018457488.1, XP_018455782.1
OG0005023	XP_009102966.1	XP_018432934.1
OG0005023	XP_009109794.1	XP_018450607.1, XP_018450609.1
OG0005025	XP_033140164.1	XP_018439069.1
OG0005026	XP_009144683.1, XP_009108090.1	XP_018449532.1
OG0005026	XP_009139564.1	XP_018482873.1
OG0005027	XP_009101347.2, XP_009101346.2	XP_018489900.1, XP_018482014.1
OG0005028	XP_009123029.2	XP_018449084.1
OG0005028	XP_009136801.1, XP_009145647.1	XP_018463164.1, XP_018445746.1
OG0005029	XP_009136721.1	XP_018478753.1, XP_018478182.1
OG0005029	XP_009107867.2	XP_018459802.1
OG0005030	XP_009105948.2	XP_018452275.1
OG0005030	XP_009104844.2	XP_018458606.1, XP_018443148.1
OG0005031	XP_009137292.1	XP_018447139.1, XP_018458931.1
OG0005031	XP_009137378.1	XP_018460380.1, XP_018482196.1
OG0005032	XP_009127984.1	XP_018454455.1
OG0005032	XP_009105974.1	XP_018452267.1, XP_018452256.1
OG0005033	XP_009128018.1	XP_018464849.1, XP_018469289.1
OG0005034	XP_009106127.1	XP_018446351.1, XP_018446350.1
OG0005034	XP_009128052.1	XP_018469381.1
OG0005035	XP_009127639.1	XP_018460198.1
OG0005035	XP_009105038.1	XP_018442621.1, XP_018445542.1
OG0005035	XP_009105399.2	XP_018452100.1
OG0005036	XP_009105424.2	XP_018452069.1
OG0005036	XP_009127665.1	XP_018469949.1
OG0005037	XP_033140932.1	XP_018469215.1
OG0005037	XP_033130284.1	XP_018455289.1
OG0005037	XP_009105014.1	XP_018443038.1, XP_018461268.1
OG0005038	XP_009129611.1	XP_018472439.1
OG0005038	XP_009109093.1	XP_018447745.1
OG0005038	XP_009137783.1	XP_018481367.1, XP_018463887.1
OG0005039	XP_009137787.1	XP_018484255.1
OG0005039	XP_009109091.1	XP_018449991.1, XP_018450518.1
OG0005039	XP_033146224.1	XP_018471564.1
OG0005040	XP_009137823.1	XP_018481674.1
OG0005040	XP_009129051.1	XP_018463451.1, XP_018468736.1
OG0005042	XP_033146493.1, XP_009125405.1	XP_018446255.1
OG0005043	NP_001288930.1	XP_018441994.1
OG0005043	XP_009151745.1	XP_018484511.1
OG0005043	XP_009111810.1	XP_018456162.1, XP_018454097.1
OG0005044	XP_009129418.1	XP_018434467.1
OG0005044	XP_009151964.2	XP_018480703.1, XP_018467445.1
OG0005044	XP_009111570.1	XP_018452773.1
OG0005045	XP_009110621.1	XP_018450982.1
OG0005045	XP_009152020.1	XP_018461420.1, XP_018463341.1
OG0005046	XP_009129491.1	XP_018434142.1
OG0005046	XP_009121453.1	XP_018453290.1
OG0005046	XP_009152029.1	XP_018483625.1, XP_018478430.1
OG0005047	XP_033128604.1	XP_018478357.1
OG0005048	XP_033139263.1, XP_009129572.1, XP_033139852.1	XP_018433700.1
OG0005048	XP_009152094.2	XP_018485366.1
OG0005048	XP_009114101.1	XP_018457670.1
OG0005049	XP_009128853.1	XP_018440265.1
OG0005049	XP_009114364.1	XP_018456845.1
OG0005050	XP_009105843.1	XP_018455472.1, XP_018454784.1
OG0005050	XP_033130528.1	XP_018442978.1
OG0005051	NP_001288874.1	XP_018456510.1, XP_018478062.1, XP_018460535.1
OG0005051	XP_009107189.1	XP_018451751.1
OG0005052	XP_009146205.1	XP_018492926.1
OG0005052	XP_033128369.1	XP_018441972.1
OG0005053	XP_009135453.1	XP_018490725.1
OG0005053	XP_009115323.1	XP_018464682.1
OG0005054	XP_009132953.1	XP_018433435.1
OG0005054	XP_033146274.1	XP_018483917.1
OG0005055	XP_009136982.1	XP_018481539.1
OG0005055	XP_033133287.1	XP_018449866.1
OG0005056	XP_009137122.1	XP_018479204.1, XP_018466557.1
OG0005056	XP_009132201.2	XP_018469722.1
OG0005056	XP_009108388.1	XP_018462295.1
OG0005057	XP_009131493.1	XP_018469159.1, XP_018444718.1
OG0005058	XP_009131372.1	XP_018471189.1
OG0005059	XP_033144031.1	XP_018479223.1
OG0005059	XP_009108333.1	XP_018451788.1
OG0005060	XP_033136973.1	XP_018437572.1
OG0005060	XP_009149307.2	XP_018470449.1
OG0005061	XP_009139247.2	XP_018477503.1
OG0005061	XP_009116118.1	XP_018491105.1
OG0005062	XP_009123217.1	XP_018461413.1, XP_018452671.1, XP_018452682.1
OG0005063	XP_009112413.1	XP_018457954.1
OG0005063	XP_009136365.1	XP_018486821.1
OG0005063	XP_009121166.1	XP_018437138.1
OG0005064	XP_009111831.1, XP_009151625.1	XP_018477307.1, XP_018477310.1
OG0005065	XP_009136496.1	XP_018444499.1
OG0005065	XP_009108594.1	XP_018448945.1
OG0005065	XP_009137303.2	XP_018481023.1, XP_018481005.1
OG0005066	XP_009136225.1	XP_018458519.1
OG0005067	XP_009137279.2, XP_009136202.1	XP_018469399.1, XP_018469122.1
OG0005068	XP_009137278.1	XP_018478074.1, XP_018478711.1
OG0005068	XP_009136190.1	XP_018454575.1, XP_018468343.1
OG0005069	XP_009129305.1	XP_018439102.1
OG0005069	XP_009111787.1	XP_018452400.1
OG0005069	XP_009151792.1	XP_018458468.1, XP_018482231.1
OG0005070	XP_009108509.1	XP_018450096.1, XP_018450189.1
OG0005070	XP_009137166.2	XP_018478745.1
OG0005071	XP_009134770.1	XP_018468450.1
OG0005071	XP_009108500.1	XP_018479185.1, XP_018479186.1, XP_018449699.1
OG0005072	XP_009114243.1	XP_018455258.1
OG0005072	XP_009129247.1	XP_018439891.1, XP_018439893.1
OG0005072	XP_009101353.1	XP_018437632.1
OG0005073	XP_009137216.1	XP_018480651.1
OG0005074	XP_009102072.2	XP_018434500.1, XP_018440069.1
OG0005074	XP_033148249.1	XP_018491452.1, XP_018491453.1
OG0005075	XP_009124518.2	XP_018447041.1
OG0005075	XP_009136759.2	XP_018449568.1, XP_018485293.1
OG0005076	XP_009145886.1	XP_018467670.1, XP_018464915.1
OG0005077	XP_009107984.2	XP_018450723.1
OG0005078	XP_009125022.1	XP_018439122.1
OG0005078	XP_009147431.2	XP_018465435.1, XP_018461473.1
OG0005079	XP_009130559.1	XP_018459863.1
OG0005079	XP_009112321.1	XP_018454224.1
OG0005079	XP_009103501.1	XP_018438345.1
OG0005080	XP_009104387.1	XP_018481121.1, XP_018461353.1, XP_018445185.1
OG0005080	XP_009116926.1	XP_018485500.1, XP_018490655.1
OG0005081	XP_009138767.1	XP_018485097.1
OG0005081	XP_009104319.1	XP_018446485.1
OG0005081	XP_009116822.1	XP_018485887.1
OG0005082	XP_009116741.2	XP_018486144.1
OG0005082	XP_009138824.2, XP_009104274.1	XP_018442836.1
OG0005083	XP_033134107.1	XP_018489161.1
OG0005084	XP_009118308.1	XP_018441025.1
OG0005084	XP_009134701.1	XP_018492173.1
OG0005085	XP_009129688.1, XP_009151742.1	XP_018485082.1
OG0005086	XP_009138955.1	XP_018485234.1
OG0005086	XP_009104152.1	XP_018444997.1
OG0005086	XP_009116536.1	XP_018491927.1
OG0005087	XP_009104099.1	XP_018442379.1, XP_018444959.1, XP_018466878.1
OG0005087	XP_009138990.1, XP_009116500.2	XP_018486164.1
OG0005088	XP_009116469.1	XP_018485558.1
OG0005088	XP_009104068.1	XP_018446601.1
OG0005088	XP_009139024.1	XP_018459948.1
OG0005089	XP_009116466.1	XP_018485820.1
OG0005089	XP_009139026.2	XP_018459951.1
OG0005089	XP_033130313.1	XP_018463614.1, XP_018443125.1
OG0005090	XP_009116432.1	XP_018493266.1, XP_018493294.1
OG0005091	XP_009116201.1	XP_018432672.1
OG0005091	XP_009139204.1	XP_018482380.1
OG0005092	XP_009103933.1	XP_018465287.1, XP_018465571.1
OG0005092	XP_033134100.1	XP_018491420.1
OG0005093	XP_009133306.1	XP_018473451.1
OG0005093	XP_009139366.1, XP_009116138.1	XP_018432692.1
OG0005094	XP_009116099.1	XP_018492707.1
OG0005094	XP_009103904.1	XP_018466564.1, XP_018459336.1
OG0005095	XP_009125248.2	XP_018461342.1, XP_018446628.1
OG0005095	XP_009139431.1	XP_018485099.1
OG0005096	XP_033133330.1	XP_018448309.1, XP_018451363.1
OG0005096	XP_009113755.2	XP_018436709.1
OG0005097	XP_033130934.1	XP_018432886.1
OG0005097	XP_033144196.1	XP_018493357.1
OG0005098	XP_009113906.1	XP_018454623.1
OG0005098	XP_009123609.1, XP_009101648.1	XP_018483845.1
OG0005099	XP_009111854.1	XP_018457867.1
OG0005099	XP_009151679.1	XP_018483335.1, XP_018484002.1
OG0005100	XP_033129566.1	XP_018489661.1
OG0005100	XP_009102288.1	XP_018437623.1
OG0005100	XP_033136225.1	XP_018455425.1, XP_018455429.1
OG0005101	XP_009102251.1	XP_018434343.1
OG0005101	XP_009150737.2, XP_009112483.1	XP_018453381.1, XP_018457344.1
OG0005102	XP_009112580.1	XP_018454845.1, XP_018452377.1
OG0005102	XP_009102203.1	XP_018440984.1
OG0005103	XP_009128511.1	XP_018472291.1
OG0005104	XP_009133465.1, XP_009141949.1	XP_018478774.1
OG0005104	XP_009142715.1	XP_018464386.1, XP_018439935.1
OG0005105	XP_009141886.1	XP_018478547.1
OG0005105	XP_009143221.1	XP_018458717.1, XP_018458722.1
OG0005106	XP_009143290.2	XP_018434215.1
OG0005106	XP_009133378.2	XP_018476750.1
OG0005106	XP_018514080.2	XP_018484855.1
OG0005107	XP_009143318.1	XP_018434920.1
OG0005107	XP_009133366.2	XP_018472624.1
OG0005108	XP_018512536.1	XP_018472991.1
OG0005108	XP_009143357.1	XP_018436389.1, XP_018441643.1
OG0005109	XP_009136360.1	XP_018464589.1
OG0005110	XP_009141731.1	XP_018477142.1
OG0005110	XP_009143404.1	XP_018434564.1
OG0005111	XP_009133234.1	XP_018475293.1
OG0005111	XP_009133233.1	XP_018476262.1
OG0005111	XP_009141726.1	XP_018484738.1
OG0005112	XP_009143419.1	XP_018435102.1
OG0005113	XP_033146008.1, XP_033146006.1	XP_018480842.1
OG0005113	XP_033142445.1	XP_018474918.1
OG0005114	XP_009141667.1	XP_018484214.1
OG0005114	XP_033147981.1	XP_018441372.1
OG0005115	XP_009143544.1	XP_018434655.1
OG0005115	XP_009141620.1	XP_018464092.1, XP_018478537.1
OG0005116	XP_009133100.1	XP_018473185.1
OG0005116	XP_009141612.1	XP_018477593.1
OG0005116	XP_009143551.1	XP_018434080.1
OG0005117	XP_009121528.1	XP_018442162.1
OG0005118	XP_009133953.1	XP_018483686.1, XP_018474791.1
OG0005118	XP_009117094.1	XP_018437794.1
OG0005119	XP_009114571.1	XP_018453819.1, XP_018453040.1, XP_018454297.1
OG0005119	XP_009134301.1, XP_033136895.1	XP_018473659.1
OG0005120	XP_009114553.1	XP_018457267.1
OG0005122	XP_009144486.1	XP_018471817.1
OG0005123	XP_009114731.1	XP_018438397.1
OG0005123	XP_009107924.1	XP_018451145.1, XP_018466430.1
OG0005124	XP_009114736.1, XP_009107930.1	XP_018448037.1
OG0005125	XP_009134113.1	XP_018473157.1
OG0005126	XP_018513281.1	XP_018475477.1
OG0005126	XP_009108217.1	XP_018464516.1
OG0005127	XP_009124387.1	XP_018465210.1, XP_018462586.1
OG0005128	XP_009126307.2	XP_018468110.1
OG0005128	XP_009120907.1, XP_009131727.1	XP_018474960.1, XP_018444000.1
OG0005129	XP_009103155.1	XP_018441042.1
OG0005130	XP_033136523.1	XP_018455860.1
OG0005130	XP_009129924.1	XP_018435610.1
OG0005131	XP_009151166.1	XP_018484286.1
OG0005131	XP_033135097.1	XP_018452711.1
OG0005131	XP_009129896.1	XP_018439042.1
OG0005132	XP_009117498.1	XP_018440708.1
OG0005132	XP_009102045.2	XP_018441371.1
OG0005133	XP_033146681.1	XP_018478266.1, XP_018483140.1, XP_018478288.1
OG0005133	XP_009142595.1	XP_018434201.1
OG0005134	XP_009142447.1	XP_018478275.1, XP_018483150.1, XP_018478299.1
OG0005134	XP_009142602.1	XP_018433968.1
OG0005135	XP_009142685.1	XP_018437877.1
OG0005135	XP_009142410.1	XP_018477227.1
OG0005135	XP_009133764.2	XP_018475263.1
