Orthogroup	Brassica_rapa	Cochlearia_excelsa
OG0006026	XP_009127890.1	g44620, g45972
OG0006027	XP_033132009.1, XP_009127889.1, XP_009104882.1	g45975
OG0006028	XP_009103174.1, XP_009110100.1, XP_009115525.1	g32099
OG0006029	XP_009115500.1, XP_009110081.2	g32090
OG0006030	XP_009115367.1, XP_033133886.1	g50366, g32160
OG0006031	XP_009134518.2, XP_009111425.1	g39479
OG0006032	XP_033135209.1, XP_009134524.1	g39485
OG0006033	XP_033136954.1, XP_009133970.2, XP_033143727.1	g25337
OG0006034	XP_009106840.1, NP_001288937.1	g25332
OG0006035	XP_009137606.2, XP_033133001.1, XP_009142587.1	g17126
OG0006036	XP_009143618.1, XP_033141814.1, XP_009137673.1	g23621, g47637
OG0006037	XP_009129078.1, XP_033136451.1, XP_009152152.2	g10656
OG0006038	XP_009118575.1	g30951
OG0006039	XP_009118114.1	g49801
OG0006039	XP_009110673.1, XP_009148614.1	g31354
OG0006041	XP_033133892.1	g50363
OG0006041	XP_009115380.1, XP_009103096.2	g32154
OG0006042	XP_033133405.1, XP_009115304.2, XP_009103062.1	g32204
OG0006043	XP_009115300.1, XP_009109871.1, XP_009103059.1	g50388, g32212
OG0006045	XP_033140207.1, XP_033141537.1, XP_033144738.1	g18092, g11110
OG0006047	XP_033147846.1, XP_009135107.1, XP_018508897.1	g7434
OG0006049	XP_009101366.1, XP_033139712.1, XP_009114249.1	g10818
OG0006050	XP_033139879.1, XP_033128423.1, XP_033136460.1	g10631
OG0006051	XP_009151761.2, XP_033141031.1, XP_033136477.1	g10334
OG0006052	XP_009108311.1	g11549
OG0006053	XP_009115723.1	g19360
OG0006055	XP_033133289.1, XP_033129858.1, XP_033144293.1, XP_033144294.1	g24180
OG0006056	XP_033129027.1	g47257, g24209
OG0006057	XP_009114005.3	g37062
OG0006061	XP_018512200.1	g18455
OG0006075	XP_009127787.1, XP_009137923.1	g17816
OG0006076	XP_009127729.1, XP_009137943.1	g47752
OG0006077	XP_009137949.1, XP_009127718.1	g16976
OG0006078	XP_033143978.1, XP_033144019.1	g47450
OG0006079	XP_009149923.1	g2787, g11405, g11398
OG0006080	XP_009149849.1	g2759
OG0006081	XP_009150210.1, XP_009149843.1	g19487, g2768
OG0006082	XP_009101375.1, XP_009107095.1	g10827
OG0006083	XP_009101367.1	g10823
OG0006084	XP_009114235.2, XP_009129239.2, XP_009101350.1	g10800
OG0006085	XP_009101345.1, XP_009129233.1	g10797
OG0006086	XP_009131637.1, XP_009126240.1, XP_009121008.1	g41489
OG0006088	XP_009107543.1, XP_009126200.1	g4982
OG0006089	XP_009107530.1	g3922, g3921, g4018, g4987
OG0006090	XP_009131582.1, XP_009126161.1	g5003
OG0006091	XP_033145013.1, XP_009126160.1	g5004
OG0006092	XP_009104893.1	g40952
OG0006093	XP_009112665.1, XP_009135582.1	g12002
OG0006094	XP_009131537.1, XP_009126109.1	g29195
OG0006095	XP_033139547.1, XP_033143156.1, XP_033138485.1	g5056
OG0006096	XP_009126098.2, XP_009121508.1, XP_009131526.1	g45720, g5060
OG0006097	XP_009126066.1, XP_009121549.1	g5085
OG0006099	XP_033143458.1, XP_009126063.1	g29236
OG0006100	XP_009126060.1, XP_009131486.1	g5098
OG0006101	XP_009121563.2, XP_009126057.1	g5099, g29240
OG0006102	XP_009126046.1, XP_009121577.1	g45692
OG0006103	XP_009131460.1, XP_009121580.1	g5117
OG0006104	XP_009121584.1, XP_009131458.1, XP_009126044.1	g5119
OG0006105	XP_009126037.2, XP_009131448.2, XP_009121601.1	g45687
OG0006106	XP_009134848.1	g7686
OG0006107	XP_009137907.1, XP_009108993.1, XP_009127941.1	g47739
OG0006109	XP_009114634.1, XP_009134256.1	g40399
OG0006110	XP_033139891.1, XP_009121638.2	g5170, g29290
OG0006112	XP_009129815.1	g10175
OG0006113	XP_018515064.1, XP_009129242.1	g18963
OG0006114	XP_009131401.1, XP_009125970.1	g5192
OG0006115	XP_009131398.1	g5194
OG0006115	XP_009121674.1	g29313
OG0006116	XP_009121676.1, XP_009131397.1	g5198
OG0006118	XP_009125947.1, XP_009131363.1	g5241, g45627
OG0006119	XP_009125938.3, XP_009121736.1	g5250
OG0006120	XP_009131350.1	g5264
OG0006121	XP_009125914.1, XP_009131339.2	g5268
OG0006122	XP_009125917.2, XP_009121763.1	g5269
OG0006123	XP_009121777.1	g29363
OG0006124	XP_033142481.1, XP_009121780.1, XP_009125898.1	g29367
OG0006125	XP_009121817.1, XP_009125874.1, XP_009131309.1	g29384
OG0006126	XP_009125870.1, XP_009131302.1	g5298, g29388
OG0006127	XP_009131288.1, XP_009121838.2	g29394, g5303
OG0006128	XP_018512615.1	g5304
OG0006128	XP_009121847.1	g29395
OG0006129	XP_009131281.1, XP_033137902.1	g5309
OG0006130	XP_009131230.1, XP_009125830.1, XP_033141926.1	g5350
OG0006131	XP_009121940.1, XP_009131209.1	g5370, g45569
OG0006132	XP_009121972.1, XP_009125797.1	g29449
OG0006133	XP_009131137.1	g45527
OG0006134	XP_009122525.1	g29554
OG0006135	XP_009125741.1, XP_009122483.1	g5480, g45505
OG0006136	XP_009122477.1	g45503
OG0006137	XP_009131078.1, XP_009122464.1	g5493, g45061
OG0006138	XP_033140842.1	g5504
OG0006139	XP_009122442.1	g29592, g45499
OG0006140	XP_009122427.1, XP_009125718.1	g45492
OG0006140	XP_033142538.1	g5514
OG0006141	XP_009131017.1, XP_009122407.1	g5532
OG0006142	XP_009122321.1, XP_009125698.1	g5536
OG0006143	XP_009111246.1, XP_009134379.1	g25494
OG0006144	XP_009134378.1, XP_009122234.1	g39631
OG0006145	XP_009134373.1	g25500
OG0006146	XP_033140175.1	g25511
OG0006147	XP_009121986.1	g39639
OG0006148	XP_009121973.1, XP_009134366.1	g39641
OG0006149	XP_009121939.1	g45190
OG0006150	XP_009137497.1, XP_009138887.1	g23791, g47530
OG0006151	XP_009137487.1, XP_009138735.1	g47526
OG0006151	XP_009109232.1	g23806
OG0006152	XP_009140756.1, XP_009103572.1	g40141
OG0006153	XP_009140759.1, XP_009133912.1	g40138
OG0006154	XP_009140794.1, XP_009133902.1	g40118
OG0006155	XP_009103600.1, XP_009140802.1	g40107
OG0006156	XP_009103620.1, XP_009140822.1	g40087
OG0006157	XP_033143912.1, XP_033132161.1	g37817, g53389
OG0006158	XP_009140972.2, XP_033145139.1	g40063
OG0006159	XP_009103656.1	g40058
OG0006160	XP_033131349.1, XP_009133879.1	g37840
OG0006161	XP_009103689.2	g37841
OG0006162	XP_009103709.1, XP_033145176.1	g37847, g39997
OG0006163	XP_009127886.1, XP_009105859.2	g44623
OG0006164	XP_009140998.1	g51159
OG0006165	XP_009144367.1, XP_009141009.1	g39971, g51173
OG0006166	XP_009144366.1	g39970, g51174
OG0006167	XP_033148473.1	g39967
OG0006168	XP_009144337.1, XP_018513674.2, XP_009132708.1	g51185
OG0006169	XP_033142569.1, XP_033148185.1	g51193
OG0006170	XP_009144310.1, XP_009141058.1	g51201
OG0006171	XP_009141060.1, XP_009132726.1	g51202
OG0006172	XP_033146580.1, XP_009144306.1	g51205
OG0006173	XP_018514118.1, XP_009132748.1	g39896
OG0006174	XP_009132756.1, XP_009141109.2	g39889, g39890
OG0006175	XP_009141112.1	g39884, g37902
OG0006176	XP_009141117.2	g39879
OG0006177	XP_009132803.1, XP_009144194.1	g39833
OG0006178	XP_009132806.1	g51260
OG0006179	XP_009144048.1, XP_009141182.1	g51266
OG0006180	XP_009144045.2, XP_033145496.1, XP_033143737.1	g51268
OG0006181	XP_033147672.1, XP_033130010.1, XP_009132856.1	g39807
OG0006182	XP_009141246.1	g37929
OG0006183	XP_009132850.2, XP_009143983.2	g39796
OG0006184	XP_009143953.1	g39785
OG0006185	XP_009143913.1, XP_009141284.1	g39762
OG0006186	XP_009114002.1, XP_009123888.1	g39736
OG0006187	XP_033130723.1	g6525
OG0006188	XP_009113977.1, XP_009123914.2	g39705
OG0006189	XP_009101752.1, XP_009113962.2	g11087
OG0006190	XP_009123925.1	g39693
OG0006190	XP_009101747.1	g11085
OG0006191	XP_033137159.1, XP_009101739.3, XP_033140608.1	g39686
OG0006192	XP_009139119.1	g47537
OG0006193	XP_009118931.1	g54005
OG0006194	XP_009119797.1, XP_009107442.1	g53957
OG0006195	XP_009113735.1, XP_009109778.2	g50435, g32294
OG0006196	XP_033137137.1, XP_009109770.1	g32299, g32303
OG0006197	XP_009102919.1, XP_009109737.1, XP_009113678.2	g50463
OG0006198	XP_009109710.1, XP_009102900.1	g27665, g50485
OG0006199	XP_009113648.1, XP_009109707.1	g50486, g32356
OG0006200	XP_009109695.1, XP_009113635.1	g22267
OG0006201	XP_009102874.1	g32384
OG0006201	XP_009109681.1	g27677
OG0006202	XP_009102864.1, XP_033133546.1, XP_033136317.1	g51433, g32393
OG0006203	XP_009109672.1	g27679
OG0006204	XP_009109635.2	g32412
OG0006204	XP_009115217.1	g50515
OG0006205	XP_009122556.1	g32423
OG0006206	XP_009109627.3, XP_009115196.1	g32435
OG0006207	XP_009109623.1, XP_009115194.1	g32441
OG0006208	XP_033130703.1, XP_009115184.1	g32448
OG0006209	XP_009109595.2, XP_009115166.1	g32456
OG0006210	XP_009115160.1	g27701
OG0006211	XP_009115147.1	g50537
OG0006213	XP_009102667.1, XP_009114993.1	g32524
OG0006214	XP_009114963.1, XP_009145229.2, XP_009108102.1	g50612
OG0006216	XP_009112127.1, XP_009150506.1	g9773, g242
OG0006217	XP_009114902.1, XP_009107993.1	g32597
OG0006218	XP_009101244.1, XP_009114194.1	g10701
OG0006219	XP_033130026.1, XP_009129114.1	g16698
OG0006220	XP_009152193.2, XP_009129093.1	g16679
OG0006221	XP_009114153.1	g10659
OG0006222	XP_009145917.1	g12015
OG0006223	XP_009112336.2	g9649
OG0006224	XP_009103474.1	g9654, g19654
OG0006225	XP_009103421.1	g96
OG0006227	XP_009130530.1, XP_009150676.1	g119
OG0006228	XP_009150649.2, XP_033140795.1, XP_033135178.1	g145, g9703
OG0006229	XP_009150644.1, XP_009130517.1	g9706
OG0006230	XP_009112188.2, XP_009150641.1	g9708
OG0006231	XP_009130506.1, XP_009150623.1	g158
OG0006232	XP_033137297.1, XP_009130495.1, XP_009150599.1	g168
OG0006233	XP_033128202.1, XP_009112170.1	g177
OG0006234	XP_009112167.1, XP_009150575.1	g9729
OG0006235	XP_033128214.1, XP_033139349.1	g201
OG0006236	XP_009112159.1, NP_001288926.1, XP_009150558.1	g203
OG0006238	XP_009112125.1, XP_009150499.1	g9775
OG0006239	XP_009130438.1, XP_009150478.1	g9788
OG0006240	XP_033141715.1, XP_009150461.1	g9794
OG0006241	XP_009130277.1, XP_009112108.1, XP_009150449.1	g269
OG0006242	XP_009112087.1, XP_009150409.1	g289
OG0006243	XP_009112060.1, XP_009150370.2	g319
OG0006244	XP_009150365.1	g51953
OG0006245	XP_009150361.1, XP_009112046.1	g325
OG0006246	XP_009143718.2	g37118
OG0006247	XP_009151402.1, XP_009112034.1	g9841
OG0006248	XP_009112033.1, XP_009151404.1	g9842
OG0006249	XP_009111916.1	g4754
OG0006250	XP_009112027.1, XP_009151380.1	g346
OG0006251	XP_009112026.1, XP_009151379.1	g347
OG0006252	XP_009134948.1, XP_009151360.2	g361, g9863
OG0006253	XP_009151354.1, XP_009130208.1	g9861
OG0006254	XP_009130205.1, XP_009112016.1, XP_033130066.1	g9866
OG0006255	XP_009151342.1, XP_033134780.1	g9868
OG0006256	XP_009112011.2, XP_033141845.1	g372, g9869
OG0006257	XP_009130166.1	g409
OG0006259	XP_009111983.2, XP_009136447.1	g9912
OG0006261	XP_009136423.1, XP_009130140.1, XP_009111969.1	g442
OG0006262	XP_018511839.1	g443, g9932
OG0006263	XP_009136418.1	g444
OG0006264	XP_009136393.1, XP_009111955.2	g9953
OG0006265	XP_009150865.1, XP_009141478.1	g9957
OG0006266	XP_009150863.1, XP_009141470.1	g9958
OG0006267	XP_009141562.1, XP_009150882.1	g493, g18587
OG0006268	XP_009130107.1, XP_033135753.1	g498
OG0006269	XP_009141913.1, NP_001288989.1	g521, g9996
OG0006270	XP_009150942.1, XP_009141935.1	g522
OG0006271	XP_009130000.1, XP_009151003.3	g562
OG0006272	XP_009129999.1, XP_009151006.1	g563
OG0006273	XP_033134702.1, XP_009129986.1, XP_009151040.1	g582
OG0006274	XP_009151080.1, XP_009129957.1	g10069, g603
OG0006275	XP_009129944.1, XP_009151101.1	g10077
OG0006276	XP_033129722.1, XP_033134494.1	g616, g10078
OG0006277	XP_009111680.1, XP_009151105.1	g618
OG0006278	XP_033140490.1, XP_018509621.2, XP_009151123.1	g635
OG0006279	XP_033138611.1	g29117
OG0006280	XP_009126358.1, XP_009120891.1	g29112
OG0006281	XP_018512096.2, XP_033138603.1	g28977
OG0006282	XP_009131759.2, XP_009120847.1	g28964, g684
OG0006283	XP_009126411.2, XP_009131765.1	g695
OG0006284	XP_009126427.1	g41406
OG0006285	XP_009111876.1, XP_009151297.1	g10190
OG0006286	XP_033142552.1, XP_009121353.2	g41403, g41559
OG0006287	XP_033141329.1, XP_009120793.1	g28926
OG0006288	XP_009126500.2, XP_009120726.1	g28904
OG0006289	XP_033140509.1	g41366
OG0006289	XP_009131845.1	g28891
OG0006290	XP_009126522.1, XP_009120688.1	g28886
OG0006291	XP_009133907.1	g41362
OG0006292	XP_009120677.1, XP_009131867.1	g783
OG0006294	XP_009126592.1, XP_018511275.1	g28827
OG0006295	XP_009120538.1, XP_009131942.1	g28803
OG0006296	XP_009117510.1, XP_033130583.1	g13865, g5936
OG0006297	XP_033143205.1	g28765, g41301
OG0006298	XP_009120400.2	g1232
OG0006299	XP_009132027.1, XP_009126728.2	g39265
OG0006300	XP_009126757.2, XP_033137700.1, XP_009132059.2	g1162
OG0006301	XP_033142721.1	g47430
OG0006302	XP_009111003.2, XP_018515449.2	g30983
OG0006303	XP_009126769.1, XP_009120334.1, XP_009132073.2	g28692
OG0006304	XP_009126793.1, XP_009132084.1	g1150
OG0006305	XP_009108309.1, XP_009144600.1	g24271
OG0006306	XP_009126820.1, XP_009126892.1	g1130
OG0006307	XP_018510743.1, XP_009132114.1	g1119
OG0006308	XP_009126826.1, XP_009132117.1	g28649, g1117
OG0006309	XP_018508230.1, XP_009127883.1	g45977
OG0006310	XP_009132138.1, XP_009120251.1	g28630
OG0006311	XP_009120217.1, XP_009132156.1, XP_009126905.2	g28595
OG0006312	XP_009126904.1, XP_009120226.1	g28794, g28601
OG0006313	XP_009150132.1	g2618
OG0006314	XP_009120207.2, XP_009126916.1	g28589, g1092
OG0006315	XP_009132175.1	g39336
OG0006315	XP_009124302.1, XP_033145652.1	g28569, g28570
OG0006316	XP_009120164.1	g28557
OG0006317	XP_009126936.1, XP_009132291.1, XP_009120163.1	g1075
OG0006318	XP_009132317.1, NP_001288958.1	g1060, g28553
OG0006319	XP_009120121.1	g1046
OG0006320	XP_009127025.2	g39383, g28508
OG0006321	XP_009109664.1, XP_009115235.1	g17887
OG0006322	XP_009119996.1, XP_009127077.1	g39405, g41744
OG0006323	XP_009150140.1, XP_009149732.1	g2624
OG0006324	XP_009150156.2, XP_009149756.1, XP_009151913.2	g19414
OG0006325	XP_009151859.1	g19415, g36001, g2640
OG0006326	XP_009149786.1, XP_009150169.1	g2680
OG0006327	XP_009151520.1, XP_009149797.1	g2690
OG0006328	XP_009119943.1, XP_009127113.1	g28456
OG0006329	XP_009132450.1, XP_009119952.1	g947
OG0006330	XP_009144577.1, XP_009134438.1	g25465
OG0006331	XP_009111257.2	g25487
OG0006332	XP_009122355.1	g29636
OG0006333	XP_009125683.1, XP_009132220.1, XP_009122352.1	g29634
OG0006334	XP_009104723.2, XP_009123002.2	g41092
OG0006335	XP_009125670.1, XP_009122390.1	g45467
OG0006336	XP_009122290.1, XP_009130961.1	g29659
OG0006337	XP_009130947.1, XP_009122268.1	g29670
OG0006338	XP_009125649.2, XP_009122262.2	g29674
OG0006340	XP_009125643.1, XP_009122240.1	g29683
OG0006341	XP_033145097.1, XP_009122244.1	g5600
OG0006342	XP_009130932.1	g29691, g45450
OG0006343	XP_009113038.1, XP_009124342.1	g19548
OG0006344	XP_009122151.1, XP_033145099.1	g29727, g5638
OG0006345	XP_009122145.1	g29731
OG0006346	XP_009122903.1	g29740
OG0006347	XP_009130859.1	g5647, g29749
OG0006348	XP_009122546.1, XP_009130848.1	g5658
OG0006349	XP_009125580.2, XP_009130846.1	g29761
OG0006350	XP_033138163.1, XP_009130844.1	g29762
OG0006351	XP_009125563.2, XP_009122587.1	g5679, g5678
OG0006352	XP_009122589.2, XP_009125562.1	g29788
OG0006353	XP_009122590.1, XP_009130827.1	g5677, g29789
OG0006354	XP_018511235.2, XP_009130821.2	g29791, g5690
OG0006355	XP_033137434.1, XP_018512290.1	g29807
OG0006356	XP_009122663.1, XP_009130789.2	g29810
OG0006357	XP_009130716.1	g5738
OG0006359	XP_009130730.1, XP_009122729.2	g5754
OG0006360	XP_009125476.1	g5761
OG0006361	XP_033139799.1, XP_009122739.1, XP_009130726.1	g5763
OG0006362	XP_009125461.1, XP_009122757.1	g5779
OG0006363	XP_009130698.1, XP_033137559.1	g5095, g16718
OG0006364	XP_009130703.1, XP_009125451.1	g5787
OG0006365	XP_009122777.2, XP_009130705.1	g5786
OG0006367	XP_009130679.1, XP_009122813.1	g45307
OG0006368	XP_033137567.1, XP_033139795.1	g3005
OG0006369	XP_009129713.1, XP_009151618.1	g10287
OG0006370	XP_009130657.1, XP_009125422.1	g5827
OG0006371	XP_009145903.1	g6883
OG0006372	XP_033130475.1, XP_009140133.1	g16767
OG0006373	XP_009128439.1	g19596
OG0006374	XP_009106761.1	g44282
OG0006375	XP_009104460.1, XP_009128424.1, XP_009106749.1	g44286, g46582
OG0006377	XP_009104479.1, XP_009106723.1	g46559
OG0006378	XP_033141820.1	g46533
OG0006378	XP_009104515.1	g44313
OG0006379	XP_009104535.1	g46517
OG0006380	XP_009106659.1, XP_009104534.1	g44327
OG0006381	XP_009106555.1	g44357
OG0006382	XP_033131319.1	g17932
OG0006382	XP_009128295.2	g46451
OG0006383	XP_033140019.1, XP_009106464.2	g46424
OG0006384	XP_009104603.1, XP_009128252.1	g46389
OG0006385	XP_009128223.3	g46348
OG0006386	XP_009136881.1, XP_009108344.1	g47244
OG0006388	XP_009104653.1, XP_009128204.1, XP_009106348.1	g46310, g44382
OG0006389	XP_009128177.1, XP_009106303.1	g44399, g46274
OG0006390	XP_009128128.1, XP_033131625.1	g43487, g44436
OG0006391	XP_009128127.2, XP_009106219.1	g44440
OG0006392	XP_033131315.1, XP_009106208.1	g44447
OG0006393	XP_033140573.1, XP_009106190.1	g44466
OG0006394	XP_009104712.1, XP_009128086.1, XP_009106180.1	g44473, g46191
OG0006395	XP_009104719.1, XP_009106172.1	g44477
OG0006396	XP_009121128.1, XP_009150842.1	g14033
OG0006397	XP_009150772.1, XP_009121089.1	g6049, g14006
OG0006398	XP_009101417.1	g19386
OG0006399	XP_009115662.1, XP_009101405.1	g2609
OG0006400	XP_009119982.1, XP_009132436.1	g28487
OG0006401	XP_009150229.1, XP_009149886.1	g2733, g19505
OG0006402	XP_009134901.1, XP_033147482.1	g12928
OG0006403	XP_009144731.1, XP_009106820.1	g36739
OG0006404	XP_033133655.1, XP_033148486.1	g36734
OG0006405	XP_009106828.1, XP_033147042.1, XP_033129303.1	g54306
OG0006406	XP_009147502.2, XP_009106862.1	g36721
OG0006407	XP_009152146.1	g10649
OG0006408	XP_009147507.1, XP_009103728.1, XP_009106882.2	g36710
OG0006409	XP_009147528.1, XP_009106910.1	g36693
OG0006410	XP_009147543.2, XP_009107064.1	g54346
OG0006412	XP_009107060.1, XP_009147559.1, XP_009106946.1	g54353
OG0006413	XP_033147241.1, XP_009123971.1, XP_033128666.1	g7154, g36660
OG0006414	XP_009147589.2	g54301
OG0006415	XP_009147635.2, XP_009147636.1	g36601
OG0006416	XP_009107008.2, XP_009144802.1	g36600
OG0006417	XP_018513364.2, XP_033147427.1, XP_009141536.1	g51558
OG0006418	XP_009143620.2, XP_009141556.1	g51564
OG0006420	XP_009131858.1, XP_009136934.2	g24182
OG0006421	XP_009123309.1, XP_009150276.1	g11467
OG0006422	XP_009150296.1	g19609
OG0006423	XP_033140759.1, XP_009151765.1	g10337
OG0006424	XP_009108071.1	g17919, g46929
OG0006425	XP_009132504.1, XP_033137321.1	g28399
OG0006426	XP_009127194.1, XP_009119849.1	g28404
OG0006427	XP_009134034.1, XP_009118906.1	g1459
OG0006428	XP_009123860.1	g26831
OG0006429	XP_009107686.1, XP_009139641.1	g46978
OG0006430	XP_009107693.1, XP_009139636.1	g24697
OG0006431	XP_033148736.1, XP_033146643.1, XP_009107702.1	g26156, g46993
OG0006432	XP_009139600.1	g47013
OG0006433	XP_009139563.1, XP_009108099.1	g24570
OG0006435	XP_018508856.1, XP_033141084.1, XP_009106118.1	g44515
OG0006436	XP_009147329.2, XP_009107840.1	g24460
OG0006437	XP_009136697.1	g52876, g43248, g14875, g36165, g47105
OG0006438	XP_009136706.1, XP_033133435.1	g47111, g5208, g15976
OG0006441	XP_009104843.1, XP_009105946.2	g46018
OG0006442	XP_009127979.1	g46052, g44575
OG0006443	XP_009104806.1	g44565
OG0006445	XP_009128008.1, XP_009104797.1, XP_009106032.1	g44558
OG0006446	XP_009104796.1, XP_009106036.1	g46091
OG0006447	XP_009104786.1, XP_009128015.1	g46104
OG0006448	XP_009106048.1	g46107
OG0006449	XP_009106542.1, XP_009104574.1	g18501
OG0006450	XP_009128047.2, XP_009106116.2	g46142, g44519
OG0006451	XP_009104744.1, XP_009106136.1	g44501
OG0006452	XP_009128066.1, XP_009106138.1	g44498
OG0006453	XP_009127663.1, XP_009105422.1, XP_033148632.1	g44813
OG0006454	XP_009105019.2, XP_009105436.2, XP_009127676.2	g44790
OG0006455	XP_009127712.1	g44772
OG0006456	XP_009137799.1, XP_009129544.1, XP_009109084.1	g23544, g47676
OG0006457	XP_009137804.1, XP_009129394.1	g23534, g17028
OG0006458	XP_009129269.1	g47682
OG0006459	XP_009129172.1, XP_009137814.1	g23520
OG0006460	XP_033133138.1, XP_009137815.1, XP_009129148.1	g47685
OG0006461	XP_009128919.2	g17012
OG0006461	XP_009137840.1	g23486
OG0006463	XP_009132689.1, XP_033144234.1, XP_009127335.2	g28296
OG0006464	XP_018511988.2, XP_018510007.1, XP_009152145.1	g10648
OG0006465	XP_009129304.1, XP_033129716.1	g10362
OG0006466	XP_009111806.1, XP_009151753.1, XP_009129678.1	g10321
OG0006467	XP_009129364.1	g10405
OG0006468	XP_009150280.1, XP_009123277.1	g19616, g11500
OG0006469	XP_033147195.1, XP_009118835.1	g50815
OG0006470	XP_009151946.1	g10476
OG0006471	XP_009129419.1, XP_009151966.1	g1618
OG0006472	XP_009151969.1, XP_009129422.1	g10494, g1617
OG0006473	XP_009129442.1, XP_009151984.1	g10513
OG0006474	XP_009129450.1, XP_009111555.1, XP_009151992.1	g1608, g10521
OG0006475	XP_009129511.1, XP_009152063.1	g10574
OG0006476	XP_009129512.1, XP_009152064.2	g1588
OG0006477	XP_009114097.1, XP_018512078.1, XP_009152081.1	g10587
OG0006478	XP_033144534.1, XP_009109249.1	g17219, g1673
OG0006479	XP_009152104.1, XP_009114107.1	g10606
OG0006480	XP_009151898.1, XP_009111587.1	g10441
OG0006481	XP_009152125.1	g16648
OG0006482	XP_009105665.1, XP_033140918.1	g45823
OG0006483	XP_009104979.1, XP_033140923.1	g45822, g44715
OG0006484	XP_033130280.1, XP_033140930.1, XP_033130554.1	g45808
OG0006485	XP_009104997.1, XP_009105511.1	g44753
OG0006486	XP_009105489.1	g45798
OG0006487	XP_009105485.1, XP_009127725.1	g45794
OG0006488	XP_009114379.1, XP_009101551.1	g40599, g10958
OG0006489	XP_009128826.1	g40588
OG0006490	XP_009128811.1, XP_009101586.1	g10979, g40569
OG0006491	XP_009119667.1	g49350
OG0006492	XP_009123622.1, XP_009106096.2, XP_009113878.2	g40535
OG0006493	XP_009147872.1	g28076
OG0006494	XP_033133708.1, XP_009147884.1	g28074
OG0006495	XP_009107257.1, XP_009124562.1	g36412
OG0006496	XP_009107243.1, XP_009147858.1	g36422
OG0006497	XP_009107216.1, XP_009147837.1, XP_033148026.1	g36447, g54173
OG0006498	XP_009127251.1	g28364, g876
OG0006499	XP_009107178.1, XP_009147759.1	g36511
OG0006500	XP_009144894.2, XP_009147758.1	g54218, g36512
OG0006501	XP_009147701.1, XP_033146869.1	g54254, g36559
OG0006502	XP_018507999.1, XP_009144846.1	g36567, g36564, g36570
OG0006503	XP_009114026.1	g37054
OG0006504	XP_009141359.2, XP_009132974.1, XP_009143811.2, XP_009143809.2	g51414
OG0006505	XP_009143764.1, XP_009132993.1	g51454
OG0006506	XP_009143763.2	g37982
OG0006507	XP_033146309.1, XP_009143758.1	g37096
OG0006508	XP_009133003.3, XP_009143739.1	g51474
OG0006509	XP_009141410.1, XP_009143725.1	g51485
OG0006510	XP_033146312.1, XP_009133014.1, XP_009143693.1	g37123, g51504
OG0006511	XP_009143647.1, XP_009141500.1	g38005, g37139
OG0006512	XP_009141505.1	g51536
OG0006513	XP_009133041.1, XP_009141516.1	g51542
OG0006516	XP_018510714.2, XP_018509337.2, XP_009137000.2	g47303
OG0006517	XP_009132638.1, XP_009108420.2	g17437, g24138
OG0006518	XP_009132556.1, XP_009108415.1	g47300
OG0006519	XP_009136994.1, XP_009108413.2, XP_009132524.1	g47298
OG0006520	XP_009108391.1, XP_009136961.1, XP_009132274.1	g47289
OG0006521	XP_009108387.2, XP_018509986.2, XP_033137074.1, XP_018511887.1, XP_009132144.2	g47283
OG0006522	XP_033129677.1, XP_009108361.1	g47266
OG0006523	XP_009111786.1, XP_009151794.1	g10365
OG0006524	XP_009136927.1, XP_009131682.1	g47264
OG0006525	XP_009131506.1, XP_009136915.1	g17486
OG0006526	XP_009136907.1, XP_009131449.1	g17493
OG0006527	XP_009136892.1	g24228
OG0006528	XP_033144964.1, XP_033129562.1	g47247
OG0006529	XP_009131135.1, XP_009136880.1	g24231, g47243
OG0006530	XP_009136860.2, XP_009130866.1	g17530, g47227
OG0006531	XP_009136845.1, XP_009108322.1	g47210
OG0006532	XP_009144653.2, XP_009108302.1	g47199, g24285
OG0006533	XP_033132743.1	g24288
OG0006534	XP_009149316.1, XP_009115786.3	g2506
OG0006535	XP_009136579.1, XP_009115780.1	g19336
OG0006536	XP_009115770.1, XP_009136572.1	g19338, g2518
OG0006537	XP_009115764.1, XP_009136565.1	g2524
OG0006538	XP_009136544.1, XP_033138244.1, XP_009115716.1	g2572
OG0006539	XP_033143696.1	g23882
OG0006540	XP_009137042.1, XP_009137354.1	g47458
OG0006541	XP_009119801.1, XP_009127235.1, XP_009132525.1	g883
OG0006542	XP_009127332.1, XP_009140884.1	g28299
OG0006543	NP_001289004.1, XP_009140880.1	g1344
OG0006544	XP_009132620.1, XP_009127325.1	g28319
OG0006545	XP_009112256.2, XP_009136193.1	g6310
OG0006546	XP_018508571.1, XP_009123230.1	g6171
OG0006547	XP_009123231.1	g14306
OG0006548	XP_009123247.1	g14213
OG0006549	XP_009121163.1, XP_009150855.1	g14045
OG0006550	XP_009137410.2, XP_009137614.1	g23853, g17235
OG0006551	XP_018511371.2, XP_009137596.1	g23856
OG0006552	XP_009137402.1, XP_009137393.1	g47475
OG0006553	XP_009137388.1	g47471, g23877
OG0006554	XP_033132936.1	g17282
OG0006555	XP_009136072.1	g47431
OG0006556	XP_009137269.1, XP_033132945.1, XP_009136061.2	g17285, g23948
OG0006557	XP_009108578.2, XP_009136051.1	g17286
OG0006558	XP_009137245.1, XP_018508192.1	g47414
OG0006559	XP_018511564.1, XP_009113380.2	g41105, g43988
