Orthogroup	Brassica_rapa	Cardamine_glauca
OG0006180	XP_009144045.2, XP_033145496.1, XP_033143737.1	Cg005G1614600
OG0006181	XP_033147672.1, XP_033130010.1, XP_009132856.1	Cg005G1607600
OG0006182	XP_009143999.2	Cg005G1607800
OG0006183	XP_009132850.2, XP_009143983.2	Cg005G1608900
OG0006184	XP_009143953.1	Cg005G1610600
OG0006185	XP_009143913.1, XP_009141284.1	Cg005G1603300
OG0006186	XP_009114002.1, XP_009123888.1	Cg008G2928000
OG0006187	XP_033130723.1	Cg004G1304200
OG0006188	XP_009113977.1, XP_009123914.2	Cg008G2935900
OG0006189	XP_009101752.1, XP_009113962.2	Cg008G2936800
OG0006190	XP_009123925.1, XP_009101747.1	Cg008G2937500
OG0006191	XP_033137159.1, XP_009101739.3, XP_033140608.1	Cg008G2940200
OG0006192	XP_009137513.1, XP_009139119.1	Cg001G0150600
OG0006193	XP_009118931.1	Cg006G1858100
OG0006194	XP_009119797.1, XP_009107442.1	Cg006G1864100
OG0006195	XP_009113735.1, XP_009109778.2	Cg006G1998300
OG0006196	XP_009109770.1	Cg006G1997300
OG0006197	XP_009102919.1, XP_009109737.1, XP_009113678.2	Cg006G1992400
OG0006198	XP_009109710.1, XP_009102900.1	Cg006G1990100
OG0006199	XP_009113648.1, XP_009109707.1	Cg006G1990000
OG0006200	XP_009109695.1, XP_009113635.1	Cg006G1988100
OG0006201	XP_009102874.1, XP_009109681.1	Cg006G1985300
OG0006202	XP_009102864.1, XP_033133546.1, XP_033136317.1	Cg006G1983800
OG0006203	XP_009109672.1	Cg006G1983400
OG0006204	XP_009109635.2, XP_009115217.1	Cg006G1976500
OG0006205	XP_009122556.1	Cg006G1974700
OG0006206	XP_009109627.3, XP_009115196.1	Cg006G1973600
OG0006207	XP_009109623.1, XP_009115194.1	Cg006G1973400
OG0006208	XP_033130703.1, XP_009115184.1	Cg006G1972700
OG0006209	XP_009109595.2, XP_009115166.1	Cg006G1971300
OG0006210	NP_001288887.1	Cg006G1970800
OG0006211	XP_009115147.1, XP_009109587.1, XP_009140160.1	Cg006G1970400
OG0006212	XP_009115142.1	Cg006G1969900, Cg006G1969800
OG0006213	XP_009102667.1, XP_009114993.1	Cg006G1960800
OG0006214	XP_009114963.1, XP_009145229.2, XP_009108102.1	Cg006G1955300
OG0006216	XP_009112127.1, XP_009150506.1	Cg003G1034200
OG0006217	XP_009114902.1, XP_009107993.1	Cg006G1950600
OG0006218	XP_009101244.1, XP_009114194.1	Cg002G0683500
OG0006219	XP_033130026.1, XP_009129114.1	Cg002G0682400
OG0006220	XP_009152193.2, XP_009129093.1	Cg002G0677300
OG0006221	XP_009114153.1	Cg002G0676600
OG0006222	XP_009145917.1	Cg004G1248300
OG0006223	XP_009112336.2	Cg003G1060800
OG0006224	XP_009103474.1	Cg003G1060500
OG0006225	XP_009112217.1, XP_009130544.1, XP_009103421.1	Cg003G1054300
OG0006226	XP_009112211.1, XP_009150682.1	Cg003G1052200
OG0006227	XP_009130530.1, XP_009150676.1	Cg003G1051300
OG0006228	XP_009150649.2, XP_033140795.1, XP_033135178.1	Cg003G1047900
OG0006229	XP_009150644.1, XP_009130517.1	Cg003G1047500
OG0006230	XP_009112188.2, XP_009150641.1	Cg003G1047100
OG0006231	XP_009130506.1, XP_009150623.1	Cg003G1045300
OG0006232	XP_033137297.1, XP_009130495.1, XP_009150599.1	Cg003G1042200
OG0006233	XP_033128202.1, XP_009112170.1	Cg003G1042800
OG0006234	XP_009112167.1, XP_009150575.1	Cg003G1043800
OG0006235	XP_033128214.1, XP_033139349.1	Cg003G1041200, Cg003G1041300
OG0006236	XP_009112159.1, NP_001288926.1, XP_009150558.1	Cg003G1039800
OG0006237	XP_009130464.1	Cg003G1038400
OG0006238	XP_009112125.1, XP_009150499.1	Cg003G1033800
OG0006239	XP_009130438.1, XP_009150478.1	Cg003G1031500
OG0006240	XP_033141715.1, XP_009150461.1	Cg003G1030300
OG0006241	XP_009130277.1, XP_009112108.1, XP_009150449.1	Cg003G1029200
OG0006242	XP_009112087.1, XP_009150409.1	Cg003G1026000
OG0006243	XP_009112060.1, XP_009150370.2	Cg003G1022000
OG0006244	XP_009150365.1	Cg003G1021100
OG0006245	XP_009150361.1, XP_009112046.1	Cg003G1020700
OG0006246	XP_009143718.2	Cg005G1583400
OG0006247	XP_009151402.1, XP_009112034.1	Cg003G1018300
OG0006248	XP_009112033.1, XP_009151404.1	Cg003G1018200
OG0006249	XP_009111916.1	Cg008G2837200
OG0006250	XP_009112027.1, XP_009151380.1	Cg003G1016400
OG0006251	XP_009112026.1, XP_009151379.1	Cg003G1016300
OG0006252	XP_009134948.1, XP_009151360.2	Cg003G1014600
OG0006253	XP_009151354.1, XP_009130208.1	Cg003G1014200
OG0006254	XP_009130205.1, XP_009112016.1, XP_033130066.1	Cg003G1013300
OG0006255	XP_009151342.1, XP_033134780.1	Cg003G1013100
OG0006256	XP_009112011.2, XP_033141845.1	Cg003G1012600
OG0006257	XP_009130166.1, XP_033144966.1	Cg003G1007000
OG0006259	XP_009136447.1	Cg003G1003000
OG0006261	XP_009136423.1, XP_009130140.1, XP_009111969.1	Cg003G1000400
OG0006262	XP_009136422.1, XP_018511839.1	Cg003G1000300
OG0006263	XP_009136418.1	Cg003G1000000
OG0006264	XP_009136393.1, XP_009111955.2	Cg008G2788000
OG0006265	XP_009150865.1, XP_009141478.1	Cg008G2790000
OG0006266	XP_009150863.1, XP_009141470.1	Cg008G2790100
OG0006267	XP_009141562.1, XP_009150882.1	Cg008G2792200
OG0006268	XP_009130107.1, XP_033135753.1	Cg008G2790700, Cg008G2793100
OG0006269	XP_009141913.1, NP_001288989.1	Cg008G2797300
OG0006270	XP_009150942.1, XP_009141935.1	Cg008G2797400
OG0006271	XP_009130000.1, XP_009151003.3	Cg008G2804200
OG0006272	XP_009129999.1, XP_009151006.1	Cg008G2804300
OG0006273	XP_033134702.1, XP_009129986.1, XP_009151040.1	Cg008G2807100
OG0006274	XP_009151080.1, XP_009129957.1	Cg008G2812200
OG0006275	XP_009129944.1, XP_009151101.1	Cg008G2814100
OG0006276	XP_033129722.1, XP_033134494.1	Cg008G2814300
OG0006277	XP_009111680.1, XP_009151105.1	Cg008G2814700
OG0006278	XP_033140490.1, XP_018509621.2, XP_009151123.1	Cg008G2818300
OG0006279	XP_033138611.1	Cg008G2759900, Cg008G2759800
OG0006280	XP_009126358.1, XP_009120891.1	Cg008G2758600
OG0006281	XP_018512096.2, XP_033138603.1	Cg008G2762400
OG0006282	XP_009131759.2, XP_009120847.1	Cg008G2764300
OG0006283	XP_009126411.2, XP_009131765.1	Cg008G2765500
OG0006284	XP_009126427.1	Cg008G2767000
OG0006285	XP_009111876.1, XP_009151297.1	Cg008G2841400
OG0006286	XP_033142552.1, XP_009121353.2	Cg008G2768200
OG0006287	XP_033141329.1, XP_009120793.1	Cg008G2770500
OG0006289	XP_033140509.1, XP_009131845.1, XP_009120702.1	Cg008G2777300
OG0006290	XP_009126522.1, XP_009120688.1	Cg008G2778500
OG0006292	XP_009120677.1, XP_009131867.1	Cg008G2779900
OG0006293	XP_009120600.1, XP_009126591.2, XP_009131906.1	Cg003G0996900, Cg003G0997000
OG0006294	XP_018511275.1	Cg003G0996200
OG0006295	XP_009120538.1, XP_009131942.1	Cg003G0993200
OG0006296	XP_009117510.1, XP_033130583.1	Cg004G1438100
OG0006297	XP_033137988.1, XP_033143205.1	Cg003G0988600
OG0006298	XP_009120400.2	Cg003G0979400
OG0006299	XP_009132027.1, XP_009126728.2	Cg003G0978600
OG0006300	XP_009126757.2, XP_033137700.1, XP_009132059.2	Cg003G0973300
OG0006301	XP_033142721.1	Cg001G0178300
OG0006302	XP_009111003.2, XP_018515449.2	Cg006G2202800
OG0006303	XP_009126769.1, XP_009120334.1, XP_009132073.2	Cg003G0972200
OG0006304	XP_009126793.1, XP_009132084.1	Cg003G0970800
OG0006305	XP_009108309.1, XP_009144600.1	Cg001G0230000
OG0006306	XP_009126820.1, XP_009126892.1	Cg003G0967200
OG0006307	XP_018510743.1, XP_009132114.1	Cg003G0966400
OG0006308	XP_009126826.1, XP_009132117.1	Cg003G0966200
OG0006309	XP_018508230.1, XP_009127883.1	Cg007G2488500
OG0006310	XP_009132138.1, XP_009120251.1	Cg003G0962800
OG0006311	XP_009120217.1, XP_009132156.1, XP_009126905.2	Cg003G0959600
OG0006312	XP_009126904.1, XP_009120226.1	Cg003G0960300
OG0006313	XP_009150132.1	Cg002G0531400
OG0006314	XP_009120207.2, XP_009126916.1	Cg003G0958700
OG0006316	XP_009120164.1	Cg003G0954400
OG0006317	XP_009126936.1, XP_009132291.1, XP_009120163.1	Cg003G0954300
OG0006318	XP_009132317.1, NP_001288958.1	Cg003G0951200
OG0006319	XP_009120121.1	Cg003G0949300
OG0006320	XP_033138731.1, XP_009143850.1, XP_009127025.2	Cg003G0940100
OG0006321	XP_009109664.1, XP_009115235.1	Cg001G0302300
OG0006322	XP_009119996.1, XP_009127077.1	Cg003G0934800
OG0006323	XP_009150140.1, XP_009149732.1	Cg002G0532800
OG0006324	XP_009150156.2, XP_009149756.1, XP_009151913.2	Cg002G0535600
OG0006325	XP_009151859.1	Cg008G2940000, Cg002G0535800
OG0006326	XP_009149786.1, XP_009150169.1	Cg002G0538900
OG0006327	XP_009151520.1, XP_009149797.1	Cg002G0540400
OG0006328	XP_009119943.1, XP_009127113.1	Cg003G0926500
OG0006329	XP_009132450.1, XP_009119952.1	Cg003G0927000
OG0006330	XP_009144577.1, XP_009134438.1	Cg014G3033900, Cg003G0721400, Cg014G3034100, Cg003G0721300
OG0006331	XP_009111257.2	Cg014G3028400, Cg003G0726300
OG0006332	XP_009122355.1	Cg008G2644700
OG0006333	XP_009125683.1, XP_009132220.1, XP_009122352.1	Cg008G2645000
OG0006334	XP_009104723.2, XP_009123002.2	Cg007G2326100
OG0006335	XP_009125670.1, XP_009122390.1	Cg008G2642000
OG0006336	XP_009122290.1, XP_009130961.1	Cg008G2639700
OG0006337	XP_009130947.1, XP_009122268.1	Cg008G2637800
OG0006338	XP_009125649.2, XP_009122262.2	Cg008G2637400
OG0006339	XP_009122250.1	Cg008G2636600
OG0006340	XP_009125643.1, XP_009122240.1	Cg008G2636000
OG0006341	XP_033145097.1, XP_009122244.1	Cg008G2635600
OG0006342	XP_009130932.1	Cg008G2634700
OG0006343	XP_009113038.1, XP_009124342.1	Cg002G0563900
OG0006344	XP_009122151.1, XP_033145099.1	Cg008G2626400
OG0006345	XP_009122145.1	Cg008G2625800
OG0006346	XP_009122903.1, XP_009130872.1	Cg008G2624100
OG0006348	XP_009122546.1, XP_009130848.1	Cg008G2621700
OG0006349	XP_009125580.2, XP_009130846.1	Cg008G2621200
OG0006350	XP_033138163.1, XP_009130844.1	Cg008G2621100
OG0006351	XP_009125563.2, XP_009122587.1	Cg008G2617500
OG0006352	XP_009122589.2, XP_009125562.1	Cg008G2617200
OG0006353	XP_009122590.1, XP_009130827.1	Cg008G2617100
OG0006354	XP_018511235.2, XP_009130821.2	Cg008G2616300
OG0006355	XP_033137434.1, XP_018512290.1	Cg008G2611200
OG0006356	XP_009122663.1, XP_009130789.2	Cg008G2610600
OG0006357	XP_009130716.1	Cg008G2604800
OG0006358	XP_009130725.1, XP_009122727.1, XP_033137657.1, XP_009125486.1	Cg008G2603300
OG0006359	XP_009130730.1, XP_009122729.2	Cg008G2602400
OG0006360	XP_009125476.1	Cg008G2601700
OG0006361	XP_033139799.1, XP_009122739.1, XP_009130726.1	Cg008G2601500
OG0006362	XP_009125461.1, XP_009122757.1	Cg008G2599200
OG0006363	XP_009130698.1, XP_033137559.1	Cg008G2595400
OG0006364	XP_009130703.1, XP_009125451.1	Cg008G2596200
OG0006365	XP_009122777.2, XP_009130705.1	Cg008G2596300
OG0006366	XP_009122789.1, XP_009130692.1	Cg008G2595000, Cg006G1851200
OG0006368	XP_033137567.1, XP_033139795.1	Cg002G0578400
OG0006369	XP_009129713.1, XP_009151618.1	Cg008G2880300
OG0006370	XP_009130657.1, XP_009125422.1	Cg008G2588900
OG0006371	XP_009145903.1	Cg004G1249100
OG0006372	XP_033130475.1, XP_009140133.1	Cg001G0392800
OG0006373	XP_009128439.1	Cg007G2576900
OG0006374	XP_009106761.1	Cg007G2484800
OG0006375	XP_009104460.1, XP_009128424.1, XP_009106749.1	Cg007G2575500
OG0006377	XP_009104479.1, XP_009106723.1	Cg007G2573800
OG0006378	XP_033141820.1, XP_009104515.1	Cg007G2567300
OG0006379	XP_009104535.1	Cg007G2565000
OG0006380	XP_009106659.1, XP_009104534.1	Cg007G2564900
OG0006382	XP_009104570.1, XP_033131319.1, XP_009128295.2	Cg007G2555400
OG0006383	XP_033140019.1, XP_009106464.2	Cg007G2552100
OG0006384	XP_009104603.1, XP_009128252.1	Cg007G2548700
OG0006385	XP_009128223.3, XP_009106397.2	Cg007G2544300
OG0006386	XP_009136881.1, XP_009108344.1	Cg001G0223500
OG0006388	XP_009104653.1, XP_009128204.1, XP_009106348.1	Cg007G2539900
OG0006389	XP_009128177.1, XP_009106303.1	Cg007G2535700
OG0006390	XP_009128128.1, XP_033131625.1	Cg007G2528100
OG0006391	XP_009128127.2, XP_009106219.1	Cg007G2527900
OG0006392	XP_033131315.1, XP_009106208.1	Cg007G2526700
OG0006393	XP_033140573.1, XP_009106190.1	Cg007G2524600
OG0006394	XP_009104712.1, XP_009128086.1, XP_009106180.1	Cg007G2523300
OG0006395	XP_009104719.1, XP_009106172.1	Cg007G2288900
OG0006396	XP_009121128.1, XP_009150842.1	Cg004G1408900
OG0006397	XP_009150772.1, XP_009121089.1	Cg004G1413000
OG0006398	XP_009101417.1, XP_009136518.1	Cg002G0530000
OG0006399	XP_009115662.1, XP_009101405.1	Cg002G0530100
OG0006400	XP_009119982.1, XP_009132436.1	Cg003G0933900
OG0006401	XP_009150229.1, XP_009149886.1	Cg002G0551300
OG0006402	XP_009134901.1, XP_033147482.1	Cg004G1128300
OG0006403	XP_009144731.1, XP_009106820.1	Cg006G1783600
OG0006405	XP_009106828.1, XP_033147042.1, XP_033129303.1	Cg006G1785100
OG0006406	XP_009147502.2, XP_009106862.1	Cg006G1786800
OG0006407	XP_009152146.1	Cg002G0674200
OG0006408	XP_009147507.1, XP_009103728.1, XP_009106882.2	Cg006G1788300
OG0006409	XP_009147528.1, XP_009106910.1	Cg006G1790900
OG0006410	XP_009147543.2, XP_009107064.1	Cg006G1792800
OG0006411	XP_009106936.1	Cg006G1793200
OG0006412	XP_009107060.1, XP_009147559.1, XP_009106946.1	Cg006G1794800
OG0006413	XP_033147241.1, XP_009123971.1, XP_033128666.1	Cg006G1798300
OG0006414	XP_009147589.2	Cg006G1799300
OG0006415	XP_009147635.2, XP_009147636.1	Cg006G1804600
OG0006416	XP_009107008.2, XP_009144802.1	Cg006G1804700
OG0006417	XP_018513364.2, XP_033147427.1, XP_009141536.1	Cg005G1573900
OG0006418	XP_009143620.2, XP_009141556.1	Cg005G1573000
OG0006421	XP_009123309.1, XP_009150276.1	Cg002G0590500
OG0006422	XP_009150296.1	Cg002G0590200
OG0006423	XP_033140759.1, XP_009151765.1	Cg002G0619600
OG0006424	XP_009108071.1	Cg001G0308100
OG0006425	XP_009132504.1, XP_033137321.1	Cg003G0913400
OG0006426	XP_009127194.1, XP_009119849.1	Cg003G0914000
OG0006427	XP_009134034.1, XP_009118906.1	Cg003G0834600
OG0006428	XP_009123860.1	Cg003G0829100, Cg003G0877000
OG0006429	XP_009107686.1, XP_009139641.1	Cg001G0286500
OG0006430	XP_009107693.1, XP_009139636.1	Cg001G0284000
OG0006431	XP_033148736.1, XP_033146643.1, XP_009107702.1	Cg001G0282500
OG0006433	XP_009139563.1, XP_009108099.1	Cg001G0272400
OG0006434	XP_009125093.2, XP_009107223.1	Cg001G0268200
OG0006435	XP_018508856.1, XP_033141084.1, XP_009106118.1	Cg007G2515800
OG0006436	XP_009147329.2, XP_009107840.1	Cg001G0252900
OG0006437	XP_009136697.1	Cg001G0252400
OG0006438	XP_009136706.1, XP_033133435.1	Cg001G0250400
OG0006439	XP_009146738.2, XP_009107861.2, XP_009136713.1	Cg001G0248300
OG0006440	XP_009107870.1, XP_009136731.1	Cg001G0246500
OG0006441	XP_009104843.1, XP_009105946.2	Cg007G2498100
OG0006442	XP_009105969.1, XP_009127979.1	Cg007G2502300
OG0006443	XP_009104806.1	Cg007G2504900
OG0006445	XP_009128008.1, XP_009104797.1, XP_009106032.1	Cg007G2507300
OG0006446	XP_009104796.1, XP_009106036.1	Cg007G2507700
OG0006447	XP_009104786.1, XP_009128015.1	Cg007G2509500
OG0006448	XP_009106048.1	Cg007G2510000
OG0006449	XP_009106542.1, XP_009104574.1	Cg007G2554000, Cg007G2554700
OG0006450	XP_009128047.2, XP_009106116.2	Cg007G2515500
OG0006451	XP_009104744.1, XP_009106136.1	Cg007G2518800
OG0006452	XP_009128066.1, XP_009106138.1	Cg007G2519000
OG0006453	XP_009127663.1, XP_009105422.1, XP_033148632.1	Cg007G2456700
OG0006454	XP_009105019.2, XP_009105436.2, XP_009127676.2	Cg007G2458300
OG0006456	XP_009137799.1, XP_009129544.1, XP_009109084.1	Cg001G0116300
OG0006457	XP_009137804.1, XP_009129394.1	Cg001G0114700
OG0006458	XP_009137809.1, XP_009129269.1	Cg001G0113400
OG0006459	XP_009129172.1, XP_009137814.1	Cg001G0112800
OG0006460	XP_033133138.1, XP_009137815.1, XP_009129148.1	Cg001G0112700
OG0006461	XP_009128919.2, XP_009137840.1	Cg001G0109500
OG0006462	XP_009112788.2, XP_009112907.1	Cg007G2264900
OG0006463	XP_009132689.1, XP_033144234.1, XP_009127335.2	Cg003G0888300
OG0006464	XP_018511988.2, XP_018510007.1, XP_009152145.1	Cg002G0674100
OG0006465	XP_009129304.1, XP_033129716.1	Cg002G0625300, Cg002G0625400
OG0006466	XP_009111806.1, XP_009151753.1, XP_009129678.1	Cg002G0606300
OG0006467	XP_009129364.1	Cg002G0637900
OG0006468	XP_009150280.1, XP_009123277.1	Cg002G0596100
OG0006469	XP_033147195.1, XP_009118835.1	Cg005G1457600
OG0006470	XP_009151946.1	Cg002G0650000
OG0006471	XP_009129419.1, XP_009151966.1	Cg002G0651700
OG0006472	XP_009151969.1, XP_009129422.1	Cg002G0652200
OG0006473	XP_009129442.1, XP_009151984.1	Cg002G0654900, Cg002G0654600
OG0006474	XP_009129450.1, XP_009111555.1, XP_009151992.1	Cg002G0655800
OG0006475	XP_009129511.1, XP_009152063.1	Cg002G0663400
OG0006476	XP_009129512.1, XP_009152064.2	Cg002G0663500
OG0006477	XP_009114097.1, XP_018512078.1, XP_009152081.1	Cg002G0666700
OG0006478	XP_033144534.1, XP_009109249.1	Cg001G0160700
OG0006479	XP_009152104.1, XP_009114107.1	Cg002G0669500
OG0006480	XP_009151898.1	Cg002G0631200
OG0006481	XP_033139874.1, XP_009152125.1	Cg002G0671600
OG0006482	XP_009105665.1, XP_033140918.1	Cg007G2469300
OG0006483	XP_009104979.1, XP_033140923.1	Cg007G2469200
OG0006484	XP_033130280.1, XP_033140930.1, XP_033130554.1	Cg007G2466000
OG0006485	XP_009104997.1, XP_009105511.1	Cg007G2465700
OG0006486	XP_009105489.1	Cg007G2464500
OG0006488	XP_009114379.1, XP_009101551.1	Cg008G2967900
OG0006489	XP_009128826.1	Cg008G2966400
OG0006490	XP_009128811.1, XP_009101586.1	Cg008G2962600
OG0006491	XP_009119667.1	Cg006G2245100
OG0006492	XP_009123622.1, XP_009106096.2, XP_009113878.2	Cg008G2954700
OG0006493	XP_009147872.1	Cg006G1836100
OG0006494	XP_033133708.1, XP_009147884.1	Cg006G1835300
OG0006495	XP_009107257.1, XP_009124562.1	Cg006G1833700
OG0006496	XP_009107243.1, XP_009147858.1	Cg006G1832300
OG0006497	XP_009107216.1, XP_009147837.1, XP_033148026.1	Cg006G1829100
OG0006498	XP_009127251.1	Cg003G0906100
OG0006499	XP_009107178.1, XP_009147759.1	Cg006G1819100
OG0006500	XP_009144894.2, XP_009147758.1	Cg006G1818900
OG0006501	XP_009147701.1, XP_033146869.1	Cg006G1812600
OG0006502	XP_018507999.1, XP_009144846.1	Cg006G1811400
OG0006503	XP_009114026.1	Cg003G0935900
OG0006504	XP_009141359.2, XP_009132974.1, XP_009143811.2, XP_009143809.2	Cg005G1592000
OG0006505	XP_009143764.1, XP_009132993.1	Cg005G1587600
OG0006506	XP_009143763.2	Cg005G1587400
OG0006507	XP_033146309.1, XP_009143758.1	Cg005G1587100
OG0006508	XP_009133003.3, XP_009143739.1	Cg005G1584800
OG0006509	XP_009141410.1, XP_009143725.1	Cg005G1584000
OG0006510	XP_033146312.1, XP_009133014.1, XP_009143693.1	Cg005G1581500
OG0006511	XP_009143647.1, XP_009141500.1	Cg005G1577300
OG0006512	XP_009141505.1	Cg005G1576700
OG0006513	XP_009133041.1, XP_009141516.1	Cg005G1575600
OG0006516	XP_018510714.2, XP_018509337.2, XP_009137000.2	Cg001G0207800
OG0006517	XP_009132638.1, XP_009108420.2	Cg001G0207900
OG0006518	XP_009132556.1, XP_009108415.1	Cg001G0208700
OG0006519	XP_009136994.1, XP_009108413.2, XP_009132524.1	Cg001G0209000
OG0006520	XP_009132274.1	Cg001G0212500
OG0006521	XP_009108387.2	Cg001G0213300
OG0006522	XP_033129677.1, XP_009108361.1	Cg001G0217500
OG0006523	XP_009111786.1, XP_009151794.1	Cg002G0625800
OG0006524	XP_009136927.1, XP_009131682.1	Cg001G0218000
OG0006525	XP_009131506.1, XP_009136915.1	Cg001G0219700
OG0006526	XP_009136907.1, XP_009131449.1	Cg001G0220400
OG0006527	XP_009136892.1, XP_009131245.2	Cg001G0221700
OG0006528	XP_033144964.1, XP_033129562.1	Cg001G0222800
OG0006529	XP_009131135.1, XP_009136880.1	Cg001G0223600
OG0006530	XP_009136860.2, XP_009130866.1	Cg001G0225900
OG0006531	XP_009136845.1, XP_009108322.1	Cg001G0228100
OG0006532	XP_009144653.2, XP_009108302.1	Cg001G0230800
OG0006533	XP_033132743.1, XP_018513030.1	Cg001G0231100
OG0006534	XP_009149316.1, XP_009115786.3	Cg002G0517600
OG0006535	XP_009136579.1, XP_009115780.1	Cg002G0518200
OG0006536	XP_009115770.1, XP_009136572.1	Cg002G0519000
OG0006537	XP_009115764.1, XP_009136565.1	Cg002G0519400
OG0006538	XP_009136544.1, XP_033138244.1, XP_009115716.1	Cg002G0524100
OG0006539	XP_033143696.1	Cg001G0167500
OG0006540	XP_009137042.1, XP_009137354.1	Cg001G0169300
OG0006541	XP_009119801.1, XP_009127235.1, XP_009132525.1	Cg003G0908500
OG0006542	XP_009127332.1, XP_009140884.1	Cg003G0888900
OG0006543	NP_001289004.1, XP_009140880.1	Cg003G0893000
OG0006544	XP_009132620.1, XP_009127325.1	Cg003G0893500
OG0006545	XP_009112256.2, XP_009136193.1	Cg004G1356600
OG0006546	XP_018508571.1, XP_009123230.1	Cg004G1378600, Cg004G1388600
OG0006547	XP_009102332.1, XP_009123231.1	Cg004G1387900, Cg004G1379700
OG0006549	XP_009121163.1, XP_009150855.1	Cg004G1406200
OG0006550	XP_009137410.2, XP_009137614.1	Cg001G0163900
OG0006551	XP_018511371.2, XP_009137596.1	Cg001G0164000
OG0006552	XP_009137402.1, XP_009137393.1	Cg001G0165700
OG0006553	XP_009137388.1, XP_009137362.1	Cg001G0166400
OG0006554	XP_033136158.1	Cg001G0177200
OG0006555	XP_009136072.1	Cg001G0177400
OG0006556	XP_009137269.1, XP_033132945.1, XP_009136061.2	Cg001G0177700
OG0006557	XP_009108578.2, XP_009136051.1	Cg001G0177800
OG0006558	XP_009137245.1, XP_018508192.1	Cg001G0181300
OG0006560	XP_009112739.2	Cg007G2271500
OG0006561	XP_009133667.1, XP_009137146.1	Cg001G0198600
OG0006563	XP_009108522.1, XP_009134130.1	Cg001G0194800
OG0006564	XP_009134188.2, XP_009123826.2	Cg001G0194200
OG0006565	XP_009140705.1, XP_009132516.2	Cg005G1718700
OG0006566	XP_009137167.1, XP_009134445.1	Cg001G0193000
OG0006567	XP_033142753.1, XP_009134573.1, XP_033133300.1	Cg001G0192200
OG0006568	XP_009137189.1, XP_009134735.1	Cg001G0190200
OG0006569	XP_009134779.1, XP_009137194.1	Cg001G0189900
OG0006570	XP_009137199.1, XP_009108489.1	Cg001G0188000
OG0006571	XP_009135114.1, XP_009137210.1	Cg001G0186500
OG0006572	XP_009135325.1, XP_009108534.1	Cg001G0185200
OG0006573	XP_009137019.1, XP_009133245.1	Cg001G0202600
OG0006574	XP_033129450.1, XP_009137130.1	Cg001G0204100
OG0006575	XP_033132429.1	Cg001G0241100
OG0006576	XP_033144788.1, XP_009145660.1	Cg001G0238100
OG0006577	XP_009136810.1, XP_033145786.1	Cg001G0235500
OG0006578	XP_009136818.1, XP_009136814.1	Cg001G0233100
OG0006579	XP_009112313.2	Cg003G1063600
OG0006580	XP_009112311.1, XP_033131241.1, XP_009130560.1	Cg003G1063800
OG0006581	XP_033141405.1, XP_009112291.1	Cg003G1065900
OG0006582	XP_009116998.2, XP_009104415.1	Cg002G0396200
OG0006583	XP_009138693.1	Cg002G0399200
OG0006584	XP_009138706.1, XP_009116958.1	Cg002G0401700
OG0006585	XP_033135046.1	Cg002G0404100
OG0006586	XP_009116878.1, XP_009138740.2	Cg002G0409600
OG0006587	XP_009116868.1, XP_033130915.1, XP_009138742.1	Cg002G0410100
OG0006588	XP_009104339.1	Cg002G0413100
OG0006589	XP_009104334.1, XP_009116837.1	Cg002G0413500
OG0006590	XP_009116798.1, XP_009138777.1	Cg002G0416800
OG0006591	XP_009116786.2, XP_009138781.1, XP_009104296.1	Cg002G0417600
OG0006592	XP_009104286.1	Cg002G0419300
OG0006593	XP_018510230.1, XP_009138819.1	Cg002G0421600
OG0006594	XP_009138854.1, XP_009104251.1	Cg008G2904400
OG0006595	XP_009116649.1, XP_033146191.1	Cg002G0429500
OG0006596	XP_009104169.1, XP_009116556.1	Cg002G0438200
OG0006597	XP_009104167.2, XP_009116549.1	Cg002G0438600
OG0006599	XP_009132692.1	Cg003G0887700
OG0006600	XP_009139027.1, XP_033136011.1	Cg002G0448900
OG0006601	XP_009116450.2, XP_033146476.1, XP_033131656.1	Cg002G0449500
OG0006602	XP_009116433.2, XP_009139041.2	Cg002G0451300
OG0006603	XP_033146545.1, XP_009116383.1, XP_009116385.1	Cg002G0456100
OG0006604	XP_009139095.1, XP_009116350.1	Cg002G0459900
OG0006605	XP_009103982.1, XP_009116317.1	Cg002G0462800
OG0006606	XP_009116296.1, XP_009139125.1	Cg002G0464700
OG0006607	XP_009116284.2, XP_009103975.1	Cg002G0465900
OG0006608	XP_009116242.1, XP_009139161.1	Cg002G0471300
OG0006609	XP_009139163.1, XP_009139165.1	Cg002G0471600
OG0006610	XP_009139196.1, XP_033134654.1	Cg002G0474600
OG0006611	XP_009103939.1, XP_009116169.1	Cg002G0477700
OG0006612	XP_009103936.1, XP_009116161.2	Cg002G0478600
OG0006614	XP_018515275.2, XP_009115986.1, XP_009125236.2	Cg002G0498900
OG0006615	XP_009119923.1	Cg003G0922300
OG0006616	XP_009119918.1	Cg003G0921900
OG0006617	XP_009127146.1, XP_009119916.1	Cg003G0921100
OG0006618	XP_009136746.1, XP_009146416.1	Cg001G0243800
OG0006620	XP_009102512.1, XP_009105901.1	Cg004G1314700
OG0006621	XP_033130792.1, XP_009127539.1, XP_033132111.1	Cg007G2439200
OG0006622	XP_009127579.1, XP_009105335.1	Cg007G2445300
OG0006623	XP_009127584.1, XP_009105088.1	Cg007G2445600
OG0006624	XP_009127610.1, XP_009105365.1	Cg007G2450100
