Orthogroup	Brassica_rapa	Rorippa_islandica
OG0008683	XP_009132246.2, XP_009121533.3	Roisl.0210s1294.1.p
OG0008684	XP_009121544.1	Roisl.0210s1277.1.p
OG0008685	XP_033142895.1, XP_009121546.1	Roisl.0210s1275.1.p
OG0008686	XP_033140090.1, XP_009121547.2	Roisl.0210s1274.1.p
OG0008687	XP_009136188.1	Roisl.0038s0038.1.p
OG0008688	XP_009131487.1, XP_009126061.1	Roisl.0210s1261.1.p
OG0008689	XP_009121557.1, XP_009126059.1	Roisl.0210s1258.1.p
OG0008691	XP_009121588.1, XP_009131456.1	Roisl.0210s1231.1.p
OG0008692	XP_009143925.1, XP_009132906.1	Roisl.0028s0673.1.p
OG0008693	XP_009126027.1	Roisl.0210s1208.1.p
OG0008694	XP_009127093.1	Roisl.0091s0731.1.p
OG0008695	XP_009146242.1	Roisl.0074s0409.1.p
OG0008696	XP_009125968.1, XP_009121680.1	Roisl.0210s1127.1.p
OG0008697	XP_009121689.3	Roisl.0210s1120.1.p
OG0008698	XP_009131368.2	Roisl.0210s1090.1.p
OG0008699	XP_009121720.2, XP_009131365.1	Roisl.0210s1085.1.p
OG0008700	XP_009132382.1	Roisl.0080s0785.1.p
OG0008701	XP_009125930.1, XP_009121742.2	Roisl.0210s1063.1.p
OG0008702	XP_009125921.1, XP_009121754.1	Roisl.0210s1051.1.p
OG0008703	XP_009121769.1	Roisl.0210s1026.1.p
OG0008704	XP_009125901.1, XP_009121776.1	Roisl.0210s1018.1.p
OG0008705	XP_009131320.1, XP_009122877.1	Roisl.0210s1003.1.p
OG0008706	XP_009125887.1, XP_009121794.2	Roisl.0210s1002.1.p
OG0008707	XP_009121799.1, XP_009131317.1	Roisl.0210s0998.1.p
OG0008708	XP_009125886.1, XP_009121802.1	Roisl.0210s0995.1.p
OG0008709	XP_009125884.1, XP_009121805.2	Roisl.0210s0994.1.p
OG0008710	XP_009121839.2, XP_009121841.2, XP_009121842.1	Roisl.0210s0970.1.p
OG0008711	XP_009121848.1	Roisl.0210s0967.1.p
OG0008712	XP_009125857.1, XP_009121858.1	Roisl.0210s0957.1.p
OG0008713	XP_009121859.1	Roisl.0210s0956.1.p
OG0008714	XP_009121861.1, XP_009131269.1	Roisl.0210s0951.1.p
OG0008715	XP_009131259.1, XP_009121873.1	Roisl.0210s0943.1.p
OG0008716	XP_009125841.1, XP_009131249.1	Roisl.0210s0925.1.p
OG0008717	XP_009125839.1, XP_033137886.1	Roisl.0210s0923.1.p
OG0008718	XP_009121902.1, XP_009131244.1	Roisl.0210s0916.1.p
OG0008719	XP_009121904.2, XP_033144991.1	Roisl.0210s0915.1.p
OG0008720	XP_009131237.2, XP_009125833.2	Roisl.0210s0910.1.p
OG0008721	XP_009121935.2	Roisl.0210s0873.1.p
OG0008722	XP_009121966.1, XP_009125799.1	Roisl.0210s0848.1.p
OG0008723	XP_009120034.1, XP_009127027.1	Roisl.0080s0823.1.p
OG0008724	XP_033138524.1, XP_009125787.1	Roisl.0210s0830.1.p
OG0008725	XP_009122005.1, XP_033140346.1	Roisl.0210s0814.1.p
OG0008726	XP_009122007.1, XP_009125262.1	Roisl.0210s0813.1.p
OG0008727	XP_033140347.1, XP_009122031.1	Roisl.0210s0788.1.p
OG0008728	XP_009131171.1, XP_009122034.2	Roisl.0210s0781.1.p
OG0008729	XP_009122049.2, XP_009131162.1	Roisl.0210s0766.1.p
OG0008730	XP_009125325.1	Roisl.0210s0731.1.p
OG0008731	XP_009125331.1, XP_033137440.1	Roisl.0210s0717.1.p
OG0008732	XP_009125340.1, XP_009122113.1	Roisl.0210s0699.1.p
OG0008733	XP_009125352.1, XP_009122534.1	Roisl.0210s0680.1.p
OG0008735	XP_009131107.1, XP_009122505.1	Roisl.0210s0636.1.p
OG0008736	XP_009125750.1	Roisl.0210s0631.1.p
OG0008737	XP_009122475.1, XP_009131091.1	Roisl.0210s0611.1.p
OG0008738	XP_009131082.1, XP_009122471.1	Roisl.0210s0608.1.p
OG0008739	XP_009151852.1, XP_009129361.1	Roisl.0188s0119.1.p
OG0008740	XP_009127360.1	Roisl.0214s0199.1.p
OG0008741	XP_018513601.1	Roisl.0210s0589.1.p
OG0008742	XP_009122434.1, XP_018513277.1	Roisl.0210s0566.1.p
OG0008743	XP_009125716.1, XP_009122416.1, XP_018513428.1	Roisl.0210s0548.1.p
OG0008744	XP_009125711.1, XP_033138444.1	Roisl.0210s0536.1.p
OG0008745	XP_009125705.1, XP_009131024.1	Roisl.0210s0532.1.p
OG0008746	XP_009122401.1, XP_009131014.1	Roisl.0210s0523.1.p
OG0008747	XP_009122325.2, XP_033141825.1	Roisl.0210s0501.1.p
OG0008748	XP_009111252.2	Roisl.0082s0389.1.p
OG0008749	XP_009144539.1, XP_033142103.1	Roisl.0082s0387.1.p
OG0008750	XP_009122154.1, XP_009144523.3	Roisl.0082s0357.1.p
OG0008751	XP_009122116.1	Roisl.0082s0356.1.p
OG0008752	XP_009121951.1	Roisl.0082s0338.1.p
OG0008753	XP_009138864.2	Roisl.0022s0152.1.p
OG0008754	XP_009138839.1	Roisl.0012s0011.1.p
OG0008755	XP_009137480.1, XP_009138628.1	Roisl.0022s0134.1.p
OG0008756	XP_009138618.1	Roisl.0022s0133.1.p
OG0008757	XP_009128508.1	Roisl.0191s0572.1.p
OG0008758	XP_009103548.1, XP_009123176.1	Roisl.0029s0067.1.p
OG0008759	XP_009103552.1	Roisl.0029s0059.1.p
OG0008760	XP_009133925.1, XP_009103559.1	Roisl.0010s0016.1.p
OG0008761	XP_009140751.2	Roisl.0029s0006.1.p
OG0008762	XP_009140783.2, XP_009103583.1	Roisl.0204s0124.1.p
OG0008763	XP_009140791.1	Roisl.0204s0108.1.p
OG0008764	XP_009140795.1, XP_009103593.1	Roisl.0204s0085.1.p
OG0008765	XP_009140798.1, XP_033143929.1	Roisl.0204s0084.1.p
OG0008766	XP_009140812.2	Roisl.0204s0051.1.p
OG0008768	XP_009140819.1, XP_009103619.1	Roisl.0204s0027.1.p
OG0008769	XP_033130149.1	Roisl.0204s0022.1.p
OG0008770	XP_018514141.1	Roisl.0204s0017.1.p
OG0008771	XP_009103628.1	Roisl.0204s0009.1.p
OG0008772	XP_033130350.1, XP_009140837.2	Roisl.0082s0544.1.p
OG0008773	XP_009103643.1	Roisl.0082s0553.1.p
OG0008774	XP_009140845.2, XP_009103648.1	Roisl.0082s0558.1.p
OG0008775	XP_009140846.1, XP_009103645.1	Roisl.0082s0560.1.p
OG0008776	XP_009140900.1, XP_009103683.1	Roisl.0082s0597.1.p
OG0008777	XP_009140903.1, XP_009103686.1	Roisl.0082s0602.1.p
OG0008778	XP_009106885.1	Roisl.0082s0625.1.p, Roisl.0017s0025.1.p, Roisl.0033s0163.1.p
OG0008779	XP_009140927.1, XP_009103702.1	Roisl.0082s0633.1.p
OG0008780	XP_009103713.1, XP_009140941.1	Roisl.0082s0649.1.p
OG0008781	XP_009103714.1, XP_009140942.1	Roisl.0082s0650.1.p
OG0008782	XP_009140943.1	Roisl.0082s0651.1.p
OG0008783	XP_009133861.1, XP_009140951.1, XP_033130326.1	Roisl.0082s0659.1.p
OG0008784	XP_009103719.1, XP_033145277.1	Roisl.0082s0660.1.p
OG0008785	XP_009124371.2, NP_001288899.1	Roisl.0082s0671.1.p
OG0008786	XP_009140961.1, XP_033131578.1	Roisl.0082s0693.1.p
OG0008787	XP_009144380.2	Roisl.0082s0728.1.p
OG0008788	XP_009140999.1	Roisl.0082s0729.1.p
OG0008789	XP_009144338.1, XP_009141031.1	Roisl.0033s0015.1.p
OG0008790	XP_009144333.2, XP_009132711.2	Roisl.0033s0021.1.p
OG0008791	XP_009141036.1	Roisl.0033s0025.1.p
OG0008792	XP_009132714.1, XP_009141041.1, XP_009144327.1	Roisl.0033s0029.1.p
OG0008793	XP_009144312.1	Roisl.0033s0043.1.p
OG0008794	XP_009144307.1	Roisl.0033s0056.1.p
OG0008795	XP_009132742.1, XP_009144295.1	Roisl.0033s0070.1.p
OG0008796	XP_009132743.1, XP_009141428.1	Roisl.0033s0074.1.p
OG0008797	XP_009141093.1	Roisl.0033s0094.1.p
OG0008798	XP_009141128.2	Roisl.0033s0142.1.p
OG0008799	XP_009144598.1, XP_009132769.1	Roisl.0033s0132.1.p
OG0008800	XP_009132768.1	Roisl.0033s0131.1.p
OG0008801	XP_009141139.1	Roisl.0033s0120.1.p
OG0008802	XP_009141144.1	Roisl.0033s0114.1.p
OG0008803	XP_009144244.1, XP_009141146.2	Roisl.0033s0110.1.p
OG0008805	XP_033145508.1, XP_009132782.1	Roisl.0017s0520.1.p
OG0008806	XP_009141176.1, XP_009132814.1	Roisl.0017s0479.1.p
OG0008807	XP_018514509.2, XP_009141191.2	Roisl.0017s0472.1.p
OG0008809	XP_033147699.1	Roisl.0017s0437.1.p
OG0008810	XP_009141244.1, XP_009143997.1	Roisl.0028s0636.1.p
OG0008811	XP_009143966.1, XP_009132835.1	Roisl.0028s0616.1.p
OG0008812	XP_009107672.1	Roisl.0185s0059.1.p
OG0008814	XP_009141278.2	Roisl.0028s0668.1.p
OG0008815	XP_009141292.1	Roisl.0028s0708.1.p
OG0008816	XP_009141299.2, XP_009132919.1	Roisl.0028s0720.1.p
OG0008817	XP_009132920.1	Roisl.0028s0728.1.p
OG0008818	XP_009141305.2, XP_009143873.1	Roisl.0028s0729.1.p
OG0008819	XP_009141307.1, XP_033147806.1	Roisl.0028s0732.1.p
OG0008820	XP_009143862.1, XP_009141311.1	Roisl.0028s0737.1.p
OG0008821	XP_009123880.1, XP_009101794.1	Roisl.0012s0093.1.p
OG0008822	XP_033129183.1, XP_033136288.1	Roisl.0012s0125.1.p
OG0008823	XP_009113983.1, XP_009101773.1	Roisl.0012s0139.1.p
OG0008824	XP_009123905.1	Roisl.0012s0178.1.p, Roisl.0012s0162.1.p
OG0008825	XP_009113978.2, XP_033140625.1	Roisl.0012s0184.1.p
OG0008826	XP_009101757.1, XP_009123920.1	Roisl.0012s0187.1.p
OG0008827	XP_009137452.1, XP_009138109.1	Roisl.0022s0094.1.p
OG0008828	XP_009101727.2, XP_009113932.1	Roisl.0012s0249.1.p
OG0008829	XP_009121833.1	Roisl.0082s0322.1.p
OG0008829	XP_033138175.1	Roisl.0210s0302.1.p
OG0008830	XP_009138932.1	Roisl.0022s0159.1.p
OG0008831	XP_033142983.1	Roisl.0022s0161.1.p
OG0008832	XP_009137516.1, XP_009139151.1	Roisl.0022s0178.1.p
OG0008833	XP_009118942.1	Roisl.0013s0172.1.p
OG0008834	XP_009145032.1, XP_009107407.2	Roisl.0013s0177.1.p
OG0008835	XP_009107414.1, XP_009145029.1	Roisl.0013s0183.1.p
OG0008836	XP_009145027.1	Roisl.0013s0190.1.p, Roisl.0013s0191.1.p
OG0008838	XP_009107423.2, XP_009123161.1	Roisl.0013s0209.1.p
OG0008839	XP_009107452.1	Roisl.0066s0384.1.p
OG0008840	XP_009123523.1, XP_009107443.1	Roisl.0066s0359.1.p
OG0008841	XP_009123449.1, XP_009124593.1	Roisl.0066s0337.1.p
OG0008842	XP_009109781.1, XP_009113736.1	Roisl.0213s0037.1.p
OG0008843	XP_009102942.2, XP_009113726.1	Roisl.0213s0050.1.p
OG0008844	XP_009102929.2, XP_009113696.1	Roisl.0213s0074.1.p
OG0008845	XP_009136104.1	Roisl.0053s0159.1.p
OG0008846	XP_009102920.1, XP_033135652.1	Roisl.0213s0090.1.p
OG0008847	XP_009109726.1, XP_009113666.2	Roisl.0213s0104.1.p
OG0008848	XP_009102887.1, XP_009123178.1	Roisl.0213s0149.1.p
OG0008849	XP_009115261.1	Roisl.0213s0172.1.p
OG0008850	XP_009102867.1, XP_009115262.1	Roisl.0213s0173.1.p
OG0008851	XP_009115259.2, NP_001306245.1	Roisl.0213s0177.1.p
OG0008852	XP_033132865.1, XP_009102833.1	Roisl.0213s0222.1.p
OG0008853	XP_009111871.1	Roisl.0198s0029.1.p
OG0008854	XP_009109644.1, XP_009115218.1	Roisl.0213s0235.1.p
OG0008855	XP_009102799.2	Roisl.0213s0256.1.p
OG0008856	XP_018508312.1, XP_009115200.1	Roisl.0213s0265.1.p
OG0008857	XP_009115164.2, XP_009109594.2	Roisl.0213s0293.1.p
OG0008858	XP_009124606.1, XP_009144762.1	Roisl.0213s0328.1.p
OG0008859	XP_009115058.1, XP_009144742.1	Roisl.0213s0331.1.p
OG0008860	XP_009115050.1	Roisl.0213s0338.1.p
OG0008861	XP_009115042.1, XP_009102685.1	Roisl.0213s0348.1.p
OG0008862	XP_009115029.1, XP_009107758.2	Roisl.0213s0360.1.p
OG0008863	XP_033135807.1, XP_033135689.1	Roisl.0213s0371.1.p
OG0008864	XP_009107749.1, XP_009115024.1	Roisl.0213s0374.1.p
OG0008865	XP_009115005.1	Roisl.0213s0401.1.p
OG0008866	XP_009115000.1, XP_009102670.1	Roisl.0213s0414.1.p
OG0008867	XP_033138103.1	Roisl.0214s0211.1.p
OG0008868	XP_018510450.1, XP_009108116.1	Roisl.0213s0432.1.p
OG0008869	XP_009114957.1	Roisl.0213s0459.1.p
OG0008870	XP_009114931.1, XP_009108001.1	Roisl.0213s0476.1.p
OG0008871	XP_009151423.1	Roisl.0209s0191.1.p
OG0008872	XP_009114873.1	Roisl.0209s0165.1.p
OG0008873	XP_009143683.1	Roisl.0028s0948.1.p
OG0008874	XP_009101252.2	Roisl.0011s0147.1.p
OG0008875	XP_009101233.1	Roisl.0011s0175.1.p, Roisl.0011s0176.1.p
OG0008876	XP_009152195.1	Roisl.0011s0245.1.p
OG0008877	XP_009116873.2	Roisl.0018s0330.1.p, Roisl.0009s0326.1.p
OG0008878	XP_009112331.1, XP_009103490.2	Roisl.0024s0598.1.p
OG0008879	XP_009130551.1, XP_009103486.1	Roisl.0024s0595.1.p
OG0008880	XP_009103484.1, XP_009112334.1	Roisl.0024s0593.1.p
OG0008881	XP_009112345.1, XP_009103465.1	Roisl.0024s0575.1.p
OG0008882	XP_009112348.1	Roisl.0024s0573.1.p
OG0008883	XP_009112350.1, XP_033131421.1	Roisl.0024s0570.1.p
OG0008884	XP_033130985.1, XP_009103460.1, XP_009112352.1	Roisl.0024s0563.1.p
OG0008885	XP_009129261.1, XP_009103456.1	Roisl.0024s0555.1.p
OG0008886	XP_009103437.1	Roisl.0024s0536.1.p
OG0008887	XP_009103434.1	Roisl.0024s0533.1.p
OG0008888	XP_009150703.1	Roisl.0024s0513.1.p
OG0008889	XP_009130534.1, XP_009112231.1	Roisl.0024s0505.1.p
OG0008890	XP_009130531.1	Roisl.0024s0492.1.p
OG0008891	XP_009130523.1, XP_009150657.1	Roisl.0024s0463.1.p
OG0008892	XP_009150653.1, XP_009130519.1	Roisl.0024s0460.1.p
OG0008893	XP_009150645.1	Roisl.0024s0450.1.p
OG0008894	XP_018512319.1, XP_009150612.1	Roisl.0024s0417.1.p
OG0008895	XP_009150597.1, XP_009130492.1	Roisl.0024s0403.1.p
OG0008896	XP_033128205.1, XP_033140907.1	Roisl.0024s0402.1.p
OG0008897	XP_009112168.1, XP_009150593.1	Roisl.0024s0400.1.p
OG0008898	XP_009130484.1, XP_009150578.1	Roisl.0024s0393.1.p
OG0008899	XP_009150570.1	Roisl.0024s0383.1.p
OG0008900	XP_033128207.1, XP_018511850.1	Roisl.0024s0371.1.p
OG0008901	XP_009150545.1, XP_009112147.1	Roisl.0024s0348.1.p
OG0008902	XP_009150508.1, XP_009112128.1	Roisl.0024s0313.1.p
OG0008903	XP_009130442.1	Roisl.0024s0303.1.p
OG0008904	XP_009150476.1	Roisl.0024s0286.1.p
OG0008905	XP_009130425.1, XP_009150459.1	Roisl.0024s0274.1.p
OG0008906	XP_009112110.1, XP_009150452.1	Roisl.0024s0267.1.p
OG0008907	XP_009130274.1, XP_009150443.1	Roisl.0024s0258.1.p
OG0008908	XP_018515134.1	Roisl.0024s0246.1.p
OG0008909	XP_009150402.1	Roisl.0024s0225.1.p
OG0008910	XP_033128679.1, XP_033141659.1	Roisl.0024s0210.1.p
OG0008911	XP_009112071.1, XP_009150382.1	Roisl.0024s0198.1.p
OG0008912	XP_009112044.1, XP_009151418.1	Roisl.0024s0166.1.p
OG0008913	XP_009130237.2, XP_033129852.1	Roisl.0024s0156.1.p
OG0008914	XP_009130232.1, XP_009151401.1	Roisl.0024s0150.1.p
OG0008915	XP_033128471.1, XP_033140048.1	Roisl.0024s0143.1.p
OG0008916	XP_033128226.1	Roisl.0024s0135.1.p
OG0008917	XP_033136801.1, XP_033140336.1	Roisl.0024s0124.1.p
OG0008918	XP_009130223.1, XP_009151374.1	Roisl.0024s0119.1.p
OG0008919	XP_009151363.2, XP_009130213.1	Roisl.0080s0004.1.p
OG0008920	XP_033130076.1, XP_009112019.1	Roisl.0080s0011.1.p
OG0008921	XP_009130207.1, XP_033130069.1	Roisl.0080s0017.1.p
OG0008922	XP_009130195.1	Roisl.0080s0035.1.p
OG0008923	XP_009151326.1	Roisl.0080s0046.1.p
OG0008924	XP_009130189.2, XP_009130190.1, XP_009151322.1	Roisl.0080s0049.1.p
OG0008925	XP_033128991.1	Roisl.0080s0053.1.p
OG0008926	NP_001288807.1, XP_009130177.1	Roisl.0080s0067.1.p
OG0008927	XP_009150124.1, XP_009112001.2	Roisl.0080s0075.1.p
OG0008928	XP_009136472.2	Roisl.0080s0110.1.p
OG0008929	XP_009130151.1, XP_009111978.1	Roisl.0080s0146.1.p
OG0008930	XP_009136396.2	Roisl.0210s1969.1.p
OG0008931	XP_018512359.1, XP_009136379.1	Roisl.0210s1980.1.p
OG0008932	XP_009130123.1, XP_009136378.1	Roisl.0210s1983.1.p
OG0008933	XP_009141488.1	Roisl.0210s1996.1.p
OG0008934	XP_009150869.1	Roisl.0210s1999.1.p
OG0008935	XP_009150878.1, XP_009130112.1	Roisl.0210s2013.1.p
OG0008936	XP_033135756.1, XP_009150881.1	Roisl.0210s2016.1.p
OG0008937	XP_009144801.1, XP_009150887.1	Roisl.0210s2027.1.p
OG0008938	XP_009150918.2, XP_009130097.2	Roisl.0210s2062.1.p
OG0008939	XP_033140435.1	Roisl.0046s0091.1.p
OG0008940	XP_009150968.1, XP_009111628.1	Roisl.0046s0118.1.p
OG0008941	XP_009111630.1, XP_033135024.1, XP_009111631.1, XP_033128431.1	Roisl.0046s0122.1.p
OG0008942	XP_009150981.1, XP_009130056.1	Roisl.0046s0138.1.p
OG0008943	XP_009130055.1, XP_009150984.1	Roisl.0046s0140.1.p
OG0008944	XP_009150997.2, XP_009111642.2	Roisl.0046s0148.1.p
OG0008945	XP_018515434.1, XP_018510673.1	Roisl.0046s0173.1.p
OG0008946	XP_009129991.2, XP_009151023.1	Roisl.0046s0176.1.p
OG0008947	XP_009129987.2, XP_009111656.1	Roisl.0019s0856.1.p, Roisl.0046s0192.1.p
OG0008948	XP_009151042.1, XP_009129982.1	Roisl.0046s0195.1.p
OG0008949	XP_009129972.1, XP_009111661.1	Roisl.0046s0204.1.p
OG0008950	XP_009151060.1, XP_009129970.1	Roisl.0046s0219.1.p
OG0008951	XP_009111675.1, XP_009151097.1	Roisl.0046s0253.1.p
OG0008952	XP_033134883.1, XP_009151106.1	Roisl.0046s0264.1.p
OG0008953	XP_009111692.1	Roisl.0046s0298.1.p
OG0008954	XP_009120874.1, XP_009126374.1	Roisl.0210s1675.1.p
OG0008955	XP_033138622.1, XP_009126381.1	Roisl.0210s1684.1.p
OG0008956	XP_009120870.1	Roisl.0210s1680.1.p
OG0008957	XP_009126380.1, XP_009131744.1	Roisl.0210s1679.1.p
OG0008958	XP_009126378.1, XP_033138629.1	Roisl.0210s1678.1.p
OG0008959	XP_009126376.1	Roisl.0210s1676.1.p
OG0008960	XP_009126386.1, XP_009120862.1	Roisl.0210s1693.1.p
OG0008961	XP_033138607.1	Roisl.0210s1694.1.p
OG0008962	XP_009120861.1, XP_009131749.1	Roisl.0210s1695.1.p
OG0008963	XP_009120848.2, XP_009126399.1	Roisl.0210s1712.1.p
OG0008964	XP_009126403.1, XP_009120845.1	Roisl.0210s1715.1.p
OG0008965	XP_009131777.1, XP_009126425.1	Roisl.0210s1740.1.p
OG0008966	XP_009120837.1, XP_009131781.1	Roisl.0210s1744.1.p
OG0008967	XP_033141619.1, XP_009120833.1	Roisl.0210s1748.1.p
OG0008968	XP_009126433.1, XP_009120824.1	Roisl.0210s1753.1.p
OG0008969	XP_009126448.1, XP_009120800.1	Roisl.0210s1776.1.p
OG0008970	XP_009120780.1, XP_009126470.1	Roisl.0210s1796.1.p
OG0008971	XP_009120764.1	Roisl.0210s1809.1.p
OG0008972	XP_009131821.1, XP_009126486.1	Roisl.0210s1811.1.p
OG0008973	XP_009120747.1, XP_009126493.2	Roisl.0210s1820.1.p
OG0008974	XP_009131831.1, XP_033138592.1	Roisl.0210s1823.1.p
OG0008975	XP_009120735.1, XP_009131835.1	Roisl.0210s1829.1.p
OG0008976	XP_009120733.1, XP_009126499.1	Roisl.0210s1832.1.p
OG0008977	XP_009120708.1, XP_009131840.1	Roisl.0210s1852.1.p
OG0008978	XP_009131850.2, XP_009120691.1	Roisl.0210s1863.1.p
OG0008979	XP_009121340.2	Roisl.0210s1877.1.p
OG0008980	XP_009126537.1, XP_009120665.1	Roisl.0210s1897.1.p
OG0008981	XP_009126540.1, XP_033138651.1	Roisl.0210s1902.1.p
OG0008982	XP_009120638.2, XP_009126554.1	Roisl.0210s1924.1.p
OG0008983	XP_033142358.1, XP_009132456.2	Roisl.0052s0029.1.p
OG0008984	XP_009126571.2	Roisl.0210s1944.1.p
OG0008985	XP_009120615.1, XP_009126579.1	Roisl.0210s1963.1.p
OG0008986	XP_009120603.1, XP_033140846.1	Roisl.0080s0199.1.p
OG0008987	XP_009120567.1, XP_009131921.1	Roisl.0080s0235.1.p
OG0008988	XP_018512443.1	Roisl.0080s0246.1.p
OG0008989	XP_009120517.2, XP_009126631.1	Roisl.0080s0271.1.p
OG0008990	XP_009126635.1, XP_009120514.1	Roisl.0080s0274.1.p
OG0008991	XP_009120499.1, XP_009126662.2	Roisl.0080s0295.1.p
OG0008992	XP_033142431.1	Roisl.0080s0285.1.p
OG0008993	XP_009120494.1, XP_009126667.1	Roisl.0080s0298.1.p
OG0008994	XP_033137998.1, XP_009132013.1	Roisl.0080s0369.1.p
OG0008995	XP_009126718.1, XP_033137995.1	Roisl.0080s0373.1.p
OG0008996	XP_009120410.1, XP_033141245.1	Roisl.0080s0386.1.p
OG0008997	XP_009126722.1, XP_009120405.1	Roisl.0080s0391.1.p
OG0008998	XP_018511094.1	Roisl.0080s0395.1.p
OG0008999	XP_009120381.1	Roisl.0080s0426.1.p
OG0009000	XP_009120349.1, XP_009132055.2	Roisl.0080s0454.1.p
OG0009001	XP_033144539.1, XP_009126766.1	Roisl.0080s0465.1.p
OG0009002	XP_033140244.1, XP_018511004.1	Roisl.0080s0478.1.p
OG0009003	XP_009149577.2	Roisl.0010s0048.1.p
OG0009004	XP_009132085.1, XP_009120319.2	Roisl.0080s0490.1.p
OG0009005	XP_033130466.1	Roisl.0004s0044.1.p
OG0009006	XP_009126806.1, XP_033137704.1	Roisl.0080s0508.1.p
OG0009007	XP_009132116.1, XP_033139989.1	Roisl.0080s0537.1.p
OG0009008	XP_009120269.1, XP_009126833.2	Roisl.0080s0546.1.p
OG0009009	XP_009126839.1, XP_033141908.1, XP_033137781.1	Roisl.0080s0564.1.p
OG0009010	XP_009132134.1, XP_018511104.2	Roisl.0080s0572.1.p
OG0009011	XP_009132136.1	Roisl.0080s0574.1.p
OG0009012	XP_009120244.1, XP_033140576.1	Roisl.0080s0584.1.p
OG0009013	XP_009120241.2, XP_009126853.1	Roisl.0080s0586.1.p
OG0009014	XP_009120240.1	Roisl.0080s0587.1.p
OG0009015	XP_033138641.1, XP_009126912.1	Roisl.0080s0610.1.p
OG0009016	XP_009120209.1, XP_009126914.2	Roisl.0080s0611.1.p
OG0009017	XP_009132167.1	Roisl.0080s0621.1.p
OG0009018	XP_009120194.1, XP_009132174.1	Roisl.0080s0625.1.p
OG0009019	XP_009120190.1, XP_009126925.1	Roisl.0080s0636.1.p
OG0009020	XP_009120186.1, XP_009132183.1	Roisl.0080s0632.1.p
OG0009021	XP_009120168.1	Roisl.0080s0658.1.p
OG0009022	XP_009126931.1, XP_009132197.1	Roisl.0080s0661.1.p
OG0009023	XP_009132306.1, XP_018511225.1	Roisl.0080s0690.1.p
OG0009024	XP_009132309.1, XP_009120153.1	Roisl.0080s0692.1.p
OG0009025	XP_009120139.1	Roisl.0080s0705.1.p
OG0009026	XP_009120148.1, XP_009132316.1	Roisl.0080s0698.1.p
OG0009027	XP_009132344.1, XP_009120112.1	Roisl.0080s0737.1.p
OG0009028	XP_009120108.1	Roisl.0080s0738.1.p
OG0009029	XP_009120103.1, XP_009132348.1	Roisl.0080s0748.1.p
OG0009030	XP_009132367.1, XP_033138732.1	Roisl.0080s0771.1.p
OG0009031	XP_009126993.1, XP_009120082.1	Roisl.0080s0772.1.p
OG0009032	XP_009120065.1	Roisl.0080s0781.1.p
OG0009033	XP_009120061.1	Roisl.0080s0782.1.p
OG0009034	XP_009120042.1, XP_009132398.1	Roisl.0080s0811.1.p
OG0009035	XP_009127026.1, XP_009120037.1	Roisl.0080s0820.1.p
OG0009036	XP_009120036.1, XP_009127028.1	Roisl.0080s0822.1.p
OG0009037	XP_009120030.1	Roisl.0080s0831.1.p
OG0009038	XP_009132415.1, XP_009120025.1	Roisl.0080s0840.1.p
OG0009039	XP_009150139.1, XP_009149731.1	Roisl.0046s0890.1.p
OG0009040	XP_009149751.1, XP_009150153.1	Roisl.0046s0855.1.p
OG0009041	XP_033129937.1, XP_009151924.1, XP_033128832.1	Roisl.0046s0853.1.p
OG0009042	XP_009150160.1, XP_009149765.1	Roisl.0046s0831.1.p
OG0009043	XP_009149774.1	Roisl.0046s0826.1.p
OG0009044	XP_018510775.1	Roisl.0046s0813.1.p
OG0009045	XP_033128230.1	Roisl.0046s0800.1.p
OG0009046	XP_009119955.1, XP_009132448.1	Roisl.0052s0050.1.p
OG0009047	XP_009119962.2	Roisl.0052s0022.1.p
OG0009048	XP_009111295.1, XP_009144578.1	Roisl.0082s0447.1.p
OG0009049	XP_033142129.1, XP_009111255.1	Roisl.0082s0392.1.p
OG0009050	XP_009133962.1, XP_009140696.1	Roisl.0078s0004.1.p
OG0009051	XP_009122341.1, XP_009125688.1	Roisl.0210s0480.1.p
OG0009052	XP_033132290.1	Roisl.0053s0052.1.p
OG0009053	XP_009112845.1	Roisl.0050s0020.1.p
OG0009054	XP_009122301.1, XP_009130965.2	Roisl.0210s0417.1.p
OG0009055	XP_033137636.1, XP_009125660.1	Roisl.0210s0397.1.p
OG0009056	XP_033145084.1, XP_009122251.1	Roisl.0042s0016.1.p
OG0009057	XP_009122248.2	Roisl.0042s0020.1.p
OG0009058	XP_009130936.1	Roisl.0042s0032.1.p
OG0009059	XP_009130927.1, XP_033137384.1	Roisl.0042s0039.1.p
OG0009060	XP_033141891.1, XP_009131669.1	Roisl.0210s1557.1.p
OG0009061	XP_009126254.1	Roisl.0210s1556.1.p
OG0009062	XP_009115295.1, XP_009103053.1	Roisl.0191s0459.1.p
OG0009063	XP_033145098.1, XP_033138674.1	Roisl.0042s0057.1.p
OG0009064	XP_009113823.1, XP_009113825.2	Roisl.0015s0057.1.p
OG0009065	XP_009130906.2, XP_009122207.1	Roisl.0042s0062.1.p
OG0009066	XP_009130905.1, XP_009125625.1	Roisl.0042s0063.1.p
OG0009067	XP_009125614.1, XP_009122174.1	Roisl.0042s0090.1.p
OG0009068	XP_009125613.2	Roisl.0042s0100.1.p
OG0009069	XP_009125609.1	Roisl.0042s0107.1.p
OG0009070	XP_009130884.1	Roisl.0042s0120.1.p
