Orthogroup	Brassica_rapa	Cardamine_hirsuta
OG0010195	XP_009147920.1, XP_009107320.1	CARHR039050
OG0010196	XP_009144979.1	CARHR039370, CARHR039360, CARHR039340
OG0010197	XP_009106151.1, XP_009128069.1	CARHR068270
OG0010198	XP_009106149.1, XP_009104737.1	CARHR068250
OG0010199	XP_033129125.1	CARHR294030
OG0010200	XP_009101953.2	CARHR294060
OG0010201	XP_009102546.1	CARHR294160
OG0010202	XP_033129121.1, XP_009109549.1	CARHR294250
OG0010203	XP_009109540.1, XP_009101934.1	CARHR294340
OG0010204	XP_009101933.2, XP_009109538.1	CARHR294350
OG0010205	XP_009109512.1	CARHR247810
OG0010206	XP_033133114.1, XP_009101895.1	CARHR247540
OG0010207	XP_009109892.1, XP_009109480.1	CARHR247430
OG0010208	XP_009115076.2	CARHR247360
OG0010209	XP_009101872.2	CARHR247260
OG0010210	XP_009109448.1, XP_018512598.1	CARHR246980
OG0010211	XP_009127647.1	CARHR246910
OG0010212	XP_009128353.2, XP_009109435.2	CARHR246860
OG0010213	XP_009138552.1, XP_009128651.1	CARHR246820
OG0010214	XP_033140731.1, XP_009109422.2	CARHR246520
OG0010215	XP_018509547.2	CARHR246480
OG0010216	XP_009109415.1	CARHR246470
OG0010217	XP_009109416.1, XP_009131194.1	CARHR246450
OG0010218	XP_009132987.1, XP_009109393.1	CARHR246200
OG0010219	XP_033130933.1, XP_009138527.2	CARHR246120
OG0010220	XP_009138518.1, XP_009109387.1	CARHR246050
OG0010221	XP_009135118.1	CARHR245910
OG0010222	XP_009109372.2	CARHR245830
OG0010223	XP_009137164.1	CARHR245700
OG0010224	XP_009109364.1, XP_009137836.1	CARHR245630
OG0010225	XP_033142229.1, XP_009138472.1	CARHR245530
OG0010226	XP_009150168.1, XP_009151619.1	CARHR220550
OG0010228	XP_009109324.1, XP_009143738.1	CARHR244870
OG0010229	XP_009109313.1, XP_009138432.1	CARHR289500
OG0010230	XP_009145073.1	CARHR244700
OG0010232	XP_033135883.1, XP_009109265.1	CARHR244170
OG0010233	XP_009150586.1	CARHR244100
OG0010234	XP_009108622.1, XP_009104299.1, XP_009123286.2	CARHR243550
OG0010235	XP_009108627.1, XP_009105030.1	CARHR243510
OG0010236	XP_009108689.1, XP_009106425.1	CARHR243340
OG0010237	XP_009107761.1, XP_009108693.1	CARHR243210
OG0010238	XP_009109369.1, XP_009138324.1	CARHR243030
OG0010239	XP_009110394.1, XP_009108717.1	CARHR242970
OG0010240	XP_033142506.1, XP_009108724.1	CARHR242880
OG0010241	XP_009108728.1	CARHR242770
OG0010242	XP_009112198.1, XP_009138297.1	CARHR242760
OG0010243	XP_009112598.2, XP_009108732.1	CARHR242310
OG0010244	XP_018508413.1, XP_009113818.1, XP_009113820.1	CARHR026520
OG0010245	XP_033142515.1, XP_033132789.1	CARHR242340
OG0010246	XP_009125059.1	CARHR241070
OG0010247	XP_009108867.1, XP_033135547.1	CARHR240570
OG0010248	XP_033143106.1, XP_009125694.2	CARHR240620
OG0010249	XP_033132634.1, XP_009125595.1	CARHR240680
OG0010250	XP_009125241.1, XP_009138152.1	CARHR240940
OG0010251	XP_009108822.1, XP_009138153.2	CARHR240960
OG0010252	XP_009125048.1	CARHR241100
OG0010253	XP_009125025.2, XP_009138161.1	CARHR241140
OG0010254	XP_009138168.1, XP_009124478.1	CARHR241210
OG0010255	XP_009123351.1, XP_009108806.1	CARHR241380
OG0010256	XP_009138182.1, XP_009108805.1	CARHR241400
OG0010257	XP_009122889.2, XP_009138185.2	CARHR241460
OG0010258	XP_009122784.1, XP_009138186.1	CARHR241470
OG0010259	XP_033148729.1, XP_009138190.1	CARHR241500
OG0010260	XP_009122458.1, XP_009108800.1	CARHR241510
OG0010262	XP_009127357.2	CARHR257950
OG0010263	XP_009138251.2, XP_009118282.1	CARHR242080
OG0010264	XP_009117671.1	CARHR242140
OG0010265	XP_009108893.1	CARHR240070
OG0010266	XP_009126604.1	CARHR239750
OG0010267	XP_009126680.1	CARHR239650
OG0010269	XP_009138022.1, XP_033135901.1	CARHR239440
OG0010270	XP_009108922.1, XP_009126891.1	CARHR239420
OG0010271	XP_033144960.1	CARHR239410
OG0010272	XP_009126975.1, XP_033133897.1	CARHR239310
OG0010273	XP_009108932.1, XP_033144480.1	CARHR239250
OG0010274	XP_009127438.1	CARHR238780
OG0010275	XP_009127453.1, XP_009137973.1	CARHR238710
OG0010276	XP_009102554.1	CARHR099990
OG0010277	XP_033137762.1, XP_009102549.1	CARHR100050
OG0010278	XP_009127946.1, XP_033130931.1	CARHR065640
OG0010279	XP_009105920.1, XP_009104850.2	CARHR065520
OG0010280	XP_009105890.1, XP_009127925.1	CARHR065190
OG0010281	XP_009127911.1, XP_009105882.2	CARHR065090
OG0010282	XP_033131630.1, XP_009127910.1	CARHR065080
OG0010283	XP_009105870.1	CARHR064900
OG0010284	XP_009104879.1	CARHR064850
OG0010285	XP_009105858.1, XP_009104884.1	CARHR064770
OG0010286	XP_009115441.2, XP_033130978.1	CARHR024800
OG0010287	XP_009110059.1, XP_009115440.1	CARHR024850
OG0010288	XP_009115422.1, XP_009110053.1	CARHR024980, CARHR024970
OG0010289	XP_009115408.1, XP_009103107.2	CARHR025210
OG0010290	XP_009115365.1, XP_009103093.1	CARHR025490
OG0010292	XP_009102987.1, XP_009113777.1	CARHR026910
OG0010293	XP_009144584.1	CARHR250480
OG0010294	XP_009144580.1, XP_033134642.1	CARHR250470
OG0010295	XP_009144586.1	CARHR250430
OG0010296	XP_009111311.1	CARHR250410
OG0010297	XP_009111315.1	CARHR250340
OG0010298	XP_009102821.1	CARHR250290
OG0010299	XP_009111321.2, XP_009134449.2	CARHR249620
OG0010300	XP_009111325.1	CARHR249640
OG0010301	XP_009111337.1	CARHR249820
OG0010302	XP_009151876.1, XP_033140775.1	CARHR292560
OG0010304	XP_009111380.1	CARHR250200
OG0010305	XP_009111381.1	CARHR250210
OG0010306	XP_009128512.1, XP_009111382.1	CARHR250230
OG0010307	XP_033142070.1	CARHR249250
OG0010308	NP_001288962.1	CARHR249050
OG0010309	XP_009111447.1, XP_009134525.1	CARHR249010
OG0010310	XP_009111460.1, XP_033136587.1, XP_009134532.1	CARHR248910
OG0010311	XP_009111463.1, XP_009134540.1	CARHR248800
OG0010312	XP_009134538.1, XP_009111462.1	CARHR248790
OG0010313	XP_009111470.2	CARHR288840, CARHR248760
OG0010314	XP_009111475.1	CARHR248720
OG0010315	XP_009134547.1, XP_033137125.1	CARHR248590
OG0010316	XP_033141618.1, XP_033142137.1	CARHR248390
OG0010317	XP_018509605.1	CARHR171470
OG0010318	XP_009117445.1	CARHR114580, CARHR111870
OG0010319	XP_009140248.1	CARHR111910
OG0010320	XP_009103036.1, XP_009113803.1	CARHR026620
OG0010321	XP_009109889.2, XP_009115334.1	CARHR025930
OG0010322	XP_033135763.1, XP_009109902.1	CARHR025800
OG0010323	XP_009103636.1, XP_009140838.2	CARHR292420
OG0010324	XP_009142212.1, XP_009137590.1	CARHR233930
OG0010325	XP_009109157.1, XP_033128022.1	CARHR234570
OG0010326	XP_009109156.1	CARHR234580
OG0010327	XP_009109150.1, XP_033144049.1	CARHR234730
OG0010328	XP_009137652.1, XP_009143320.1	CARHR234980
OG0010329	XP_009137659.1, XP_009143442.1	CARHR235110
OG0010330	XP_009109141.1, XP_009143465.1	CARHR235130
OG0010331	XP_009109140.1, XP_009137663.1	CARHR235160
OG0010332	XP_033144715.1, XP_009143549.2	CARHR235200
OG0010333	XP_009144170.1, XP_009144177.1	CARHR235800
OG0010334	XP_009109109.1	CARHR235910, CARHR228840
OG0010335	XP_009137773.1, XP_009109106.1	CARHR235970
OG0010336	XP_009144342.1	CARHR236000
OG0010337	XP_009152151.1, XP_009114141.1	CARHR146040
OG0010338	XP_009152150.2, XP_009129076.2	CARHR146120
OG0010339	XP_009114130.1, XP_009129066.1	CARHR146230
OG0010340	XP_009152128.1, XP_033136463.1	CARHR146580
OG0010341	XP_033138411.1	CARHR000950, CARHR001510
OG0010343	XP_009110269.1	CARHR247530
OG0010345	XP_009115546.1	CARHR023710
OG0010346	XP_033131304.1, XP_009115314.1	CARHR026040
OG0010347	XP_009115296.1, XP_009109864.1	CARHR026310
OG0010350	XP_009144966.1, XP_009148198.1	CARHR041280
OG0010351	XP_009146350.1	CARHR089300
OG0010352	XP_009147575.1, XP_009123642.1	CARHR044190
OG0010353	XP_009124047.1	CARHR160450
OG0010359	XP_009125007.1	CARHR078240
OG0010361	XP_009127935.1, XP_033130107.1	CARHR065390
OG0010362	XP_009128002.1, XP_009106022.1	CARHR066710
OG0010363	XP_033146603.1, XP_009147044.2	CARHR082360
OG0010364	XP_033148431.1	CARHR050200, CARHR050190, CARHR050180, CARHR087020, CARHR151140
OG0010365	XP_009135343.1, XP_033147164.1	CARHR088720
OG0010368	XP_009140338.1	CARHR113430
OG0010369	XP_009140358.1, XP_009112525.1	CARHR113660
OG0010371	XP_009117118.1, XP_009140561.1	CARHR117460
OG0010372	XP_009140566.1, XP_009117111.1	CARHR117310
OG0010374	XP_009117225.1, XP_009140672.1	CARHR116020
OG0010376	XP_009141257.1, XP_009141256.1	CARHR126520
OG0010377	XP_009133055.1, XP_009133056.1, XP_033146327.1	CARHR130160
OG0010378	XP_009133302.1, XP_033145307.1	CARHR133540, CARHR184260, CARHR133550
OG0010380	XP_009142390.1	CARHR137450
OG0010381	XP_009104889.1, XP_009127874.2	CARHR142310, CARHR142320, CARHR253990
OG0010382	XP_009101287.2, XP_009114219.1	CARHR144510
OG0010383	XP_033139881.1, XP_009152103.1	CARHR146830
OG0010384	XP_009111581.1, XP_009129400.1	CARHR149090, CARHR149080
OG0010385	XP_033129679.1, XP_033136951.1	CARHR255770, CARHR151840
OG0010386	XP_009150181.1, XP_009149803.1	CARHR157420
OG0010387	XP_018513057.1, XP_009101596.1	CARHR159110
OG0010388	XP_009103851.2, XP_033137108.1	CARHR163020
OG0010389	XP_009138271.1, XP_009115272.1	CARHR186750, CARHR167420
OG0010390	XP_033137834.1, XP_033143152.1	CARHR199230
OG0010391	XP_009131895.2, XP_009120623.1	CARHR190620
OG0010392	XP_009129807.2, XP_018509562.1	CARHR185460
OG0010393	XP_033140688.1	CARHR256070
OG0010394	XP_018513093.1, XP_009118042.1, XP_018513134.1	CARHR237030
OG0010395	XP_009137562.1, XP_033144917.1	CARHR233350
OG0010396	NP_001288974.1, XP_009137844.1	CARHR231660
OG0010399	XP_009132908.1, XP_033133976.1	CARHR226360
OG0010400	XP_009136833.1	CARHR223880
OG0010401	XP_033143520.1, XP_033141484.1	CARHR284620
OG0010402	XP_033132241.1, XP_033146610.1	CARHR220470
OG0010405	XP_009140089.1	CARHR212950
OG0010406	XP_009125192.1, XP_018509571.2	CARHR272980
OG0010407	XP_009101828.1, XP_009114024.1	CARHR181240
OG0010408	XP_009106518.1	CARHR184540
OG0010409	XP_033134705.1	CARHR183730, CARHR183740, CARHR183710
OG0010410	XP_009151681.1, XP_009111856.1	CARHR182920
OG0010411	XP_009129772.1, XP_009151725.1	CARHR182340
OG0010412	XP_009111873.1, XP_009151728.1	CARHR182230
OG0010413	XP_009134031.1, XP_009127370.1	CARHR258800
OG0010414	XP_033137327.1, XP_009127301.1	CARHR264190
OG0010415	XP_033137676.1	CARHR264930
OG0010416	XP_009127236.1, XP_009106704.1	CARHR265480
OG0010417	XP_009127206.1, XP_009124171.1	CARHR265910
OG0010418	XP_009120246.1, XP_009126851.1, XP_009132142.2	CARHR271010
OG0010419	XP_009103518.1, XP_009112306.1	CARHR281210
OG0010421	XP_018511649.1	CARHR222940
OG0010421	XP_018513949.1	CARHR129980
OG0010422	XP_009109813.1, XP_009113769.1, XP_009102981.2	CARHR026960
OG0010423	XP_009119870.1, XP_009127183.1	CARHR266300
OG0010424	XP_009128306.1, XP_009128327.1	CARHR289140
OG0010426	XP_009151817.3, XP_033136305.1, XP_009129337.1	CARHR152090
OG0010437	XP_009137925.1	CARHR238380
OG0010438	XP_033144464.1	CARHR238410
OG0010439	XP_009108981.1	CARHR238430
OG0010440	XP_009137939.1	CARHR238450
OG0010441	XP_009127679.1	CARHR238530
OG0010442	XP_009137962.1	CARHR238600
OG0010443	XP_009140699.1	CARHR115430
OG0010444	XP_009137315.1, XP_009136711.1	CARHR230180
OG0010445	XP_018508183.1	CARHR155180
OG0010446	XP_009151475.2	CARHR157400
OG0010447	XP_009149811.1, XP_009151403.1	CARHR157330
OG0010448	XP_009150191.2	CARHR157230
OG0010449	XP_009150197.1, XP_033128975.1	CARHR157160
OG0010450	XP_009149855.1, XP_009150754.1	CARHR156700
OG0010451	XP_009150874.1	CARHR156880
OG0010452	XP_009150205.1	CARHR156920
OG0010453	XP_009150220.1, XP_009149870.1	CARHR156490
OG0010454	XP_009101368.1	CARHR143680
OG0010455	XP_009129213.1	CARHR144270
OG0010456	XP_009129163.1	CARHR144880
OG0010457	XP_033128752.1, XP_033128433.1, XP_009101284.1	CARHR144560
OG0010458	XP_009101304.2	CARHR292390
OG0010459	XP_009140004.1	CARHR261580
OG0010460	XP_009139994.1	CARHR261730
OG0010461	XP_018511176.1	CARHR195050
OG0010462	XP_009131613.1	CARHR195330
OG0010463	XP_009121052.1, XP_009131608.1	CARHR195380
OG0010464	XP_009126197.1, XP_009107532.1	CARHR195560
OG0010465	XP_009126192.1	CARHR195660
OG0010466	XP_009107522.1	CARHR195710
OG0010467	XP_009107510.2, XP_009126182.1	CARHR195810
OG0010468	XP_009126179.1	CARHR195870
OG0010469	XP_009121408.1, XP_009126170.1	CARHR195990
OG0010470	XP_009118471.1	CARHR006580
OG0010471	XP_009121457.1	CARHR196460
OG0010472	XP_009121463.1, XP_009131553.1	CARHR196520
OG0010473	XP_009131546.1	CARHR196710
OG0010474	XP_018511035.2, XP_018513144.1	CARHR196730
OG0010475	XP_009131536.1	CARHR196880
OG0010476	XP_009126099.1	CARHR113410, CARHR152480, CARHR197120
OG0010477	XP_009126096.1	CARHR197140
OG0010478	XP_009121519.1	CARHR197250
OG0010479	XP_009133001.1	CARHR128900
OG0010480	XP_009121574.1, XP_009126047.1	CARHR197870
OG0010481	XP_033143473.1, XP_033141670.1	CARHR197890
OG0010482	XP_009126029.1, XP_009121614.1	CARHR198220
OG0010483	XP_033131314.1	CARHR053450, CARHR198440, CARHR069030
OG0010485	XP_009126003.1, XP_009121637.1	CARHR198580
OG0010486	XP_009121639.1, XP_009125995.1	CARHR198610
OG0010487	XP_009131419.1	CARHR198680
OG0010488	XP_009139573.1	CARHR219920
OG0010489	XP_009131399.1	CARHR198970
OG0010490	XP_009121717.2, XP_009125950.1	CARHR199530
OG0010491	XP_018511064.1, XP_009131362.1	CARHR199630
OG0010492	XP_009125946.1, XP_009131361.1	CARHR199640
OG0010493	XP_009131359.1, XP_009121726.1	CARHR199650
OG0010494	XP_009131355.1	CARHR199740
OG0010495	XP_033139765.1, XP_033142465.1	CARHR199780
OG0010496	XP_009125918.1, XP_009121758.1	CARHR199920
OG0010497	XP_018512208.1, XP_009131341.1	CARHR199970
OG0010498	XP_009125893.2	CARHR200270
OG0010499	XP_009121789.1, XP_009125892.1	CARHR200280
OG0010500	XP_009125875.1, XP_033137455.1	CARHR200460
OG0010501	XP_009121826.3	CARHR200540
OG0010503	XP_009121831.1, XP_009125867.1	CARHR200600
OG0010504	XP_033137753.1	CARHR284310
OG0010505	XP_018512551.2, XP_009125856.2	CARHR200820
OG0010506	XP_009131267.1, XP_009121864.1	CARHR200870
OG0010507	XP_033141842.1, XP_033137878.1	CARHR200990
OG0010508	XP_009121882.2	CARHR201020
OG0010509	XP_009131233.3, XP_033141930.1	CARHR201330
OG0010510	XP_009125832.2	CARHR201340
OG0010511	XP_018510957.1, XP_009125827.1	CARHR201510
OG0010512	XP_033137524.1, XP_009125812.1	CARHR201670
OG0010513	XP_033137720.1, XP_009131211.1	CARHR201710
OG0010514	XP_009121945.1, XP_009125807.1	CARHR201770
OG0010515	XP_009125788.1	CARHR202140
OG0010516	XP_009131188.1, XP_009122009.1	CARHR202330
OG0010517	XP_009122013.1	CARHR202370
OG0010518	XP_009125265.1	CARHR202390
OG0010519	XP_009122052.1	CARHR202850
OG0010520	XP_009122054.1	CARHR202890
OG0010521	XP_009122065.1	CARHR202970, CARHR202960, CARHR202980
OG0010522	XP_009122088.1	CARHR203190
OG0010523	XP_009122115.1	CARHR203550
OG0010524	XP_033140959.1	CARHR203650
OG0010525	XP_009131118.1, XP_009125359.1	CARHR203790, CARHR069350
OG0010526	XP_009131112.2, XP_009122521.1	CARHR203900
OG0010527	XP_009122515.1	CARHR203980
OG0010528	XP_009122511.1	CARHR204030
OG0010529	XP_009102386.1	CARHR102200
OG0010530	XP_009145455.1	CARHR097680
OG0010531	XP_009131072.2	CARHR204500
OG0010532	XP_009122455.1	CARHR204520
OG0010533	XP_009125734.1	CARHR204580
OG0010534	XP_009125731.1, XP_009131064.2	CARHR204640
OG0010535	XP_033142525.1	CARHR204650
OG0010536	XP_009131027.1, XP_009125714.1	CARHR205140
OG0010537	XP_009125715.1, XP_033138447.1	CARHR205230
OG0010538	XP_009125702.1, XP_009122400.2	CARHR205380
OG0010539	XP_009131003.2	CARHR205550
OG0010540	XP_018513433.1	CARHR251290
OG0010541	XP_009111249.1	CARHR251310
OG0010542	XP_009111244.1	CARHR251380
OG0010543	XP_009122143.1	CARHR251570
OG0010544	XP_009122086.1	CARHR251590
OG0010545	XP_009122105.1	CARHR251580
OG0010546	XP_009122075.3, XP_009134369.1	CARHR251620
OG0010547	XP_009121963.1	CARHR251720
OG0010548	XP_009121928.1	CARHR251750
OG0010550	XP_009137495.2, XP_009138829.1	CARHR232470
OG0010552	XP_009137473.1	CARHR232170
OG0010553	XP_009103566.1	CARHR119210, CARHR119110
OG0010554	XP_009111251.1	CARHR119150
OG0010555	XP_009133913.1	CARHR119330
OG0010556	XP_009140784.2	CARHR119760, CARHR119750
OG0010557	XP_033145827.1	CARHR120040
OG0010558	XP_033130654.1	CARHR120270
OG0010559	XP_009140820.2	CARHR120460
OG0010560	XP_009103622.1	CARHR120500
OG0010561	XP_009103627.1	CARHR120530
OG0010562	XP_018508546.1, XP_009140835.1	CARHR120640
OG0010563	XP_009140851.1, XP_009103654.1	CARHR121090
OG0010564	XP_009103657.1	CARHR121160
OG0010565	XP_009140897.1	CARHR121290
OG0010566	XP_009103688.1	CARHR121390
OG0010567	XP_009140921.1, XP_009133867.1	CARHR121630
OG0010568	XP_009124363.1	CARHR122070
OG0010569	XP_009130482.1	CARHR122460
OG0010570	XP_009144394.1	CARHR122470
OG0010571	XP_009144364.1	CARHR122900
OG0010572	XP_009144345.1	CARHR123130
OG0010573	XP_009132719.1, XP_009141052.1	CARHR123540
OG0010574	XP_009144297.2	CARHR123920, CARHR123930
OG0010575	XP_009141089.1, XP_009144279.1	CARHR124180
OG0010576	XP_033145383.1	CARHR113230, CARHR109820
OG0010577	XP_033146802.1	CARHR124450
OG0010578	XP_009144267.1	CARHR124480
OG0010579	XP_009141125.1	CARHR124570
OG0010580	XP_009144237.2	CARHR124800
OG0010581	XP_009141140.1	CARHR124810
OG0010582	XP_009132796.2	CARHR125170
OG0010583	XP_009144052.1	CARHR125410
OG0010584	XP_009141179.1, XP_009132815.1	CARHR125490
OG0010585	XP_009144019.1	CARHR125630
OG0010586	XP_009132826.1	CARHR125690
OG0010587	XP_009144010.1	CARHR125880
OG0010588	XP_009116951.2, XP_009117013.2	CARHR118450
OG0010589	XP_009144005.1	CARHR126450
OG0010590	XP_009141250.1, XP_009144002.1	CARHR126440
OG0010591	XP_009141242.2	CARHR126240
OG0010592	XP_009132846.1, XP_009143978.1	CARHR126210
OG0010593	XP_009143971.1	CARHR126170
OG0010594	XP_009132882.1	CARHR126740
OG0010595	XP_033147746.1, XP_033146336.1, XP_009132903.1	CARHR126830
OG0010596	XP_009143915.1, XP_033145297.1	CARHR126880
OG0010597	XP_009143907.2	CARHR126940
OG0010598	XP_009143860.1, XP_009141314.1	CARHR127440
OG0010599	XP_009123898.1	CARHR180120
OG0010600	XP_009109541.1	CARHR294330
OG0010601	XP_009101776.1	CARHR006240
OG0010602	XP_033134809.1	CARHR179550
OG0010603	XP_009113937.1	CARHR179100
OG0010604	XP_009121750.1, XP_009134341.1	CARHR251990
OG0010605	XP_009121772.1	CARHR251970
OG0010606	XP_009121796.1	CARHR251950, CARHR251870
OG0010607	XP_009121844.1	CARHR251830
OG0010608	XP_009121894.2, XP_009136292.1	CARHR251790
OG0010609	XP_009107398.1	CARHR037490
OG0010610	XP_009145030.1, XP_009107406.1	CARHR037340
OG0010611	XP_009107412.1	CARHR037330
OG0010612	XP_009118923.1	CARHR036900
OG0010613	XP_009102963.1, XP_009109792.1	CARHR134170
OG0010614	XP_009107448.1	CARHR036350
OG0010615	XP_009102961.1, XP_009109783.1	CARHR027200
OG0010616	XP_009113704.1	CARHR027550
OG0010617	XP_009113687.1	CARHR027740
OG0010618	XP_009109730.1	CARHR027890
OG0010619	XP_009113660.1	CARHR027950
OG0010620	XP_009109705.1, XP_009102897.1	CARHR028020
OG0010621	XP_009102888.1	CARHR028250
OG0010622	XP_009102836.1	CARHR028950
OG0010623	XP_009102830.3, XP_009109654.1	CARHR029030
OG0010624	XP_009115210.1, XP_033130099.1	CARHR029580, CARHR029570
OG0010625	XP_009102797.2, XP_009109633.2	CARHR029490
OG0010626	XP_033132862.1, XP_009115199.1	CARHR029390
OG0010627	XP_033137259.1	CARHR029310
OG0010628	XP_009109615.1	CARHR029280
OG0010629	XP_009109614.1, XP_009115185.1	CARHR029250
OG0010630	XP_009102710.1, XP_009115176.1	CARHR029650
OG0010631	XP_033130696.1, XP_009115161.1	CARHR029760
OG0010632	XP_009109581.1, XP_018508317.1	CARHR029880
OG0010633	XP_033137270.1, XP_033132243.1	CARHR029890
OG0010634	XP_009140134.1	CARHR212610
OG0010636	XP_033131729.1, XP_033136589.1	CARHR030340
OG0010637	XP_009102677.1, XP_009115025.1	CARHR030500
OG0010638	XP_009115023.1	CARHR030540, CARHR005150
OG0010639	XP_009108135.1, XP_009115016.1, XP_009102672.2	CARHR030610
OG0010640	XP_009115008.2	CARHR030660
OG0010641	XP_009108113.1	CARHR286980
OG0010642	XP_009108104.1	CARHR031050
OG0010643	XP_009145231.1	CARHR031070
OG0010644	XP_009145227.2, XP_009114945.1	CARHR031190
OG0010645	XP_009145225.1	CARHR062710, CARHR031210
OG0010646	XP_009114933.1, XP_009145217.1	CARHR031290
OG0010647	XP_018510359.1, XP_009145207.1	CARHR031470
OG0010648	XP_009145199.1	CARHR031560
OG0010649	XP_009114893.1, XP_009151425.1	CARHR031730
OG0010650	XP_009151433.1, XP_009114881.1	CARHR031930
OG0010651	XP_033132291.1	CARHR032040, CARHR032050
OG0010652	XP_009151442.1	CARHR032060
OG0010653	XP_033147371.1	CARHR032080
OG0010654	XP_009114195.1	CARHR145110
OG0010655	XP_009129121.2	CARHR145240
OG0010656	XP_033139843.1	CARHR145260
OG0010657	XP_009142878.1	CARHR137830
OG0010658	XP_009129104.2, NP_001288907.1	CARHR145440
OG0010659	XP_009114176.1	CARHR145490
OG0010660	XP_009152171.1, XP_009129087.2	CARHR145840
OG0010661	XP_009103492.1	CARHR280980
OG0010662	XP_033136101.1, XP_033131636.1	CARHR280870
OG0010663	XP_009103477.1	CARHR280820
OG0010664	XP_033136100.1, XP_009103467.1	CARHR280760
OG0010665	XP_009112351.1	CARHR280700
OG0010666	XP_009103452.1	CARHR280510
OG0010667	XP_009103446.2, XP_009112363.1	CARHR280440
OG0010668	XP_009103445.1	CARHR280430
OG0010669	XP_009103442.1	CARHR280400
OG0010670	XP_009103425.1, XP_009130549.2	CARHR280220
OG0010671	XP_009112218.1, XP_033131542.1	CARHR280190
OG0010672	XP_009150701.1	CARHR280100
OG0010673	XP_009113533.1	CARHR260360
OG0010674	XP_033135179.1	CARHR279840
OG0010676	XP_009150666.1	CARHR279740
OG0010677	XP_009112193.1, XP_009150655.1	CARHR279630
OG0010679	XP_009150637.1	CARHR215690, CARHR279470
OG0010680	XP_009130502.1, XP_009150605.2	CARHR279150
OG0010681	XP_009150580.1, XP_009130485.1	CARHR293730
OG0010682	XP_009130471.1, XP_009150555.1	CARHR278760
OG0010683	XP_033134617.1, XP_009150804.1	CARHR278710
OG0010684	XP_009150544.1	CARHR278600
OG0010685	XP_009150515.1, XP_009112133.1	CARHR278310
OG0010686	XP_009112126.1, XP_009150500.1	CARHR278200
OG0010688	XP_009112121.1	CARHR278090
OG0010689	XP_009130433.1, XP_009150474.2	CARHR277940
OG0010690	XP_009150464.1	CARHR277870
OG0010691	XP_009112109.1	CARHR277770
OG0010692	XP_009150444.1	CARHR277730
OG0010693	XP_009150446.1	CARHR277720
OG0010694	XP_009150428.1	CARHR277680
OG0010695	XP_009112080.1	CARHR277310
OG0010696	XP_009150393.2, XP_009112077.1	CARHR277230
OG0010697	XP_009125217.1, XP_018513950.1	CARHR212500
OG0010698	XP_033128164.1, XP_009112031.1	CARHR276510
OG0010699	XP_009112028.1	CARHR276390
OG0010700	XP_009151373.2	CARHR276310
OG0010701	XP_009112094.1, XP_009151516.2	CARHR276030
OG0010702	XP_033141555.1	CARHR275930
OG0010703	XP_009112000.1	CARHR275520
OG0010704	XP_009130165.1	CARHR275430
OG0010705	NP_001288903.1, NP_001288951.1	CARHR275140
OG0010706	XP_009136400.2	CARHR274500
OG0010707	XP_009136376.1	CARHR204870, CARHR190340
OG0010708	XP_009130121.1	CARHR190310
OG0010709	XP_009136377.1	CARHR190300
OG0010711	XP_009141520.1, XP_009150872.2	CARHR190100
OG0010712	XP_009150888.1	CARHR189950
OG0010713	XP_009122156.1	CARHR207760
OG0010714	XP_009141799.2, XP_009150912.1	CARHR189670
OG0010715	XP_009150930.1	CARHR189560
OG0010716	XP_009141862.1, XP_009150932.1	CARHR189540
OG0010717	XP_009150940.1, XP_009141925.1	CARHR189480
OG0010718	XP_009150943.1	CARHR189450
OG0010719	XP_009150946.1	CARHR189340
OG0010720	XP_009130063.1	CARHR188960
OG0010721	XP_009111633.1, XP_018514978.1	CARHR188950
OG0010722	XP_009150979.1, XP_009130058.1	CARHR188900
OG0010723	XP_009130057.1, XP_009150980.1	CARHR188880
OG0010724	XP_009150995.1	CARHR188790
OG0010725	XP_033141216.1, XP_033128866.1	CARHR188570
OG0010726	XP_009129956.1	CARHR187850
OG0010727	XP_009151088.1	CARHR187790
OG0010728	XP_009151092.1	CARHR187780
OG0010729	XP_009136134.1	CARHR102260
OG0010730	XP_009111682.1, XP_033129733.1	CARHR187540
OG0010731	XP_009151110.1	CARHR187520
OG0010732	XP_033141625.1	CARHR193400
OG0010733	XP_009126356.1, XP_009131735.1	CARHR193590
OG0010734	XP_009131745.1	CARHR193280
OG0010735	XP_009151680.1	CARHR193050
OG0010736	XP_009126398.1, XP_009120849.1, XP_009120850.1	CARHR192980
OG0010737	XP_009131767.1, XP_009126413.1	CARHR192780
OG0010738	XP_009126414.1, XP_009131769.1	CARHR192770
OG0010739	XP_009131770.1	CARHR192760
OG0010740	XP_009126420.1, XP_033144633.1	CARHR192720
OG0010741	XP_009131782.1	CARHR192650
OG0010742	XP_009120817.2	CARHR192510
OG0010743	XP_009120794.1	CARHR192210
OG0010744	XP_009120782.1	CARHR192120
OG0010745	XP_009126474.1	CARHR192080
OG0010746	XP_009120749.1, XP_009126492.2	CARHR191920
OG0010747	XP_033141463.1, XP_009120728.2, XP_009120727.1	CARHR191770
OG0010748	XP_033138513.1	CARHR191690
OG0010749	XP_009126512.1, XP_009120710.1	CARHR191650
OG0010750	XP_009131842.1	CARHR191640
OG0010751	XP_009120703.1, XP_009126514.1	CARHR191580
OG0010752	XP_009126518.1	CARHR191520
