Orthogroup	Brassica_rapa	Euclidium_syriacum
OG0006947	XP_009149234.1, XP_009117641.1	ESY5_g4267_DN3_SP0_c0.t1
OG0006948	XP_009110383.1, XP_009149237.2	ESY5_g4266_DN3_SP8_c0.t1
OG0006949	XP_009110374.1, XP_009117637.1	ESY5_g4256_DN3_SP5_c0.t1
OG0006950	XP_009110347.2, XP_009149277.1	ESY12_g51533_DN3_SP3_c0.t1
OG0006951	XP_009149289.1, XP_033132670.1	ESY5_g4198_DN3_SP0_c0.t1
OG0006952	XP_009110336.2, XP_009149338.1	ESY5_g4183_DN3_SP2_c0.t1
OG0006953	XP_009117579.2, XP_009110311.1, XP_033128967.1	ESY5_g4144_DN3_SP7_c3.t1
OG0006954	XP_009149398.1, XP_009110292.2	ESY5_g4093_DN3_SP8_c0.t1
OG0006955	XP_009149439.1, XP_009103382.1	ESY5_g4060_DN3_SP0_c0.t1
OG0006956	XP_009149444.1	ESY5_g4052_DN3_SP0_c0.t1
OG0006957	XP_009110239.1, XP_009149502.1	ESY5_g3975_DN3_SP0_c0.t1
OG0006959	XP_009103326.1, XP_009149561.1, XP_033132216.1	ESY5_g3911_DN3_SP0_c0.t1
OG0006961	XP_033131024.1, XP_009110199.2, XP_009107493.1	ESY5_g2556_DN2_SP0_c0.t1
OG0006962	XP_009110187.1, XP_009149658.1	ESY5_g2464_DN3_SP8_c0.t1
OG0006963	XP_009149663.1, XP_009110183.1	ESY5_g2458_DN3_SP8_c0.t1
OG0006964	XP_009103283.1, XP_033133866.1, XP_009149704.1	ESY5_g2390_DN3_SP2_c0.t1
OG0006965	XP_009110166.1, XP_009149705.1	ESY5_g2385_DN3_SP6_c0.t1
OG0006967	XP_033133630.1, XP_009145377.1	ESY5_g2358_DN3_SP0_c0.t1
OG0006968	XP_009101620.2	ESY3_g32309_DN3_SP0_c0.t1, ESY7_g16738_DN3_SP8_c0.t1
OG0006969	XP_009135466.2, XP_009146189.1, XP_009115140.2	ESY17_g39268_DN1_SP0_c0.t1
OG0006970	XP_009104894.1, XP_009105836.1	ESY2_g35720_DN3_SP4_c0.t1
OG0006971	XP_009105798.1	ESY2_g35662_DN3_SP8_c0.t1
OG0006972	XP_033130196.1, XP_009127840.1	ESY2_g35630_DN3_SP0_c0.t1
OG0006973	XP_033140080.1, XP_009105675.1	ESY2_g35486_DN3_SP0_c0.t1
OG0006974	XP_009137417.1, XP_009137708.2, XP_009109309.1	ESY23_g425_DN3_SP8_c0.t1
OG0006975	XP_018513242.2, XP_033144160.1	ESY23_g450_DN3_SP0_c0.t1
OG0006976	XP_009115826.1, XP_009138264.1	ESY4_g25731_DN3_SP0_c0.t1
OG0006977	XP_033135333.1, XP_033135574.1	ESY5_g3851_DN3_SP0_c0.t1
OG0006978	XP_033134469.1, XP_033135373.1	ESY2_g33592_DN3_SP0_c0.t1
OG0006979	XP_009112691.1, XP_033143580.1, XP_009113076.1	ESY2_g33674_DN3_SP3_c0.t1
OG0006981	XP_009105161.2, XP_009113117.1	ESY2_g33813_DN3_SP5_c0.t1
OG0006982	XP_009104840.1	ESY2_g33834_DN3_SP8_c0.t1
OG0006983	XP_009109823.2, XP_009102992.2, XP_009113780.2	ESY13_g57669_DN3_SP8_c0.t1
OG0006984	XP_009113149.2, XP_033133473.1	ESY2_g33896_DN3_SP0_c0.t1
OG0006985	XP_009133297.1	ESY8_g59626_DN3_SP0_c39.t1
OG0006986	XP_033133332.1, XP_009113328.1	ESY2_g34104_DN3_SP2_c0.t1
OG0006987	XP_009112807.1, XP_009112900.1	ESY2_g33335_DN3_SP0_c0.t1
OG0006989	XP_009112920.1, XP_009112776.1	ESY2_g33311_DN3_SP7_c0.t1
OG0006990	XP_009105371.1, XP_009104916.1	ESY8_g59961_DN2_SP0_c0.t1, ESY2_g34321_DN2_SP0_c0.t1, ESY2_g33312_DN3_SP0_c0.t1
OG0006991	XP_009128881.1, XP_009101506.1	ESY10_g15034_DN3_SP0_c0.t1
OG0006992	XP_009114341.1, XP_009128888.1, XP_033128266.1	ESY10_g15021_DN3_SP8_c0.t1
OG0006993	XP_009101495.1, XP_009128893.2	ESY10_g14980_DN3_SP0_c0.t1
OG0006994	XP_009114268.1, XP_009128981.1, XP_009101409.1	ESY10_g14783_DN3_SP8_c0.t1
OG0006995	XP_018510295.1, XP_009128989.1	ESY10_g14759_DN3_SP0_c0.t1
OG0006996	XP_009107093.1, XP_033128859.1	ESY10_g14734_DN3_SP8_c0.t1
OG0006997	XP_009123606.1, XP_033128299.1	ESY7_g16647_DN3_SP0_c0.t1
OG0006998	XP_033136410.1, XP_009134334.1	ESY7_g16518_DN3_SP0_c0.t1
OG0006999	XP_009128627.1, XP_009109031.2	ESY11_g54665_DN3_SP0_c0.t1
OG0007000	XP_009137856.1, XP_009128576.1	ESY4_g24382_DN3_SP4_c0.t1
OG0007001	XP_033147970.1, XP_009107396.1	ESY2_g38310_DN3_SP0_c0.t1
OG0007002	XP_009107392.1	ESY13_g56605_DN3_SP2_c0.t1, ESY2_g38088_DN3_SP6_c0.t1
OG0007003	XP_018512357.2, XP_009104729.1	ESY2_g35970_DN3_SP0_c0.t1
OG0007004	XP_009104732.1, XP_009106154.1	ESY2_g35964_DN3_SP8_c0.t1
OG0007005	XP_033130327.1, XP_009128070.1, XP_009106146.1	ESY2_g35954_DN3_SP8_c0.t1
OG0007006	XP_009109554.1, XP_009126908.2, XP_009119416.1	ESY4_g26931_DN3_SP7_c0.t1
OG0007007	XP_009101923.2, XP_009109518.1	ESY4_g26862_DN3_SP5_c0.t1
OG0007009	XP_009120729.1, XP_009109470.1, XP_009101880.2	ESY4_g26789_DN3_SP0_c15.t1
OG0007011	XP_009109425.1	ESY4_g26643_DN3_SP0_c0.t1
OG0007012	XP_009109392.1, XP_009138531.1, XP_009133094.1	ESY4_g26579_DN3_SP5_c0.t1
OG0007013	XP_009134339.1, XP_009138501.1	ESY4_g26544_DN3_SP0_c0.t1
OG0007015	XP_033133053.1, XP_033142263.1	ESY4_g26459_DN3_SP0_c0.t1
OG0007016	XP_009140872.1, XP_009109349.2	ESY4_g26347_DN3_SP0_c0.t1
OG0007017	XP_033146406.1, XP_009109337.1	ESY4_g26305_DN3_SP5_c0.t1
OG0007018	XP_009109340.1, XP_009142559.1	ESY4_g26304_DN3_SP0_c0.t1
OG0007019	XP_009138414.1, XP_018510713.1	ESY4_g26187_DN3_SP8_c0.t1
OG0007020	XP_009138401.1	ESY4_g26123_DN3_SP0_c0.t1, ESY4_g26121_DN3_SP0_c0.t1
OG0007021	XP_009109278.1, XP_009150792.2	ESY4_g26014_DN3_SP6_c0.t1
OG0007022	XP_018512701.1, XP_009109283.1	ESY4_g25305_DN2_SP0_c0.t1
OG0007023	XP_009152141.1, XP_009138369.1	ESY4_g25359_DN3_SP0_c0.t1
OG0007024	XP_009113128.1, XP_009104717.1	ESY15_g64737_DN3_SP8_c0.t1
OG0007025	XP_009108680.1, XP_009105657.1	ESY4_g25474_DN3_SP0_c0.t1
OG0007027	XP_009107363.1, XP_009138333.1	ESY4_g25504_DN3_SP2_c0.t1
OG0007028	XP_009108701.1, XP_009108292.1	ESY4_g25544_DN3_SP8_c0.t1
OG0007030	XP_009138318.1, XP_009108711.1, XP_009110121.1	ESY4_g25566_DN3_SP4_c0.t1
OG0007031	XP_033138693.1, XP_009126311.1	ESY4_g25094_DN1_SP0_c0.t1
OG0007032	XP_018509092.1, XP_009108885.2, XP_009126259.1	ESY4_g25095_DN3_SP4_c0.t1
OG0007033	XP_009138075.1, XP_009126211.1	ESY4_g25272_DN3_SP5_c0.t1
OG0007034	XP_009108869.2, XP_009125844.1, XP_009138136.2	ESY4_g25197_DN3_SP8_c7.t1
OG0007035	XP_009108868.1, XP_009125824.1	ESY4_g25195_DN3_SP0_c0.t1
OG0007036	XP_009108836.1, XP_009125551.1, XP_033143752.1	ESY4_g25166_DN3_SP4_c0.t1
OG0007037	XP_009108829.1, XP_033141948.1, XP_033142516.1	ESY4_g25152_DN3_SP0_c0.t1
OG0007039	XP_018509556.1, XP_009140718.1	ESY8_g59263_DN3_SP0_c0.t1, ESY4_g25112_DN3_SP0_c0.t1
OG0007040	XP_009108815.1, XP_033148320.1	ESY4_g25985_DN3_SP8_c0.t1
OG0007041	XP_009108810.2, XP_009123672.1, XP_009138176.1	ESY4_g25956_DN3_SP8_c0.t1
OG0007042	XP_009108795.1, XP_009108798.1	ESY4_g25857_DN2_SP0_c0.t1
OG0007043	XP_009112252.1, XP_009136203.1	ESY4_g25458_DN3_SP0_c0.t1, ESY4_g25459_DN2_SP0_c0.t1, ESY11_g53160_DN3_SP0_c0.t1
OG0007044	XP_009108780.1, XP_009138204.1	ESY4_g25830_DN3_SP7_c0.t1
OG0007045	XP_009119695.1, XP_009138213.1	ESY4_g25806_DN2_SP0_c0.t1
OG0007046	XP_009138217.1, XP_009108767.1	ESY4_g25778_DN3_SP7_c0.t1
OG0007047	XP_009118500.1, XP_009138249.1	ESY4_g25674_DN3_SP0_c0.t1
OG0007048	XP_009138253.1, XP_009108766.1, XP_009118175.1	ESY4_g25677_DN3_SP0_c0.t1
OG0007049	XP_009117224.1	ESY4_g25769_DN3_SP8_c0.t1
OG0007050	XP_009116941.1, XP_009138261.1, XP_009108754.1	ESY4_g25766_DN3_SP7_c0.t1
OG0007051	XP_009126459.1, XP_009138062.1	ESY4_g25054_DN3_SP0_c0.t1
OG0007052	XP_033144918.1, XP_009126483.1	ESY4_g25048_DN3_SP8_c0.t1
OG0007053	XP_033144481.1, XP_009127086.1	ESY4_g24868_DN3_SP5_c0.t1
OG0007054	XP_033135840.1, XP_033144482.1	ESY4_g24861_DN3_SP0_c0.t1
OG0007055	XP_033132368.1, XP_009137994.2	ESY4_g24832_DN3_SP0_c5.t1
OG0007056	XP_033133496.1, XP_009137992.2	ESY4_g24821_DN3_SP8_c0.t1
OG0007057	XP_033135492.1, XP_009108957.1, XP_009137980.1	ESY4_g24769_DN3_SP0_c0.t1
OG0007058	XP_009127405.1, XP_009137978.1, XP_033133505.1	ESY4_g24758_DN3_SP0_c0.t1
OG0007059	XP_033133498.1, XP_009137969.1, XP_009127511.2	ESY4_g24729_DN3_SP0_c0.t1
OG0007060	XP_009135867.2, XP_009106288.1, XP_009102574.1	ESY3_g28201_DN3_SP0_c0.t1
OG0007061	XP_009135883.1, XP_009102535.2	ESY3_g28088_DN3_SP0_c0.t1
OG0007062	XP_009127940.1, XP_009104852.1, XP_009105915.2	ESY2_g35825_DN3_SP2_c0.t1
OG0007064	XP_033140910.1, XP_033140909.1	ESY2_g35775_DN2_SP0_c0.t1
OG0007065	XP_033132091.1, XP_009115528.1	ESY5_g2042_DN3_SP8_c0.t1
OG0007066	XP_009115513.2, XP_009110097.1	ESY5_g2022_DN3_SP0_c0.t1
OG0007067	XP_009115454.1, XP_033132531.1	ESY5_g1764_DN2_SP0_c0.t1
OG0007068	XP_009102819.1, XP_018508405.2	ESY20_g13188_DN3_SP1_c0.t1
OG0007069	XP_009134459.2, XP_009111331.1	ESY20_g13163_DN3_SP0_c0.t1
OG0007070	XP_009111377.1, XP_009128517.2	ESY20_g13100_DN3_SP0_c0.t1
OG0007071	XP_009134494.2, XP_009111388.2	ESY20_g13075_DN3_SP1_c0.t1
OG0007072	XP_009111405.1	ESY20_g13055_DN3_SP0_c0.t1
OG0007073	XP_033142093.1, XP_033141468.1	ESY20_g13029_DN2_SP0_c0.t1
OG0007074	XP_009111445.1, XP_009134521.1	ESY20_g13007_DN3_SP0_c0.t1
OG0007075	XP_009134537.2, XP_033140938.1	ESY20_g12984_DN3_SP0_c0.t1
OG0007076	XP_009128476.1, XP_009111504.1	ESY20_g13345_DN3_SP3_c0.t1
OG0007077	XP_033136955.1, XP_033136729.1	ESY20_g13367_DN2_SP7_c0.t1
OG0007078	XP_009134020.1	ESY8_g59946_DN2_SP0_c0.t1
OG0007079	XP_033132610.1, XP_009113797.1	ESY5_g760_DN3_SP0_c0.t1
OG0007080	XP_033143789.1, XP_033143787.1	ESY14_g21628_DN3_SP0_c0.t1
OG0007081	XP_009109110.1, XP_009144196.1, XP_009137764.1	ESY4_g23919_DN3_SP0_c0.t1
OG0007082	XP_033134967.1, XP_033138158.1	ESY5_g5345_DN3_SP0_c0.t1
OG0007084	XP_009117732.1, XP_033128351.1, XP_033132695.1	ESY5_g4389_DN1_SP0_c0.t1
OG0007085	XP_033132687.1, XP_033129814.1	ESY5_g4327_DN3_SP0_c0.t1
OG0007086	XP_009115526.2, XP_018509925.1	ESY5_g2033_DN1_SP0_c0.t1
OG0007087	XP_009115377.1, XP_009103094.1, XP_009110021.1	ESY5_g1367_DN3_SP0_c0.t1
OG0007088	XP_009113821.1, XP_009109847.1, XP_033131570.1	ESY13_g57451_DN2_SP0_c0.t1
OG0007089	XP_009103030.1, XP_009113795.1, XP_009109837.1	ESY5_g749_DN3_SP8_c0.t1
OG0007090	XP_009113782.2, XP_009102994.1, XP_009109825.1	ESY13_g57818_DN3_SP8_c0.t1
OG0007093	XP_009105908.1, XP_033141252.1, XP_009104854.1	ESY2_g35819_DN3_SP0_c0.t1
OG0007094	XP_033136654.1, XP_009109975.1, XP_033143506.1	ESY1_g12593_DN3_SP0_c0.t1, ESY5_g3227_DN3_SP0_c0.t1
OG0007095	XP_009151693.1	ESY1_g9639_DN3_SP0_c0.t1
OG0007096	XP_009107122.1, XP_009107118.1, XP_033139710.1	ESY10_g14651_DN3_SP0_c0.t1
OG0007097	XP_009114112.1, XP_009152112.1	ESY10_g14027_DN3_SP0_c0.t1
OG0007098	XP_009111777.1, XP_009129335.2, NP_001288845.1	ESY2_g34547_DN3_SP8_c0.t1
OG0007099	XP_009111804.1, XP_009151758.1, XP_009129675.1	ESY2_g35151_DN3_SP3_c0.t1
OG0007100	XP_033134882.1	ESY6_g49903_DN3_SP0_c0.t1
OG0007100	XP_033128739.1	ESY10_g15005_DN2_SP0_c0.t1
OG0007101	XP_009149959.1	ESY1_g8242_DN3_SP0_c10.t1
OG0007102	XP_009115915.1, XP_009139483.1, XP_009136655.1	ESY1_g10320_DN2_SP0_c0.t1
OG0007103	XP_018510384.1, XP_033131657.1	ESY1_g11152_DN3_SP1_c0.t1
OG0007105	XP_009126264.1, XP_009131673.1	ESY7_g17021_DN3_SP0_c0.t1
OG0007106	XP_033140492.1	ESY10_g15390_DN2_SP0_c0.t1
OG0007107	XP_009134150.1	ESY19_g41581_DN2_SP0_c0.t1
OG0007108	XP_009128660.1, XP_009123168.1	ESY18_g63164_DN3_SP0_c0.t1
OG0007109	XP_009142379.1, XP_033148445.1	ESY1_g12040_DN3_SP0_c0.t1
OG0007110	XP_009139849.1	ESY13_g56222_DN1_SP0_c0.t1
OG0007111	XP_033143992.1	ESY5_g5002_DN2_SP0_c0.t1
OG0007112	XP_009132356.1, XP_009136975.1	ESY9_g42801_DN3_SP8_c0.t1
OG0007115	XP_009129717.1, XP_033129690.1	ESY15_g64554_DN3_SP0_c0.t1
OG0007116	XP_009129768.1, XP_009151723.1	ESY15_g64334_DN3_SP0_c0.t1
OG0007122	XP_033142595.1	ESY19_g41692_DN1_SP0_c100.t1
OG0007129	XP_009136671.2	ESY26_g42411_DN3_SP7_c0.t1
OG0007130	XP_009127092.1, XP_009119967.2	ESY6_g47857_DN3_SP8_c0.t1
OG0007131	NP_001288834.1, XP_009150388.1	ESY6_g49703_DN3_SP7_c0.t1
OG0007132	XP_009149816.1, XP_009150194.1	ESY3_g31906_DN3_SP0_c0.t1, ESY3_g31905_DN3_SP3_c0.t1
OG0007133	XP_033129396.1, XP_009149822.1	ESY1_g9177_DN3_SP8_c0.t1
OG0007134	XP_009150202.1	ESY1_g9106_DN3_SP0_c10.t1
OG0007135	XP_009150726.1, XP_009150213.1, XP_009149859.1	ESY1_g8865_DN3_SP2_c0.t1
OG0007136	XP_009149863.1	ESY1_g9379_DN3_SP0_c0.t1, ESY1_g8774_DN3_SP1_c0.t1
OG0007137	XP_009101370.1, XP_009107097.1	ESY10_g14664_DN3_SP0_c0.t1
OG0007138	XP_009107128.1, XP_009101355.2	ESY10_g14646_DN3_SP2_c0.t1
OG0007139	XP_009109030.1	ESY4_g24371_DN2_SP0_c0.t1
OG0007140	XP_009101319.1, XP_009129211.1	ESY10_g14568_DN3_SP7_c0.t1
OG0007141	XP_009129167.1	ESY10_g14439_DN3_SP1_c0.t1
OG0007142	XP_009143445.1	ESY9_g45123_DN1_SP0_c0.t1
OG0007143	XP_009101494.1	ESY10_g14979_DN3_SP5_c0.t1
OG0007144	XP_009106462.1, XP_009128280.2	ESY2_g35038_DN3_SP3_c0.t1
OG0007146	XP_009131603.2	ESY7_g17141_DN3_SP0_c0.t1
OG0007147	XP_018512043.1, XP_009107517.1	ESY7_g17167_DN1_SP7_c0.t1
OG0007148	XP_009126187.1, XP_009107515.1	ESY7_g17169_DN3_SP3_c0.t1
OG0007149	XP_009131585.1, XP_033137407.1	ESY7_g17194_DN3_SP5_c0.t1
OG0007150	XP_009121409.1, XP_009126169.1	ESY7_g17206_DN3_SP0_c0.t1
OG0007151	XP_009126153.1, XP_009121422.1	ESY7_g17237_DN3_SP8_c0.t1
OG0007152	XP_009121451.1, XP_009131558.1	ESY7_g17253_DN3_SP6_c0.t1
OG0007153	XP_009126127.2, XP_009121472.1	ESY7_g17280_DN2_SP5_c0.t1
OG0007154	XP_009126125.1, XP_009121473.1	ESY7_g17281_DN3_SP6_c17.t1
OG0007155	XP_009121478.1, XP_009131547.2	ESY7_g17287_DN3_SP8_c0.t1
OG0007156	XP_009131540.1, XP_009126113.2	ESY7_g17300_DN3_SP0_c0.t1
OG0007157	XP_033143165.1, XP_033139551.1, XP_033139550.1	ESY7_g17319_DN3_SP1_c0.t1
OG0007158	XP_009126093.2, XP_009121514.2	ESY7_g17354_DN3_SP4_c0.t1
OG0007159	XP_009143584.1, XP_009141593.1	ESY4_g26605_DN2_SP0_c0.t1
OG0007160	XP_009121543.1, XP_009131501.1	ESY7_g17401_DN3_SP7_c0.t1
OG0007161	XP_009131495.1, XP_009126067.1	ESY7_g17410_DN3_SP1_c0.t1
OG0007162	XP_009126054.1, XP_009121568.1	ESY7_g17433_DN3_SP0_c0.t1
OG0007163	XP_009131471.1, XP_009121569.1	ESY7_g17436_DN3_SP0_c0.t1
OG0007164	XP_009131454.1, XP_009126040.1	ESY7_g17476_DN3_SP0_c0.t1
OG0007165	XP_009126024.1, XP_009131432.1	ESY7_g17524_DN3_SP0_c0.t1
OG0007166	XP_009126019.1, XP_009131429.1	ESY7_g17531_DN3_SP6_c0.t1
OG0007167	XP_009126016.1, XP_009121620.1	ESY7_g17532_DN3_SP2_c0.t1
OG0007168	XP_009126015.1, XP_009131426.1	ESY7_g17540_DN3_SP5_c0.t1
OG0007169	XP_009121629.1, XP_009131424.1	ESY7_g17555_DN3_SP3_c0.t1
OG0007170	XP_009121636.1, XP_009126005.1	ESY7_g17560_DN3_SP7_c0.t1
OG0007172	XP_033135291.1	ESY18_g64062_DN2_SP0_c0.t1
OG0007173	XP_009121682.1, XP_009131391.1	ESY7_g17637_DN3_SP8_c0.t1
OG0007174	XP_009121683.1, XP_009131392.2	ESY7_g17638_DN3_SP0_c0.t1
OG0007175	XP_009121684.2, XP_033143145.1	ESY7_g17641_DN3_SP7_c0.t1
OG0007176	XP_009125962.1, XP_009121696.1	ESY7_g17658_DN1_SP1_c0.t1
OG0007177	XP_009121703.2	ESY12_g52227_DN2_SP0_c0.t1
OG0007178	XP_033137820.1, XP_009131376.1	ESY7_g17670_DN3_SP1_c0.t1
OG0007179	XP_033137827.1, XP_009131374.1	ESY7_g17673_DN3_SP0_c0.t1
OG0007180	XP_009131373.1	ESY7_g17675_DN3_SP8_c0.t1
OG0007181	XP_009131370.1	ESY7_g17677_DN3_SP0_c0.t1
OG0007182	XP_033137805.1	ESY7_g17678_DN3_SP0_c4.t1
OG0007183	XP_009125943.1, XP_009121730.1	ESY7_g17705_DN3_SP3_c0.t1
OG0007184	XP_009121737.1, XP_009125939.1	ESY7_g17711_DN3_SP5_c0.t1
OG0007185	XP_009131356.1, XP_009125937.1	ESY7_g17713_DN3_SP8_c0.t1
OG0007186	XP_033139752.1, XP_009121741.1	ESY7_g17720_DN3_SP8_c0.t1
OG0007187	XP_009121743.2, XP_009125929.1	ESY7_g17721_DN3_SP8_c0.t1
OG0007188	XP_033140553.1	ESY15_g64381_DN2_SP0_c0.t1
OG0007189	XP_009125923.1, XP_009121753.1	ESY7_g17731_DN3_SP5_c0.t1, ESY8_g58920_DN3_SP0_c0.t1
OG0007190	XP_009121759.1, XP_009125919.1	ESY7_g17739_DN3_SP0_c0.t1
OG0007191	XP_009121760.1, XP_009131346.1, XP_009125920.1	ESY7_g17740_DN3_SP8_c0.t1
OG0007192	XP_009121767.2, XP_009125907.2	ESY7_g17765_DN3_SP8_c0.t1
OG0007193	XP_009131330.2, XP_009121775.2	ESY7_g18428_DN3_SP8_c0.t1
OG0007194	XP_009132639.3	ESY6_g48095_DN3_SP0_c0.t1
OG0007195	XP_009131315.1, XP_009121801.1	ESY7_g18399_DN3_SP6_c0.t1
OG0007196	XP_009121809.2, XP_009131314.1	ESY7_g18392_DN3_SP8_c0.t1
OG0007197	XP_009121852.1, XP_009125859.1	ESY7_g18346_DN3_SP2_c0.t1
OG0007198	XP_009121878.1, XP_009131257.1	ESY7_g18299_DN3_SP0_c0.t1
OG0007199	XP_009131251.1	ESY7_g18291_DN3_SP8_c0.t1
OG0007199	XP_009121888.1	ESY7_g18290_DN3_SP0_c0.t1
OG0007200	XP_009131247.1, XP_009121898.2	ESY7_g18270_DN2_SP0_c0.t1
OG0007201	XP_009151780.1	ESY2_g34584_DN2_SP0_c0.t1
OG0007202	XP_009108755.1	ESY7_g18243_DN2_SP0_c0.t1
OG0007203	XP_009131207.1, XP_009121941.1	ESY7_g18191_DN3_SP8_c0.t1
OG0007204	XP_033138556.1, XP_018512203.1, XP_009131202.1	ESY7_g18184_DN3_SP0_c0.t1
OG0007205	XP_009137819.1, XP_009137429.1	ESY13_g57255_DN2_SP0_c0.t1
OG0007206	XP_009125803.1, XP_009121964.1	ESY7_g18167_DN3_SP8_c0.t1
OG0007207	XP_009131174.1, XP_033140345.1, XP_009122033.1	ESY7_g18069_DN3_SP0_c0.t1
OG0007208	XP_009122039.1, XP_009125291.1	ESY7_g18061_DN3_SP6_c0.t1
OG0007209	XP_033139812.1, XP_009151617.1	ESY18_g63403_DN3_SP0_c0.t1
OG0007210	XP_009122047.1, XP_009131165.2	ESY7_g18044_DN3_SP7_c0.t1
OG0007211	XP_009125306.1, XP_009122068.1	ESY7_g18004_DN3_SP1_c0.t1
OG0007212	XP_009131147.1, XP_009125322.1	ESY7_g17982_DN3_SP6_c0.t1
OG0007213	XP_009125327.1, XP_009122087.1	ESY7_g17978_DN3_SP0_c0.t1
OG0007214	XP_009131138.1, XP_009125330.1	ESY7_g17961_DN3_SP8_c0.t1
OG0007215	XP_009122114.1, XP_009131127.1	ESY7_g17924_DN3_SP7_c0.t1
OG0007216	XP_033140953.1, XP_033137470.1, XP_009131116.1	ESY7_g17866_DN3_SP8_c15.t1
OG0007217	XP_009122503.1, XP_033140963.1	ESY7_g17811_DN2_SP0_c0.t1
OG0007218	XP_009131097.1, XP_009122481.1	ESY7_g17783_DN3_SP0_c0.t1
OG0007219	XP_009131079.2, XP_033140840.1, XP_009122468.1	ESY7_g17766_DN3_SP3_c0.t1
OG0007220	XP_009122445.1, XP_033140843.1, XP_009131055.1	ESY7_g18673_DN2_SP0_c0.t1
OG0007221	XP_009122428.1, XP_009131041.1	ESY7_g18649_DN3_SP8_c0.t1
OG0007222	XP_009131038.1, XP_033136350.1, XP_033138670.1	ESY7_g18645_DN2_SP0_c0.t1
OG0007223	XP_009125704.1, XP_009131023.1	ESY7_g18612_DN3_SP8_c0.t1
OG0007224	XP_009134390.1, XP_009144533.1	ESY8_g58345_DN3_SP0_c0.t1
OG0007225	XP_009144526.2, XP_009134374.2	ESY8_g58320_DN3_SP7_c0.t1
OG0007226	XP_033140647.1, XP_009122176.1	ESY8_g58319_DN3_SP0_c0.t1
OG0007227	XP_009122046.2, XP_009134368.1	ESY8_g58300_DN3_SP8_c0.t1
OG0007228	XP_009138797.1, XP_009137492.1	ESY13_g56861_DN3_SP8_c0.t1
OG0007229	XP_009137481.1	ESY13_g56940_DN3_SP0_c0.t1
OG0007230	XP_009137465.1, XP_009138355.1	ESY13_g57034_DN3_SP0_c29.t1
OG0007231	XP_009103556.3, XP_009140749.1	ESY8_g59149_DN3_SP7_c0.t1
OG0007232	XP_009133920.1, XP_033132185.1	ESY8_g59107_DN3_SP1_c0.t1
OG0007233	XP_009133909.1, XP_033145828.1	ESY8_g59081_DN3_SP0_c0.t1
OG0007234	XP_009103591.1	ESY8_g59055_DN3_SP3_c0.t1
OG0007235	XP_033143932.1, XP_009133897.1	ESY4_g25524_DN3_SP0_c0.t1
OG0007236	XP_009133893.1, XP_033131744.1	ESY8_g59028_DN3_SP1_c0.t1
OG0007237	XP_009103617.1, XP_009140818.2	ESY8_g59011_DN3_SP0_c0.t1
OG0007238	XP_009133883.1, XP_009140832.1	ESY8_g58994_DN3_SP2_c0.t1
OG0007239	XP_009140893.1, XP_009103672.1	ESY8_g58945_DN3_SP8_c0.t1
OG0007240	XP_009140902.1, XP_009103685.1	ESY8_g58930_DN1_SP0_c0.t1
OG0007241	XP_009133878.1, XP_009103690.1	ESY8_g58925_DN3_SP7_c0.t1
OG0007242	XP_009140922.1, XP_009133866.1	ESY8_g58902_DN3_SP3_c0.t1
OG0007243	XP_009133862.1, XP_009103716.1, XP_009140949.1	ESY8_g58863_DN3_SP8_c0.t1
OG0007244	XP_009140952.1, XP_009124364.2	ESY8_g58858_DN3_SP0_c0.t1
OG0007245	XP_009140959.1, XP_009125045.1	ESY8_g58832_DN3_SP7_c0.t1
OG0007246	XP_009140960.2, XP_009125046.3	ESY8_g58831_DN2_SP4_c0.t1
OG0007247	XP_009141016.1, XP_009144357.1	ESY8_g58749_DN3_SP0_c0.t1
OG0007248	XP_009141017.1, XP_009144356.1	ESY8_g58748_DN3_SP0_c0.t1
OG0007249	XP_033145149.1, XP_033142212.1, XP_033147219.1	ESY8_g58714_DN3_SP0_c0.t1
OG0007250	XP_009141034.1, XP_009144332.1	ESY8_g58706_DN3_SP0_c0.t1
OG0007251	XP_009120648.2, XP_009126547.1	ESY6_g49013_DN3_SP0_c0.t1
OG0007252	XP_009141061.1, XP_009132728.1	ESY8_g58660_DN2_SP1_c0.t1
OG0007253	XP_009144603.1, XP_009141070.2	ESY8_g58614_DN2_SP0_c0.t1
OG0007254	XP_033148186.1, XP_009141121.2	ESY8_g58504_DN3_SP0_c0.t1
OG0007255	XP_009141122.2, XP_009132762.2	ESY8_g58510_DN3_SP8_c5.t1
OG0007256	XP_009141133.1, XP_009144251.1	ESY8_g58526_DN3_SP0_c0.t1
OG0007257	XP_009144210.1, XP_009141168.1	ESY8_g58481_DN3_SP2_c0.t1
OG0007258	XP_018512677.1	ESY8_g59123_DN3_SP0_c0.t1, ESY8_g58458_DN3_SP7_c0.t1
OG0007259	XP_033147719.1, XP_009141207.1	ESY8_g58359_DN2_SP0_c0.t1
OG0007260	XP_009132851.2, XP_009143995.1	ESY20_g12681_DN3_SP0_c0.t1
OG0007261	XP_009132845.1	ESY20_g13343_DN3_SP0_c0.t1
OG0007262	XP_009143964.1, XP_009132839.1	ESY20_g13336_DN3_SP8_c0.t1
OG0007263	XP_009132864.1, XP_009143945.1	ESY20_g12711_DN3_SP6_c31.t1
