Orthogroup	Brassica_rapa	Arabis_alpina
OG0008537	XP_009138101.1, XP_009137449.2	Aa_G367130.h1.t1
OG0008538	XP_009134446.1, XP_009111317.1	Aa_G46540.h1.t1
OG0008540	XP_009111347.1, XP_009134475.1	Aa_G46810.h1.t1
OG0008542	XP_033135577.1	Aa_G347390.h1.t1
OG0008543	XP_009111383.1, XP_009134485.1	Aa_G53150.h1.t1
OG0008544	XP_009111407.1	Aa_G67840.h1.t1
OG0008545	XP_033136162.1	Aa_G67880.h1.t1
OG0008546	XP_009111413.1, XP_033142098.1	Aa_G67900.h1.t1
OG0008547	XP_009134526.1, XP_009111448.1	Aa_G53240.h1.t1, Aa_G356870.h1.t1
OG0008548	XP_009134534.1, XP_009111468.1	Aa_G724620.h1.t1
OG0008549	XP_009134543.2, XP_009111474.2	Aa_G425560.h1.t1
OG0008550	XP_009134551.1, XP_009111484.2	Aa_G299860.h2.t1, Aa_G299860.h1.t1
OG0008551	XP_009142514.1	Aa_G69780.h1.t1
OG0008552	XP_009117443.1, XP_009134011.2	Aa_G36610.h1.t1
OG0008553	XP_009113806.2	Aa_G61670.h1.t1
OG0008554	XP_009115307.1, XP_009109874.1	Aa_G442200.h1.t1
OG0008555	XP_009115336.2, XP_009109890.1	Aa_G596310.h1.t1
OG0008556	XP_033130308.1, XP_009115341.2	Aa_G587350.h1.t1
OG0008557	XP_009109896.2, XP_009115342.1	Aa_G587360.h1.t1
OG0008558	XP_009142368.1, XP_009137599.1	Aa_G227920.h1.t1
OG0008559	XP_009109161.1	Aa_G234070.h1.t1
OG0008560	XP_009137658.1, XP_009143407.1	Aa_G183300.h1.t1
OG0008561	XP_009143398.1, XP_009137656.2	Aa_G107220.h1.t1
OG0008563	XP_009143609.1, XP_009137672.1	Aa_G141560.h1.t1
OG0008564	XP_009137676.1	Aa_G291810.h1.t1, Aa_G279160.h1.t1, Aa_G121490.h1.t1
OG0008565	XP_009109120.1, XP_009144053.2	Aa_G1820.h1.t1
OG0008566	XP_033132180.1	Aa_G469130.h1.t1
OG0008567	XP_009137751.1	Aa_G391300.h1.t1
OG0008568	XP_009144146.1	Aa_G200880.h1.t1
OG0008569	XP_009144138.1, XP_009137756.2	Aa_G232890.h1.t1
OG0008570	XP_009109111.2, XP_009137758.2	Aa_G231300.h1.t1
OG0008571	XP_033133144.1	Aa_G44430.h1.t1
OG0008572	XP_009118543.1	Aa_G22920.h1.t1
OG0008573	XP_009118230.1, XP_033128852.1	Aa_G457670.h1.t1, Aa_G91510.h1.t1
OG0008574	XP_009117870.2, XP_009148871.1	Aa_G284070.h1.t1
OG0008575	XP_018509363.2, XP_009115485.1	Aa_G562120.h1.t1
OG0008576	XP_009103098.1, XP_009115381.1	Aa_G617620.h1.t1
OG0008577	XP_009103068.1, XP_009109881.2, XP_009115317.1	Aa_G442260.h1.t1
OG0008580	XP_009123656.1	Aa_G494400.h1.t1, Aa_G127730.h1.t1
OG0008581	XP_033137954.1	Aa_G382660.h1.t1
OG0008582	XP_009123052.1	Aa_G273870.h1.t1, Aa_G184270.h1.t1
OG0008583	XP_033148646.1	Aa_G317680.h1.t1
OG0008584	XP_009112758.2, XP_009112929.1	Aa_G234480.h1.t1
OG0008586	XP_033139602.1	Aa_G698400.h2.t1, Aa_G698400.h1.t1, Aa_G609190.h1.t1
OG0008587	XP_009105451.2, XP_009105015.2	Aa_G305310.h1.t1
OG0008590	XP_033148216.1, XP_009110576.2, XP_009124874.1, XP_033132109.1, XP_009124876.2	Aa_G134150.h1.t1
OG0008592	XP_009117459.1, XP_009146448.1	Aa_G327400.h1.t1
OG0008594	XP_033144202.1, XP_033132707.1	Aa_G446610.h1.t1, Aa_G391600.h1.t1, Aa_G575080.h1.t1, Aa_G626880.h1.t1
OG0008596	XP_009140304.1	Aa_G279310.h1.t1
OG0008599	XP_009117326.1, XP_009140391.1	Aa_G375070.h1.t1
OG0008600	XP_009140459.2, XP_009117286.2	Aa_G253050.h1.t1
OG0008601	XP_009117243.1, XP_009133985.1	Aa_G162600.h1.t1
OG0008602	XP_033136694.1, XP_009140529.1	Aa_G271140.h1.t1
OG0008603	XP_009117041.1, XP_009133958.1	Aa_G35780.h1.t1
OG0008605	XP_033141976.1, XP_009143795.1	Aa_G657420.h1.t1
OG0008606	XP_033136314.1, XP_009101334.1	Aa_G509960.h1.t1
OG0008607	XP_033141413.1, XP_033129175.1	Aa_G120880.h1.t1
OG0008609	XP_009151771.1, XP_009129291.1	Aa_G514460.h1.t1
OG0008610	XP_009125836.1	Aa_G663530.h1.t1
OG0008611	XP_009131385.1, XP_009121698.1	Aa_G354650.h1.t1
OG0008612	XP_009112423.1	Aa_G461550.h1.t1
OG0008615	XP_009134247.2	Aa_G742240.h1.t1, Aa_G225530.h1.t1
OG0008616	XP_009125414.2	Aa_G404970.h1.t1
OG0008617	NP_001288909.1, XP_033139950.1	Aa_G387280.h1.t1
OG0008618	XP_009137784.1, XP_033142228.1	Aa_G92290.h1.t1
OG0008619	XP_009137424.1, XP_009137765.1	Aa_G68700.h1.t1
OG0008621	XP_009125801.1	Aa_G601020.h3.t1, Aa_G601020.h2.t1, Aa_G601020.h1.t1, Aa_G601020.h4.t1, Aa_G1034760.h1.t1, Aa_G1034760.h2.t1, Aa_G1032340.h1.t1
OG0008622	XP_033128675.1	Aa_G32630.h1.t1
OG0008623	XP_009129731.1	Aa_G28540.h1.t1
OG0008625	XP_009129737.2, XP_009151656.1	Aa_G28480.h1.t1
OG0008626	XP_009111861.2, XP_033129461.1	Aa_G540540.h1.t1
OG0008628	XP_009132698.1	Aa_G313110.h1.t1
OG0008629	XP_009127172.1, XP_009132482.1	Aa_G134160.h1.t1
OG0008630	XP_009119910.1	Aa_G669050.h1.t1
OG0008631	XP_009131073.1, XP_033137489.1	Aa_G210760.h1.t1
OG0008649	XP_033148676.1, XP_009108986.1	Aa_G158870.h1.t1
OG0008650	XP_009127808.2, XP_009137920.2	Aa_G646070.h1.t1
OG0008651	XP_009137308.1	Aa_G360280.h1.t1
OG0008653	XP_009149967.1, XP_009150431.1	Aa_G656930.h1.t1
OG0008654	XP_033129851.1, XP_033140920.1	Aa_G500670.h1.t1
OG0008655	XP_009151440.1, XP_009150185.1	Aa_G737480.h1.t1
OG0008656	XP_009151413.1, XP_009149810.1	Aa_G522990.h1.t1
OG0008657	XP_018515011.1	Aa_G226570.h1.t1
OG0008658	XP_009150192.1	Aa_G197630.h1.t1
OG0008659	XP_009149853.1	Aa_G420590.h1.t1
OG0008660	XP_009149844.1	Aa_G710670.h1.t1
OG0008661	XP_009149839.1	Aa_G343900.h1.t1
OG0008662	XP_009101377.1, XP_009107092.1	Aa_G623660.h1.t1
OG0008663	XP_033139657.1, XP_009101318.2	Aa_G312300.h1.t1
OG0008664	XP_009125142.1	Aa_G245090.h1.t1
OG0008665	XP_009121010.1, XP_009131638.1	Aa_G396210.h1.t1
OG0008666	XP_009126214.1, XP_009121045.1	Aa_G106460.h1.t1
OG0008667	XP_033141640.1, XP_009121047.1	Aa_G106470.h1.t1
OG0008668	XP_033138562.1, XP_033140157.1	Aa_G325620.h1.t1
OG0008669	XP_009146484.2	Aa_G176180.h1.t1
OG0008670	XP_009126174.1, XP_009121401.1	Aa_G523380.h1.t1
OG0008671	XP_009131556.2, XP_018511033.2	Aa_G79050.h1.t1
OG0008672	XP_009121454.1, XP_009126138.1	Aa_G79080.h1.t1
OG0008673	XP_009126134.1, XP_009121459.1	Aa_G79130.h1.t1
OG0008674	XP_009121462.1	Aa_G846080.h1.t1, Aa_G825370.h1.t1, Aa_G79170.h1.t1, Aa_G728830.h1.t1
OG0008675	XP_009121465.1, XP_009131552.1	Aa_G447900.h1.t1
OG0008676	XP_033138576.1, XP_009126128.1	Aa_G489990.h1.t1
OG0008677	XP_009126123.1, XP_009121486.1	Aa_G157980.h1.t1
OG0008678	XP_009121492.1	Aa_G96770.h1.t1
OG0008679	XP_009142270.1	Aa_G265180.h1.t1
OG0008680	XP_033143162.1, XP_009121504.1	Aa_G96870.h1.t1
OG0008681	XP_009131524.1, XP_009121509.2	Aa_G59240.h1.t1
OG0008682	XP_009131520.2, XP_033138818.1	Aa_G59280.h1.t1
OG0008683	XP_009132246.2, XP_009121533.3	Aa_G56490.h1.t1
OG0008684	XP_009121544.1	Aa_G383470.h1.t1
OG0008685	XP_033142895.1, XP_009121546.1	Aa_G383490.h1.t1
OG0008686	XP_033140090.1, XP_009121547.2	Aa_G383500.h1.t1
OG0008687	XP_009136188.1	Aa_G116370.h1.t1
OG0008688	XP_009131487.1	Aa_G421110.h1.t1
OG0008689	XP_009121557.1, XP_009126059.1	Aa_G421080.h1.t1
OG0008690	XP_033137546.1	Aa_G727100.h1.t1
OG0008691	XP_009121588.1, XP_009131456.1	Aa_G321060.h1.t1
OG0008692	XP_009143925.1, XP_009132906.1	Aa_G148580.h1.t1
OG0008693	XP_009126027.1	Aa_G843420.h1.t1, Aa_G843420.h2.t1
OG0008694	XP_009127093.1	Aa_G54570.h1.t1
OG0008695	XP_009146242.1	Aa_G471370.h1.t1
OG0008696	XP_009125968.1, XP_009121680.1	Aa_G72740.h1.t1
OG0008697	XP_009121689.3	Aa_G72810.h1.t1
OG0008698	XP_009131368.2	Aa_G290000.h1.t1
OG0008700	XP_009132382.1	Aa_G48380.h1.t1, Aa_G48390.h1.t1
OG0008701	XP_009125930.1, XP_009121742.2	Aa_G209450.h1.t1
OG0008702	XP_009125921.1, XP_009121754.1	Aa_G388300.h1.t1
OG0008703	XP_009121769.1	Aa_G19600.h1.t1
OG0008704	XP_009125901.1, XP_009121776.1	Aa_G19530.h1.t1
OG0008705	XP_009131320.1, XP_009122877.1	Aa_G385380.h1.t1
OG0008706	XP_009125887.1, XP_009121794.2	Aa_G385370.h1.t1
OG0008707	XP_009121799.1, XP_009131317.1	Aa_G385330.h1.t1
OG0008708	XP_009125886.1, XP_009121802.1	Aa_G385300.h1.t1
OG0008710	XP_033137899.1	Aa_G491640.h1.t1
OG0008711	XP_009121848.1	Aa_G491610.h1.t1, Aa_G491600.h1.t1
OG0008712	XP_009125857.1, XP_009121858.1	Aa_G138200.h1.t1
OG0008713	XP_009121859.1	Aa_G623430.h1.t1, Aa_G89610.h1.t1, Aa_G159480.h1.t1
OG0008714	XP_009121861.1, XP_009131269.1	Aa_G256670.h1.t1
OG0008715	XP_009131259.1, XP_009121873.1	Aa_G256580.h1.t1
OG0008716	XP_009125841.1, XP_009131249.1	Aa_G215880.h1.t1
OG0008717	XP_009125839.1, XP_033137886.1	Aa_G215850.h1.t1
OG0008718	XP_009121902.1, XP_009131244.1	Aa_G279030.h1.t1
OG0008719	XP_009121904.2, XP_033144991.1	Aa_G279020.h1.t1
OG0008720	XP_009131237.2, XP_009125833.2	Aa_G278960.h1.t1
OG0008721	XP_009121935.2	Aa_G116900.h1.t1
OG0008722	XP_009121966.1, XP_009125799.1	Aa_G158490.h1.t1
OG0008723	XP_009120034.1, XP_009127027.1	Aa_G441940.h1.t1
OG0008724	XP_033138524.1, XP_009125787.1	Aa_G84680.h1.t1
OG0008725	XP_009122005.1, XP_033140346.1	Aa_G486110.h1.t1
OG0008726	XP_009122007.1, XP_009125262.1	Aa_G486100.h1.t1
OG0008727	XP_033140347.1, XP_009122031.1	Aa_G168600.h1.t1
OG0008728	XP_009131171.1, XP_009122034.2	Aa_G168500.h1.t1
OG0008729	XP_009122049.2, XP_009131162.1	Aa_G98230.h1.t1
OG0008730	XP_009125325.1	Aa_G356480.h1.t1
OG0008731	XP_009125331.1, XP_033137440.1	Aa_G196010.h1.t1
OG0008732	XP_009125340.1, XP_009122113.1	Aa_G152750.h1.t1
OG0008733	XP_009125352.1, XP_009122534.1	Aa_G516730.h1.t1
OG0008734	XP_033142795.1, XP_009125756.2, XP_009122507.1	Aa_G130530.h1.t1
OG0008735	XP_009131107.1, XP_009122505.1	Aa_G130500.h2.t1, Aa_G130500.h1.t1
OG0008736	XP_009125750.1	Aa_G130420.h1.t1
OG0008737	XP_009122475.1, XP_009131091.1	Aa_G210880.h1.t1
OG0008738	XP_009131082.1, XP_009122471.1	Aa_G210850.h1.t1
OG0008739	XP_009151852.1, XP_009129361.1	Aa_G142430.h1.t1
OG0008740	XP_009127360.1	Aa_G125940.h1.t1
OG0008741	XP_018513601.1, XP_009125732.1	Aa_G210680.h1.t1
OG0008742	XP_009122434.1, XP_018513277.1	Aa_G319270.h1.t1
OG0008743	XP_009125716.1, XP_009122416.1, XP_018513428.1	Aa_G392820.h1.t1
OG0008744	XP_009125711.1, XP_033138444.1	Aa_G587760.h1.t1
OG0008745	XP_009125705.1, XP_009131024.1	Aa_G611230.h1.t1
OG0008746	XP_009122401.1, XP_009131014.1	Aa_G76460.h1.t1
OG0008747	XP_009122325.2, XP_033141825.1	Aa_G471580.h1.t1
OG0008748	XP_009111252.2	Aa_G188900.h1.t1
OG0008749	XP_009144539.1, XP_033142103.1	Aa_G188920.h1.t1
OG0008750	XP_009122154.1, XP_009144523.3	Aa_G189240.h1.t1
OG0008751	XP_009122116.1, XP_033141115.1	Aa_G187620.h1.t1, Aa_G189250.h1.t1
OG0008752	XP_009121951.1	Aa_G187770.h1.t1
OG0008753	XP_009138864.2	Aa_G353730.h1.t1
OG0008754	XP_009138839.1	Aa_G577690.h1.t1
OG0008755	XP_009137480.1, XP_009138628.1	Aa_G130080.h1.t1
OG0008756	XP_009138618.1	Aa_G130090.h1.t1
OG0008757	XP_009128508.1	Aa_G67750.h1.t1
OG0008758	XP_009103548.1	Aa_G205310.h1.t1
OG0008759	XP_009103552.1	Aa_G1660.h1.t1
OG0008760	XP_009133925.1, XP_009103559.1	Aa_G3080.h1.t1
OG0008761	XP_009140751.2	Aa_G236360.h1.t1
OG0008762	XP_009140783.2, XP_009103583.1	Aa_G529630.h1.t1
OG0008763	XP_009140791.1	Aa_G342500.h1.t1
OG0008764	XP_009140795.1, XP_009103593.1	Aa_G180190.h1.t1
OG0008765	XP_009140798.1, XP_033143929.1	Aa_G55720.h1.t1
OG0008766	XP_009140812.2	Aa_G393060.h1.t1
OG0008768	XP_009140819.1, XP_009103619.1	Aa_G210650.h1.t1
OG0008769	XP_033130149.1	Aa_G19590.h1.t1
OG0008770	XP_018514141.1	Aa_G614940.h1.t1
OG0008771	XP_009103628.1	Aa_G434840.h1.t1
OG0008772	XP_033130350.1, XP_009140837.2	Aa_G504390.h1.t1
OG0008773	XP_009103643.1	Aa_G326580.h1.t1
OG0008774	XP_009140845.2, XP_009103648.1	Aa_G207680.h1.t1
OG0008775	XP_009140846.1, XP_009103645.1	Aa_G568670.h1.t1
OG0008776	XP_009140900.1, XP_009103683.1	Aa_G18150.h1.t1
OG0008777	XP_009140903.1	Aa_G18190.h1.t1
OG0008778	XP_009106885.1	Aa_G60070.h1.t1
OG0008779	XP_009140927.1, XP_009103702.1	Aa_G627890.h1.t1
OG0008780	XP_009103713.1, XP_009140941.1	Aa_G324760.h1.t1
OG0008781	XP_009103714.1, XP_009140942.1	Aa_G832170.h1.t1
OG0008782	XP_009140943.1	Aa_G707890.h1.t1
OG0008783	XP_033130326.1	Aa_G460140.h1.t1
OG0008784	XP_009103719.1, XP_033145277.1	Aa_G243140.h1.t1
OG0008785	XP_009124371.2, NP_001288899.1	Aa_G412140.h1.t1
OG0008786	XP_009140961.1, XP_033131578.1	Aa_G763050.h1.t1
OG0008787	XP_009144380.2, XP_033144710.1	Aa_G541560.h1.t1
OG0008788	XP_009140999.1	Aa_G465370.h1.t1
OG0008789	XP_009144338.1, XP_009141031.1	Aa_G85620.h1.t1
OG0008790	XP_009144333.2, XP_009132711.2	Aa_G135350.h1.t1
OG0008791	XP_009141036.1	Aa_G597530.h1.t1
OG0008793	XP_009144312.1	Aa_G35360.h1.t1
OG0008794	XP_009144307.1	Aa_G249090.h1.t1
OG0008795	XP_009132742.1, XP_009144295.1	Aa_G159340.h1.t1
OG0008796	XP_009132743.1, XP_009141428.1	Aa_G159360.h1.t1
OG0008797	XP_009141093.1	Aa_G365420.h1.t1
OG0008798	XP_009141128.2	Aa_G561800.h1.t1
OG0008799	XP_009144598.1, XP_009132769.1	Aa_G589110.h1.t1
OG0008800	XP_009132768.1	Aa_G589100.h1.t1
OG0008801	XP_009141139.1	Aa_G359460.h1.t1
OG0008802	XP_009141144.1	Aa_G343110.h1.t1
OG0008803	XP_009144244.1, XP_009141146.2	Aa_G343080.h1.t1
OG0008804	XP_009141172.1, XP_009132780.1, XP_009144215.1	Aa_G167510.h1.t1
OG0008805	XP_033145508.1, XP_009132782.1	Aa_G167460.h1.t1
OG0008806	XP_009141176.1, XP_009132814.1	Aa_G445710.h1.t1
OG0008807	XP_018514509.2, XP_009141191.2	Aa_G154800.h1.t1
OG0008809	XP_033147699.1	Aa_G346370.h1.t1
OG0008810	XP_009141244.1, XP_009143997.1	Aa_G117140.h1.t1
OG0008811	XP_009143966.1, XP_009132835.1	Aa_G243720.h1.t1
OG0008812	XP_009107672.1	Aa_G356310.h3.t1, Aa_G356310.h1.t1, Aa_G356310.h2.t1, Aa_G126880.h1.t1
OG0008814	XP_009141278.2	Aa_G183710.h1.t1
OG0008815	XP_009141292.1	Aa_G183620.h1.t1
OG0008817	XP_033147712.1, XP_009132920.1	Aa_G208750.h1.t1
OG0008818	XP_009141305.2, XP_009143873.1	Aa_G208740.h1.t1
OG0008819	XP_009141307.1, XP_033147806.1	Aa_G208710.h1.t1
OG0008820	XP_009143862.1, XP_009141311.1	Aa_G208660.h1.t1
OG0008821	XP_009123880.1, XP_009101794.1	Aa_G208550.h1.t1
OG0008824	XP_009123905.1	Aa_G316920.h1.t1
OG0008825	XP_009113978.2, XP_033140625.1	Aa_G756680.h1.t1
OG0008826	XP_009101757.1, XP_009123920.1	Aa_G756660.h1.t1
OG0008827	XP_009137452.1, XP_009138109.1	Aa_G215260.h1.t1
OG0008828	XP_009101727.2, XP_009113932.1	Aa_G215380.h1.t1
OG0008829	XP_009121833.1, XP_033138175.1	Aa_G133010.h1.t1
OG0008830	XP_009138932.1	Aa_G166570.h1.t1, Aa_G7900.h1.t1, Aa_G353780.h1.t1
OG0008832	XP_009137516.1, XP_009139151.1	Aa_G90930.h1.t1
OG0008833	XP_009118942.1	Aa_G29460.h1.t1
OG0008834	XP_009145032.1, XP_009107407.2	Aa_G29450.h1.t1
OG0008835	XP_009107414.1, XP_009145029.1	Aa_G29390.h1.t1
OG0008836	XP_009145027.1	Aa_G332830.h1.t1
OG0008837	XP_009118928.2	Aa_G332880.h1.t1
OG0008838	XP_009107423.2, XP_009123161.1	Aa_G513960.h1.t1
OG0008839	XP_009107452.1	Aa_G128490.h1.t1, Aa_G128480.h1.t1
OG0008840	XP_009123523.1, XP_009107443.1	Aa_G767080.h1.t1
OG0008841	XP_009123449.1, XP_009124593.1	Aa_G171130.h1.t1
OG0008842	XP_009109781.1, XP_009113736.1	Aa_G130860.h1.t1
OG0008843	XP_009102942.2, XP_009113726.1	Aa_G130720.h1.t1
OG0008844	XP_009102929.2, XP_009113696.1	Aa_G48130.h1.t1
OG0008845	XP_009102428.1, XP_009136104.1	Aa_G77040.h1.t1
OG0008846	XP_009102920.1, XP_033135652.1	Aa_G329880.h1.t1
OG0008847	XP_009109726.1, XP_009113666.2	Aa_G472920.h1.t1
OG0008848	XP_009102887.1, XP_009123178.1	Aa_G456660.h1.t1
OG0008849	XP_009115261.1	Aa_G348080.h1.t1
OG0008850	XP_009102867.1, XP_009115262.1	Aa_G348090.h1.t1
OG0008851	XP_009115259.2, NP_001306245.1	Aa_G348140.h1.t1
OG0008852	XP_033132865.1, XP_009102833.1	Aa_G108440.h1.t1
OG0008853	XP_009111871.1	Aa_G589230.h1.t1
OG0008854	XP_009109644.1	Aa_G108350.h1.t1
OG0008855	XP_009102799.2	Aa_G248910.h1.t1
OG0008856	XP_018508312.1, XP_009115200.1	Aa_G248850.h1.t1
OG0008857	XP_009115164.2, XP_009109594.2	Aa_G28330.h1.t1
OG0008858	XP_009124606.1, XP_009144762.1	Aa_G279730.h1.t1
OG0008859	XP_009115058.1, XP_009144742.1	Aa_G279760.h1.t1
OG0008860	XP_009115050.1	Aa_G216310.h1.t1
OG0008861	XP_009115042.1, XP_009102685.1	Aa_G216400.h1.t1
OG0008862	XP_009115029.1, XP_009107758.2	Aa_G476230.h1.t1
OG0008863	XP_033135807.1, XP_033135689.1	Aa_G476180.h1.t1
OG0008864	XP_009107749.1, XP_009115024.1	Aa_G355740.h1.t1
OG0008866	XP_009115000.1, XP_009102670.1	Aa_G414300.h1.t1
OG0008867	XP_033138103.1	Aa_G442850.h1.t1
OG0008868	XP_018510450.1, XP_009108116.1	Aa_G434750.h1.t1
OG0008869	XP_009114957.1	Aa_G194310.h1.t1
OG0008870	XP_009114931.1, XP_009108001.1	Aa_G194180.h1.t1
OG0008871	XP_009151423.1	Aa_G109250.h1.t1
OG0008872	XP_009114873.1	Aa_G16490.h1.t1
OG0008873	XP_009143683.1	Aa_G52130.h1.t1
OG0008874	XP_009101252.2	Aa_G435350.h1.t1
OG0008875	XP_009101233.1	Aa_G146270.h1.t1, Aa_G146260.h1.t1
OG0008876	XP_009152195.1	Aa_G480380.h1.t1
OG0008877	XP_009116873.2	Aa_G122740.h1.t1, Aa_G2350.h1.t1
OG0008878	XP_009112331.1, XP_009103490.2	Aa_G147090.h1.t1
OG0008879	XP_009130551.1, XP_009103486.1	Aa_G147120.h1.t1
OG0008880	XP_009103484.1, XP_009112334.1	Aa_G147140.h1.t1
OG0008881	XP_009112345.1, XP_009103465.1	Aa_G180820.h1.t1
OG0008882	XP_009112348.1	Aa_G180840.h1.t1
OG0008883	XP_009112350.1, XP_033131421.1	Aa_G696710.h1.t1
OG0008884	XP_033130985.1, XP_009103460.1, XP_009112352.1	Aa_G649310.h1.t1
OG0008885	XP_009129261.1, XP_009103456.1	Aa_G482310.h1.t1
OG0008886	XP_009103437.1	Aa_G165770.h1.t1
OG0008887	XP_009103434.1	Aa_G383180.h1.t1
OG0008888	XP_009150703.1	Aa_G23650.h1.t1
OG0008889	XP_009130534.1, XP_009112231.1	Aa_G23570.h1.t1
OG0008890	XP_009130531.1	Aa_G23470.h1.t1
OG0008891	XP_009130523.1, XP_009150657.1	Aa_G81340.h1.t1
OG0008892	XP_009150653.1, XP_009130519.1	Aa_G81370.h1.t1
OG0008893	XP_009150645.1	Aa_G81470.h1.t1
OG0008894	XP_018512319.1, XP_009150612.1	Aa_G37270.h1.t1
OG0008895	XP_009150597.1, XP_009130492.1	Aa_G37130.h1.t1
OG0008897	XP_009112168.1, XP_009150593.1	Aa_G681050.h1.t1
OG0008898	XP_009130484.1, XP_009150578.1	Aa_G704380.h1.t1
OG0008899	XP_009150570.1	Aa_G20740.h1.t1
OG0008900	XP_033128207.1, XP_018511850.1	Aa_G20840.h1.t1
OG0008901	XP_009150545.1, XP_009112147.1	Aa_G21050.h1.t1
OG0008902	XP_009150508.1, XP_009112128.1	Aa_G51570.h1.t1
OG0008903	XP_009130442.1	Aa_G51690.h1.t1
OG0008904	XP_009150476.1	Aa_G268300.h1.t1
OG0008905	XP_009130425.1, XP_009150459.1	Aa_G76210.h1.t1
OG0008906	XP_009112110.1	Aa_G76150.h1.t1
OG0008907	XP_009130274.1, XP_009150443.1	Aa_G76070.h1.t1
OG0008909	XP_009150402.1, XP_009112083.1	Aa_G75160.h1.t1
OG0008910	XP_033128679.1, XP_033141659.1	Aa_G75330.h1.t1
OG0008911	XP_009112071.1, XP_009150382.1	Aa_G472750.h1.t1
OG0008912	XP_009112044.1, XP_009151418.1	Aa_G406280.h1.t1
OG0008913	XP_009130237.2, XP_033129852.1	Aa_G406190.h1.t1
OG0008914	XP_009130232.1, XP_009151401.1	Aa_G406150.h1.t1
OG0008915	XP_033128471.1, XP_033140048.1	Aa_G621050.h1.t1
OG0008916	XP_033128226.1	Aa_G13780.h1.t1
OG0008917	XP_033136801.1, XP_033140336.1	Aa_G13680.h1.t1
OG0008918	XP_009130223.1, XP_009151374.1	Aa_G13630.h1.t1
OG0008919	XP_009130213.1	Aa_G13490.h1.t1
OG0008920	XP_033130076.1, XP_009112019.1	Aa_G13430.h1.t1
OG0008921	XP_009130207.1, XP_033130069.1	Aa_G315980.h1.t1
OG0008922	XP_009130195.1	Aa_G131080.h1.t1
OG0008923	XP_009151326.1	Aa_G131180.h1.t1
OG0008924	XP_009130189.2, XP_009130190.1	Aa_G61400.h1.t1
OG0008925	XP_009130186.1, XP_033128991.1	Aa_G61430.h1.t1
OG0008926	NP_001288807.1, XP_009130177.1	Aa_G61540.h1.t1
OG0008927	XP_009150124.1, XP_009112001.2	Aa_G435180.h1.t1
OG0008928	XP_009136472.2	Aa_G257110.h1.t1, Aa_G664910.h1.t1
OG0008929	XP_009130151.1, XP_009111978.1	Aa_G94980.h1.t1
OG0008930	XP_009136396.2	Aa_G98000.h1.t1, Aa_G560750.h1.t1
OG0008931	XP_018512359.1, XP_009136379.1	Aa_G97890.h1.t1
OG0008932	XP_009130123.1, XP_009136378.1	Aa_G97870.h1.t1
OG0008933	XP_009141488.1	Aa_G104830.h1.t1
OG0008934	XP_009150869.1, XP_009130116.1	Aa_G104810.h1.t1
OG0008935	XP_009150878.1, XP_009130112.1	Aa_G143310.h1.t1
OG0008936	XP_033135756.1, XP_009150881.1	Aa_G143290.h1.t1
OG0008937	XP_009144801.1, XP_009150887.1	Aa_G143240.h1.t1
OG0008938	XP_009150918.2, XP_009130097.2	Aa_G475070.h1.t1
OG0008939	XP_033140435.1	Aa_G46110.h1.t1
OG0008940	XP_009150968.1, XP_009111628.1	Aa_G45460.h1.t1
OG0008941	XP_009111630.1, XP_033135024.1, XP_009111631.1, XP_033128431.1	Aa_G45410.h1.t1
OG0008942	XP_009150981.1, XP_009130056.1	Aa_G45280.h1.t1
OG0008943	XP_009130055.1, XP_009150984.1	Aa_G45260.h1.t1
OG0008944	XP_009150997.2, XP_009111642.2	Aa_G392310.h1.t1
OG0008945	XP_018515434.1, XP_018510673.1	Aa_G596580.h1.t1
OG0008946	XP_009129991.2, XP_009151023.1	Aa_G596560.h1.t1
OG0008947	XP_009129987.2, XP_009111656.1	Aa_G398080.h1.t1
OG0008948	XP_009151042.1, XP_009129982.1	Aa_G398040.h1.t1
OG0008949	XP_009129972.1, XP_009111661.1	Aa_G267300.h1.t1
OG0008950	XP_009151060.1, XP_009129970.1	Aa_G70620.h1.t1
OG0008951	XP_009111675.1, XP_009151097.1	Aa_G539340.h1.t1
OG0008952	XP_033134883.1, XP_009151106.1	Aa_G574350.h1.t1
OG0008953	XP_009111692.1	Aa_G112850.h1.t1
OG0008954	XP_009120874.1, XP_009126374.1	Aa_G181300.h1.t1
OG0008955	XP_033138622.1, XP_009126381.1	Aa_G181250.h1.t1
OG0008956	XP_009120870.1	Aa_G181230.h1.t1
OG0008957	XP_009126380.1, XP_009131744.1	Aa_G181220.h1.t1
OG0008958	XP_009126378.1, XP_033138629.1	Aa_G181200.h1.t1
OG0008959	XP_009126376.1	Aa_G181180.h1.t1
OG0008960	XP_009126386.1, XP_009120862.1	Aa_G478110.h1.t1
OG0008961	XP_033138607.1	Aa_G478100.h1.t1
OG0008962	XP_009120861.1, XP_009131749.1	Aa_G478090.h1.t1
OG0008964	XP_009126403.1, XP_009120845.1	Aa_G68410.h1.t1
OG0008965	XP_009131777.1, XP_009126425.1	Aa_G68210.h1.t1, Aa_G171800.h1.t1
OG0008966	XP_009120837.1, XP_009131781.1	Aa_G68170.h1.t1
OG0008967	XP_033141619.1, XP_009120833.1	Aa_G68130.h1.t1
OG0008968	XP_009126433.1, XP_009120824.1	Aa_G68090.h1.t1
OG0008970	XP_009120780.1, XP_009126470.1	Aa_G15350.h1.t1
