Orthogroup	Brassica_rapa	Arabidopsis_arenosa
OG0010195	XP_009147920.1, XP_009107320.1	jg32995
OG0010196	XP_009144979.1	jg33039
OG0010197	XP_009106151.1, XP_009128069.1	jg3147
OG0010198	XP_009106149.1, XP_009104737.1	jg3145
OG0010199	XP_033129125.1	jg8285
OG0010200	XP_009101953.2	jg8286
OG0010201	XP_009102546.1	jg8306, jg8299
OG0010202	XP_033129121.1, XP_009109549.1	jg8315
OG0010203	XP_009109540.1, XP_009101934.1	jg8327
OG0010204	XP_009101933.2, XP_009109538.1	jg8328
OG0010205	XP_009109512.1	jg8364
OG0010206	XP_033133114.1, XP_009101895.1	jg8389
OG0010207	XP_009109892.1, XP_009109480.1	jg8397
OG0010208	XP_009115076.2	jg8404
OG0010209	XP_009101872.2	jg8414
OG0010210	XP_009109448.1, XP_018512598.1	jg8470
OG0010211	XP_009127647.1	jg8479
OG0010212	XP_009128353.2, XP_009109435.2	jg8485
OG0010213	XP_009138552.1, XP_009128651.1	jg8489
OG0010214	XP_033140731.1, XP_009109422.2	jg8516
OG0010215	XP_018509547.2	jg8525
OG0010216	XP_009109415.1	jg8526
OG0010217	XP_009109416.1, XP_009131194.1	jg8528
OG0010218	XP_009132987.1, XP_009109393.1	jg8553
OG0010219	XP_033130933.1, XP_009138527.2	jg8561
OG0010220	XP_009138518.1, XP_009109387.1	jg8569
OG0010221	XP_009135118.1	jg8581
OG0010222	XP_009109372.2	jg8590
OG0010223	XP_009137164.1	jg8603
OG0010224	XP_009109364.1, XP_009137836.1	jg8612
OG0010225	XP_033142229.1, XP_009138472.1	jg8622
OG0010226	XP_009150168.1, XP_009151619.1	jg11721
OG0010227	XP_009138449.2	jg8662
OG0010228	XP_009109324.1, XP_009143738.1	jg8681
OG0010229	XP_009109313.1, XP_009138432.1	jg8683
OG0010230	XP_009145073.1	jg8699
OG0010231	XP_009148014.1	jg8734
OG0010232	XP_033135883.1, XP_009109265.1	jg8758
OG0010233	XP_009150586.1	jg8763
OG0010234	XP_009108622.1, XP_009104299.1, XP_009123286.2	jg8827
OG0010235	XP_009108627.1, XP_009105030.1	jg8832
OG0010236	XP_009108689.1, XP_009106425.1	jg8850
OG0010237	XP_009107761.1, XP_009108693.1	jg8862
OG0010238	XP_009109369.1, XP_009138324.1	jg8878
OG0010239	XP_009110394.1, XP_009108717.1	jg8884
OG0010240	XP_033142506.1, XP_009108724.1	jg8900
OG0010241	XP_009108728.1	jg8904
OG0010243	XP_009112598.2, XP_009108732.1	jg8910
OG0010244	XP_018508413.1, XP_009113818.1, XP_009113820.1	jg31219
OG0010245	XP_033142515.1, XP_033132789.1	jg8912
OG0010246	XP_009125059.1	jg9077
OG0010247	XP_009108867.1, XP_033135547.1	jg9130
OG0010248	XP_033143106.1, XP_009125694.2	jg9125
OG0010249	XP_033132634.1, XP_009125595.1	jg9119
OG0010250	XP_009125241.1, XP_009138152.1	jg9094
OG0010251	XP_009108822.1, XP_009138153.2	jg9092
OG0010252	XP_009125048.1	jg9075
OG0010253	XP_009125025.2, XP_009138161.1	jg9071
OG0010254	XP_009138168.1, XP_009124478.1	jg9065
OG0010255	XP_009123351.1, XP_009108806.1	jg9050
OG0010256	XP_009138182.1, XP_009108805.1	jg9048
OG0010257	XP_009122889.2, XP_009138185.2	jg9043
OG0010258	XP_009122784.1, XP_009138186.1	jg9041
OG0010259	XP_033148729.1, XP_009138190.1	jg9039
OG0010260	XP_009122458.1, XP_009108800.1	jg9038
OG0010261	XP_033133965.1	jg9013
OG0010262	XP_009127357.2	jg21710
OG0010263	XP_009138251.2, XP_009118282.1	jg8970
OG0010264	XP_009117671.1	jg8965
OG0010265	XP_009108893.1	jg9185
OG0010266	XP_009126604.1	jg9217
OG0010267	XP_009126680.1	jg9225
OG0010268	XP_009138032.1, XP_009126700.1	jg9228
OG0010269	XP_009138022.1, XP_033135901.1	jg9247
OG0010270	XP_009108922.1, XP_009126891.1	jg9249
OG0010271	XP_033144960.1	jg9250
OG0010272	XP_009126975.1, XP_033133897.1	jg9259
OG0010273	XP_009108932.1, XP_033144480.1	jg9265
OG0010274	XP_009127438.1	jg9311
OG0010275	XP_009127453.1, XP_009137973.1	jg9319
OG0010276	XP_009102554.1	jg26674
OG0010277	XP_033137762.1, XP_009102549.1	jg26679
OG0010278	XP_009127946.1, XP_033130931.1	jg2907
OG0010279	XP_009105920.1, XP_009104850.2	jg2893
OG0010280	XP_009105890.1, XP_009127925.1	jg2865
OG0010281	XP_009127911.1, XP_009105882.2	jg2859
OG0010282	XP_033131630.1, XP_009127910.1	jg2858
OG0010283	XP_009105870.1	jg2837
OG0010284	XP_009104879.1	jg2832
OG0010285	XP_009105858.1, XP_009104884.1	jg2821
OG0010286	XP_009115441.2, XP_033130978.1	jg31025
OG0010287	XP_009110059.1, XP_009115440.1	jg31029
OG0010288	XP_009115422.1, XP_009110053.1	jg31046
OG0010289	XP_009115408.1, XP_009103107.2	jg31080
OG0010290	XP_009115365.1, XP_009103093.1	jg31110
OG0010291	XP_009103085.1, XP_009109904.2	jg31139
OG0010292	XP_009102987.1, XP_009113777.1	jg31261
OG0010293	XP_009144584.1	jg7990
OG0010294	XP_009144580.1, XP_033134642.1	jg7991
OG0010295	XP_009144586.1	jg7996
OG0010296	XP_009111311.1	jg7998
OG0010297	XP_009111315.1	jg8006
OG0010298	XP_009102821.1	jg8014
OG0010299	XP_009111321.2, XP_009134449.2	jg8028
OG0010300	XP_009111325.1	jg8031
OG0010301	XP_009111337.1	jg8053
OG0010302	XP_009151876.1, XP_033140775.1	jg13610
OG0010304	XP_009111380.1	jg8091
OG0010305	XP_009111381.1	jg8092
OG0010306	XP_009128512.1, XP_009111382.1	jg8094
OG0010307	XP_033142070.1	jg8129
OG0010308	NP_001288962.1	jg8108
OG0010309	XP_009111447.1, XP_009134525.1	jg8105
OG0010310	XP_009111460.1, XP_033136587.1, XP_009134532.1	jg8168
OG0010311	XP_009111463.1, XP_009134540.1	jg8175
OG0010312	XP_009134538.1, XP_009111462.1	jg8176
OG0010313	XP_009111470.2	jg8181
OG0010314	XP_009111475.1	jg8186
OG0010315	XP_009134547.1, XP_033137125.1	jg8195
OG0010316	XP_033141618.1, XP_033142137.1	jg8216
OG0010317	XP_018509605.1	jg9295
OG0010318	XP_009117445.1	jg16506, jg16505
OG0010319	XP_009140248.1	jg16510
OG0010320	XP_009103036.1, XP_009113803.1	jg31227
OG0010321	XP_009109889.2, XP_009115334.1	jg31160
OG0010322	XP_033135763.1, XP_009109902.1	jg31147
OG0010323	XP_009103636.1, XP_009140838.2	jg32451, jg32464
OG0010324	XP_009142212.1, XP_009137590.1	jg9818
OG0010325	XP_009109157.1, XP_033128022.1	jg9754
OG0010326	XP_009109156.1	jg9753
OG0010328	XP_009137652.1, XP_009143320.1	jg9721
OG0010329	XP_009143442.1	jg9707
OG0010330	XP_009109141.1, XP_009143465.1	jg9705
OG0010331	XP_009109140.1, XP_009137663.1	jg9702
OG0010332	XP_033144715.1, XP_009143549.2	jg9698
OG0010333	XP_009144170.1, XP_009144177.1	jg9628
OG0010334	XP_009109109.1	jg9616
OG0010335	XP_009137773.1, XP_009109106.1	jg9610
OG0010336	XP_009144342.1, XP_009109104.1	jg9607
OG0010337	XP_009152151.1, XP_009114141.1	jg13174
OG0010338	XP_009152150.2, XP_009129076.2	jg13176
OG0010339	XP_009114130.1, XP_009129066.1	jg13185
OG0010340	XP_009152128.1, XP_033136463.1	jg13221
OG0010341	XP_033138411.1	jg28528
OG0010343	XP_009110269.1	jg30486
OG0010344	XP_009149569.1, XP_009103317.1, XP_033132211.1	jg30636
OG0010345	XP_009115546.1	jg30897, jg30893, jg30898
OG0010346	XP_033131304.1, XP_009115314.1	jg31172
OG0010347	XP_009115296.1, XP_009109864.1	jg31197
OG0010350	XP_009148198.1	jg33265
OG0010351	XP_009146350.1	jg25459
OG0010352	XP_009147575.1, XP_009123642.1	jg33615
OG0010353	XP_009124047.1	jg838, jg23918, jg14965
OG0010356	XP_033148364.1, XP_009133603.1	jg1197, jg19681
OG0010359	XP_009125007.1	jg24274
OG0010360	XP_033131932.1, XP_033131933.1	jg2383
OG0010361	XP_009127935.1, XP_033130107.1	jg2879
OG0010362	XP_009128002.1, XP_009106022.1	jg3006
OG0010363	XP_033146603.1, XP_009147044.2	jg24724
OG0010364	XP_033148431.1	jg25205
OG0010365	XP_009135343.1, XP_033147164.1	jg25395
OG0010368	XP_009140338.1	jg16652
OG0010369	XP_009140358.1, XP_009112525.1	jg16673
OG0010371	XP_009117118.1, XP_009140561.1	jg16949
OG0010372	XP_009140566.1, XP_009117111.1	jg16963
OG0010374	XP_009117225.1, XP_009140672.1	jg17112
OG0010375	XP_009137817.1	jg9540, jg17225, jg17224, jg9538
OG0010376	XP_009141257.1, XP_009141256.1	jg18339
OG0010377	XP_009133055.1, XP_009133056.1, XP_033146327.1	jg18724
OG0010378	XP_009133302.1, XP_033145307.1	jg19067
OG0010380	XP_009142390.1	jg19544
OG0010381	XP_009104889.1, XP_009127874.2	jg20102
OG0010382	XP_009101287.2, XP_009114219.1	jg12996
OG0010383	XP_033139881.1, XP_009152103.1	jg13254
OG0010384	XP_009111581.1, XP_009129400.1	jg13522
OG0010385	XP_033129679.1, XP_033136951.1	jg13665
OG0010386	XP_009150181.1, XP_009149803.1	jg14681
OG0010387	XP_018513057.1, XP_009101596.1	jg14870
OG0010388	XP_009103851.2, XP_033137108.1	jg15257
OG0010389	XP_009138271.1, XP_009115272.1	jg15725, jg15656
OG0010390	XP_033137834.1, XP_033143152.1	jg5226
OG0010391	XP_009131895.2, XP_009120623.1	jg6126
OG0010392	XP_009129807.2, XP_018509562.1	jg6874
OG0010393	XP_033140688.1	jg7402
OG0010394	XP_018513093.1, XP_009118042.1, XP_018513134.1	jg9505
OG0010395	XP_009137562.1, XP_033144917.1	jg9872
OG0010396	NP_001288974.1, XP_009137844.1	jg10057
OG0010397	XP_009136089.1, XP_009136078.1	jg10256, jg20472
OG0010399	XP_009132908.1, XP_033133976.1	jg10626
OG0010400	XP_009136833.1	jg10893
OG0010401	XP_033143520.1, XP_033141484.1	jg11022
OG0010402	XP_033132241.1, XP_033146610.1	jg11351
OG0010405	XP_009140089.1	jg12763
OG0010406	XP_009125192.1, XP_018509571.2	jg12790
OG0010407	XP_009101828.1, XP_009114024.1	jg21002
OG0010408	XP_009106518.1	jg21169
OG0010409	XP_033134705.1	jg21380
OG0010410	XP_009151681.1, XP_009111856.1	jg21457
OG0010411	XP_009129772.1, XP_009151725.1	jg21549
OG0010412	XP_009111873.1, XP_009151728.1	jg21566
OG0010413	XP_009134031.1, XP_009127370.1	jg21642
OG0010414	XP_033137327.1, XP_009127301.1	jg21817
OG0010415	XP_033137676.1	jg21882
OG0010416	XP_009127236.1, XP_009106704.1	jg21946
OG0010417	XP_009127206.1, XP_009124171.1	jg22005
OG0010418	XP_009120246.1, XP_009126851.1, XP_009132142.2	jg22620
OG0010419	XP_009103518.1, XP_009112306.1	jg23740
OG0010436	XP_033138829.1, XP_033137637.1	jg27588
OG0010437	XP_009137925.1	jg11538, jg9362
OG0010438	XP_033144464.1	jg9359
OG0010439	XP_009108981.1	jg9355
OG0010440	XP_009137939.1	jg9352
OG0010441	XP_009127679.1	jg9345
OG0010442	XP_009137962.1	jg9336
OG0010443	XP_009140699.1	jg17190
OG0010444	XP_009137315.1, XP_009136711.1	jg10211
OG0010445	XP_018508183.1	jg14447
OG0010446	XP_009151475.2	jg14679
OG0010447	XP_009149811.1, XP_009151403.1	jg14671
OG0010448	XP_009150191.2	jg14663
OG0010449	XP_009150197.1, XP_033128975.1	jg14654
OG0010450	XP_009149855.1, XP_009150754.1	jg14599
OG0010451	XP_009150874.1	jg14623
OG0010452	XP_009150205.1	jg14629
OG0010453	XP_009150220.1, XP_009149870.1	jg14584
OG0010454	XP_009101368.1	jg12905
OG0010455	XP_009129213.1	jg12972
OG0010456	XP_009129163.1	jg13037
OG0010457	XP_033128752.1, XP_033128433.1, XP_009101284.1	jg13006
OG0010459	XP_009140004.1	jg12657
OG0010460	XP_009139994.1	jg12645
OG0010461	XP_018511176.1	jg5647
OG0010462	XP_009131613.1	jg5621
OG0010463	XP_009121052.1, XP_009131608.1	jg5616
OG0010464	XP_009126197.1, XP_009107532.1	jg5596
OG0010465	XP_009126192.1	jg5586
OG0010466	XP_009107522.1	jg5582
OG0010467	XP_009107510.2, XP_009126182.1	jg5573
OG0010468	XP_009126179.1	jg5567
OG0010469	XP_009121408.1, XP_009126170.1	jg5548
OG0010470	XP_009118471.1	jg29040
OG0010471	XP_009121457.1	jg5502
OG0010472	XP_009121463.1, XP_009131553.1	jg5498
OG0010473	XP_009131546.1	jg5480, jg5479
OG0010475	XP_009131536.1	jg5463
OG0010476	XP_009126099.1	jg5441
OG0010477	XP_009126096.1	jg5440
OG0010478	XP_009121519.1	jg5431
OG0010479	XP_009133001.1	jg18591
OG0010480	XP_009121574.1, XP_009126047.1	jg5370
OG0010481	XP_033143473.1, XP_033141670.1	jg5368
OG0010482	XP_009126029.1, XP_009121614.1	jg5335
OG0010483	XP_033131314.1	jg5311
OG0010485	XP_009126003.1, XP_009121637.1	jg5296
OG0010486	XP_009121639.1, XP_009125995.1	jg5293
OG0010487	XP_009131419.1	jg5286
OG0010488	XP_009139573.1	jg11404
OG0010489	XP_009131399.1	jg5254
OG0010490	XP_009121717.2, XP_009125950.1	jg5201
OG0010491	XP_018511064.1, XP_009131362.1	jg5191
OG0010492	XP_009125946.1, XP_009131361.1	jg5190
OG0010493	XP_009131359.1, XP_009121726.1	jg5189
OG0010494	XP_009131355.1	jg5180
OG0010496	XP_009125918.1, XP_009121758.1	jg5165
OG0010497	XP_018512208.1, XP_009131341.1	jg5159
OG0010498	XP_009125893.2	jg5134
OG0010499	XP_009121789.1, XP_009125892.1	jg5133
OG0010500	XP_009125875.1, XP_033137455.1	jg5111
OG0010501	XP_009121826.3	jg5100
OG0010503	XP_009121831.1, XP_009125867.1	jg5095
OG0010504	XP_033137753.1	jg21189
OG0010505	XP_018512551.2, XP_009125856.2	jg5071
OG0010506	XP_009131267.1, XP_009121864.1	jg5066
OG0010507	XP_033141842.1, XP_033137878.1	jg5053
OG0010508	XP_009121882.2	jg5049
OG0010509	XP_009131233.3, XP_033141930.1	jg5018
OG0010510	XP_009125832.2	jg5017
OG0010511	XP_018510957.1, XP_009125827.1	jg5003
OG0010512	XP_033137524.1, XP_009125812.1	jg4987
OG0010513	XP_033137720.1, XP_009131211.1	jg4983
OG0010514	XP_009121945.1, XP_009125807.1	jg4978
OG0010515	XP_009125788.1	jg4945
OG0010516	XP_009131188.1, XP_009122009.1	jg4925
OG0010517	XP_009122013.1	jg4921
OG0010518	XP_009125265.1	jg4919
OG0010519	XP_009122052.1	jg4873
OG0010521	XP_009122065.1	jg4862
OG0010522	XP_009122088.1	jg4834
OG0010523	XP_009122115.1	jg4802
OG0010524	XP_033140959.1	jg4787
OG0010525	XP_009131118.1, XP_009125359.1	jg4775
OG0010526	XP_009131112.2, XP_009122521.1	jg4764
OG0010527	XP_009122515.1	jg4756
OG0010528	XP_009122511.1	jg4752
OG0010530	XP_009145455.1	jg26375
OG0010531	XP_009131072.2	jg4702
OG0010532	XP_009122455.1	jg4700
OG0010533	XP_009125734.1	jg4694
OG0010534	XP_009125731.1, XP_009131064.2	jg4690
OG0010535	XP_033142525.1	jg4484, jg4689
OG0010537	XP_009125715.1	jg4636
OG0010538	XP_009125702.1, XP_009122400.2	jg4621
OG0010539	XP_009131003.2	jg4605
OG0010540	XP_018513433.1	jg7878
OG0010541	XP_009111249.1	jg7881
OG0010542	XP_009111244.1	jg7898
OG0010543	XP_009122143.1	jg7911
OG0010544	XP_009122086.1	jg7912
OG0010545	XP_009122105.1	jg7913
OG0010546	XP_009122075.3, XP_009134369.1	jg7915
OG0010547	XP_009121963.1	jg7923
OG0010548	XP_009121928.1	jg7927
OG0010550	XP_009137495.2, XP_009138829.1	jg9966
OG0010551	XP_009117017.1	jg17327, jg11903
OG0010552	XP_009137473.1	jg9994
OG0010553	XP_009103566.1	jg17542
OG0010554	XP_009111251.1	jg17548
OG0010555	XP_009133913.1	jg17568
OG0010556	XP_009140784.2	jg17620, jg17625, jg17621
OG0010557	XP_033145827.1	jg17652
OG0010558	XP_033130654.1	jg17688
OG0010559	XP_009140820.2	jg17706
OG0010560	XP_009103622.1	jg17715
OG0010561	XP_009103627.1	jg17719
OG0010562	XP_018508546.1, XP_009140835.1	jg17728
OG0010563	XP_009140851.1, XP_009103654.1	jg17778
OG0010564	XP_009103657.1	jg17784
OG0010565	XP_009140897.1	jg17799
OG0010566	XP_009103688.1	jg17809
OG0010568	XP_009124363.1	jg17869, jg17868
OG0010569	XP_009130482.1	jg17914
OG0010570	XP_009144394.1	jg17917
OG0010571	XP_009144364.1	jg17973
OG0010572	XP_009144345.1	jg18007, jg18004, jg18011
OG0010573	XP_009132719.1, XP_009141052.1	jg18065
OG0010574	XP_009144297.2	jg18089
OG0010575	XP_009141089.1, XP_009144279.1	jg18117
OG0010576	XP_033145383.1	jg16636
OG0010577	XP_033146802.1	jg18145
OG0010578	XP_009144267.1	jg18148
OG0010579	XP_009141125.1	jg18155
OG0010580	XP_009144237.2	jg18173
OG0010581	XP_009141140.1	jg18174
OG0010582	XP_009132796.2	jg18216
OG0010583	XP_009144052.1	jg18236
OG0010584	XP_009141179.1, XP_009132815.1	jg18243
OG0010585	XP_009144019.1	jg18257
OG0010586	XP_009132826.1	jg18262
OG0010587	XP_009144010.1	jg18281
OG0010588	XP_009116951.2, XP_009117013.2	jg17334
OG0010589	XP_009144005.1	jg12182, jg18331
OG0010590	XP_009141250.1, XP_009144002.1	jg18330
OG0010591	XP_009141242.2	jg18313
OG0010592	XP_009132846.1, XP_009143978.1	jg18310
OG0010593	XP_009143971.1	jg18304
OG0010594	XP_009132882.1	jg1055, jg18359
OG0010595	XP_033147746.1, XP_033146336.1, XP_009132903.1	jg18370
OG0010596	XP_009143915.1, XP_033145297.1	jg18378
OG0010597	XP_009143907.2	jg18382
OG0010599	XP_009123898.1	jg20859
OG0010600	XP_009109541.1	jg8326
OG0010601	XP_009101776.1	jg2934, jg20851
OG0010602	XP_033134809.1	jg20812
OG0010603	XP_009113937.1	jg20776
OG0010604	XP_009121750.1, XP_009134341.1	jg7835
OG0010605	XP_009121772.1	jg7837
OG0010606	XP_009121796.1	jg7839
OG0010607	XP_009121844.1	jg7846
OG0010608	XP_009121894.2, XP_009136292.1	jg7936
OG0010609	XP_009107398.1	jg32838
OG0010610	XP_009145030.1, XP_009107406.1	jg32814
OG0010611	XP_009107412.1	jg32813
OG0010612	XP_009118923.1	jg32761
OG0010614	XP_009107448.1	jg32703
OG0010615	XP_009102961.1, XP_009109783.1	jg31293
OG0010616	XP_009113704.1	jg31328
OG0010617	XP_009113687.1	jg31347
OG0010618	XP_009109730.1	jg31366
OG0010619	XP_009102906.1, XP_009113660.1	jg31374
OG0010620	XP_009109705.1, XP_009102897.1	jg31383
OG0010621	XP_009102888.1	jg31413, jg31411
OG0010622	XP_009102836.1	jg31495
OG0010623	XP_009102830.3, XP_009109654.1	jg31501
OG0010624	XP_009115210.1, XP_033130099.1	jg31527
OG0010625	XP_009102797.2, XP_009109633.2	jg31537
OG0010626	XP_033132862.1, XP_009115199.1	jg31544
OG0010627	XP_033137259.1	jg31552
OG0010628	XP_009109615.1	jg31556
OG0010629	XP_009109614.1, XP_009115185.1	jg31557
OG0010630	XP_009102710.1, XP_009115176.1	jg31570
OG0010631	XP_033130696.1, XP_009115161.1	jg31583
OG0010632	XP_009109581.1, XP_018508317.1	jg31602
OG0010633	XP_033137270.1, XP_033132243.1	jg31603
OG0010634	XP_009140134.1	jg12843
OG0010636	XP_033131729.1, XP_033136589.1	jg31659
OG0010637	XP_009102677.1, XP_009115025.1	jg31684
OG0010638	XP_009115023.1	jg31687
OG0010639	XP_009108135.1, XP_009115016.1, XP_009102672.2	jg31719
OG0010640	XP_009115008.2	jg31730
OG0010641	XP_009108113.1	jg31783
OG0010642	XP_009108104.1	jg31804
OG0010643	XP_009145231.1	jg31806
OG0010644	XP_009145227.2, XP_009114945.1	jg31818
OG0010645	XP_009145225.1	jg31820
OG0010646	XP_009114933.1, XP_009145217.1	jg31831
OG0010647	XP_018510359.1, XP_009145207.1	jg31844
OG0010648	XP_009145199.1	jg31860
OG0010649	XP_009114893.1, XP_009151425.1	jg31884
OG0010650	XP_009151433.1, XP_009114881.1	jg31899
OG0010651	XP_033132291.1	jg31911
OG0010652	XP_009151442.1	jg31914
OG0010653	XP_033147371.1	jg31919
OG0010654	XP_009101249.1	jg13065
OG0010654	XP_009114195.1	jg19827
OG0010655	XP_009129121.2	jg13078
OG0010656	XP_033139843.1	jg13080
OG0010657	XP_009142878.1	jg19592
OG0010658	XP_009129104.2, NP_001288907.1	jg13105
OG0010659	XP_009114176.1	jg13111
OG0010660	XP_009152171.1, XP_009129087.2	jg13150
OG0010661	XP_009103492.1	jg23716
OG0010662	XP_033136101.1, XP_033131636.1	jg23708
OG0010663	XP_009103477.1	jg23703
OG0010664	XP_033136100.1, XP_009103467.1	jg23694
OG0010665	XP_009112351.1	jg23689
OG0010666	XP_009103452.1	jg23668
OG0010667	XP_009103446.2, XP_009112363.1	jg23662
OG0010668	XP_009103445.1	jg23661
OG0010669	XP_009103442.1	jg23658
OG0010670	XP_009103425.1, XP_009130549.2	jg23641
OG0010671	XP_009112218.1, XP_033131542.1	jg23638
OG0010672	XP_009150701.1	jg6395, jg23629
OG0010673	XP_009113533.1	jg7248
OG0010674	XP_033135179.1	jg23605
OG0010675	XP_009150668.1	jg29287
OG0010676	XP_009150666.1	jg23595
OG0010677	XP_009112193.1, XP_009150655.1	jg23580
OG0010679	XP_009150637.1	jg23561
OG0010680	XP_009130502.1, XP_009150605.2	jg23532
OG0010681	XP_009150580.1, XP_009130485.1	jg23511
OG0010682	XP_009130471.1, XP_009150555.1	jg23484
OG0010683	XP_033134617.1, XP_009150804.1	jg23479
OG0010684	XP_009150544.1	jg23467
OG0010685	XP_009150515.1, XP_009112133.1	jg23438
OG0010686	XP_009112126.1, XP_009150500.1	jg23420
OG0010688	XP_009112121.1	jg23408
OG0010689	XP_009130433.1, XP_009150474.2	jg23394
OG0010690	XP_009150464.1	jg23387
OG0010691	XP_009112109.1	jg23372
OG0010692	XP_009150444.1	jg23363, jg23463, jg23368
OG0010693	XP_009150446.1	jg23358, jg23365, jg23361
OG0010694	XP_009150428.1	jg23354
OG0010695	XP_009112080.1	jg23317
OG0010696	XP_009150393.2, XP_009112077.1	jg23310
OG0010697	XP_009125217.1, XP_018513950.1	jg12859
OG0010698	XP_033128164.1, XP_009112031.1	jg23225
OG0010699	XP_009112028.1	jg23213
OG0010700	XP_009151373.2	jg23205
OG0010701	XP_009112094.1, XP_009151516.2	jg23177
OG0010702	XP_033141555.1	jg23165
OG0010703	XP_009112000.1	jg23124
OG0010704	XP_009130165.1	jg23111
OG0010705	NP_001288903.1, NP_001288951.1	jg23082
OG0010706	XP_009136400.2	jg23022
OG0010707	XP_009136376.1	jg6165
OG0010708	XP_009130121.1	jg6168, jg6169
OG0010709	XP_009136377.1	jg6170
OG0010711	XP_009141520.1, XP_009150872.2	jg6189
OG0010712	XP_009150888.1	jg6206
OG0010713	XP_009122156.1	jg4307
OG0010714	XP_009141799.2, XP_009150912.1	jg6238
OG0010715	XP_009150930.1	jg6251
OG0010716	XP_009141862.1, XP_009150932.1	jg6252
OG0010718	XP_009150943.1	jg6265
OG0010719	XP_009150946.1	jg6270
OG0010720	XP_009130063.1	jg6309
OG0010721	XP_009111633.1, XP_018514978.1	jg6310
OG0010722	XP_009150979.1, XP_009130058.1	jg6318
OG0010723	XP_009130057.1, XP_009150980.1	jg6323
OG0010724	XP_009150995.1	jg6337
OG0010725	XP_033141216.1, XP_033128866.1	jg6360
OG0010726	XP_009129956.1	jg6438
OG0010727	XP_009151088.1	jg6444
OG0010728	XP_009151092.1	jg6445
OG0010729	XP_009136134.1	jg26944
OG0010730	XP_009111682.1, XP_033129733.1	jg6474
OG0010731	XP_009151110.1	jg6476
OG0010732	XP_033141625.1	jg5811
OG0010733	XP_009126356.1, XP_009131735.1	jg5796
OG0010734	XP_009131745.1	jg5825
OG0010735	XP_009151680.1	jg5844
OG0010736	XP_009126398.1, XP_009120849.1, XP_009120850.1	jg5852
OG0010737	XP_009131767.1, XP_009126413.1	jg5869
OG0010738	XP_009126414.1, XP_009131769.1	jg5870
OG0010739	XP_009131770.1	jg5871
OG0010740	XP_009126420.1, XP_033144633.1	jg5875
OG0010741	XP_009131782.1	jg5882
OG0010742	XP_009120817.2	jg5897
OG0010743	XP_009120794.1	jg5925
OG0010744	XP_009120782.1	jg5934
OG0010745	XP_009120773.2, XP_009126474.1	jg5938
OG0010746	XP_009120749.1, XP_009126492.2	jg5958
OG0010747	XP_033141463.1, XP_009120728.2, XP_009120727.1	jg5975
OG0010748	XP_033138513.1	jg5983
OG0010749	XP_009126512.1, XP_009120710.1	jg5987
OG0010750	XP_009131842.1	jg5988
OG0010751	XP_009120703.1, XP_009126514.1	jg5993
OG0010752	XP_009126518.1	jg6002
OG0010754	XP_009120667.1	jg6040
OG0010755	XP_009126543.1	jg6053
OG0010756	XP_009120651.1, XP_009126546.1	jg6061
OG0010757	XP_009120650.1	jg6062
OG0010758	XP_033137845.1	jg6065
OG0010759	XP_009126549.1, XP_009120637.1	jg6074
OG0010760	XP_009126565.1	jg6112
OG0010761	XP_009126583.1, XP_009120610.1	jg23017
OG0010762	XP_009131912.1	jg22988
OG0010763	XP_009120578.2	jg22985
OG0010764	XP_009126613.2	jg22980
OG0010765	XP_009141892.2	jg19303
OG0010766	XP_009120471.1, XP_009126686.1	jg22896
OG0010767	XP_009120466.1, XP_009126690.1	jg22889
OG0010768	XP_009120459.1, XP_009131994.1	jg22881
OG0010769	XP_009126696.1	jg22880
OG0010770	XP_009120452.1	jg22876
OG0010771	XP_033137981.1	jg22875
OG0010772	XP_009120421.1	jg22837
OG0010773	XP_009120411.1, XP_033139706.1	jg22828
OG0010774	XP_009120406.2	jg22820
OG0010775	XP_009126734.1	jg22797
OG0010776	XP_009120389.1	jg22789
OG0010777	XP_009120388.1	jg22788
OG0010778	XP_009126889.3, XP_009120344.1	jg22745
OG0010779	XP_009120336.1, XP_009132070.1	jg22733
OG0010780	XP_009132071.1	jg22732
OG0010781	XP_009120335.1	jg22731
OG0010782	XP_009132075.1, XP_009126778.1	jg22725
OG0010783	XP_009120323.2, XP_009126789.1	jg22715
OG0010784	XP_009132088.1	jg22704
OG0010785	XP_009132087.1, XP_009126797.2	jg22707
OG0010786	XP_009126796.1, XP_009120318.1	jg22706
OG0010788	XP_009120306.1	jg22692
OG0010790	XP_018512765.1	jg22681
OG0010791	XP_009120291.1, XP_009126814.1	jg22679
OG0010792	XP_009126821.1, XP_009120287.1	jg22674
OG0010793	XP_009120265.1, XP_009132126.1	jg22647
OG0010794	XP_033138480.1	jg22619
OG0010796	XP_009132182.1	jg22559
OG0010797	XP_009120185.1, XP_009132185.1	jg22557
OG0010798	XP_009120171.1	jg22544
OG0010799	XP_033139823.1, XP_009120159.1	jg22526
OG0010800	XP_009126960.1	jg22466
OG0010801	XP_009120124.1	jg22461
OG0010802	XP_009120117.2	jg22453, jg22451
OG0010803	XP_009126984.1	jg22408
OG0010804	XP_009126986.1, XP_009132357.2	jg22406
OG0010805	XP_009132368.1, XP_009120079.1	jg22396
OG0010806	XP_009105905.1	jg2878
OG0010807	XP_018510249.2, XP_018510232.2	jg14955
OG0010808	XP_009127002.1	jg22368
OG0010809	XP_033143599.1, XP_009127024.1	jg22341
