Orthogroup	Brassica_rapa	Alyssum_gmelinii
OG0005129	XP_009103155.1	Ag038G4149400
OG0005130	XP_033136523.1	Ag038G4155300
OG0005130	XP_009129924.1	Ag014G2112700
OG0005131	XP_009151166.1, XP_033135097.1, XP_009129896.1	Ag038G4162800
OG0005132	XP_009117498.1, XP_009102045.2, XP_009112653.1	Ag088G5434600
OG0005133	XP_033146681.1, XP_009142595.1	Ag003G0299300
OG0005134	XP_009142447.1, XP_009142602.1	Ag003G0299700
OG0005135	XP_009142410.1	Ag003G0310800, Ag003G0310900
OG0005136	XP_009143174.1, XP_009142367.1, XP_009133752.2	Ag003G0314400
OG0005137	XP_009142320.1, XP_009133705.1, XP_009104098.1	Ag003G0326400
OG0005138	XP_009143062.1, XP_009133684.1, XP_009142278.1	Ag003G0335400
OG0005139	XP_009143014.1	Ag003G0345300
OG0005140	XP_009142897.1, XP_009133561.1, XP_009142151.1, XP_033146048.1	Ag003G0372100
OG0005141	XP_009144058.2, XP_009144189.1, XP_033147678.1, XP_009142826.2	Ag003G0392600, Ag002G0182800
OG0005142	XP_009140080.1	Ag003G0415300
OG0005143	XP_009128923.1, XP_009114309.1, XP_009101456.1	Ag016G2315900, Ag037G4139200
OG0005144	XP_009118001.1	Ag014G1782100
OG0005145	XP_009118056.2, XP_009134671.1	Ag014G1783700
OG0005146	XP_009134718.1, XP_009118959.1, XP_009130326.1	Ag014G1794600
OG0005147	XP_033147355.1	Ag014G1812300, Ag014G1812200, Ag014G1812100
OG0005148	XP_009124062.1, XP_009147285.1	Ag014G1828500
OG0005149	XP_033142954.1, XP_009147103.2, XP_018509555.1	Ag014G1866300
OG0005150	XP_009147019.1, XP_009124079.2, XP_009135006.2	Ag014G1878300
OG0005151	XP_009135009.1, XP_009147016.1, XP_009124055.1	Ag014G1878600
OG0005152	XP_009135098.1, XP_009146992.1, XP_009123890.1	Ag014G1882600
OG0005153	XP_009135042.2	Ag014G1902000
OG0005154	XP_009135115.1, XP_009122815.1, XP_009146830.3	Ag014G1913900
OG0005155	XP_018513509.1, XP_009146703.1, XP_009124885.1	Ag014G1937000
OG0005156	XP_009146626.1, XP_009120779.1, XP_009135218.1	Ag014G1947500
OG0005158	XP_009146543.1, XP_009124724.1	Ag014G1962100
OG0005159	XP_009117645.1, XP_009146470.1, XP_009135311.2	Ag014G1969100
OG0005160	XP_009146340.1, XP_033128153.1	Ag014G1996700
OG0005161	XP_009116557.1, XP_009146302.1	Ag014G2002300
OG0005162	XP_009116520.1, XP_009135420.1, XP_009146293.1	Ag014G2004400
OG0005163	XP_009116467.1, XP_009135429.1	Ag014G2005900
OG0005164	XP_009115446.1, XP_009135447.2, XP_009146230.2	Ag014G2015300
OG0005165	XP_009114832.1, XP_009114839.1	Ag014G2028100
OG0005166	XP_009114694.1, XP_009135489.1, XP_009146079.1	Ag014G2032900
OG0005167	XP_009114507.1, XP_009135498.1, XP_009146062.1	Ag014G2041000
OG0005168	XP_009135598.2, XP_009112357.1, XP_009145855.2	Ag014G2095600
OG0005169	XP_009135610.1, XP_009112163.1	Ag014G2125200
OG0005169	XP_009145832.1	Ag014G2105000
OG0005170	XP_009112142.2	Ag014G2112400
OG0005171	XP_009145804.1, XP_009135625.2, XP_009112062.1	Ag014G2115300
OG0005172	XP_009112081.1, XP_009145811.1, XP_009135622.1	Ag014G2116200
OG0005173	XP_009135655.1, XP_009111399.2, XP_009145729.2	Ag014G2141100
OG0005174	XP_009145589.1, XP_009145595.2	Ag014G2166500
OG0005175	XP_009110210.2, XP_009110229.2, XP_009135706.1	Ag014G2166600
OG0005176	XP_033142625.1, XP_009109767.2, XP_009145511.1	Ag027G3065800, Ag014G2175000
OG0005177	XP_009111813.1, XP_009151582.1	Ag061G5050000
OG0005178	XP_009145306.1, XP_033140556.1, XP_009135820.1	Ag027G3032600
OG0005179	XP_009108785.1, XP_009145313.1, XP_009135815.1	Ag027G3034500
OG0005180	XP_009135760.1, XP_009145470.1	Ag027G3057400
OG0005181	XP_009145494.1, XP_009109674.1, XP_009135742.1	Ag027G3063400
OG0005182	XP_009109002.1, XP_009128035.1, XP_009137891.1	Ag068G5224400
OG0005183	XP_009109004.1, XP_009109003.1	Ag068G5225300, Ag068G5225200
OG0005184	XP_033137453.1, XP_033142670.1, XP_009126291.1	Ag060G5000500
OG0005185	XP_009131672.1, XP_009126263.2, XP_009120965.3	Ag060G5008400
OG0005186	XP_009131670.1, XP_009126255.1	Ag060G5010100
OG0005187	XP_033142664.1, XP_009126252.1, XP_033138257.1	Ag060G5010800
OG0005188	XP_009151296.2, XP_009111884.1	Ag043G4445500
OG0005189	XP_009129803.2, XP_018509766.1, NP_001288867.1	Ag043G4446400
OG0005190	XP_033129701.1, XP_009129718.2, XP_009111832.1	Ag043G4460100
OG0005191	XP_009112740.1, XP_018511106.1	Ag096G5472700
OG0005192	XP_009115945.1, XP_033146206.1, XP_033144777.1	Ag017G2407000
OG0005193	XP_009139460.1, XP_018513028.1	Ag017G2407900
OG0005194	XP_009139503.1, XP_009136637.1, XP_009115888.2	Ag017G2421800
OG0005195	XP_033144819.1	Ag017G2427600, Ag017G2428100
OG0005196	XP_009115842.1	Ag017G2429400
OG0005197	XP_009118790.1, XP_009119669.1	Ag034G3663800
OG0005198	XP_009111134.1	Ag024G2867100, Ag034G3685400
OG0005199	XP_009118695.1	Ag034G3689300
OG0005200	XP_009119201.1, XP_009111062.1	Ag034G3708300
OG0005202	XP_009118577.1, XP_018510799.2, XP_009111043.2	Ag034G3717000
OG0005203	XP_009119076.1, XP_009118549.1, XP_009111000.2	Ag034G3725700
OG0005204	XP_009110972.1, XP_009118474.1	Ag034G3732000
OG0005205	XP_009110948.1, XP_009118963.2, XP_009118440.1	Ag034G3741500
OG0005206	XP_009110927.2, XP_009118423.1	Ag034G3744600
OG0005207	XP_009148075.1, XP_033135870.1, XP_009148689.2	Ag034G3752700
OG0005208	XP_009148101.1, XP_009110891.1, XP_009118372.1	Ag034G3756700
OG0005209	XP_033134014.1, XP_033135125.1	Ag034G3766200, Ag034G3779500
OG0005210	XP_009148184.1, XP_009110835.1	Ag034G3769000
OG0005211	XP_009118268.2, XP_018508060.1, XP_009144471.1	Ag034G3782000
OG0005212	XP_009148395.1	Ag034G3791000
OG0005213	XP_009144430.1, XP_009148398.1, XP_009118240.1	Ag034G3791300
OG0005214	XP_009118238.2, XP_009144427.1, XP_009148407.1	Ag034G3791800
OG0005216	XP_009110690.1, XP_009118168.1	Ag034G3815400
OG0005217	XP_009148618.1, XP_009118116.1, XP_009110675.1	Ag034G3819000
OG0005218	XP_009110668.1, XP_009148610.1, XP_009118111.1	Ag034G3820000
OG0005219	XP_009110655.1, XP_009118090.1, XP_009148602.1	Ag034G3822500
OG0005220	XP_009113029.1	Ag002G0164300
OG0005220	XP_009148579.1	Ag034G3826400
OG0005221	XP_009148574.1, XP_009110630.1, XP_009118064.2	Ag034G3828900
OG0005222	XP_018510108.1	Ag002G0138200
OG0005223	XP_009110619.1, XP_033135465.1	Ag034G3831900
OG0005224	XP_009148524.1, XP_009110584.1	Ag034G3841800
OG0005225	XP_009148860.1, XP_009111172.1	Ag034G3871100
OG0005226	XP_009110507.1, XP_009117851.1	Ag034G3877900
OG0005228	XP_009149023.1, XP_009110470.1, XP_009117797.1	Ag034G3893100
OG0005229	XP_009149078.1	Ag034G3901900
OG0005230	XP_009110442.1, XP_033129276.1, XP_033136561.1	Ag034G3906000
OG0005231	XP_009149114.1, XP_009110773.3	Ag034G3906300
OG0005232	XP_009149127.1	Ag034G3908700
OG0005233	XP_009149152.1, XP_009117720.1	Ag034G3914300, Ag034G3917700
OG0005235	XP_009117634.1, XP_018515180.2, XP_009110370.1	Ag034G3936500
OG0005236	XP_033128139.1, XP_033128802.1, XP_033132822.1, XP_033135624.1	Ag034G3951000
OG0005237	XP_009110301.1, XP_009117566.2, XP_009149386.1	Ag034G3959400
OG0005238	XP_009149389.1, XP_033133169.1, XP_009117562.1	Ag034G3960000
OG0005239	XP_009110278.1, XP_009149416.1, XP_009117543.1	Ag034G3962400
OG0005240	XP_009103379.1, XP_009149478.2, XP_033132466.1	Ag034G3970100
OG0005241	XP_009110236.1, XP_033131966.1, XP_018515393.1	Ag034G3977700
OG0005242	XP_009103341.1	Ag034G3981300
OG0005243	XP_009149665.1	Ag034G4004000
OG0005244	XP_009127866.1, XP_009105813.1	Ag034G4045300
OG0005245	XP_009127853.1	Ag034G4048900
OG0005246	XP_018509202.1	Ag002G0198400
OG0005247	XP_033142553.1, XP_009104728.1, XP_009113127.1	Ag002G0204400
OG0005248	XP_033134095.1, XP_033144438.1	Ag002G0214600
OG0005249	XP_009104119.1, XP_033135930.1, XP_033139484.1, XP_033136283.1, XP_018510638.1	Ag002G0222900
OG0005250	XP_009135664.1, XP_009111263.1, XP_033147571.1	Ag002G0238300
OG0005251	XP_009113270.1, XP_009103223.1, XP_009138564.1	Ag002G0246500
OG0005252	XP_009101507.1	Ag016G2293800
OG0005253	XP_009101401.1, XP_009114263.1, XP_009128984.2	Ag016G2333100
OG0005254	XP_033136878.1, XP_033129786.1	Ag016G2333700
OG0005255	XP_009114499.2	Ag016G2384300
OG0005256	XP_009114511.1	Ag016G2388300
OG0005257	XP_033128669.1, XP_009137857.1, XP_009109028.1	Ag065G5123700
OG0005258	XP_033143100.1, XP_009128395.1	Ag065G5127600
OG0005259	XP_009136755.1	Ag025G2911300
OG0005260	XP_009145018.1, XP_009147980.1, XP_009147981.1	Ag025G2927200, Ag025G2927000
OG0005262	XP_009109401.1, XP_009138538.1	Ag011G1068100
OG0005263	XP_009138530.2, XP_009109389.2, XP_009133593.2	Ag011G1072000
OG0005264	XP_009135008.1	Ag011G1077200
OG0005265	XP_009138878.1	Ag011G1084700
OG0005266	XP_009109289.2, XP_009101519.1, XP_033144471.1	Ag011G1124100
OG0005267	XP_009108620.2, XP_009104109.1	Ag011G1131600
OG0005268	XP_009108720.2, XP_009111076.1, XP_009138305.1	Ag011G1150300
OG0005269	XP_009108730.1, XP_009138296.1, XP_009112299.1	Ag011G1152700
OG0005270	XP_009108735.1, XP_009113249.1	Ag011G1155000
OG0005272	XP_033146535.1, XP_009134665.1	Ag011G1169300
OG0005273	XP_009138076.2, XP_009126183.2, XP_009108882.1, XP_033135280.1	Ag011G1171200
OG0005274	XP_033135239.1, XP_009108835.1, XP_009138139.2	Ag011G1182100
OG0005275	XP_009138141.1, XP_009125493.2, XP_009108832.2	Ag011G1182500
OG0005276	XP_033141949.1, XP_033133472.1	Ag011G1183700
OG0005277	XP_009125089.1, XP_009138160.1, XP_009108817.1	Ag011G1189300
OG0005278	XP_009108892.1	Ag011G1224100
OG0005279	XP_009109920.3	Ag011G1232500
OG0005280	XP_009108900.1, XP_009126596.1, XP_009138040.1	Ag011G1237000
OG0005281	XP_009138035.2, XP_018509050.2	Ag011G1239700
OG0005282	XP_033135160.1, XP_009138025.2	Ag011G1248400
OG0005283	XP_009126878.1, XP_009138020.1, NP_001288984.1	Ag011G1249000
OG0005284	XP_009108958.1, XP_009127388.2	Ag011G1268300
OG0005285	XP_033132845.1, XP_009127531.1, XP_009137965.1	Ag011G1271600
OG0005286	XP_009108970.1, XP_033130748.1, XP_033142577.1	Ag011G1271800
OG0005287	XP_009102578.1, XP_009106333.1	Ag064G5101800
OG0005288	XP_009105873.2	Ag018G2447100
OG0005289	XP_009127891.1, XP_009105866.1, XP_009104880.1	Ag018G2449300
OG0005290	XP_009127887.1, XP_009104883.1, XP_009105860.1	Ag018G2451100
OG0005291	XP_033132095.1, XP_009110103.1	Ag018G2456800, Ag018G2456700
OG0005292	XP_009103142.1, XP_018508265.1, XP_033132586.1, XP_033135709.1	Ag018G2468600
OG0005293	XP_009103115.1, XP_009110054.1, XP_009115425.1	Ag018G2472200
OG0005294	XP_009103114.2, XP_009115418.1, XP_009110047.2	Ag018G2473100
OG0005295	XP_009109191.1, XP_009139610.1, XP_009137561.1	Ag018G2482900
OG0005296	XP_033131246.1, XP_009109853.1, XP_009113828.1	Ag018G2486700
OG0005297	XP_009111308.1, XP_033140151.1, XP_009134439.1	Ag019G2489200
OG0005298	XP_009134476.1	Ag019G2505500
OG0005299	XP_033143209.1, XP_009111355.1	Ag019G2507600
OG0005300	XP_009111391.1	Ag019G2513000
OG0005301	XP_009128496.1, XP_009111457.1	Ag019G2528000
OG0005302	XP_009134533.2, XP_009111469.2	Ag019G2529000
OG0005303	XP_009134553.1, XP_033137123.1	Ag019G2532800
OG0005304	XP_009109117.1, XP_033144029.1, XP_033140103.1	Ag010G1017700
OG0005306	XP_018509406.2, XP_018509962.1, XP_009137778.1	Ag010G1024300
OG0005307	XP_009152136.1, XP_033136386.1, XP_009127645.1	Ag085G5416900
OG0005308	XP_033128414.1, XP_033139853.1	Ag085G5418900
OG0005346	XP_009137915.1, XP_009127847.1	Ag047G4537700, Ag046G4526700
OG0005347	XP_009142268.1	Ag047G4541500, Ag046G4530300, Ag003G0341400
OG0005348	XP_033144304.1	Ag046G4535200, Ag047G4547500
OG0005349	XP_009137957.1, XP_009127669.1	Ag047G4547900, Ag046G4535600
OG0005350	XP_009137961.1, XP_009127561.2	Ag047G4549500, Ag046G4536600
OG0005351	XP_009149955.1	Ag055G4906900
OG0005352	XP_009127087.1	Ag055G4911200
OG0005353	XP_009107096.1, XP_009101369.1	Ag074G5267300, Ag035G4081100
OG0005354	XP_009114224.1, XP_009129214.1, XP_009101322.1	Ag074G5270700, Ag035G4076200
OG0005355	XP_033128428.1, XP_009129175.1, XP_009123129.1	Ag074G5272800
OG0005356	XP_009114218.1, XP_009101285.1, XP_018511767.2	Ag074G5275100
OG0005357	XP_009129144.1, XP_009114197.1, XP_009101257.1	Ag074G5277500
OG0005359	XP_009126215.2, XP_009131614.1	Ag013G1345200
OG0005360	XP_009126210.2, XP_009131612.1	Ag013G1346600
OG0005361	XP_009126205.1, XP_009131606.1, XP_009121058.1	Ag013G1348800
OG0005362	XP_033129469.1	Ag018G2450800, Ag027G3045300, Ag013G1354000
OG0005363	XP_009108823.1, XP_009138150.1	Ag013G1357700, Ag019G2500600, Ag016G2400600, Ag019G2539200, Ag011G1185600
OG0005364	XP_033141731.1, XP_009131601.1	Ag013G1358200
OG0005365	XP_009131599.1	Ag013G1360700, Ag013G1358700
OG0005366	XP_009121441.1, XP_009126142.2	Ag013G1376400
OG0005367	XP_009121475.2, XP_009126119.1, XP_009131548.2	Ag013G1384800
OG0005368	XP_009121489.1, XP_009126116.1	Ag013G1387200
OG0005369	XP_009122003.1	Ag013G1388900, Ag013G1513500
OG0005370	XP_009131531.1, XP_009121501.2	Ag013G1393300
OG0005371	XP_009131516.1, XP_009126087.1, XP_009121521.1	Ag013G1397900
OG0005372	XP_009121531.1, XP_009126079.1	Ag013G1400500
OG0005373	XP_009126036.1, XP_009121602.1	Ag013G1420100
OG0005374	NP_001288849.1, XP_009126032.1, XP_009131440.1	Ag013G1422100
OG0005375	XP_018512367.1, XP_018512972.1, XP_009121630.1	Ag013G1433400
OG0005376	XP_009131416.1, XP_009121656.1	Ag013G1442100
OG0005377	XP_009131415.1	Ag013G1444200
OG0005378	XP_009131407.1, XP_009125976.1	Ag013G1445900
OG0005379	XP_009121672.1	Ag013G1447000
OG0005381	XP_009131384.3, XP_033137833.1, XP_033139807.1	Ag013G1452900
OG0005382	XP_009121791.2, XP_009125890.1	Ag013G1475400
OG0005383	XP_009125878.1, XP_009121810.1, XP_033142478.1	Ag013G1479500
OG0005384	XP_009125864.1, XP_009131289.1, XP_009121834.1	Ag013G1484500
OG0005385	XP_009131279.1, XP_009121853.1	Ag013G1486300
OG0005386	XP_009121883.1, XP_009125847.1, XP_009131255.2	Ag013G1490400
OG0005387	XP_009131248.1, XP_009121895.1, XP_009125840.1	Ag013G1494100
OG0005389	XP_033141001.1, XP_033142802.1, XP_009122070.1	Ag013G1528100
OG0005390	XP_009122098.1, XP_009131136.2	Ag013G1532100
OG0005391	XP_009137807.1, XP_009109253.1	Ag013G1545100
OG0005392	XP_009125721.1, XP_018513276.1, XP_009122439.1	Ag013G1558900
OG0005393	XP_033138659.1, XP_009131033.1	Ag013G1560800
OG0005394	XP_009122419.1, XP_009122418.2	Ag013G1561200
OG0005395	XP_009137491.1, XP_009109230.1, XP_009138787.1	Ag013G1578800
OG0005396	XP_009133919.1, XP_009103568.1	Ag013G1588100
OG0005397	XP_033145820.1, XP_033142352.1	Ag013G1600500
OG0005398	XP_009144232.1, XP_033146060.1	Ag013G1643400
OG0005399	XP_009144200.1	Ag013G1648900
OG0005400	XP_018514508.2, XP_009141150.1, XP_009132809.2	Ag013G1650300
OG0005401	XP_009141202.1, XP_033147651.1, XP_009132829.2	Ag013G1656500
OG0005402	XP_009141269.1, XP_009132868.1, XP_009143943.1	Ag013G1667000
OG0005403	XP_018514769.1	Ag013G1667100
OG0005404	XP_009132872.1, XP_009143935.1	Ag013G1667500, Ag013G1667400
OG0005405	XP_009141273.1, XP_009132873.1	Ag013G1667800
OG0005406	XP_009141290.1, XP_009132913.1	Ag013G1672100
OG0005407	XP_009141318.1, XP_009143858.1	Ag013G1676000
OG0005408	XP_009101778.1	Ag013G1679800
OG0005410	XP_033140635.1, XP_033140636.1, XP_009113958.1, XP_009101745.1	Ag013G1685700
OG0005411	XP_009119351.1	Ag013G1687400
OG0005411	XP_009111136.1	Ag034G3692000
OG0005412	XP_033143022.1, XP_009139038.1	Ag013G1694000
OG0005413	XP_009137508.1, XP_009139088.2	Ag013G1694100
OG0005414	XP_009137535.1, XP_009139321.1, XP_009109202.1	Ag013G1698900
OG0005415	XP_009137544.2, XP_009139354.1	Ag013G1699500
OG0005416	XP_009137743.1	Ag013G1701100
OG0005417	XP_033137788.1, XP_009107427.2, XP_009145042.1	Ag013G1705400
OG0005418	XP_009123201.1, XP_009118920.1	Ag013G1706100
OG0005419	XP_009114029.1	Ag002G0180400, Ag023G2800700
OG0005420	XP_009113732.1	Ag013G1713500
OG0005421	XP_009109772.1, XP_009113729.1	Ag013G1713800
OG0005422	XP_009102940.2, XP_009109763.1, XP_009113718.1	Ag013G1715100
OG0005423	XP_009109761.1, XP_009124448.1, XP_009102939.1	Ag013G1716000
OG0005424	XP_033132596.1, XP_009113682.1, XP_033130719.1	Ag013G1719300
OG0005425	XP_009109738.1	Ag013G1719400
OG0005426	XP_033130193.1	Ag013G1720500
OG0005427	XP_009113667.1, XP_009109731.1	Ag013G1720800
OG0005428	XP_009113662.1, XP_009109718.1	Ag013G1721500
OG0005429	XP_009115264.1	Ag013G1728100
OG0005430	XP_009106350.1, XP_009109671.1	Ag013G1729800
OG0005431	XP_009115241.1, XP_009109667.2	Ag013G1730500
OG0005432	XP_009115332.1, XP_009114969.2	Ag013G1760600
OG0005433	XP_009114964.2	Ag013G1761600
OG0005434	XP_009107995.1, XP_009145198.1	Ag013G1765800
OG0005435	XP_009152229.2, XP_009129113.1, XP_009114185.1	Ag062G5055100
OG0005436	XP_009114159.1	Ag062G5060600
OG0005437	XP_009129080.1, XP_009152154.1, XP_009114143.1	Ag062G5065400
OG0005438	XP_009112326.2, XP_009103496.1, XP_009130555.1	Ag004G0416900
OG0005439	XP_009130542.1, XP_033129541.1	Ag004G0426500
OG0005440	XP_009130533.1, XP_009142742.1, XP_009150688.1	Ag004G0428700
OG0005441	XP_009130520.1	Ag004G0433300
OG0005442	XP_009112181.1, XP_009150630.1	Ag004G0436500
OG0005443	XP_009130505.1, XP_033128208.1, XP_009112176.1	Ag004G0439400
OG0005444	XP_009112165.1	Ag004G0445700
OG0005445	XP_009112156.1, XP_009130472.1, XP_009150554.1	Ag004G0448100
OG0005446	XP_009150551.1, XP_009112152.1	Ag004G0449000
OG0005447	XP_033128206.1	Ag004G0449100
OG0005448	XP_009130459.1, XP_009150537.1, XP_033134798.1	Ag004G0451200
OG0005449	XP_009150535.1, XP_009130458.1, XP_009112137.1	Ag004G0451400
OG0005450	XP_009130443.2	Ag004G0455600
OG0005451	XP_009130260.1	Ag004G0467200, Ag004G0467000
OG0005452	XP_033134686.1, XP_009130255.2, XP_009150401.1	Ag004G0467600
OG0005453	XP_009112055.1	Ag004G0473600, Ag004G0473700, Ag004G0474500, Ag004G0473800
OG0005454	XP_009151410.1	Ag004G0476700
OG0005455	XP_033139357.1	Ag004G0479900
OG0005456	XP_033128827.1, XP_009151372.1, XP_009130221.1	Ag004G0482900
OG0005457	XP_009130218.1, XP_009112022.1, XP_009151368.1	Ag004G0483300
OG0005458	XP_009151348.1, XP_009130206.1, XP_009112018.1	Ag004G0486500
OG0005459	XP_009151335.1, XP_009130198.1, XP_033134781.1	Ag004G0487800, Ag034G3931000
OG0005460	XP_009151332.1, XP_033140935.1	Ag004G0488300
OG0005461	XP_009112005.1, XP_033140510.1, XP_009151321.1	Ag004G0489800
OG0005462	XP_009130185.1, XP_009151314.1	Ag004G0490100
OG0005463	XP_009150312.1	Ag004G0491900
OG0005464	XP_009130171.1, XP_009136471.2	Ag004G0498600
OG0005465	XP_009111961.1, XP_009136405.1	Ag004G0507900
OG0005466	XP_009141759.1	Ag004G0519500
OG0005467	XP_033145469.1	Ag004G0519600
OG0005468	XP_018514970.1, XP_009130098.1	Ag004G0520100
OG0005469	XP_009141685.1, XP_033142650.1	Ag004G0520700
OG0005470	XP_009141839.1	Ag004G0521400, Ag004G0521300
OG0005471	XP_009151017.1, XP_009129997.1, XP_009111646.1	Ag004G0535800
OG0005472	XP_009129980.1, XP_009111659.1, XP_009151043.1	Ag004G0539700
OG0005473	XP_009111664.1, XP_009151059.2	Ag004G0541900
OG0005475	XP_009129916.1, XP_009111688.1	Ag004G0551800
OG0005476	XP_033129694.1	Ag004G0551900
OG0005477	XP_033138617.1, XP_009126387.2, XP_009131750.2	Ag004G0557300
OG0005478	XP_009126404.1	Ag004G0560700
OG0005479	XP_009131760.1, XP_009126407.1, XP_009120839.2	Ag004G0562000
OG0005480	XP_009131788.2	Ag004G0566500
OG0005481	XP_009126463.1, XP_009120788.1	Ag004G0572200
OG0005482	XP_009120769.1, XP_009131816.1	Ag004G0575800
OG0005483	XP_009131819.1, XP_009126484.1, XP_033138591.1	Ag004G0576800
OG0005484	XP_009126504.1, XP_009120724.1	Ag004G0582800
OG0005485	XP_009126519.1, XP_009120695.1	Ag004G0585200
OG0005486	XP_009131856.2, XP_009123289.1	Ag004G0586100
OG0005487	XP_009126536.2, XP_009131872.2, XP_009120666.2	Ag004G0593800
OG0005488	XP_033140831.1, XP_009120656.1, XP_009131881.1	Ag004G0596000
OG0005489	XP_033141799.1, XP_033141798.1, XP_033138033.1, XP_009120624.1	Ag004G0605600
OG0005490	XP_018511707.1, XP_033138235.1, XP_033142425.1	Ag004G0610300
OG0005491	XP_009126597.2, XP_009120598.1	Ag004G0613500
OG0005492	XP_009104001.1, XP_009120596.1	Ag004G0613600
OG0005493	XP_009131923.1, XP_009120566.1, XP_018513359.1	Ag004G0621000
OG0005494	XP_009131940.3, XP_009120539.2	Ag004G0622800
OG0005495	XP_009131954.2, XP_033133936.1, XP_009131943.2	Ag004G0624100
OG0005496	XP_009120521.1, XP_009131958.1, XP_009126628.2	Ag004G0629100
OG0005497	XP_009126671.1, XP_009131976.2, XP_009120489.2	Ag004G0634700
OG0005498	XP_009126697.1, XP_009120458.1	Ag004G0642100
OG0005499	XP_009120446.1	Ag004G0642900, Ag075G5286100
OG0005500	XP_009132009.1, XP_009126712.1, XP_009120432.1	Ag004G0648100
OG0005501	XP_009132025.1, XP_018510884.1	Ag004G0656800
OG0005502	XP_009132029.1, XP_009126741.1	Ag004G0661400
OG0005503	XP_009120373.2, XP_009132036.1	Ag004G0664100
OG0005504	XP_009126751.1, XP_009132053.1	Ag004G0666200
OG0005505	XP_033139988.1, XP_009132113.2, XP_009120285.1	Ag004G0681300
OG0005506	XP_033140791.1	Ag004G0687200
OG0005507	XP_009132123.1	Ag004G0688100, Ag006G0797900
OG0005508	XP_033141905.1, XP_009126843.2, XP_009132132.1	Ag004G0692200
OG0005509	XP_009120257.1, XP_033141897.1, XP_033144523.1	Ag004G0693600
OG0005510	XP_033138097.1, XP_009132150.1, XP_009126903.1	Ag004G0699100
OG0005511	XP_009134063.1	Ag004G0713100
OG0005512	XP_009120161.1, XP_009126937.1	Ag004G0714500
OG0005513	XP_009126955.1, XP_009132320.1, XP_033138424.1	Ag004G0723500
OG0005514	XP_009126953.1	Ag004G0723600
OG0005515	XP_009126985.2, XP_009132355.1	Ag004G0735300
OG0005516	XP_033138686.1, XP_009132361.2, XP_009126987.1	Ag004G0735700
OG0005517	XP_009120078.1	Ag004G0737300, Ag010G0989700, Ag012G1297300, Ag036G4094400, Ag026G2997500
OG0005518	XP_009120044.2, XP_009132397.2, XP_009127015.1	Ag004G0745400
OG0005519	XP_009120008.1, XP_009127064.1, XP_009132423.2	Ag004G0754800
OG0005520	XP_009119994.1, XP_009132431.1	Ag004G0757200
OG0005521	XP_033137089.1, XP_033129986.1, XP_009149736.1	Ag004G0760400
OG0005522	XP_009111280.1, XP_009144556.1, XP_009134428.1	Ag022G2639300
OG0005523	XP_009134423.1, XP_009111271.1	Ag022G2640400
OG0005524	XP_009134421.1, XP_018510429.1	Ag022G2640800
OG0005525	XP_009144542.1, XP_009149713.2	Ag022G2644300
OG0005526	XP_009125689.1, XP_009130989.1	Ag022G2652700
OG0005527	XP_009122363.1, XP_009125678.1	Ag022G2663200
OG0005528	XP_018510816.1, XP_009130962.1, XP_009125662.1	Ag022G2676700
OG0005529	XP_033137850.1	Ag022G2677600, Ag022G2677700
OG0005530	XP_009122246.2, XP_009130940.1	Ag022G2685800
OG0005531	XP_033145106.1, XP_009125639.2, XP_009122228.1	Ag022G2689600
OG0005532	XP_009130916.1, XP_009125634.1	Ag022G2695400
OG0005533	XP_009134909.1	Ag022G2714200
OG0005534	XP_009130834.1, XP_009122573.1, XP_009125575.1	Ag022G2727000
OG0005535	XP_009122579.1, XP_009125571.1	Ag022G2731200
OG0005536	XP_009117916.1	Ag022G2738000
OG0005537	XP_009125536.1, XP_009122635.1, XP_009128902.2	Ag022G2739500, Ag022G2739600
OG0005539	XP_009122706.1, XP_009130718.1, XP_009125494.1	Ag022G2756300
OG0005540	NP_001288808.1, XP_018512222.2	Ag022G2767400
OG0005541	XP_033137591.1, XP_009130711.1, XP_009125453.2	Ag022G2772400
OG0005542	NP_001288956.1, XP_009130690.1, XP_009122794.1	Ag022G2776900
OG0005543	XP_009130682.1, XP_009122807.1	Ag022G2778600
OG0005544	XP_009130676.1, XP_009125437.1, XP_009122816.1	Ag022G2779800
OG0005545	XP_018510738.2, XP_009147453.1	Ag022G2785100
OG0005547	XP_033139517.1, XP_033139522.1, XP_009130658.2, XP_009125424.2	Ag022G2787900
OG0005548	XP_033146788.1	Ag022G2795000
OG0005549	XP_009114625.1	Ag075G5292200
OG0005550	XP_009101797.1, XP_009114010.1	Ag075G5305200
OG0005551	XP_009104449.1	Ag048G4562300, Ag014G1950100
OG0005552	XP_009106747.1, XP_009104462.1, XP_009128422.1	Ag048G4565500
OG0005553	XP_009104494.1, NP_001288924.1	Ag048G4578600
OG0005554	XP_009128352.2, XP_009104530.1, XP_009106664.1	Ag048G4587900
OG0005555	XP_009106649.1, XP_009104537.1	Ag048G4590200
OG0005556	XP_009104545.1, XP_033132022.1	Ag048G4591200
OG0005557	XP_009104547.1	Ag048G4592900
OG0005558	XP_009106578.1, XP_009128304.1	Ag048G4605100
OG0005559	XP_009128297.1, XP_009106551.1, XP_009106552.2	Ag048G4612000
OG0005560	XP_033131555.1, XP_009128279.1, XP_009106460.1	Ag048G4619400
OG0005561	XP_009106455.1, XP_009104590.2, XP_009128273.1	Ag048G4620500
