Orthogroup	Brassica_rapa	Eutrema_salsugineum
OG0006331	XP_009111257.2	XP_024010069.1
OG0006332	XP_009122355.1	XP_006399210.1
OG0006333	XP_009125683.1, XP_009132220.1, XP_009122352.1	XP_006399213.1
OG0006334	XP_009104723.2, XP_009123002.2	XP_006392393.1
OG0006335	XP_009125670.1, XP_009122390.1	XP_006399178.1
OG0006336	XP_009122290.1, XP_009130961.1	XP_006399153.1
OG0006337	XP_009130947.1, XP_009122268.1	XP_006399129.1
OG0006338	XP_009125649.2, XP_009122262.2	XP_006399125.1
OG0006339	XP_009122250.1	XP_006399116.1
OG0006340	XP_009125643.1, XP_009122240.1	XP_006399107.1
OG0006341	XP_033145097.1	XP_006399103.1
OG0006342	XP_009130932.1	XP_006399093.1
OG0006343	XP_009113038.1, XP_009124342.1	XP_006418886.1, XP_006391811.1
OG0006344	XP_009122151.1, XP_033145099.1	XP_006399005.1
OG0006345	XP_009122145.1	XP_006398999.1
OG0006346	XP_009122903.1	XP_006398980.1
OG0006347	XP_033137348.1, XP_009130859.1	XP_006398966.1
OG0006348	XP_009122546.1, XP_009130848.1	XP_006398949.1
OG0006349	XP_009125580.2, XP_009130846.1	XP_006398942.1
OG0006350	XP_033138163.1, XP_009130844.1	XP_006398941.1
OG0006351	XP_009125563.2, XP_009122587.1	XP_006398912.1
OG0006352	XP_009122589.2, XP_009125562.1	XP_024012260.1
OG0006353	XP_009130827.1	XP_006398907.1
OG0006354	XP_018511235.2, XP_009130821.2	XP_006398899.1
OG0006355	XP_033137434.1, XP_018512290.1	XP_024012656.1
OG0006356	XP_009122663.1, XP_009130789.2	XP_006398848.1
OG0006357	XP_009130716.1	XP_006398784.1, XP_024013271.1
OG0006358	XP_009130725.1, XP_009122727.1, XP_033137657.1, XP_009125486.1	XP_024012348.1
OG0006359	XP_009130730.1, XP_009122729.2	XP_006398762.1
OG0006360	XP_009122736.1	XP_024007469.1
OG0006360	XP_009125476.1	XP_024012321.1
OG0006361	XP_033139799.1, XP_009122739.1, XP_009130726.1	XP_006398753.1
OG0006362	XP_009125461.1, XP_009122757.1	XP_006398729.1
OG0006363	XP_009130698.1, XP_033137559.1	XP_006398697.1
OG0006364	XP_009130703.1, XP_009125451.1	XP_006398705.2
OG0006365	XP_009122777.2, XP_009130705.1	XP_006398706.1
OG0006366	XP_009122789.1, XP_009130692.1	XP_024011417.1, XP_006409157.1
OG0006367	XP_009130679.1, XP_009122813.1	XP_006398669.1
OG0006368	XP_033137567.1, XP_033139795.1	XP_006419069.1
OG0006369	XP_009129713.1, XP_009151618.1	XP_006395209.1
OG0006370	XP_009130657.1, XP_009125422.1	XP_006398620.1
OG0006371	XP_009145903.1	XP_006406618.2
OG0006372	XP_033130475.1, XP_009140133.1	XP_006405293.1
OG0006373	XP_009128439.1	XP_006389775.1
OG0006374	XP_009106761.1	XP_006389779.1
OG0006375	XP_009104460.1, XP_009128424.1, XP_009106749.1	XP_006389790.1
OG0006376	XP_009128411.1	XP_024007069.1
OG0006377	XP_009104479.1, XP_009106723.1	XP_006389826.1
OG0006378	XP_033141820.1, XP_009104515.1	XP_006389868.1
OG0006379	XP_009104535.1	XP_024006940.1
OG0006380	XP_009106659.1, XP_009104534.1	XP_024006933.1
OG0006381	XP_009106555.1	XP_024005851.1
OG0006382	XP_009128295.2	XP_006389986.1
OG0006383	XP_033140019.1, XP_009106464.2	XP_006390016.2
OG0006384	XP_009104603.1, XP_009128252.1	XP_024012726.1
OG0006385	XP_009128223.3, XP_009106397.2	XP_006390099.1
OG0006386	XP_009136881.1, XP_009108344.1	XP_024005822.1
OG0006388	XP_009104653.1, XP_009128204.1, XP_009106348.1	XP_006390147.1
OG0006389	XP_009128177.1, XP_009106303.1	XP_006390199.1
OG0006390	XP_009128128.1, XP_033131625.1	XP_006390277.1
OG0006391	XP_009128127.2, XP_009106219.1	XP_006390280.1
OG0006392	XP_033131315.1, XP_009106208.1, XP_033141528.1	XP_006390291.1
OG0006393	XP_033140573.1, XP_009106190.1	XP_006390317.2
OG0006394	XP_009104712.1, XP_009128086.1, XP_009106180.1	XP_006390329.1
OG0006396	XP_009121128.1	XP_006409324.1
OG0006397	XP_009150772.1, XP_009121089.1	XP_024016496.1
OG0006398	XP_009101417.1, XP_009136518.1	XP_006404102.1
OG0006399	XP_009115662.1, XP_009101405.1	XP_006404103.1
OG0006400	XP_009119982.1, XP_009132436.1	XP_006401559.1
OG0006401	XP_009149886.1	XP_006404355.1
OG0006402	XP_009134901.1, XP_033147482.1	XP_006407940.1
OG0006403	XP_009144731.1, XP_009106820.1	XP_006392588.1
OG0006404	XP_033133655.1, XP_033148486.1	XP_024006305.1
OG0006405	XP_009106828.1, XP_033147042.1, XP_033129303.1	XP_006392605.1
OG0006406	XP_009147502.2, XP_009106862.1	XP_006392624.1
OG0006407	XP_009152146.1	XP_006395672.2
OG0006408	XP_009147507.1, XP_009103728.1, XP_009106882.2	XP_006392646.1
OG0006409	XP_009147528.1, XP_009106910.1	XP_006392691.1
OG0006410	XP_009147543.2, XP_009107064.1	XP_006392710.1
OG0006412	XP_009107060.1, XP_009147559.1, XP_009106946.1	XP_006392726.1
OG0006413	XP_033147241.1, XP_009123971.1, XP_033128666.1	XP_024006018.1
OG0006414	XP_009147589.2	XP_006392779.1
OG0006415	XP_009147635.2, XP_009147636.1	XP_006392836.1
OG0006416	XP_009107008.2, XP_009144802.1	XP_006392837.1
OG0006417	XP_018513364.2, XP_033147427.1, XP_009141536.1	XP_006410765.1
OG0006418	XP_009143620.2, XP_009141556.1	XP_006410776.1
OG0006420	XP_009131858.1, XP_009136934.2	XP_024005618.1
OG0006421	XP_009123309.1, XP_009150276.1	XP_006404470.1
OG0006422	XP_009150296.1	XP_006404464.1
OG0006423	XP_033140759.1, XP_009151765.1	XP_006395265.1
OG0006424	XP_009108071.1	XP_024013082.1
OG0006425	XP_009132504.1, XP_033137321.1	XP_024012346.1
OG0006426	XP_009127194.1, XP_009119849.1	XP_006401744.1
OG0006427	XP_009134034.1, XP_009118906.1	XP_006402207.1
OG0006428	XP_009123860.1	XP_006402132.1
OG0006429	XP_009107686.1, XP_009139641.1	XP_006414943.1
OG0006430	XP_009107693.1, XP_009139636.1	XP_006414927.1
OG0006431	XP_033148736.1, XP_033146643.1, XP_009107702.1	XP_006414900.1
OG0006432	XP_009139600.1	XP_006414862.1
OG0006433	XP_009139563.1, XP_009108099.1	XP_006414801.1
OG0006434	XP_009125093.2, XP_009107223.1	XP_024004544.1, XP_024004545.1
OG0006435	XP_018508856.1, XP_033141084.1, XP_009106118.1	XP_006390416.1
OG0006436	XP_009147329.2, XP_009107840.1	XP_024005247.1
OG0006437	XP_009136697.1	XP_006414505.1
OG0006438	XP_009136706.1, XP_033133435.1	XP_006414477.1
OG0006439	XP_009146738.2, XP_009107861.2, XP_009136713.1	XP_006414449.1
OG0006441	XP_009104843.1, XP_009105946.2	XP_006390619.1
OG0006442	XP_009105969.1, XP_009127979.1	XP_006390580.1
OG0006443	XP_009104806.1	XP_006390546.1
OG0006445	XP_009128008.1, XP_009104797.1, XP_009106032.1	XP_006390517.1
OG0006446	XP_009104796.1, XP_009106036.1	XP_006390512.1
OG0006447	XP_009104786.1, XP_009128015.1	XP_006390495.1
OG0006448	XP_009106048.1	XP_006390490.1
OG0006449	XP_009106542.1, XP_009104574.1	XP_006389996.1
OG0006450	XP_009128047.2, XP_009106116.2	XP_006390419.1
OG0006451	XP_009104744.1, XP_009106136.1	XP_006390388.1
OG0006452	XP_009128066.1, XP_009106138.1	XP_024010902.1
OG0006453	XP_009127663.1, XP_009105422.1, XP_033148632.1	XP_006391103.1
OG0006454	XP_009105019.2, XP_009105436.2, XP_009127676.2	XP_006391087.1
OG0006455	XP_009127712.1	XP_006391041.1
OG0006456	XP_009137799.1, XP_009129544.1, XP_009109084.1	XP_006412942.1
OG0006457	XP_009137804.1, XP_009129394.1	XP_006412923.1
OG0006458	XP_009137809.1, XP_009129269.1	XP_024005609.1
OG0006459	XP_009129172.1, XP_009137814.1	XP_006412899.1
OG0006460	XP_033133138.1, XP_009137815.1, XP_009129148.1	XP_006412898.1
OG0006461	XP_009137840.1	XP_006412861.1
OG0006462	XP_009112788.2, XP_009112907.1	XP_024004397.1
OG0006463	XP_009132689.1, XP_033144234.1, XP_009127335.2	XP_006402056.1
OG0006464	XP_018511988.2, XP_018510007.1, XP_009152145.1	XP_006395670.1
OG0006465	XP_009129304.1, XP_033129716.1	XP_006395292.1
OG0006466	XP_009111806.1, XP_009151753.1, XP_009129678.1	XP_006395253.1
OG0006467	XP_009129364.1	XP_024006736.1
OG0006468	XP_009150280.1, XP_009123277.1	XP_006419158.1
OG0006469	XP_033147195.1, XP_009118835.1	XP_006397913.1
OG0006470	XP_009151946.1	XP_006395420.2
OG0006471	XP_009129419.1, XP_009151966.1	XP_024007428.1
OG0006472	XP_009151969.1, XP_009129422.1	XP_006395449.1
OG0006473	XP_009129442.1, XP_009151984.1	XP_006395473.1
OG0006474	XP_009129450.1, XP_009111555.1, XP_009151992.1	XP_006395485.1
OG0006475	XP_009129511.1, XP_009152063.1	XP_006395562.1, XP_006395564.1
OG0006476	XP_009129512.1, XP_009152064.2	XP_006395565.2
OG0006477	XP_009114097.1, XP_018512078.1, XP_009152081.1	XP_006395588.1
OG0006478	XP_009109249.1	XP_006413446.1
OG0006479	XP_009152104.1, XP_009114107.1	XP_006395617.1
OG0006480	XP_009151898.1	XP_006395381.1
OG0006481	XP_033139874.1, XP_009152125.1	XP_006395638.1
OG0006482	XP_009105665.1, XP_033140918.1	XP_006390950.2
OG0006483	XP_009104979.1, XP_033140923.1	XP_024013869.1
OG0006484	XP_033130280.1, XP_033140930.1, XP_033130554.1	XP_006390995.1
OG0006485	XP_009104997.1, XP_009105511.1	XP_006390998.1
OG0006486	XP_009105489.1	XP_006391013.1
OG0006488	XP_009114379.1, XP_009101551.1	XP_006398288.2
OG0006489	XP_009128826.1	XP_006398275.1
OG0006490	XP_009128811.1, XP_009101586.1	XP_006398238.1
OG0006491	XP_009119667.1	XP_006418378.1
OG0006492	XP_009123622.1, XP_009106096.2, XP_009113878.2	XP_006398155.1
OG0006493	XP_009147872.1	XP_006393239.1
OG0006494	XP_033133708.1, XP_009147884.1	XP_006393226.1
OG0006495	XP_009107257.1, XP_009124562.1	XP_006393209.1
OG0006496	XP_009107243.1, XP_009147858.1	XP_006393187.1
OG0006497	XP_009107216.1, XP_009147837.1, XP_033148026.1	XP_006393149.1
OG0006498	XP_009127251.1	XP_006401841.1
OG0006499	XP_009107178.1, XP_009147759.1	XP_006393032.1
OG0006500	XP_009144894.2, XP_009147758.1	XP_006393029.1
OG0006501	XP_009147701.1, XP_033146869.1	XP_024006289.1
OG0006502	XP_018507999.1, XP_009144846.1	XP_006392924.1
OG0006503	XP_009114026.1	XP_006391507.1
OG0006504	XP_009141359.2, XP_009132974.1, XP_009143811.2, XP_009143809.2	XP_006410551.1
OG0006505	XP_009143764.1	XP_024016689.1
OG0006506	XP_009143763.2	XP_006410604.1
OG0006507	XP_033146309.1, XP_009143758.1	XP_024004137.1
OG0006508	XP_009133003.3, XP_009143739.1	XP_006410633.1
OG0006509	XP_009141410.1, XP_009143725.1	XP_006410648.1
OG0006510	XP_033146312.1, XP_009133014.1, XP_009143693.1	XP_006410678.1
OG0006511	XP_009143647.1, XP_009141500.1	XP_006410719.1
OG0006512	XP_009141505.1	XP_006410733.1
OG0006513	XP_009133041.1, XP_009141516.1	XP_006410744.1
OG0006516	XP_018510714.2	XP_006413992.1
OG0006517	XP_009132638.1, XP_009108420.2	XP_006413995.1
OG0006518	XP_009132556.1, XP_009108415.1	XP_006414002.1
OG0006519	XP_009136994.1, XP_009108413.2, XP_009132524.1	XP_006414007.1
OG0006520	XP_009132274.1	XP_006414047.1
OG0006521	XP_009108387.2	XP_006414061.1
OG0006522	XP_033129677.1, XP_009108361.1	XP_006414104.2
OG0006523	XP_009111786.1, XP_009151794.1	XP_006395296.1
OG0006524	XP_009136927.1, XP_009131682.1	XP_006414109.1
OG0006525	XP_009131506.1, XP_009136915.1	XP_006414133.1
OG0006526	XP_009136907.1, XP_009131449.1	XP_006414142.1
OG0006527	XP_009136892.1, XP_009131245.2	XP_006414163.1
OG0006528	XP_033144964.1, XP_033129562.1	XP_006414171.1
OG0006529	XP_009131135.1, XP_009136880.1	XP_006414177.1
OG0006530	XP_009136860.2, XP_009130866.1	XP_006414201.1
OG0006531	XP_009136845.1, XP_009108322.1	XP_024005048.1
OG0006532	XP_009144653.2, XP_009108302.1	XP_006414257.1
OG0006533	XP_033132743.1, XP_018513030.1	XP_006414261.2
OG0006534	XP_009149316.1, XP_009115786.3	XP_006403958.2
OG0006535	XP_009115780.1	XP_006403966.1
OG0006536	XP_009115770.1, XP_009136572.1	XP_006403982.1
OG0006537	XP_009115764.1, XP_009136565.1	XP_006403988.1
OG0006538	XP_009136544.1, XP_033138244.1, XP_009115716.1	XP_006404032.1
OG0006539	XP_018508991.1, XP_033143696.1	XP_006413533.1
OG0006540	XP_009137042.1, XP_009137354.1	XP_006413552.1
OG0006541	XP_009119801.1, XP_009127235.1, XP_009132525.1	XP_006401813.1
OG0006542	XP_009127332.1, XP_009140884.1	XP_024011973.1
OG0006543	NP_001289004.1, XP_009140880.1	XP_024011819.1
OG0006544	XP_009132620.1, XP_009127325.1	XP_006402012.1
OG0006545	XP_009112256.2, XP_009136193.1	XP_024016572.1
OG0006546	XP_018508571.1, XP_009123230.1	XP_006409583.1
OG0006547	XP_009102332.1, XP_009123231.1	XP_006409567.2
OG0006548	XP_009123247.1	XP_006409468.1
OG0006549	XP_009121163.1, XP_009150855.1	XP_006409350.1
OG0006550	XP_009137410.2, XP_009137614.1	XP_006413484.1
OG0006551	XP_018511371.2, XP_009137596.1	XP_006413486.1
OG0006552	XP_009137402.1, XP_009137393.1	XP_006413510.1
OG0006553	XP_009137388.1, XP_009137362.1	XP_006413522.1
OG0006554	XP_033132936.1, XP_033136158.1	XP_006413627.1
OG0006555	XP_009136072.1	XP_006413631.1
OG0006556	XP_009137269.1, XP_033132945.1, XP_009136061.2	XP_006413635.1
OG0006557	XP_009108578.2, XP_009136051.1	XP_006413636.1
OG0006558	XP_009137245.1, XP_018508192.1	XP_006413675.1
OG0006560	XP_009112739.2	XP_006391764.1
OG0006561	XP_009133667.1, XP_009137146.1	XP_006413883.1
OG0006562	XP_009121291.1	XP_024015527.1
OG0006563	XP_009108522.1, XP_009134130.1	XP_006413948.1, XP_024005135.1
OG0006564	XP_009134188.2, XP_009123826.2	XP_006413833.2
OG0006565	XP_009140705.1, XP_009132516.2	XP_006408652.1, XP_006408817.1
OG0006566	XP_009137167.1, XP_009134445.1	XP_006413817.1
OG0006567	XP_009134573.1, XP_033133300.1	XP_006413802.1
OG0006568	XP_009137189.1, XP_009134735.1	XP_024005342.1
OG0006569	XP_009134779.1, XP_009137194.1	XP_006413778.1
OG0006570	XP_009137199.1, XP_009108489.1	XP_006413753.1
OG0006571	XP_009135114.1	XP_006413740.1
OG0006572	XP_009135325.1	XP_024004434.1
OG0006573	XP_009137019.1, XP_009133245.1	XP_006413929.1
OG0006574	XP_033129450.1, XP_009137130.1	XP_006413940.1
OG0006576	XP_033144788.1, XP_009145660.1	XP_006414320.1
OG0006577	XP_009136810.1, XP_033145786.1	XP_024005473.1
OG0006578	NP_001288835.1, XP_009136818.1, XP_009136814.1	XP_006414282.1
OG0006579	XP_009112313.2	XP_006393854.1
OG0006580	XP_009112311.1, XP_033131241.1, XP_009130560.1	XP_024007524.1
OG0006581	XP_033141405.1, XP_009112291.1	XP_006393822.1
OG0006582	XP_009116998.2, XP_009104415.1	XP_006402273.1
OG0006583	XP_009138693.1	XP_006402300.1
OG0006584	XP_009138706.1, XP_009116958.1	XP_006402327.1
OG0006585	XP_033135046.1	XP_006402357.1
OG0006586	XP_009116878.1, XP_009138740.2	XP_006402419.1
OG0006587	XP_009116868.1, XP_033130915.1, XP_009138742.1	XP_006402424.1
OG0006588	XP_009104339.1	XP_006402452.1
OG0006589	XP_009104334.1, XP_009116837.1	XP_006402455.1
OG0006590	XP_009116798.1, XP_009138777.1	XP_006402493.2
OG0006591	XP_009116786.2, XP_009138781.1, XP_009104296.1	XP_006402502.1
OG0006592	XP_009104286.1	XP_006402523.1
OG0006593	XP_018510230.1, XP_009138819.1	XP_024012939.1
OG0006594	XP_009138854.1, XP_009104251.1	XP_006402604.1
OG0006595	XP_009116649.1, XP_033146191.1	XP_006402650.1
OG0006596	XP_009104169.1, XP_009116556.1	XP_006402754.1
OG0006597	XP_009104167.2, XP_009116549.1	XP_006402759.1
OG0006598	XP_009116546.1, XP_009138943.1	XP_006402761.1
OG0006599	XP_009132692.1	XP_006402060.1
OG0006600	XP_009139027.1, XP_033136011.1	XP_024012804.1
OG0006601	XP_009116450.2, XP_033146476.1, XP_033131656.1	XP_006402871.1
OG0006602	XP_009116433.2, XP_009139041.2	XP_024012826.1
OG0006603	XP_033146545.1, XP_009116383.1, XP_009116385.1	XP_006402943.1
OG0006604	XP_009139095.1, XP_009116350.1	XP_006402981.1
OG0006605	XP_009103982.1, XP_009116317.1	XP_006403012.1
OG0006606	XP_009139125.1	XP_006403034.1
OG0006607	XP_009116284.2, XP_009103975.1	XP_006403402.1
OG0006608	XP_009116242.1	XP_006403454.1
OG0006609	XP_009139163.1, XP_009139165.1	XP_006403458.1
OG0006610	XP_009139196.1, XP_033134654.1	XP_006403488.1
OG0006611	XP_009103939.1, XP_009116169.1	XP_006403520.1
OG0006612	XP_009103936.1, XP_009116161.2	XP_006403530.1
OG0006613	XP_009116060.1, XP_009139384.1	XP_006403667.1
OG0006614	XP_009125236.2	XP_006403758.1
OG0006615	XP_009119923.1	XP_006401656.1
OG0006616	XP_009119918.1	XP_006401665.1
OG0006617	XP_009127146.1, XP_009119916.1	XP_006401669.1
OG0006618	XP_009136746.1, XP_009146416.1	XP_006414385.2
OG0006619	XP_009136083.2	XP_006414950.1
OG0006620	XP_009105901.1	XP_006418750.1
OG0006621	XP_033130792.1, XP_009127539.1, XP_033132111.1	XP_006391505.1
OG0006622	XP_009127579.1, XP_009105335.1	XP_006391216.1
OG0006623	XP_009127584.1, XP_009105088.1	XP_006391212.1
OG0006624	XP_009127610.1	XP_006391176.2
OG0006625	XP_009127621.1, XP_009105377.1, XP_009105051.1	XP_006391151.1
OG0006626	XP_009151671.1, XP_018509742.1	XP_006395144.2
OG0006627	XP_009102275.1	XP_006409192.1
OG0006628	XP_009150732.2, XP_009102247.1	XP_006409159.1
OG0006629	XP_018508513.2, XP_018514953.1	XP_024016643.1
OG0006630	XP_009112574.1, XP_009150708.1	XP_006409088.1
OG0006632	XP_009101316.1	XP_006395850.1
OG0006633	XP_009102155.1, XP_009112604.1	XP_006409057.1
OG0006634	XP_009147390.1, XP_009117743.1	XP_006408458.1
OG0006635	XP_009117532.2, XP_009102152.2, XP_009112617.2	XP_006408875.1
OG0006636	XP_009117531.1, XP_033131695.1, XP_033131693.1, XP_009102154.1	XP_006408876.1
OG0006637	XP_033135397.1, XP_033135889.1	XP_006408895.1
OG0006638	XP_009133447.1	XP_024016725.1
OG0006639	XP_009141904.2, XP_009133434.2, XP_033148412.1	XP_006411309.1
OG0006640	XP_009142402.1, XP_018514315.1	XP_024010795.1
OG0006641	XP_009133426.1, XP_009141878.2, XP_009143230.1	XP_006411281.1
OG0006642	XP_009141875.1, XP_009133422.1	XP_006411274.1
OG0006643	XP_009143245.2, XP_009141873.1	XP_006411264.1
OG0006644	XP_009133405.2, XP_009143258.1	XP_006411252.1
OG0006645	XP_009133387.2, XP_009143280.1	XP_006411222.1
OG0006646	XP_018513684.1, XP_009133381.2	XP_006411210.1
OG0006647	XP_009143302.1, XP_009133372.1	XP_006411189.1
OG0006648	XP_009118424.1	XP_006417786.1
OG0006649	XP_009143367.2, XP_009133281.2, XP_009141755.2	XP_006411085.1
OG0006650	XP_018514662.1, XP_009133264.1	XP_006411073.1
OG0006651	XP_009133259.1, XP_009141743.1, XP_009143383.1	XP_006411061.1
OG0006652	XP_009133248.1	XP_006411047.1
OG0006654	XP_009143405.1, XP_018514202.2	XP_006411028.1
OG0006655	XP_009133236.1, XP_009141728.1	XP_006411026.1
OG0006656	XP_009151858.1, XP_009111621.1	XP_024006935.1
OG0006657	XP_009143423.1, XP_009141723.2, XP_009133231.2	XP_006411014.1
OG0006658	XP_009143433.1, XP_009141714.1	XP_006411002.1
OG0006659	XP_009143439.1, XP_009133219.1	XP_006410994.1
OG0006660	XP_009141671.1, XP_009143483.1	XP_006410941.1
OG0006661	XP_009141658.1, XP_033142443.1, XP_009143495.1	XP_006410929.2
OG0006662	XP_033143614.1, XP_033148457.1	XP_006410920.1
OG0006663	XP_009141615.1, XP_009133102.1, XP_009143547.1	XP_006410862.1
OG0006664	XP_009108555.1, XP_009114597.1	XP_006396727.1
OG0006665	XP_009134315.1, XP_009144514.1, XP_009114554.1	XP_024009833.1
OG0006666	XP_009102711.2	XP_006396843.1
OG0006667	XP_009128649.2, XP_009102712.1	XP_006396844.1, XP_024011420.1
OG0006668	XP_009120908.2, XP_009131726.2	XP_024011982.1
OG0006669	XP_009117424.1	XP_006404566.1
OG0006670	XP_009117414.1, XP_009134008.2	XP_006404573.1
OG0006671	XP_009140289.2, XP_009117387.1	XP_006404611.1
OG0006672	XP_009140306.1	XP_006404639.1
OG0006673	XP_009140320.1	XP_024014287.1
OG0006674	XP_033145395.1, XP_009112546.1	XP_006404673.1
OG0006675	XP_009140469.1	XP_006404839.1
OG0006676	XP_009117029.2, XP_009140727.2	XP_006408857.1
OG0006677	XP_009133952.1	XP_006405047.1
OG0006678	XP_009142234.1	XP_006413188.1
OG0006679	XP_009137464.1, XP_009138293.1	XP_006413409.1
OG0006680	XP_009114737.1	XP_006396069.1
OG0006681	XP_009145158.1	XP_006415049.1
OG0006682	XP_009114780.1, XP_009145166.1	XP_024009119.1
OG0006683	XP_009134158.1, XP_009113537.2	XP_024009802.1
OG0006684	XP_033143784.1, XP_009113581.1	XP_006397127.1
OG0006685	XP_009144977.1, XP_009107297.1	XP_006393253.2
OG0006686	XP_009134233.1, XP_033135128.1	XP_006396929.1
OG0006687	XP_009134234.1, XP_009108185.1	XP_006396930.1
OG0006688	XP_009111705.2, XP_009129927.1, XP_009151140.1	XP_006394884.1
OG0006689	XP_009151180.1, XP_018509654.1	XP_024007102.1
OG0006690	XP_009138049.2, XP_009109247.1	XP_006413430.1
OG0006691	XP_009129870.1, XP_009111750.1	XP_006394954.1
OG0006692	XP_009129868.2, XP_009111752.1	XP_024007327.1
OG0006693	XP_009111941.1, XP_009151213.1	XP_024007192.1
OG0006694	XP_033136592.1, XP_018508070.1	XP_006394984.2
OG0006695	XP_033130585.1	XP_006408911.1
OG0006696	XP_009102048.1, XP_009112650.2, XP_009117500.1	XP_006408943.1
OG0006697	XP_018508824.1, XP_018510258.1	XP_006408958.1
OG0006698	XP_009112921.2, XP_009102032.1	XP_006408960.1
OG0006699	XP_009144400.1	XP_024014687.1
OG0006700	XP_009142436.2, XP_009142615.1	XP_006397859.1
OG0006701	XP_009142430.1, XP_009133788.1, XP_009142623.1	XP_006397854.2
OG0006702	XP_009142429.1, XP_009133785.1, XP_009142625.1	XP_006397852.1
OG0006703	XP_009142650.1, NP_001288851.1	XP_006397828.1
OG0006704	XP_033143719.1	XP_006397816.1
OG0006705	XP_009133765.1, XP_009142678.1	XP_006397806.1
OG0006706	XP_009142387.1, XP_009143200.1	XP_006397783.1
OG0006707	XP_009142366.1, XP_009143175.1	XP_024010816.1
OG0006708	XP_009143161.1, XP_009133743.1	XP_006397748.1
OG0006709	XP_009133738.1, XP_009142354.1	XP_006397746.1
OG0006710	XP_033146076.1	XP_006397724.1
OG0006711	XP_009133718.1, XP_009142324.1, XP_009143104.1	XP_006397702.1
OG0006712	XP_033144708.1, XP_009142315.1	XP_006397686.1
OG0006713	XP_009143085.1, XP_009142309.1	XP_006397676.1
OG0006714	XP_009143083.1, XP_033142586.1, XP_009142308.1	XP_006397675.1
OG0006715	XP_009143064.1, NP_001288854.1	XP_006397656.1
OG0006716	XP_033144396.1, XP_009142255.2, XP_009143016.1	XP_006397610.2
OG0006717	XP_009133648.1, XP_009142238.1	XP_006397569.1
OG0006718	XP_009142970.1, XP_009133630.1	XP_024010729.1
OG0006719	XP_009142956.1, XP_009142220.1, XP_009133624.1	XP_006397541.1
OG0006720	XP_009142950.2, XP_009133622.1	XP_006397535.1
OG0006722	XP_009142190.1, XP_009142927.1, XP_009133597.1	XP_006397499.1
OG0006723	XP_009133574.1	XP_006411588.1
OG0006724	XP_009142865.1	XP_006411555.1
OG0006725	XP_009142070.1, XP_009133538.2	XP_006411506.2
OG0006726	XP_009142833.1	XP_024003939.1
OG0006727	XP_009142051.1, XP_009142816.1	XP_006411489.1
OG0006728	XP_009133497.1, XP_033148418.1, XP_009141995.1	XP_006411418.2
OG0006729	NP_001288839.1, XP_009133493.1	XP_006411408.1
OG0006730	XP_018513652.1, XP_009133480.1, XP_009142738.2	XP_006411396.1
OG0006731	XP_009133478.1	XP_006411394.1
OG0006732	XP_009101450.2, XP_009114306.1, XP_009128931.1	XP_006398401.1
OG0006733	XP_033133552.1, XP_009123198.1	XP_006412365.1
OG0006734	XP_009147396.1, XP_009134634.2	XP_006408462.1
OG0006735	XP_033138683.1, XP_009127089.1	XP_006401573.1
OG0006736	XP_009134660.1, XP_009134663.1, XP_018510351.2	XP_006408424.1
OG0006737	XP_009118453.1, XP_009134703.2	XP_024015549.1
OG0006738	XP_009134714.1, XP_009147314.1	XP_006408375.1
OG0006739	XP_033146781.1	XP_006408372.1
OG0006740	XP_009119053.1, XP_009130332.2	XP_006408342.1
OG0006741	XP_009119226.2, XP_009130363.1	XP_006408310.1
OG0006742	XP_009130374.1, XP_009134736.1	XP_006408287.1
OG0006743	XP_009130383.2, XP_009134740.2	XP_006408267.1
OG0006744	XP_009102084.2, XP_009134743.1	XP_006408257.1
OG0006745	XP_009134762.1, XP_009123996.1	XP_006408190.1
OG0006746	XP_009124074.1, XP_009147253.1	XP_006408090.1
OG0006747	XP_009147250.1, XP_009124078.2	XP_006408088.1
OG0006748	XP_009147230.1, XP_009124020.1	XP_006408068.1
OG0006749	XP_009147226.1, XP_009134830.1	XP_006408059.1
OG0006750	XP_033131514.1, XP_009113807.2, XP_033132613.1	XP_006415813.1
OG0006751	XP_009129623.1	XP_006408002.1
OG0006752	XP_009124944.1, XP_009129624.2	XP_006408001.1
OG0006753	XP_009135975.2, XP_009147130.1, XP_009124652.1	XP_006407901.1
OG0006754	XP_009124613.1	XP_006407894.1
OG0006755	XP_033147306.1, XP_009134956.1	XP_024015557.1
OG0006756	XP_009134961.2	XP_006407848.1
OG0006757	XP_009134962.1	XP_024008008.1, XP_006407847.1
OG0006758	XP_009147082.2	XP_006407843.1
OG0006759	XP_009147078.1, XP_009134965.2	XP_006407839.1
OG0006760	XP_009147068.1, XP_009134973.1	XP_024014864.1
OG0006761	XP_009147053.1	XP_006407820.1
OG0006762	XP_018512056.2, XP_009147036.1	XP_006407801.1
OG0006763	XP_009124144.1, XP_009147027.2	XP_006407797.1
OG0006764	XP_009134993.1, XP_009124140.1	XP_006407796.1
OG0006765	XP_009135088.1	XP_024015163.1
OG0006766	XP_009146963.1, XP_009123532.1	XP_006407723.1
OG0006767	XP_009146945.1, XP_009135067.1	XP_006392641.1
OG0006768	XP_009123494.2, XP_009146951.1	XP_006407715.1
OG0006769	XP_033147552.1, XP_033142209.1	XP_006407692.1
OG0006770	XP_009146876.1, XP_009135031.1	XP_006407612.1
OG0006771	XP_009146724.1, XP_009121136.1	XP_006407447.1
