Orthogroup	Brassica_oleracea	Erysimum_linariifolium
OG0008122	XP_013585621.1, XP_013605078.1	El002G083750
OG0008123	XP_013638346.1, XP_013604882.1	El002G083130
OG0008124	XP_013607436.1	El001G000030
OG0008125	XP_013601043.1, XP_013585433.1	El002G082470
OG0008126	XP_013629323.1, XP_013618174.1	El001G067050
OG0008127	XP_013611467.1, XP_013630265.1	El001G067300
OG0008128	XP_013621152.1, XP_013610628.1, XP_013623463.1	El001G066770
OG0008129	XP_013612470.1, XP_013621151.1	El001G066760
OG0008130	XP_013616263.1, XP_013606199.1	El001G066680
OG0008131	XP_013611590.1, XP_013620597.1	El001G065790
OG0008132	XP_013620472.1, XP_013611393.1	El001G065840
OG0008133	XP_013621850.1, XP_013611396.1	El001G065900
OG0008134	XP_013611218.1	El001G065220
OG0008135	XP_013629348.1, XP_013616808.1	El001G064560
OG0008136	XP_013619445.1, XP_013609955.1	El001G064530
OG0008137	XP_013609729.1, XP_013629406.1	El001G064470
OG0008138	XP_013606669.1, XP_013614909.1	El001G064340
OG0008139	XP_013612017.1, XP_013614385.1	El001G064020
OG0008140	XP_013618882.1, XP_013609222.1	El001G063510
OG0008141	XP_013615271.1, XP_013606088.1	El001G063150
OG0008142	XP_013616675.1, XP_013607023.1	El001G062950
OG0008143	XP_013606697.1, XP_013618810.1	El001G062930
OG0008144	XP_013625927.1, XP_013608584.1	El001G062830
OG0008145	XP_013629623.1, XP_013612624.1	El001G062430
OG0008146	XP_013616851.1, XP_013606789.1	El001G062250
OG0008147	XP_013605988.1, XP_013616842.1	El001G062220
OG0008148	XP_013616843.1, XP_013622850.1	El001G062090
OG0008149	XP_013622669.1, XP_013612870.1	El001G061890
OG0008150	XP_013613694.1, XP_013612712.1	El001G061670
OG0008151	XP_013613677.1, XP_013609895.1	El001G061440
OG0008152	XP_013607045.1	El001G061420
OG0008153	XP_013613691.1	El001G061370
OG0008154	XP_013620543.1	El001G061250
OG0008155	XP_013612078.1, XP_013629061.1	El001G061000
OG0008156	XP_013609168.1, XP_013593339.1	El001G051530
OG0008157	XP_013612694.1, XP_013618821.1	El001G051470
OG0008158	XP_013593249.1, XP_013612693.1	El001G051450
OG0008159	XP_013615990.1, XP_013593110.1	El001G051350
OG0008160	XP_013597478.1, XP_013632559.1, XP_013612381.1	El001G050810
OG0008161	XP_013598187.1	El001G050280
OG0008162	XP_013618078.1, XP_013595388.1	El001G049990
OG0008163	XP_013616256.1, XP_013598393.1	El001G049650
OG0008164	XP_013593104.1, XP_013612938.1	El001G049360
OG0008165	XP_013612293.1, XP_013593093.1	El001G047510, El004G199240
OG0008166	XP_013610520.1, XP_013614997.1	El007G346230
OG0008167	XP_013614012.1, XP_013593442.1	El007G346040
OG0008168	XP_013594215.1, XP_013616181.1	El007G347030
OG0008169	XP_013614813.1, XP_013598431.1	El007G347850, El007G347860, El007G348830
OG0008170	XP_013620534.1, XP_013612875.1	El001G067900
OG0008171	XP_013595680.1, XP_013613346.1	El007G348330
OG0008172	XP_013620725.1, XP_013612006.1	El001G068010, El003G185960
OG0008173	XP_013620307.1, XP_013609151.1	El001G068090
OG0008174	XP_013611742.1	El001G068150
OG0008175	XP_013622455.1, XP_013612986.1	El001G074800
OG0008176	XP_013609711.1	El001G075150
OG0008177	XP_013621579.1, XP_013612616.1	El001G075380
OG0008178	XP_013611493.1, XP_013626658.1	El001G075430
OG0008179	XP_013618721.1, XP_013612353.1	El001G075850
OG0008180	XP_013622269.1, XP_013608523.1	El001G077120
OG0008181	XP_013619146.1, XP_013612347.1, XP_013629457.1	El001G077970
OG0008182	XP_013614608.1, XP_013609983.1	El001G077990
OG0008183	XP_013606235.1, XP_013629062.1	El001G060990
OG0008184	XP_013616598.1, XP_013594163.1	El001G052950
OG0008185	XP_013596801.1, XP_013609125.1	El001G054070
OG0008186	XP_013613312.1, XP_013598458.1	El001G054770
OG0008187	XP_013610146.1, XP_013597972.1	El001G055040
OG0008188	XP_013616721.1, XP_013598466.1	El001G055070, El001G055100
OG0008189	XP_013619432.1, XP_013597554.1	El001G055530
OG0008190	XP_013594101.1	El001G055750
OG0008191	XP_013597852.1, XP_013609385.1	El001G056270
OG0008192	XP_013593324.1, XP_013610763.1	El001G056340
OG0008193	XP_013598057.1, XP_013620453.1	El001G056580
OG0008194	XP_013592123.1, XP_013588374.1	El004G218580
OG0008195	XP_013595993.1, XP_013618039.1	El001G056920
OG0008196	XP_013594016.1, XP_013606046.1	El001G057030
OG0008197	XP_013612503.1, XP_013598132.1	El001G057060
OG0008198	XP_013597477.1	El007G329950
OG0008199	XP_013606067.1	El007G329450
OG0008200	XP_013609192.1, XP_013594199.1	El007G329100
OG0008201	XP_013627201.1, XP_013619677.1	El007G328870
OG0008202	XP_013621848.1, XP_013617962.1	El007G328420
OG0008203	XP_013618785.1, XP_013626027.1	El007G328400
OG0008204	XP_013604579.1, XP_013621805.1	El007G328300
OG0008205	XP_013616691.1, XP_013629314.1	El007G328140
OG0008206	XP_013621158.1, XP_013606552.1	El007G328100
OG0008207	XP_013622545.1, XP_013619082.1	El005G278300, El007G327870
OG0008208	XP_013607164.1, XP_013623637.1	El007G327680
OG0008209	XP_013626660.1, XP_013610101.1	El007G327500
OG0008210	XP_013613123.1, XP_013623219.1	El007G332970
OG0008211	XP_013614701.1, XP_013610256.1	El007G332980
OG0008212	XP_013612469.1, XP_013627203.1	El006G304220, El007G333030
OG0008213	XP_013597801.1, XP_013604697.1	El001G021420
OG0008214	XP_013598038.1, XP_013604571.1	El001G021380
OG0008215	XP_013593722.1, XP_013586867.1	El001G021360
OG0008216	XP_013595754.1	El001G021020
OG0008217	XP_013618225.1, XP_013602338.1	El001G020640
OG0008218	XP_013638964.1, XP_013596502.1	El001G020100
OG0008219	XP_013627593.1	El001G019450
OG0008220	XP_013605626.1, XP_013622434.1	El001G019440
OG0008221	XP_013629771.1, XP_013603994.1	El001G053790, El001G019130
OG0008222	XP_013622885.1, XP_013605760.1	El001G018030
OG0008223	XP_013591573.1, XP_013627553.1	El001G016050
OG0008224	XP_013623214.1	El001G012830, El002G133100
OG0008226	XP_013591779.1, XP_013621534.1	El004G218150
OG0008227	XP_013591763.1, XP_013592265.1	El004G218130
OG0008228	XP_013591760.1, XP_013591839.1	El004G218110
OG0008229	XP_013591720.1	El004G218090, El004G218080
OG0008230	XP_013616518.1, XP_013589869.1	El004G217980
OG0008231	XP_013591908.1, XP_013615693.1	El004G217820, El004G217810
OG0008232	XP_013633964.1, XP_013634016.1	El006G296310
OG0008233	XP_013591472.1, XP_013616508.1	El004G217560
OG0008234	XP_013616122.1, XP_013589888.1	El004G218330
OG0008235	XP_013619216.1	El004G217460
OG0008236	XP_013592060.1, XP_013615780.1	El004G219880
OG0008237	XP_013614310.1, XP_013587860.1	El004G219910
OG0008238	XP_013592305.1, XP_013621548.1	El004G220060
OG0008239	XP_013616164.1, XP_013591693.1	El004G221120
OG0008240	XP_013604661.1, XP_013585409.1	El002G109830
OG0008241	XP_013583818.1	El007G350220, El007G350270, El005G260110
OG0008242	XP_013621577.1, XP_013589755.1	El004G221690
OG0008243	XP_013616149.1, XP_013592605.1	El004G221720
OG0008244	XP_013589759.1, XP_013588069.1	El004G221770
OG0008245	XP_013590671.1, XP_013620524.1	El004G221880
OG0008246	XP_013592381.1, XP_013618957.1	El004G222010
OG0008247	XP_013590515.1, XP_013619824.1	El004G222850
OG0008248	XP_013592825.1	El004G223180
OG0008249	XP_013591356.1, XP_013592466.1	El004G223610
OG0008250	XP_013592419.1, XP_013591717.1	El004G224110
OG0008251	XP_013590826.1, XP_013620156.1	El004G231470
OG0008252	XP_013590214.1, XP_013590835.1	El004G231450
OG0008253	XP_013620158.1, XP_013588147.1	El004G231410
OG0008254	XP_013587957.1, XP_013590621.1	El060G376090, El004G231010
OG0008255	XP_013620634.1, XP_013590618.1	El004G230950
OG0008256	XP_013618282.1, XP_013591436.1	El004G230540
OG0008257	XP_013590695.1	El004G230210
OG0008258	XP_013591059.1	El004G230100
OG0008259	XP_013621502.1, XP_013587753.1	El004G229860
OG0008260	XP_013621192.1, XP_013589697.1	El004G229410
OG0008261	XP_013590261.1	El004G228840
OG0008262	XP_013590275.1	El004G228770
OG0008263	XP_013591146.1, XP_013618416.1	El004G228460
OG0008264	XP_013592746.1, XP_013621161.1	El004G228450
OG0008265	XP_013587754.1, XP_013621154.1	El004G228300
OG0008266	XP_013619389.1, XP_013591107.1	El004G228240
OG0008267	XP_013618234.1	El004G228110
OG0008268	XP_013591754.1, XP_013588152.1	El004G227740
OG0008269	XP_013589929.1, XP_013592348.1	El004G227480
OG0008270	XP_013592785.1, XP_013618204.1	El004G227280
OG0008271	XP_013588534.1, XP_013591386.1	El004G226910
OG0008272	XP_013588248.1, XP_013621561.1	El004G226660
OG0008273	XP_013589489.1, XP_013591911.1	El004G226350
OG0008274	XP_013588289.1, XP_013589935.1	El004G226240
OG0008275	XP_013590414.1, XP_013590360.1	El004G226180
OG0008276	XP_013592837.1, XP_013587827.1	El004G226050
OG0008277	XP_013616074.1, XP_013599502.1	El004G225680
OG0008278	XP_013592873.1, XP_013588523.1	El004G225590
OG0008279	XP_013590944.1, XP_013619825.1	El004G225230
OG0008280	XP_013590960.1	El004G225130
OG0008281	XP_013614423.1, XP_013590144.1	El004G224580
OG0008282	XP_013613791.1, XP_013621092.1	El004G224200
OG0008283	XP_013621146.1, XP_013591729.1	El004G232500
OG0008284	XP_013619515.1, XP_013590291.1	El004G232990
OG0008285	XP_013592542.1, XP_013588693.1	El004G233230
OG0008286	XP_013591127.1, XP_013591940.1	El004G233370
OG0008287	XP_013589849.1, XP_013618378.1	El004G233610
OG0008288	XP_013591244.1, XP_013621445.1	El004G233740
OG0008289	XP_013592128.1, XP_013592187.1	El004G233890
OG0008290	XP_013617390.1, XP_013591617.1	El004G234150
OG0008291	XP_013591546.1	El004G211670
OG0008292	XP_013588683.1, XP_013618532.1	El004G234380
OG0008293	XP_013589770.1, XP_013592248.1	El004G234680
OG0008294	XP_013585129.1, XP_013584618.1	El005G248500
OG0008295	XP_013623241.1, XP_013619861.1	El005G248950
OG0008296	XP_013628950.1, XP_013587591.1	El005G248990
OG0008297	XP_013618307.1, XP_013623099.1	El005G249220
OG0008298	XP_013639451.1	El005G271970
OG0008299	XP_013583370.1, XP_013588680.1	El005G249970
OG0008300	XP_013593794.1, XP_013611519.1	El001G052440
OG0008301	XP_013586776.1, XP_013626402.1	El005G250000
OG0008302	XP_013626005.1	El005G250030, El004G203340, El001G047600
OG0008304	XP_013625307.1, XP_013638545.1	El005G250270
OG0008305	XP_013585115.1	El005G250310
OG0008306	XP_013625313.1	El007G352450, El005G250360, El006G307930, El006G307800
OG0008307	XP_013587014.1, XP_013610578.1	El005G250490
OG0008308	XP_013586290.1	El005G251250
OG0008309	XP_013584010.1, XP_013623146.1	El005G251490
OG0008310	XP_013596023.1, XP_013610600.1, XP_013638829.1	El005G251730
OG0008311	XP_013583938.1, XP_013638378.1	El005G251760
OG0008312	XP_013615543.1, XP_013587818.1	El002G137670
OG0008313	XP_013629188.1, XP_013609945.1	El005G252560
OG0008314	XP_013587106.1, XP_013609686.1	El005G252990
OG0008315	XP_013638170.1, XP_013627686.1, XP_013622419.1	El005G253040
OG0008316	XP_013637834.1, XP_013588624.1	El005G253490
OG0008317	XP_013609382.1	El005G254140
OG0008318	XP_013625472.1, XP_013613832.1	El005G254300
OG0008319	XP_013621825.1, XP_013587223.1	El005G254710
OG0008320	XP_013629924.1, XP_013639445.1	El005G254970
OG0008321	XP_013608753.1, XP_013585921.1	El005G255480
OG0008322	XP_013619096.1, XP_013623997.1, XP_013585071.1	El005G255970
OG0008323	XP_013587424.1, XP_013621774.1	El005G255990
OG0008324	XP_013630415.1, XP_013584282.1	El005G256060
OG0008325	XP_013627115.1, XP_013584645.1	El005G256510
OG0008326	XP_013626024.1, XP_013586502.1	El005G256960
OG0008327	XP_013608418.1, XP_013584378.1	El005G256990
OG0008328	XP_013632632.1, XP_013610689.1, XP_013588086.1	El005G257880
OG0008329	XP_013599692.1	El001G025420
OG0008330	XP_013586675.1, XP_013622066.1	El005G258440
OG0008331	XP_013591354.1, XP_013601798.1	El003G173630
OG0008332	XP_013630064.1, XP_013637751.1	El005G236540
OG0008333	XP_013583857.1, XP_013614857.1	El005G263650
OG0008334	XP_013583444.1, XP_013597585.1	El005G264680
OG0008335	XP_013604467.1, XP_013597766.1	El005G266970
OG0008336	XP_013599017.1, XP_013610569.1	El001G045250
OG0008337	XP_013629494.1	El005G266300, El005G268640
OG0008338	XP_013621081.1, XP_013627245.1	El007G340900
OG0008339	XP_013599041.1, XP_013608937.1	El005G276560, El005G276590, El005G276460
OG0008340	XP_013593672.1, XP_013608700.1	El005G272730
OG0008341	XP_013612565.1, XP_013598643.1	El005G272990
OG0008342	XP_013621898.1, XP_013593108.1	El005G273230
OG0008343	XP_013629694.1, XP_013595608.1	El005G273600
OG0008344	XP_013611606.1, XP_013595400.1	El005G273820
OG0008345	XP_013629190.1, XP_013598295.1	El005G274160
OG0008346	XP_013630463.1	El005G274320
OG0008347	XP_013599099.1, XP_013611575.1	El005G274830
OG0008348	XP_013595831.1	El005G274880
OG0008349	XP_013612933.1, XP_013595723.1	El005G274900
OG0008350	XP_013593101.1, XP_013630445.1	El005G275290
OG0008351	XP_013599381.1, XP_013607194.1	El005G277030, El007G362660
OG0008352	XP_013609718.1, XP_013595896.1	El005G276950
OG0008353	XP_013630102.1, XP_013612473.1	El005G277180
OG0008354	XP_013598499.1, XP_013598984.1	El001G043630
OG0008355	XP_013605295.1, XP_013593171.1	El005G278060
OG0008356	XP_013595966.1, XP_013608868.1	El005G278840
OG0008357	XP_013626534.1, XP_013628284.1	El002G141070
OG0008358	XP_013588025.1, XP_013629685.1	El002G140960
OG0008359	XP_013591568.1, XP_013591591.1	El002G140330
OG0008360	XP_013618658.1, XP_013599069.1	El007G366900
OG0008361	XP_013590175.1, XP_013623468.1	El002G140260
OG0008362	XP_013627271.1, XP_013592084.1	El002G139480
OG0008363	XP_013590919.1, XP_013592080.1	El002G139460
OG0008364	XP_013587758.1, XP_013625242.1, XP_013591878.1	El002G139050
OG0008365	XP_013592138.1, XP_013626997.1	El002G138880
OG0008366	XP_013615724.1, XP_013630376.1, XP_013630162.1	El002G138230
OG0008367	XP_013588065.1, XP_013592826.1	El002G138490
OG0008368	XP_013626736.1, XP_013590592.1	El002G138500
OG0008369	XP_013588391.1	El002G138660, El002G138580, El002G138780
OG0008370	XP_013590302.1, XP_013625530.1	El002G138060
OG0008371	XP_013627384.1, XP_013591212.1	El002G136690
OG0008372	XP_013621863.1, XP_013588109.1	El002G136550, El002G136560
OG0008373	XP_013625262.1, XP_013590030.1	El002G136190
OG0008374	XP_013626594.1, XP_013592320.1	El002G135730
OG0008375	XP_013584757.1, XP_013627289.1	El002G134820
OG0008376	XP_013591370.1, XP_013622894.1	El002G134540
OG0008377	XP_013591365.1	El002G134480
OG0008378	XP_013590533.1, XP_013613709.1	El002G133190
OG0008379	XP_013613755.1, XP_013590938.1	El002G132890
OG0008380	XP_013598367.1, XP_013589647.1	El003G171470
OG0008381	XP_013601580.1, XP_013598455.1	El003G171630
OG0008382	XP_013635934.1, XP_013635426.1	El006G296200
OG0008383	XP_013634561.1, XP_013634621.1	El006G296340
OG0008384	XP_013636257.1, XP_013636440.1	El006G296370, El005G276040, El005G275930
OG0008385	XP_013634481.1, XP_013602924.1	El001G022280
OG0008386	XP_013597169.1, XP_013632069.1, XP_013605822.1	El001G022490
OG0008387	XP_013603710.1	El001G022640
OG0008388	XP_013593189.1, XP_013636220.1	El001G022730
OG0008389	XP_013635024.1, XP_013604516.1	El001G023250
OG0008390	XP_013592437.1	El001G023420
OG0008391	XP_013592510.1, XP_013605464.1	El001G024160
OG0008392	XP_013605051.1, XP_013636204.1	El001G024250
OG0008393	XP_013600355.1	El001G024430
OG0008394	XP_013588280.1, XP_013600650.1	El001G024550
OG0008395	XP_013599961.1, XP_013588068.1	El001G024830
OG0008396	XP_013593922.1, XP_013591024.1	El001G022020
OG0008397	XP_013588816.1, XP_013600367.1	El001G025070
OG0008398	XP_013602555.1, XP_013634258.1	El001G025080
OG0008399	XP_013599585.1, XP_013631950.1, XP_013633026.1	El001G025510
OG0008400	XP_013600007.1, XP_013634165.1	El001G025040
OG0008401	XP_013601651.1, XP_013631457.1	El001G025480
OG0008402	XP_013589766.1, XP_013605834.1	El001G025830
OG0008403	XP_013602623.1, XP_013634439.1	El001G026410
OG0008404	XP_013599828.1	El001G026510
OG0008405	XP_013605324.1, XP_013635783.1	El001G027320
OG0008406	XP_013589982.1, XP_013601972.1	El001G027810
OG0008407	XP_013590388.1, XP_013599956.1	El001G028350
OG0008408	XP_013634918.1, XP_013603234.1	El001G029060
OG0008409	XP_013591868.1, XP_013637597.1	El001G029730
OG0008410	XP_013600353.1	El001G030070
OG0008411	XP_013600796.1, XP_013588608.1	El001G030250
OG0008412	XP_013588817.1, XP_013605358.1	El001G030270
OG0008413	XP_013634037.1, XP_013602536.1	El001G030360
OG0008414	XP_013631198.1, XP_013599770.1	El001G030410
OG0008415	XP_013631133.1	El006G286120
OG0008416	XP_013634275.1, XP_013603552.1	El001G030480
OG0008417	XP_013623389.1, XP_013633530.1	El006G286100
OG0008418	XP_013631948.1, XP_013620352.1	El005G269640
OG0008419	XP_013592740.1, XP_013600067.1	El001G030990
OG0008420	XP_013591993.1	El001G031080
OG0008421	XP_013615012.1, XP_013636102.1	El001G031110
OG0008422	XP_013588905.1, XP_013600490.1	El001G031280
OG0008423	XP_013591196.1, XP_013604025.1	El001G031330
OG0008424	XP_013599754.1, XP_013636184.1	El001G031420
OG0008425	XP_013599882.1, XP_013637174.1	El001G031740
OG0008426	XP_013602169.1, XP_013633736.1	El001G031890
OG0008427	XP_013631942.1, XP_013591689.1	El001G032090
OG0008428	XP_013592258.1, XP_013590929.1, XP_013635117.1	El001G032340
OG0008429	XP_013603875.1, XP_013635699.1	El001G032410
OG0008430	XP_013602261.1, XP_013588925.1	El001G033940
OG0008431	XP_013615732.1, XP_013603972.1	El001G034190
OG0008432	XP_013600457.1, XP_013592754.1	El001G034230
OG0008433	XP_013605861.1	El008G369950, El001G034360, El001G033760
OG0008434	XP_013591022.1, XP_013634381.1, XP_013603473.1	El001G034460
OG0008435	XP_013604608.1	El001G034420
OG0008436	XP_013637478.1	El001G035190
OG0008437	XP_013637476.1, XP_013600743.1	El001G035200
OG0008438	XP_013631741.1, XP_013600641.1	El001G035230
OG0008439	XP_013635057.1, XP_013603813.1, XP_013590917.1	El001G035420
OG0008440	XP_013599639.1, XP_013636561.1	El001G035620
OG0008441	XP_013590238.1, XP_013587800.1	El002G139810
OG0008443	XP_013600998.1, XP_013594878.1	El003G153690, El006G315310
OG0008445	XP_013597026.1	El007G364120
OG0008446	XP_013620057.1	El001G006260
OG0008447	XP_013629944.1, XP_013634822.1	El006G292000
OG0008450	XP_013590358.1, XP_013591133.1	El004G224410
OG0008451	XP_013609708.1, XP_013627333.1	El002G124250
OG0008452	XP_013597190.1	El003G155520
OG0008453	XP_013626935.1	El003G150930
OG0008454	XP_013606968.1	El003G149050, El003G148650
OG0008455	XP_013595724.1, XP_013584380.1	El003G150560
OG0008456	XP_013583537.1, XP_013602657.1	El002G089220
OG0008457	XP_013601866.1, XP_013614523.1	El002G090850
OG0008458	XP_013639147.1, XP_013639145.1, XP_013585319.1, XP_013614640.1	El002G092150
OG0008459	XP_013601851.1, XP_013587074.1	El002G094140
OG0008460	XP_013615581.1, XP_013606945.1	El001G010800
OG0008461	XP_013610840.1	El001G036360
OG0008462	XP_013588464.1, XP_013620855.1	El004G224060
OG0008464	XP_013590524.1, XP_013619316.1	El004G219130
OG0008465	XP_013590688.1, XP_013619279.1	El004G219100
OG0008466	XP_013619558.1, XP_013591441.1	El004G216360, El005G237710
OG0008468	XP_013629004.1, XP_013587124.1	El005G246650
OG0008469	XP_013608554.1, XP_013608553.1, XP_013613146.1	El001G079770
OG0008471	XP_013636601.1, XP_013636565.1	El006G305020
OG0008472	XP_013632030.1	El007G358670, El007G356110, El007G352710
OG0008473	XP_013609662.1	El007G331760, El007G347880
OG0008474	XP_013610640.1, XP_013619865.1	El001G038990
OG0008475	XP_013619423.1, XP_013613154.1	El007G340570, El007G340630
OG0008476	XP_013625947.1, XP_013620278.1	El007G333710
OG0008477	XP_013628750.1, XP_013620552.1	El001G057580
OG0008478	XP_013610006.1, XP_013618894.1	El001G053590
OG0008479	XP_013618482.1, XP_013625763.1	El007G328240
OG0008480	XP_013619048.1, XP_013626012.1	El007G324170
OG0008482	XP_013585812.1, XP_013627232.1	El002G111240
OG0008487	XP_013623929.1	El006G295480
OG0008489	XP_013629869.1, XP_013629870.1	El003G163140, El003G163170, El003G183170
OG0008491	XP_013616451.1, XP_013598992.1	El007G349500
OG0008504	XP_013592922.1, XP_013605315.1	El003G155680
OG0008505	XP_013595498.1, XP_013601759.1	El003G155230
OG0008506	XP_013617257.1, XP_013596059.1	El003G154980
OG0008507	XP_013604988.1, XP_013596673.1	El003G154810
OG0008508	XP_013599824.1	El003G154670
OG0008509	XP_013597882.1, XP_013596437.1	El003G153280
OG0008510	XP_013588356.1	El001G013720, El001G027240, El003G153260
OG0008511	XP_013629206.1, XP_013618324.1	El003G153250
OG0008512	XP_013626825.1, XP_013630653.1	El003G153220
OG0008513	XP_013623061.1, XP_013596884.1	El003G153090
OG0008514	XP_013596178.1, XP_013585656.1	El003G152870
OG0008515	XP_013592061.1, XP_013596899.1	El003G152750
OG0008516	XP_013626274.1, XP_013639618.1	El003G152650
OG0008517	XP_013598585.1, XP_013606421.1	El003G152620
OG0008518	XP_013621380.1, XP_013606607.1	El001G060300
OG0008519	XP_013599396.1, XP_013603386.1	El003G152200
OG0008520	XP_013637186.1, XP_013593730.1	El003G152170
OG0008521	XP_013596249.1	El003G151560
OG0008522	XP_013596034.1, XP_013585926.1	El003G151400
OG0008523	XP_013629734.1	El003G151180
OG0008524	XP_013595468.1, XP_013628078.1	El003G151080
OG0008525	XP_013601883.1, XP_013598257.1	El003G151020
OG0008526	XP_013596754.1, XP_013592925.1	El003G150680
OG0008527	XP_013614209.1	El003G150600
OG0008528	XP_013589716.1, XP_013594028.1	El003G150570
OG0008529	XP_013596358.1, XP_013585480.1	El003G150100
OG0008530	XP_013627594.1, XP_013596225.1	El003G149720
OG0008531	XP_013598981.1, XP_013604639.1	El003G149750
OG0008532	XP_013601425.1, XP_013595942.1	El003G149740
OG0008533	XP_013636624.1, XP_013595448.1	El003G149490
OG0008534	XP_013604001.1, XP_013628898.1	El003G150050
OG0008535	XP_013621463.1, XP_013623392.1	El003G149360
OG0008536	XP_013595356.1, XP_013638402.1	El003G149350
OG0008537	XP_013593972.1, XP_013627464.1	El003G149340
OG0008538	XP_013598566.1, XP_013616953.1	El003G149280
OG0008539	XP_013623174.1	El003G161850
OG0008540	XP_013619783.1	El003G148240
OG0008541	XP_013595278.1	El003G148450
OG0008542	XP_013598698.1	El003G148620
OG0008543	XP_013625062.1, XP_013593222.1	El003G148030
OG0008544	XP_013601240.1, XP_013625050.1	El003G148010
OG0008545	XP_013619687.1	El003G147910
OG0008546	XP_013594097.1, XP_013596727.1, XP_013613859.1	El003G147690
OG0008547	XP_013591257.1, XP_013626706.1	El003G147510
OG0008548	XP_013598675.1	El002G118410
OG0008549	XP_013637948.1	El002G118940
OG0008550	XP_013638272.1, XP_013584356.1	El002G119020
OG0008551	XP_013637772.1, XP_013600851.1	El002G124560, El002G119190
OG0008552	XP_013585472.1, XP_013639023.1	El002G119550
OG0008553	XP_013638505.1, XP_013638047.1	El002G119790
OG0008554	XP_013602236.1, XP_013601317.1	El003G170020
OG0008555	XP_013615909.1, XP_013593043.1	El003G170080
OG0008556	XP_013597876.1, XP_013608153.1	El003G170700
OG0008557	XP_013603525.1, XP_013604387.1	El002G095630
OG0008558	XP_013606275.1, XP_013615386.1, XP_013612032.1	El006G299130
OG0008559	XP_013614793.1, XP_013617751.1	El004G210060
OG0008560	XP_013637448.1, XP_013618735.1	El004G207570, El004G207590
OG0008561	XP_013599095.1, XP_013599020.1	El003G149650
OG0008562	XP_013605013.1, XP_013612084.1	El004G204600
OG0008563	XP_013599499.1, XP_013587266.1	El004G204500, El002G092840
OG0008564	XP_013610354.1, XP_013614983.1	El004G203060
OG0008565	XP_013636407.1, XP_013608885.1	El004G201490
OG0008566	XP_013619237.1	El004G201450
OG0008567	XP_013600921.1, XP_013606180.1, XP_013615689.1	El004G200510
OG0008568	XP_013611330.1, XP_013619126.1	El004G200600
OG0008569	XP_013593811.1	El005G266920
OG0008571	XP_013637164.1, XP_013609223.1	El004G199710
OG0008572	XP_013585160.1, XP_013635184.1	El004G199610
OG0008573	XP_013600405.1	El004G199320
OG0008574	XP_013587984.1	El004G199280
OG0008575	XP_013606267.1, XP_013602811.1	El004G199250
OG0008576	XP_013611944.1	El004G198990
OG0008577	XP_013602117.1	El002G095180
OG0008578	XP_013586621.1, XP_013601481.1	El002G099250
OG0008579	XP_013609557.1, XP_013619208.1	El001G036550
OG0008580	XP_013596441.1	El001G036770
OG0008581	XP_013610061.1, XP_013596290.1	El001G036890
OG0008582	XP_013595310.1, XP_013618201.1	El001G037540
OG0008583	XP_013619381.1, XP_013597227.1	El001G037940
OG0008584	XP_013618499.1, XP_013594032.1	El001G038570
OG0008585	XP_013593001.1, XP_013613449.1	El001G038870
OG0008586	XP_013595526.1, XP_013609600.1	El001G039420
OG0008587	XP_013598277.1, XP_013618290.1	El001G039970
OG0008588	XP_013598406.1, XP_013606243.1	El001G040070
OG0008589	XP_013598114.1, XP_013608782.1	El001G040340
OG0008590	XP_013613399.1, XP_013597745.1	El001G040880
OG0008591	XP_013613379.1, XP_013597643.1	El001G041130
OG0008592	XP_013598710.1	El001G041450
OG0008593	XP_013613434.1, XP_013598822.1	El001G041470
OG0008594	XP_013616533.1, XP_013612179.1	El001G041840
OG0008595	XP_013598101.1	El001G042060
OG0008596	XP_013620283.1, XP_013599054.1	El001G042180
OG0008597	XP_013594090.1, XP_013611017.1	El001G042740
OG0008598	XP_013618680.1, XP_013598876.1	El001G042750
OG0008599	XP_013596480.1, XP_013620905.1	El001G043590
OG0008600	XP_013593791.1, XP_013620904.1	El001G043640
OG0008601	XP_013607483.1, XP_013596251.1	El001G044140
OG0008602	XP_013609894.1, XP_013596395.1	El001G044250
OG0008603	XP_013597561.1, XP_013612008.1	El001G044300
OG0008604	XP_013597788.1	El001G045440, El001G045400, El001G045430
OG0008605	XP_013596991.1, XP_013619888.1	El001G045470
OG0008606	XP_013588294.1, XP_013616260.1	El004G215520
OG0008607	XP_013614629.1, XP_013591958.1	El001G038980
OG0008608	XP_013618748.1, XP_013590228.1	El004G214210
OG0008609	XP_013614021.1	El004G212840
OG0008610	XP_013607671.1, XP_013608610.1, XP_013608611.1	El004G193830
OG0008611	XP_013609281.1, XP_013609358.1	El004G193870
OG0008612	XP_013612709.1, XP_013611630.1	El004G194220
OG0008613	XP_013606701.1, XP_013613309.1	El004G194290
OG0008614	XP_013608736.1, XP_013606779.1	El004G194770
OG0008615	XP_013610206.1, XP_013610676.1	El004G195090
OG0008616	XP_013608617.1	El004G195280, El004G195410
OG0008617	XP_013612881.1	El004G196270, El004G196300
OG0008618	XP_013608883.1	El004G196280, El004G196290, El001G051770
OG0008619	XP_013637356.1, XP_013613080.1	El004G196970
OG0008620	XP_013606973.1, XP_013612547.1	El004G197760
OG0008621	XP_013584846.1, XP_013629412.1	El005G248450
OG0008622	XP_013606439.1, XP_013629439.1	El007G334220
OG0008623	XP_013626868.1, XP_013634998.1	El006G288150
OG0008624	XP_013635138.1, XP_013635019.1	El006G288430
