Orthogroup	Brassica_oleracea	Cardamine_glauca
OG0008509	XP_013597882.1, XP_013596437.1	Cg001G010650
OG0008510	XP_013588356.1	Cg001G010630
OG0008512	XP_013626825.1, XP_013630653.1	Cg001G010580
OG0008513	XP_013623061.1, XP_013596884.1	Cg001G010490
OG0008514	XP_013596178.1, XP_013585656.1	Cg001G010260, Cg001G010250
OG0008515	XP_013592061.1, XP_013596899.1	Cg001G010160
OG0008516	XP_013626274.1, XP_013639618.1	Cg001G010080
OG0008517	XP_013598585.1, XP_013606421.1	Cg001G010050
OG0008518	XP_013621380.1, XP_013606607.1	Cg008G300350
OG0008519	XP_013599396.1, XP_013603386.1	Cg001G009680
OG0008520	XP_013637186.1, XP_013593730.1	Cg001G009650
OG0008521	XP_013596249.1	Cg001G009150
OG0008522	XP_013596034.1, XP_013585926.1	Cg001G009000
OG0008523	XP_013607792.1	Cg001G008780
OG0008524	XP_013595468.1, XP_013628078.1	Cg001G008680
OG0008525	XP_013601883.1, XP_013598257.1	Cg001G008620
OG0008526	XP_013596754.1, XP_013592925.1	Cg001G008310
OG0008527	XP_013614209.1	Cg001G008240
OG0008528	XP_013589716.1, XP_013594028.1	Cg001G008210
OG0008529	XP_013596358.1, XP_013585480.1	Cg001G007730
OG0008530	XP_013627594.1, XP_013596225.1	Cg001G007350
OG0008531	XP_013598981.1, XP_013604639.1	Cg001G007380
OG0008532	XP_013601425.1, XP_013595942.1	Cg001G007370
OG0008533	XP_013636624.1, XP_013595448.1	Cg001G007140
OG0008534	XP_013604001.1, XP_013628898.1	Cg001G007680
OG0008535	XP_013621463.1, XP_013623392.1	Cg001G007040
OG0008536	XP_013595356.1, XP_013638402.1	Cg001G007030
OG0008537	XP_013593972.1, XP_013627464.1	Cg001G007020
OG0008538	XP_013598566.1, XP_013616953.1	Cg001G006960
OG0008540	XP_013619783.1	Cg001G006020
OG0008541	XP_013595278.1	Cg001G006220
OG0008542	XP_013598698.1	Cg001G006350
OG0008543	XP_013625062.1, XP_013593222.1	Cg001G005830
OG0008544	XP_013601240.1, XP_013625050.1	Cg001G005810
OG0008545	XP_013619687.1	Cg001G005710
OG0008546	XP_013594097.1, XP_013596727.1, XP_013613859.1	Cg001G005500
OG0008547	XP_013591257.1, XP_013626706.1	Cg001G005330
OG0008548	XP_013598675.1	Cg006G215000
OG0008549	XP_013637948.1	Cg006G214470
OG0008550	XP_013638272.1, XP_013584356.1	Cg006G214390
OG0008551	XP_013637772.1, XP_013600851.1	Cg006G214230
OG0008552	XP_013585472.1, XP_013639023.1	Cg006G213900
OG0008553	XP_013638505.1, XP_013638047.1	Cg006G213590
OG0008554	XP_013602236.1, XP_013601317.1	Cg001G023920
OG0008555	XP_013615909.1, XP_013593043.1	Cg001G024010
OG0008556	XP_013597876.1, XP_013608153.1	Cg001G024500
OG0008557	XP_013603525.1, XP_013604387.1	Cg006G233690
OG0008558	XP_013606275.1, XP_013615386.1, XP_013612032.1	Cg007G256370
OG0008559	XP_013614793.1, XP_013617751.1	Cg007G256100
OG0008560	XP_013637448.1, XP_013618735.1	Cg007G254170
OG0008561	XP_013599095.1, XP_013599020.1	Cg001G007290
OG0008562	XP_013605013.1, XP_013612084.1	Cg007G252160
OG0008563	XP_013599499.1, XP_013587266.1	Cg006G236120
OG0008564	XP_013610354.1, XP_013614983.1	Cg007G251930
OG0008565	XP_013636407.1, XP_013608885.1	Cg007G250900
OG0008566	XP_013619237.1	Cg007G250850
OG0008567	XP_013600921.1, XP_013606180.1, XP_013615689.1	Cg007G249780
OG0008568	XP_013611330.1, XP_013619126.1	Cg007G249700
OG0008569	XP_013593811.1	Cg004G141670
OG0008571	XP_013637164.1, XP_013609223.1	Cg007G249290
OG0008572	XP_013585160.1, XP_013635184.1	Cg007G249200
OG0008573	XP_013600405.1	Cg007G248930
OG0008574	XP_013587984.1	Cg007G248910
OG0008575	XP_013606267.1, XP_013602811.1	Cg007G248880
OG0008576	XP_013611944.1	Cg007G248670
OG0008577	XP_013602117.1	Cg006G234070
OG0008578	XP_013586621.1, XP_013601481.1	Cg006G230700
OG0008579	XP_013609557.1, XP_013619208.1	Cg002G075220
OG0008580	XP_013596441.1	Cg002G075040
OG0008581	XP_013610061.1, XP_013596290.1	Cg002G074920
OG0008582	XP_013595310.1, XP_013618201.1	Cg002G074560
OG0008583	XP_013619381.1, XP_013597227.1	Cg002G074280
OG0008584	XP_013618499.1, XP_013594032.1	Cg002G073700
OG0008585	XP_013593001.1, XP_013613449.1	Cg002G073500
OG0008586	XP_013595526.1, XP_013609600.1	Cg002G073130
OG0008587	XP_013598277.1, XP_013618290.1	Cg002G072880
OG0008588	XP_013598406.1, XP_013606243.1	Cg002G072790
OG0008589	XP_013598114.1, XP_013608782.1	Cg002G072630
OG0008590	XP_013613399.1, XP_013597745.1	Cg002G072150
OG0008591	XP_013613379.1, XP_013597643.1	Cg002G072000
OG0008592	XP_013598710.1	Cg002G071680
OG0008593	XP_013613434.1, XP_013598822.1	Cg002G071660
OG0008594	XP_013616533.1, XP_013612179.1	Cg002G071340
OG0008595	XP_013598101.1	Cg002G071210
OG0008596	XP_013620283.1, XP_013599054.1	Cg006G198900
OG0008597	XP_013594090.1, XP_013611017.1	Cg002G070580
OG0008598	XP_013618680.1, XP_013598876.1	Cg002G070550
OG0008599	XP_013596480.1, XP_013620905.1	Cg002G069100
OG0008600	XP_013593791.1, XP_013620904.1	Cg002G069150
OG0008601	XP_013607483.1, XP_013596251.1	Cg002G069570
OG0008602	XP_013609894.1, XP_013596395.1	Cg002G069680
OG0008603	XP_013597561.1, XP_013612008.1	Cg002G069790
OG0008604	XP_013597788.1	Cg002G067760
OG0008605	XP_013596991.1, XP_013619888.1	Cg002G067710
OG0008606	XP_013588294.1, XP_013616260.1	Cg007G265480
OG0008607	XP_013614629.1, XP_013591958.1	Cg007G264970
OG0008609	XP_013614021.1	Cg007G262690, Cg008G306590
OG0008610	XP_013607671.1, XP_013608610.1, XP_013608611.1	Cg007G245530
OG0008611	XP_013609281.1, XP_013609358.1	Cg007G245570
OG0008612	XP_013612709.1, XP_013611630.1	Cg007G245880
OG0008613	XP_013606701.1, XP_013613309.1	Cg007G245910
OG0008614	XP_013608736.1, XP_013606779.1	Cg007G246180
OG0008615	XP_013610206.1, XP_013610676.1	Cg007G246290
OG0008616	XP_013608617.1	Cg007G246410
OG0008617	XP_013612881.1	Cg007G246990
OG0008618	XP_013608883.1	Cg007G246980
OG0008619	XP_013637356.1, XP_013613080.1	Cg007G247310
OG0008620	XP_013606973.1, XP_013612547.1	Cg007G247790
OG0008621	XP_013584846.1, XP_013629412.1	Cg004G128370
OG0008622	XP_013606439.1, XP_013629439.1	Cg003G105070
OG0008623	XP_013634997.1, XP_013626868.1, XP_013634998.1	Cg005G164780
OG0008624	XP_013635138.1, XP_013635019.1	Cg005G165010
OG0008625	XP_013636117.1, XP_013634791.1	Cg005G164940
OG0008626	XP_013638730.1, XP_013625436.1	Cg004G124960
OG0008627	XP_013629203.1	Cg008G284380
OG0008628	XP_013583949.1, XP_013636277.1	Cg004G125860
OG0008629	XP_013586732.1, XP_013585445.1	Cg004G126350
OG0008630	XP_013583426.1, XP_013584281.1	Cg004G126620
OG0008631	XP_013637731.1, XP_013619957.1	Cg004G126720
OG0008632	XP_013638037.1, XP_013619474.1	Cg004G127220
OG0008633	XP_013586562.1, XP_013630621.1	Cg004G127270
OG0008634	XP_013587277.1	Cg004G127650
OG0008635	XP_013586063.1, XP_013628484.1	Cg004G127730
OG0008636	XP_013586580.1, XP_013611671.1	Cg004G127740
OG0008637	XP_013628863.1, XP_013586139.1	Cg004G127940
OG0008638	XP_013611501.1, XP_013587042.1	Cg004G128120
OG0008639	XP_013619631.1, XP_013614302.1	Cg003G091140
OG0008640	XP_013606833.1	Cg003G090230, Cg003G095690
OG0008641	XP_013611815.1	Cg003G090460, Cg003G096010
OG0008642	XP_013626636.1, XP_013625741.1, XP_013610197.1	Cg003G096550
OG0008643	XP_013628614.1, XP_013606266.1	Cg003G097080
OG0008644	XP_013628615.1, XP_013620775.1	Cg003G097120
OG0008645	XP_013620680.1, XP_013632519.1, XP_013609861.1	Cg003G097480
OG0008646	XP_013618246.1	Cg003G098220
OG0008647	XP_013619892.1, XP_013610231.1	Cg003G098330
OG0008648	XP_013622787.1	Cg003G099420
OG0008649	XP_013621367.1, XP_013612893.1	Cg003G099700
OG0008650	XP_013611891.1, XP_013621010.1	Cg003G100050
OG0008651	XP_013609409.1, XP_013620753.1	Cg003G099850
OG0008652	XP_013619338.1, XP_013609780.1	Cg003G099800
OG0008653	XP_013608649.1	Cg003G100370
OG0008654	XP_013616614.1, XP_013612454.1	Cg003G100400
OG0008655	XP_013615257.1, XP_013611540.1	Cg003G100500
OG0008656	XP_013617036.1, XP_013606032.1	Cg003G100520
OG0008657	XP_013615964.1, XP_013609368.1	Cg003G101280
OG0008658	XP_013606485.1	Cg003G100800
OG0008659	XP_013630153.1, XP_013612739.1	Cg003G101400
OG0008661	XP_013629976.1, XP_013611469.1	Cg003G101610
OG0008662	XP_013628930.1, XP_013608906.1	Cg003G102250
OG0008663	XP_013621457.1, XP_013613058.1	Cg003G102390
OG0008664	XP_013626415.1, XP_013612322.1	Cg003G102480
OG0008665	XP_013612505.1	Cg003G102780
OG0008666	XP_013618419.1, XP_013606930.1	Cg003G102920
OG0008667	XP_013609180.1, XP_013625347.1	Cg003G102930
OG0008668	XP_013610460.1, XP_013621602.1	Cg003G103390
OG0008669	XP_013611622.1, XP_013621991.1	Cg003G103660
OG0008670	XP_013630082.1, XP_013613016.1	Cg003G103680
OG0008671	XP_013629536.1, XP_013608228.1, XP_013618441.1	Cg003G104020
OG0008672	XP_013628293.1	Cg003G104210
OG0008673	XP_013621888.1	Cg003G104230
OG0008674	XP_013618238.1, XP_013607405.1	Cg003G104480
OG0008675	XP_013620571.1, XP_013612901.1	Cg003G104670
OG0008676	XP_013612066.1, XP_013621247.1	Cg003G104780
OG0008677	XP_013629074.1, XP_013613062.1	Cg003G104900
OG0008678	XP_013619531.1, XP_013627329.1	Cg003G105210
OG0008679	XP_013611784.1	Cg003G105440
OG0008680	XP_013614223.1, XP_013626068.1	Cg003G105630
OG0008681	XP_013611149.1, XP_013630349.1	Cg003G105640
OG0008682	XP_013597782.1, XP_013620894.1	Cg009G325630, Cg008G313810
OG0008683	XP_013620452.1, XP_013598618.1	Cg008G313970, Cg009G325980
OG0008684	XP_013618960.1, XP_013609397.1	Cg008G314050
OG0008685	XP_013630169.1, XP_013611980.1	Cg008G293460
OG0008686	XP_013620837.1, XP_013612172.1	Cg008G293440
OG0008687	XP_013611770.1, XP_013628827.1	Cg008G293230
OG0008688	XP_013618333.1, XP_013609155.1	Cg008G293180
OG0008689	XP_013618377.1, XP_013607416.1	Cg008G293170
OG0008690	XP_013619470.1, XP_013611070.1	Cg008G293120
OG0008692	XP_013607283.1, XP_013618618.1	Cg008G292780
OG0008693	XP_013611236.1, XP_013626016.1	Cg008G292630
OG0008694	XP_013606801.1, XP_013620696.1	Cg008G292410
OG0008695	XP_013629174.1, XP_013620977.1	Cg008G292300
OG0008696	XP_013616784.1	Cg008G292270
OG0008698	XP_013610253.1, XP_013620105.1	Cg008G291770
OG0008699	XP_013611865.1, XP_013620807.1	Cg008G291170
OG0008700	XP_013608961.1, XP_013625326.1	Cg008G290940
OG0008701	XP_013609189.1, XP_013627995.1	Cg008G290820
OG0008702	XP_013616536.1	Cg008G290560
OG0008703	XP_013613203.1, XP_013613113.1	Cg008G290280
OG0008704	XP_013612596.1, XP_013620272.1	Cg008G290060
OG0008705	XP_013606468.1	Cg008G289980
OG0008706	XP_013622295.1, XP_013615910.1, XP_013611566.1	Cg008G289720
OG0008708	XP_013612059.1, XP_013628581.1	Cg008G289480
OG0008709	XP_013620088.1, XP_013628228.1	Cg008G289280
OG0008710	XP_013610060.1, XP_013627206.1	Cg008G289050
OG0008711	XP_013609993.1, XP_013620320.1	Cg008G288750
OG0008712	XP_013621032.1, XP_013621026.1, XP_013630812.1	Cg008G288720
OG0008713	XP_013627149.1, XP_013613310.1	Cg008G288620
OG0008714	XP_013606854.1, XP_013618945.1	Cg008G288430
OG0008715	XP_013595442.1, XP_013639846.1	Cg001G023780
OG0008716	XP_013600821.1, XP_013586578.1	Cg001G023310
OG0008717	XP_013600916.1, XP_013638954.1	Cg001G023250
OG0008718	XP_013598249.1, XP_013589894.1	Cg001G023150
OG0008719	XP_013596071.1, XP_013585373.1	Cg001G023110
OG0008720	XP_013596098.1, XP_013583340.1	Cg001G023100
OG0008721	XP_013603830.1, XP_013605320.1	Cg001G022910
OG0008722	XP_013606638.1	Cg001G022710
OG0008723	XP_013623126.1	Cg001G021970
OG0008724	XP_013620720.1, XP_013612449.1	Cg008G322540
OG0008725	XP_013609022.1, XP_013595670.1	Cg001G021530
OG0008726	XP_013626299.1, XP_013600512.1	Cg001G021500
OG0008727	XP_013626529.1, XP_013627185.1	Cg001G021290
OG0008728	XP_013598945.1, XP_013597430.1	Cg001G021240
OG0008729	XP_013624705.1, XP_013624902.1, XP_013589644.1, XP_013633429.1, XP_013614950.1	Cg001G021180
OG0008730	XP_013597924.1, XP_013627807.1	Cg001G020740
OG0008731	XP_013595794.1, XP_013597934.1	Cg001G020710
OG0008732	XP_013627844.1, XP_013591480.1	Cg001G020570
OG0008733	XP_013603359.1	Cg001G020310
OG0008734	XP_013614740.1	Cg001G020000
OG0008735	XP_013626634.1	Cg001G019830
OG0008736	XP_013622982.1, XP_013602410.1	Cg001G019550
OG0008737	XP_013598303.1	Cg001G019190
OG0008738	XP_013593687.1	Cg001G018370
OG0008739	XP_013613335.1, XP_013615460.1	Cg003G081500
OG0008740	XP_013593823.1, XP_013616743.1	Cg001G018240
OG0008741	XP_013593537.1, XP_013626325.1	Cg001G018080
OG0008742	XP_013622981.1, XP_013585237.1	Cg001G017950
OG0008743	XP_013594075.1, XP_013639003.1	Cg001G017920
OG0008744	XP_013592926.1, XP_013604066.1	Cg001G017810
OG0008745	XP_013598846.1, XP_013603301.1	Cg001G017430
OG0008748	XP_013618085.1, XP_013610232.1	Cg003G083870
OG0008749	XP_013587103.1	Cg006G212000
OG0008750	XP_013587698.1	Cg006G210820
OG0008751	XP_013604291.1	Cg006G210680
OG0008752	XP_013600526.1, XP_013588719.1	Cg006G210530
OG0008753	XP_013588034.1, XP_013638213.1	Cg006G210180
OG0008754	XP_013587760.1, XP_013638450.1	Cg006G209350
OG0008755	XP_013601133.1, XP_013590035.1	Cg006G204550
OG0008756	XP_013592876.1, XP_013599587.1	Cg006G204590
OG0008757	XP_013593592.1, XP_013622115.1	Cg006G219020
OG0008758	XP_013605176.1, XP_013587791.1	Cg006G204510
OG0008759	XP_013593054.1, XP_013585734.1	Cg006G218780
OG0008760	XP_013622997.1, XP_013593239.1	Cg006G218360
OG0008761	XP_013587966.1, XP_013588121.1	Cg007G273810
OG0008762	XP_013596128.1, XP_013637811.1	Cg006G217520
OG0008763	XP_013626512.1, XP_013584462.1	Cg006G217460
OG0008764	XP_013628925.1, XP_013589361.1, XP_013585511.1	Cg006G216760
OG0008765	XP_013584275.1, XP_013595932.1	Cg006G215770
OG0008766	XP_013587582.1, XP_013599305.1	Cg006G215500
OG0008767	XP_013584271.1, XP_013618000.1	Cg006G215410
OG0008768	XP_013621588.1	Cg006G215290
OG0008769	XP_013597638.1, XP_013626038.1	Cg001G004470
OG0008770	XP_013597597.1	Cg001G004410
OG0008771	XP_013639638.1	Cg001G004070
OG0008772	XP_013596950.1	Cg001G003660
OG0008773	XP_013593244.1, XP_013639744.1	Cg001G003420
OG0008774	XP_013625972.1	Cg001G003130
OG0008775	XP_013619206.1, XP_013597918.1	Cg001G003030
OG0008776	XP_013617200.1, XP_013593199.1	Cg001G002970
OG0008777	XP_013626576.1, XP_013588828.1	Cg001G002930
OG0008778	XP_013590948.1, XP_013627587.1	Cg001G002380
OG0008779	XP_013590589.1, XP_013629653.1	Cg001G002360
OG0008780	XP_013607731.1, XP_013629700.1	Cg001G002080
OG0008781	XP_013622376.1, XP_013590781.1	Cg001G001980
OG0008782	XP_013626908.1	Cg001G001960
OG0008783	XP_013622881.1, XP_013609129.1	Cg001G001660
OG0008784	XP_013629021.1, XP_013607255.1	Cg001G001110
OG0008785	XP_013598818.1, XP_013600842.1	Cg001G013040
OG0008786	XP_013624818.1, XP_013637205.1	Cg001G034440
OG0008787	XP_013590293.1, XP_013631000.1	Cg001G034780
OG0008788	XP_013588812.1, XP_013634838.1	Cg001G037940
OG0008789	XP_013634831.1	Cg005G162260
OG0008790	XP_013634514.1, XP_013634606.1	Cg001G039190
OG0008791	XP_013592950.1, XP_013583634.1	Cg006G215320
OG0008792	XP_013611096.1	Cg008G286420
OG0008793	XP_013585887.1	Cg006G214070
OG0008794	XP_013636527.1	Cg005G170930
OG0008795	XP_013627597.1	Cg003G085290
OG0008796	XP_013627080.1, XP_013635058.1	Cg005G172630
OG0008797	XP_013609705.1	Cg008G318850
OG0008798	XP_013614075.1, XP_013637467.1	Cg008G318300
OG0008799	XP_013610114.1, XP_013633797.1	Cg008G318070
OG0008800	XP_013628908.1, XP_013633614.1	Cg005G160020
OG0008801	XP_013595650.1	Cg011G329120, Cg008G317720
OG0008802	XP_013623432.1, XP_013616343.1	Cg003G083860
OG0008803	XP_013626914.1, XP_013621220.1	Cg003G082660
OG0008804	XP_013612255.1	Cg003G081710
OG0008805	XP_013608841.1	Cg003G081550
OG0008806	XP_013609714.1, XP_013617486.1	Cg003G081290
OG0008807	XP_013621326.1, XP_013630705.1	Cg003G081260
OG0008808	XP_013611842.1, XP_013621113.1	Cg003G081110
OG0008809	XP_013612766.1	Cg003G093670, Cg003G080310
OG0008810	XP_013621150.1, XP_013606297.1	Cg003G080000, Cg003G094020
OG0008812	XP_013607128.1, XP_013598737.1	Cg008G320840
OG0008813	XP_013619572.1, XP_013596479.1	Cg008G320880
OG0008814	XP_013635164.1, XP_013596867.1	Cg008G321240
OG0008815	XP_013621610.1, XP_013613465.1	Cg008G321730
OG0008816	XP_013616033.1, XP_013606717.1	Cg008G322430
OG0008817	XP_013614850.1, XP_013621035.1	Cg008G323020
OG0008818	XP_013620300.1	Cg008G323110
OG0008819	XP_013598767.1, XP_013607215.1	Cg008G324260
OG0008820	XP_013593279.1, XP_013618275.1	Cg008G324310
OG0008821	XP_013597890.1, XP_013612115.1	Cg008G324550
OG0008822	XP_013598761.1, XP_013611124.1	Cg008G325290
OG0008823	XP_013597811.1, XP_013620444.1	Cg008G325300
OG0008824	XP_013637127.1, XP_013605444.1	Cg001G033550
OG0008825	XP_013637238.1, XP_013605657.1	Cg001G031460
OG0008826	XP_013632020.1	Cg001G030360
OG0008827	XP_013602461.1	Cg001G030150, Cg005G174220
OG0008828	XP_013605124.1	Cg001G029420
OG0008829	XP_013622356.1, XP_013598251.1	Cg004G142050
OG0008830	XP_013631275.1, XP_013623515.1	Cg001G028100
OG0008831	XP_013625414.1, XP_013631540.1	Cg001G027950
OG0008832	XP_013628852.1, XP_013636279.1	Cg001G027880
OG0008833	XP_013602147.1, XP_013592017.1	Cg001G027080
OG0008834	XP_013589226.1, XP_013603463.1	Cg001G026620
OG0008835	XP_013589253.1, XP_013591487.1	Cg001G026570
OG0008836	XP_013593081.1	Cg001G026010
OG0008837	XP_013598543.1, XP_013601667.1	Cg001G025930
OG0008838	XP_013635780.1, XP_013588255.1	Cg001G040830
OG0008839	XP_013637250.1	Cg001G041830
OG0008840	XP_013633867.1, XP_013588193.1	Cg001G041310
OG0008841	XP_013631711.1, XP_013587772.1	Cg001G041910
OG0008842	XP_013588563.1, XP_013633650.1	Cg001G041890
OG0008843	XP_013591389.1, XP_013632241.1	Cg001G042410
OG0008844	XP_013590472.1, XP_013634036.1	Cg001G042820
OG0008845	XP_013631452.1, XP_013589835.1	Cg001G042940
OG0008846	XP_013594079.1, XP_013599380.1	Cg005G157600
OG0008847	XP_013636726.1	Cg005G157670
OG0008848	XP_013637189.1	Cg005G157720
OG0008849	XP_013637286.1, XP_013636877.1	Cg005G158970
OG0008850	XP_013631662.1, XP_013637014.1	Cg005G159080
OG0008851	XP_013631111.1, XP_013637084.1	Cg005G159200
OG0008852	XP_013634450.1, XP_013634626.1	Cg005G159590
OG0008853	XP_013635678.1, XP_013636887.1	Cg005G159650
OG0008854	XP_013637317.1, XP_013631465.1	Cg005G160000
OG0008855	XP_013635009.1, XP_013635382.1	Cg005G160380
OG0008856	XP_013625920.1, XP_013633850.1	Cg005G160590
OG0008857	XP_013627636.1, XP_013634813.1	Cg005G160680
OG0008858	XP_013634221.1, XP_013635109.1	Cg005G160750
OG0008859	XP_013592524.1, XP_013602832.1	Cg002G046380
OG0008860	XP_013627167.1, XP_013634610.1	Cg005G161620
OG0008861	XP_013636829.1	Cg005G161740
OG0008862	XP_013635320.1, XP_013627918.1	Cg005G161780
OG0008863	XP_013627297.1	Cg005G161790
OG0008864	XP_013632407.1, XP_013630354.1	Cg005G161960
OG0008865	XP_013625201.1, XP_013631227.1	Cg005G162570
OG0008866	XP_013634063.1, XP_013633559.1	Cg005G162830
OG0008867	XP_013600344.1, XP_013588337.1	Cg002G047360
OG0008868	XP_013637132.1	Cg005G163270
OG0008869	XP_013635312.1, XP_013636087.1	Cg005G163590
OG0008870	XP_013634765.1	Cg005G163620
OG0008871	XP_013632252.1, XP_013636086.1	Cg005G163650
OG0008872	XP_013628604.1	Cg008G292160
OG0008873	XP_013634980.1, XP_013634769.1	Cg005G164110
OG0008874	XP_013622280.1, XP_013631224.1	Cg005G164240
OG0008875	XP_013631187.1, XP_013634053.1	Cg005G164480
OG0008876	XP_013629511.1, XP_013631817.1	Cg005G164490
OG0008877	XP_013622354.1	Cg008G282520
OG0008878	XP_013628914.1	Cg008G282620
OG0008879	XP_013607017.1, XP_013621983.1	Cg008G282670
OG0008880	XP_013606422.1, XP_013618691.1	Cg008G282770
OG0008881	XP_013622628.1, XP_013619130.1	Cg008G283180
OG0008882	XP_013621425.1, XP_013621424.1, XP_013615944.1, XP_013609673.1	Cg008G283500
OG0008883	XP_013613158.1, XP_013623680.1	Cg008G283870
OG0008884	XP_013623610.1, XP_013607427.1	Cg008G284420
OG0008885	XP_013612809.1, XP_013621873.1	Cg008G284500
OG0008886	XP_013616742.1, XP_013616509.1, XP_013611681.1	Cg008G284690
OG0008888	XP_013620948.1, XP_013612228.1	Cg008G299830
OG0008889	XP_013616167.1, XP_013622231.1	Cg008G300120
OG0008890	XP_013610605.1, XP_013621103.1	Cg008G300170
OG0008891	XP_013611247.1, XP_013620389.1	Cg008G300230
OG0008892	XP_013618310.1	Cg008G300620
OG0008893	XP_013619207.1, XP_013625234.1	Cg008G300640
OG0008894	XP_013611245.1, XP_013622717.1	Cg008G300250
OG0008895	XP_013606501.1, XP_013616381.1	Cg008G300960
OG0008896	XP_013593744.1	Cg003G108550
OG0008897	XP_013622808.1, XP_013620325.1	Cg008G301370
OG0008898	XP_013612134.1, XP_013620324.1	Cg008G301390
OG0008899	XP_013621217.1, XP_013612486.1	Cg008G301580
OG0008900	XP_013621440.1, XP_013613291.1	Cg008G301640
OG0008901	XP_013628211.1, XP_013611154.1	Cg008G301670
OG0008902	XP_013629716.1, XP_013611264.1	Cg008G301790
OG0008903	XP_013618264.1, XP_013606979.1	Cg008G302140
OG0008904	XP_013610572.1, XP_013621286.1	Cg008G302180
OG0008905	XP_013615906.1, XP_013606185.1	Cg008G302590
OG0008906	XP_013610440.1, XP_013619257.1	Cg008G302730
OG0008907	XP_013611542.1, XP_013612417.1	Cg003G108390
OG0008908	XP_013621647.1	Cg003G107980
OG0008909	XP_013629941.1, XP_013606881.1	Cg003G111720
OG0008910	XP_013612288.1	Cg003G107640
OG0008911	XP_013612289.1, XP_013618950.1	Cg003G107630
OG0008912	XP_013623429.1	Cg003G107540
OG0008913	XP_013616540.1, XP_013607246.1	Cg003G107460
OG0008914	XP_013619741.1, XP_013610193.1	Cg003G107430
OG0008915	XP_013626374.1, XP_013609450.1	Cg003G106790
OG0008916	XP_013607261.1	Cg003G106710
OG0008917	XP_013616231.1	Cg003G107190
OG0008918	XP_013615645.1	Cg003G106870
OG0008919	XP_013616407.1, XP_013612843.1	Cg003G106620
OG0008920	XP_013620711.1, XP_013611952.1	Cg003G106580
OG0008921	XP_013613306.1	Cg003G106540
OG0008922	XP_013609010.1, XP_013629998.1	Cg003G111600
OG0008923	XP_013611384.1, XP_013629027.1	Cg003G111660
OG0008924	XP_013602355.1, XP_013602389.1	Cg006G237830
OG0008925	XP_013621373.1, XP_013630741.1	Cg003G111770
OG0008926	XP_013611036.1	Cg003G112060
OG0008927	XP_013606401.1, XP_013629816.1	Cg003G112220
OG0008928	XP_013623318.1, XP_013610906.1	Cg003G112560
OG0008929	XP_013618626.1, XP_013626357.1	Cg003G112710
OG0008930	XP_013620183.1	Cg003G113150
OG0008931	XP_013628100.1, XP_013609091.1	Cg003G113050
OG0008932	XP_013613886.1, XP_013613606.1	Cg003G113030
OG0008933	XP_013627228.1, XP_013619085.1	Cg003G114010
OG0008934	XP_013610607.1, XP_013618850.1, XP_013602846.1	Cg003G114120
OG0008935	XP_013618142.1, XP_013598860.1	Cg003G114310
OG0008936	XP_013609391.1, XP_013594755.1	Cg003G114450
OG0008937	XP_013607292.1, XP_013593881.1	Cg003G114830
OG0008938	XP_013596477.1, XP_013610348.1	Cg003G114980
OG0008939	XP_013598691.1	Cg003G115000
OG0008940	XP_013611703.1, XP_013593271.1	Cg003G115130
OG0008941	XP_013606511.1	Cg003G115290
OG0008942	XP_013599279.1, XP_013612587.1	Cg003G115390
OG0008943	XP_013608910.1, XP_013595583.1	Cg003G115440
OG0008944	XP_013598460.1	Cg003G115510
OG0008945	XP_013598363.1, XP_013618028.1	Cg003G115670
OG0008946	XP_013610631.1, XP_013618025.1	Cg003G115890
OG0008947	XP_013612716.1, XP_013629570.1	Cg003G076580, Cg014G332990
OG0008948	XP_013584540.1, XP_013600590.1	Cg006G245070
OG0008949	XP_013611306.1, XP_013622257.1	Cg003G076300, Cg014G333280
OG0008950	XP_013627339.1, XP_013619616.1	Cg014G333370, Cg003G076210
OG0008951	XP_013620693.1, XP_013609907.1	Cg003G076190
OG0008952	XP_013611290.1, XP_013625328.1	Cg014G332800, Cg003G076800
OG0008953	XP_013611708.1	Cg003G077140, Cg014G332490
OG0008954	XP_013608730.1, XP_013625364.1	Cg014G331650, Cg003G078040
OG0008955	XP_013606888.1, XP_013623161.1	Cg003G077400, Cg014G332220
OG0008956	XP_013626165.1	Cg005G186550
OG0008957	XP_013619646.1, XP_013627777.1	Cg014G331410, Cg003G078240
OG0008958	XP_013609822.1, XP_013620703.1	Cg014G330720, Cg003G078810
OG0008959	XP_013607199.1	Cg003G078890, Cg003G095060
OG0008960	XP_013619777.1, XP_013613057.1	Cg003G094780, Cg003G079220
OG0008961	XP_013615641.1, XP_013612688.1	Cg003G079240, Cg003G094760
OG0008962	XP_013634748.1, XP_013632574.1	Cg005G173300
OG0008963	XP_013593019.1, XP_013616176.1	Cg008G319770
OG0008964	XP_013618698.1, XP_013607345.1	Cg008G319750
OG0008965	XP_013593115.1, XP_013595806.1	Cg008G319380
OG0008966	XP_013596929.1, XP_013609850.1	Cg008G319220
OG0008967	XP_013633633.1, XP_013622120.1	Cg005G173340
OG0008968	XP_013633983.1	Cg005G173530
OG0008969	XP_013631379.1, XP_013622116.1	Cg005G173410
OG0008970	XP_013631798.1, XP_013630273.1	Cg005G173820
OG0008971	XP_013629996.1	Cg005G173760
OG0008972	XP_013633612.1	Cg005G174100
OG0008974	XP_013633942.1, XP_013633996.1	Cg005G174190
OG0008975	XP_013598307.1	Cg006G194000
