Orthogroup	Brassica_oleracea	Aethionema_saxatile
OG0006315	XP_013638960.1, XP_013602838.1, XP_013603193.1	As007G154140, As007G154410
OG0006316	XP_013585241.1, XP_013603348.1, XP_013603901.1	As007G154500
OG0006318	XP_013602510.1, XP_013583583.1	As007G155530
OG0006319	XP_013586473.1, XP_013639177.1, XP_013602095.1	As007G156450
OG0006320	XP_013595372.1, XP_013587625.1	As007G156560
OG0006321	XP_013590013.1, XP_013590403.1	As010G237190, As007G156700
OG0006322	XP_013604079.1, XP_013598224.1, XP_013586583.1	As007G156810, As010G237110
OG0006323	XP_013584211.1, XP_013615152.1	As007G156860
OG0006324	XP_013605268.1, XP_013585492.1	As007G157570
OG0006325	XP_013638548.1, XP_013596951.1	As007G158930
OG0006326	XP_013596003.1, XP_013616468.1	As007G160600
OG0006327	XP_013593610.1, XP_013630284.1, XP_013587431.1	As007G160720
OG0006328	XP_013591644.1, XP_013626456.1, XP_013588791.1	As007G162000
OG0006329	XP_013638953.1, XP_013595671.1, XP_013625892.1	As007G162160
OG0006330	XP_013629420.1, XP_013586506.1	As007G162380
OG0006331	XP_013625404.1, XP_013593944.1	As007G162410
OG0006332	XP_013623691.1, XP_013623735.1, XP_013585214.1	As007G162650
OG0006334	XP_013601844.1, XP_013598633.1	As007G162720
OG0006335	XP_013618315.1, XP_013599007.1	As007G163100
OG0006336	XP_013593845.1	As007G163620
OG0006337	XP_013598206.1, XP_013599679.1	As007G164640
OG0006338	XP_013609681.1, XP_013618116.1, XP_013618115.1, XP_013598238.1	As007G179690
OG0006339	XP_013636815.1, XP_013605752.1	As007G180340
OG0006340	XP_013599694.1, XP_013630717.1	As007G181080, As007G181720, As007G181380
OG0006341	XP_013600006.1	As008G182300
OG0006342	XP_013605845.1, XP_013604412.1	As008G182600
OG0006343	XP_013604415.1, XP_013638631.1	As010G233450, As008G182630
OG0006344	XP_013604845.1, XP_013584580.1, XP_013603081.1	As008G183000
OG0006345	XP_013617102.1, XP_013588757.1	As010G239020, As008G183030
OG0006346	XP_013605575.1, XP_013605856.1	As008G184660
OG0006347	XP_013599475.1, XP_013586282.1	As008G184750
OG0006348	XP_013597022.1, XP_013619900.1	As008G185660
OG0006349	XP_013583500.1, XP_013601928.1	As008G186210
OG0006350	XP_013584892.1, XP_013615681.1, XP_013585211.1	As008G187010
OG0006351	XP_013604869.1, XP_013587268.1	As008G187590
OG0006352	XP_013583758.1, XP_013603632.1, XP_013596878.1, XP_013601942.1	As008G187880
OG0006353	XP_013605061.1, XP_013600281.1	As008G189270
OG0006354	XP_013586962.1, XP_013601993.1	As008G191050
OG0006355	XP_013585863.1	As008G192640
OG0006356	XP_013600112.1, XP_013587441.1	As008G193000
OG0006357	XP_013603268.1, XP_013603019.1, XP_013584752.1	As008G193180
OG0006358	XP_013602035.1, XP_013589290.1, XP_013602256.1	As008G193260
OG0006359	XP_013595330.1, XP_013603216.1, XP_013617889.1	As008G193360
OG0006360	XP_013605661.1, XP_013584850.1	As008G193890, As008G193900
OG0006361	XP_013603390.1, XP_013585036.1	As008G194010
OG0006362	XP_013605558.1, XP_013586837.1	As008G195300, As008G195320
OG0006363	XP_013602207.1, XP_013600775.1	As008G196560
OG0006364	XP_013584259.1, XP_013605391.1	As008G197180
OG0006365	XP_013605617.1, XP_013637694.1	As008G197200
OG0006366	XP_013604211.1, XP_013639081.1	As008G197900
OG0006367	XP_013638188.1, XP_013602017.1	As008G198210
OG0006368	XP_013629215.1, XP_013612907.1	As009G200220
OG0006369	XP_013616085.1, XP_013606965.1	As009G200790
OG0006370	XP_013607182.1, XP_013625855.1, XP_013616160.1	As009G201250
OG0006371	XP_013619246.1, XP_013627168.1, XP_013614400.1	As009G201410
OG0006372	XP_013628191.1	As009G202250
OG0006373	XP_013621550.1, XP_013613166.1, XP_013606095.1, XP_013614420.1	As009G202780
OG0006374	XP_013629906.1, XP_013609583.1	As009G203490
OG0006375	XP_013591719.1	As010G228010, As009G203520
OG0006376	XP_013620285.1, XP_013606425.1	As009G203630
OG0006377	XP_013627100.1, XP_013617150.1, XP_013619417.1	As009G203760
OG0006378	XP_013630196.1, XP_013616838.1	As009G204460
OG0006379	XP_013598268.1, XP_013612670.1, XP_013621089.1	As009G209250
OG0006380	XP_013605560.1, XP_013632026.1	As012G275740
OG0006381	XP_013612135.1	As009G211760
OG0006382	XP_013625674.1, XP_013620418.1	As009G212580
OG0006383	XP_013612724.1, XP_013620413.1	As009G212610
OG0006384	XP_013606600.1, XP_013618341.1, XP_013626381.1	As009G212720
OG0006385	XP_013606709.1	As009G214490
OG0006386	XP_013608799.1, XP_013621242.1, XP_013598471.1	As009G215270
OG0006387	XP_013598040.1, XP_013612391.1	As009G215350
OG0006388	XP_013637256.1, XP_013602178.1	As009G215970
OG0006389	XP_013613172.1, XP_013598521.1	As009G216260
OG0006390	XP_013619142.1	As009G216440, As009G216430, As009G216420
OG0006392	XP_013618761.1, XP_013593088.1	As009G216790
OG0006393	XP_013607420.1	As009G216840
OG0006395	XP_013616587.1	As009G218220
OG0006396	XP_013620236.1, XP_013629123.1	As009G218480
OG0006397	XP_013610507.1, XP_013628122.1, XP_013619464.1	As009G218620
OG0006398	XP_013621797.1, XP_013610593.1	As009G218710
OG0006399	XP_013621690.1, XP_013625384.1	As009G218820
OG0006400	XP_013630604.1, XP_013613229.1	As009G219050
OG0006401	XP_013628571.1, XP_013613189.1	As009G219210
OG0006402	XP_013628572.1, XP_013618536.1	As009G219220
OG0006403	XP_013630629.1, XP_013621129.1	As009G219630
OG0006404	XP_013627159.1, XP_013619266.1, XP_013618711.1	As009G219980
OG0006405	XP_013595486.1, XP_013601996.1	As010G220440
OG0006406	XP_013602805.1, XP_013592914.1	As010G220490
OG0006407	XP_013605703.1, XP_013594162.1	As010G220540
OG0006408	XP_013602922.1, XP_013620416.1	As010G221460
OG0006409	XP_013616833.1, XP_013604801.1	As010G222440
OG0006410	XP_013617675.1, XP_013623014.1, XP_013622103.1	As010G223260
OG0006411	XP_013628717.1	As010G225240
OG0006412	XP_013619864.1, XP_013591177.1, XP_013590288.1	As010G225310
OG0006413	XP_013629952.1, XP_013613815.1	As010G225700
OG0006415	XP_013585637.1, XP_013628538.1	As010G227860
OG0006416	XP_013616183.1, XP_013590068.1, XP_013591459.1	As010G228720
OG0006417	XP_013619309.1, XP_013590670.1, XP_013590992.1	As010G231690
OG0006418	XP_013590066.1, XP_013618198.1	As010G232090
OG0006419	XP_013591035.1, XP_013591116.1, XP_013619325.1	As010G232690
OG0006420	XP_013589953.1, XP_013618241.1	As010G232840
OG0006421	XP_013619336.1, XP_013590697.1, XP_013590377.1	As010G233000
OG0006422	XP_013639225.1, XP_013615245.1, XP_013585196.1	As010G233440
OG0006423	XP_013589519.1	As010G234320
OG0006424	XP_013588357.1, XP_013616245.1	As010G234760
OG0006425	XP_013620328.1, XP_013592228.1	As010G234850
OG0006426	XP_013611909.1, XP_013611908.1	As010G235020
OG0006427	XP_013619249.1, XP_013590705.1, XP_013617213.1	As010G235090
OG0006428	XP_013620154.1, XP_013590703.1	As010G235280
OG0006429	XP_013590129.1	As010G235680
OG0006430	XP_013592523.1, XP_013614579.1	As010G235710
OG0006431	XP_013591577.1	As010G236280
OG0006432	XP_013590537.1, XP_013590458.1, XP_013619058.1	As010G237930
OG0006433	XP_013635202.1, XP_013590077.1	As010G238220
OG0006434	XP_013589733.1, XP_013590113.1	As010G238720
OG0006435	XP_013588075.1, XP_013592375.1	As010G239820
OG0006436	XP_013613908.1, XP_013592313.1	As010G240500
OG0006437	XP_013591152.1, XP_013588808.1	As010G241220
OG0006438	XP_013591303.1, XP_013588576.1	As010G242400
OG0006439	XP_013590896.1, XP_013590507.1	As010G242540
OG0006440	XP_013592657.1	As010G242760
OG0006441	XP_013591246.1, XP_013615126.1	As010G243550
OG0006443	XP_013610629.1, XP_013585113.1	As011G246180
OG0006444	XP_013630403.1, XP_013592679.1	As012G269830, As011G247090
OG0006445	XP_013586464.1, XP_013587072.1	As011G247610
OG0006446	XP_013587581.1, XP_013622154.1	As011G247760
OG0006447	XP_013628682.1, XP_013587373.1	As011G248040
OG0006448	XP_013609693.1, XP_013626018.1, XP_013587041.1	As011G248340
OG0006449	XP_013638302.1, XP_013620062.1	As011G249260
OG0006450	XP_013637818.1, XP_013600015.1	As011G249430, As012G276940
OG0006451	XP_013613835.1, XP_013583744.1	As011G249520
OG0006452	XP_013587144.1, XP_013616701.1	As011G249570
OG0006454	XP_013609341.1, XP_013609264.1, XP_013638783.1	As011G249680
OG0006455	XP_013584400.1, XP_013587335.1	As011G249820
OG0006456	XP_013609140.1, XP_013587190.1	As011G249900
OG0006457	XP_013616476.1	As011G249930, As012G273690
OG0006458	XP_013629890.1, XP_013609103.1	As011G249960
OG0006459	XP_013623608.1, XP_013584233.1	As011G250050
OG0006460	XP_013603150.1, XP_013589819.1	As011G250220
OG0006461	XP_013584935.1, XP_013608899.1	As011G250300
OG0006462	XP_013630906.1, XP_013632270.1	As011G250490
OG0006464	XP_013622436.1, XP_013609872.1	As011G250950
OG0006465	XP_013610040.1, XP_013638667.1	As011G251630
OG0006466	XP_013638438.1, XP_013623391.1	As011G252140
OG0006467	XP_013632589.1, XP_013627985.1, XP_013585025.1	As011G252600
OG0006468	XP_013632513.1, XP_013627883.1	As011G253000, As011G252990
OG0006469	XP_013587234.1, XP_013608124.1	As011G253080
OG0006470	XP_013587298.1	As011G253170
OG0006471	XP_013617375.1, XP_013587288.1	As011G253390
OG0006472	XP_013615479.1, XP_013625557.1, XP_013639013.1	As011G254260
OG0006473	XP_013637921.1, XP_013622682.1	As011G254330
OG0006474	XP_013584433.1, XP_013614599.1	As011G254730
OG0006475	XP_013635733.1	As011G254800
OG0006476	XP_013596451.1, XP_013586856.1	As011G255180
OG0006477	XP_013597025.1, XP_013594583.1	As011G255220
OG0006478	XP_013606915.1, XP_013598378.1	As011G255430
OG0006479	XP_013593817.1, XP_013615652.1	As011G256270
OG0006480	XP_013625148.1, XP_013598659.1	As011G258950
OG0006481	XP_013625329.1, XP_013610171.1	As011G262730
OG0006482	XP_013625809.1, XP_013599204.1	As011G264260
OG0006483	XP_013625755.1, XP_013596130.1	As011G264540
OG0006484	XP_013629001.1, XP_013594208.1	As011G264810
OG0006485	XP_013610398.1, XP_013596233.1	As011G265110
OG0006486	XP_013593480.1, XP_013622856.1	As011G265320
OG0006487	XP_013627527.1, XP_013596460.1	As011G265450
OG0006488	XP_013593589.1, XP_013606585.1	As011G266100
OG0006489	XP_013595396.1, XP_013604306.1	As011G266150
OG0006490	XP_013605588.1, XP_013609516.1	As011G267150
OG0006491	XP_013595863.1, XP_013600403.1	As011G267230
OG0006492	XP_013591179.1, XP_013621713.1	As012G268100
OG0006494	XP_013589901.1, XP_013625539.1	As012G268640
OG0006495	XP_013626739.1, XP_013590674.1	As012G269050
OG0006496	XP_013591964.1, XP_013589085.1, XP_013625502.1	As012G269140
OG0006497	XP_013591175.1	As012G269160
OG0006498	XP_013613486.1, XP_013590184.1	As012G269760
OG0006499	XP_013587905.1, XP_013621821.1	As012G269810
OG0006500	XP_013626158.1, XP_013590381.1	As012G270930
OG0006501	XP_013625343.1, XP_013615101.1, XP_013589820.1	As012G271050
OG0006502	XP_013622275.1	As012G271790
OG0006503	XP_013627026.1, XP_013584737.1	As012G271890
OG0006504	XP_013588129.1, XP_013638736.1, XP_013621804.1	As012G272200
OG0006505	XP_013602682.1, XP_013587396.1	As012G272590
OG0006506	XP_013599649.1, XP_013587920.1	As012G272720
OG0006507	XP_013603721.1, XP_013585074.1	As012G274130
OG0006508	XP_013602658.1, XP_013597249.1, XP_013594351.1	As012G274360
OG0006509	XP_013636448.1, XP_013622956.1	As012G275160
OG0006510	XP_013635400.1, XP_013635326.1	As012G275210
OG0006511	XP_013631841.1, XP_013622440.1	As012G275270
OG0006512	XP_013627493.1, XP_013635203.1, XP_013632563.1	As012G275290
OG0006513	XP_013633786.1, XP_013600832.1	As012G275660
OG0006514	XP_013636374.1, XP_013604501.1	As012G275700
OG0006515	XP_013590500.1, XP_013602319.1	As012G280650
OG0006517	XP_013599947.1, XP_013631411.1	As012G281920, As012G281910, As012G281900
OG0006518	XP_013603395.1, XP_013590978.1	As012G282380
OG0006519	XP_013602192.1, XP_013631267.1	As012G282850
OG0006520	XP_013637301.1, XP_013601969.1	As012G283040
OG0006521	XP_013591519.1, XP_013605195.1	As012G283810
OG0006522	XP_013631584.1, XP_013592769.1, XP_013604795.1	As012G285020
OG0006523	XP_013631857.1, XP_013600411.1	As012G286080
OG0006524	XP_013603725.1, XP_013634960.1	As012G286790
OG0006526	XP_013588932.1	As012G287740
OG0006528	XP_013636967.1, XP_013588006.1, XP_013604619.1	As012G288830, As012G288820
OG0006529	XP_013633639.1, XP_013602149.1	As012G289090
OG0006530	XP_013630241.1, XP_013587694.1, XP_013617385.1	As012G289100
OG0006531	XP_013636172.1, XP_013591687.1, XP_013604674.1	As012G289390
OG0006571	XP_013605899.1, XP_013596780.1, XP_013593488.1	As001G000540
OG0006572	XP_013594246.1, XP_013588990.1	As001G000600
OG0006573	XP_013605670.1, XP_013608200.1, XP_013599172.1	As001G000660
OG0006574	XP_013598929.1, XP_013598242.1	As001G001050
OG0006575	XP_013609760.1, XP_013594184.1	As001G001070
OG0006576	XP_013637426.1, XP_013595346.1	As001G001440
OG0006577	XP_013597451.1, XP_013586346.1	As001G001830
OG0006578	XP_013593056.1, XP_013620038.1	As001G002150
OG0006579	XP_013638424.1, XP_013596109.1	As001G002480
OG0006580	XP_013597445.1, XP_013628165.1	As001G003400
OG0006581	XP_013596528.1, XP_013589951.1	As001G003550
OG0006582	XP_013628979.1, XP_013600963.1	As001G003720
OG0006583	XP_013593962.1, XP_013602656.1	As001G004460
OG0006584	XP_013602033.1, XP_013614215.1	As001G004680
OG0006585	XP_013622645.1, XP_013633188.1, XP_013595912.1	As001G005280
OG0006586	XP_013600504.1	As001G006560, As007G155190
OG0006587	XP_013630052.1, XP_013589404.1	As001G006590
OG0006589	XP_013607695.1, XP_013599357.1	As001G012220
OG0006590	XP_013599343.1, XP_013630579.1	As001G012600
OG0006591	XP_013595261.1	As001G013670
OG0006592	XP_013625344.1, XP_013601184.1	As001G014380
OG0006593	XP_013623558.1	As001G014570
OG0006594	XP_013597951.1	As001G014780
OG0006595	XP_013636375.1, XP_013598160.1	As001G014790
OG0006597	XP_013600284.1, XP_013630207.1	As001G015510
OG0006598	XP_013619285.1, XP_013596776.1	As001G015690
OG0006599	XP_013586299.1, XP_013586227.1	As001G016970
OG0006600	XP_013601248.1, XP_013598485.1	As001G017270
OG0006601	XP_013592428.1, XP_013632765.1, XP_013603976.1	As001G017490
OG0006602	XP_013596625.1, XP_013593481.1	As001G017500
OG0006603	XP_013596617.1, XP_013589261.1	As001G017750
OG0006604	XP_013625754.1, XP_013633730.1	As001G018080
OG0006605	XP_013609285.1	As001G018550
OG0006606	XP_013604450.1, XP_013638154.1	As008G188090, As001G019370
OG0006607	XP_013586469.1, XP_013613192.1	As001G020130
OG0006608	XP_013638094.1, XP_013600366.1	As001G020480
OG0006609	XP_013609456.1, XP_013586239.1	As001G021440
OG0006610	XP_013583498.1, XP_013599665.1	As008G186060
OG0006611	XP_013587164.1, XP_013605513.1	As008G186020, As001G021810
OG0006612	XP_013605104.1, XP_013583840.1	As008G185620, As001G022110
OG0006613	XP_013585093.1, XP_013602400.1	As001G022290
OG0006614	XP_013617717.1, XP_013620233.1, XP_013620234.1	As001G022360
OG0006615	XP_013614549.1, XP_013619403.1	As001G022520
OG0006616	XP_013599372.1, XP_013621679.1	As001G022850
OG0006617	XP_013596609.1, XP_013618767.1	As001G023830
OG0006618	XP_013599717.1, XP_013600157.1	As001G024100, As008G183520
OG0006619	XP_013583643.1, XP_013605499.1	As001G024260
OG0006620	XP_013598451.1, XP_013617777.1, XP_013612297.1	As001G024470
OG0006621	XP_013596100.1	As001G024660
OG0006622	XP_013610880.1, XP_013614746.1, XP_013598276.1	As001G024870
OG0006623	XP_013596002.1, XP_013618578.1	As001G025300
OG0006624	XP_013613398.1, XP_013597546.1	As001G025340
OG0006625	XP_013613395.1, XP_013597304.1	As001G025580
OG0006626	XP_013606378.1, XP_013613426.1	As001G025610
OG0006627	XP_013619762.1	As001G025870
OG0006628	XP_013619555.1, XP_013596665.1	As001G025920
OG0006629	XP_013598305.1, XP_013614466.1, XP_013621350.1	As001G026460
OG0006630	XP_013616584.1, XP_013593221.1	As001G026510
OG0006631	XP_013612057.1, XP_013597996.1	As001G026870
OG0006634	XP_013610068.1, XP_013618782.1	As001G027600
OG0006635	XP_013614974.1, XP_013619365.1, XP_013623101.1	As002G046370, As001G028960
OG0006636	XP_013616208.1, XP_013592350.1	As001G029710
OG0006637	XP_013589940.1, XP_013620345.1	As001G029720
OG0006638	XP_013588270.1, XP_013614528.1	As001G029760
OG0006639	XP_013605955.1	As001G029950
OG0006640	XP_013587785.1, XP_013621299.1	As001G029990
OG0006641	XP_013612746.1, XP_013611832.1	As001G030110
OG0006642	XP_013592244.1, XP_013592344.1	As001G030210
OG0006643	XP_013636892.1, XP_013592519.1	As001G030270
OG0006644	XP_013608881.1, XP_013608952.1	As001G030990
OG0006645	XP_013613904.1, XP_013612882.1	As001G031490
OG0006647	XP_013622413.1	As002G033810
OG0006648	XP_013586118.1, XP_013634920.1	As002G033930
OG0006649	XP_013616699.1, XP_013586116.1	As002G033980
OG0006650	XP_013595554.1, XP_013597276.1	As003G071750, As003G071770, As002G034130
OG0006651	XP_013594322.1, XP_013627627.1	As002G034160
OG0006652	XP_013606397.1	As002G034710, As005G108050
OG0006653	XP_013625871.1, XP_013583548.1	As002G035210
OG0006654	XP_013626657.1, XP_013637893.1	As002G036010
OG0006655	XP_013617928.1, XP_013583855.1	As009G214000, As002G036340
OG0006656	XP_013637291.1	As002G036500
OG0006657	XP_013587545.1, XP_013587237.1	As002G036660
OG0006658	XP_013585417.1, XP_013584563.1	As002G036670
OG0006659	XP_013585870.1, XP_013616281.1	As002G037230
OG0006660	XP_013594801.1, XP_013585712.1	As002G037480
OG0006661	XP_013639028.1, XP_013626950.1	As002G037560
OG0006662	XP_013628468.1, XP_013637969.1	As002G037690, As002G037660
OG0006663	XP_013591696.1, XP_013585008.1	As002G038360, As002G038470
OG0006664	XP_013628864.1, XP_013583800.1	As002G038680
OG0006665	XP_013611468.1, XP_013623357.1	As002G039060
OG0006666	XP_013607046.1, XP_013614301.1	As002G040680
OG0006667	XP_013623282.1, XP_013616099.1	As002G041760
OG0006668	XP_013602044.1, XP_013605225.1	As002G042490, As007G164030
OG0006669	XP_013629499.1, XP_013606319.1	As002G042890
OG0006670	XP_013618744.1	As002G043320
OG0006671	XP_013612390.1, XP_013620515.1	As002G044250
OG0006672	XP_013614676.1	As002G044320, As007G164900
OG0006673	XP_013606576.1, XP_013620484.1	As002G044890
OG0006674	XP_013620751.1, XP_013611178.1	As002G044900
OG0006675	XP_013616312.1, XP_013627785.1	As002G045140
OG0006676	XP_013623452.1, XP_013606070.1	As002G045430
OG0006677	XP_013611313.1	As002G045750
OG0006678	XP_013612054.1, XP_013620914.1	As002G046180
OG0006679	XP_013608172.1	As002G046240
OG0006680	XP_013609202.1, XP_013625756.1	As002G046340
OG0006681	XP_013609873.1, XP_013618411.1	As002G046420
OG0006682	XP_013608183.1, XP_013628926.1	As002G046760
OG0006684	XP_013613161.1, XP_013623870.1	As002G047510
OG0006685	XP_013611485.1, XP_013623034.1	As002G048030
OG0006686	XP_013621215.1, XP_013606659.1	As002G048230
OG0006687	XP_013613139.1, XP_013627238.1	As002G048860
OG0006688	XP_013606186.1, XP_013622584.1	As002G048980
OG0006689	XP_013627315.1	As002G049180
OG0006690	XP_013623102.1	As002G049300
OG0006691	XP_013597667.1, XP_013594375.1, XP_013609577.1	As002G050140
OG0006692	XP_013628102.1, XP_013611074.1, XP_013619472.1	As002G050670
OG0006693	XP_013618606.1, XP_013626675.1	As002G050730
OG0006694	XP_013611223.1, XP_013622452.1	As002G050820
OG0006695	XP_013608967.1, XP_013625712.1	As002G050860
OG0006696	XP_013610431.1, XP_013619001.1	As002G052620
OG0006697	XP_013629128.1, XP_013612838.1	As005G118560, As002G052780
OG0006698	XP_013618729.1, XP_013625193.1	As002G053150
OG0006699	XP_013609078.1	As002G053210
OG0006700	XP_013606513.1, XP_013621919.1	As002G053480
OG0006701	XP_013611319.1, XP_013625867.1	As002G053890
OG0006703	XP_013629987.1	As002G054280
OG0006704	XP_013625256.1	As002G054510
OG0006705	XP_013625742.1, XP_013608791.1	As002G054610
OG0006706	XP_013611325.1	As002G054800
OG0006707	XP_013607217.1, XP_013612313.1	As002G055120
OG0006708	XP_013604917.1, XP_013602599.1	As003G055630
OG0006709	XP_013599719.1, XP_013621274.1	As003G055670
OG0006710	XP_013638807.1, XP_013597719.1	As004G079890, As003G055990
OG0006711	XP_013595578.1, XP_013584554.1	As003G056030
OG0006712	XP_013593155.1	As003G056400
OG0006713	XP_013602062.1, XP_013615453.1	As003G056430
OG0006714	XP_013593051.1, XP_013615757.1	As003G056600
OG0006715	XP_013585566.1, XP_013594171.1	As003G056970
OG0006716	XP_013596610.1, XP_013597255.1	As003G057430
OG0006717	XP_013629673.1, XP_013611771.1	As003G057670
OG0006718	XP_013626102.1, XP_013597538.1	As003G057930
OG0006719	XP_013627547.1, XP_013589315.1, XP_013596704.1	As003G057980
OG0006720	XP_013612888.1, XP_013597842.1	As004G087180, As003G058180
OG0006721	XP_013599379.1, XP_013602975.1	As003G058470, As004G087010
OG0006722	XP_013599144.1, XP_013598148.1	As003G058530
OG0006723	XP_013595446.1, XP_013589447.1	As003G058790
OG0006724	XP_013638797.1, XP_013615438.1, XP_013595929.1	As003G059470
OG0006725	XP_013598219.1, XP_013596355.1	As003G059760
OG0006726	XP_013627428.1, XP_013611449.1	As003G059940
OG0006727	XP_013622301.1	As003G060610
OG0006728	XP_013603310.1, XP_013598847.1	As003G061480
OG0006729	XP_013593310.1, XP_013609190.1	As003G061520
OG0006731	XP_013595112.1	As003G061870
OG0006732	XP_013597883.1, XP_013599207.1	As003G061910
OG0006733	XP_013619833.1, XP_013595232.1	As004G084060, As003G062050
OG0006734	XP_013639493.1, XP_013595238.1	As003G062070
OG0006735	XP_013595230.1, XP_013599767.1	As003G062100
OG0006736	XP_013595566.1, XP_013583606.1	As003G062230
OG0006737	XP_013596094.1, XP_013591827.1	As003G062270
OG0006738	XP_013638495.1, XP_013592230.1	As003G062960
OG0006739	XP_013600252.1, XP_013586788.1	As003G063990
OG0006740	XP_013583795.1	As003G064520
OG0006741	XP_013586703.1, XP_013616674.1	As003G064610
OG0006742	XP_013591625.1	As003G064760
OG0006743	XP_013638344.1, XP_013602799.1	As003G065070
OG0006744	XP_013638284.1	As003G065480
OG0006745	XP_013600097.1, XP_013587947.1	As003G065830
OG0006746	XP_013629612.1	As003G066870
OG0006747	XP_013600912.1, XP_013603277.1, XP_013600447.1	As003G067040, As008G191580
OG0006748	XP_013598449.1, XP_013597502.1	As003G067370
OG0006749	XP_013637901.1, XP_013593953.1	As004G082010, As003G067930
OG0006750	XP_013592811.1, XP_013605542.1	As003G068020, As004G082250
OG0006751	XP_013592923.1, XP_013586491.1	As003G068280
OG0006752	XP_013614009.1, XP_013600448.1	As003G068710, As011G266700
OG0006753	XP_013596774.1, XP_013625812.1	As003G069180
OG0006754	XP_013622168.1, XP_013592934.1	As003G069720
OG0006755	XP_013587349.1, XP_013629954.1	As003G069780
OG0006756	XP_013596024.1, XP_013626487.1	As003G069810
OG0006757	XP_013638611.1	As003G069950
OG0006758	XP_013585513.1, XP_013622169.1	As003G070240
OG0006759	XP_013626369.1, XP_013584963.1	As003G070660
OG0006760	XP_013623067.1, XP_013638733.1	As003G070850
OG0006761	XP_013630279.1, XP_013598469.1	As012G275100, As003G071050
OG0006762	XP_013638891.1	As003G071270
OG0006763	XP_013584839.1, XP_013619901.1, XP_013596862.1	As003G071560
OG0006764	XP_013626126.1, XP_013597329.1	As003G072010
OG0006765	XP_013599286.1, XP_013599016.1	As003G072480
OG0006766	XP_013596463.1, XP_013589725.1	As003G072800
OG0006767	XP_013601841.1, XP_013630448.1	As003G072930
OG0006768	XP_013618504.1	As003G073330
OG0006769	XP_013628222.1, XP_013583356.1	As003G073410
OG0006770	XP_013619798.1, XP_013592941.1	As003G073900
OG0006771	XP_013627453.1, XP_013606443.1, XP_013599299.1	As003G073960
OG0006772	XP_013593134.1	As003G074150, As003G074170, As003G074160
OG0006774	XP_013603735.1, XP_013635794.1	As007G180490
OG0006775	XP_013637222.1, XP_013600222.1	As007G181790, As003G075940
OG0006776	XP_013592919.1, XP_013622401.1	As003G075980, As007G181820, As007G181830
OG0006777	XP_013629672.1, XP_013596010.1	As003G076210
OG0006778	XP_013630517.1, XP_013604089.1	As003G076560
OG0006779	XP_013603121.1	As004G076800
OG0006780	XP_013588046.1, XP_013631168.1	As004G077780
OG0006781	XP_013633720.1, XP_013637232.1	As004G079510
OG0006782	XP_013622543.1	As004G080490
OG0006783	XP_013585962.1, XP_013591697.1, XP_013615557.1	As004G080960, As004G080980
OG0006784	XP_013625935.1, XP_013637501.1, XP_013637499.1	As004G081170
OG0006785	XP_013634638.1	As004G081470
OG0006786	XP_013615048.1, XP_013608968.1	As004G082220
OG0006787	XP_013632156.1, XP_013616642.1	As004G082270
OG0006788	XP_013587903.1	As004G082580
OG0006789	XP_013584985.1, XP_013626422.1	As004G083030
OG0006790	XP_013612517.1	As004G083220, As004G083210, As004G083200
OG0006791	XP_013611961.1, XP_013630140.1	As004G084410
OG0006792	XP_013606168.1, XP_013615284.1	As004G084610
OG0006793	XP_013607146.1	As004G084680
OG0006794	XP_013610332.1	As004G084690
OG0006795	XP_013606454.1, XP_013612501.1	As004G084750
OG0006796	XP_013620346.1, XP_013609582.1	As004G084970
OG0006797	XP_013627626.1, XP_013610839.1	As004G085670
OG0006799	XP_013611389.1, XP_013626601.1	As004G086480
OG0006800	XP_013609339.1, XP_013596573.1	As004G086550
OG0006801	XP_013594047.1, XP_013607131.1	As004G086740
OG0006802	XP_013600823.1, XP_013599142.1	As004G087410
OG0006803	XP_013614853.1, XP_013610819.1	As004G088300
OG0006804	XP_013621455.1, XP_013598689.1	As004G088620
OG0006805	XP_013618438.1, XP_013595514.1	As004G089090
OG0006806	XP_013619500.1	As004G089140
OG0006807	XP_013598766.1, XP_013616391.1	As004G089200
OG0006808	XP_013610757.1	As004G089260
OG0006809	XP_013597690.1, XP_013618167.1	As004G089480
OG0006810	XP_013596020.1, XP_013618876.1	As004G089660
OG0006811	XP_013629047.1, XP_013633599.1	As006G147080, As004G089740
OG0006812	XP_013621054.1, XP_013598578.1	As004G090250
OG0006813	XP_013617710.1, XP_013596660.1	As004G090510
OG0006815	XP_013598047.1	As011G258230
OG0006816	XP_013597795.1, XP_013629493.1	As011G257610, As004G093430
OG0006817	XP_013630547.1	As004G093730
OG0006818	XP_013599490.1, XP_013636027.1	As004G093800
OG0006819	XP_013633910.1, XP_013602508.1, XP_013623921.1	As004G095140
OG0006820	XP_013605282.1, XP_013636430.1	As004G095750
OG0006821	XP_013601979.1	As004G095880
OG0006822	XP_013603608.1, XP_013594293.1	As004G095960
OG0006823	XP_013619594.1, XP_013605779.1	As004G096490
OG0006824	XP_013593841.1	As004G096570
OG0006825	XP_013609770.1, XP_013606038.1	As004G096660
OG0006826	XP_013592884.1, XP_013630889.1	As004G097580
OG0006827	XP_013636747.1, XP_013587888.1	As004G097700
OG0006828	XP_013636926.1, XP_013591494.1	As004G098440
OG0006829	XP_013591493.1, XP_013637016.1	As004G098480
OG0006830	XP_013603787.1, XP_013632056.1, XP_013634694.1	As005G098620
