Orthogroup	Brassica_oleracea	Alyssum_gmelinii
OG0005555	XP_013633870.1	Ag001G096460
OG0005555	XP_013599574.1	Ag001G096490
OG0005556	XP_013633572.1, XP_013590080.1, XP_013600229.1	Ag001G097740
OG0005557	XP_013591716.1, XP_013604580.1	Ag003G216580, Ag001G098200
OG0005558	XP_013605740.1	Ag004G349030, Ag001G034630, Ag001G034660
OG0005560	XP_013601577.1	Ag002G110170
OG0005561	XP_013627091.1, XP_013632487.1	Ag002G177810
OG0005562	XP_013633580.1, XP_013635206.1, XP_013636090.1	Ag002G193560, Ag002G193550, Ag002G193540
OG0005563	XP_013625273.1	Ag002G202740
OG0005564	XP_013590717.1, XP_013618522.1, XP_013590612.1	Ag003G220120, Ag003G220130
OG0005565	XP_013627882.1, XP_013627971.1, XP_013627434.1	Ag005G462270, Ag004G299740
OG0005566	XP_013586487.1, XP_013602532.1, XP_013602842.1	Ag004G322900
OG0005568	XP_013628473.1, XP_013587576.1, XP_013584193.1	Ag005G472190
OG0005569	XP_013619587.1, XP_013609495.1, XP_013596471.1	Ag007G587020
OG0005570	XP_013626295.1	Ag007G592450, Ag007G592470
OG0005571	XP_013609885.1	Ag007G606040
OG0005572	XP_013627243.1	Ag007G617510
OG0005573	XP_013608156.1	Ag008G687320
OG0005575	XP_013610434.1, XP_013596080.1	Ag008G723970
OG0005576	XP_013606593.1, XP_013618051.1, XP_013597847.1	Ag008G724210
OG0005592	XP_013596171.1, XP_013586164.1	Ag003G256750
OG0005593	XP_013627066.1, XP_013627132.1	Ag003G260660
OG0005594	XP_013600329.1, XP_013586152.1	Ag004G308600
OG0005595	XP_013637381.1, XP_013595508.1	Ag002G166670, Ag002G161950, Ag003G264030, Ag003G263010
OG0005596	XP_013597812.1, XP_013628870.1, XP_013596200.1	Ag003G266770
OG0005597	XP_013621878.1, XP_013599394.1, XP_013607295.1	Ag003G266790
OG0005598	XP_013598183.1, XP_013626182.1, XP_013584561.1	Ag003G267280
OG0005600	XP_013596833.1, XP_013628126.1, XP_013590380.1	Ag003G268370
OG0005601	XP_013597317.1, XP_013596053.1	Ag003G269830
OG0005602	XP_013610711.1, XP_013594264.1, XP_013630740.1	Ag003G279540
OG0005603	XP_013630150.1, XP_013603754.1, XP_013598216.1	Ag003G278780
OG0005604	XP_013594110.1, XP_013616985.1	Ag003G277540
OG0005605	XP_013605554.1, XP_013584743.1, XP_013596132.1	Ag003G277810
OG0005606	XP_013595464.1	Ag003G275250
OG0005607	XP_013627702.1, XP_013638704.1, XP_013595319.1	Ag003G273470
OG0005608	XP_013602306.1, XP_013589844.1	Ag008G716020, Ag006G527410
OG0005609	XP_013637587.1, XP_013637609.1	Ag002G164060
OG0005610	XP_013616126.1	Ag001G101970
OG0005611	XP_013612773.1, XP_013604915.1	Ag004G367210
OG0005612	XP_013608462.1	Ag007G609590, Ag007G609600
OG0005613	XP_013605936.1, XP_013607005.1, XP_013614839.1	Ag004G373520
OG0005615	XP_013598484.1, XP_013614069.1	Ag003G218800, Ag012G741340, Ag008G658610
OG0005617	XP_013620884.1, XP_013598456.1	Ag008G660790
OG0005618	XP_013618557.1, XP_013609668.1, XP_013596546.1	Ag008G662860
OG0005621	XP_013596405.1, XP_013585457.1	Ag003G253340
OG0005622	XP_013598117.1	Ag008G665770
OG0005623	XP_013615850.1, XP_013598662.1	Ag008G665920
OG0005624	XP_013598166.1, XP_013621078.1	Ag008G668580
OG0005625	XP_013620539.1, XP_013598285.1, XP_013612225.1	Ag008G672330
OG0005626	XP_013616382.1, XP_013595360.1	Ag008G674940
OG0005627	XP_013597786.1, XP_013620366.1	Ag008G674730
OG0005628	XP_013639671.1, XP_013615139.1, XP_013618063.1	Ag004G356780, Ag001G068510
OG0005629	XP_013636481.1, XP_013592009.1	Ag007G644080
OG0005630	XP_013609229.1	Ag004G401810
OG0005631	XP_013608618.1, XP_013632876.1, XP_013609109.1	Ag004G394700, Ag004G389610
OG0005632	XP_013618375.1, XP_013625170.1	Ag007G619740
OG0005634	XP_013605998.1	Ag004G382030
OG0005634	XP_013583759.1	Ag004G316130
OG0005635	XP_013602243.1, XP_013593160.1	Ag003G245920
OG0005636	XP_013634821.1	Ag002G190400
OG0005637	XP_013634560.1	Ag002G187780
OG0005638	XP_013622522.1	Ag006G493600, Ag006G493130
OG0005639	XP_013637708.1, XP_013585013.1, XP_013627989.1	Ag005G476600
OG0005640	XP_013583557.1, XP_013584085.1	Ag005G476110
OG0005641	XP_013586142.1	Ag005G471590
OG0005642	XP_013614331.1, XP_013612950.1	Ag008G681100
OG0005643	XP_013609661.1	Ag008G685720
OG0005644	XP_013623487.1, XP_013606750.1	Ag008G684860
OG0005645	XP_013605963.1, XP_013621480.1, XP_013623331.1	Ag008G693760
OG0005646	XP_013619035.1, XP_013606663.1	Ag008G694880
OG0005647	XP_013622317.1, XP_013608936.1	Ag008G696760
OG0005648	XP_013616546.1, XP_013630175.1, XP_013606864.1	Ag008G698020
OG0005649	XP_013621214.1, XP_013610054.1, XP_013626198.1	Ag008G699510
OG0005650	XP_013610397.1, XP_013626193.1, XP_013619294.1	Ag008G701510
OG0005651	XP_013629071.1	Ag008G702510
OG0005652	XP_013629024.1, XP_013629022.1	Ag008G704530
OG0005653	XP_013618101.1, XP_013606578.1	Ag008G705190
OG0005654	XP_013597775.1, XP_013620891.1, XP_013601654.1, XP_013611946.1	Ag007G644150
OG0005655	XP_013612173.1	Ag007G611410
OG0005656	XP_013619428.1, XP_013626579.1, XP_013609826.1	Ag007G611340
OG0005657	XP_013622547.1, XP_013611067.1	Ag007G610230
OG0005660	XP_013629723.1, XP_013611934.1	Ag007G608010
OG0005661	XP_013611440.1, XP_013628854.1	Ag007G607890
OG0005662	XP_013618740.1, XP_013609097.1	Ag007G607210
OG0005663	XP_013608493.1, XP_013619179.1	Ag007G602190, Ag007G602200
OG0005664	XP_013609593.1, XP_013616346.1	Ag007G602070
OG0005665	XP_013610657.1, XP_013619018.1	Ag007G600810
OG0005666	XP_013604919.1, XP_013601730.1, XP_013595438.1	Ag006G577850
OG0005667	XP_013626595.1, XP_013609217.1, XP_013609239.1, XP_013595699.1	Ag006G577620
OG0005668	XP_013613504.1, XP_013606486.1	Ag002G120510
OG0005669	XP_013598559.1, XP_013616965.1	Ag003G268430, Ag006G571280
OG0005670	XP_013585096.1	Ag006G571130
OG0005672	XP_013597658.1, XP_013597733.1	Ag006G568890
OG0005673	XP_013627499.1, XP_013636386.1	Ag006G564130
OG0005674	XP_013593270.1, XP_013598646.1	Ag006G553530
OG0005675	XP_013617569.1	Ag006G551570
OG0005676	XP_013592972.1	Ag006G551270
OG0005677	XP_013619915.1, XP_013597654.1	Ag004G381020, Ag003G238270
OG0005678	XP_013584278.1, XP_013591275.1, XP_013603079.1	Ag006G536070
OG0005680	XP_013623457.1, XP_013638451.1, XP_013593055.1	Ag007G583360
OG0005681	XP_013586784.1	Ag007G582130
OG0005682	XP_013584283.1	Ag007G581900
OG0005683	XP_013584342.1, XP_013596013.1, XP_013613861.1	Ag002G113240, Ag013G741610, Ag007G579790
OG0005684	XP_013621761.1	Ag003G286540, Ag003G286550
OG0005685	XP_013603264.1, XP_013588814.1	Ag003G287930
OG0005686	XP_013595832.1, XP_013639129.1	Ag003G288630
OG0005687	XP_013604871.1, XP_013621706.1	Ag003G289580
OG0005688	XP_013631608.1, XP_013599881.1	Ag006G523710
OG0005689	XP_013593591.1, XP_013635747.1	Ag003G292090
OG0005690	XP_013623670.1, XP_013597668.1	Ag003G292390
OG0005691	XP_013594157.1, XP_013626368.1	Ag003G293340
OG0005692	XP_013627444.1, XP_013591942.1	Ag003G293520
OG0005693	XP_013596554.1, XP_013583309.1, XP_013626266.1	Ag003G294910
OG0005694	XP_013597742.1, XP_013628354.1, XP_013599253.1	Ag003G294930
OG0005695	XP_013592722.1	Ag007G646830
OG0005696	XP_013631381.1, XP_013585888.1	Ag007G578510
OG0005697	XP_013626488.1, XP_013632115.1, XP_013631404.1	Ag002G162890
OG0005698	XP_013628936.1, XP_013636650.1	Ag002G160490, Ag005G478620, Ag003G287010
OG0005700	XP_013620494.1	Ag003G256640
OG0005701	XP_013607178.1	Ag003G259260
OG0005702	XP_013589911.1	Ag007G584330
OG0005703	XP_013620769.1	Ag002G143060
OG0005704	XP_013609275.1	Ag004G317870
OG0005705	XP_013619780.1	Ag002G104300, Ag002G104230, Ag002G104180
OG0005706	XP_013621541.1, XP_013615769.1	Ag002G104210
OG0005707	XP_013611720.1, XP_013598099.1	Ag002G111590, Ag002G108070
OG0005708	XP_013609865.1	Ag002G113560, Ag002G109930, Ag002G113600
OG0005710	XP_013607197.1, XP_013616537.1, XP_013598228.1	Ag002G123470
OG0005711	XP_013618553.1, XP_013595474.1	Ag002G123480
OG0005712	XP_013598762.1, XP_013611129.1	Ag002G123600
OG0005714	XP_013636483.1	Ag001G044280, Ag001G046520
OG0005715	XP_013591027.1, XP_013635622.1	Ag001G038890
OG0005716	XP_013603979.1, XP_013638943.1	Ag001G035590
OG0005717	XP_013583898.1, XP_013626418.1	Ag005G441250
OG0005718	XP_013625207.1, XP_013631077.1, XP_013636007.1	Ag002G206220
OG0005719	XP_013635639.1, XP_013614123.1, XP_013625903.1, XP_013635582.1	Ag002G205930
OG0005720	XP_013634880.1	Ag002G205640
OG0005721	XP_013636162.1, XP_013631676.1	Ag002G204260
OG0005722	XP_013636779.1	Ag001G095860
OG0005723	XP_013636298.1	Ag002G203650
OG0005724	XP_013588907.1, XP_013604577.1	Ag001G095250
OG0005725	XP_013628911.1	Ag002G202170
OG0005726	XP_013591976.1, XP_013630971.1	Ag001G093830
OG0005727	XP_013634704.1, XP_013632348.1	Ag002G201750
OG0005728	XP_013634052.1, XP_013626007.1, XP_013634433.1	Ag002G200870
OG0005730	XP_013634070.1, XP_013626241.1, XP_013635475.1	Ag002G199870
OG0005731	XP_013635567.1, XP_013635381.1, XP_013627944.1, XP_013635433.1	Ag002G199140
OG0005732	XP_013633806.1	Ag002G199110
OG0005733	XP_013635715.1, XP_013627816.1	Ag002G197140
OG0005734	XP_013634241.1, XP_013633605.1, XP_013622191.1	Ag002G196850
OG0005735	XP_013631156.1, XP_013630259.1	Ag002G194460
OG0005736	XP_013631078.1	Ag002G191020
OG0005737	XP_013620141.1	Ag006G492680, Ag004G360330
OG0005738	XP_013606684.1, XP_013620139.1, XP_013623085.1	Ag006G492970
OG0005739	XP_013618138.1, XP_013609259.1	Ag008G719760
OG0005740	XP_013598678.1	Ag008G719750
OG0005741	XP_013616254.1, XP_013614902.1	Ag008G719700
OG0005742	XP_013611244.1, XP_013620390.1	Ag008G719140
OG0005743	XP_013622237.1, XP_013587941.1	Ag001G011680
OG0005744	XP_013611238.1, XP_013622918.1, XP_013618080.1	Ag008G717490
OG0005745	XP_013627628.1, XP_013619533.1, XP_013614940.1	Ag008G717150
OG0005746	XP_013608798.1, XP_013622097.1	Ag008G715600
OG0005747	XP_013623712.1, XP_013619867.1, XP_013606615.1	Ag008G714810
OG0005748	XP_013618558.1, XP_013614482.1	Ag008G714500, Ag008G714520, Ag007G592660
OG0005749	XP_013621261.1, XP_013611903.1	Ag008G712560
OG0005750	XP_013622209.1, XP_013609004.1	Ag008G711580
OG0005751	XP_013619230.1, XP_013630790.1	Ag008G706320, Ag008G707040
OG0005752	XP_013611385.1, XP_013622013.1	Ag008G730300
OG0005753	XP_013624424.1, XP_013609750.1	Ag002G196180, Ag008G730440
OG0005754	XP_013609403.1, XP_013626316.1	Ag008G731550
OG0005756	XP_013609268.1, XP_013613624.1, XP_013625690.1	Ag008G732540
OG0005757	XP_013609547.1, XP_013614875.1	Ag001G100150
OG0005758	XP_013596739.1, XP_013609804.1	Ag001G100000
OG0005759	XP_013612299.1, XP_013629750.1	Ag006G516900
OG0005760	XP_013630381.1, XP_013612349.1	Ag006G517310
OG0005761	XP_013628624.1, XP_013609462.1	Ag006G516380
OG0005762	XP_013612306.1, XP_013628963.1	Ag006G516120
OG0005763	XP_013626974.1, XP_013613294.1	Ag006G514180
OG0005764	XP_013639184.1, XP_013595070.1, XP_013613361.1	Ag006G509530
OG0005765	XP_013608633.1, XP_013628257.1	Ag007G599070
OG0005766	XP_013614312.1, XP_013612798.1	Ag007G598850
OG0005767	XP_013606161.1, XP_013621119.1	Ag007G586610
OG0005768	XP_013608781.1, XP_013595937.1	Ag007G586630
OG0005769	XP_013585669.1	Ag007G586860
OG0005769	XP_013600399.1	Ag004G301800
OG0005770	XP_013610130.1, XP_013598130.1, XP_013620880.1	Ag007G586950
OG0005771	XP_013635153.1, XP_013590806.1, XP_013615446.1, XP_013633668.1	Ag007G588080
OG0005772	XP_013632116.1	Ag007G588090
OG0005773	XP_013633944.1	Ag007G589020
OG0005774	XP_013635357.1, XP_013622984.1, XP_013631493.1	Ag007G590170
OG0005775	XP_013636421.1, XP_013631850.1, XP_013625377.1	Ag007G592800
OG0005776	XP_013622508.1, XP_013636841.1, XP_013630917.1	Ag007G593430
OG0005777	XP_013637290.1, XP_013614500.1	Ag007G595020
OG0005779	XP_013622673.1, XP_013635578.1	Ag007G596210
OG0005780	XP_013636570.1, XP_013614416.1	Ag007G597380
OG0005781	XP_013614419.1, XP_013634463.1	Ag007G597370
OG0005782	XP_013636715.1, XP_013625591.1	Ag003G276650
OG0005783	XP_013602173.1	Ag003G296530
OG0005784	XP_013620015.1, XP_013610894.1, XP_013628426.1, XP_013623795.1	Ag007G613140
OG0005785	XP_013584217.1, XP_013637018.1	Ag005G490280
OG0005787	XP_013634627.1, XP_013628902.1	Ag005G489550, Ag008G702190
OG0005788	XP_013583861.1, XP_013634534.1	Ag005G489480
OG0005790	XP_013595544.1	Ag005G482710
OG0005791	XP_013622118.1	Ag005G481270
OG0005792	XP_013585694.1, XP_013590399.1	Ag005G480910
OG0005793	XP_013583711.1, XP_013622977.1	Ag005G480810
OG0005794	XP_013618634.1, XP_013638899.1, XP_013627543.1	Ag005G480730
OG0005795	XP_013589267.1, XP_013584263.1	Ag005G479470
OG0005796	XP_013613045.1, XP_013636657.1, XP_013606324.1	Ag003G285170
OG0005797	XP_013587147.1, XP_013628957.1, XP_013619033.1	Ag005G479200
OG0005798	XP_013638937.1, XP_013623467.1	Ag005G478760
OG0005799	XP_013639137.1, XP_013624433.1, XP_013632007.1, XP_013631498.1	Ag002G186660
OG0005800	XP_013608806.1	Ag001G066020
OG0005801	XP_013637245.1, XP_013636868.1	Ag002G172500
OG0005802	XP_013637023.1, XP_013635363.1	Ag002G181510
OG0005803	XP_013634786.1, XP_013626334.1, XP_013634283.1	Ag002G169440
OG0005804	XP_013613514.1, XP_013605837.1	Ag001G072720
OG0005805	XP_013636803.1, XP_013630958.1	Ag002G171960
OG0005806	XP_013629516.1	Ag002G172960
OG0005807	XP_013636809.1, XP_013622966.1	Ag008G723350
OG0005808	XP_013630912.1, XP_013631104.1	Ag002G175680
OG0005809	XP_013637537.1, XP_013630090.1, XP_013631934.1	Ag002G177760
OG0005810	XP_013631211.1, XP_013625087.1	Ag002G177330
OG0005811	XP_013637529.1, XP_013631647.1, XP_013625082.1	Ag002G176750
OG0005812	XP_013584671.1, XP_013603368.1, XP_013603430.1	Ag004G322910
OG0005813	XP_013639032.1, XP_013585001.1	Ag004G324910
OG0005814	XP_013586813.1	Ag004G324970
OG0005815	XP_013584100.1, XP_013604938.1, XP_013603144.1	Ag004G325370
OG0005816	XP_013602868.1, XP_013587211.1	Ag004G325510
OG0005817	XP_013605411.1, XP_013587631.1	Ag004G326840, Ag004G326360
OG0005818	XP_013591713.1, XP_013592096.1	Ag003G237620
OG0005819	XP_013619973.1	Ag004G328420, Ag004G328430
OG0005820	XP_013584159.1	Ag004G332450
OG0005821	XP_013596876.1	Ag004G334290
OG0005822	XP_013586031.1, XP_013597487.1, XP_013604512.1	Ag004G334610
OG0005823	XP_013595426.1, XP_013602520.1, XP_013584026.1	Ag004G337950
OG0005824	XP_013584555.1, XP_013603073.1, XP_013596038.1	Ag004G339640
OG0005825	XP_013598252.1, XP_013637816.1, XP_013602295.1	Ag003G242210
OG0005826	XP_013637702.1, XP_013604865.1	Ag003G242590
OG0005827	XP_013585979.1	Ag003G242900, Ag003G236970
OG0005828	XP_013628018.1, XP_013609407.1	Ag007G613270
OG0005829	XP_013599393.1, XP_013614610.1	Ag001G041230
OG0005830	XP_013586646.1, XP_013625488.1	Ag003G277720, Ag001G024510
OG0005831	XP_013595957.1, XP_013584643.1, XP_013602552.1	Ag003G247000, Ag007G636330, Ag002G190310
OG0005832	XP_013586845.1, XP_013602669.1	Ag008G722390
OG0005833	XP_013601774.1, XP_013596137.1	Ag007G598640
OG0005834	XP_013593204.1, XP_013596726.1, XP_013589364.1	Ag007G598710
OG0005835	XP_013596501.1, XP_013599709.1	Ag007G586160
OG0005836	XP_013604173.1, XP_013636773.1	Ag006G524580
OG0005837	XP_013636245.1	Ag008G723460, Ag006G524270
OG0005838	XP_013600270.1, XP_013605392.1	Ag004G322430
OG0005839	XP_013605409.1, XP_013600882.1, XP_013615468.1, XP_013586755.1	Ag004G321270
OG0005840	XP_013604490.1, XP_013587047.1, XP_013600595.1	Ag004G319490
OG0005841	XP_013638567.1	Ag004G317930
OG0005842	XP_013605479.1, XP_013605527.1, XP_013601839.1	Ag004G316760
OG0005843	XP_013587732.1, XP_013599728.1	Ag004G316400
OG0005844	XP_013602681.1, XP_013585101.1	Ag004G315980
OG0005845	XP_013602769.1, XP_013584293.1	Ag004G315530
OG0005846	XP_013600105.1, XP_013604386.1	Ag004G315340
OG0005847	XP_013605648.1, XP_013602119.1	Ag004G314830
OG0005848	XP_013604106.1, XP_013585395.1	Ag004G314390
OG0005849	XP_013583499.1, XP_013601927.1	Ag004G313570, Ag004G307670
OG0005850	XP_013601947.1	Ag004G313560
OG0005851	XP_013586592.1	Ag004G312220
OG0005852	XP_013583688.1, XP_013605474.1	Ag004G312020
OG0005853	XP_013637826.1, XP_013601858.1	Ag004G310970, Ag007G611090
OG0005854	XP_013604191.1, XP_013603403.1, XP_013584109.1	Ag004G310420
OG0005855	XP_013604206.1, XP_013585593.1	Ag004G309860
OG0005856	XP_013614161.1, XP_013602406.1	Ag004G308790
OG0005857	XP_013601018.1	Ag004G308450
OG0005858	XP_013603604.1, XP_013584947.1	Ag004G307800
OG0005859	XP_013586763.1, XP_013599486.1	Ag004G307440
OG0005860	XP_013583725.1, XP_013602757.1, XP_013600943.1	Ag004G307150
OG0005861	XP_013600246.1, XP_013603837.1, XP_013639124.1	Ag004G306270
OG0005862	XP_013638278.1, XP_013605128.1	Ag004G302880
OG0005863	XP_013587535.1, XP_013605538.1, XP_013605125.1	Ag004G302820
OG0005865	XP_013600929.1, XP_013603236.1, XP_013584635.1	Ag004G300190
OG0005866	XP_013602195.1, XP_013625766.1	Ag004G299360
OG0005867	XP_013630031.1, XP_013615749.1, XP_013587350.1	Ag004G298820
OG0005870	XP_013606205.1, XP_013626390.1, XP_013616128.1	Ag007G613950
OG0005872	XP_013609564.1, XP_013618884.1, XP_013626347.1	Ag007G617340
OG0005873	XP_013616341.1, XP_013625322.1	Ag007G619300
OG0005874	XP_013610633.1	Ag007G620620
OG0005875	XP_013616198.1, XP_013611992.1	Ag007G625760
OG0005876	XP_013621917.1, XP_013616844.1	Ag007G630600
OG0005877	XP_013611756.1, XP_013629746.1, XP_013628180.1	Ag007G632520
OG0005878	XP_013610577.1, XP_013599011.1	Ag007G637330
OG0005879	XP_013595702.1, XP_013612294.1	Ag007G641250
OG0005880	XP_013595459.1, XP_013608811.1	Ag007G640620
OG0005881	XP_013597985.1, XP_013606650.1, XP_013620590.1	Ag007G639300
OG0005882	XP_013621402.1, XP_013598005.1	Ag007G612630, Ag004G349380
OG0005883	XP_013594051.1, XP_013609195.1	Ag007G643730
OG0005884	XP_013622491.1, XP_013620535.1	Ag007G612330, Ag007G612340
OG0005885	XP_013618007.1, XP_013606621.1	Ag006G500530
OG0005886	XP_013593411.1, XP_013609920.1	Ag008G720250
OG0005887	XP_013611791.1, XP_013620946.1, XP_013595423.1	Ag008G721670
OG0005888	XP_013612740.1, XP_013599023.1	Ag008G723330
OG0005889	XP_013592952.1, XP_013612405.1, XP_013606823.1	Ag008G725030
OG0005890	XP_013618540.1	Ag008G725880
OG0005891	XP_013620975.1, XP_013613061.1	Ag008G727070
OG0005893	XP_013606466.1, XP_013628573.1	Ag008G728350
OG0005894	XP_013612450.1, XP_013615978.1	Ag008G706410
OG0005895	XP_013620095.1, XP_013610462.1	Ag008G706310
OG0005896	XP_013608267.1, XP_013626920.1	Ag008G706140
OG0005897	XP_013625606.1, XP_013619426.1, XP_013609677.1	Ag008G706070
OG0005898	XP_013629370.1, XP_013620504.1	Ag008G705890
OG0005899	XP_013638534.1, XP_013619069.1, XP_013626075.1	Ag005G474160
OG0005900	XP_013618211.1, XP_013612024.1, XP_013629089.1	Ag008G705410
OG0005901	XP_013602299.1, XP_013592085.1	Ag001G067040
OG0005902	XP_013591242.1, XP_013602377.1, XP_013593582.1	Ag001G061210
OG0005903	XP_013629102.1, XP_013604511.1, XP_013616735.1	Ag008G692240
OG0005904	XP_013614564.1, XP_013626169.1, XP_013615487.1, XP_013604542.1	Ag001G054980
OG0005905	XP_013628080.1	Ag002G145070
OG0005907	XP_013618708.1, XP_013590845.1	Ag004G350610
OG0005908	XP_013590725.1	Ag004G347370
OG0005909	XP_013591786.1	Ag004G342620
OG0005910	XP_013588729.1, XP_013616004.1	Ag007G594920, Ag003G241110
OG0005911	XP_013618379.1, XP_013590639.1, XP_013588420.1	Ag003G215180
OG0005912	XP_013595888.1, XP_013602521.1	Ag003G218200
OG0005913	XP_013619134.1, XP_013590637.1, XP_013588852.1	Ag003G220590
OG0005914	XP_013590224.1, XP_013614568.1, XP_013590466.1	Ag003G222160
OG0005915	XP_013588453.1, XP_013588123.1, XP_013616014.1	Ag003G227140
OG0005916	XP_013592293.1, XP_013616056.1	Ag003G228190
OG0005917	XP_013588574.1, XP_013616162.1, XP_013588446.1	Ag003G229770
OG0005918	XP_013583887.1, XP_013602925.1, XP_013603134.1	Ag004G326480
OG0005919	XP_013592243.1, XP_013615947.1	Ag003G213450
OG0005920	XP_013590172.1, XP_013615912.1	Ag003G213170
OG0005921	XP_013618704.1	Ag003G209810
OG0005922	XP_013618738.1	Ag007G653640, Ag003G208300
OG0005924	XP_013627414.1, XP_013611181.1, XP_013585182.1	Ag005G470390
OG0005925	XP_013603112.1, XP_013638502.1	Ag005G469800
OG0005926	XP_013626243.1	Ag005G468020
OG0005927	XP_013637870.1, XP_013614342.1, XP_013591055.1	Ag005G465390
OG0005928	XP_013583372.1, XP_013583975.1	Ag005G465140
OG0005929	XP_013592282.1, XP_013629794.1	Ag001G007020
OG0005930	XP_013592527.1	Ag001G008090
OG0005931	XP_013626516.1, XP_013584738.1, XP_013588061.1	Ag005G457530
OG0005932	XP_013589211.1, XP_013628782.1, XP_013614989.1	Ag005G454810
OG0005933	XP_013609772.1	Ag007G655380
OG0005935	XP_013638289.1, XP_013628309.1	Ag005G448140
OG0005936	XP_013598487.1	Ag005G446460
OG0005937	XP_013607949.1, XP_013638861.1	Ag005G443890, Ag005G442680
OG0005938	XP_013607851.1, XP_013587227.1	Ag005G438640, Ag005G438870
OG0005939	XP_013589598.1, XP_013584055.1	Ag005G438600
OG0005940	XP_013588470.1, XP_013585094.1, XP_013626244.1	Ag005G437740
OG0005941	XP_013595282.1, XP_013636641.1	Ag005G434330, Ag005G433470
OG0005942	XP_013598599.1, XP_013606710.1, XP_013621352.1	Ag005G432390
OG0005943	XP_013606666.1, XP_013598704.1, XP_013629380.1	Ag005G432300
OG0005944	XP_013610184.1, XP_013596624.1	Ag005G428760
OG0005946	XP_013638568.1, XP_013597525.1, XP_013622574.1, XP_013615080.1	Ag008G694090
OG0005947	XP_013595478.1, XP_013626362.1, XP_013606781.1	Ag005G419820
OG0005948	XP_013630764.1	Ag007G614330, Ag005G417690
OG0005949	XP_013625670.1	Ag005G413320, Ag005G412950
OG0005950	XP_013593214.1, XP_013623004.1, XP_013606719.1	Ag005G411180
OG0005951	XP_013596509.1, XP_013595801.1	Ag005G406770
OG0005952	XP_013609644.1, XP_013604301.1, XP_013615141.1	Ag005G405700
OG0005953	XP_013603492.1, XP_013614010.1	Ag005G402530
OG0005954	XP_013606386.1, XP_013593709.1, XP_013600548.1	Ag005G403020
OG0005955	XP_013629818.1, XP_013587839.1	Ag001G000870
OG0005956	XP_013592212.1, XP_013630762.1	Ag001G001310
OG0005957	XP_013626723.1, XP_013609538.1	Ag001G006100, Ag005G487760
OG0005958	XP_013587826.1, XP_013587790.1	Ag001G007180
OG0005959	XP_013591136.1, XP_013591105.1	Ag001G008030
OG0005960	XP_013600469.1	Ag001G024330
OG0005961	XP_013600010.1, XP_013586258.1	Ag001G024140
OG0005962	XP_013604108.1, XP_013590159.1	Ag001G027230
OG0005963	XP_013598865.1, XP_013604344.1	Ag001G031940
OG0005964	XP_013596942.1, XP_013631518.1	Ag001G068540
OG0005965	XP_013637388.1, XP_013601613.1	Ag001G065890
OG0005966	XP_013637260.1, XP_013600477.1	Ag001G076050
OG0005967	XP_013600502.1, XP_013635784.1	Ag001G080430
OG0005968	XP_013600532.1, XP_013614715.1	Ag001G081030, Ag005G410260
OG0005969	XP_013604008.1, XP_013591263.1, XP_013633701.1	Ag001G083180
OG0005970	XP_013636217.1, XP_013600356.1	Ag001G083560
OG0005971	XP_013591093.1, XP_013635716.1, XP_013603419.1	Ag001G084950
OG0005972	XP_013590710.1, XP_013603206.1	Ag001G084980
OG0005973	XP_013604334.1, XP_013592578.1	Ag001G089670
OG0005974	XP_013631816.1, XP_013599537.1, XP_013591130.1	Ag001G094330
OG0005975	XP_013601733.1	Ag001G095270, Ag001G095410
OG0005976	XP_013588788.1, XP_013637424.1, XP_013605682.1	Ag001G095070
OG0005977	XP_013592511.1	Ag007G622110, Ag001G098890
OG0005978	XP_013636071.1, XP_013605827.1	Ag001G099030
OG0005979	XP_013588713.1, XP_013626995.1	Ag001G011610
OG0005980	XP_013619962.1	Ag002G121770, Ag001G029200, Ag001G068490, Ag002G114130, Ag002G114180, Ag002G121880, Ag002G121860
OG0005981	XP_013618003.1, XP_013599861.1, XP_013599221.1	Ag001G067220
OG0005982	XP_013637179.1, XP_013603771.1, XP_013591268.1	Ag001G092080
OG0005983	XP_013610444.1, XP_013619624.1, XP_013596685.1	Ag002G113510
OG0005986	XP_013591351.1	Ag003G231670, Ag003G231730
OG0005987	XP_013602562.1, XP_013596390.1, XP_013588980.1	Ag003G253000
OG0005988	XP_013619710.1, XP_013628817.1, XP_013584854.1	Ag003G276480
OG0005989	XP_013601423.1, XP_013604091.1, XP_013639151.1	Ag004G310930, Ag004G309510
OG0005990	XP_013639253.1	Ag004G329590, Ag004G329560
OG0005991	XP_013596538.1	Ag004G330070
OG0005992	XP_013589921.1, XP_013590265.1, XP_013618580.1	Ag004G353590
OG0005993	XP_013589676.1, XP_013589678.1, XP_013591019.1	Ag004G379850, Ag004G396080, Ag004G391540
OG0005995	XP_013598370.1	Ag005G460290, Ag005G460280
OG0005996	XP_013622130.1, XP_013584373.1	Ag005G464780
OG0005997	XP_013628152.1, XP_013586544.1, XP_013585715.1	Ag005G472510
OG0005998	XP_013610800.1	Ag006G506540, Ag006G506680, Ag006G506610, Ag006G506420
OG0005999	XP_013632705.1, XP_013622443.1	Ag007G595680
OG0006000	XP_013620401.1	Ag007G616960
OG0006001	XP_013633204.1, XP_013632317.1, XP_013590368.1	Ag007G654170
OG0006002	XP_013606537.1	Ag008G732020
OG0006016	XP_013605451.1, XP_013598905.1	Ag003G255880
OG0006017	XP_013593853.1, XP_013607360.1	Ag005G407890
