Orthogroup	Brassica_oleracea	Cardamine_amara
OG0007149	XP_013595600.1, XP_013609293.1	evm.model.RL_4.1168
OG0007150	XP_013620798.1, XP_013615246.1, XP_013595352.1	evm.model.RL_4.1169
OG0007151	XP_013589592.1, XP_013591213.1, XP_013609126.1, XP_013596805.1	evm.model.RL_4.1226
OG0007152	XP_013596799.1, XP_013616479.1	evm.model.RL_4.1229
OG0007153	XP_013598286.1	evm.model.RL_4.1245
OG0007154	XP_013618288.1, XP_013598287.1	evm.model.RL_4.1246
OG0007155	XP_013595933.1, XP_013618954.1	evm.model.RL_4.1303
OG0007156	XP_013612963.1, XP_013593585.1	evm.model.RL_4.1323
OG0007157	XP_013608759.1, XP_013596670.1	evm.model.RL_4.1324
OG0007158	XP_013603538.1, XP_013622618.1	evm.model.RL_7.1497
OG0007159	XP_013611957.1, XP_013620526.1	evm.model.RL_4.1364
OG0007160	XP_013609082.1, XP_013595542.1	evm.model.RL_4.1373
OG0007161	XP_013597843.1, XP_013606327.1	evm.model.RL_4.1396
OG0007162	XP_013606328.1, XP_013597846.1	evm.model.RL_4.1397
OG0007163	XP_013596934.1, XP_013609454.1	evm.model.RL_8.2155
OG0007164	XP_013612979.1, XP_013598882.1	evm.model.RL_8.2161
OG0007165	XP_013618814.1, XP_013595689.1	evm.model.RL_8.2166
OG0007166	XP_013598291.1	evm.model.RL_8.2195
OG0007167	XP_013606298.1, XP_013598810.1	evm.model.RL_8.2229
OG0007168	XP_013627888.1, XP_013619810.1	evm.model.RL_8.2313
OG0007169	XP_013618915.1, XP_013626219.1	evm.model.RL_8.2321
OG0007170	XP_013609188.1, XP_013630255.1	evm.model.RL_8.2329
OG0007171	XP_013625359.1, XP_013609966.1	evm.model.RL_8.2347
OG0007172	XP_013604325.1	evm.model.RL_7.1578, evm.model.RL_7.1577
OG0007173	XP_013623556.1, XP_013609034.1	evm.model.RL_8.2371
OG0007174	XP_013612451.1, XP_013630628.1	evm.model.RL_8.1951
OG0007175	XP_013603273.1, XP_013596593.1	evm.model.RL_7.1296
OG0007176	XP_013603189.1, XP_013628809.1	evm.model.RL_7.1416
OG0007177	XP_013604913.1	evm.model.RL_7.1436
OG0007178	XP_013598170.1, XP_013604538.1	evm.model.RL_7.1564
OG0007179	XP_013620383.1	evm.model.RL_7.1585
OG0007180	XP_013628646.1	evm.model.RL_7.1620
OG0007181	XP_013628197.1	evm.model.RL_7.1675
OG0007182	XP_013619666.1	evm.model.RL_7.1765
OG0007183	XP_013606956.1	evm.model.RL_7.1836
OG0007184	XP_013631941.1, XP_013616602.1	evm.model.RL_7.1844
OG0007185	XP_013614106.1, XP_013630536.1	evm.model.RL_7.1917
OG0007186	XP_013626854.1, XP_013626798.1	evm.model.RL_7.1971
OG0007187	XP_013621678.1, XP_013592469.1	evm.model.RL_3.1123
OG0007188	XP_013588328.1, XP_013590452.1	evm.model.RL_3.1118
OG0007189	XP_013637451.1	evm.model.RL_7.225
OG0007190	XP_013627838.1	evm.model.RL_3.1302
OG0007191	XP_013614645.1, XP_013588505.1	evm.model.RL_3.1322
OG0007192	XP_013588706.1, XP_013588756.1	evm.model.RL_3.1345
OG0007193	XP_013589551.1, XP_013619602.1, XP_013591083.1	evm.model.RL_3.1198
OG0007194	XP_013615896.1	evm.model.RL_3.1383
OG0007195	XP_013615895.1, XP_013590110.1	evm.model.RL_3.1384
OG0007196	XP_013591016.1, XP_013619392.1, XP_013590545.1	evm.model.RL_3.1393
OG0007197	XP_013590130.1, XP_013590726.1	evm.model.RL_3.1481, evm.model.RL_3.1471
OG0007198	XP_013590514.1, XP_013590457.1, XP_013618746.1	evm.model.RL_3.1496
OG0007199	XP_013591627.1, XP_013620450.1	evm.model.RL_3.1504
OG0007200	XP_013593513.1	evm.model.RL_3.1526, evm.model.RL_3.1525
OG0007201	XP_013589845.1	evm.model.RL_3.1570
OG0007202	XP_013588728.1, XP_013616003.1	evm.model.RL_3.1589
OG0007203	XP_013621379.1, XP_013623433.1, XP_013610464.1	evm.model.RL_4.1663
OG0007204	XP_013620874.1	evm.model.RL_3.2230
OG0007205	XP_013590163.1, XP_013616521.1	evm.model.RL_3.2170
OG0007207	XP_013618524.1, XP_013590249.1	evm.model.RL_3.2137
OG0007208	XP_013588038.1, XP_013592818.1	evm.model.RL_3.2129
OG0007209	XP_013620253.1, XP_013589460.1	evm.model.RL_3.2083
OG0007210	XP_013619595.1, XP_013588851.1	evm.model.RL_3.2053
OG0007211	XP_013590923.1, XP_013590569.1	evm.model.RL_3.2038
OG0007212	XP_013591846.1, XP_013619590.1	evm.model.RL_3.2019
OG0007213	XP_013621243.1, XP_013588159.1	evm.model.RL_3.1985
OG0007214	XP_013616458.1, XP_013592738.1	evm.model.RL_3.1982
OG0007215	XP_013592294.1, XP_013588412.1	evm.model.RL_3.1910.1.687c84bd
OG0007216	XP_013591658.1, XP_013616410.1, XP_013589736.1	evm.model.RL_3.1904
OG0007217	XP_013619062.1, XP_013589742.1	evm.model.RL_3.1897
OG0007218	XP_013592714.1, XP_013589732.1	evm.model.RL_3.1894
OG0007219	XP_013620980.1, XP_013591812.1	evm.model.RL_3.1863
OG0007220	XP_013592431.1, XP_013588278.1	evm.model.RL_3.1784
OG0007221	XP_013590296.1, XP_013613910.1	evm.model.RL_3.1726
OG0007222	XP_013633120.1, XP_013615076.1, XP_013632355.1, XP_013635856.1	evm.model.RL_6.1225
OG0007223	XP_013591673.1, XP_013588771.1	evm.model.RL_3.1670
OG0007224	XP_013620456.1, XP_013591610.1	evm.model.RL_3.1632
OG0007225	XP_013592836.1, XP_013618106.1	evm.model.RL_3.2235, evm.model.RL_5.1889
OG0007226	XP_013592612.1, XP_013619025.1	evm.model.RL_3.2266
OG0007227	XP_013638074.1, XP_013590421.1	evm.model.RL_1.961
OG0007228	XP_013591306.1, XP_013591156.1	evm.model.RL_3.2331
OG0007229	XP_013592656.1, XP_013592498.1	evm.model.RL_3.2339
OG0007230	XP_013591701.1, XP_013620448.1	evm.model.RL_3.2361
OG0007231	XP_013585954.1	evm.model.RL_7.1886
OG0007232	XP_013587980.1	evm.model.RL_3.2471
OG0007233	XP_013621398.1, XP_013588654.1	evm.model.RL_3.2389
OG0007234	XP_013588131.1, XP_013588631.1	evm.model.RL_3.2394
OG0007235	XP_013588622.1, XP_013628060.1, XP_013590397.1	evm.model.RL_3.2402
OG0007237	XP_013602005.1, XP_013604530.1	evm.model.RL_5.1430
OG0007238	XP_013621565.1	evm.model.RL_3.2450
OG0007239	XP_013588128.1	evm.model.RL_3.2454
OG0007240	XP_013628244.1, XP_013638803.1	evm.model.RL_1.1200, evm.model.RL_1.1294
OG0007241	XP_013611102.1, XP_013623193.1	evm.model.RL_1.1205
OG0007242	XP_013624362.1	evm.model.RL_1.1268
OG0007243	XP_013620690.1, XP_013638908.1	evm.model.RL_1.1288
OG0007244	XP_013593301.1, XP_013585108.1	evm.model.RL_1.1300
OG0007245	XP_013625309.1, XP_013585112.1	evm.model.RL_1.1338
OG0007246	XP_013635422.1, XP_013586610.1	evm.model.RL_1.1343
OG0007247	XP_013622621.1, XP_013586088.1	evm.model.RL_1.1383
OG0007248	XP_013627477.1, XP_013585035.1	evm.model.RL_1.1463
OG0007249	XP_013637924.1, XP_013592115.1	evm.model.RL_1.1478
OG0007250	XP_013638339.1, XP_013619295.1	evm.model.RL_1.1483
OG0007251	XP_013610032.1, XP_013584556.1	evm.model.RL_1.1500
OG0007252	XP_013622801.1, XP_013587674.1	evm.model.RL_1.1505
OG0007253	XP_013609852.1	evm.model.RL_1.1527
OG0007254	XP_013633307.1, XP_013587000.1	evm.model.RL_1.1528.1.687c87ed
OG0007255	XP_013584312.1, XP_013619517.1	evm.model.RL_1.1537
OG0007256	XP_013617085.1, XP_013586917.1	evm.model.RL_1.1543
OG0007257	XP_013587552.1	evm.model.RL_1.1745
OG0007258	XP_013585554.1, XP_013623683.1	evm.model.RL_1.1632
OG0007259	XP_013609422.1, XP_013586853.1	evm.model.RL_1.1644
OG0007260	XP_013613845.1, XP_013633065.1, XP_013583294.1	evm.model.RL_1.1668
OG0007261	XP_013637266.1, XP_013637740.1	evm.model.RL_1.1696
OG0007262	XP_013637726.1, XP_013584617.1	evm.model.RL_1.1698
OG0007264	XP_013615447.1, XP_013615267.1	evm.model.RL_4.1042
OG0007265	XP_013635879.1, XP_013583266.1, XP_013583977.1	evm.model.RL_1.1728
OG0007266	XP_013638126.1, XP_013608634.1	evm.model.RL_1.1758
OG0007267	XP_013602074.1, XP_013638707.1	evm.model.RL_1.1787
OG0007268	XP_013637683.1, XP_013637565.1	evm.model.RL_1.1798
OG0007269	XP_013638881.1, XP_013626462.1	evm.model.RL_1.1832
OG0007270	XP_013637872.1, XP_013625473.1	evm.model.RL_1.1840
OG0007271	XP_013608451.1, XP_013587306.1	evm.model.RL_1.1846
OG0007272	XP_013628995.1, XP_013586501.1	evm.model.RL_1.1852
OG0007273	XP_013608380.1, XP_013587494.1, XP_013627317.1	evm.model.RL_1.1875
OG0007274	XP_013614427.1, XP_013611277.1	evm.model.RL_1.1918
OG0007275	XP_013585988.1, XP_013630618.1	evm.model.RL_1.1941
OG0007276	XP_013623212.1, XP_013638395.1	evm.model.RL_1.2014
OG0007277	XP_013607942.1, XP_013638229.1	evm.model.RL_1.2040
OG0007278	XP_013584095.1, XP_013583854.1	evm.model.RL_1.2079
OG0007279	XP_013587123.1, XP_013583934.1	evm.model.RL_1.2063
OG0007280	XP_013638068.1, XP_013625853.1	evm.model.RL_1.2061
OG0007281	XP_013584279.1, XP_013627418.1	evm.model.RL_1.2054
OG0007282	XP_013584546.1, XP_013584736.1	evm.model.RL_1.2124
OG0007283	XP_013607599.1, XP_013586359.1	evm.model.RL_1.2127
OG0007284	XP_013623118.1, XP_013583598.1	evm.model.RL_1.2139
OG0007285	XP_013625739.1, XP_013583584.1	evm.model.RL_1.2140
OG0007286	XP_013630067.1, XP_013638715.1, XP_013638464.1	evm.model.RL_1.2156
OG0007287	XP_013589284.1	evm.model.RL_1.2168
OG0007288	XP_013609362.1, XP_013583754.1	evm.model.RL_1.2172
OG0007289	XP_013596709.1, XP_013590294.1	evm.model.RL_1.2262
OG0007290	XP_013593660.1, XP_013606771.1	evm.model.RL_1.2271
OG0007291	XP_013598769.1, XP_013606721.1	evm.model.RL_1.2277
OG0007292	XP_013630198.1, XP_013597433.1	evm.model.RL_1.2301
OG0007293	XP_013598338.1	evm.model.RL_1.2311
OG0007294	XP_013592959.1	evm.model.RL_1.2336
OG0007295	XP_013593227.1, XP_013630574.1	evm.model.RL_1.2350
OG0007296	XP_013612958.1, XP_013622533.1	evm.model.RL_1.2597
OG0007297	XP_013633748.1	evm.model.RL_6.925
OG0007298	XP_013622308.1, XP_013606256.1	evm.model.RL_1.2591.1.687c87f0
OG0007299	XP_013593597.1, XP_013607184.1	evm.model.RL_1.2737
OG0007301	XP_013623132.1, XP_013593789.1	evm.model.RL_1.2889
OG0007302	XP_013625570.1, XP_013595898.1	evm.model.RL_1.2913
OG0007303	XP_013625373.1, XP_013593176.1	evm.model.RL_1.2953
OG0007305	XP_013609131.1, XP_013614943.1, XP_013626490.1	evm.model.RL_1.3071
OG0007306	XP_013606372.1, XP_013615456.1	evm.model.RL_1.3108
OG0007307	XP_013604300.1, XP_013615142.1	evm.model.RL_1.3140
OG0007308	XP_013608607.1, XP_013593105.1	evm.model.RL_1.3218
OG0007309	XP_013617148.1, XP_013586038.1	evm.model.RL_1.1165
OG0007310	XP_013627960.1, XP_013588326.1	evm.model.RL_5.3937
OG0007311	XP_013590341.1, XP_013590137.1	evm.model.RL_5.3914
OG0007312	XP_013588107.1, XP_013590205.1	evm.model.RL_5.3903
OG0007313	XP_013592700.1, XP_013588134.1	evm.model.RL_5.3845
OG0007314	XP_013590748.1, XP_013590860.1	evm.model.RL_5.3720
OG0007315	XP_013592400.1, XP_013592582.1	evm.model.RL_5.1864
OG0007316	XP_013621760.1, XP_013592012.1	evm.model.RL_5.1871.1.687c88b7
OG0007317	XP_013592902.1, XP_013591951.1	evm.model.RL_5.1898
OG0007318	XP_013588325.1, XP_013590865.1	evm.model.RL_5.1913
OG0007319	XP_013628374.1, XP_013589852.1	evm.model.RL_5.2030
OG0007320	XP_013583880.1, XP_013614205.1	evm.model.RL_5.2088
OG0007321	XP_013613775.1, XP_013602984.1	evm.model.RL_5.2139
OG0007322	XP_013592627.1, XP_013637895.1	evm.model.RL_5.2124
OG0007323	XP_013585914.1, XP_013604277.1	evm.model.RL_5.2171
OG0007324	XP_013604738.1, XP_013587899.1, XP_013590212.1	evm.model.RL_5.2186
OG0007325	XP_013589892.1	evm.model.RL_5.2219
OG0007326	XP_013596793.1	evm.model.RL_2.1171
OG0007327	XP_013593284.1, XP_013604339.1	evm.model.RL_2.1167
OG0007329	XP_013628268.1, XP_013628261.1, XP_013615393.1, XP_013637172.1	evm.model.RL_6.1571
OG0007330	XP_013629409.1, XP_013636258.1, XP_013636437.1	evm.model.RL_6.1569
OG0007331	XP_013598320.1, XP_013614178.1, XP_013599560.1	evm.model.RL_7.1182
OG0007332	XP_013602936.1, XP_013636098.1	evm.model.RL_7.1179
OG0007333	XP_013603470.1, XP_013636222.1	evm.model.RL_7.1151
OG0007334	XP_013631571.1	evm.model.RL_7.1136
OG0007335	XP_013637314.1, XP_013593998.1	evm.model.RL_7.1135
OG0007337	XP_013608796.1, XP_013604397.1	evm.model.RL_7.1207
OG0007338	XP_013593921.1, XP_013603056.1	evm.model.RL_7.1219
OG0007339	XP_013637247.1, XP_013605659.1	evm.model.RL_7.939
OG0007340	XP_013631821.1, XP_013631281.1	evm.model.RL_7.917, evm.model.RL_7.920
OG0007341	XP_013605310.1, XP_013592874.1	evm.model.RL_7.887
OG0007342	XP_013635449.1, XP_013602480.1	evm.model.RL_7.815_evm.model.RL_7.816
OG0007343	XP_013628456.1, XP_013601256.1	evm.model.RL_2.2760
OG0007344	XP_013637554.1	evm.model.RL_7.778
OG0007345	XP_013633773.1, XP_013601986.1	evm.model.RL_7.720
OG0007346	XP_013587795.1, XP_013605050.1, XP_013631588.1	evm.model.RL_7.681
OG0007347	XP_013602328.1, XP_013633660.1	evm.model.RL_7.495
OG0007348	XP_013600058.1, XP_013590012.1	evm.model.RL_7.493
OG0007349	XP_013600528.1	evm.model.RL_2.986
OG0007350	XP_013604900.1, XP_013631556.1, XP_013592259.1	evm.model.RL_7.304
OG0007351	XP_013634135.1, XP_013603429.1	evm.model.RL_7.295
OG0007352	XP_013636667.1, XP_013605889.1	evm.model.RL_7.237
OG0007353	XP_013631362.1, XP_013605925.1	evm.model.RL_7.166
OG0007354	XP_013604603.1, XP_013588097.1	evm.model.RL_7.153
OG0007355	XP_013602528.1, XP_013631282.1	evm.model.RL_7.44
OG0007356	XP_013626551.1, XP_013590689.1	evm.model.RL_5.3703
OG0007357	XP_013623292.1, XP_013637548.1	evm.model.RL_6.2008
OG0007360	XP_013632223.1, XP_013604102.1, XP_013590396.1	evm.model.RL_7.147
OG0007361	XP_013608873.1, XP_013613824.1, XP_013599068.1	evm.model.RL_4.12
OG0007363	XP_013635232.1, XP_013635275.1	evm.model.RL_6.1528
OG0007364	XP_013633372.1	evm.model.RL_6.1546
OG0007365	XP_013632140.1, XP_013635933.1	evm.model.RL_6.1580
OG0007366	XP_013625261.1	evm.model.RL_6.2856, evm.model.RL_6.2859
OG0007367	XP_013617171.1, XP_013637767.1	evm.model.RL_1.2258
OG0007368	XP_013619541.1, XP_013589800.1	evm.model.RL_3.1950
OG0007370	XP_013596917.1, XP_013593437.1	evm.model.RL_2.2715
OG0007371	XP_013597705.1	evm.model.RL_2.3145
OG0007372	XP_013601892.1, XP_013604694.1	evm.model.RL_5.297, evm.model.RL_6.507
OG0007373	XP_013602841.1, XP_013613828.1	evm.model.RL_5.1097
OG0007374	XP_013584337.1, XP_013619950.1	evm.model.RL_1.1688
OG0007375	XP_013598195.1	evm.model.RL_4.2392
OG0007375	XP_013605432.1	evm.model.RL_6.786
OG0007376	XP_013617217.1, XP_013638996.1	evm.model.RL_1.1519
OG0007380	XP_013607509.1	evm.model.RL_2.1693
OG0007381	XP_013597115.1	evm.model.RL_2.1452
OG0007382	XP_013589836.1	evm.model.RL_2.1372
OG0007383	XP_013622149.1	evm.model.RL_2.1792, evm.model.RL_6.1525
OG0007384	XP_013627366.1, XP_013626848.1	evm.model.RL_6.826
OG0007385	XP_013616481.1, XP_013630815.1	evm.model.RL_4.1936
OG0007387	XP_013612107.1	evm.model.RL_8.1722
OG0007388	XP_013629069.1, XP_013618972.1, XP_013608581.1	evm.model.RL_8.1807
OG0007390	XP_013621448.1	evm.model.RL_8.2191
OG0007393	XP_013594352.1	evm.model.RL_1.3039
OG0007394	XP_013636774.1	evm.model.RL_5.2728, evm.model.RL_5.2727, evm.model.RL_6.154
OG0007396	XP_013607772.1, XP_013606959.1, XP_013621327.1, XP_013627393.1	evm.model.RL_7.2496
OG0007400	XP_013619752.1, XP_013609473.1, XP_013627657.1	evm.model.RL_8.1300
OG0007413	XP_013615832.1, XP_013594109.1	evm.model.RL_2.2337
OG0007414	XP_013592887.1	evm.model.RL_2.2365
OG0007415	XP_013609952.1, XP_013596215.1	evm.model.RL_2.2367
OG0007416	XP_013636513.1, XP_013595377.1	evm.model.RL_2.2382
OG0007417	XP_013603028.1, XP_013622153.1, XP_013638369.1	evm.model.RL_2.2392
OG0007420	XP_013609777.1, XP_013611141.1	evm.model.RL_2.2490
OG0007421	XP_013596482.1, XP_013629159.1	evm.model.RL_2.2503
OG0007422	XP_013625493.1, XP_013595856.1	evm.model.RL_2.2522
OG0007423	XP_013594669.1, XP_013593026.1	evm.model.RL_2.2526
OG0007425	XP_013599031.1, XP_013602422.1	evm.model.RL_2.2572
OG0007426	XP_013593103.1, XP_013611659.1	evm.model.RL_2.2620
OG0007427	XP_013626685.1, XP_013636985.1	evm.model.RL_2.2635
OG0007428	XP_013596811.1, XP_013627592.1	evm.model.RL_2.2650
OG0007429	XP_013611317.1, XP_013622233.1	evm.model.RL_2.2654
OG0007430	XP_013595646.1, XP_013626375.1	evm.model.RL_2.2662
OG0007431	XP_013630327.1, XP_013608155.1	evm.model.RL_2.2629, evm.model.RL_2.2665
OG0007432	XP_013598973.1, XP_013583703.1	evm.model.RL_2.2683
OG0007433	XP_013612254.1, XP_013585437.1	evm.model.RL_2.2312
OG0007434	XP_013596746.1, XP_013614216.1	evm.model.RL_2.2727
OG0007435	XP_013616422.1, XP_013614690.1, XP_013600266.1	evm.model.RL_2.2728, evm.model.RL_2.2646, evm.model.RL_2.2644
OG0007436	XP_013595854.1, XP_013602058.1	evm.model.RL_2.2731
OG0007437	XP_013596750.1, XP_013585967.1	evm.model.RL_2.2733
OG0007438	XP_013612218.1	evm.model.RL_2.2740
OG0007439	XP_013627862.1, XP_013591793.1	evm.model.RL_2.2767
OG0007440	XP_013613181.1	evm.model.RL_2.2787
OG0007441	XP_013629712.1	evm.model.RL_2.2836
OG0007442	XP_013594076.1, XP_013638771.1	evm.model.RL_2.2827
OG0007443	XP_013591863.1, XP_013627476.1	evm.model.RL_2.2854
OG0007444	XP_013639407.1, XP_013595751.1	evm.model.RL_2.2853
OG0007445	XP_013595625.1, XP_013596638.1	evm.model.RL_2.2892
OG0007446	XP_013583565.1, XP_013598754.1	evm.model.RL_2.2944
OG0007448	XP_013595398.1, XP_013621867.1	evm.model.RL_2.2920
OG0007449	XP_013615841.1	evm.model.RL_2.2918
OG0007451	XP_013587878.1	evm.model.RL_2.2969
OG0007452	XP_013597697.1, XP_013622735.1	evm.model.RL_2.2974
OG0007453	XP_013595500.1, XP_013602336.1	evm.model.RL_2.2983
OG0007454	XP_013602263.1, XP_013622766.1	evm.model.RL_2.2985
OG0007455	XP_013589112.1	evm.model.RL_2.3001
OG0007456	XP_013597119.1, XP_013587746.1	evm.model.RL_2.3020
OG0007457	XP_013587484.1, XP_013593296.1	evm.model.RL_5.2824
OG0007458	XP_013586715.1, XP_013604876.1	evm.model.RL_5.2797.4.687c88bd
OG0007459	XP_013604878.1, XP_013584070.1	evm.model.RL_5.2795.1.687c88bd
OG0007460	XP_013586629.1, XP_013586984.1	evm.model.RL_5.2764.1.687c88bd
OG0007461	XP_013583958.1	evm.model.RL_5.2748
OG0007462	XP_013602905.1	evm.model.RL_5.2743
OG0007463	XP_013586275.1, XP_013586232.1	evm.model.RL_5.2737
OG0007464	XP_013600048.1, XP_013607634.1	evm.model.RL_2.1242
OG0007465	XP_013592285.1, XP_013605551.1	evm.model.RL_2.1220
OG0007466	XP_013596296.1, XP_013602409.1	evm.model.RL_2.1196
OG0007467	XP_013604378.1	evm.model.RL_2.1185
OG0007468	XP_013625959.1, XP_013606304.1	evm.model.RL_3.771.1.687c84bb
OG0007469	XP_013606107.1, XP_013612608.1	evm.model.RL_3.748.2.687c84bb
OG0007470	XP_013601672.1, XP_013605216.1	evm.model.RL_2.1076
OG0007471	XP_013635060.1, XP_013612961.1	evm.model.RL_3.658
OG0007473	XP_013611047.1, XP_013605075.1	evm.model.RL_3.567
OG0007474	XP_013613190.1	evm.model.RL_3.535
OG0007475	XP_013623245.1	evm.model.RL_3.411
OG0007476	XP_013606087.1, XP_013636647.1	evm.model.RL_3.363
OG0007477	XP_013601926.1, XP_013583496.1	evm.model.RL_5.976
OG0007478	XP_013595005.1, XP_013595105.1, XP_013634326.1	evm.model.RL_3.332
OG0007479	XP_013635550.1, XP_013594477.1, XP_013616865.1	evm.model.RL_3.317
OG0007480	XP_013634929.1, XP_013590813.1	evm.model.RL_3.313
OG0007481	XP_013620714.1, XP_013598124.1	evm.model.RL_5.7
OG0007482	XP_013594258.1	evm.model.RL_7.2666
OG0007483	XP_013595268.1, XP_013619291.1	evm.model.RL_7.2675
OG0007484	XP_013620596.1, XP_013597833.1	evm.model.RL_7.2639
OG0007485	XP_013604736.1, XP_013586371.1	evm.model.RL_5.1325
OG0007486	XP_013621461.1, XP_013599420.1	evm.model.RL_7.2565
OG0007487	XP_013594068.1, XP_013612000.1	evm.model.RL_7.2553.2.687c84bd
OG0007488	XP_013597731.1, XP_013609687.1	evm.model.RL_7.2544
OG0007489	XP_013596079.1, XP_013616663.1, XP_013616172.1	evm.model.RL_7.2526
OG0007490	XP_013606519.1, XP_013618269.1	evm.model.RL_7.2514
OG0007492	XP_013619495.1	evm.model.RL_7.2461
OG0007493	XP_013609905.1, XP_013596362.1	evm.model.RL_7.2442
OG0007494	XP_013597254.1, XP_013619368.1	evm.model.RL_7.2428
OG0007495	XP_013593486.1, XP_013606331.1	evm.model.RL_7.2384
OG0007496	XP_013597548.1, XP_013613376.1	evm.model.RL_7.2379
OG0007497	XP_013597284.1, XP_013613409.1	evm.model.RL_7.2347
OG0007498	XP_013613375.1, XP_013609039.1	evm.model.RL_7.2334
OG0007499	XP_013593645.1, XP_013611941.1	evm.model.RL_7.2326
OG0007500	XP_013632283.1, XP_013590300.1	evm.model.RL_2.93
OG0007500	XP_013618568.1, XP_013615127.1, XP_013595548.1	evm.model.RL_7.2322
OG0007501	XP_013615984.1, XP_013599378.1	evm.model.RL_7.2308
OG0007502	XP_013599376.1, XP_013615983.1	evm.model.RL_7.2307
OG0007503	XP_013595964.1, XP_013618662.1	evm.model.RL_7.2280
OG0007504	XP_013620361.1, XP_013597692.1	evm.model.RL_7.2247
OG0007505	XP_013618448.1	evm.model.RL_7.2115.2.687c84bb
OG0007506	XP_013593750.1, XP_013607090.1	evm.model.RL_7.2108
OG0007508	XP_013599307.1, XP_013615777.1, XP_013620370.1, XP_013613305.1, XP_013615767.1	evm.model.RL_7.2075
OG0007509	XP_013596925.1, XP_013619539.1, XP_013609592.1	evm.model.RL_7.2045
OG0007510	XP_013621011.1, XP_013591508.1	evm.model.RL_3.1097
OG0007511	XP_013613517.1, XP_013588536.1	evm.model.RL_3.1081
OG0007512	XP_013618944.1, XP_013590691.1	evm.model.RL_3.1049
OG0007513	XP_013616138.1	evm.model.RL_3.993
OG0007514	XP_013614779.1, XP_013591289.1	evm.model.RL_3.989
OG0007515	XP_013616340.1, XP_013588084.1	evm.model.RL_3.960
OG0007516	XP_013590131.1, XP_013618256.1	evm.model.RL_3.914
OG0007517	XP_013606749.1, XP_013630677.1	evm.model.RL_4.1864
OG0007518	XP_013610121.1, XP_013610036.1	evm.model.RL_3.20
OG0007519	XP_013592730.1, XP_013629644.1	evm.model.RL_5.3894
OG0007520	XP_013611718.1, XP_013612333.1	evm.model.RL_3.70
OG0007521	XP_013606273.1, XP_013606797.1	evm.model.RL_3.89
OG0007522	XP_013606936.1, XP_013609174.1	evm.model.RL_3.132
OG0007523	XP_013613896.1	evm.model.RL_3.165
OG0007524	XP_013613902.1	evm.model.RL_3.167
OG0007525	XP_013613894.1, XP_013608699.1	evm.model.RL_3.180
OG0007526	XP_013612230.1, XP_013612070.1	evm.model.RL_3.187
OG0007527	XP_013610475.1, XP_013635339.1, XP_013610181.1	evm.model.RL_3.244
OG0007528	XP_013609235.1, XP_013633943.1	evm.model.RL_3.253
OG0007529	XP_013637406.1, XP_013611428.1	evm.model.RL_3.262
OG0007530	XP_013609511.1, XP_013629411.1	evm.model.RL_1.1162
OG0007531	XP_013587733.1, XP_013590827.1	evm.model.RL_1.1160
OG0007532	XP_013630256.1, XP_013604840.1	evm.model.RL_1.1159
OG0007533	XP_013583996.1	evm.model.RL_1.1149
OG0007534	XP_013595926.1, XP_013601138.1	evm.model.RL_2.2314
OG0007535	XP_013586555.1, XP_013596339.1	evm.model.RL_2.2097
OG0007536	XP_013598491.1, XP_013614961.1	evm.model.RL_2.2113
OG0007537	XP_013596493.1, XP_013585355.1	evm.model.RL_2.2122
OG0007538	XP_013631048.1, XP_013631342.1	evm.model.RL_6.2210
OG0007540	XP_013636898.1, XP_013628906.1	evm.model.RL_6.2196
OG0007541	XP_013587363.1, XP_013625744.1	evm.model.RL_1.824
OG0007542	XP_013629773.1, XP_013586892.1	evm.model.RL_1.825
OG0007543	XP_013625336.1, XP_013595546.1, XP_013620259.1, XP_013615811.1	evm.model.RL_1.830
OG0007544	XP_013615165.1, XP_013596315.1	evm.model.RL_1.858
OG0007545	XP_013613220.1, XP_013587178.1	evm.model.RL_1.862
OG0007546	XP_013635597.1, XP_013637710.1	evm.model.RL_1.884
OG0007547	XP_013638386.1, XP_013594777.1	evm.model.RL_1.893.1.687c87eb
OG0007548	XP_013611348.1, XP_013629528.1	evm.model.RL_4.3158
OG0007549	XP_013583561.1, XP_013622550.1	evm.model.RL_1.911
OG0007550	XP_013583560.1, XP_013586632.1	evm.model.RL_1.919, evm.model.RL_1.871
OG0007551	XP_013583658.1, XP_013614951.1	evm.model.RL_1.941
OG0007552	XP_013586554.1, XP_013616078.1	evm.model.RL_1.959
OG0007554	XP_013587518.1, XP_013614510.1	evm.model.RL_1.988
OG0007555	XP_013584366.1	evm.model.RL_1.1027
OG0007556	XP_013622117.1, XP_013583693.1	evm.model.RL_1.1034.1.687c87ec
OG0007557	XP_013617403.1, XP_013587090.1	evm.model.RL_1.1047
OG0007558	XP_013583956.1	evm.model.RL_1.1059
OG0007559	XP_013628144.1, XP_013585714.1	evm.model.RL_1.1068
OG0007560	XP_013583612.1, XP_013585085.1	evm.model.RL_1.1080
OG0007561	XP_013625392.1, XP_013637659.1	evm.model.RL_1.1084
OG0007562	XP_013628470.1, XP_013638397.1	evm.model.RL_1.1091
OG0007563	XP_013597500.1, XP_013604060.1, XP_013601385.1	evm.model.RL_2.2320.1.687c86e5
OG0007564	XP_013586816.1, XP_013622747.1	evm.model.RL_1.1105
OG0007565	XP_013586814.1, XP_013622230.1	evm.model.RL_1.1106
OG0007566	XP_013585594.1, XP_013584750.1	evm.model.RL_1.1110
