Orthogroup	Brassica_oleracea	Odontarrhena_muralis
OG0005452	XP_013611145.1, XP_013628189.1	Om007G298620
OG0005453	XP_013606692.1, XP_013616379.1, XP_013629405.1	Om007G298140
OG0005454	XP_013619234.1, XP_013607133.1	Om007G297180
OG0005455	XP_013619916.1, XP_013623821.1, XP_013610506.1	Om007G296810
OG0005456	XP_013613164.1	Om007G296530
OG0005457	XP_013622740.1, XP_013606885.1	Om007G295860
OG0005458	XP_013608681.1	Om007G294600
OG0005459	XP_013618207.1, XP_013608823.1, XP_013594985.1	Om007G293720
OG0005460	XP_013620040.1	Om007G302620
OG0005461	XP_013609519.1, XP_013597870.1	Om007G305900, Om009G363030
OG0005462	XP_013626807.1, XP_013609552.1, XP_013619399.1	Om004G169890
OG0005463	XP_013629575.1, XP_013607328.1	Om004G170540
OG0005464	XP_013607127.1, XP_013625499.1	Om004G171580
OG0005465	XP_013625740.1, XP_013616362.1, XP_013612810.1	Om004G172010
OG0005466	XP_013618509.1, XP_013611015.1, XP_013626903.1	Om004G172410
OG0005467	XP_013619241.1, XP_013611471.1, XP_013622270.1	Om004G172550
OG0005468	XP_013619170.1, XP_013622995.1	Om004G172570
OG0005469	XP_013626314.1, XP_013618712.1	Om004G172840
OG0005470	XP_013616442.1	Om006G240450
OG0005471	XP_013611610.1, XP_013628677.1	Om006G236030
OG0005472	XP_013618730.1	Om006G236020
OG0005473	XP_013621973.1, XP_013633790.1, XP_013616081.1	Om006G235880
OG0005474	XP_013625531.1, XP_013616549.1	Om002G069210, Om008G335520
OG0005475	XP_013629332.1, XP_013611021.1, XP_013620421.1	Om006G247850
OG0005476	XP_013602981.1, XP_013584834.1	Om006G258030
OG0005477	XP_013630672.1	Om006G235160
OG0005478	XP_013629256.1	Om006G266150, Om006G247250
OG0005479	XP_013625523.1	Om006G268110
OG0005480	XP_013618250.1, XP_013625435.1, XP_013611341.1	Om006G241690
OG0005481	XP_013591780.1, XP_013614887.1, XP_013592600.1	Om005G212010
OG0005482	XP_013586192.1, XP_013628766.1, XP_013620962.1	Om002G049810
OG0005484	XP_013590611.1, XP_013618402.1, XP_013589861.1	Om005G210600
OG0005485	XP_013616492.1, XP_013588690.1, XP_013588933.1	Om005G209570
OG0005486	XP_013590772.1, XP_013618407.1, XP_013589904.1	Om005G209200
OG0005487	XP_013589919.1, XP_013618179.1	Om005G207210
OG0005488	XP_013615156.1, XP_013592054.1, XP_013587854.1	Om005G206730
OG0005489	XP_013619231.1, XP_013591051.1, XP_013590486.1	Om005G206130
OG0005490	XP_013620074.1, XP_013589988.1, XP_013588723.1	Om004G133670
OG0005491	XP_013592077.1, XP_013615608.1, XP_013592608.1	Om004G133950
OG0005492	XP_013590424.1, XP_013618731.1	Om004G135560
OG0005493	XP_013602660.1, XP_013639170.1	Om005G203060
OG0005494	XP_013587869.1, XP_013591919.1	Om004G136760
OG0005495	XP_013618299.1, XP_013588404.1, XP_013588373.1	Om004G138280
OG0005496	XP_013590975.1, XP_013619713.1, XP_013592342.1	Om004G138210
OG0005497	XP_013592560.1, XP_013620984.1, XP_013592586.1	Om004G138010
OG0005498	XP_013620550.1, XP_013588041.1, XP_013619700.1	Om004G139770
OG0005499	XP_013588110.1, XP_013589485.1, XP_013592907.1	Om004G139790
OG0005500	XP_013588512.1, XP_013616210.1	Om004G140330
OG0005501	XP_013596946.1, XP_013610487.1	Om001G037390, Om006G240160
OG0005502	XP_013588113.1, XP_013591674.1	Om004G142110
OG0005503	XP_013589663.1, XP_013589514.1	Om004G142670
OG0005504	XP_013618834.1, XP_013590556.1	Om004G133210
OG0005505	XP_013588435.1, XP_013621652.1, XP_013587997.1	Om004G131160
OG0005506	XP_013591247.1, XP_013615980.1	Om004G130790
OG0005507	XP_013591639.1, XP_013620330.1, XP_013587777.1	Om004G130390
OG0005508	XP_013628745.1, XP_013611295.1, XP_013587324.1	Om002G056600
OG0005509	XP_013607886.1, XP_013626514.1, XP_013583701.1	Om002G057400
OG0005510	XP_013587208.1, XP_013616186.1, XP_013630036.1	Om002G060180
OG0005511	XP_013585878.1, XP_013629262.1	Om002G060700
OG0005512	XP_013606065.1, XP_013618443.1	Om002G060780
OG0005513	XP_013584425.1	Om003G110240
OG0005514	XP_013584698.1, XP_013627142.1, XP_013584422.1	Om002G062630
OG0005515	XP_013586358.1	Om002G062710
OG0005516	XP_013593423.1, XP_013604341.1	Om003G100790
OG0005517	XP_013626929.1, XP_013636727.1, XP_013583811.1	Om002G063520
OG0005518	XP_013628753.1	Om002G064100
OG0005519	XP_013586987.1, XP_013608848.1, XP_013608785.1	Om002G065090
OG0005520	XP_013626064.1, XP_013638042.1, XP_013639712.1	Om002G065780
OG0005521	XP_013622829.1, XP_013584315.1, XP_013586531.1	Om002G065890
OG0005522	XP_013630446.1, XP_013637928.1	Om002G066080
OG0005523	XP_013627391.1	Om002G066460, Om002G066420, Om002G066480
OG0005524	XP_013584787.1, XP_013590843.1	Om002G066920
OG0005525	XP_013638675.1, XP_013639560.1, XP_013622925.1	Om002G068000
OG0005526	XP_013630199.1, XP_013587489.1	Om002G068500
OG0005527	XP_013638714.1, XP_013638462.1	Om002G070820
OG0005528	XP_013595454.1, XP_013623216.1	Om001G034480
OG0005530	XP_013586588.1, XP_013628639.1	Om001G031350
OG0005531	XP_013598688.1, XP_013612302.1	Om002G083320
OG0005532	XP_013609230.1, XP_013625724.1, XP_013596007.1	Om002G083450
OG0005534	XP_013620767.1	Om001G036190
OG0005535	XP_013596643.1, XP_013605044.1, XP_013611913.1	Om002G087600
OG0005536	XP_013630201.1, XP_013592461.1	Om003G090680
OG0005537	XP_013592816.1, XP_013590436.1, XP_013622821.1	Om003G091360
OG0005538	XP_013622820.1, XP_013592813.1	Om003G091370
OG0005539	XP_013588474.1, XP_013621780.1	Om003G091620
OG0005540	XP_013613485.1, XP_013590135.1	Om003G092400, Om007G303580
OG0005541	XP_013592051.1, XP_013629059.1	Om003G093220
OG0005542	XP_013625618.1, XP_013587770.1, XP_013638211.1	Om003G097010
OG0005543	XP_013585038.1	Om003G098380
OG0005544	XP_013602267.1, XP_013584897.1, XP_013619118.1	Om003G099680
OG0005545	XP_013599935.1	Om003G099800
OG0005546	XP_013637000.1, XP_013588618.1	Om006G254320, Om006G254300
OG0005547	XP_013588705.1, XP_013632042.1, XP_013602167.1	Om006G253760
OG0005548	XP_013605796.1, XP_013594095.1	Om006G256980
OG0005549	XP_013589384.1, XP_013603593.1, XP_013596616.1	Om006G257090
OG0005550	XP_013630888.1, XP_013591876.1, XP_013602962.1	Om003G120570
OG0005551	XP_013599741.1, XP_013587998.1	Om003G120850
OG0005552	XP_013592377.1, XP_013614172.1, XP_013605685.1	Om003G121420
OG0005553	XP_013589907.1, XP_013602262.1	Om003G121610
OG0005554	XP_013633618.1, XP_013589839.1, XP_013600029.1	Om003G125890
OG0005555	XP_013633870.1	Om003G127640
OG0005555	XP_013599574.1	Om003G127660
OG0005556	XP_013633572.1, XP_013590080.1, XP_013600229.1	Om003G128160
OG0005557	XP_013591716.1, XP_013604580.1	Om003G128620, Om003G128660
OG0005558	XP_013605740.1	Om003G102120
OG0005561	XP_013627091.1, XP_013632487.1	Om002G076370, Om008G333310
OG0005562	XP_013633580.1, XP_013635206.1, XP_013636090.1	Om008G326790, Om008G326800
OG0005563	XP_013625273.1	Om008G321420
OG0005564	XP_013590717.1, XP_013618522.1, XP_013590612.1	Om004G136000
OG0005565	XP_013627882.1, XP_013627971.1, XP_013627434.1	Om005G179500, Om002G061820, Om002G061800
OG0005566	XP_013586487.1, XP_013602532.1, XP_013602842.1	Om005G196050
OG0005568	XP_013628473.1, XP_013587576.1, XP_013584193.1	Om002G055390
OG0005569	XP_013619587.1, XP_013609495.1, XP_013596471.1	Om007G277450
OG0005570	XP_013626295.1	Om007G281600, Om007G281610
OG0005571	XP_013609885.1	Om004G165920, Om007G303600
OG0005572	XP_013627243.1	Om007G300250
OG0005573	XP_013608156.1	Om003G115290, Om003G115300
OG0005575	XP_013610434.1, XP_013596080.1	Om006G237950
OG0005576	XP_013606593.1, XP_013618051.1, XP_013597847.1	Om006G237760
OG0005579	XP_013610653.1	Om002G081820
OG0005583	XP_013598568.1, XP_013603778.1, XP_013601060.1	Om001G022720
OG0005584	XP_013603877.1	Om006G234410, Om006G234400
OG0005592	XP_013596171.1, XP_013586164.1	Om001G023910
OG0005593	XP_013627066.1, XP_013627132.1	Om001G025560
OG0005594	XP_013600329.1, XP_013586152.1	Om005G186500, Om004G148690
OG0005595	XP_013637381.1, XP_013595508.1	Om001G026510
OG0005596	XP_013597812.1, XP_013628870.1, XP_013596200.1	Om001G026780
OG0005597	XP_013621878.1, XP_013599394.1, XP_013607295.1	Om001G026790
OG0005598	XP_013598183.1, XP_013626182.1, XP_013584561.1	Om001G027020
OG0005600	XP_013596833.1, XP_013628126.1, XP_013590380.1	Om001G027640
OG0005601	XP_013597317.1, XP_013596053.1	Om001G028000
OG0005602	XP_013610711.1, XP_013594264.1, XP_013630740.1	Om001G029170
OG0005603	XP_013630150.1, XP_013603754.1, XP_013598216.1	Om001G029500
OG0005604	XP_013594110.1, XP_013616985.1	Om001G030220
OG0005605	XP_013605554.1, XP_013584743.1, XP_013596132.1	Om001G029990
OG0005606	XP_013595464.1	Om001G031340
OG0005607	XP_013627702.1, XP_013638704.1, XP_013595319.1	Om001G031990
OG0005608	XP_013602306.1, XP_013589844.1	Om006G243420
OG0005609	XP_013637587.1, XP_013637609.1	Om008G338480
OG0005610	XP_013616126.1	Om007G275750
OG0005611	XP_013612773.1, XP_013604915.1	Om005G217900, Om011G365550
OG0005612	XP_013608462.1	Om004G162210
OG0005613	XP_013605936.1, XP_013607005.1, XP_013614839.1	Om005G221800
OG0005615	XP_013598484.1, XP_013614069.1	Om006G275480
OG0005617	XP_013620884.1, XP_013598456.1	Om006G274540
OG0005618	XP_013618557.1, XP_013609668.1, XP_013596546.1	Om006G273690
OG0005621	XP_013596405.1, XP_013585457.1, XP_013593395.1, XP_013618569.1	Om001G021930
OG0005622	XP_013598117.1	Om006G272690
OG0005623	XP_013615850.1, XP_013598662.1	Om006G272650
OG0005624	XP_013598166.1, XP_013621078.1	Om006G271670
OG0005625	XP_013620539.1, XP_013598285.1, XP_013612225.1	Om006G269910
OG0005626	XP_013616382.1, XP_013595360.1	Om006G269370
OG0005627	XP_013597786.1, XP_013620366.1	Om006G269310
OG0005628	XP_013639671.1, XP_013615139.1, XP_013618063.1	Om005G212890
OG0005629	XP_013636481.1, XP_013592009.1	Om007G312880
OG0005630	XP_013609229.1	Om005G228820
OG0005631	XP_013608618.1, XP_013632876.1, XP_013609109.1	Om005G226950
OG0005632	XP_013625170.1	Om008G358110
OG0005634	XP_013605998.1	Om005G225530
OG0005635	XP_013602243.1, XP_013593160.1	Om001G017000
OG0005637	XP_013634560.1	Om008G329390
OG0005638	XP_013622522.1	Om004G175440
OG0005639	XP_013637708.1, XP_013585013.1, XP_013627989.1	Om002G052400
OG0005640	XP_013583557.1	Om002G052800
OG0005641	XP_013586142.1	Om002G055810
OG0005642	XP_013614331.1, XP_013612950.1	Om003G113040
OG0005643	XP_013609661.1	Om003G114700
OG0005644	XP_013623487.1, XP_013606750.1	Om003G114320
OG0005645	XP_013605963.1, XP_013621480.1, XP_013623331.1	Om003G116480
OG0005646	XP_013619035.1, XP_013606663.1	Om003G117000
OG0005647	XP_013622317.1, XP_013608936.1	Om003G118100
OG0005648	XP_013616546.1, XP_013630175.1, XP_013606864.1	Om003G118520
OG0005649	XP_013621214.1, XP_013610054.1, XP_013626198.1	Om003G119140
OG0005650	XP_013610397.1, XP_013626193.1, XP_013619294.1	Om006G249740
OG0005651	XP_013629071.1	Om006G249390
OG0005652	XP_013629024.1, XP_013629022.1	Om006G248460
OG0005653	XP_013618101.1, XP_013606578.1	Om006G248140
OG0005654	XP_013597775.1, XP_013620891.1, XP_013601654.1, XP_013611946.1	Om007G307740
OG0005655	XP_013626808.1, XP_013620839.1, XP_013612173.1	Om004G161550
OG0005656	XP_013619428.1, XP_013626579.1, XP_013609826.1	Om004G161600
OG0005657	XP_013622547.1, XP_013611067.1	Om004G161970
OG0005658	XP_013615840.1, XP_013611373.1	Om004G162690
OG0005659	XP_013629724.1	Om004G163210
OG0005660	XP_013629723.1, XP_013611934.1	Om004G163280
OG0005661	XP_013611440.1, XP_013628854.1	Om004G163360
OG0005662	XP_013618740.1, XP_013609097.1	Om004G163940
OG0005664	XP_013609593.1, XP_013616346.1	Om004G167040
OG0005665	XP_013610657.1, XP_013619018.1	Om004G167900
OG0005666	XP_013604919.1, XP_013601730.1, XP_013595438.1	Om001G000050
OG0005667	XP_013626595.1, XP_013609217.1, XP_013609239.1, XP_013595699.1	Om001G000250
OG0005668	XP_013613504.1, XP_013606486.1	Om008G361680
OG0005669	XP_013598559.1, XP_013616965.1	Om001G004040
OG0005670	XP_013585096.1	Om001G004120
OG0005672	XP_013597658.1, XP_013597733.1	Om001G004920
OG0005673	XP_013627499.1, XP_013636386.1	Om001G006970
OG0005674	XP_013593270.1, XP_013598646.1	Om001G008810
OG0005676	XP_013592972.1	Om001G009560
OG0005677	XP_013619915.1, XP_013597654.1	Om008G332510
OG0005678	XP_013584278.1, XP_013591275.1, XP_013603079.1	Om001G013350
OG0005680	XP_013623457.1, XP_013638451.1, XP_013593055.1	Om007G288660
OG0005681	XP_013586784.1	Om007G289730
OG0005682	XP_013584283.1	Om007G289950
OG0005683	XP_013584342.1, XP_013596013.1, XP_013613861.1	Om007G291640
OG0005684	XP_013621761.1	Om001G035160, Om001G035170
OG0005685	XP_013603264.1, XP_013588814.1	Om001G035750
OG0005686	XP_013595832.1, XP_013639129.1	Om001G036140
OG0005687	XP_013604871.1, XP_013621706.1	Om001G036940
OG0005688	XP_013631608.1, XP_013599881.1	Om004G154420
OG0005689	XP_013593591.1, XP_013635747.1	Om001G038720
OG0005690	XP_013623670.1, XP_013597668.1	Om001G038970
OG0005691	XP_013594157.1, XP_013626368.1	Om001G039630
OG0005692	XP_013627444.1, XP_013591942.1	Om001G039750
OG0005693	XP_013596554.1, XP_013583309.1, XP_013626266.1	Om001G040380
OG0005694	XP_013597742.1, XP_013628354.1, XP_013599253.1	Om001G040390
OG0005695	XP_013592722.1	Om007G314650
OG0005696	XP_013631381.1, XP_013585888.1	Om007G277150
OG0005697	XP_013626488.1, XP_013632115.1, XP_013631404.1	Om008G339030
OG0005698	XP_013628936.1, XP_013636650.1	Om008G340210
OG0005700	XP_013620494.1	Om001G023900
OG0005702	XP_013589911.1	Om007G287780
OG0005703	XP_013620769.1	Om008G348200, Om008G352940
OG0005703	XP_013619868.1	Om008G352930
OG0005704	XP_013609275.1, XP_013615710.1, XP_013624079.1	Om008G353520
OG0005705	XP_013619780.1	Om008G358370
OG0005706	XP_013621541.1, XP_013615769.1	Om008G358360
OG0005707	XP_013611720.1, XP_013598099.1	Om008G359490
OG0005708	XP_013609865.1	Om008G359940, Om008G359980
OG0005710	XP_013607197.1, XP_013616537.1, XP_013598228.1	Om008G362700
OG0005711	XP_013618553.1, XP_013595474.1	Om008G362710
OG0005712	XP_013598762.1, XP_013611129.1	Om008G362830
OG0005714	XP_013636483.1	Om003G105690
OG0005715	XP_013591027.1, XP_013635622.1	Om003G104060
OG0005716	XP_013603979.1, XP_013638943.1	Om003G102470
OG0005717	XP_013583898.1, XP_013626418.1	Om002G069690
OG0005718	XP_013625207.1, XP_013631077.1, XP_013636007.1	Om008G319100
OG0005719	XP_013635639.1, XP_013614123.1, XP_013625903.1, XP_013635582.1	Om008G319380, Om008G319390
OG0005720	XP_013634880.1	Om008G319660
OG0005721	XP_013636162.1, XP_013631676.1	Om008G320310
OG0005722	XP_013636779.1	Om008G320590
OG0005723	XP_013636298.1	Om008G320710
OG0005724	XP_013588907.1, XP_013604577.1	Om003G126990, Om003G127000
OG0005725	XP_013628911.1	Om008G321770
OG0005726	XP_013591976.1, XP_013630971.1	Om003G126000
OG0005727	XP_013634704.1, XP_013632348.1	Om008G322110
OG0005728	XP_013634052.1, XP_013626007.1, XP_013634433.1	Om008G322770
OG0005730	XP_013634070.1, XP_013626241.1, XP_013635475.1	Om008G323130
OG0005731	XP_013635567.1, XP_013635381.1, XP_013627944.1, XP_013635433.1	Om008G323610
OG0005732	XP_013633806.1	Om008G323650, Om008G323640
OG0005733	XP_013635715.1, XP_013627816.1	Om008G325150, Om008G325160
OG0005734	XP_013634241.1, XP_013633605.1, XP_013622191.1	Om008G325370
OG0005735	XP_013631156.1, XP_013630259.1	Om008G326530
OG0005736	XP_013631078.1	Om008G327910
OG0005737	XP_013620141.1	Om004G176100
OG0005738	XP_013606684.1, XP_013620139.1, XP_013623085.1	Om004G175970
OG0005739	XP_013618138.1, XP_013609259.1	Om006G240820
OG0005740	XP_013598678.1	Om006G240830
OG0005741	XP_013616254.1, XP_013614902.1	Om006G240860
OG0005742	XP_013611244.1, XP_013620390.1	Om006G241380
OG0005743	XP_013622237.1, XP_013587941.1	Om003G096060
OG0005744	XP_013611238.1, XP_013622918.1, XP_013618080.1	Om006G242480
OG0005745	XP_013627628.1, XP_013619533.1, XP_013614940.1	Om006G242560
OG0005746	XP_013608798.1, XP_013622097.1	Om006G243620
OG0005747	XP_013623712.1, XP_013619867.1, XP_013606615.1	Om006G243880
OG0005748	XP_013618558.1, XP_013614482.1	Om006G244080, Om003G094950
OG0005749	XP_013621261.1, XP_013611903.1	Om006G244710
OG0005750	XP_013622209.1, XP_013609004.1	Om006G245070
OG0005751	XP_013619230.1, XP_013630790.1	Om006G247110
OG0005752	XP_013611385.1, XP_013622013.1	Om006G233720
OG0005753	XP_013624424.1, XP_013609750.1	Om006G233650
OG0005754	XP_013609403.1, XP_013626316.1	Om006G232800
OG0005756	XP_013609268.1, XP_013613624.1, XP_013625690.1	Om006G232100
OG0005757	XP_013609547.1, XP_013614875.1	Om003G091260, Om006G229850, Om002G087080
OG0005758	XP_013596739.1, XP_013609804.1	Om006G229720
OG0005759	XP_013612299.1, XP_013629750.1	Om004G157870
OG0005760	XP_013630381.1, XP_013612349.1	Om004G157600
OG0005761	XP_013628624.1, XP_013609462.1	Om004G158060
OG0005762	XP_013612306.1, XP_013628963.1	Om004G158140
OG0005763	XP_013626974.1, XP_013613294.1	Om004G158790
OG0005765	XP_013608633.1, XP_013628257.1	Om007G302210
OG0005766	XP_013614312.1, XP_013612798.1	Om007G302780
OG0005767	XP_013606161.1, XP_013621119.1	Om007G293060
OG0005768	XP_013608781.1, XP_013595937.1	Om007G293030
OG0005769	XP_013585669.1	Om007G292800
OG0005769	XP_013600399.1	Om005G180920
OG0005770	XP_013610130.1, XP_013598130.1, XP_013620880.1	Om007G277370
OG0005771	XP_013635153.1, XP_013590806.1, XP_013615446.1, XP_013633668.1	Om007G278210
OG0005772	XP_013632116.1	Om007G278220
OG0005773	XP_013633944.1	Om007G279040
OG0005774	XP_013635357.1, XP_013622984.1, XP_013631493.1	Om007G279850
OG0005775	XP_013636421.1, XP_013631850.1, XP_013625377.1	Om007G281830
OG0005776	XP_013622508.1, XP_013636841.1, XP_013630917.1	Om007G282040
OG0005777	XP_013637290.1, XP_013614500.1	Om001G016480, Om007G283190
OG0005779	XP_013622673.1, XP_013635578.1	Om007G284040
OG0005780	XP_013636570.1, XP_013614416.1	Om007G284970
OG0005781	XP_013614419.1, XP_013634463.1, XP_013635189.1	Om007G284960
OG0005782	XP_013636715.1, XP_013625591.1	Om001G030610
OG0005783	XP_013602173.1	Om001G041320
OG0005784	XP_013620015.1, XP_013610894.1, XP_013628426.1, XP_013623795.1	Om007G301900
OG0005785	XP_013584217.1, XP_013637018.1	Om002G043090
OG0005787	XP_013634627.1, XP_013628902.1	Om002G043660
OG0005788	XP_013583861.1, XP_013634534.1	Om002G043720
OG0005789	XP_013637705.1, XP_013583473.1	Om002G044810
OG0005790	XP_013595544.1	Om002G048200
OG0005791	XP_013622118.1	Om002G049230
OG0005792	XP_013585694.1, XP_013590399.1	Om002G049410
OG0005793	XP_013583711.1, XP_013622977.1	Om002G049480
OG0005794	XP_013618634.1, XP_013638899.1, XP_013627543.1	Om002G049550
OG0005795	XP_013589267.1, XP_013584263.1	Om002G050340
OG0005796	XP_013613045.1, XP_013636657.1, XP_013606324.1	Om001G034370
OG0005797	XP_013587147.1, XP_013628957.1, XP_013619033.1	Om002G050610
OG0005798	XP_013638937.1, XP_013623467.1	Om002G050990
OG0005799	XP_013639137.1, XP_013624433.1, XP_013632007.1, XP_013631498.1	Om008G329840
OG0005800	XP_013627891.1, XP_013637249.1, XP_013608806.1	Om008G330420
OG0005801	XP_013637245.1, XP_013636868.1	Om008G335540
OG0005802	XP_013637023.1, XP_013635363.1	Om008G331940
OG0005803	XP_013634786.1, XP_013626334.1, XP_013634283.1	Om008G336480
OG0005805	XP_013636803.1, XP_013630958.1	Om008G335760
OG0005806	XP_013636516.1, XP_013629516.1	Om008G335270
OG0005807	XP_013636809.1, XP_013622966.1	Om006G238450
OG0005808	XP_013630912.1, XP_013631104.1	Om008G334060
OG0005809	XP_013637537.1, XP_013630090.1, XP_013631934.1	Om008G333330
OG0005810	XP_013631211.1, XP_013625087.1	Om008G333450
OG0005811	XP_013637529.1, XP_013631647.1, XP_013625082.1	Om008G333710
OG0005812	XP_013584671.1, XP_013603368.1, XP_013603430.1	Om005G196070
OG0005813	XP_013639032.1, XP_013585001.1	Om005G197270
OG0005814	XP_013586813.1	Om005G197340
OG0005815	XP_013584100.1, XP_013604938.1, XP_013603144.1	Om005G197620
OG0005816	XP_013602868.1, XP_013587211.1	Om005G197740
OG0005817	XP_013605411.1, XP_013587631.1	Om005G198230
OG0005818	XP_013591713.1, XP_013592096.1	Om004G141870
OG0005819	XP_013619973.1	Om005G199280, Om005G199290
OG0005820	XP_013584159.1	Om005G201590
OG0005821	XP_013596876.1	Om005G202550
OG0005822	XP_013586031.1, XP_013597487.1, XP_013604512.1	Om005G202680
OG0005823	XP_013595426.1, XP_013602520.1, XP_013584026.1	Om005G204220
OG0005824	XP_013584555.1, XP_013603073.1, XP_013596038.1	Om005G205000
OG0005825	XP_013598252.1, XP_013637816.1, XP_013602295.1	Om004G143810
OG0005826	XP_013637702.1, XP_013604865.1	Om004G144430
OG0005827	XP_013585979.1	Om004G144590
OG0005828	XP_013628018.1, XP_013609407.1	Om007G301780
OG0005829	XP_013599393.1, XP_013614610.1	Om003G107210
OG0005830	XP_013586646.1, XP_013625488.1	Om001G030130, Om003G099200
OG0005831	XP_013595957.1, XP_013584643.1, XP_013602552.1	Om004G151280
OG0005832	XP_013586845.1, XP_013602669.1	Om004G164430, Om006G239110
OG0005833	XP_013601774.1, XP_013596137.1	Om007G285850
OG0005834	XP_013593204.1, XP_013596726.1, XP_013589364.1	Om007G285900
OG0005835	XP_013599709.1	Om007G286250, Om002G075680, Om001G002070
OG0005836	XP_013604173.1, XP_013636773.1	Om004G154960, Om004G152820, Om004G154950
OG0005837	XP_013636245.1	Om006G238360, Om004G155240, Om004G152380
OG0005838	XP_013600270.1, XP_013605392.1	Om005G195700
OG0005839	XP_013605409.1, XP_013600882.1, XP_013615468.1, XP_013586755.1	Om005G195170
OG0005840	XP_013604490.1, XP_013587047.1, XP_013600595.1	Om005G194060
OG0005841	XP_013638567.1	Om005G193080
OG0005842	XP_013605479.1, XP_013605527.1, XP_013601839.1	Om005G192360
OG0005843	XP_013587732.1, XP_013599728.1	Om005G192170
OG0005844	XP_013602681.1, XP_013585101.1	Om005G191980
OG0005845	XP_013602769.1, XP_013584293.1	Om005G191630
OG0005846	XP_013600105.1, XP_013604386.1	Om005G191480
OG0005847	XP_013605648.1, XP_013602119.1	Om005G191100
OG0005848	XP_013604106.1, XP_013585395.1	Om005G190800
OG0005849	XP_013583499.1, XP_013601927.1	Om005G190170
OG0005850	XP_013601947.1	Om005G190160
OG0005851	XP_013586592.1	Om003G121680, Om005G189210
OG0005852	XP_013583688.1, XP_013605474.1	Om005G189080
OG0005853	XP_013637826.1, XP_013601858.1	Om005G188420
OG0005855	XP_013604206.1, XP_013585593.1	Om005G187400
OG0005856	XP_013614161.1, XP_013602406.1	Om005G186690
OG0005857	XP_013601018.1	Om005G186360
OG0005858	XP_013603604.1, XP_013584947.1	Om005G185860
OG0005859	XP_013586763.1, XP_013599486.1	Om005G185550
OG0005860	XP_013583725.1, XP_013602757.1, XP_013600943.1	Om005G185290
OG0005861	XP_013600246.1, XP_013603837.1, XP_013639124.1	Om005G184590
OG0005862	XP_013638278.1, XP_013605128.1	Om005G181820
OG0005863	XP_013587535.1, XP_013605538.1, XP_013605125.1	Om005G181810
OG0005865	XP_013600929.1, XP_013603236.1, XP_013584635.1	Om005G179900
OG0005866	XP_013602195.1, XP_013625766.1	Om005G179200, Om007G286680
OG0005867	XP_013630031.1, XP_013615749.1, XP_013587350.1	Om005G178880
OG0005868	XP_013595871.1	Om005G178180
OG0005870	XP_013606205.1, XP_013626390.1, XP_013616128.1	Om007G301410
OG0005872	XP_013609564.1, XP_013618884.1, XP_013626347.1	Om007G300320
OG0005873	XP_013616341.1, XP_013625322.1	Om007G299540
OG0005875	XP_013616198.1, XP_013611992.1	Om007G296920
OG0005876	XP_013621917.1, XP_013616844.1	Om007G295790, Om007G295800
OG0005877	XP_013611756.1, XP_013629746.1, XP_013628180.1	Om007G294920
OG0005878	XP_013610577.1, XP_013599011.1	Om007G293450
OG0005879	XP_013595702.1, XP_013612294.1	Om007G303460
OG0005880	XP_013595459.1, XP_013608811.1	Om007G303650
OG0005881	XP_013597985.1, XP_013606650.1, XP_013620590.1	Om007G303760
OG0005882	XP_013621402.1, XP_013598005.1	Om007G304440
OG0005883	XP_013594051.1, XP_013609195.1	Om007G306130, Om009G363280
OG0005884	XP_013622491.1, XP_013620535.1	Om004G160990, Om004G160980
OG0005885	XP_013618007.1, XP_013606621.1	Om004G171590
OG0005886	XP_013593411.1, XP_013609920.1	Om008G352090, Om006G240560
OG0005887	XP_013611791.1, XP_013620946.1, XP_013595423.1	Om006G239540
OG0005888	XP_013612740.1, XP_013599023.1	Om006G238500
OG0005889	XP_013592952.1, XP_013612405.1, XP_013606823.1	Om006G237200
OG0005890	XP_013618540.1	Om006G236680
OG0005891	XP_013620975.1, XP_013613061.1	Om006G258360, Om006G235760
OG0005893	XP_013606466.1, XP_013628573.1	Om006G235010
OG0005894	XP_013612450.1, XP_013615978.1	Om006G247420
OG0005895	XP_013620095.1, XP_013610462.1	Om006G247460
OG0005896	XP_013608267.1, XP_013626920.1	Om006G247570
OG0005897	XP_013625606.1, XP_013619426.1, XP_013609677.1	Om006G247630
OG0005898	XP_013629370.1, XP_013620504.1	Om006G247770
OG0005899	XP_013638534.1, XP_013619069.1, XP_013626075.1	Om002G054280
OG0005900	XP_013618211.1, XP_013612024.1, XP_013629089.1	Om006G247970
OG0005901	XP_013602299.1, XP_013592085.1	Om005G185870, Om004G139890, Om006G257260
OG0005902	XP_013591242.1, XP_013602377.1, XP_013593582.1	Om006G258670
OG0005903	XP_013629102.1, XP_013604511.1, XP_013616735.1	Om006G260600
OG0005904	XP_013614564.1, XP_013626169.1, XP_013615487.1, XP_013604542.1	Om006G263240
OG0005906	XP_013627867.1	Om008G339300
OG0005907	XP_013618708.1, XP_013590845.1	Om005G210050
OG0005908	XP_013590725.1	Om005G208520
OG0005909	XP_013591786.1	Om005G206160
OG0005910	XP_013588729.1, XP_013616004.1	Om007G283090, Om004G143280, Om004G143270
OG0005911	XP_013618379.1, XP_013590639.1, XP_013588420.1	Om004G134020
OG0005912	XP_013595888.1, XP_013602521.1	Om004G134890
OG0005913	XP_013619134.1, XP_013590637.1, XP_013588852.1	Om004G136130
