HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N9.HOG0012371	OG0006990	n0											Cg001G0394400	CARHR212440							
N9.HOG0012372	OG0006991	n0											Cg008G2974600	CARHR174990							
N9.HOG0012373	OG0006992	n0											Cg008G2975500	CARHR174880							
N9.HOG0012374	OG0006993	n0											Cg008G2976800	CARHR174760							
N9.HOG0012375	OG0006994	n0											Cg008G2985000	CARHR173790							
N9.HOG0012376	OG0006995	n0											Cg008G2985900	CARHR173670							
N9.HOG0012377	OG0006996	n0											Cg008G2987300	CARHR173520							
N9.HOG0012378	OG0006997	n0											Cg008G2948800	CARHR178240							
N9.HOG0012379	OG0006998	n0											Cg003G0735300, Cg003G0863100	CARHR252170							
N9.HOG0012380	OG0006999	n10												CARHR109770							
N9.HOG0012381	OG0006999	n22											Cg001G0107100	CARHR237350							
N9.HOG0012382	OG0007000	n0											Cg001G0106300	CARHR237520							
N9.HOG0012383	OG0007001	n0											Cg006G1852300	CARHR037660							
N9.HOG0012384	OG0007002	n3												CARHR037780							
N9.HOG0012385	OG0007002	n23											Cg006G1851400								
N9.HOG0012386	OG0007003	n0											Cg007G2520700	CARHR068330							
N9.HOG0012387	OG0007004	n0											Cg007G2520300	CARHR068290							
N9.HOG0012388	OG0007005	n0											Cg007G2519700	CARHR068230							
N9.HOG0012389	OG0007006	n0											Cg001G0003300	CARHR294190							
N9.HOG0012390	OG0007007	n0											Cg001G0007200	CARHR247860							
N9.HOG0012391	OG0007008	n0											Cg001G0009600	CARHR247610							
N9.HOG0012392	OG0007009	n0											Cg001G0012900	CARHR247310							
N9.HOG0012393	OG0007010	n0											Cg001G0013000	CARHR247300							
N9.HOG0012394	OG0007011	n0											Cg001G0019500	CARHR246550							
N9.HOG0012395	OG0007012	n0											Cg001G0023800	CARHR246180							
N9.HOG0012396	OG0007013	n0											Cg001G0025700	CARHR246000							
N9.HOG0012397	OG0007014	n14											Cg007G2514700, Cg007G2514600	CARHR067690							
N9.HOG0012398	OG0007014	n17											Cg001G0027600	CARHR245780							
N9.HOG0012399	OG0007015	n15											Cg001G0029400	CARHR245580							
N9.HOG0012400	OG0007015	n17												CARHR153410							
N9.HOG0012401	OG0007016	n0											Cg001G0032200	CARHR245290							
N9.HOG0012402	OG0007017	n0											Cg001G0034000	CARHR245080							
N9.HOG0012403	OG0007018	n0											Cg001G0034100	CARHR245070							
N9.HOG0012404	OG0007019	n0											Cg001G0038200	CARHR244620							
N9.HOG0012405	OG0007020	n0											Cg001G0040200	CARHR244370							
N9.HOG0012406	OG0007021	n0											Cg001G0043600	CARHR244090							
N9.HOG0012407	OG0007022	n0											Cg001G0044200	CARHR244050							
N9.HOG0012408	OG0007023	n2												CARHR243870							
N9.HOG0012409	OG0007023	n3											Cg001G0045700	CARHR243860							
N9.HOG0012410	OG0007024	n0											Cg007G2289600	CARHR050920							
N9.HOG0012411	OG0007025	n0											Cg001G0050000	CARHR243390							
N9.HOG0012412	OG0007027	n0											Cg001G0051300	CARHR243270							
N9.HOG0012413	OG0007028	n0											Cg001G0052600	CARHR243150							
N9.HOG0012414	OG0007029	n10											Cg001G0053300	CARHR243070							
N9.HOG0012415	OG0007030	n0											Cg001G0054100	CARHR242990							
N9.HOG0012416	OG0007031	n0											Cg001G0080800	CARHR115700, CARHR240120							
N9.HOG0012417	OG0007032	n0											Cg001G0080700	CARHR240130							
N9.HOG0012418	OG0007033	n0											Cg001G0080000	CARHR240200							
N9.HOG0012419	OG0007034	n0											Cg001G0076500	CARHR240520							
N9.HOG0012420	OG0007035	n0											Cg001G0076300	CARHR240540, CARHR240550							
N9.HOG0012421	OG0007036	n0											Cg001G0074500	CARHR240720							
N9.HOG0012422	OG0007037	n0											Cg001G0073800	CARHR240790							
N9.HOG0012423	OG0007038	n8												CARHR127900							
N9.HOG0012424	OG0007038	n9											Cg005G1594700								
N9.HOG0012425	OG0007039	n0											Cg005G1716400	CARHR286490							
N9.HOG0012426	OG0007040	n0											Cg001G0070700	CARHR241120							
N9.HOG0012427	OG0007041	n0											Cg001G0069300	CARHR241300							
N9.HOG0012428	OG0007042	n0											Cg001G0066400	CARHR241650							
N9.HOG0012429	OG0007043	n2											Cg004G1358500	CARHR105020							
N9.HOG0012430	OG0007044	n0											Cg001G0065200	CARHR241760							
N9.HOG0012431	OG0007045	n0											Cg001G0064200	CARHR241840							
N9.HOG0012432	OG0007046	n0											Cg001G0062500	CARHR242010							
N9.HOG0012433	OG0007047	n0											Cg001G0062200	CARHR242040							
N9.HOG0012434	OG0007048	n0											Cg001G0061900	CARHR242090							
N9.HOG0012435	OG0007049	n0											Cg001G0060600	CARHR242210							
N9.HOG0012436	OG0007050	n11												CARHR242730							
N9.HOG0012437	OG0007050	n13											Cg001G0060400	CARHR242240							
N9.HOG0012438	OG0007051	n0											Cg001G0082700	CARHR239920							
N9.HOG0012439	OG0007052	n3											Cg001G0083100	CARHR239890							
N9.HOG0012440	OG0007052	n20												CARHR111660							
N9.HOG0012441	OG0007053	n0											Cg001G0090000	CARHR239200							
N9.HOG0012442	OG0007054	n0											Cg001G0090100	CARHR239190							
N9.HOG0012443	OG0007055	n0											Cg001G0091300	CARHR239070							
N9.HOG0012444	OG0007056	n0											Cg001G0091700	CARHR239030							
N9.HOG0012445	OG0007057	n0											Cg001G0093200	CARHR238860							
N9.HOG0012446	OG0007058	n0											Cg001G0093600	CARHR238820							
N9.HOG0012447	OG0007059	n0											Cg001G0094900	CARHR238650							
N9.HOG0012448	OG0007060	n0											Cg004G1307700	CARHR099820							
N9.HOG0012449	OG0007061	n0											Cg004G1311100	CARHR100260							
N9.HOG0012450	OG0007062	n0											Cg007G2495700	CARHR065480							
N9.HOG0012451	OG0007063	n0											Cg007G2493500	CARHR065270							
N9.HOG0012452	OG0007064	n0											Cg007G2491800	CARHR065060							
N9.HOG0012453	OG0007065	n0											Cg006G2031900	CARHR023860							
N9.HOG0012454	OG0007066	n0											Cg006G2030900	CARHR023960							
N9.HOG0012455	OG0007067	n0											Cg006G2024400	CARHR024640							
N9.HOG0012456	OG0007068	n0											Cg005G1716700	CARHR290840, CARHR290820, CARHR290830							
N9.HOG0012457	OG0007069	n0											Cg014G3042700, Cg003G0713200	CARHR249730							
N9.HOG0012458	OG0007070	n0											Cg003G0717100, Cg014G3038500	CARHR250180							
N9.HOG0012459	OG0007071	n0											Cg003G0711000, Cg014G3044800	CARHR249490							
N9.HOG0012460	OG0007072	n4											Cg003G0924800	CARHR267120							
N9.HOG0012461	OG0007072	n11											Cg014G3046200, Cg003G0709600								
N9.HOG0012462	OG0007073	n0											Cg003G0707900, Cg014G3047600	CARHR249180							
N9.HOG0012463	OG0007074	n0											Cg003G0706500, Cg014G3049000	CARHR249020							
N9.HOG0012464	OG0007075	n0											Cg014G3050900, Cg003G0704700	CARHR248820							
N9.HOG0012465	OG0007076	n0											Cg003G0700200	CARHR248270							
N9.HOG0012466	OG0007077	n0											Cg003G0698100	CARHR248050							
N9.HOG0012467	OG0007078	n0												CARHR292840							
N9.HOG0012468	OG0007079	n0											Cg006G2004300	CARHR026670							
N9.HOG0012469	OG0007080	n0											Cg001G0161900	CARHR231610							
N9.HOG0012470	OG0007081	n0											Cg001G0120900	CARHR235850							
N9.HOG0012471	OG0007082	n0												CARHR254420, CARHR256520, CARHR001890							
N9.HOG0012472	OG0007083	n13												CARHR014470							
N9.HOG0012473	OG0007083	n16												CARHR014190							
N9.HOG0012474	OG0007084	n0												CARHR017460							
N9.HOG0012475	OG0007085	n0											Cg006G2090700	CARHR017990							
N9.HOG0012476	OG0007086	n4											Cg006G2031700								
N9.HOG0012477	OG0007086	n24												CARHR023880							
N9.HOG0012478	OG0007087	n0											Cg006G2016600	CARHR025380							
N9.HOG0012479	OG0007088	n0											Cg006G2005700	CARHR026500							
N9.HOG0012480	OG0007089	n0											Cg006G2004100	CARHR026690							
N9.HOG0012481	OG0007090	n0											Cg006G2002500	CARHR026850							
N9.HOG0012482	OG0007093	n0												CARHR065430							
N9.HOG0012483	OG0007095	n5												CARHR284630							
N9.HOG0012484	OG0007095	n17												CARHR013970							
N9.HOG0012485	OG0007096	n0											Cg002G0695600	CARHR143770							
N9.HOG0012486	OG0007097	n0											Cg002G0670500, Cg002G0670300	CARHR146700							
N9.HOG0012487	OG0007098	n0											Cg002G0643900	CARHR152120							
N9.HOG0012488	OG0007099	n0											Cg002G0605500	CARHR153310							
N9.HOG0012489	OG0007100	n1												CARHR187370							
N9.HOG0012490	OG0007100	n8												CARHR152950							
N9.HOG0012491	OG0007101	n0											Cg002G0558900	CARHR155420							
N9.HOG0012492	OG0007102	n0											Cg002G0507500	CARHR161830							
N9.HOG0012493	OG0007103	n0											Cg002G0495500	CARHR163130, CARHR060240							
N9.HOG0012494	OG0007105	n0											Cg008G2749600	CARHR194470							
N9.HOG0012495	OG0007106	n8												CARHR107860, CARHR058520							
N9.HOG0012496	OG0007106	n10												CARHR186730, CARHR186740							
N9.HOG0012497	OG0007107	n0											Cg003G0785800	CARHR260460							
N9.HOG0012498	OG0007108	n0											Cg003G0755400	CARHR254530							
N9.HOG0012499	OG0007109	n2											Cg001G0298100, Cg001G0298500, Cg001G0298300								
N9.HOG0012500	OG0007109	n8											Cg001G0298000, Cg001G0298600, Cg001G0298400, Cg001G0298200								
N9.HOG0012501	OG0007110	n15											Cg001G0142700	CARHR233550							
N9.HOG0012502	OG0007111	n2											Cg001G0173200	CARHR230150							
N9.HOG0012503	OG0007111	n3											Cg001G0173000	CARHR230160							
N9.HOG0012504	OG0007112	n0												CARHR225900							
N9.HOG0012505	OG0007113	n3												CARHR214600							
N9.HOG0012506	OG0007113	n15											Cg001G0347800								
N9.HOG0012507	OG0007114	n18											Cg008G2972400	CARHR175390							
N9.HOG0012508	OG0007114	n20											Cg008G2972500	CARHR175400							
N9.HOG0012509	OG0007114	n22												CARHR044550							
N9.HOG0012510	OG0007115	n0											Cg008G2879100	CARHR184040							
N9.HOG0012511	OG0007116	n0											Cg008G2860300, Cg008G2845400	CARHR182420							
N9.HOG0012512	OG0007117	n2												CARHR282000							
N9.HOG0012513	OG0007117	n13											Cg025G3077400	CARHR282010							
N9.HOG0012514	OG0007119	n0											Cg003G0830400, Cg003G0879100, Cg003G0879000, Cg003G0879600, Cg003G0831000, Cg003G0879400, Cg003G0830700, Cg003G0879200, Cg003G0879300, Cg003G0830900	CARHR258100							
N9.HOG0012515	OG0007122	n2												CARHR031000, CARHR183150							
N9.HOG0012516	OG0007122	n4												CARHR183010, CARHR117370, CARHR103560, CARHR118890, CARHR215700							
N9.HOG0012517	OG0007122	n9											Cg008G2878900	CARHR257800, CARHR259110, CARHR115070, CARHR035420, CARHR034840, CARHR266420, CARHR287670, CARHR159340, CARHR218180, CARHR154170, CARHR104970							
N9.HOG0012518	OG0007127	n11												CARHR119460							
N9.HOG0012519	OG0007129	n0											Cg001G0173500	CARHR230130							
N9.HOG0012520	OG0007130	n0											Cg003G0932300	CARHR267670							
N9.HOG0012521	OG0007131	n0											Cg003G1024000	CARHR277180							
N9.HOG0012522	OG0007132	n0											Cg002G0543100	CARHR157220							
N9.HOG0012523	OG0007133	n3											Cg002G0543700								
N9.HOG0012524	OG0007134	n0											Cg002G0545200	CARHR156970							
N9.HOG0012525	OG0007135	n0											Cg002G0548000	CARHR156660							
N9.HOG0012526	OG0007136	n0											Cg002G0548400	CARHR156610							
N9.HOG0012527	OG0007137	n0											Cg002G0696800	CARHR143650							
N9.HOG0012528	OG0007138	n0											Cg002G0695100	CARHR143810							
N9.HOG0012529	OG0007139	n0											Cg001G0106800	CARHR237380							
N9.HOG0012530	OG0007140	n0											Cg002G0690500	CARHR144280							
N9.HOG0012531	OG0007141	n0											Cg002G0685900	CARHR144830							
N9.HOG0012532	OG0007142	n0											Cg005G1554500	CARHR132420							
N9.HOG0012533	OG0007143	n0											Cg008G2976900	CARHR174750							
N9.HOG0012534	OG0007144	n0											Cg007G2551900	CARHR071600							
N9.HOG0012535	OG0007145	n0											Cg008G2741000	CARHR195470							
N9.HOG0012536	OG0007146	n0											Cg008G2740300	CARHR195530							
N9.HOG0012537	OG0007147	n0											Cg008G2738200	CARHR195760							
N9.HOG0012538	OG0007148	n0											Cg008G2738000	CARHR195780							
N9.HOG0012539	OG0007149	n0											Cg008G2736400	CARHR195950							
N9.HOG0012540	OG0007150	n0											Cg008G2735900	CARHR196000							
N9.HOG0012541	OG0007151	n0											Cg008G2733300	CARHR196220							
N9.HOG0012542	OG0007152	n0											Cg008G2731700	CARHR196410, CARHR196390							
N9.HOG0012543	OG0007153	n0											Cg008G2730000	CARHR196620							
N9.HOG0012544	OG0007154	n0											Cg008G2729900	CARHR196630							
N9.HOG0012545	OG0007155	n0											Cg008G2729500	CARHR196700							
N9.HOG0012546	OG0007156	n0											Cg008G2728700	CARHR196790							
N9.HOG0012547	OG0007157	n0											Cg008G2727500	CARHR197000							
N9.HOG0012548	OG0007158	n0											Cg008G2725600	CARHR197180							
N9.HOG0012549	OG0007159	n0											Cg005G1568900	CARHR130730							
N9.HOG0012550	OG0007160	n0											Cg008G2722600	CARHR197510							
N9.HOG0012551	OG0007161	n0											Cg008G2721900	CARHR197580							
N9.HOG0012552	OG0007162	n0											Cg008G2719900	CARHR197770							
N9.HOG0012553	OG0007163	n0											Cg008G2719700	CARHR197780							
N9.HOG0012554	OG0007164	n0											Cg008G2716600	CARHR198080							
N9.HOG0012555	OG0007165	n0											Cg008G2714300	CARHR198290							
N9.HOG0012556	OG0007166	n0											Cg008G2713600	CARHR198360							
N9.HOG0012557	OG0007167	n0											Cg008G2713500	CARHR198370							
N9.HOG0012558	OG0007168	n0											Cg008G2713100	CARHR198430							
N9.HOG0012559	OG0007169	n0											Cg008G2712300	CARHR198510							
N9.HOG0012560	OG0007170	n0											Cg008G2711800	CARHR198560							
N9.HOG0012561	OG0007171	n1											Cg002G0563700	CARHR052220							
N9.HOG0012562	OG0007172	n0											Cg003G0770200	CARHR256000							
N9.HOG0012563	OG0007173	n0											Cg008G2706300	CARHR103230, CARHR199100							
N9.HOG0012564	OG0007174	n0											Cg008G2706200	CARHR199110							
N9.HOG0012565	OG0007175	n0											Cg008G2706000	CARHR199130							
N9.HOG0012566	OG0007176	n0											Cg008G2705000	CARHR199240							
N9.HOG0012567	OG0007177	n22											Cg008G2704300	CARHR199310							
N9.HOG0012568	OG0007178	n0											Cg008G2703900	CARHR199360							
N9.HOG0012569	OG0007179	n0											Cg008G2703700	CARHR199380							
N9.HOG0012570	OG0007180	n2											Cg008G2703500	CARHR199390							
N9.HOG0012571	OG0007181	n9											Cg008G2703300	CARHR199440							
N9.HOG0012572	OG0007181	n16												CARHR199430							
N9.HOG0012573	OG0007182	n0											Cg008G2703200	CARHR199450							
N9.HOG0012574	OG0007183	n0											Cg008G2701300	CARHR199680							
N9.HOG0012575	OG0007184	n0											Cg008G2700900	CARHR199710							
N9.HOG0012576	OG0007185	n0											Cg008G2700800	CARHR199730							
N9.HOG0012577	OG0007186	n0											Cg008G2700200	CARHR199790							
N9.HOG0012578	OG0007187	n21											Cg008G2700100	CARHR199800							
N9.HOG0012579	OG0007188	n0											Cg008G2862600, Cg008G2848200								
N9.HOG0012580	OG0007189	n0											Cg008G2699400	CARHR199870							
N9.HOG0012581	OG0007190	n0											Cg008G2698900	CARHR199930							
N9.HOG0012582	OG0007191	n0											Cg008G2698800	CARHR199940							
N9.HOG0012583	OG0007192	n0											Cg008G2697800	CARHR200040							
N9.HOG0012584	OG0007193	n0											Cg008G2697000	CARHR200140							
N9.HOG0012585	OG0007194	n0											Cg003G0946800	CARHR269190							
N9.HOG0012586	OG0007195	n0											Cg008G2694300	CARHR200390							
N9.HOG0012587	OG0007196	n0											Cg008G2693900	CARHR200430							
N9.HOG0012588	OG0007197	n0											Cg008G2690800	CARHR200720							
N9.HOG0012589	OG0007198	n0											Cg008G2688100	CARHR201000							
N9.HOG0012590	OG0007199	n2											Cg008G2687400	CARHR201090							
N9.HOG0012591	OG0007200	n0											Cg008G2686400	CARHR201220							
N9.HOG0012592	OG0007201	n11											Cg002G0623300								
N9.HOG0012593	OG0007202	n2											Cg008G2684700	CARHR201450							
N9.HOG0012594	OG0007203	n0											Cg008G2681800	CARHR201740							
N9.HOG0012595	OG0007204	n0											Cg008G2681400	CARHR201790							
N9.HOG0012596	OG0007205	n0											Cg001G0161500	CARHR231650							
N9.HOG0012597	OG0007206	n2											Cg008G2680500								
N9.HOG0012598	OG0007206	n22												CARHR201910							
N9.HOG0012599	OG0007206	n23												CARHR201920							
N9.HOG0012600	OG0007207	n0											Cg008G2674000	CARHR202650							
N9.HOG0012601	OG0007208	n0											Cg008G2673400	CARHR202700							
N9.HOG0012602	OG0007209	n0											Cg008G2880900	CARHR184160							
N9.HOG0012603	OG0007210	n0											Cg008G2672300	CARHR202800							
N9.HOG0012604	OG0007211	n0											Cg008G2670000	CARHR202990							
N9.HOG0012605	OG0007212	n0											Cg008G2668500	CARHR203130							
N9.HOG0012606	OG0007213	n0											Cg008G2668200	CARHR203160							
N9.HOG0012607	OG0007214	n0											Cg008G2667600	CARHR203230							
N9.HOG0012608	OG0007215	n0											Cg008G2665200	CARHR203540							
N9.HOG0012609	OG0007216	n0											Cg008G2662600	CARHR203840							
N9.HOG0012610	OG0007217	n0											Cg008G2660100	CARHR204140							
N9.HOG0012611	OG0007218	n0											Cg008G2658500	CARHR204350							
N9.HOG0012612	OG0007219	n0											Cg008G2657700	CARHR204440							
N9.HOG0012613	OG0007220	n0											Cg008G2655100	CARHR204770							
N9.HOG0012614	OG0007221	n0											Cg008G2653600	CARHR205010							
N9.HOG0012615	OG0007222	n0											Cg008G2653300	CARHR205050							
N9.HOG0012616	OG0007223	n0											Cg008G2650800	CARHR205290							
N9.HOG0012617	OG0007224	n0											Cg003G0727500, Cg003G0870400	CARHR251270							
N9.HOG0012618	OG0007225	n0											Cg003G0729400, Cg003G0868800	CARHR251500							
N9.HOG0012619	OG0007226	n0											Cg003G0729500, Cg003G0868700	CARHR251520							
N9.HOG0012620	OG0007227	n0											Cg003G0867600, Cg003G0730700	CARHR251660							
N9.HOG0012621	OG0007228	n0											Cg001G0153300	CARHR232450							
N9.HOG0012622	OG0007229	n0											Cg001G0155100	CARHR232280							
N9.HOG0012623	OG0007230	n0											Cg001G0157100	CARHR232060							
N9.HOG0012624	OG0007231	n0											Cg005G1687000	CARHR118880							
N9.HOG0012625	OG0007232	n0											Cg005G1682700	CARHR119140							
N9.HOG0012626	OG0007233	n0											Cg005G1678300	CARHR119520							
N9.HOG0012627	OG0007234	n0											Cg005G1672300	CARHR119850							
N9.HOG0012628	OG0007235	n0											Cg005G1669900	CARHR120000							
N9.HOG0012629	OG0007236	n0											Cg005G1666700	CARHR120160							
N9.HOG0012630	OG0007237	n0											Cg005G1660000	CARHR120400							
N9.HOG0012631	OG0007238	n0											Cg005G1658600	CARHR120590							
N9.HOG0012632	OG0007239	n0											Cg005G1653300	CARHR121240							
N9.HOG0012633	OG0007240	n0											Cg005G1652000	CARHR121360							
N9.HOG0012634	OG0007241	n0											Cg005G1651500	CARHR121420							
N9.HOG0012635	OG0007242	n0											Cg005G1649600	CARHR121640							
N9.HOG0012636	OG0007243	n0											Cg005G1646000	CARHR122000							
N9.HOG0012637	OG0007244	n0											Cg005G1645400	CARHR122080							
N9.HOG0012638	OG0007245	n0											Cg005G1643400	CARHR122250							
N9.HOG0012639	OG0007246	n0											Cg005G1643300	CARHR122260							
N9.HOG0012640	OG0007247	n0											Cg005G1637200	CARHR122990							
N9.HOG0012641	OG0007248	n0											Cg005G1637100	CARHR123000							
N9.HOG0012642	OG0007249	n0											Cg005G1633200	CARHR123340							
N9.HOG0012643	OG0007250	n0											Cg005G1632700	CARHR123390							
N9.HOG0012644	OG0007251	n0											Cg008G2783200	CARHR190980							
N9.HOG0012645	OG0007252	n0											Cg005G1629100	CARHR123720							
N9.HOG0012646	OG0007253	n0											Cg005G1627400	CARHR123960							
N9.HOG0012647	OG0007254	n0											Cg005G1622800	CARHR124530							
N9.HOG0012648	OG0007255	n0											Cg005G1622700	CARHR124540							
N9.HOG0012649	OG0007256	n0											Cg005G1621300	CARHR124710							
N9.HOG0012650	OG0007257	n0											Cg005G1618400	CARHR125010							
N9.HOG0012651	OG0007258	n0												CARHR125100							
N9.HOG0012652	OG0007259	n0											Cg005G1612100	CARHR125810							
N9.HOG0012653	OG0007260	n0											Cg005G1608300	CARHR126290							
N9.HOG0012654	OG0007261	n0											Cg005G1609300	CARHR126180							
N9.HOG0012655	OG0007262	n0											Cg005G1609900	CARHR126090							
N9.HOG0012656	OG0007263	n0											Cg005G1606100	CARHR126590							
N9.HOG0012657	OG0007264	n0											Cg005G1604300								
N9.HOG0012658	OG0007265	n0											Cg005G1603900	CARHR126840							
N9.HOG0012659	OG0007266	n18											Cg005G1603500	CARHR126870							
N9.HOG0012660	OG0007266	n20											Cg005G1610500	CARHR126000, CARHR120930, CARHR126010							
N9.HOG0012661	OG0007267	n2											Cg005G1603200	CARHR126920							
N9.HOG0012662	OG0007268	n0											Cg005G1602200	CARHR127100							
N9.HOG0012663	OG0007269	n0											Cg005G1599200	CARHR127360							
N9.HOG0012664	OG0007270	n0											Cg005G1598900	CARHR127390							
N9.HOG0012665	OG0007271	n11												CARHR179520							
N9.HOG0012666	OG0007271	n16												CARHR179510							
N9.HOG0012667	OG0007272	n0											Cg008G2941700	CARHR179070							
N9.HOG0012668	OG0007273	n4											Cg001G0151800	CARHR232600							
N9.HOG0012669	OG0007273	n17												CARHR292920							
N9.HOG0012670	OG0007274	n0											Cg001G0150500	CARHR232740							
N9.HOG0012671	OG0007275	n0											Cg001G0147100	CARHR233060							
N9.HOG0012672	OG0007276	n0											Cg001G0146100	CARHR233170							
N9.HOG0012673	OG0007277	n0											Cg006G1860700	CARHR036850							
N9.HOG0012674	OG0007278	n0											Cg006G1861300	CARHR036810							
N9.HOG0012675	OG0007279	n0											Cg006G1864400	CARHR036510							
N9.HOG0012676	OG0007280	n0											Cg006G1861500	CARHR036790							
N9.HOG0012677	OG0007281	n0											Cg005G1726400, Cg005G1726500, Cg006G1861600	CARHR036780							
N9.HOG0012678	OG0007282	n0											Cg006G1998600	CARHR027210							
N9.HOG0012679	OG0007283	n0											Cg006G1996600	CARHR105350, CARHR229380, CARHR035110, CARHR027410							
N9.HOG0012680	OG0007284	n0											Cg006G1995200	CARHR027570							
N9.HOG0012681	OG0007285	n0											Cg006G1991400	CARHR027860							
N9.HOG0012682	OG0007286	n0											Cg006G1989300	CARHR028060							
N9.HOG0012683	OG0007287	n0											Cg006G1986100	CARHR028440							
N9.HOG0012684	OG0007288	n0											Cg006G1985900	CARHR028460							
N9.HOG0012685	OG0007289	n0											Cg006G1984900	CARHR028530							
N9.HOG0012686	OG0007290	n0											Cg006G1983700	CARHR028620							
N9.HOG0012687	OG0007292	n0											Cg006G1973700	CARHR029360							
N9.HOG0012688	OG0007293	n0											Cg006G1972200	CARHR029630							
N9.HOG0012689	OG0007294	n0											Cg006G1971400	CARHR029690							
N9.HOG0012690	OG0007295	n0											Cg006G1971000	CARHR029750							
N9.HOG0012691	OG0007296	n0											Cg006G1970300	CARHR029820							
N9.HOG0012692	OG0007297	n12											Cg006G1969500								
N9.HOG0012693	OG0007297	n14												CARHR029900							
N9.HOG0012694	OG0007297	n16												CARHR029860							
N9.HOG0012695	OG0007299	n0											Cg006G1967000	CARHR030240							
N9.HOG0012696	OG0007300	n0											Cg006G1964300	CARHR030360							
N9.HOG0012697	OG0007301	n0											Cg006G1964200	CARHR030370							
N9.HOG0012698	OG0007302	n0											Cg006G1962900	CARHR030560							
N9.HOG0012699	OG0007303	n11											Cg006G1961100	CARHR030750							
N9.HOG0012700	OG0007304	n0											Cg006G1960000	CARHR030830							
N9.HOG0012701	OG0007305	n0											Cg006G1957900	CARHR287020							
N9.HOG0012702	OG0007306	n0											Cg006G1952400	CARHR031460							
N9.HOG0012703	OG0007307	n0											Cg006G1952100	CARHR031490							
N9.HOG0012704	OG0007308	n0											Cg006G1951300	CARHR031530							
N9.HOG0012705	OG0007309	n0											Cg006G1950500	CARHR031610							
N9.HOG0012706	OG0007310	n0											Cg006G1948600	CARHR031810, CARHR031820							
N9.HOG0012707	OG0007311	n0											Cg006G1947800	CARHR031900							
N9.HOG0012708	OG0007312	n1											Cg007G2379500								
N9.HOG0012709	OG0007312	n2											Cg002G0684000	CARHR145090							
N9.HOG0012710	OG0007313	n0											Cg002G0681300	CARHR145410							
N9.HOG0012711	OG0007314	n0											Cg002G0681100	CARHR145430							
N9.HOG0012712	OG0007315	n0											Cg002G0680300	CARHR145530							
N9.HOG0012713	OG0007316	n0											Cg002G0678100	CARHR145680							
N9.HOG0012714	OG0007317	n0											Cg003G1062200	CARHR280990							
N9.HOG0012715	OG0007318	n0											Cg003G1056700	CARHR280410							
N9.HOG0012716	OG0007319	n0											Cg003G1055300	CARHR280260							
N9.HOG0012717	OG0007320	n0											Cg003G1055100	CARHR280240							
N9.HOG0012718	OG0007321	n0											Cg001G0119500	CARHR235960							
N9.HOG0012719	OG0007322	n0											Cg003G1054100	CARHR280150							
N9.HOG0012720	OG0007323	n0											Cg003G1050200	CARHR279770							
N9.HOG0012721	OG0007324	n0											Cg003G1049000	CARHR279660							
N9.HOG0012722	OG0007325	n0											Cg003G1048900	CARHR279650							
N9.HOG0012723	OG0007326	n0											Cg003G1046800	CARHR279450							
N9.HOG0012724	OG0007327	n0											Cg003G1045500	CARHR279300							
N9.HOG0012725	OG0007328	n0											Cg003G1045100	CARHR279250							
N9.HOG0012726	OG0007329	n0											Cg003G1043100	CARHR279000							
N9.HOG0012727	OG0007330	n3												CARHR203430							
N9.HOG0012728	OG0007330	n6											Cg003G1039900	CARHR278810							
N9.HOG0012729	OG0007331	n0											Cg003G1039600	CARHR278780							
N9.HOG0012730	OG0007332	n0											Cg003G1038300	CARHR278650							
N9.HOG0012731	OG0007333	n0											Cg003G1036900	CARHR278510							
N9.HOG0012732	OG0007334	n20												CARHR278440							
N9.HOG0012733	OG0007335	n0											Cg003G1036000	CARHR278410							
N9.HOG0012734	OG0007336	n0											Cg003G1035900	CARHR278400							
N9.HOG0012735	OG0007337	n2											Cg003G1035400	CARHR278330							
N9.HOG0012736	OG0007338	n0											Cg003G1034700	CARHR278290							
N9.HOG0012737	OG0007339	n0											Cg003G1032000	CARHR278040							
N9.HOG0012738	OG0007340	n0											Cg003G1030700, Cg003G1030600	CARHR277920							
N9.HOG0012739	OG0007341	n11											Cg003G1030400	CARHR277900							
N9.HOG0012740	OG0007342	n2											Cg003G1029600	CARHR277800							
N9.HOG0012741	OG0007343	n0											Cg003G1029000	CARHR277740							
N9.HOG0012742	OG0007344	n0											Cg003G1028600	CARHR277700							
N9.HOG0012743	OG0007345	n0											Cg003G1022800	CARHR277030							
N9.HOG0012744	OG0007346	n0											Cg003G1022600	CARHR277000							
N9.HOG0012745	OG0007347	n0											Cg003G1022300	CARHR276970							
N9.HOG0012746	OG0007348	n0											Cg003G1022200	CARHR276960							
N9.HOG0012747	OG0007349	n0											Cg003G1021800	CARHR276920							
N9.HOG0012748	OG0007350	n0											Cg003G1018100	CARHR276560							
N9.HOG0012749	OG0007351	n0											Cg003G1015200	CARHR276240							
N9.HOG0012750	OG0007352	n0											Cg003G1015100	CARHR276230							
