HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N15.HOG0013350	OG0006209	n0			XP_020869951.1	AL1G44260															
N15.HOG0013351	OG0006210	n3			XP_002890866.1	AL1G44320															
N15.HOG0013352	OG0006211	n0			XP_002890870.1	AL1G44380															
N15.HOG0013353	OG0006212	n0			XP_020866845.1	AL1G44490															
N15.HOG0013354	OG0006213	n0			XP_020868800.1	AL1G49740															
N15.HOG0013355	OG0006214	n0			XP_020867083.1	AL1G45890															
N15.HOG0013356	OG0006215	n19			XP_020868671.1	AL1G46150															
N15.HOG0013357	OG0006216	n0			XP_020890584.1	AL8G41660															
N15.HOG0013358	OG0006217	n0			XP_020866628.1	AL1G46370															
N15.HOG0013359	OG0006218	n18			XP_002876826.1	AL5G11920															
N15.HOG0013360	OG0006219	n0			XP_020880979.1	AL5G12410															
N15.HOG0013361	OG0006220	n2			XP_002876886.1	AL5G13190															
N15.HOG0013362	OG0006221	n0			XP_020881752.1	AL5G13280															
N15.HOG0013363	OG0006222	n0			XP_020888581.1	AL3G31470															
N15.HOG0013364	OG0006223	n1			XP_002865048.1	AL8G44560															
N15.HOG0013365	OG0006224	n13			XP_020868027.1	AL8G44530															
N15.HOG0013366	OG0006225	n0			XP_020871220.1	AL8G43890															
N15.HOG0013367	OG0006226	n0			XP_002864990.1	AL8G43680															
N15.HOG0013368	OG0006227	n0			XP_002862566.1, XP_002864983.1	AL334U10030															
N15.HOG0013369	OG0006228	n0			XP_020871887.1	AL8G43180															
N15.HOG0013370	OG0006229	n0			XP_020865703.1	AL8G43120															
N15.HOG0013371	OG0006230	n0			XP_020882334.1	AL8G43090															
N15.HOG0013372	OG0006231	n23			XP_020882283.1	AL666U10010															
N15.HOG0013373	OG0006231	n24			XP_020871153.1	AL8G42890															
N15.HOG0013374	OG0006232	n0			XP_020879057.1	AL8G42690															
N15.HOG0013375	OG0006233	n0			XP_002864940.1	AL8G42620															
N15.HOG0013376	OG0006234	n0			XP_002866646.1	AL8G42500															
N15.HOG0013377	OG0006235	n0			XP_002864930.1	AL8G42400															
N15.HOG0013378	OG0006236	n0			XP_002864923.1	AL8G42270															
N15.HOG0013379	OG0006237	n0			XP_020871249.1	AL8G42100															
N15.HOG0013380	OG0006238	n0			XP_020871152.1	AL8G41630															
N15.HOG0013381	OG0006239	n0			XP_002866593.1	AL8G41350															
N15.HOG0013382	OG0006240	n0			XP_020890390.1	AL8G41230															
N15.HOG0013383	OG0006241	n0			XP_020885086.1	AL8G41090															
N15.HOG0013384	OG0006242	n0			XP_002864854.1	AL8G40630															
N15.HOG0013385	OG0006243	n0			XP_002866535.1	AL8G40170															
N15.HOG0013386	OG0006244	n0			XP_002864831.1	AL8G40040															
N15.HOG0013387	OG0006245	n0			XP_002864828.1	AL8G39980															
N15.HOG0013388	OG0006246	n0			XP_002879528.2	AL4G30990															
N15.HOG0013389	OG0006247	n0			XP_020887970.1	AL8G39770															
N15.HOG0013390	OG0006248	n0			XP_002866510.1	AL8G39750															
N15.HOG0013391	OG0006249	n1			XP_020878419.1	AL6G41010															
N15.HOG0013392	OG0006249	n23				AL7G43980															
N15.HOG0013393	OG0006250	n0			XP_020877881.1	AL8G39490															
N15.HOG0013394	OG0006251	n0			XP_020877884.1	AL8G39480															
N15.HOG0013395	OG0006252	n0			XP_002866486.1	AL8G39220															
N15.HOG0013396	OG0006253	n0			XP_002864786.1	AL8G39180															
N15.HOG0013397	OG0006254	n0			XP_020891165.1	AL8G39080															
N15.HOG0013398	OG0006255	n14			XP_020871540.1	AL8G39060															
N15.HOG0013399	OG0006256	n0			XP_002866477.1	AL8G39010															
N15.HOG0013400	OG0006257	n0			XP_002864744.1	AL8G38360															
N15.HOG0013401	OG0006258	n0			XP_020889153.1	AL8G37950															
N15.HOG0013402	OG0006259	n0			XP_020871209.1	AL8G37890															
N15.HOG0013403	OG0006261	n0			XP_002864713.1	AL8G37630															
N15.HOG0013404	OG0006262	n0			XP_020878514.1	AL8G37610															
N15.HOG0013405	OG0006263	n0			XP_020878503.1	AL8G37570															
N15.HOG0013406	OG0006264	n0			XP_002874111.1	AL6G34270															
N15.HOG0013407	OG0006265	n0			XP_002872049.1	AL6G34550															
N15.HOG0013408	OG0006266	n0			XP_002874123.1	AL6G34560															
N15.HOG0013409	OG0006267	n0			XP_020879171.1	AL6G34800															
N15.HOG0013410	OG0006268	n0			XP_020876249.1	AL6G34910															
N15.HOG0013411	OG0006269	n0			XP_020879306.1	AL6G35470															
N15.HOG0013412	OG0006270	n0			XP_002874170.1	AL6G35480															
N15.HOG0013413	OG0006271	n0			XP_002872127.1	AL6G36440															
N15.HOG0013414	OG0006272	n0			XP_002874225.1	AL6G36450															
N15.HOG0013415	OG0006273	n0			XP_002872142.1	AL6G36820															
N15.HOG0013416	OG0006274	n0			XP_020877898.1	AL6G37310															
N15.HOG0013417	OG0006275	n0			XP_020877845.1	AL6G37660															
N15.HOG0013418	OG0006276	n0			XP_020877872.1	AL6G37680															
N15.HOG0013419	OG0006277	n0			XP_020877868.1	AL6G37780															
N15.HOG0013420	OG0006278	n0			XP_002874303.1	AL6G38160															
N15.HOG0013421	OG0006279	n13			XP_020879400.1	AL6G30950															
N15.HOG0013422	OG0006279	n16			XP_020879403.1	AL6G30960															
N15.HOG0013423	OG0006280	n0			XP_020877967.1	AL6G30880															
N15.HOG0013424	OG0006281	n0			XP_002873960.1	AL6G31210															
N15.HOG0013425	OG0006282	n0			XP_020878289.1	AL6G31430															
N15.HOG0013426	OG0006283	n0			XP_020879021.1	AL6G31580															
N15.HOG0013427	OG0006284	n0			XP_020876286.1	AL5G13030, AL6G31740															
N15.HOG0013428	OG0006285	n0			XP_020871920.1	AL8G23180															
N15.HOG0013429	OG0006286	n0			XP_020879156.1	AL6G31860															
N15.HOG0013430	OG0006287	n0			XP_020878303.1	AL6G32150															
N15.HOG0013431	OG0006288	n13			XP_020878847.1	AL6G32720															
N15.HOG0013432	OG0006289	n0			XP_002874038.1	AL6G32920															
N15.HOG0013433	OG0006290	n0			XP_020877336.1	AL6G33050															
N15.HOG0013434	OG0006291	n8				nbis-gene-1052															
N15.HOG0013435	OG0006291	n13			XP_020877828.1	AL6G33090															
N15.HOG0013436	OG0006292	n0			XP_020876640.1	AL6G33220															
N15.HOG0013437	OG0006293	n0			XP_002866389.1	AL8G37250															
N15.HOG0013438	OG0006294	n7				AL4G18600															
N15.HOG0013439	OG0006294	n12			XP_020871953.1	AL8G37170															
N15.HOG0013440	OG0006295	n8			XP_002864672.1	AL8G36800															
N15.HOG0013441	OG0006295	n9			XP_002862257.1	AL817U10010															
N15.HOG0013442	OG0006296	n0			XP_002886003.1	AL3G48030															
N15.HOG0013443	OG0006297	n0			XP_020871504.1	AL8G36350															
N15.HOG0013444	OG0006298	n18			XP_020872986.1	AL139U10020															
N15.HOG0013445	OG0006298	n19			XP_020871288.1	AL8G35300															
N15.HOG0013446	OG0006299	n0			XP_020887723.1	AL277U10010, AL3G40350															
N15.HOG0013447	OG0006300	n0			XP_020867057.1	AL8G34450															
N15.HOG0013448	OG0006301	n3			XP_002867758.1	AL7G30980															
N15.HOG0013449	OG0006302	n0			XP_002889592.1	AL1G16200															
N15.HOG0013450	OG0006303	n0			XP_020878285.1	AL8G34330															
N15.HOG0013451	OG0006304	n0			XP_002866247.1	AL8G34170															
N15.HOG0013452	OG0006305	n0			XP_002870111.1	AL7G37410															
N15.HOG0013453	OG0006306	n0			XP_020881209.1	AL8G33760															
N15.HOG0013454	OG0006307	n23			XP_002866221.1	AL8G33670															
N15.HOG0013455	OG0006308	n0			XP_002864521.1	AL8G33640															
N15.HOG0013456	OG0006309	n0			XP_020891267.1	AL2G31530															
N15.HOG0013457	OG0006310	n0			XP_020887338.1	AL8G33240															
N15.HOG0013458	OG0006311	n0			XP_020888998.1	AL8G32910															
N15.HOG0013459	OG0006312	n0			XP_020868644.1	AL8G32980															
N15.HOG0013460	OG0006313	n0			XP_002877689.1	AL5G29500															
N15.HOG0013461	OG0006314	n23			XP_002864488.1	AL8G32800															
N15.HOG0013462	OG0006314	n24			XP_002863022.1	AL52U10030															
N15.HOG0013463	OG0006316	n0			XP_020871814.1	AL8G32280															
N15.HOG0013464	OG0006317	n0			XP_020877852.1	AL8G32270															
N15.HOG0013465	OG0006318	n0			XP_002864443.1	AL8G31900															
N15.HOG0013466	OG0006319	n19			XP_002864429.1	AL8G31670															
N15.HOG0013467	OG0006319	n23			XP_002888517.1	AL2G24490															
N15.HOG0013468	OG0006319	n24			XP_002886967.1	AL2G22990															
N15.HOG0013469	OG0006320	n0			XP_020890634.1	AL8G30670															
N15.HOG0013470	OG0006321	n0			XP_020874341.1	AL7G43590															
N15.HOG0013471	OG0006322	n0			XP_002864350.1	AL8G30110															
N15.HOG0013472	OG0006323	n3			XP_002877683.1	AL5G29350															
N15.HOG0013473	OG0006324	n0			XP_002875955.1	AL5G28940															
N15.HOG0013474	OG0006325	n0			XP_002875954.1	AL5G28900															
N15.HOG0013475	OG0006326	n0			XP_020880789.1	AL5G28400															
N15.HOG0013476	OG0006327	n0			XP_020881403.1	AL5G28250															
N15.HOG0013477	OG0006328	n0			XP_020871546.1	AL8G29250															
N15.HOG0013478	OG0006329	n0			XP_002866025.1	AL8G29390															
N15.HOG0013479	OG0006330	n0			XP_020879248.1	AL6G50750															
N15.HOG0013480	OG0006331	n0			XP_020878566.1	AL6G50180															
N15.HOG0013481	OG0006332	n9			XP_020878912.1	AL6G17520															
N15.HOG0013482	OG0006333	n0			XP_002871264.2	AL6G17550															
N15.HOG0013483	OG0006334	n0			XP_020870466.1	AL1G67190															
N15.HOG0013484	OG0006335	n0			XP_020878775.1	AL6G17150															
N15.HOG0013485	OG0006336	n0			XP_002873277.1	AL6G16870															
N15.HOG0013486	OG0006337	n0			XP_002873267.1	AL6G16660															
N15.HOG0013487	OG0006338	n0			XP_020877974.1	AL6G16620															
N15.HOG0013488	OG0006339	n9			XP_002873255.1	AL6G16520															
N15.HOG0013489	OG0006339	n10			XP_002871235.1	AL6G16990															
N15.HOG0013490	OG0006340	n0			XP_002871214.1	AL6G16440															
N15.HOG0013491	OG0006341	n0			XP_002873248.1	AL6G16360															
N15.HOG0013492	OG0006342	n2			XP_002871207.1	AL6G16270															
N15.HOG0013493	OG0006343	n19			XP_020882487.1	AL5G25420															
N15.HOG0013494	OG0006344	n0			XP_002871158.1	AL6G15320															
N15.HOG0013495	OG0006345	n0			XP_020876046.1	AL6G15250															
N15.HOG0013496	OG0006346	n0			XP_020875986.1	AL6G15020															
N15.HOG0013497	OG0006347	n17			XP_020876025.1	AL6G14860															
N15.HOG0013498	OG0006348	n0			XP_002871124.1	AL6G14630															
N15.HOG0013499	OG0006349	n0			XP_020875998.1	AL6G14570															
N15.HOG0013500	OG0006350	n8			XP_020875935.1	AL6G14560															
N15.HOG0013501	OG0006351	n0			XP_020878726.1	AL6G14180															
N15.HOG0013502	OG0006352	n0			XP_002871098.1	AL6G14140															
N15.HOG0013503	OG0006353	n0			XP_002871097.1	AL6G14130															
N15.HOG0013504	OG0006354	n0			XP_020876997.1	AL6G14030															
N15.HOG0013505	OG0006355	n15				AL1G13500, AL1G12230															
N15.HOG0013506	OG0006355	n17			XP_020876151.1	AL6G13550															
N15.HOG0013507	OG0006356	n0			XP_002873122.1	AL6G13460															
N15.HOG0013508	OG0006357	n17			XP_002873088.1	AL6G12700															
N15.HOG0013509	OG0006358	n0			XP_002873081.1	AL6G12500															
N15.HOG0013510	OG0006359	n0			XP_002871015.1	AL6G12430															
N15.HOG0013511	OG0006360	n5			XP_002873073.1	AL6G12340															
N15.HOG0013512	OG0006361	n0			XP_002873071.1	AL6G12320															
N15.HOG0013513	OG0006362	n0			XP_020877236.1	AL6G12020															
N15.HOG0013514	OG0006363	n0			XP_020876812.1	AL6G11590															
N15.HOG0013515	OG0006364	n0			XP_020879080.1	AL6G11700															
N15.HOG0013516	OG0006365	n0			XP_020879310.1	AL6G11710															
N15.HOG0013517	OG0006366	n0			XP_002870967.1	AL6G11540															
N15.HOG0013518	OG0006367	n2			XP_020878474.1	AL6G11270															
N15.HOG0013519	OG0006368	n0			XP_020882262.1	AL5G23600															
N15.HOG0013520	OG0006369	n0			XP_002865617.1	AL8G20880															
N15.HOG0013521	OG0006370	n0			XP_020875851.1	AL6G10740															
N15.HOG0013522	OG0006371	n11			XP_020889005.1	AL3G31560															
N15.HOG0013523	OG0006372	n4			XP_020872092.1	AL7G47280															
N15.HOG0013524	OG0006372	n16				AL7G50530															
N15.HOG0013525	OG0006373	n6			XP_020866955.1	AL1G33500															
N15.HOG0013526	OG0006373	n16			XP_020891593.1	AL2G41240															
N15.HOG0013527	OG0006374	n9			XP_002889298.1	AL2G41190															
N15.HOG0013528	OG0006374	n14			XP_020873124.1	AL7G51770															
N15.HOG0013529	OG0006375	n0			XP_020889741.1	AL2G41090															
N15.HOG0013530	OG0006376	n20			XP_020890381.1	AL2G40890															
N15.HOG0013531	OG0006376	n22			XP_002878916.1	AL4G18160															
N15.HOG0013532	OG0006377	n0			XP_020891056.1	AL2G40740															
N15.HOG0013533	OG0006378	n0			XP_002889257.1	AL2G40290															
N15.HOG0013534	OG0006379	n0			XP_020890244.1	AL2G40000															
N15.HOG0013535	OG0006380	n0			XP_020890242.1	AL2G39990															
N15.HOG0013536	OG0006381	n0			XP_002889193.1	AL2G38830															
N15.HOG0013537	OG0006382	n0			XP_020891132.1	AL2G38780															
N15.HOG0013538	OG0006383	n0			XP_020889781.1	AL2G38470															
N15.HOG0013539	OG0006384	n0			XP_020891394.1	AL2G38010															
N15.HOG0013540	OG0006385	n2			XP_020890503.1	AL2G37530															
N15.HOG0013541	OG0006386	n0			XP_020874662.1	AL7G36630															
N15.HOG0013542	OG0006387	n1				AL2G37110															
N15.HOG0013543	OG0006387	n5			XP_002889111.1	AL2G37100															
N15.HOG0013544	OG0006388	n0			XP_002889107.1	AL2G37010															
N15.HOG0013545	OG0006389	n0			XP_002889081.1	AL2G36530															
N15.HOG0013546	OG0006390	n0			XP_020891402.1	AL2G35720															
N15.HOG0013547	OG0006391	n0			XP_002887608.1	AL2G35690															
N15.HOG0013548	OG0006392	n0			XP_020889679.1	AL2G35560															
N15.HOG0013549	OG0006393	n0			XP_020890670.1	AL2G35290															
N15.HOG0013550	OG0006394	n0			XP_002887580.1	AL2G35160															
N15.HOG0013551	OG0006395	n4				AL1G56360															
N15.HOG0013552	OG0006395	n20			XP_002886529.1	AL2G14680															
N15.HOG0013553	OG0006396	n18			XP_002886111.1																
N15.HOG0013554	OG0006397	n0			XP_020887859.1	AL3G50710															
N15.HOG0013555	OG0006398	n0			XP_020881943.1	AL5G29780															
N15.HOG0013556	OG0006399	n0			XP_002875996.1	AL5G29770															
N15.HOG0013557	OG0006400	n0			XP_002864345.1	AL8G30030															
N15.HOG0013558	OG0006401	n0			XP_020880468.1	AL5G26940															
N15.HOG0013559	OG0006402	n0			XP_002884588.1	AL3G17510															
N15.HOG0013560	OG0006403	n0			XP_020867800.1	AL1G64040															
N15.HOG0013561	OG0006404	n0			XP_002894529.2	AL1G63890															
N15.HOG0013562	OG0006405	n0			XP_002894528.1	AL1G63880															
N15.HOG0013563	OG0006406	n0			XP_020869477.1	AL1G63600															
N15.HOG0013564	OG0006407	n17			XP_002875228.2	AL5G13590															
N15.HOG0013565	OG0006407	n19			XP_002883668.2	AL3G42500															
N15.HOG0013566	OG0006408	n0			XP_020870713.1	AL1G63390															
N15.HOG0013567	OG0006409	n0			XP_020867643.1	AL1G63080															
N15.HOG0013568	OG0006410	n0			XP_002894480.1	AL1G62880															
N15.HOG0013569	OG0006411	n0			XP_002891791.1	AL1G62840															
N15.HOG0013570	OG0006412	n0			XP_020870592.1	AL1G62730															
N15.HOG0013571	OG0006413	n0			XP_020868069.1	AL1G62320															
N15.HOG0013572	OG0006414	n0			XP_020867190.1	AL1G62170															
N15.HOG0013573	OG0006415	n0			XP_002891726.1	AL1G61430															
N15.HOG0013574	OG0006416	n0			XP_020867137.1	AL1G61410															
N15.HOG0013575	OG0006417	n0			XP_002881420.1	AL4G32040															
N15.HOG0013576	OG0006418	n23			XP_002879590.1	AL4G32130															
N15.HOG0013577	OG0006418	n24			XP_002862872.1	AL110U10020															
N15.HOG0013578	OG0006419	n4			XP_020866450.1	AL1G39000															
N15.HOG0013579	OG0006419	n7			XP_002890645.1	AL1G38990															
N15.HOG0013580	OG0006420	n0			XP_020875478.1	AL7G35790															
N15.HOG0013581	OG0006421	n0			XP_002875659.1	AL5G22480															
N15.HOG0013582	OG0006422	n3			XP_002877335.1	AL5G22510															
N15.HOG0013583	OG0006422	n5			XP_020881497.1	AL5G22530															
N15.HOG0013584	OG0006423	n7			XP_020882258.1	AL5G20150															
N15.HOG0013585	OG0006424	n10			XP_002870404.1	AL7G43750															
N15.HOG0013586	OG0006425	n20			XP_020871235.1	AL8G27680															
N15.HOG0013587	OG0006425	n23			XP_020872136.1																
N15.HOG0013588	OG0006426	n0			XP_020871763.1	AL8G27760															
N15.HOG0013589	OG0006427	n0			XP_020871826.1	AL8G23890															
N15.HOG0013590	OG0006428	n17			XP_020882581.1	AL664U10010															
N15.HOG0013591	OG0006428	n18			XP_020871330.1	AL8G24390															
N15.HOG0013592	OG0006429	n0			XP_002863155.1	AL9U10660															
N15.HOG0013593	OG0006430	n0			XP_002863138.1	AL9U10310															
N15.HOG0013594	OG0006431	n0			XP_020876564.1	AL9U10100															
N15.HOG0013595	OG0006432	n5			XP_020875522.1	AL7G42780															
N15.HOG0013596	OG0006432	n12			XP_020882301.1	AL5G12130															
N15.HOG0013597	OG0006433	n0			XP_002868313.1	nbis-gene-1868															
N15.HOG0013598	OG0006434	n0			XP_020873064.1	AL7G41860															
N15.HOG0013599	OG0006435	n0			XP_020889773.1	AL2G34390															
N15.HOG0013600	OG0006436	n0			XP_020874786.1	AL7G40120															
N15.HOG0013601	OG0006437	n0			XP_020872794.1	AL7G40070															
N15.HOG0013602	OG0006438	n0			XP_002870223.2	AL7G39780															
N15.HOG0013603	OG0006439	n0			XP_002870210.1	AL7G39540															
N15.HOG0013604	OG0006440	n22			XP_020874335.1	AL7G39340															
N15.HOG0013605	OG0006441	n0			XP_020891519.1	AL2G32470															
N15.HOG0013606	OG0006442	n0			XP_020865615.1	AL2G32980															
N15.HOG0013607	OG0006443	n0			XP_002888931.1	AL2G33280															
N15.HOG0013608	OG0006444	n0			XP_002888930.1	AL2G33270															
N15.HOG0013609	OG0006445	n0			XP_002888943.1	AL2G33530															
N15.HOG0013610	OG0006446	n2			XP_020871831.1																
N15.HOG0013611	OG0006446	n3			XP_020891780.1	AL2G33570															
N15.HOG0013612	OG0006447	n0			XP_002887514.1	AL2G33720															
N15.HOG0013613	OG0006448	n0			XP_020865790.1	AL2G33770															
N15.HOG0013614	OG0006449	n0			XP_020891183.1	AL2G38710															
N15.HOG0013615	OG0006450	n0			XP_020889960.1	AL2G34350															
N15.HOG0013616	OG0006451	n0			XP_002888991.1	AL2G34680															
N15.HOG0013617	OG0006452	n0			XP_020891423.1	AL2G34720															
N15.HOG0013618	OG0006453	n0			XP_002888678.1	AL2G27650															
N15.HOG0013619	OG0006454	n0			XP_020889923.1	AL2G27840															
N15.HOG0013620	OG0006455	n12			XP_020865847.1	AL2G28320															
N15.HOG0013621	OG0006456	n0			XP_020874387.1	AL7G24010															
N15.HOG0013622	OG0006457	n0			XP_002869483.1	AL7G23830															
N15.HOG0013623	OG0006458	n0			XP_020873897.1	AL7G23670															
N15.HOG0013624	OG0006459	n0			XP_002867435.1	AL7G23600															
N15.HOG0013625	OG0006460	n0			XP_020874520.1	AL7G23580															
N15.HOG0013626	OG0006461	n0			XP_002869446.1	AL7G23230															
N15.HOG0013627	OG0006462	n7			XP_002886373.1	AL2G11140															
N15.HOG0013628	OG0006463	n0			XP_020879409.1	AL8G25010															
N15.HOG0013629	OG0006464	n0			XP_020880293.1	AL5G13600															
N15.HOG0013630	OG0006465	n0			XP_020882183.1	AL5G19260															
N15.HOG0013631	OG0006466	n0			XP_002875539.1	AL5G20010															
N15.HOG0013632	OG0006467	n2			XP_002875462.1	AL5G18320															
N15.HOG0013633	OG0006468	n0			XP_002875629.1	AL5G21900															
N15.HOG0013634	OG0006469	n0			XP_020884295.1	AL4G46770															
N15.HOG0013635	OG0006470	n2			XP_020881130.1	AL5G16970															
N15.HOG0013636	OG0006471	n0			XP_020881534.1	AL5G16720															
N15.HOG0013637	OG0006472	n0			XP_020881963.1	AL5G16680															
N15.HOG0013638	OG0006473	n0			XP_020879644.1	AL5G16320															
N15.HOG0013639	OG0006474	n0			XP_020880796.1	AL5G16220															
N15.HOG0013640	OG0006475	n0			XP_020881157.1	AL5G15130															
N15.HOG0013641	OG0006476	n0			XP_020881155.1	AL5G15120															
N15.HOG0013642	OG0006477	n0			XP_020880977.1	AL5G14810															
N15.HOG0013643	OG0006478	n0			XP_020873739.1	AL7G28910															
N15.HOG0013644	OG0006479	n0			XP_002875287.1	AL5G14500															
N15.HOG0013645	OG0006480	n0			XP_020880976.1	AL5G17560															
N15.HOG0013646	OG0006481	n0			XP_002875266.2	AL5G14160															
N15.HOG0013647	OG0006482	n0			XP_020875235.1	AL22U10080															
N15.HOG0013648	OG0006483	n0			XP_002863106.1	AL22U10090															
N15.HOG0013649	OG0006484	n0			XP_020865971.1																
N15.HOG0013650	OG0006485	n0			XP_020891323.1	AL2G28710															
N15.HOG0013651	OG0006486	n15			XP_002888720.1	AL2G28570															
N15.HOG0013652	OG0006487	n4			XP_002887232.1	AL2G28500															
N15.HOG0013653	OG0006488	n0			XP_020887467.1	AL8G12440															
N15.HOG0013654	OG0006489	n0			XP_002865219.1	AL8G12650															
N15.HOG0013655	OG0006490	n0			XP_020871944.1	AL8G13090															
N15.HOG0013656	OG0006491	n0			XP_002889386.1	AL1G11440															
N15.HOG0013657	OG0006492	n0			XP_020871593.1	AL8G14140															
N15.HOG0013658	OG0006493	n0			XP_020866741.1	AL1G56960															
N15.HOG0013659	OG0006494	n0			XP_020866708.1	AL1G57080															
N15.HOG0013660	OG0006495	n8			XP_020890727.1	AL2G15740															
N15.HOG0013661	OG0006495	n9			XP_002894222.1	AL1G57390															
N15.HOG0013662	OG0006496	n16			XP_002894227.1	AL1G57590															
N15.HOG0013663	OG0006497	n0			XP_020869935.1	AL1G58100															
N15.HOG0013664	OG0006498	n14			XP_020871701.1	AL271U10010															
N15.HOG0013665	OG0006498	n15			XP_020885934.1	AL8G26670															
N15.HOG0013666	OG0006499	n0			XP_002874949.2, XP_020868774.1	nbis-gene-287															
N15.HOG0013667	OG0006500	n0			XP_002891647.1	AL1G59520															
N15.HOG0013668	OG0006501	n0			XP_002894368.2	AL1G60410															
N15.HOG0013669	OG0006502	n0			XP_002891695.1	AL1G60630															
N15.HOG0013670	OG0006503	n4			XP_002864352.1	AL8G30180															
N15.HOG0013671	OG0006505	n0			XP_020882793.1	AL4G30530															
N15.HOG0013672	OG0006506	n0			XP_002881344.2	AL4G30550															
N15.HOG0013673	OG0006507	n18			XP_020871737.1	AL270U10020															
N15.HOG0013674	OG0006507	n19			XP_020885052.1	AL4G30590															
N15.HOG0013675	OG0006508	n0			XP_002879516.2	AL4G30790															
N15.HOG0013676	OG0006509	n3			XP_020885623.1	AL4G30930															
N15.HOG0013677	OG0006510	n0			XP_020883102.1	AL4G31200															
N15.HOG0013678	OG0006511	n0			XP_020883916.1	AL4G31650															
N15.HOG0013679	OG0006512	n19			XP_020883501.1	AL4G24500															
N15.HOG0013680	OG0006512	n22			XP_020883711.1	AL4G31740															
N15.HOG0013681	OG0006513	n0			XP_020883729.1	AL4G31860															
N15.HOG0013682	OG0006514	n0			XP_002879008.1	AL4G19940															
N15.HOG0013683	OG0006515	n0			XP_020874446.1	AL7G34820															
N15.HOG0013684	OG0006516	n0			XP_020889255.1	AL486U10010															
N15.HOG0013685	OG0006517	n14			XP_002869995.1	AL7G34870															
N15.HOG0013686	OG0006518	n2			XP_020874457.1	AL7G34930															
N15.HOG0013687	OG0006519	n0			XP_002867953.1	AL7G34970															
N15.HOG0013688	OG0006520	n0			XP_020875075.1	AL7G35390															
N15.HOG0013689	OG0006521	n2			XP_002867978.1	AL7G35490															
N15.HOG0013690	OG0006522	n11				nbis-gene-1818															
N15.HOG0013691	OG0006522	n12			XP_002867993.1	AL7G35870															
N15.HOG0013692	OG0006523	n0			XP_002877163.1	AL5G19120															
N15.HOG0013693	OG0006524	n0			XP_020873920.1	AL7G35970															
N15.HOG0013694	OG0006525	n0			XP_020874375.1	AL7G36180															
N15.HOG0013695	OG0006526	n0			XP_002870067.1	AL7G36260															
N15.HOG0013696	OG0006527	n0			XP_002868018.1	AL7G36440															
N15.HOG0013697	OG0006528	n0			XP_002868029.1	AL7G36580															
N15.HOG0013698	OG0006529	n0			XP_020875001.1	AL7G36640															
N15.HOG0013699	OG0006530	n0			XP_002868047.1	AL7G36920															
N15.HOG0013700	OG0006531	n0			XP_002868061.1	AL7G37170															
N15.HOG0013701	OG0006532	n0			XP_020873210.1	AL7G37480															
N15.HOG0013702	OG0006533	n0			XP_020872312.1	AL7G37520															
N15.HOG0013703	OG0006534	n0			XP_002876066.1	AL5G31480															
N15.HOG0013704	OG0006535	n0			XP_002877783.1	AL5G31420															
N15.HOG0013705	OG0006536	n0			XP_002876054.1	AL5G31270															
N15.HOG0013706	OG0006537	n0			XP_002876050.1	AL5G31220															
N15.HOG0013707	OG0006538	n0			XP_020880699.1	AL5G30560															
N15.HOG0013708	OG0006539	n11			XP_002867698.1	AL7G29720															
N15.HOG0013709	OG0006540	n0			XP_020873674.1	AL7G29990															
N15.HOG0013710	OG0006541	n0			XP_002865917.1	AL8G27000															
N15.HOG0013711	OG0006542	n0			XP_002864082.1	AL8G25080															
N15.HOG0013712	OG0006543	n0			XP_002864095.1	AL8G25340															
N15.HOG0013713	OG0006544	n0			XP_002864098.1	AL8G25390															
N15.HOG0013714	OG0006545	n0			XP_020886994.1	AL3G44830															
N15.HOG0013715	OG0006546	n0			XP_002885951.1	nbis-gene-852															
N15.HOG0013716	OG0006547	n0			XP_020888694.1	AL3G47010															
N15.HOG0013717	OG0006548	n1			XP_002886204.1	AL3G52250															
N15.HOG0013718	OG0006549	n0			XP_002884040.1	AL3G49970															
N15.HOG0013719	OG0006550	n0			XP_002869745.1	AL7G29270															
N15.HOG0013720	OG0006551	n0			XP_002867682.1	AL7G29290															
N15.HOG0013721	OG0006552	n0			XP_020873481.1	AL7G29530															
N15.HOG0013722	OG0006553	n0			XP_002869766.1	AL7G29610															
N15.HOG0013723	OG0006554	n0			XP_020873604.1	AL7G30850															
N15.HOG0013724	OG0006555	n10				AL3G53390															
N15.HOG0013725	OG0006555	n15			XP_002869810.1	AL7G30880															
N15.HOG0013726	OG0006556	n0			XP_020873672.1	AL7G30910															
N15.HOG0013727	OG0006557	n0			XP_020873494.1	AL7G30920															
N15.HOG0013728	OG0006558	n0			XP_020873490.1	AL7G31350															
N15.HOG0013729	OG0006559	n0			XP_002894658.1	AL1G66470															
N15.HOG0013730	OG0006560	n13			XP_020889815.1	AL2G12040															
N15.HOG0013731	OG0006560	n14			XP_020889812.1	AL2G12140															
N15.HOG0013732	OG0006561	n0			XP_002869939.1	AL7G33580															
N15.HOG0013733	OG0006562	n3			XP_002884853.1																
