HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N6.HOG0016328	OG0009356	n6												CARHR261670, CARHR017820							Roisl.0075s0089.1.p
N6.HOG0016329	OG0009357	n5											Cg002G0520700	CARHR160290							Roisl.0046s1025.1.p
N6.HOG0016330	OG0009358	n0											Cg002G0521800	CARHR160170							Roisl.0046s1007.1.p
N6.HOG0016331	OG0009359	n0											Cg002G0522800	CARHR160070							Roisl.0046s0996.1.p
N6.HOG0016332	OG0009360	n0											Cg002G0523100	CARHR160030							Roisl.0046s0994.1.p
N6.HOG0016333	OG0009361	n12												CARHR159950							
N6.HOG0016334	OG0009361	n20												CARHR159960							
N6.HOG0016335	OG0009361	n22											Cg002G0523800								Roisl.0046s0985.1.p
N6.HOG0016336	OG0009362	n0											Cg002G0524000	CARHR159930							Roisl.0046s0983.1.p
N6.HOG0016337	OG0009363	n0											Cg001G0169200	CARHR230810							Roisl.0008s0146.1.p
N6.HOG0016338	OG0009364	n0											Cg016G3060300, Cg003G0873600, Cg005G1696700	CARHR258380							Roisl.0214s0155.1.p
N6.HOG0016339	OG0009365	n0											Cg003G0906700	CARHR265330							Roisl.0189s0120.1.p
N6.HOG0016340	OG0009366	n6											Cg003G0905300	CARHR265170							Roisl.0189s0136.1.p
N6.HOG0016341	OG0009366	n16												CARHR265200							
N6.HOG0016342	OG0009367	n0											Cg003G0900500	CARHR264720							Roisl.0189s0183.1.p
N6.HOG0016343	OG0009368	n0											Cg003G0896000	CARHR264120							Roisl.0189s0236.1.p
N6.HOG0016344	OG0009369	n0											Cg002G0613300	CARHR152390							Roisl.0208s0052.1.p
N6.HOG0016345	OG0009370	n0											Cg004G1358300	CARHR105010							Roisl.0188s0012.1.p
N6.HOG0016346	OG0009371	n12											Cg007G2364400								Roisl.0062s0019.1.p
N6.HOG0016347	OG0009371	n14											Cg004G1367200								Roisl.0062s0014.1.p
N6.HOG0016348	OG0009372	n0											Cg004G1390500	CARHR105830							Roisl.0045s0059.1.p
N6.HOG0016349	OG0009373	n0											Cg004G1393000	CARHR106070							Roisl.0045s0037.1.p
N6.HOG0016350	OG0009374	n0											Cg004G1393300	CARHR106090							Roisl.0045s0034.1.p
N6.HOG0016351	OG0009375	n0											Cg004G1397000	CARHR106470							Roisl.0053s0150.1.p
N6.HOG0016352	OG0009376	n0											Cg004G1402800	CARHR107010							Roisl.0066s0282.1.p, Roisl.0066s0280.1.p
N6.HOG0016353	OG0009377	n0											Cg002G0406400	CARHR172660							Roisl.0018s0364.1.p
N6.HOG0016354	OG0009378	n0											Cg004G1407100	CARHR293520							Roisl.0066s0224.1.p
N6.HOG0016355	OG0009379	n0											Cg004G1407700	CARHR293590							Roisl.0066s0218.1.p
N6.HOG0016356	OG0009380	n0											Cg001G0163300	CARHR231490							Roisl.0008s0221.1.p
N6.HOG0016357	OG0009381	n0											Cg001G0163600	CARHR231450							Roisl.0008s0215.1.p
N6.HOG0016358	OG0009382	n0											Cg001G0165000	CARHR231280							Roisl.0008s0198.1.p
N6.HOG0016359	OG0009383	n9											Cg001G0164700								Roisl.0008s0202.1.p
N6.HOG0016360	OG0009383	n21												CARHR231330							
N6.HOG0016361	OG0009383	n22												CARHR231320							
N6.HOG0016362	OG0009384	n0											Cg001G0174100	CARHR230070							Roisl.0091s0014.1.p
N6.HOG0016363	OG0009385	n0											Cg001G0174400	CARHR230040							Roisl.0091s0018.1.p
N6.HOG0016364	OG0009386	n0											Cg001G0177000	CARHR229680							Roisl.0091s0049.1.p
N6.HOG0016365	OG0009387	n0											Cg001G0178200	CARHR229500							Roisl.0091s0062.1.p
N6.HOG0016366	OG0009388	n0											Cg001G0180800	CARHR229230							Roisl.0091s0088.1.p
N6.HOG0016367	OG0009389	n0											Cg001G0182600	CARHR228960							Roisl.0091s0108.1.p
N6.HOG0016368	OG0009390	n0											Cg001G0392100	CARHR212680							Roisl.0009s0021.1.p
N6.HOG0016369	OG0009391	n0											Cg001G0184700	CARHR228720							Roisl.0091s0130.1.p
N6.HOG0016370	OG0009392	n0											Cg001G0390700	CARHR212820							Roisl.0009s0036.1.p
N6.HOG0016371	OG0009393	n0											Cg001G0201300	CARHR226780							Roisl.0091s0306.1.p
N6.HOG0016372	OG0009394	n0											Cg001G0199600	CARHR227010							Roisl.0091s0286.1.p
N6.HOG0016373	OG0009395	n0											Cg001G0198900	CARHR227110							Roisl.0091s0279.1.p
N6.HOG0016374	OG0009396	n0											Cg001G0197700	CARHR227230							Roisl.0091s0267.1.p
N6.HOG0016375	OG0009397	n0											Cg001G0197600	CARHR227240							Roisl.0091s0266.1.p
N6.HOG0016376	OG0009398	n4											Cg001G0197100	CARHR227290							Roisl.0091s0261.1.p
N6.HOG0016377	OG0009398	n16																			Roisl.0012s0285.1.p
N6.HOG0016378	OG0009399	n3												CARHR257470							
N6.HOG0016379	OG0009399	n13																			Roisl.0027s0113.1.p
N6.HOG0016380	OG0009400	n0											Cg006G2094700	CARHR017480							Roisl.0007s0433.1.p
N6.HOG0016381	OG0009401	n0											Cg001G0193700	CARHR227660							Roisl.0091s0225.1.p
N6.HOG0016382	OG0009402	n0											Cg001G0192500	CARHR227780							Roisl.0091s0212.1.p
N6.HOG0016383	OG0009403	n0											Cg001G0191100	CARHR227920							Roisl.0091s0199.1.p
N6.HOG0016384	OG0009404	n0											Cg002G0678000	CARHR145700							Roisl.0011s0242.1.p
N6.HOG0016385	OG0009405	n0											Cg001G0189200	CARHR228190							Roisl.0091s0179.1.p
N6.HOG0016386	OG0009406	n0											Cg004G1444900	CARHR111430							Roisl.0214s0500.1.p
N6.HOG0016387	OG0009407	n0											Cg011G3012700, Cg008G2912300	CARHR194620							Roisl.0075s0009.1.p
N6.HOG0016388	OG0009408	n0											Cg001G0241900	CARHR222690							Roisl.0002s0034.1.p
N6.HOG0016389	OG0009409	n0											Cg001G0240300	CARHR222840							Roisl.0002s0017.1.p
N6.HOG0016390	OG0009410	n0											Cg001G0239500	CARHR222950							Roisl.0002s0007.1.p
N6.HOG0016391	OG0009411	n0											Cg001G0238800	CARHR223080, CARHR223070							Roisl.0091s0692.1.p
N6.HOG0016392	OG0009412	n0											Cg001G0237900	CARHR223160							Roisl.0053s0014.1.p, Roisl.0091s0683.1.p
N6.HOG0016393	OG0009413	n0											Cg001G0237200	CARHR223240							Roisl.0091s0658.1.p
N6.HOG0016394	OG0009414	n0											Cg001G0233000	CARHR223600							Roisl.0091s0640.1.p
N6.HOG0016395	OG0009415	n0											Cg001G0232300	CARHR223650							Roisl.0091s0634.1.p
N6.HOG0016396	OG0009416	n0											Cg004G1073600	CARHR075140							Roisl.0016s0034.1.p
N6.HOG0016397	OG0009417	n0											Cg004G1074600	CARHR075250							Roisl.0016s0045.1.p
N6.HOG0016398	OG0009418	n0											Cg004G1074800	CARHR075270							Roisl.0016s0047.1.p
N6.HOG0016399	OG0009419	n0											Cg004G1077000	CARHR075480							Roisl.0016s0069.1.p
N6.HOG0016400	OG0009420	n4											Cg004G1078100	CARHR075600							Roisl.0016s0080.1.p
N6.HOG0016401	OG0009420	n15												CARHR075590							
N6.HOG0016402	OG0009421	n0											Cg003G1062800	CARHR281040							Roisl.0024s0608.1.p
N6.HOG0016403	OG0009422	n0											Cg003G1065000, Cg008G2734700	CARHR281280							Roisl.0024s0633.1.p
N6.HOG0016404	OG0009423	n0											Cg003G1065100	CARHR281290							Roisl.0024s0634.1.p
N6.HOG0016405	OG0009424	n0											Cg002G0548900	CARHR156560							Roisl.0046s0693.1.p
N6.HOG0016406	OG0009425	n0											Cg003G1065600	CARHR281310							Roisl.0024s0636.1.p
N6.HOG0016407	OG0009426	n0											Cg003G1067400	CARHR281520							Roisl.0024s0657.1.p
N6.HOG0016408	OG0009427	n0											Cg003G1067900	CARHR281570							Roisl.0024s0662.1.p
N6.HOG0016409	OG0009428	n0											Cg002G0398100	CARHR291690							Roisl.0018s0469.1.p
N6.HOG0016410	OG0009429	n0											Cg007G2369200, Cg002G0398300	CARHR291710							Roisl.0018s0467.1.p
N6.HOG0016411	OG0009430	n0											Cg002G0399900	CARHR173420							Roisl.0018s0452.1.p
N6.HOG0016412	OG0009431	n0											Cg002G0401000	CARHR173270							Roisl.0018s0436.1.p
N6.HOG0016413	OG0009432	n0											Cg002G0401600	CARHR173210							Roisl.0018s0430.1.p
N6.HOG0016414	OG0009433	n0											Cg002G0405800	CARHR172760							Roisl.0018s0379.1.p
N6.HOG0016415	OG0009434	n0											Cg002G0406000	CARHR172730							Roisl.0018s0377.1.p
N6.HOG0016416	OG0009435	n0												CARHR172620							Roisl.0018s0358.1.p
N6.HOG0016417	OG0009436	n0											Cg002G0410200	CARHR172320							Roisl.0018s0326.1.p
N6.HOG0016418	OG0009437	n0												CARHR172290							Roisl.0018s0323.1.p
N6.HOG0016419	OG0009438	n0											Cg004G1116200	CARHR079780, CARHR079800							Roisl.0039s0068.1.p
N6.HOG0016420	OG0009439	n0											Cg002G0411500	CARHR172180							Roisl.0018s0312.1.p
N6.HOG0016421	OG0009440	n0											Cg002G0411700	CARHR141860, CARHR172160							Roisl.0018s0310.1.p
N6.HOG0016422	OG0009441	n0											Cg002G0413800	CARHR171980							Roisl.0018s0288.1.p
N6.HOG0016423	OG0009442	n7												CARHR171700							
N6.HOG0016424	OG0009442	n9																			Roisl.0018s0257.1.p
N6.HOG0016425	OG0009443	n0											Cg005G1648400	CARHR128210							Roisl.0082s0639.1.p, Roisl.0028s0815.1.p
N6.HOG0016426	OG0009444	n0											Cg002G0418100	CARHR171510							Roisl.0018s0236.1.p
N6.HOG0016427	OG0009445	n0											Cg002G0419000	CARHR171410							Roisl.0018s0223.1.p
N6.HOG0016428	OG0009446	n0											Cg002G0419400	CARHR171370							Roisl.0018s0219.1.p
N6.HOG0016429	OG0009447	n0											Cg002G0422000	CARHR171060							Roisl.0018s0188.1.p
N6.HOG0016430	OG0009448	n0											Cg002G0422400	CARHR171000							Roisl.0018s0180.1.p, Roisl.0018s0183.1.p
N6.HOG0016431	OG0009449	n0											Cg002G0423000	CARHR170930							Roisl.0018s0171.1.p
N6.HOG0016432	OG0009450	n0											Cg002G0423100	CARHR170920							Roisl.0018s0170.1.p
N6.HOG0016433	OG0009451	n0											Cg002G0423500	CARHR170860							Roisl.0012s0230.1.p, Roisl.0016s0158.1.p, Roisl.0079s0173.1.p, Roisl.0018s0166.1.p
N6.HOG0016434	OG0009452	n0											Cg002G0423800	CARHR170810							Roisl.0018s0161.1.p
N6.HOG0016435	OG0009453	n0											Cg002G0428300	CARHR170260							Roisl.0018s0105.1.p
N6.HOG0016436	OG0009454	n10											Cg002G0432000	CARHR169870							Roisl.0018s0062.1.p
N6.HOG0016437	OG0009454	n13																			Roisl.0050s0025.1.p
N6.HOG0016438	OG0009455	n0											Cg002G0432200	CARHR169850							Roisl.0018s0059.1.p
N6.HOG0016439	OG0009456	n0											Cg002G0433300	CARHR169730							Roisl.0018s0048.1.p
N6.HOG0016440	OG0009457	n0											Cg002G0433500	CARHR169680							Roisl.0018s0045.1.p
N6.HOG0016441	OG0009458	n5											Cg002G0433900	CARHR169640							Roisl.0018s0041.1.p
N6.HOG0016442	OG0009459	n3											Cg002G0436600	CARHR169330							Roisl.0018s0008.1.p
N6.HOG0016443	OG0009460	n0											Cg002G0437500	CARHR169180							Roisl.0026s0006.1.p
N6.HOG0016444	OG0009461	n0											Cg002G0438300	CARHR169100							Roisl.0026s0014.1.p
N6.HOG0016445	OG0009462	n0											Cg002G0439100	CARHR169030							Roisl.0026s0023.1.p
N6.HOG0016446	OG0009463	n0											Cg002G0440000	CARHR168940							Roisl.0026s0036.1.p
N6.HOG0016447	OG0009464	n0											Cg002G0440900	CARHR168840							Roisl.0026s0045.1.p
N6.HOG0016448	OG0009465	n0											Cg002G0442500	CARHR168570							Roisl.0026s0068.1.p
N6.HOG0016449	OG0009466	n0											Cg002G0443000	CARHR168500							Roisl.0026s0073.1.p
N6.HOG0016450	OG0009467	n0											Cg002G0444600	CARHR168320							Roisl.0026s0088.1.p
N6.HOG0016451	OG0009468	n0											Cg002G0445900	CARHR168170							Roisl.0026s0103.1.p
N6.HOG0016452	OG0009469	n0											Cg005G1671800	CARHR119890							Roisl.0204s0095.1.p
N6.HOG0016453	OG0009470	n0											Cg002G0452800	CARHR167300							Roisl.0026s0183.1.p
N6.HOG0016454	OG0009471	n0											Cg002G0453500	CARHR167250							Roisl.0026s0190.1.p
N6.HOG0016455	OG0009472	n0											Cg002G0454900	CARHR167090							Roisl.0026s0205.1.p
N6.HOG0016456	OG0009473	n0											Cg002G0455000	CARHR167080							Roisl.0026s0206.1.p
N6.HOG0016457	OG0009474	n0											Cg002G0459700	CARHR166630							Roisl.0046s1653.1.p
N6.HOG0016458	OG0009475	n0											Cg002G0461500	CARHR166450							Roisl.0046s1634.1.p
N6.HOG0016459	OG0009476	n0											Cg002G0465100	CARHR166050							Roisl.0046s1595.1.p
N6.HOG0016460	OG0009477	n0											Cg002G0466200	CARHR165960							Roisl.0046s1579.1.p
N6.HOG0016461	OG0009478	n0											Cg002G0470300	CARHR165610							Roisl.0046s1546.1.p
N6.HOG0016462	OG0009479	n0											Cg002G0471800	CARHR165440							Roisl.0046s1532.1.p
N6.HOG0016463	OG0009480	n0											Cg002G0472700	CARHR165380							Roisl.0046s1526.1.p
N6.HOG0016464	OG0009481	n2																			Roisl.0084s0010.1.p
N6.HOG0016465	OG0009481	n6											Cg002G0473500	CARHR165270							Roisl.0046s1518.1.p
N6.HOG0016466	OG0009482	n0											Cg002G0473800	CARHR165250							Roisl.0084s0008.1.p
N6.HOG0016467	OG0009483	n0											Cg002G0477100	CARHR164930							Roisl.0046s1485.1.p
N6.HOG0016468	OG0009484	n0											Cg002G0477400	CARHR164900							Roisl.0046s1481.1.p
N6.HOG0016469	OG0009485	n0											Cg004G1398800, Cg002G0479500	CARHR164690							Roisl.0046s1460.1.p
N6.HOG0016470	OG0009486	n0											Cg002G0479800	CARHR164640							Roisl.0046s1457.1.p
N6.HOG0016471	OG0009487	n0											Cg002G0480200	CARHR164600							Roisl.0046s1453.1.p
N6.HOG0016472	OG0009488	n0											Cg002G0483300	CARHR164270							Roisl.0046s1421.1.p
N6.HOG0016473	OG0009489	n0											Cg002G0483400	CARHR164260							Roisl.0046s1420.1.p
N6.HOG0016474	OG0009490	n0											Cg002G0484100	CARHR164190							Roisl.0046s1407.1.p, Roisl.0046s1408.1.p
N6.HOG0016475	OG0009491	n0											Cg002G0484500	CARHR164140							Roisl.0046s1402.1.p
N6.HOG0016476	OG0009492	n0											Cg004G1141100	CARHR082370							Roisl.0079s0165.1.p
N6.HOG0016477	OG0009493	n0											Cg002G0485300	CARHR164060, CARHR164070							Roisl.0046s1393.1.p
N6.HOG0016478	OG0009494	n0											Cg002G0485900	CARHR164000							Roisl.0046s1388.1.p
N6.HOG0016479	OG0009495	n0											Cg006G2057600	CARHR021320							Roisl.0007s0044.1.p
N6.HOG0016480	OG0009496	n0											Cg002G0486400	CARHR163950							Roisl.0046s1383.1.p
N6.HOG0016481	OG0009497	n0											Cg002G0488200	CARHR163770							Roisl.0046s1363.1.p
N6.HOG0016482	OG0009498	n0											Cg002G0491800	CARHR163390							Roisl.0046s1326.1.p
N6.HOG0016483	OG0009499	n0											Cg002G0495000	CARHR163080							Roisl.0046s1298.1.p
N6.HOG0016484	OG0009500	n0											Cg002G0495300	CARHR163100							Roisl.0046s1296.1.p
N6.HOG0016485	OG0009501	n0											Cg002G0495400	CARHR163110							Roisl.0046s1295.1.p
N6.HOG0016486	OG0009502	n0											Cg002G0495800	CARHR163000							Roisl.0046s1291.1.p
N6.HOG0016487	OG0009503	n0											Cg002G0499200	CARHR162740							Roisl.0046s1259.1.p
N6.HOG0016488	OG0009504	n0											Cg002G0499300, Cg002G0499500, Cg002G0499600	CARHR162730							Roisl.0046s1258.1.p
N6.HOG0016489	OG0009505	n4												CARHR162390							Roisl.0046s1305.1.p
N6.HOG0016490	OG0009505	n20											Cg002G0502300	CARHR162360							Roisl.0046s1229.1.p
N6.HOG0016491	OG0009506	n0											Cg003G0922100								Roisl.0184s0104.1.p
N6.HOG0016492	OG0009507	n0											Cg003G0920800	CARHR266820							Roisl.0184s0090.1.p
N6.HOG0016493	OG0009508	n0											Cg003G0919600	CARHR266700							Roisl.0031s0133.1.p
N6.HOG0016494	OG0009509	n0											Cg003G0919500								Roisl.0031s0132.1.p
N6.HOG0016495	OG0009510	n0											Cg003G0918300	CARHR266620							Roisl.0031s0121.1.p
N6.HOG0016496	OG0009511	n0											Cg003G0918000	CARHR266580							Roisl.0031s0118.1.p
N6.HOG0016497	OG0009512	n0											Cg003G0917100	CARHR266480							Roisl.0031s0109.1.p
N6.HOG0016498	OG0009513	n0											Cg003G0916900	CARHR266390							Roisl.0031s0107.1.p
N6.HOG0016499	OG0009514	n0											Cg001G0244600	CARHR290740							Roisl.0002s0065.1.p
N6.HOG0016500	OG0009515	n0											Cg004G1315900	CARHR100640							Roisl.0053s0224.1.p
N6.HOG0016501	OG0009516	n0											Cg004G1316500	CARHR100800							Roisl.0053s0214.1.p
N6.HOG0016502	OG0009517	n0											Cg004G1321800	CARHR101520							Roisl.0053s0156.1.p
N6.HOG0016503	OG0009518	n0											Cg004G1347100	CARHR103410							Roisl.0213s0661.1.p
N6.HOG0016504	OG0009519	n0											Cg004G1312800	CARHR100350							Roisl.0053s0253.1.p
N6.HOG0016505	OG0009520	n10																			Roisl.0038s0047.1.p
N6.HOG0016506	OG0009520	n14												CARHR100410							Roisl.0053s0247.1.p
N6.HOG0016507	OG0009521	n0											Cg007G2430500	CARHR058730							Roisl.0024s0033.1.p
N6.HOG0016508	OG0009522	n0											Cg007G2438300	CARHR217530							Roisl.0024s0101.1.p
N6.HOG0016509	OG0009523	n0											Cg007G2440100	CARHR059820							Roisl.0019s0846.1.p
N6.HOG0016510	OG0009524	n0											Cg007G2440600	CARHR059890							Roisl.0019s0840.1.p
N6.HOG0016511	OG0009525	n0											Cg002G0585200, Cg007G2440700	CARHR059900							Roisl.0019s0839.1.p
N6.HOG0016512	OG0009526	n0											Cg007G2442500	CARHR060130							Roisl.0019s0815.1.p
N6.HOG0016513	OG0009527	n0											Cg007G2443900	CARHR060280							Roisl.0019s0800.1.p
N6.HOG0016514	OG0009528	n7											Cg007G2446700	CARHR060580							Roisl.0019s0767.1.p
N6.HOG0016515	OG0009528	n9												CARHR182750							Roisl.0185s0051.1.p
N6.HOG0016516	OG0009529	n0											Cg007G2446900	CARHR060620							Roisl.0019s0765.1.p
N6.HOG0016517	OG0009530	n0											Cg007G2448400	CARHR060780							Roisl.0019s0750.1.p
N6.HOG0016518	OG0009531	n0											Cg007G2448600	CARHR060800							Roisl.0019s0748.1.p
N6.HOG0016519	OG0009532	n0											Cg007G2450300	CARHR060880							Roisl.0019s0741.1.p
N6.HOG0016520	OG0009533	n0											Cg007G2450600	CARHR060920							Roisl.0019s0737.1.p
N6.HOG0016521	OG0009534	n0											Cg007G2453000	CARHR061220							Roisl.0019s0712.1.p
N6.HOG0016522	OG0009535	n2											Cg001G0320800	CARHR216560							Roisl.0053s0121.1.p
N6.HOG0016523	OG0009536	n0											Cg001G0321200	CARHR216490, CARHR257530							Roisl.0053s0129.1.p
N6.HOG0016524	OG0009537	n0											Cg008G2866800, Cg008G2851000	CARHR182910							Roisl.0036s0018.1.p
N6.HOG0016525	OG0009538	n0											Cg004G1416000	CARHR108490							Roisl.0066s0118.1.p
N6.HOG0016526	OG0009539	n0											Cg004G1417500	CARHR108620							Roisl.0066s0101.1.p
N6.HOG0016527	OG0009540	n0											Cg004G1422500	CARHR109220							Roisl.0066s0038.1.p
N6.HOG0016528	OG0009541	n0												CARHR109520							Roisl.0066s0005.1.p
N6.HOG0016529	OG0009542	n0											Cg004G1432300	CARHR109960							Roisl.0214s0351.1.p
N6.HOG0016530	OG0009543	n0											Cg004G1432400	CARHR109970							Roisl.0214s0352.1.p
N6.HOG0016531	OG0009544	n0											Cg004G1434200	CARHR110150, CARHR110140							Roisl.0214s0369.1.p
N6.HOG0016532	OG0009545	n0											Cg005G1518200	CARHR136310							Roisl.0028s0500.1.p
N6.HOG0016533	OG0009546	n0											Cg005G1520200	CARHR136100							Roisl.0028s0524.1.p
N6.HOG0016534	OG0009547	n0											Cg005G1521700	CARHR135940							Roisl.0028s0540.1.p
N6.HOG0016535	OG0009548	n0											Cg005G1522400	CARHR135870							Roisl.0028s0547.1.p
N6.HOG0016536	OG0009549	n0											Cg005G1523300	CARHR135830							Roisl.0028s0551.1.p
N6.HOG0016537	OG0009550	n0											Cg005G1524100	CARHR135750							Roisl.0028s0562.1.p
N6.HOG0016538	OG0009551	n0											Cg005G1525700	CARHR135610							Roisl.0028s0582.1.p
N6.HOG0016539	OG0009552	n0											Cg005G1525800	CARHR135600							Roisl.0028s0583.1.p
N6.HOG0016540	OG0009553	n0											Cg005G1527200	CARHR135450							Roisl.0028s0600.1.p
N6.HOG0016541	OG0009554	n0											Cg005G1527900	CARHR135410							Roisl.0028s0604.1.p
N6.HOG0016542	OG0009555	n0											Cg005G1529300	CARHR135250							Roisl.0017s0415.1.p
N6.HOG0016543	OG0009556	n0											Cg005G1530500	CARHR135090							Roisl.0017s0402.1.p
N6.HOG0016544	OG0009557	n0											Cg005G1530800	CARHR135060							Roisl.0017s0399.1.p
N6.HOG0016545	OG0009558	n0											Cg005G1533300	CARHR134790							Roisl.0017s0365.1.p
N6.HOG0016546	OG0009559	n0											Cg005G1533600	CARHR134740							Roisl.0017s0361.1.p
N6.HOG0016547	OG0009560	n0											Cg005G1533800	CARHR134700							Roisl.0017s0358.1.p
N6.HOG0016548	OG0009561	n0											Cg005G1533900	CARHR134690							Roisl.0017s0357.1.p
N6.HOG0016549	OG0009562	n0											Cg005G1535400	CARHR134540							Roisl.0017s0343.1.p
N6.HOG0016550	OG0009563	n0											Cg002G0651800	CARHR108980, CARHR148440							Roisl.0011s0536.1.p
N6.HOG0016551	OG0009564	n0											Cg005G1536900	CARHR134400							Roisl.0017s0329.1.p
N6.HOG0016552	OG0009565	n0											Cg005G1537200	CARHR134360							Roisl.0017s0325.1.p
N6.HOG0016553	OG0009566	n0											Cg005G1537800	CARHR134300, CARHR087370							Roisl.0017s0318.1.p
N6.HOG0016554	OG0009567	n0											Cg005G1539900	CARHR133980							Roisl.0017s0292.1.p
N6.HOG0016555	OG0009568	n0											Cg005G1540700	CARHR133890							Roisl.0017s0285.1.p
N6.HOG0016556	OG0009569	n0											Cg005G1543000	CARHR133610							Roisl.0017s0258.1.p
N6.HOG0016557	OG0009570	n0											Cg005G1543900	CARHR133500							Roisl.0017s0248.1.p
N6.HOG0016558	OG0009571	n0											Cg005G1544100	CARHR125840, CARHR133490							Roisl.0017s0247.1.p
N6.HOG0016559	OG0009572	n0											Cg005G1544800	CARHR133420							Roisl.0017s0239.1.p
N6.HOG0016560	OG0009573	n0											Cg005G1545000	CARHR133400							Roisl.0017s0237.1.p
N6.HOG0016561	OG0009574	n0											Cg005G1545200	CARHR133370							Roisl.0017s0235.1.p
N6.HOG0016562	OG0009575	n0											Cg005G1546100	CARHR133280							Roisl.0017s0226.1.p
N6.HOG0016563	OG0009576	n0											Cg005G1546300	CARHR133270							Roisl.0017s0225.1.p
N6.HOG0016564	OG0009577	n0											Cg005G1547100	CARHR133190							Roisl.0017s0216.1.p
N6.HOG0016565	OG0009578	n0											Cg005G1547300	CARHR133170							Roisl.0017s0214.1.p
N6.HOG0016566	OG0009579	n0											Cg005G1549400	CARHR132890							Roisl.0017s0194.1.p
N6.HOG0016567	OG0009580	n0											Cg005G1550100	CARHR132850							Roisl.0017s0187.1.p
N6.HOG0016568	OG0009581	n0											Cg005G1551700	CARHR132690							Roisl.0017s0171.1.p
N6.HOG0016569	OG0009582	n0											Cg005G1552400	CARHR132610							Roisl.0017s0164.1.p
N6.HOG0016570	OG0009583	n0											Cg005G1553300	CARHR132540							Roisl.0017s0156.1.p
N6.HOG0016571	OG0009584	n0											Cg002G0694400	CARHR143900							Roisl.0011s0032.1.p
N6.HOG0016572	OG0009585	n0											Cg005G1554600	CARHR132410							Roisl.0017s0143.1.p
N6.HOG0016573	OG0009586	n0											Cg005G1555700	CARHR131750							Roisl.0017s0132.1.p
N6.HOG0016574	OG0009587	n0											Cg005G1559300	CARHR132160							Roisl.0017s0086.1.p
N6.HOG0016575	OG0009588	n0											Cg005G1559500	CARHR132180							Roisl.0017s0083.1.p
N6.HOG0016576	OG0009589	n0											Cg005G1560000	CARHR132230							Roisl.0017s0077.1.p
N6.HOG0016577	OG0009590	n0											Cg002G0687300	CARHR144680							Roisl.0011s0110.1.p
N6.HOG0016578	OG0009591	n0											Cg005G1560300	CARHR132260							Roisl.0017s0074.1.p
N6.HOG0016579	OG0009592	n0											Cg003G0792700	CARHR259970							Roisl.0032s0087.1.p
N6.HOG0016580	OG0009593	n0											Cg005G1561100	CARHR132340							Roisl.0017s0066.1.p
N6.HOG0016581	OG0009594	n0											Cg005G1562400	CARHR131640							Roisl.0017s0052.1.p
N6.HOG0016582	OG0009595	n0											Cg005G1563200	CARHR131550							Roisl.0017s0044.1.p
N6.HOG0016583	OG0009596	n0											Cg005G1564600	CARHR131400							Roisl.0017s0028.1.p
N6.HOG0016584	OG0009597	n0											Cg005G1564700	CARHR131390							Roisl.0017s0027.1.p
N6.HOG0016585	OG0009598	n0											Cg003G0748300	CARHR253650							Roisl.0082s0152.1.p
N6.HOG0016586	OG0009599	n0											Cg003G0747900	CARHR253590							Roisl.0082s0158.1.p
N6.HOG0016587	OG0009600	n0											Cg003G0745000	CARHR253300							Roisl.0082s0188.1.p, Roisl.0082s0190.1.p
N6.HOG0016588	OG0009601	n0											Cg003G0743600	CARHR253070							Roisl.0082s0240.1.p
N6.HOG0016589	OG0009602	n0											Cg003G0741800, Cg003G0855600	CARHR252900							Roisl.0082s0217.1.p
N6.HOG0016590	OG0009603	n0											Cg002G0693100	CARHR144010							Roisl.0011s0043.1.p
N6.HOG0016591	OG0009604	n0											Cg003G0858000, Cg003G0739700	CARHR252690							Roisl.0082s0235.1.p
N6.HOG0016592	OG0009605	n0											Cg003G0752500	CARHR254160							Roisl.0209s0207.1.p
N6.HOG0016593	OG0009606	n2												CARHR253880							Roisl.0209s0232.1.p
N6.HOG0016594	OG0009607	n0											Cg003G0749700	CARHR253810							Roisl.0209s0237.1.p
N6.HOG0016595	OG0009608	n0											Cg003G0749400	CARHR253780							Roisl.0209s0240.1.p
N6.HOG0016596	OG0009610	n0											Cg005G1776100	CARHR112170							Roisl.0063s0050.1.p
N6.HOG0016597	OG0009611	n13											Cg005G1773300	CARHR112490							Roisl.0082s0126.1.p
N6.HOG0016598	OG0009612	n5											Cg005G1772400	CARHR112620							Roisl.0082s0114.1.p
N6.HOG0016599	OG0009612	n16												CARHR131230							
N6.HOG0016600	OG0009613	n0											Cg005G1770600	CARHR112920							Roisl.0046s0652.1.p
N6.HOG0016601	OG0009614	n0											Cg005G1770500	CARHR112930							Roisl.0046s0651.1.p
N6.HOG0016602	OG0009615	n0											Cg005G1754800	CARHR293090							Roisl.0006s0579.1.p
N6.HOG0016603	OG0009616	n0											Cg005G1751900	CARHR184850							Roisl.0021s0568.1.p
N6.HOG0016604	OG0009617	n0											Cg005G1752800	CARHR184800							Roisl.0006s0552.1.p
