"Erysimum_linariifolium"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"El003G142650"	"AT4G39170.1"	"AT4G39170.1"	"AT4G39170.1"	"N0.HOG0023495"	"AT4G39170.1"	"OG0016883"	"AT4G39170.1"	"AT4G39170.1"	613	614	99	100	614	95.277	1203	"AT4G39170.1"	95.277	614	27	2	1	612	1	614	0	1203	99	613	614
"El003G142660"	"AT4G39180.1"	"AT4G39180.1"	"AT4G39180.1"	"N0.HOG0007578"	"AT4G39180.1"	"OG0002840"	"AT2G21540.1, AT4G39180.1"	"AT4G39180.1"	554	554	99	100	556	91.007	1035	"AT4G39180.1"	91.007	556	45	2	1	553	1	554	0	1035	99	554	554
"El003G142670"	"AT4G39200.1"	"AT4G39200.1"	"AT4G39200.1"	"N0.HOG0002746"	"AT4G39200.1, AT2G21580.1"	"OG0000533"	"AT2G16360.1, AT2G21580.1, AT4G34555.1, AT4G39200.1"	"AT4G39200.1"	109	108	99	100	108	99.074	217	"AT4G39200.1"	99.074	108	1	0	1	108	1	108	2.98e-75	217	99	109	108
"El003G142680"	"AT4G39210.1"	"AT4G39210.1"	"AT4G39210.1"	"N0.HOG0007275"	"AT4G39210.1"	"OG0002670"	"AT2G21590.1, AT4G39210.1"	"AT4G39210.1"	522	521	99	100	521	96.353	1054	"AT4G39210.1"	96.353	521	19	0	1	521	1	521	0	1054	99	522	521
"El003G142690"	"AT4G39220.1"	"AT4G39220.1"	"AT4G39220.1"	"N0.HOG0004977"	"AT4G39220.1"	"OG0001492"	"AT2G21600.1, AT4G39220.1"	"AT4G39220.1"	192	191	99	100	191	97.906	389	"AT4G39220.1"	97.906	191	4	0	1	191	1	191	1.01e-140	389	99	192	191
"El003G142700"	"AT4G39230.1"	"AT4G39230.1"	"AT4G39230.1"	"N0.HOG0019802"	"AT4G39230.1"	"OG0013300"	"AT4G39230.1"	"AT4G39230.1"	309	308	99	100	308	96.104	611	"AT4G39230.1"	96.104	308	12	0	1	308	1	308	0	611	99	309	308
"El003G142710"	"AT4G39235.1"	"AT4G39235.1"	"AT4G39235.1"	"N0.HOG0003743"	"AT4G39235.1"	"OG0000908"	"AT2G21640.1, AT3G05570.1, AT4G39235.1"	"AT4G39235.1"	90	86	99	100	89	86.517	154	"AT4G39235.1"	86.517	89	9	1	1	89	1	86	5.41e-51	154	99	90	86
"El003G142720"	"AT4G39240.1"	"AT4G39240.1"	"AT4G39240.1"	"N0.HOG0008245"	"AT3G27910.1, AT4G39240.1"	"OG0003233"	"AT3G27910.1, AT4G39240.1"	"AT4G39240.1"	375	375	96	99	361	84.409	628	"AT4G39240.1"	85.873	361	48	2	15	374	17	375	0	632	96	375	375
"El003G142730"	"AT4G39250.1"	"AT4G39250.1"	"AT4G39250.1"	"N0.HOG0005620"	"AT2G21650.1, AT4G39250.1"	"OG0001814"	"AT2G21650.1, AT4G39250.1"	"AT4G39250.1"	101	100	99	100	100	95	183	"AT4G39250.1"	95	100	5	0	1	100	1	100	5.63e-62	183	99	101	100
"El003G142740"	"AT4G39260.1"	"AT4G39260.1"	"AT4G39260.1"	"N0.HOG0014940"	"AT4G39260.1"	"OG0008784"	"AT4G39260.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G39260.1"	87.805	82	10	0	3	84	2	83	1.02e-49	157	49	169	169
"El003G142750"	"AT4G39270.1"	"AT4G39270.1"	"AT4G39270.1"	"N0.HOG0019801"	"AT4G39270.1"	"OG0013299"	"AT4G39270.1"	"AT4G39270.1"	866	864	99	100	865	90.52	1443	"AT4G39270.1"	90.52	865	81	1	1	865	1	864	0	1443	99	866	864
"El003G142760"	"AT4G39290.1"	"AT4G39290.1"	"AT4G39290.1"	"N0.HOG0003203"	"AT3G43710.1, AT4G39290.1, AT4G34170.1, AT4G33900.1, AT4G23580.1"	"OG0000698"	"AT3G43710.1, AT4G23580.1, AT4G33900.1, AT4G34170.1, AT4G39290.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G39290.1"	64.781	389	106	6	1	384	3	365	1.4e-168	475	99	385	365
"El003G142770"	"AT4G39300.1"	"AT4G39300.1"	"AT4G39300.1"	"N0.HOG0012063"	"AT4G39300.1"	"OG0006162"	"AT4G39300.1"	"AT4G39300.1"	97	96	99	100	96	94.792	178	"AT4G39300.1"	94.792	96	5	0	1	96	1	96	3.97e-60	178	99	97	96
"El003G142780"	"AT4G39320.1"	"AT4G39320.1"	"AT4G39320.1"	"N0.HOG0016853"	"AT4G39320.1"	"OG0010581"	"AT4G39320.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G39320.1"	61.257	191	36	5	1	178	1	166	4.67e-58	179	94	189	166
"El003G142790"	"AT4G39330.1"	"AT4G39330.1"	"AT4G39330.1"	"N0.HOG0021689"	"AT4G39330.1"	"OG0015126"	"AT4G39330.1"	"AT4G39330.1"	361	360	99	100	360	96.111	722	"AT4G39330.1"	96.111	360	14	0	1	360	1	360	0	722	99	361	360
"El003G142800"	"AT4G39340.1"	"AT4G39340.1"	"AT4G39340.1"	"N0.HOG0003945"	"AT4G39340.1"	"OG0000992"	"AT2G21740.1, AT2G21750.1, AT4G39340.1"	"AT4G39340.1"	128	127	98	98	126	92.063	220	"AT4G39340.1"	92.063	126	8	2	1	125	1	125	6.48e-80	230	98	128	127
"El003G142820"	"AT4G39350.1"	"AT4G39350.1"	"AT4G39350.1"	"N0.HOG0002799"	"AT4G39350.1"	"OG0000551"	"AT2G21770.1, AT4G39350.1, AT5G09870.1, AT5G64740.1"	"AT4G39350.1"	1085	1084	99	100	1084	97.694	2208	"AT4G39350.1"	97.694	1084	25	0	1	1084	1	1084	0	2208	99	1085	1084
"El003G142830"	"AT4G39360.1"	"AT4G39360.1"	"AT4G39360.1"	"N0.HOG0017209"	"AT4G39360.1"	"OG0010895"	"AT4G39360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G39360.1"	64.179	134	38	3	1	124	1	134	2.52e-47	148	99	125	134
"El003G142840"	"AT2G21790.1"	"AT2G21790.1"	NA	"N0.HOG0007007"	"AT2G21790.1"	"OG0002532"	"AT2G21790.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G21790.1"	90.686	816	74	2	1	814	1	816	0	1579	99	815	816
"El003G142860"	"AT4G39370.3"	"AT4G39370.3"	"AT4G39370.3"	"N0.HOG0018293"	"AT4G39370.3"	"OG0011882"	"AT4G39370.3"	"AT4G39370.3"	499	505	99	100	509	82.122	830	"AT4G39370.3"	82.122	509	76	4	1	498	1	505	0	830	99	499	505
"El003G142880"	"AT4G39380.2"	"AT4G39380.2"	"AT4G39380.2"	"N0.HOG0021688"	"AT4G39380.2"	"OG0015125"	"AT4G39380.2"	"AT4G39380.2"	542	534	99	99	553	76.673	799	"AT4G39380.2"	76.673	553	91	4	1	537	1	531	0	820	99	542	534
"El003G142890"	"AT4G39390.1"	"AT4G39390.1"	"AT4G39390.1"	"N0.HOG0016154"	"AT4G39390.1"	"OG0009914"	"AT4G39390.1"	"AT4G39390.1"	333	337	99	98	329	99.088	660	"AT4G39390.1"	99.088	329	3	0	4	332	9	337	0	660	99	333	337
"El003G142910"	"AT4G39400.1"	"AT4G39400.1"	"AT4G39400.1"	"N0.HOG0011511"	"AT4G39400.1"	"OG0005694"	"AT4G39400.1"	"AT4G39400.1"	1195	1196	99	100	1196	95.569	2322	"AT4G39400.1"	95.569	1196	51	2	1	1194	1	1196	0	2322	99	1195	1196
"El003G142920"	"AT4G39410.1"	"AT4G39410.1"	"AT4G39410.1"	"N0.HOG0011510"	"AT4G39410.1"	"OG0005693"	"AT4G39410.1"	"AT4G39410.1"	299	304	99	100	304	84.211	457	"AT4G39410.1"	84.539	304	41	2	1	298	1	304	3.18e-169	471	99	299	304
"El003G142930"	"AT4G39420.2"	"AT4G39420.2"	"AT4G39420.2"	"N0.HOG0019800"	"AT4G39420.2"	"OG0013298"	"AT4G39420.2"	"AT4G39420.2"	3181	3184	99	100	3191	90.818	5858	"AT4G39420.2"	90.818	3191	275	7	1	3180	1	3184	0	5858	99	3181	3184
"El003G142940"	"AT4G39460.1"	"AT4G39460.1"	"AT4G39460.1"	"N0.HOG0019799"	"AT4G39460.1"	"OG0013297"	"AT4G39460.1"	"AT4G39460.1"	325	325	99	100	325	95.385	623	"AT4G39460.1"	95.385	325	14	1	1	324	1	325	0	623	99	325	325
"El003G142960"	"AT1G65340.1"	"AT1G65340.1"	"AT1G65340.1"	"N0.HOG0002423"	"AT1G65340.1"	"OG0000433"	"AT1G57750.1, AT1G65340.1, AT5G52320.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G65340.1"	83.897	503	81	0	1	503	1	503	0	885	99	504	503
"El003G142970"	"AT4G39480.1"	"AT4G39480.1"	"AT4G39480.1"	"N0.HOG0003308"	"AT4G39480.1, AT4G39490.1"	"OG0000737"	"AT2G23180.1, AT4G39480.1, AT4G39490.1"	"AT4G39480.1"	520	516	99	99	518	91.699	962	"AT4G39480.1"	91.892	518	37	2	1	517	1	514	0	962	99	520	516
"El003G142980"	"AT4G39490.1"	"AT4G39490.1"	"AT4G39490.1"	"N0.HOG0003308"	"AT4G39480.1, AT4G39490.1"	"OG0000737"	"AT2G23180.1, AT4G39480.1, AT4G39490.1"	"AT4G39490.1"	519	519	99	100	519	91.329	993	"AT4G39490.1"	91.329	519	44	1	1	518	1	519	0	993	99	519	519
"El003G142990"	"AT1G47620.1, AT4G32170.1, AT4G39500.2, AT4G39510.1, AT5G02900.1"	"AT1G47620.1"	NA	NA	NA	"OG0000208"	"AT1G47620.1, AT4G32170.1, AT4G39500.2, AT4G39510.1, AT5G02900.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G47620.1"	65.326	522	164	5	1	511	1	516	0	708	99	512	520
"El003G143000"	"AT4G39510.1"	"AT4G39510.1"	"AT4G39510.1"	"N0.HOG0001535"	"AT4G39510.1"	"OG0000208"	"AT1G47620.1, AT4G32170.1, AT4G39500.2, AT4G39510.1, AT5G02900.1"	"AT4G39510.1"	510	508	99	100	509	88.016	917	"AT4G39510.1"	88.016	509	60	1	1	509	1	508	0	936	99	510	508
"El003G143010"	"AT4G39520.1"	"AT4G39520.1"	"AT4G39520.1"	"N0.HOG0013794"	"AT4G39520.1"	"OG0007706"	"AT4G39520.1"	"AT4G39520.1"	370	369	99	100	369	98.916	748	"AT4G39520.1"	98.916	369	4	0	1	369	1	369	0	748	99	370	369
"El003G143020"	"AT4G39530.1"	"AT4G39530.1"	"AT4G39530.1"	"N0.HOG0024503"	"AT4G39530.1"	"OG0017854"	"AT4G39530.1"	"AT4G39530.1"	836	834	99	100	834	91.487	1563	"AT4G39530.1"	91.487	834	71	0	2	835	1	834	0	1563	99	836	834
"El003G143030"	"AT4G39540.3"	"AT4G39540.3"	"AT4G39540.3"	"N0.HOG0023494"	"AT4G39540.3"	"OG0016882"	"AT4G39540.3"	"AT4G39540.3"	300	308	99	100	310	87.419	546	"AT4G39540.3"	87.419	310	26	4	1	299	1	308	0	546	99	300	308
"El003G143040"	"AT4G39550.1"	"AT4G39550.1"	"AT4G39550.1"	"N0.HOG0000719"	"AT4G39550.1, AT1G19930.1, AT1G60570.1"	"OG0000077"	"AT1G19930.1, AT1G60570.1, AT1G77880.1, AT4G05620.1, AT4G39550.1, AT4G39560.1, AT4G39570.1, AT4G39580.1, AT5G49000.2"	"AT4G39550.1"	405	392	99	96	384	74.939	574	"AT4G39550.1"	74.939	407	84	7	1	404	1	392	0	585	99	405	392
"El003G143050"	"AT4G39550.1"	"AT4G39550.1"	"AT4G39550.1"	"N0.HOG0000719"	"AT4G39550.1, AT1G19930.1, AT1G60570.1"	"OG0000077"	"AT1G19930.1, AT1G60570.1, AT1G77880.1, AT4G05620.1, AT4G39550.1, AT4G39560.1, AT4G39570.1, AT4G39580.1, AT5G49000.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G39550.1"	70.471	403	80	7	1	375	1	392	0	536	99	376	392
"El003G143060"	"AT1G19930.1, AT1G60570.1, AT1G77880.1, AT4G05620.1, AT4G39550.1, AT4G39560.1, AT4G39570.1, AT4G39580.1, AT5G49000.2"	"AT5G49000.2"	NA	NA	NA	"OG0000077"	"AT1G19930.1, AT1G60570.1, AT1G77880.1, AT4G05620.1, AT4G39550.1, AT4G39560.1, AT4G39570.1, AT4G39580.1, AT5G49000.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G49000.2"	59.367	379	145	5	11	388	2	372	1.07e-150	430	97	389	372
"El003G143070"	"AT4G39560.1"	"AT4G39560.1"	"AT4G39560.1"	"N0.HOG0000700"	"AT4G39560.1"	"OG0000077"	"AT1G19930.1, AT1G60570.1, AT1G77880.1, AT4G05620.1, AT4G39550.1, AT4G39560.1, AT4G39570.1, AT4G39580.1, AT5G49000.2"	"AT4G39560.1"	384	266	67	99	260	77.007	398	"AT5G49000.2"	60.313	383	141	7	1	383	1	372	5.45e-148	423	99	384	372
"El003G143080"	"AT4G39570.1"	"AT4G39570.1"	"AT4G39570.1"	"N0.HOG0000718"	"AT4G39570.1"	"OG0000077"	"AT1G19930.1, AT1G60570.1, AT1G77880.1, AT4G05620.1, AT4G39550.1, AT4G39560.1, AT4G39570.1, AT4G39580.1, AT5G49000.2"	"AT4G39570.1"	393	395	99	98	393	77.608	578	"AT4G39570.1"	78.372	393	77	6	4	392	7	395	0	589	99	393	395
"El003G143090"	"AT4G39580.1"	"AT4G39580.1"	"AT4G39580.1"	"N0.HOG0000723"	"AT4G39580.1"	"OG0000077"	"AT1G19930.1, AT1G60570.1, AT1G77880.1, AT4G05620.1, AT4G39550.1, AT4G39560.1, AT4G39570.1, AT4G39580.1, AT5G49000.2"	"AT4G39580.1"	387	375	97	100	375	92.533	718	"AT4G39580.1"	92.533	375	28	0	12	386	1	375	0	718	97	387	375
"El003G143100"	"AT4G39590.1"	"AT4G39590.1"	"AT4G39590.1"	NA	NA	"OG0000878"	"AT1G61540.1, AT4G39590.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G39590.1"	63.145	407	125	7	1	390	4	402	1.65e-171	484	99	391	402
"El003G143130"	"AT4G39610.1"	"AT4G39610.1"	"AT4G39610.1"	"N0.HOG0021687"	"AT4G39610.1"	"OG0015124"	"AT4G39610.1"	"AT4G39610.1"	252	264	88	87	229	93.013	438	"AT4G39610.1"	93.013	229	9	1	30	251	36	264	9.19e-158	438	88	252	264
"El003G143140"	"AT4G39620.1"	"AT4G39620.1"	"AT4G39620.1"	"N0.HOG0023493"	"AT4G39620.1"	"OG0016881"	"AT4G39620.1"	"AT4G39620.1"	494	563	99	87	489	92.434	932	"AT4G39620.1"	92.434	489	37	0	3	491	1	489	0	932	99	494	563
"El003G143150"	"AT4G39630.1"	"AT4G39630.1"	"AT4G39630.1"	"N0.HOG0010182"	"AT4G39630.1"	"OG0004567"	"AT4G39630.1"	"AT4G39630.1"	234	233	99	100	236	84.322	395	"AT4G39630.1"	84.322	236	31	2	1	233	1	233	1.34e-141	395	99	234	233
"El003G143160"	"AT4G39640.1"	"AT4G39640.1"	"AT4G39640.1"	"N0.HOG0003815"	"AT1G69820.1, AT4G39650.1, AT4G39640.1"	"OG0000938"	"AT1G69820.1, AT4G39640.1, AT4G39650.1"	"AT4G39640.1"	576	572	99	100	572	94.58	1112	"AT4G39640.1"	94.58	572	31	0	4	575	1	572	0	1112	99	576	572
"El003G143170"	"AT4G39650.1"	"AT4G39650.1"	"AT4G39650.1"	"N0.HOG0003815"	"AT1G69820.1, AT4G39650.1, AT4G39640.1"	"OG0000938"	"AT1G69820.1, AT4G39640.1, AT4G39650.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G39640.1"	83.972	574	89	3	1	573	1	572	0	992	99	574	572
"El003G143180"	"AT4G39650.1"	"AT4G39650.1"	"AT4G39650.1"	"N0.HOG0003815"	"AT1G69820.1, AT4G39650.1, AT4G39640.1"	"OG0000938"	"AT1G69820.1, AT4G39640.1, AT4G39650.1"	"AT4G39650.1"	575	578	99	99	574	87.805	1015	"AT4G39650.1"	87.805	574	70	0	1	574	5	578	0	1015	99	575	578
"El003G143190"	"AT4G39660.1"	"AT4G39660.1"	"AT4G39660.1"	"N0.HOG0018292"	"AT4G39660.1"	"OG0011881"	"AT4G39660.1"	"AT4G39660.1"	476	476	99	99	475	93.474	917	"AT4G39660.1"	93.474	475	30	1	1	475	3	476	0	917	99	476	476
"El003G143200"	"AT4G39670.1"	"AT4G39670.1"	"AT4G39670.1"	"N0.HOG0009290"	"AT4G39670.1"	"OG0003903"	"AT4G39670.1"	"AT4G39670.1"	231	229	99	99	229	94.323	433	"AT4G39670.1"	94.323	229	10	2	2	230	4	229	8.67e-157	433	99	231	229
"El003G143210"	"AT4G39675.1"	"AT4G39675.1"	"AT4G39675.1"	"N0.HOG0025526"	"AT4G39675.1"	"OG0018826"	"AT4G39675.1"	"AT4G39675.1"	73	70	99	100	72	87.5	87	"AT4G39675.1"	87.5	72	7	2	1	72	1	70	8.6e-25	87	99	73	70
"El003G143220"	"AT4G39680.1"	"AT4G39680.1"	"AT4G39680.1"	"N0.HOG0016153"	"AT4G39680.1"	"OG0009913"	"AT4G39680.1"	"AT4G39680.1"	643	633	99	99	644	86.957	984	"AT4G39680.1"	87.422	644	65	9	1	641	1	631	0	996	99	643	633
"El003G143230"	"AT4G39690.1"	"AT4G39690.1"	"AT4G39690.1"	"N0.HOG0021686"	"AT4G39690.1"	"OG0015123"	"AT4G39690.1"	"AT4G39690.1"	653	650	99	100	660	87.121	1090	"AT4G39690.1"	87.121	660	67	6	1	652	1	650	0	1090	99	653	650
"El003G143250"	"AT4G39700.1"	"AT4G39700.1"	"AT4G39700.1"	"N0.HOG0023489"	"AT4G39700.1"	"OG0016880"	"AT4G39700.1"	"AT4G39700.1"	160	158	99	100	159	96.855	312	"AT4G39700.1"	96.855	159	4	1	1	159	1	158	2.06e-111	312	99	160	158
"El003G143260"	"AT4G39710.1"	"AT4G39710.1"	"AT4G39710.1"	"N0.HOG0021685"	"AT4G39710.1"	"OG0015122"	"AT4G39710.1"	"AT4G39710.1"	226	217	99	100	225	92.889	416	"AT4G39710.1"	92.889	225	8	2	1	225	1	217	4.19e-150	416	99	226	217
"El003G143270"	"AT4G39720.2"	"AT4G39720.2"	"AT4G39720.2"	"N0.HOG0013793"	"AT4G39720.2"	"OG0007705"	"AT4G39720.2"	"AT4G39720.2"	296	296	89	88	262	88.931	427	"AT4G39720.2"	88.931	262	26	1	22	283	20	278	1.86e-158	443	89	296	296
"El003G143280"	"AT4G39730.1"	"AT4G39730.1"	"AT4G39730.1"	"N0.HOG0005324"	"AT4G39730.1"	"OG0001669"	"AT2G22170.1, AT4G39730.1"	"AT4G39730.1"	182	181	99	100	181	95.58	364	"AT4G39730.1"	95.58	181	8	0	1	181	1	181	4.21e-131	364	99	182	181
"El003G143290"	"AT4G39740.1"	"AT4G39740.1"	"AT4G39740.1"	"N0.HOG0016152"	"AT4G39740.1"	"OG0009912"	"AT4G39740.1"	"AT4G39740.1"	279	276	99	100	279	87.097	512	"AT4G39740.1"	87.097	279	32	2	1	278	1	276	0	512	99	279	276
"El003G143300"	"AT4G39745.1"	"AT4G39745.1"	"AT4G39745.1"	"N0.HOG0026287"	"AT4G39745.1"	"OG0019515"	"AT4G39745.1"	"AT4G39745.1"	282	253	96	100	270	74.825	359	"AT4G39745.1"	75.556	270	33	1	12	281	17	253	2.3e-126	359	96	282	253
"El003G143310"	"AT4G39753.1"	"AT4G39753.1"	"AT4G39753.1"	"N0.HOG0001314"	"AT4G39753.1, AT5G28160.1, AT5G28180.1, AT4G39756.1"	"OG0000164"	"AT4G19250.1, AT4G19330.1, AT4G29370.1, AT4G39753.1, AT4G39756.1, AT4G39760.1, AT5G28160.1, AT5G28180.1"	"AT4G39753.1"	381	390	96	97	372	71.505	510	"AT4G39753.1"	71.505	372	100	2	15	380	19	390	0	510	96	381	390
"El003G143320"	"AT4G39756.1"	"AT4G39756.1"	"AT4G39756.1"	"N0.HOG0001314"	"AT4G39753.1, AT5G28160.1, AT5G28180.1, AT4G39756.1"	"OG0000164"	"AT4G19250.1, AT4G19330.1, AT4G29370.1, AT4G39753.1, AT4G39756.1, AT4G39760.1, AT5G28160.1, AT5G28180.1"	"AT4G39756.1"	376	374	99	100	375	80	612	"AT4G39756.1"	80	375	74	1	1	375	1	374	0	612	99	376	374
"El003G143330"	"AT4G39760.1"	"AT4G39760.1"	"AT4G39760.1"	"N0.HOG0001311"	"AT4G39760.1"	"OG0000164"	"AT4G19250.1, AT4G19330.1, AT4G29370.1, AT4G39753.1, AT4G39756.1, AT4G39760.1, AT5G28160.1, AT5G28180.1"	"AT4G39760.1"	369	369	99	100	369	81.03	624	"AT4G39760.1"	81.03	369	69	1	1	368	1	369	0	624	99	369	369
"El003G143340"	"AT4G39770.1"	"AT4G39770.1"	"AT4G39770.1"	"N0.HOG0005128"	"AT4G39770.1"	"OG0001573"	"AT2G22190.1, AT4G39770.1"	"AT4G39770.1"	349	349	99	100	351	92.308	664	"AT4G39770.1"	92.308	351	22	3	1	348	1	349	0	664	99	349	349
"El003G143360"	"AT4G39780.1"	"AT4G39780.1"	"AT4G39780.1"	"N0.HOG0006484"	"AT4G39780.1"	"OG0002263"	"AT2G22200.1, AT4G39780.1"	"AT4G39780.1"	279	272	99	100	278	89.568	499	"AT4G39780.1"	89.568	278	23	4	1	278	1	272	0	499	99	279	272
"El003G143380"	"AT4G39795.1"	"AT4G39795.1"	"AT4G39795.1"	"N0.HOG0017208"	"AT4G39795.1"	"OG0010894"	"AT4G39795.1"	"AT4G39795.1"	135	126	99	100	134	81.343	208	"AT4G39795.1"	81.343	134	17	2	1	134	1	126	2.09e-74	217	99	135	126
"El003G143390"	"AT4G39800.1"	"AT4G39800.1"	"AT4G39800.1"	"N0.HOG0003401"	"AT4G39800.1"	"OG0000780"	"AT2G22240.1, AT4G39800.1, AT5G10170.1"	"AT4G39800.1"	511	511	99	100	511	97.065	1025	"AT4G39800.1"	97.065	511	14	1	1	510	1	511	0	1025	99	511	511
"El003G143410"	"AT4G39810.1"	"AT4G39810.1"	"AT4G39810.1"	"N0.HOG0011509"	"AT4G39810.1"	"OG0005692"	"AT4G39810.1"	"AT4G39810.1"	256	255	99	100	255	95.294	504	"AT4G39810.1"	95.294	255	12	0	1	255	1	255	0	504	99	256	255
"El003G143420"	"AT4G39820.2"	"AT4G39820.2"	"AT4G39820.2"	"N0.HOG0019796"	"AT4G39820.2"	"OG0013295"	"AT4G39820.2"	"AT4G39820.2"	417	427	99	96	416	90.385	786	"AT4G39820.2"	90.385	416	32	1	1	416	20	427	0	786	99	417	427
"El003G143430"	"AT1G70020.1, AT1G70040.1, AT1G70120.1, AT3G54410.1, AT3G60700.1, AT5G39330.1"	"AT3G60700.1"	NA	NA	NA	"OG0000250"	"AT1G70020.1, AT1G70040.1, AT1G70120.1, AT3G54410.1, AT3G60700.1, AT5G39330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G60700.1"	51.613	155	69	3	46	196	64	216	1.12e-50	163	72	210	219
"El003G143450"	"AT1G70020.1, AT1G70040.1, AT1G70120.1, AT3G54410.1, AT3G60700.1, AT5G39330.1"	"AT3G60700.1"	NA	NA	NA	"OG0000250"	"AT1G70020.1, AT1G70040.1, AT1G70120.1, AT3G54410.1, AT3G60700.1, AT5G39330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G60700.1"	57.143	133	48	3	1	128	71	199	9.47e-48	153	82	157	219
"El003G143470"	"AT4G39840.1"	"AT4G39840.1"	"AT4G39840.1"	"N0.HOG0014939"	"AT4G39840.1"	"OG0008783"	"AT4G39840.1"	"AT4G39840.1"	459	451	99	100	460	89.348	573	"AT4G39840.1"	89.348	460	38	6	1	458	1	451	0	614	99	459	451
"El003G143480"	"AT4G39850.3"	"AT4G39850.3"	"AT4G39850.3"	"N0.HOG0019794"	"AT4G39850.3"	"OG0013293"	"AT4G39850.3"	"AT4G39850.3"	1338	1352	99	100	1353	95.565	2635	"AT4G39850.3"	95.565	1353	43	3	1	1337	1	1352	0	2635	99	1338	1352
"El003G143490"	"AT4G39860.1"	"AT4G39860.1"	"AT4G39860.1"	"N0.HOG0019793"	"AT4G39860.1"	"OG0013292"	"AT4G39860.1"	"AT4G39860.1"	298	299	99	100	299	95.652	575	"AT4G39860.1"	95.652	299	11	2	1	297	1	299	0	575	99	298	299
"El003G143500"	"AT4G39870.1"	"AT4G39870.1"	"AT4G39870.1"	"N0.HOG0019792"	"AT4G39870.1"	"OG0013291"	"AT4G39870.1"	"AT4G39870.1"	392	394	99	100	397	87.657	647	"AT4G39870.1"	87.657	397	40	5	1	391	1	394	0	647	99	392	394
"El003G143510"	"AT4G39880.1"	"AT4G39880.1"	"AT4G39880.1"	"N0.HOG0013792"	"AT4G39880.1"	"OG0007704"	"AT4G39880.1"	"AT4G39880.1"	180	178	99	100	179	97.765	349	"AT4G39880.1"	97.765	179	3	1	1	179	1	178	2.15e-125	349	99	180	178
"El003G143520"	"AT4G39890.1"	"AT4G39890.1"	"AT4G39890.1"	"N0.HOG0003306"	"AT4G39890.1"	"OG0000736"	"AT2G22290.1, AT4G39890.1, AT5G10260.1"	"AT4G39890.1"	213	214	99	100	214	91.121	377	"AT4G39890.1"	91.121	214	17	2	1	212	1	214	2.18e-135	377	99	213	214
"El003G143530"	"AT4G39900.1"	"AT4G39900.1"	"AT4G39900.1"	"N0.HOG0011042"	"AT4G39900.1"	"OG0005289"	"AT4G39900.1"	"AT4G39900.1"	244	245	95	100	233	92.245	451	"AT4G39900.1"	93.133	233	16	0	1	233	1	233	3.46e-163	451	95	244	245
"El003G143540"	"AT4G39910.1"	"AT4G39910.1"	"AT4G39910.1"	"N0.HOG0007479"	"AT4G39910.1"	"OG0002782"	"AT2G22310.1, AT4G39910.1"	"AT4G39910.1"	372	371	99	100	371	99.73	771	"AT4G39910.1"	99.73	371	1	0	1	371	1	371	0	771	99	372	371
"El003G143550"	"AT4G39920.1"	"AT4G39920.1"	"AT4G39920.1"	"N0.HOG0018291"	"AT4G39920.1"	"OG0011880"	"AT4G39920.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G39920.1"	83.951	81	9	1	1	77	1	81	5.58e-28	102	91	85	345
"El003G143560"	"AT4G39920.1"	"AT4G39920.1"	"AT4G39920.1"	"N0.HOG0018291"	"AT4G39920.1"	"OG0011880"	"AT4G39920.1"	"AT4G39920.1"	344	345	99	99	344	87.209	550	"AT4G39920.1"	87.209	344	40	2	1	340	1	344	0	550	99	344	345
"El003G143570"	"AT4G39940.1"	"AT4G39940.1"	"AT4G39940.1"	"N0.HOG0011508"	"AT4G39940.1"	"OG0005691"	"AT4G39940.1"	"AT4G39940.1"	295	293	99	100	294	92.857	560	"AT4G39940.1"	92.857	294	20	1	1	294	1	293	0	560	99	295	293
