"Cochlearia_excelsa"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"g34488"	"AT1G31150.1"	"AT1G31150.1"	NA	NA	NA	"OG0000379"	"AT1G31150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G31150.1"	31.628	215	94	5	17	180	5	217	5.36e-22	92.8	82	201	673
"g34489"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	26.316	95	67	2	147	240	206	298	2.76e-05	45.1	35	269	777
"g34492"	"AT1G77570.1, AT4G19630.1"	"AT4G19630.1"	NA	NA	NA	"OG0000298"	"AT1G77570.1, AT4G19630.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G19630.1"	47.872	94	49	0	84	177	5	98	9.06e-26	96.7	45	208	131
"g34493"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67120.2"	35.632	87	45	3	79	165	4703	4778	0.01	36.6	40	218	5400
"g34494"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07240.1"	31.474	251	108	7	1	249	62	250	2.91e-20	94.4	49	506	874
"g34495"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67235.1"	32.609	46	31	0	17	62	27	72	0.002	34.7	57	81	154
"g34496"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G00730.1"	73.913	23	6	0	2	24	112	134	0.00078	38.9	13	179	802
"g34497"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G10000.1"	37.143	105	66	0	5	109	81	185	9.79e-17	76.3	53	198	303
"g34499"	"AT1G31150.1"	"AT1G31150.1"	NA	"N0.HOG0002202"	"AT1G31150.1"	"OG0000379"	"AT1G31150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G31150.1"	40.741	216	120	4	1	216	135	342	6.23e-36	139	53	407	673
"g345"	"AT5G62610.1"	"AT5G62610.1"	"AT5G62610.1"	"N0.HOG0018902"	"AT5G62610.1"	"OG0012447"	"AT5G62610.1"	"AT5G62610.1"	278	281	99	100	284	86.268	468	"AT5G62610.1"	86.268	284	29	2	1	277	1	281	6.35e-169	468	99	278	281
"g34501"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	27.397	73	53	0	168	240	206	278	8.05e-08	52.4	29	256	777
"g34502"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G55480.1"	58.333	36	15	0	1	36	573	608	5.91e-07	49.7	15	243	766
"g34503"	"AT4G26690.1"	"AT4G26690.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G26690.1"	61.728	81	31	0	1	81	566	646	2.84e-27	103	86	94	759
"g3451"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	35.616	73	47	0	66	138	59	131	4.88e-11	61.6	30	241	390
"g34513"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	29.05	179	93	4	61	211	332	504	4.87e-18	84	52	288	1043
"g34514"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	29.851	201	97	3	1	160	278	475	3.95e-19	87.8	51	314	1043
"g34515"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	27.67	206	116	3	242	414	222	427	2.77e-18	88.2	35	492	1043
"g34517"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G00155.1"	32.692	52	35	0	38	89	2	53	1.11e-07	46.6	40	130	110
"g34518"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13320.1"	24.786	117	80	5	32	144	98	210	0.001	38.9	36	310	216
"g34521"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G05360.1"	29.348	184	103	6	153	317	368	543	1.72e-07	52.8	47	348	735
"g34524"	"ATMG00750.1"	"ATMG00750.1"	NA	NA	NA	"OG0000043"	"ATMG00750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	71.111	45	13	0	2	46	46	90	9.72e-17	73.6	18	251	119
"g34525"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	33.094	139	90	2	593	729	4	141	1.19e-15	75.1	16	864	158
"g34527"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00300.1"	31.765	85	54	4	63	147	61	141	0.016	35.8	20	433	145
"g34528"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G05360.1"	29.609	179	99	6	161	320	373	543	1.85e-07	52.4	46	351	735
"g34529"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00300.1"	29.885	87	53	3	63	147	61	141	0.026	35	22	391	145
"g34531"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G05360.1"	40.678	59	32	1	131	189	373	428	4.1e-07	50.8	20	289	735
"g34532"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G14000.1"	23.404	94	66	2	53	142	63	154	0.017	35.4	43	207	346
"g34533"	"ATMG00750.1"	"ATMG00750.1"	NA	NA	NA	"OG0000043"	"ATMG00750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	70	20	6	0	1	20	71	90	0.024	33.5	9	225	119
"g34534"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	31.655	139	92	2	557	693	4	141	1.05e-12	66.6	16	861	158
"g34537"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	39.568	139	84	0	153	291	77	215	4.09e-32	125	46	299	1043
"g34538"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14780.1"	32.407	108	60	6	30	129	235	337	0.001	38.1	61	163	347
"g34539"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G47350.1"	40.426	94	55	1	140	232	1	94	4.54e-15	73.6	40	233	528
"g34541"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G42905.1"	52.59	251	117	2	326	575	1	250	1.55e-86	270	39	634	258
"g34542"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	29.847	459	252	9	51	453	85	529	1.34e-61	218	75	536	1043
"g34543"	"AT2G06420.1"	"AT2G06420.1"	NA	NA	NA	"OG0000017"	"AT2G06420.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06420.1"	46.296	54	29	0	22	75	185	238	1.8e-12	62.4	37	145	249
"g34544"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	34.848	132	83	2	706	835	1	131	9.1e-25	101	9	1369	158
"g34545"	"AT2G22440.1"	"AT2G22440.1"	NA	"N0.HOG0000027"	"AT2G22440.1"	"OG0000004"	"AT2G22440.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g34546"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG01250.1"	60.294	68	27	0	42	109	13	80	4.96e-26	94.7	49	139	122
"g34547"	"AT2G22440.1"	"AT2G22440.1"	NA	"N0.HOG0000027"	"AT2G22440.1"	"OG0000004"	"AT2G22440.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G43760.1"	25.828	302	197	11	9	292	251	543	2.47e-15	75.9	94	303	626
"g34549"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	31.2	125	56	2	113	207	3	127	2.11e-14	70.9	16	608	158
"g34553"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	38.636	132	78	2	559	688	1	131	2.78e-27	108	11	1212	158
"g34554"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G35985.1"	27.16	81	51	3	24	102	292	366	0.006	37	34	229	448
"g34556"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03750.1"	37.778	45	28	0	187	231	509	553	0.062	35.4	11	401	862
"g34557"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G44570.1"	25.828	151	73	6	77	220	7	125	3.76e-06	45.8	55	262	177
"g3456"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	34.177	237	156	0	1	237	316	552	1.38e-42	157	68	346	1043
"g34560"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.75	64	36	0	115	178	120	183	1.73e-14	70.5	34	187	1043
"g34562"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	41.038	212	122	1	1	212	348	556	1.12e-56	193	94	226	1043
"g34563"	"ATMG00810.1"	"ATMG00810.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00810.1"	43.478	92	52	0	21	112	103	194	1.67e-25	95.5	79	117	240
"g34564"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G17140.1"	32.203	59	39	1	35	93	108	165	0.077	31.2	57	104	344
"g34568"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	42.581	155	82	2	276	428	284	433	9.34e-35	137	35	436	1043
"g34569"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	37.5	128	77	2	31	156	1	127	2.31e-28	104	59	213	158
"g3457"	"AT1G48720.1"	"AT1G48720.1"	NA	NA	NA	"OG0002087"	"AT1G48720.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G48720.1"	77.5	40	9	0	1	40	1	40	3.84e-16	72	14	286	97
"g34571"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G07350.1"	37.681	69	25	1	52	120	246	296	2.06e-07	49.7	36	191	330
"g34577"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.055	455	243	2	2	452	94	545	5.15e-137	419	96	470	1043
"g34578"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	37.5	48	29	1	188	234	2	49	0.009	35	20	241	120
"g34579"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	42.647	408	211	3	5	389	97	504	3.76e-105	332	99	390	1043
"g3458"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18750.1"	64.122	131	46	1	75	204	1	131	6.48e-47	169	40	322	884
"g34581"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13320.1"	28.972	107	67	5	57	158	98	200	3.26e-05	43.9	32	319	216
"g34582"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	38.636	132	78	2	135	264	1	131	9.56e-30	109	48	273	158
"g34584"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	34.286	70	46	0	113	182	2	71	1.73e-08	51.6	23	302	120
"g34585"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	40.23	87	51	1	24	110	46	131	3.65e-15	72.8	16	544	158
"g34586"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13320.1"	33.945	109	62	6	238	341	98	201	7.74e-08	52.8	19	537	216
"g34587"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.633	458	240	3	5	456	97	551	2.01e-136	420	88	514	1043
"g34588"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	33.846	65	43	0	1	65	6	70	1.21e-07	47.8	38	170	120
"g34589"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.864	440	240	2	4	439	116	552	8.54e-130	399	99	441	1043
"g3459"	"AT1G67623.1"	"AT1G67623.1"	"AT1G67623.1"	"N0.HOG0004129"	"AT1G67623.1, AT1G74875.1"	"OG0001074"	"AT1G67623.1, AT1G74875.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67623.1"	49.02	204	96	3	26	224	15	215	4.75e-56	180	87	229	296
"g34590"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	37.5	48	30	0	34	81	2	49	7.05e-06	40.8	55	88	120
"g34595"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	38.235	102	60	2	602	701	1	101	1.2e-20	89	14	703	158
"g34598"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G48580.2"	46.835	79	42	0	104	182	174	252	2.69e-16	77.8	29	274	457
"g346"	"AT5G62600.1"	"AT5G62600.1"	NA	"N0.HOG0012335"	"AT5G62600.1"	"OG0006400"	"AT5G62600.1"	"AT5G62600.1"	969	958	99	100	958	92.902	1845	"AT5G62600.1"	92.902	958	68	0	11	968	1	958	0	1845	99	969	958
"g3460"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G06740.1"	29.957	464	295	9	34	469	189	650	1.02e-61	215	83	526	726
"g34600"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	29.07	86	58	1	100	185	2	84	1.33e-07	48.9	33	258	120
"g34601"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	44.639	457	244	2	1	451	109	562	2.38e-137	420	98	462	1043
"g34602"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00810.1"	38.889	90	55	0	433	522	94	183	3.62e-17	80.9	17	523	240
"g34603"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.074	462	235	3	2	438	94	552	1.76e-125	388	99	440	1043
"g34604"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	37.209	86	51	1	268	353	2	84	5.45e-11	59.3	22	391	120
"g34605"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	47.959	196	96	1	3	198	378	567	1.12e-58	197	98	199	1043
"g34606"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.007	286	157	1	281	560	73	358	1.11e-71	248	49	568	1043
"g3461"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G16845.1"	33.929	56	33	2	36	87	124	179	0.089	31.6	41	126	440
"g34610"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	37.5	104	62	2	135	236	1	103	5.87e-22	88.6	42	242	158
"g34611"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	49.55	111	56	0	253	363	105	215	1e-29	120	30	375	1043
"g34612"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	46.316	285	146	2	1	283	277	556	6.9e-88	282	99	287	1043
"g34613"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	30.588	85	58	1	119	203	2	85	1.19e-06	46.2	35	246	120
"g34614"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	32.877	73	49	0	583	655	64	136	5.99e-07	52.4	9	845	390
"g34616"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.553	371	192	4	1	365	210	576	1.89e-102	325	94	388	1043
"g34617"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	44.954	109	60	0	5	113	97	205	8.08e-28	105	96	114	1043
"g34619"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.506	356	187	2	1	352	193	545	2.9e-106	334	99	357	1043
"g3462"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G31150.1"	39.683	63	33	2	37	94	74	136	5.72e-09	54.3	31	189	673
"g34620"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.787	356	184	3	6	361	221	567	1.32e-100	319	98	362	1043
"g34621"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	38.983	118	72	0	133	250	73	190	4.96e-22	95.1	45	264	1043
"g34622"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	34.783	46	30	0	49	94	2	47	0.000591	37.7	27	172	120
"g34623"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.137	204	113	1	116	319	311	511	6.98e-52	184	61	337	1043
"g34624"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.384	461	222	3	141	565	88	545	2.93e-125	393	73	584	1043
"g34626"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	45.977	87	46	1	293	379	46	131	2.36e-18	82.8	9	1009	158
"g34628"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G21280.1"	19.535	215	147	5	8	208	24	226	4.45e-08	51.6	95	211	237
"g34629"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	38.53	558	302	5	267	788	27	579	3.26e-126	403	65	808	1043
"g3463"	"AT5G18750.1"	"AT5G18750.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18750.1"	63.953	86	31	0	3	88	46	131	1.29e-30	115	56	154	884
"g34630"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	40.041	487	251	4	252	701	105	587	5.89e-119	381	63	713	1043
"g34631"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	46.388	263	138	1	436	698	295	554	1.57e-73	256	38	699	1043
"g34632"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	40.909	132	75	2	504	633	1	131	1.24e-29	115	12	1101	158
"g34634"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.778	450	239	3	5	443	97	543	1.48e-125	389	97	451	1043
"g34635"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	40.217	92	53	1	103	192	1	92	5.54e-22	87	47	193	158
"g34636"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00850.1"	45	40	22	0	296	335	40	79	0.003	37	11	349	107
"g34638"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.392	401	218	2	5	399	97	494	1.19e-109	345	98	402	1043
"g34639"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	47.059	119	63	0	263	381	101	219	9.06e-30	122	26	459	1043
"g3464"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G48580.2"	44.186	86	48	0	103	188	174	259	4.49e-16	78.2	26	332	457
"g34640"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	46.774	124	65	1	30	153	457	579	5e-32	120	72	173	1043
"g34641"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	38.889	126	74	2	527	650	3	127	8.11e-24	99	10	1265	158
"g34643"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00850.1"	44.444	36	20	0	160	195	44	79	0.065	32.3	14	258	107
"g34644"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	39.844	128	74	2	46	171	1	127	1.28e-28	109	31	407	158
"g34645"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G07350.1"	52	25	12	0	233	257	247	271	0.017	36.6	7	348	330
"g34646"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.619	431	234	3	6	430	98	525	1.32e-119	372	99	431	1043
"g34647"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	41.357	457	215	3	308	714	101	554	5.75e-115	375	47	874	1043
"g34648"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	36.726	226	107	3	269	461	71	293	4.05e-40	155	35	548	1043
"g34649"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	44.559	487	254	4	276	758	108	582	1.99e-140	442	57	841	1043
"g34650"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	41.406	128	72	2	459	584	1	127	8.81e-29	112	21	597	158
"g34653"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	44.248	113	60	2	278	388	16	127	1.9e-26	103	28	401	158
"g34655"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	40.741	54	30	1	408	459	23	76	9.89e-08	51.2	10	514	158
"g34658"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G43590.1"	54.167	24	11	0	49	72	358	381	0.000812	36.6	25	97	551
"g34659"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	36.842	76	46	1	403	476	1	76	1.51e-12	65.9	10	764	158
"g34661"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13320.1"	26.415	106	72	4	67	169	98	200	0.024	35	36	286	216
"g34662"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	41.406	128	72	2	132	257	1	127	7.35e-31	112	47	270	158
"g34665"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.204	412	227	2	185	592	136	544	2.59e-119	378	69	593	1043
"g34667"	"AT2G22740.1, AT2G35160.1"	"AT2G35160.1"	NA	NA	NA	"OG0001296"	"AT2G22740.1, AT2G35160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G35160.1"	45.652	46	21	1	30	71	1	46	0.004	33.9	51	82	794
"g34669"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	30	40	28	0	76	115	397	436	0.002	36.6	31	127	777
"g34671"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	27.763	371	227	10	161	505	92	447	9.64e-33	133	63	551	777
"g34672"	"AT2G07290.1"	"AT2G07290.1"	"AT2G07290.1"	NA	NA	"OG0000426"	"AT2G07290.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g34673"	"AT1G31960.1, AT1G36970.1, AT2G07280.1, AT3G31560.1, AT4G05555.1"	"AT1G36970.1"	NA	NA	NA	"OG0000131"	"AT1G31960.1, AT1G36970.1, AT2G07280.1, AT3G31560.1, AT4G05555.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G36970.1"	69.231	52	16	0	63	114	77	128	1.58e-18	83.6	21	243	439
"g34675"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00300.1"	39.13	46	28	0	43	88	61	106	4.39e-05	40.4	33	140	145
"g34678"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G20520.1"	84.211	19	3	0	3	21	158	176	0.002	36.6	15	127	308
