Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
OG0049296									XP_019100821.1										
OG0049297									XP_019100838.1										
OG0049298									XP_019100845.1										
OG0049299									XP_019100849.1										
OG0049300									XP_019100855.1										
OG0049301									XP_019100872.1										
OG0049302									XP_019100898.1										
OG0049303									XP_019100899.1										
OG0049304									XP_019100915.1										
OG0049305									XP_019100929.1										
OG0049306									XP_019100950.1										
OG0049307									XP_019100951.1										
OG0049308									XP_019100953.1										
OG0049309									XP_019100956.1										
OG0049310									XP_019100987.1										
OG0049311									XP_019100988.1										
OG0049312									XP_019100990.1										
OG0049313									XP_019100994.1										
OG0049314									XP_019101022.1										
OG0049315									XP_019101025.1										
OG0049316									XP_019101053.1										
OG0049317									XP_019101066.1										
OG0049318									XP_019101097.1										
OG0049319									XP_019101121.1										
OG0049320									XP_019101198.1										
OG0049321									XP_019101231.1										
OG0049322									XP_019101243.1										
OG0049323									XP_019101346.1										
OG0049324									XP_019101392.1										
OG0049325									XP_019101414.1										
OG0049326									XP_019101447.1										
OG0049327									XP_019101461.1										
OG0049328									XP_019101504.1										
OG0049329									XP_019101547.1										
OG0049330									XP_019101648.1										
OG0049331									XP_019101707.1										
OG0049332									XP_019101774.1										
OG0049333									XP_019101775.1										
OG0049334									XP_019101790.1										
OG0049335									XP_019101796.1										
OG0049336									XP_019101812.1										
OG0049337									XP_019101815.1										
OG0049338									XP_019101832.1										
OG0049339									XP_019101892.1										
OG0049340									XP_019101896.1										
OG0049341									XP_019101904.1										
OG0049342									XP_019101913.1										
OG0049343									XP_019101914.1										
OG0049344									XP_019101922.1										
OG0049345									XP_019101926.1										
OG0049346									XP_019101940.1										
OG0049347									XP_019101947.1										
OG0049348									XP_019101959.1										
OG0049349									XP_019101971.1										
OG0049350									XP_019101972.1										
OG0049351									XP_019101981.1										
OG0049352									XP_019101990.1										
OG0049353									XP_019102009.1										
OG0049354									XP_019102011.1										
OG0049355									XP_019102028.1										
OG0049356									XP_019102031.1										
OG0049357									XP_019102042.1										
OG0049358									XP_019102078.1										
OG0049359									XP_019102086.1										
OG0049360									XP_019102118.1										
OG0049361									XP_019102166.1										
OG0049362									XP_019102182.1										
OG0049363									XP_019102331.1										
OG0049364									XP_019102412.1										
OG0049365									XP_019102474.1										
OG0049366									XP_019102521.1										
OG0049367									XP_019102540.1										
OG0049368										XP_006284869.1									
OG0049369										XP_006286228.2									
OG0049370										XP_006289949.1									
OG0049371										XP_006290437.1									
OG0049372										XP_006291845.1									
OG0049373										XP_006292922.1									
OG0049374										XP_006294682.2									
OG0049375										XP_006295220.1									
OG0049376										XP_006296262.2									
OG0049377										XP_006300204.1									
OG0049378										XP_006300901.2									
OG0049379										XP_006301349.1									
OG0049380										XP_006303191.1									
OG0049381										XP_006303726.2									
OG0049382										XP_006304241.1									
OG0049383										XP_006304430.1									
OG0049384										XP_006304621.2									
OG0049385										XP_006305602.2									
OG0049386										XP_006305820.2									
OG0049387										XP_023632614.1									
OG0049388										XP_023632907.1									
OG0049389										XP_023633348.1									
OG0049390										XP_023633362.1									
OG0049391										XP_023633363.1									
OG0049392										XP_023633410.1									
OG0049393										XP_023633538.1									
OG0049394										XP_023633814.1									
OG0049395										XP_023634181.1									
OG0049396										XP_023634259.1									
OG0049397										XP_023634264.1									
OG0049398										XP_023634303.1									
OG0049399										XP_023634479.1									
OG0049400										XP_023634568.1									
OG0049401										XP_023634901.1									
OG0049402										XP_023634941.1									
OG0049403										XP_023635047.1									
OG0049404										XP_023635251.1									
OG0049405										XP_023635506.1									
OG0049406										XP_023635804.1									
OG0049407										XP_023636003.1									
OG0049408										XP_023636048.1									
OG0049409										XP_023636128.1									
OG0049410										XP_023636611.1									
OG0049411										XP_023636670.1									
OG0049412										XP_023636752.1									
OG0049413										XP_023637011.1									
OG0049414										XP_023637090.1									
OG0049415										XP_023637262.1									
OG0049416										XP_023637275.1									
OG0049417										XP_023637277.1									
OG0049418										XP_023637468.1									
OG0049419										XP_023637649.1									
OG0049420										XP_023637695.1									
OG0049421										XP_023637830.1									
OG0049422										XP_023637854.1									
OG0049423										XP_023637916.1									
OG0049424										XP_023637985.1									
OG0049425										XP_023638024.1									
OG0049426										XP_023638051.1									
OG0049427										XP_023638307.1									
OG0049428										XP_023638684.1									
OG0049429										XP_023638909.1									
OG0049430										XP_023638934.1									
OG0049431										XP_023638952.1									
OG0049432										XP_023639422.1									
OG0049433										XP_023639432.1									
OG0049434										XP_023639485.1									
OG0049435										XP_023639562.1									
OG0049436										XP_023639589.1									
OG0049437										XP_023639947.1									
OG0049438										XP_023640260.1									
OG0049439										XP_023640336.1									
OG0049440										XP_023640372.1									
OG0049441										XP_023640411.1									
OG0049442										XP_023640413.1									
OG0049443										XP_023640419.1									
OG0049444										XP_023640502.1									
OG0049445										XP_023640594.1									
OG0049446										XP_023640830.1									
OG0049447										XP_023640960.1									
OG0049448										XP_023641195.1									
OG0049449										XP_023641250.1									
OG0049450										XP_023641298.1									
OG0049451										XP_023641393.1									
OG0049452										XP_023641721.1									
OG0049453										XP_023641864.1									
OG0049454										XP_023641899.1									
OG0049455										XP_023641944.1									
OG0049456										XP_023641952.1									
OG0049457										XP_023641955.1									
OG0049458										XP_023641957.1									
OG0049459										XP_023642256.1									
OG0049460										XP_023642352.1									
OG0049461										XP_023642390.1									
OG0049462										XP_023642456.1									
OG0049463										XP_023642528.1									
OG0049464										XP_023642557.1									
OG0049465										XP_023642805.1									
OG0049466										XP_023643237.1									
OG0049467										XP_023643257.1									
OG0049468										XP_023643581.1									
OG0049469										XP_023643721.1									
OG0049470										XP_023643839.1									
OG0049471										XP_023643851.1									
OG0049472										XP_023644033.1									
OG0049473										XP_023644102.1									
OG0049474										XP_023644140.1									
OG0049475										XP_023644504.1									
OG0049476										XP_023644561.1									
OG0049477										XP_023644865.1									
OG0049478										XP_023645082.1									
OG0049479										XP_023645576.1									
OG0049480										XP_023645927.1									
OG0049481										XP_023646051.1									
OG0049482											Cg001G0001500								
OG0049483											Cg001G0004200								
OG0049484											Cg001G0019200								
OG0049485											Cg001G0049900								
OG0049486											Cg001G0055500								
OG0049487											Cg001G0069200								
OG0049488											Cg001G0093800								
OG0049489											Cg001G0121900								
OG0049490											Cg001G0134300								
OG0049491											Cg001G0152200								
OG0049492											Cg001G0153700								
OG0049493											Cg001G0226800								
OG0049494											Cg001G0228600								
OG0049495											Cg001G0262500								
OG0049496											Cg001G0297700								
OG0049497											Cg001G0297800								
OG0049498											Cg001G0302600								
OG0049499											Cg001G0341400								
OG0049500											Cg001G0344500								
OG0049501											Cg001G0355600								
OG0049502											Cg001G0358000								
OG0049503											Cg001G0393800								
OG0049504											Cg002G0425300								
OG0049505											Cg002G0460600								
OG0049506											Cg002G0469400								
OG0049507											Cg002G0479700								
OG0049508											Cg002G0489500								
OG0049509											Cg002G0491000								
OG0049510											Cg002G0539800								
OG0049511											Cg002G0552400								
OG0049512											Cg002G0552900								
OG0049513											Cg002G0591000								
OG0049514											Cg002G0593000								
OG0049515											Cg002G0595000								
OG0049516											Cg002G0634000								
OG0049517											Cg002G0641900								
OG0049518											Cg002G0669800								
OG0049519											Cg002G0676900								
OG0049520											Cg003G0745800								
OG0049521											Cg003G0747000								
OG0049522											Cg003G0771300								
OG0049523											Cg003G0776400								
OG0049524											Cg003G0791800								
OG0049525											Cg003G0792300								
OG0049526											Cg003G0810600								
OG0049527											Cg003G0810700								
OG0049528											Cg003G0814500								
OG0049529											Cg003G0814700								
OG0049530											Cg003G0822600								
OG0049531											Cg003G0839900								
OG0049532											Cg003G0855900								
OG0049533											Cg003G0856000								
OG0049534											Cg003G0861100								
OG0049535											Cg003G0886800								
OG0049536											Cg003G0908400								
OG0049537											Cg003G0988400								
OG0049538											Cg003G0992100								
OG0049539											Cg003G1026400								
OG0049540											Cg003G1058200								
OG0049541											Cg004G1087400								
OG0049542											Cg004G1096600								
OG0049543											Cg004G1100600								
OG0049544											Cg004G1107800								
OG0049545											Cg004G1111300								
OG0049546											Cg004G1127500								
OG0049547											Cg004G1136400								
OG0049548											Cg004G1140200								
OG0049549											Cg004G1146800								
OG0049550											Cg004G1167800								
OG0049551											Cg004G1176700								
OG0049552											Cg004G1191500								
OG0049553											Cg004G1201300								
OG0049554											Cg004G1213100								
OG0049555											Cg004G1231000								
OG0049556											Cg004G1240700								
OG0049557											Cg004G1307300								
OG0049558											Cg004G1309700								
OG0049559											Cg004G1335500								
OG0049560											Cg004G1340300								
OG0049561											Cg004G1354000								
OG0049562											Cg004G1358700								
OG0049563											Cg004G1370100								
OG0049564											Cg004G1409200								
OG0049565											Cg004G1419500								
OG0049566											Cg005G1484600								
OG0049567											Cg005G1514000								
OG0049568											Cg005G1592900								
OG0049569											Cg005G1597500								
OG0049570											Cg005G1605600								
OG0049571											Cg005G1640300								
OG0049572											Cg005G1644500								
OG0049573											Cg005G1646900								
OG0049574											Cg005G1657500								
OG0049575											Cg005G1659800								
OG0049576											Cg005G1661000								
OG0049577											Cg005G1669100								
OG0049578											Cg005G1672500								
OG0049579											Cg005G1676300								
OG0049580											Cg005G1685200								
OG0049581											Cg005G1702500								
OG0049582											Cg005G1706400								
OG0049583											Cg005G1710100								
OG0049584											Cg005G1725200								
OG0049585											Cg005G1729900								
OG0049586											Cg005G1737300								
OG0049587											Cg005G1744200								
OG0049588											Cg005G1762200								
OG0049589											Cg005G1768900								
OG0049590											Cg006G1791000								
OG0049591											Cg006G1816700								
OG0049592											Cg006G1826300								
OG0049593											Cg006G1830600								
OG0049594											Cg006G1834700								
OG0049595											Cg006G1839500								
OG0049596											Cg006G1849700								
OG0049597											Cg006G1860900								
OG0049598											Cg006G1899000								
OG0049599											Cg006G1900400								
OG0049600											Cg006G1906100								
OG0049601											Cg006G1918200								
OG0049602											Cg006G1927200								
OG0049603											Cg006G1941600								
OG0049604											Cg006G1953400								
OG0049605											Cg006G1957300								
OG0049606											Cg006G1963300								
OG0049607											Cg006G1977900								
OG0049608											Cg006G2009600								
OG0049609											Cg006G2021200								
OG0049610											Cg006G2037600								
OG0049611											Cg006G2045700								
OG0049612											Cg006G2078600								
OG0049613											Cg006G2082300								
OG0049614											Cg006G2126100								
OG0049615											Cg006G2149700								
OG0049616											Cg006G2152300								
OG0049617											Cg006G2176600								
OG0049618											Cg006G2191200								
OG0049619											Cg006G2213000								
OG0049620											Cg006G2251500								
OG0049621											Cg007G2272100								
OG0049622											Cg007G2274500								
OG0049623											Cg007G2310200								
OG0049624											Cg007G2321400								
OG0049625											Cg007G2321500								
OG0049626											Cg007G2322600								
OG0049627											Cg007G2331400								
OG0049628											Cg007G2335500								
OG0049629											Cg007G2335600								
OG0049630											Cg007G2344500								
OG0049631											Cg007G2354400								
OG0049632											Cg007G2355600								
OG0049633											Cg007G2358600								
OG0049634											Cg007G2360600								
OG0049635											Cg007G2364000								
OG0049636											Cg007G2381700								
OG0049637											Cg007G2411300								
OG0049638											Cg007G2418800								
OG0049639											Cg007G2427500								
OG0049640											Cg007G2433800								
OG0049641											Cg007G2440800								
OG0049642											Cg007G2443500								
OG0049643											Cg007G2462700								
OG0049644											Cg007G2471000								
OG0049645											Cg007G2480600								
OG0049646											Cg007G2526900								
OG0049647											Cg007G2563900								
OG0049648											Cg008G2676800								
OG0049649											Cg008G2684300								
OG0049650											Cg008G2704700								
OG0049651											Cg008G2707500								
OG0049652											Cg008G2717200								
OG0049653											Cg008G2784600								
OG0049654											Cg008G2802200								
OG0049655											Cg008G2809000								
OG0049656											Cg008G2825200								
OG0049657											Cg008G2836300								
OG0049658											Cg008G2839000								
OG0049659											Cg008G2842900								
OG0049660											Cg008G2872600								
OG0049661											Cg008G2882800								
OG0049662											Cg008G2904700								
OG0049663											Cg008G2917200								
OG0049664											Cg008G2937700								
OG0049665											Cg008G2944600								
OG0049666											Cg008G2974200								
OG0049667											Cg008G2984600								
OG0049668											Cg008G2984700								
OG0049669											Cg040G3083900								
OG0049670												CARHR000010							
OG0049671												CARHR000830							
OG0049672												CARHR000840							
OG0049673												CARHR000920							
OG0049674												CARHR001170							
OG0049675												CARHR001470							
OG0049676												CARHR001540							
OG0049677												CARHR002170							
OG0049678												CARHR002670							
OG0049679												CARHR003140							
OG0049680												CARHR004480							
OG0049681												CARHR005180							
OG0049682												CARHR005220							
OG0049683												CARHR005790							
OG0049684												CARHR005800							
OG0049685												CARHR005810							
OG0049686												CARHR007390							
OG0049687												CARHR007880							
OG0049688												CARHR008110							
OG0049689												CARHR009140							
OG0049690												CARHR009880							
OG0049691												CARHR010020							
OG0049692												CARHR011360							
OG0049693												CARHR011510							
OG0049694												CARHR011530							
OG0049695												CARHR013830							
OG0049696												CARHR015500							
OG0049697												CARHR015710							
OG0049698												CARHR015950							
OG0049699												CARHR016340							
OG0049700												CARHR016370							
OG0049701												CARHR016700							
OG0049702												CARHR017270							
OG0049703												CARHR017520							
OG0049704												CARHR017630							
OG0049705												CARHR017700							
OG0049706												CARHR018310							
OG0049707												CARHR018860							
OG0049708												CARHR019350							
OG0049709												CARHR019360							
OG0049710												CARHR020590							
OG0049711												CARHR020840							
OG0049712												CARHR020880							
OG0049713												CARHR021010							
OG0049714												CARHR021460							
OG0049715												CARHR021570							
OG0049716												CARHR022610							
OG0049717												CARHR022640							
OG0049718												CARHR024150							
OG0049719												CARHR024570							
OG0049720												CARHR024580							
OG0049721												CARHR024760							
OG0049722												CARHR025190							
OG0049723												CARHR025460							
OG0049724												CARHR025910							
OG0049725												CARHR026630							
OG0049726												CARHR026890							
OG0049727												CARHR026920							
OG0049728												CARHR030070							
OG0049729												CARHR030650							
OG0049730												CARHR031500							
OG0049731												CARHR031510							
OG0049732												CARHR031830							
OG0049733												CARHR031910							
OG0049734												CARHR032590							
OG0049735												CARHR033010							
OG0049736												CARHR033190							
OG0049737												CARHR033260							
OG0049738												CARHR033400							
OG0049739												CARHR033480							
OG0049740												CARHR033670							
OG0049741												CARHR034030							
OG0049742												CARHR034100							
OG0049743												CARHR034310							
OG0049744												CARHR034520							
OG0049745												CARHR034570							
OG0049746												CARHR034900							
OG0049747												CARHR035050							
OG0049748												CARHR035090							
OG0049749												CARHR035100							
OG0049750												CARHR035850							
OG0049751												CARHR036710							
OG0049752												CARHR036880							
OG0049753												CARHR036890							
OG0049754												CARHR036910							
OG0049755												CARHR037280							
OG0049756												CARHR037500							
OG0049757												CARHR037520							
OG0049758												CARHR037650							
OG0049759												CARHR038070							
OG0049760												CARHR038320							
OG0049761												CARHR038430							
OG0049762												CARHR038480							
OG0049763												CARHR038570							
OG0049764												CARHR038590							
OG0049765												CARHR039870							
OG0049766												CARHR040080							
OG0049767												CARHR040330							
OG0049768												CARHR040630							
OG0049769												CARHR040650							
OG0049770												CARHR040750							
OG0049771												CARHR041000							
OG0049772												CARHR041200							
OG0049773												CARHR042110							
OG0049774												CARHR042680							
OG0049775												CARHR043890							
OG0049776												CARHR044130							
OG0049777												CARHR044310							
OG0049778												CARHR044450							
OG0049779												CARHR044720							
OG0049780												CARHR045480							
OG0049781												CARHR045810							
OG0049782												CARHR046050							
OG0049783												CARHR047130							
OG0049784												CARHR047240							
OG0049785												CARHR047290							
OG0049786												CARHR048460							
OG0049787												CARHR048560							
OG0049788												CARHR048610							
OG0049789												CARHR049600							
OG0049790												CARHR049760							
OG0049791												CARHR049890							
OG0049792												CARHR050030							
OG0049793												CARHR050250							
OG0049794												CARHR050430							
OG0049795												CARHR050800							
OG0049796												CARHR051550							
OG0049797												CARHR051900							
OG0049798												CARHR052130							
OG0049799												CARHR052340							
OG0049800												CARHR052590							
OG0049801												CARHR052840							
OG0049802												CARHR053190							
OG0049803												CARHR053230							
OG0049804												CARHR053300							
OG0049805												CARHR053310							
OG0049806												CARHR053400							
OG0049807												CARHR053440							
OG0049808												CARHR053460							
OG0049809												CARHR053890							
OG0049810												CARHR054540							
OG0049811												CARHR054770							
OG0049812												CARHR054820							
OG0049813												CARHR054850							
OG0049814												CARHR054970							
OG0049815												CARHR055090							
OG0049816												CARHR055250							
OG0049817												CARHR055570							
OG0049818												CARHR055940							
OG0049819												CARHR056000							
OG0049820												CARHR056060							
OG0049821												CARHR056120							
OG0049822												CARHR056160							
OG0049823												CARHR056200							
OG0049824												CARHR056250							
OG0049825												CARHR056510							
OG0049826												CARHR056720							
OG0049827												CARHR057160							
OG0049828												CARHR057600							
OG0049829												CARHR057620							
OG0049830												CARHR057630							
OG0049831												CARHR057690							
OG0049832												CARHR057770							
OG0049833												CARHR057850							
OG0049834												CARHR057860							
OG0049835												CARHR057890							
OG0049836												CARHR058150							
OG0049837												CARHR058180							
OG0049838												CARHR058580							
OG0049839												CARHR059050							
OG0049840												CARHR059400							
OG0049841												CARHR059660							
OG0049842												CARHR059940							
OG0049843												CARHR060660							
OG0049844												CARHR060810							
OG0049845												CARHR061020							
OG0049846												CARHR061170							
OG0049847												CARHR062060							
OG0049848												CARHR062340							
OG0049849												CARHR063360							
OG0049850												CARHR063460							
OG0049851												CARHR064240							
OG0049852												CARHR064860							
OG0049853												CARHR064920							
OG0049854												CARHR066850							
OG0049855												CARHR066940							
OG0049856												CARHR067790							
OG0049857												CARHR067920							
OG0049858												CARHR068000							
OG0049859												CARHR068110							
OG0049860												CARHR068170							
OG0049861												CARHR068350							
OG0049862												CARHR068360							
OG0049863												CARHR068520							
OG0049864												CARHR068720							
OG0049865												CARHR068800							
OG0049866												CARHR068860							
OG0049867												CARHR069020							
OG0049868												CARHR069300							
OG0049869												CARHR069680							
OG0049870												CARHR070790							
OG0049871												CARHR070920							
OG0049872												CARHR070930							
OG0049873												CARHR071910							
OG0049874												CARHR072330							
OG0049875												CARHR072910							
OG0049876												CARHR073050							
OG0049877												CARHR073280							
OG0049878												CARHR073410							
OG0049879												CARHR073520							
OG0049880												CARHR073660							
OG0049881												CARHR074100							
OG0049882												CARHR074560							
OG0049883												CARHR074640							
OG0049884												CARHR074720							
OG0049885												CARHR074730							
OG0049886												CARHR074740							
OG0049887												CARHR074930							
OG0049888												CARHR075960							
OG0049889												CARHR077620							
OG0049890												CARHR077660							
OG0049891												CARHR077890							
OG0049892												CARHR077900							
OG0049893												CARHR078190							
OG0049894												CARHR078450							
OG0049895												CARHR078620							
OG0049896												CARHR079080							
OG0049897												CARHR081030							
OG0049898												CARHR081340							
OG0049899												CARHR081360							
OG0049900												CARHR081480							
OG0049901												CARHR081640							
OG0049902												CARHR081770							
OG0049903												CARHR081780							
OG0049904												CARHR081800							
OG0049905												CARHR083170							
OG0049906												CARHR083440							
OG0049907												CARHR083580							
OG0049908												CARHR083920							
OG0049909												CARHR083930							
OG0049910												CARHR084220							
OG0049911												CARHR084350							
OG0049912												CARHR084780							
OG0049913												CARHR085890							
OG0049914												CARHR085910							
OG0049915												CARHR087280							
OG0049916												CARHR088060							
OG0049917												CARHR088610							
OG0049918												CARHR090540							
OG0049919												CARHR091010							
OG0049920												CARHR091440							
OG0049921												CARHR091940							
OG0049922												CARHR092070							
OG0049923												CARHR092820							
OG0049924												CARHR093070							
OG0049925												CARHR093750							
OG0049926												CARHR093860							
OG0049927												CARHR094470							
OG0049928												CARHR095240							
OG0049929												CARHR095350							
OG0049930												CARHR095930							
OG0049931												CARHR096050							
OG0049932												CARHR096660							
OG0049933												CARHR096670							
OG0049934												CARHR097070							
OG0049935												CARHR097350							
OG0049936												CARHR097650							
OG0049937												CARHR097760							
OG0049938												CARHR097790							
OG0049939												CARHR098130							
OG0049940												CARHR098660							
OG0049941												CARHR098820							
OG0049942												CARHR101210							
OG0049943												CARHR101750							
OG0049944												CARHR101760							
OG0049945												CARHR102550							
OG0049946												CARHR102660							
OG0049947												CARHR102780							
OG0049948												CARHR102850							
OG0049949												CARHR103110							
OG0049950												CARHR103180							
OG0049951												CARHR103460							
OG0049952												CARHR103780							
OG0049953												CARHR104100							
OG0049954												CARHR104110							
OG0049955												CARHR104290							
OG0049956												CARHR104320							
OG0049957												CARHR104330							
OG0049958												CARHR104370							
OG0049959												CARHR104430							
OG0049960												CARHR104450							
OG0049961												CARHR104620							
OG0049962												CARHR105230							
OG0049963												CARHR105260							
OG0049964												CARHR105320							
OG0049965												CARHR105330							
OG0049966												CARHR105440							
OG0049967												CARHR105860							
OG0049968												CARHR105870							
OG0049969												CARHR106020							
OG0049970												CARHR106530							
OG0049971												CARHR106630							
OG0049972												CARHR106730							
OG0049973												CARHR107180							
OG0049974												CARHR107460							
OG0049975												CARHR107560							
OG0049976												CARHR108300							
OG0049977												CARHR109030							
OG0049978												CARHR109420							
OG0049979												CARHR109550							
OG0049980												CARHR110040							
OG0049981												CARHR110620							
OG0049982												CARHR110810							
OG0049983												CARHR111110							
OG0049984												CARHR111590							
OG0049985												CARHR111730							
OG0049986												CARHR111780							
OG0049987												CARHR111980							
OG0049988												CARHR112520							
OG0049989												CARHR112740							
OG0049990												CARHR113330							
OG0049991												CARHR113540							
OG0049992												CARHR113900							
OG0049993												CARHR114310							
OG0049994												CARHR114560							
OG0049995												CARHR114960							
OG0049996												CARHR115220							
OG0049997												CARHR115550							
OG0049998												CARHR115610							
OG0049999												CARHR115640							
OG0050000												CARHR115780							
OG0050001												CARHR115810							
OG0050002												CARHR116140							
OG0050003												CARHR116150							
OG0050004												CARHR116460							
OG0050005												CARHR116850							
OG0050006												CARHR117040							
OG0050007												CARHR117210							
OG0050008												CARHR117330							
OG0050009												CARHR117570							
OG0050010												CARHR117580							
OG0050011												CARHR117910							
OG0050012												CARHR118250							
OG0050013												CARHR118320							
OG0050014												CARHR118330							
OG0050015												CARHR118590							
OG0050016												CARHR118660							
OG0050017												CARHR118770							
OG0050018												CARHR118940							
OG0050019												CARHR119290							
OG0050020												CARHR119370							
OG0050021												CARHR119410							
OG0050022												CARHR119490							
OG0050023												CARHR119560							
OG0050024												CARHR119690							
OG0050025												CARHR119840							
OG0050026												CARHR119860							
OG0050027												CARHR120080							
OG0050028												CARHR120420							
OG0050029												CARHR120700							
OG0050030												CARHR120740							
OG0050031												CARHR120950							
OG0050032												CARHR121830							
OG0050033												CARHR121960							
OG0050034												CARHR122270							
OG0050035												CARHR122920							
OG0050036												CARHR123690							
OG0050037												CARHR124510							
OG0050038												CARHR124640							
OG0050039												CARHR124880							
OG0050040												CARHR125280							
OG0050041												CARHR125370							
OG0050042												CARHR125750							
OG0050043												CARHR125930							
OG0050044												CARHR125940							
OG0050045												CARHR125950							
OG0050046												CARHR126150							
OG0050047												CARHR127870							
OG0050048												CARHR128200							
OG0050049												CARHR128770							
OG0050050												CARHR129240							
OG0050051												CARHR130050							
OG0050052												CARHR130070							
OG0050053												CARHR131220							
OG0050054												CARHR131580							
OG0050055												CARHR131630							
OG0050056												CARHR131890							
OG0050057												CARHR132400							
OG0050058												CARHR132700							
OG0050059												CARHR132930							
OG0050060												CARHR132940							
OG0050061												CARHR133720							
OG0050062												CARHR133770							
OG0050063												CARHR134090							
OG0050064												CARHR134180							
OG0050065												CARHR134480							
OG0050066												CARHR134710							
OG0050067												CARHR135620							
OG0050068												CARHR136380							
OG0050069												CARHR136630							
OG0050070												CARHR137080							
OG0050071												CARHR137630							
OG0050072												CARHR138280							
OG0050073												CARHR138540							
OG0050074												CARHR138560							
OG0050075												CARHR139280							
OG0050076												CARHR140070							
OG0050077												CARHR140080							
OG0050078												CARHR140430							
OG0050079												CARHR141160							
OG0050080												CARHR141380							
OG0050081												CARHR141730							
OG0050082												CARHR142020							
OG0050083												CARHR142480							
OG0050084												CARHR142540							
OG0050085												CARHR143150							
OG0050086												CARHR143560							
OG0050087												CARHR144400							
OG0050088												CARHR144460							
OG0050089												CARHR144600							
OG0050090												CARHR144960							
OG0050091												CARHR146070							
OG0050092												CARHR146110							
OG0050093												CARHR146150							
OG0050094												CARHR146530							
OG0050095												CARHR147480							
OG0050096												CARHR147530							
OG0050097												CARHR147600							
OG0050098												CARHR147700							
OG0050099												CARHR148160							
OG0050100												CARHR148430							
OG0050101												CARHR149110							
OG0050102												CARHR149250							
OG0050103												CARHR149310							
OG0050104												CARHR149750							
OG0050105												CARHR150360							
OG0050106												CARHR150530							
OG0050107												CARHR151240							
OG0050108												CARHR151400							
OG0050109												CARHR151490							
OG0050110												CARHR151880							
OG0050111												CARHR151970							
OG0050112												CARHR151990							
OG0050113												CARHR152400							
OG0050114												CARHR152470							
OG0050115												CARHR152580							
OG0050116												CARHR152630							
OG0050117												CARHR152640							
OG0050118												CARHR152650							
OG0050119												CARHR152660							
OG0050120												CARHR152830							
OG0050121												CARHR152980							
OG0050122												CARHR152990							
OG0050123												CARHR153040							
OG0050124												CARHR153300							
OG0050125												CARHR153530							
OG0050126												CARHR153820							
OG0050127												CARHR153830							
OG0050128												CARHR153880							
OG0050129												CARHR153920							
OG0050130												CARHR154400							
OG0050131												CARHR155010							
OG0050132												CARHR156210							
OG0050133												CARHR156650							
OG0050134												CARHR156780							
OG0050135												CARHR157280							
OG0050136												CARHR157780							
OG0050137												CARHR157800							
OG0050138												CARHR157900							
OG0050139												CARHR157990							
OG0050140												CARHR158110							
OG0050141												CARHR158170							
OG0050142												CARHR158330							
OG0050143												CARHR158640							
OG0050144												CARHR158700							
OG0050145												CARHR158710							
OG0050146												CARHR158990							
OG0050147												CARHR159250							
OG0050148												CARHR159380							
OG0050149												CARHR159420							
OG0050150												CARHR159470							
OG0050151												CARHR159970							
OG0050152												CARHR160130							
OG0050153												CARHR160500							
OG0050154												CARHR160560							
OG0050155												CARHR160770							
OG0050156												CARHR161220							
OG0050157												CARHR161850							
OG0050158												CARHR163120							
OG0050159												CARHR163270							
OG0050160												CARHR163290							
OG0050161												CARHR163500							
OG0050162												CARHR164200							
OG0050163												CARHR164650							
OG0050164												CARHR165220							
OG0050165												CARHR165330							
OG0050166												CARHR165840							
OG0050167												CARHR166250							
OG0050168												CARHR166790							
OG0050169												CARHR167350							
OG0050170												CARHR167550							
OG0050171												CARHR169350							
OG0050172												CARHR169750							
OG0050173												CARHR172250							
OG0050174												CARHR172270							
OG0050175												CARHR173150							
OG0050176												CARHR173160							
OG0050177												CARHR173170							
OG0050178												CARHR173880							
OG0050179												CARHR174020							
OG0050180												CARHR174410							
OG0050181												CARHR174670							
OG0050182												CARHR175200							
OG0050183												CARHR175970							
OG0050184												CARHR176090							
OG0050185												CARHR176760							
OG0050186												CARHR176900							
OG0050187												CARHR176960							
OG0050188												CARHR177090							
OG0050189												CARHR177120							
OG0050190												CARHR177180							
OG0050191												CARHR177240							
OG0050192												CARHR177380							
OG0050193												CARHR177650							
OG0050194												CARHR177660							
OG0050195												CARHR177880							
OG0050196												CARHR177930							
OG0050197												CARHR177970							
OG0050198												CARHR178110							
OG0050199												CARHR178450							
OG0050200												CARHR178730							
OG0050201												CARHR178970							
OG0050202												CARHR179490							
OG0050203												CARHR179770							
OG0050204												CARHR180260							
OG0050205												CARHR180270							
OG0050206												CARHR180310							
OG0050207												CARHR180320							
OG0050208												CARHR181220							
OG0050209												CARHR181330							
OG0050210												CARHR181340							
OG0050211												CARHR181840							
OG0050212												CARHR182010							
OG0050213												CARHR182080							
OG0050214												CARHR182260							
OG0050215												CARHR182270							
OG0050216												CARHR182310							
OG0050217												CARHR182710							
OG0050218												CARHR182730							
OG0050219												CARHR182890							
OG0050220												CARHR183300							
OG0050221												CARHR183750							
OG0050222												CARHR183760							
OG0050223												CARHR184050							
OG0050224												CARHR184090							
OG0050225												CARHR184370							
