Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_glauca
OG0009803	AL2G23980	Cg004G1165400
OG0009804	AL3G22150	Cg004G1166400
OG0009805	AL3G22390	Cg004G1169000
OG0009806	AL3G22500	Cg004G1170000
OG0009807	AL3G22590, AL467U10010	Cg004G1170800
OG0009808	AL3G22960	Cg004G1174100
OG0009809	AL3G23030	Cg004G1174600
OG0009810	AL3G23440	Cg004G1178500
OG0009811	AL3G23560	Cg004G1179300
OG0009812	AL3G23590	Cg004G1179600
OG0009813	AL3G23660	Cg004G1180300
OG0009814	AL3G23830	Cg004G1181400
OG0009815	AL3G23880	Cg004G1181900
OG0009816	AL3G23950	Cg004G1182500
OG0009817	AL3G24010	Cg004G1183100
OG0009818	AL3G24200	Cg004G1184500
OG0009819	AL6G43910	Cg003G0776600
OG0009820	AL3G24390	Cg004G1186200
OG0009821	AL3G24480	Cg004G1187000
OG0009822	AL3G24500	Cg004G1187200
OG0009823	AL3G24680	Cg004G1189200
OG0009824	AL3G24780	Cg004G1190000
OG0009825	AL3G24800	Cg004G1190200
OG0009826	AL3G24810	Cg004G1190300
OG0009827	AL3G25020	Cg004G1192400
OG0009828	AL3G25090	Cg004G1192900
OG0009829	AL3G25210	Cg004G1193800
OG0009830	AL3G25450	Cg004G1195700
OG0009831	AL3G25550	Cg004G1196400
OG0009832	AL180U10010, AL3G25790	Cg004G1197800
OG0009833	AL3G25800	Cg004G1197900
OG0009834	AL3G26300	Cg004G1202100, Cg004G1202700
OG0009835	AL3G26500	Cg004G1204300
OG0009836	AL3G26540	Cg004G1204600
OG0009837	AL3G26560, AL3G26570	Cg004G1204800
OG0009838	AL3G26590	Cg004G1204900
OG0009839	AL8G19650	Cg008G2918200, Cg011G3015800
OG0009840	AL3G26680	Cg004G1205800
OG0009841	AL3G26810	Cg004G1206600
OG0009842	AL3G27050	Cg004G1209100
OG0009843	AL3G27460	Cg004G1212800
OG0009844	AL3G27470	Cg004G1212900
OG0009845	AL7G26100	Cg001G0135300
OG0009846	AL3G27650	Cg004G1215700
OG0009847	AL3G27660	Cg004G1215800
OG0009848	AL3G27690	Cg004G1216100
OG0009849	AL3G27820	Cg004G1217000
OG0009850	AL3G28180	Cg004G1219900
OG0009851	AL3G28500	Cg004G1222800
OG0009852	AL3G28810	Cg004G1225600
OG0009853	AL3G28830	Cg004G1225800
OG0009854	AL3G28850	Cg004G1226000
OG0009855	AL3G28910	Cg004G1226500
OG0009856	AL4G34530, AL3G29070	Cg004G1227600
OG0009857	AL3G29150	Cg004G1228100, Cg004G1228200
OG0009858	AL3G29810	Cg004G1233400
OG0009859	AL3G29820	Cg004G1233500
OG0009860	AL3G30240	Cg004G1237100
OG0009861	AL7G25210, AL7G25190	Cg001G0127400
OG0009862	AL3G30970	Cg004G1243500
OG0009863	AL3G31070	Cg004G1244500
OG0009864	AL3G31210	Cg004G1245900
OG0009865	AL5G29290	Cg002G0533200, Cg002G0533000
OG0009866	AL3G31490	Cg004G1248400
OG0009867	AL3G31530	Cg004G1248800
OG0009868	AL5G11600	Cg002G0685100
OG0009869	AL3G31670	Cg004G1249700
OG0009870	AL7G22680, AL3G31710	Cg004G1250100
OG0009871	AL3G31810	Cg004G1250900
OG0009872	nbis-gene-923, AL3G31870	Cg004G1251400
OG0009873	AL3G31930	Cg004G1252000
OG0009874	AL3G31980	Cg004G1252400
OG0009875	AL3G32170	Cg004G1253900
OG0009876	AL3G32350	Cg004G1255500
OG0009877	AL3G32390	Cg004G1255900
OG0009878	AL3G32440	Cg004G1256300
OG0009879	AL3G32460	Cg004G1256500
OG0009880	AL3G32530	Cg004G1257000
OG0009881	AL5G10130	Cg002G0696100
OG0009882	AL3G32900	Cg004G1260600
OG0009883	AL3G32920	Cg004G1260800
OG0009884	AL5G40450, AL3G33090	Cg004G1262600
OG0009885	AL3G33120	Cg004G1262700
OG0009886	AL3G33360	Cg004G1264700
OG0009887	AL1G22990	Cg006G2144900
OG0009888	AL3G33620	Cg004G1266100
OG0009889	AL3G33890	Cg004G1268900
OG0009890	AL3G33900	Cg004G1269000
OG0009891	AL3G33960	Cg004G1269500
OG0009892	AL3G34040	Cg004G1270400
OG0009893	AL3G34560	Cg004G1273800
OG0009894	AL3G34830	Cg004G1276300
OG0009895	AL7G51240	Cg001G0360600
OG0009896	AL7G51560	Cg001G0355500
OG0009897	AL4G14970	Cg005G1742600
OG0009898	AL7G51880	Cg001G0353400
OG0009899	AL7G52040	Cg001G0352100
OG0009900	AL7G52660	Cg001G0349600
OG0009901	AL7G46010	Cg001G0332200, Cg006G2052800
OG0009902	AL7G45470	Cg001G0323900
OG0009903	AL7G45420	Cg001G0322700
OG0009904	AL8G19800	Cg008G2888300, Cg009G2989100
OG0009905	AL3G38090	Cg004G1302900
OG0009906	AL3G38070	Cg004G1302800
OG0009907	AL3G37680	Cg004G1299100
OG0009908	AL3G37320	Cg004G1296400
OG0009909	AL3G54110, AL3G54090	Cg004G1446300
OG0009910	AL3G37100	Cg004G1294400
OG0009911	AL3G36700	Cg004G1291200
OG0009912	AL3G36570	Cg004G1290200
OG0009913	AL3G36520	Cg004G1289800
OG0009914	AL3G36260	Cg004G1287100
OG0009916	AL3G36070, AL3G36050	Cg004G1286800
OG0009917	AL3G36060, AL3G36040	Cg004G1286700
OG0009918	nbis-gene-751, nbis-gene-752	Cg004G1286400
OG0009919	AL3G35840	Cg004G1285200
OG0009920	AL3G35600, AL5G19540, AL7G43520	Cg004G1282900
OG0009921	AL3G35390	Cg004G1281000
OG0009922	AL7G21780	Cg001G0098800
OG0009923	AL7G21830	Cg001G0099300
OG0009924	AL64U10030, AL8G25810	Cg003G0896800
OG0009925	AL7G22180	Cg001G0102100
OG0009926	AL7G22300	Cg001G0103000
OG0009927	AL2G24050	Cg007G2425500
OG0009928	AL2G19520	Cg007G2382700
OG0009929	AL2G22130	Cg007G2402300
OG0009930	AL1G64840	Cg008G2974800
OG0009931	AL6G30320	Cg008G2754200
OG0009932	AL6G30260	Cg008G2753500
OG0009933	AL6G41130	Cg008G2837600
OG0009934	AL6G40780	Cg008G2835800
OG0009935	AL6G40790	Cg008G2835900
OG0009936	AL6G40810	Cg008G2836000
OG0009937	AL8G22220	Cg008G2864600, Cg008G2849300
OG0009938	AL8G22200	Cg008G2849500, Cg008G2864800
OG0009939	AL8G24420	Cg003G0829400, Cg003G0877300
OG0009940	AL5G32770	Cg002G0506300
OG0009941	AL5G32680	Cg002G0507300
OG0009942	AL5G32650	Cg002G0507600
OG0009943	AL5G32610	Cg002G0508100
OG0009944	AL5G32390	Cg002G0509800
OG0009945	AL5G31930	Cg002G0513900
OG0009946	AL5G31820	Cg002G0514800
OG0009947	AL5G31700	Cg002G0515800
OG0009948	AL5G31620	Cg002G0516400
OG0009949	AL1G10080	Cg006G2256000
OG0009950	AL1G10200	Cg006G2255200
OG0009951	AL1G10220	Cg006G2254900
OG0009952	AL1G10260	Cg006G2254400
OG0009953	AL1G10720	Cg006G2250800
OG0009954	AL1G10810	Cg006G2250100
OG0009955	AL7G20560	Cg006G1892300
OG0009956	AL1G11140	Cg006G2247500
OG0009957	AL1G11210	Cg006G2246900
OG0009958	AL1G11290	Cg006G2246200
OG0009959	AL1G11400	Cg006G2245500
OG0009960	AL1G11460	Cg006G2244700
OG0009961	AL1G11750	Cg006G2242000
OG0009962	AL1G11800	Cg006G2241400
OG0009963	AL1G12120	Cg006G2238900
OG0009964	AL1G12130	Cg006G2238800
OG0009965	AL1G12200	Cg006G2238200
OG0009966	AL1G12460	Cg006G2236000
OG0009967	AL1G12470	Cg006G2235900
OG0009968	AL1G12540	Cg006G2235200
OG0009969	AL1G12560	Cg006G2235000
OG0009970	AL1G12680	Cg006G2234200
OG0009971	AL1G12970	Cg006G2231900
OG0009972	AL1G13040	Cg005G1671600
OG0009973	AL1G13120	Cg006G2230800
OG0009974	AL1G13130	Cg006G2230700
OG0009975	AL1G13400	Cg006G2228900
OG0009976	AL1G13470	Cg006G2228300
OG0009977	AL1G13560	Cg006G2227400
OG0009978	AL1G13610	Cg006G2226900
OG0009979	AL1G13910	Cg006G2223900
OG0009980	AL1G14150	Cg006G2221800
OG0009981	AL1G14190	Cg006G2221400
OG0009982	AL1G14360	Cg006G2220100
OG0009983	AL1G14380	Cg006G2219900
OG0009984	AL1G14410	Cg006G2219500
OG0009985	AL1G14500	Cg006G2218700
OG0009986	AL1G14510	Cg006G2218600
OG0009987	AL1G14960	Cg006G2214100
OG0009988	AL1G14970	Cg006G2214000
OG0009989	AL1G15250	Cg006G2211600
OG0009990	AL1G15290	Cg006G2211300
OG0009991	AL1G15340	Cg006G2210900
OG0009992	AL1G15460	Cg006G2210100
OG0009993	AL1G15960	Cg006G2204800
OG0009994	AL1G16010	Cg006G2204300
OG0009995	AL1G16240	Cg006G2202500
OG0009996	AL1G16290	Cg006G2202200
OG0009997	AL1G16390	Cg006G2201400
OG0009998	AL1G16560	Cg006G2199800
OG0009999	AL1G16600	Cg006G2199400
OG0010000	AL1G16670	Cg006G2199000
OG0010001	AL1G17410	Cg006G2192100
OG0010002	AL1G17580	Cg006G2190400
OG0010003	AL1G17810	Cg006G2187800
OG0010004	AL1G18310	Cg006G2184600
OG0010005	AL1G18360	Cg006G2184200
OG0010007	AL1G18630	Cg006G2181700
OG0010008	AL1G18740	Cg006G2180500
OG0010009	AL1G18750	Cg006G2180400
OG0010010	AL1G18860	Cg006G2179300
OG0010011	AL1G18930	Cg006G2178700
OG0010012	AL1G19000	Cg006G2178000
OG0010013	AL1G19010	Cg006G2177900
OG0010014	AL1G19050	Cg006G2177500
OG0010015	AL1G40700	Cg006G2002300
OG0010016	AL1G19100	Cg006G2177100
OG0010017	AL4G11080, AL1G19140	Cg006G2176800
OG0010018	AL1G19210	Cg006G2176000
OG0010019	AL2G22090	Cg008G2825100
OG0010020	AL1G19260	Cg006G2175400
OG0010021	AL1G19280	Cg006G2175200
OG0010022	AL1G19500	Cg006G2173600
OG0010023	nbis-gene-222, AL3G13600	Cg006G1911300
OG0010024	AL1G19810	Cg006G2171000
OG0010025	AL1G19880	Cg006G2170600
OG0010026	AL1G66650	Cg007G2327200
OG0010027	AL1G20050	Cg006G2168900
OG0010028	AL1G20060	Cg006G2168800
OG0010030	AL1G21500	Cg006G2156800
OG0010031	AL1G21510	Cg006G2156700
OG0010032	AL1G21520	Cg006G2156600
OG0010033	AL1G21660	Cg006G2155700
OG0010034	AL1G21690	Cg006G2155500
OG0010036	AL1G21850	Cg006G2154100
OG0010037	AL7G39320	Cg001G0246300
OG0010038	AL1G22120	Cg006G2151900
OG0010039	AL1G22180	Cg006G2151600
OG0010040	AL1G22480	Cg006G2149300
OG0010041	AL1G22490	Cg006G2149200
OG0010042	AL1G22630	Cg006G2148200
OG0010043	AL1G22710	Cg006G2147400
OG0010044	AL2G14210	Cg007G2286100
OG0010045	AL1G22860	Cg006G2145900
OG0010046	AL1G23000	Cg006G2144800
OG0010047	AL1G23010	Cg006G2144700
OG0010048	AL1G23110	Cg006G2143600
OG0010049	AL1G23420	Cg006G2141300
OG0010050	AL1G23680	Cg006G2139900
OG0010051	AL1G24580	Cg006G2134000
OG0010052	AL1G24630	Cg006G2133700
OG0010053	AL1G24670	Cg006G2133400
OG0010054	AL1G24980	Cg006G2130700
OG0010055	AL1G25100	Cg006G2130000
OG0010056	AL1G25530	Cg006G2126700
OG0010057	AL1G25700	Cg006G2125600
OG0010058	AL1G25920	Cg006G2123500
OG0010059	AL1G25780	Cg006G2124800
OG0010060	AL1G26080	Cg006G2122200
OG0010061	AL1G26110	Cg006G2121900
OG0010062	AL1G26150	Cg006G2121300
OG0010063	AL4G19120	Cg005G1707000
OG0010064	AL1G26600	Cg006G2117300
OG0010065	AL1G27030	Cg006G2113600
OG0010066	AL1G27050	Cg006G2113400
OG0010067	AL1G27070	Cg006G2113200
OG0010068	AL1G27110	Cg006G2112900
OG0010069	AL1G27330	Cg006G2111200
OG0010070	AL1G27530	Cg006G2109200
OG0010071	AL1G27560	Cg006G2108900
OG0010072	AL1G27680	Cg006G2107900
OG0010073	AL1G27770	Cg006G2107400
OG0010074	AL1G28130	Cg006G2104000
OG0010075	AL1G28190	Cg006G2103500
OG0010077	AL1G28490	Cg006G2100700
OG0010078	AL1G28510	Cg006G2100400
OG0010079	AL1G28670	Cg006G2099300
OG0010080	AL1G28700	Cg006G2099000
OG0010081	AL1G28760, nbis-gene-3	Cg001G0256900
OG0010082	AL1G29050	Cg006G2095800
OG0010083	AL1G29310	Cg006G2093500
OG0010084	AL1G29370	Cg006G2093000
OG0010085	AL1G29650	Cg006G2090800
OG0010087	AL1G29990	Cg006G2088200
OG0010088	AL1G30560	Cg006G2083600
OG0010089	AL1G30600	Cg006G2079700
OG0010090	AL1G30680	Cg006G2082800
OG0010091	AL1G30890	Cg006G2081100
OG0010092	AL1G31020	Cg006G2079800
OG0010093	AL1G31070	Cg006G2079300
OG0010094	AL1G31120	Cg006G2078800
OG0010095	AL1G31210	Cg006G2077900
OG0010096	AL1G31470	Cg006G2076100
OG0010097	AL1G31790	Cg006G2073500
OG0010098	AL1G31850	Cg006G2072600
OG0010099	AL1G32020	Cg006G2071300
OG0010100	AL1G32190	Cg006G2071100
OG0010101	AL1G32230	Cg006G2070800
OG0010102	AL1G32360	Cg006G2069400
OG0010103	AL1G32420	Cg006G2068900
OG0010104	AL1G32520	Cg006G2068000
OG0010105	AL1G32650	Cg006G2066400
OG0010106	AL1G32680	Cg006G2066100
OG0010107	AL1G32710	Cg006G2065800
OG0010108	AL1G32720	Cg006G2065700
OG0010109	AL1G33020	Cg006G2063900
OG0010110	AL1G33030	Cg006G2063800
OG0010111	AL1G33600	Cg006G2060300
OG0010112	AL1G33870	Cg006G2058000
OG0010113	AL1G33880	Cg006G2057900
OG0010114	AL1G34060	Cg006G2056500
OG0010115	AL1G34140	Cg006G2055700
OG0010116	AL1G35420	Cg006G2046600
OG0010117	AL1G35440	Cg006G2046400
OG0010118	AL1G35460	Cg006G2046300
OG0010119	AL5G10720	Cg002G0691400
OG0010120	AL1G35710	Cg006G2043900
OG0010121	AL1G36150	Cg006G2040200
OG0010122	AL1G36240	Cg006G2039400
OG0010123	AL1G36250	Cg006G2039300
OG0010124	AL1G36530	Cg006G2036500
OG0010125	AL1G36660	Cg006G2035400
OG0010126	AL2G31540	Cg007G2488600
OG0010127	AL2G31470	Cg007G2488000
OG0010128	AL2G31450	Cg007G2487800
OG0010129	AL2G31220	Cg007G2485800
OG0010130	AL2G30120	Cg007G2477100
OG0010131	AL2G29980, AL2G29960	Cg007G2475800
OG0010132	AL2G29890	Cg007G2474900
OG0010133	AL2G29800	Cg007G2474100
OG0010134	AL2G29790	Cg007G2474000
OG0010135	AL2G29780	Cg007G2473900
OG0010136	AL2G29680	Cg007G2473800
OG0010137	AL2G29580	Cg007G2473000
OG0010138	AL2G29530	Cg007G2472700
OG0010139	AL2G29240	Cg007G2470400
OG0010140	AL1G47610	Cg006G1939700
OG0010141	AL5G21360	Cg002G0598800
OG0010142	AL8G18770	Cg003G0805800, Cg008G2904200
OG0010144	AL2G12340	Cg007G2271900
OG0010145	AL2G12580	Cg007G2273600
OG0010146	AL2G12590	Cg007G2273700
OG0010147	AL2G13230	Cg007G2278100
OG0010148	AL2G13590	Cg007G2280800
OG0010149	AL1G47750	Cg006G1937800
OG0010150	AL2G14540	Cg007G2288000
OG0010151	AL2G14630	Cg007G2288500
OG0010152	AL2G14660	Cg007G2288700
OG0010153	AL2G14990	Cg007G2291000
OG0010154	AL2G15050	Cg007G2291900
OG0010155	AL2G15090	Cg007G2292200
OG0010156	AL2G15530	Cg007G2299100
OG0010157	AL2G15920	Cg007G2295300
OG0010158	AL2G15950	Cg007G2301400
OG0010159	AL2G16490	Cg007G2305400
OG0010160	AL2G16630	Cg007G2306200
OG0010161	AL2G16710	Cg007G2307000
OG0010162	AL2G17120	Cg007G2310600
OG0010163	AL2G17340	Cg007G2311800
OG0010164	AL2G17800	Cg007G2315700
OG0010165	AL2G17850	Cg007G2316000
OG0010166	nbis-gene-2159, AL52U10010	Cg003G0958400
OG0010167	nbis-gene-1671	Cg014G3048100, Cg003G0707400
OG0010168	AL2G18180	Cg007G2317800
OG0010169	AL2G18080	Cg007G2318600
OG0010170	AL1G67160	Cg007G2326300
OG0010171	AL7G40010	Cg001G0251900
OG0010172	AL2G10970	Cg007G2263500
OG0010173	AL2G10480	Cg007G2260800
OG0010174	AL2G10450	Cg007G2260500
OG0010175	AL6G41870	Cg003G0808700
OG0010176	AL8G11690	Cg008G2975900
OG0010177	AL8G11560	Cg008G2977200
OG0010178	AL8G11540	Cg008G2977500
OG0010179	AL8G10270	Cg008G2986300
OG0010180	AL8G10260	Cg008G2986400
OG0010181	AL8G14800	Cg008G2949500
OG0010182	AL8G14840	Cg008G2949100
OG0010183	AL8G18440	Cg008G2897100, Cg008G2894300, Cg008G2895200
OG0010184	AL8G15270	Cg008G2946200
OG0010185	AL8G15380	Cg008G2946000
OG0010186	AL7G28970	Cg001G0160900
OG0010187	AL6G48560	Cg003G0738500, Cg003G0859500
OG0010188	AL7G23070	Cg001G0108500
OG0010189	AL7G22660	Cg001G0106500
OG0010190	AL7G22420	Cg001G0104400
OG0010192	AL1G55510	Cg006G1844900
OG0010193	AL1G55760	Cg006G1843100
OG0010194	AL1G55860	Cg006G1842400
OG0010195	AL1G55890	Cg006G1841800
OG0010196	AL1G56310	Cg006G1838500
OG0010197	AL2G34840	Cg007G2520100
OG0010198	AL2G34820	Cg007G2519900
OG0010199	AL7G10160	Cg001G0001600
OG0010200	AL7G10170	Cg001G0001700
OG0010201	AL7G44710, AL7G10300	Cg001G0002900
OG0010202	AL7G10390	Cg001G0003900
OG0010203	AL7G10510	Cg001G0004900
OG0010204	AL7G10520	Cg001G0005000
OG0010205	AL7G10860	Cg001G0007800
OG0010206	AL7G11130	Cg001G0010100
OG0010207	AL7G11250	Cg001G0011200
OG0010208	AL7G11340	Cg001G0012200
OG0010209	AL7G11470	Cg001G0013300
OG0010210	AL7G11940	Cg001G0015600
OG0010211	AL7G12010	Cg001G0016000
OG0010212	AL7G12070	Cg001G0016500
OG0010213	AL7G12120	Cg001G0016900
OG0010214	AL7G12450	Cg001G0019700
OG0010215	AL7G12570	Cg001G0020300
OG0010216	AL7G12580	Cg001G0020400
OG0010217	AL7G12600	Cg001G0020600
OG0010218	AL7G12860	Cg001G0023600
OG0010219	AL7G12950	Cg001G0024400
OG0010220	AL7G13110	Cg001G0025200
OG0010221	AL7G13250, AL5G41240	Cg001G0026500
OG0010222	AL7G13360	Cg001G0027200
OG0010223	AL7G13540	Cg001G0028300
OG0010225	AL7G13740	Cg001G0029900
OG0010226	AL9U12240	Cg001G0268700
OG0010227	AL7G14250	Cg001G0033800
OG0010228	AL7G14500	Cg001G0035700
OG0010229	AL7G14530	Cg001G0035900
OG0010230	AL7G14720	Cg001G0037300
OG0010232	AL7G15270	Cg001G0043000
OG0010233	AL7G15340	Cg001G0043500
OG0010234	AL7G15950	Cg001G0048800
OG0010235	AL7G16010	Cg001G0049100
OG0010236	AL7G16160	Cg001G0050500
OG0010237	AL7G16280	Cg001G0052000
OG0010238	AL7G16470	Cg001G0053700
OG0010239	AL7G16540	Cg001G0054300
OG0010240	AL7G16700	Cg001G0055600
OG0010241	AL7G16740	Cg001G0056000
OG0010242	AL7G16750	Cg001G0056100
OG0010243	AL7G16800	Cg001G0056600
OG0010244	AL1G40360	Cg006G2005500
OG0010245	AL7G16820	Cg001G0056800
OG0010246	AL7G18520	Cg001G0071000
OG0010247	AL7G19170	Cg001G0076100
OG0010248	AL7G19110	Cg001G0075500
OG0010249	AL7G19040	Cg001G0075000
OG0010250	AL7G18760	Cg001G0072200
OG0010251	AL7G18740	Cg001G0072000
OG0010252	AL7G18490	Cg001G0070800
OG0010253	AL7G18450	Cg001G0070500
OG0010254	AL7G18370	Cg001G0069900
OG0010255	AL7G18230	Cg001G0068800
OG0010256	AL7G18210	Cg001G0068600
OG0010257	AL7G18160	Cg001G0068100
OG0010258	AL7G18150	Cg001G0068000
OG0010259	AL7G18130	Cg001G0067800
OG0010260	AL7G18120	Cg001G0067700
OG0010262	AL8G24630	Cg003G0880000, Cg003G0831400
OG0010263	AL7G17460	Cg001G0062000
OG0010264	AL7G17380	Cg001G0061400
OG0010265	AL7G19720	Cg001G0081300
OG0010266	AL7G20150	Cg001G0084800
OG0010267	AL7G20260	Cg001G0085700
OG0010268	AL7G20290	Cg001G0086100
OG0010269	AL343U10010	Cg001G0087900
OG0010270	AL7G20500	Cg001G0088100
OG0010271	AL7G20510	Cg001G0088200
OG0010272	AL7G20630	Cg001G0089000
OG0010273	AL7G20700	Cg001G0089600
OG0010275	AL7G21260	Cg001G0094200
OG0010276	AL3G39040	Cg004G1309000
OG0010277	AL3G39110	Cg004G1309500
OG0010278	AL2G32400	Cg007G2497500
OG0010279	AL2G32280	Cg007G2496400
OG0010280	AL2G31980	Cg007G2492800
OG0010281	AL2G31900	Cg007G2492100
OG0010282	AL2G31890	Cg007G2492000
OG0010283	AL2G31710	Cg007G2490100
OG0010284	AL2G31660	Cg007G2489600
OG0010285	AL2G31550	Cg007G2488700
OG0010286	AL1G38390	Cg006G2023100, Cg006G2023200
OG0010287	AL1G38430	Cg006G2022700
OG0010288	AL1G38610, AL1G41130	Cg006G2020600
OG0010289	AL1G38960	Cg006G2018400
OG0010290	AL1G39270	Cg006G2015400
OG0010291	AL1G39560	Cg006G2013000
OG0010292	AL1G40740	Cg006G2001900
OG0010293	AL6G50860	Cg014G3035400, Cg003G0720200
OG0010294	AL6G50870	Cg003G0720100, Cg014G3035500
OG0010295	AL6G50920	Cg014G3035900, Cg003G0719700
OG0010296	AL6G50940	Cg014G3036100, Cg003G0719500
OG0010297	AL6G51000	Cg014G3037000, Cg003G0719000
OG0010298	AL6G51110	Cg014G3037500, Cg003G0718500
OG0010299	AL6G51180	Cg003G0712000, Cg014G3044000
OG0010300	AL6G51220	Cg003G0712300, Cg014G3043700
OG0010301	AL6G51450	Cg014G3041600, Cg003G0714000
OG0010302	AL5G18030	Cg002G0635400
OG0010303	AL6G51640	Cg014G3040100, Cg003G0715500
OG0010304	AL6G51900	Cg003G0717300, Cg014G3038300
OG0010305	AL6G51910	Cg014G3038200, Cg003G0717400
OG0010306	AL6G51950	Cg003G0717900, Cg014G3038000
OG0010308	AL6G52130	Cg003G0706800, Cg014G3048700
OG0010309	AL6G52090	Cg003G0706400, Cg014G3049100
OG0010310	AL6G52730	Cg003G0705100, Cg014G3050500
OG0010311	AL6G52790	Cg014G3051000, Cg003G0704600
OG0010312	AL6G52800	Cg003G0704500, Cg014G3051100
OG0010313	AL6G52840	Cg014G3051500, Cg003G0704100
OG0010314	AL6G52890	Cg014G3052000, Cg003G0703700
OG0010315	AL6G52990	Cg003G0702900
OG0010316	AL6G53180	Cg014G3054900, Cg003G0701000
OG0010317	AL7G21050	Cg002G0418500
OG0010318	AL4G10120	Cg005G1778700
OG0010319	AL4G10160	Cg005G1778300, Cg005G1470800
OG0010320	AL1G40450	Cg006G2004800
OG0010321	AL1G39770	Cg006G2011100
OG0010322	AL1G39650	Cg006G2012300
OG0010323	AL1G51340	Cg006G1891600
OG0010324	nbis-gene-1776	Cg001G0139300
OG0010325	AL7G25870	Cg001G0133200
OG0010326	AL7G25860	Cg001G0133100
OG0010327	AL7G25720	Cg001G0132100
OG0010328	AL7G25480	Cg001G0130000
OG0010329	AL7G25340	Cg001G0128800
OG0010330	AL7G25320	Cg001G0128600
OG0010331	AL7G25290	Cg001G0128300
OG0010332	AL7G25250	Cg001G0127800
OG0010334	AL7G24400	Cg001G0120200
OG0010335	AL7G24340	Cg001G0119400
OG0010336	AL7G24310	Cg001G0119100
OG0010337	nbis-gene-1200	Cg002G0675100
OG0010338	AL5G13520	Cg002G0674900
OG0010340	AL5G14120	Cg002G0671900
OG0010342	AL1G14200, nbis-gene-25	Cg006G2207200
OG0010343	AL1G32330	Cg006G2069700
OG0010343	AL7G11150	Cg001G0010200
OG0010345	AL1G37050, AL1G31860	Cg006G2033300
OG0010346	AL1G39890	Cg006G2009900
OG0010347	AL1G40110	Cg006G2007300
OG0010349	AL5G38150	Cg001G0323800
OG0010350	AL1G59020	Cg006G1822100
OG0010351	AL3G26840	Cg004G1207000
OG0010352	AL1G62570	Cg006G1796400
OG0010357	AL2G18310	Cg003G0822500
OG0010361	AL2G32140	Cg007G2494600
OG0010362	AL2G33430	Cg007G2506200
OG0010363	AL3G19020	Cg004G1141000
OG0010365	AL3G26090	Cg004G1199800
OG0010368	AL4G11710	Cg005G1766800, Cg005G1765400
OG0010369	AL4G11970	Cg005G1764400
OG0010371	AL4G15100	Cg005G1741700
OG0010372	AL4G15210	Cg005G1741000
OG0010373	AL4G16130	Cg005G1685700
OG0010374	AL4G16850	Cg036G3082700, Cg013G3025600
OG0010375	AL7G23540, AL7G23510, AL7G23520	Cg001G0112600
OG0010377	AL4G32010	Cg005G1574300
OG0010378	AL4G36130	Cg005G1543500
OG0010381	AL4G46430	Cg005G1459400, Cg003G0751100
OG0010382	AL5G11040	Cg002G0688500
OG0010383	AL5G14510	Cg002G0669400
OG0010384	AL5G17080	Cg002G0648800
OG0010385	AL5G18600	Cg002G0640400
OG0010386	AL5G28090	Cg002G0541200
OG0010387	AL5G30160	Cg002G0527900
OG0010388	AL5G34160	Cg002G0494500
OG0010389	AL5G38720	Cg008G2822700, Cg002G0451900
OG0010391	AL6G34050	Cg008G2786300
OG0010392	AL6G40970	Cg008G2837000
OG0010393	AL6G44580	Cg003G0771000
OG0010395	AL7G27130	Cg001G0144400
OG0010396	AL7G29030	Cg001G0161400
OG0010399	AL7G34560	Cg001G0205500
OG0010400	AL7G37450	Cg001G0230400
OG0010402	AL7G42000	Cg001G0269400
OG0010404	AL7G52900, AL7G52980, AL7G52950	Cg001G0343300
OG0010405	AL7G48040	Cg001G0386700
OG0010406	AL7G47680	Cg001G0389600
OG0010407	AL8G18050	Cg008G2920700
OG0010408	AL25U10020, AL8G19580	Cg011G3012600, Cg008G2912400
OG0010409	AL8G21260	Cg008G2874700, Cg008G2874800, Cg008G2874200
OG0010410	AL8G21990, AL516U10010	Cg008G2851100, Cg008G2866900
OG0010411	nbis-gene-2074	Cg008G2845200, Cg008G2860100
OG0010412	AL8G22970	Cg008G2842300
OG0010413	AL8G23870	Cg003G0836400
OG0010414	AL8G25760	Cg003G0896500
OG0010415	AL8G26320	Cg003G0902800
OG0010416	AL205U10020, AL8G26970	Cg003G0907900
OG0010417	AL8G27420	Cg003G0912100
OG0010418	AL8G33190	Cg003G0962300
OG0010419	AL8G44980	Cg003G1064300
OG0010422	AL1G40780	Cg006G2001500
OG0010423	AL8G27900	Cg003G0916200
OG0010424	AL7G44900	Cg001G0103400
OG0010426	nbis-gene-1250	Cg002G0643600
OG0010436	AL6G14760	Cg008G2597700
OG0010437	AL7G21650	Cg001G0097500
OG0010438	AL7G21620	Cg001G0097200
OG0010439	AL7G21590	Cg001G0096900
OG0010440	AL7G21560	Cg001G0096700
OG0010441	AL7G21490	Cg001G0096200
OG0010442	AL7G21400	Cg001G0095400
OG0010443	AL4G17530	Cg005G1719800
OG0010444	AL7G30380	Cg001G0172900
OG0010445	AL5G25520	Cg002G0562800
OG0010446	AL5G28060	Cg002G0541600
OG0010447	AL5G27980	Cg002G0542300
OG0010448	AL5G27880	Cg002G0543000
OG0010449	AL5G27800	Cg002G0543800
OG0010450	AL5G27300	Cg002G0547500
OG0010451	AL5G27490	Cg002G0546100
OG0010452	AL5G27530	Cg002G0545500
OG0010453	AL5G27100	Cg002G0549600
OG0010454	AL5G10080	Cg002G0696500
OG0010455	AL5G10800	Cg002G0690600
