Orthogroup	Arabidopsis_lyrata_Rawat	Euclidium_syriacum
OG0009256	AL2G11280	ESY2_g33393_DN3_SP8_c0.t1
OG0009257	AL2G11270	ESY4_g24091_DN3_SP1_c0.t1, ESY2_g33392_DN2_SP0_c0.t1
OG0009258	AL2G11110	ESY2_g33358_DN3_SP6_c0.t1
OG0009259	AL7G50130	ESY4_g25701_DN3_SP0_c0.t1
OG0009260	AL3G42320	ESY8_g60374_DN3_SP8_c0.t1
OG0009261	AL7G49740	ESY8_g60349_DN3_SP0_c0.t1
OG0009262	AL7G49720	ESY8_g60347_DN3_SP0_c0.t1
OG0009263	AL7G49710	ESY8_g60346_DN3_SP1_c0.t1
OG0009264	AL8G25030	ESY24_g33237_DN3_SP8_c0.t1
OG0009265	AL5G20130	ESY2_g35118_DN3_SP0_c0.t1
OG0009266	AL5G17230	ESY21_g55722_DN3_SP8_c0.t1
OG0009267	AL5G17140	ESY21_g55763_DN3_SP0_c0.t1
OG0009268	AL5G17060	ESY21_g55807_DN3_SP0_c0.t1
OG0009269	AL4G46750	ESY12_g51416_DN3_SP2_c0.t1
OG0009270	AL5G17000	ESY21_g55835_DN3_SP0_c6.t1
OG0009271	AL5G16660	ESY10_g13711_DN3_SP3_c0.t1
OG0009272	AL5G16020	ESY10_g13799_DN3_SP8_c5.t1
OG0009273	AL5G16000	ESY10_g13808_DN3_SP7_c0.t1
OG0009274	AL5G15990	ESY10_g13809_DN3_SP0_c0.t1
OG0009276	AL5G15950	ESY10_g13814_DN3_SP5_c0.t1
OG0009277	AL5G15890	ESY10_g13816_DN3_SP1_c0.t1
OG0009278	AL5G15870	ESY10_g13819_DN3_SP4_c0.t1
OG0009279	AL5G15640	ESY10_g13865_DN3_SP2_c0.t1
OG0009280	AL5G15510	ESY10_g13838_DN3_SP8_c0.t1
OG0009281	AL5G15200	ESY10_g13929_DN3_SP0_c0.t1
OG0009282	AL5G15190	ESY10_g13930_DN3_SP6_c0.t1
OG0009283	AL5G15180	ESY10_g13931_DN3_SP8_c0.t1
OG0009284	AL5G14590	ESY10_g13995_DN3_SP0_c0.t1
OG0009285	AL5G14580	ESY10_g14001_DN3_SP4_c0.t1
OG0009286	AL5G14460	ESY10_g14020_DN3_SP0_c0.t1
OG0009287	AL8G24190	ESY2_g37953_DN2_SP0_c0.t1
OG0009288	AL5G14250	ESY10_g14036_DN3_SP6_c0.t1
OG0009289	AL8G24940	ESY11_g52618_DN3_SP1_c0.t1
OG0009290	AL2G28610	ESY2_g35414_DN3_SP7_c0.t1
OG0009291	AL2G28480	ESY2_g35397_DN3_SP5_c0.t1
OG0009292	AL8G19350	ESY11_g54546_DN3_SP0_c33.t1
OG0009293	AL8G12550	ESY10_g15247_DN3_SP8_c0.t1
OG0009294	AL8G12730	ESY7_g16855_DN3_SP0_c0.t1
OG0009295	AL8G21420	ESY15_g64508_DN3_SP8_c0.t1
OG0009296	AL8G12920	ESY7_g16834_DN3_SP0_c0.t1
OG0009297	AL8G12940	ESY7_g16832_DN3_SP0_c0.t1
OG0009298	AL8G13470	ESY7_g16779_DN3_SP0_c0.t1
OG0009299	AL2G19670	ESY2_g34359_DN3_SP0_c0.t1, ESY16_g62287_DN2_SP0_c0.t1
OG0009300	AL8G14110	ESY7_g16730_DN3_SP1_c0.t1
OG0009301	AL8G14200, AL8G14380	ESY7_g16722_DN3_SP5_c0.t1
OG0009302	AL1G57180	ESY2_g37613_DN3_SP0_c0.t1
OG0009303	AL1G57820	ESY2_g37492_DN3_SP8_c0.t1
OG0009304	AL1G57940	ESY2_g37483_DN3_SP8_c0.t1
OG0009305	AL1G58020	ESY2_g37475_DN3_SP6_c0.t1
OG0009306	AL1G58070	ESY2_g37466_DN3_SP8_c0.t1
OG0009308	AL1G59270	ESY2_g37268_DN3_SP7_c18.t1
OG0009309	AL1G59640	ESY2_g37220_DN3_SP0_c0.t1
OG0009310	AL1G59670	ESY2_g37217_DN3_SP7_c0.t1
OG0009311	AL1G59980	ESY2_g37167_DN3_SP8_c0.t1
OG0009312	AL1G60820	ESY2_g37047_DN2_SP0_c0.t1
OG0009313	AL1G60860	ESY2_g37043_DN2_SP1_c0.t1
OG0009315	AL1G61340	ESY2_g36976_DN3_SP8_c0.t1
OG0009316	AL8G17800	ESY1_g6178_DN3_SP8_c0.t1
OG0009317	AL4G29260	ESY1_g6079_DN2_SP2_c0.t1
OG0009318	AL4G29380	ESY2_g33717_DN3_SP0_c20.t1
OG0009319	AL4G11520	ESY14_g21139_DN3_SP0_c0.t1
OG0009319	AL4G29560	ESY6_g49610_DN3_SP3_c0.t1, ESY1_g6164_DN3_SP5_c0.t1
OG0009320	AL4G29870	ESY1_g5895_DN3_SP0_c0.t1
OG0009321	AL4G29930	ESY1_g5862_DN3_SP7_c0.t1
OG0009323	AL4G30490	ESY1_g11838_DN2_SP0_c0.t1
OG0009325	AL4G30620	ESY1_g5703_DN3_SP5_c0.t1
OG0009326	AL4G30640	ESY4_g26373_DN3_SP7_c0.t1
OG0009327	AL4G30720	ESY1_g5644_DN3_SP0_c0.t1
OG0009328	AL924U10010, AL4G30850	ESY1_g5642_DN3_SP0_c0.t1
OG0009329	AL4G30870	ESY1_g5641_DN2_SP2_c0.t1
OG0009331	AL4G31170	ESY9_g43872_DN3_SP6_c0.t1
OG0009332	AL716U10010, AL4G31300	ESY9_g43877_DN3_SP4_c0.t1
OG0009333	AL4G31460	ESY9_g43903_DN3_SP0_c0.t1
OG0009334	AL4G31700	ESY9_g43987_DN3_SP8_c0.t1
OG0009335	AL4G31730	ESY9_g43992_DN3_SP6_c0.t1
OG0009337	AL4G31900	ESY9_g44047_DN3_SP3_c0.t1
OG0009338	AL4G31920	ESY9_g44054_DN3_SP7_c0.t1
OG0009340	AL4G37260	ESY17_g39782_DN3_SP6_c0.t1
OG0009341	AL7G34950	ESY9_g42887_DN3_SP0_c0.t1
OG0009342	AL7G35290	ESY9_g42779_DN3_SP8_c0.t1
OG0009343	AL7G35170	ESY9_g42820_DN3_SP5_c0.t1
OG0009344	AL7G35150	ESY9_g42824_DN3_SP7_c0.t1
OG0009345	AL7G36400	ESY9_g42549_DN3_SP3_c9.t1
OG0009346	AL7G36570	ESY9_g42530_DN3_SP0_c0.t1
OG0009347	AL7G36720	ESY9_g42501_DN3_SP0_c0.t1
OG0009348	AL7G36730	ESY9_g42500_DN3_SP6_c0.t1
OG0009349	AL7G36940	ESY9_g42478_DN3_SP6_c0.t1
OG0009350	AL7G37440	ESY9_g42426_DN3_SP8_c0.t1
OG0009351	AL7G37470	ESY9_g42424_DN3_SP0_c0.t1
OG0009352	AL7G37490	ESY9_g42422_DN3_SP4_c0.t1
OG0009353	AL5G21010	ESY9_g42761_DN1_SP0_c0.t1, ESY9_g42759_DN1_SP0_c0.t1, ESY9_g42760_DN1_SP0_c0.t1, ESY9_g42762_DN1_SP0_c0.t1
OG0009354	AL5G31350	ESY1_g10094_DN3_SP0_c0.t1
OG0009355	AL5G31260	ESY1_g10081_DN1_SP0_c0.t1
OG0009356	AL1G29490	ESY5_g4347_DN2_SP0_c16.t1
OG0009357	nbis-gene-1343	ESY1_g10053_DN3_SP7_c0.t1
OG0009358	AL5G30810	ESY1_g10008_DN3_SP8_c0.t1
OG0009359	AL5G30700	ESY1_g9973_DN3_SP8_c0.t1
OG0009360	AL5G30680	ESY1_g9962_DN3_SP8_c0.t1
OG0009361	AL5G30590	ESY1_g9937_DN3_SP0_c0.t1
OG0009362	AL5G30570	ESY1_g9935_DN3_SP0_c0.t1
OG0009364	AL8G24250	ESY15_g65364_DN3_SP8_c0.t1
OG0009365	AL8G26780	ESY6_g46772_DN3_SP8_c0.t1
OG0009366	AL8G26620	ESY6_g46740_DN3_SP7_c0.t1
OG0009367	AL8G26130, AL8G30000	ESY6_g46593_DN3_SP5_c0.t1
OG0009368	AL8G25690	ESY6_g46190_DN3_SP5_c0.t1
OG0009369	AL5G21120	ESY1_g6908_DN3_SP2_c0.t1
OG0009370	AL3G44860	ESY11_g53039_DN3_SP0_c0.t1
OG0009371	AL3G41850, AL3G45850	ESY11_g53322_DN3_SP8_c0.t1
OG0009372	AL3G47290	ESY33_g12638_DN2_SP0_c0.t1
OG0009373	AL3G47470	ESY11_g53683_DN3_SP6_c0.t1
OG0009374	AL3G47510	ESY11_g53716_DN3_SP0_c0.t1
OG0009375	AL3G52340	ESY29_g13601_DN3_SP0_c0.t1
OG0009376	AL3G49480	ESY11_g53884_DN3_SP0_c11.t1
OG0009377	AL5G45080, AL2G23460	ESY1_g12444_DN3_SP0_c0.t1
OG0009378	AL3G50080	ESY11_g53966_DN3_SP2_c0.t1
OG0009379	AL3G50110	ESY11_g53989_DN3_SP0_c0.t1
OG0009380	AL7G29200	ESY23_g420_DN3_SP0_c0.t1
OG0009381	AL7G29230	ESY23_g369_DN3_SP8_c0.t1
OG0009383	AL7G29420	ESY23_g307_DN3_SP0_c0.t1
OG0009384	AL7G30510	ESY26_g42366_DN3_SP8_c0.t1
OG0009385	AL7G30540	ESY26_g42359_DN3_SP0_c0.t1
OG0009386	AL7G30830	ESY26_g42245_DN3_SP5_c0.t1
OG0009387	AL7G30970	ESY9_g43801_DN3_SP0_c0.t1
OG0009388	AL7G31290	ESY9_g43756_DN3_SP0_c0.t1
OG0009389	AL7G31560	ESY9_g43737_DN3_SP8_c0.t1
OG0009390	AL7G47340	ESY8_g58370_DN3_SP1_c0.t1
OG0009391	AL7G31910	ESY9_g43679_DN3_SP0_c0.t1
OG0009392	AL7G47530	ESY8_g60037_DN3_SP8_c0.t1
OG0009393	AL7G33860	ESY9_g43222_DN3_SP0_c0.t1, ESY9_g43227_DN3_SP0_c0.t1
OG0009394	AL7G33650	ESY9_g43260_DN3_SP0_c0.t1
OG0009395	AL7G33620	ESY9_g43270_DN3_SP3_c0.t1
OG0009396	AL7G33490	ESY9_g43299_DN3_SP1_c0.t1
OG0009397	AL7G33480	ESY9_g43300_DN3_SP7_c0.t1
OG0009398	AL7G33400	ESY9_g43316_DN3_SP0_c0.t1
OG0009400	AL1G29150	ESY5_g4387_DN3_SP8_c0.t1
OG0009401	AL7G33060	ESY9_g43406_DN3_SP0_c0.t1
OG0009402	AL3G11760, AL7G32920	ESY9_g43442_DN3_SP8_c0.t1
OG0009403	AL7G32770	ESY9_g43472_DN3_SP0_c0.t1
OG0009404	AL5G13070	ESY10_g14220_DN3_SP7_c0.t1
OG0009405	nbis-gene-1585, AL7G32500, AL7G32520	ESY9_g43638_DN3_SP6_c0.t1
OG0009406	AL3G53870	ESY11_g54973_DN3_SP5_c0.t1
OG0009408	AL7G38720	ESY16_g61453_DN3_SP1_c0.t1
OG0009409	AL7G38530	ESY16_g61477_DN3_SP8_c0.t1
OG0009410	AL7G38350, AL7G38400	ESY16_g61487_DN2_SP0_c0.t1
OG0009411	AL7G38190	ESY16_g61493_DN3_SP0_c0.t1
OG0009412	AL7G38090	ESY16_g61505_DN3_SP8_c0.t1
OG0009413	AL7G38020	ESY16_g61515_DN3_SP8_c0.t1
OG0009414	AL7G37670	ESY16_g61616_DN3_SP8_c0.t1
OG0009415	AL7G37640	ESY16_g61625_DN3_SP0_c0.t1
OG0009416	AL3G10340	ESY3_g32664_DN3_SP8_c0.t1
OG0009417	AL3G10480	ESY3_g32650_DN3_SP7_c0.t1
OG0009418	AL3G10500	ESY3_g32648_DN3_SP8_c0.t1
OG0009419	AL3G10690	ESY3_g32612_DN3_SP8_c0.t1
OG0009420	AL3G10820	ESY3_g32630_DN3_SP8_c0.t1
OG0009421	AL8G44800	ESY6_g50323_DN3_SP8_c0.t1
OG0009422	AL8G45060	ESY6_g50267_DN3_SP7_c0.t1
OG0009423	AL8G45070	ESY6_g50266_DN3_SP1_c0.t1
OG0009425	AL8G45100	ESY6_g50256_DN3_SP0_c0.t1
OG0009426	AL8G45320	ESY6_g50223_DN3_SP8_c0.t1
OG0009427	AL8G45420	ESY6_g50228_DN3_SP0_c0.t1
OG0009428	AL5G46110	ESY1_g12565_DN3_SP5_c18.t1
OG0009429	AL5G46090	ESY1_g12563_DN3_SP7_c0.t1
OG0009430	AL5G45940	ESY1_g12549_DN2_SP0_c15.t1
OG0009432	AL5G45700	ESY1_g12522_DN3_SP0_c0.t1
OG0009433	AL5G45210	ESY1_g12459_DN3_SP0_c0.t1
OG0009434	AL213U10020, AL5G45190, AL5G24490	ESY1_g12456_DN3_SP0_c0.t1
OG0009435	AL5G45030, AL2G23530	ESY1_g12437_DN2_SP2_c7.t1
OG0009436	AL5G44560	ESY1_g12397_DN3_SP3_c0.t1
OG0009437	AL5G44530	ESY1_g12393_DN2_SP0_c0.t1, ESY1_g12392_DN3_SP0_c0.t1
OG0009438	AL304U10010	ESY3_g31760_DN3_SP0_c0.t1
OG0009439	AL5G44430	ESY1_g12371_DN1_SP0_c0.t1
OG0009440	AL5G44410	ESY1_g12366_DN3_SP1_c0.t1
OG0009441	AL5G44130, AL5G44070	ESY1_g12340_DN3_SP0_c0.t1
OG0009442	AL1G53570, AL5G43620	ESY1_g12279_DN3_SP0_c0.t1
OG0009443	AL4G30010	ESY9_g42818_DN3_SP0_c0.t1, ESY9_g42819_DN3_SP0_c0.t1
OG0009444	AL5G43470	ESY1_g12253_DN3_SP0_c0.t1
OG0009445	AL5G43370	ESY1_g12238_DN3_SP8_c0.t1
OG0009446	AL5G43270	ESY1_g12217_DN3_SP0_c0.t1
OG0009447	AL5G42970	ESY1_g12139_DN3_SP7_c0.t1
OG0009449	AL5G42830	ESY1_g12111_DN3_SP0_c0.t1
OG0009450	AL5G42820	ESY1_g12110_DN3_SP3_c0.t1
OG0009451	AL5G42750	ESY1_g12092_DN1_SP0_c0.t1
OG0009452	AL5G42720	ESY1_g12071_DN3_SP3_c0.t1
OG0009453	AL5G42130	ESY1_g11924_DN3_SP0_c0.t1
OG0009454	AL5G41400	ESY1_g11206_DN3_SP2_c0.t1
OG0009455	AL5G41380	ESY1_g11208_DN3_SP8_c0.t1
OG0009457	AL5G41180	ESY1_g11239_DN3_SP8_c0.t1
OG0009459	AL5G40770	ESY3_g30445_DN3_SP0_c0.t1, ESY1_g11339_DN3_SP4_c0.t1
OG0009460	AL5G40570	ESY1_g11373_DN3_SP6_c0.t1
OG0009461	AL5G40490	ESY1_g11388_DN3_SP0_c0.t1
OG0009462	AL5G40400	ESY1_g11401_DN3_SP6_c5.t1
OG0009463	AL5G40310	ESY1_g11421_DN3_SP0_c0.t1
OG0009464	AL5G40210	ESY1_g11433_DN3_SP1_c0.t1
OG0009465	AL5G39890	ESY1_g11496_DN3_SP1_c0.t1
OG0009466	AL5G39830	ESY1_g11503_DN3_SP8_c0.t1
OG0009467	AL5G39650	ESY1_g11543_DN2_SP0_c0.t1
OG0009468	AL5G39520	ESY1_g11251_DN3_SP0_c0.t1, ESY1_g11558_DN3_SP0_c0.t1
OG0009469	AL5G38660	ESY1_g11735_DN3_SP0_c0.t1
OG0009470	AL5G38600	ESY1_g11744_DN3_SP0_c0.t1
OG0009471	AL5G38540	ESY1_g11754_DN3_SP8_c0.t1
OG0009472	AL5G38370	ESY1_g11774_DN3_SP8_c0.t1
OG0009473	AL5G38360	ESY1_g11775_DN3_SP7_c0.t1
OG0009474	AL5G37860	ESY14_g20277_DN3_SP0_c0.t1, ESY1_g10514_DN3_SP3_c0.t1
OG0009475	AL5G37620	ESY1_g10544_DN3_SP6_c0.t1
OG0009476	AL5G37250	ESY1_g10627_DN3_SP2_c0.t1
OG0009477	AL5G37140	ESY1_g10651_DN3_SP4_c0.t1
OG0009478	AL5G36720	ESY1_g10723_DN2_SP0_c0.t1
OG0009479	AL5G36570	ESY1_g10753_DN2_SP0_c0.t1
OG0009480	AL5G36510	ESY1_g10761_DN2_SP0_c0.t1
OG0009481	AL5G36410	ESY1_g10769_DN3_SP5_c0.t1
OG0009482	AL5G36370	ESY1_g10771_DN3_SP8_c0.t1
OG0009483	AL5G36060	ESY1_g10813_DN3_SP8_c0.t1
OG0009484	AL5G36030	ESY1_g10818_DN3_SP3_c0.t1
OG0009485	AL5G35820	ESY1_g10869_DN3_SP0_c0.t1
OG0009486	AL5G35800	ESY1_g10874_DN3_SP0_c0.t1
OG0009487	AL5G35760	ESY1_g10879_DN1_SP0_c0.t1
OG0009488	AL5G35420	ESY1_g10962_DN3_SP8_c0.t1
OG0009489	AL5G35390	ESY1_g10963_DN3_SP0_c0.t1
OG0009490	AL5G35310	ESY1_g10976_DN3_SP0_c0.t1
OG0009491	AL5G35260	ESY1_g10982_DN3_SP8_c0.t1
OG0009492	AL5G35210	ESY1_g10988_DN3_SP6_c0.t1
OG0009493	AL5G35190	ESY1_g10990_DN3_SP1_c0.t1
OG0009494	AL5G35140	ESY1_g10993_DN3_SP0_c0.t1
OG0009495	AL1G33910	ESY5_g3900_DN3_SP1_c0.t1
OG0009496	AL5G35060	ESY1_g11000_DN3_SP7_c0.t1
OG0009497	AL5G34830	ESY1_g11033_DN3_SP5_c0.t1
OG0009498	AL5G34410	ESY1_g11104_DN3_SP0_c17.t1
OG0009499	AL5G34100	ESY1_g11145_DN3_SP0_c0.t1
OG0009500	AL5G34080	ESY1_g11146_DN3_SP0_c0.t1
OG0009501	AL5G34070	ESY1_g11147_DN3_SP7_c0.t1
OG0009503	AL5G33640	ESY1_g10487_DN3_SP1_c0.t1
OG0009504	AL5G33630, AL6G51120	ESY1_g10482_DN3_SP2_c0.t1
OG0009505	AL5G33350	ESY1_g10410_DN3_SP2_c0.t1
OG0009506	AL8G28840	ESY6_g47508_DN3_SP4_c0.t1
OG0009507	AL8G28610	ESY6_g47498_DN2_SP0_c0.t1
OG0009508	AL8G28300	ESY6_g47461_DN3_SP7_c0.t1
OG0009509	AL8G28290	ESY6_g47460_DN3_SP8_c0.t1
OG0009510	AL8G28190	ESY6_g47416_DN2_SP0_c0.t1
OG0009511	AL8G28160	ESY2_g33339_DN3_SP8_c1.t1
OG0009512	AL8G28060	ESY6_g47362_DN3_SP7_c0.t1
OG0009513	AL8G28040	ESY6_g47358_DN3_SP3_c0.t1
OG0009514	AL7G39060	ESY2_g38419_DN3_SP1_c0.t1
OG0009515	AL3G40050	ESY3_g27936_DN3_SP1_c0.t1
OG0009516	AL3G40110	ESY3_g27915_DN3_SP8_c0.t1
OG0009518	AL3G43360	ESY11_g54434_DN3_SP6_c0.t1, ESY11_g54361_DN3_SP2_c0.t1
OG0009519	AL3G39630	ESY3_g28058_DN3_SP8_c0.t1
OG0009520	AL3G39760	ESY3_g28026_DN3_SP0_c0.t1
OG0009521	AL2G24640	ESY2_g35227_DN3_SP8_c0.t1
OG0009522	AL2G25670	ESY2_g35182_DN3_SP0_c0.t1
OG0009523	AL2G25860	ESY7_g16101_DN3_SP6_c0.t1
OG0009524	AL2G25900	ESY19_g42084_DN1_SP0_c0.t1
OG0009525	AL2G25910	ESY19_g42083_DN3_SP0_c0.t1
OG0009526	AL2G26230	ESY19_g41938_DN3_SP2_c0.t1
OG0009527	AL2G26390	ESY5_g4999_DN3_SP0_c3.t1, ESY7_g18706_DN3_SP0_c2.t1
OG0009528	AL2G26970	ESY2_g34527_DN3_SP0_c0.t1
OG0009529	AL2G26950	ESY2_g34524_DN3_SP0_c0.t1
OG0009530	AL2G26800	ESY2_g34506_DN2_SP0_c0.t1
OG0009531	AL2G26780	ESY2_g34504_DN3_SP6_c0.t1
OG0009532	AL2G27030	ESY2_g34493_DN3_SP0_c0.t1
OG0009533	AL2G27070	ESY2_g34487_DN3_SP0_c0.t1
OG0009534	AL2G27300	ESY2_g34461_DN3_SP0_c0.t1
OG0009535	AL7G45140	ESY17_g40044_DN3_SP4_c0.t1
OG0009536	AL7G45180	ESY17_g40003_DN3_SP1_c0.t1
OG0009537	AL8G22000	ESY15_g64397_DN3_SP0_c0.t1
OG0009538	AL3G51070	ESY11_g54182_DN3_SP0_c0.t1
OG0009540	AL3G51980	ESY11_g54326_DN2_SP0_c0.t1
OG0009541	AL3G52910	ESY11_g54438_DN3_SP0_c0.t1
OG0009542	AL3G48720	ESY11_g54631_DN3_SP0_c0.t1
OG0009543	AL3G48710	ESY11_g54632_DN3_SP1_c0.t1
OG0009544	AL3G48550	ESY11_g54668_DN3_SP1_c14.t1
OG0009545	AL4G39190	ESY12_g51064_DN3_SP8_c0.t1
OG0009546	AL4G38960	ESY12_g51027_DN3_SP0_c0.t1
OG0009547	AL4G38770	ESY12_g50998_DN3_SP2_c0.t1
OG0009548	AL4G34440, AL4G38660	ESY12_g50981_DN3_SP0_c0.t1
OG0009549	AL4G38600	ESY12_g50969_DN3_SP0_c0.t1
OG0009550	AL4G38510	ESY12_g50954_DN3_SP0_c0.t1
OG0009551	AL4G38340	ESY12_g50910_DN3_SP8_c0.t1
OG0009552	AL4G38330	ESY12_g50909_DN3_SP1_c0.t1
OG0009553	AL4G38190	ESY12_g50864_DN3_SP8_c8.t1
OG0009554	AL4G38150	ESY12_g50858_DN3_SP8_c0.t1
OG0009555	AL4G37940	ESY12_g50828_DN3_SP0_c0.t1
OG0009556	AL4G37770	ESY9_g45686_DN3_SP0_c0.t1
OG0009557	AL4G37740	ESY9_g45683_DN2_SP8_c0.t1
OG0009558	AL4G37440	ESY9_g45622_DN3_SP0_c0.t1
OG0009559	AL4G37390	ESY9_g45612_DN3_SP8_c0.t1
OG0009560	AL4G37360	ESY9_g45608_DN3_SP0_c0.t1
OG0009561	AL4G37350	ESY9_g45607_DN3_SP3_c0.t1
OG0009562	AL4G37150	ESY9_g45586_DN3_SP0_c0.t1
OG0009563	AL5G21540	ESY1_g6821_DN3_SP0_c0.t1
OG0009564	AL4G36930	ESY9_g45537_DN3_SP6_c0.t1
OG0009565	AL4G36880, AL938U10010	ESY9_g45534_DN2_SP0_c0.t1
OG0009566	AL4G36810	ESY9_g45522_DN3_SP0_c0.t1
OG0009567	AL4G36530	ESY9_g45470_DN3_SP4_c0.t1
OG0009568	AL4G36430	ESY9_g45451_DN3_SP6_c0.t1
OG0009569	AL4G36190	ESY9_g45409_DN3_SP8_c0.t1
OG0009570	AL4G36090	ESY9_g45392_DN3_SP0_c0.t1
OG0009571	AL4G36080	ESY9_g45391_DN3_SP0_c0.t1
OG0009572	AL4G36030	ESY9_g45375_DN2_SP8_c11.t1
OG0009573	AL4G36010	ESY9_g45371_DN3_SP7_c0.t1
OG0009574	AL4G35990	ESY9_g45368_DN3_SP1_c0.t1
OG0009575	AL4G35880	ESY9_g45357_DN3_SP8_c0.t1
OG0009576	AL4G35870	ESY9_g45356_DN3_SP0_c0.t1
OG0009577	AL4G35780	ESY9_g45333_DN3_SP0_c0.t1
OG0009578	AL4G35760	ESY9_g45329_DN3_SP0_c0.t1
OG0009579	AL4G35510	ESY9_g45273_DN3_SP5_c9.t1
OG0009580	AL4G35350, AL4G35310	ESY9_g45252_DN3_SP0_c0.t1
OG0009581	AL4G35110	ESY9_g45199_DN2_SP8_c0.t1
OG0009582	AL4G35040	ESY9_g45164_DN3_SP0_c0.t1
OG0009583	AL4G34960	ESY9_g45157_DN3_SP8_c0.t1
OG0009584	AL5G10350	ESY10_g14632_DN3_SP0_c0.t1
OG0009585	AL4G34800	ESY9_g45122_DN3_SP3_c0.t1
OG0009586	AL4G34710	ESY9_g45084_DN2_SP0_c0.t1
OG0009587	AL4G33830	ESY9_g44820_DN2_SP0_c0.t1
OG0009588	AL4G33800	ESY9_g44818_DN2_SP0_c0.t1
OG0009589	AL4G33740	ESY9_g44799_DN3_SP4_c0.t1
OG0009590	AL5G11260	ESY10_g14470_DN3_SP0_c0.t1
OG0009591	AL4G33710	ESY9_g44793_DN3_SP8_c0.t1
OG0009592	AL6G41550	ESY19_g41269_DN2_SP0_c0.t1
OG0009593	AL4G33630	ESY9_g44778_DN3_SP6_c0.t1
OG0009594	AL4G33480	ESY9_g44741_DN3_SP8_c0.t1
OG0009595	AL4G33390	ESY9_g44687_DN3_SP5_c0.t1
OG0009596	AL4G33170	ESY9_g44628_DN3_SP5_c0.t1
OG0009597	AL4G33140	ESY9_g44622_DN3_SP8_c21.t1
OG0009598	AL6G47480	ESY7_g16072_DN3_SP0_c0.t1, ESY3_g27588_DN2_SP0_c0.t1
OG0009599	AL6G47520	ESY7_g16087_DN3_SP0_c0.t1
OG0009600	AL6G47830	ESY7_g16176_DN3_SP2_c0.t1
OG0009602	AL6G48100	ESY7_g16299_DN2_SP0_c0.t1
OG0009603	AL5G10480	ESY10_g14614_DN3_SP1_c0.t1
OG0009604	AL6G48370	ESY7_g16363_DN3_SP0_c0.t1
OG0009605	AL6G46900	ESY18_g63026_DN3_SP8_c0.t1
OG0009606	AL6G47220	ESY18_g62979_DN3_SP0_c0.t1, ESY18_g62980_DN3_SP0_c0.t1
OG0009607	AL6G47260	ESY18_g62972_DN3_SP0_c0.t1
OG0009608	AL6G47310	ESY18_g62938_DN3_SP8_c0.t1
OG0009609	AL4G10350, AL3G24700	ESY9_g43628_DN2_SP0_c0.t1
OG0009610	AL4G10440	ESY8_g59879_DN3_SP8_c0.t1
OG0009611	AL4G10740	ESY8_g59831_DN3_SP0_c0.t1, ESY8_g59829_DN3_SP0_c0.t1
OG0009612	AL4G11540, AL4G10830, AL4G11550	ESY8_g59817_DN3_SP6_c0.t1
OG0009613	AL4G11190	ESY8_g59768_DN3_SP4_c0.t1
OG0009614	AL4G11200	ESY8_g59766_DN3_SP0_c0.t1
OG0009615	AL4G13440	ESY8_g59572_DN3_SP0_c12.t1
OG0009616	AL4G13860	ESY8_g59522_DN3_SP4_c0.t1
OG0009617	AL4G13790	ESY8_g59529_DN2_SP0_c0.t1
OG0009618	AL4G14660	ESY8_g59459_DN3_SP0_c0.t1
OG0009619	AL4G16610	ESY8_g59357_DN3_SP8_c0.t1
OG0009620	AL4G16270	ESY8_g59377_DN3_SP8_c0.t1
OG0009621	AL4G19100	ESY8_g59220_DN3_SP0_c0.t1
OG0009622	AL4G18950	ESY8_g59227_DN3_SP8_c15.t1
OG0009623	AL4G18860	ESY8_g59237_DN3_SP2_c0.t1
OG0009624	AL4G19310	ESY8_g59212_DN3_SP0_c0.t1
OG0009625	AL7G28560	ESY13_g57585_DN2_SP0_c0.t1
OG0009626	AL1G51990	ESY14_g21577_DN3_SP8_c0.t1
OG0009627	AL4G17330	ESY14_g21138_DN2_SP0_c0.t1
OG0009628	AL1G51240	ESY14_g21137_DN2_SP0_c0.t1
OG0009629	AL1G50930	ESY14_g21109_DN2_SP8_c0.t1
OG0009630	AL1G50340	ESY14_g20738_DN3_SP0_c0.t1
OG0009631	AL1G49810	ESY14_g20625_DN3_SP0_c0.t1
OG0009632	AL1G49170	ESY14_g20621_DN3_SP8_c0.t1
OG0009633	AL1G48910	ESY14_g20585_DN3_SP0_c0.t1
OG0009634	AL1G48280	ESY14_g20294_DN2_SP0_c0.t1, ESY14_g20158_DN3_SP5_c0.t1
OG0009635	AL1G47900	ESY14_g20388_DN2_SP0_c0.t1
OG0009636	AL6G43390	ESY16_g62217_DN3_SP3_c0.t1
OG0009637	AL6G43350	ESY25_g62826_DN3_SP8_c0.t1
OG0009638	AL6G42350	ESY19_g41778_DN3_SP0_c0.t1
OG0009639	AL6G45620, AL6G42220	ESY19_g41723_DN3_SP5_c0.t1
OG0009640	AL6G44260	ESY25_g62577_DN3_SP2_c0.t1
OG0009641	AL6G44680	ESY18_g64053_DN3_SP5_c0.t1
OG0009642	AL6G44720	ESY18_g64038_DN3_SP0_c0.t1
OG0009643	AL6G44770	ESY18_g63990_DN3_SP0_c0.t1
OG0009644	AL6G44840	ESY18_g63946_DN3_SP8_c0.t1
OG0009645	AL6G46500	ESY18_g63158_DN3_SP3_c0.t1
OG0009646	AL6G30720	ESY7_g16875_DN3_SP0_c0.t1
